Orthogroup	Pram	Prah
OG0000589	Pram.g_00761	Prah.g_00442
OG0000590	Pram.g_00763	Prah.g_02193
OG0000591	Pram.g_00769	Prah.g_01789
OG0000592	Pram.g_00770	Prah.g_01029
OG0000593	Pram.g_00771	Prah.g_02413
OG0000594	Pram.g_00774	Prah.g_00625
OG0000595	Pram.g_00775	Prah.g_02051
OG0000596	Pram.g_00776	Prah.g_00981
OG0000597	Pram.g_00778	Prah.g_00965
OG0000598	Pram.g_00779	Prah.g_00968
OG0000599	Pram.g_00780	Prah.g_00972
OG0000600	Pram.g_00781	Prah.g_00973
OG0000601	Pram.g_00784	Prah.g_00985
OG0000602	Pram.g_00785	Prah.g_00986
OG0000603	Pram.g_00786	Prah.g_00987
OG0000604	Pram.g_00789	Prah.g_01022
OG0000605	Pram.g_00790	Prah.g_01023
OG0000606	Pram.g_00791	Prah.g_01025
OG0000607	Pram.g_00793	Prah.g_01028
OG0000608	Pram.g_00795	Prah.g_00706
OG0000609	Pram.g_01927	Prah.g_02588
OG0000610	Pram.g_00720	Prah.g_01344
OG0000611	Pram.g_00802	Prah.g_00886
OG0000612	Pram.g_00803	Prah.g_00885
OG0000613	Pram.g_01027	Prah.g_00884
OG0000614	Pram.g_01026	Prah.g_00882
OG0000615	Pram.g_01024	Prah.g_00881
OG0000616	Pram.g_01023	Prah.g_00880
OG0000617	Pram.g_01022	Prah.g_00879
OG0000618	Pram.g_01021	Prah.g_00878
OG0000619	Pram.g_01020	Prah.g_00876
OG0000620	Pram.g_01019	Prah.g_00875
OG0000621	Pram.g_01018	Prah.g_00874
OG0000622	Pram.g_01017	Prah.g_00873
OG0000623	Pram.g_01016	Prah.g_00872
OG0000624	Pram.g_01014	Prah.g_00871
OG0000625	Pram.g_01013	Prah.g_00870
OG0000626	Pram.g_01012	Prah.g_00869
OG0000627	Pram.g_01011	Prah.g_00746
OG0000628	Pram.g_01010	Prah.g_00747
OG0000629	Pram.g_01008	Prah.g_00750
OG0000630	Pram.g_01007	Prah.g_00751
OG0000631	Pram.g_01005	Prah.g_00754
OG0000632	Pram.g_01004	Prah.g_01043
OG0000633	Pram.g_01539	Prah.g_01447
OG0000634	Pram.g_01534	Prah.g_01543
OG0000635	Pram.g_00935	Prah.g_00788
OG0000636	Pram.g_00934	Prah.g_00787
OG0000637	Pram.g_00933	Prah.g_00786
OG0000638	Pram.g_00325	Prah.g_01946
OG0000639	Pram.g_00908	Prah.g_01802
OG0000640	Pram.g_00911	Prah.g_00755
OG0000641	Pram.g_00913	Prah.g_00758
OG0000642	Pram.g_00914	Prah.g_00759
OG0000643	Pram.g_00915	Prah.g_00760
OG0000644	Pram.g_01028	Prah.g_00673
OG0000645	Pram.g_00804	Prah.g_00672
OG0000646	Pram.g_00805	Prah.g_00671
OG0000647	Pram.g_00806	Prah.g_00670
OG0000648	Pram.g_00808	Prah.g_00668
OG0000649	Pram.g_00809	Prah.g_00667
OG0000650	Pram.g_00810	Prah.g_00666
OG0000651	Pram.g_00811	Prah.g_00665
OG0000652	Pram.g_00812	Prah.g_00664
OG0000653	Pram.g_00813	Prah.g_00663
OG0000654	Pram.g_00815	Prah.g_00661
OG0000655	Pram.g_00817	Prah.g_00659
OG0000656	Pram.g_00818	Prah.g_00658
OG0000657	Pram.g_00819	Prah.g_00657
OG0000658	Pram.g_00820	Prah.g_00656
OG0000659	Pram.g_00821	Prah.g_00655
OG0000660	Pram.g_00822	Prah.g_00654
OG0000661	Pram.g_00823	Prah.g_00652
OG0000662	Pram.g_00825	Prah.g_00650
OG0000663	Pram.g_00826	Prah.g_00649
OG0000664	Pram.g_00827	Prah.g_00648
OG0000665	Pram.g_00828	Prah.g_00647
OG0000666	Pram.g_00829	Prah.g_00646
OG0000667	Pram.g_00830	Prah.g_00645
OG0000668	Pram.g_00831	Prah.g_00644
OG0000669	Pram.g_00833	Prah.g_00640
OG0000670	Pram.g_00834	Prah.g_00639
OG0000671	Pram.g_00835	Prah.g_00638
OG0000672	Pram.g_00836	Prah.g_00637
OG0000673	Pram.g_00837	Prah.g_00636
OG0000674	Pram.g_00838	Prah.g_00635
OG0000675	Pram.g_00839	Prah.g_00609
OG0000676	Pram.g_00840	Prah.g_00608
OG0000677	Pram.g_00843	Prah.g_00605
OG0000678	Pram.g_00845	Prah.g_00603
OG0000679	Pram.g_00847	Prah.g_00601
OG0000680	Pram.g_00848	Prah.g_00600
OG0000681	Pram.g_00849	Prah.g_00599
OG0000682	Pram.g_00850	Prah.g_00598
OG0000683	Pram.g_00852	Prah.g_00596
OG0000684	Pram.g_00853	Prah.g_00595
OG0000685	Pram.g_00854	Prah.g_00594
OG0000686	Pram.g_00855	Prah.g_00593
OG0000687	Pram.g_00857	Prah.g_00592
OG0000688	Pram.g_00858	Prah.g_00591
OG0000689	Pram.g_00859	Prah.g_00589
OG0000690	Pram.g_00860	Prah.g_00588
OG0000691	Pram.g_00861	Prah.g_00587
OG0000692	Pram.g_00865	Prah.g_00575
OG0000693	Pram.g_00866	Prah.g_00574
OG0000694	Pram.g_00867	Prah.g_00572
OG0000695	Pram.g_00868	Prah.g_00568
OG0000696	Pram.g_00870	Prah.g_00566
OG0000697	Pram.g_00872	Prah.g_00564
OG0000698	Pram.g_00876	Prah.g_00743
OG0000699	Pram.g_00877	Prah.g_00866
OG0000700	Pram.g_00713	Prah.g_00850
OG0000701	Pram.g_00717	Prah.g_00192
OG0000702	Pram.g_00724	Prah.g_00558
OG0000703	Pram.g_00726	Prah.g_00740
OG0000704	Pram.g_00727	Prah.g_01212
OG0000705	Pram.g_00728	Prah.g_00739
OG0000706	Pram.g_00729	Prah.g_00738
OG0000707	Pram.g_00731	Prah.g_00736
OG0000708	Pram.g_00732	Prah.g_00735
OG0000709	Pram.g_00734	Prah.g_00733
OG0000710	Pram.g_00735	Prah.g_00732
OG0000711	Pram.g_00736	Prah.g_00731
OG0000712	Pram.g_00737	Prah.g_00730
OG0000713	Pram.g_00738	Prah.g_00729
OG0000714	Pram.g_00740	Prah.g_00726
OG0000715	Pram.g_00741	Prah.g_00724
OG0000716	Pram.g_00743	Prah.g_00721
OG0000717	Pram.g_00744	Prah.g_00718
OG0000718	Pram.g_00745	Prah.g_00715
OG0000719	Pram.g_00747	Prah.g_00702
OG0000720	Pram.g_00748	Prah.g_00701
OG0000721	Pram.g_00751	Prah.g_00699
OG0000722	Pram.g_00752	Prah.g_00698
OG0000723	Pram.g_00753	Prah.g_00697
OG0000724	Pram.g_00754	Prah.g_00683
OG0000725	Pram.g_00755	Prah.g_00684
OG0000726	Pram.g_00756	Prah.g_00685
OG0000727	Pram.g_00757	Prah.g_00686
OG0000728	Pram.g_00758	Prah.g_00687
OG0000729	Pram.g_00759	Prah.g_00689
OG0000730	Pram.g_01038	Prah.g_00692
OG0000731	Pram.g_01036	Prah.g_00681
OG0000732	Pram.g_01035	Prah.g_00680
OG0000733	Pram.g_01034	Prah.g_00679
OG0000734	Pram.g_01033	Prah.g_00678
OG0000735	Pram.g_01031	Prah.g_00677
OG0000736	Pram.g_01030	Prah.g_00675
OG0000737	Pram.g_01029	Prah.g_00674
OG0000738	Pram.g_00916	Prah.g_00761
OG0000739	Pram.g_00917	Prah.g_00762
OG0000740	Pram.g_00918	Prah.g_00763
OG0000741	Pram.g_00919	Prah.g_00765
OG0000742	Pram.g_00921	Prah.g_00767
OG0000743	Pram.g_00922	Prah.g_00768
OG0000744	Pram.g_00923	Prah.g_00770
OG0000745	Pram.g_00924	Prah.g_00771
OG0000746	Pram.g_00925	Prah.g_00772
OG0000747	Pram.g_00926	Prah.g_01178
OG0000748	Pram.g_00927	Prah.g_00780
OG0000749	Pram.g_00928	Prah.g_00781
OG0000750	Pram.g_00930	Prah.g_00783
OG0000751	Pram.g_00931	Prah.g_00784
OG0000752	Pram.g_00988	Prah.g_02517
OG0000753	Pram.g_00936	Prah.g_00789
OG0000754	Pram.g_00937	Prah.g_00790
OG0000755	Pram.g_00938	Prah.g_00791
OG0000756	Pram.g_00940	Prah.g_00793
OG0000757	Pram.g_00941	Prah.g_00794
OG0000758	Pram.g_00942	Prah.g_00795
OG0000759	Pram.g_00944	Prah.g_00800
OG0000760	Pram.g_00945	Prah.g_00801
OG0000761	Pram.g_00946	Prah.g_00803
OG0000762	Pram.g_00948	Prah.g_00806
OG0000763	Pram.g_00949	Prah.g_00808
OG0000764	Pram.g_00950	Prah.g_00810
OG0000765	Pram.g_00951	Prah.g_00811
OG0000766	Pram.g_00952	Prah.g_00812
OG0000767	Pram.g_00954	Prah.g_00814
OG0000768	Pram.g_00955	Prah.g_00815
OG0000769	Pram.g_00956	Prah.g_00816
OG0000770	Pram.g_00957	Prah.g_00817
OG0000771	Pram.g_00958	Prah.g_00818
OG0000772	Pram.g_01199	Prah.g_01131
OG0000773	Pram.g_00959	Prah.g_00821
OG0000774	Pram.g_00960	Prah.g_00824
OG0000775	Pram.g_00961	Prah.g_00826
OG0000776	Pram.g_00963	Prah.g_00828
OG0000777	Pram.g_00964	Prah.g_00829
OG0000778	Pram.g_00965	Prah.g_00830
OG0000779	Pram.g_00966	Prah.g_00833
OG0000780	Pram.g_00968	Prah.g_00835
OG0000781	Pram.g_00970	Prah.g_00839
OG0000782	Pram.g_00971	Prah.g_00840
OG0000783	Pram.g_00973	Prah.g_00846
OG0000784	Pram.g_00975	Prah.g_00848
OG0000785	Pram.g_00976	Prah.g_00849
OG0000786	Pram.g_00977	Prah.g_00851
OG0000787	Pram.g_00978	Prah.g_00852
OG0000788	Pram.g_00983	Prah.g_00858
OG0000789	Pram.g_00986	Prah.g_00861
OG0000790	Pram.g_00987	Prah.g_02518
OG0000791	Pram.g_00990	Prah.g_00862
OG0000792	Pram.g_00991	Prah.g_00863
OG0000793	Pram.g_00992	Prah.g_00864
OG0000794	Pram.g_00995	Prah.g_00867
OG0000795	Pram.g_00899	Prah.g_00903
OG0000796	Pram.g_00898	Prah.g_00904
OG0000797	Pram.g_00896	Prah.g_00907
OG0000798	Pram.g_00895	Prah.g_00908
OG0000799	Pram.g_00894	Prah.g_00909
OG0000800	Pram.g_00893	Prah.g_00910
OG0000801	Pram.g_00890	Prah.g_00913
OG0000802	Pram.g_00889	Prah.g_00914
OG0000803	Pram.g_00887	Prah.g_00919
OG0000804	Pram.g_00886	Prah.g_00920
OG0000805	Pram.g_00885	Prah.g_00921
OG0000806	Pram.g_00883	Prah.g_00922
OG0000807	Pram.g_00356	Prah.g_00893
OG0000808	Pram.g_00683	Prah.g_00539
OG0000809	Pram.g_01188	Prah.g_01601
OG0000810	Pram.g_00579	Prah.g_01176
OG0000811	Pram.g_01208	Prah.g_00133
OG0000812	Pram.g_01182	Prah.g_01942
OG0000813	Pram.g_00335	Prah.g_01932
OG0000814	Pram.g_01201	Prah.g_00383
OG0000815	Pram.g_01469	Prah.g_00521
OG0000816	Pram.g_01547	Prah.g_02532
OG0000817	Pram.g_01548	Prah.g_02525
OG0000818	Pram.g_00690	Prah.g_01803
OG0000819	Pram.g_01162	Prah.g_00378
OG0000820	Pram.g_01156	Prah.g_01905
OG0000821	Pram.g_01154	Prah.g_01340
OG0000822	Pram.g_01153	Prah.g_01339
OG0000823	Pram.g_01152	Prah.g_01338
OG0000824	Pram.g_01151	Prah.g_01337
OG0000825	Pram.g_01150	Prah.g_01336
OG0000826	Pram.g_01149	Prah.g_01335
OG0000827	Pram.g_01148	Prah.g_01331
OG0000828	Pram.g_01147	Prah.g_01329
OG0000829	Pram.g_01146	Prah.g_01328
OG0000830	Pram.g_01144	Prah.g_01325
OG0000831	Pram.g_01141	Prah.g_01323
OG0000832	Pram.g_01139	Prah.g_01321
OG0000833	Pram.g_01137	Prah.g_01320
OG0000834	Pram.g_01136	Prah.g_01318
OG0000835	Pram.g_01135	Prah.g_01317
OG0000836	Pram.g_01134	Prah.g_01316
OG0000837	Pram.g_01131	Prah.g_01307
OG0000838	Pram.g_01130	Prah.g_01305
OG0000839	Pram.g_01129	Prah.g_01304
OG0000840	Pram.g_01128	Prah.g_01303
OG0000841	Pram.g_01127	Prah.g_01302
OG0000842	Pram.g_01125	Prah.g_01298
OG0000843	Pram.g_01124	Prah.g_01297
OG0000844	Pram.g_01123	Prah.g_01296
OG0000845	Pram.g_01122	Prah.g_01295
OG0000846	Pram.g_01119	Prah.g_01292
OG0000847	Pram.g_01118	Prah.g_01291
OG0000848	Pram.g_01117	Prah.g_01262
OG0000849	Pram.g_01114	Prah.g_01259
OG0000850	Pram.g_01113	Prah.g_01258
OG0000851	Pram.g_01111	Prah.g_01255
OG0000852	Pram.g_01109	Prah.g_01253
OG0000853	Pram.g_01107	Prah.g_01251
OG0000854	Pram.g_01105	Prah.g_01249
OG0000855	Pram.g_01104	Prah.g_01248
OG0000856	Pram.g_01103	Prah.g_01247
OG0000857	Pram.g_01102	Prah.g_01246
OG0000858	Pram.g_01101	Prah.g_01245
OG0000859	Pram.g_01100	Prah.g_01244
OG0000860	Pram.g_01099	Prah.g_01243
OG0000861	Pram.g_01098	Prah.g_01263
OG0000862	Pram.g_01097	Prah.g_01264
OG0000863	Pram.g_01096	Prah.g_01265
OG0000864	Pram.g_01095	Prah.g_01266
OG0000865	Pram.g_01094	Prah.g_01268
OG0000866	Pram.g_01093	Prah.g_01272
OG0000867	Pram.g_01092	Prah.g_01273
OG0000868	Pram.g_01091	Prah.g_01275
OG0000869	Pram.g_01089	Prah.g_01278
OG0000870	Pram.g_01088	Prah.g_01279
OG0000871	Pram.g_01087	Prah.g_01282
OG0000872	Pram.g_01086	Prah.g_01283
OG0000873	Pram.g_01084	Prah.g_01285
OG0000874	Pram.g_01083	Prah.g_01286
OG0000875	Pram.g_01082	Prah.g_01289
OG0000876	Pram.g_01081	Prah.g_01290
OG0000877	Pram.g_00570	Prah.g_01239
OG0000878	Pram.g_01569	Prah.g_01610
OG0000879	Pram.g_01219	Prah.g_01349
OG0000880	Pram.g_01220	Prah.g_01350
OG0000881	Pram.g_01221	Prah.g_01351
OG0000882	Pram.g_01222	Prah.g_01353
OG0000883	Pram.g_01223	Prah.g_01355
OG0000884	Pram.g_01225	Prah.g_01357
OG0000885	Pram.g_01226	Prah.g_01358
OG0000886	Pram.g_01227	Prah.g_01359
OG0000887	Pram.g_01228	Prah.g_01360
OG0000888	Pram.g_01229	Prah.g_01361
OG0000889	Pram.g_01232	Prah.g_01365
OG0000890	Pram.g_01233	Prah.g_01368
OG0000891	Pram.g_01234	Prah.g_01369
OG0000892	Pram.g_01236	Prah.g_01372
OG0000893	Pram.g_01237	Prah.g_01373
OG0000894	Pram.g_01238	Prah.g_01374
OG0000895	Pram.g_01239	Prah.g_01375
OG0000896	Pram.g_01240	Prah.g_01376
OG0000897	Pram.g_01241	Prah.g_01377
OG0000898	Pram.g_01244	Prah.g_01380
OG0000899	Pram.g_01245	Prah.g_01381
OG0000900	Pram.g_01478	Prah.g_00327
OG0000901	Pram.g_01475	Prah.g_00323
OG0000902	Pram.g_01271	Prah.g_00224
OG0000903	Pram.g_01198	Prah.g_00571
OG0000904	Pram.g_01281	Prah.g_01183
OG0000905	Pram.g_01183	Prah.g_00918
OG0000906	Pram.g_01165	Prah.g_00895
OG0000907	Pram.g_00874	Prah.g_00560
OG0000908	Pram.g_01542	Prah.g_01663
OG0000909	Pram.g_01466	Prah.g_01577
OG0000910	Pram.g_01465	Prah.g_01578
OG0000911	Pram.g_01464	Prah.g_01579
OG0000912	Pram.g_01463	Prah.g_01580
OG0000913	Pram.g_01462	Prah.g_01581
OG0000914	Pram.g_01461	Prah.g_01582
OG0000915	Pram.g_01460	Prah.g_01583
OG0000916	Pram.g_01458	Prah.g_01584
OG0000917	Pram.g_01457	Prah.g_01586
OG0000918	Pram.g_01456	Prah.g_01587
OG0000919	Pram.g_01455	Prah.g_01588
OG0000920	Pram.g_01454	Prah.g_01589
OG0000921	Pram.g_01453	Prah.g_01590
OG0000922	Pram.g_01452	Prah.g_01591
OG0000923	Pram.g_01451	Prah.g_01592
OG0000924	Pram.g_01450	Prah.g_01593
OG0000925	Pram.g_01449	Prah.g_01594
OG0000926	Pram.g_01815	Prah.g_02242
OG0000927	Pram.g_01398	Prah.g_00435
OG0000928	Pram.g_01397	Prah.g_00434
OG0000929	Pram.g_01396	Prah.g_00433
OG0000930	Pram.g_01395	Prah.g_00428
OG0000931	Pram.g_01394	Prah.g_00427
OG0000932	Pram.g_01392	Prah.g_00423
OG0000933	Pram.g_01391	Prah.g_00421
OG0000934	Pram.g_01390	Prah.g_00420
OG0000935	Pram.g_01389	Prah.g_00419
OG0000936	Pram.g_01388	Prah.g_00418
OG0000937	Pram.g_01387	Prah.g_00417
OG0000938	Pram.g_01386	Prah.g_00415
OG0000939	Pram.g_01385	Prah.g_00414
OG0000940	Pram.g_01384	Prah.g_00412
OG0000941	Pram.g_01383	Prah.g_00410
OG0000942	Pram.g_01382	Prah.g_00409
OG0000943	Pram.g_01376	Prah.g_00406
OG0000944	Pram.g_01375	Prah.g_00403
OG0000945	Pram.g_01374	Prah.g_00402
OG0000946	Pram.g_01373	Prah.g_00401
OG0000947	Pram.g_01372	Prah.g_00400
OG0000948	Pram.g_01371	Prah.g_00399
OG0000949	Pram.g_01370	Prah.g_00398
OG0000950	Pram.g_01369	Prah.g_00397
OG0000951	Pram.g_01368	Prah.g_00396
OG0000952	Pram.g_01367	Prah.g_00395
OG0000953	Pram.g_01366	Prah.g_00394
OG0000954	Pram.g_01365	Prah.g_00391
OG0000955	Pram.g_01364	Prah.g_00390
OG0000956	Pram.g_01363	Prah.g_00389
OG0000957	Pram.g_01362	Prah.g_00388
OG0000958	Pram.g_01361	Prah.g_00386
OG0000959	Pram.g_01360	Prah.g_00385
OG0000960	Pram.g_01359	Prah.g_00384
OG0000961	Pram.g_01355	Prah.g_00379
OG0000962	Pram.g_01354	Prah.g_00376
OG0000963	Pram.g_01353	Prah.g_00374
OG0000964	Pram.g_01351	Prah.g_00371
OG0000965	Pram.g_01350	Prah.g_00370
OG0000966	Pram.g_01349	Prah.g_00369
OG0000967	Pram.g_01348	Prah.g_00368
OG0000968	Pram.g_01347	Prah.g_00367
OG0000969	Pram.g_01346	Prah.g_00366
OG0000970	Pram.g_01345	Prah.g_00365
OG0000971	Pram.g_01344	Prah.g_00364
OG0000972	Pram.g_01343	Prah.g_00363
OG0000973	Pram.g_01342	Prah.g_00362
OG0000974	Pram.g_01340	Prah.g_00360
OG0000975	Pram.g_01333	Prah.g_01217
OG0000976	Pram.g_01331	Prah.g_01605
OG0000977	Pram.g_01330	Prah.g_01615
OG0000978	Pram.g_01328	Prah.g_01617
OG0000979	Pram.g_01326	Prah.g_01619
OG0000980	Pram.g_01325	Prah.g_01620
OG0000981	Pram.g_01324	Prah.g_00538
OG0000982	Pram.g_01323	Prah.g_01621
OG0000983	Pram.g_01321	Prah.g_01623
OG0000984	Pram.g_01320	Prah.g_01624
OG0000985	Pram.g_01319	Prah.g_01625
OG0000986	Pram.g_01318	Prah.g_01627
OG0000987	Pram.g_01317	Prah.g_01628
OG0000988	Pram.g_01315	Prah.g_01631
OG0000989	Pram.g_01314	Prah.g_01632
OG0000990	Pram.g_01313	Prah.g_01633
OG0000991	Pram.g_01312	Prah.g_01634
OG0000992	Pram.g_01311	Prah.g_01635
OG0000993	Pram.g_01310	Prah.g_01636
OG0000994	Pram.g_01309	Prah.g_01637
OG0000995	Pram.g_01308	Prah.g_01639
OG0000996	Pram.g_01307	Prah.g_01640
OG0000997	Pram.g_01306	Prah.g_01641
OG0000998	Pram.g_01305	Prah.g_01642
OG0000999	Pram.g_01304	Prah.g_01643
OG0001000	Pram.g_01303	Prah.g_01644
OG0001001	Pram.g_01301	Prah.g_01645
OG0001002	Pram.g_01300	Prah.g_01648
OG0001003	Pram.g_01299	Prah.g_01649
OG0001004	Pram.g_01298	Prah.g_01791
OG0001005	Pram.g_01296	Prah.g_01651
OG0001006	Pram.g_01295	Prah.g_01652
OG0001007	Pram.g_01294	Prah.g_01653
OG0001008	Pram.g_01292	Prah.g_01655
OG0001009	Pram.g_01291	Prah.g_01656
OG0001010	Pram.g_01577	Prah.g_00541
OG0001011	Pram.g_00567	Prah.g_00515
OG0001012	Pram.g_00824	Prah.g_00651
OG0001013	Pram.g_01625	Prah.g_01667
OG0001014	Pram.g_01626	Prah.g_01668
OG0001015	Pram.g_01633	Prah.g_01677
OG0001016	Pram.g_01634	Prah.g_01678
OG0001017	Pram.g_01635	Prah.g_01679
OG0001018	Pram.g_01636	Prah.g_01681
OG0001019	Pram.g_01638	Prah.g_01685
OG0001020	Pram.g_01639	Prah.g_01687
OG0001021	Pram.g_01640	Prah.g_01688
OG0001022	Pram.g_01641	Prah.g_01689
OG0001023	Pram.g_01642	Prah.g_01690
OG0001024	Pram.g_01644	Prah.g_01692
OG0001025	Pram.g_01645	Prah.g_01693
OG0001026	Pram.g_01646	Prah.g_01694
OG0001027	Pram.g_01647	Prah.g_01695
OG0001028	Pram.g_01648	Prah.g_01696
OG0001029	Pram.g_01649	Prah.g_01697
OG0001030	Pram.g_01650	Prah.g_01698
OG0001031	Pram.g_01651	Prah.g_01699
OG0001032	Pram.g_01652	Prah.g_01700
OG0001033	Pram.g_01653	Prah.g_01701
OG0001034	Pram.g_01654	Prah.g_01703
OG0001035	Pram.g_01656	Prah.g_01705
OG0001036	Pram.g_01657	Prah.g_01707
OG0001037	Pram.g_01658	Prah.g_01709
OG0001038	Pram.g_01659	Prah.g_01710
OG0001039	Pram.g_01660	Prah.g_01711
OG0001040	Pram.g_01662	Prah.g_01713
OG0001041	Pram.g_01663	Prah.g_01714
OG0001042	Pram.g_01664	Prah.g_01716
OG0001043	Pram.g_01665	Prah.g_01717
OG0001044	Pram.g_01666	Prah.g_01718
OG0001045	Pram.g_01667	Prah.g_01719
OG0001046	Pram.g_01668	Prah.g_01720
OG0001047	Pram.g_01671	Prah.g_01727
OG0001048	Pram.g_01673	Prah.g_01729
OG0001049	Pram.g_01674	Prah.g_01730
OG0001050	Pram.g_01675	Prah.g_01731
OG0001051	Pram.g_01676	Prah.g_01732
OG0001052	Pram.g_01677	Prah.g_01733
OG0001053	Pram.g_01679	Prah.g_01736
OG0001054	Pram.g_01681	Prah.g_01738
OG0001055	Pram.g_01682	Prah.g_01739
OG0001056	Pram.g_01683	Prah.g_01740
OG0001057	Pram.g_01684	Prah.g_01741
OG0001058	Pram.g_01685	Prah.g_01742
OG0001059	Pram.g_01686	Prah.g_01743
OG0001060	Pram.g_01687	Prah.g_01744
OG0001061	Pram.g_01688	Prah.g_01745
OG0001062	Pram.g_01689	Prah.g_01759
OG0001063	Pram.g_01690	Prah.g_01760
OG0001064	Pram.g_01691	Prah.g_01762
OG0001065	Pram.g_01695	Prah.g_02073
OG0001066	Pram.g_01697	Prah.g_02071
OG0001067	Pram.g_01698	Prah.g_02070
OG0001068	Pram.g_01701	Prah.g_02067
OG0001069	Pram.g_01702	Prah.g_02066
OG0001070	Pram.g_01703	Prah.g_02065
OG0001071	Pram.g_01704	Prah.g_02064
OG0001072	Pram.g_01705	Prah.g_02063
OG0001073	Pram.g_01706	Prah.g_02062
OG0001074	Pram.g_01707	Prah.g_02061
OG0001075	Pram.g_01708	Prah.g_02060
OG0001076	Pram.g_01709	Prah.g_02059
OG0001077	Pram.g_01710	Prah.g_02058
OG0001078	Pram.g_01711	Prah.g_02056
OG0001079	Pram.g_01712	Prah.g_02055
OG0001080	Pram.g_01713	Prah.g_02054
OG0001081	Pram.g_01717	Prah.g_02041
OG0001082	Pram.g_01718	Prah.g_02042
OG0001083	Pram.g_01722	Prah.g_02046
OG0001084	Pram.g_01720	Prah.g_02044
OG0001085	Pram.g_01719	Prah.g_02043
OG0001086	Pram.g_01716	Prah.g_02047
OG0001087	Pram.g_01715	Prah.g_02048
OG0001088	Pram.g_01714	Prah.g_02050
OG0001089	Pram.g_01727	Prah.g_02039
OG0001090	Pram.g_01729	Prah.g_02037
OG0001091	Pram.g_01730	Prah.g_02036
OG0001092	Pram.g_01731	Prah.g_02035
OG0001093	Pram.g_01732	Prah.g_02034
OG0001094	Pram.g_01733	Prah.g_02033
OG0001095	Pram.g_01734	Prah.g_02032
OG0001096	Pram.g_01735	Prah.g_02031
OG0001097	Pram.g_01736	Prah.g_02030
OG0001098	Pram.g_01737	Prah.g_02029
OG0001099	Pram.g_01738	Prah.g_02028
OG0001100	Pram.g_01739	Prah.g_02027
OG0001101	Pram.g_01740	Prah.g_02026
OG0001102	Pram.g_01741	Prah.g_02025
OG0001103	Pram.g_01742	Prah.g_02024
OG0001104	Pram.g_01743	Prah.g_02023
OG0001105	Pram.g_01744	Prah.g_02022
OG0001106	Pram.g_01745	Prah.g_02021
OG0001107	Pram.g_01746	Prah.g_02020
OG0001108	Pram.g_01747	Prah.g_02019
OG0001109	Pram.g_01748	Prah.g_02018
OG0001110	Pram.g_01749	Prah.g_02017
OG0001111	Pram.g_01750	Prah.g_02016
OG0001112	Pram.g_01751	Prah.g_02015
OG0001113	Pram.g_01752	Prah.g_02014
OG0001114	Pram.g_01753	Prah.g_02013
OG0001115	Pram.g_01754	Prah.g_02012
OG0001116	Pram.g_01755	Prah.g_02011
OG0001117	Pram.g_01756	Prah.g_02010
OG0001118	Pram.g_01757	Prah.g_02009
OG0001119	Pram.g_01758	Prah.g_02008
OG0001120	Pram.g_01759	Prah.g_02007
OG0001121	Pram.g_01761	Prah.g_02004
OG0001122	Pram.g_01762	Prah.g_02003
OG0001123	Pram.g_01763	Prah.g_02002
OG0001124	Pram.g_01765	Prah.g_02000
OG0001125	Pram.g_01767	Prah.g_01998
OG0001126	Pram.g_01768	Prah.g_01997
OG0001127	Pram.g_01771	Prah.g_01994
OG0001128	Pram.g_01772	Prah.g_01993
OG0001129	Pram.g_01773	Prah.g_01991
OG0001130	Pram.g_01776	Prah.g_01988
OG0001131	Pram.g_01777	Prah.g_01987
OG0001132	Pram.g_01778	Prah.g_01986
OG0001133	Pram.g_01779	Prah.g_01985
OG0001134	Pram.g_01780	Prah.g_01984
OG0001135	Pram.g_01781	Prah.g_01983
OG0001136	Pram.g_01782	Prah.g_01982
OG0001137	Pram.g_01783	Prah.g_01981
OG0001138	Pram.g_01784	Prah.g_01980
OG0001139	Pram.g_01786	Prah.g_01978
OG0001140	Pram.g_01787	Prah.g_01977
OG0001141	Pram.g_01788	Prah.g_01976
OG0001142	Pram.g_01793	Prah.g_01966
OG0001143	Pram.g_01794	Prah.g_01965
OG0001144	Pram.g_01795	Prah.g_01963
OG0001145	Pram.g_01796	Prah.g_01962
OG0001146	Pram.g_01797	Prah.g_01961
OG0001147	Pram.g_01798	Prah.g_01960
OG0001148	Pram.g_01799	Prah.g_01958
OG0001149	Pram.g_01801	Prah.g_02224
OG0001150	Pram.g_01802	Prah.g_02227
OG0001151	Pram.g_01806	Prah.g_02231
OG0001152	Pram.g_01807	Prah.g_02232
OG0001153	Pram.g_01808	Prah.g_02234
OG0001154	Pram.g_01810	Prah.g_02236
OG0001155	Pram.g_01812	Prah.g_02239
OG0001156	Pram.g_01814	Prah.g_02241
OG0001157	Pram.g_01816	Prah.g_02243
OG0001158	Pram.g_01818	Prah.g_02245
OG0001159	Pram.g_01819	Prah.g_02246
OG0001160	Pram.g_01820	Prah.g_02247
OG0001161	Pram.g_01821	Prah.g_00168
OG0001162	Pram.g_01822	Prah.g_00167
OG0001163	Pram.g_01823	Prah.g_00166
OG0001164	Pram.g_01824	Prah.g_00165
OG0001165	Pram.g_01825	Prah.g_00164
OG0001166	Pram.g_01826	Prah.g_00163
OG0001167	Pram.g_01828	Prah.g_00156
OG0001168	Pram.g_01829	Prah.g_00155
OG0001169	Pram.g_01830	Prah.g_00154
OG0001170	Pram.g_01831	Prah.g_00152
