Orthogroup	Pram	Pras
OG0000579	Pram.g_01051	Pras.g_01535
OG0000580	Pram.g_01050	Pras.g_01536
OG0000581	Pram.g_01049	Pras.g_01537
OG0000582	Pram.g_01048	Pras.g_01538
OG0000583	Pram.g_01047	Pras.g_01539
OG0000584	Pram.g_01045	Pras.g_01540
OG0000585	Pram.g_01044	Pras.g_01541
OG0000586	Pram.g_01042	Pras.g_01543
OG0000587	Pram.g_01041	Pras.g_01544
OG0000588	Pram.g_00760	Pras.g_01546
OG0000589	Pram.g_00761	Pras.g_01547
OG0000590	Pram.g_00763	Pras.g_01549
OG0000591	Pram.g_00769	Pras.g_01555
OG0000592	Pram.g_00770	Pras.g_01556
OG0000593	Pram.g_00771	Pras.g_01557
OG0000594	Pram.g_00774	Pras.g_01559
OG0000595	Pram.g_00775	Pras.g_01560
OG0000596	Pram.g_00776	Pras.g_01561
OG0000597	Pram.g_00778	Pras.g_01563
OG0000598	Pram.g_00779	Pras.g_01564
OG0000599	Pram.g_00780	Pras.g_01565
OG0000600	Pram.g_00781	Pras.g_01566
OG0000601	Pram.g_00784	Pras.g_01568
OG0000602	Pram.g_00785	Pras.g_01569
OG0000603	Pram.g_00786	Pras.g_01570
OG0000604	Pram.g_00789	Pras.g_01571
OG0000605	Pram.g_00790	Pras.g_01572
OG0000606	Pram.g_00791	Pras.g_01573
OG0000607	Pram.g_00793	Pras.g_01575
OG0000608	Pram.g_00795	Pras.g_01576
OG0000609	Pram.g_01927	Pras.g_01580
OG0000610	Pram.g_00720	Pras.g_01581
OG0000611	Pram.g_00802	Pras.g_01607
OG0000612	Pram.g_00803	Pras.g_01608
OG0000613	Pram.g_01027	Pras.g_01609
OG0000614	Pram.g_01026	Pras.g_01610
OG0000615	Pram.g_01024	Pras.g_01612
OG0000616	Pram.g_01023	Pras.g_01613
OG0000617	Pram.g_01022	Pras.g_01614
OG0000618	Pram.g_01021	Pras.g_01615
OG0000619	Pram.g_01020	Pras.g_01616
OG0000620	Pram.g_01019	Pras.g_01617
OG0000621	Pram.g_01018	Pras.g_01618
OG0000622	Pram.g_01017	Pras.g_01619
OG0000623	Pram.g_01016	Pras.g_01620
OG0000624	Pram.g_01014	Pras.g_01621
OG0000625	Pram.g_01013	Pras.g_01622
OG0000626	Pram.g_01012	Pras.g_01623
OG0000627	Pram.g_01011	Pras.g_01624
OG0000628	Pram.g_01010	Pras.g_01625
OG0000629	Pram.g_01008	Pras.g_01626
OG0000630	Pram.g_01007	Pras.g_01627
OG0000631	Pram.g_01005	Pras.g_01629
OG0000632	Pram.g_01004	Pras.g_01645
OG0000633	Pram.g_01539	Pras.g_01649
OG0000634	Pram.g_01534	Pras.g_01664
OG0000635	Pram.g_00935	Pras.g_01665
OG0000636	Pram.g_00934	Pras.g_01666
OG0000637	Pram.g_00933	Pras.g_01667
OG0000638	Pram.g_00325	Pras.g_01679
OG0000639	Pram.g_00908	Pras.g_01688
OG0000640	Pram.g_00911	Pras.g_01690
OG0000641	Pram.g_00913	Pras.g_01692
OG0000642	Pram.g_00914	Pras.g_01693
OG0000643	Pram.g_00915	Pras.g_01694
OG0000644	Pram.g_01028	Pras.g_01695
OG0000645	Pram.g_00804	Pras.g_01696
OG0000646	Pram.g_00805	Pras.g_01697
OG0000647	Pram.g_00806	Pras.g_01698
OG0000648	Pram.g_00808	Pras.g_01700
OG0000649	Pram.g_00809	Pras.g_01701
OG0000650	Pram.g_00810	Pras.g_01702
OG0000651	Pram.g_00811	Pras.g_01703
OG0000652	Pram.g_00812	Pras.g_01704
OG0000653	Pram.g_00813	Pras.g_01705
OG0000654	Pram.g_00815	Pras.g_01707
OG0000655	Pram.g_00817	Pras.g_01709
OG0000656	Pram.g_00818	Pras.g_01710
OG0000657	Pram.g_00819	Pras.g_01711
OG0000658	Pram.g_00820	Pras.g_01712
OG0000659	Pram.g_00821	Pras.g_01713
OG0000660	Pram.g_00822	Pras.g_01714
OG0000661	Pram.g_00823	Pras.g_01715
OG0000662	Pram.g_00825	Pras.g_01716
OG0000663	Pram.g_00826	Pras.g_01717
OG0000664	Pram.g_00827	Pras.g_01718
OG0000665	Pram.g_00828	Pras.g_01719
OG0000666	Pram.g_00829	Pras.g_01720
OG0000667	Pram.g_00830	Pras.g_01721
OG0000668	Pram.g_00831	Pras.g_01722
OG0000669	Pram.g_00833	Pras.g_01724
OG0000670	Pram.g_00834	Pras.g_01725
OG0000671	Pram.g_00835	Pras.g_01726
OG0000672	Pram.g_00836	Pras.g_01727
OG0000673	Pram.g_00837	Pras.g_01728
OG0000674	Pram.g_00838	Pras.g_01729
OG0000675	Pram.g_00839	Pras.g_01731
OG0000676	Pram.g_00840	Pras.g_01732
OG0000677	Pram.g_00843	Pras.g_01734
OG0000678	Pram.g_00845	Pras.g_01736
OG0000679	Pram.g_00847	Pras.g_01737
OG0000680	Pram.g_00848	Pras.g_01738
OG0000681	Pram.g_00849	Pras.g_01739
OG0000682	Pram.g_00850	Pras.g_01740
OG0000683	Pram.g_00852	Pras.g_01742
OG0000684	Pram.g_00853	Pras.g_01743
OG0000685	Pram.g_00854	Pras.g_01744
OG0000686	Pram.g_00855	Pras.g_01745
OG0000687	Pram.g_00857	Pras.g_01746
OG0000688	Pram.g_00858	Pras.g_01747
OG0000689	Pram.g_00859	Pras.g_01748
OG0000690	Pram.g_00860	Pras.g_01749
OG0000691	Pram.g_00861	Pras.g_01750
OG0000692	Pram.g_00865	Pras.g_01752
OG0000693	Pram.g_00866	Pras.g_01753
OG0000694	Pram.g_00867	Pras.g_01754
OG0000695	Pram.g_00868	Pras.g_01755
OG0000696	Pram.g_00870	Pras.g_01756
OG0000697	Pram.g_00872	Pras.g_01758
OG0000698	Pram.g_00876	Pras.g_01760
OG0000699	Pram.g_00877	Pras.g_01761
OG0000700	Pram.g_00713	Pras.g_01788
OG0000701	Pram.g_00717	Pras.g_01791
OG0000702	Pram.g_00724	Pras.g_01792
OG0000703	Pram.g_00726	Pras.g_01793
OG0000704	Pram.g_00727	Pras.g_01794
OG0000705	Pram.g_00728	Pras.g_01795
OG0000706	Pram.g_00729	Pras.g_01796
OG0000707	Pram.g_00731	Pras.g_01798
OG0000708	Pram.g_00732	Pras.g_01799
OG0000709	Pram.g_00734	Pras.g_01801
OG0000710	Pram.g_00735	Pras.g_01802
OG0000711	Pram.g_00736	Pras.g_01803
OG0000712	Pram.g_00737	Pras.g_01804
OG0000713	Pram.g_00738	Pras.g_01805
OG0000714	Pram.g_00740	Pras.g_01807
OG0000715	Pram.g_00741	Pras.g_01808
OG0000716	Pram.g_00743	Pras.g_01810
OG0000717	Pram.g_00744	Pras.g_01811
OG0000718	Pram.g_00745	Pras.g_01812
OG0000719	Pram.g_00747	Pras.g_01814
OG0000720	Pram.g_00748	Pras.g_01815
OG0000721	Pram.g_00751	Pras.g_01818
OG0000722	Pram.g_00752	Pras.g_01819
OG0000723	Pram.g_00753	Pras.g_01820
OG0000724	Pram.g_00754	Pras.g_01821
OG0000725	Pram.g_00755	Pras.g_01822
OG0000726	Pram.g_00756	Pras.g_01823
OG0000727	Pram.g_00757	Pras.g_01824
OG0000728	Pram.g_00758	Pras.g_01825
OG0000729	Pram.g_00759	Pras.g_01826
OG0000730	Pram.g_01038	Pras.g_01827
OG0000731	Pram.g_01036	Pras.g_01828
OG0000732	Pram.g_01035	Pras.g_01829
OG0000733	Pram.g_01034	Pras.g_01830
OG0000734	Pram.g_01033	Pras.g_01831
OG0000735	Pram.g_01031	Pras.g_01833
OG0000736	Pram.g_01030	Pras.g_01834
OG0000737	Pram.g_01029	Pras.g_01835
OG0000738	Pram.g_00916	Pras.g_01836
OG0000739	Pram.g_00917	Pras.g_01837
OG0000740	Pram.g_00918	Pras.g_01838
OG0000741	Pram.g_00919	Pras.g_01839
OG0000742	Pram.g_00921	Pras.g_01841
OG0000743	Pram.g_00922	Pras.g_01842
OG0000744	Pram.g_00923	Pras.g_01843
OG0000745	Pram.g_00924	Pras.g_01844
OG0000746	Pram.g_00925	Pras.g_01845
OG0000747	Pram.g_00926	Pras.g_01846
OG0000748	Pram.g_00927	Pras.g_01847
OG0000749	Pram.g_00928	Pras.g_01848
OG0000750	Pram.g_00930	Pras.g_01849
OG0000751	Pram.g_00931	Pras.g_01850
OG0000752	Pram.g_00988	Pras.g_01851
OG0000753	Pram.g_00936	Pras.g_01853
OG0000754	Pram.g_00937	Pras.g_01854
OG0000755	Pram.g_00938	Pras.g_01855
OG0000756	Pram.g_00940	Pras.g_01856
OG0000757	Pram.g_00941	Pras.g_01857
OG0000758	Pram.g_00942	Pras.g_01858
OG0000759	Pram.g_00944	Pras.g_01860
OG0000760	Pram.g_00945	Pras.g_01861
OG0000761	Pram.g_00946	Pras.g_01862
OG0000762	Pram.g_00948	Pras.g_01864
OG0000763	Pram.g_00949	Pras.g_01865
OG0000764	Pram.g_00950	Pras.g_01866
OG0000765	Pram.g_00951	Pras.g_01867
OG0000766	Pram.g_00952	Pras.g_01868
OG0000767	Pram.g_00954	Pras.g_01870
OG0000768	Pram.g_00955	Pras.g_01871
OG0000769	Pram.g_00956	Pras.g_01872
OG0000770	Pram.g_00957	Pras.g_01873
OG0000771	Pram.g_00958	Pras.g_01874
OG0000772	Pram.g_01199	Pras.g_01875
OG0000773	Pram.g_00959	Pras.g_01876
OG0000774	Pram.g_00960	Pras.g_01877
OG0000775	Pram.g_00961	Pras.g_01878
OG0000776	Pram.g_00963	Pras.g_01881
OG0000777	Pram.g_00964	Pras.g_01883
OG0000778	Pram.g_00965	Pras.g_01884
OG0000779	Pram.g_00966	Pras.g_01885
OG0000780	Pram.g_00968	Pras.g_01887
OG0000781	Pram.g_00970	Pras.g_01889
OG0000782	Pram.g_00971	Pras.g_01890
OG0000783	Pram.g_00973	Pras.g_01903
OG0000784	Pram.g_00975	Pras.g_01905
OG0000785	Pram.g_00976	Pras.g_01906
OG0000786	Pram.g_00977	Pras.g_01907
OG0000787	Pram.g_00978	Pras.g_01908
OG0000788	Pram.g_00983	Pras.g_01912
OG0000789	Pram.g_00986	Pras.g_01914
OG0000790	Pram.g_00987	Pras.g_01915
OG0000791	Pram.g_00990	Pras.g_01916
OG0000792	Pram.g_00991	Pras.g_01917
OG0000793	Pram.g_00992	Pras.g_01918
OG0000794	Pram.g_00995	Pras.g_01920
OG0000795	Pram.g_00899	Pras.g_01923
OG0000796	Pram.g_00898	Pras.g_01924
OG0000797	Pram.g_00896	Pras.g_01926
OG0000798	Pram.g_00895	Pras.g_01927
OG0000799	Pram.g_00894	Pras.g_01928
OG0000800	Pram.g_00893	Pras.g_01929
OG0000801	Pram.g_00890	Pras.g_01932
OG0000802	Pram.g_00889	Pras.g_01933
OG0000803	Pram.g_00887	Pras.g_01935
OG0000804	Pram.g_00886	Pras.g_01936
OG0000805	Pram.g_00885	Pras.g_01937
OG0000806	Pram.g_00883	Pras.g_01939
OG0000807	Pram.g_00356	Pras.g_01964
OG0000808	Pram.g_00683	Pras.g_01973
OG0000809	Pram.g_01188	Pras.g_01976
OG0000810	Pram.g_00579	Pras.g_01977
OG0000811	Pram.g_01208	Pras.g_01984
OG0000812	Pram.g_01182	Pras.g_01988
OG0000813	Pram.g_00335	Pras.g_01992
OG0000814	Pram.g_01201	Pras.g_01994
OG0000815	Pram.g_01469	Pras.g_00009
OG0000816	Pram.g_01547	Pras.g_00024
OG0000817	Pram.g_01548	Pras.g_00025
OG0000818	Pram.g_00690	Pras.g_00030
OG0000819	Pram.g_01162	Pras.g_00037
OG0000820	Pram.g_01156	Pras.g_00041
OG0000821	Pram.g_01154	Pras.g_00043
OG0000822	Pram.g_01153	Pras.g_00044
OG0000823	Pram.g_01152	Pras.g_00045
OG0000824	Pram.g_01151	Pras.g_00046
OG0000825	Pram.g_01150	Pras.g_00047
OG0000826	Pram.g_01149	Pras.g_00048
OG0000827	Pram.g_01148	Pras.g_00049
OG0000828	Pram.g_01147	Pras.g_00050
OG0000829	Pram.g_01146	Pras.g_00051
OG0000830	Pram.g_01144	Pras.g_00052
OG0000831	Pram.g_01141	Pras.g_00055
OG0000832	Pram.g_01139	Pras.g_00057
OG0000833	Pram.g_01137	Pras.g_00058
OG0000834	Pram.g_01136	Pras.g_00059
OG0000835	Pram.g_01135	Pras.g_00060
OG0000836	Pram.g_01134	Pras.g_00061
OG0000837	Pram.g_01131	Pras.g_00063
OG0000838	Pram.g_01130	Pras.g_00064
OG0000839	Pram.g_01129	Pras.g_00065
OG0000840	Pram.g_01128	Pras.g_00066
OG0000841	Pram.g_01127	Pras.g_00067
OG0000842	Pram.g_01125	Pras.g_00068
OG0000843	Pram.g_01124	Pras.g_00069
OG0000844	Pram.g_01123	Pras.g_00070
OG0000845	Pram.g_01122	Pras.g_00071
OG0000846	Pram.g_01119	Pras.g_00074
OG0000847	Pram.g_01118	Pras.g_00076
OG0000848	Pram.g_01117	Pras.g_00077
OG0000849	Pram.g_01114	Pras.g_00078
OG0000850	Pram.g_01113	Pras.g_00079
OG0000851	Pram.g_01111	Pras.g_00080
OG0000852	Pram.g_01109	Pras.g_00082
OG0000853	Pram.g_01107	Pras.g_00083
OG0000854	Pram.g_01105	Pras.g_00085
OG0000855	Pram.g_01104	Pras.g_00086
OG0000856	Pram.g_01103	Pras.g_00087
OG0000857	Pram.g_01102	Pras.g_00088
OG0000858	Pram.g_01101	Pras.g_00089
OG0000859	Pram.g_01100	Pras.g_00090
OG0000860	Pram.g_01099	Pras.g_00091
OG0000861	Pram.g_01098	Pras.g_00092
OG0000862	Pram.g_01097	Pras.g_00093
OG0000863	Pram.g_01096	Pras.g_00094
OG0000864	Pram.g_01095	Pras.g_00095
OG0000865	Pram.g_01094	Pras.g_00097
OG0000866	Pram.g_01093	Pras.g_00098
OG0000867	Pram.g_01092	Pras.g_00099
OG0000868	Pram.g_01091	Pras.g_00100
OG0000869	Pram.g_01089	Pras.g_00102
OG0000870	Pram.g_01088	Pras.g_00103
OG0000871	Pram.g_01087	Pras.g_00105
OG0000872	Pram.g_01086	Pras.g_00106
OG0000873	Pram.g_01084	Pras.g_00108
OG0000874	Pram.g_01083	Pras.g_00109
OG0000875	Pram.g_01082	Pras.g_00110
OG0000876	Pram.g_01081	Pras.g_00111
OG0000877	Pram.g_00570	Pras.g_00113
OG0000878	Pram.g_01569	Pras.g_00178
OG0000879	Pram.g_01219	Pras.g_00197
OG0000880	Pram.g_01220	Pras.g_00198
OG0000881	Pram.g_01221	Pras.g_00199
OG0000882	Pram.g_01222	Pras.g_00200
OG0000883	Pram.g_01223	Pras.g_00201
OG0000884	Pram.g_01225	Pras.g_00204
OG0000885	Pram.g_01226	Pras.g_00205
OG0000886	Pram.g_01227	Pras.g_00206
OG0000887	Pram.g_01228	Pras.g_00207
OG0000888	Pram.g_01229	Pras.g_00208
OG0000889	Pram.g_01232	Pras.g_00211
OG0000890	Pram.g_01233	Pras.g_00212
OG0000891	Pram.g_01234	Pras.g_00213
OG0000892	Pram.g_01236	Pras.g_00214
OG0000893	Pram.g_01237	Pras.g_00216
OG0000894	Pram.g_01238	Pras.g_00217
OG0000895	Pram.g_01239	Pras.g_00218
OG0000896	Pram.g_01240	Pras.g_00219
OG0000897	Pram.g_01241	Pras.g_00220
OG0000898	Pram.g_01244	Pras.g_00223
OG0000899	Pram.g_01245	Pras.g_00224
OG0000900	Pram.g_01478	Pras.g_00232
OG0000901	Pram.g_01475	Pras.g_00236
OG0000902	Pram.g_01271	Pras.g_00237
OG0000903	Pram.g_01198	Pras.g_00238
OG0000904	Pram.g_01281	Pras.g_00240
OG0000905	Pram.g_01183	Pras.g_00242
OG0000906	Pram.g_01165	Pras.g_00244
OG0000907	Pram.g_00874	Pras.g_00245
OG0000908	Pram.g_01542	Pras.g_00248
OG0000909	Pram.g_01466	Pras.g_00252
OG0000910	Pram.g_01465	Pras.g_00253
OG0000911	Pram.g_01464	Pras.g_00254
OG0000912	Pram.g_01463	Pras.g_00255
OG0000913	Pram.g_01462	Pras.g_00256
OG0000914	Pram.g_01461	Pras.g_00257
OG0000915	Pram.g_01460	Pras.g_00258
OG0000916	Pram.g_01458	Pras.g_00259
OG0000917	Pram.g_01457	Pras.g_00260
OG0000918	Pram.g_01456	Pras.g_00261
OG0000919	Pram.g_01455	Pras.g_00262
OG0000920	Pram.g_01454	Pras.g_00263
OG0000921	Pram.g_01453	Pras.g_00264
OG0000922	Pram.g_01452	Pras.g_00265
OG0000923	Pram.g_01451	Pras.g_00266
OG0000924	Pram.g_01450	Pras.g_00267
OG0000925	Pram.g_01449	Pras.g_00268
OG0000926	Pram.g_01815	Pras.g_00289
OG0000927	Pram.g_01398	Pras.g_00332
OG0000928	Pram.g_01397	Pras.g_00333
OG0000929	Pram.g_01396	Pras.g_00334
OG0000930	Pram.g_01395	Pras.g_00335
OG0000931	Pram.g_01394	Pras.g_00336
OG0000932	Pram.g_01392	Pras.g_00338
OG0000933	Pram.g_01391	Pras.g_00339
OG0000934	Pram.g_01390	Pras.g_00340
OG0000935	Pram.g_01389	Pras.g_00341
OG0000936	Pram.g_01388	Pras.g_00342
OG0000937	Pram.g_01387	Pras.g_00343
OG0000938	Pram.g_01386	Pras.g_00344
OG0000939	Pram.g_01385	Pras.g_00345
OG0000940	Pram.g_01384	Pras.g_00346
OG0000941	Pram.g_01383	Pras.g_00348
OG0000942	Pram.g_01382	Pras.g_00349
OG0000943	Pram.g_01376	Pras.g_00352
OG0000944	Pram.g_01375	Pras.g_00353
OG0000945	Pram.g_01374	Pras.g_00354
OG0000946	Pram.g_01373	Pras.g_00355
OG0000947	Pram.g_01372	Pras.g_00356
OG0000948	Pram.g_01371	Pras.g_00357
OG0000949	Pram.g_01370	Pras.g_00358
OG0000950	Pram.g_01369	Pras.g_00359
OG0000951	Pram.g_01368	Pras.g_00360
OG0000952	Pram.g_01367	Pras.g_00361
OG0000953	Pram.g_01366	Pras.g_00362
OG0000954	Pram.g_01365	Pras.g_00363
OG0000955	Pram.g_01364	Pras.g_00364
OG0000956	Pram.g_01363	Pras.g_00365
OG0000957	Pram.g_01362	Pras.g_00366
OG0000958	Pram.g_01361	Pras.g_00367
OG0000959	Pram.g_01360	Pras.g_00368
OG0000960	Pram.g_01359	Pras.g_00369
OG0000961	Pram.g_01355	Pras.g_00373
OG0000962	Pram.g_01354	Pras.g_00374
OG0000963	Pram.g_01353	Pras.g_00375
OG0000964	Pram.g_01351	Pras.g_00377
OG0000965	Pram.g_01350	Pras.g_00378
OG0000966	Pram.g_01349	Pras.g_00379
OG0000967	Pram.g_01348	Pras.g_00380
OG0000968	Pram.g_01347	Pras.g_00381
OG0000969	Pram.g_01346	Pras.g_00382
OG0000970	Pram.g_01345	Pras.g_00384
OG0000971	Pram.g_01344	Pras.g_00385
OG0000972	Pram.g_01343	Pras.g_00386
OG0000973	Pram.g_01342	Pras.g_00387
OG0000974	Pram.g_01340	Pras.g_00389
OG0000975	Pram.g_01333	Pras.g_00392
OG0000976	Pram.g_01331	Pras.g_00394
OG0000977	Pram.g_01330	Pras.g_00395
OG0000978	Pram.g_01328	Pras.g_00396
OG0000979	Pram.g_01326	Pras.g_00399
OG0000980	Pram.g_01325	Pras.g_00400
OG0000981	Pram.g_01324	Pras.g_00401
OG0000982	Pram.g_01323	Pras.g_00402
OG0000983	Pram.g_01321	Pras.g_00405
OG0000984	Pram.g_01320	Pras.g_00406
OG0000985	Pram.g_01319	Pras.g_00407
OG0000986	Pram.g_01318	Pras.g_00408
OG0000987	Pram.g_01317	Pras.g_00409
OG0000988	Pram.g_01315	Pras.g_00410
OG0000989	Pram.g_01314	Pras.g_00411
OG0000990	Pram.g_01313	Pras.g_00412
OG0000991	Pram.g_01312	Pras.g_00413
OG0000992	Pram.g_01311	Pras.g_00414
OG0000993	Pram.g_01310	Pras.g_00415
OG0000994	Pram.g_01309	Pras.g_00416
OG0000995	Pram.g_01308	Pras.g_00417
OG0000996	Pram.g_01307	Pras.g_00418
OG0000997	Pram.g_01306	Pras.g_00419
OG0000998	Pram.g_01305	Pras.g_00420
OG0000999	Pram.g_01304	Pras.g_00421
OG0001000	Pram.g_01303	Pras.g_00422
OG0001001	Pram.g_01301	Pras.g_00424
OG0001002	Pram.g_01300	Pras.g_00425
OG0001003	Pram.g_01299	Pras.g_00426
OG0001004	Pram.g_01298	Pras.g_00427
OG0001005	Pram.g_01296	Pras.g_00428
OG0001006	Pram.g_01295	Pras.g_00429
OG0001007	Pram.g_01294	Pras.g_00430
OG0001008	Pram.g_01292	Pras.g_00432
OG0001009	Pram.g_01291	Pras.g_00433
OG0001010	Pram.g_01577	Pras.g_00441
OG0001011	Pram.g_00567	Pras.g_00448
OG0001012	Pram.g_00824	Pras.g_00473
OG0001013	Pram.g_01625	Pras.g_00544
OG0001014	Pram.g_01626	Pras.g_00545
OG0001015	Pram.g_01633	Pras.g_00551
OG0001016	Pram.g_01634	Pras.g_00552
OG0001017	Pram.g_01635	Pras.g_00553
OG0001018	Pram.g_01636	Pras.g_00554
OG0001019	Pram.g_01638	Pras.g_00556
OG0001020	Pram.g_01639	Pras.g_00557
OG0001021	Pram.g_01640	Pras.g_00558
OG0001022	Pram.g_01641	Pras.g_00559
OG0001023	Pram.g_01642	Pras.g_00560
OG0001024	Pram.g_01644	Pras.g_00561
OG0001025	Pram.g_01645	Pras.g_00562
OG0001026	Pram.g_01646	Pras.g_00564
OG0001027	Pram.g_01647	Pras.g_00565
OG0001028	Pram.g_01648	Pras.g_00566
OG0001029	Pram.g_01649	Pras.g_00567
OG0001030	Pram.g_01650	Pras.g_00568
OG0001031	Pram.g_01651	Pras.g_00569
OG0001032	Pram.g_01652	Pras.g_00570
OG0001033	Pram.g_01653	Pras.g_00571
OG0001034	Pram.g_01654	Pras.g_00572
OG0001035	Pram.g_01656	Pras.g_00574
OG0001036	Pram.g_01657	Pras.g_00575
OG0001037	Pram.g_01658	Pras.g_00576
OG0001038	Pram.g_01659	Pras.g_00577
OG0001039	Pram.g_01660	Pras.g_00578
OG0001040	Pram.g_01662	Pras.g_00579
OG0001041	Pram.g_01663	Pras.g_00580
OG0001042	Pram.g_01664	Pras.g_00581
OG0001043	Pram.g_01665	Pras.g_00582
OG0001044	Pram.g_01666	Pras.g_00583
OG0001045	Pram.g_01667	Pras.g_00584
OG0001046	Pram.g_01668	Pras.g_00585
OG0001047	Pram.g_01671	Pras.g_00588
OG0001048	Pram.g_01673	Pras.g_00590
OG0001049	Pram.g_01674	Pras.g_00591
OG0001050	Pram.g_01675	Pras.g_00592
OG0001051	Pram.g_01676	Pras.g_00593
OG0001052	Pram.g_01677	Pras.g_00594
OG0001053	Pram.g_01679	Pras.g_00596
OG0001054	Pram.g_01681	Pras.g_00598
OG0001055	Pram.g_01682	Pras.g_00599
OG0001056	Pram.g_01683	Pras.g_00600
OG0001057	Pram.g_01684	Pras.g_00601
OG0001058	Pram.g_01685	Pras.g_00602
OG0001059	Pram.g_01686	Pras.g_00603
OG0001060	Pram.g_01687	Pras.g_00604
OG0001061	Pram.g_01688	Pras.g_00605
OG0001062	Pram.g_01689	Pras.g_00606
OG0001063	Pram.g_01690	Pras.g_00607
OG0001064	Pram.g_01691	Pras.g_00609
OG0001065	Pram.g_01695	Pras.g_00613
OG0001066	Pram.g_01697	Pras.g_00614
OG0001067	Pram.g_01698	Pras.g_00615
OG0001068	Pram.g_01701	Pras.g_00617
OG0001069	Pram.g_01702	Pras.g_00618
OG0001070	Pram.g_01703	Pras.g_00619
OG0001071	Pram.g_01704	Pras.g_00620
OG0001072	Pram.g_01705	Pras.g_00621
OG0001073	Pram.g_01706	Pras.g_00622
OG0001074	Pram.g_01707	Pras.g_00623
OG0001075	Pram.g_01708	Pras.g_00624
OG0001076	Pram.g_01709	Pras.g_00625
OG0001077	Pram.g_01710	Pras.g_00626
OG0001078	Pram.g_01711	Pras.g_00627
OG0001079	Pram.g_01712	Pras.g_00628
OG0001080	Pram.g_01713	Pras.g_00629
OG0001081	Pram.g_01717	Pras.g_00632
OG0001082	Pram.g_01718	Pras.g_00633
OG0001083	Pram.g_01722	Pras.g_00634
OG0001084	Pram.g_01720	Pras.g_00636
OG0001085	Pram.g_01719	Pras.g_00637
OG0001086	Pram.g_01716	Pras.g_00638
OG0001087	Pram.g_01715	Pras.g_00639
OG0001088	Pram.g_01714	Pras.g_00640
OG0001089	Pram.g_01727	Pras.g_00645
OG0001090	Pram.g_01729	Pras.g_00647
OG0001091	Pram.g_01730	Pras.g_00648
OG0001092	Pram.g_01731	Pras.g_00649
OG0001093	Pram.g_01732	Pras.g_00650
OG0001094	Pram.g_01733	Pras.g_00651
OG0001095	Pram.g_01734	Pras.g_00652
OG0001096	Pram.g_01735	Pras.g_00653
OG0001097	Pram.g_01736	Pras.g_00654
OG0001098	Pram.g_01737	Pras.g_00655
OG0001099	Pram.g_01738	Pras.g_00656
OG0001100	Pram.g_01739	Pras.g_00657
OG0001101	Pram.g_01740	Pras.g_00658
OG0001102	Pram.g_01741	Pras.g_00659
OG0001103	Pram.g_01742	Pras.g_00660
OG0001104	Pram.g_01743	Pras.g_00661
OG0001105	Pram.g_01744	Pras.g_00662
OG0001106	Pram.g_01745	Pras.g_00663
OG0001107	Pram.g_01746	Pras.g_00664
OG0001108	Pram.g_01747	Pras.g_00665
OG0001109	Pram.g_01748	Pras.g_00666
OG0001110	Pram.g_01749	Pras.g_00667
OG0001111	Pram.g_01750	Pras.g_00668
OG0001112	Pram.g_01751	Pras.g_00669
OG0001113	Pram.g_01752	Pras.g_00670
OG0001114	Pram.g_01753	Pras.g_00671
OG0001115	Pram.g_01754	Pras.g_00672
OG0001116	Pram.g_01755	Pras.g_00673
OG0001117	Pram.g_01756	Pras.g_00674
OG0001118	Pram.g_01757	Pras.g_00675
OG0001119	Pram.g_01758	Pras.g_00676
OG0001120	Pram.g_01759	Pras.g_00677
OG0001121	Pram.g_01761	Pras.g_00679
OG0001122	Pram.g_01762	Pras.g_00680
OG0001123	Pram.g_01763	Pras.g_00681
OG0001124	Pram.g_01765	Pras.g_00683
OG0001125	Pram.g_01767	Pras.g_00685
OG0001126	Pram.g_01768	Pras.g_00686
OG0001127	Pram.g_01771	Pras.g_00688
OG0001128	Pram.g_01772	Pras.g_00689
OG0001129	Pram.g_01773	Pras.g_00690
OG0001130	Pram.g_01776	Pras.g_00693
OG0001131	Pram.g_01777	Pras.g_00694
OG0001132	Pram.g_01778	Pras.g_00695
OG0001133	Pram.g_01779	Pras.g_00696
OG0001134	Pram.g_01780	Pras.g_00697
OG0001135	Pram.g_01781	Pras.g_00698
OG0001136	Pram.g_01782	Pras.g_00699
OG0001137	Pram.g_01783	Pras.g_00700
OG0001138	Pram.g_01784	Pras.g_00701
OG0001139	Pram.g_01786	Pras.g_00702
OG0001140	Pram.g_01787	Pras.g_00703
OG0001141	Pram.g_01788	Pras.g_00704
OG0001142	Pram.g_01793	Pras.g_00707
OG0001143	Pram.g_01794	Pras.g_00708
OG0001144	Pram.g_01795	Pras.g_00709
OG0001145	Pram.g_01796	Pras.g_00710
OG0001146	Pram.g_01797	Pras.g_00711
OG0001147	Pram.g_01798	Pras.g_00712
OG0001148	Pram.g_01799	Pras.g_00713
OG0001149	Pram.g_01801	Pras.g_00715
OG0001150	Pram.g_01802	Pras.g_00716
OG0001151	Pram.g_01806	Pras.g_00718
OG0001152	Pram.g_01807	Pras.g_00719
OG0001153	Pram.g_01808	Pras.g_00720
OG0001154	Pram.g_01810	Pras.g_00722
OG0001155	Pram.g_01812	Pras.g_00724
OG0001156	Pram.g_01814	Pras.g_00726
OG0001157	Pram.g_01816	Pras.g_00727
OG0001158	Pram.g_01818	Pras.g_00729
OG0001159	Pram.g_01819	Pras.g_00730
OG0001160	Pram.g_01820	Pras.g_00731
