Orthogroup	Syaj	Prbm
OG0000532	Syaj.g_00080	Prbm.g_00512
OG0000533	Syaj.g_00081	Prbm.g_00513
OG0000534	Syaj.g_00082	Prbm.g_00514
OG0000535	Syaj.g_00083	Prbm.g_00515
OG0000536	Syaj.g_00084	Prbm.g_00516
OG0000537	Syaj.g_00085	Prbm.g_00517
OG0000538	Syaj.g_00096	Prbm.g_00534
OG0000539	Syaj.g_00097	Prbm.g_00535
OG0000540	Syaj.g_00098	Prbm.g_00536
OG0000541	Syaj.g_00099	Prbm.g_00537
OG0000542	Syaj.g_00102	Prbm.g_00539
OG0000543	Syaj.g_00104	Prbm.g_00541
OG0000544	Syaj.g_00105	Prbm.g_00542
OG0000545	Syaj.g_00107	Prbm.g_00544
OG0000546	Syaj.g_00109	Prbm.g_00547
OG0000547	Syaj.g_00111	Prbm.g_00549
OG0000548	Syaj.g_00112	Prbm.g_00550
OG0000549	Syaj.g_00118	Prbm.g_00553
OG0000550	Syaj.g_00123	Prbm.g_00557
OG0000551	Syaj.g_00128	Prbm.g_00560
OG0000552	Syaj.g_00129	Prbm.g_00561
OG0000553	Syaj.g_00133	Prbm.g_00562
OG0000554	Syaj.g_00145	Prbm.g_00567
OG0000555	Syaj.g_00163	Prbm.g_00575
OG0000556	Syaj.g_00167	Prbm.g_00577
OG0000557	Syaj.g_00178	Prbm.g_00578
OG0000558	Syaj.g_00181	Prbm.g_00580
OG0000559	Syaj.g_00185	Prbm.g_00584
OG0000560	Syaj.g_00188	Prbm.g_00587
OG0000561	Syaj.g_00189	Prbm.g_00588
OG0000562	Syaj.g_00190	Prbm.g_00589
OG0000563	Syaj.g_00191	Prbm.g_00590
OG0000564	Syaj.g_00192	Prbm.g_00591
OG0000565	Syaj.g_00195	Prbm.g_00594
OG0000566	Syaj.g_00199	Prbm.g_00596
OG0000567	Syaj.g_00203	Prbm.g_00600
OG0000568	Syaj.g_00207	Prbm.g_00601
OG0000569	Syaj.g_00208	Prbm.g_00602
OG0000570	Syaj.g_00209	Prbm.g_00603
OG0000571	Syaj.g_00213	Prbm.g_00605
OG0000572	Syaj.g_00230	Prbm.g_00616
OG0000573	Syaj.g_00238	Prbm.g_00621
OG0000574	Syaj.g_00242	Prbm.g_00624
OG0000575	Syaj.g_00247	Prbm.g_00627
OG0000576	Syaj.g_00249	Prbm.g_00629
OG0000577	Syaj.g_00250	Prbm.g_00630
OG0000578	Syaj.g_00251	Prbm.g_00631
OG0000579	Syaj.g_00252	Prbm.g_00632
OG0000580	Syaj.g_00253	Prbm.g_00633
OG0000581	Syaj.g_00261	Prbm.g_00636
OG0000582	Syaj.g_01338	Prbm.g_00639
OG0000583	Syaj.g_01337	Prbm.g_00640
OG0000584	Syaj.g_01336	Prbm.g_00641
OG0000585	Syaj.g_01334	Prbm.g_00643
OG0000586	Syaj.g_01333	Prbm.g_00644
OG0000587	Syaj.g_01331	Prbm.g_00645
OG0000588	Syaj.g_01313	Prbm.g_00649
OG0000589	Syaj.g_01308	Prbm.g_00652
OG0000590	Syaj.g_01307	Prbm.g_00653
OG0000591	Syaj.g_01299	Prbm.g_00656
OG0000592	Syaj.g_01298	Prbm.g_00657
OG0000593	Syaj.g_01287	Prbm.g_00663
OG0000594	Syaj.g_01286	Prbm.g_00664
OG0000595	Syaj.g_01285	Prbm.g_00665
OG0000596	Syaj.g_01280	Prbm.g_00669
OG0000597	Syaj.g_01277	Prbm.g_00671
OG0000598	Syaj.g_01276	Prbm.g_00672
OG0000599	Syaj.g_01273	Prbm.g_00675
OG0000600	Syaj.g_01272	Prbm.g_00676
OG0000601	Syaj.g_01271	Prbm.g_00677
OG0000602	Syaj.g_01266	Prbm.g_00679
OG0000603	Syaj.g_01265	Prbm.g_00680
OG0000604	Syaj.g_01262	Prbm.g_00681
OG0000605	Syaj.g_01153	Prbm.g_00682
OG0000606	Syaj.g_00698	Prbm.g_00685
OG0000607	Syaj.g_00702	Prbm.g_00688
OG0000608	Syaj.g_00703	Prbm.g_00689
OG0000609	Syaj.g_00705	Prbm.g_00690
OG0000610	Syaj.g_00714	Prbm.g_00696
OG0000611	Syaj.g_00717	Prbm.g_00699
OG0000612	Syaj.g_00718	Prbm.g_00700
OG0000613	Syaj.g_02500	Prbm.g_00706
OG0000614	Syaj.g_00480	Prbm.g_00730
OG0000615	Syaj.g_01065	Prbm.g_00737
OG0000616	Syaj.g_02245	Prbm.g_02220
OG0000617	Syaj.g_00952	Prbm.g_00748
OG0000618	Syaj.g_00951	Prbm.g_00749
OG0000619	Syaj.g_00950	Prbm.g_00750
OG0000620	Syaj.g_00945	Prbm.g_00753
OG0000621	Syaj.g_00944	Prbm.g_00754
OG0000622	Syaj.g_00943	Prbm.g_00755
OG0000623	Syaj.g_00942	Prbm.g_00756
OG0000624	Syaj.g_00940	Prbm.g_00758
OG0000625	Syaj.g_00939	Prbm.g_00759
OG0000626	Syaj.g_00938	Prbm.g_00760
OG0000627	Syaj.g_00765	Prbm.g_00762
OG0000628	Syaj.g_00766	Prbm.g_00763
OG0000629	Syaj.g_00769	Prbm.g_00764
OG0000630	Syaj.g_00773	Prbm.g_00767
OG0000631	Syaj.g_00786	Prbm.g_00959
OG0000632	Syaj.g_00787	Prbm.g_00960
OG0000633	Syaj.g_00789	Prbm.g_00961
OG0000634	Syaj.g_01030	Prbm.g_00810
OG0000635	Syaj.g_01029	Prbm.g_00811
OG0000636	Syaj.g_01024	Prbm.g_00813
OG0000637	Syaj.g_01022	Prbm.g_00815
OG0000638	Syaj.g_01021	Prbm.g_00816
OG0000639	Syaj.g_01020	Prbm.g_00817
OG0000640	Syaj.g_01019	Prbm.g_00818
OG0000641	Syaj.g_01015	Prbm.g_00822
OG0000642	Syaj.g_01014	Prbm.g_00823
OG0000643	Syaj.g_01012	Prbm.g_00824
OG0000644	Syaj.g_01011	Prbm.g_00825
OG0000645	Syaj.g_01009	Prbm.g_00826
OG0000646	Syaj.g_01006	Prbm.g_00829
OG0000647	Syaj.g_01004	Prbm.g_00831
OG0000648	Syaj.g_01001	Prbm.g_00833
OG0000649	Syaj.g_01000	Prbm.g_00834
OG0000650	Syaj.g_00999	Prbm.g_00835
OG0000651	Syaj.g_00998	Prbm.g_00836
OG0000652	Syaj.g_00997	Prbm.g_00837
OG0000653	Syaj.g_00991	Prbm.g_00839
OG0000654	Syaj.g_00990	Prbm.g_00840
OG0000655	Syaj.g_00989	Prbm.g_00841
OG0000656	Syaj.g_00986	Prbm.g_00844
OG0000657	Syaj.g_00382	Prbm.g_00850
OG0000658	Syaj.g_00379	Prbm.g_00852
OG0000659	Syaj.g_00378	Prbm.g_00853
OG0000660	Syaj.g_00374	Prbm.g_00857
OG0000661	Syaj.g_00372	Prbm.g_00859
OG0000662	Syaj.g_00370	Prbm.g_00861
OG0000663	Syaj.g_00367	Prbm.g_00863
OG0000664	Syaj.g_00358	Prbm.g_00864
OG0000665	Syaj.g_01243	Prbm.g_00868
OG0000666	Syaj.g_01154	Prbm.g_00869
OG0000667	Syaj.g_02661	Prbm.g_00873
OG0000668	Syaj.g_00816	Prbm.g_00911
OG0000669	Syaj.g_00730	Prbm.g_00919
OG0000670	Syaj.g_00733	Prbm.g_00922
OG0000671	Syaj.g_00735	Prbm.g_00924
OG0000672	Syaj.g_00739	Prbm.g_00927
OG0000673	Syaj.g_00742	Prbm.g_00930
OG0000674	Syaj.g_00744	Prbm.g_00932
OG0000675	Syaj.g_00757	Prbm.g_00933
OG0000676	Syaj.g_00759	Prbm.g_00935
OG0000677	Syaj.g_00760	Prbm.g_00936
OG0000678	Syaj.g_01075	Prbm.g_00939
OG0000679	Syaj.g_01061	Prbm.g_00943
OG0000680	Syaj.g_01060	Prbm.g_00944
OG0000681	Syaj.g_01057	Prbm.g_00946
OG0000682	Syaj.g_01056	Prbm.g_00947
OG0000683	Syaj.g_01055	Prbm.g_00948
OG0000684	Syaj.g_01051	Prbm.g_00793
OG0000685	Syaj.g_01049	Prbm.g_00795
OG0000686	Syaj.g_01048	Prbm.g_00796
OG0000687	Syaj.g_01047	Prbm.g_00797
OG0000688	Syaj.g_01041	Prbm.g_00800
OG0000689	Syaj.g_01039	Prbm.g_00801
OG0000690	Syaj.g_01038	Prbm.g_00802
OG0000691	Syaj.g_01037	Prbm.g_00803
OG0000692	Syaj.g_01036	Prbm.g_00805
OG0000693	Syaj.g_01034	Prbm.g_00806
OG0000694	Syaj.g_01033	Prbm.g_00807
OG0000695	Syaj.g_00791	Prbm.g_00963
OG0000696	Syaj.g_00792	Prbm.g_00964
OG0000697	Syaj.g_00932	Prbm.g_00965
OG0000698	Syaj.g_00929	Prbm.g_00968
OG0000699	Syaj.g_00928	Prbm.g_00969
OG0000700	Syaj.g_00927	Prbm.g_00970
OG0000701	Syaj.g_00926	Prbm.g_00971
OG0000702	Syaj.g_00916	Prbm.g_00973
OG0000703	Syaj.g_00915	Prbm.g_00974
OG0000704	Syaj.g_00913	Prbm.g_00975
OG0000705	Syaj.g_00906	Prbm.g_00981
OG0000706	Syaj.g_00905	Prbm.g_00982
OG0000707	Syaj.g_00904	Prbm.g_00983
OG0000708	Syaj.g_00901	Prbm.g_00985
OG0000709	Syaj.g_00872	Prbm.g_00989
OG0000710	Syaj.g_00867	Prbm.g_00992
OG0000711	Syaj.g_00839	Prbm.g_01007
OG0000712	Syaj.g_00837	Prbm.g_01009
OG0000713	Syaj.g_00836	Prbm.g_01010
OG0000714	Syaj.g_00834	Prbm.g_01011
OG0000715	Syaj.g_00832	Prbm.g_01013
OG0000716	Syaj.g_00825	Prbm.g_01014
OG0000717	Syaj.g_00824	Prbm.g_01015
OG0000718	Syaj.g_00820	Prbm.g_01031
OG0000719	Syaj.g_00818	Prbm.g_01032
OG0000720	Syaj.g_00805	Prbm.g_01042
OG0000721	Syaj.g_00803	Prbm.g_01043
OG0000722	Syaj.g_00802	Prbm.g_01044
OG0000723	Syaj.g_00934	Prbm.g_01048
OG0000724	Syaj.g_00421	Prbm.g_01059
OG0000725	Syaj.g_00430	Prbm.g_00887
OG0000726	Syaj.g_00431	Prbm.g_00886
OG0000727	Syaj.g_00432	Prbm.g_00885
OG0000728	Syaj.g_00434	Prbm.g_00883
OG0000729	Syaj.g_02397	Prbm.g_02104
OG0000730	Syaj.g_02802	Prbm.g_00398
OG0000731	Syaj.g_02814	Prbm.g_00406
OG0000732	Syaj.g_02315	Prbm.g_02166
OG0000733	Syaj.g_02151	Prbm.g_01911
OG0000734	Syaj.g_01895	Prbm.g_01565
OG0000735	Syaj.g_00286	Prbm.g_01563
OG0000736	Syaj.g_00287	Prbm.g_01562
OG0000737	Syaj.g_00288	Prbm.g_01561
OG0000738	Syaj.g_00293	Prbm.g_01557
OG0000739	Syaj.g_00295	Prbm.g_01556
OG0000740	Syaj.g_00296	Prbm.g_01555
OG0000741	Syaj.g_00299	Prbm.g_01553
OG0000742	Syaj.g_00301	Prbm.g_01550
OG0000743	Syaj.g_00303	Prbm.g_01548
OG0000744	Syaj.g_00304	Prbm.g_01547
OG0000745	Syaj.g_00306	Prbm.g_01545
OG0000746	Syaj.g_00308	Prbm.g_01543
OG0000747	Syaj.g_00309	Prbm.g_01542
OG0000748	Syaj.g_00319	Prbm.g_01538
OG0000749	Syaj.g_00322	Prbm.g_01537
OG0000750	Syaj.g_00323	Prbm.g_01536
OG0000751	Syaj.g_00331	Prbm.g_01533
OG0000752	Syaj.g_00333	Prbm.g_01531
OG0000753	Syaj.g_00336	Prbm.g_01529
OG0000754	Syaj.g_00643	Prbm.g_01525
OG0000755	Syaj.g_00631	Prbm.g_01520
OG0000756	Syaj.g_00625	Prbm.g_01519
OG0000757	Syaj.g_00614	Prbm.g_01512
OG0000758	Syaj.g_00613	Prbm.g_01511
OG0000759	Syaj.g_00612	Prbm.g_01510
OG0000760	Syaj.g_00611	Prbm.g_01509
OG0000761	Syaj.g_00609	Prbm.g_01508
OG0000762	Syaj.g_00603	Prbm.g_01507
OG0000763	Syaj.g_00597	Prbm.g_01505
OG0000764	Syaj.g_00596	Prbm.g_01504
OG0000765	Syaj.g_00577	Prbm.g_01496
OG0000766	Syaj.g_00576	Prbm.g_01495
OG0000767	Syaj.g_00574	Prbm.g_01494
OG0000768	Syaj.g_00573	Prbm.g_01493
OG0000769	Syaj.g_00571	Prbm.g_01491
OG0000770	Syaj.g_00567	Prbm.g_01490
OG0000771	Syaj.g_00415	Prbm.g_01054
OG0000772	Syaj.g_01208	Prbm.g_01356
OG0000773	Syaj.g_00280	Prbm.g_01602
OG0000774	Syaj.g_01502	Prbm.g_01605
OG0000775	Syaj.g_01504	Prbm.g_01606
OG0000776	Syaj.g_01505	Prbm.g_01607
OG0000777	Syaj.g_01506	Prbm.g_01608
OG0000778	Syaj.g_01507	Prbm.g_01609
OG0000779	Syaj.g_01513	Prbm.g_01613
OG0000780	Syaj.g_01517	Prbm.g_01614
OG0000781	Syaj.g_01521	Prbm.g_01616
OG0000782	Syaj.g_01522	Prbm.g_01617
OG0000783	Syaj.g_01524	Prbm.g_01618
OG0000784	Syaj.g_01525	Prbm.g_01619
OG0000785	Syaj.g_01526	Prbm.g_01621
OG0000786	Syaj.g_00265	Prbm.g_01624
OG0000787	Syaj.g_00264	Prbm.g_01625
OG0000788	Syaj.g_01270	Prbm.g_00777
OG0000789	Syaj.g_01121	Prbm.g_01051
OG0000790	Syaj.g_00054	Prbm.g_01665
OG0000791	Syaj.g_00053	Prbm.g_01667
OG0000792	Syaj.g_00052	Prbm.g_01668
OG0000793	Syaj.g_00047	Prbm.g_01671
OG0000794	Syaj.g_00046	Prbm.g_01672
OG0000795	Syaj.g_00045	Prbm.g_01673
OG0000796	Syaj.g_00039	Prbm.g_01677
OG0000797	Syaj.g_00038	Prbm.g_01678
OG0000799	Syaj.g_01352	Prbm.g_01691
OG0000800	Syaj.g_01354	Prbm.g_01692
OG0000801	Syaj.g_01355	Prbm.g_01693
OG0000802	Syaj.g_01359	Prbm.g_01695
OG0000803	Syaj.g_01363	Prbm.g_01697
OG0000804	Syaj.g_01366	Prbm.g_01698
OG0000805	Syaj.g_01369	Prbm.g_01700
OG0000806	Syaj.g_01370	Prbm.g_01702
OG0000807	Syaj.g_01372	Prbm.g_01703
OG0000808	Syaj.g_01373	Prbm.g_01704
OG0000809	Syaj.g_01376	Prbm.g_01708
OG0000810	Syaj.g_01377	Prbm.g_01709
OG0000811	Syaj.g_01385	Prbm.g_01713
OG0000812	Syaj.g_01387	Prbm.g_01715
OG0000813	Syaj.g_01388	Prbm.g_01716
OG0000814	Syaj.g_01390	Prbm.g_01718
OG0000815	Syaj.g_01391	Prbm.g_01719
OG0000816	Syaj.g_01392	Prbm.g_01721
OG0000817	Syaj.g_01393	Prbm.g_01722
OG0000818	Syaj.g_01399	Prbm.g_01726
OG0000819	Syaj.g_01400	Prbm.g_01727
OG0000820	Syaj.g_01401	Prbm.g_01728
OG0000821	Syaj.g_01412	Prbm.g_01731
OG0000822	Syaj.g_01414	Prbm.g_01732
OG0000823	Syaj.g_01415	Prbm.g_01733
OG0000824	Syaj.g_01421	Prbm.g_01736
OG0000825	Syaj.g_01422	Prbm.g_01737
OG0000826	Syaj.g_01423	Prbm.g_01738
OG0000827	Syaj.g_01424	Prbm.g_01739
OG0000828	Syaj.g_01427	Prbm.g_01742
OG0000829	Syaj.g_01428	Prbm.g_01743
OG0000830	Syaj.g_01429	Prbm.g_01744
OG0000831	Syaj.g_01431	Prbm.g_01746
OG0000832	Syaj.g_01635	Prbm.g_01756
OG0000833	Syaj.g_01647	Prbm.g_01764
OG0000834	Syaj.g_01649	Prbm.g_01765
OG0000835	Syaj.g_01650	Prbm.g_01766
OG0000836	Syaj.g_01654	Prbm.g_01768
OG0000837	Syaj.g_01661	Prbm.g_01769
OG0000838	Syaj.g_01665	Prbm.g_01771
OG0000839	Syaj.g_01666	Prbm.g_01772
OG0000840	Syaj.g_01667	Prbm.g_01773
OG0000841	Syaj.g_01668	Prbm.g_01774
OG0000842	Syaj.g_01669	Prbm.g_01775
OG0000843	Syaj.g_01670	Prbm.g_01776
OG0000844	Syaj.g_01680	Prbm.g_01777
OG0000845	Syaj.g_01681	Prbm.g_01778
OG0000846	Syaj.g_01682	Prbm.g_01779
OG0000847	Syaj.g_01683	Prbm.g_01780
OG0000848	Syaj.g_01685	Prbm.g_01781
OG0000849	Syaj.g_01686	Prbm.g_01782
OG0000850	Syaj.g_01689	Prbm.g_01784
OG0000851	Syaj.g_01694	Prbm.g_01785
OG0000852	Syaj.g_01695	Prbm.g_01786
OG0000853	Syaj.g_01699	Prbm.g_01791
OG0000854	Syaj.g_01701	Prbm.g_01793
OG0000855	Syaj.g_01702	Prbm.g_01794
OG0000856	Syaj.g_01296	Prbm.g_01685
OG0000857	Syaj.g_01005	Prbm.g_00830
OG0000858	Syaj.g_01708	Prbm.g_01835
OG0000859	Syaj.g_01709	Prbm.g_01836
OG0000860	Syaj.g_01723	Prbm.g_01843
OG0000861	Syaj.g_01724	Prbm.g_01844
OG0000862	Syaj.g_01725	Prbm.g_01845
OG0000863	Syaj.g_01728	Prbm.g_01846
OG0000864	Syaj.g_01729	Prbm.g_01847
OG0000865	Syaj.g_01730	Prbm.g_01848
OG0000866	Syaj.g_01731	Prbm.g_01849
OG0000867	Syaj.g_01732	Prbm.g_01850
OG0000868	Syaj.g_01734	Prbm.g_01851
OG0000869	Syaj.g_01742	Prbm.g_01854
OG0000870	Syaj.g_01747	Prbm.g_01859
OG0000871	Syaj.g_01748	Prbm.g_01860
OG0000872	Syaj.g_01756	Prbm.g_01861
OG0000873	Syaj.g_01759	Prbm.g_01864
OG0000874	Syaj.g_01754	Prbm.g_01867
OG0000875	Syaj.g_01762	Prbm.g_01869
OG0000876	Syaj.g_02084	Prbm.g_01870
OG0000877	Syaj.g_01586	Prbm.g_01872
OG0000878	Syaj.g_01587	Prbm.g_01873
OG0000879	Syaj.g_01588	Prbm.g_01874
OG0000880	Syaj.g_01589	Prbm.g_01875
OG0000881	Syaj.g_01595	Prbm.g_01878
OG0000882	Syaj.g_01599	Prbm.g_01883
OG0000883	Syaj.g_01601	Prbm.g_01885
OG0000884	Syaj.g_01603	Prbm.g_01887
OG0000885	Syaj.g_01604	Prbm.g_01888
OG0000886	Syaj.g_01605	Prbm.g_01889
OG0000887	Syaj.g_01606	Prbm.g_01890
OG0000888	Syaj.g_01608	Prbm.g_01892
OG0000889	Syaj.g_01610	Prbm.g_01894
OG0000890	Syaj.g_01615	Prbm.g_01895
OG0000891	Syaj.g_01616	Prbm.g_01896
OG0000892	Syaj.g_01620	Prbm.g_01898
OG0000893	Syaj.g_02636	Prbm.g_01948
OG0000894	Syaj.g_02639	Prbm.g_01951
OG0000895	Syaj.g_02643	Prbm.g_01954
OG0000896	Syaj.g_02644	Prbm.g_01955
OG0000897	Syaj.g_02646	Prbm.g_01957
OG0000898	Syaj.g_02647	Prbm.g_01958
OG0000899	Syaj.g_02648	Prbm.g_01959
OG0000900	Syaj.g_02649	Prbm.g_01960
OG0000901	Syaj.g_02654	Prbm.g_01963
OG0000902	Syaj.g_02656	Prbm.g_01965
OG0000903	Syaj.g_02689	Prbm.g_01975
OG0000904	Syaj.g_02684	Prbm.g_01970
OG0000905	Syaj.g_02678	Prbm.g_01967
OG0000906	Syaj.g_02676	Prbm.g_01966
OG0000907	Syaj.g_02692	Prbm.g_01990
OG0000908	Syaj.g_02695	Prbm.g_01993
OG0000909	Syaj.g_02696	Prbm.g_01994
OG0000910	Syaj.g_02697	Prbm.g_01995
OG0000911	Syaj.g_02699	Prbm.g_01997
OG0000912	Syaj.g_02700	Prbm.g_01998
OG0000913	Syaj.g_02701	Prbm.g_01999
OG0000914	Syaj.g_02702	Prbm.g_02000
OG0000915	Syaj.g_02704	Prbm.g_02001
OG0000916	Syaj.g_02705	Prbm.g_02002
OG0000917	Syaj.g_02706	Prbm.g_02003
OG0000918	Syaj.g_02707	Prbm.g_02004
OG0000919	Syaj.g_02708	Prbm.g_02005
OG0000920	Syaj.g_02709	Prbm.g_02006
OG0000921	Syaj.g_02710	Prbm.g_02007
OG0000922	Syaj.g_02711	Prbm.g_02008
OG0000923	Syaj.g_02715	Prbm.g_02012
OG0000924	Syaj.g_02716	Prbm.g_02013
OG0000925	Syaj.g_02717	Prbm.g_02014
OG0000926	Syaj.g_02718	Prbm.g_02015
OG0000927	Syaj.g_02720	Prbm.g_02017
OG0000928	Syaj.g_02721	Prbm.g_02018
OG0000929	Syaj.g_02722	Prbm.g_02019
OG0000930	Syaj.g_02723	Prbm.g_02020
OG0000931	Syaj.g_02724	Prbm.g_02021
OG0000932	Syaj.g_02725	Prbm.g_02022
OG0000933	Syaj.g_02731	Prbm.g_02026
OG0000934	Syaj.g_02733	Prbm.g_02028
OG0000935	Syaj.g_02734	Prbm.g_02029
OG0000936	Syaj.g_02735	Prbm.g_02030
OG0000937	Syaj.g_02736	Prbm.g_02031
OG0000938	Syaj.g_02739	Prbm.g_02034
OG0000939	Syaj.g_02740	Prbm.g_02035
OG0000940	Syaj.g_02747	Prbm.g_02042
OG0000941	Syaj.g_02749	Prbm.g_02044
OG0000942	Syaj.g_02751	Prbm.g_02046
OG0000943	Syaj.g_02752	Prbm.g_02048
OG0000944	Syaj.g_02754	Prbm.g_02050
OG0000945	Syaj.g_02756	Prbm.g_02051
OG0000946	Syaj.g_02761	Prbm.g_02057
OG0000947	Syaj.g_02764	Prbm.g_02059
OG0000948	Syaj.g_02765	Prbm.g_02060
OG0000949	Syaj.g_02474	Prbm.g_02063
OG0000950	Syaj.g_02459	Prbm.g_02068
OG0000951	Syaj.g_02452	Prbm.g_02072
OG0000952	Syaj.g_02446	Prbm.g_02076
OG0000953	Syaj.g_02442	Prbm.g_02080
OG0000954	Syaj.g_02435	Prbm.g_02084
OG0000955	Syaj.g_02434	Prbm.g_02085
OG0000956	Syaj.g_02432	Prbm.g_02087
OG0000957	Syaj.g_02419	Prbm.g_02092
OG0000958	Syaj.g_02418	Prbm.g_02093
OG0000959	Syaj.g_02413	Prbm.g_02097
OG0000960	Syaj.g_02412	Prbm.g_02098
OG0000961	Syaj.g_02402	Prbm.g_02101
OG0000962	Syaj.g_02398	Prbm.g_02103
OG0000963	Syaj.g_02393	Prbm.g_02107
OG0000964	Syaj.g_02392	Prbm.g_02108
OG0000965	Syaj.g_02391	Prbm.g_02109
OG0000966	Syaj.g_02370	Prbm.g_02144
OG0000967	Syaj.g_02334	Prbm.g_02148
OG0000968	Syaj.g_02363	Prbm.g_02150
OG0000969	Syaj.g_02338	Prbm.g_02151
OG0000970	Syaj.g_02337	Prbm.g_02152
OG0000971	Syaj.g_02331	Prbm.g_02153
OG0000972	Syaj.g_02330	Prbm.g_02154
OG0000973	Syaj.g_02329	Prbm.g_02155
OG0000974	Syaj.g_02328	Prbm.g_02156
OG0000975	Syaj.g_02327	Prbm.g_02157
OG0000976	Syaj.g_02326	Prbm.g_02158
OG0000977	Syaj.g_02324	Prbm.g_02159
OG0000978	Syaj.g_02322	Prbm.g_02160
OG0000979	Syaj.g_02319	Prbm.g_02163
OG0000980	Syaj.g_02316	Prbm.g_02165
OG0000981	Syaj.g_02313	Prbm.g_02168
OG0000982	Syaj.g_02112	Prbm.g_02170
OG0000983	Syaj.g_02113	Prbm.g_02171
OG0000984	Syaj.g_02114	Prbm.g_02172
OG0000985	Syaj.g_02116	Prbm.g_02175
OG0000986	Syaj.g_02123	Prbm.g_02177
OG0000987	Syaj.g_02125	Prbm.g_02178
OG0000988	Syaj.g_02131	Prbm.g_02181
OG0000989	Syaj.g_02142	Prbm.g_02185
OG0000990	Syaj.g_02165	Prbm.g_02190
OG0000991	Syaj.g_02168	Prbm.g_02191
OG0000992	Syaj.g_02171	Prbm.g_02194
OG0000993	Syaj.g_02173	Prbm.g_02195
OG0000994	Syaj.g_02177	Prbm.g_02196
OG0000995	Syaj.g_02182	Prbm.g_02200
OG0000996	Syaj.g_02221	Prbm.g_02201
OG0000997	Syaj.g_02228	Prbm.g_02208
OG0000998	Syaj.g_02230	Prbm.g_02210
OG0000999	Syaj.g_02231	Prbm.g_02211
OG0001000	Syaj.g_02236	Prbm.g_02214
OG0001001	Syaj.g_02241	Prbm.g_02217
OG0001002	Syaj.g_02248	Prbm.g_02222
OG0001003	Syaj.g_02250	Prbm.g_02225
OG0001004	Syaj.g_02251	Prbm.g_02226
OG0001005	Syaj.g_02252	Prbm.g_02227
OG0001006	Syaj.g_02260	Prbm.g_02231
OG0001007	Syaj.g_02262	Prbm.g_02233
OG0001008	Syaj.g_01554	Prbm.g_00447
OG0001009	Syaj.g_02294	Prbm.g_00027
OG0001010	Syaj.g_02295	Prbm.g_00028
OG0001011	Syaj.g_02296	Prbm.g_00029
OG0001012	Syaj.g_02108	Prbm.g_00052
OG0001014	Syaj.g_02083	Prbm.g_00060
OG0001015	Syaj.g_02082	Prbm.g_00061
OG0001016	Syaj.g_01824	Prbm.g_00130
OG0001017	Syaj.g_01830	Prbm.g_00134
OG0001018	Syaj.g_01832	Prbm.g_00137
OG0001019	Syaj.g_01849	Prbm.g_00146
OG0001020	Syaj.g_01862	Prbm.g_00147
OG0001021	Syaj.g_01867	Prbm.g_00148
OG0001022	Syaj.g_01872	Prbm.g_00151
OG0001023	Syaj.g_01873	Prbm.g_00152
OG0001024	Syaj.g_01877	Prbm.g_00155
OG0001025	Syaj.g_01884	Prbm.g_00162
OG0001026	Syaj.g_01897	Prbm.g_00170
OG0001027	Syaj.g_01903	Prbm.g_00171
OG0001028	Syaj.g_01905	Prbm.g_00173
OG0001029	Syaj.g_01907	Prbm.g_00175
OG0001030	Syaj.g_01933	Prbm.g_00191
OG0001031	Syaj.g_02012	Prbm.g_00246
OG0001032	Syaj.g_02015	Prbm.g_00247
OG0001033	Syaj.g_02044	Prbm.g_00267
OG0001034	Syaj.g_02875	Prbm.g_00296
OG0001035	Syaj.g_02603	Prbm.g_00313
OG0001036	Syaj.g_02599	Prbm.g_00318
OG0001037	Syaj.g_02597	Prbm.g_00319
OG0001038	Syaj.g_02567	Prbm.g_00335
OG0001039	Syaj.g_02564	Prbm.g_00337
OG0001040	Syaj.g_02561	Prbm.g_00340
OG0001041	Syaj.g_02556	Prbm.g_00344
OG0001042	Syaj.g_02527	Prbm.g_00360
OG0001043	Syaj.g_02523	Prbm.g_00361
OG0001044	Syaj.g_02804	Prbm.g_00399
OG0001045	Syaj.g_02817	Prbm.g_00408
OG0001046	Syaj.g_00851	Prbm.g_01121
OG0001047	Syaj.g_01552	Prbm.g_00449
OG0001048	Syaj.g_01551	Prbm.g_00450
OG0001049	Syaj.g_01548	Prbm.g_00452
OG0001050	Syaj.g_01547	Prbm.g_00453
OG0001051	Syaj.g_01546	Prbm.g_00454
OG0001052	Syaj.g_01448	Prbm.g_00497
OG0001053	Syaj.g_00075	Prbm.g_00509
OG0001054	Syaj.g_00092	Prbm.g_00523
OG0001055	Syaj.g_00113	Prbm.g_00551
OG0001056	Syaj.g_00149	Prbm.g_00569
OG0001057	Syaj.g_00160	Prbm.g_00574
OG0001058	Syaj.g_00183	Prbm.g_00582
OG0001059	Syaj.g_00187	Prbm.g_00586
OG0001060	Syaj.g_00193	Prbm.g_00593
OG0001061	Syaj.g_00214	Prbm.g_00606
OG0001062	Syaj.g_00216	Prbm.g_00608
OG0001063	Syaj.g_00222	Prbm.g_00609
OG0001064	Syaj.g_00223	Prbm.g_00610
OG0001065	Syaj.g_00224	Prbm.g_00611
OG0001066	Syaj.g_00225	Prbm.g_00612
OG0001067	Syaj.g_00226	Prbm.g_00613
OG0001068	Syaj.g_00227	Prbm.g_00614
OG0001069	Syaj.g_00228	Prbm.g_00615
OG0001070	Syaj.g_00231	Prbm.g_00617
