Orthogroup	Syaj	Pral
OG0000552	Syaj.g_00129	Pral.g_00562
OG0000553	Syaj.g_00133	Pral.g_00561
OG0000554	Syaj.g_00145	Pral.g_00556
OG0000555	Syaj.g_00163	Pral.g_00548
OG0000556	Syaj.g_00167	Pral.g_00546
OG0000557	Syaj.g_00178	Pral.g_00545
OG0000558	Syaj.g_00181	Pral.g_00543
OG0000559	Syaj.g_00185	Pral.g_00539
OG0000560	Syaj.g_00188	Pral.g_00536
OG0000561	Syaj.g_00189	Pral.g_00535
OG0000562	Syaj.g_00190	Pral.g_00534
OG0000563	Syaj.g_00191	Pral.g_00533
OG0000564	Syaj.g_00192	Pral.g_00532
OG0000565	Syaj.g_00195	Pral.g_00529
OG0000566	Syaj.g_00199	Pral.g_00525
OG0000567	Syaj.g_00203	Pral.g_00521
OG0000568	Syaj.g_00207	Pral.g_00520
OG0000569	Syaj.g_00208	Pral.g_00519
OG0000570	Syaj.g_00209	Pral.g_00518
OG0000571	Syaj.g_00213	Pral.g_00515
OG0000572	Syaj.g_00230	Pral.g_00503
OG0000573	Syaj.g_00238	Pral.g_00497
OG0000574	Syaj.g_00242	Pral.g_00496
OG0000575	Syaj.g_00247	Pral.g_00492
OG0000576	Syaj.g_00249	Pral.g_00490
OG0000577	Syaj.g_00250	Pral.g_00489
OG0000578	Syaj.g_00251	Pral.g_00488
OG0000579	Syaj.g_00252	Pral.g_00487
OG0000580	Syaj.g_00253	Pral.g_00486
OG0000581	Syaj.g_00261	Pral.g_00483
OG0000582	Syaj.g_01338	Pral.g_00480
OG0000583	Syaj.g_01337	Pral.g_00479
OG0000584	Syaj.g_01336	Pral.g_00478
OG0000585	Syaj.g_01334	Pral.g_00476
OG0000586	Syaj.g_01333	Pral.g_00475
OG0000587	Syaj.g_01331	Pral.g_00474
OG0000588	Syaj.g_01313	Pral.g_00469
OG0000589	Syaj.g_01308	Pral.g_00466
OG0000590	Syaj.g_01307	Pral.g_00465
OG0000591	Syaj.g_01299	Pral.g_00462
OG0000592	Syaj.g_01298	Pral.g_00461
OG0000593	Syaj.g_01287	Pral.g_01433
OG0000594	Syaj.g_01286	Pral.g_01434
OG0000595	Syaj.g_01285	Pral.g_01435
OG0000596	Syaj.g_01280	Pral.g_01439
OG0000597	Syaj.g_01277	Pral.g_01441
OG0000598	Syaj.g_01276	Pral.g_01442
OG0000599	Syaj.g_01273	Pral.g_01445
OG0000600	Syaj.g_01272	Pral.g_01446
OG0000601	Syaj.g_01271	Pral.g_01447
OG0000602	Syaj.g_01266	Pral.g_01449
OG0000603	Syaj.g_01265	Pral.g_01450
OG0000604	Syaj.g_01262	Pral.g_01451
OG0000605	Syaj.g_01153	Pral.g_01452
OG0000606	Syaj.g_00698	Pral.g_01455
OG0000607	Syaj.g_00702	Pral.g_01458
OG0000608	Syaj.g_00703	Pral.g_01459
OG0000609	Syaj.g_00705	Pral.g_01460
OG0000610	Syaj.g_00714	Pral.g_01466
OG0000611	Syaj.g_00717	Pral.g_01469
OG0000612	Syaj.g_00718	Pral.g_01470
OG0000613	Syaj.g_02500	Pral.g_01769
OG0000614	Syaj.g_00480	Pral.g_01748
OG0000615	Syaj.g_01065	Pral.g_01737
OG0000616	Syaj.g_02245	Pral.g_00399
OG0000617	Syaj.g_00952	Pral.g_01723
OG0000618	Syaj.g_00951	Pral.g_01722
OG0000619	Syaj.g_00950	Pral.g_01721
OG0000620	Syaj.g_00945	Pral.g_01718
OG0000621	Syaj.g_00944	Pral.g_01717
OG0000622	Syaj.g_00943	Pral.g_01716
OG0000623	Syaj.g_00942	Pral.g_01715
OG0000624	Syaj.g_00940	Pral.g_01713
OG0000625	Syaj.g_00939	Pral.g_01712
OG0000626	Syaj.g_00938	Pral.g_01711
OG0000627	Syaj.g_00765	Pral.g_01709
OG0000628	Syaj.g_00766	Pral.g_01708
OG0000629	Syaj.g_00769	Pral.g_01707
OG0000630	Syaj.g_00773	Pral.g_01704
OG0000631	Syaj.g_00786	Pral.g_01658
OG0000632	Syaj.g_00787	Pral.g_01657
OG0000633	Syaj.g_00789	Pral.g_01656
OG0000634	Syaj.g_01030	Pral.g_01484
OG0000635	Syaj.g_01029	Pral.g_01485
OG0000636	Syaj.g_01024	Pral.g_01487
OG0000637	Syaj.g_01022	Pral.g_01489
OG0000638	Syaj.g_01021	Pral.g_01490
OG0000639	Syaj.g_01020	Pral.g_01491
OG0000640	Syaj.g_01019	Pral.g_01492
OG0000641	Syaj.g_01015	Pral.g_01496
OG0000642	Syaj.g_01014	Pral.g_01497
OG0000643	Syaj.g_01012	Pral.g_01498
OG0000644	Syaj.g_01011	Pral.g_01499
OG0000645	Syaj.g_01009	Pral.g_01500
OG0000646	Syaj.g_01006	Pral.g_01502
OG0000647	Syaj.g_01004	Pral.g_01504
OG0000648	Syaj.g_01001	Pral.g_01506
OG0000649	Syaj.g_01000	Pral.g_01507
OG0000650	Syaj.g_00999	Pral.g_01508
OG0000651	Syaj.g_00998	Pral.g_01509
OG0000652	Syaj.g_00997	Pral.g_01510
OG0000653	Syaj.g_00991	Pral.g_01512
OG0000654	Syaj.g_00990	Pral.g_01513
OG0000655	Syaj.g_00989	Pral.g_01514
OG0000656	Syaj.g_00986	Pral.g_01517
OG0000657	Syaj.g_00382	Pral.g_01524
OG0000658	Syaj.g_00379	Pral.g_01525
OG0000659	Syaj.g_00378	Pral.g_01526
OG0000660	Syaj.g_00374	Pral.g_01530
OG0000661	Syaj.g_00372	Pral.g_01532
OG0000662	Syaj.g_00370	Pral.g_01534
OG0000663	Syaj.g_00367	Pral.g_01536
OG0000664	Syaj.g_00358	Pral.g_01537
OG0000665	Syaj.g_01243	Pral.g_01543
OG0000666	Syaj.g_01154	Pral.g_01544
OG0000667	Syaj.g_02661	Pral.g_01548
OG0000668	Syaj.g_00816	Pral.g_01820
OG0000669	Syaj.g_00730	Pral.g_01809
OG0000670	Syaj.g_00733	Pral.g_01806
OG0000671	Syaj.g_00735	Pral.g_01804
OG0000672	Syaj.g_00739	Pral.g_01801
OG0000673	Syaj.g_00742	Pral.g_01798
OG0000674	Syaj.g_00744	Pral.g_01796
OG0000675	Syaj.g_00757	Pral.g_01795
OG0000676	Syaj.g_00759	Pral.g_01793
OG0000677	Syaj.g_00760	Pral.g_01792
OG0000678	Syaj.g_01075	Pral.g_01790
OG0000679	Syaj.g_01061	Pral.g_01786
OG0000680	Syaj.g_01060	Pral.g_01785
OG0000681	Syaj.g_01057	Pral.g_01782
OG0000682	Syaj.g_01056	Pral.g_01781
OG0000683	Syaj.g_01055	Pral.g_01780
OG0000684	Syaj.g_01051	Pral.g_01778
OG0000685	Syaj.g_01049	Pral.g_01776
OG0000686	Syaj.g_01048	Pral.g_01775
OG0000687	Syaj.g_01047	Pral.g_01774
OG0000688	Syaj.g_01041	Pral.g_01474
OG0000689	Syaj.g_01039	Pral.g_01475
OG0000690	Syaj.g_01038	Pral.g_01476
OG0000691	Syaj.g_01037	Pral.g_01477
OG0000692	Syaj.g_01036	Pral.g_01479
OG0000693	Syaj.g_01034	Pral.g_01480
OG0000694	Syaj.g_01033	Pral.g_01481
OG0000695	Syaj.g_00791	Pral.g_01654
OG0000696	Syaj.g_00792	Pral.g_01653
OG0000697	Syaj.g_00932	Pral.g_01652
OG0000698	Syaj.g_00929	Pral.g_01649
OG0000699	Syaj.g_00928	Pral.g_01647
OG0000700	Syaj.g_00927	Pral.g_01646
OG0000701	Syaj.g_00926	Pral.g_01645
OG0000702	Syaj.g_00916	Pral.g_01643
OG0000703	Syaj.g_00915	Pral.g_01642
OG0000704	Syaj.g_00913	Pral.g_01640
OG0000705	Syaj.g_00906	Pral.g_01634
OG0000706	Syaj.g_00905	Pral.g_01633
OG0000707	Syaj.g_00904	Pral.g_01632
OG0000708	Syaj.g_00901	Pral.g_01630
OG0000709	Syaj.g_00872	Pral.g_01626
OG0000710	Syaj.g_00867	Pral.g_01623
OG0000711	Syaj.g_00839	Pral.g_01579
OG0000712	Syaj.g_00837	Pral.g_01580
OG0000713	Syaj.g_00836	Pral.g_01581
OG0000714	Syaj.g_00834	Pral.g_01582
OG0000715	Syaj.g_00832	Pral.g_01584
OG0000716	Syaj.g_00825	Pral.g_01586
OG0000717	Syaj.g_00824	Pral.g_01587
OG0000718	Syaj.g_00820	Pral.g_01590
OG0000719	Syaj.g_00818	Pral.g_01592
OG0000720	Syaj.g_00805	Pral.g_01603
OG0000721	Syaj.g_00803	Pral.g_01607
OG0000722	Syaj.g_00802	Pral.g_01608
OG0000723	Syaj.g_00934	Pral.g_01575
OG0000724	Syaj.g_00421	Pral.g_01566
OG0000725	Syaj.g_00430	Pral.g_01560
OG0000726	Syaj.g_00431	Pral.g_01559
OG0000727	Syaj.g_00432	Pral.g_01558
OG0000728	Syaj.g_00434	Pral.g_01556
OG0000729	Syaj.g_02397	Pral.g_01311
OG0000730	Syaj.g_02802	Pral.g_01324
OG0000731	Syaj.g_02814	Pral.g_00692
OG0000732	Syaj.g_02315	Pral.g_00348
OG0000733	Syaj.g_02151	Pral.g_00077
OG0000734	Syaj.g_01895	Pral.g_01351
OG0000735	Syaj.g_00286	Pral.g_01353
OG0000736	Syaj.g_00287	Pral.g_01354
OG0000737	Syaj.g_00288	Pral.g_01355
OG0000738	Syaj.g_00293	Pral.g_01359
OG0000739	Syaj.g_00295	Pral.g_01360
OG0000740	Syaj.g_00296	Pral.g_01361
OG0000741	Syaj.g_00299	Pral.g_01363
OG0000742	Syaj.g_00301	Pral.g_01366
OG0000743	Syaj.g_00303	Pral.g_01368
OG0000744	Syaj.g_00304	Pral.g_01369
OG0000745	Syaj.g_00306	Pral.g_01370
OG0000746	Syaj.g_00308	Pral.g_01372
OG0000747	Syaj.g_00309	Pral.g_01373
OG0000748	Syaj.g_00319	Pral.g_01378
OG0000749	Syaj.g_00322	Pral.g_01379
OG0000750	Syaj.g_00323	Pral.g_01380
OG0000751	Syaj.g_00331	Pral.g_01383
OG0000752	Syaj.g_00333	Pral.g_01385
OG0000753	Syaj.g_00336	Pral.g_01388
OG0000754	Syaj.g_00643	Pral.g_01391
OG0000755	Syaj.g_00631	Pral.g_01399
OG0000756	Syaj.g_00625	Pral.g_01400
OG0000757	Syaj.g_00614	Pral.g_01406
OG0000758	Syaj.g_00613	Pral.g_01407
OG0000759	Syaj.g_00612	Pral.g_01408
OG0000760	Syaj.g_00611	Pral.g_01409
OG0000761	Syaj.g_00609	Pral.g_01410
OG0000762	Syaj.g_00603	Pral.g_01411
OG0000763	Syaj.g_00597	Pral.g_01413
OG0000764	Syaj.g_00596	Pral.g_01414
OG0000765	Syaj.g_00577	Pral.g_01423
OG0000766	Syaj.g_00576	Pral.g_01424
OG0000767	Syaj.g_00574	Pral.g_01426
OG0000768	Syaj.g_00573	Pral.g_01427
OG0000769	Syaj.g_00571	Pral.g_01429
OG0000770	Syaj.g_00567	Pral.g_00456
OG0000771	Syaj.g_00415	Pral.g_01064
OG0000772	Syaj.g_01208	Pral.g_01893
OG0000773	Syaj.g_00280	Pral.g_01290
OG0000774	Syaj.g_01502	Pral.g_01288
OG0000775	Syaj.g_01504	Pral.g_01286
OG0000776	Syaj.g_01505	Pral.g_01285
OG0000777	Syaj.g_01506	Pral.g_01284
OG0000778	Syaj.g_01507	Pral.g_01283
OG0000779	Syaj.g_01513	Pral.g_01279
OG0000780	Syaj.g_01517	Pral.g_01278
OG0000781	Syaj.g_01521	Pral.g_01275
OG0000782	Syaj.g_01522	Pral.g_01274
OG0000783	Syaj.g_01524	Pral.g_01273
OG0000784	Syaj.g_01525	Pral.g_01272
OG0000785	Syaj.g_01526	Pral.g_01270
OG0000786	Syaj.g_00265	Pral.g_01267
OG0000787	Syaj.g_00264	Pral.g_01266
OG0000788	Syaj.g_01270	Pral.g_00440
OG0000789	Syaj.g_01121	Pral.g_01060
OG0000790	Syaj.g_00054	Pral.g_01217
OG0000791	Syaj.g_00053	Pral.g_01215
OG0000792	Syaj.g_00052	Pral.g_01214
OG0000793	Syaj.g_00047	Pral.g_01211
OG0000794	Syaj.g_00046	Pral.g_01210
OG0000795	Syaj.g_00045	Pral.g_01209
OG0000796	Syaj.g_00039	Pral.g_01205
OG0000797	Syaj.g_00038	Pral.g_01204
OG0000799	Syaj.g_01352	Pral.g_01184
OG0000800	Syaj.g_01354	Pral.g_01183
OG0000801	Syaj.g_01355	Pral.g_01182
OG0000802	Syaj.g_01359	Pral.g_01180
OG0000803	Syaj.g_01363	Pral.g_01178
OG0000804	Syaj.g_01366	Pral.g_01177
OG0000805	Syaj.g_01369	Pral.g_01175
OG0000806	Syaj.g_01370	Pral.g_01173
OG0000807	Syaj.g_01372	Pral.g_01172
OG0000808	Syaj.g_01373	Pral.g_01171
OG0000809	Syaj.g_01376	Pral.g_01167
OG0000810	Syaj.g_01377	Pral.g_01166
OG0000811	Syaj.g_01385	Pral.g_01158
OG0000812	Syaj.g_01387	Pral.g_01156
OG0000813	Syaj.g_01388	Pral.g_01155
OG0000814	Syaj.g_01390	Pral.g_01153
OG0000815	Syaj.g_01391	Pral.g_01152
OG0000816	Syaj.g_01392	Pral.g_01150
OG0000817	Syaj.g_01393	Pral.g_01149
OG0000818	Syaj.g_01399	Pral.g_01144
OG0000819	Syaj.g_01400	Pral.g_01143
OG0000820	Syaj.g_01401	Pral.g_01142
OG0000821	Syaj.g_01412	Pral.g_01137
OG0000822	Syaj.g_01414	Pral.g_01136
OG0000823	Syaj.g_01415	Pral.g_01135
OG0000824	Syaj.g_01421	Pral.g_01132
OG0000825	Syaj.g_01422	Pral.g_01131
OG0000826	Syaj.g_01423	Pral.g_01130
OG0000827	Syaj.g_01424	Pral.g_01129
OG0000828	Syaj.g_01427	Pral.g_01126
OG0000829	Syaj.g_01428	Pral.g_01125
OG0000830	Syaj.g_01429	Pral.g_01124
OG0000831	Syaj.g_01431	Pral.g_01122
OG0000832	Syaj.g_01635	Pral.g_01110
OG0000833	Syaj.g_01647	Pral.g_01101
OG0000834	Syaj.g_01649	Pral.g_01100
OG0000835	Syaj.g_01650	Pral.g_01099
OG0000836	Syaj.g_01654	Pral.g_01098
OG0000837	Syaj.g_01661	Pral.g_01097
OG0000838	Syaj.g_01665	Pral.g_01094
OG0000839	Syaj.g_01666	Pral.g_01093
OG0000840	Syaj.g_01667	Pral.g_01092
OG0000841	Syaj.g_01668	Pral.g_01091
OG0000842	Syaj.g_01669	Pral.g_01090
OG0000843	Syaj.g_01670	Pral.g_01089
OG0000844	Syaj.g_01680	Pral.g_01088
OG0000845	Syaj.g_01681	Pral.g_01087
OG0000846	Syaj.g_01682	Pral.g_01086
OG0000847	Syaj.g_01683	Pral.g_01085
OG0000848	Syaj.g_01685	Pral.g_01084
OG0000849	Syaj.g_01686	Pral.g_01083
OG0000850	Syaj.g_01689	Pral.g_01081
OG0000851	Syaj.g_01694	Pral.g_01080
OG0000852	Syaj.g_01695	Pral.g_01079
OG0000853	Syaj.g_01699	Pral.g_01074
OG0000854	Syaj.g_01701	Pral.g_01072
OG0000855	Syaj.g_01702	Pral.g_01071
OG0000856	Syaj.g_01296	Pral.g_01058
OG0000857	Syaj.g_01005	Pral.g_01503
OG0000858	Syaj.g_01708	Pral.g_00100
OG0000859	Syaj.g_01709	Pral.g_00101
OG0000860	Syaj.g_01723	Pral.g_00109
OG0000861	Syaj.g_01724	Pral.g_00110
OG0000862	Syaj.g_01725	Pral.g_00111
OG0000863	Syaj.g_01728	Pral.g_00113
OG0000864	Syaj.g_01729	Pral.g_00114
OG0000865	Syaj.g_01730	Pral.g_00115
OG0000866	Syaj.g_01731	Pral.g_00116
OG0000867	Syaj.g_01732	Pral.g_00117
OG0000868	Syaj.g_01734	Pral.g_00119
OG0000869	Syaj.g_01742	Pral.g_00122
OG0000870	Syaj.g_01747	Pral.g_00127
OG0000871	Syaj.g_01748	Pral.g_00128
OG0000872	Syaj.g_01756	Pral.g_00129
OG0000873	Syaj.g_01759	Pral.g_00132
OG0000874	Syaj.g_01754	Pral.g_00135
OG0000875	Syaj.g_01762	Pral.g_00136
OG0000876	Syaj.g_02084	Pral.g_00137
OG0000877	Syaj.g_01586	Pral.g_00139
OG0000878	Syaj.g_01587	Pral.g_00140
OG0000879	Syaj.g_01588	Pral.g_00141
OG0000880	Syaj.g_01589	Pral.g_00142
OG0000881	Syaj.g_01595	Pral.g_00146
OG0000882	Syaj.g_01599	Pral.g_00151
OG0000883	Syaj.g_01601	Pral.g_00154
OG0000884	Syaj.g_01603	Pral.g_00156
OG0000885	Syaj.g_01604	Pral.g_00157
OG0000886	Syaj.g_01605	Pral.g_00158
OG0000887	Syaj.g_01606	Pral.g_00159
OG0000888	Syaj.g_01608	Pral.g_00161
OG0000889	Syaj.g_01610	Pral.g_00163
OG0000890	Syaj.g_01615	Pral.g_00164
OG0000891	Syaj.g_01616	Pral.g_00165
OG0000892	Syaj.g_01620	Pral.g_00167
OG0000893	Syaj.g_02636	Pral.g_00170
OG0000894	Syaj.g_02639	Pral.g_00173
OG0000895	Syaj.g_02643	Pral.g_00177
OG0000896	Syaj.g_02644	Pral.g_00178
OG0000897	Syaj.g_02646	Pral.g_00180
OG0000898	Syaj.g_02647	Pral.g_00181
OG0000899	Syaj.g_02648	Pral.g_00182
OG0000900	Syaj.g_02649	Pral.g_00183
OG0000901	Syaj.g_02654	Pral.g_00187
OG0000902	Syaj.g_02656	Pral.g_00189
OG0000903	Syaj.g_02689	Pral.g_00193
OG0000904	Syaj.g_02684	Pral.g_00198
OG0000905	Syaj.g_02678	Pral.g_00191
OG0000906	Syaj.g_02676	Pral.g_00190
OG0000907	Syaj.g_02692	Pral.g_00200
OG0000908	Syaj.g_02695	Pral.g_00203
OG0000909	Syaj.g_02696	Pral.g_00204
OG0000910	Syaj.g_02697	Pral.g_00205
OG0000911	Syaj.g_02699	Pral.g_00207
OG0000912	Syaj.g_02700	Pral.g_00208
OG0000913	Syaj.g_02701	Pral.g_00209
OG0000914	Syaj.g_02702	Pral.g_00210
OG0000915	Syaj.g_02704	Pral.g_00211
OG0000916	Syaj.g_02705	Pral.g_00212
OG0000917	Syaj.g_02706	Pral.g_00213
OG0000918	Syaj.g_02707	Pral.g_00214
OG0000919	Syaj.g_02708	Pral.g_00215
OG0000920	Syaj.g_02709	Pral.g_00216
OG0000921	Syaj.g_02710	Pral.g_00217
OG0000922	Syaj.g_02711	Pral.g_00218
OG0000923	Syaj.g_02715	Pral.g_00222
OG0000924	Syaj.g_02716	Pral.g_00223
OG0000925	Syaj.g_02717	Pral.g_00224
OG0000926	Syaj.g_02718	Pral.g_00225
OG0000927	Syaj.g_02720	Pral.g_00227
OG0000928	Syaj.g_02721	Pral.g_00228
OG0000929	Syaj.g_02722	Pral.g_00229
OG0000930	Syaj.g_02723	Pral.g_00230
OG0000931	Syaj.g_02724	Pral.g_00232
OG0000932	Syaj.g_02725	Pral.g_01190
OG0000933	Syaj.g_02731	Pral.g_00236
OG0000934	Syaj.g_02733	Pral.g_00238
OG0000935	Syaj.g_02734	Pral.g_00239
OG0000936	Syaj.g_02735	Pral.g_00240
OG0000937	Syaj.g_02736	Pral.g_00241
OG0000938	Syaj.g_02739	Pral.g_00244
OG0000939	Syaj.g_02740	Pral.g_00245
OG0000940	Syaj.g_02747	Pral.g_00252
OG0000941	Syaj.g_02749	Pral.g_00254
OG0000942	Syaj.g_02751	Pral.g_00256
OG0000943	Syaj.g_02752	Pral.g_00257
OG0000944	Syaj.g_02754	Pral.g_00259
OG0000945	Syaj.g_02756	Pral.g_00260
OG0000946	Syaj.g_02761	Pral.g_00266
OG0000947	Syaj.g_02764	Pral.g_00268
OG0000948	Syaj.g_02765	Pral.g_00269
OG0000949	Syaj.g_02474	Pral.g_00272
OG0000950	Syaj.g_02459	Pral.g_00278
OG0000951	Syaj.g_02452	Pral.g_00282
OG0000952	Syaj.g_02446	Pral.g_00286
OG0000953	Syaj.g_02442	Pral.g_00290
OG0000954	Syaj.g_02435	Pral.g_00294
OG0000955	Syaj.g_02434	Pral.g_00295
OG0000956	Syaj.g_02432	Pral.g_00297
OG0000957	Syaj.g_02419	Pral.g_00303
OG0000958	Syaj.g_02418	Pral.g_00304
OG0000959	Syaj.g_02413	Pral.g_00308
OG0000960	Syaj.g_02412	Pral.g_00309
OG0000961	Syaj.g_02402	Pral.g_00312
OG0000962	Syaj.g_02398	Pral.g_00314
OG0000963	Syaj.g_02393	Pral.g_00318
OG0000964	Syaj.g_02392	Pral.g_00319
OG0000965	Syaj.g_02391	Pral.g_00320
OG0000966	Syaj.g_02370	Pral.g_00326
OG0000967	Syaj.g_02334	Pral.g_00330
OG0000968	Syaj.g_02363	Pral.g_00332
OG0000969	Syaj.g_02338	Pral.g_00333
OG0000970	Syaj.g_02337	Pral.g_00334
OG0000971	Syaj.g_02331	Pral.g_00335
OG0000972	Syaj.g_02330	Pral.g_00336
OG0000973	Syaj.g_02329	Pral.g_00337
OG0000974	Syaj.g_02328	Pral.g_00338
OG0000975	Syaj.g_02327	Pral.g_00339
OG0000976	Syaj.g_02326	Pral.g_00340
OG0000977	Syaj.g_02324	Pral.g_00341
OG0000978	Syaj.g_02322	Pral.g_00342
OG0000979	Syaj.g_02319	Pral.g_00345
OG0000980	Syaj.g_02316	Pral.g_00347
OG0000981	Syaj.g_02313	Pral.g_00350
OG0000982	Syaj.g_02112	Pral.g_00352
OG0000983	Syaj.g_02113	Pral.g_00353
OG0000984	Syaj.g_02114	Pral.g_00354
OG0000985	Syaj.g_02116	Pral.g_00357
OG0000986	Syaj.g_02123	Pral.g_00359
OG0000987	Syaj.g_02125	Pral.g_00360
OG0000988	Syaj.g_02131	Pral.g_00363
OG0000989	Syaj.g_02142	Pral.g_00367
OG0000990	Syaj.g_02165	Pral.g_00373
OG0000991	Syaj.g_02168	Pral.g_00374
OG0000992	Syaj.g_02171	Pral.g_00377
OG0000993	Syaj.g_02173	Pral.g_00378
OG0000994	Syaj.g_02177	Pral.g_00379
OG0000995	Syaj.g_02182	Pral.g_00383
OG0000996	Syaj.g_02221	Pral.g_00384
OG0000997	Syaj.g_02228	Pral.g_00386
OG0000998	Syaj.g_02230	Pral.g_00388
OG0000999	Syaj.g_02231	Pral.g_00389
OG0001000	Syaj.g_02236	Pral.g_00392
OG0001001	Syaj.g_02241	Pral.g_00396
OG0001002	Syaj.g_02248	Pral.g_00401
OG0001003	Syaj.g_02250	Pral.g_00402
OG0001004	Syaj.g_02251	Pral.g_00403
OG0001005	Syaj.g_02252	Pral.g_00404
OG0001006	Syaj.g_02260	Pral.g_00408
OG0001007	Syaj.g_02262	Pral.g_00410
OG0001008	Syaj.g_01554	Pral.g_00657
OG0001009	Syaj.g_02294	Pral.g_01017
OG0001010	Syaj.g_02295	Pral.g_01016
OG0001011	Syaj.g_02296	Pral.g_01014
OG0001012	Syaj.g_02108	Pral.g_01001
OG0001014	Syaj.g_02083	Pral.g_00991
OG0001015	Syaj.g_02082	Pral.g_00990
OG0001016	Syaj.g_01824	Pral.g_00974
OG0001017	Syaj.g_01830	Pral.g_00970
OG0001018	Syaj.g_01832	Pral.g_00968
OG0001019	Syaj.g_01849	Pral.g_00958
OG0001020	Syaj.g_01862	Pral.g_00957
OG0001021	Syaj.g_01867	Pral.g_00956
OG0001022	Syaj.g_01872	Pral.g_00953
OG0001023	Syaj.g_01873	Pral.g_00952
OG0001024	Syaj.g_01877	Pral.g_00949
OG0001025	Syaj.g_01884	Pral.g_00942
OG0001026	Syaj.g_01897	Pral.g_00934
OG0001027	Syaj.g_01903	Pral.g_00933
OG0001028	Syaj.g_01905	Pral.g_00931
OG0001029	Syaj.g_01907	Pral.g_00930
OG0001030	Syaj.g_01933	Pral.g_00914
OG0001031	Syaj.g_02012	Pral.g_00857
OG0001032	Syaj.g_02015	Pral.g_00856
OG0001033	Syaj.g_02044	Pral.g_00836
OG0001034	Syaj.g_02875	Pral.g_00804
OG0001035	Syaj.g_02603	Pral.g_00784
OG0001036	Syaj.g_02599	Pral.g_00780
OG0001037	Syaj.g_02597	Pral.g_00779
OG0001038	Syaj.g_02567	Pral.g_00761
OG0001039	Syaj.g_02564	Pral.g_00758
OG0001040	Syaj.g_02561	Pral.g_00755
OG0001041	Syaj.g_02556	Pral.g_00751
OG0001042	Syaj.g_02527	Pral.g_00734
OG0001043	Syaj.g_02523	Pral.g_00733
OG0001044	Syaj.g_02804	Pral.g_00699
OG0001045	Syaj.g_02817	Pral.g_00690
OG0001046	Syaj.g_00851	Pral.g_01039
OG0001047	Syaj.g_01552	Pral.g_00655
OG0001048	Syaj.g_01551	Pral.g_00654
OG0001049	Syaj.g_01548	Pral.g_00651
OG0001050	Syaj.g_01547	Pral.g_00650
OG0001051	Syaj.g_01546	Pral.g_00649
OG0001052	Syaj.g_01448	Pral.g_00621
OG0001053	Syaj.g_00075	Pral.g_00608
OG0001055	Syaj.g_00113	Pral.g_00573
OG0001056	Syaj.g_00149	Pral.g_00554
OG0001057	Syaj.g_00160	Pral.g_00549
OG0001058	Syaj.g_00183	Pral.g_00541
OG0001059	Syaj.g_00187	Pral.g_00537
OG0001060	Syaj.g_00193	Pral.g_00530
OG0001061	Syaj.g_00214	Pral.g_00514
OG0001062	Syaj.g_00216	Pral.g_00512
OG0001063	Syaj.g_00222	Pral.g_00510
OG0001064	Syaj.g_00223	Pral.g_00509
OG0001065	Syaj.g_00224	Pral.g_00508
OG0001066	Syaj.g_00225	Pral.g_00507
OG0001067	Syaj.g_00226	Pral.g_00506
OG0001068	Syaj.g_00227	Pral.g_00505
OG0001069	Syaj.g_00228	Pral.g_00504
OG0001070	Syaj.g_00231	Pral.g_00502
OG0001071	Syaj.g_00232	Pral.g_00501
OG0001072	Syaj.g_00236	Pral.g_00499
OG0001073	Syaj.g_00254	Pral.g_00485
OG0001074	Syaj.g_01327	Pral.g_00472
OG0001075	Syaj.g_01325	Pral.g_00471
OG0001076	Syaj.g_01305	Pral.g_00464
OG0001077	Syaj.g_01294	Pral.g_00459
OG0001078	Syaj.g_01282	Pral.g_01437
OG0001079	Syaj.g_01269	Pral.g_01448
OG0001080	Syaj.g_01135	Pral.g_01454
OG0001081	Syaj.g_00699	Pral.g_01456
OG0001082	Syaj.g_00700	Pral.g_01457
OG0001083	Syaj.g_00709	Pral.g_01462
OG0001084	Syaj.g_00711	Pral.g_01463
OG0001085	Syaj.g_00721	Pral.g_01772
OG0001086	Syaj.g_00723	Pral.g_01771
OG0001087	Syaj.g_00498	Pral.g_01753
OG0001088	Syaj.g_00494	Pral.g_01752
OG0001089	Syaj.g_00439	Pral.g_01741
OG0001090	Syaj.g_00959	Pral.g_01728
OG0001091	Syaj.g_00957	Pral.g_01726
OG0001092	Syaj.g_00954	Pral.g_01725
OG0001093	Syaj.g_00948	Pral.g_01720
OG0001094	Syaj.g_01032	Pral.g_01482
OG0001095	Syaj.g_01008	Pral.g_01501
OG0001096	Syaj.g_00988	Pral.g_01515
OG0001097	Syaj.g_00371	Pral.g_01533
OG0001098	Syaj.g_01132	Pral.g_01552
OG0001099	Syaj.g_01906	Pral.g_01815
OG0001100	Syaj.g_00732	Pral.g_01807
OG0001101	Syaj.g_00734	Pral.g_01805
OG0001102	Syaj.g_00737	Pral.g_01802
OG0001103	Syaj.g_00740	Pral.g_01800
OG0001104	Syaj.g_01050	Pral.g_01777
OG0001105	Syaj.g_01046	Pral.g_01773
OG0001106	Syaj.g_00912	Pral.g_01639
OG0001107	Syaj.g_00900	Pral.g_01629
OG0001108	Syaj.g_00870	Pral.g_01625
OG0001109	Syaj.g_00868	Pral.g_01624
OG0001110	Syaj.g_00866	Pral.g_01622
OG0001111	Syaj.g_00864	Pral.g_01621
OG0001112	Syaj.g_00862	Pral.g_01620
OG0001113	Syaj.g_00861	Pral.g_01619
