Orthogroup	Syaj	Prba
OG0000551	Syaj.g_00128	Prba.g_00934
OG0000552	Syaj.g_00129	Prba.g_00933
OG0000553	Syaj.g_00133	Prba.g_00932
OG0000554	Syaj.g_00145	Prba.g_00927
OG0000555	Syaj.g_00163	Prba.g_01773
OG0000556	Syaj.g_00167	Prba.g_01771
OG0000557	Syaj.g_00178	Prba.g_01770
OG0000558	Syaj.g_00181	Prba.g_01768
OG0000559	Syaj.g_00185	Prba.g_01764
OG0000560	Syaj.g_00188	Prba.g_01761
OG0000561	Syaj.g_00189	Prba.g_01760
OG0000562	Syaj.g_00190	Prba.g_01759
OG0000563	Syaj.g_00191	Prba.g_01758
OG0000564	Syaj.g_00192	Prba.g_01757
OG0000565	Syaj.g_00195	Prba.g_01754
OG0000566	Syaj.g_00199	Prba.g_01752
OG0000567	Syaj.g_00203	Prba.g_01748
OG0000568	Syaj.g_00207	Prba.g_01747
OG0000569	Syaj.g_00208	Prba.g_01746
OG0000570	Syaj.g_00209	Prba.g_01745
OG0000571	Syaj.g_00213	Prba.g_01743
OG0000572	Syaj.g_00230	Prba.g_01730
OG0000573	Syaj.g_00238	Prba.g_01725
OG0000574	Syaj.g_00242	Prba.g_01724
OG0000575	Syaj.g_00247	Prba.g_01720
OG0000576	Syaj.g_00249	Prba.g_01718
OG0000577	Syaj.g_00250	Prba.g_01717
OG0000578	Syaj.g_00251	Prba.g_01716
OG0000579	Syaj.g_00252	Prba.g_01715
OG0000580	Syaj.g_00253	Prba.g_01714
OG0000581	Syaj.g_00261	Prba.g_01712
OG0000582	Syaj.g_01338	Prba.g_01709
OG0000583	Syaj.g_01337	Prba.g_01708
OG0000584	Syaj.g_01336	Prba.g_01707
OG0000585	Syaj.g_01334	Prba.g_01705
OG0000586	Syaj.g_01333	Prba.g_01704
OG0000587	Syaj.g_01331	Prba.g_01703
OG0000588	Syaj.g_01313	Prba.g_01699
OG0000589	Syaj.g_01308	Prba.g_01696
OG0000590	Syaj.g_01307	Prba.g_01695
OG0000591	Syaj.g_01299	Prba.g_01692
OG0000592	Syaj.g_01298	Prba.g_01691
OG0000593	Syaj.g_01287	Prba.g_01685
OG0000594	Syaj.g_01286	Prba.g_01684
OG0000595	Syaj.g_01285	Prba.g_01683
OG0000596	Syaj.g_01280	Prba.g_01679
OG0000597	Syaj.g_01277	Prba.g_01677
OG0000598	Syaj.g_01276	Prba.g_01676
OG0000599	Syaj.g_01273	Prba.g_01673
OG0000600	Syaj.g_01272	Prba.g_01672
OG0000601	Syaj.g_01271	Prba.g_01671
OG0000602	Syaj.g_01266	Prba.g_01669
OG0000603	Syaj.g_01265	Prba.g_01668
OG0000604	Syaj.g_01262	Prba.g_01667
OG0000605	Syaj.g_01153	Prba.g_01666
OG0000606	Syaj.g_00698	Prba.g_01663
OG0000607	Syaj.g_00702	Prba.g_01660
OG0000608	Syaj.g_00703	Prba.g_01659
OG0000609	Syaj.g_00705	Prba.g_01658
OG0000610	Syaj.g_00714	Prba.g_01653
OG0000611	Syaj.g_00717	Prba.g_01650
OG0000612	Syaj.g_00718	Prba.g_01649
OG0000613	Syaj.g_02500	Prba.g_01644
OG0000614	Syaj.g_00480	Prba.g_01625
OG0000615	Syaj.g_01065	Prba.g_01617
OG0000616	Syaj.g_02245	Prba.g_01613
OG0000617	Syaj.g_00952	Prba.g_01588
OG0000618	Syaj.g_00951	Prba.g_01587
OG0000619	Syaj.g_00950	Prba.g_01586
OG0000620	Syaj.g_00945	Prba.g_01583
OG0000621	Syaj.g_00944	Prba.g_01582
OG0000622	Syaj.g_00943	Prba.g_01581
OG0000623	Syaj.g_00942	Prba.g_01580
OG0000624	Syaj.g_00940	Prba.g_01579
OG0000625	Syaj.g_00939	Prba.g_01578
OG0000626	Syaj.g_00938	Prba.g_01577
OG0000627	Syaj.g_00765	Prba.g_01576
OG0000628	Syaj.g_00766	Prba.g_01575
OG0000629	Syaj.g_00769	Prba.g_01574
OG0000630	Syaj.g_00773	Prba.g_01571
OG0000631	Syaj.g_00786	Prba.g_01508
OG0000632	Syaj.g_00787	Prba.g_01507
OG0000633	Syaj.g_00789	Prba.g_01506
OG0000634	Syaj.g_01030	Prba.g_01503
OG0000635	Syaj.g_01029	Prba.g_01502
OG0000636	Syaj.g_01024	Prba.g_01500
OG0000637	Syaj.g_01022	Prba.g_01498
OG0000638	Syaj.g_01021	Prba.g_01497
OG0000639	Syaj.g_01020	Prba.g_01496
OG0000640	Syaj.g_01019	Prba.g_01495
OG0000641	Syaj.g_01015	Prba.g_01491
OG0000642	Syaj.g_01014	Prba.g_01490
OG0000643	Syaj.g_01012	Prba.g_01489
OG0000644	Syaj.g_01011	Prba.g_01488
OG0000645	Syaj.g_01009	Prba.g_01487
OG0000646	Syaj.g_01006	Prba.g_01485
OG0000647	Syaj.g_01004	Prba.g_01484
OG0000648	Syaj.g_01001	Prba.g_01482
OG0000649	Syaj.g_01000	Prba.g_01481
OG0000650	Syaj.g_00999	Prba.g_01480
OG0000651	Syaj.g_00998	Prba.g_01479
OG0000652	Syaj.g_00997	Prba.g_01478
OG0000653	Syaj.g_00991	Prba.g_01476
OG0000654	Syaj.g_00990	Prba.g_01475
OG0000655	Syaj.g_00989	Prba.g_01474
OG0000656	Syaj.g_00986	Prba.g_01471
OG0000657	Syaj.g_00382	Prba.g_01463
OG0000658	Syaj.g_00379	Prba.g_01462
OG0000659	Syaj.g_00378	Prba.g_01461
OG0000660	Syaj.g_00374	Prba.g_01457
OG0000661	Syaj.g_00372	Prba.g_01455
OG0000662	Syaj.g_00370	Prba.g_01453
OG0000663	Syaj.g_00367	Prba.g_01451
OG0000664	Syaj.g_00358	Prba.g_01450
OG0000665	Syaj.g_01243	Prba.g_01446
OG0000666	Syaj.g_01154	Prba.g_01445
OG0000667	Syaj.g_02661	Prba.g_01441
OG0000668	Syaj.g_00816	Prba.g_01411
OG0000669	Syaj.g_00730	Prba.g_01404
OG0000670	Syaj.g_00733	Prba.g_01402
OG0000671	Syaj.g_00735	Prba.g_01400
OG0000672	Syaj.g_00739	Prba.g_01397
OG0000673	Syaj.g_00742	Prba.g_01394
OG0000674	Syaj.g_00744	Prba.g_01392
OG0000675	Syaj.g_00757	Prba.g_01391
OG0000676	Syaj.g_00759	Prba.g_01389
OG0000677	Syaj.g_00760	Prba.g_01388
OG0000678	Syaj.g_01075	Prba.g_01386
OG0000679	Syaj.g_01061	Prba.g_01382
OG0000680	Syaj.g_01060	Prba.g_01381
OG0000681	Syaj.g_01057	Prba.g_01379
OG0000682	Syaj.g_01056	Prba.g_01378
OG0000683	Syaj.g_01055	Prba.g_01377
OG0000684	Syaj.g_01051	Prba.g_01375
OG0000685	Syaj.g_01049	Prba.g_01373
OG0000686	Syaj.g_01048	Prba.g_01372
OG0000687	Syaj.g_01047	Prba.g_01371
OG0000688	Syaj.g_01041	Prba.g_01368
OG0000689	Syaj.g_01039	Prba.g_01367
OG0000690	Syaj.g_01038	Prba.g_01366
OG0000691	Syaj.g_01037	Prba.g_01365
OG0000692	Syaj.g_01036	Prba.g_01363
OG0000693	Syaj.g_01034	Prba.g_01362
OG0000694	Syaj.g_01033	Prba.g_01361
OG0000695	Syaj.g_00791	Prba.g_01359
OG0000696	Syaj.g_00792	Prba.g_01358
OG0000697	Syaj.g_00932	Prba.g_01357
OG0000698	Syaj.g_00929	Prba.g_01354
OG0000699	Syaj.g_00928	Prba.g_01353
OG0000700	Syaj.g_00927	Prba.g_01352
OG0000701	Syaj.g_00926	Prba.g_01351
OG0000702	Syaj.g_00916	Prba.g_01349
OG0000703	Syaj.g_00915	Prba.g_01348
OG0000704	Syaj.g_00913	Prba.g_01347
OG0000705	Syaj.g_00906	Prba.g_01343
OG0000706	Syaj.g_00905	Prba.g_01342
OG0000707	Syaj.g_00904	Prba.g_01341
OG0000708	Syaj.g_00901	Prba.g_01340
OG0000709	Syaj.g_00872	Prba.g_01336
OG0000710	Syaj.g_00867	Prba.g_01333
OG0000711	Syaj.g_00839	Prba.g_01316
OG0000712	Syaj.g_00837	Prba.g_01314
OG0000713	Syaj.g_00836	Prba.g_01313
OG0000714	Syaj.g_00834	Prba.g_01312
OG0000715	Syaj.g_00832	Prba.g_01310
OG0000716	Syaj.g_00825	Prba.g_01308
OG0000717	Syaj.g_00824	Prba.g_01307
OG0000718	Syaj.g_00820	Prba.g_01295
OG0000719	Syaj.g_00818	Prba.g_01293
OG0000720	Syaj.g_00805	Prba.g_01284
OG0000721	Syaj.g_00803	Prba.g_01282
OG0000722	Syaj.g_00802	Prba.g_01281
OG0000723	Syaj.g_00934	Prba.g_01278
OG0000724	Syaj.g_00421	Prba.g_01269
OG0000725	Syaj.g_00430	Prba.g_01263
OG0000726	Syaj.g_00431	Prba.g_01262
OG0000727	Syaj.g_00432	Prba.g_01261
OG0000728	Syaj.g_00434	Prba.g_01259
OG0000729	Syaj.g_02397	Prba.g_01214
OG0000730	Syaj.g_02802	Prba.g_00749
OG0000731	Syaj.g_02814	Prba.g_00745
OG0000732	Syaj.g_02315	Prba.g_00735
OG0000733	Syaj.g_02151	Prba.g_00096
OG0000734	Syaj.g_01895	Prba.g_00079
OG0000735	Syaj.g_00286	Prba.g_00077
OG0000736	Syaj.g_00287	Prba.g_00076
OG0000737	Syaj.g_00288	Prba.g_00075
OG0000738	Syaj.g_00293	Prba.g_00071
OG0000739	Syaj.g_00295	Prba.g_00070
OG0000740	Syaj.g_00296	Prba.g_00069
OG0000741	Syaj.g_00299	Prba.g_00068
OG0000742	Syaj.g_00301	Prba.g_00065
OG0000743	Syaj.g_00303	Prba.g_00063
OG0000744	Syaj.g_00304	Prba.g_00062
OG0000745	Syaj.g_00306	Prba.g_00060
OG0000746	Syaj.g_00308	Prba.g_00058
OG0000747	Syaj.g_00309	Prba.g_00057
OG0000748	Syaj.g_00319	Prba.g_00054
OG0000749	Syaj.g_00322	Prba.g_00053
OG0000750	Syaj.g_00323	Prba.g_00052
OG0000751	Syaj.g_00331	Prba.g_00050
OG0000752	Syaj.g_00333	Prba.g_00048
OG0000753	Syaj.g_00336	Prba.g_00045
OG0000754	Syaj.g_00643	Prba.g_00042
OG0000755	Syaj.g_00631	Prba.g_00039
OG0000756	Syaj.g_00625	Prba.g_00038
OG0000757	Syaj.g_00614	Prba.g_00032
OG0000758	Syaj.g_00613	Prba.g_00031
OG0000759	Syaj.g_00612	Prba.g_00030
OG0000760	Syaj.g_00611	Prba.g_00029
OG0000761	Syaj.g_00609	Prba.g_00028
OG0000762	Syaj.g_00603	Prba.g_00027
OG0000763	Syaj.g_00597	Prba.g_00025
OG0000764	Syaj.g_00596	Prba.g_00024
OG0000765	Syaj.g_00577	Prba.g_00015
OG0000766	Syaj.g_00576	Prba.g_00014
OG0000767	Syaj.g_00574	Prba.g_00012
OG0000768	Syaj.g_00573	Prba.g_00011
OG0000769	Syaj.g_00571	Prba.g_00009
OG0000770	Syaj.g_00567	Prba.g_00007
OG0000771	Syaj.g_00415	Prba.g_01084
OG0000772	Syaj.g_01208	Prba.g_01167
OG0000773	Syaj.g_00280	Prba.g_01183
OG0000774	Syaj.g_01502	Prba.g_01185
OG0000775	Syaj.g_01504	Prba.g_01187
OG0000776	Syaj.g_01505	Prba.g_01188
OG0000777	Syaj.g_01506	Prba.g_01189
OG0000778	Syaj.g_01507	Prba.g_01190
OG0000779	Syaj.g_01513	Prba.g_01194
OG0000780	Syaj.g_01517	Prba.g_01195
OG0000781	Syaj.g_01521	Prba.g_01198
OG0000782	Syaj.g_01522	Prba.g_01199
OG0000783	Syaj.g_01524	Prba.g_01200
OG0000784	Syaj.g_01525	Prba.g_01201
OG0000785	Syaj.g_01526	Prba.g_01203
OG0000786	Syaj.g_00265	Prba.g_01205
OG0000787	Syaj.g_00264	Prba.g_01206
OG0000788	Syaj.g_01270	Prba.g_00209
OG0000789	Syaj.g_01121	Prba.g_00206
OG0000790	Syaj.g_00054	Prba.g_00191
OG0000791	Syaj.g_00053	Prba.g_00189
OG0000792	Syaj.g_00052	Prba.g_00188
OG0000793	Syaj.g_00047	Prba.g_00185
OG0000794	Syaj.g_00046	Prba.g_00184
OG0000795	Syaj.g_00045	Prba.g_00183
OG0000796	Syaj.g_00039	Prba.g_00179
OG0000797	Syaj.g_00038	Prba.g_00178
OG0000799	Syaj.g_01352	Prba.g_00115
OG0000800	Syaj.g_01354	Prba.g_00114
OG0000801	Syaj.g_01355	Prba.g_00113
OG0000802	Syaj.g_01359	Prba.g_00111
OG0000803	Syaj.g_01363	Prba.g_00109
OG0000804	Syaj.g_01366	Prba.g_00108
OG0000805	Syaj.g_01369	Prba.g_00106
OG0000806	Syaj.g_01370	Prba.g_00720
OG0000807	Syaj.g_01372	Prba.g_00719
OG0000808	Syaj.g_01373	Prba.g_00718
OG0000809	Syaj.g_01376	Prba.g_00715
OG0000810	Syaj.g_01377	Prba.g_00714
OG0000811	Syaj.g_01385	Prba.g_00710
OG0000812	Syaj.g_01387	Prba.g_00708
OG0000813	Syaj.g_01388	Prba.g_00707
OG0000814	Syaj.g_01390	Prba.g_00705
OG0000815	Syaj.g_01391	Prba.g_00704
OG0000816	Syaj.g_01392	Prba.g_00702
OG0000817	Syaj.g_01393	Prba.g_00701
OG0000818	Syaj.g_01399	Prba.g_00696
OG0000819	Syaj.g_01400	Prba.g_00695
OG0000820	Syaj.g_01401	Prba.g_00694
OG0000821	Syaj.g_01412	Prba.g_00690
OG0000822	Syaj.g_01414	Prba.g_00689
OG0000823	Syaj.g_01415	Prba.g_00688
OG0000824	Syaj.g_01421	Prba.g_00685
OG0000825	Syaj.g_01422	Prba.g_00684
OG0000826	Syaj.g_01423	Prba.g_00683
OG0000827	Syaj.g_01424	Prba.g_00682
OG0000828	Syaj.g_01427	Prba.g_00679
OG0000829	Syaj.g_01428	Prba.g_00678
OG0000830	Syaj.g_01429	Prba.g_00677
OG0000831	Syaj.g_01431	Prba.g_00350
OG0000832	Syaj.g_01635	Prba.g_00344
OG0000833	Syaj.g_01647	Prba.g_00336
OG0000834	Syaj.g_01649	Prba.g_00335
OG0000835	Syaj.g_01650	Prba.g_00334
OG0000836	Syaj.g_01654	Prba.g_00333
OG0000837	Syaj.g_01661	Prba.g_00332
OG0000838	Syaj.g_01665	Prba.g_00330
OG0000839	Syaj.g_01666	Prba.g_00329
OG0000840	Syaj.g_01667	Prba.g_00328
OG0000841	Syaj.g_01668	Prba.g_00327
OG0000842	Syaj.g_01669	Prba.g_00326
OG0000843	Syaj.g_01670	Prba.g_00325
OG0000844	Syaj.g_01680	Prba.g_00324
OG0000845	Syaj.g_01681	Prba.g_00323
OG0000846	Syaj.g_01682	Prba.g_00322
OG0000847	Syaj.g_01683	Prba.g_00321
OG0000848	Syaj.g_01685	Prba.g_00320
OG0000849	Syaj.g_01686	Prba.g_00319
OG0000850	Syaj.g_01689	Prba.g_00317
OG0000851	Syaj.g_01694	Prba.g_00316
OG0000852	Syaj.g_01695	Prba.g_00315
OG0000853	Syaj.g_01699	Prba.g_00311
OG0000854	Syaj.g_01701	Prba.g_00309
OG0000855	Syaj.g_01702	Prba.g_00308
OG0000856	Syaj.g_01296	Prba.g_00293
OG0000857	Syaj.g_01005	Prba.g_00266
OG0000858	Syaj.g_01708	Prba.g_00232
OG0000859	Syaj.g_01709	Prba.g_00231
OG0000860	Syaj.g_01723	Prba.g_00618
OG0000861	Syaj.g_01724	Prba.g_00617
OG0000862	Syaj.g_01725	Prba.g_00616
OG0000863	Syaj.g_01728	Prba.g_00614
OG0000864	Syaj.g_01729	Prba.g_00613
OG0000865	Syaj.g_01730	Prba.g_00612
OG0000866	Syaj.g_01731	Prba.g_00611
OG0000867	Syaj.g_01732	Prba.g_00610
OG0000868	Syaj.g_01734	Prba.g_00609
OG0000869	Syaj.g_01742	Prba.g_00605
OG0000870	Syaj.g_01747	Prba.g_00600
OG0000871	Syaj.g_01748	Prba.g_00599
OG0000872	Syaj.g_01756	Prba.g_00598
OG0000873	Syaj.g_01759	Prba.g_00595
OG0000874	Syaj.g_01754	Prba.g_00592
OG0000875	Syaj.g_01762	Prba.g_00591
OG0000876	Syaj.g_02084	Prba.g_00590
OG0000877	Syaj.g_01586	Prba.g_00588
OG0000878	Syaj.g_01587	Prba.g_00587
OG0000879	Syaj.g_01588	Prba.g_00586
OG0000880	Syaj.g_01589	Prba.g_00585
OG0000881	Syaj.g_01595	Prba.g_00581
OG0000882	Syaj.g_01599	Prba.g_00576
OG0000883	Syaj.g_01601	Prba.g_00574
OG0000884	Syaj.g_01603	Prba.g_00573
OG0000885	Syaj.g_01604	Prba.g_00572
OG0000886	Syaj.g_01605	Prba.g_00571
OG0000887	Syaj.g_01606	Prba.g_00570
OG0000888	Syaj.g_01608	Prba.g_00568
OG0000889	Syaj.g_01610	Prba.g_00566
OG0000890	Syaj.g_01615	Prba.g_00565
OG0000891	Syaj.g_01616	Prba.g_00564
OG0000892	Syaj.g_01620	Prba.g_00352
OG0000893	Syaj.g_02636	Prba.g_00357
OG0000894	Syaj.g_02639	Prba.g_00359
OG0000895	Syaj.g_02643	Prba.g_00362
OG0000896	Syaj.g_02644	Prba.g_00363
OG0000897	Syaj.g_02646	Prba.g_00365
OG0000898	Syaj.g_02647	Prba.g_00366
OG0000899	Syaj.g_02648	Prba.g_00367
OG0000900	Syaj.g_02649	Prba.g_00368
OG0000901	Syaj.g_02654	Prba.g_00371
OG0000902	Syaj.g_02656	Prba.g_00373
OG0000903	Syaj.g_02689	Prba.g_00376
OG0000904	Syaj.g_02684	Prba.g_00378
OG0000905	Syaj.g_02678	Prba.g_00383
OG0000906	Syaj.g_02676	Prba.g_00384
OG0000907	Syaj.g_02692	Prba.g_00387
OG0000908	Syaj.g_02695	Prba.g_00390
OG0000909	Syaj.g_02696	Prba.g_00391
OG0000910	Syaj.g_02697	Prba.g_00392
OG0000911	Syaj.g_02699	Prba.g_00394
OG0000912	Syaj.g_02700	Prba.g_00395
OG0000913	Syaj.g_02701	Prba.g_00396
OG0000914	Syaj.g_02702	Prba.g_00397
OG0000915	Syaj.g_02704	Prba.g_00398
OG0000916	Syaj.g_02705	Prba.g_00399
OG0000917	Syaj.g_02706	Prba.g_00400
OG0000918	Syaj.g_02707	Prba.g_00401
OG0000919	Syaj.g_02708	Prba.g_00402
OG0000920	Syaj.g_02709	Prba.g_00403
OG0000921	Syaj.g_02710	Prba.g_00404
OG0000922	Syaj.g_02711	Prba.g_00405
OG0000923	Syaj.g_02715	Prba.g_00409
OG0000924	Syaj.g_02716	Prba.g_00410
OG0000925	Syaj.g_02717	Prba.g_00411
OG0000926	Syaj.g_02718	Prba.g_00412
OG0000927	Syaj.g_02720	Prba.g_00414
OG0000928	Syaj.g_02721	Prba.g_00415
OG0000929	Syaj.g_02722	Prba.g_00416
OG0000930	Syaj.g_02723	Prba.g_00417
OG0000931	Syaj.g_02724	Prba.g_00418
OG0000932	Syaj.g_02725	Prba.g_00419
OG0000933	Syaj.g_02731	Prba.g_00423
OG0000934	Syaj.g_02733	Prba.g_00425
OG0000935	Syaj.g_02734	Prba.g_00426
OG0000936	Syaj.g_02735	Prba.g_00427
OG0000937	Syaj.g_02736	Prba.g_00428
OG0000938	Syaj.g_02739	Prba.g_00430
OG0000939	Syaj.g_02740	Prba.g_00431
OG0000940	Syaj.g_02747	Prba.g_00438
OG0000941	Syaj.g_02749	Prba.g_01049
OG0000942	Syaj.g_02751	Prba.g_01051
OG0000943	Syaj.g_02752	Prba.g_01052
OG0000944	Syaj.g_02754	Prba.g_01053
OG0000945	Syaj.g_02756	Prba.g_01054
OG0000946	Syaj.g_02761	Prba.g_01059
OG0000947	Syaj.g_02764	Prba.g_01061
OG0000948	Syaj.g_02765	Prba.g_01062
OG0000949	Syaj.g_02474	Prba.g_01065
OG0000950	Syaj.g_02459	Prba.g_01070
OG0000951	Syaj.g_02452	Prba.g_01074
OG0000952	Syaj.g_02446	Prba.g_01078
OG0000953	Syaj.g_02442	Prba.g_00753
OG0000954	Syaj.g_02435	Prba.g_00757
OG0000955	Syaj.g_02434	Prba.g_00758
OG0000956	Syaj.g_02432	Prba.g_00760
OG0000957	Syaj.g_02419	Prba.g_00766
OG0000958	Syaj.g_02418	Prba.g_00767
OG0000959	Syaj.g_02413	Prba.g_00771
OG0000960	Syaj.g_02412	Prba.g_00772
OG0000961	Syaj.g_02402	Prba.g_00774
OG0000962	Syaj.g_02398	Prba.g_00776
OG0000963	Syaj.g_02393	Prba.g_00780
OG0000964	Syaj.g_02392	Prba.g_00781
OG0000965	Syaj.g_02391	Prba.g_00782
OG0000966	Syaj.g_02370	Prba.g_00789
OG0000967	Syaj.g_02334	Prba.g_00794
OG0000968	Syaj.g_02363	Prba.g_00796
OG0000969	Syaj.g_02338	Prba.g_00797
OG0000970	Syaj.g_02337	Prba.g_00798
OG0000971	Syaj.g_02331	Prba.g_00799
OG0000972	Syaj.g_02330	Prba.g_00800
OG0000973	Syaj.g_02329	Prba.g_00801
OG0000974	Syaj.g_02328	Prba.g_00802
OG0000975	Syaj.g_02327	Prba.g_00803
OG0000976	Syaj.g_02326	Prba.g_00804
OG0000977	Syaj.g_02324	Prba.g_00805
OG0000978	Syaj.g_02322	Prba.g_00806
OG0000979	Syaj.g_02319	Prba.g_00809
OG0000980	Syaj.g_02316	Prba.g_00811
OG0000981	Syaj.g_02313	Prba.g_00813
OG0000982	Syaj.g_02112	Prba.g_00815
OG0000983	Syaj.g_02113	Prba.g_00816
OG0000984	Syaj.g_02114	Prba.g_00817
OG0000985	Syaj.g_02116	Prba.g_00820
OG0000986	Syaj.g_02123	Prba.g_00822
OG0000987	Syaj.g_02125	Prba.g_00823
OG0000988	Syaj.g_02131	Prba.g_00826
OG0000989	Syaj.g_02142	Prba.g_00830
OG0000990	Syaj.g_02165	Prba.g_00833
OG0000991	Syaj.g_02168	Prba.g_00834
OG0000992	Syaj.g_02171	Prba.g_00836
OG0000993	Syaj.g_02173	Prba.g_00837
OG0000994	Syaj.g_02177	Prba.g_00838
OG0000995	Syaj.g_02182	Prba.g_00842
OG0000996	Syaj.g_02221	Prba.g_00843
OG0000997	Syaj.g_02228	Prba.g_00844
OG0000998	Syaj.g_02230	Prba.g_00846
OG0000999	Syaj.g_02231	Prba.g_00847
OG0001000	Syaj.g_02236	Prba.g_01778
OG0001001	Syaj.g_02241	Prba.g_01780
OG0001002	Syaj.g_02248	Prba.g_01784
OG0001003	Syaj.g_02250	Prba.g_01785
OG0001004	Syaj.g_02251	Prba.g_01786
OG0001005	Syaj.g_02252	Prba.g_01787
OG0001006	Syaj.g_02260	Prba.g_01791
OG0001007	Syaj.g_02262	Prba.g_01793
OG0001008	Syaj.g_01554	Prba.g_01024
OG0001009	Syaj.g_02294	Prba.g_01820
OG0001010	Syaj.g_02295	Prba.g_01821
OG0001011	Syaj.g_02296	Prba.g_01822
OG0001012	Syaj.g_02108	Prba.g_01837
OG0001014	Syaj.g_02083	Prba.g_01845
OG0001015	Syaj.g_02082	Prba.g_01846
OG0001016	Syaj.g_01824	Prba.g_01861
OG0001017	Syaj.g_01830	Prba.g_01865
OG0001018	Syaj.g_01832	Prba.g_01868
OG0001019	Syaj.g_01849	Prba.g_01877
OG0001020	Syaj.g_01862	Prba.g_01878
OG0001021	Syaj.g_01867	Prba.g_01879
OG0001022	Syaj.g_01872	Prba.g_01882
OG0001023	Syaj.g_01873	Prba.g_01883
OG0001024	Syaj.g_01877	Prba.g_01886
OG0001025	Syaj.g_01884	Prba.g_01892
OG0001026	Syaj.g_01897	Prba.g_01899
OG0001027	Syaj.g_01903	Prba.g_01900
OG0001028	Syaj.g_01905	Prba.g_01902
OG0001029	Syaj.g_01907	Prba.g_01903
OG0001030	Syaj.g_01933	Prba.g_01918
OG0001031	Syaj.g_02012	Prba.g_00642
OG0001032	Syaj.g_02015	Prba.g_00643
OG0001033	Syaj.g_02044	Prba.g_00664
OG0001034	Syaj.g_02875	Prba.g_00455
OG0001035	Syaj.g_02603	Prba.g_00473
OG0001036	Syaj.g_02599	Prba.g_00477
OG0001037	Syaj.g_02597	Prba.g_00478
OG0001038	Syaj.g_02567	Prba.g_00495
OG0001039	Syaj.g_02564	Prba.g_00498
OG0001040	Syaj.g_02561	Prba.g_00500
OG0001041	Syaj.g_02556	Prba.g_00504
OG0001042	Syaj.g_02527	Prba.g_00520
OG0001043	Syaj.g_02523	Prba.g_00521
OG0001044	Syaj.g_02804	Prba.g_00549
OG0001045	Syaj.g_02817	Prba.g_00558
OG0001046	Syaj.g_00851	Prba.g_00873
OG0001047	Syaj.g_01552	Prba.g_01022
OG0001048	Syaj.g_01551	Prba.g_01021
OG0001049	Syaj.g_01548	Prba.g_01019
OG0001050	Syaj.g_01547	Prba.g_01018
OG0001051	Syaj.g_01546	Prba.g_01017
OG0001052	Syaj.g_01448	Prba.g_00990
OG0001053	Syaj.g_00075	Prba.g_00978
OG0001054	Syaj.g_00092	Prba.g_00963
OG0001055	Syaj.g_00113	Prba.g_00944
OG0001056	Syaj.g_00149	Prba.g_00925
OG0001057	Syaj.g_00160	Prba.g_01774
OG0001058	Syaj.g_00183	Prba.g_01766
OG0001059	Syaj.g_00187	Prba.g_01762
OG0001060	Syaj.g_00193	Prba.g_01755
OG0001061	Syaj.g_00214	Prba.g_01742
OG0001062	Syaj.g_00216	Prba.g_01740
OG0001063	Syaj.g_00222	Prba.g_01738
OG0001064	Syaj.g_00223	Prba.g_01737
OG0001065	Syaj.g_00224	Prba.g_01736
OG0001066	Syaj.g_00225	Prba.g_01735
OG0001067	Syaj.g_00226	Prba.g_01734
OG0001068	Syaj.g_00227	Prba.g_01733
OG0001069	Syaj.g_00228	Prba.g_01732
OG0001070	Syaj.g_00231	Prba.g_01729
OG0001071	Syaj.g_00232	Prba.g_01728
OG0001072	Syaj.g_00236	Prba.g_01727
OG0001073	Syaj.g_00254	Prba.g_01713
OG0001074	Syaj.g_01327	Prba.g_01702
OG0001075	Syaj.g_01325	Prba.g_01701
OG0001076	Syaj.g_01305	Prba.g_01693
OG0001077	Syaj.g_01294	Prba.g_01689
OG0001078	Syaj.g_01282	Prba.g_01681
OG0001079	Syaj.g_01269	Prba.g_01670
OG0001080	Syaj.g_01135	Prba.g_01664
OG0001081	Syaj.g_00699	Prba.g_01662
OG0001082	Syaj.g_00700	Prba.g_01661
OG0001083	Syaj.g_00709	Prba.g_01656
OG0001084	Syaj.g_00711	Prba.g_01655
OG0001085	Syaj.g_00721	Prba.g_01647
OG0001086	Syaj.g_00723	Prba.g_01646
OG0001087	Syaj.g_00498	Prba.g_01629
OG0001088	Syaj.g_00494	Prba.g_01628
OG0001089	Syaj.g_00439	Prba.g_01620
OG0001090	Syaj.g_00959	Prba.g_01593
OG0001091	Syaj.g_00957	Prba.g_01591
OG0001092	Syaj.g_00954	Prba.g_01590
OG0001093	Syaj.g_00948	Prba.g_01585
OG0001094	Syaj.g_01032	Prba.g_01505
OG0001095	Syaj.g_01008	Prba.g_01486
OG0001096	Syaj.g_00988	Prba.g_01473
OG0001097	Syaj.g_00371	Prba.g_01454
OG0001098	Syaj.g_01132	Prba.g_01439
OG0001099	Syaj.g_01906	Prba.g_01407
OG0001100	Syaj.g_00732	Prba.g_01403
OG0001101	Syaj.g_00734	Prba.g_01401
OG0001102	Syaj.g_00737	Prba.g_01398
OG0001103	Syaj.g_00740	Prba.g_01396
OG0001104	Syaj.g_01050	Prba.g_01374
OG0001105	Syaj.g_01046	Prba.g_01370
OG0001106	Syaj.g_00912	Prba.g_01346
OG0001107	Syaj.g_00900	Prba.g_01339
OG0001108	Syaj.g_00870	Prba.g_01335
OG0001109	Syaj.g_00868	Prba.g_01334
OG0001110	Syaj.g_00866	Prba.g_01332
OG0001111	Syaj.g_00864	Prba.g_01331
