Orthogroup	Syaj	Praw
OG0000562	Syaj.g_00190	Praw.g_00592
OG0000563	Syaj.g_00191	Praw.g_00591
OG0000564	Syaj.g_00192	Praw.g_00590
OG0000565	Syaj.g_00195	Praw.g_00587
OG0000566	Syaj.g_00199	Praw.g_00585
OG0000567	Syaj.g_00203	Praw.g_00581
OG0000568	Syaj.g_00207	Praw.g_00580
OG0000569	Syaj.g_00208	Praw.g_00579
OG0000570	Syaj.g_00209	Praw.g_00578
OG0000571	Syaj.g_00213	Praw.g_00576
OG0000572	Syaj.g_00230	Praw.g_01933
OG0000573	Syaj.g_00238	Praw.g_01938
OG0000574	Syaj.g_00242	Praw.g_01939
OG0000575	Syaj.g_00247	Praw.g_01943
OG0000576	Syaj.g_00249	Praw.g_01945
OG0000577	Syaj.g_00250	Praw.g_01946
OG0000578	Syaj.g_00251	Praw.g_01947
OG0000579	Syaj.g_00252	Praw.g_01948
OG0000580	Syaj.g_00253	Praw.g_01949
OG0000581	Syaj.g_00261	Praw.g_00141
OG0000582	Syaj.g_01338	Praw.g_00144
OG0000583	Syaj.g_01337	Praw.g_00145
OG0000584	Syaj.g_01336	Praw.g_00146
OG0000585	Syaj.g_01334	Praw.g_00148
OG0000586	Syaj.g_01333	Praw.g_00149
OG0000587	Syaj.g_01331	Praw.g_00150
OG0000588	Syaj.g_01313	Praw.g_00154
OG0000589	Syaj.g_01308	Praw.g_00157
OG0000590	Syaj.g_01307	Praw.g_00158
OG0000591	Syaj.g_01299	Praw.g_00161
OG0000592	Syaj.g_01298	Praw.g_00162
OG0000593	Syaj.g_01287	Praw.g_00168
OG0000594	Syaj.g_01286	Praw.g_00169
OG0000595	Syaj.g_01285	Praw.g_01888
OG0000596	Syaj.g_01280	Praw.g_01884
OG0000597	Syaj.g_01277	Praw.g_01882
OG0000598	Syaj.g_01276	Praw.g_01881
OG0000599	Syaj.g_01273	Praw.g_01878
OG0000600	Syaj.g_01272	Praw.g_01877
OG0000601	Syaj.g_01271	Praw.g_01876
OG0000602	Syaj.g_01266	Praw.g_01874
OG0000603	Syaj.g_01265	Praw.g_01873
OG0000604	Syaj.g_01262	Praw.g_01872
OG0000605	Syaj.g_01153	Praw.g_01871
OG0000606	Syaj.g_00698	Praw.g_01868
OG0000607	Syaj.g_00702	Praw.g_01865
OG0000608	Syaj.g_00703	Praw.g_01864
OG0000609	Syaj.g_00705	Praw.g_01863
OG0000610	Syaj.g_00714	Praw.g_01858
OG0000611	Syaj.g_00717	Praw.g_01855
OG0000612	Syaj.g_00718	Praw.g_01854
OG0000613	Syaj.g_02500	Praw.g_01849
OG0000614	Syaj.g_00480	Praw.g_01830
OG0000615	Syaj.g_01065	Praw.g_01822
OG0000616	Syaj.g_02245	Praw.g_01818
OG0000617	Syaj.g_00952	Praw.g_01803
OG0000618	Syaj.g_00951	Praw.g_01802
OG0000619	Syaj.g_00950	Praw.g_01801
OG0000620	Syaj.g_00945	Praw.g_01798
OG0000621	Syaj.g_00944	Praw.g_01797
OG0000622	Syaj.g_00943	Praw.g_01796
OG0000623	Syaj.g_00942	Praw.g_01795
OG0000624	Syaj.g_00940	Praw.g_01794
OG0000625	Syaj.g_00939	Praw.g_01793
OG0000626	Syaj.g_00938	Praw.g_01792
OG0000627	Syaj.g_00765	Praw.g_01791
OG0000628	Syaj.g_00766	Praw.g_01790
OG0000629	Syaj.g_00769	Praw.g_01789
OG0000630	Syaj.g_00773	Praw.g_01786
OG0000631	Syaj.g_00786	Praw.g_01706
OG0000632	Syaj.g_00787	Praw.g_01705
OG0000633	Syaj.g_00789	Praw.g_01704
OG0000634	Syaj.g_01030	Praw.g_01701
OG0000635	Syaj.g_01029	Praw.g_01700
OG0000636	Syaj.g_01024	Praw.g_01698
OG0000637	Syaj.g_01022	Praw.g_01696
OG0000638	Syaj.g_01021	Praw.g_01695
OG0000639	Syaj.g_01020	Praw.g_01694
OG0000640	Syaj.g_01019	Praw.g_01693
OG0000641	Syaj.g_01015	Praw.g_01689
OG0000642	Syaj.g_01014	Praw.g_01688
OG0000643	Syaj.g_01012	Praw.g_01687
OG0000644	Syaj.g_01011	Praw.g_01686
OG0000645	Syaj.g_01009	Praw.g_01685
OG0000646	Syaj.g_01006	Praw.g_01683
OG0000647	Syaj.g_01004	Praw.g_01682
OG0000648	Syaj.g_01001	Praw.g_01680
OG0000649	Syaj.g_01000	Praw.g_01679
OG0000650	Syaj.g_00999	Praw.g_01678
OG0000651	Syaj.g_00998	Praw.g_01677
OG0000652	Syaj.g_00997	Praw.g_01676
OG0000653	Syaj.g_00991	Praw.g_01674
OG0000654	Syaj.g_00990	Praw.g_01673
OG0000655	Syaj.g_00989	Praw.g_01672
OG0000656	Syaj.g_00986	Praw.g_01669
OG0000657	Syaj.g_00382	Praw.g_01663
OG0000658	Syaj.g_00379	Praw.g_01662
OG0000659	Syaj.g_00378	Praw.g_01661
OG0000660	Syaj.g_00374	Praw.g_01657
OG0000661	Syaj.g_00372	Praw.g_01655
OG0000662	Syaj.g_00370	Praw.g_01653
OG0000663	Syaj.g_00367	Praw.g_01651
OG0000664	Syaj.g_00358	Praw.g_01650
OG0000665	Syaj.g_01243	Praw.g_01646
OG0000666	Syaj.g_01154	Praw.g_01645
OG0000667	Syaj.g_02661	Praw.g_01641
OG0000668	Syaj.g_00816	Praw.g_01611
OG0000669	Syaj.g_00730	Praw.g_01605
OG0000670	Syaj.g_00733	Praw.g_01603
OG0000671	Syaj.g_00735	Praw.g_01601
OG0000672	Syaj.g_00739	Praw.g_01599
OG0000673	Syaj.g_00742	Praw.g_01596
OG0000674	Syaj.g_00744	Praw.g_01594
OG0000675	Syaj.g_00757	Praw.g_01593
OG0000676	Syaj.g_00759	Praw.g_01591
OG0000677	Syaj.g_00760	Praw.g_01590
OG0000678	Syaj.g_01075	Praw.g_01588
OG0000679	Syaj.g_01061	Praw.g_01584
OG0000680	Syaj.g_01060	Praw.g_01583
OG0000681	Syaj.g_01057	Praw.g_01581
OG0000682	Syaj.g_01056	Praw.g_01580
OG0000683	Syaj.g_01055	Praw.g_01579
OG0000684	Syaj.g_01051	Praw.g_01577
OG0000685	Syaj.g_01049	Praw.g_01575
OG0000686	Syaj.g_01048	Praw.g_01574
OG0000687	Syaj.g_01047	Praw.g_01573
OG0000688	Syaj.g_01041	Praw.g_01570
OG0000689	Syaj.g_01039	Praw.g_01569
OG0000690	Syaj.g_01038	Praw.g_01568
OG0000691	Syaj.g_01037	Praw.g_01567
OG0000692	Syaj.g_01036	Praw.g_01565
OG0000693	Syaj.g_01034	Praw.g_01564
OG0000694	Syaj.g_01033	Praw.g_01563
OG0000695	Syaj.g_00791	Praw.g_01561
OG0000696	Syaj.g_00792	Praw.g_01560
OG0000697	Syaj.g_00932	Praw.g_01559
OG0000698	Syaj.g_00929	Praw.g_01556
OG0000699	Syaj.g_00928	Praw.g_01555
OG0000700	Syaj.g_00927	Praw.g_01554
OG0000701	Syaj.g_00926	Praw.g_01553
OG0000702	Syaj.g_00916	Praw.g_01551
OG0000703	Syaj.g_00915	Praw.g_01550
OG0000704	Syaj.g_00913	Praw.g_01549
OG0000705	Syaj.g_00906	Praw.g_01545
OG0000706	Syaj.g_00905	Praw.g_01544
OG0000707	Syaj.g_00904	Praw.g_01543
OG0000708	Syaj.g_00901	Praw.g_01542
OG0000709	Syaj.g_00872	Praw.g_01538
OG0000710	Syaj.g_00867	Praw.g_01535
OG0000711	Syaj.g_00839	Praw.g_01518
OG0000712	Syaj.g_00837	Praw.g_01516
OG0000713	Syaj.g_00836	Praw.g_01515
OG0000714	Syaj.g_00834	Praw.g_01514
OG0000715	Syaj.g_00832	Praw.g_01512
OG0000716	Syaj.g_00825	Praw.g_01510
OG0000717	Syaj.g_00824	Praw.g_01509
OG0000718	Syaj.g_00820	Praw.g_01498
OG0000719	Syaj.g_00818	Praw.g_01496
OG0000720	Syaj.g_00805	Praw.g_01487
OG0000721	Syaj.g_00803	Praw.g_01485
OG0000722	Syaj.g_00802	Praw.g_01484
OG0000723	Syaj.g_00934	Praw.g_01481
OG0000724	Syaj.g_00421	Praw.g_01472
OG0000725	Syaj.g_00430	Praw.g_01466
OG0000726	Syaj.g_00431	Praw.g_01465
OG0000727	Syaj.g_00432	Praw.g_01464
OG0000728	Syaj.g_00434	Praw.g_01462
OG0000729	Syaj.g_02397	Praw.g_01416
OG0000730	Syaj.g_02802	Praw.g_00172
OG0000731	Syaj.g_02814	Praw.g_00176
OG0000732	Syaj.g_02315	Praw.g_00183
OG0000733	Syaj.g_02151	Praw.g_00202
OG0000734	Syaj.g_01895	Praw.g_00219
OG0000735	Syaj.g_00286	Praw.g_00221
OG0000736	Syaj.g_00287	Praw.g_00222
OG0000737	Syaj.g_00288	Praw.g_00223
OG0000738	Syaj.g_00293	Praw.g_00227
OG0000739	Syaj.g_00295	Praw.g_00228
OG0000740	Syaj.g_00296	Praw.g_00229
OG0000741	Syaj.g_00299	Praw.g_00230
OG0000742	Syaj.g_00301	Praw.g_00233
OG0000743	Syaj.g_00303	Praw.g_00235
OG0000744	Syaj.g_00304	Praw.g_00236
OG0000745	Syaj.g_00306	Praw.g_00237
OG0000746	Syaj.g_00308	Praw.g_00239
OG0000747	Syaj.g_00309	Praw.g_00240
OG0000748	Syaj.g_00319	Praw.g_00243
OG0000749	Syaj.g_00322	Praw.g_00244
OG0000750	Syaj.g_00323	Praw.g_00245
OG0000751	Syaj.g_00331	Praw.g_00247
OG0000752	Syaj.g_00333	Praw.g_00249
OG0000753	Syaj.g_00336	Praw.g_00252
OG0000754	Syaj.g_00643	Praw.g_00255
OG0000755	Syaj.g_00631	Praw.g_00258
OG0000756	Syaj.g_00625	Praw.g_00259
OG0000757	Syaj.g_00614	Praw.g_00265
OG0000758	Syaj.g_00613	Praw.g_00266
OG0000759	Syaj.g_00612	Praw.g_00267
OG0000760	Syaj.g_00611	Praw.g_00268
OG0000761	Syaj.g_00609	Praw.g_00269
OG0000762	Syaj.g_00603	Praw.g_00270
OG0000763	Syaj.g_00597	Praw.g_00272
OG0000764	Syaj.g_00596	Praw.g_00273
OG0000765	Syaj.g_00577	Praw.g_00282
OG0000766	Syaj.g_00576	Praw.g_00283
OG0000767	Syaj.g_00574	Praw.g_00285
OG0000768	Syaj.g_00573	Praw.g_00286
OG0000769	Syaj.g_00571	Praw.g_00288
OG0000770	Syaj.g_00567	Praw.g_00290
OG0000771	Syaj.g_00415	Praw.g_00904
OG0000772	Syaj.g_01208	Praw.g_00954
OG0000773	Syaj.g_00280	Praw.g_00970
OG0000774	Syaj.g_01502	Praw.g_00972
OG0000775	Syaj.g_01504	Praw.g_00976
OG0000776	Syaj.g_01505	Praw.g_00977
OG0000777	Syaj.g_01506	Praw.g_00978
OG0000778	Syaj.g_01507	Praw.g_00979
OG0000779	Syaj.g_01513	Praw.g_00983
OG0000780	Syaj.g_01517	Praw.g_00984
OG0000781	Syaj.g_01521	Praw.g_00987
OG0000782	Syaj.g_01522	Praw.g_00988
OG0000783	Syaj.g_01524	Praw.g_00989
OG0000784	Syaj.g_01525	Praw.g_00990
OG0000785	Syaj.g_01526	Praw.g_00992
OG0000786	Syaj.g_00265	Praw.g_00994
OG0000787	Syaj.g_00264	Praw.g_00995
OG0000788	Syaj.g_01270	Praw.g_01002
OG0000789	Syaj.g_01121	Praw.g_01006
OG0000790	Syaj.g_00054	Praw.g_01021
OG0000791	Syaj.g_00053	Praw.g_01023
OG0000792	Syaj.g_00052	Praw.g_01024
OG0000793	Syaj.g_00047	Praw.g_01027
OG0000794	Syaj.g_00046	Praw.g_01028
OG0000795	Syaj.g_00045	Praw.g_01029
OG0000796	Syaj.g_00039	Praw.g_01033
OG0000797	Syaj.g_00038	Praw.g_01034
OG0000798	Syaj.g_02568	Praw.g_01057
OG0000799	Syaj.g_01352	Praw.g_01101
OG0000800	Syaj.g_01354	Praw.g_01100
OG0000801	Syaj.g_01355	Praw.g_01099
OG0000802	Syaj.g_01359	Praw.g_01097
OG0000803	Syaj.g_01363	Praw.g_01095
OG0000804	Syaj.g_01366	Praw.g_01094
OG0000805	Syaj.g_01369	Praw.g_01092
OG0000806	Syaj.g_01370	Praw.g_01090
OG0000807	Syaj.g_01372	Praw.g_01089
OG0000808	Syaj.g_01373	Praw.g_01088
OG0000809	Syaj.g_01376	Praw.g_01085
OG0000810	Syaj.g_01377	Praw.g_01084
OG0000811	Syaj.g_01385	Praw.g_01077
OG0000812	Syaj.g_01387	Praw.g_01075
OG0000813	Syaj.g_01388	Praw.g_00343
OG0000814	Syaj.g_01390	Praw.g_00345
OG0000815	Syaj.g_01391	Praw.g_00346
OG0000816	Syaj.g_01392	Praw.g_00348
OG0000817	Syaj.g_01393	Praw.g_00349
OG0000818	Syaj.g_01399	Praw.g_00354
OG0000819	Syaj.g_01400	Praw.g_00355
OG0000820	Syaj.g_01401	Praw.g_00356
OG0000821	Syaj.g_01412	Praw.g_00359
OG0000822	Syaj.g_01414	Praw.g_00360
OG0000823	Syaj.g_01415	Praw.g_00361
OG0000824	Syaj.g_01421	Praw.g_00364
OG0000825	Syaj.g_01422	Praw.g_00365
OG0000826	Syaj.g_01423	Praw.g_00366
OG0000827	Syaj.g_01424	Praw.g_00367
OG0000828	Syaj.g_01427	Praw.g_00371
OG0000829	Syaj.g_01428	Praw.g_00372
OG0000830	Syaj.g_01429	Praw.g_00373
OG0000831	Syaj.g_01431	Praw.g_00375
OG0000832	Syaj.g_01635	Praw.g_00381
OG0000833	Syaj.g_01647	Praw.g_00389
OG0000834	Syaj.g_01649	Praw.g_00390
OG0000835	Syaj.g_01650	Praw.g_00391
OG0000836	Syaj.g_01654	Praw.g_00392
OG0000837	Syaj.g_01661	Praw.g_00393
OG0000838	Syaj.g_01665	Praw.g_00395
OG0000839	Syaj.g_01666	Praw.g_00396
OG0000840	Syaj.g_01667	Praw.g_00397
OG0000841	Syaj.g_01668	Praw.g_00398
OG0000842	Syaj.g_01669	Praw.g_00399
OG0000843	Syaj.g_01670	Praw.g_00400
OG0000844	Syaj.g_01680	Praw.g_00401
OG0000845	Syaj.g_01681	Praw.g_00402
OG0000846	Syaj.g_01682	Praw.g_00403
OG0000847	Syaj.g_01683	Praw.g_00404
OG0000848	Syaj.g_01685	Praw.g_00405
OG0000849	Syaj.g_01686	Praw.g_00406
OG0000850	Syaj.g_01689	Praw.g_00408
OG0000851	Syaj.g_01694	Praw.g_00409
OG0000852	Syaj.g_01695	Praw.g_00410
OG0000853	Syaj.g_01699	Praw.g_00414
OG0000854	Syaj.g_01701	Praw.g_00416
OG0000855	Syaj.g_01702	Praw.g_00417
OG0000856	Syaj.g_01296	Praw.g_00430
OG0000857	Syaj.g_01005	Praw.g_00458
OG0000858	Syaj.g_01708	Praw.g_00509
OG0000859	Syaj.g_01709	Praw.g_00510
OG0000860	Syaj.g_01723	Praw.g_00517
OG0000861	Syaj.g_01724	Praw.g_00518
OG0000862	Syaj.g_01725	Praw.g_00519
OG0000863	Syaj.g_01728	Praw.g_00521
OG0000864	Syaj.g_01729	Praw.g_00522
OG0000865	Syaj.g_01730	Praw.g_00523
OG0000866	Syaj.g_01731	Praw.g_00524
OG0000867	Syaj.g_01732	Praw.g_00525
OG0000868	Syaj.g_01734	Praw.g_00526
OG0000869	Syaj.g_01742	Praw.g_00530
OG0000870	Syaj.g_01747	Praw.g_00535
OG0000871	Syaj.g_01748	Praw.g_00536
OG0000872	Syaj.g_01756	Praw.g_00537
OG0000873	Syaj.g_01759	Praw.g_00540
OG0000874	Syaj.g_01754	Praw.g_00543
OG0000875	Syaj.g_01762	Praw.g_00544
OG0000876	Syaj.g_02084	Praw.g_00545
OG0000877	Syaj.g_01586	Praw.g_00547
OG0000878	Syaj.g_01587	Praw.g_00548
OG0000879	Syaj.g_01588	Praw.g_00549
OG0000880	Syaj.g_01589	Praw.g_00550
OG0000881	Syaj.g_01595	Praw.g_00554
OG0000882	Syaj.g_01599	Praw.g_00559
OG0000883	Syaj.g_01601	Praw.g_00561
OG0000884	Syaj.g_01603	Praw.g_00563
OG0000885	Syaj.g_01604	Praw.g_00564
OG0000886	Syaj.g_01605	Praw.g_00565
OG0000887	Syaj.g_01606	Praw.g_00566
OG0000888	Syaj.g_01608	Praw.g_00568
OG0000889	Syaj.g_01610	Praw.g_00570
OG0000890	Syaj.g_01615	Praw.g_00571
OG0000891	Syaj.g_01616	Praw.g_00572
OG0000892	Syaj.g_01620	Praw.g_01921
OG0000893	Syaj.g_02636	Praw.g_01917
OG0000894	Syaj.g_02639	Praw.g_01915
OG0000895	Syaj.g_02643	Praw.g_01912
OG0000896	Syaj.g_02644	Praw.g_01911
OG0000897	Syaj.g_02646	Praw.g_01909
OG0000898	Syaj.g_02647	Praw.g_01908
OG0000899	Syaj.g_02648	Praw.g_01907
OG0000900	Syaj.g_02649	Praw.g_01906
OG0000901	Syaj.g_02654	Praw.g_01903
OG0000902	Syaj.g_02656	Praw.g_01901
OG0000903	Syaj.g_02689	Praw.g_01898
OG0000904	Syaj.g_02684	Praw.g_01896
OG0000905	Syaj.g_02678	Praw.g_01892
OG0000906	Syaj.g_02676	Praw.g_01891
OG0000907	Syaj.g_02692	Praw.g_00138
OG0000908	Syaj.g_02695	Praw.g_00135
OG0000909	Syaj.g_02696	Praw.g_00134
OG0000910	Syaj.g_02697	Praw.g_00133
OG0000911	Syaj.g_02699	Praw.g_00131
OG0000912	Syaj.g_02700	Praw.g_00130
OG0000913	Syaj.g_02701	Praw.g_00129
OG0000914	Syaj.g_02702	Praw.g_00128
OG0000915	Syaj.g_02704	Praw.g_00127
OG0000916	Syaj.g_02705	Praw.g_00126
OG0000917	Syaj.g_02706	Praw.g_00125
OG0000918	Syaj.g_02707	Praw.g_00124
OG0000919	Syaj.g_02708	Praw.g_00123
OG0000920	Syaj.g_02709	Praw.g_00122
OG0000921	Syaj.g_02710	Praw.g_00121
OG0000922	Syaj.g_02711	Praw.g_00120
OG0000923	Syaj.g_02715	Praw.g_00116
OG0000924	Syaj.g_02716	Praw.g_00115
OG0000925	Syaj.g_02717	Praw.g_00114
OG0000926	Syaj.g_02718	Praw.g_00113
OG0000927	Syaj.g_02720	Praw.g_00111
OG0000928	Syaj.g_02721	Praw.g_00110
OG0000929	Syaj.g_02722	Praw.g_00109
OG0000930	Syaj.g_02723	Praw.g_00108
OG0000931	Syaj.g_02724	Praw.g_00107
OG0000932	Syaj.g_02725	Praw.g_00106
OG0000933	Syaj.g_02731	Praw.g_00102
OG0000934	Syaj.g_02733	Praw.g_00100
OG0000935	Syaj.g_02734	Praw.g_00099
OG0000936	Syaj.g_02735	Praw.g_00098
OG0000937	Syaj.g_02736	Praw.g_00097
OG0000938	Syaj.g_02739	Praw.g_00095
OG0000939	Syaj.g_02740	Praw.g_00094
OG0000940	Syaj.g_02747	Praw.g_00087
OG0000941	Syaj.g_02749	Praw.g_00085
OG0000942	Syaj.g_02751	Praw.g_00083
OG0000943	Syaj.g_02752	Praw.g_00082
OG0000944	Syaj.g_02754	Praw.g_00081
OG0000945	Syaj.g_02756	Praw.g_00080
OG0000946	Syaj.g_02761	Praw.g_00076
OG0000947	Syaj.g_02764	Praw.g_00074
OG0000948	Syaj.g_02765	Praw.g_00073
OG0000949	Syaj.g_02474	Praw.g_00070
OG0000950	Syaj.g_02459	Praw.g_00065
OG0000951	Syaj.g_02452	Praw.g_00061
OG0000952	Syaj.g_02446	Praw.g_00057
OG0000953	Syaj.g_02442	Praw.g_00054
OG0000954	Syaj.g_02435	Praw.g_00050
OG0000955	Syaj.g_02434	Praw.g_00049
OG0000956	Syaj.g_02432	Praw.g_00047
OG0000957	Syaj.g_02419	Praw.g_00041
OG0000958	Syaj.g_02418	Praw.g_00040
OG0000959	Syaj.g_02413	Praw.g_00036
OG0000960	Syaj.g_02412	Praw.g_00035
OG0000961	Syaj.g_02402	Praw.g_00033
OG0000962	Syaj.g_02398	Praw.g_00031
OG0000963	Syaj.g_02393	Praw.g_00027
OG0000964	Syaj.g_02392	Praw.g_00026
OG0000965	Syaj.g_02391	Praw.g_00025
OG0000966	Syaj.g_02370	Praw.g_00018
OG0000967	Syaj.g_02334	Praw.g_00014
OG0000968	Syaj.g_02363	Praw.g_00012
OG0000969	Syaj.g_02338	Praw.g_00011
OG0000970	Syaj.g_02337	Praw.g_00010
OG0000971	Syaj.g_02331	Praw.g_00009
OG0000972	Syaj.g_02330	Praw.g_00008
OG0000973	Syaj.g_02329	Praw.g_00007
OG0000974	Syaj.g_02328	Praw.g_00006
OG0000975	Syaj.g_02327	Praw.g_00005
OG0000976	Syaj.g_02326	Praw.g_00004
OG0000977	Syaj.g_02324	Praw.g_00003
OG0000978	Syaj.g_02322	Praw.g_00002
OG0000979	Syaj.g_02319	Praw.g_01192
OG0000980	Syaj.g_02316	Praw.g_01190
OG0000981	Syaj.g_02313	Praw.g_01188
OG0000982	Syaj.g_02112	Praw.g_01186
OG0000983	Syaj.g_02113	Praw.g_01185
OG0000984	Syaj.g_02114	Praw.g_01184
OG0000985	Syaj.g_02116	Praw.g_01181
OG0000986	Syaj.g_02123	Praw.g_01179
OG0000987	Syaj.g_02125	Praw.g_01178
OG0000988	Syaj.g_02131	Praw.g_01175
OG0000989	Syaj.g_02142	Praw.g_01171
OG0000990	Syaj.g_02165	Praw.g_01168
OG0000991	Syaj.g_02168	Praw.g_01167
OG0000992	Syaj.g_02171	Praw.g_01165
OG0000993	Syaj.g_02173	Praw.g_01164
OG0000994	Syaj.g_02177	Praw.g_01163
OG0000995	Syaj.g_02182	Praw.g_01159
OG0000996	Syaj.g_02221	Praw.g_01158
OG0000997	Syaj.g_02228	Praw.g_01157
OG0000998	Syaj.g_02230	Praw.g_01155
OG0000999	Syaj.g_02231	Praw.g_01154
OG0001000	Syaj.g_02236	Praw.g_01151
OG0001001	Syaj.g_02241	Praw.g_01149
OG0001002	Syaj.g_02248	Praw.g_01145
OG0001003	Syaj.g_02250	Praw.g_01144
OG0001004	Syaj.g_02251	Praw.g_01143
OG0001005	Syaj.g_02252	Praw.g_01142
OG0001006	Syaj.g_02260	Praw.g_01138
OG0001007	Syaj.g_02262	Praw.g_01136
OG0001008	Syaj.g_01554	Praw.g_00710
OG0001009	Syaj.g_02294	Praw.g_01401
OG0001010	Syaj.g_02295	Praw.g_01400
OG0001011	Syaj.g_02296	Praw.g_01399
OG0001012	Syaj.g_02108	Praw.g_01385
OG0001014	Syaj.g_02083	Praw.g_01377
OG0001015	Syaj.g_02082	Praw.g_01376
OG0001016	Syaj.g_01824	Praw.g_01361
OG0001017	Syaj.g_01830	Praw.g_01357
OG0001018	Syaj.g_01832	Praw.g_01354
OG0001019	Syaj.g_01849	Praw.g_01345
OG0001020	Syaj.g_01862	Praw.g_01344
OG0001021	Syaj.g_01867	Praw.g_01343
OG0001022	Syaj.g_01872	Praw.g_01341
OG0001023	Syaj.g_01873	Praw.g_01340
OG0001024	Syaj.g_01877	Praw.g_01337
OG0001025	Syaj.g_01884	Praw.g_01331
OG0001026	Syaj.g_01897	Praw.g_01324
OG0001027	Syaj.g_01903	Praw.g_01323
OG0001028	Syaj.g_01905	Praw.g_01321
OG0001029	Syaj.g_01907	Praw.g_01320
OG0001030	Syaj.g_01933	Praw.g_01305
OG0001031	Syaj.g_02012	Praw.g_01249
OG0001032	Syaj.g_02015	Praw.g_01248
OG0001033	Syaj.g_02044	Praw.g_01227
OG0001034	Syaj.g_02875	Praw.g_01199
OG0001035	Syaj.g_02603	Praw.g_00879
OG0001036	Syaj.g_02599	Praw.g_00875
OG0001037	Syaj.g_02597	Praw.g_00874
OG0001038	Syaj.g_02567	Praw.g_00856
OG0001039	Syaj.g_02564	Praw.g_00853
OG0001040	Syaj.g_02561	Praw.g_00851
OG0001041	Syaj.g_02556	Praw.g_00847
OG0001042	Syaj.g_02527	Praw.g_00830
OG0001043	Syaj.g_02523	Praw.g_00829
OG0001044	Syaj.g_02804	Praw.g_00797
OG0001045	Syaj.g_02817	Praw.g_00789
OG0001046	Syaj.g_00851	Praw.g_00754
OG0001047	Syaj.g_01552	Praw.g_00708
OG0001048	Syaj.g_01551	Praw.g_00707
OG0001049	Syaj.g_01548	Praw.g_00705
OG0001050	Syaj.g_01547	Praw.g_00704
OG0001051	Syaj.g_01546	Praw.g_00703
OG0001052	Syaj.g_01448	Praw.g_00676
OG0001053	Syaj.g_00075	Praw.g_00665
OG0001054	Syaj.g_00092	Praw.g_00650
OG0001055	Syaj.g_00113	Praw.g_00631
OG0001056	Syaj.g_00149	Praw.g_00612
OG0001057	Syaj.g_00160	Praw.g_00607
OG0001058	Syaj.g_00183	Praw.g_00599
OG0001059	Syaj.g_00187	Praw.g_00595
OG0001060	Syaj.g_00193	Praw.g_00588
OG0001061	Syaj.g_00214	Praw.g_00575
OG0001062	Syaj.g_00216	Praw.g_01923
OG0001063	Syaj.g_00222	Praw.g_01925
OG0001064	Syaj.g_00223	Praw.g_01926
OG0001065	Syaj.g_00224	Praw.g_01927
OG0001066	Syaj.g_00225	Praw.g_01928
OG0001067	Syaj.g_00226	Praw.g_01929
OG0001068	Syaj.g_00227	Praw.g_01930
OG0001069	Syaj.g_00228	Praw.g_01931
OG0001070	Syaj.g_00231	Praw.g_01934
OG0001071	Syaj.g_00232	Praw.g_01935
OG0001073	Syaj.g_00254	Praw.g_00140
OG0001074	Syaj.g_01327	Praw.g_00151
OG0001075	Syaj.g_01325	Praw.g_00152
OG0001076	Syaj.g_01305	Praw.g_00160
OG0001077	Syaj.g_01294	Praw.g_00164
OG0001078	Syaj.g_01282	Praw.g_01886
OG0001079	Syaj.g_01269	Praw.g_01875
OG0001080	Syaj.g_01135	Praw.g_01869
OG0001081	Syaj.g_00699	Praw.g_01867
OG0001082	Syaj.g_00700	Praw.g_01866
OG0001083	Syaj.g_00709	Praw.g_01861
OG0001084	Syaj.g_00711	Praw.g_01860
OG0001085	Syaj.g_00721	Praw.g_01852
OG0001086	Syaj.g_00723	Praw.g_01851
OG0001087	Syaj.g_00498	Praw.g_01834
OG0001088	Syaj.g_00494	Praw.g_01833
OG0001089	Syaj.g_00439	Praw.g_01825
OG0001090	Syaj.g_00959	Praw.g_01808
OG0001091	Syaj.g_00957	Praw.g_01806
OG0001092	Syaj.g_00954	Praw.g_01805
OG0001093	Syaj.g_00948	Praw.g_01800
OG0001094	Syaj.g_01032	Praw.g_01703
OG0001095	Syaj.g_01008	Praw.g_01684
OG0001096	Syaj.g_00988	Praw.g_01671
OG0001097	Syaj.g_00371	Praw.g_01654
OG0001098	Syaj.g_01132	Praw.g_01639
OG0001099	Syaj.g_01906	Praw.g_01608
OG0001100	Syaj.g_00732	Praw.g_01604
OG0001101	Syaj.g_00734	Praw.g_01602
OG0001102	Syaj.g_00737	Praw.g_01600
OG0001103	Syaj.g_00740	Praw.g_01598
OG0001104	Syaj.g_01050	Praw.g_01576
OG0001105	Syaj.g_01046	Praw.g_01572
OG0001106	Syaj.g_00912	Praw.g_01548
OG0001107	Syaj.g_00900	Praw.g_01541
OG0001108	Syaj.g_00870	Praw.g_01537
OG0001109	Syaj.g_00868	Praw.g_01536
OG0001110	Syaj.g_00866	Praw.g_01534
OG0001111	Syaj.g_00864	Praw.g_01533
OG0001112	Syaj.g_00862	Praw.g_01532
OG0001113	Syaj.g_00861	Praw.g_01531
OG0001114	Syaj.g_00860	Praw.g_01530
OG0001115	Syaj.g_00856	Praw.g_01528
OG0001116	Syaj.g_00854	Praw.g_01527
OG0001117	Syaj.g_00853	Praw.g_01526
OG0001118	Syaj.g_00852	Praw.g_01525
OG0001119	Syaj.g_00850	Praw.g_01524
OG0001120	Syaj.g_00846	Praw.g_01522
OG0001121	Syaj.g_00630	Praw.g_00199, Praw.g_01519
OG0001122	Syaj.g_00817	Praw.g_01495
