Orthogroup	Syaj	Prai
OG0000563	Syaj.g_00191	Prai.g_00585
OG0000564	Syaj.g_00192	Prai.g_00586
OG0000565	Syaj.g_00195	Prai.g_00589
OG0000566	Syaj.g_00199	Prai.g_00592
OG0000567	Syaj.g_00203	Prai.g_00596
OG0000568	Syaj.g_00207	Prai.g_00597
OG0000569	Syaj.g_00208	Prai.g_00598
OG0000570	Syaj.g_00209	Prai.g_00599
OG0000571	Syaj.g_00213	Prai.g_00601
OG0000572	Syaj.g_00230	Prai.g_00614
OG0000573	Syaj.g_00238	Prai.g_00620
OG0000574	Syaj.g_00242	Prai.g_00621
OG0000575	Syaj.g_00247	Prai.g_00625
OG0000576	Syaj.g_00249	Prai.g_00627
OG0000577	Syaj.g_00250	Prai.g_00628
OG0000578	Syaj.g_00251	Prai.g_00629
OG0000579	Syaj.g_00252	Prai.g_00630
OG0000580	Syaj.g_00253	Prai.g_00631
OG0000581	Syaj.g_00261	Prai.g_00633
OG0000582	Syaj.g_01338	Prai.g_00636
OG0000583	Syaj.g_01337	Prai.g_00637
OG0000584	Syaj.g_01336	Prai.g_00638
OG0000585	Syaj.g_01334	Prai.g_00640
OG0000586	Syaj.g_01333	Prai.g_00641
OG0000587	Syaj.g_01331	Prai.g_00642
OG0000588	Syaj.g_01313	Prai.g_00646
OG0000589	Syaj.g_01308	Prai.g_00650
OG0000590	Syaj.g_01307	Prai.g_00651
OG0000591	Syaj.g_01299	Prai.g_00654
OG0000592	Syaj.g_01298	Prai.g_00655
OG0000593	Syaj.g_01287	Prai.g_00661
OG0000594	Syaj.g_01286	Prai.g_00662
OG0000595	Syaj.g_01285	Prai.g_00663
OG0000596	Syaj.g_01280	Prai.g_00667
OG0000597	Syaj.g_01277	Prai.g_00669
OG0000598	Syaj.g_01276	Prai.g_00670
OG0000599	Syaj.g_01273	Prai.g_00673
OG0000600	Syaj.g_01272	Prai.g_00674
OG0000601	Syaj.g_01271	Prai.g_00675
OG0000602	Syaj.g_01266	Prai.g_00677
OG0000603	Syaj.g_01265	Prai.g_00678
OG0000604	Syaj.g_01262	Prai.g_00679
OG0000605	Syaj.g_01153	Prai.g_00680
OG0000606	Syaj.g_00698	Prai.g_00683
OG0000607	Syaj.g_00702	Prai.g_00686
OG0000608	Syaj.g_00703	Prai.g_00687
OG0000609	Syaj.g_00705	Prai.g_00688
OG0000610	Syaj.g_00714	Prai.g_00693
OG0000611	Syaj.g_00717	Prai.g_00696
OG0000612	Syaj.g_00718	Prai.g_00697
OG0000613	Syaj.g_02500	Prai.g_00702
OG0000614	Syaj.g_00480	Prai.g_00721
OG0000615	Syaj.g_01065	Prai.g_00729
OG0000616	Syaj.g_02245	Prai.g_00732
OG0000617	Syaj.g_00952	Prai.g_00754
OG0000618	Syaj.g_00951	Prai.g_00755
OG0000619	Syaj.g_00950	Prai.g_00756
OG0000620	Syaj.g_00945	Prai.g_00759
OG0000621	Syaj.g_00944	Prai.g_00760
OG0000622	Syaj.g_00943	Prai.g_00761
OG0000623	Syaj.g_00942	Prai.g_00762
OG0000624	Syaj.g_00940	Prai.g_00763
OG0000625	Syaj.g_00939	Prai.g_00764
OG0000626	Syaj.g_00938	Prai.g_00765
OG0000627	Syaj.g_00765	Prai.g_00766
OG0000628	Syaj.g_00766	Prai.g_00767
OG0000629	Syaj.g_00769	Prai.g_00768
OG0000630	Syaj.g_00773	Prai.g_00771
OG0000631	Syaj.g_00786	Prai.g_00857
OG0000632	Syaj.g_00787	Prai.g_00856
OG0000633	Syaj.g_00789	Prai.g_00855
OG0000634	Syaj.g_01030	Prai.g_00852
OG0000635	Syaj.g_01029	Prai.g_00851
OG0000636	Syaj.g_01024	Prai.g_00849
OG0000637	Syaj.g_01022	Prai.g_00847
OG0000638	Syaj.g_01021	Prai.g_00846
OG0000639	Syaj.g_01020	Prai.g_00845
OG0000640	Syaj.g_01019	Prai.g_00844
OG0000641	Syaj.g_01015	Prai.g_00839
OG0000642	Syaj.g_01014	Prai.g_00838
OG0000643	Syaj.g_01012	Prai.g_00837
OG0000644	Syaj.g_01011	Prai.g_00836
OG0000645	Syaj.g_01009	Prai.g_00835
OG0000646	Syaj.g_01006	Prai.g_00833
OG0000647	Syaj.g_01004	Prai.g_00832
OG0000648	Syaj.g_01001	Prai.g_00830
OG0000649	Syaj.g_01000	Prai.g_00829
OG0000650	Syaj.g_00999	Prai.g_00828
OG0000651	Syaj.g_00998	Prai.g_00827
OG0000652	Syaj.g_00997	Prai.g_00826
OG0000653	Syaj.g_00991	Prai.g_00824
OG0000654	Syaj.g_00990	Prai.g_00823
OG0000655	Syaj.g_00989	Prai.g_00822
OG0000656	Syaj.g_00986	Prai.g_00819
OG0000657	Syaj.g_00382	Prai.g_00811
OG0000658	Syaj.g_00379	Prai.g_00810
OG0000659	Syaj.g_00378	Prai.g_00809
OG0000660	Syaj.g_00374	Prai.g_00805
OG0000661	Syaj.g_00372	Prai.g_00803
OG0000662	Syaj.g_00370	Prai.g_00801
OG0000663	Syaj.g_00367	Prai.g_00799
OG0000664	Syaj.g_00358	Prai.g_00798
OG0000665	Syaj.g_01243	Prai.g_00794
OG0000666	Syaj.g_01154	Prai.g_00793
OG0000667	Syaj.g_02661	Prai.g_00789
OG0000668	Syaj.g_00816	Prai.g_01060
OG0000669	Syaj.g_00730	Prai.g_01054
OG0000670	Syaj.g_00733	Prai.g_01052
OG0000671	Syaj.g_00735	Prai.g_01050
OG0000672	Syaj.g_00739	Prai.g_01048
OG0000673	Syaj.g_00742	Prai.g_01045
OG0000674	Syaj.g_00744	Prai.g_01043
OG0000675	Syaj.g_00757	Prai.g_01042
OG0000676	Syaj.g_00759	Prai.g_01040
OG0000677	Syaj.g_00760	Prai.g_01039
OG0000678	Syaj.g_01075	Prai.g_01037
OG0000679	Syaj.g_01061	Prai.g_01033
OG0000680	Syaj.g_01060	Prai.g_01032
OG0000681	Syaj.g_01057	Prai.g_01030
OG0000682	Syaj.g_01056	Prai.g_01029
OG0000683	Syaj.g_01055	Prai.g_01028
OG0000684	Syaj.g_01051	Prai.g_01027
OG0000685	Syaj.g_01049	Prai.g_01025
OG0000686	Syaj.g_01048	Prai.g_01024
OG0000687	Syaj.g_01047	Prai.g_01023
OG0000688	Syaj.g_01041	Prai.g_01020
OG0000689	Syaj.g_01039	Prai.g_01019
OG0000690	Syaj.g_01038	Prai.g_01018
OG0000691	Syaj.g_01037	Prai.g_01017
OG0000692	Syaj.g_01036	Prai.g_01015
OG0000693	Syaj.g_01034	Prai.g_01014
OG0000694	Syaj.g_01033	Prai.g_01013
OG0000695	Syaj.g_00791	Prai.g_01011
OG0000696	Syaj.g_00792	Prai.g_01010
OG0000697	Syaj.g_00932	Prai.g_01009
OG0000698	Syaj.g_00929	Prai.g_01006
OG0000699	Syaj.g_00928	Prai.g_01005
OG0000700	Syaj.g_00927	Prai.g_01004
OG0000701	Syaj.g_00926	Prai.g_01003
OG0000702	Syaj.g_00916	Prai.g_01001
OG0000703	Syaj.g_00915	Prai.g_01000
OG0000704	Syaj.g_00913	Prai.g_00999
OG0000705	Syaj.g_00906	Prai.g_00995
OG0000706	Syaj.g_00905	Prai.g_00994
OG0000707	Syaj.g_00904	Prai.g_00993
OG0000708	Syaj.g_00901	Prai.g_00992
OG0000709	Syaj.g_00872	Prai.g_00988
OG0000710	Syaj.g_00867	Prai.g_00985
OG0000711	Syaj.g_00839	Prai.g_00968
OG0000712	Syaj.g_00837	Prai.g_00966
OG0000713	Syaj.g_00836	Prai.g_00965
OG0000714	Syaj.g_00834	Prai.g_00964
OG0000715	Syaj.g_00832	Prai.g_00962
OG0000716	Syaj.g_00825	Prai.g_00960
OG0000717	Syaj.g_00824	Prai.g_00959
OG0000718	Syaj.g_00820	Prai.g_00948
OG0000719	Syaj.g_00818	Prai.g_00946
OG0000720	Syaj.g_00805	Prai.g_00938
OG0000721	Syaj.g_00803	Prai.g_00936
OG0000722	Syaj.g_00802	Prai.g_00935
OG0000723	Syaj.g_00934	Prai.g_00932
OG0000724	Syaj.g_00421	Prai.g_00923
OG0000725	Syaj.g_00430	Prai.g_00917
OG0000726	Syaj.g_00431	Prai.g_00916
OG0000727	Syaj.g_00432	Prai.g_00915
OG0000728	Syaj.g_00434	Prai.g_00913
OG0000729	Syaj.g_02397	Prai.g_01109
OG0000730	Syaj.g_02802	Prai.g_01113
OG0000731	Syaj.g_02814	Prai.g_01117
OG0000732	Syaj.g_02315	Prai.g_01126
OG0000733	Syaj.g_02151	Prai.g_01144
OG0000734	Syaj.g_01895	Prai.g_01157
OG0000735	Syaj.g_00286	Prai.g_01159
OG0000736	Syaj.g_00287	Prai.g_01160
OG0000737	Syaj.g_00288	Prai.g_01161
OG0000738	Syaj.g_00293	Prai.g_01165
OG0000739	Syaj.g_00295	Prai.g_01166
OG0000740	Syaj.g_00296	Prai.g_01167
OG0000741	Syaj.g_00299	Prai.g_01168
OG0000742	Syaj.g_00301	Prai.g_01170
OG0000743	Syaj.g_00303	Prai.g_01172
OG0000744	Syaj.g_00304	Prai.g_01173
OG0000745	Syaj.g_00306	Prai.g_01174
OG0000746	Syaj.g_00308	Prai.g_01176
OG0000747	Syaj.g_00309	Prai.g_01177
OG0000748	Syaj.g_00319	Prai.g_01180
OG0000749	Syaj.g_00322	Prai.g_01181
OG0000750	Syaj.g_00323	Prai.g_01182
OG0000751	Syaj.g_00331	Prai.g_01184
OG0000752	Syaj.g_00333	Prai.g_01186
OG0000753	Syaj.g_00336	Prai.g_01189
OG0000754	Syaj.g_00643	Prai.g_01192
OG0000755	Syaj.g_00631	Prai.g_01196
OG0000756	Syaj.g_00625	Prai.g_01197
OG0000757	Syaj.g_00614	Prai.g_01204
OG0000758	Syaj.g_00613	Prai.g_01205
OG0000759	Syaj.g_00612	Prai.g_01206
OG0000760	Syaj.g_00611	Prai.g_01207
OG0000761	Syaj.g_00609	Prai.g_01208
OG0000762	Syaj.g_00603	Prai.g_01209
OG0000763	Syaj.g_00597	Prai.g_01211
OG0000764	Syaj.g_00596	Prai.g_01212
OG0000765	Syaj.g_00577	Prai.g_01221
OG0000766	Syaj.g_00576	Prai.g_01222
OG0000767	Syaj.g_00574	Prai.g_01224
OG0000768	Syaj.g_00573	Prai.g_01225
OG0000769	Syaj.g_00571	Prai.g_01227
OG0000770	Syaj.g_00567	Prai.g_01229
OG0000771	Syaj.g_00415	Prai.g_01238
OG0000772	Syaj.g_01208	Prai.g_01310
OG0000773	Syaj.g_00280	Prai.g_01325
OG0000774	Syaj.g_01502	Prai.g_01327
OG0000775	Syaj.g_01504	Prai.g_01330
OG0000776	Syaj.g_01505	Prai.g_01331
OG0000777	Syaj.g_01506	Prai.g_01332
OG0000778	Syaj.g_01507	Prai.g_01333
OG0000779	Syaj.g_01513	Prai.g_01337
OG0000780	Syaj.g_01517	Prai.g_01338
OG0000781	Syaj.g_01521	Prai.g_01341
OG0000782	Syaj.g_01522	Prai.g_01342
OG0000783	Syaj.g_01524	Prai.g_01343
OG0000784	Syaj.g_01525	Prai.g_01344
OG0000785	Syaj.g_01526	Prai.g_01346
OG0000786	Syaj.g_00265	Prai.g_01348
OG0000787	Syaj.g_00264	Prai.g_01349
OG0000788	Syaj.g_01270	Prai.g_01358
OG0000789	Syaj.g_01121	Prai.g_01360
OG0000790	Syaj.g_00054	Prai.g_01375
OG0000791	Syaj.g_00053	Prai.g_01377
OG0000792	Syaj.g_00052	Prai.g_01378
OG0000793	Syaj.g_00047	Prai.g_01381
OG0000794	Syaj.g_00046	Prai.g_01382
OG0000795	Syaj.g_00045	Prai.g_01383
OG0000796	Syaj.g_00039	Prai.g_01387
OG0000797	Syaj.g_00038	Prai.g_01388
OG0000799	Syaj.g_01352	Prai.g_01445
OG0000800	Syaj.g_01354	Prai.g_01446
OG0000801	Syaj.g_01355	Prai.g_01447
OG0000802	Syaj.g_01359	Prai.g_01449
OG0000803	Syaj.g_01363	Prai.g_01451
OG0000804	Syaj.g_01366	Prai.g_01452
OG0000805	Syaj.g_01369	Prai.g_01454
OG0000806	Syaj.g_01370	Prai.g_01456
OG0000807	Syaj.g_01372	Prai.g_01457
OG0000808	Syaj.g_01373	Prai.g_01458
OG0000809	Syaj.g_01376	Prai.g_01461
OG0000810	Syaj.g_01377	Prai.g_01462
OG0000811	Syaj.g_01385	Prai.g_01466
OG0000812	Syaj.g_01387	Prai.g_01468
OG0000813	Syaj.g_01388	Prai.g_01469
OG0000814	Syaj.g_01390	Prai.g_01471
OG0000815	Syaj.g_01391	Prai.g_01472
OG0000816	Syaj.g_01392	Prai.g_01474
OG0000817	Syaj.g_01393	Prai.g_01475
OG0000818	Syaj.g_01399	Prai.g_01480
OG0000819	Syaj.g_01400	Prai.g_01481
OG0000820	Syaj.g_01401	Prai.g_01482
OG0000821	Syaj.g_01412	Prai.g_01485
OG0000822	Syaj.g_01414	Prai.g_01486
OG0000823	Syaj.g_01415	Prai.g_01487
OG0000824	Syaj.g_01421	Prai.g_01490
OG0000825	Syaj.g_01422	Prai.g_01491
OG0000826	Syaj.g_01423	Prai.g_01492
OG0000827	Syaj.g_01424	Prai.g_01493
OG0000828	Syaj.g_01427	Prai.g_01496
OG0000829	Syaj.g_01428	Prai.g_01497
OG0000830	Syaj.g_01429	Prai.g_01498
OG0000831	Syaj.g_01431	Prai.g_01500
OG0000832	Syaj.g_01635	Prai.g_01505
OG0000833	Syaj.g_01647	Prai.g_01514
OG0000834	Syaj.g_01649	Prai.g_01515
OG0000835	Syaj.g_01650	Prai.g_01516
OG0000836	Syaj.g_01654	Prai.g_01517
OG0000837	Syaj.g_01661	Prai.g_01518
OG0000838	Syaj.g_01665	Prai.g_01520
OG0000839	Syaj.g_01666	Prai.g_01521
OG0000840	Syaj.g_01667	Prai.g_01522
OG0000841	Syaj.g_01668	Prai.g_01523
OG0000842	Syaj.g_01669	Prai.g_01524
OG0000843	Syaj.g_01670	Prai.g_01525
OG0000844	Syaj.g_01680	Prai.g_01526
OG0000845	Syaj.g_01681	Prai.g_01527
OG0000846	Syaj.g_01682	Prai.g_01528
OG0000847	Syaj.g_01683	Prai.g_01529
OG0000848	Syaj.g_01685	Prai.g_01530
OG0000849	Syaj.g_01686	Prai.g_01531
OG0000850	Syaj.g_01689	Prai.g_01533
OG0000851	Syaj.g_01694	Prai.g_01534
OG0000852	Syaj.g_01695	Prai.g_01535
OG0000853	Syaj.g_01699	Prai.g_01539
OG0000854	Syaj.g_01701	Prai.g_01541
OG0000855	Syaj.g_01702	Prai.g_01542
OG0000856	Syaj.g_01296	Prai.g_01558
OG0000857	Syaj.g_01005	Prai.g_01597
OG0000858	Syaj.g_01708	Prai.g_01632
OG0000859	Syaj.g_01709	Prai.g_01633
OG0000860	Syaj.g_01723	Prai.g_01640
OG0000861	Syaj.g_01724	Prai.g_01641
OG0000862	Syaj.g_01725	Prai.g_01642
OG0000863	Syaj.g_01728	Prai.g_01644
OG0000864	Syaj.g_01729	Prai.g_01645
OG0000865	Syaj.g_01730	Prai.g_01646
OG0000866	Syaj.g_01731	Prai.g_01647
OG0000867	Syaj.g_01732	Prai.g_01648
OG0000868	Syaj.g_01734	Prai.g_01649
OG0000869	Syaj.g_01742	Prai.g_01653
OG0000870	Syaj.g_01747	Prai.g_01658
OG0000871	Syaj.g_01748	Prai.g_01659
OG0000872	Syaj.g_01756	Prai.g_01660
OG0000873	Syaj.g_01759	Prai.g_01663
OG0000874	Syaj.g_01754	Prai.g_01666
OG0000875	Syaj.g_01762	Prai.g_01667
OG0000876	Syaj.g_02084	Prai.g_01668
OG0000877	Syaj.g_01586	Prai.g_01670
OG0000878	Syaj.g_01587	Prai.g_01671
OG0000879	Syaj.g_01588	Prai.g_01672
OG0000880	Syaj.g_01589	Prai.g_01673
OG0000881	Syaj.g_01595	Prai.g_01677
OG0000882	Syaj.g_01599	Prai.g_01682
OG0000883	Syaj.g_01601	Prai.g_01683
OG0000884	Syaj.g_01603	Prai.g_01685
OG0000885	Syaj.g_01604	Prai.g_01686
OG0000886	Syaj.g_01605	Prai.g_01687
OG0000887	Syaj.g_01606	Prai.g_01688
OG0000888	Syaj.g_01608	Prai.g_01690
OG0000889	Syaj.g_01610	Prai.g_01692
OG0000890	Syaj.g_01615	Prai.g_01693
OG0000891	Syaj.g_01616	Prai.g_01694
OG0000892	Syaj.g_01620	Prai.g_01696
OG0000893	Syaj.g_02636	Prai.g_01701
OG0000894	Syaj.g_02639	Prai.g_01703
OG0000895	Syaj.g_02643	Prai.g_01706
OG0000896	Syaj.g_02644	Prai.g_01707
OG0000897	Syaj.g_02646	Prai.g_01709
OG0000898	Syaj.g_02647	Prai.g_01710
OG0000899	Syaj.g_02648	Prai.g_01711
OG0000900	Syaj.g_02649	Prai.g_01712
OG0000901	Syaj.g_02654	Prai.g_01715
OG0000902	Syaj.g_02656	Prai.g_01717
OG0000903	Syaj.g_02689	Prai.g_01720
OG0000904	Syaj.g_02684	Prai.g_01722
OG0000905	Syaj.g_02678	Prai.g_01727
OG0000906	Syaj.g_02676	Prai.g_01728
OG0000907	Syaj.g_02692	Prai.g_01734
OG0000908	Syaj.g_02695	Prai.g_01737
OG0000909	Syaj.g_02696	Prai.g_01738
OG0000910	Syaj.g_02697	Prai.g_01739
OG0000911	Syaj.g_02699	Prai.g_01741
OG0000912	Syaj.g_02700	Prai.g_01742
OG0000913	Syaj.g_02701	Prai.g_01743
OG0000914	Syaj.g_02702	Prai.g_01744
OG0000915	Syaj.g_02704	Prai.g_01746
OG0000916	Syaj.g_02705	Prai.g_01747
OG0000917	Syaj.g_02706	Prai.g_01748
OG0000918	Syaj.g_02707	Prai.g_01749
OG0000919	Syaj.g_02708	Prai.g_01750
OG0000920	Syaj.g_02709	Prai.g_01751
OG0000921	Syaj.g_02710	Prai.g_01752
OG0000922	Syaj.g_02711	Prai.g_01753
OG0000923	Syaj.g_02715	Prai.g_01757
OG0000924	Syaj.g_02716	Prai.g_01758
OG0000925	Syaj.g_02717	Prai.g_01759
OG0000926	Syaj.g_02718	Prai.g_01760
OG0000927	Syaj.g_02720	Prai.g_01762
OG0000928	Syaj.g_02721	Prai.g_01763
OG0000929	Syaj.g_02722	Prai.g_01764
OG0000930	Syaj.g_02723	Prai.g_01765
OG0000931	Syaj.g_02724	Prai.g_01766
OG0000932	Syaj.g_02725	Prai.g_01767
OG0000933	Syaj.g_02731	Prai.g_01776
OG0000934	Syaj.g_02733	Prai.g_01778
OG0000935	Syaj.g_02734	Prai.g_01779
OG0000936	Syaj.g_02735	Prai.g_01780
OG0000937	Syaj.g_02736	Prai.g_01781
OG0000938	Syaj.g_02739	Prai.g_01783
OG0000939	Syaj.g_02740	Prai.g_01784
OG0000940	Syaj.g_02747	Prai.g_01791
OG0000941	Syaj.g_02749	Prai.g_01793
OG0000942	Syaj.g_02751	Prai.g_01795
OG0000943	Syaj.g_02752	Prai.g_01796
OG0000944	Syaj.g_02754	Prai.g_01797
OG0000945	Syaj.g_02756	Prai.g_01798
OG0000946	Syaj.g_02761	Prai.g_01802
OG0000947	Syaj.g_02764	Prai.g_01804
OG0000948	Syaj.g_02765	Prai.g_01805
OG0000949	Syaj.g_02474	Prai.g_01808
OG0000950	Syaj.g_02459	Prai.g_01813
OG0000951	Syaj.g_02452	Prai.g_01817
OG0000952	Syaj.g_02446	Prai.g_01821
OG0000953	Syaj.g_02442	Prai.g_01824
OG0000954	Syaj.g_02435	Prai.g_01828
OG0000955	Syaj.g_02434	Prai.g_01829
OG0000956	Syaj.g_02432	Prai.g_01831
OG0000957	Syaj.g_02419	Prai.g_01836
OG0000958	Syaj.g_02418	Prai.g_01837
OG0000959	Syaj.g_02413	Prai.g_01841
OG0000960	Syaj.g_02412	Prai.g_01842
OG0000961	Syaj.g_02402	Prai.g_01844
OG0000962	Syaj.g_02398	Prai.g_01846
OG0000963	Syaj.g_02393	Prai.g_01850
OG0000964	Syaj.g_02392	Prai.g_01851
OG0000965	Syaj.g_02391	Prai.g_01852
OG0000966	Syaj.g_02370	Prai.g_01861
OG0000967	Syaj.g_02334	Prai.g_01865
OG0000968	Syaj.g_02363	Prai.g_01867
OG0000969	Syaj.g_02338	Prai.g_01868
OG0000970	Syaj.g_02337	Prai.g_01869
OG0000971	Syaj.g_02331	Prai.g_01870
OG0000972	Syaj.g_02330	Prai.g_01871
OG0000973	Syaj.g_02329	Prai.g_01872
OG0000974	Syaj.g_02328	Prai.g_01873
OG0000975	Syaj.g_02327	Prai.g_01874
OG0000976	Syaj.g_02326	Prai.g_01875
OG0000977	Syaj.g_02324	Prai.g_01876
OG0000978	Syaj.g_02322	Prai.g_01877
OG0000979	Syaj.g_02319	Prai.g_01880
OG0000980	Syaj.g_02316	Prai.g_01882
OG0000981	Syaj.g_02313	Prai.g_01884
OG0000982	Syaj.g_02112	Prai.g_01886
OG0000983	Syaj.g_02113	Prai.g_01887
OG0000984	Syaj.g_02114	Prai.g_01888
OG0000985	Syaj.g_02116	Prai.g_01891
OG0000986	Syaj.g_02123	Prai.g_01893
OG0000987	Syaj.g_02125	Prai.g_01894
OG0000988	Syaj.g_02131	Prai.g_01897
OG0000989	Syaj.g_02142	Prai.g_01900
OG0000990	Syaj.g_02165	Prai.g_01903
OG0000991	Syaj.g_02168	Prai.g_01904
OG0000992	Syaj.g_02171	Prai.g_01906
OG0000993	Syaj.g_02173	Prai.g_01907
OG0000994	Syaj.g_02177	Prai.g_01908
OG0000995	Syaj.g_02182	Prai.g_01912
OG0000996	Syaj.g_02221	Prai.g_01913
OG0000997	Syaj.g_02228	Prai.g_01914
OG0000998	Syaj.g_02230	Prai.g_01916
OG0000999	Syaj.g_02231	Prai.g_01917
OG0001000	Syaj.g_02236	Prai.g_01920
OG0001001	Syaj.g_02241	Prai.g_01922
OG0001002	Syaj.g_02248	Prai.g_01926
OG0001003	Syaj.g_02250	Prai.g_01928
OG0001004	Syaj.g_02251	Prai.g_01929
OG0001005	Syaj.g_02252	Prai.g_01930
OG0001006	Syaj.g_02260	Prai.g_01934
OG0001007	Syaj.g_02262	Prai.g_01936
OG0001008	Syaj.g_01554	Prai.g_00468
OG0001009	Syaj.g_02294	Prai.g_00027
OG0001010	Syaj.g_02295	Prai.g_00028
OG0001011	Syaj.g_02296	Prai.g_00029
OG0001012	Syaj.g_02108	Prai.g_00050
OG0001014	Syaj.g_02083	Prai.g_00058
OG0001015	Syaj.g_02082	Prai.g_00059
OG0001016	Syaj.g_01824	Prai.g_00073
OG0001017	Syaj.g_01830	Prai.g_00077
OG0001018	Syaj.g_01832	Prai.g_00080
OG0001019	Syaj.g_01849	Prai.g_00089
OG0001020	Syaj.g_01862	Prai.g_00090
OG0001021	Syaj.g_01867	Prai.g_00091
OG0001022	Syaj.g_01872	Prai.g_00094
OG0001023	Syaj.g_01873	Prai.g_00095
OG0001024	Syaj.g_01877	Prai.g_00098
OG0001025	Syaj.g_01884	Prai.g_00104
OG0001026	Syaj.g_01897	Prai.g_00111
OG0001027	Syaj.g_01903	Prai.g_00112
OG0001028	Syaj.g_01905	Prai.g_00114
OG0001029	Syaj.g_01907	Prai.g_00115
OG0001030	Syaj.g_01933	Prai.g_00130
OG0001031	Syaj.g_02012	Prai.g_00197
OG0001032	Syaj.g_02015	Prai.g_00198
OG0001033	Syaj.g_02044	Prai.g_00219
OG0001034	Syaj.g_02875	Prai.g_00247
OG0001035	Syaj.g_02603	Prai.g_00267
OG0001036	Syaj.g_02599	Prai.g_00272
OG0001037	Syaj.g_02597	Prai.g_00273
OG0001038	Syaj.g_02567	Prai.g_00291
OG0001039	Syaj.g_02564	Prai.g_00294
OG0001040	Syaj.g_02561	Prai.g_00296
OG0001041	Syaj.g_02556	Prai.g_00300
OG0001042	Syaj.g_02527	Prai.g_00317
OG0001043	Syaj.g_02523	Prai.g_00318
OG0001045	Syaj.g_02817	Prai.g_00355
OG0001046	Syaj.g_00851	Prai.g_00390
OG0001047	Syaj.g_01552	Prai.g_00470
OG0001048	Syaj.g_01551	Prai.g_00471
OG0001049	Syaj.g_01548	Prai.g_00473
OG0001050	Syaj.g_01547	Prai.g_00474
OG0001051	Syaj.g_01546	Prai.g_00475
OG0001052	Syaj.g_01448	Prai.g_00501
OG0001053	Syaj.g_00075	Prai.g_00513
OG0001054	Syaj.g_00092	Prai.g_00528
OG0001055	Syaj.g_00113	Prai.g_00546
OG0001056	Syaj.g_00149	Prai.g_00564
OG0001057	Syaj.g_00160	Prai.g_00569
OG0001058	Syaj.g_00183	Prai.g_00577
OG0001059	Syaj.g_00187	Prai.g_00581
OG0001060	Syaj.g_00193	Prai.g_00588
OG0001061	Syaj.g_00214	Prai.g_00602
OG0001062	Syaj.g_00216	Prai.g_00604
OG0001063	Syaj.g_00222	Prai.g_00606
OG0001064	Syaj.g_00223	Prai.g_00607
OG0001065	Syaj.g_00224	Prai.g_00608
OG0001066	Syaj.g_00225	Prai.g_00609
OG0001067	Syaj.g_00226	Prai.g_00610
OG0001068	Syaj.g_00227	Prai.g_00611
OG0001069	Syaj.g_00228	Prai.g_00612
OG0001070	Syaj.g_00231	Prai.g_00615
OG0001071	Syaj.g_00232	Prai.g_00616
OG0001072	Syaj.g_00236	Prai.g_00618
OG0001073	Syaj.g_00254	Prai.g_00632
OG0001074	Syaj.g_01327	Prai.g_00643
OG0001075	Syaj.g_01325	Prai.g_00644
OG0001076	Syaj.g_01305	Prai.g_00653
OG0001077	Syaj.g_01294	Prai.g_00657
OG0001078	Syaj.g_01282	Prai.g_00665
OG0001079	Syaj.g_01269	Prai.g_00676
OG0001080	Syaj.g_01135	Prai.g_00682
OG0001081	Syaj.g_00699	Prai.g_00684
OG0001082	Syaj.g_00700	Prai.g_00685
OG0001083	Syaj.g_00709	Prai.g_00690
OG0001084	Syaj.g_00711	Prai.g_00691
OG0001085	Syaj.g_00721	Prai.g_00699
OG0001086	Syaj.g_00723	Prai.g_00700
OG0001087	Syaj.g_00498	Prai.g_00717
OG0001088	Syaj.g_00494	Prai.g_00718
OG0001089	Syaj.g_00439	Prai.g_00726
OG0001090	Syaj.g_00959	Prai.g_00749
OG0001091	Syaj.g_00957	Prai.g_00751
OG0001092	Syaj.g_00954	Prai.g_00752
OG0001093	Syaj.g_00948	Prai.g_00757
OG0001094	Syaj.g_01032	Prai.g_00854
OG0001095	Syaj.g_01008	Prai.g_00834
OG0001096	Syaj.g_00988	Prai.g_00821
OG0001097	Syaj.g_00371	Prai.g_00802
OG0001098	Syaj.g_01132	Prai.g_00787
OG0001099	Syaj.g_01906	Prai.g_01057
OG0001100	Syaj.g_00732	Prai.g_01053
OG0001101	Syaj.g_00734	Prai.g_01051
OG0001102	Syaj.g_00737	Prai.g_01049
OG0001103	Syaj.g_00740	Prai.g_01047
OG0001104	Syaj.g_01050	Prai.g_01026
OG0001105	Syaj.g_01046	Prai.g_01022
OG0001106	Syaj.g_00912	Prai.g_00998
OG0001107	Syaj.g_00900	Prai.g_00991
OG0001108	Syaj.g_00870	Prai.g_00987
OG0001109	Syaj.g_00868	Prai.g_00986
OG0001110	Syaj.g_00866	Prai.g_00984
OG0001111	Syaj.g_00864	Prai.g_00983
OG0001112	Syaj.g_00862	Prai.g_00982
OG0001113	Syaj.g_00861	Prai.g_00981
OG0001114	Syaj.g_00860	Prai.g_00980
OG0001115	Syaj.g_00856	Prai.g_00978
OG0001116	Syaj.g_00854	Prai.g_00977
OG0001117	Syaj.g_00853	Prai.g_00976
OG0001118	Syaj.g_00852	Prai.g_00975
OG0001119	Syaj.g_00850	Prai.g_00974
OG0001120	Syaj.g_00846	Prai.g_00972
OG0001121	Syaj.g_00630	Prai.g_01141, Prai.g_00969
OG0001122	Syaj.g_00817	Prai.g_00945
OG0001124	Syaj.g_00808	Prai.g_00940
OG0001125	Syaj.g_00806	Prai.g_00939
