Orthogroup	Syaj	Prat
OG0000549	Syaj.g_00118	Prat.g_00482
OG0000550	Syaj.g_00123	Prat.g_00486
OG0000551	Syaj.g_00128	Prat.g_00489
OG0000552	Syaj.g_00129	Prat.g_00490
OG0000553	Syaj.g_00133	Prat.g_00491
OG0000554	Syaj.g_00145	Prat.g_00496
OG0000555	Syaj.g_00163	Prat.g_00503
OG0000556	Syaj.g_00167	Prat.g_00505
OG0000557	Syaj.g_00178	Prat.g_00506
OG0000558	Syaj.g_00181	Prat.g_00508
OG0000559	Syaj.g_00185	Prat.g_00512
OG0000560	Syaj.g_00188	Prat.g_00516
OG0000561	Syaj.g_00189	Prat.g_00517
OG0000562	Syaj.g_00190	Prat.g_00518
OG0000563	Syaj.g_00191	Prat.g_00519
OG0000564	Syaj.g_00192	Prat.g_00520
OG0000565	Syaj.g_00195	Prat.g_00523
OG0000566	Syaj.g_00199	Prat.g_00527
OG0000567	Syaj.g_00203	Prat.g_00531
OG0000568	Syaj.g_00207	Prat.g_00532
OG0000569	Syaj.g_00208	Prat.g_00533
OG0000570	Syaj.g_00209	Prat.g_00534
OG0000571	Syaj.g_00213	Prat.g_00537
OG0000572	Syaj.g_00230	Prat.g_00549
OG0000573	Syaj.g_00238	Prat.g_00554
OG0000574	Syaj.g_00242	Prat.g_00555
OG0000575	Syaj.g_00247	Prat.g_00559
OG0000576	Syaj.g_00249	Prat.g_00561
OG0000577	Syaj.g_00250	Prat.g_00562
OG0000578	Syaj.g_00251	Prat.g_00563
OG0000579	Syaj.g_00252	Prat.g_00564
OG0000580	Syaj.g_00253	Prat.g_00565
OG0000581	Syaj.g_00261	Prat.g_00568
OG0000582	Syaj.g_01338	Prat.g_00571
OG0000583	Syaj.g_01337	Prat.g_00572
OG0000584	Syaj.g_01336	Prat.g_00573
OG0000585	Syaj.g_01334	Prat.g_00575
OG0000586	Syaj.g_01333	Prat.g_00576
OG0000587	Syaj.g_01331	Prat.g_00577
OG0000588	Syaj.g_01313	Prat.g_00582
OG0000589	Syaj.g_01308	Prat.g_00584
OG0000590	Syaj.g_01307	Prat.g_00585
OG0000591	Syaj.g_01299	Prat.g_00589
OG0000592	Syaj.g_01298	Prat.g_00590
OG0000593	Syaj.g_01287	Prat.g_01094
OG0000594	Syaj.g_01286	Prat.g_01093
OG0000595	Syaj.g_01285	Prat.g_01091
OG0000596	Syaj.g_01280	Prat.g_01087
OG0000597	Syaj.g_01277	Prat.g_01084
OG0000598	Syaj.g_01276	Prat.g_01083
OG0000599	Syaj.g_01273	Prat.g_01080
OG0000600	Syaj.g_01272	Prat.g_01079
OG0000601	Syaj.g_01271	Prat.g_01078
OG0000602	Syaj.g_01266	Prat.g_01076
OG0000603	Syaj.g_01265	Prat.g_01075
OG0000604	Syaj.g_01262	Prat.g_01074
OG0000605	Syaj.g_01153	Prat.g_01073
OG0000606	Syaj.g_00698	Prat.g_01070
OG0000607	Syaj.g_00702	Prat.g_01067
OG0000608	Syaj.g_00703	Prat.g_01066
OG0000609	Syaj.g_00705	Prat.g_01065
OG0000610	Syaj.g_00714	Prat.g_01059
OG0000611	Syaj.g_00717	Prat.g_01056
OG0000612	Syaj.g_00718	Prat.g_01055
OG0000613	Syaj.g_02500	Prat.g_00747
OG0000614	Syaj.g_00480	Prat.g_00767
OG0000615	Syaj.g_01065	Prat.g_00777
OG0000616	Syaj.g_02245	Prat.g_01882
OG0000617	Syaj.g_00952	Prat.g_00797
OG0000618	Syaj.g_00951	Prat.g_00798
OG0000619	Syaj.g_00950	Prat.g_00799
OG0000620	Syaj.g_00945	Prat.g_00802
OG0000621	Syaj.g_00944	Prat.g_00803
OG0000622	Syaj.g_00943	Prat.g_00804
OG0000623	Syaj.g_00942	Prat.g_00805
OG0000624	Syaj.g_00940	Prat.g_00807
OG0000625	Syaj.g_00939	Prat.g_00808
OG0000626	Syaj.g_00938	Prat.g_00809
OG0000627	Syaj.g_00765	Prat.g_00811
OG0000628	Syaj.g_00766	Prat.g_00812
OG0000629	Syaj.g_00769	Prat.g_00813
OG0000630	Syaj.g_00773	Prat.g_00816
OG0000631	Syaj.g_00786	Prat.g_00865
OG0000632	Syaj.g_00787	Prat.g_00866
OG0000633	Syaj.g_00789	Prat.g_00867
OG0000634	Syaj.g_01030	Prat.g_01041
OG0000635	Syaj.g_01029	Prat.g_01040
OG0000636	Syaj.g_01024	Prat.g_01038
OG0000637	Syaj.g_01022	Prat.g_01036
OG0000638	Syaj.g_01021	Prat.g_01035
OG0000639	Syaj.g_01020	Prat.g_01034
OG0000640	Syaj.g_01019	Prat.g_01033
OG0000641	Syaj.g_01015	Prat.g_01029
OG0000642	Syaj.g_01014	Prat.g_01028
OG0000643	Syaj.g_01012	Prat.g_01027
OG0000644	Syaj.g_01011	Prat.g_01026
OG0000645	Syaj.g_01009	Prat.g_01025
OG0000646	Syaj.g_01006	Prat.g_01023
OG0000647	Syaj.g_01004	Prat.g_01021
OG0000648	Syaj.g_01001	Prat.g_01019
OG0000649	Syaj.g_01000	Prat.g_01018
OG0000650	Syaj.g_00999	Prat.g_01017
OG0000651	Syaj.g_00998	Prat.g_01016
OG0000652	Syaj.g_00997	Prat.g_01015
OG0000653	Syaj.g_00991	Prat.g_01013
OG0000654	Syaj.g_00990	Prat.g_01012
OG0000655	Syaj.g_00989	Prat.g_01011
OG0000656	Syaj.g_00986	Prat.g_01008
OG0000657	Syaj.g_00382	Prat.g_01002
OG0000658	Syaj.g_00379	Prat.g_01001
OG0000659	Syaj.g_00378	Prat.g_01000
OG0000660	Syaj.g_00374	Prat.g_00996
OG0000661	Syaj.g_00372	Prat.g_00994
OG0000662	Syaj.g_00370	Prat.g_00992
OG0000663	Syaj.g_00367	Prat.g_00990
OG0000664	Syaj.g_00358	Prat.g_00989
OG0000665	Syaj.g_01243	Prat.g_00983
OG0000666	Syaj.g_01154	Prat.g_00982
OG0000667	Syaj.g_02661	Prat.g_00978
OG0000668	Syaj.g_00816	Prat.g_00694
OG0000669	Syaj.g_00730	Prat.g_00705
OG0000670	Syaj.g_00733	Prat.g_00708
OG0000671	Syaj.g_00735	Prat.g_00710
OG0000672	Syaj.g_00739	Prat.g_00713
OG0000673	Syaj.g_00742	Prat.g_00717
OG0000674	Syaj.g_00744	Prat.g_00719
OG0000675	Syaj.g_00757	Prat.g_00720
OG0000676	Syaj.g_00759	Prat.g_00722
OG0000677	Syaj.g_00760	Prat.g_00723
OG0000678	Syaj.g_01075	Prat.g_00725
OG0000679	Syaj.g_01061	Prat.g_00730
OG0000680	Syaj.g_01060	Prat.g_00731
OG0000681	Syaj.g_01057	Prat.g_00734
OG0000682	Syaj.g_01056	Prat.g_00735
OG0000683	Syaj.g_01055	Prat.g_00736
OG0000684	Syaj.g_01051	Prat.g_00738
OG0000685	Syaj.g_01049	Prat.g_00740
OG0000686	Syaj.g_01048	Prat.g_00741
OG0000687	Syaj.g_01047	Prat.g_00742
OG0000688	Syaj.g_01041	Prat.g_01051
OG0000689	Syaj.g_01039	Prat.g_01050
OG0000690	Syaj.g_01038	Prat.g_01049
OG0000691	Syaj.g_01037	Prat.g_01048
OG0000692	Syaj.g_01036	Prat.g_01046
OG0000693	Syaj.g_01034	Prat.g_01045
OG0000694	Syaj.g_01033	Prat.g_01044
OG0000695	Syaj.g_00791	Prat.g_00869
OG0000696	Syaj.g_00792	Prat.g_00870
OG0000697	Syaj.g_00932	Prat.g_00871
OG0000698	Syaj.g_00929	Prat.g_00874
OG0000699	Syaj.g_00928	Prat.g_00876
OG0000700	Syaj.g_00927	Prat.g_00877
OG0000701	Syaj.g_00926	Prat.g_00878
OG0000702	Syaj.g_00916	Prat.g_00880
OG0000703	Syaj.g_00915	Prat.g_00881
OG0000704	Syaj.g_00913	Prat.g_00883
OG0000705	Syaj.g_00906	Prat.g_00889
OG0000706	Syaj.g_00905	Prat.g_00890
OG0000707	Syaj.g_00904	Prat.g_00891
OG0000708	Syaj.g_00901	Prat.g_00893
OG0000709	Syaj.g_00872	Prat.g_00897
OG0000710	Syaj.g_00867	Prat.g_00900
OG0000711	Syaj.g_00839	Prat.g_00916
OG0000712	Syaj.g_00837	Prat.g_00917
OG0000713	Syaj.g_00836	Prat.g_00918
OG0000714	Syaj.g_00834	Prat.g_00919
OG0000715	Syaj.g_00832	Prat.g_00921
OG0000716	Syaj.g_00825	Prat.g_00923
OG0000717	Syaj.g_00824	Prat.g_00924
OG0000718	Syaj.g_00820	Prat.g_00929
OG0000719	Syaj.g_00818	Prat.g_00931
OG0000720	Syaj.g_00805	Prat.g_00942
OG0000721	Syaj.g_00803	Prat.g_00946
OG0000722	Syaj.g_00802	Prat.g_00947
OG0000723	Syaj.g_00934	Prat.g_00951
OG0000724	Syaj.g_00421	Prat.g_00960
OG0000725	Syaj.g_00430	Prat.g_00966
OG0000726	Syaj.g_00431	Prat.g_00967
OG0000727	Syaj.g_00432	Prat.g_00968
OG0000728	Syaj.g_00434	Prat.g_00970
OG0000729	Syaj.g_02397	Prat.g_01214
OG0000730	Syaj.g_02802	Prat.g_01199
OG0000731	Syaj.g_02814	Prat.g_00354
OG0000732	Syaj.g_02315	Prat.g_01831
OG0000733	Syaj.g_02151	Prat.g_01560
OG0000734	Syaj.g_01895	Prat.g_01171
OG0000735	Syaj.g_00286	Prat.g_01169
OG0000736	Syaj.g_00287	Prat.g_01168
OG0000737	Syaj.g_00288	Prat.g_01167
OG0000738	Syaj.g_00293	Prat.g_01163
OG0000739	Syaj.g_00295	Prat.g_01162
OG0000740	Syaj.g_00296	Prat.g_01161
OG0000741	Syaj.g_00299	Prat.g_01159
OG0000742	Syaj.g_00301	Prat.g_01157
OG0000743	Syaj.g_00303	Prat.g_01155
OG0000744	Syaj.g_00304	Prat.g_01154
OG0000745	Syaj.g_00306	Prat.g_01153
OG0000746	Syaj.g_00308	Prat.g_01151
OG0000747	Syaj.g_00309	Prat.g_01150
OG0000748	Syaj.g_00319	Prat.g_01146
OG0000749	Syaj.g_00322	Prat.g_01145
OG0000750	Syaj.g_00323	Prat.g_01144
OG0000751	Syaj.g_00331	Prat.g_01141
OG0000752	Syaj.g_00333	Prat.g_01139
OG0000753	Syaj.g_00336	Prat.g_01136
OG0000754	Syaj.g_00643	Prat.g_01134
OG0000755	Syaj.g_00631	Prat.g_01128
OG0000756	Syaj.g_00625	Prat.g_01127
OG0000757	Syaj.g_00614	Prat.g_01121
OG0000758	Syaj.g_00613	Prat.g_01120
OG0000759	Syaj.g_00612	Prat.g_01119
OG0000760	Syaj.g_00611	Prat.g_01118
OG0000761	Syaj.g_00609	Prat.g_01117
OG0000762	Syaj.g_00603	Prat.g_01116
OG0000763	Syaj.g_00597	Prat.g_01114
OG0000764	Syaj.g_00596	Prat.g_01113
OG0000765	Syaj.g_00577	Prat.g_01104
OG0000766	Syaj.g_00576	Prat.g_01103
OG0000767	Syaj.g_00574	Prat.g_01101
OG0000768	Syaj.g_00573	Prat.g_01100
OG0000769	Syaj.g_00571	Prat.g_01098
OG0000770	Syaj.g_00567	Prat.g_00594
OG0000771	Syaj.g_00415	Prat.g_01509
OG0000772	Syaj.g_01208	Prat.g_00626
OG0000773	Syaj.g_00280	Prat.g_01240
OG0000774	Syaj.g_01502	Prat.g_01242
OG0000775	Syaj.g_01504	Prat.g_01244
OG0000776	Syaj.g_01505	Prat.g_01245
OG0000777	Syaj.g_01506	Prat.g_01246
OG0000778	Syaj.g_01507	Prat.g_01247
OG0000779	Syaj.g_01513	Prat.g_01251
OG0000780	Syaj.g_01517	Prat.g_01252
OG0000781	Syaj.g_01521	Prat.g_01255
OG0000782	Syaj.g_01522	Prat.g_01256
OG0000783	Syaj.g_01524	Prat.g_01257
OG0000784	Syaj.g_01525	Prat.g_01258
OG0000785	Syaj.g_01526	Prat.g_01260
OG0000786	Syaj.g_00265	Prat.g_01263
OG0000787	Syaj.g_00264	Prat.g_01264
OG0000788	Syaj.g_01270	Prat.g_01471
OG0000789	Syaj.g_01121	Prat.g_01455
OG0000790	Syaj.g_00054	Prat.g_01296
OG0000791	Syaj.g_00053	Prat.g_01298
OG0000792	Syaj.g_00052	Prat.g_01299
OG0000793	Syaj.g_00047	Prat.g_01302
OG0000794	Syaj.g_00046	Prat.g_01303
OG0000795	Syaj.g_00045	Prat.g_01304
OG0000796	Syaj.g_00039	Prat.g_01308
OG0000797	Syaj.g_00038	Prat.g_01309
OG0000799	Syaj.g_01352	Prat.g_01333
OG0000800	Syaj.g_01354	Prat.g_01334
OG0000801	Syaj.g_01355	Prat.g_01335
OG0000802	Syaj.g_01359	Prat.g_01337
OG0000803	Syaj.g_01363	Prat.g_01339
OG0000804	Syaj.g_01366	Prat.g_01340
OG0000805	Syaj.g_01369	Prat.g_01342
OG0000806	Syaj.g_01370	Prat.g_01344
OG0000807	Syaj.g_01372	Prat.g_01345
OG0000808	Syaj.g_01373	Prat.g_01346
OG0000809	Syaj.g_01376	Prat.g_01350
OG0000810	Syaj.g_01377	Prat.g_01351
OG0000811	Syaj.g_01385	Prat.g_01356
OG0000812	Syaj.g_01387	Prat.g_01358
OG0000813	Syaj.g_01388	Prat.g_01359
OG0000814	Syaj.g_01390	Prat.g_01361
OG0000815	Syaj.g_01391	Prat.g_01362
OG0000816	Syaj.g_01392	Prat.g_01364
OG0000817	Syaj.g_01393	Prat.g_01365
OG0000818	Syaj.g_01399	Prat.g_01370
OG0000819	Syaj.g_01400	Prat.g_01371
OG0000820	Syaj.g_01401	Prat.g_01372
OG0000821	Syaj.g_01412	Prat.g_01378
OG0000822	Syaj.g_01414	Prat.g_01379
OG0000823	Syaj.g_01415	Prat.g_01380
OG0000824	Syaj.g_01421	Prat.g_01383
OG0000825	Syaj.g_01422	Prat.g_01384
OG0000826	Syaj.g_01423	Prat.g_01385
OG0000827	Syaj.g_01424	Prat.g_01386
OG0000828	Syaj.g_01427	Prat.g_01389
OG0000829	Syaj.g_01428	Prat.g_01390
OG0000830	Syaj.g_01429	Prat.g_01391
OG0000831	Syaj.g_01431	Prat.g_01393
OG0000832	Syaj.g_01635	Prat.g_01405
OG0000833	Syaj.g_01647	Prat.g_01414
OG0000834	Syaj.g_01649	Prat.g_01415
OG0000835	Syaj.g_01650	Prat.g_01416
OG0000836	Syaj.g_01654	Prat.g_01417
OG0000837	Syaj.g_01661	Prat.g_01418
OG0000838	Syaj.g_01665	Prat.g_01421
OG0000839	Syaj.g_01666	Prat.g_01422
OG0000840	Syaj.g_01667	Prat.g_01423
OG0000841	Syaj.g_01668	Prat.g_01424
OG0000842	Syaj.g_01669	Prat.g_01425
OG0000843	Syaj.g_01670	Prat.g_01426
OG0000844	Syaj.g_01680	Prat.g_01427
OG0000845	Syaj.g_01681	Prat.g_01428
OG0000846	Syaj.g_01682	Prat.g_01429
OG0000847	Syaj.g_01683	Prat.g_01430
OG0000848	Syaj.g_01685	Prat.g_01431
OG0000849	Syaj.g_01686	Prat.g_01432
OG0000850	Syaj.g_01689	Prat.g_01434
OG0000851	Syaj.g_01694	Prat.g_01435
OG0000852	Syaj.g_01695	Prat.g_01436
OG0000853	Syaj.g_01699	Prat.g_01441
OG0000854	Syaj.g_01701	Prat.g_01443
OG0000855	Syaj.g_01702	Prat.g_01444
OG0000856	Syaj.g_01296	Prat.g_01457
OG0000857	Syaj.g_01005	Prat.g_01022
OG0000858	Syaj.g_01708	Prat.g_01585
OG0000859	Syaj.g_01709	Prat.g_01586
OG0000860	Syaj.g_01723	Prat.g_01594
OG0000861	Syaj.g_01724	Prat.g_01595
OG0000862	Syaj.g_01725	Prat.g_01596
OG0000863	Syaj.g_01728	Prat.g_01598
OG0000864	Syaj.g_01729	Prat.g_01599
OG0000865	Syaj.g_01730	Prat.g_01600
OG0000866	Syaj.g_01731	Prat.g_01601
OG0000867	Syaj.g_01732	Prat.g_01602
OG0000868	Syaj.g_01734	Prat.g_01603
OG0000869	Syaj.g_01742	Prat.g_01606
OG0000870	Syaj.g_01747	Prat.g_01611
OG0000871	Syaj.g_01748	Prat.g_01612
OG0000872	Syaj.g_01756	Prat.g_01613
OG0000873	Syaj.g_01759	Prat.g_01616
OG0000874	Syaj.g_01754	Prat.g_01619
OG0000875	Syaj.g_01762	Prat.g_01621
OG0000876	Syaj.g_02084	Prat.g_01622
OG0000877	Syaj.g_01586	Prat.g_01624
OG0000878	Syaj.g_01587	Prat.g_01625
OG0000879	Syaj.g_01588	Prat.g_01626
OG0000880	Syaj.g_01589	Prat.g_01627
OG0000881	Syaj.g_01595	Prat.g_01631
OG0000882	Syaj.g_01599	Prat.g_01636
OG0000883	Syaj.g_01601	Prat.g_01639
OG0000884	Syaj.g_01603	Prat.g_01641
OG0000885	Syaj.g_01604	Prat.g_01642
OG0000886	Syaj.g_01605	Prat.g_01643
OG0000887	Syaj.g_01606	Prat.g_01644
OG0000888	Syaj.g_01608	Prat.g_01646
OG0000889	Syaj.g_01610	Prat.g_01648
OG0000890	Syaj.g_01615	Prat.g_01649
OG0000891	Syaj.g_01616	Prat.g_01650
OG0000892	Syaj.g_01620	Prat.g_01652
OG0000893	Syaj.g_02636	Prat.g_01655
OG0000894	Syaj.g_02639	Prat.g_01658
OG0000895	Syaj.g_02643	Prat.g_01662
OG0000896	Syaj.g_02644	Prat.g_01663
OG0000897	Syaj.g_02646	Prat.g_01665
OG0000898	Syaj.g_02647	Prat.g_01666
OG0000899	Syaj.g_02648	Prat.g_01667
OG0000900	Syaj.g_02649	Prat.g_01668
OG0000901	Syaj.g_02654	Prat.g_01671
OG0000902	Syaj.g_02656	Prat.g_01673
OG0000903	Syaj.g_02689	Prat.g_01677
OG0000904	Syaj.g_02684	Prat.g_01682
OG0000905	Syaj.g_02678	Prat.g_01675
OG0000906	Syaj.g_02676	Prat.g_01674
OG0000907	Syaj.g_02692	Prat.g_01684
OG0000908	Syaj.g_02695	Prat.g_01687
OG0000909	Syaj.g_02696	Prat.g_01688
OG0000910	Syaj.g_02697	Prat.g_01689
OG0000911	Syaj.g_02699	Prat.g_01691
OG0000912	Syaj.g_02700	Prat.g_01692
OG0000913	Syaj.g_02701	Prat.g_01693
OG0000914	Syaj.g_02702	Prat.g_01694
OG0000915	Syaj.g_02704	Prat.g_01695
OG0000916	Syaj.g_02705	Prat.g_01696
OG0000917	Syaj.g_02706	Prat.g_01697
OG0000918	Syaj.g_02707	Prat.g_01698
OG0000919	Syaj.g_02708	Prat.g_01699
OG0000920	Syaj.g_02709	Prat.g_01700
OG0000921	Syaj.g_02710	Prat.g_01701
OG0000922	Syaj.g_02711	Prat.g_01702
OG0000923	Syaj.g_02715	Prat.g_01706
OG0000924	Syaj.g_02716	Prat.g_01707
OG0000925	Syaj.g_02717	Prat.g_01708
OG0000926	Syaj.g_02718	Prat.g_01709
OG0000927	Syaj.g_02720	Prat.g_01711
OG0000928	Syaj.g_02721	Prat.g_01712
OG0000929	Syaj.g_02722	Prat.g_01713
OG0000930	Syaj.g_02723	Prat.g_01714
OG0000931	Syaj.g_02724	Prat.g_01715
OG0000932	Syaj.g_02725	Prat.g_01327
OG0000933	Syaj.g_02731	Prat.g_01719
OG0000934	Syaj.g_02733	Prat.g_01721
OG0000935	Syaj.g_02734	Prat.g_01722
OG0000936	Syaj.g_02735	Prat.g_01723
OG0000937	Syaj.g_02736	Prat.g_01724
OG0000938	Syaj.g_02739	Prat.g_01727
OG0000939	Syaj.g_02740	Prat.g_01728
OG0000940	Syaj.g_02747	Prat.g_01735
OG0000941	Syaj.g_02749	Prat.g_01737
OG0000942	Syaj.g_02751	Prat.g_01739
OG0000943	Syaj.g_02752	Prat.g_01740
OG0000944	Syaj.g_02754	Prat.g_01742
OG0000945	Syaj.g_02756	Prat.g_01744
OG0000946	Syaj.g_02761	Prat.g_01748
OG0000947	Syaj.g_02764	Prat.g_01750
OG0000948	Syaj.g_02765	Prat.g_01751
OG0000949	Syaj.g_02474	Prat.g_01754
OG0000950	Syaj.g_02459	Prat.g_01760
OG0000951	Syaj.g_02452	Prat.g_01764
OG0000952	Syaj.g_02446	Prat.g_01768
OG0000953	Syaj.g_02442	Prat.g_01772
OG0000954	Syaj.g_02435	Prat.g_01777
OG0000955	Syaj.g_02434	Prat.g_01778
OG0000956	Syaj.g_02432	Prat.g_01780
OG0000957	Syaj.g_02419	Prat.g_01786
OG0000958	Syaj.g_02418	Prat.g_01787
OG0000959	Syaj.g_02413	Prat.g_01791
OG0000960	Syaj.g_02412	Prat.g_01792
OG0000961	Syaj.g_02402	Prat.g_01795
OG0000962	Syaj.g_02398	Prat.g_01797
OG0000963	Syaj.g_02393	Prat.g_01801
OG0000964	Syaj.g_02392	Prat.g_01802
OG0000965	Syaj.g_02391	Prat.g_01803
OG0000966	Syaj.g_02370	Prat.g_01809
OG0000967	Syaj.g_02334	Prat.g_01813
OG0000968	Syaj.g_02363	Prat.g_01815
OG0000969	Syaj.g_02338	Prat.g_01816
OG0000970	Syaj.g_02337	Prat.g_01817
OG0000971	Syaj.g_02331	Prat.g_01818
OG0000972	Syaj.g_02330	Prat.g_01819
OG0000973	Syaj.g_02329	Prat.g_01820
OG0000974	Syaj.g_02328	Prat.g_01821
OG0000975	Syaj.g_02327	Prat.g_01822
OG0000976	Syaj.g_02326	Prat.g_01823
OG0000977	Syaj.g_02324	Prat.g_01824
OG0000978	Syaj.g_02322	Prat.g_01825
OG0000979	Syaj.g_02319	Prat.g_01828
OG0000980	Syaj.g_02316	Prat.g_01830
OG0000981	Syaj.g_02313	Prat.g_01833
OG0000982	Syaj.g_02112	Prat.g_01835
OG0000983	Syaj.g_02113	Prat.g_01836
OG0000984	Syaj.g_02114	Prat.g_01837
OG0000985	Syaj.g_02116	Prat.g_01840
OG0000986	Syaj.g_02123	Prat.g_01842
OG0000987	Syaj.g_02125	Prat.g_01843
OG0000988	Syaj.g_02131	Prat.g_01846
OG0000989	Syaj.g_02142	Prat.g_01850
OG0000990	Syaj.g_02165	Prat.g_01856
OG0000991	Syaj.g_02168	Prat.g_01857
OG0000992	Syaj.g_02171	Prat.g_01860
OG0000993	Syaj.g_02173	Prat.g_01861
OG0000994	Syaj.g_02177	Prat.g_01862
OG0000995	Syaj.g_02182	Prat.g_01866
OG0000996	Syaj.g_02221	Prat.g_01867
OG0000997	Syaj.g_02228	Prat.g_01869
OG0000998	Syaj.g_02230	Prat.g_01871
OG0000999	Syaj.g_02231	Prat.g_01872
OG0001000	Syaj.g_02236	Prat.g_01875
OG0001001	Syaj.g_02241	Prat.g_01879
OG0001002	Syaj.g_02248	Prat.g_01884
OG0001003	Syaj.g_02250	Prat.g_01885
OG0001004	Syaj.g_02251	Prat.g_01886
OG0001005	Syaj.g_02252	Prat.g_01887
OG0001006	Syaj.g_02260	Prat.g_01891
OG0001007	Syaj.g_02262	Prat.g_01893
OG0001008	Syaj.g_01554	Prat.g_00397
OG0001009	Syaj.g_02294	Prat.g_00028
OG0001010	Syaj.g_02295	Prat.g_00029
OG0001011	Syaj.g_02296	Prat.g_00031
OG0001012	Syaj.g_02108	Prat.g_00046
OG0001014	Syaj.g_02083	Prat.g_00056
OG0001015	Syaj.g_02082	Prat.g_00057
OG0001016	Syaj.g_01824	Prat.g_00070
OG0001017	Syaj.g_01830	Prat.g_00074
OG0001018	Syaj.g_01832	Prat.g_00076
OG0001019	Syaj.g_01849	Prat.g_00087
OG0001020	Syaj.g_01862	Prat.g_00088
OG0001021	Syaj.g_01867	Prat.g_00089
OG0001022	Syaj.g_01872	Prat.g_00091
OG0001023	Syaj.g_01873	Prat.g_00092
OG0001024	Syaj.g_01877	Prat.g_00095
OG0001025	Syaj.g_01884	Prat.g_00102
OG0001026	Syaj.g_01897	Prat.g_00110
OG0001027	Syaj.g_01903	Prat.g_00111
OG0001028	Syaj.g_01905	Prat.g_00113
OG0001029	Syaj.g_01907	Prat.g_00114
OG0001030	Syaj.g_01933	Prat.g_00130
OG0001031	Syaj.g_02012	Prat.g_00188
OG0001032	Syaj.g_02015	Prat.g_00189
OG0001033	Syaj.g_02044	Prat.g_00210
OG0001034	Syaj.g_02875	Prat.g_00241
OG0001035	Syaj.g_02603	Prat.g_00261
OG0001036	Syaj.g_02599	Prat.g_00266
OG0001037	Syaj.g_02597	Prat.g_00267
OG0001038	Syaj.g_02567	Prat.g_00285
OG0001039	Syaj.g_02564	Prat.g_00288
OG0001040	Syaj.g_02561	Prat.g_00291
OG0001041	Syaj.g_02556	Prat.g_00295
OG0001042	Syaj.g_02527	Prat.g_00312
OG0001043	Syaj.g_02523	Prat.g_00313
OG0001044	Syaj.g_02804	Prat.g_00347
OG0001045	Syaj.g_02817	Prat.g_00356
OG0001046	Syaj.g_00851	Prat.g_01469
OG0001047	Syaj.g_01552	Prat.g_00399
OG0001048	Syaj.g_01551	Prat.g_00400
OG0001049	Syaj.g_01548	Prat.g_00403
OG0001050	Syaj.g_01547	Prat.g_00404
OG0001051	Syaj.g_01546	Prat.g_00405
OG0001052	Syaj.g_01448	Prat.g_00430
OG0001053	Syaj.g_00075	Prat.g_00443
OG0001054	Syaj.g_00092	Prat.g_00459
OG0001055	Syaj.g_00113	Prat.g_00480
OG0001056	Syaj.g_00149	Prat.g_00498
OG0001057	Syaj.g_00160	Prat.g_00502
OG0001058	Syaj.g_00183	Prat.g_00510
OG0001059	Syaj.g_00187	Prat.g_00515
OG0001060	Syaj.g_00193	Prat.g_00522
OG0001061	Syaj.g_00214	Prat.g_00538
OG0001062	Syaj.g_00216	Prat.g_00540
OG0001063	Syaj.g_00222	Prat.g_00542
OG0001064	Syaj.g_00223	Prat.g_00543
OG0001065	Syaj.g_00224	Prat.g_00544
OG0001066	Syaj.g_00225	Prat.g_00545
OG0001067	Syaj.g_00226	Prat.g_00546
OG0001068	Syaj.g_00227	Prat.g_00547
OG0001069	Syaj.g_00228	Prat.g_00548
OG0001070	Syaj.g_00231	Prat.g_00550
OG0001071	Syaj.g_00232	Prat.g_00551
OG0001072	Syaj.g_00236	Prat.g_00552
OG0001073	Syaj.g_00254	Prat.g_00566
OG0001074	Syaj.g_01327	Prat.g_00579
OG0001075	Syaj.g_01325	Prat.g_00580
OG0001076	Syaj.g_01305	Prat.g_00587
OG0001077	Syaj.g_01294	Prat.g_00592
OG0001078	Syaj.g_01282	Prat.g_01089
OG0001079	Syaj.g_01269	Prat.g_01077
OG0001080	Syaj.g_01135	Prat.g_01071
OG0001081	Syaj.g_00699	Prat.g_01069
OG0001082	Syaj.g_00700	Prat.g_01068
OG0001083	Syaj.g_00709	Prat.g_01063
OG0001084	Syaj.g_00711	Prat.g_01062
OG0001085	Syaj.g_00721	Prat.g_00744
OG0001086	Syaj.g_00723	Prat.g_00745
OG0001087	Syaj.g_00498	Prat.g_00762
OG0001088	Syaj.g_00494	Prat.g_00763
OG0001089	Syaj.g_00439	Prat.g_00774
OG0001090	Syaj.g_00959	Prat.g_00789
OG0001091	Syaj.g_00957	Prat.g_00791
OG0001092	Syaj.g_00954	Prat.g_00792
OG0001093	Syaj.g_00948	Prat.g_00800
OG0001094	Syaj.g_01032	Prat.g_01043
OG0001095	Syaj.g_01008	Prat.g_01024
OG0001096	Syaj.g_00988	Prat.g_01010
OG0001097	Syaj.g_00371	Prat.g_00993
OG0001098	Syaj.g_01132	Prat.g_00974
OG0001099	Syaj.g_01906	Prat.g_00699
OG0001100	Syaj.g_00732	Prat.g_00707
OG0001101	Syaj.g_00734	Prat.g_00709
OG0001102	Syaj.g_00737	Prat.g_00712
OG0001103	Syaj.g_00740	Prat.g_00715
OG0001104	Syaj.g_01050	Prat.g_00739
OG0001105	Syaj.g_01046	Prat.g_00743
OG0001106	Syaj.g_00912	Prat.g_00884
OG0001107	Syaj.g_00900	Prat.g_00894
OG0001108	Syaj.g_00870	Prat.g_00898
OG0001109	Syaj.g_00868	Prat.g_00899
