Orthogroup	Prao	Prbj
OG0000576	Prao.g_00037	Prbj.g_01768
OG0000577	Prao.g_00038	Prbj.g_01767
OG0000578	Prao.g_00039	Prbj.g_01766
OG0000579	Prao.g_00040	Prbj.g_01765
OG0000580	Prao.g_00041	Prbj.g_01764
OG0000581	Prao.g_00043	Prbj.g_01760
OG0000582	Prao.g_00046	Prbj.g_01756
OG0000583	Prao.g_00047	Prbj.g_01755
OG0000584	Prao.g_00048	Prbj.g_01754
OG0000585	Prao.g_00050	Prbj.g_01752
OG0000586	Prao.g_00051	Prbj.g_01750
OG0000587	Prao.g_00052	Prbj.g_01748
OG0000588	Prao.g_00056	Prbj.g_02547
OG0000589	Prao.g_00060	Prbj.g_02550
OG0000590	Prao.g_00061	Prbj.g_02551
OG0000591	Prao.g_00064	Prbj.g_02558
OG0000592	Prao.g_00065	Prbj.g_02559
OG0000593	Prao.g_00071	Prbj.g_02569
OG0000594	Prao.g_00072	Prbj.g_02570
OG0000595	Prao.g_00073	Prbj.g_02571
OG0000596	Prao.g_00077	Prbj.g_02576
OG0000597	Prao.g_00079	Prbj.g_02579
OG0000598	Prao.g_00080	Prbj.g_02580
OG0000599	Prao.g_00083	Prbj.g_02590
OG0000600	Prao.g_00084	Prbj.g_02591
OG0000601	Prao.g_00085	Prbj.g_02592
OG0000602	Prao.g_00087	Prbj.g_02596
OG0000603	Prao.g_00088	Prbj.g_02597
OG0000604	Prao.g_00089	Prbj.g_02598
OG0000605	Prao.g_00090	Prbj.g_00792
OG0000606	Prao.g_00093	Prbj.g_00803
OG0000607	Prao.g_00096	Prbj.g_00806
OG0000608	Prao.g_00097	Prbj.g_00807
OG0000609	Prao.g_00098	Prbj.g_00809
OG0000610	Prao.g_00103	Prbj.g_00818
OG0000611	Prao.g_00106	Prbj.g_00821
OG0000612	Prao.g_00107	Prbj.g_00822
OG0000613	Prao.g_00112	Prbj.g_01466
OG0000614	Prao.g_00130	Prbj.g_00946
OG0000615	Prao.g_00138	Prbj.g_02373
OG0000616	Prao.g_00142	Prbj.g_02057
OG0000617	Prao.g_00654	Prbj.g_02184
OG0000618	Prao.g_00655	Prbj.g_02185
OG0000619	Prao.g_00656	Prbj.g_02186
OG0000620	Prao.g_00659	Prbj.g_02190
OG0000621	Prao.g_00660	Prbj.g_02191
OG0000622	Prao.g_00661	Prbj.g_02192
OG0000623	Prao.g_00662	Prbj.g_02193
OG0000624	Prao.g_00663	Prbj.g_02194
OG0000625	Prao.g_00664	Prbj.g_02195
OG0000626	Prao.g_00665	Prbj.g_02196
OG0000627	Prao.g_00666	Prbj.g_02320
OG0000628	Prao.g_00667	Prbj.g_02319
OG0000629	Prao.g_00668	Prbj.g_02316
OG0000630	Prao.g_00671	Prbj.g_02312
OG0000631	Prao.g_00732	Prbj.g_02306
OG0000632	Prao.g_00733	Prbj.g_02305
OG0000633	Prao.g_00734	Prbj.g_02304
OG0000634	Prao.g_00737	Prbj.g_02408
OG0000635	Prao.g_00738	Prbj.g_02409
OG0000636	Prao.g_00740	Prbj.g_02411
OG0000637	Prao.g_00742	Prbj.g_02413
OG0000638	Prao.g_00743	Prbj.g_02414
OG0000639	Prao.g_00744	Prbj.g_02415
OG0000640	Prao.g_00745	Prbj.g_02416
OG0000641	Prao.g_00749	Prbj.g_02420
OG0000642	Prao.g_00750	Prbj.g_02421
OG0000643	Prao.g_00751	Prbj.g_02422
OG0000644	Prao.g_00752	Prbj.g_02423
OG0000645	Prao.g_00753	Prbj.g_02424
OG0000646	Prao.g_00755	Prbj.g_02427
OG0000647	Prao.g_00756	Prbj.g_02430
OG0000648	Prao.g_00758	Prbj.g_02432
OG0000649	Prao.g_00759	Prbj.g_02433
OG0000650	Prao.g_00760	Prbj.g_02434
OG0000651	Prao.g_00761	Prbj.g_02435
OG0000652	Prao.g_00762	Prbj.g_02436
OG0000653	Prao.g_00764	Prbj.g_02438
OG0000654	Prao.g_00765	Prbj.g_02439
OG0000655	Prao.g_00766	Prbj.g_02440
OG0000656	Prao.g_00769	Prbj.g_02443
OG0000657	Prao.g_00777	Prbj.g_02476
OG0000658	Prao.g_00778	Prbj.g_02478
OG0000659	Prao.g_00779	Prbj.g_02479
OG0000660	Prao.g_00783	Prbj.g_02483
OG0000661	Prao.g_00785	Prbj.g_02485
OG0000662	Prao.g_00787	Prbj.g_02487
OG0000663	Prao.g_00789	Prbj.g_02490
OG0000664	Prao.g_00790	Prbj.g_02491
OG0000665	Prao.g_00794	Prbj.g_02504
OG0000666	Prao.g_00795	Prbj.g_02507
OG0000667	Prao.g_00799	Prbj.g_02514
OG0000668	Prao.g_00829	Prbj.g_02215
OG0000669	Prao.g_00837	Prbj.g_02523
OG0000670	Prao.g_00839	Prbj.g_00044
OG0000671	Prao.g_00841	Prbj.g_02335
OG0000672	Prao.g_00843	Prbj.g_02338
OG0000673	Prao.g_00846	Prbj.g_02341
OG0000674	Prao.g_00848	Prbj.g_02343
OG0000675	Prao.g_00849	Prbj.g_02344
OG0000676	Prao.g_00851	Prbj.g_02352
OG0000677	Prao.g_00852	Prbj.g_02354
OG0000678	Prao.g_00854	Prbj.g_02359
OG0000679	Prao.g_00858	Prbj.g_02379
OG0000680	Prao.g_00859	Prbj.g_02380
OG0000681	Prao.g_00861	Prbj.g_02382
OG0000682	Prao.g_00862	Prbj.g_02383
OG0000683	Prao.g_00863	Prbj.g_02384
OG0000684	Prao.g_00864	Prbj.g_02397
OG0000685	Prao.g_00866	Prbj.g_02395
OG0000686	Prao.g_00867	Prbj.g_02394
OG0000687	Prao.g_00868	Prbj.g_02393
OG0000688	Prao.g_00871	Prbj.g_02399
OG0000689	Prao.g_00872	Prbj.g_02400
OG0000690	Prao.g_00873	Prbj.g_02401
OG0000691	Prao.g_00874	Prbj.g_02402
OG0000692	Prao.g_00876	Prbj.g_02403
OG0000693	Prao.g_00877	Prbj.g_02404
OG0000694	Prao.g_00878	Prbj.g_02405
OG0000695	Prao.g_00880	Prbj.g_02302
OG0000696	Prao.g_00881	Prbj.g_02301
OG0000697	Prao.g_00882	Prbj.g_02299
OG0000698	Prao.g_00885	Prbj.g_02296
OG0000699	Prao.g_00886	Prbj.g_02294
OG0000700	Prao.g_00887	Prbj.g_02293
OG0000701	Prao.g_00888	Prbj.g_02292
OG0000702	Prao.g_00890	Prbj.g_02284
OG0000703	Prao.g_00891	Prbj.g_02283
OG0000704	Prao.g_00892	Prbj.g_02281
OG0000705	Prao.g_00896	Prbj.g_02275
OG0000706	Prao.g_00897	Prbj.g_02274
OG0000707	Prao.g_00898	Prbj.g_02273
OG0000708	Prao.g_00899	Prbj.g_02271
OG0000709	Prao.g_00903	Prbj.g_02264
OG0000710	Prao.g_00906	Prbj.g_02260
OG0000711	Prao.g_00923	Prbj.g_02237
OG0000712	Prao.g_00925	Prbj.g_02236
OG0000713	Prao.g_00926	Prbj.g_02235
OG0000714	Prao.g_00927	Prbj.g_02231
OG0000715	Prao.g_00929	Prbj.g_02229
OG0000716	Prao.g_00931	Prbj.g_02225
OG0000717	Prao.g_00932	Prbj.g_02224
OG0000718	Prao.g_00943	Prbj.g_02219
OG0000719	Prao.g_00945	Prbj.g_02217
OG0000720	Prao.g_00954	Prbj.g_02204
OG0000721	Prao.g_00956	Prbj.g_02203
OG0000722	Prao.g_00957	Prbj.g_02202
OG0000723	Prao.g_00960	Prbj.g_02198
OG0000724	Prao.g_00969	Prbj.g_01843
OG0000725	Prao.g_00975	Prbj.g_01836
OG0000726	Prao.g_00976	Prbj.g_01835
OG0000727	Prao.g_00977	Prbj.g_01834
OG0000728	Prao.g_00979	Prbj.g_01833
OG0000729	Prao.g_01027	Prbj.g_01289
OG0000730	Prao.g_01156	Prbj.g_00343
OG0000731	Prao.g_01152	Prbj.g_00333
OG0000732	Prao.g_01143	Prbj.g_01220
OG0000733	Prao.g_01121	Prbj.g_01997
OG0000734	Prao.g_01104	Prbj.g_00627
OG0000735	Prao.g_01102	Prbj.g_00953
OG0000736	Prao.g_01101	Prbj.g_00954
OG0000737	Prao.g_01100	Prbj.g_00955
OG0000738	Prao.g_01096	Prbj.g_00962
OG0000739	Prao.g_01095	Prbj.g_00964
OG0000740	Prao.g_01094	Prbj.g_00965
OG0000741	Prao.g_01093	Prbj.g_00968
OG0000742	Prao.g_01090	Prbj.g_00970
OG0000743	Prao.g_01088	Prbj.g_00972
OG0000744	Prao.g_01087	Prbj.g_00973
OG0000745	Prao.g_01086	Prbj.g_00846
OG0000746	Prao.g_01084	Prbj.g_00844
OG0000747	Prao.g_01083	Prbj.g_00843
OG0000748	Prao.g_01080	Prbj.g_00831
OG0000749	Prao.g_01079	Prbj.g_00830
OG0000750	Prao.g_01078	Prbj.g_00829
OG0000751	Prao.g_01076	Prbj.g_00305
OG0000752	Prao.g_01074	Prbj.g_00308
OG0000753	Prao.g_01071	Prbj.g_00311
OG0000754	Prao.g_01068	Prbj.g_01910
OG0000755	Prao.g_01065	Prbj.g_00002
OG0000756	Prao.g_01064	Prbj.g_00003
OG0000757	Prao.g_01058	Prbj.g_00010
OG0000758	Prao.g_01057	Prbj.g_00011
OG0000759	Prao.g_01056	Prbj.g_00012
OG0000760	Prao.g_01055	Prbj.g_00013
OG0000761	Prao.g_01054	Prbj.g_00014
OG0000762	Prao.g_01053	Prbj.g_01908
OG0000763	Prao.g_01051	Prbj.g_01906
OG0000764	Prao.g_01050	Prbj.g_01905
OG0000765	Prao.g_01041	Prbj.g_02163
OG0000766	Prao.g_01040	Prbj.g_02164
OG0000767	Prao.g_01038	Prbj.g_02166
OG0000768	Prao.g_01037	Prbj.g_02167
OG0000769	Prao.g_01035	Prbj.g_00313
OG0000770	Prao.g_01033	Prbj.g_00019
OG0000771	Prao.g_00014	Prbj.g_01848
OG0000772	Prao.g_01305	Prbj.g_01679
OG0000773	Prao.g_01285	Prbj.g_00161
OG0000774	Prao.g_01283	Prbj.g_01719
OG0000775	Prao.g_01281	Prbj.g_01721
OG0000776	Prao.g_01280	Prbj.g_01722
OG0000777	Prao.g_01279	Prbj.g_01723
OG0000778	Prao.g_01278	Prbj.g_01724
OG0000779	Prao.g_01274	Prbj.g_01729
OG0000780	Prao.g_01273	Prbj.g_01732
OG0000781	Prao.g_01270	Prbj.g_01736
OG0000782	Prao.g_01269	Prbj.g_01737
OG0000783	Prao.g_01268	Prbj.g_01738
OG0000784	Prao.g_01267	Prbj.g_01739
OG0000785	Prao.g_01265	Prbj.g_01741
OG0000786	Prao.g_01263	Prbj.g_01744
OG0000787	Prao.g_01262	Prbj.g_01745
OG0000788	Prao.g_01252	Prbj.g_00094
OG0000789	Prao.g_01249	Prbj.g_00687
OG0000790	Prao.g_01234	Prbj.g_01643
OG0000791	Prao.g_01232	Prbj.g_01645
OG0000792	Prao.g_01231	Prbj.g_01646
OG0000793	Prao.g_01228	Prbj.g_01650
OG0000794	Prao.g_01227	Prbj.g_01651
OG0000795	Prao.g_01226	Prbj.g_01652
OG0000796	Prao.g_01222	Prbj.g_01656
OG0000797	Prao.g_01221	Prbj.g_01657
OG0000799	Prao.g_01379	Prbj.g_01304
OG0000800	Prao.g_01380	Prbj.g_01303
OG0000801	Prao.g_01381	Prbj.g_01302
OG0000802	Prao.g_01383	Prbj.g_01293
OG0000803	Prao.g_01385	Prbj.g_01041
OG0000804	Prao.g_01386	Prbj.g_01043
OG0000805	Prao.g_01388	Prbj.g_01045
OG0000806	Prao.g_01390	Prbj.g_01047
OG0000807	Prao.g_01391	Prbj.g_01049
OG0000808	Prao.g_01392	Prbj.g_01050
OG0000809	Prao.g_01395	Prbj.g_01054
OG0000810	Prao.g_01396	Prbj.g_01055
OG0000811	Prao.g_01400	Prbj.g_01067
OG0000812	Prao.g_01402	Prbj.g_01069
OG0000813	Prao.g_01403	Prbj.g_01070
OG0000814	Prao.g_01405	Prbj.g_01072
OG0000815	Prao.g_01406	Prbj.g_01073
OG0000816	Prao.g_01408	Prbj.g_01075
OG0000817	Prao.g_01409	Prbj.g_01076
OG0000818	Prao.g_01414	Prbj.g_00631
OG0000819	Prao.g_01415	Prbj.g_00632
OG0000820	Prao.g_01416	Prbj.g_00633
OG0000821	Prao.g_01419	Prbj.g_00640
OG0000822	Prao.g_01420	Prbj.g_00642
OG0000823	Prao.g_01421	Prbj.g_00643
OG0000824	Prao.g_01424	Prbj.g_00647
OG0000825	Prao.g_01425	Prbj.g_00648
OG0000826	Prao.g_01426	Prbj.g_00649
OG0000827	Prao.g_01427	Prbj.g_00650
OG0000828	Prao.g_01430	Prbj.g_00653
OG0000829	Prao.g_01431	Prbj.g_00654
OG0000830	Prao.g_01432	Prbj.g_00655
OG0000831	Prao.g_01434	Prbj.g_00657
OG0000832	Prao.g_01440	Prbj.g_01684
OG0000833	Prao.g_01448	Prbj.g_01692
OG0000834	Prao.g_01449	Prbj.g_01693
OG0000835	Prao.g_01450	Prbj.g_01694
OG0000836	Prao.g_01451	Prbj.g_01696
OG0000837	Prao.g_01452	Prbj.g_01697
OG0000838	Prao.g_01454	Prbj.g_01700
OG0000839	Prao.g_01455	Prbj.g_01701
OG0000840	Prao.g_01456	Prbj.g_01702
OG0000841	Prao.g_01457	Prbj.g_01703
OG0000842	Prao.g_01458	Prbj.g_01704
OG0000843	Prao.g_01459	Prbj.g_01705
OG0000844	Prao.g_01460	Prbj.g_01707
OG0000845	Prao.g_01461	Prbj.g_01708
OG0000846	Prao.g_01462	Prbj.g_01709
OG0000847	Prao.g_01463	Prbj.g_01710
OG0000848	Prao.g_01464	Prbj.g_01711
OG0000849	Prao.g_01465	Prbj.g_01712
OG0000850	Prao.g_01467	Prbj.g_01713
OG0000851	Prao.g_01468	Prbj.g_00888
OG0000852	Prao.g_01469	Prbj.g_00887
OG0000853	Prao.g_01473	Prbj.g_00882
OG0000854	Prao.g_01475	Prbj.g_00880
OG0000855	Prao.g_01476	Prbj.g_00879
OG0000856	Prao.g_01491	Prbj.g_02561
OG0000857	Prao.g_01519	Prbj.g_02429
OG0000858	Prao.g_01546	Prbj.g_00868
OG0000859	Prao.g_01547	Prbj.g_00867
OG0000860	Prao.g_01554	Prbj.g_00855
OG0000861	Prao.g_01555	Prbj.g_00854
OG0000862	Prao.g_01556	Prbj.g_00852
OG0000863	Prao.g_01558	Prbj.g_00495
OG0000864	Prao.g_01559	Prbj.g_00494
OG0000865	Prao.g_01560	Prbj.g_00493
OG0000866	Prao.g_01561	Prbj.g_00492
OG0000867	Prao.g_01562	Prbj.g_00491
OG0000868	Prao.g_01563	Prbj.g_00489
OG0000869	Prao.g_01567	Prbj.g_00486
OG0000870	Prao.g_01572	Prbj.g_00481
OG0000871	Prao.g_01573	Prbj.g_00480
OG0000872	Prao.g_01574	Prbj.g_00478
OG0000873	Prao.g_01577	Prbj.g_00475
OG0000874	Prao.g_01580	Prbj.g_00471
OG0000875	Prao.g_01581	Prbj.g_00470
OG0000876	Prao.g_01582	Prbj.g_00469
OG0000877	Prao.g_01584	Prbj.g_00466
OG0000878	Prao.g_01585	Prbj.g_00465
OG0000879	Prao.g_01586	Prbj.g_00464
OG0000880	Prao.g_01587	Prbj.g_00463
OG0000881	Prao.g_01591	Prbj.g_00458
OG0000882	Prao.g_01596	Prbj.g_00453
OG0000883	Prao.g_01597	Prbj.g_00451
OG0000884	Prao.g_01599	Prbj.g_00449
OG0000885	Prao.g_01600	Prbj.g_00448
OG0000886	Prao.g_01601	Prbj.g_00447
OG0000887	Prao.g_01602	Prbj.g_00446
OG0000888	Prao.g_01604	Prbj.g_00444
OG0000889	Prao.g_01606	Prbj.g_00442
OG0000890	Prao.g_01607	Prbj.g_00428
OG0000891	Prao.g_01608	Prbj.g_00427
OG0000892	Prao.g_01610	Prbj.g_00425
OG0000893	Prao.g_01615	Prbj.g_02660
OG0000894	Prao.g_01617	Prbj.g_02656
OG0000895	Prao.g_01620	Prbj.g_02651
OG0000896	Prao.g_01621	Prbj.g_02650
OG0000897	Prao.g_01623	Prbj.g_02648
OG0000898	Prao.g_01624	Prbj.g_02647
OG0000899	Prao.g_01625	Prbj.g_02646
OG0000900	Prao.g_01626	Prbj.g_02645
OG0000901	Prao.g_01629	Prbj.g_02641
OG0000902	Prao.g_01631	Prbj.g_02639
OG0000903	Prao.g_01634	Prbj.g_01027
OG0000904	Prao.g_01636	Prbj.g_01032
OG0000905	Prao.g_01641	Prbj.g_01034
OG0000906	Prao.g_01642	Prbj.g_02635
OG0000907	Prao.g_01645	Prbj.g_01025
OG0000908	Prao.g_01648	Prbj.g_01022
OG0000909	Prao.g_01649	Prbj.g_01021
OG0000910	Prao.g_01650	Prbj.g_01020
OG0000911	Prao.g_01652	Prbj.g_01018
OG0000912	Prao.g_01653	Prbj.g_01017
OG0000913	Prao.g_01654	Prbj.g_01016
OG0000914	Prao.g_01655	Prbj.g_01015
OG0000915	Prao.g_01656	Prbj.g_01014
OG0000916	Prao.g_01657	Prbj.g_01013
OG0000917	Prao.g_01658	Prbj.g_01012
OG0000918	Prao.g_01659	Prbj.g_01011
OG0000919	Prao.g_01660	Prbj.g_01010
OG0000920	Prao.g_01661	Prbj.g_01009
OG0000921	Prao.g_01662	Prbj.g_01008
OG0000922	Prao.g_01663	Prbj.g_01007
OG0000923	Prao.g_01667	Prbj.g_01003
OG0000924	Prao.g_01668	Prbj.g_01002
OG0000925	Prao.g_01669	Prbj.g_01001
OG0000926	Prao.g_01670	Prbj.g_01000
OG0000927	Prao.g_01672	Prbj.g_00998
OG0000928	Prao.g_01673	Prbj.g_00997
OG0000929	Prao.g_01674	Prbj.g_00996
OG0000930	Prao.g_01675	Prbj.g_00995
OG0000931	Prao.g_01676	Prbj.g_00994
OG0000932	Prao.g_01677	Prbj.g_00993
OG0000933	Prao.g_01681	Prbj.g_00988
OG0000934	Prao.g_01683	Prbj.g_00986
OG0000935	Prao.g_01684	Prbj.g_00985
OG0000936	Prao.g_01685	Prbj.g_00984
OG0000937	Prao.g_01686	Prbj.g_00983
OG0000938	Prao.g_01688	Prbj.g_00414
OG0000939	Prao.g_01689	Prbj.g_00413
OG0000940	Prao.g_01696	Prbj.g_00404
OG0000941	Prao.g_01698	Prbj.g_00402
OG0000942	Prao.g_01700	Prbj.g_00400
OG0000943	Prao.g_01701	Prbj.g_00399
OG0000944	Prao.g_01702	Prbj.g_00397
OG0000945	Prao.g_01703	Prbj.g_00395
OG0000946	Prao.g_01707	Prbj.g_00368
OG0000947	Prao.g_01709	Prbj.g_00365
OG0000948	Prao.g_01710	Prbj.g_00364
OG0000949	Prao.g_01713	Prbj.g_00361
OG0000950	Prao.g_01718	Prbj.g_01501
OG0000951	Prao.g_01722	Prbj.g_01506
OG0000952	Prao.g_01726	Prbj.g_01513
OG0000953	Prao.g_01729	Prbj.g_01517
OG0000954	Prao.g_01733	Prbj.g_01577
OG0000955	Prao.g_01734	Prbj.g_01578
OG0000956	Prao.g_01736	Prbj.g_01580
OG0000957	Prao.g_01741	Prbj.g_01596
OG0000958	Prao.g_01742	Prbj.g_01597
OG0000959	Prao.g_01746	Prbj.g_01821
OG0000960	Prao.g_01747	Prbj.g_01820
OG0000961	Prao.g_01749	Prbj.g_01809
OG0000962	Prao.g_01751	Prbj.g_01290
OG0000963	Prao.g_01755	Prbj.g_01285
OG0000964	Prao.g_01756	Prbj.g_01284
OG0000965	Prao.g_01757	Prbj.g_01283
OG0000966	Prao.g_01764	Prbj.g_01250
OG0000967	Prao.g_01769	Prbj.g_01244
OG0000968	Prao.g_01771	Prbj.g_01241
OG0000969	Prao.g_01772	Prbj.g_01239
OG0000970	Prao.g_01773	Prbj.g_01238
OG0000971	Prao.g_01774	Prbj.g_01236
OG0000972	Prao.g_01775	Prbj.g_01235
OG0000973	Prao.g_01776	Prbj.g_01234
OG0000974	Prao.g_01777	Prbj.g_01233
OG0000975	Prao.g_01778	Prbj.g_01232
OG0000976	Prao.g_01779	Prbj.g_01231
OG0000977	Prao.g_01780	Prbj.g_01229
OG0000978	Prao.g_01781	Prbj.g_01228
OG0000979	Prao.g_01784	Prbj.g_01225
OG0000980	Prao.g_01786	Prbj.g_01221
OG0000981	Prao.g_01788	Prbj.g_01218
OG0000982	Prao.g_01790	Prbj.g_01956
OG0000983	Prao.g_01791	Prbj.g_01957
OG0000984	Prao.g_01792	Prbj.g_01958
OG0000985	Prao.g_01795	Prbj.g_01962
OG0000986	Prao.g_01797	Prbj.g_01964
OG0000987	Prao.g_01798	Prbj.g_01966
OG0000988	Prao.g_01801	Prbj.g_01970
OG0000989	Prao.g_01805	Prbj.g_01980
OG0000990	Prao.g_01808	Prbj.g_02002
OG0000991	Prao.g_01809	Prbj.g_02005
OG0000992	Prao.g_01811	Prbj.g_02008
OG0000993	Prao.g_01812	Prbj.g_02009
OG0000994	Prao.g_01813	Prbj.g_02012
OG0000995	Prao.g_01817	Prbj.g_02021
OG0000996	Prao.g_01818	Prbj.g_02034
OG0000997	Prao.g_01819	Prbj.g_02043
OG0000998	Prao.g_01821	Prbj.g_02045
OG0000999	Prao.g_01822	Prbj.g_02046
OG0001000	Prao.g_01825	Prbj.g_02049
OG0001001	Prao.g_01827	Prbj.g_02053
OG0001002	Prao.g_01831	Prbj.g_02060
OG0001003	Prao.g_01833	Prbj.g_02062
OG0001004	Prao.g_01834	Prbj.g_02063
OG0001005	Prao.g_01835	Prbj.g_02065
OG0001006	Prao.g_01839	Prbj.g_02071
OG0001007	Prao.g_01841	Prbj.g_02073
OG0001008	Prao.g_00541	Prbj.g_00101
OG0001009	Prao.g_00174	Prbj.g_01199
OG0001010	Prao.g_00175	Prbj.g_01200
OG0001011	Prao.g_00176	Prbj.g_01202
OG0001012	Prao.g_00189	Prbj.g_01953
OG0001013	Prao.g_00194	Prbj.g_01928
OG0001014	Prao.g_00197	Prbj.g_01919
OG0001015	Prao.g_00198	Prbj.g_01918
OG0001016	Prao.g_00212	Prbj.g_00569
OG0001017	Prao.g_00216	Prbj.g_00575
OG0001018	Prao.g_00219	Prbj.g_00577
OG0001019	Prao.g_00228	Prbj.g_00590
OG0001020	Prao.g_00229	Prbj.g_00596
OG0001021	Prao.g_00230	Prbj.g_00600
OG0001022	Prao.g_00233	Prbj.g_00605
OG0001023	Prao.g_00234	Prbj.g_00606
OG0001024	Prao.g_00237	Prbj.g_00610
OG0001025	Prao.g_00243	Prbj.g_00617
OG0001026	Prao.g_00249	Prbj.g_00630
OG0001027	Prao.g_00250	Prbj.g_01550
OG0001028	Prao.g_00252	Prbj.g_01552
OG0001029	Prao.g_00254	Prbj.g_01554
OG0001030	Prao.g_00269	Prbj.g_01535
OG0001031	Prao.g_00324	Prbj.g_01143
OG0001032	Prao.g_00325	Prbj.g_01146
OG0001033	Prao.g_00346	Prbj.g_00287
OG0001034	Prao.g_00374	Prbj.g_02608
OG0001035	Prao.g_00392	Prbj.g_01360
OG0001036	Prao.g_00397	Prbj.g_01364
OG0001037	Prao.g_00398	Prbj.g_01366
OG0001038	Prao.g_00415	Prbj.g_01403
OG0001039	Prao.g_00418	Prbj.g_01406
OG0001040	Prao.g_00420	Prbj.g_01409
OG0001041	Prao.g_00424	Prbj.g_01414
OG0001042	Prao.g_00441	Prbj.g_01439
OG0001043	Prao.g_00442	Prbj.g_01441
OG0001044	Prao.g_00469	Prbj.g_00342
OG0001045	Prao.g_00477	Prbj.g_00330
OG0001046	Prao.g_00513	Prbj.g_00874
OG0001047	Prao.g_00543	Prbj.g_00103
OG0001048	Prao.g_00544	Prbj.g_00104
OG0001049	Prao.g_00546	Prbj.g_00107
OG0001050	Prao.g_00547	Prbj.g_00108
OG0001051	Prao.g_00548	Prbj.g_00109
OG0001052	Prao.g_00577	Prbj.g_00132
OG0001053	Prao.g_00589	Prbj.g_01627
OG0001054	Prao.g_00604	Prbj.g_01609
OG0001055	Prao.g_00623	Prbj.g_02103
OG0001056	Prao.g_01855	Prbj.g_02132
OG0001057	Prao.g_01160	Prbj.g_02144
OG0001058	Prao.g_01168	Prbj.g_01863
OG0001059	Prao.g_01172	Prbj.g_01867
OG0001060	Prao.g_01179	Prbj.g_01874
OG0001061	Prao.g_01866	Prbj.g_01802
OG0001062	Prao.g_01868	Prbj.g_01800
OG0001063	Prao.g_01870	Prbj.g_01796
OG0001064	Prao.g_00018	Prbj.g_01795
OG0001065	Prao.g_00019	Prbj.g_01794
OG0001066	Prao.g_00020	Prbj.g_01793
OG0001067	Prao.g_00021	Prbj.g_01792
OG0001068	Prao.g_00022	Prbj.g_01791
OG0001069	Prao.g_00023	Prbj.g_01790
OG0001070	Prao.g_00026	Prbj.g_01786
OG0001071	Prao.g_00027	Prbj.g_01785
OG0001072	Prao.g_00028	Prbj.g_01782
OG0001073	Prao.g_00042	Prbj.g_01763
OG0001074	Prao.g_00053	Prbj.g_02544
OG0001075	Prao.g_00054	Prbj.g_02545
OG0001076	Prao.g_00063	Prbj.g_02553
OG0001077	Prao.g_00067	Prbj.g_02563
OG0001078	Prao.g_00075	Prbj.g_02574
OG0001079	Prao.g_00086	Prbj.g_02593
OG0001080	Prao.g_00092	Prbj.g_00794
OG0001081	Prao.g_00094	Prbj.g_00804
OG0001082	Prao.g_00095	Prbj.g_00805
OG0001083	Prao.g_00100	Prbj.g_00813
OG0001084	Prao.g_00101	Prbj.g_00815
OG0001085	Prao.g_00109	Prbj.g_00825
OG0001086	Prao.g_00110	Prbj.g_02707
OG0001087	Prao.g_00126	Prbj.g_00927
OG0001088	Prao.g_00127	Prbj.g_00931
OG0001089	Prao.g_00135	Prbj.g_00757
OG0001090	Prao.g_00649	Prbj.g_02180
OG0001091	Prao.g_00651	Prbj.g_02182
OG0001092	Prao.g_00652	Prbj.g_02183
OG0001093	Prao.g_00657	Prbj.g_02187
OG0001094	Prao.g_00735	Prbj.g_02406
OG0001095	Prao.g_00754	Prbj.g_02425
OG0001096	Prao.g_00767	Prbj.g_02441
OG0001097	Prao.g_00786	Prbj.g_02486
OG0001098	Prao.g_00801	Prbj.g_02323
OG0001099	Prao.g_00834	Prbj.g_01553
OG0001100	Prao.g_00838	Prbj.g_02333
OG0001101	Prao.g_00840	Prbj.g_02334
OG0001102	Prao.g_00842	Prbj.g_02337
OG0001103	Prao.g_00844	Prbj.g_02339
OG0001104	Prao.g_00865	Prbj.g_02396
OG0001105	Prao.g_00869	Prbj.g_02391
OG0001106	Prao.g_00893	Prbj.g_02280
OG0001107	Prao.g_00900	Prbj.g_02270
OG0001108	Prao.g_00904	Prbj.g_02263
OG0001109	Prao.g_00905	Prbj.g_02261
OG0001110	Prao.g_00907	Prbj.g_02259
OG0001111	Prao.g_00908	Prbj.g_02257
OG0001112	Prao.g_00909	Prbj.g_02255
OG0001113	Prao.g_00910	Prbj.g_02254
OG0001114	Prao.g_00911	Prbj.g_02253
OG0001115	Prao.g_00913	Prbj.g_02251
OG0001116	Prao.g_00914	Prbj.g_02250
OG0001117	Prao.g_00915	Prbj.g_02249
OG0001118	Prao.g_00916	Prbj.g_02248
OG0001119	Prao.g_00917	Prbj.g_02247
OG0001120	Prao.g_00919	Prbj.g_02245
OG0001122	Prao.g_00946	Prbj.g_02216
OG0001123	Prao.g_00950	Prbj.g_02209
OG0001124	Prao.g_00952	Prbj.g_02207
OG0001125	Prao.g_00953	Prbj.g_02205
OG0001126	Prao.g_00963	Prbj.g_01850
OG0001127	Prao.g_00964	Prbj.g_01849
OG0001128	Prao.g_00966	Prbj.g_01846
OG0001129	Prao.g_00967	Prbj.g_01845
OG0001130	Prao.g_00968	Prbj.g_01844
OG0001131	Prao.g_01007	Prbj.g_02687
OG0001132	Prao.g_01016	Prbj.g_02537
OG0001133	Prao.g_01137	Prbj.g_02555
OG0001134	Prao.g_01122	Prbj.g_01990
OG0001135	Prao.g_01119	Prbj.g_01992
OG0001136	Prao.g_01092	Prbj.g_00969
