Orthogroup	Prao	Prbk
OG0000577	Prao.g_00038	Prbk.g_01144
OG0000578	Prao.g_00039	Prbk.g_01145
OG0000579	Prao.g_00040	Prbk.g_01146
OG0000580	Prao.g_00041	Prbk.g_01147
OG0000581	Prao.g_00043	Prbk.g_01151
OG0000582	Prao.g_00046	Prbk.g_01155
OG0000583	Prao.g_00047	Prbk.g_01156
OG0000584	Prao.g_00048	Prbk.g_01157
OG0000585	Prao.g_00050	Prbk.g_01159
OG0000586	Prao.g_00051	Prbk.g_01161
OG0000587	Prao.g_00052	Prbk.g_01163
OG0000588	Prao.g_00056	Prbk.g_02605
OG0000589	Prao.g_00060	Prbk.g_02608
OG0000590	Prao.g_00061	Prbk.g_02609
OG0000591	Prao.g_00064	Prbk.g_02616
OG0000592	Prao.g_00065	Prbk.g_02617
OG0000593	Prao.g_00071	Prbk.g_02627
OG0000594	Prao.g_00072	Prbk.g_02628
OG0000595	Prao.g_00073	Prbk.g_02629
OG0000596	Prao.g_00077	Prbk.g_02634
OG0000597	Prao.g_00079	Prbk.g_02637
OG0000598	Prao.g_00080	Prbk.g_02638
OG0000599	Prao.g_00083	Prbk.g_02648
OG0000600	Prao.g_00084	Prbk.g_02649
OG0000601	Prao.g_00085	Prbk.g_02650
OG0000602	Prao.g_00087	Prbk.g_02654
OG0000603	Prao.g_00088	Prbk.g_02655
OG0000604	Prao.g_00089	Prbk.g_02656
OG0000605	Prao.g_00090	Prbk.g_00740
OG0000606	Prao.g_00093	Prbk.g_00729
OG0000607	Prao.g_00096	Prbk.g_00726
OG0000608	Prao.g_00097	Prbk.g_00725
OG0000609	Prao.g_00098	Prbk.g_00723
OG0000610	Prao.g_00103	Prbk.g_00715
OG0000611	Prao.g_00106	Prbk.g_00712
OG0000612	Prao.g_00107	Prbk.g_00711
OG0000613	Prao.g_00112	Prbk.g_00478
OG0000614	Prao.g_00130	Prbk.g_01802
OG0000615	Prao.g_00138	Prbk.g_02429
OG0000616	Prao.g_00142	Prbk.g_02262
OG0000617	Prao.g_00654	Prbk.g_00613
OG0000618	Prao.g_00655	Prbk.g_00612
OG0000619	Prao.g_00656	Prbk.g_00611
OG0000620	Prao.g_00659	Prbk.g_00607
OG0000621	Prao.g_00660	Prbk.g_00606
OG0000622	Prao.g_00661	Prbk.g_00605
OG0000623	Prao.g_00662	Prbk.g_00604
OG0000624	Prao.g_00663	Prbk.g_00603
OG0000625	Prao.g_00664	Prbk.g_00602
OG0000626	Prao.g_00665	Prbk.g_00601
OG0000627	Prao.g_00666	Prbk.g_02376
OG0000628	Prao.g_00667	Prbk.g_02375
OG0000629	Prao.g_00668	Prbk.g_02372
OG0000630	Prao.g_00671	Prbk.g_02368
OG0000631	Prao.g_00732	Prbk.g_02362
OG0000632	Prao.g_00733	Prbk.g_02361
OG0000633	Prao.g_00734	Prbk.g_02360
OG0000634	Prao.g_00737	Prbk.g_02464
OG0000635	Prao.g_00738	Prbk.g_02465
OG0000636	Prao.g_00740	Prbk.g_02467
OG0000637	Prao.g_00742	Prbk.g_02469
OG0000638	Prao.g_00743	Prbk.g_02470
OG0000639	Prao.g_00744	Prbk.g_02471
OG0000640	Prao.g_00745	Prbk.g_02472
OG0000641	Prao.g_00749	Prbk.g_02476
OG0000642	Prao.g_00750	Prbk.g_02477
OG0000643	Prao.g_00751	Prbk.g_02478
OG0000644	Prao.g_00752	Prbk.g_02479
OG0000645	Prao.g_00753	Prbk.g_02480
OG0000646	Prao.g_00755	Prbk.g_02483
OG0000647	Prao.g_00756	Prbk.g_02486
OG0000648	Prao.g_00758	Prbk.g_02488
OG0000649	Prao.g_00759	Prbk.g_02489
OG0000650	Prao.g_00760	Prbk.g_02490
OG0000651	Prao.g_00761	Prbk.g_02491
OG0000652	Prao.g_00762	Prbk.g_02492
OG0000653	Prao.g_00764	Prbk.g_02494
OG0000654	Prao.g_00765	Prbk.g_02495
OG0000655	Prao.g_00766	Prbk.g_02496
OG0000656	Prao.g_00769	Prbk.g_02499
OG0000657	Prao.g_00777	Prbk.g_02532
OG0000658	Prao.g_00778	Prbk.g_02534
OG0000659	Prao.g_00779	Prbk.g_02535
OG0000660	Prao.g_00783	Prbk.g_02539
OG0000661	Prao.g_00785	Prbk.g_02541
OG0000662	Prao.g_00787	Prbk.g_02543
OG0000663	Prao.g_00789	Prbk.g_02546
OG0000664	Prao.g_00790	Prbk.g_02547
OG0000665	Prao.g_00794	Prbk.g_02560
OG0000666	Prao.g_00795	Prbk.g_02563
OG0000667	Prao.g_00799	Prbk.g_02570
OG0000668	Prao.g_00829	Prbk.g_00582
OG0000669	Prao.g_00837	Prbk.g_02580
OG0000670	Prao.g_00839	Prbk.g_01662
OG0000671	Prao.g_00841	Prbk.g_02391
OG0000672	Prao.g_00843	Prbk.g_02394
OG0000673	Prao.g_00846	Prbk.g_02397
OG0000674	Prao.g_00848	Prbk.g_02399
OG0000675	Prao.g_00849	Prbk.g_02400
OG0000676	Prao.g_00851	Prbk.g_02408
OG0000677	Prao.g_00852	Prbk.g_02410
OG0000678	Prao.g_00854	Prbk.g_02415
OG0000679	Prao.g_00858	Prbk.g_02435
OG0000680	Prao.g_00859	Prbk.g_02436
OG0000681	Prao.g_00861	Prbk.g_02438
OG0000682	Prao.g_00862	Prbk.g_02439
OG0000683	Prao.g_00863	Prbk.g_02440
OG0000684	Prao.g_00864	Prbk.g_02453
OG0000685	Prao.g_00866	Prbk.g_02451
OG0000686	Prao.g_00867	Prbk.g_02450
OG0000687	Prao.g_00868	Prbk.g_02449
OG0000688	Prao.g_00871	Prbk.g_02455
OG0000689	Prao.g_00872	Prbk.g_02456
OG0000690	Prao.g_00873	Prbk.g_02457
OG0000691	Prao.g_00874	Prbk.g_02458
OG0000692	Prao.g_00876	Prbk.g_02459
OG0000693	Prao.g_00877	Prbk.g_02460
OG0000694	Prao.g_00878	Prbk.g_02461
OG0000695	Prao.g_00880	Prbk.g_02358
OG0000696	Prao.g_00881	Prbk.g_02357
OG0000697	Prao.g_00882	Prbk.g_02355
OG0000698	Prao.g_00885	Prbk.g_02352
OG0000699	Prao.g_00886	Prbk.g_02350
OG0000700	Prao.g_00887	Prbk.g_02349
OG0000701	Prao.g_00888	Prbk.g_02348
OG0000702	Prao.g_00890	Prbk.g_02340
OG0000703	Prao.g_00891	Prbk.g_02339
OG0000704	Prao.g_00892	Prbk.g_02337
OG0000705	Prao.g_00896	Prbk.g_02331
OG0000706	Prao.g_00897	Prbk.g_02330
OG0000707	Prao.g_00898	Prbk.g_02329
OG0000708	Prao.g_00899	Prbk.g_02327
OG0000709	Prao.g_00903	Prbk.g_02320
OG0000710	Prao.g_00906	Prbk.g_02316
OG0000711	Prao.g_00923	Prbk.g_02293
OG0000712	Prao.g_00925	Prbk.g_02292
OG0000713	Prao.g_00926	Prbk.g_00562
OG0000714	Prao.g_00927	Prbk.g_00566
OG0000715	Prao.g_00929	Prbk.g_00568
OG0000716	Prao.g_00931	Prbk.g_00572
OG0000717	Prao.g_00932	Prbk.g_00573
OG0000718	Prao.g_00943	Prbk.g_00578
OG0000719	Prao.g_00945	Prbk.g_00580
OG0000720	Prao.g_00954	Prbk.g_00593
OG0000721	Prao.g_00956	Prbk.g_00594
OG0000722	Prao.g_00957	Prbk.g_00595
OG0000723	Prao.g_00960	Prbk.g_00599
OG0000724	Prao.g_00969	Prbk.g_00061
OG0000725	Prao.g_00975	Prbk.g_00054
OG0000726	Prao.g_00976	Prbk.g_00053
OG0000727	Prao.g_00977	Prbk.g_00052
OG0000728	Prao.g_00979	Prbk.g_00051
OG0000729	Prao.g_01027	Prbk.g_01531
OG0000730	Prao.g_01156	Prbk.g_00869
OG0000731	Prao.g_01152	Prbk.g_00879
OG0000732	Prao.g_01143	Prbk.g_01601
OG0000733	Prao.g_01121	Prbk.g_02202
OG0000734	Prao.g_01104	Prbk.g_00004
OG0000735	Prao.g_01102	Prbk.g_01037
OG0000736	Prao.g_01101	Prbk.g_01036
OG0000737	Prao.g_01100	Prbk.g_01035
OG0000738	Prao.g_01096	Prbk.g_01028
OG0000739	Prao.g_01095	Prbk.g_01026
OG0000740	Prao.g_01094	Prbk.g_01025
OG0000741	Prao.g_01093	Prbk.g_01022
OG0000742	Prao.g_01090	Prbk.g_01020
OG0000743	Prao.g_01088	Prbk.g_01018
OG0000744	Prao.g_01087	Prbk.g_01017
OG0000745	Prao.g_01086	Prbk.g_00141
OG0000746	Prao.g_01084	Prbk.g_00143
OG0000747	Prao.g_01083	Prbk.g_00144
OG0000748	Prao.g_01080	Prbk.g_00156
OG0000749	Prao.g_01079	Prbk.g_00157
OG0000750	Prao.g_01078	Prbk.g_00158
OG0000751	Prao.g_01076	Prbk.g_00105
OG0000752	Prao.g_01074	Prbk.g_00103
OG0000753	Prao.g_01071	Prbk.g_00100
OG0000754	Prao.g_01068	Prbk.g_01501
OG0000755	Prao.g_01065	Prbk.g_00139
OG0000756	Prao.g_01064	Prbk.g_00138
OG0000757	Prao.g_01058	Prbk.g_00131
OG0000758	Prao.g_01057	Prbk.g_00130
OG0000759	Prao.g_01056	Prbk.g_00129
OG0000760	Prao.g_01055	Prbk.g_00128
OG0000761	Prao.g_01054	Prbk.g_00127
OG0000762	Prao.g_01053	Prbk.g_01503
OG0000763	Prao.g_01051	Prbk.g_01505
OG0000764	Prao.g_01050	Prbk.g_01506
OG0000765	Prao.g_01041	Prbk.g_00178
OG0000766	Prao.g_01040	Prbk.g_00177
OG0000767	Prao.g_01038	Prbk.g_00175
OG0000768	Prao.g_01037	Prbk.g_00174
OG0000769	Prao.g_01035	Prbk.g_00098
OG0000770	Prao.g_01033	Prbk.g_00122
OG0000771	Prao.g_00014	Prbk.g_00066
OG0000772	Prao.g_01305	Prbk.g_02011
OG0000773	Prao.g_01285	Prbk.g_00162
OG0000774	Prao.g_01283	Prbk.g_01192
OG0000775	Prao.g_01281	Prbk.g_01190
OG0000776	Prao.g_01280	Prbk.g_01189
OG0000777	Prao.g_01279	Prbk.g_01188
OG0000778	Prao.g_01278	Prbk.g_01187
OG0000779	Prao.g_01274	Prbk.g_01182
OG0000780	Prao.g_01273	Prbk.g_01179
OG0000781	Prao.g_01270	Prbk.g_01175
OG0000782	Prao.g_01269	Prbk.g_01174
OG0000783	Prao.g_01268	Prbk.g_01173
OG0000784	Prao.g_01267	Prbk.g_01172
OG0000785	Prao.g_01265	Prbk.g_01170
OG0000786	Prao.g_01263	Prbk.g_01167
OG0000787	Prao.g_01262	Prbk.g_01166
OG0000788	Prao.g_01252	Prbk.g_00334
OG0000789	Prao.g_01249	Prbk.g_01691
OG0000790	Prao.g_01234	Prbk.g_02048
OG0000791	Prao.g_01232	Prbk.g_02046
OG0000792	Prao.g_01231	Prbk.g_02045
OG0000793	Prao.g_01228	Prbk.g_02041
OG0000794	Prao.g_01227	Prbk.g_02040
OG0000795	Prao.g_01226	Prbk.g_02039
OG0000796	Prao.g_01222	Prbk.g_02035
OG0000797	Prao.g_01221	Prbk.g_02034
OG0000799	Prao.g_01379	Prbk.g_01929
OG0000800	Prao.g_01380	Prbk.g_01930
OG0000801	Prao.g_01381	Prbk.g_01931
OG0000802	Prao.g_01383	Prbk.g_01938
OG0000803	Prao.g_01385	Prbk.g_00244
OG0000804	Prao.g_01386	Prbk.g_00246
OG0000805	Prao.g_01388	Prbk.g_00248
OG0000806	Prao.g_01390	Prbk.g_00250
OG0000807	Prao.g_01391	Prbk.g_00252
OG0000808	Prao.g_01392	Prbk.g_00253
OG0000809	Prao.g_01395	Prbk.g_00257
OG0000810	Prao.g_01396	Prbk.g_00258
OG0000811	Prao.g_01400	Prbk.g_00270
OG0000812	Prao.g_01402	Prbk.g_00272
OG0000813	Prao.g_01403	Prbk.g_00273
OG0000814	Prao.g_01405	Prbk.g_00275
OG0000815	Prao.g_01406	Prbk.g_00276
OG0000816	Prao.g_01408	Prbk.g_00278
OG0000817	Prao.g_01409	Prbk.g_00279
OG0000818	Prao.g_01414	Prbk.g_01237
OG0000819	Prao.g_01415	Prbk.g_01236
OG0000820	Prao.g_01416	Prbk.g_01235
OG0000821	Prao.g_01419	Prbk.g_01228
OG0000822	Prao.g_01420	Prbk.g_01226
OG0000823	Prao.g_01421	Prbk.g_01225
OG0000824	Prao.g_01424	Prbk.g_01221
OG0000825	Prao.g_01425	Prbk.g_01220
OG0000826	Prao.g_01426	Prbk.g_01219
OG0000827	Prao.g_01427	Prbk.g_01218
OG0000828	Prao.g_01430	Prbk.g_01215
OG0000829	Prao.g_01431	Prbk.g_01214
OG0000830	Prao.g_01432	Prbk.g_01213
OG0000831	Prao.g_01434	Prbk.g_01211
OG0000832	Prao.g_01440	Prbk.g_02006
OG0000833	Prao.g_01448	Prbk.g_01998
OG0000834	Prao.g_01449	Prbk.g_01997
OG0000835	Prao.g_01450	Prbk.g_01996
OG0000836	Prao.g_01451	Prbk.g_01994
OG0000837	Prao.g_01452	Prbk.g_01993
OG0000838	Prao.g_01454	Prbk.g_01990
OG0000839	Prao.g_01455	Prbk.g_01989
OG0000840	Prao.g_01456	Prbk.g_01988
OG0000841	Prao.g_01457	Prbk.g_01987
OG0000842	Prao.g_01458	Prbk.g_01986
OG0000843	Prao.g_01459	Prbk.g_01985
OG0000844	Prao.g_01460	Prbk.g_01983
OG0000845	Prao.g_01461	Prbk.g_01982
OG0000846	Prao.g_01462	Prbk.g_01981
OG0000847	Prao.g_01463	Prbk.g_01980
OG0000848	Prao.g_01464	Prbk.g_01979
OG0000849	Prao.g_01465	Prbk.g_01978
OG0000850	Prao.g_01467	Prbk.g_01977
OG0000851	Prao.g_01468	Prbk.g_00937
OG0000852	Prao.g_01469	Prbk.g_00936
OG0000853	Prao.g_01473	Prbk.g_00932
OG0000854	Prao.g_01475	Prbk.g_00930
OG0000855	Prao.g_01476	Prbk.g_00929
OG0000856	Prao.g_01491	Prbk.g_02619
OG0000857	Prao.g_01519	Prbk.g_02485
OG0000858	Prao.g_01546	Prbk.g_00918
OG0000859	Prao.g_01547	Prbk.g_00917
OG0000860	Prao.g_01554	Prbk.g_00905
OG0000861	Prao.g_01555	Prbk.g_00904
OG0000862	Prao.g_01556	Prbk.g_00902
OG0000863	Prao.g_01558	Prbk.g_01451
OG0000864	Prao.g_01559	Prbk.g_01450
OG0000865	Prao.g_01560	Prbk.g_01449
OG0000866	Prao.g_01561	Prbk.g_01448
OG0000867	Prao.g_01562	Prbk.g_01447
OG0000868	Prao.g_01563	Prbk.g_01445
OG0000869	Prao.g_01567	Prbk.g_01442
OG0000870	Prao.g_01572	Prbk.g_01437
OG0000871	Prao.g_01573	Prbk.g_01436
OG0000872	Prao.g_01574	Prbk.g_01434
OG0000873	Prao.g_01577	Prbk.g_01431
OG0000874	Prao.g_01580	Prbk.g_01427
OG0000875	Prao.g_01581	Prbk.g_01426
OG0000876	Prao.g_01582	Prbk.g_01425
OG0000877	Prao.g_01584	Prbk.g_01422
OG0000878	Prao.g_01585	Prbk.g_01421
OG0000879	Prao.g_01586	Prbk.g_01420
OG0000880	Prao.g_01587	Prbk.g_01419
OG0000881	Prao.g_01591	Prbk.g_01414
OG0000882	Prao.g_01596	Prbk.g_01409
OG0000883	Prao.g_01597	Prbk.g_01407
OG0000884	Prao.g_01599	Prbk.g_01405
OG0000885	Prao.g_01600	Prbk.g_01404
OG0000886	Prao.g_01601	Prbk.g_01403
OG0000887	Prao.g_01602	Prbk.g_01402
OG0000888	Prao.g_01604	Prbk.g_01400
OG0000889	Prao.g_01606	Prbk.g_01398
OG0000890	Prao.g_01607	Prbk.g_01384
OG0000891	Prao.g_01608	Prbk.g_01383
OG0000892	Prao.g_01610	Prbk.g_01381
OG0000893	Prao.g_01615	Prbk.g_01901
OG0000894	Prao.g_01617	Prbk.g_01905
OG0000895	Prao.g_01620	Prbk.g_01910
OG0000896	Prao.g_01621	Prbk.g_01911
OG0000897	Prao.g_01623	Prbk.g_01913
OG0000898	Prao.g_01624	Prbk.g_01914
OG0000899	Prao.g_01625	Prbk.g_01915
OG0000900	Prao.g_01626	Prbk.g_01916
OG0000901	Prao.g_01629	Prbk.g_01920
OG0000902	Prao.g_01631	Prbk.g_01922
OG0000903	Prao.g_01634	Prbk.g_00990
OG0000904	Prao.g_01636	Prbk.g_00995
OG0000905	Prao.g_01641	Prbk.g_00997
OG0000906	Prao.g_01642	Prbk.g_01926
OG0000907	Prao.g_01645	Prbk.g_00988
OG0000908	Prao.g_01648	Prbk.g_00985
OG0000909	Prao.g_01649	Prbk.g_00984
OG0000910	Prao.g_01650	Prbk.g_00983
OG0000911	Prao.g_01652	Prbk.g_00981
OG0000912	Prao.g_01653	Prbk.g_00980
OG0000913	Prao.g_01654	Prbk.g_00979
OG0000914	Prao.g_01655	Prbk.g_00978
OG0000915	Prao.g_01656	Prbk.g_00977
OG0000916	Prao.g_01657	Prbk.g_00976
OG0000917	Prao.g_01658	Prbk.g_00975
OG0000918	Prao.g_01659	Prbk.g_00974
OG0000919	Prao.g_01660	Prbk.g_00973
OG0000920	Prao.g_01661	Prbk.g_00972
OG0000921	Prao.g_01662	Prbk.g_00971
OG0000922	Prao.g_01663	Prbk.g_00970
OG0000923	Prao.g_01667	Prbk.g_00966
OG0000924	Prao.g_01668	Prbk.g_00965
OG0000925	Prao.g_01669	Prbk.g_00964
OG0000926	Prao.g_01670	Prbk.g_00963
OG0000927	Prao.g_01672	Prbk.g_00961
OG0000928	Prao.g_01673	Prbk.g_00960
OG0000929	Prao.g_01674	Prbk.g_00959
OG0000930	Prao.g_01675	Prbk.g_00958
OG0000931	Prao.g_01676	Prbk.g_00957
OG0000932	Prao.g_01677	Prbk.g_00956
OG0000933	Prao.g_01681	Prbk.g_00951
OG0000934	Prao.g_01683	Prbk.g_00949
OG0000935	Prao.g_01684	Prbk.g_00948
OG0000936	Prao.g_01685	Prbk.g_00947
OG0000937	Prao.g_01686	Prbk.g_00946
OG0000938	Prao.g_01688	Prbk.g_00797
OG0000939	Prao.g_01689	Prbk.g_00798
OG0000940	Prao.g_01696	Prbk.g_00807
OG0000941	Prao.g_01698	Prbk.g_00809
OG0000942	Prao.g_01700	Prbk.g_00811
OG0000943	Prao.g_01701	Prbk.g_00812
OG0000944	Prao.g_01702	Prbk.g_00814
OG0000945	Prao.g_01703	Prbk.g_00816
OG0000946	Prao.g_01707	Prbk.g_00844
OG0000947	Prao.g_01709	Prbk.g_00847
OG0000948	Prao.g_01710	Prbk.g_00848
OG0000949	Prao.g_01713	Prbk.g_00851
OG0000950	Prao.g_01718	Prbk.g_00513
OG0000951	Prao.g_01722	Prbk.g_00518
OG0000952	Prao.g_01726	Prbk.g_00525
OG0000953	Prao.g_01729	Prbk.g_00529
OG0000954	Prao.g_01733	Prbk.g_00216
OG0000955	Prao.g_01734	Prbk.g_00217
OG0000956	Prao.g_01736	Prbk.g_00219
OG0000957	Prao.g_01741	Prbk.g_00235
OG0000958	Prao.g_01742	Prbk.g_00236
OG0000959	Prao.g_01746	Prbk.g_01482
OG0000960	Prao.g_01747	Prbk.g_01483
OG0000961	Prao.g_01749	Prbk.g_01494
OG0000962	Prao.g_01751	Prbk.g_01530
OG0000963	Prao.g_01755	Prbk.g_01535
OG0000964	Prao.g_01756	Prbk.g_01536
OG0000965	Prao.g_01757	Prbk.g_01537
OG0000966	Prao.g_01764	Prbk.g_01571
OG0000967	Prao.g_01769	Prbk.g_01577
OG0000968	Prao.g_01771	Prbk.g_01580
OG0000969	Prao.g_01772	Prbk.g_01582
OG0000970	Prao.g_01773	Prbk.g_01583
OG0000971	Prao.g_01774	Prbk.g_01585
OG0000972	Prao.g_01775	Prbk.g_01586
OG0000973	Prao.g_01776	Prbk.g_01587
OG0000974	Prao.g_01777	Prbk.g_01588
OG0000975	Prao.g_01778	Prbk.g_01589
OG0000976	Prao.g_01779	Prbk.g_01590
OG0000977	Prao.g_01780	Prbk.g_01592
OG0000978	Prao.g_01781	Prbk.g_01593
OG0000979	Prao.g_01784	Prbk.g_01596
OG0000980	Prao.g_01786	Prbk.g_01600
OG0000981	Prao.g_01788	Prbk.g_01603
OG0000982	Prao.g_01790	Prbk.g_02161
OG0000983	Prao.g_01791	Prbk.g_02162
OG0000984	Prao.g_01792	Prbk.g_02163
OG0000985	Prao.g_01795	Prbk.g_02167
OG0000986	Prao.g_01797	Prbk.g_02169
OG0000987	Prao.g_01798	Prbk.g_02171
OG0000988	Prao.g_01801	Prbk.g_02175
OG0000989	Prao.g_01805	Prbk.g_02185
OG0000990	Prao.g_01808	Prbk.g_02207
OG0000991	Prao.g_01809	Prbk.g_02210
OG0000992	Prao.g_01811	Prbk.g_02213
OG0000993	Prao.g_01812	Prbk.g_02214
OG0000994	Prao.g_01813	Prbk.g_02217
OG0000995	Prao.g_01817	Prbk.g_02226
OG0000996	Prao.g_01818	Prbk.g_02239
OG0000997	Prao.g_01819	Prbk.g_02248
OG0000998	Prao.g_01821	Prbk.g_02250
OG0000999	Prao.g_01822	Prbk.g_02251
OG0001000	Prao.g_01825	Prbk.g_02254
OG0001001	Prao.g_01827	Prbk.g_02258
OG0001002	Prao.g_01831	Prbk.g_02265
OG0001003	Prao.g_01833	Prbk.g_02267
OG0001004	Prao.g_01834	Prbk.g_02268
OG0001005	Prao.g_01835	Prbk.g_02270
OG0001006	Prao.g_01839	Prbk.g_02276
OG0001007	Prao.g_01841	Prbk.g_02278
OG0001008	Prao.g_00541	Prbk.g_00327
OG0001009	Prao.g_00174	Prbk.g_01622
OG0001010	Prao.g_00175	Prbk.g_01621
OG0001011	Prao.g_00176	Prbk.g_01619
OG0001012	Prao.g_00189	Prbk.g_02158
OG0001013	Prao.g_00194	Prbk.g_02133
OG0001014	Prao.g_00197	Prbk.g_02124
OG0001015	Prao.g_00198	Prbk.g_02123
OG0001016	Prao.g_00212	Prbk.g_01315
OG0001017	Prao.g_00216	Prbk.g_01309
OG0001018	Prao.g_00219	Prbk.g_01307
OG0001019	Prao.g_00228	Prbk.g_01294
OG0001020	Prao.g_00229	Prbk.g_00035
OG0001021	Prao.g_00230	Prbk.g_00031
OG0001022	Prao.g_00233	Prbk.g_00026
OG0001023	Prao.g_00234	Prbk.g_00025
OG0001024	Prao.g_00237	Prbk.g_00021
OG0001025	Prao.g_00243	Prbk.g_00014
OG0001026	Prao.g_00249	Prbk.g_00001
OG0001027	Prao.g_00250	Prbk.g_00190
OG0001028	Prao.g_00252	Prbk.g_00192
OG0001029	Prao.g_00254	Prbk.g_00194
OG0001030	Prao.g_00269	Prbk.g_00547
OG0001031	Prao.g_00324	Prbk.g_01275
OG0001032	Prao.g_00325	Prbk.g_01272
OG0001033	Prao.g_00346	Prbk.g_00633
OG0001034	Prao.g_00374	Prbk.g_01521
OG0001035	Prao.g_00392	Prbk.g_00372
OG0001036	Prao.g_00397	Prbk.g_00376
OG0001037	Prao.g_00398	Prbk.g_00378
OG0001038	Prao.g_00415	Prbk.g_00415
OG0001039	Prao.g_00418	Prbk.g_00418
OG0001040	Prao.g_00420	Prbk.g_00421
OG0001041	Prao.g_00424	Prbk.g_00426
OG0001042	Prao.g_00441	Prbk.g_00451
OG0001043	Prao.g_00442	Prbk.g_00453
OG0001044	Prao.g_00469	Prbk.g_00870
OG0001045	Prao.g_00477	Prbk.g_00882
OG0001046	Prao.g_00513	Prbk.g_00924
OG0001047	Prao.g_00543	Prbk.g_00325
OG0001048	Prao.g_00544	Prbk.g_00324
OG0001049	Prao.g_00546	Prbk.g_00321
OG0001050	Prao.g_00547	Prbk.g_00320
OG0001051	Prao.g_00548	Prbk.g_00319
OG0001052	Prao.g_00577	Prbk.g_02109
OG0001053	Prao.g_00589	Prbk.g_02064
OG0001054	Prao.g_00604	Prbk.g_01861
OG0001055	Prao.g_00623	Prbk.g_01056
OG0001056	Prao.g_01855	Prbk.g_01085
OG0001057	Prao.g_01160	Prbk.g_01097
OG0001058	Prao.g_01168	Prbk.g_01893
OG0001059	Prao.g_01172	Prbk.g_01889
OG0001060	Prao.g_01179	Prbk.g_01882
OG0001061	Prao.g_01866	Prbk.g_01109
OG0001062	Prao.g_01868	Prbk.g_01111
OG0001063	Prao.g_01870	Prbk.g_01115
OG0001064	Prao.g_00018	Prbk.g_01116
OG0001065	Prao.g_00019	Prbk.g_01117
OG0001066	Prao.g_00020	Prbk.g_01118
OG0001067	Prao.g_00021	Prbk.g_01119
OG0001068	Prao.g_00022	Prbk.g_01120
OG0001069	Prao.g_00023	Prbk.g_01121
OG0001070	Prao.g_00026	Prbk.g_01125
OG0001071	Prao.g_00027	Prbk.g_01126
OG0001072	Prao.g_00028	Prbk.g_01129
OG0001073	Prao.g_00042	Prbk.g_01148
OG0001074	Prao.g_00053	Prbk.g_02602
OG0001075	Prao.g_00054	Prbk.g_02603
OG0001076	Prao.g_00063	Prbk.g_02611
OG0001077	Prao.g_00067	Prbk.g_02621
OG0001078	Prao.g_00075	Prbk.g_02632
OG0001079	Prao.g_00086	Prbk.g_02651
OG0001080	Prao.g_00092	Prbk.g_00738
OG0001081	Prao.g_00094	Prbk.g_00728
OG0001082	Prao.g_00095	Prbk.g_00727
OG0001083	Prao.g_00100	Prbk.g_00719
OG0001084	Prao.g_00101	Prbk.g_00718
OG0001085	Prao.g_00109	Prbk.g_00708
OG0001086	Prao.g_00110	Prbk.g_00706
OG0001087	Prao.g_00126	Prbk.g_01821
OG0001088	Prao.g_00127	Prbk.g_01817
OG0001089	Prao.g_00135	Prbk.g_01764
OG0001090	Prao.g_00649	Prbk.g_00617
OG0001091	Prao.g_00651	Prbk.g_00615
OG0001092	Prao.g_00652	Prbk.g_00614
OG0001093	Prao.g_00657	Prbk.g_00610
OG0001094	Prao.g_00735	Prbk.g_02462
OG0001095	Prao.g_00754	Prbk.g_02481
OG0001096	Prao.g_00767	Prbk.g_02497
OG0001097	Prao.g_00786	Prbk.g_02542
OG0001098	Prao.g_00801	Prbk.g_02379
OG0001099	Prao.g_00834	Prbk.g_00193
OG0001100	Prao.g_00838	Prbk.g_02389
OG0001101	Prao.g_00840	Prbk.g_02390
OG0001102	Prao.g_00842	Prbk.g_02393
OG0001103	Prao.g_00844	Prbk.g_02395
OG0001104	Prao.g_00865	Prbk.g_02452
OG0001105	Prao.g_00869	Prbk.g_02447
OG0001106	Prao.g_00893	Prbk.g_02336
OG0001107	Prao.g_00900	Prbk.g_02326
OG0001108	Prao.g_00904	Prbk.g_02319
OG0001109	Prao.g_00905	Prbk.g_02317
OG0001110	Prao.g_00907	Prbk.g_02315
OG0001111	Prao.g_00908	Prbk.g_02313
OG0001112	Prao.g_00909	Prbk.g_02311
OG0001113	Prao.g_00910	Prbk.g_02310
OG0001114	Prao.g_00911	Prbk.g_02309
OG0001115	Prao.g_00913	Prbk.g_02307
OG0001116	Prao.g_00914	Prbk.g_02306
OG0001117	Prao.g_00915	Prbk.g_02305
OG0001118	Prao.g_00916	Prbk.g_02304
OG0001119	Prao.g_00917	Prbk.g_02303
OG0001120	Prao.g_00919	Prbk.g_02301
OG0001122	Prao.g_00946	Prbk.g_00581
OG0001123	Prao.g_00950	Prbk.g_00588
OG0001124	Prao.g_00952	Prbk.g_00590
OG0001125	Prao.g_00953	Prbk.g_00592
OG0001126	Prao.g_00963	Prbk.g_00068
OG0001127	Prao.g_00964	Prbk.g_00067
OG0001128	Prao.g_00966	Prbk.g_00064
OG0001129	Prao.g_00967	Prbk.g_00063
OG0001130	Prao.g_00968	Prbk.g_00062
OG0001131	Prao.g_01007	Prbk.g_00627
OG0001132	Prao.g_01016	Prbk.g_02595
OG0001133	Prao.g_01137	Prbk.g_02613
OG0001134	Prao.g_01122	Prbk.g_02195
OG0001135	Prao.g_01119	Prbk.g_02197
OG0001136	Prao.g_01092	Prbk.g_01021
OG0001137	Prao.g_01081	Prbk.g_00155
