Orthogroup	Prao	Prbn
OG0000563	Prao.g_01176	Prbn.g_00559
OG0000564	Prao.g_01177	Prbn.g_00558
OG0000565	Prao.g_01180	Prbn.g_00556
OG0000566	Prao.g_01182	Prbn.g_00552
OG0000567	Prao.g_01186	Prbn.g_00548
OG0000568	Prao.g_01187	Prbn.g_00547
OG0000569	Prao.g_01862	Prbn.g_00546
OG0000570	Prao.g_01863	Prbn.g_00545
OG0000571	Prao.g_01865	Prbn.g_00543
OG0000572	Prao.g_00025	Prbn.g_00529
OG0000573	Prao.g_00030	Prbn.g_00523
OG0000574	Prao.g_00031	Prbn.g_00522
OG0000575	Prao.g_00035	Prbn.g_00518
OG0000576	Prao.g_00037	Prbn.g_00516
OG0000577	Prao.g_00038	Prbn.g_00515
OG0000578	Prao.g_00039	Prbn.g_00514
OG0000579	Prao.g_00040	Prbn.g_00513
OG0000580	Prao.g_00041	Prbn.g_00512
OG0000581	Prao.g_00043	Prbn.g_00509
OG0000582	Prao.g_00046	Prbn.g_00506
OG0000583	Prao.g_00047	Prbn.g_00505
OG0000584	Prao.g_00048	Prbn.g_00504
OG0000585	Prao.g_00050	Prbn.g_00502
OG0000586	Prao.g_00051	Prbn.g_00501
OG0000587	Prao.g_00052	Prbn.g_00500
OG0000588	Prao.g_00056	Prbn.g_00496
OG0000589	Prao.g_00060	Prbn.g_00494
OG0000590	Prao.g_00061	Prbn.g_00493
OG0000591	Prao.g_00064	Prbn.g_00489
OG0000592	Prao.g_00065	Prbn.g_00488
OG0000593	Prao.g_00071	Prbn.g_00423
OG0000594	Prao.g_00072	Prbn.g_00424
OG0000595	Prao.g_00073	Prbn.g_00425
OG0000596	Prao.g_00077	Prbn.g_00429
OG0000597	Prao.g_00079	Prbn.g_00432
OG0000598	Prao.g_00080	Prbn.g_00433
OG0000599	Prao.g_00083	Prbn.g_00436
OG0000600	Prao.g_00084	Prbn.g_00437
OG0000601	Prao.g_00085	Prbn.g_00438
OG0000602	Prao.g_00087	Prbn.g_00440
OG0000603	Prao.g_00088	Prbn.g_00441
OG0000604	Prao.g_00089	Prbn.g_00442
OG0000605	Prao.g_00090	Prbn.g_00443
OG0000606	Prao.g_00093	Prbn.g_00446
OG0000607	Prao.g_00096	Prbn.g_00449
OG0000608	Prao.g_00097	Prbn.g_00450
OG0000609	Prao.g_00098	Prbn.g_00834
OG0000610	Prao.g_00103	Prbn.g_00840
OG0000611	Prao.g_00106	Prbn.g_00843
OG0000612	Prao.g_00107	Prbn.g_00844
OG0000613	Prao.g_00112	Prbn.g_01591
OG0000614	Prao.g_00130	Prbn.g_01570
OG0000615	Prao.g_00138	Prbn.g_01559
OG0000616	Prao.g_00142	Prbn.g_00905
OG0000617	Prao.g_00654	Prbn.g_00860
OG0000618	Prao.g_00655	Prbn.g_00861
OG0000619	Prao.g_00656	Prbn.g_00862
OG0000620	Prao.g_00659	Prbn.g_01947
OG0000621	Prao.g_00660	Prbn.g_01948
OG0000622	Prao.g_00661	Prbn.g_01949
OG0000623	Prao.g_00662	Prbn.g_01950
OG0000624	Prao.g_00663	Prbn.g_01952
OG0000625	Prao.g_00664	Prbn.g_01345
OG0000626	Prao.g_00665	Prbn.g_01346
OG0000627	Prao.g_00666	Prbn.g_01347
OG0000628	Prao.g_00667	Prbn.g_01348
OG0000629	Prao.g_00668	Prbn.g_01349
OG0000630	Prao.g_00671	Prbn.g_01352
OG0000631	Prao.g_00732	Prbn.g_01445
OG0000632	Prao.g_00733	Prbn.g_01444
OG0000633	Prao.g_00734	Prbn.g_01443
OG0000634	Prao.g_00737	Prbn.g_01550
OG0000635	Prao.g_00738	Prbn.g_01549
OG0000636	Prao.g_00740	Prbn.g_01547
OG0000637	Prao.g_00742	Prbn.g_01545
OG0000638	Prao.g_00743	Prbn.g_01544
OG0000639	Prao.g_00744	Prbn.g_01543
OG0000640	Prao.g_00745	Prbn.g_01542
OG0000641	Prao.g_00749	Prbn.g_01538
OG0000642	Prao.g_00750	Prbn.g_01537
OG0000643	Prao.g_00751	Prbn.g_01536
OG0000644	Prao.g_00752	Prbn.g_01535
OG0000645	Prao.g_00753	Prbn.g_01534
OG0000646	Prao.g_00755	Prbn.g_01532
OG0000647	Prao.g_00756	Prbn.g_01530
OG0000648	Prao.g_00758	Prbn.g_01528
OG0000649	Prao.g_00759	Prbn.g_01527
OG0000650	Prao.g_00760	Prbn.g_01526
OG0000651	Prao.g_00761	Prbn.g_01525
OG0000652	Prao.g_00762	Prbn.g_01524
OG0000653	Prao.g_00764	Prbn.g_01522
OG0000654	Prao.g_00765	Prbn.g_01521
OG0000655	Prao.g_00766	Prbn.g_01520
OG0000656	Prao.g_00769	Prbn.g_01517
OG0000657	Prao.g_00777	Prbn.g_01509
OG0000658	Prao.g_00778	Prbn.g_01507
OG0000659	Prao.g_00779	Prbn.g_01506
OG0000660	Prao.g_00783	Prbn.g_01502
OG0000661	Prao.g_00785	Prbn.g_01500
OG0000662	Prao.g_00787	Prbn.g_01498
OG0000663	Prao.g_00789	Prbn.g_01496
OG0000664	Prao.g_00790	Prbn.g_01495
OG0000665	Prao.g_00794	Prbn.g_01489
OG0000666	Prao.g_00795	Prbn.g_01488
OG0000667	Prao.g_00799	Prbn.g_01484
OG0000668	Prao.g_00829	Prbn.g_01930
OG0000669	Prao.g_00837	Prbn.g_01632
OG0000670	Prao.g_00839	Prbn.g_01629
OG0000671	Prao.g_00841	Prbn.g_01626
OG0000672	Prao.g_00843	Prbn.g_01623
OG0000673	Prao.g_00846	Prbn.g_01620
OG0000674	Prao.g_00848	Prbn.g_01618
OG0000675	Prao.g_00849	Prbn.g_01617
OG0000676	Prao.g_00851	Prbn.g_01615
OG0000677	Prao.g_00852	Prbn.g_01614
OG0000678	Prao.g_00854	Prbn.g_01612
OG0000679	Prao.g_00858	Prbn.g_01608
OG0000680	Prao.g_00859	Prbn.g_01607
OG0000681	Prao.g_00861	Prbn.g_01604
OG0000682	Prao.g_00862	Prbn.g_01603
OG0000683	Prao.g_00863	Prbn.g_01602
OG0000684	Prao.g_00864	Prbn.g_01600
OG0000685	Prao.g_00866	Prbn.g_01598
OG0000686	Prao.g_00867	Prbn.g_01597
OG0000687	Prao.g_00868	Prbn.g_01596
OG0000688	Prao.g_00871	Prbn.g_00848
OG0000689	Prao.g_00872	Prbn.g_00849
OG0000690	Prao.g_00873	Prbn.g_00850
OG0000691	Prao.g_00874	Prbn.g_00851
OG0000692	Prao.g_00876	Prbn.g_00853
OG0000693	Prao.g_00877	Prbn.g_00854
OG0000694	Prao.g_00878	Prbn.g_00855
OG0000695	Prao.g_00880	Prbn.g_01441
OG0000696	Prao.g_00881	Prbn.g_01440
OG0000697	Prao.g_00882	Prbn.g_01439
OG0000698	Prao.g_00885	Prbn.g_01436
OG0000699	Prao.g_00886	Prbn.g_01435
OG0000700	Prao.g_00887	Prbn.g_01434
OG0000701	Prao.g_00888	Prbn.g_01433
OG0000702	Prao.g_00890	Prbn.g_01431
OG0000703	Prao.g_00891	Prbn.g_01430
OG0000704	Prao.g_00892	Prbn.g_01428
OG0000705	Prao.g_00896	Prbn.g_01425
OG0000706	Prao.g_00897	Prbn.g_01424
OG0000707	Prao.g_00898	Prbn.g_01423
OG0000708	Prao.g_00899	Prbn.g_01421
OG0000709	Prao.g_00903	Prbn.g_01417
OG0000710	Prao.g_00906	Prbn.g_01414
OG0000711	Prao.g_00923	Prbn.g_01396
OG0000712	Prao.g_00925	Prbn.g_01395
OG0000713	Prao.g_00926	Prbn.g_01394
OG0000714	Prao.g_00927	Prbn.g_01393
OG0000715	Prao.g_00929	Prbn.g_01391
OG0000716	Prao.g_00931	Prbn.g_01389
OG0000717	Prao.g_00932	Prbn.g_01388
OG0000718	Prao.g_00943	Prbn.g_01384
OG0000719	Prao.g_00945	Prbn.g_01382
OG0000720	Prao.g_00954	Prbn.g_01370
OG0000721	Prao.g_00956	Prbn.g_01366
OG0000722	Prao.g_00957	Prbn.g_01365
OG0000723	Prao.g_00960	Prbn.g_01361
OG0000724	Prao.g_00969	Prbn.g_01466
OG0000725	Prao.g_00975	Prbn.g_01472
OG0000726	Prao.g_00976	Prbn.g_01473
OG0000727	Prao.g_00977	Prbn.g_01474
OG0000728	Prao.g_00979	Prbn.g_01476
OG0000729	Prao.g_01027	Prbn.g_01106
OG0000730	Prao.g_01156	Prbn.g_01147
OG0000731	Prao.g_01152	Prbn.g_00111
OG0000732	Prao.g_01143	Prbn.g_00954
OG0000733	Prao.g_01121	Prbn.g_01651
OG0000734	Prao.g_01104	Prbn.g_01173
OG0000735	Prao.g_01102	Prbn.g_01175
OG0000736	Prao.g_01101	Prbn.g_01176
OG0000737	Prao.g_01100	Prbn.g_01177
OG0000738	Prao.g_01096	Prbn.g_01181
OG0000739	Prao.g_01095	Prbn.g_01182
OG0000740	Prao.g_01094	Prbn.g_01183
OG0000741	Prao.g_01093	Prbn.g_01185
OG0000742	Prao.g_01090	Prbn.g_01188
OG0000743	Prao.g_01088	Prbn.g_01190
OG0000744	Prao.g_01087	Prbn.g_01191
OG0000745	Prao.g_01086	Prbn.g_01192
OG0000746	Prao.g_01084	Prbn.g_01194
OG0000747	Prao.g_01083	Prbn.g_01195
OG0000748	Prao.g_01080	Prbn.g_01199
OG0000749	Prao.g_01079	Prbn.g_01200
OG0000750	Prao.g_01078	Prbn.g_01201
OG0000751	Prao.g_01076	Prbn.g_01204
OG0000752	Prao.g_01074	Prbn.g_01206
OG0000753	Prao.g_01071	Prbn.g_01208
OG0000754	Prao.g_01068	Prbn.g_01211
OG0000755	Prao.g_01065	Prbn.g_00390
OG0000756	Prao.g_01064	Prbn.g_00391
OG0000757	Prao.g_01058	Prbn.g_00398
OG0000758	Prao.g_01057	Prbn.g_00399
OG0000759	Prao.g_01056	Prbn.g_00400
OG0000760	Prao.g_01055	Prbn.g_00401
OG0000761	Prao.g_01054	Prbn.g_00402
OG0000762	Prao.g_01053	Prbn.g_00403
OG0000763	Prao.g_01051	Prbn.g_00405
OG0000764	Prao.g_01050	Prbn.g_00406
OG0000765	Prao.g_01041	Prbn.g_00414
OG0000766	Prao.g_01040	Prbn.g_00415
OG0000767	Prao.g_01038	Prbn.g_00417
OG0000768	Prao.g_01037	Prbn.g_00418
OG0000769	Prao.g_01035	Prbn.g_00420
OG0000770	Prao.g_01033	Prbn.g_00483
OG0000771	Prao.g_00014	Prbn.g_00886
OG0000772	Prao.g_01305	Prbn.g_01671
OG0000773	Prao.g_01285	Prbn.g_01093
OG0000774	Prao.g_01283	Prbn.g_01091
OG0000775	Prao.g_01281	Prbn.g_01089
OG0000776	Prao.g_01280	Prbn.g_01088
OG0000777	Prao.g_01279	Prbn.g_01087
OG0000778	Prao.g_01278	Prbn.g_01086
OG0000779	Prao.g_01274	Prbn.g_01082
OG0000780	Prao.g_01273	Prbn.g_01081
OG0000781	Prao.g_01270	Prbn.g_01077
OG0000782	Prao.g_01269	Prbn.g_01076
OG0000783	Prao.g_01268	Prbn.g_01075
OG0000784	Prao.g_01267	Prbn.g_01074
OG0000785	Prao.g_01265	Prbn.g_01072
OG0000786	Prao.g_01263	Prbn.g_01069
OG0000787	Prao.g_01262	Prbn.g_01068
OG0000788	Prao.g_01252	Prbn.g_00615
OG0000789	Prao.g_01249	Prbn.g_00883
OG0000790	Prao.g_01234	Prbn.g_00155
OG0000791	Prao.g_01232	Prbn.g_00157
OG0000792	Prao.g_01231	Prbn.g_00158
OG0000793	Prao.g_01228	Prbn.g_00161
OG0000794	Prao.g_01227	Prbn.g_00162
OG0000795	Prao.g_01226	Prbn.g_00163
OG0000796	Prao.g_01222	Prbn.g_00167
OG0000797	Prao.g_01221	Prbn.g_00168
OG0000799	Prao.g_01379	Prbn.g_00195
OG0000800	Prao.g_01380	Prbn.g_00196
OG0000801	Prao.g_01381	Prbn.g_00197
OG0000802	Prao.g_01383	Prbn.g_00199
OG0000803	Prao.g_01385	Prbn.g_00201
OG0000804	Prao.g_01386	Prbn.g_00202
OG0000805	Prao.g_01388	Prbn.g_00204
OG0000806	Prao.g_01390	Prbn.g_00206
OG0000807	Prao.g_01391	Prbn.g_00207
OG0000808	Prao.g_01392	Prbn.g_00208
OG0000809	Prao.g_01395	Prbn.g_00210
OG0000810	Prao.g_01396	Prbn.g_00211
OG0000811	Prao.g_01400	Prbn.g_00215
OG0000812	Prao.g_01402	Prbn.g_00217
OG0000813	Prao.g_01403	Prbn.g_00218
OG0000814	Prao.g_01405	Prbn.g_00220
OG0000815	Prao.g_01406	Prbn.g_00221
OG0000816	Prao.g_01408	Prbn.g_00223
OG0000817	Prao.g_01409	Prbn.g_00224
OG0000818	Prao.g_01414	Prbn.g_00229
OG0000819	Prao.g_01415	Prbn.g_00230
OG0000820	Prao.g_01416	Prbn.g_00231
OG0000821	Prao.g_01419	Prbn.g_00235
OG0000822	Prao.g_01420	Prbn.g_00236
OG0000823	Prao.g_01421	Prbn.g_00237
OG0000824	Prao.g_01424	Prbn.g_00240
OG0000825	Prao.g_01425	Prbn.g_00241
OG0000826	Prao.g_01426	Prbn.g_00242
OG0000827	Prao.g_01427	Prbn.g_00243
OG0000828	Prao.g_01430	Prbn.g_00246
OG0000829	Prao.g_01431	Prbn.g_00247
OG0000830	Prao.g_01432	Prbn.g_00248
OG0000831	Prao.g_01434	Prbn.g_00250
OG0000832	Prao.g_01440	Prbn.g_00260
OG0000833	Prao.g_01448	Prbn.g_00269
OG0000834	Prao.g_01449	Prbn.g_00270
OG0000835	Prao.g_01450	Prbn.g_00271
OG0000836	Prao.g_01451	Prbn.g_00272
OG0000837	Prao.g_01452	Prbn.g_00273
OG0000838	Prao.g_01454	Prbn.g_00275
OG0000839	Prao.g_01455	Prbn.g_00276
OG0000840	Prao.g_01456	Prbn.g_00277
OG0000841	Prao.g_01457	Prbn.g_00278
OG0000842	Prao.g_01458	Prbn.g_00279
OG0000843	Prao.g_01459	Prbn.g_00280
OG0000844	Prao.g_01460	Prbn.g_00281
OG0000845	Prao.g_01461	Prbn.g_00282
OG0000846	Prao.g_01462	Prbn.g_00283
OG0000847	Prao.g_01463	Prbn.g_00284
OG0000848	Prao.g_01464	Prbn.g_00285
OG0000849	Prao.g_01465	Prbn.g_00286
OG0000850	Prao.g_01467	Prbn.g_00288
OG0000851	Prao.g_01468	Prbn.g_00289
OG0000852	Prao.g_01469	Prbn.g_00904
OG0000853	Prao.g_01473	Prbn.g_00898
OG0000854	Prao.g_01475	Prbn.g_00896
OG0000855	Prao.g_01476	Prbn.g_00895
OG0000856	Prao.g_01491	Prbn.g_00486
OG0000857	Prao.g_01519	Prbn.g_01531
OG0000858	Prao.g_01546	Prbn.g_01738
OG0000859	Prao.g_01547	Prbn.g_01739
OG0000860	Prao.g_01554	Prbn.g_01747
OG0000861	Prao.g_01555	Prbn.g_01748
OG0000862	Prao.g_01556	Prbn.g_01749
OG0000863	Prao.g_01558	Prbn.g_01751
OG0000864	Prao.g_01559	Prbn.g_01752
OG0000865	Prao.g_01560	Prbn.g_01753
OG0000866	Prao.g_01561	Prbn.g_01754
OG0000867	Prao.g_01562	Prbn.g_01755
OG0000868	Prao.g_01563	Prbn.g_01757
OG0000869	Prao.g_01567	Prbn.g_01760
OG0000870	Prao.g_01572	Prbn.g_01765
OG0000871	Prao.g_01573	Prbn.g_01766
OG0000872	Prao.g_01574	Prbn.g_01767
OG0000873	Prao.g_01577	Prbn.g_01771
OG0000874	Prao.g_01580	Prbn.g_01774
OG0000875	Prao.g_01581	Prbn.g_01775
OG0000876	Prao.g_01582	Prbn.g_01776
OG0000877	Prao.g_01584	Prbn.g_01778
OG0000878	Prao.g_01585	Prbn.g_01779
OG0000879	Prao.g_01586	Prbn.g_01780
OG0000880	Prao.g_01587	Prbn.g_01781
OG0000881	Prao.g_01591	Prbn.g_01785
OG0000882	Prao.g_01596	Prbn.g_01790
OG0000883	Prao.g_01597	Prbn.g_01792
OG0000884	Prao.g_01599	Prbn.g_01794
OG0000885	Prao.g_01600	Prbn.g_01795
OG0000886	Prao.g_01601	Prbn.g_01796
OG0000887	Prao.g_01602	Prbn.g_01797
OG0000888	Prao.g_01604	Prbn.g_01799
OG0000889	Prao.g_01606	Prbn.g_01801
OG0000890	Prao.g_01607	Prbn.g_01802
OG0000891	Prao.g_01608	Prbn.g_01803
OG0000892	Prao.g_01610	Prbn.g_01805
OG0000893	Prao.g_01615	Prbn.g_01809
OG0000894	Prao.g_01617	Prbn.g_01812
OG0000895	Prao.g_01620	Prbn.g_01816
OG0000896	Prao.g_01621	Prbn.g_01817
OG0000897	Prao.g_01623	Prbn.g_01819
OG0000898	Prao.g_01624	Prbn.g_01820
OG0000899	Prao.g_01625	Prbn.g_01821
OG0000900	Prao.g_01626	Prbn.g_01822
OG0000901	Prao.g_01629	Prbn.g_01825
OG0000902	Prao.g_01631	Prbn.g_01827
OG0000903	Prao.g_01634	Prbn.g_01831
OG0000904	Prao.g_01636	Prbn.g_01835
OG0000905	Prao.g_01641	Prbn.g_01829
OG0000906	Prao.g_01642	Prbn.g_01828
OG0000907	Prao.g_01645	Prbn.g_01838
OG0000908	Prao.g_01648	Prbn.g_01841
OG0000909	Prao.g_01649	Prbn.g_01842
OG0000910	Prao.g_01650	Prbn.g_01843
OG0000911	Prao.g_01652	Prbn.g_01845
OG0000912	Prao.g_01653	Prbn.g_01846
OG0000913	Prao.g_01654	Prbn.g_01847
OG0000914	Prao.g_01655	Prbn.g_01848
OG0000915	Prao.g_01656	Prbn.g_01849
OG0000916	Prao.g_01657	Prbn.g_01850
OG0000917	Prao.g_01658	Prbn.g_01851
OG0000918	Prao.g_01659	Prbn.g_01852
OG0000919	Prao.g_01660	Prbn.g_01853
OG0000920	Prao.g_01661	Prbn.g_01854
OG0000921	Prao.g_01662	Prbn.g_01855
OG0000922	Prao.g_01663	Prbn.g_01856
OG0000923	Prao.g_01667	Prbn.g_01860
OG0000924	Prao.g_01668	Prbn.g_01861
OG0000925	Prao.g_01669	Prbn.g_01862
OG0000926	Prao.g_01670	Prbn.g_01863
OG0000927	Prao.g_01672	Prbn.g_01865
OG0000928	Prao.g_01673	Prbn.g_01866
OG0000929	Prao.g_01674	Prbn.g_01867
OG0000930	Prao.g_01675	Prbn.g_01868
OG0000931	Prao.g_01676	Prbn.g_01869
OG0000932	Prao.g_01677	Prbn.g_01870
OG0000933	Prao.g_01681	Prbn.g_01874
OG0000934	Prao.g_01683	Prbn.g_01876
OG0000935	Prao.g_01684	Prbn.g_01877
OG0000936	Prao.g_01685	Prbn.g_01878
OG0000937	Prao.g_01686	Prbn.g_01879
OG0000938	Prao.g_01688	Prbn.g_01882
OG0000939	Prao.g_01689	Prbn.g_01883
OG0000940	Prao.g_01696	Prbn.g_01890
OG0000941	Prao.g_01698	Prbn.g_01892
OG0000942	Prao.g_01700	Prbn.g_01894
OG0000943	Prao.g_01701	Prbn.g_01895
OG0000944	Prao.g_01702	Prbn.g_01897
OG0000945	Prao.g_01703	Prbn.g_01898
OG0000946	Prao.g_01707	Prbn.g_01903
OG0000947	Prao.g_01709	Prbn.g_01905
OG0000948	Prao.g_01710	Prbn.g_01906
OG0000949	Prao.g_01713	Prbn.g_01909
OG0000950	Prao.g_01718	Prbn.g_01916
OG0000951	Prao.g_01722	Prbn.g_01920
OG0000952	Prao.g_01726	Prbn.g_01015
OG0000953	Prao.g_01729	Prbn.g_01011
OG0000954	Prao.g_01733	Prbn.g_01007
OG0000955	Prao.g_01734	Prbn.g_01006
OG0000956	Prao.g_01736	Prbn.g_01004
OG0000957	Prao.g_01741	Prbn.g_00998
OG0000958	Prao.g_01742	Prbn.g_00997
OG0000959	Prao.g_01746	Prbn.g_00993
OG0000960	Prao.g_01747	Prbn.g_00992
OG0000961	Prao.g_01749	Prbn.g_00989
OG0000962	Prao.g_01751	Prbn.g_00987
OG0000963	Prao.g_01755	Prbn.g_00983
OG0000964	Prao.g_01756	Prbn.g_00982
OG0000965	Prao.g_01757	Prbn.g_00981
OG0000966	Prao.g_01764	Prbn.g_00975
OG0000967	Prao.g_01769	Prbn.g_00971
OG0000968	Prao.g_01771	Prbn.g_00969
OG0000969	Prao.g_01772	Prbn.g_00968
OG0000970	Prao.g_01773	Prbn.g_00967
OG0000971	Prao.g_01774	Prbn.g_00966
OG0000972	Prao.g_01775	Prbn.g_00965
OG0000973	Prao.g_01776	Prbn.g_00964
OG0000974	Prao.g_01777	Prbn.g_00963
OG0000975	Prao.g_01778	Prbn.g_00962
OG0000976	Prao.g_01779	Prbn.g_00961
OG0000977	Prao.g_01780	Prbn.g_00960
OG0000978	Prao.g_01781	Prbn.g_00959
OG0000979	Prao.g_01784	Prbn.g_00957
OG0000980	Prao.g_01786	Prbn.g_00955
OG0000981	Prao.g_01788	Prbn.g_00952
OG0000982	Prao.g_01790	Prbn.g_00950
OG0000983	Prao.g_01791	Prbn.g_00949
OG0000984	Prao.g_01792	Prbn.g_00948
OG0000985	Prao.g_01795	Prbn.g_00945
OG0000986	Prao.g_01797	Prbn.g_00943
OG0000987	Prao.g_01798	Prbn.g_00942
OG0000988	Prao.g_01801	Prbn.g_00939
OG0000989	Prao.g_01805	Prbn.g_00935
OG0000990	Prao.g_01808	Prbn.g_00931
OG0000991	Prao.g_01809	Prbn.g_00930
OG0000992	Prao.g_01811	Prbn.g_00927
OG0000993	Prao.g_01812	Prbn.g_00926
OG0000994	Prao.g_01813	Prbn.g_00925
OG0000995	Prao.g_01817	Prbn.g_00921
OG0000996	Prao.g_01818	Prbn.g_00920
OG0000997	Prao.g_01819	Prbn.g_00917
OG0000998	Prao.g_01821	Prbn.g_00915
OG0000999	Prao.g_01822	Prbn.g_00914
OG0001000	Prao.g_01825	Prbn.g_00911
OG0001001	Prao.g_01827	Prbn.g_00908
OG0001002	Prao.g_01831	Prbn.g_00291
OG0001003	Prao.g_01833	Prbn.g_00292
OG0001004	Prao.g_01834	Prbn.g_00293
OG0001005	Prao.g_01835	Prbn.g_00294
OG0001006	Prao.g_01839	Prbn.g_00298
OG0001007	Prao.g_01841	Prbn.g_00300
OG0001008	Prao.g_00541	Prbn.g_00676
OG0001009	Prao.g_00174	Prbn.g_00755
OG0001010	Prao.g_00175	Prbn.g_00754
OG0001011	Prao.g_00176	Prbn.g_00752
OG0001012	Prao.g_00189	Prbn.g_00738
OG0001013	Prao.g_00194	Prbn.g_00731
OG0001014	Prao.g_00197	Prbn.g_00728
OG0001015	Prao.g_00198	Prbn.g_00726
OG0001016	Prao.g_00212	Prbn.g_00704
OG0001017	Prao.g_00216	Prbn.g_01343
OG0001018	Prao.g_00219	Prbn.g_01341
OG0001019	Prao.g_00228	Prbn.g_01332
OG0001020	Prao.g_00229	Prbn.g_01331
OG0001021	Prao.g_00230	Prbn.g_01330
OG0001022	Prao.g_00233	Prbn.g_01327
OG0001023	Prao.g_00234	Prbn.g_01326
OG0001024	Prao.g_00237	Prbn.g_01322
OG0001025	Prao.g_00243	Prbn.g_01315
OG0001026	Prao.g_00249	Prbn.g_01306
OG0001027	Prao.g_00250	Prbn.g_01305
OG0001028	Prao.g_00252	Prbn.g_01303
OG0001029	Prao.g_00254	Prbn.g_01302
OG0001030	Prao.g_00269	Prbn.g_01286
OG0001031	Prao.g_00324	Prbn.g_00367
OG0001032	Prao.g_00325	Prbn.g_00366
OG0001033	Prao.g_00346	Prbn.g_00345
OG0001034	Prao.g_00374	Prbn.g_00314
OG0001035	Prao.g_00392	Prbn.g_00021
OG0001036	Prao.g_00397	Prbn.g_00025
OG0001037	Prao.g_00398	Prbn.g_00026
OG0001038	Prao.g_00415	Prbn.g_00045
OG0001039	Prao.g_00418	Prbn.g_00048
OG0001040	Prao.g_00420	Prbn.g_00050
OG0001041	Prao.g_00424	Prbn.g_00055
OG0001042	Prao.g_00441	Prbn.g_00072
OG0001043	Prao.g_00442	Prbn.g_00073
OG0001044	Prao.g_00469	Prbn.g_00104
OG0001045	Prao.g_00477	Prbn.g_00113
OG0001046	Prao.g_00513	Prbn.g_01697
OG0001047	Prao.g_00543	Prbn.g_00674
OG0001048	Prao.g_00544	Prbn.g_00673
OG0001049	Prao.g_00546	Prbn.g_00671
OG0001050	Prao.g_00547	Prbn.g_00670
OG0001051	Prao.g_00548	Prbn.g_00669
OG0001052	Prao.g_00577	Prbn.g_00643
OG0001053	Prao.g_00589	Prbn.g_00631
OG0001054	Prao.g_00604	Prbn.g_00616
OG0001055	Prao.g_00623	Prbn.g_00597
OG0001056	Prao.g_01855	Prbn.g_00580
OG0001057	Prao.g_01160	Prbn.g_00575
OG0001058	Prao.g_01168	Prbn.g_00567
OG0001059	Prao.g_01172	Prbn.g_00563
OG0001060	Prao.g_01179	Prbn.g_00557
OG0001061	Prao.g_01866	Prbn.g_00542
OG0001062	Prao.g_01868	Prbn.g_00540
OG0001063	Prao.g_01870	Prbn.g_00538
OG0001064	Prao.g_00018	Prbn.g_00537
OG0001065	Prao.g_00019	Prbn.g_00536
OG0001066	Prao.g_00020	Prbn.g_00535
OG0001067	Prao.g_00021	Prbn.g_00534
OG0001068	Prao.g_00022	Prbn.g_00533
OG0001069	Prao.g_00023	Prbn.g_00532
OG0001070	Prao.g_00026	Prbn.g_00528
OG0001071	Prao.g_00027	Prbn.g_00527
OG0001072	Prao.g_00028	Prbn.g_00525
OG0001073	Prao.g_00042	Prbn.g_00511
OG0001074	Prao.g_00053	Prbn.g_00499
OG0001075	Prao.g_00054	Prbn.g_00498
OG0001076	Prao.g_00063	Prbn.g_00491
OG0001077	Prao.g_00067	Prbn.g_00485
OG0001078	Prao.g_00075	Prbn.g_00427
OG0001079	Prao.g_00086	Prbn.g_00439
OG0001080	Prao.g_00092	Prbn.g_00445
OG0001081	Prao.g_00094	Prbn.g_00447
OG0001082	Prao.g_00095	Prbn.g_00448
OG0001083	Prao.g_00100	Prbn.g_00836
OG0001084	Prao.g_00101	Prbn.g_00837
OG0001085	Prao.g_00109	Prbn.g_01594
OG0001086	Prao.g_00110	Prbn.g_01593
OG0001087	Prao.g_00126	Prbn.g_01575
OG0001088	Prao.g_00127	Prbn.g_01574
OG0001089	Prao.g_00135	Prbn.g_01563
OG0001090	Prao.g_00649	Prbn.g_01553
OG0001091	Prao.g_00651	Prbn.g_00857
OG0001092	Prao.g_00652	Prbn.g_00858
OG0001093	Prao.g_00657	Prbn.g_00863
OG0001094	Prao.g_00735	Prbn.g_00856
OG0001095	Prao.g_00754	Prbn.g_01533
OG0001096	Prao.g_00767	Prbn.g_01519
OG0001097	Prao.g_00786	Prbn.g_01499
OG0001098	Prao.g_00801	Prbn.g_01480
OG0001099	Prao.g_00834	Prbn.g_01925
OG0001100	Prao.g_00838	Prbn.g_01630
OG0001101	Prao.g_00840	Prbn.g_01627
OG0001102	Prao.g_00842	Prbn.g_01624
OG0001103	Prao.g_00844	Prbn.g_01622
OG0001104	Prao.g_00865	Prbn.g_01599
OG0001105	Prao.g_00869	Prbn.g_01595
OG0001106	Prao.g_00893	Prbn.g_01427
OG0001107	Prao.g_00900	Prbn.g_01420
OG0001108	Prao.g_00904	Prbn.g_01416
OG0001109	Prao.g_00905	Prbn.g_01415
OG0001110	Prao.g_00907	Prbn.g_01413
OG0001111	Prao.g_00908	Prbn.g_01412
OG0001112	Prao.g_00909	Prbn.g_01411
OG0001113	Prao.g_00910	Prbn.g_01410
OG0001114	Prao.g_00911	Prbn.g_01409
OG0001115	Prao.g_00913	Prbn.g_01407
OG0001116	Prao.g_00914	Prbn.g_01406
OG0001117	Prao.g_00915	Prbn.g_01405
OG0001118	Prao.g_00916	Prbn.g_01404
OG0001119	Prao.g_00917	Prbn.g_01403
OG0001120	Prao.g_00919	Prbn.g_01401
OG0001122	Prao.g_00946	Prbn.g_01381
OG0001123	Prao.g_00950	Prbn.g_01375
