Orthogroup	Prao	Syad
OG0000588	Prao.g_00056	Syad.g_02183
OG0000589	Prao.g_00060	Syad.g_02178
OG0000590	Prao.g_00061	Syad.g_02177
OG0000591	Prao.g_00064	Syad.g_02169
OG0000592	Prao.g_00065	Syad.g_02168
OG0000593	Prao.g_00071	Syad.g_02156
OG0000594	Prao.g_00072	Syad.g_02155
OG0000595	Prao.g_00073	Syad.g_02154
OG0000596	Prao.g_00077	Syad.g_02149
OG0000597	Prao.g_00079	Syad.g_02146
OG0000598	Prao.g_00080	Syad.g_02145
OG0000599	Prao.g_00083	Syad.g_02142
OG0000600	Prao.g_00084	Syad.g_02141
OG0000601	Prao.g_00085	Syad.g_02140
OG0000602	Prao.g_00087	Syad.g_02135
OG0000603	Prao.g_00088	Syad.g_02134
OG0000604	Prao.g_00089	Syad.g_02131
OG0000605	Prao.g_00090	Syad.g_02026
OG0000606	Prao.g_00093	Syad.g_01567
OG0000607	Prao.g_00096	Syad.g_01571
OG0000608	Prao.g_00097	Syad.g_01572
OG0000609	Prao.g_00098	Syad.g_01574
OG0000610	Prao.g_00103	Syad.g_01589
OG0000611	Prao.g_00106	Syad.g_01592
OG0000612	Prao.g_00107	Syad.g_01593
OG0000613	Prao.g_00112	Syad.g_00457
OG0000614	Prao.g_00130	Syad.g_01340
OG0000615	Prao.g_00138	Syad.g_01948
OG0000616	Prao.g_00142	Syad.g_00145
OG0000617	Prao.g_00654	Syad.g_01810
OG0000618	Prao.g_00655	Syad.g_01809
OG0000619	Prao.g_00656	Syad.g_01808
OG0000620	Prao.g_00659	Syad.g_01803
OG0000621	Prao.g_00660	Syad.g_01802
OG0000622	Prao.g_00661	Syad.g_01801
OG0000623	Prao.g_00662	Syad.g_01800
OG0000624	Prao.g_00663	Syad.g_01798
OG0000625	Prao.g_00664	Syad.g_01797
OG0000626	Prao.g_00665	Syad.g_01796
OG0000627	Prao.g_00666	Syad.g_01640
OG0000628	Prao.g_00667	Syad.g_01641
OG0000629	Prao.g_00668	Syad.g_01644
OG0000630	Prao.g_00671	Syad.g_01648
OG0000631	Prao.g_00732	Syad.g_01658
OG0000632	Prao.g_00733	Syad.g_01659
OG0000633	Prao.g_00734	Syad.g_01660
OG0000634	Prao.g_00737	Syad.g_01893
OG0000635	Prao.g_00738	Syad.g_01892
OG0000636	Prao.g_00740	Syad.g_01890
OG0000637	Prao.g_00742	Syad.g_01888
OG0000638	Prao.g_00743	Syad.g_01887
OG0000639	Prao.g_00744	Syad.g_01886
OG0000640	Prao.g_00745	Syad.g_01885
OG0000641	Prao.g_00749	Syad.g_01881
OG0000642	Prao.g_00750	Syad.g_01880
OG0000643	Prao.g_00751	Syad.g_01878
OG0000644	Prao.g_00752	Syad.g_01877
OG0000645	Prao.g_00753	Syad.g_01875
OG0000646	Prao.g_00755	Syad.g_01872
OG0000647	Prao.g_00756	Syad.g_01870
OG0000648	Prao.g_00758	Syad.g_01860
OG0000649	Prao.g_00759	Syad.g_01859
OG0000650	Prao.g_00760	Syad.g_01858
OG0000651	Prao.g_00761	Syad.g_01857
OG0000652	Prao.g_00762	Syad.g_01856
OG0000653	Prao.g_00764	Syad.g_01850
OG0000654	Prao.g_00765	Syad.g_01849
OG0000655	Prao.g_00766	Syad.g_01848
OG0000656	Prao.g_00769	Syad.g_01845
OG0000657	Prao.g_00777	Syad.g_01240
OG0000658	Prao.g_00778	Syad.g_01231
OG0000659	Prao.g_00779	Syad.g_01230
OG0000660	Prao.g_00783	Syad.g_01226
OG0000661	Prao.g_00785	Syad.g_01224
OG0000662	Prao.g_00787	Syad.g_01222
OG0000663	Prao.g_00789	Syad.g_01219
OG0000664	Prao.g_00790	Syad.g_01209
OG0000665	Prao.g_00794	Syad.g_02115
OG0000666	Prao.g_00795	Syad.g_02027
OG0000667	Prao.g_00799	Syad.g_00612
OG0000668	Prao.g_00829	Syad.g_01688
OG0000669	Prao.g_00837	Syad.g_01606
OG0000670	Prao.g_00839	Syad.g_01609
OG0000671	Prao.g_00841	Syad.g_01611
OG0000672	Prao.g_00843	Syad.g_01615
OG0000673	Prao.g_00846	Syad.g_01618
OG0000674	Prao.g_00848	Syad.g_01620
OG0000675	Prao.g_00849	Syad.g_01633
OG0000676	Prao.g_00851	Syad.g_01635
OG0000677	Prao.g_00852	Syad.g_01636
OG0000678	Prao.g_00854	Syad.g_01957
OG0000679	Prao.g_00858	Syad.g_01922
OG0000680	Prao.g_00859	Syad.g_01921
OG0000681	Prao.g_00861	Syad.g_01919
OG0000682	Prao.g_00862	Syad.g_01918
OG0000683	Prao.g_00863	Syad.g_01917
OG0000684	Prao.g_00864	Syad.g_01912
OG0000685	Prao.g_00866	Syad.g_01910
OG0000686	Prao.g_00867	Syad.g_01909
OG0000687	Prao.g_00868	Syad.g_01908
OG0000688	Prao.g_00871	Syad.g_01904
OG0000689	Prao.g_00872	Syad.g_01902
OG0000690	Prao.g_00873	Syad.g_01901
OG0000691	Prao.g_00874	Syad.g_01900
OG0000692	Prao.g_00876	Syad.g_01899
OG0000693	Prao.g_00877	Syad.g_01897
OG0000694	Prao.g_00878	Syad.g_01896
OG0000695	Prao.g_00880	Syad.g_01662
OG0000696	Prao.g_00881	Syad.g_01663
OG0000697	Prao.g_00882	Syad.g_01789
OG0000698	Prao.g_00885	Syad.g_01786
OG0000699	Prao.g_00886	Syad.g_01785
OG0000700	Prao.g_00887	Syad.g_01784
OG0000701	Prao.g_00888	Syad.g_01783
OG0000702	Prao.g_00890	Syad.g_01775
OG0000703	Prao.g_00891	Syad.g_01774
OG0000704	Prao.g_00892	Syad.g_01772
OG0000705	Prao.g_00896	Syad.g_01765
OG0000706	Prao.g_00897	Syad.g_01764
OG0000707	Prao.g_00898	Syad.g_01763
OG0000708	Prao.g_00899	Syad.g_01760
OG0000709	Prao.g_00903	Syad.g_01745
OG0000710	Prao.g_00906	Syad.g_01738
OG0000711	Prao.g_00923	Syad.g_01710
OG0000712	Prao.g_00925	Syad.g_01708
OG0000713	Prao.g_00926	Syad.g_01707
OG0000714	Prao.g_00927	Syad.g_01705
OG0000715	Prao.g_00929	Syad.g_01703
OG0000716	Prao.g_00931	Syad.g_01697
OG0000717	Prao.g_00932	Syad.g_01696
OG0000718	Prao.g_00943	Syad.g_01692
OG0000719	Prao.g_00945	Syad.g_01690
OG0000720	Prao.g_00954	Syad.g_01677
OG0000721	Prao.g_00956	Syad.g_01675
OG0000722	Prao.g_00957	Syad.g_01674
OG0000723	Prao.g_00960	Syad.g_01791
OG0000724	Prao.g_00969	Syad.g_01284
OG0000725	Prao.g_00975	Syad.g_01293
OG0000726	Prao.g_00976	Syad.g_01294
OG0000727	Prao.g_00977	Syad.g_01295
OG0000728	Prao.g_00979	Syad.g_01297
OG0000729	Prao.g_01027	Syad.g_00331
OG0000730	Prao.g_01156	Syad.g_00758
OG0000731	Prao.g_01152	Syad.g_00770
OG0000732	Prao.g_01143	Syad.g_00214
OG0000733	Prao.g_01121	Syad.g_00028
OG0000734	Prao.g_01104	Syad.g_02809
OG0000735	Prao.g_01102	Syad.g_01120
OG0000736	Prao.g_01101	Syad.g_01121
OG0000737	Prao.g_01100	Syad.g_01122
OG0000738	Prao.g_01096	Syad.g_01127
OG0000739	Prao.g_01095	Syad.g_01145
OG0000740	Prao.g_01094	Syad.g_01146
OG0000741	Prao.g_01093	Syad.g_01149
OG0000742	Prao.g_01090	Syad.g_01151
OG0000743	Prao.g_01088	Syad.g_01153
OG0000744	Prao.g_01087	Syad.g_01154
OG0000745	Prao.g_01086	Syad.g_01156
OG0000746	Prao.g_01084	Syad.g_01158
OG0000747	Prao.g_01083	Syad.g_01159
OG0000748	Prao.g_01080	Syad.g_01170
OG0000749	Prao.g_01079	Syad.g_01173
OG0000750	Prao.g_01078	Syad.g_01174
OG0000751	Prao.g_01076	Syad.g_01182
OG0000752	Prao.g_01074	Syad.g_01184
OG0000753	Prao.g_01071	Syad.g_01187
OG0000754	Prao.g_01068	Syad.g_01516
OG0000755	Prao.g_01065	Syad.g_01504
OG0000756	Prao.g_01064	Syad.g_01498
OG0000757	Prao.g_01058	Syad.g_01487
OG0000758	Prao.g_01057	Syad.g_01486
OG0000759	Prao.g_01056	Syad.g_01485
OG0000760	Prao.g_01055	Syad.g_01484
OG0000761	Prao.g_01054	Syad.g_01480
OG0000762	Prao.g_01053	Syad.g_01474
OG0000763	Prao.g_01051	Syad.g_01468
OG0000764	Prao.g_01050	Syad.g_01467
OG0000765	Prao.g_01041	Syad.g_01447
OG0000766	Prao.g_01040	Syad.g_01446
OG0000767	Prao.g_01038	Syad.g_01444
OG0000768	Prao.g_01037	Syad.g_01443
OG0000769	Prao.g_01035	Syad.g_01441
OG0000770	Prao.g_01033	Syad.g_01437
OG0000771	Prao.g_00014	Syad.g_01278
OG0000772	Prao.g_01305	Syad.g_02078
OG0000773	Prao.g_01285	Syad.g_01114
OG0000774	Prao.g_01283	Syad.g_02396
OG0000775	Prao.g_01281	Syad.g_02398
OG0000776	Prao.g_01280	Syad.g_02399
OG0000777	Prao.g_01279	Syad.g_02400
OG0000778	Prao.g_01278	Syad.g_02401
OG0000779	Prao.g_01274	Syad.g_02407
OG0000780	Prao.g_01273	Syad.g_02411
OG0000781	Prao.g_01270	Syad.g_02415
OG0000782	Prao.g_01269	Syad.g_02416
OG0000783	Prao.g_01268	Syad.g_02418
OG0000784	Prao.g_01267	Syad.g_02419
OG0000785	Prao.g_01265	Syad.g_02421
OG0000786	Prao.g_01263	Syad.g_01101
OG0000787	Prao.g_01262	Syad.g_01100
OG0000788	Prao.g_01252	Syad.g_02139
OG0000789	Prao.g_01249	Syad.g_01982
OG0000790	Prao.g_01234	Syad.g_00886
OG0000791	Prao.g_01232	Syad.g_00885
OG0000792	Prao.g_01231	Syad.g_00884
OG0000793	Prao.g_01228	Syad.g_00879
OG0000794	Prao.g_01227	Syad.g_00878
OG0000795	Prao.g_01226	Syad.g_00877
OG0000796	Prao.g_01222	Syad.g_00871
OG0000797	Prao.g_01221	Syad.g_00870
OG0000799	Prao.g_01379	Syad.g_02243
OG0000800	Prao.g_01380	Syad.g_02245
OG0000801	Prao.g_01381	Syad.g_02246
OG0000802	Prao.g_01383	Syad.g_02251
OG0000803	Prao.g_01385	Syad.g_02255
OG0000804	Prao.g_01386	Syad.g_02260
OG0000805	Prao.g_01388	Syad.g_02266
OG0000806	Prao.g_01390	Syad.g_02267
OG0000807	Prao.g_01391	Syad.g_02269
OG0000808	Prao.g_01392	Syad.g_02270
OG0000809	Prao.g_01395	Syad.g_02273
OG0000810	Prao.g_01396	Syad.g_02274
OG0000811	Prao.g_01400	Syad.g_02283
OG0000812	Prao.g_01402	Syad.g_02285
OG0000813	Prao.g_01403	Syad.g_02286
OG0000814	Prao.g_01405	Syad.g_02288
OG0000815	Prao.g_01406	Syad.g_02289
OG0000816	Prao.g_01408	Syad.g_02290
OG0000817	Prao.g_01409	Syad.g_02291
OG0000818	Prao.g_01414	Syad.g_02297
OG0000819	Prao.g_01415	Syad.g_02298
OG0000820	Prao.g_01416	Syad.g_02299
OG0000821	Prao.g_01419	Syad.g_02305
OG0000822	Prao.g_01420	Syad.g_02307
OG0000823	Prao.g_01421	Syad.g_02308
OG0000824	Prao.g_01424	Syad.g_02314
OG0000825	Prao.g_01425	Syad.g_02315
OG0000826	Prao.g_01426	Syad.g_02316
OG0000827	Prao.g_01427	Syad.g_02317
OG0000828	Prao.g_01430	Syad.g_02320
OG0000829	Prao.g_01431	Syad.g_02321
OG0000830	Prao.g_01432	Syad.g_02322
OG0000831	Prao.g_01434	Syad.g_02325
OG0000832	Prao.g_01440	Syad.g_02538
OG0000833	Prao.g_01448	Syad.g_02550
OG0000834	Prao.g_01449	Syad.g_02552
OG0000835	Prao.g_01450	Syad.g_02553
OG0000836	Prao.g_01451	Syad.g_02557
OG0000837	Prao.g_01452	Syad.g_02561
OG0000838	Prao.g_01454	Syad.g_02565
OG0000839	Prao.g_01455	Syad.g_02566
OG0000840	Prao.g_01456	Syad.g_02567
OG0000841	Prao.g_01457	Syad.g_02568
OG0000842	Prao.g_01458	Syad.g_02569
OG0000843	Prao.g_01459	Syad.g_02570
OG0000844	Prao.g_01460	Syad.g_02577
OG0000845	Prao.g_01461	Syad.g_02578
OG0000846	Prao.g_01462	Syad.g_02579
OG0000847	Prao.g_01463	Syad.g_02580
OG0000848	Prao.g_01464	Syad.g_02582
OG0000849	Prao.g_01465	Syad.g_02583
OG0000850	Prao.g_01467	Syad.g_02586
OG0000851	Prao.g_01468	Syad.g_02592
OG0000852	Prao.g_01469	Syad.g_02593
OG0000853	Prao.g_01473	Syad.g_02597
OG0000854	Prao.g_01475	Syad.g_02606
OG0000855	Prao.g_01476	Syad.g_02607
OG0000856	Prao.g_01491	Syad.g_02166
OG0000857	Prao.g_01519	Syad.g_01871
OG0000858	Prao.g_01546	Syad.g_02613
OG0000859	Prao.g_01547	Syad.g_02614
OG0000860	Prao.g_01554	Syad.g_02625
OG0000861	Prao.g_01555	Syad.g_02626
OG0000862	Prao.g_01556	Syad.g_02628
OG0000863	Prao.g_01558	Syad.g_02631
OG0000864	Prao.g_01559	Syad.g_02632
OG0000865	Prao.g_01560	Syad.g_02633
OG0000866	Prao.g_01561	Syad.g_02634
OG0000867	Prao.g_01562	Syad.g_02635
OG0000868	Prao.g_01563	Syad.g_02637
OG0000869	Prao.g_01567	Syad.g_02643
OG0000870	Prao.g_01572	Syad.g_02648
OG0000871	Prao.g_01573	Syad.g_02649
OG0000872	Prao.g_01574	Syad.g_02657
OG0000873	Prao.g_01577	Syad.g_02660
OG0000874	Prao.g_01580	Syad.g_02655
OG0000875	Prao.g_01581	Syad.g_02662
OG0000876	Prao.g_01582	Syad.g_03003
OG0000877	Prao.g_01584	Syad.g_02480
OG0000878	Prao.g_01585	Syad.g_02481
OG0000879	Prao.g_01586	Syad.g_02482
OG0000880	Prao.g_01587	Syad.g_02483
OG0000881	Prao.g_01591	Syad.g_02489
OG0000882	Prao.g_01596	Syad.g_02494
OG0000883	Prao.g_01597	Syad.g_02497
OG0000884	Prao.g_01599	Syad.g_02499
OG0000885	Prao.g_01600	Syad.g_02500
OG0000886	Prao.g_01601	Syad.g_02501
OG0000887	Prao.g_01602	Syad.g_02502
OG0000888	Prao.g_01604	Syad.g_02504
OG0000889	Prao.g_01606	Syad.g_02506
OG0000890	Prao.g_01607	Syad.g_02512
OG0000891	Prao.g_01608	Syad.g_02513
OG0000892	Prao.g_01610	Syad.g_02517
OG0000893	Prao.g_01615	Syad.g_00589
OG0000894	Prao.g_01617	Syad.g_00592
OG0000895	Prao.g_01620	Syad.g_00596
OG0000896	Prao.g_01621	Syad.g_00597
OG0000897	Prao.g_01623	Syad.g_00599
OG0000898	Prao.g_01624	Syad.g_00600
OG0000899	Prao.g_01625	Syad.g_00601
OG0000900	Prao.g_01626	Syad.g_00602
OG0000901	Prao.g_01629	Syad.g_00607
OG0000902	Prao.g_01631	Syad.g_00609
OG0000903	Prao.g_01634	Syad.g_00645
OG0000904	Prao.g_01636	Syad.g_00640
OG0000905	Prao.g_01641	Syad.g_00632
OG0000906	Prao.g_01642	Syad.g_00630
OG0000907	Prao.g_01645	Syad.g_00648
OG0000908	Prao.g_01648	Syad.g_00651
OG0000909	Prao.g_01649	Syad.g_00652
OG0000910	Prao.g_01650	Syad.g_00653
OG0000911	Prao.g_01652	Syad.g_00655
OG0000912	Prao.g_01653	Syad.g_00656
OG0000913	Prao.g_01654	Syad.g_00657
OG0000914	Prao.g_01655	Syad.g_00658
OG0000915	Prao.g_01656	Syad.g_00660
OG0000916	Prao.g_01657	Syad.g_00661
OG0000917	Prao.g_01658	Syad.g_00662
OG0000918	Prao.g_01659	Syad.g_00663
OG0000919	Prao.g_01660	Syad.g_00664
OG0000920	Prao.g_01661	Syad.g_00665
OG0000921	Prao.g_01662	Syad.g_00666
OG0000922	Prao.g_01663	Syad.g_00667
OG0000923	Prao.g_01667	Syad.g_00671
OG0000924	Prao.g_01668	Syad.g_00672
OG0000925	Prao.g_01669	Syad.g_00673
OG0000926	Prao.g_01670	Syad.g_00674
OG0000927	Prao.g_01672	Syad.g_00676
OG0000928	Prao.g_01673	Syad.g_00677
OG0000929	Prao.g_01674	Syad.g_00678
OG0000930	Prao.g_01675	Syad.g_00679
OG0000931	Prao.g_01676	Syad.g_00680
OG0000932	Prao.g_01677	Syad.g_00681
OG0000933	Prao.g_01681	Syad.g_00687
OG0000934	Prao.g_01683	Syad.g_00689
OG0000935	Prao.g_01684	Syad.g_00690
OG0000936	Prao.g_01685	Syad.g_00691
OG0000937	Prao.g_01686	Syad.g_00692
OG0000938	Prao.g_01688	Syad.g_00695
OG0000939	Prao.g_01689	Syad.g_00696
OG0000940	Prao.g_01696	Syad.g_00703
OG0000941	Prao.g_01698	Syad.g_00705
OG0000942	Prao.g_01700	Syad.g_00707
OG0000943	Prao.g_01701	Syad.g_00708
OG0000944	Prao.g_01702	Syad.g_00710
OG0000945	Prao.g_01703	Syad.g_00711
OG0000946	Prao.g_01707	Syad.g_00716
OG0000947	Prao.g_01709	Syad.g_00719
OG0000948	Prao.g_01710	Syad.g_00720
OG0000949	Prao.g_01713	Syad.g_00432
OG0000950	Prao.g_01718	Syad.g_00418
OG0000951	Prao.g_01722	Syad.g_00411
OG0000952	Prao.g_01726	Syad.g_00375
OG0000953	Prao.g_01729	Syad.g_00369
OG0000954	Prao.g_01733	Syad.g_00364
OG0000955	Prao.g_01734	Syad.g_00363
OG0000956	Prao.g_01736	Syad.g_00361
OG0000957	Prao.g_01741	Syad.g_00350
OG0000958	Prao.g_01742	Syad.g_00349
OG0000959	Prao.g_01746	Syad.g_00345
OG0000960	Prao.g_01747	Syad.g_00344
OG0000961	Prao.g_01749	Syad.g_00335
OG0000962	Prao.g_01751	Syad.g_00332
OG0000963	Prao.g_01755	Syad.g_00325
OG0000964	Prao.g_01756	Syad.g_00324
OG0000965	Prao.g_01757	Syad.g_00323
OG0000966	Prao.g_01764	Syad.g_00246
OG0000967	Prao.g_01769	Syad.g_00234
OG0000968	Prao.g_01771	Syad.g_00243
OG0000969	Prao.g_01772	Syad.g_00240
OG0000970	Prao.g_01773	Syad.g_00239
OG0000971	Prao.g_01774	Syad.g_00229
OG0000972	Prao.g_01775	Syad.g_00228
OG0000973	Prao.g_01776	Syad.g_00227
OG0000974	Prao.g_01777	Syad.g_00226
OG0000975	Prao.g_01778	Syad.g_00225
OG0000976	Prao.g_01779	Syad.g_00224
OG0000977	Prao.g_01780	Syad.g_00222
OG0000978	Prao.g_01781	Syad.g_00221
OG0000979	Prao.g_01784	Syad.g_00218
OG0000980	Prao.g_01786	Syad.g_00215
OG0000981	Prao.g_01788	Syad.g_00212
OG0000982	Prao.g_01790	Syad.g_03035
OG0000983	Prao.g_01791	Syad.g_03036
OG0000984	Prao.g_01792	Syad.g_03037
OG0000985	Prao.g_01795	Syad.g_03039
OG0000986	Prao.g_01797	Syad.g_03049
OG0000987	Prao.g_01798	Syad.g_00002
OG0000988	Prao.g_01801	Syad.g_00008
OG0000989	Prao.g_01805	Syad.g_00020
OG0000990	Prao.g_01808	Syad.g_00061
OG0000991	Prao.g_01809	Syad.g_00064
OG0000992	Prao.g_01811	Syad.g_00067
OG0000993	Prao.g_01812	Syad.g_00069
OG0000994	Prao.g_01813	Syad.g_00071
OG0000995	Prao.g_01817	Syad.g_00077
OG0000996	Prao.g_01818	Syad.g_00121
OG0000997	Prao.g_01819	Syad.g_00128
OG0000998	Prao.g_01821	Syad.g_00130
OG0000999	Prao.g_01822	Syad.g_00131
OG0001000	Prao.g_01825	Syad.g_00136
OG0001001	Prao.g_01827	Syad.g_00141
OG0001002	Prao.g_01831	Syad.g_00148
OG0001003	Prao.g_01833	Syad.g_00150
OG0001004	Prao.g_01834	Syad.g_00151
OG0001005	Prao.g_01835	Syad.g_00152
OG0001006	Prao.g_01839	Syad.g_00160
OG0001007	Prao.g_01841	Syad.g_00162
OG0001008	Prao.g_00541	Syad.g_02449
OG0001009	Prao.g_00174	Syad.g_00194
OG0001010	Prao.g_00175	Syad.g_00195
OG0001011	Prao.g_00176	Syad.g_00196
OG0001012	Prao.g_00189	Syad.g_03030
OG0001013	Prao.g_00194	Syad.g_03011
OG0001014	Prao.g_00197	Syad.g_03002
OG0001015	Prao.g_00198	Syad.g_03001
OG0001016	Prao.g_00212	Syad.g_02734
OG0001017	Prao.g_00216	Syad.g_02740
OG0001018	Prao.g_00219	Syad.g_02742
OG0001019	Prao.g_00228	Syad.g_02771
OG0001020	Prao.g_00229	Syad.g_02777
OG0001021	Prao.g_00230	Syad.g_02781
OG0001022	Prao.g_00233	Syad.g_02786
OG0001023	Prao.g_00234	Syad.g_02787
OG0001024	Prao.g_00237	Syad.g_02791
OG0001025	Prao.g_00243	Syad.g_02798
OG0001026	Prao.g_00249	Syad.g_02811
OG0001027	Prao.g_00250	Syad.g_02817
OG0001028	Prao.g_00252	Syad.g_02819
OG0001029	Prao.g_00254	Syad.g_02821
OG0001030	Prao.g_00269	Syad.g_02848
OG0001031	Prao.g_00324	Syad.g_02925
OG0001032	Prao.g_00325	Syad.g_02928
OG0001033	Prao.g_00346	Syad.g_02956
OG0001034	Prao.g_00374	Syad.g_00819
OG0001035	Prao.g_00392	Syad.g_00559
OG0001036	Prao.g_00397	Syad.g_00554
OG0001037	Prao.g_00398	Syad.g_00552
OG0001039	Prao.g_00418	Syad.g_00522
OG0001040	Prao.g_00420	Syad.g_00519
OG0001041	Prao.g_00424	Syad.g_00514
OG0001042	Prao.g_00441	Syad.g_00485
OG0001043	Prao.g_00442	Syad.g_00481
OG0001044	Prao.g_00469	Syad.g_00760
OG0001045	Prao.g_00477	Syad.g_00773
OG0001046	Prao.g_00513	Syad.g_01722
OG0001047	Prao.g_00543	Syad.g_02447
OG0001048	Prao.g_00544	Syad.g_02446
OG0001049	Prao.g_00546	Syad.g_02443
OG0001050	Prao.g_00547	Syad.g_02442
OG0001051	Prao.g_00548	Syad.g_02441
OG0001052	Prao.g_00577	Syad.g_02357
OG0001054	Prao.g_00604	Syad.g_00925
OG0001055	Prao.g_00623	Syad.g_00946
OG0001056	Prao.g_01855	Syad.g_00982
OG0001057	Prao.g_01160	Syad.g_00996
OG0001058	Prao.g_01168	Syad.g_01015
OG0001059	Prao.g_01172	Syad.g_01018
OG0001060	Prao.g_01179	Syad.g_01025
OG0001061	Prao.g_01866	Syad.g_01047
OG0001062	Prao.g_01868	Syad.g_01049
OG0001063	Prao.g_01870	Syad.g_01056
OG0001064	Prao.g_00018	Syad.g_01057
OG0001065	Prao.g_00019	Syad.g_01058
OG0001066	Prao.g_00020	Syad.g_01059
OG0001067	Prao.g_00021	Syad.g_01060
OG0001068	Prao.g_00022	Syad.g_01061
OG0001069	Prao.g_00023	Syad.g_01062
OG0001070	Prao.g_00026	Syad.g_01065
OG0001071	Prao.g_00027	Syad.g_01066
OG0001072	Prao.g_00028	Syad.g_01070
OG0001073	Prao.g_00042	Syad.g_01090
OG0001074	Prao.g_00053	Syad.g_02197
OG0001075	Prao.g_00054	Syad.g_02196
OG0001076	Prao.g_00063	Syad.g_02175
OG0001077	Prao.g_00067	Syad.g_02164
OG0001078	Prao.g_00075	Syad.g_02151
OG0001079	Prao.g_00086	Syad.g_02138
OG0001080	Prao.g_00092	Syad.g_02008
OG0001081	Prao.g_00094	Syad.g_01568
OG0001082	Prao.g_00095	Syad.g_01569
OG0001083	Prao.g_00100	Syad.g_01578
OG0001084	Prao.g_00101	Syad.g_01586
OG0001085	Prao.g_00109	Syad.g_01596
OG0001086	Prao.g_00110	Syad.g_01598
OG0001087	Prao.g_00126	Syad.g_01372
OG0001088	Prao.g_00127	Syad.g_01368
OG0001089	Prao.g_00135	Syad.g_01302
OG0001090	Prao.g_00649	Syad.g_01817
OG0001091	Prao.g_00651	Syad.g_01815
OG0001092	Prao.g_00652	Syad.g_01812
OG0001093	Prao.g_00657	Syad.g_01806
OG0001094	Prao.g_00735	Syad.g_01895
OG0001095	Prao.g_00754	Syad.g_01874
OG0001096	Prao.g_00767	Syad.g_01847
OG0001097	Prao.g_00786	Syad.g_01223
OG0001098	Prao.g_00801	Syad.g_02005, Syad.g_01995
OG0001099	Prao.g_00834	Syad.g_02820
OG0001100	Prao.g_00838	Syad.g_01608
OG0001101	Prao.g_00840	Syad.g_01610
OG0001102	Prao.g_00842	Syad.g_01613
OG0001103	Prao.g_00844	Syad.g_01616
OG0001104	Prao.g_00865	Syad.g_01911
OG0001105	Prao.g_00869	Syad.g_01907
OG0001106	Prao.g_00893	Syad.g_01771
OG0001107	Prao.g_00900	Syad.g_01759
OG0001108	Prao.g_00904	Syad.g_01744
OG0001109	Prao.g_00905	Syad.g_01739
OG0001110	Prao.g_00907	Syad.g_01737
OG0001111	Prao.g_00908	Syad.g_01735
OG0001112	Prao.g_00909	Syad.g_01733
OG0001113	Prao.g_00910	Syad.g_01732
OG0001114	Prao.g_00911	Syad.g_01731
OG0001115	Prao.g_00913	Syad.g_01727
OG0001116	Prao.g_00914	Syad.g_01725
OG0001117	Prao.g_00915	Syad.g_01724
OG0001118	Prao.g_00916	Syad.g_01723
OG0001119	Prao.g_00917	Syad.g_01721
OG0001120	Prao.g_00919	Syad.g_01717
OG0001121	Prao.g_01124, Prao.g_00922	Syad.g_01503
OG0001122	Prao.g_00946	Syad.g_01689
OG0001123	Prao.g_00950	Syad.g_01682
OG0001124	Prao.g_00952	Syad.g_01680
OG0001125	Prao.g_00953	Syad.g_01678
OG0001126	Prao.g_00963	Syad.g_01276
OG0001127	Prao.g_00964	Syad.g_01277
OG0001128	Prao.g_00966	Syad.g_01280
OG0001129	Prao.g_00967	Syad.g_01282
OG0001130	Prao.g_00968	Syad.g_01283
OG0001131	Prao.g_01007	Syad.g_01953
OG0001132	Prao.g_01016	Syad.g_02038
OG0001133	Prao.g_01137	Syad.g_02172
OG0001134	Prao.g_01122	Syad.g_01527
OG0001135	Prao.g_01119	Syad.g_01529
OG0001136	Prao.g_01092	Syad.g_01150
OG0001137	Prao.g_01081	Syad.g_01169
OG0001138	Prao.g_01063	Syad.g_01493
OG0001139	Prao.g_01062	Syad.g_01491
OG0001140	Prao.g_01061	Syad.g_01490
OG0001141	Prao.g_01060	Syad.g_01489
OG0001142	Prao.g_01059	Syad.g_01488
OG0001143	Prao.g_01052	Syad.g_01473
OG0001144	Prao.g_01047	Syad.g_01457
OG0001145	Prao.g_01284	Syad.g_01112
OG0001146	Prao.g_01272	Syad.g_02412
OG0001147	Prao.g_01253	Syad.g_02349
OG0001148	Prao.g_01237	Syad.g_00889
OG0001149	Prao.g_01236	Syad.g_00888
OG0001150	Prao.g_01235	Syad.g_00887
OG0001151	Prao.g_01224	Syad.g_00875
OG0001152	Prao.g_01223	Syad.g_00872
OG0001153	Prao.g_01428	Syad.g_02318
OG0001154	Prao.g_01429	Syad.g_02319
OG0001155	Prao.g_01441	Syad.g_02540
OG0001156	Prao.g_01444	Syad.g_02543
OG0001157	Prao.g_01445	Syad.g_02544
OG0001158	Prao.g_01446	Syad.g_02546
OG0001159	Prao.g_01447	Syad.g_02547
OG0001160	Prao.g_01471	Syad.g_02595
OG0001161	Prao.g_01484	Syad.g_00026
OG0001162	Prao.g_01495	Syad.g_01844
OG0001163	Prao.g_01544	Syad.g_02610
OG0001164	Prao.g_01548	Syad.g_02616
OG0001165	Prao.g_01551	Syad.g_02621
OG0001166	Prao.g_01571	Syad.g_02647
OG0001167	Prao.g_01588	Syad.g_02486
OG0001168	Prao.g_01590	Syad.g_02488
OG0001169	Prao.g_01592	Syad.g_02490
OG0001170	Prao.g_01594	Syad.g_02492
OG0001171	Prao.g_01603	Syad.g_02503
