Orthogroup	Pral	Syak
OG0000581	Pral.g_00483	Syak.g_02742
OG0000582	Pral.g_00480	Syak.g_02748
OG0000583	Pral.g_00479	Syak.g_02749
OG0000584	Pral.g_00478	Syak.g_02750
OG0000585	Pral.g_00476	Syak.g_02753
OG0000586	Pral.g_00475	Syak.g_02754
OG0000587	Pral.g_00474	Syak.g_02756
OG0000588	Pral.g_00469	Syak.g_00004
OG0000589	Pral.g_00466	Syak.g_00008
OG0000590	Pral.g_00465	Syak.g_00009
OG0000591	Pral.g_00462	Syak.g_00017
OG0000592	Pral.g_00461	Syak.g_00018
OG0000593	Pral.g_01433	Syak.g_00031
OG0000594	Pral.g_01434	Syak.g_00032
OG0000595	Pral.g_01435	Syak.g_00033
OG0000596	Pral.g_01439	Syak.g_00038
OG0000597	Pral.g_01441	Syak.g_00041
OG0000598	Pral.g_01442	Syak.g_00042
OG0000599	Pral.g_01445	Syak.g_00045
OG0000600	Pral.g_01446	Syak.g_00046
OG0000601	Pral.g_01447	Syak.g_00047
OG0000602	Pral.g_01449	Syak.g_00053
OG0000603	Pral.g_01450	Syak.g_00054
OG0000604	Pral.g_01451	Syak.g_00056
OG0000605	Pral.g_01452	Syak.g_00259
OG0000606	Pral.g_01455	Syak.g_00326
OG0000607	Pral.g_01458	Syak.g_00329
OG0000608	Pral.g_01459	Syak.g_00330
OG0000609	Pral.g_01460	Syak.g_00332
OG0000610	Pral.g_01466	Syak.g_00347
OG0000611	Pral.g_01469	Syak.g_00350
OG0000612	Pral.g_01470	Syak.g_00351
OG0000613	Pral.g_01769	Syak.g_01525
OG0000614	Pral.g_01748	Syak.g_00705
OG0000615	Pral.g_01737	Syak.g_00393
OG0000616	Pral.g_00399	Syak.g_01810
OG0000617	Pral.g_01723	Syak.g_00799
OG0000618	Pral.g_01722	Syak.g_00798
OG0000619	Pral.g_01721	Syak.g_00797
OG0000620	Pral.g_01718	Syak.g_00779
OG0000621	Pral.g_01717	Syak.g_00780
OG0000622	Pral.g_01716	Syak.g_00781
OG0000623	Pral.g_01715	Syak.g_00782
OG0000624	Pral.g_01713	Syak.g_00784
OG0000625	Pral.g_01712	Syak.g_00785
OG0000626	Pral.g_01711	Syak.g_00786
OG0000627	Pral.g_01709	Syak.g_00561
OG0000628	Pral.g_01708	Syak.g_00560
OG0000629	Pral.g_01707	Syak.g_00556
OG0000630	Pral.g_01704	Syak.g_00552
OG0000631	Pral.g_01658	Syak.g_00545
OG0000632	Pral.g_01657	Syak.g_00544
OG0000633	Pral.g_01656	Syak.g_00542
OG0000634	Pral.g_01484	Syak.g_00430
OG0000635	Pral.g_01485	Syak.g_00431
OG0000636	Pral.g_01487	Syak.g_00433
OG0000637	Pral.g_01489	Syak.g_00435
OG0000638	Pral.g_01490	Syak.g_00436
OG0000639	Pral.g_01491	Syak.g_00437
OG0000640	Pral.g_01492	Syak.g_00438
OG0000641	Pral.g_01496	Syak.g_00442
OG0000642	Pral.g_01497	Syak.g_00443
OG0000643	Pral.g_01498	Syak.g_00444
OG0000644	Pral.g_01499	Syak.g_00445
OG0000645	Pral.g_01500	Syak.g_00447
OG0000646	Pral.g_01502	Syak.g_00450
OG0000647	Pral.g_01504	Syak.g_00452
OG0000648	Pral.g_01506	Syak.g_00456
OG0000649	Pral.g_01507	Syak.g_00457
OG0000650	Pral.g_01508	Syak.g_00458
OG0000651	Pral.g_01509	Syak.g_00459
OG0000652	Pral.g_01510	Syak.g_00460
OG0000653	Pral.g_01512	Syak.g_00462
OG0000654	Pral.g_01513	Syak.g_00625
OG0000655	Pral.g_01514	Syak.g_00624
OG0000656	Pral.g_01517	Syak.g_00621
OG0000657	Pral.g_01524	Syak.g_00609
OG0000658	Pral.g_01525	Syak.g_00606
OG0000659	Pral.g_01526	Syak.g_00605
OG0000660	Pral.g_01530	Syak.g_00601
OG0000661	Pral.g_01532	Syak.g_00599
OG0000662	Pral.g_01534	Syak.g_00597
OG0000663	Pral.g_01536	Syak.g_00594
OG0000664	Pral.g_01537	Syak.g_00593
OG0000665	Pral.g_01543	Syak.g_00086
OG0000666	Pral.g_01544	Syak.g_00078
OG0000667	Pral.g_01548	Syak.g_00340
OG0000668	Pral.g_01820	Syak.g_00643
OG0000669	Pral.g_01809	Syak.g_00363
OG0000670	Pral.g_01806	Syak.g_00366
OG0000671	Pral.g_01804	Syak.g_00368
OG0000672	Pral.g_01801	Syak.g_00371
OG0000673	Pral.g_01798	Syak.g_00374
OG0000674	Pral.g_01796	Syak.g_00376
OG0000675	Pral.g_01795	Syak.g_00377
OG0000676	Pral.g_01793	Syak.g_00379
OG0000677	Pral.g_01792	Syak.g_00380
OG0000678	Pral.g_01790	Syak.g_00386
OG0000679	Pral.g_01786	Syak.g_00397
OG0000680	Pral.g_01785	Syak.g_00398
OG0000681	Pral.g_01782	Syak.g_00401
OG0000682	Pral.g_01781	Syak.g_00402
OG0000683	Pral.g_01780	Syak.g_00403
OG0000684	Pral.g_01778	Syak.g_00409
OG0000685	Pral.g_01776	Syak.g_00411
OG0000686	Pral.g_01775	Syak.g_00412
OG0000687	Pral.g_01774	Syak.g_00413
OG0000688	Pral.g_01474	Syak.g_00418
OG0000689	Pral.g_01475	Syak.g_00421
OG0000690	Pral.g_01476	Syak.g_00422
OG0000691	Pral.g_01477	Syak.g_00423
OG0000692	Pral.g_01479	Syak.g_00424
OG0000693	Pral.g_01480	Syak.g_00426
OG0000694	Pral.g_01481	Syak.g_00427
OG0000695	Pral.g_01654	Syak.g_00540
OG0000696	Pral.g_01653	Syak.g_00539
OG0000697	Pral.g_01652	Syak.g_00538
OG0000698	Pral.g_01649	Syak.g_00535
OG0000699	Pral.g_01647	Syak.g_00534
OG0000700	Pral.g_01646	Syak.g_00533
OG0000701	Pral.g_01645	Syak.g_00532
OG0000702	Pral.g_01643	Syak.g_00522
OG0000703	Pral.g_01642	Syak.g_00521
OG0000704	Pral.g_01640	Syak.g_00519
OG0000705	Pral.g_01634	Syak.g_00511
OG0000706	Pral.g_01633	Syak.g_00510
OG0000707	Pral.g_01632	Syak.g_00509
OG0000708	Pral.g_01630	Syak.g_00506
OG0000709	Pral.g_01626	Syak.g_00498
OG0000710	Pral.g_01623	Syak.g_00494
OG0000711	Pral.g_01579	Syak.g_00466
OG0000712	Pral.g_01580	Syak.g_00464
OG0000713	Pral.g_01581	Syak.g_00463
OG0000714	Pral.g_01582	Syak.g_00629
OG0000715	Pral.g_01584	Syak.g_00631
OG0000716	Pral.g_01586	Syak.g_00635
OG0000717	Pral.g_01587	Syak.g_00636
OG0000718	Pral.g_01590	Syak.g_00640
OG0000719	Pral.g_01592	Syak.g_00642
OG0000720	Pral.g_01603	Syak.g_00655
OG0000721	Pral.g_01607	Syak.g_00657
OG0000722	Pral.g_01608	Syak.g_00658
OG0000723	Pral.g_01575	Syak.g_00790
OG0000724	Pral.g_01566	Syak.g_00749
OG0000725	Pral.g_01560	Syak.g_00731
OG0000726	Pral.g_01559	Syak.g_00730
OG0000727	Pral.g_01558	Syak.g_00729
OG0000728	Pral.g_01556	Syak.g_00727
OG0000729	Pral.g_01311	Syak.g_01683
OG0000730	Pral.g_01324	Syak.g_01248
OG0000731	Pral.g_00692	Syak.g_01237
OG0000732	Pral.g_00348	Syak.g_01739
OG0000733	Pral.g_00077	Syak.g_01905
OG0000734	Pral.g_01351	Syak.g_02184
OG0000735	Pral.g_01353	Syak.g_00914
OG0000736	Pral.g_01354	Syak.g_00913
OG0000737	Pral.g_01355	Syak.g_00912
OG0000738	Pral.g_01359	Syak.g_00907
OG0000739	Pral.g_01360	Syak.g_00906
OG0000740	Pral.g_01361	Syak.g_00905
OG0000741	Pral.g_01363	Syak.g_00902
OG0000742	Pral.g_01366	Syak.g_00899
OG0000743	Pral.g_01368	Syak.g_00897
OG0000744	Pral.g_01369	Syak.g_00896
OG0000745	Pral.g_01370	Syak.g_00894
OG0000746	Pral.g_01372	Syak.g_00892
OG0000747	Pral.g_01373	Syak.g_00891
OG0000748	Pral.g_01378	Syak.g_00875
OG0000749	Pral.g_01379	Syak.g_00874
OG0000750	Pral.g_01380	Syak.g_00873
OG0000751	Pral.g_01383	Syak.g_00862
OG0000752	Pral.g_01385	Syak.g_00860
OG0000753	Pral.g_01388	Syak.g_00857
OG0000754	Pral.g_01391	Syak.g_00852
OG0000755	Pral.g_01399	Syak.g_00841
OG0000756	Pral.g_01400	Syak.g_00840
OG0000757	Pral.g_01406	Syak.g_00833
OG0000758	Pral.g_01407	Syak.g_00832
OG0000759	Pral.g_01408	Syak.g_00831
OG0000760	Pral.g_01409	Syak.g_00830
OG0000761	Pral.g_01410	Syak.g_00829
OG0000762	Pral.g_01411	Syak.g_00827
OG0000763	Pral.g_01413	Syak.g_00825
OG0000764	Pral.g_01414	Syak.g_00824
OG0000765	Pral.g_01423	Syak.g_00669
OG0000766	Pral.g_01424	Syak.g_00670
OG0000767	Pral.g_01426	Syak.g_00672
OG0000768	Pral.g_01427	Syak.g_00673
OG0000769	Pral.g_01429	Syak.g_00675
OG0000770	Pral.g_00456	Syak.g_00678
OG0000771	Pral.g_01064	Syak.g_00755
OG0000772	Pral.g_01893	Syak.g_02048
OG0000773	Pral.g_01290	Syak.g_00921
OG0000774	Pral.g_01288	Syak.g_00926
OG0000775	Pral.g_01286	Syak.g_00929
OG0000776	Pral.g_01285	Syak.g_00930
OG0000777	Pral.g_01284	Syak.g_00931
OG0000778	Pral.g_01283	Syak.g_00932
OG0000779	Pral.g_01279	Syak.g_00938
OG0000780	Pral.g_01278	Syak.g_00942
OG0000781	Pral.g_01275	Syak.g_00946
OG0000782	Pral.g_01274	Syak.g_00947
OG0000783	Pral.g_01273	Syak.g_00948
OG0000784	Pral.g_01272	Syak.g_00949
OG0000785	Pral.g_01270	Syak.g_00951
OG0000786	Pral.g_01267	Syak.g_00956
OG0000787	Pral.g_01266	Syak.g_00957
OG0000788	Pral.g_00440	Syak.g_00048
OG0000789	Pral.g_01060	Syak.g_00085
OG0000790	Pral.g_01217	Syak.g_02560
OG0000791	Pral.g_01215	Syak.g_02558
OG0000792	Pral.g_01214	Syak.g_02557
OG0000793	Pral.g_01211	Syak.g_02552
OG0000794	Pral.g_01210	Syak.g_02551
OG0000795	Pral.g_01209	Syak.g_02550
OG0000796	Pral.g_01205	Syak.g_02547
OG0000797	Pral.g_01204	Syak.g_02546
OG0000799	Pral.g_01184	Syak.g_00981
OG0000800	Pral.g_01183	Syak.g_00989
OG0000801	Pral.g_01182	Syak.g_00990
OG0000802	Pral.g_01180	Syak.g_00995
OG0000803	Pral.g_01178	Syak.g_01021
OG0000804	Pral.g_01177	Syak.g_01026
OG0000805	Pral.g_01175	Syak.g_01029
OG0000806	Pral.g_01173	Syak.g_01031
OG0000807	Pral.g_01172	Syak.g_01033
OG0000808	Pral.g_01171	Syak.g_01034
OG0000809	Pral.g_01167	Syak.g_01038
OG0000810	Pral.g_01166	Syak.g_01039
OG0000811	Pral.g_01158	Syak.g_01045
OG0000812	Pral.g_01156	Syak.g_01047
OG0000813	Pral.g_01155	Syak.g_01048
OG0000814	Pral.g_01153	Syak.g_01051
OG0000815	Pral.g_01152	Syak.g_01053
OG0000816	Pral.g_01150	Syak.g_01055
OG0000817	Pral.g_01149	Syak.g_01056
OG0000818	Pral.g_01144	Syak.g_01060
OG0000819	Pral.g_01143	Syak.g_01064
OG0000820	Pral.g_01142	Syak.g_01065
OG0000821	Pral.g_01137	Syak.g_01071
OG0000822	Pral.g_01136	Syak.g_01073
OG0000823	Pral.g_01135	Syak.g_01074
OG0000824	Pral.g_01132	Syak.g_01080
OG0000825	Pral.g_01131	Syak.g_01081
OG0000826	Pral.g_01130	Syak.g_01082
OG0000827	Pral.g_01129	Syak.g_01083
OG0000828	Pral.g_01126	Syak.g_01086
OG0000829	Pral.g_01125	Syak.g_01087
OG0000830	Pral.g_01124	Syak.g_01088
OG0000831	Pral.g_01122	Syak.g_01091
OG0000832	Pral.g_01110	Syak.g_02482
OG0000833	Pral.g_01101	Syak.g_02473
OG0000834	Pral.g_01100	Syak.g_02470
OG0000835	Pral.g_01099	Syak.g_02469
OG0000836	Pral.g_01098	Syak.g_02466
OG0000837	Pral.g_01097	Syak.g_02465
OG0000838	Pral.g_01094	Syak.g_02461
OG0000839	Pral.g_01093	Syak.g_02460
OG0000840	Pral.g_01092	Syak.g_02459
OG0000841	Pral.g_01091	Syak.g_02458
OG0000842	Pral.g_01090	Syak.g_02457
OG0000843	Pral.g_01089	Syak.g_02456
OG0000844	Pral.g_01088	Syak.g_02454
OG0000845	Pral.g_01087	Syak.g_02453
OG0000846	Pral.g_01086	Syak.g_02452
OG0000847	Pral.g_01085	Syak.g_02451
OG0000848	Pral.g_01084	Syak.g_02449
OG0000849	Pral.g_01083	Syak.g_02448
OG0000850	Pral.g_01081	Syak.g_02445
OG0000851	Pral.g_01080	Syak.g_02440
OG0000852	Pral.g_01079	Syak.g_02439
OG0000853	Pral.g_01074	Syak.g_02435
OG0000854	Pral.g_01072	Syak.g_02433
OG0000855	Pral.g_01071	Syak.g_02432
OG0000856	Pral.g_01058	Syak.g_00021
OG0000857	Pral.g_01503	Syak.g_00451
OG0000858	Pral.g_00100	Syak.g_02426
OG0000859	Pral.g_00101	Syak.g_02425
OG0000860	Pral.g_00109	Syak.g_02414
OG0000861	Pral.g_00110	Syak.g_02413
OG0000862	Pral.g_00111	Syak.g_02412
OG0000863	Pral.g_00113	Syak.g_02409
OG0000864	Pral.g_00114	Syak.g_02408
OG0000865	Pral.g_00115	Syak.g_02407
OG0000866	Pral.g_00116	Syak.g_02406
OG0000867	Pral.g_00117	Syak.g_02405
OG0000868	Pral.g_00119	Syak.g_02402
OG0000869	Pral.g_00122	Syak.g_02398
OG0000870	Pral.g_00127	Syak.g_02393
OG0000871	Pral.g_00128	Syak.g_02392
OG0000872	Pral.g_00129	Syak.g_02386
OG0000873	Pral.g_00132	Syak.g_02383
OG0000874	Pral.g_00135	Syak.g_02379
OG0000875	Pral.g_00136	Syak.g_02377
OG0000876	Pral.g_00137	Syak.g_02375
OG0000877	Pral.g_00139	Syak.g_02372
OG0000878	Pral.g_00140	Syak.g_02371
OG0000879	Pral.g_00141	Syak.g_02370
OG0000880	Pral.g_00142	Syak.g_02369
OG0000881	Pral.g_00146	Syak.g_02363
OG0000882	Pral.g_00151	Syak.g_02358
OG0000883	Pral.g_00154	Syak.g_02355
OG0000884	Pral.g_00156	Syak.g_02353
OG0000885	Pral.g_00157	Syak.g_02352
OG0000886	Pral.g_00158	Syak.g_02351
OG0000887	Pral.g_00159	Syak.g_02350
OG0000888	Pral.g_00161	Syak.g_02348
OG0000889	Pral.g_00163	Syak.g_02346
OG0000890	Pral.g_00164	Syak.g_02334
OG0000891	Pral.g_00165	Syak.g_02333
OG0000892	Pral.g_00167	Syak.g_02329
OG0000893	Pral.g_00170	Syak.g_01393
OG0000894	Pral.g_00173	Syak.g_01390
OG0000895	Pral.g_00177	Syak.g_01386
OG0000896	Pral.g_00178	Syak.g_01385
OG0000897	Pral.g_00180	Syak.g_01383
OG0000898	Pral.g_00181	Syak.g_01382
OG0000899	Pral.g_00182	Syak.g_01381
OG0000900	Pral.g_00183	Syak.g_01380
OG0000901	Pral.g_00187	Syak.g_01375
OG0000902	Pral.g_00189	Syak.g_01368
OG0000903	Pral.g_00193	Syak.g_01353
OG0000904	Pral.g_00198	Syak.g_01358
OG0000905	Pral.g_00191	Syak.g_01363
OG0000906	Pral.g_00190	Syak.g_01366
OG0000907	Pral.g_00200	Syak.g_01351
OG0000908	Pral.g_00203	Syak.g_01348
OG0000909	Pral.g_00204	Syak.g_01347
OG0000910	Pral.g_00205	Syak.g_01346
OG0000911	Pral.g_00207	Syak.g_01344
OG0000912	Pral.g_00208	Syak.g_01343
OG0000913	Pral.g_00209	Syak.g_01342
OG0000914	Pral.g_00210	Syak.g_01341
OG0000915	Pral.g_00211	Syak.g_01339
OG0000916	Pral.g_00212	Syak.g_01338
OG0000917	Pral.g_00213	Syak.g_01337
OG0000918	Pral.g_00214	Syak.g_01336
OG0000919	Pral.g_00215	Syak.g_01335
OG0000920	Pral.g_00216	Syak.g_01334
OG0000921	Pral.g_00217	Syak.g_01333
OG0000922	Pral.g_00218	Syak.g_01332
OG0000923	Pral.g_00222	Syak.g_01328
OG0000924	Pral.g_00223	Syak.g_01327
OG0000925	Pral.g_00224	Syak.g_01326
OG0000926	Pral.g_00225	Syak.g_01325
OG0000927	Pral.g_00227	Syak.g_01323
OG0000928	Pral.g_00228	Syak.g_01322
OG0000929	Pral.g_00229	Syak.g_01321
OG0000930	Pral.g_00230	Syak.g_01320
OG0000931	Pral.g_00232	Syak.g_01319
OG0000932	Pral.g_01190	Syak.g_01318
OG0000933	Pral.g_00236	Syak.g_01312
OG0000934	Pral.g_00238	Syak.g_01310
OG0000935	Pral.g_00239	Syak.g_01309
OG0000936	Pral.g_00240	Syak.g_01308
OG0000937	Pral.g_00241	Syak.g_01307
OG0000938	Pral.g_00244	Syak.g_01304
OG0000939	Pral.g_00245	Syak.g_01303
OG0000940	Pral.g_00252	Syak.g_01297
OG0000941	Pral.g_00254	Syak.g_01295
OG0000942	Pral.g_00256	Syak.g_01293
OG0000943	Pral.g_00257	Syak.g_01292
OG0000944	Pral.g_00259	Syak.g_01290
OG0000945	Pral.g_00260	Syak.g_01288
OG0000946	Pral.g_00266	Syak.g_01283
OG0000947	Pral.g_00268	Syak.g_01280
OG0000948	Pral.g_00269	Syak.g_01279
OG0000949	Pral.g_00272	Syak.g_01551
OG0000950	Pral.g_00278	Syak.g_01562
OG0000951	Pral.g_00282	Syak.g_01569
OG0000952	Pral.g_00286	Syak.g_01574
OG0000953	Pral.g_00290	Syak.g_01627
OG0000954	Pral.g_00294	Syak.g_01633
OG0000955	Pral.g_00295	Syak.g_01634
OG0000956	Pral.g_00297	Syak.g_01636
OG0000957	Pral.g_00303	Syak.g_01648
OG0000958	Pral.g_00304	Syak.g_01649
OG0000959	Pral.g_00308	Syak.g_01653
OG0000960	Pral.g_00309	Syak.g_01654
OG0000961	Pral.g_00312	Syak.g_01679
OG0000962	Pral.g_00314	Syak.g_01682
OG0000963	Pral.g_00318	Syak.g_01687
OG0000964	Pral.g_00319	Syak.g_01688
OG0000965	Pral.g_00320	Syak.g_01689
OG0000966	Pral.g_00326	Syak.g_01711
OG0000967	Pral.g_00330	Syak.g_01715
OG0000968	Pral.g_00332	Syak.g_01719
OG0000969	Pral.g_00333	Syak.g_01721
OG0000970	Pral.g_00334	Syak.g_01722
OG0000971	Pral.g_00335	Syak.g_01724
OG0000972	Pral.g_00336	Syak.g_01725
OG0000973	Pral.g_00337	Syak.g_01726
OG0000974	Pral.g_00338	Syak.g_01727
OG0000975	Pral.g_00339	Syak.g_01728
OG0000976	Pral.g_00340	Syak.g_01729
OG0000977	Pral.g_00341	Syak.g_01731
OG0000978	Pral.g_00342	Syak.g_01732
OG0000979	Pral.g_00345	Syak.g_01735
OG0000980	Pral.g_00347	Syak.g_01738
OG0000981	Pral.g_00350	Syak.g_01741
OG0000982	Pral.g_00352	Syak.g_01941
OG0000983	Pral.g_00353	Syak.g_01940
OG0000984	Pral.g_00354	Syak.g_01939
OG0000985	Pral.g_00357	Syak.g_01935
OG0000986	Pral.g_00359	Syak.g_01933
OG0000987	Pral.g_00360	Syak.g_01931
OG0000988	Pral.g_00363	Syak.g_01925
OG0000989	Pral.g_00367	Syak.g_01912
OG0000990	Pral.g_00373	Syak.g_01900
OG0000991	Pral.g_00374	Syak.g_01896
OG0000992	Pral.g_00377	Syak.g_01893
OG0000993	Pral.g_00378	Syak.g_01892
OG0000994	Pral.g_00379	Syak.g_01889
OG0000995	Pral.g_00383	Syak.g_01880
OG0000996	Pral.g_00384	Syak.g_01839
OG0000997	Pral.g_00386	Syak.g_01828
OG0000998	Pral.g_00388	Syak.g_01826
OG0000999	Pral.g_00389	Syak.g_01825
OG0001000	Pral.g_00392	Syak.g_01821
OG0001001	Pral.g_00396	Syak.g_01814
OG0001002	Pral.g_00401	Syak.g_01807
OG0001003	Pral.g_00402	Syak.g_01806
OG0001004	Pral.g_00403	Syak.g_01805
OG0001005	Pral.g_00404	Syak.g_01804
OG0001006	Pral.g_00408	Syak.g_01797
OG0001007	Pral.g_00410	Syak.g_01795
OG0001008	Pral.g_00657	Syak.g_01190
OG0001009	Pral.g_01017	Syak.g_01762
OG0001010	Pral.g_01016	Syak.g_01761
OG0001011	Pral.g_01014	Syak.g_01759
OG0001012	Pral.g_01001	Syak.g_01946
OG0001013	Pral.g_00994	Syak.g_01969
OG0001014	Pral.g_00991	Syak.g_01975
OG0001015	Pral.g_00990	Syak.g_01976
OG0001016	Pral.g_00974	Syak.g_02250
OG0001017	Pral.g_00970	Syak.g_02244
OG0001018	Pral.g_00968	Syak.g_02242
OG0001019	Pral.g_00958	Syak.g_02218
OG0001020	Pral.g_00957	Syak.g_02214
OG0001021	Pral.g_00956	Syak.g_02210
OG0001022	Pral.g_00953	Syak.g_02205
OG0001023	Pral.g_00952	Syak.g_02204
OG0001024	Pral.g_00949	Syak.g_02201
OG0001025	Pral.g_00942	Syak.g_02195
OG0001026	Pral.g_00934	Syak.g_02182
OG0001027	Pral.g_00933	Syak.g_02178
OG0001028	Pral.g_00931	Syak.g_02176
OG0001029	Pral.g_00930	Syak.g_02174
OG0001030	Pral.g_00914	Syak.g_02153
OG0001031	Pral.g_00857	Syak.g_02079
OG0001032	Pral.g_00856	Syak.g_02077
OG0001033	Pral.g_00836	Syak.g_02037
OG0001034	Pral.g_00804	Syak.g_02305
OG0001035	Pral.g_00784	Syak.g_01422
OG0001036	Pral.g_00780	Syak.g_01427
OG0001037	Pral.g_00779	Syak.g_01429
OG0001038	Pral.g_00761	Syak.g_01457
OG0001039	Pral.g_00758	Syak.g_01460
OG0001040	Pral.g_00755	Syak.g_01463
OG0001041	Pral.g_00751	Syak.g_01468
OG0001042	Pral.g_00734	Syak.g_01500
OG0001043	Pral.g_00733	Syak.g_01504
OG0001044	Pral.g_00699	Syak.g_01247
OG0001045	Pral.g_00690	Syak.g_01234
OG0001046	Pral.g_01039	Syak.g_00479
OG0001047	Pral.g_00655	Syak.g_01188
OG0001048	Pral.g_00654	Syak.g_01187
OG0001049	Pral.g_00651	Syak.g_01184
OG0001050	Pral.g_00650	Syak.g_01183
OG0001051	Pral.g_00649	Syak.g_01182
OG0001052	Pral.g_00621	Syak.g_01122
OG0001053	Pral.g_00608	Syak.g_02577
OG0001055	Pral.g_00573	Syak.g_02617
OG0001056	Pral.g_00554	Syak.g_02645
OG0001057	Pral.g_00549	Syak.g_00964
OG0001058	Pral.g_00541	Syak.g_02668
OG0001060	Pral.g_00530	Syak.g_02677
OG0001061	Pral.g_00514	Syak.g_02697
OG0001062	Pral.g_00512	Syak.g_02699
OG0001063	Pral.g_00510	Syak.g_02704
OG0001064	Pral.g_00509	Syak.g_02705
OG0001065	Pral.g_00508	Syak.g_02706
OG0001066	Pral.g_00507	Syak.g_02707
OG0001067	Pral.g_00506	Syak.g_02708
OG0001068	Pral.g_00505	Syak.g_02709
OG0001069	Pral.g_00504	Syak.g_02710
OG0001070	Pral.g_00502	Syak.g_02714
OG0001071	Pral.g_00501	Syak.g_02715
OG0001072	Pral.g_00499	Syak.g_02721
OG0001073	Pral.g_00485	Syak.g_02736
OG0001074	Pral.g_00472	Syak.g_00098
OG0001075	Pral.g_00471	Syak.g_02760
OG0001076	Pral.g_00464	Syak.g_00011
OG0001077	Pral.g_00459	Syak.g_00024
OG0001078	Pral.g_01437	Syak.g_00036
OG0001079	Pral.g_01448	Syak.g_00049
OG0001080	Pral.g_01454	Syak.g_00264
OG0001081	Pral.g_01456	Syak.g_00327
OG0001082	Pral.g_01457	Syak.g_00328
OG0001083	Pral.g_01462	Syak.g_00336
OG0001084	Pral.g_01463	Syak.g_00337
OG0001085	Pral.g_01772	Syak.g_00354
OG0001086	Pral.g_01771	Syak.g_00356
OG0001087	Pral.g_01753	Syak.g_00691
OG0001088	Pral.g_01752	Syak.g_00694
OG0001089	Pral.g_01741	Syak.g_00722
OG0001090	Pral.g_01728	Syak.g_00806
OG0001091	Pral.g_01726	Syak.g_00804
OG0001092	Pral.g_01725	Syak.g_00801
OG0001093	Pral.g_01720	Syak.g_00794
OG0001094	Pral.g_01482	Syak.g_00428
OG0001095	Pral.g_01501	Syak.g_00448
OG0001096	Pral.g_01515	Syak.g_00623
OG0001097	Pral.g_01533	Syak.g_00598
OG0001098	Pral.g_01552	Syak.g_00578
OG0001099	Pral.g_01815	Syak.g_02175
OG0001100	Pral.g_01807	Syak.g_00365
OG0001101	Pral.g_01805	Syak.g_00367
OG0001102	Pral.g_01802	Syak.g_00370
OG0001103	Pral.g_01800	Syak.g_00372
OG0001104	Pral.g_01777	Syak.g_00410
OG0001105	Pral.g_01773	Syak.g_00414
OG0001106	Pral.g_01639	Syak.g_00518
OG0001107	Pral.g_01629	Syak.g_00505
OG0001108	Pral.g_01625	Syak.g_00497
OG0001109	Pral.g_01624	Syak.g_00495
OG0001110	Pral.g_01622	Syak.g_00493
OG0001111	Pral.g_01621	Syak.g_00491
OG0001112	Pral.g_01620	Syak.g_00489
OG0001113	Pral.g_01619	Syak.g_00406
OG0001114	Pral.g_01618	Syak.g_00488
OG0001115	Pral.g_01616	Syak.g_00484
OG0001116	Pral.g_01615	Syak.g_00482
OG0001117	Pral.g_01614	Syak.g_00481
OG0001118	Pral.g_01613	Syak.g_00480
OG0001119	Pral.g_01612	Syak.g_00478
OG0001120	Pral.g_01611	Syak.g_00474
OG0001123	Pral.g_01598	Syak.g_00650
OG0001124	Pral.g_01600	Syak.g_00652
OG0001125	Pral.g_01602	Syak.g_00654
OG0001126	Pral.g_01571	Syak.g_00757
OG0001127	Pral.g_01570	Syak.g_00756
OG0001128	Pral.g_01569	Syak.g_00753
OG0001129	Pral.g_01568	Syak.g_00751
OG0001130	Pral.g_01567	Syak.g_00750
OG0001131	Pral.g_01321	Syak.g_00389
OG0001132	Pral.g_01033	Syak.g_00120
OG0001133	Pral.g_01314	Syak.g_00014
OG0001134	Pral.g_00056, Pral.g_00078	Syak.g_00273
OG0001135	Pral.g_00075	Syak.g_00274
OG0001136	Pral.g_01364	Syak.g_00901
OG0001137	Pral.g_01377	Syak.g_00876
OG0001138	Pral.g_01401	Syak.g_00839
OG0001139	Pral.g_01403	Syak.g_00837
OG0001141	Pral.g_01404	Syak.g_00835
OG0001142	Pral.g_01405	Syak.g_00834
OG0001143	Pral.g_01412	Syak.g_00826
OG0001144	Pral.g_01417	Syak.g_00815
OG0001145	Pral.g_01289	Syak.g_00922
OG0001146	Pral.g_01277	Syak.g_00943
OG0001147	Pral.g_01235	Syak.g_01113
OG0001148	Pral.g_01220	Syak.g_02563
OG0001149	Pral.g_01219	Syak.g_02562
OG0001150	Pral.g_01218	Syak.g_02561
OG0001151	Pral.g_01207	Syak.g_02548
OG0001153	Pral.g_01128	Syak.g_01084
OG0001154	Pral.g_01127	Syak.g_01085
OG0001155	Pral.g_01108	Syak.g_02480
OG0001156	Pral.g_01105	Syak.g_02477
OG0001157	Pral.g_01104	Syak.g_02476
OG0001158	Pral.g_01103	Syak.g_02475
OG0001159	Pral.g_01102	Syak.g_02474
OG0001160	Pral.g_01076	Syak.g_02437
OG0001161	Pral.g_00045	Syak.g_01906
OG0001163	Pral.g_00098	Syak.g_02429
OG0001164	Pral.g_00102	Syak.g_02423
OG0001165	Pral.g_00105	Syak.g_02418
OG0001166	Pral.g_00126	Syak.g_02394
OG0001167	Pral.g_00143	Syak.g_02366
OG0001168	Pral.g_00145	Syak.g_02364
OG0001169	Pral.g_00147	Syak.g_02362
OG0001170	Pral.g_00149	Syak.g_02360
