Orthogroup	Pral	Syai
OG0000579	Pral.g_00487	Syai.g_00805
OG0000580	Pral.g_00486	Syai.g_00806
OG0000581	Pral.g_00483	Syai.g_00812
OG0000582	Pral.g_00480	Syai.g_01042
OG0000583	Pral.g_00479	Syai.g_01043
OG0000584	Pral.g_00478	Syai.g_01044
OG0000585	Pral.g_00476	Syai.g_01046
OG0000586	Pral.g_00475	Syai.g_01047
OG0000587	Pral.g_00474	Syai.g_01049
OG0000588	Pral.g_00469	Syai.g_01063
OG0000589	Pral.g_00466	Syai.g_01066
OG0000590	Pral.g_00465	Syai.g_01067
OG0000591	Pral.g_00462	Syai.g_01075
OG0000592	Pral.g_00461	Syai.g_01076
OG0000593	Pral.g_01433	Syai.g_01100
OG0000594	Pral.g_01434	Syai.g_01101
OG0000595	Pral.g_01435	Syai.g_01102
OG0000596	Pral.g_01439	Syai.g_01107
OG0000597	Pral.g_01441	Syai.g_01110
OG0000598	Pral.g_01442	Syai.g_01111
OG0000599	Pral.g_01445	Syai.g_01114
OG0000600	Pral.g_01446	Syai.g_01115
OG0000601	Pral.g_01447	Syai.g_01116
OG0000602	Pral.g_01449	Syai.g_01121
OG0000603	Pral.g_01450	Syai.g_01122
OG0000604	Pral.g_01451	Syai.g_01125
OG0000605	Pral.g_01452	Syai.g_01609
OG0000606	Pral.g_01455	Syai.g_01221
OG0000607	Pral.g_01458	Syai.g_01224
OG0000608	Pral.g_01459	Syai.g_01225
OG0000609	Pral.g_01460	Syai.g_01227
OG0000610	Pral.g_01466	Syai.g_01234
OG0000611	Pral.g_01469	Syai.g_01237
OG0000612	Pral.g_01470	Syai.g_01238
OG0000613	Pral.g_01769	Syai.g_00196
OG0000614	Pral.g_01748	Syai.g_01981
OG0000615	Pral.g_01737	Syai.g_01286
OG0000616	Pral.g_00399	Syai.g_02914
OG0000617	Pral.g_01723	Syai.g_01393
OG0000618	Pral.g_01722	Syai.g_01394
OG0000619	Pral.g_01721	Syai.g_01395
OG0000620	Pral.g_01718	Syai.g_01402
OG0000621	Pral.g_01717	Syai.g_01403
OG0000622	Pral.g_01716	Syai.g_01404
OG0000623	Pral.g_01715	Syai.g_01405
OG0000624	Pral.g_01713	Syai.g_01407
OG0000625	Pral.g_01712	Syai.g_01408
OG0000626	Pral.g_01711	Syai.g_01409
OG0000627	Pral.g_01709	Syai.g_01575
OG0000628	Pral.g_01708	Syai.g_01573
OG0000629	Pral.g_01707	Syai.g_01570
OG0000630	Pral.g_01704	Syai.g_01566
OG0000631	Pral.g_01658	Syai.g_01557
OG0000632	Pral.g_01657	Syai.g_01556
OG0000633	Pral.g_01656	Syai.g_01555
OG0000634	Pral.g_01484	Syai.g_01317
OG0000635	Pral.g_01485	Syai.g_01318
OG0000636	Pral.g_01487	Syai.g_01320
OG0000637	Pral.g_01489	Syai.g_01322
OG0000638	Pral.g_01490	Syai.g_01323
OG0000639	Pral.g_01491	Syai.g_01324
OG0000640	Pral.g_01492	Syai.g_01325
OG0000641	Pral.g_01496	Syai.g_01329
OG0000642	Pral.g_01497	Syai.g_01330
OG0000643	Pral.g_01498	Syai.g_01349
OG0000644	Pral.g_01499	Syai.g_01350
OG0000645	Pral.g_01500	Syai.g_01352
OG0000646	Pral.g_01502	Syai.g_01355
OG0000647	Pral.g_01504	Syai.g_01357
OG0000648	Pral.g_01506	Syai.g_01362
OG0000649	Pral.g_01507	Syai.g_01363
OG0000650	Pral.g_01508	Syai.g_01364
OG0000651	Pral.g_01509	Syai.g_01365
OG0000652	Pral.g_01510	Syai.g_01366
OG0000653	Pral.g_01512	Syai.g_01368
OG0000654	Pral.g_01513	Syai.g_01369
OG0000655	Pral.g_01514	Syai.g_01370
OG0000656	Pral.g_01517	Syai.g_01373
OG0000657	Pral.g_01524	Syai.g_02045
OG0000658	Pral.g_01525	Syai.g_02049
OG0000659	Pral.g_01526	Syai.g_02050
OG0000660	Pral.g_01530	Syai.g_02054
OG0000661	Pral.g_01532	Syai.g_02056
OG0000662	Pral.g_01534	Syai.g_02058
OG0000663	Pral.g_01536	Syai.g_02061
OG0000664	Pral.g_01537	Syai.g_02062
OG0000665	Pral.g_01543	Syai.g_02431
OG0000666	Pral.g_01544	Syai.g_01610
OG0000667	Pral.g_01548	Syai.g_01724
OG0000668	Pral.g_01820	Syai.g_01436
OG0000669	Pral.g_01809	Syai.g_01251
OG0000670	Pral.g_01806	Syai.g_00561
OG0000671	Pral.g_01804	Syai.g_01255
OG0000672	Pral.g_01801	Syai.g_01259
OG0000673	Pral.g_01798	Syai.g_01262
OG0000674	Pral.g_01796	Syai.g_01264
OG0000675	Pral.g_01795	Syai.g_01265
OG0000676	Pral.g_01793	Syai.g_01275
OG0000677	Pral.g_01792	Syai.g_01276
OG0000678	Pral.g_01790	Syai.g_01279
OG0000679	Pral.g_01786	Syai.g_01288
OG0000680	Pral.g_01785	Syai.g_01289
OG0000681	Pral.g_01782	Syai.g_01292
OG0000682	Pral.g_01781	Syai.g_01293
OG0000683	Pral.g_01780	Syai.g_01294
OG0000684	Pral.g_01778	Syai.g_01299
OG0000685	Pral.g_01776	Syai.g_01301
OG0000686	Pral.g_01775	Syai.g_01302
OG0000687	Pral.g_01774	Syai.g_01303
OG0000688	Pral.g_01474	Syai.g_01307
OG0000689	Pral.g_01475	Syai.g_01309
OG0000690	Pral.g_01476	Syai.g_01310
OG0000691	Pral.g_01477	Syai.g_01311
OG0000692	Pral.g_01479	Syai.g_01312
OG0000693	Pral.g_01480	Syai.g_01313
OG0000694	Pral.g_01481	Syai.g_01314
OG0000695	Pral.g_01654	Syai.g_01553
OG0000696	Pral.g_01653	Syai.g_01552
OG0000697	Pral.g_01652	Syai.g_01550
OG0000698	Pral.g_01649	Syai.g_01547
OG0000699	Pral.g_01647	Syai.g_01545
OG0000700	Pral.g_01646	Syai.g_01544
OG0000701	Pral.g_01645	Syai.g_01543
OG0000702	Pral.g_01643	Syai.g_01521
OG0000703	Pral.g_01642	Syai.g_01520
OG0000704	Pral.g_01640	Syai.g_01518
OG0000705	Pral.g_01634	Syai.g_01511
OG0000706	Pral.g_01633	Syai.g_01510
OG0000707	Pral.g_01632	Syai.g_01509
OG0000708	Pral.g_01630	Syai.g_01506
OG0000709	Pral.g_01626	Syai.g_01497
OG0000710	Pral.g_01623	Syai.g_01487
OG0000711	Pral.g_01579	Syai.g_01456
OG0000712	Pral.g_01580	Syai.g_01454
OG0000713	Pral.g_01581	Syai.g_01453
OG0000714	Pral.g_01582	Syai.g_01451
OG0000715	Pral.g_01584	Syai.g_01449
OG0000716	Pral.g_01586	Syai.g_01445
OG0000717	Pral.g_01587	Syai.g_01444
OG0000718	Pral.g_01590	Syai.g_01440
OG0000719	Pral.g_01592	Syai.g_01438
OG0000720	Pral.g_01603	Syai.g_01425
OG0000721	Pral.g_01607	Syai.g_01423
OG0000722	Pral.g_01608	Syai.g_01422
OG0000723	Pral.g_01575	Syai.g_01411
OG0000724	Pral.g_01566	Syai.g_02013
OG0000725	Pral.g_01560	Syai.g_02004
OG0000726	Pral.g_01559	Syai.g_02003
OG0000727	Pral.g_01558	Syai.g_02002
OG0000728	Pral.g_01556	Syai.g_02000
OG0000729	Pral.g_01311	Syai.g_00097
OG0000730	Pral.g_01324	Syai.g_00483
OG0000731	Pral.g_00692	Syai.g_00495
OG0000732	Pral.g_00348	Syai.g_00058
OG0000733	Pral.g_00077	Syai.g_02805
OG0000734	Pral.g_01351	Syai.g_02548
OG0000735	Pral.g_01353	Syai.g_02159
OG0000736	Pral.g_01354	Syai.g_02158
OG0000737	Pral.g_01355	Syai.g_02157
OG0000738	Pral.g_01359	Syai.g_02152
OG0000739	Pral.g_01360	Syai.g_02151
OG0000740	Pral.g_01361	Syai.g_02150
OG0000741	Pral.g_01363	Syai.g_02147
OG0000742	Pral.g_01366	Syai.g_02145
OG0000743	Pral.g_01368	Syai.g_02143
OG0000744	Pral.g_01369	Syai.g_02142
OG0000745	Pral.g_01370	Syai.g_02140
OG0000746	Pral.g_01372	Syai.g_02138
OG0000747	Pral.g_01373	Syai.g_02137
OG0000748	Pral.g_01378	Syai.g_02125
OG0000749	Pral.g_01379	Syai.g_02123
OG0000750	Pral.g_01380	Syai.g_02122
OG0000751	Pral.g_01383	Syai.g_02116
OG0000752	Pral.g_01385	Syai.g_02114
OG0000753	Pral.g_01388	Syai.g_02111
OG0000754	Pral.g_01391	Syai.g_01750
OG0000755	Pral.g_01399	Syai.g_01760
OG0000756	Pral.g_01400	Syai.g_01761
OG0000757	Pral.g_01406	Syai.g_01769
OG0000758	Pral.g_01407	Syai.g_01770
OG0000759	Pral.g_01408	Syai.g_01771
OG0000760	Pral.g_01409	Syai.g_01772
OG0000761	Pral.g_01410	Syai.g_01775
OG0000762	Pral.g_01411	Syai.g_01777
OG0000763	Pral.g_01413	Syai.g_01779
OG0000764	Pral.g_01414	Syai.g_01780
OG0000765	Pral.g_01423	Syai.g_01797
OG0000766	Pral.g_01424	Syai.g_01798
OG0000767	Pral.g_01426	Syai.g_01800
OG0000768	Pral.g_01427	Syai.g_01801
OG0000769	Pral.g_01429	Syai.g_01803
OG0000770	Pral.g_00456	Syai.g_01822
OG0000771	Pral.g_01064	Syai.g_02019
OG0000772	Pral.g_01893	Syai.g_01639
OG0000773	Pral.g_01290	Syai.g_02164
OG0000774	Pral.g_01288	Syai.g_02168
OG0000775	Pral.g_01286	Syai.g_02172
OG0000776	Pral.g_01285	Syai.g_02173
OG0000777	Pral.g_01284	Syai.g_02174
OG0000778	Pral.g_01283	Syai.g_02175
OG0000779	Pral.g_01279	Syai.g_02181
OG0000780	Pral.g_01278	Syai.g_02184
OG0000781	Pral.g_01275	Syai.g_02188
OG0000782	Pral.g_01274	Syai.g_02189
OG0000783	Pral.g_01273	Syai.g_02190
OG0000784	Pral.g_01272	Syai.g_02191
OG0000785	Pral.g_01270	Syai.g_02193
OG0000786	Pral.g_01267	Syai.g_00816
OG0000787	Pral.g_01266	Syai.g_00815
OG0000788	Pral.g_00440	Syai.g_01117
OG0000789	Pral.g_01060	Syai.g_01596
OG0000790	Pral.g_01217	Syai.g_00623
OG0000791	Pral.g_01215	Syai.g_00621
OG0000792	Pral.g_01214	Syai.g_00620
OG0000793	Pral.g_01211	Syai.g_00615
OG0000794	Pral.g_01210	Syai.g_00614
OG0000795	Pral.g_01209	Syai.g_00613
OG0000796	Pral.g_01205	Syai.g_00609
OG0000797	Pral.g_01204	Syai.g_00608
OG0000799	Pral.g_01184	Syai.g_00996
OG0000800	Pral.g_01183	Syai.g_00993
OG0000801	Pral.g_01182	Syai.g_00992
OG0000802	Pral.g_01180	Syai.g_00988
OG0000803	Pral.g_01178	Syai.g_00983
OG0000804	Pral.g_01177	Syai.g_00980
OG0000805	Pral.g_01175	Syai.g_00965
OG0000806	Pral.g_01173	Syai.g_00963
OG0000807	Pral.g_01172	Syai.g_00961
OG0000808	Pral.g_01171	Syai.g_00960
OG0000809	Pral.g_01167	Syai.g_00957
OG0000810	Pral.g_01166	Syai.g_00956
OG0000811	Pral.g_01158	Syai.g_00950
OG0000812	Pral.g_01156	Syai.g_00948
OG0000813	Pral.g_01155	Syai.g_00947
OG0000814	Pral.g_01153	Syai.g_00945
OG0000815	Pral.g_01152	Syai.g_00944
OG0000816	Pral.g_01150	Syai.g_00942
OG0000817	Pral.g_01149	Syai.g_00941
OG0000818	Pral.g_01144	Syai.g_00935
OG0000819	Pral.g_01143	Syai.g_00934
OG0000820	Pral.g_01142	Syai.g_00933
OG0000821	Pral.g_01137	Syai.g_00916
OG0000822	Pral.g_01136	Syai.g_00914
OG0000823	Pral.g_01135	Syai.g_00913
OG0000824	Pral.g_01132	Syai.g_00907
OG0000825	Pral.g_01131	Syai.g_00906
OG0000826	Pral.g_01130	Syai.g_00905
OG0000827	Pral.g_01129	Syai.g_00904
OG0000828	Pral.g_01126	Syai.g_00900
OG0000829	Pral.g_01125	Syai.g_00899
OG0000830	Pral.g_01124	Syai.g_00898
OG0000831	Pral.g_01122	Syai.g_00896
OG0000832	Pral.g_01110	Syai.g_02296
OG0000833	Pral.g_01101	Syai.g_02305
OG0000834	Pral.g_01100	Syai.g_02307
OG0000835	Pral.g_01099	Syai.g_02308
OG0000836	Pral.g_01098	Syai.g_02312
OG0000837	Pral.g_01097	Syai.g_02313
OG0000838	Pral.g_01094	Syai.g_02323
OG0000839	Pral.g_01093	Syai.g_02324
OG0000840	Pral.g_01092	Syai.g_02325
OG0000841	Pral.g_01091	Syai.g_02326
OG0000842	Pral.g_01090	Syai.g_02327
OG0000843	Pral.g_01089	Syai.g_02328
OG0000844	Pral.g_01088	Syai.g_02330
OG0000845	Pral.g_01087	Syai.g_02331
OG0000846	Pral.g_01086	Syai.g_02332
OG0000847	Pral.g_01085	Syai.g_02333
OG0000848	Pral.g_01084	Syai.g_02335
OG0000849	Pral.g_01083	Syai.g_02336
OG0000850	Pral.g_01081	Syai.g_02339
OG0000851	Pral.g_01080	Syai.g_02352
OG0000852	Pral.g_01079	Syai.g_02353
OG0000853	Pral.g_01074	Syai.g_02357
OG0000854	Pral.g_01072	Syai.g_02359
OG0000855	Pral.g_01071	Syai.g_02360
OG0000856	Pral.g_01058	Syai.g_01078
OG0000857	Pral.g_01503	Syai.g_01356
OG0000858	Pral.g_00100	Syai.g_02366
OG0000859	Pral.g_00101	Syai.g_02367
OG0000860	Pral.g_00109	Syai.g_02380
OG0000861	Pral.g_00110	Syai.g_02381
OG0000862	Pral.g_00111	Syai.g_02382
OG0000863	Pral.g_00113	Syai.g_02385
OG0000864	Pral.g_00114	Syai.g_02386
OG0000865	Pral.g_00115	Syai.g_02387
OG0000866	Pral.g_00116	Syai.g_02388
OG0000867	Pral.g_00117	Syai.g_02389
OG0000868	Pral.g_00119	Syai.g_02392
OG0000869	Pral.g_00122	Syai.g_02396
OG0000870	Pral.g_00127	Syai.g_02401
OG0000871	Pral.g_00128	Syai.g_02402
OG0000872	Pral.g_00129	Syai.g_02409
OG0000873	Pral.g_00132	Syai.g_02412
OG0000874	Pral.g_00135	Syai.g_02408
OG0000875	Pral.g_00136	Syai.g_02416
OG0000876	Pral.g_00137	Syai.g_02243
OG0000877	Pral.g_00139	Syai.g_02250
OG0000878	Pral.g_00140	Syai.g_02251
OG0000879	Pral.g_00141	Syai.g_02252
OG0000880	Pral.g_00142	Syai.g_02253
OG0000881	Pral.g_00146	Syai.g_02257
OG0000882	Pral.g_00151	Syai.g_02262
OG0000883	Pral.g_00154	Syai.g_02264
OG0000884	Pral.g_00156	Syai.g_02266
OG0000885	Pral.g_00157	Syai.g_02267
OG0000886	Pral.g_00158	Syai.g_02268
OG0000887	Pral.g_00159	Syai.g_02269
OG0000888	Pral.g_00161	Syai.g_02271
OG0000889	Pral.g_00163	Syai.g_02273
OG0000890	Pral.g_00164	Syai.g_02279
OG0000891	Pral.g_00165	Syai.g_02280
OG0000892	Pral.g_00167	Syai.g_02282
OG0000893	Pral.g_00170	Syai.g_00318
OG0000894	Pral.g_00173	Syai.g_00321
OG0000895	Pral.g_00177	Syai.g_00325
OG0000896	Pral.g_00178	Syai.g_00326
OG0000897	Pral.g_00180	Syai.g_00328
OG0000898	Pral.g_00181	Syai.g_00329
OG0000899	Pral.g_00182	Syai.g_00330
OG0000900	Pral.g_00183	Syai.g_00331
OG0000901	Pral.g_00187	Syai.g_00336
OG0000902	Pral.g_00189	Syai.g_00338
OG0000903	Pral.g_00193	Syai.g_00353
OG0000904	Pral.g_00198	Syai.g_00348
OG0000905	Pral.g_00191	Syai.g_00342
OG0000906	Pral.g_00190	Syai.g_00340
OG0000907	Pral.g_00200	Syai.g_00358
OG0000908	Pral.g_00203	Syai.g_00361
OG0000909	Pral.g_00204	Syai.g_00362
OG0000910	Pral.g_00205	Syai.g_00363
OG0000911	Pral.g_00207	Syai.g_00365
OG0000912	Pral.g_00208	Syai.g_00366
OG0000913	Pral.g_00209	Syai.g_00367
OG0000914	Pral.g_00210	Syai.g_00368
OG0000915	Pral.g_00211	Syai.g_00370
OG0000916	Pral.g_00212	Syai.g_00371
OG0000917	Pral.g_00213	Syai.g_00372
OG0000918	Pral.g_00214	Syai.g_00373
OG0000919	Pral.g_00215	Syai.g_00374
OG0000920	Pral.g_00216	Syai.g_00375
OG0000921	Pral.g_00217	Syai.g_00376
OG0000922	Pral.g_00218	Syai.g_00377
OG0000923	Pral.g_00222	Syai.g_00381
OG0000924	Pral.g_00223	Syai.g_00382
OG0000925	Pral.g_00224	Syai.g_00383
OG0000926	Pral.g_00225	Syai.g_00384
OG0000927	Pral.g_00227	Syai.g_00386
OG0000928	Pral.g_00228	Syai.g_00387
OG0000929	Pral.g_00229	Syai.g_00388
OG0000930	Pral.g_00230	Syai.g_00389
OG0000931	Pral.g_00232	Syai.g_00390
OG0000932	Pral.g_01190	Syai.g_00391
OG0000933	Pral.g_00236	Syai.g_00397
OG0000934	Pral.g_00238	Syai.g_00399
OG0000935	Pral.g_00239	Syai.g_00400
OG0000936	Pral.g_00240	Syai.g_00401
OG0000937	Pral.g_00241	Syai.g_00402
OG0000938	Pral.g_00244	Syai.g_00405
OG0000939	Pral.g_00245	Syai.g_00406
OG0000940	Pral.g_00252	Syai.g_00413
OG0000941	Pral.g_00254	Syai.g_00415
OG0000942	Pral.g_00256	Syai.g_00417
OG0000943	Pral.g_00257	Syai.g_00418
OG0000944	Pral.g_00259	Syai.g_00420
OG0000945	Pral.g_00260	Syai.g_00422
OG0000946	Pral.g_00266	Syai.g_00428
OG0000947	Pral.g_00268	Syai.g_00431
OG0000948	Pral.g_00269	Syai.g_00432
OG0000949	Pral.g_00272	Syai.g_00174
OG0000950	Pral.g_00278	Syai.g_00163
OG0000951	Pral.g_00282	Syai.g_00158
OG0000952	Pral.g_00286	Syai.g_00136
OG0000953	Pral.g_00290	Syai.g_00132
OG0000954	Pral.g_00294	Syai.g_00127
OG0000955	Pral.g_00295	Syai.g_00126
OG0000956	Pral.g_00297	Syai.g_00124
OG0000957	Pral.g_00303	Syai.g_00113
OG0000958	Pral.g_00304	Syai.g_00112
OG0000959	Pral.g_00308	Syai.g_00108
OG0000960	Pral.g_00309	Syai.g_00107
OG0000961	Pral.g_00312	Syai.g_00100
OG0000962	Pral.g_00314	Syai.g_00098
OG0000963	Pral.g_00318	Syai.g_00094
OG0000964	Pral.g_00319	Syai.g_00093
OG0000965	Pral.g_00320	Syai.g_00092
OG0000966	Pral.g_00326	Syai.g_00082
OG0000967	Pral.g_00330	Syai.g_00077
OG0000968	Pral.g_00332	Syai.g_00085
OG0000969	Pral.g_00333	Syai.g_00080
OG0000970	Pral.g_00334	Syai.g_00079
OG0000971	Pral.g_00335	Syai.g_00074
OG0000972	Pral.g_00336	Syai.g_00073
OG0000973	Pral.g_00337	Syai.g_00072
OG0000974	Pral.g_00338	Syai.g_00071
OG0000975	Pral.g_00339	Syai.g_00070
OG0000976	Pral.g_00340	Syai.g_00069
OG0000977	Pral.g_00341	Syai.g_00067
OG0000978	Pral.g_00342	Syai.g_00065
OG0000979	Pral.g_00345	Syai.g_00062
OG0000980	Pral.g_00347	Syai.g_00059
OG0000981	Pral.g_00350	Syai.g_00056
OG0000982	Pral.g_00352	Syai.g_02777
OG0000983	Pral.g_00353	Syai.g_02778
OG0000984	Pral.g_00354	Syai.g_02779
OG0000985	Pral.g_00357	Syai.g_02781
OG0000986	Pral.g_00359	Syai.g_02784
OG0000987	Pral.g_00360	Syai.g_02786
OG0000988	Pral.g_00363	Syai.g_02790
OG0000989	Pral.g_00367	Syai.g_02797
OG0000990	Pral.g_00373	Syai.g_02825
OG0000991	Pral.g_00374	Syai.g_02827
OG0000992	Pral.g_00377	Syai.g_02830
OG0000993	Pral.g_00378	Syai.g_02831
OG0000994	Pral.g_00379	Syai.g_02834
OG0000995	Pral.g_00383	Syai.g_02840
OG0000996	Pral.g_00384	Syai.g_02891
OG0000997	Pral.g_00386	Syai.g_02900
OG0000998	Pral.g_00388	Syai.g_02902
OG0000999	Pral.g_00389	Syai.g_02903
OG0001000	Pral.g_00392	Syai.g_02906
OG0001001	Pral.g_00396	Syai.g_02911
OG0001002	Pral.g_00401	Syai.g_02918
OG0001003	Pral.g_00402	Syai.g_02919
OG0001004	Pral.g_00403	Syai.g_02920
OG0001005	Pral.g_00404	Syai.g_02921
OG0001006	Pral.g_00408	Syai.g_02931
OG0001007	Pral.g_00410	Syai.g_02933
OG0001008	Pral.g_00657	Syai.g_02227
OG0001009	Pral.g_01017	Syai.g_00034
OG0001010	Pral.g_01016	Syai.g_00035
OG0001011	Pral.g_01014	Syai.g_00037
OG0001012	Pral.g_01001	Syai.g_02773
OG0001013	Pral.g_00994	Syai.g_02750
OG0001014	Pral.g_00991	Syai.g_02726
OG0001015	Pral.g_00990	Syai.g_02725
OG0001016	Pral.g_00974	Syai.g_02479
OG0001017	Pral.g_00970	Syai.g_02485
OG0001018	Pral.g_00968	Syai.g_02487
OG0001019	Pral.g_00958	Syai.g_02508
OG0001020	Pral.g_00957	Syai.g_02516
OG0001021	Pral.g_00956	Syai.g_02523
OG0001022	Pral.g_00953	Syai.g_02528
OG0001023	Pral.g_00952	Syai.g_02529
OG0001024	Pral.g_00949	Syai.g_02533
OG0001025	Pral.g_00942	Syai.g_02540
OG0001026	Pral.g_00934	Syai.g_02550
OG0001027	Pral.g_00933	Syai.g_02555
OG0001028	Pral.g_00931	Syai.g_02557
OG0001029	Pral.g_00930	Syai.g_02559
OG0001030	Pral.g_00914	Syai.g_02580
OG0001031	Pral.g_00857	Syai.g_02656
OG0001032	Pral.g_00856	Syai.g_02658
OG0001033	Pral.g_00836	Syai.g_02685
OG0001034	Pral.g_00804	Syai.g_00537
OG0001035	Pral.g_00784	Syai.g_00295
OG0001036	Pral.g_00780	Syai.g_00290
OG0001037	Pral.g_00779	Syai.g_00288
OG0001038	Pral.g_00761	Syai.g_00261
OG0001039	Pral.g_00758	Syai.g_00258
OG0001040	Pral.g_00755	Syai.g_00255
OG0001041	Pral.g_00751	Syai.g_00250
OG0001042	Pral.g_00734	Syai.g_00225
OG0001043	Pral.g_00733	Syai.g_00221
OG0001044	Pral.g_00699	Syai.g_00485
OG0001045	Pral.g_00690	Syai.g_00498
OG0001046	Pral.g_01039	Syai.g_01471
OG0001047	Pral.g_00655	Syai.g_02225
OG0001048	Pral.g_00654	Syai.g_02224
OG0001049	Pral.g_00651	Syai.g_02215
OG0001050	Pral.g_00650	Syai.g_02214
OG0001051	Pral.g_00649	Syai.g_02213
OG0001052	Pral.g_00621	Syai.g_00861
OG0001053	Pral.g_00608	Syai.g_00641
OG0001055	Pral.g_00573	Syai.g_00679
OG0001056	Pral.g_00554	Syai.g_00713
OG0001057	Pral.g_00549	Syai.g_00721
OG0001058	Pral.g_00541	Syai.g_00734
OG0001059	Pral.g_00537	Syai.g_00738
OG0001060	Pral.g_00530	Syai.g_00744
OG0001061	Pral.g_00514	Syai.g_00765
OG0001062	Pral.g_00512	Syai.g_00767
OG0001063	Pral.g_00510	Syai.g_00774
OG0001064	Pral.g_00509	Syai.g_00775
OG0001065	Pral.g_00508	Syai.g_00776
OG0001066	Pral.g_00507	Syai.g_00777
OG0001067	Pral.g_00506	Syai.g_00778
OG0001068	Pral.g_00505	Syai.g_00779
OG0001069	Pral.g_00504	Syai.g_00780
OG0001070	Pral.g_00502	Syai.g_00783
OG0001071	Pral.g_00501	Syai.g_00784
OG0001072	Pral.g_00499	Syai.g_00788
OG0001073	Pral.g_00485	Syai.g_00807
OG0001074	Pral.g_00472	Syai.g_01051
OG0001075	Pral.g_00471	Syai.g_01053
OG0001076	Pral.g_00464	Syai.g_01069
OG0001077	Pral.g_00459	Syai.g_01081
OG0001078	Pral.g_01437	Syai.g_01105
OG0001079	Pral.g_01448	Syai.g_01118
OG0001080	Pral.g_01454	Syai.g_01606
OG0001081	Pral.g_01456	Syai.g_01222
OG0001082	Pral.g_01457	Syai.g_01223
OG0001083	Pral.g_01462	Syai.g_01230
OG0001084	Pral.g_01463	Syai.g_01231
OG0001085	Pral.g_01772	Syai.g_01241
OG0001086	Pral.g_01771	Syai.g_01243
OG0001087	Pral.g_01753	Syai.g_01953
OG0001088	Pral.g_01752	Syai.g_01957
OG0001089	Pral.g_01741	Syai.g_01996
OG0001090	Pral.g_01728	Syai.g_01387
OG0001091	Pral.g_01726	Syai.g_01389
OG0001092	Pral.g_01725	Syai.g_01391
OG0001093	Pral.g_01720	Syai.g_01397
OG0001094	Pral.g_01482	Syai.g_01315
OG0001096	Pral.g_01515	Syai.g_01371
OG0001097	Pral.g_01533	Syai.g_02057
OG0001098	Pral.g_01552	Syai.g_01603
OG0001099	Pral.g_01815	Syai.g_02558
OG0001100	Pral.g_01807	Syai.g_01253
OG0001101	Pral.g_01805	Syai.g_01254
OG0001102	Pral.g_01802	Syai.g_01257
OG0001103	Pral.g_01800	Syai.g_01260
OG0001104	Pral.g_01777	Syai.g_01300
OG0001105	Pral.g_01773	Syai.g_01304
OG0001106	Pral.g_01639	Syai.g_01517
OG0001107	Pral.g_01629	Syai.g_01505
OG0001108	Pral.g_01625	Syai.g_01496
OG0001109	Pral.g_01624	Syai.g_01488
OG0001110	Pral.g_01622	Syai.g_01486
OG0001111	Pral.g_01621	Syai.g_01484
OG0001112	Pral.g_01620	Syai.g_01482
OG0001113	Pral.g_01619	Syai.g_01481
OG0001114	Pral.g_01618	Syai.g_01480
OG0001115	Pral.g_01616	Syai.g_01476
OG0001116	Pral.g_01615	Syai.g_01474
OG0001117	Pral.g_01614	Syai.g_01473
OG0001118	Pral.g_01613	Syai.g_01472
OG0001119	Pral.g_01612	Syai.g_01470
OG0001120	Pral.g_01611	Syai.g_01466
OG0001122	Pral.g_01593	Syai.g_01437
OG0001123	Pral.g_01598	Syai.g_01430
OG0001124	Pral.g_01600	Syai.g_01428
OG0001125	Pral.g_01602	Syai.g_01426
OG0001126	Pral.g_01571	Syai.g_02021
OG0001127	Pral.g_01570	Syai.g_02020
OG0001128	Pral.g_01569	Syai.g_02017
OG0001129	Pral.g_01568	Syai.g_02015
OG0001130	Pral.g_01567	Syai.g_02014
OG0001131	Pral.g_01321	Syai.g_01281
OG0001132	Pral.g_01033	Syai.g_01620
OG0001133	Pral.g_01314	Syai.g_01072
OG0001134	Pral.g_00056, Pral.g_00078	Syai.g_01745
OG0001135	Pral.g_00075	Syai.g_01742
OG0001136	Pral.g_01364	Syai.g_02146
OG0001137	Pral.g_01377	Syai.g_02126
OG0001138	Pral.g_01401	Syai.g_01763
OG0001139	Pral.g_01403	Syai.g_01765
OG0001141	Pral.g_01404	Syai.g_01767
OG0001142	Pral.g_01405	Syai.g_01768
OG0001143	Pral.g_01412	Syai.g_01778
OG0001144	Pral.g_01417	Syai.g_01788
OG0001145	Pral.g_01289	Syai.g_02165
OG0001146	Pral.g_01277	Syai.g_02185
OG0001147	Pral.g_01235	Syai.g_00869
OG0001148	Pral.g_01220	Syai.g_00626
OG0001149	Pral.g_01219	Syai.g_00625
OG0001150	Pral.g_01218	Syai.g_00624
OG0001151	Pral.g_01207	Syai.g_00611
OG0001152	Pral.g_01206	Syai.g_00610
OG0001153	Pral.g_01128	Syai.g_00903
OG0001154	Pral.g_01127	Syai.g_00901
OG0001155	Pral.g_01108	Syai.g_02298
OG0001156	Pral.g_01105	Syai.g_02301
OG0001157	Pral.g_01104	Syai.g_02302
OG0001158	Pral.g_01103	Syai.g_02303
OG0001159	Pral.g_01102	Syai.g_02304
OG0001160	Pral.g_01076	Syai.g_02355
OG0001161	Pral.g_00045	Syai.g_02803
OG0001163	Pral.g_00098	Syai.g_02363
OG0001164	Pral.g_00102	Syai.g_02369
OG0001165	Pral.g_00105	Syai.g_02374
OG0001166	Pral.g_00126	Syai.g_02400
