Orthogroup	Pral	Syal
OG0000582	Pral.g_00480	Syal.g_02736
OG0000583	Pral.g_00479	Syal.g_02735
OG0000584	Pral.g_00478	Syal.g_02734
OG0000585	Pral.g_00476	Syal.g_02731
OG0000586	Pral.g_00475	Syal.g_02730
OG0000587	Pral.g_00474	Syal.g_02728
OG0000588	Pral.g_00469	Syal.g_02717
OG0000589	Pral.g_00466	Syal.g_02714
OG0000590	Pral.g_00465	Syal.g_02713
OG0000591	Pral.g_00462	Syal.g_02707
OG0000592	Pral.g_00461	Syal.g_02706
OG0000593	Pral.g_01433	Syal.g_02640
OG0000594	Pral.g_01434	Syal.g_02639
OG0000595	Pral.g_01435	Syal.g_02638
OG0000596	Pral.g_01439	Syal.g_02633
OG0000597	Pral.g_01441	Syal.g_02630
OG0000598	Pral.g_01442	Syal.g_02629
OG0000599	Pral.g_01445	Syal.g_02622
OG0000600	Pral.g_01446	Syal.g_02621
OG0000601	Pral.g_01447	Syal.g_02620
OG0000602	Pral.g_01449	Syal.g_02615
OG0000603	Pral.g_01450	Syal.g_02614
OG0000604	Pral.g_01451	Syal.g_02612
OG0000605	Pral.g_01452	Syal.g_02516
OG0000606	Pral.g_01455	Syal.g_02174
OG0000607	Pral.g_01458	Syal.g_02177
OG0000608	Pral.g_01459	Syal.g_02178
OG0000609	Pral.g_01460	Syal.g_02180
OG0000610	Pral.g_01466	Syal.g_02198
OG0000611	Pral.g_01469	Syal.g_02201
OG0000612	Pral.g_01470	Syal.g_02202
OG0000613	Pral.g_01769	Syal.g_01325
OG0000614	Pral.g_01748	Syal.g_01794
OG0000615	Pral.g_01737	Syal.g_02256
OG0000616	Pral.g_00399	Syal.g_00079
OG0000617	Pral.g_01723	Syal.g_01866
OG0000618	Pral.g_01722	Syal.g_01867
OG0000619	Pral.g_01721	Syal.g_02417
OG0000620	Pral.g_01718	Syal.g_02422
OG0000621	Pral.g_01717	Syal.g_02423
OG0000622	Pral.g_01716	Syal.g_02424
OG0000623	Pral.g_01715	Syal.g_02425
OG0000624	Pral.g_01713	Syal.g_02427
OG0000625	Pral.g_01712	Syal.g_02428
OG0000626	Pral.g_01711	Syal.g_02429
OG0000627	Pral.g_01709	Syal.g_02048
OG0000628	Pral.g_01708	Syal.g_02047
OG0000629	Pral.g_01707	Syal.g_02044
OG0000630	Pral.g_01704	Syal.g_02040
OG0000631	Pral.g_01658	Syal.g_02031
OG0000632	Pral.g_01657	Syal.g_02030
OG0000633	Pral.g_01656	Syal.g_02029
OG0000634	Pral.g_01484	Syal.g_02410
OG0000635	Pral.g_01485	Syal.g_02411
OG0000636	Pral.g_01487	Syal.g_02413
OG0000637	Pral.g_01489	Syal.g_02415
OG0000638	Pral.g_01490	Syal.g_02416
OG0000639	Pral.g_01491	Syal.g_01868
OG0000640	Pral.g_01492	Syal.g_01869
OG0000641	Pral.g_01496	Syal.g_01873
OG0000642	Pral.g_01497	Syal.g_01874
OG0000643	Pral.g_01498	Syal.g_01875
OG0000644	Pral.g_01499	Syal.g_01876
OG0000645	Pral.g_01500	Syal.g_01878
OG0000646	Pral.g_01502	Syal.g_01881
OG0000647	Pral.g_01504	Syal.g_01883
OG0000648	Pral.g_01506	Syal.g_02438
OG0000649	Pral.g_01507	Syal.g_02439
OG0000650	Pral.g_01508	Syal.g_02440
OG0000651	Pral.g_01509	Syal.g_02441
OG0000652	Pral.g_01510	Syal.g_02442
OG0000653	Pral.g_01512	Syal.g_02444
OG0000654	Pral.g_01513	Syal.g_02445
OG0000655	Pral.g_01514	Syal.g_02446
OG0000656	Pral.g_01517	Syal.g_02449
OG0000657	Pral.g_01524	Syal.g_02460
OG0000658	Pral.g_01525	Syal.g_02465
OG0000659	Pral.g_01526	Syal.g_02466
OG0000660	Pral.g_01530	Syal.g_02470
OG0000661	Pral.g_01532	Syal.g_02472
OG0000662	Pral.g_01534	Syal.g_02474
OG0000663	Pral.g_01536	Syal.g_02477
OG0000664	Pral.g_01537	Syal.g_02478
OG0000665	Pral.g_01543	Syal.g_02593
OG0000666	Pral.g_01544	Syal.g_02605
OG0000667	Pral.g_01548	Syal.g_02192
OG0000668	Pral.g_01820	Syal.g_01920
OG0000669	Pral.g_01809	Syal.g_02295
OG0000670	Pral.g_01806	Syal.g_02956
OG0000671	Pral.g_01804	Syal.g_02291
OG0000672	Pral.g_01801	Syal.g_02288
OG0000673	Pral.g_01798	Syal.g_02285
OG0000674	Pral.g_01796	Syal.g_02283
OG0000675	Pral.g_01795	Syal.g_02282
OG0000676	Pral.g_01793	Syal.g_02272
OG0000677	Pral.g_01792	Syal.g_02271
OG0000678	Pral.g_01790	Syal.g_02264
OG0000679	Pral.g_01786	Syal.g_02252
OG0000680	Pral.g_01785	Syal.g_02251
OG0000681	Pral.g_01782	Syal.g_02248
OG0000682	Pral.g_01781	Syal.g_02247
OG0000683	Pral.g_01780	Syal.g_02246
OG0000684	Pral.g_01778	Syal.g_02242
OG0000685	Pral.g_01776	Syal.g_02240
OG0000686	Pral.g_01775	Syal.g_02239
OG0000687	Pral.g_01774	Syal.g_02237
OG0000688	Pral.g_01474	Syal.g_02225
OG0000689	Pral.g_01475	Syal.g_02223
OG0000690	Pral.g_01476	Syal.g_02222
OG0000691	Pral.g_01477	Syal.g_02221
OG0000692	Pral.g_01479	Syal.g_02220
OG0000693	Pral.g_01480	Syal.g_02218
OG0000694	Pral.g_01481	Syal.g_02217
OG0000695	Pral.g_01654	Syal.g_02027
OG0000696	Pral.g_01653	Syal.g_02026
OG0000697	Pral.g_01652	Syal.g_02025
OG0000698	Pral.g_01649	Syal.g_02022
OG0000699	Pral.g_01647	Syal.g_02021
OG0000700	Pral.g_01646	Syal.g_02020
OG0000701	Pral.g_01645	Syal.g_02019
OG0000702	Pral.g_01643	Syal.g_02011
OG0000703	Pral.g_01642	Syal.g_02010
OG0000704	Pral.g_01640	Syal.g_02008
OG0000705	Pral.g_01634	Syal.g_01999
OG0000706	Pral.g_01633	Syal.g_01998
OG0000707	Pral.g_01632	Syal.g_01997
OG0000708	Pral.g_01630	Syal.g_01994
OG0000709	Pral.g_01626	Syal.g_01986
OG0000710	Pral.g_01623	Syal.g_01982
OG0000711	Pral.g_01579	Syal.g_01954
OG0000712	Pral.g_01580	Syal.g_01952
OG0000713	Pral.g_01581	Syal.g_01951
OG0000714	Pral.g_01582	Syal.g_01948
OG0000715	Pral.g_01584	Syal.g_01934
OG0000716	Pral.g_01586	Syal.g_01930
OG0000717	Pral.g_01587	Syal.g_01929
OG0000718	Pral.g_01590	Syal.g_01925
OG0000719	Pral.g_01592	Syal.g_01922
OG0000720	Pral.g_01603	Syal.g_01908
OG0000721	Pral.g_01607	Syal.g_01906
OG0000722	Pral.g_01608	Syal.g_01905
OG0000723	Pral.g_01575	Syal.g_02433
OG0000724	Pral.g_01566	Syal.g_01829
OG0000725	Pral.g_01560	Syal.g_01820
OG0000726	Pral.g_01559	Syal.g_01819
OG0000727	Pral.g_01558	Syal.g_01818
OG0000728	Pral.g_01556	Syal.g_01816
OG0000729	Pral.g_01311	Syal.g_01510
OG0000730	Pral.g_01324	Syal.g_00345
OG0000731	Pral.g_00692	Syal.g_00356
OG0000732	Pral.g_00348	Syal.g_00149
OG0000733	Pral.g_00077	Syal.g_01105
OG0000734	Pral.g_01351	Syal.g_00828
OG0000735	Pral.g_01353	Syal.g_01627
OG0000736	Pral.g_01354	Syal.g_01628
OG0000737	Pral.g_01355	Syal.g_01629
OG0000738	Pral.g_01359	Syal.g_01634
OG0000739	Pral.g_01360	Syal.g_01645
OG0000740	Pral.g_01361	Syal.g_01646
OG0000741	Pral.g_01363	Syal.g_01649
OG0000742	Pral.g_01366	Syal.g_01652
OG0000743	Pral.g_01368	Syal.g_01654
OG0000744	Pral.g_01369	Syal.g_01655
OG0000745	Pral.g_01370	Syal.g_01657
OG0000746	Pral.g_01372	Syal.g_01659
OG0000747	Pral.g_01373	Syal.g_01660
OG0000748	Pral.g_01378	Syal.g_01674
OG0000749	Pral.g_01379	Syal.g_01675
OG0000750	Pral.g_01380	Syal.g_01676
OG0000751	Pral.g_01383	Syal.g_01688
OG0000752	Pral.g_01385	Syal.g_01690
OG0000753	Pral.g_01388	Syal.g_01693
OG0000754	Pral.g_01391	Syal.g_01698
OG0000755	Pral.g_01399	Syal.g_01707
OG0000756	Pral.g_01400	Syal.g_01708
OG0000757	Pral.g_01406	Syal.g_01715
OG0000758	Pral.g_01407	Syal.g_01716
OG0000759	Pral.g_01408	Syal.g_01717
OG0000760	Pral.g_01409	Syal.g_01718
OG0000761	Pral.g_01410	Syal.g_01719
OG0000762	Pral.g_01411	Syal.g_01721
OG0000763	Pral.g_01413	Syal.g_01723
OG0000764	Pral.g_01414	Syal.g_01724
OG0000765	Pral.g_01423	Syal.g_01768
OG0000766	Pral.g_01424	Syal.g_01767
OG0000767	Pral.g_01426	Syal.g_01765
OG0000768	Pral.g_01427	Syal.g_01764
OG0000769	Pral.g_01429	Syal.g_01762
OG0000770	Pral.g_00456	Syal.g_01758
OG0000771	Pral.g_01064	Syal.g_01835
OG0000772	Pral.g_01893	Syal.g_01641
OG0000773	Pral.g_01290	Syal.g_01618
OG0000774	Pral.g_01288	Syal.g_01610
OG0000775	Pral.g_01286	Syal.g_01608
OG0000776	Pral.g_01285	Syal.g_01607
OG0000777	Pral.g_01284	Syal.g_01606
OG0000778	Pral.g_01283	Syal.g_01605
OG0000779	Pral.g_01279	Syal.g_01599
OG0000780	Pral.g_01278	Syal.g_01594
OG0000781	Pral.g_01275	Syal.g_01590
OG0000782	Pral.g_01274	Syal.g_01589
OG0000783	Pral.g_01273	Syal.g_01588
OG0000784	Pral.g_01272	Syal.g_01587
OG0000785	Pral.g_01270	Syal.g_01585
OG0000786	Pral.g_01267	Syal.g_01579
OG0000787	Pral.g_01266	Syal.g_01578
OG0000788	Pral.g_00440	Syal.g_02619
OG0000789	Pral.g_01060	Syal.g_02598
OG0000790	Pral.g_01217	Syal.g_02883
OG0000791	Pral.g_01215	Syal.g_02882
OG0000792	Pral.g_01214	Syal.g_02881
OG0000793	Pral.g_01211	Syal.g_02876
OG0000794	Pral.g_01210	Syal.g_02875
OG0000795	Pral.g_01209	Syal.g_02874
OG0000796	Pral.g_01205	Syal.g_02870
OG0000797	Pral.g_01204	Syal.g_02869
OG0000799	Pral.g_01184	Syal.g_01547
OG0000800	Pral.g_01183	Syal.g_01542
OG0000801	Pral.g_01182	Syal.g_01541
OG0000802	Pral.g_01180	Syal.g_01536
OG0000803	Pral.g_01178	Syal.g_00040
OG0000804	Pral.g_01177	Syal.g_00036
OG0000805	Pral.g_01175	Syal.g_00030
OG0000806	Pral.g_01173	Syal.g_00028
OG0000807	Pral.g_01172	Syal.g_00026
OG0000808	Pral.g_01171	Syal.g_00025
OG0000809	Pral.g_01167	Syal.g_00022
OG0000810	Pral.g_01166	Syal.g_00021
OG0000811	Pral.g_01158	Syal.g_00380
OG0000812	Pral.g_01156	Syal.g_00382
OG0000813	Pral.g_01155	Syal.g_00383
OG0000814	Pral.g_01153	Syal.g_00385
OG0000815	Pral.g_01152	Syal.g_00391
OG0000816	Pral.g_01150	Syal.g_00393
OG0000817	Pral.g_01149	Syal.g_00394
OG0000818	Pral.g_01144	Syal.g_00401
OG0000819	Pral.g_01143	Syal.g_00402
OG0000820	Pral.g_01142	Syal.g_00403
OG0000821	Pral.g_01137	Syal.g_00409
OG0000822	Pral.g_01136	Syal.g_00411
OG0000823	Pral.g_01135	Syal.g_00412
OG0000824	Pral.g_01132	Syal.g_00417
OG0000825	Pral.g_01131	Syal.g_00418
OG0000826	Pral.g_01130	Syal.g_00419
OG0000827	Pral.g_01129	Syal.g_00420
OG0000828	Pral.g_01126	Syal.g_00423
OG0000829	Pral.g_01125	Syal.g_00424
OG0000830	Pral.g_01124	Syal.g_00425
OG0000831	Pral.g_01122	Syal.g_00427
OG0000832	Pral.g_01110	Syal.g_02967
OG0000833	Pral.g_01101	Syal.g_02976
OG0000834	Pral.g_01100	Syal.g_02979
OG0000835	Pral.g_01099	Syal.g_02980
OG0000836	Pral.g_01098	Syal.g_02983
OG0000837	Pral.g_01097	Syal.g_02984
OG0000838	Pral.g_01094	Syal.g_02988
OG0000839	Pral.g_01093	Syal.g_02989
OG0000840	Pral.g_01092	Syal.g_02990
OG0000841	Pral.g_01091	Syal.g_02991
OG0000842	Pral.g_01090	Syal.g_02992
OG0000843	Pral.g_01089	Syal.g_02993
OG0000844	Pral.g_01088	Syal.g_02995
OG0000845	Pral.g_01087	Syal.g_02996
OG0000846	Pral.g_01086	Syal.g_02997
OG0000847	Pral.g_01085	Syal.g_02998
OG0000848	Pral.g_01084	Syal.g_03000
OG0000849	Pral.g_01083	Syal.g_03001
OG0000850	Pral.g_01081	Syal.g_03008
OG0000851	Pral.g_01080	Syal.g_00561
OG0000852	Pral.g_01079	Syal.g_00562
OG0000853	Pral.g_01074	Syal.g_00566
OG0000854	Pral.g_01072	Syal.g_00568
OG0000855	Pral.g_01071	Syal.g_00569
OG0000856	Pral.g_01058	Syal.g_02704
OG0000857	Pral.g_01503	Syal.g_01882
OG0000858	Pral.g_00100	Syal.g_00576
OG0000859	Pral.g_00101	Syal.g_00577
OG0000860	Pral.g_00109	Syal.g_00589
OG0000861	Pral.g_00110	Syal.g_00590
OG0000862	Pral.g_00111	Syal.g_00591
OG0000863	Pral.g_00113	Syal.g_00594
OG0000864	Pral.g_00114	Syal.g_00595
OG0000865	Pral.g_00115	Syal.g_00596
OG0000866	Pral.g_00116	Syal.g_00597
OG0000867	Pral.g_00117	Syal.g_00598
OG0000868	Pral.g_00119	Syal.g_00604
OG0000869	Pral.g_00122	Syal.g_00609
OG0000870	Pral.g_00127	Syal.g_00614
OG0000871	Pral.g_00128	Syal.g_00615
OG0000872	Pral.g_00129	Syal.g_00621
OG0000873	Pral.g_00132	Syal.g_00624
OG0000874	Pral.g_00135	Syal.g_00627
OG0000875	Pral.g_00136	Syal.g_00629
OG0000876	Pral.g_00137	Syal.g_00631
OG0000877	Pral.g_00139	Syal.g_00633
OG0000878	Pral.g_00140	Syal.g_00634
OG0000879	Pral.g_00141	Syal.g_00635
OG0000880	Pral.g_00142	Syal.g_00636
OG0000881	Pral.g_00146	Syal.g_00641
OG0000882	Pral.g_00151	Syal.g_00646
OG0000883	Pral.g_00154	Syal.g_00648
OG0000884	Pral.g_00156	Syal.g_00650
OG0000885	Pral.g_00157	Syal.g_00651
OG0000886	Pral.g_00158	Syal.g_00652
OG0000887	Pral.g_00159	Syal.g_00653
OG0000888	Pral.g_00161	Syal.g_00655
OG0000889	Pral.g_00163	Syal.g_00657
OG0000890	Pral.g_00164	Syal.g_00663
OG0000891	Pral.g_00165	Syal.g_00664
OG0000892	Pral.g_00167	Syal.g_00668
OG0000893	Pral.g_00170	Syal.g_00193
OG0000894	Pral.g_00173	Syal.g_00196
OG0000895	Pral.g_00177	Syal.g_00200
OG0000896	Pral.g_00178	Syal.g_00201
OG0000897	Pral.g_00180	Syal.g_00203
OG0000898	Pral.g_00181	Syal.g_00204
OG0000899	Pral.g_00182	Syal.g_00205
OG0000900	Pral.g_00183	Syal.g_00206
OG0000901	Pral.g_00187	Syal.g_00211
OG0000902	Pral.g_00189	Syal.g_00213
OG0000903	Pral.g_00193	Syal.g_00227
OG0000904	Pral.g_00198	Syal.g_00222
OG0000905	Pral.g_00191	Syal.g_00217
OG0000906	Pral.g_00190	Syal.g_00215
OG0000907	Pral.g_00200	Syal.g_00229
OG0000908	Pral.g_00203	Syal.g_00232
OG0000909	Pral.g_00204	Syal.g_00233
OG0000910	Pral.g_00205	Syal.g_00234
OG0000911	Pral.g_00207	Syal.g_00237
OG0000912	Pral.g_00208	Syal.g_00238
OG0000913	Pral.g_00209	Syal.g_00239
OG0000914	Pral.g_00210	Syal.g_00240
OG0000915	Pral.g_00211	Syal.g_00241
OG0000916	Pral.g_00212	Syal.g_00242
OG0000917	Pral.g_00213	Syal.g_00243
OG0000918	Pral.g_00214	Syal.g_00244
OG0000919	Pral.g_00215	Syal.g_00245
OG0000920	Pral.g_00216	Syal.g_00246
OG0000921	Pral.g_00217	Syal.g_00247
OG0000922	Pral.g_00218	Syal.g_00248
OG0000923	Pral.g_00222	Syal.g_00252
OG0000924	Pral.g_00223	Syal.g_00253
OG0000925	Pral.g_00224	Syal.g_00254
OG0000926	Pral.g_00225	Syal.g_00255
OG0000927	Pral.g_00227	Syal.g_00257
OG0000928	Pral.g_00228	Syal.g_00258
OG0000929	Pral.g_00229	Syal.g_00259
OG0000930	Pral.g_00230	Syal.g_00260
OG0000931	Pral.g_00232	Syal.g_00261
OG0000932	Pral.g_01190	Syal.g_00262
OG0000933	Pral.g_00236	Syal.g_00268
OG0000934	Pral.g_00238	Syal.g_00270
OG0000935	Pral.g_00239	Syal.g_00271
OG0000936	Pral.g_00240	Syal.g_00272
OG0000937	Pral.g_00241	Syal.g_00273
OG0000938	Pral.g_00244	Syal.g_00276
OG0000939	Pral.g_00245	Syal.g_00277
OG0000940	Pral.g_00252	Syal.g_00285
OG0000941	Pral.g_00254	Syal.g_00287
OG0000942	Pral.g_00256	Syal.g_00289
OG0000943	Pral.g_00257	Syal.g_00290
OG0000944	Pral.g_00259	Syal.g_00292
OG0000945	Pral.g_00260	Syal.g_00294
OG0000946	Pral.g_00266	Syal.g_00301
OG0000947	Pral.g_00268	Syal.g_00304
OG0000948	Pral.g_00269	Syal.g_00305
OG0000949	Pral.g_00272	Syal.g_01341
OG0000950	Pral.g_00278	Syal.g_01348
OG0000951	Pral.g_00282	Syal.g_01353
OG0000952	Pral.g_00286	Syal.g_01363
OG0000953	Pral.g_00290	Syal.g_01435
OG0000954	Pral.g_00294	Syal.g_01443
OG0000955	Pral.g_00295	Syal.g_01444
OG0000956	Pral.g_00297	Syal.g_01446
OG0000957	Pral.g_00303	Syal.g_01457
OG0000958	Pral.g_00304	Syal.g_01458
OG0000959	Pral.g_00308	Syal.g_01482
OG0000960	Pral.g_00309	Syal.g_01483
OG0000961	Pral.g_00312	Syal.g_01507
OG0000962	Pral.g_00314	Syal.g_01509
OG0000963	Pral.g_00318	Syal.g_01514
OG0000964	Pral.g_00319	Syal.g_01515
OG0000965	Pral.g_00320	Syal.g_01516
OG0000966	Pral.g_00326	Syal.g_00176
OG0000967	Pral.g_00330	Syal.g_00171
OG0000968	Pral.g_00332	Syal.g_00169
OG0000969	Pral.g_00333	Syal.g_00167
OG0000970	Pral.g_00334	Syal.g_00166
OG0000971	Pral.g_00335	Syal.g_00164
OG0000972	Pral.g_00336	Syal.g_00163
OG0000973	Pral.g_00337	Syal.g_00162
OG0000974	Pral.g_00338	Syal.g_00161
OG0000975	Pral.g_00339	Syal.g_00160
OG0000976	Pral.g_00340	Syal.g_00159
OG0000977	Pral.g_00341	Syal.g_00157
OG0000978	Pral.g_00342	Syal.g_00156
OG0000979	Pral.g_00345	Syal.g_00153
OG0000980	Pral.g_00347	Syal.g_00150
OG0000981	Pral.g_00350	Syal.g_00147
OG0000982	Pral.g_00352	Syal.g_01068
OG0000983	Pral.g_00353	Syal.g_01069
OG0000984	Pral.g_00354	Syal.g_01070
OG0000985	Pral.g_00357	Syal.g_01074
OG0000986	Pral.g_00359	Syal.g_01076
OG0000987	Pral.g_00360	Syal.g_01080
OG0000988	Pral.g_00363	Syal.g_01086
OG0000989	Pral.g_00367	Syal.g_01098
OG0000990	Pral.g_00373	Syal.g_01118
OG0000991	Pral.g_00374	Syal.g_01120
OG0000992	Pral.g_00377	Syal.g_01122
OG0000993	Pral.g_00378	Syal.g_01123
OG0000994	Pral.g_00379	Syal.g_01127
OG0000995	Pral.g_00383	Syal.g_01132
OG0000996	Pral.g_00384	Syal.g_01162
OG0000997	Pral.g_00386	Syal.g_01171
OG0000998	Pral.g_00388	Syal.g_01173
OG0000999	Pral.g_00389	Syal.g_01174
OG0001000	Pral.g_00392	Syal.g_01177
OG0001001	Pral.g_00396	Syal.g_01182
OG0001002	Pral.g_00401	Syal.g_00082
OG0001003	Pral.g_00402	Syal.g_00084
OG0001004	Pral.g_00403	Syal.g_00085
OG0001005	Pral.g_00404	Syal.g_00087
OG0001006	Pral.g_00408	Syal.g_00094
OG0001007	Pral.g_00410	Syal.g_00096
OG0001008	Pral.g_00657	Syal.g_00524
OG0001009	Pral.g_01017	Syal.g_00129
OG0001010	Pral.g_01016	Syal.g_00130
OG0001011	Pral.g_01014	Syal.g_00131
OG0001012	Pral.g_01001	Syal.g_01064
OG0001013	Pral.g_00994	Syal.g_01026
OG0001014	Pral.g_00991	Syal.g_01022
OG0001015	Pral.g_00990	Syal.g_01021
OG0001016	Pral.g_00974	Syal.g_00756
OG0001017	Pral.g_00970	Syal.g_00762
OG0001018	Pral.g_00968	Syal.g_00764
OG0001019	Pral.g_00958	Syal.g_00785
OG0001020	Pral.g_00957	Syal.g_00796
OG0001021	Pral.g_00956	Syal.g_00800
OG0001022	Pral.g_00953	Syal.g_00805
OG0001023	Pral.g_00952	Syal.g_00806
OG0001024	Pral.g_00949	Syal.g_00810
OG0001025	Pral.g_00942	Syal.g_00817
OG0001026	Pral.g_00934	Syal.g_00830
OG0001027	Pral.g_00933	Syal.g_00834
OG0001028	Pral.g_00931	Syal.g_00836
OG0001029	Pral.g_00930	Syal.g_00838
OG0001030	Pral.g_00914	Syal.g_00860
OG0001031	Pral.g_00857	Syal.g_00936
OG0001032	Pral.g_00856	Syal.g_00938
OG0001033	Pral.g_00836	Syal.g_00972
OG0001034	Pral.g_00804	Syal.g_00684
OG0001035	Pral.g_00784	Syal.g_01226
OG0001036	Pral.g_00780	Syal.g_01231
OG0001037	Pral.g_00779	Syal.g_01233
OG0001038	Pral.g_00761	Syal.g_01261
OG0001039	Pral.g_00758	Syal.g_01264
OG0001040	Pral.g_00755	Syal.g_01267
OG0001041	Pral.g_00751	Syal.g_01272
OG0001042	Pral.g_00734	Syal.g_01300
OG0001043	Pral.g_00733	Syal.g_01304
OG0001044	Pral.g_00699	Syal.g_00346
OG0001045	Pral.g_00690	Syal.g_00359
OG0001046	Pral.g_01039	Syal.g_01967
OG0001047	Pral.g_00655	Syal.g_00522
OG0001048	Pral.g_00654	Syal.g_00521
OG0001049	Pral.g_00651	Syal.g_00518
OG0001050	Pral.g_00650	Syal.g_00517
OG0001051	Pral.g_00649	Syal.g_00516
OG0001052	Pral.g_00621	Syal.g_00467
OG0001053	Pral.g_00608	Syal.g_02900
OG0001055	Pral.g_00573	Syal.g_02940
OG0001056	Pral.g_00554	Syal.g_02833
OG0001057	Pral.g_00549	Syal.g_01574
OG0001058	Pral.g_00541	Syal.g_02812
OG0001059	Pral.g_00537	Syal.g_02808
OG0001060	Pral.g_00530	Syal.g_02801
OG0001061	Pral.g_00514	Syal.g_02783
OG0001062	Pral.g_00512	Syal.g_02781
OG0001063	Pral.g_00510	Syal.g_02776
OG0001064	Pral.g_00509	Syal.g_02775
OG0001065	Pral.g_00508	Syal.g_02774
OG0001066	Pral.g_00507	Syal.g_02773
OG0001067	Pral.g_00506	Syal.g_02772
OG0001068	Pral.g_00505	Syal.g_02771
OG0001069	Pral.g_00504	Syal.g_02770
OG0001070	Pral.g_00502	Syal.g_02766
OG0001071	Pral.g_00501	Syal.g_02765
OG0001072	Pral.g_00499	Syal.g_02761
OG0001073	Pral.g_00485	Syal.g_02746
OG0001074	Pral.g_00472	Syal.g_02575
OG0001075	Pral.g_00471	Syal.g_02726
OG0001076	Pral.g_00464	Syal.g_02712
OG0001077	Pral.g_00459	Syal.g_02702
OG0001078	Pral.g_01437	Syal.g_02635
OG0001079	Pral.g_01448	Syal.g_02618
OG0001080	Pral.g_01454	Syal.g_02514
OG0001081	Pral.g_01456	Syal.g_02175
OG0001082	Pral.g_01457	Syal.g_02176
OG0001083	Pral.g_01462	Syal.g_02184
OG0001084	Pral.g_01463	Syal.g_02187
OG0001085	Pral.g_01772	Syal.g_02206
OG0001086	Pral.g_01771	Syal.g_02208
OG0001087	Pral.g_01753	Syal.g_01782
OG0001088	Pral.g_01752	Syal.g_01785
OG0001089	Pral.g_01741	Syal.g_01811
OG0001090	Pral.g_01728	Syal.g_01859
OG0001091	Pral.g_01726	Syal.g_01862
OG0001092	Pral.g_01725	Syal.g_01864
OG0001093	Pral.g_01720	Syal.g_02419
OG0001094	Pral.g_01482	Syal.g_02216
OG0001095	Pral.g_01501	Syal.g_01879
OG0001096	Pral.g_01515	Syal.g_02447
OG0001097	Pral.g_01533	Syal.g_02473
OG0001098	Pral.g_01552	Syal.g_02083
OG0001099	Pral.g_01815	Syal.g_00837
OG0001100	Pral.g_01807	Syal.g_02293
OG0001101	Pral.g_01805	Syal.g_02292
OG0001102	Pral.g_01802	Syal.g_02289
OG0001103	Pral.g_01800	Syal.g_02287
OG0001104	Pral.g_01777	Syal.g_02241
OG0001105	Pral.g_01773	Syal.g_02236
OG0001106	Pral.g_01639	Syal.g_02007
OG0001107	Pral.g_01629	Syal.g_01993
OG0001108	Pral.g_01625	Syal.g_01985
OG0001109	Pral.g_01624	Syal.g_01983
OG0001110	Pral.g_01622	Syal.g_01981
OG0001111	Pral.g_01621	Syal.g_01979
OG0001112	Pral.g_01620	Syal.g_01977
OG0001113	Pral.g_01619	Syal.g_02244
OG0001114	Pral.g_01618	Syal.g_01976
OG0001115	Pral.g_01616	Syal.g_01972
OG0001116	Pral.g_01615	Syal.g_01970
OG0001117	Pral.g_01614	Syal.g_01969
OG0001118	Pral.g_01613	Syal.g_01968
OG0001119	Pral.g_01612	Syal.g_01966
OG0001120	Pral.g_01611	Syal.g_01962
OG0001122	Pral.g_01593	Syal.g_01921
OG0001123	Pral.g_01598	Syal.g_01913
OG0001124	Pral.g_01600	Syal.g_01911
OG0001125	Pral.g_01602	Syal.g_01909
OG0001126	Pral.g_01571	Syal.g_01837
OG0001127	Pral.g_01570	Syal.g_01836
OG0001128	Pral.g_01569	Syal.g_01833
OG0001129	Pral.g_01568	Syal.g_01831
OG0001130	Pral.g_01567	Syal.g_01830
OG0001131	Pral.g_01321	Syal.g_02260
OG0001132	Pral.g_01033	Syal.g_02553
OG0001133	Pral.g_01314	Syal.g_02710
OG0001134	Pral.g_00056, Pral.g_00078	Syal.g_02506
OG0001135	Pral.g_00075	Syal.g_02505
OG0001136	Pral.g_01364	Syal.g_01650
OG0001137	Pral.g_01377	Syal.g_01673
OG0001138	Pral.g_01401	Syal.g_01709
OG0001139	Pral.g_01403	Syal.g_01711
OG0001141	Pral.g_01404	Syal.g_01713
OG0001142	Pral.g_01405	Syal.g_01714
OG0001143	Pral.g_01412	Syal.g_01722
OG0001144	Pral.g_01417	Syal.g_01736
OG0001145	Pral.g_01289	Syal.g_01614
OG0001146	Pral.g_01277	Syal.g_01593
OG0001147	Pral.g_01235	Syal.g_00458
OG0001148	Pral.g_01220	Syal.g_02886
OG0001149	Pral.g_01219	Syal.g_02885
OG0001150	Pral.g_01218	Syal.g_02884
OG0001151	Pral.g_01207	Syal.g_02872
OG0001152	Pral.g_01206	Syal.g_02871
OG0001153	Pral.g_01128	Syal.g_00421
OG0001154	Pral.g_01127	Syal.g_00422
OG0001155	Pral.g_01108	Syal.g_02969
OG0001156	Pral.g_01105	Syal.g_02972
OG0001157	Pral.g_01104	Syal.g_02973
OG0001158	Pral.g_01103	Syal.g_02974
OG0001159	Pral.g_01102	Syal.g_02975
OG0001160	Pral.g_01076	Syal.g_00564
OG0001161	Pral.g_00045	Syal.g_01104
OG0001163	Pral.g_00098	Syal.g_00573
OG0001164	Pral.g_00102	Syal.g_00579
OG0001165	Pral.g_00105	Syal.g_00584
OG0001166	Pral.g_00126	Syal.g_00613
OG0001167	Pral.g_00143	Syal.g_00638
OG0001168	Pral.g_00145	Syal.g_00640
