Orthogroup	Prap	Syai
OG0000584	Prap.g_01157	Syai.g_01044
OG0000585	Prap.g_01155	Syai.g_01046
OG0000586	Prap.g_01154	Syai.g_01047
OG0000587	Prap.g_01153	Syai.g_01049
OG0000588	Prap.g_01149	Syai.g_01063
OG0000589	Prap.g_01147	Syai.g_01066
OG0000590	Prap.g_01146	Syai.g_01067
OG0000591	Prap.g_01142	Syai.g_01075
OG0000592	Prap.g_01141	Syai.g_01076
OG0000593	Prap.g_00395	Syai.g_01100
OG0000594	Prap.g_00394	Syai.g_01101
OG0000595	Prap.g_00393	Syai.g_01102
OG0000596	Prap.g_00389	Syai.g_01107
OG0000597	Prap.g_00386	Syai.g_01110
OG0000598	Prap.g_00385	Syai.g_01111
OG0000599	Prap.g_00382	Syai.g_01114
OG0000600	Prap.g_00381	Syai.g_01115
OG0000601	Prap.g_00380	Syai.g_01116
OG0000602	Prap.g_00378	Syai.g_01121
OG0000603	Prap.g_00377	Syai.g_01122
OG0000604	Prap.g_00376	Syai.g_01125
OG0000605	Prap.g_00375	Syai.g_01609
OG0000606	Prap.g_00372	Syai.g_01221
OG0000607	Prap.g_00369	Syai.g_01224
OG0000608	Prap.g_00368	Syai.g_01225
OG0000609	Prap.g_00367	Syai.g_01227
OG0000610	Prap.g_00361	Syai.g_01234
OG0000611	Prap.g_00358	Syai.g_01237
OG0000612	Prap.g_00357	Syai.g_01238
OG0000613	Prap.g_00828	Syai.g_00196
OG0000614	Prap.g_00807	Syai.g_01981
OG0000615	Prap.g_00796	Syai.g_01286
OG0000616	Prap.g_01489	Syai.g_02914
OG0000617	Prap.g_00341	Syai.g_01393
OG0000618	Prap.g_00340	Syai.g_01394
OG0000619	Prap.g_00339	Syai.g_01395
OG0000620	Prap.g_00336	Syai.g_01402
OG0000621	Prap.g_00335	Syai.g_01403
OG0000622	Prap.g_00334	Syai.g_01404
OG0000623	Prap.g_00333	Syai.g_01405
OG0000624	Prap.g_00331	Syai.g_01407
OG0000625	Prap.g_00330	Syai.g_01408
OG0000626	Prap.g_00329	Syai.g_01409
OG0000627	Prap.g_00328	Syai.g_01575
OG0000628	Prap.g_00327	Syai.g_01573
OG0000629	Prap.g_00326	Syai.g_01570
OG0000630	Prap.g_00323	Syai.g_01566
OG0000631	Prap.g_00683	Syai.g_01557
OG0000632	Prap.g_00682	Syai.g_01556
OG0000633	Prap.g_00681	Syai.g_01555
OG0000634	Prap.g_00787	Syai.g_01317
OG0000635	Prap.g_00786	Syai.g_01318
OG0000636	Prap.g_00784	Syai.g_01320
OG0000637	Prap.g_00782	Syai.g_01322
OG0000638	Prap.g_00781	Syai.g_01323
OG0000639	Prap.g_00780	Syai.g_01324
OG0000640	Prap.g_00779	Syai.g_01325
OG0000641	Prap.g_00775	Syai.g_01329
OG0000642	Prap.g_00774	Syai.g_01330
OG0000643	Prap.g_00773	Syai.g_01349
OG0000644	Prap.g_00772	Syai.g_01350
OG0000645	Prap.g_00771	Syai.g_01352
OG0000646	Prap.g_00769	Syai.g_01355
OG0000647	Prap.g_00767	Syai.g_01357
OG0000648	Prap.g_00765	Syai.g_01362
OG0000649	Prap.g_00764	Syai.g_01363
OG0000650	Prap.g_00763	Syai.g_01364
OG0000651	Prap.g_00762	Syai.g_01365
OG0000652	Prap.g_00761	Syai.g_01366
OG0000653	Prap.g_00759	Syai.g_01368
OG0000654	Prap.g_00758	Syai.g_01369
OG0000655	Prap.g_00757	Syai.g_01370
OG0000656	Prap.g_00754	Syai.g_01373
OG0000657	Prap.g_00746	Syai.g_02045
OG0000658	Prap.g_00744	Syai.g_02049
OG0000659	Prap.g_00743	Syai.g_02050
OG0000660	Prap.g_00739	Syai.g_02054
OG0000661	Prap.g_00737	Syai.g_02056
OG0000662	Prap.g_00735	Syai.g_02058
OG0000663	Prap.g_00733	Syai.g_02061
OG0000664	Prap.g_00732	Syai.g_02062
OG0000665	Prap.g_00726	Syai.g_02431
OG0000666	Prap.g_00725	Syai.g_01610
OG0000667	Prap.g_00721	Syai.g_01724
OG0000668	Prap.g_00660	Syai.g_01436
OG0000669	Prap.g_00869	Syai.g_01251
OG0000670	Prap.g_00866	Syai.g_00561
OG0000671	Prap.g_00863	Syai.g_01255
OG0000672	Prap.g_00860	Syai.g_01259
OG0000673	Prap.g_00857	Syai.g_01262
OG0000674	Prap.g_00855	Syai.g_01264
OG0000675	Prap.g_00854	Syai.g_01265
OG0000676	Prap.g_00852	Syai.g_01275
OG0000677	Prap.g_00851	Syai.g_01276
OG0000678	Prap.g_00849	Syai.g_01279
OG0000679	Prap.g_00845	Syai.g_01288
OG0000680	Prap.g_00844	Syai.g_01289
OG0000681	Prap.g_00841	Syai.g_01292
OG0000682	Prap.g_00840	Syai.g_01293
OG0000683	Prap.g_00839	Syai.g_01294
OG0000684	Prap.g_00837	Syai.g_01299
OG0000685	Prap.g_00835	Syai.g_01301
OG0000686	Prap.g_00834	Syai.g_01302
OG0000687	Prap.g_00833	Syai.g_01303
OG0000688	Prap.g_00353	Syai.g_01307
OG0000689	Prap.g_00352	Syai.g_01309
OG0000690	Prap.g_00351	Syai.g_01310
OG0000691	Prap.g_00350	Syai.g_01311
OG0000692	Prap.g_00348	Syai.g_01312
OG0000693	Prap.g_00347	Syai.g_01313
OG0000694	Prap.g_00346	Syai.g_01314
OG0000695	Prap.g_00679	Syai.g_01553
OG0000696	Prap.g_00678	Syai.g_01552
OG0000697	Prap.g_00677	Syai.g_01550
OG0000698	Prap.g_00239	Syai.g_01547
OG0000699	Prap.g_00240	Syai.g_01545
OG0000700	Prap.g_00241	Syai.g_01544
OG0000701	Prap.g_00242	Syai.g_01543
OG0000702	Prap.g_00244	Syai.g_01521
OG0000703	Prap.g_00245	Syai.g_01520
OG0000704	Prap.g_00247	Syai.g_01518
OG0000705	Prap.g_00250	Syai.g_01511
OG0000706	Prap.g_00251	Syai.g_01510
OG0000707	Prap.g_00252	Syai.g_01509
OG0000708	Prap.g_00254	Syai.g_01506
OG0000709	Prap.g_00258	Syai.g_01497
OG0000710	Prap.g_00261	Syai.g_01487
OG0000711	Prap.g_00279	Syai.g_01456
OG0000712	Prap.g_00280	Syai.g_01454
OG0000713	Prap.g_00281	Syai.g_01453
OG0000714	Prap.g_00282	Syai.g_01451
OG0000715	Prap.g_00284	Syai.g_01449
OG0000716	Prap.g_00286	Syai.g_01445
OG0000717	Prap.g_00287	Syai.g_01444
OG0000718	Prap.g_00291	Syai.g_01440
OG0000719	Prap.g_00293	Syai.g_01438
OG0000720	Prap.g_00305	Syai.g_01425
OG0000721	Prap.g_00309	Syai.g_01423
OG0000722	Prap.g_00310	Syai.g_01422
OG0000723	Prap.g_00314	Syai.g_01411
OG0000724	Prap.g_00703	Syai.g_02013
OG0000725	Prap.g_00709	Syai.g_02004
OG0000726	Prap.g_00710	Syai.g_02003
OG0000727	Prap.g_00711	Syai.g_02002
OG0000728	Prap.g_00713	Syai.g_02000
OG0000729	Prap.g_00539	Syai.g_00097
OG0000730	Prap.g_00498	Syai.g_00483
OG0000731	Prap.g_01366	Syai.g_00495
OG0000732	Prap.g_01538	Syai.g_00058
OG0000733	Prap.g_01882	Syai.g_02805
OG0000734	Prap.g_00472	Syai.g_02548
OG0000735	Prap.g_00470	Syai.g_02159
OG0000736	Prap.g_00469	Syai.g_02158
OG0000737	Prap.g_00468	Syai.g_02157
OG0000738	Prap.g_00464	Syai.g_02152
OG0000739	Prap.g_00463	Syai.g_02151
OG0000740	Prap.g_00462	Syai.g_02150
OG0000741	Prap.g_00460	Syai.g_02147
OG0000742	Prap.g_00457	Syai.g_02145
OG0000743	Prap.g_00455	Syai.g_02143
OG0000744	Prap.g_00454	Syai.g_02142
OG0000745	Prap.g_00453	Syai.g_02140
OG0000746	Prap.g_00451	Syai.g_02138
OG0000747	Prap.g_00450	Syai.g_02137
OG0000748	Prap.g_00446	Syai.g_02125
OG0000749	Prap.g_00445	Syai.g_02123
OG0000750	Prap.g_00444	Syai.g_02122
OG0000751	Prap.g_00441	Syai.g_02116
OG0000752	Prap.g_00439	Syai.g_02114
OG0000753	Prap.g_00437	Syai.g_02111
OG0000754	Prap.g_00434	Syai.g_01750
OG0000755	Prap.g_00428	Syai.g_01760
OG0000756	Prap.g_00427	Syai.g_01761
OG0000757	Prap.g_00420	Syai.g_01769
OG0000758	Prap.g_00419	Syai.g_01770
OG0000759	Prap.g_00418	Syai.g_01771
OG0000760	Prap.g_00417	Syai.g_01772
OG0000761	Prap.g_00416	Syai.g_01775
OG0000762	Prap.g_00415	Syai.g_01777
OG0000763	Prap.g_00413	Syai.g_01779
OG0000764	Prap.g_00412	Syai.g_01780
OG0000765	Prap.g_00404	Syai.g_01797
OG0000766	Prap.g_00403	Syai.g_01798
OG0000767	Prap.g_00401	Syai.g_01800
OG0000768	Prap.g_00400	Syai.g_01801
OG0000769	Prap.g_00398	Syai.g_01803
OG0000770	Prap.g_01136	Syai.g_01822
OG0000771	Prap.g_00217	Syai.g_02019
OG0000772	Prap.g_01853	Syai.g_01639
OG0000773	Prap.g_00552	Syai.g_02164
OG0000774	Prap.g_00554	Syai.g_02168
OG0000775	Prap.g_00556	Syai.g_02172
OG0000776	Prap.g_00557	Syai.g_02173
OG0000777	Prap.g_00558	Syai.g_02174
OG0000778	Prap.g_00559	Syai.g_02175
OG0000779	Prap.g_00563	Syai.g_02181
OG0000780	Prap.g_00564	Syai.g_02184
OG0000781	Prap.g_00568	Syai.g_02188
OG0000782	Prap.g_00569	Syai.g_02189
OG0000783	Prap.g_00570	Syai.g_02190
OG0000784	Prap.g_00571	Syai.g_02191
OG0000785	Prap.g_00573	Syai.g_02193
OG0000786	Prap.g_00576	Syai.g_00816
OG0000787	Prap.g_00577	Syai.g_00815
OG0000788	Prap.g_01268	Syai.g_01117
OG0000789	Prap.g_00220	Syai.g_01596
OG0000790	Prap.g_00064	Syai.g_00623
OG0000791	Prap.g_00066	Syai.g_00621
OG0000792	Prap.g_00067	Syai.g_00620
OG0000793	Prap.g_00070	Syai.g_00615
OG0000794	Prap.g_00071	Syai.g_00614
OG0000795	Prap.g_00072	Syai.g_00613
OG0000796	Prap.g_00076	Syai.g_00609
OG0000797	Prap.g_00077	Syai.g_00608
OG0000799	Prap.g_00104	Syai.g_00996
OG0000800	Prap.g_00105	Syai.g_00993
OG0000801	Prap.g_00106	Syai.g_00992
OG0000802	Prap.g_00108	Syai.g_00988
OG0000803	Prap.g_00110	Syai.g_00983
OG0000804	Prap.g_00111	Syai.g_00980
OG0000805	Prap.g_00113	Syai.g_00965
OG0000806	Prap.g_00115	Syai.g_00963
OG0000807	Prap.g_00116	Syai.g_00961
OG0000808	Prap.g_00117	Syai.g_00960
OG0000809	Prap.g_00119	Syai.g_00957
OG0000810	Prap.g_00120	Syai.g_00956
OG0000811	Prap.g_00124	Syai.g_00950
OG0000812	Prap.g_00126	Syai.g_00948
OG0000813	Prap.g_00127	Syai.g_00947
OG0000814	Prap.g_00129	Syai.g_00945
OG0000815	Prap.g_00130	Syai.g_00944
OG0000816	Prap.g_00132	Syai.g_00942
OG0000817	Prap.g_00133	Syai.g_00941
OG0000818	Prap.g_00138	Syai.g_00935
OG0000819	Prap.g_00139	Syai.g_00934
OG0000820	Prap.g_00140	Syai.g_00933
OG0000821	Prap.g_00144	Syai.g_00916
OG0000822	Prap.g_00145	Syai.g_00914
OG0000823	Prap.g_00146	Syai.g_00913
OG0000824	Prap.g_00149	Syai.g_00907
OG0000825	Prap.g_00150	Syai.g_00906
OG0000826	Prap.g_00151	Syai.g_00905
OG0000827	Prap.g_00152	Syai.g_00904
OG0000828	Prap.g_00155	Syai.g_00900
OG0000829	Prap.g_00156	Syai.g_00899
OG0000830	Prap.g_00157	Syai.g_00898
OG0000831	Prap.g_00159	Syai.g_00896
OG0000832	Prap.g_00169	Syai.g_02296
OG0000833	Prap.g_00178	Syai.g_02305
OG0000834	Prap.g_00179	Syai.g_02307
OG0000835	Prap.g_00180	Syai.g_02308
OG0000836	Prap.g_00181	Syai.g_02312
OG0000837	Prap.g_00182	Syai.g_02313
OG0000838	Prap.g_00184	Syai.g_02323
OG0000839	Prap.g_00185	Syai.g_02324
OG0000840	Prap.g_00186	Syai.g_02325
OG0000841	Prap.g_00187	Syai.g_02326
OG0000842	Prap.g_00188	Syai.g_02327
OG0000843	Prap.g_00189	Syai.g_02328
OG0000844	Prap.g_00190	Syai.g_02330
OG0000845	Prap.g_00191	Syai.g_02331
OG0000846	Prap.g_00192	Syai.g_02332
OG0000847	Prap.g_00193	Syai.g_02333
OG0000848	Prap.g_00194	Syai.g_02335
OG0000849	Prap.g_00195	Syai.g_02336
OG0000850	Prap.g_00197	Syai.g_02339
OG0000851	Prap.g_00198	Syai.g_02352
OG0000852	Prap.g_00199	Syai.g_02353
OG0000853	Prap.g_00205	Syai.g_02357
OG0000854	Prap.g_00207	Syai.g_02359
OG0000855	Prap.g_00208	Syai.g_02360
OG0000856	Prap.g_01139	Syai.g_01078
OG0000857	Prap.g_00768	Syai.g_01356
OG0000858	Prap.g_01786	Syai.g_02366
OG0000859	Prap.g_01785	Syai.g_02367
OG0000860	Prap.g_01777	Syai.g_02380
OG0000861	Prap.g_01776	Syai.g_02381
OG0000862	Prap.g_01775	Syai.g_02382
OG0000863	Prap.g_01773	Syai.g_02385
OG0000864	Prap.g_01772	Syai.g_02386
OG0000865	Prap.g_01771	Syai.g_02387
OG0000866	Prap.g_01770	Syai.g_02388
OG0000867	Prap.g_01769	Syai.g_02389
OG0000868	Prap.g_01767	Syai.g_02392
OG0000869	Prap.g_01764	Syai.g_02396
OG0000870	Prap.g_01759	Syai.g_02401
OG0000871	Prap.g_01758	Syai.g_02402
OG0000872	Prap.g_01757	Syai.g_02409
OG0000873	Prap.g_01753	Syai.g_02412
OG0000874	Prap.g_01750	Syai.g_02408
OG0000875	Prap.g_01749	Syai.g_02416
OG0000876	Prap.g_01748	Syai.g_02243
OG0000877	Prap.g_01746	Syai.g_02250
OG0000878	Prap.g_01745	Syai.g_02251
OG0000879	Prap.g_01744	Syai.g_02252
OG0000880	Prap.g_01743	Syai.g_02253
OG0000881	Prap.g_01739	Syai.g_02257
OG0000882	Prap.g_01734	Syai.g_02262
OG0000883	Prap.g_01732	Syai.g_02264
OG0000884	Prap.g_01730	Syai.g_02266
OG0000885	Prap.g_01729	Syai.g_02267
OG0000886	Prap.g_01728	Syai.g_02268
OG0000887	Prap.g_01727	Syai.g_02269
OG0000888	Prap.g_01725	Syai.g_02271
OG0000889	Prap.g_01723	Syai.g_02273
OG0000890	Prap.g_01722	Syai.g_02279
OG0000891	Prap.g_01721	Syai.g_02280
OG0000892	Prap.g_01719	Syai.g_02282
OG0000893	Prap.g_01715	Syai.g_00318
OG0000894	Prap.g_01712	Syai.g_00321
OG0000895	Prap.g_01708	Syai.g_00325
OG0000896	Prap.g_01707	Syai.g_00326
OG0000897	Prap.g_01705	Syai.g_00328
OG0000898	Prap.g_01704	Syai.g_00329
OG0000899	Prap.g_01703	Syai.g_00330
OG0000900	Prap.g_01702	Syai.g_00331
OG0000901	Prap.g_01699	Syai.g_00336
OG0000902	Prap.g_01697	Syai.g_00338
OG0000903	Prap.g_01693	Syai.g_00353
OG0000904	Prap.g_01689	Syai.g_00348
OG0000905	Prap.g_01695	Syai.g_00342
OG0000906	Prap.g_01696	Syai.g_00340
OG0000907	Prap.g_01686	Syai.g_00358
OG0000908	Prap.g_01683	Syai.g_00361
OG0000909	Prap.g_01682	Syai.g_00362
OG0000910	Prap.g_01681	Syai.g_00363
OG0000911	Prap.g_01679	Syai.g_00365
OG0000912	Prap.g_01678	Syai.g_00366
OG0000913	Prap.g_01677	Syai.g_00367
OG0000914	Prap.g_01676	Syai.g_00368
OG0000915	Prap.g_01675	Syai.g_00370
OG0000916	Prap.g_01674	Syai.g_00371
OG0000917	Prap.g_01673	Syai.g_00372
OG0000918	Prap.g_01672	Syai.g_00373
OG0000919	Prap.g_01671	Syai.g_00374
OG0000920	Prap.g_01670	Syai.g_00375
OG0000921	Prap.g_01669	Syai.g_00376
OG0000922	Prap.g_01668	Syai.g_00377
OG0000923	Prap.g_01664	Syai.g_00381
OG0000924	Prap.g_01663	Syai.g_00382
OG0000925	Prap.g_01662	Syai.g_00383
OG0000926	Prap.g_01661	Syai.g_00384
OG0000927	Prap.g_01659	Syai.g_00386
OG0000928	Prap.g_01658	Syai.g_00387
OG0000929	Prap.g_01657	Syai.g_00388
OG0000930	Prap.g_01656	Syai.g_00389
OG0000931	Prap.g_01655	Syai.g_00390
OG0000932	Prap.g_01654	Syai.g_00391
OG0000933	Prap.g_01650	Syai.g_00397
OG0000934	Prap.g_01647	Syai.g_00399
OG0000935	Prap.g_01646	Syai.g_00400
OG0000936	Prap.g_01645	Syai.g_00401
OG0000937	Prap.g_01644	Syai.g_00402
OG0000938	Prap.g_01641	Syai.g_00405
OG0000939	Prap.g_01640	Syai.g_00406
OG0000940	Prap.g_01633	Syai.g_00413
OG0000941	Prap.g_01631	Syai.g_00415
OG0000942	Prap.g_01629	Syai.g_00417
OG0000943	Prap.g_01628	Syai.g_00418
OG0000944	Prap.g_01626	Syai.g_00420
OG0000945	Prap.g_01625	Syai.g_00422
OG0000946	Prap.g_01620	Syai.g_00428
OG0000947	Prap.g_01618	Syai.g_00431
OG0000948	Prap.g_01617	Syai.g_00432
OG0000949	Prap.g_01614	Syai.g_00174
OG0000950	Prap.g_01607	Syai.g_00163
OG0000951	Prap.g_01603	Syai.g_00158
OG0000952	Prap.g_01599	Syai.g_00136
OG0000953	Prap.g_01595	Syai.g_00132
OG0000954	Prap.g_01591	Syai.g_00127
OG0000955	Prap.g_01590	Syai.g_00126
OG0000956	Prap.g_01588	Syai.g_00124
OG0000957	Prap.g_01582	Syai.g_00113
OG0000958	Prap.g_01581	Syai.g_00112
OG0000959	Prap.g_01577	Syai.g_00108
OG0000960	Prap.g_01576	Syai.g_00107
OG0000961	Prap.g_01573	Syai.g_00100
OG0000962	Prap.g_01571	Syai.g_00098
OG0000963	Prap.g_01567	Syai.g_00094
OG0000964	Prap.g_01566	Syai.g_00093
OG0000965	Prap.g_01565	Syai.g_00092
OG0000966	Prap.g_01559	Syai.g_00082
OG0000967	Prap.g_01555	Syai.g_00077
OG0000968	Prap.g_01553	Syai.g_00085
OG0000969	Prap.g_01552	Syai.g_00080
OG0000970	Prap.g_01551	Syai.g_00079
OG0000971	Prap.g_01550	Syai.g_00074
OG0000972	Prap.g_01549	Syai.g_00073
OG0000973	Prap.g_01548	Syai.g_00072
OG0000974	Prap.g_01547	Syai.g_00071
OG0000975	Prap.g_01546	Syai.g_00070
OG0000976	Prap.g_01545	Syai.g_00069
OG0000977	Prap.g_01544	Syai.g_00067
OG0000978	Prap.g_01543	Syai.g_00065
OG0000979	Prap.g_01541	Syai.g_00062
OG0000980	Prap.g_01539	Syai.g_00059
OG0000981	Prap.g_01536	Syai.g_00056
OG0000982	Prap.g_01534	Syai.g_02777
OG0000983	Prap.g_01533	Syai.g_02778
OG0000984	Prap.g_01532	Syai.g_02779
OG0000985	Prap.g_01529	Syai.g_02781
OG0000986	Prap.g_01527	Syai.g_02784
OG0000987	Prap.g_01526	Syai.g_02786
OG0000988	Prap.g_01523	Syai.g_02790
OG0000989	Prap.g_01519	Syai.g_02797
OG0000990	Prap.g_01515	Syai.g_02825
OG0000991	Prap.g_01514	Syai.g_02827
OG0000992	Prap.g_01511	Syai.g_02830
OG0000993	Prap.g_01510	Syai.g_02831
OG0000994	Prap.g_01509	Syai.g_02834
OG0000995	Prap.g_01505	Syai.g_02840
OG0000996	Prap.g_01504	Syai.g_02891
OG0000997	Prap.g_01501	Syai.g_02900
OG0000998	Prap.g_01499	Syai.g_02902
OG0000999	Prap.g_01498	Syai.g_02903
OG0001000	Prap.g_01495	Syai.g_02906
OG0001001	Prap.g_01492	Syai.g_02911
OG0001002	Prap.g_01874	Syai.g_02918
OG0001003	Prap.g_01873	Syai.g_02919
OG0001004	Prap.g_01872	Syai.g_02920
OG0001005	Prap.g_01871	Syai.g_02921
OG0001006	Prap.g_00056	Syai.g_02931
OG0001007	Prap.g_00054	Syai.g_02933
OG0001008	Prap.g_01329	Syai.g_02227
OG0001009	Prap.g_00928	Syai.g_00034
OG0001010	Prap.g_00927	Syai.g_00035
OG0001011	Prap.g_00925	Syai.g_00037
OG0001012	Prap.g_00911	Syai.g_02773
OG0001013	Prap.g_00904	Syai.g_02750
OG0001014	Prap.g_00901	Syai.g_02726
OG0001015	Prap.g_00899	Syai.g_02725
OG0001016	Prap.g_00877	Syai.g_02479
OG0001017	Prap.g_01100	Syai.g_02485
OG0001018	Prap.g_01098	Syai.g_02487
OG0001019	Prap.g_01089	Syai.g_02508
OG0001020	Prap.g_01088	Syai.g_02516
OG0001021	Prap.g_01087	Syai.g_02523
OG0001022	Prap.g_01084	Syai.g_02528
OG0001023	Prap.g_01083	Syai.g_02529
OG0001024	Prap.g_01079	Syai.g_02533
OG0001025	Prap.g_01072	Syai.g_02540
OG0001026	Prap.g_01063	Syai.g_02550
OG0001027	Prap.g_01062	Syai.g_02555
OG0001028	Prap.g_01060	Syai.g_02557
OG0001029	Prap.g_01059	Syai.g_02559
OG0001030	Prap.g_01043	Syai.g_02580
OG0001031	Prap.g_00983	Syai.g_02656
OG0001032	Prap.g_00982	Syai.g_02658
OG0001033	Prap.g_00961	Syai.g_02685
OG0001034	Prap.g_01476	Syai.g_00537
OG0001035	Prap.g_01456	Syai.g_00295
OG0001036	Prap.g_01452	Syai.g_00290
OG0001037	Prap.g_01451	Syai.g_00288
OG0001038	Prap.g_01432	Syai.g_00261
OG0001039	Prap.g_01429	Syai.g_00258
OG0001040	Prap.g_01427	Syai.g_00255
OG0001041	Prap.g_01422	Syai.g_00250
OG0001042	Prap.g_01405	Syai.g_00225
OG0001043	Prap.g_01404	Syai.g_00221
OG0001044	Prap.g_01373	Syai.g_00485
OG0001045	Prap.g_01364	Syai.g_00498
OG0001046	Prap.g_01827	Syai.g_01471
OG0001047	Prap.g_01327	Syai.g_02225
OG0001048	Prap.g_01326	Syai.g_02224
OG0001049	Prap.g_01324	Syai.g_02215
OG0001050	Prap.g_01323	Syai.g_02214
OG0001051	Prap.g_01322	Syai.g_02213
OG0001052	Prap.g_01296	Syai.g_00861
OG0001053	Prap.g_01284	Syai.g_00641
OG0001054	Prap.g_01269	Syai.g_00658
OG0001055	Prap.g_01250	Syai.g_00679
OG0001056	Prap.g_01233	Syai.g_00713
OG0001057	Prap.g_01228	Syai.g_00721
OG0001058	Prap.g_01220	Syai.g_00734
OG0001059	Prap.g_01216	Syai.g_00738
OG0001060	Prap.g_01210	Syai.g_00744
OG0001061	Prap.g_01195	Syai.g_00765
OG0001062	Prap.g_01193	Syai.g_00767
OG0001063	Prap.g_01191	Syai.g_00774
OG0001064	Prap.g_01190	Syai.g_00775
OG0001065	Prap.g_01189	Syai.g_00776
OG0001066	Prap.g_01188	Syai.g_00777
OG0001067	Prap.g_01187	Syai.g_00778
OG0001068	Prap.g_01186	Syai.g_00779
OG0001069	Prap.g_01185	Syai.g_00780
OG0001070	Prap.g_01181	Syai.g_00783
OG0001071	Prap.g_01180	Syai.g_00784
OG0001072	Prap.g_01178	Syai.g_00788
OG0001073	Prap.g_01164	Syai.g_00807
OG0001074	Prap.g_01152	Syai.g_01051
OG0001075	Prap.g_01151	Syai.g_01053
OG0001076	Prap.g_01144	Syai.g_01069
OG0001077	Prap.g_01138	Syai.g_01081
OG0001078	Prap.g_00391	Syai.g_01105
OG0001079	Prap.g_00379	Syai.g_01118
OG0001080	Prap.g_00373	Syai.g_01606
OG0001081	Prap.g_00371	Syai.g_01222
OG0001082	Prap.g_00370	Syai.g_01223
OG0001083	Prap.g_00365	Syai.g_01230
OG0001084	Prap.g_00364	Syai.g_01231
OG0001085	Prap.g_00831	Syai.g_01241
OG0001086	Prap.g_00830	Syai.g_01243
OG0001087	Prap.g_00812	Syai.g_01953
OG0001088	Prap.g_00811	Syai.g_01957
OG0001089	Prap.g_00800	Syai.g_01996
OG0001090	Prap.g_00790	Syai.g_01387
OG0001091	Prap.g_00344	Syai.g_01389
OG0001092	Prap.g_00343	Syai.g_01391
OG0001093	Prap.g_00338	Syai.g_01397
OG0001094	Prap.g_00345	Syai.g_01315
OG0001096	Prap.g_00756	Syai.g_01371
OG0001097	Prap.g_00736	Syai.g_02057
OG0001098	Prap.g_00717	Syai.g_01603
OG0001099	Prap.g_00655	Syai.g_02558
OG0001100	Prap.g_00867	Syai.g_01253
OG0001101	Prap.g_00864	Syai.g_01254
OG0001102	Prap.g_00861	Syai.g_01257
OG0001103	Prap.g_00859	Syai.g_01260
OG0001104	Prap.g_00836	Syai.g_01300
OG0001105	Prap.g_00832	Syai.g_01304
OG0001106	Prap.g_00248	Syai.g_01517
OG0001107	Prap.g_00255	Syai.g_01505
OG0001108	Prap.g_00259	Syai.g_01496
OG0001109	Prap.g_00260	Syai.g_01488
OG0001110	Prap.g_00262	Syai.g_01486
OG0001111	Prap.g_00263	Syai.g_01484
OG0001112	Prap.g_00264	Syai.g_01482
OG0001113	Prap.g_00265	Syai.g_01481
OG0001114	Prap.g_00266	Syai.g_01480
OG0001115	Prap.g_00268	Syai.g_01476
OG0001116	Prap.g_00269	Syai.g_01474
OG0001117	Prap.g_00270	Syai.g_01473
OG0001118	Prap.g_00271	Syai.g_01472
OG0001119	Prap.g_00272	Syai.g_01470
OG0001120	Prap.g_00274	Syai.g_01466
OG0001122	Prap.g_00294	Syai.g_01437
OG0001123	Prap.g_00300	Syai.g_01430
OG0001124	Prap.g_00302	Syai.g_01428
OG0001125	Prap.g_00304	Syai.g_01426
OG0001126	Prap.g_00697	Syai.g_02021
OG0001127	Prap.g_00698	Syai.g_02020
OG0001128	Prap.g_00700	Syai.g_02017
OG0001129	Prap.g_00701	Syai.g_02015
OG0001130	Prap.g_00702	Syai.g_02014
OG0001131	Prap.g_01345	Syai.g_01281
OG0001132	Prap.g_00020	Syai.g_01620
OG0001133	Prap.g_00058	Syai.g_01072
OG0001134	Prap.g_01883	Syai.g_01745
OG0001136	Prap.g_00459	Syai.g_02146
OG0001137	Prap.g_00447	Syai.g_02126
OG0001138	Prap.g_00426	Syai.g_01763
OG0001139	Prap.g_00424	Syai.g_01765
OG0001140	Prap.g_00423	Syai.g_01766
OG0001141	Prap.g_00422	Syai.g_01767
OG0001142	Prap.g_00421	Syai.g_01768
OG0001143	Prap.g_00414	Syai.g_01778
OG0001144	Prap.g_00409	Syai.g_01788
OG0001145	Prap.g_00553	Syai.g_02165
OG0001146	Prap.g_00565	Syai.g_02185
OG0001147	Prap.g_00585	Syai.g_00869
OG0001148	Prap.g_00061	Syai.g_00626
OG0001149	Prap.g_00062	Syai.g_00625
OG0001150	Prap.g_00063	Syai.g_00624
OG0001151	Prap.g_00074	Syai.g_00611
OG0001152	Prap.g_00075	Syai.g_00610
OG0001153	Prap.g_00153	Syai.g_00903
OG0001154	Prap.g_00154	Syai.g_00901
OG0001155	Prap.g_00171	Syai.g_02298
OG0001156	Prap.g_00174	Syai.g_02301
OG0001157	Prap.g_00175	Syai.g_02302
OG0001158	Prap.g_00176	Syai.g_02303
OG0001159	Prap.g_00177	Syai.g_02304
OG0001160	Prap.g_00203	Syai.g_02355
OG0001161	Prap.g_01836	Syai.g_02803
OG0001162	Prap.g_01907	Syai.g_01374
OG0001163	Prap.g_01788	Syai.g_02363
OG0001164	Prap.g_01784	Syai.g_02369
OG0001165	Prap.g_01781	Syai.g_02374
OG0001166	Prap.g_01760	Syai.g_02400
OG0001167	Prap.g_01742	Syai.g_02254
OG0001168	Prap.g_01740	Syai.g_02256
OG0001169	Prap.g_01738	Syai.g_02258
