Orthogroup	Prap	Syal
OG0000588	Prap.g_01149	Syal.g_02717
OG0000589	Prap.g_01147	Syal.g_02714
OG0000590	Prap.g_01146	Syal.g_02713
OG0000591	Prap.g_01142	Syal.g_02707
OG0000592	Prap.g_01141	Syal.g_02706
OG0000593	Prap.g_00395	Syal.g_02640
OG0000594	Prap.g_00394	Syal.g_02639
OG0000595	Prap.g_00393	Syal.g_02638
OG0000596	Prap.g_00389	Syal.g_02633
OG0000597	Prap.g_00386	Syal.g_02630
OG0000598	Prap.g_00385	Syal.g_02629
OG0000599	Prap.g_00382	Syal.g_02622
OG0000600	Prap.g_00381	Syal.g_02621
OG0000601	Prap.g_00380	Syal.g_02620
OG0000602	Prap.g_00378	Syal.g_02615
OG0000603	Prap.g_00377	Syal.g_02614
OG0000604	Prap.g_00376	Syal.g_02612
OG0000605	Prap.g_00375	Syal.g_02516
OG0000606	Prap.g_00372	Syal.g_02174
OG0000607	Prap.g_00369	Syal.g_02177
OG0000608	Prap.g_00368	Syal.g_02178
OG0000609	Prap.g_00367	Syal.g_02180
OG0000610	Prap.g_00361	Syal.g_02198
OG0000611	Prap.g_00358	Syal.g_02201
OG0000612	Prap.g_00357	Syal.g_02202
OG0000613	Prap.g_00828	Syal.g_01325
OG0000614	Prap.g_00807	Syal.g_01794
OG0000615	Prap.g_00796	Syal.g_02256
OG0000616	Prap.g_01489	Syal.g_00079
OG0000617	Prap.g_00341	Syal.g_01866
OG0000618	Prap.g_00340	Syal.g_01867
OG0000619	Prap.g_00339	Syal.g_02417
OG0000620	Prap.g_00336	Syal.g_02422
OG0000621	Prap.g_00335	Syal.g_02423
OG0000622	Prap.g_00334	Syal.g_02424
OG0000623	Prap.g_00333	Syal.g_02425
OG0000624	Prap.g_00331	Syal.g_02427
OG0000625	Prap.g_00330	Syal.g_02428
OG0000626	Prap.g_00329	Syal.g_02429
OG0000627	Prap.g_00328	Syal.g_02048
OG0000628	Prap.g_00327	Syal.g_02047
OG0000629	Prap.g_00326	Syal.g_02044
OG0000630	Prap.g_00323	Syal.g_02040
OG0000631	Prap.g_00683	Syal.g_02031
OG0000632	Prap.g_00682	Syal.g_02030
OG0000633	Prap.g_00681	Syal.g_02029
OG0000634	Prap.g_00787	Syal.g_02410
OG0000635	Prap.g_00786	Syal.g_02411
OG0000636	Prap.g_00784	Syal.g_02413
OG0000637	Prap.g_00782	Syal.g_02415
OG0000638	Prap.g_00781	Syal.g_02416
OG0000639	Prap.g_00780	Syal.g_01868
OG0000640	Prap.g_00779	Syal.g_01869
OG0000641	Prap.g_00775	Syal.g_01873
OG0000642	Prap.g_00774	Syal.g_01874
OG0000643	Prap.g_00773	Syal.g_01875
OG0000644	Prap.g_00772	Syal.g_01876
OG0000645	Prap.g_00771	Syal.g_01878
OG0000646	Prap.g_00769	Syal.g_01881
OG0000647	Prap.g_00767	Syal.g_01883
OG0000648	Prap.g_00765	Syal.g_02438
OG0000649	Prap.g_00764	Syal.g_02439
OG0000650	Prap.g_00763	Syal.g_02440
OG0000651	Prap.g_00762	Syal.g_02441
OG0000652	Prap.g_00761	Syal.g_02442
OG0000653	Prap.g_00759	Syal.g_02444
OG0000654	Prap.g_00758	Syal.g_02445
OG0000655	Prap.g_00757	Syal.g_02446
OG0000656	Prap.g_00754	Syal.g_02449
OG0000657	Prap.g_00746	Syal.g_02460
OG0000658	Prap.g_00744	Syal.g_02465
OG0000659	Prap.g_00743	Syal.g_02466
OG0000660	Prap.g_00739	Syal.g_02470
OG0000661	Prap.g_00737	Syal.g_02472
OG0000662	Prap.g_00735	Syal.g_02474
OG0000663	Prap.g_00733	Syal.g_02477
OG0000664	Prap.g_00732	Syal.g_02478
OG0000665	Prap.g_00726	Syal.g_02593
OG0000666	Prap.g_00725	Syal.g_02605
OG0000667	Prap.g_00721	Syal.g_02192
OG0000668	Prap.g_00660	Syal.g_01920
OG0000669	Prap.g_00869	Syal.g_02295
OG0000670	Prap.g_00866	Syal.g_02956
OG0000671	Prap.g_00863	Syal.g_02291
OG0000672	Prap.g_00860	Syal.g_02288
OG0000673	Prap.g_00857	Syal.g_02285
OG0000674	Prap.g_00855	Syal.g_02283
OG0000675	Prap.g_00854	Syal.g_02282
OG0000676	Prap.g_00852	Syal.g_02272
OG0000677	Prap.g_00851	Syal.g_02271
OG0000678	Prap.g_00849	Syal.g_02264
OG0000679	Prap.g_00845	Syal.g_02252
OG0000680	Prap.g_00844	Syal.g_02251
OG0000681	Prap.g_00841	Syal.g_02248
OG0000682	Prap.g_00840	Syal.g_02247
OG0000683	Prap.g_00839	Syal.g_02246
OG0000684	Prap.g_00837	Syal.g_02242
OG0000685	Prap.g_00835	Syal.g_02240
OG0000686	Prap.g_00834	Syal.g_02239
OG0000687	Prap.g_00833	Syal.g_02237
OG0000688	Prap.g_00353	Syal.g_02225
OG0000689	Prap.g_00352	Syal.g_02223
OG0000690	Prap.g_00351	Syal.g_02222
OG0000691	Prap.g_00350	Syal.g_02221
OG0000692	Prap.g_00348	Syal.g_02220
OG0000693	Prap.g_00347	Syal.g_02218
OG0000694	Prap.g_00346	Syal.g_02217
OG0000695	Prap.g_00679	Syal.g_02027
OG0000696	Prap.g_00678	Syal.g_02026
OG0000697	Prap.g_00677	Syal.g_02025
OG0000698	Prap.g_00239	Syal.g_02022
OG0000699	Prap.g_00240	Syal.g_02021
OG0000700	Prap.g_00241	Syal.g_02020
OG0000701	Prap.g_00242	Syal.g_02019
OG0000702	Prap.g_00244	Syal.g_02011
OG0000703	Prap.g_00245	Syal.g_02010
OG0000704	Prap.g_00247	Syal.g_02008
OG0000705	Prap.g_00250	Syal.g_01999
OG0000706	Prap.g_00251	Syal.g_01998
OG0000707	Prap.g_00252	Syal.g_01997
OG0000708	Prap.g_00254	Syal.g_01994
OG0000709	Prap.g_00258	Syal.g_01986
OG0000710	Prap.g_00261	Syal.g_01982
OG0000711	Prap.g_00279	Syal.g_01954
OG0000712	Prap.g_00280	Syal.g_01952
OG0000713	Prap.g_00281	Syal.g_01951
OG0000714	Prap.g_00282	Syal.g_01948
OG0000715	Prap.g_00284	Syal.g_01934
OG0000716	Prap.g_00286	Syal.g_01930
OG0000717	Prap.g_00287	Syal.g_01929
OG0000718	Prap.g_00291	Syal.g_01925
OG0000719	Prap.g_00293	Syal.g_01922
OG0000720	Prap.g_00305	Syal.g_01908
OG0000721	Prap.g_00309	Syal.g_01906
OG0000722	Prap.g_00310	Syal.g_01905
OG0000723	Prap.g_00314	Syal.g_02433
OG0000724	Prap.g_00703	Syal.g_01829
OG0000725	Prap.g_00709	Syal.g_01820
OG0000726	Prap.g_00710	Syal.g_01819
OG0000727	Prap.g_00711	Syal.g_01818
OG0000728	Prap.g_00713	Syal.g_01816
OG0000729	Prap.g_00539	Syal.g_01510
OG0000730	Prap.g_00498	Syal.g_00345
OG0000731	Prap.g_01366	Syal.g_00356
OG0000732	Prap.g_01538	Syal.g_00149
OG0000733	Prap.g_01882	Syal.g_01105
OG0000734	Prap.g_00472	Syal.g_00828
OG0000735	Prap.g_00470	Syal.g_01627
OG0000736	Prap.g_00469	Syal.g_01628
OG0000737	Prap.g_00468	Syal.g_01629
OG0000738	Prap.g_00464	Syal.g_01634
OG0000739	Prap.g_00463	Syal.g_01645
OG0000740	Prap.g_00462	Syal.g_01646
OG0000741	Prap.g_00460	Syal.g_01649
OG0000742	Prap.g_00457	Syal.g_01652
OG0000743	Prap.g_00455	Syal.g_01654
OG0000744	Prap.g_00454	Syal.g_01655
OG0000745	Prap.g_00453	Syal.g_01657
OG0000746	Prap.g_00451	Syal.g_01659
OG0000747	Prap.g_00450	Syal.g_01660
OG0000748	Prap.g_00446	Syal.g_01674
OG0000749	Prap.g_00445	Syal.g_01675
OG0000750	Prap.g_00444	Syal.g_01676
OG0000751	Prap.g_00441	Syal.g_01688
OG0000752	Prap.g_00439	Syal.g_01690
OG0000753	Prap.g_00437	Syal.g_01693
OG0000754	Prap.g_00434	Syal.g_01698
OG0000755	Prap.g_00428	Syal.g_01707
OG0000756	Prap.g_00427	Syal.g_01708
OG0000757	Prap.g_00420	Syal.g_01715
OG0000758	Prap.g_00419	Syal.g_01716
OG0000759	Prap.g_00418	Syal.g_01717
OG0000760	Prap.g_00417	Syal.g_01718
OG0000761	Prap.g_00416	Syal.g_01719
OG0000762	Prap.g_00415	Syal.g_01721
OG0000763	Prap.g_00413	Syal.g_01723
OG0000764	Prap.g_00412	Syal.g_01724
OG0000765	Prap.g_00404	Syal.g_01768
OG0000766	Prap.g_00403	Syal.g_01767
OG0000767	Prap.g_00401	Syal.g_01765
OG0000768	Prap.g_00400	Syal.g_01764
OG0000769	Prap.g_00398	Syal.g_01762
OG0000770	Prap.g_01136	Syal.g_01758
OG0000771	Prap.g_00217	Syal.g_01835
OG0000772	Prap.g_01853	Syal.g_01641
OG0000773	Prap.g_00552	Syal.g_01618
OG0000774	Prap.g_00554	Syal.g_01610
OG0000775	Prap.g_00556	Syal.g_01608
OG0000776	Prap.g_00557	Syal.g_01607
OG0000777	Prap.g_00558	Syal.g_01606
OG0000778	Prap.g_00559	Syal.g_01605
OG0000779	Prap.g_00563	Syal.g_01599
OG0000780	Prap.g_00564	Syal.g_01594
OG0000781	Prap.g_00568	Syal.g_01590
OG0000782	Prap.g_00569	Syal.g_01589
OG0000783	Prap.g_00570	Syal.g_01588
OG0000784	Prap.g_00571	Syal.g_01587
OG0000785	Prap.g_00573	Syal.g_01585
OG0000786	Prap.g_00576	Syal.g_01579
OG0000787	Prap.g_00577	Syal.g_01578
OG0000788	Prap.g_01268	Syal.g_02619
OG0000789	Prap.g_00220	Syal.g_02598
OG0000790	Prap.g_00064	Syal.g_02883
OG0000791	Prap.g_00066	Syal.g_02882
OG0000792	Prap.g_00067	Syal.g_02881
OG0000793	Prap.g_00070	Syal.g_02876
OG0000794	Prap.g_00071	Syal.g_02875
OG0000795	Prap.g_00072	Syal.g_02874
OG0000796	Prap.g_00076	Syal.g_02870
OG0000797	Prap.g_00077	Syal.g_02869
OG0000798	Prap.g_00004	Syal.g_01372
OG0000799	Prap.g_00104	Syal.g_01547
OG0000800	Prap.g_00105	Syal.g_01542
OG0000801	Prap.g_00106	Syal.g_01541
OG0000802	Prap.g_00108	Syal.g_01536
OG0000803	Prap.g_00110	Syal.g_00040
OG0000804	Prap.g_00111	Syal.g_00036
OG0000805	Prap.g_00113	Syal.g_00030
OG0000806	Prap.g_00115	Syal.g_00028
OG0000807	Prap.g_00116	Syal.g_00026
OG0000808	Prap.g_00117	Syal.g_00025
OG0000809	Prap.g_00119	Syal.g_00022
OG0000810	Prap.g_00120	Syal.g_00021
OG0000811	Prap.g_00124	Syal.g_00380
OG0000812	Prap.g_00126	Syal.g_00382
OG0000813	Prap.g_00127	Syal.g_00383
OG0000814	Prap.g_00129	Syal.g_00385
OG0000815	Prap.g_00130	Syal.g_00391
OG0000816	Prap.g_00132	Syal.g_00393
OG0000817	Prap.g_00133	Syal.g_00394
OG0000818	Prap.g_00138	Syal.g_00401
OG0000819	Prap.g_00139	Syal.g_00402
OG0000820	Prap.g_00140	Syal.g_00403
OG0000821	Prap.g_00144	Syal.g_00409
OG0000822	Prap.g_00145	Syal.g_00411
OG0000823	Prap.g_00146	Syal.g_00412
OG0000824	Prap.g_00149	Syal.g_00417
OG0000825	Prap.g_00150	Syal.g_00418
OG0000826	Prap.g_00151	Syal.g_00419
OG0000827	Prap.g_00152	Syal.g_00420
OG0000828	Prap.g_00155	Syal.g_00423
OG0000829	Prap.g_00156	Syal.g_00424
OG0000830	Prap.g_00157	Syal.g_00425
OG0000831	Prap.g_00159	Syal.g_00427
OG0000832	Prap.g_00169	Syal.g_02967
OG0000833	Prap.g_00178	Syal.g_02976
OG0000834	Prap.g_00179	Syal.g_02979
OG0000835	Prap.g_00180	Syal.g_02980
OG0000836	Prap.g_00181	Syal.g_02983
OG0000837	Prap.g_00182	Syal.g_02984
OG0000838	Prap.g_00184	Syal.g_02988
OG0000839	Prap.g_00185	Syal.g_02989
OG0000840	Prap.g_00186	Syal.g_02990
OG0000841	Prap.g_00187	Syal.g_02991
OG0000842	Prap.g_00188	Syal.g_02992
OG0000843	Prap.g_00189	Syal.g_02993
OG0000844	Prap.g_00190	Syal.g_02995
OG0000845	Prap.g_00191	Syal.g_02996
OG0000846	Prap.g_00192	Syal.g_02997
OG0000847	Prap.g_00193	Syal.g_02998
OG0000848	Prap.g_00194	Syal.g_03000
OG0000849	Prap.g_00195	Syal.g_03001
OG0000850	Prap.g_00197	Syal.g_03008
OG0000851	Prap.g_00198	Syal.g_00561
OG0000852	Prap.g_00199	Syal.g_00562
OG0000853	Prap.g_00205	Syal.g_00566
OG0000854	Prap.g_00207	Syal.g_00568
OG0000855	Prap.g_00208	Syal.g_00569
OG0000856	Prap.g_01139	Syal.g_02704
OG0000857	Prap.g_00768	Syal.g_01882
OG0000858	Prap.g_01786	Syal.g_00576
OG0000859	Prap.g_01785	Syal.g_00577
OG0000860	Prap.g_01777	Syal.g_00589
OG0000861	Prap.g_01776	Syal.g_00590
OG0000862	Prap.g_01775	Syal.g_00591
OG0000863	Prap.g_01773	Syal.g_00594
OG0000864	Prap.g_01772	Syal.g_00595
OG0000865	Prap.g_01771	Syal.g_00596
OG0000866	Prap.g_01770	Syal.g_00597
OG0000867	Prap.g_01769	Syal.g_00598
OG0000868	Prap.g_01767	Syal.g_00604
OG0000869	Prap.g_01764	Syal.g_00609
OG0000870	Prap.g_01759	Syal.g_00614
OG0000871	Prap.g_01758	Syal.g_00615
OG0000872	Prap.g_01757	Syal.g_00621
OG0000873	Prap.g_01753	Syal.g_00624
OG0000874	Prap.g_01750	Syal.g_00627
OG0000875	Prap.g_01749	Syal.g_00629
OG0000876	Prap.g_01748	Syal.g_00631
OG0000877	Prap.g_01746	Syal.g_00633
OG0000878	Prap.g_01745	Syal.g_00634
OG0000879	Prap.g_01744	Syal.g_00635
OG0000880	Prap.g_01743	Syal.g_00636
OG0000881	Prap.g_01739	Syal.g_00641
OG0000882	Prap.g_01734	Syal.g_00646
OG0000883	Prap.g_01732	Syal.g_00648
OG0000884	Prap.g_01730	Syal.g_00650
OG0000885	Prap.g_01729	Syal.g_00651
OG0000886	Prap.g_01728	Syal.g_00652
OG0000887	Prap.g_01727	Syal.g_00653
OG0000888	Prap.g_01725	Syal.g_00655
OG0000889	Prap.g_01723	Syal.g_00657
OG0000890	Prap.g_01722	Syal.g_00663
OG0000891	Prap.g_01721	Syal.g_00664
OG0000892	Prap.g_01719	Syal.g_00668
OG0000893	Prap.g_01715	Syal.g_00193
OG0000894	Prap.g_01712	Syal.g_00196
OG0000895	Prap.g_01708	Syal.g_00200
OG0000896	Prap.g_01707	Syal.g_00201
OG0000897	Prap.g_01705	Syal.g_00203
OG0000898	Prap.g_01704	Syal.g_00204
OG0000899	Prap.g_01703	Syal.g_00205
OG0000900	Prap.g_01702	Syal.g_00206
OG0000901	Prap.g_01699	Syal.g_00211
OG0000902	Prap.g_01697	Syal.g_00213
OG0000903	Prap.g_01693	Syal.g_00227
OG0000904	Prap.g_01689	Syal.g_00222
OG0000905	Prap.g_01695	Syal.g_00217
OG0000906	Prap.g_01696	Syal.g_00215
OG0000907	Prap.g_01686	Syal.g_00229
OG0000908	Prap.g_01683	Syal.g_00232
OG0000909	Prap.g_01682	Syal.g_00233
OG0000910	Prap.g_01681	Syal.g_00234
OG0000911	Prap.g_01679	Syal.g_00237
OG0000912	Prap.g_01678	Syal.g_00238
OG0000913	Prap.g_01677	Syal.g_00239
OG0000914	Prap.g_01676	Syal.g_00240
OG0000915	Prap.g_01675	Syal.g_00241
OG0000916	Prap.g_01674	Syal.g_00242
OG0000917	Prap.g_01673	Syal.g_00243
OG0000918	Prap.g_01672	Syal.g_00244
OG0000919	Prap.g_01671	Syal.g_00245
OG0000920	Prap.g_01670	Syal.g_00246
OG0000921	Prap.g_01669	Syal.g_00247
OG0000922	Prap.g_01668	Syal.g_00248
OG0000923	Prap.g_01664	Syal.g_00252
OG0000924	Prap.g_01663	Syal.g_00253
OG0000925	Prap.g_01662	Syal.g_00254
OG0000926	Prap.g_01661	Syal.g_00255
OG0000927	Prap.g_01659	Syal.g_00257
OG0000928	Prap.g_01658	Syal.g_00258
OG0000929	Prap.g_01657	Syal.g_00259
OG0000930	Prap.g_01656	Syal.g_00260
OG0000931	Prap.g_01655	Syal.g_00261
OG0000932	Prap.g_01654	Syal.g_00262
OG0000933	Prap.g_01650	Syal.g_00268
OG0000934	Prap.g_01647	Syal.g_00270
OG0000935	Prap.g_01646	Syal.g_00271
OG0000936	Prap.g_01645	Syal.g_00272
OG0000937	Prap.g_01644	Syal.g_00273
OG0000938	Prap.g_01641	Syal.g_00276
OG0000939	Prap.g_01640	Syal.g_00277
OG0000940	Prap.g_01633	Syal.g_00285
OG0000941	Prap.g_01631	Syal.g_00287
OG0000942	Prap.g_01629	Syal.g_00289
OG0000943	Prap.g_01628	Syal.g_00290
OG0000944	Prap.g_01626	Syal.g_00292
OG0000945	Prap.g_01625	Syal.g_00294
OG0000946	Prap.g_01620	Syal.g_00301
OG0000947	Prap.g_01618	Syal.g_00304
OG0000948	Prap.g_01617	Syal.g_00305
OG0000949	Prap.g_01614	Syal.g_01341
OG0000950	Prap.g_01607	Syal.g_01348
OG0000951	Prap.g_01603	Syal.g_01353
OG0000952	Prap.g_01599	Syal.g_01363
OG0000953	Prap.g_01595	Syal.g_01435
OG0000954	Prap.g_01591	Syal.g_01443
OG0000955	Prap.g_01590	Syal.g_01444
OG0000956	Prap.g_01588	Syal.g_01446
OG0000957	Prap.g_01582	Syal.g_01457
OG0000958	Prap.g_01581	Syal.g_01458
OG0000959	Prap.g_01577	Syal.g_01482
OG0000960	Prap.g_01576	Syal.g_01483
OG0000961	Prap.g_01573	Syal.g_01507
OG0000962	Prap.g_01571	Syal.g_01509
OG0000963	Prap.g_01567	Syal.g_01514
OG0000964	Prap.g_01566	Syal.g_01515
OG0000965	Prap.g_01565	Syal.g_01516
OG0000966	Prap.g_01559	Syal.g_00176
OG0000967	Prap.g_01555	Syal.g_00171
OG0000968	Prap.g_01553	Syal.g_00169
OG0000969	Prap.g_01552	Syal.g_00167
OG0000970	Prap.g_01551	Syal.g_00166
OG0000971	Prap.g_01550	Syal.g_00164
OG0000972	Prap.g_01549	Syal.g_00163
OG0000973	Prap.g_01548	Syal.g_00162
OG0000974	Prap.g_01547	Syal.g_00161
OG0000975	Prap.g_01546	Syal.g_00160
OG0000976	Prap.g_01545	Syal.g_00159
OG0000977	Prap.g_01544	Syal.g_00157
OG0000978	Prap.g_01543	Syal.g_00156
OG0000979	Prap.g_01541	Syal.g_00153
OG0000980	Prap.g_01539	Syal.g_00150
OG0000981	Prap.g_01536	Syal.g_00147
OG0000982	Prap.g_01534	Syal.g_01068
OG0000983	Prap.g_01533	Syal.g_01069
OG0000984	Prap.g_01532	Syal.g_01070
OG0000985	Prap.g_01529	Syal.g_01074
OG0000986	Prap.g_01527	Syal.g_01076
OG0000987	Prap.g_01526	Syal.g_01080
OG0000988	Prap.g_01523	Syal.g_01086
OG0000989	Prap.g_01519	Syal.g_01098
OG0000990	Prap.g_01515	Syal.g_01118
OG0000991	Prap.g_01514	Syal.g_01120
OG0000992	Prap.g_01511	Syal.g_01122
OG0000993	Prap.g_01510	Syal.g_01123
OG0000994	Prap.g_01509	Syal.g_01127
OG0000995	Prap.g_01505	Syal.g_01132
OG0000996	Prap.g_01504	Syal.g_01162
OG0000997	Prap.g_01501	Syal.g_01171
OG0000998	Prap.g_01499	Syal.g_01173
OG0000999	Prap.g_01498	Syal.g_01174
OG0001000	Prap.g_01495	Syal.g_01177
OG0001001	Prap.g_01492	Syal.g_01182
OG0001002	Prap.g_01874	Syal.g_00082
OG0001003	Prap.g_01873	Syal.g_00084
OG0001004	Prap.g_01872	Syal.g_00085
OG0001005	Prap.g_01871	Syal.g_00087
OG0001006	Prap.g_00056	Syal.g_00094
OG0001007	Prap.g_00054	Syal.g_00096
OG0001008	Prap.g_01329	Syal.g_00524
OG0001009	Prap.g_00928	Syal.g_00129
OG0001010	Prap.g_00927	Syal.g_00130
OG0001011	Prap.g_00925	Syal.g_00131
OG0001012	Prap.g_00911	Syal.g_01064
OG0001013	Prap.g_00904	Syal.g_01026
OG0001014	Prap.g_00901	Syal.g_01022
OG0001015	Prap.g_00899	Syal.g_01021
OG0001016	Prap.g_00877	Syal.g_00756
OG0001017	Prap.g_01100	Syal.g_00762
OG0001018	Prap.g_01098	Syal.g_00764
OG0001019	Prap.g_01089	Syal.g_00785
OG0001020	Prap.g_01088	Syal.g_00796
OG0001021	Prap.g_01087	Syal.g_00800
OG0001022	Prap.g_01084	Syal.g_00805
OG0001023	Prap.g_01083	Syal.g_00806
OG0001024	Prap.g_01079	Syal.g_00810
OG0001025	Prap.g_01072	Syal.g_00817
OG0001026	Prap.g_01063	Syal.g_00830
OG0001027	Prap.g_01062	Syal.g_00834
OG0001028	Prap.g_01060	Syal.g_00836
OG0001029	Prap.g_01059	Syal.g_00838
OG0001030	Prap.g_01043	Syal.g_00860
OG0001031	Prap.g_00983	Syal.g_00936
OG0001032	Prap.g_00982	Syal.g_00938
OG0001033	Prap.g_00961	Syal.g_00972
OG0001034	Prap.g_01476	Syal.g_00684
OG0001035	Prap.g_01456	Syal.g_01226
OG0001036	Prap.g_01452	Syal.g_01231
OG0001037	Prap.g_01451	Syal.g_01233
OG0001038	Prap.g_01432	Syal.g_01261
OG0001039	Prap.g_01429	Syal.g_01264
OG0001040	Prap.g_01427	Syal.g_01267
OG0001041	Prap.g_01422	Syal.g_01272
OG0001042	Prap.g_01405	Syal.g_01300
OG0001043	Prap.g_01404	Syal.g_01304
OG0001044	Prap.g_01373	Syal.g_00346
OG0001045	Prap.g_01364	Syal.g_00359
OG0001046	Prap.g_01827	Syal.g_01967
OG0001047	Prap.g_01327	Syal.g_00522
OG0001048	Prap.g_01326	Syal.g_00521
OG0001049	Prap.g_01324	Syal.g_00518
OG0001050	Prap.g_01323	Syal.g_00517
OG0001051	Prap.g_01322	Syal.g_00516
OG0001052	Prap.g_01296	Syal.g_00467
OG0001053	Prap.g_01284	Syal.g_02900
OG0001054	Prap.g_01269	Syal.g_02919
OG0001055	Prap.g_01250	Syal.g_02940
OG0001056	Prap.g_01233	Syal.g_02833
OG0001057	Prap.g_01228	Syal.g_01574
OG0001058	Prap.g_01220	Syal.g_02812
OG0001059	Prap.g_01216	Syal.g_02808
OG0001060	Prap.g_01210	Syal.g_02801
OG0001061	Prap.g_01195	Syal.g_02783
OG0001062	Prap.g_01193	Syal.g_02781
OG0001063	Prap.g_01191	Syal.g_02776
OG0001064	Prap.g_01190	Syal.g_02775
OG0001065	Prap.g_01189	Syal.g_02774
OG0001066	Prap.g_01188	Syal.g_02773
OG0001067	Prap.g_01187	Syal.g_02772
OG0001068	Prap.g_01186	Syal.g_02771
OG0001069	Prap.g_01185	Syal.g_02770
OG0001070	Prap.g_01181	Syal.g_02766
OG0001071	Prap.g_01180	Syal.g_02765
OG0001072	Prap.g_01178	Syal.g_02761
OG0001073	Prap.g_01164	Syal.g_02746
OG0001074	Prap.g_01152	Syal.g_02575
OG0001075	Prap.g_01151	Syal.g_02726
OG0001076	Prap.g_01144	Syal.g_02712
OG0001077	Prap.g_01138	Syal.g_02702
OG0001078	Prap.g_00391	Syal.g_02635
OG0001079	Prap.g_00379	Syal.g_02618
OG0001080	Prap.g_00373	Syal.g_02514
OG0001081	Prap.g_00371	Syal.g_02175
OG0001082	Prap.g_00370	Syal.g_02176
OG0001083	Prap.g_00365	Syal.g_02184
OG0001084	Prap.g_00364	Syal.g_02187
OG0001085	Prap.g_00831	Syal.g_02206
OG0001086	Prap.g_00830	Syal.g_02208
OG0001087	Prap.g_00812	Syal.g_01782
OG0001088	Prap.g_00811	Syal.g_01785
OG0001089	Prap.g_00800	Syal.g_01811
OG0001090	Prap.g_00790	Syal.g_01859
OG0001091	Prap.g_00344	Syal.g_01862
OG0001092	Prap.g_00343	Syal.g_01864
OG0001093	Prap.g_00338	Syal.g_02419
OG0001094	Prap.g_00345	Syal.g_02216
OG0001095	Prap.g_00770	Syal.g_01879
OG0001096	Prap.g_00756	Syal.g_02447
OG0001097	Prap.g_00736	Syal.g_02473
OG0001098	Prap.g_00717	Syal.g_02083
OG0001099	Prap.g_00655	Syal.g_00837
OG0001100	Prap.g_00867	Syal.g_02293
OG0001101	Prap.g_00864	Syal.g_02292
OG0001102	Prap.g_00861	Syal.g_02289
OG0001103	Prap.g_00859	Syal.g_02287
OG0001104	Prap.g_00836	Syal.g_02241
OG0001105	Prap.g_00832	Syal.g_02236
OG0001106	Prap.g_00248	Syal.g_02007
OG0001107	Prap.g_00255	Syal.g_01993
OG0001108	Prap.g_00259	Syal.g_01985
OG0001109	Prap.g_00260	Syal.g_01983
OG0001110	Prap.g_00262	Syal.g_01981
OG0001111	Prap.g_00263	Syal.g_01979
OG0001112	Prap.g_00264	Syal.g_01977
OG0001113	Prap.g_00265	Syal.g_02244
OG0001114	Prap.g_00266	Syal.g_01976
OG0001115	Prap.g_00268	Syal.g_01972
OG0001116	Prap.g_00269	Syal.g_01970
OG0001117	Prap.g_00270	Syal.g_01969
OG0001118	Prap.g_00271	Syal.g_01968
OG0001119	Prap.g_00272	Syal.g_01966
OG0001120	Prap.g_00274	Syal.g_01962
OG0001122	Prap.g_00294	Syal.g_01921
OG0001123	Prap.g_00300	Syal.g_01913
OG0001124	Prap.g_00302	Syal.g_01911
OG0001125	Prap.g_00304	Syal.g_01909
OG0001126	Prap.g_00697	Syal.g_01837
OG0001127	Prap.g_00698	Syal.g_01836
OG0001128	Prap.g_00700	Syal.g_01833
OG0001129	Prap.g_00701	Syal.g_01831
OG0001130	Prap.g_00702	Syal.g_01830
OG0001131	Prap.g_01345	Syal.g_02260
OG0001132	Prap.g_00020	Syal.g_02553
OG0001133	Prap.g_00058	Syal.g_02710
OG0001134	Prap.g_01883	Syal.g_02506
OG0001136	Prap.g_00459	Syal.g_01650
OG0001137	Prap.g_00447	Syal.g_01673
OG0001138	Prap.g_00426	Syal.g_01709
OG0001139	Prap.g_00424	Syal.g_01711
OG0001140	Prap.g_00423	Syal.g_01712
OG0001141	Prap.g_00422	Syal.g_01713
OG0001142	Prap.g_00421	Syal.g_01714
OG0001143	Prap.g_00414	Syal.g_01722
OG0001144	Prap.g_00409	Syal.g_01736
OG0001145	Prap.g_00553	Syal.g_01614
OG0001146	Prap.g_00565	Syal.g_01593
OG0001147	Prap.g_00585	Syal.g_00458
OG0001148	Prap.g_00061	Syal.g_02886
OG0001149	Prap.g_00062	Syal.g_02885
OG0001150	Prap.g_00063	Syal.g_02884
OG0001151	Prap.g_00074	Syal.g_02872
OG0001152	Prap.g_00075	Syal.g_02871
OG0001153	Prap.g_00153	Syal.g_00421
OG0001154	Prap.g_00154	Syal.g_00422
OG0001155	Prap.g_00171	Syal.g_02969
OG0001156	Prap.g_00174	Syal.g_02972
OG0001157	Prap.g_00175	Syal.g_02973
OG0001158	Prap.g_00176	Syal.g_02974
OG0001159	Prap.g_00177	Syal.g_02975
OG0001160	Prap.g_00203	Syal.g_00564
OG0001161	Prap.g_01836	Syal.g_01104
OG0001162	Prap.g_01907	Syal.g_01577
OG0001163	Prap.g_01788	Syal.g_00573
OG0001164	Prap.g_01784	Syal.g_00579
OG0001165	Prap.g_01781	Syal.g_00584
OG0001166	Prap.g_01760	Syal.g_00613
OG0001167	Prap.g_01742	Syal.g_00638
OG0001168	Prap.g_01740	Syal.g_00640
OG0001169	Prap.g_01738	Syal.g_00642
OG0001170	Prap.g_01736	Syal.g_00644
OG0001172	Prap.g_01710	Syal.g_00198
