Orthogroup	Prap	Prag
OG0000584	Prap.g_01157	Prag.g_00588
OG0000585	Prap.g_01155	Prag.g_00590
OG0000586	Prap.g_01154	Prag.g_00591
OG0000587	Prap.g_01153	Prag.g_00592
OG0000588	Prap.g_01149	Prag.g_00596
OG0000589	Prap.g_01147	Prag.g_00599
OG0000590	Prap.g_01146	Prag.g_00600
OG0000591	Prap.g_01142	Prag.g_00603
OG0000592	Prap.g_01141	Prag.g_00604
OG0000593	Prap.g_00395	Prag.g_00610
OG0000594	Prap.g_00394	Prag.g_00611
OG0000595	Prap.g_00393	Prag.g_00612
OG0000596	Prap.g_00389	Prag.g_00616
OG0000597	Prap.g_00386	Prag.g_00618
OG0000598	Prap.g_00385	Prag.g_00619
OG0000599	Prap.g_00382	Prag.g_00622
OG0000600	Prap.g_00381	Prag.g_00623
OG0000601	Prap.g_00380	Prag.g_00624
OG0000602	Prap.g_00378	Prag.g_00626
OG0000603	Prap.g_00377	Prag.g_00627
OG0000604	Prap.g_00376	Prag.g_00628
OG0000605	Prap.g_00375	Prag.g_00629
OG0000606	Prap.g_00372	Prag.g_00632
OG0000607	Prap.g_00369	Prag.g_00635
OG0000608	Prap.g_00368	Prag.g_00636
OG0000609	Prap.g_00367	Prag.g_00637
OG0000610	Prap.g_00361	Prag.g_00642
OG0000611	Prap.g_00358	Prag.g_00645
OG0000612	Prap.g_00357	Prag.g_00646
OG0000613	Prap.g_00828	Prag.g_00651
OG0000614	Prap.g_00807	Prag.g_00670
OG0000615	Prap.g_00796	Prag.g_00678
OG0000616	Prap.g_01489	Prag.g_00682
OG0000617	Prap.g_00341	Prag.g_00698
OG0000618	Prap.g_00340	Prag.g_00699
OG0000619	Prap.g_00339	Prag.g_00700
OG0000620	Prap.g_00336	Prag.g_00703
OG0000621	Prap.g_00335	Prag.g_00704
OG0000622	Prap.g_00334	Prag.g_00705
OG0000623	Prap.g_00333	Prag.g_00706
OG0000624	Prap.g_00331	Prag.g_00707
OG0000625	Prap.g_00330	Prag.g_00708
OG0000626	Prap.g_00329	Prag.g_00709
OG0000627	Prap.g_00328	Prag.g_00710
OG0000628	Prap.g_00327	Prag.g_00711
OG0000629	Prap.g_00326	Prag.g_00712
OG0000630	Prap.g_00323	Prag.g_00715
OG0000631	Prap.g_00683	Prag.g_00797
OG0000632	Prap.g_00682	Prag.g_00798
OG0000633	Prap.g_00681	Prag.g_00799
OG0000634	Prap.g_00787	Prag.g_00802
OG0000635	Prap.g_00786	Prag.g_00803
OG0000636	Prap.g_00784	Prag.g_00805
OG0000637	Prap.g_00782	Prag.g_00807
OG0000638	Prap.g_00781	Prag.g_00808
OG0000639	Prap.g_00780	Prag.g_00809
OG0000640	Prap.g_00779	Prag.g_00810
OG0000641	Prap.g_00775	Prag.g_00814
OG0000642	Prap.g_00774	Prag.g_00815
OG0000643	Prap.g_00773	Prag.g_00816
OG0000644	Prap.g_00772	Prag.g_00817
OG0000645	Prap.g_00771	Prag.g_00818
OG0000646	Prap.g_00769	Prag.g_00820
OG0000647	Prap.g_00767	Prag.g_00821
OG0000648	Prap.g_00765	Prag.g_00823
OG0000649	Prap.g_00764	Prag.g_00824
OG0000650	Prap.g_00763	Prag.g_00825
OG0000651	Prap.g_00762	Prag.g_00826
OG0000652	Prap.g_00761	Prag.g_00827
OG0000653	Prap.g_00759	Prag.g_00829
OG0000654	Prap.g_00758	Prag.g_00830
OG0000655	Prap.g_00757	Prag.g_00831
OG0000656	Prap.g_00754	Prag.g_00834
OG0000657	Prap.g_00746	Prag.g_00840
OG0000658	Prap.g_00744	Prag.g_00841
OG0000659	Prap.g_00743	Prag.g_00842
OG0000660	Prap.g_00739	Prag.g_00846
OG0000661	Prap.g_00737	Prag.g_00848
OG0000662	Prap.g_00735	Prag.g_00850
OG0000663	Prap.g_00733	Prag.g_00852
OG0000664	Prap.g_00732	Prag.g_00853
OG0000665	Prap.g_00726	Prag.g_00857
OG0000666	Prap.g_00725	Prag.g_00858
OG0000667	Prap.g_00721	Prag.g_00862
OG0000668	Prap.g_00660	Prag.g_00892
OG0000669	Prap.g_00869	Prag.g_00898
OG0000670	Prap.g_00866	Prag.g_00900
OG0000671	Prap.g_00863	Prag.g_00902
OG0000672	Prap.g_00860	Prag.g_00904
OG0000673	Prap.g_00857	Prag.g_00907
OG0000674	Prap.g_00855	Prag.g_00909
OG0000675	Prap.g_00854	Prag.g_00910
OG0000676	Prap.g_00852	Prag.g_00912
OG0000677	Prap.g_00851	Prag.g_00913
OG0000678	Prap.g_00849	Prag.g_00915
OG0000679	Prap.g_00845	Prag.g_00919
OG0000680	Prap.g_00844	Prag.g_00920
OG0000681	Prap.g_00841	Prag.g_00922
OG0000682	Prap.g_00840	Prag.g_00923
OG0000683	Prap.g_00839	Prag.g_00924
OG0000684	Prap.g_00837	Prag.g_00926
OG0000685	Prap.g_00835	Prag.g_00928
OG0000686	Prap.g_00834	Prag.g_00929
OG0000687	Prap.g_00833	Prag.g_00930
OG0000688	Prap.g_00353	Prag.g_00933
OG0000689	Prap.g_00352	Prag.g_00934
OG0000690	Prap.g_00351	Prag.g_00935
OG0000691	Prap.g_00350	Prag.g_00936
OG0000692	Prap.g_00348	Prag.g_00938
OG0000693	Prap.g_00347	Prag.g_00939
OG0000694	Prap.g_00346	Prag.g_00940
OG0000695	Prap.g_00679	Prag.g_00942
OG0000696	Prap.g_00678	Prag.g_00943
OG0000697	Prap.g_00677	Prag.g_00944
OG0000698	Prap.g_00239	Prag.g_00947
OG0000699	Prap.g_00240	Prag.g_00948
OG0000700	Prap.g_00241	Prag.g_00949
OG0000701	Prap.g_00242	Prag.g_00950
OG0000702	Prap.g_00244	Prag.g_00952
OG0000703	Prap.g_00245	Prag.g_00953
OG0000704	Prap.g_00247	Prag.g_00954
OG0000705	Prap.g_00250	Prag.g_00958
OG0000706	Prap.g_00251	Prag.g_00959
OG0000707	Prap.g_00252	Prag.g_00960
OG0000708	Prap.g_00254	Prag.g_00961
OG0000709	Prap.g_00258	Prag.g_00965
OG0000710	Prap.g_00261	Prag.g_00968
OG0000711	Prap.g_00279	Prag.g_00985
OG0000712	Prap.g_00280	Prag.g_00987
OG0000713	Prap.g_00281	Prag.g_00988
OG0000714	Prap.g_00282	Prag.g_00989
OG0000715	Prap.g_00284	Prag.g_00991
OG0000716	Prap.g_00286	Prag.g_00993
OG0000717	Prap.g_00287	Prag.g_00994
OG0000718	Prap.g_00291	Prag.g_01005
OG0000719	Prap.g_00293	Prag.g_01007
OG0000720	Prap.g_00305	Prag.g_01016
OG0000721	Prap.g_00309	Prag.g_01018
OG0000722	Prap.g_00310	Prag.g_01019
OG0000723	Prap.g_00314	Prag.g_01022
OG0000724	Prap.g_00703	Prag.g_01031
OG0000725	Prap.g_00709	Prag.g_01037
OG0000726	Prap.g_00710	Prag.g_01038
OG0000727	Prap.g_00711	Prag.g_01039
OG0000728	Prap.g_00713	Prag.g_01041
OG0000729	Prap.g_00539	Prag.g_01087
OG0000730	Prap.g_00498	Prag.g_01091
OG0000731	Prap.g_01366	Prag.g_01095
OG0000732	Prap.g_01538	Prag.g_01102
OG0000733	Prap.g_01882	Prag.g_01121
OG0000734	Prap.g_00472	Prag.g_01138
OG0000735	Prap.g_00470	Prag.g_01140
OG0000736	Prap.g_00469	Prag.g_01141
OG0000737	Prap.g_00468	Prag.g_01142
OG0000738	Prap.g_00464	Prag.g_01146
OG0000739	Prap.g_00463	Prag.g_01147
OG0000740	Prap.g_00462	Prag.g_01148
OG0000741	Prap.g_00460	Prag.g_01149
OG0000742	Prap.g_00457	Prag.g_01152
OG0000743	Prap.g_00455	Prag.g_01154
OG0000744	Prap.g_00454	Prag.g_01155
OG0000745	Prap.g_00453	Prag.g_01156
OG0000746	Prap.g_00451	Prag.g_01158
OG0000747	Prap.g_00450	Prag.g_01159
OG0000748	Prap.g_00446	Prag.g_01162
OG0000749	Prap.g_00445	Prag.g_01163
OG0000750	Prap.g_00444	Prag.g_01164
OG0000751	Prap.g_00441	Prag.g_01166
OG0000752	Prap.g_00439	Prag.g_01168
OG0000753	Prap.g_00437	Prag.g_01171
OG0000754	Prap.g_00434	Prag.g_01174
OG0000755	Prap.g_00428	Prag.g_01177
OG0000756	Prap.g_00427	Prag.g_01178
OG0000757	Prap.g_00420	Prag.g_01184
OG0000758	Prap.g_00419	Prag.g_01185
OG0000759	Prap.g_00418	Prag.g_01186
OG0000760	Prap.g_00417	Prag.g_01187
OG0000761	Prap.g_00416	Prag.g_01188
OG0000762	Prap.g_00415	Prag.g_01189
OG0000763	Prap.g_00413	Prag.g_01191
OG0000764	Prap.g_00412	Prag.g_01192
OG0000765	Prap.g_00404	Prag.g_01201
OG0000766	Prap.g_00403	Prag.g_01202
OG0000767	Prap.g_00401	Prag.g_01204
OG0000768	Prap.g_00400	Prag.g_01205
OG0000769	Prap.g_00398	Prag.g_01207
OG0000770	Prap.g_01136	Prag.g_01209
OG0000771	Prap.g_00217	Prag.g_01219
OG0000772	Prap.g_01853	Prag.g_01328
OG0000773	Prap.g_00552	Prag.g_01344
OG0000774	Prap.g_00554	Prag.g_01346
OG0000775	Prap.g_00556	Prag.g_01350
OG0000776	Prap.g_00557	Prag.g_01351
OG0000777	Prap.g_00558	Prag.g_01352
OG0000778	Prap.g_00559	Prag.g_01353
OG0000779	Prap.g_00563	Prag.g_01357
OG0000780	Prap.g_00564	Prag.g_01358
OG0000781	Prap.g_00568	Prag.g_01361
OG0000782	Prap.g_00569	Prag.g_01362
OG0000783	Prap.g_00570	Prag.g_01363
OG0000784	Prap.g_00571	Prag.g_01364
OG0000785	Prap.g_00573	Prag.g_01366
OG0000786	Prap.g_00576	Prag.g_01368
OG0000787	Prap.g_00577	Prag.g_01369
OG0000788	Prap.g_01268	Prag.g_01376
OG0000789	Prap.g_00220	Prag.g_01379
OG0000790	Prap.g_00064	Prag.g_01394
OG0000791	Prap.g_00066	Prag.g_01396
OG0000792	Prap.g_00067	Prag.g_01397
OG0000793	Prap.g_00070	Prag.g_01400
OG0000794	Prap.g_00071	Prag.g_01401
OG0000795	Prap.g_00072	Prag.g_01402
OG0000796	Prap.g_00076	Prag.g_01406
OG0000797	Prap.g_00077	Prag.g_01407
OG0000798	Prap.g_00004	Prag.g_01430
OG0000799	Prap.g_00104	Prag.g_01470
OG0000800	Prap.g_00105	Prag.g_01471
OG0000801	Prap.g_00106	Prag.g_01472
OG0000802	Prap.g_00108	Prag.g_01474
OG0000803	Prap.g_00110	Prag.g_01476
OG0000804	Prap.g_00111	Prag.g_01477
OG0000805	Prap.g_00113	Prag.g_01479
OG0000806	Prap.g_00115	Prag.g_01481
OG0000807	Prap.g_00116	Prag.g_01482
OG0000808	Prap.g_00117	Prag.g_01483
OG0000809	Prap.g_00119	Prag.g_01486
OG0000810	Prap.g_00120	Prag.g_01487
OG0000811	Prap.g_00124	Prag.g_01493
OG0000812	Prap.g_00126	Prag.g_01495
OG0000813	Prap.g_00127	Prag.g_01496
OG0000814	Prap.g_00129	Prag.g_01498
OG0000815	Prap.g_00130	Prag.g_01499
OG0000816	Prap.g_00132	Prag.g_01501
OG0000817	Prap.g_00133	Prag.g_01502
OG0000818	Prap.g_00138	Prag.g_01507
OG0000819	Prap.g_00139	Prag.g_01508
OG0000820	Prap.g_00140	Prag.g_01509
OG0000821	Prap.g_00144	Prag.g_01512
OG0000822	Prap.g_00145	Prag.g_01513
OG0000823	Prap.g_00146	Prag.g_01514
OG0000824	Prap.g_00149	Prag.g_01517
OG0000825	Prap.g_00150	Prag.g_01518
OG0000826	Prap.g_00151	Prag.g_01519
OG0000827	Prap.g_00152	Prag.g_01520
OG0000828	Prap.g_00155	Prag.g_01524
OG0000829	Prap.g_00156	Prag.g_01525
OG0000830	Prap.g_00157	Prag.g_01526
OG0000831	Prap.g_00159	Prag.g_01528
OG0000832	Prap.g_00169	Prag.g_01534
OG0000833	Prap.g_00178	Prag.g_01542
OG0000834	Prap.g_00179	Prag.g_01543
OG0000835	Prap.g_00180	Prag.g_01544
OG0000836	Prap.g_00181	Prag.g_01545
OG0000837	Prap.g_00182	Prag.g_01546
OG0000838	Prap.g_00184	Prag.g_01548
OG0000839	Prap.g_00185	Prag.g_01549
OG0000840	Prap.g_00186	Prag.g_01550
OG0000841	Prap.g_00187	Prag.g_01551
OG0000842	Prap.g_00188	Prag.g_01552
OG0000843	Prap.g_00189	Prag.g_01553
OG0000844	Prap.g_00190	Prag.g_01554
OG0000845	Prap.g_00191	Prag.g_01555
OG0000846	Prap.g_00192	Prag.g_01556
OG0000847	Prap.g_00193	Prag.g_01557
OG0000848	Prap.g_00194	Prag.g_01558
OG0000849	Prap.g_00195	Prag.g_01559
OG0000850	Prap.g_00197	Prag.g_01561
OG0000851	Prap.g_00198	Prag.g_01562
OG0000852	Prap.g_00199	Prag.g_01563
OG0000853	Prap.g_00205	Prag.g_01567
OG0000854	Prap.g_00207	Prag.g_01569
OG0000855	Prap.g_00208	Prag.g_01570
OG0000856	Prap.g_01139	Prag.g_01583
OG0000857	Prap.g_00768	Prag.g_01611
OG0000858	Prap.g_01786	Prag.g_01663
OG0000859	Prap.g_01785	Prag.g_01664
OG0000860	Prap.g_01777	Prag.g_01671
OG0000861	Prap.g_01776	Prag.g_01672
OG0000862	Prap.g_01775	Prag.g_01673
OG0000863	Prap.g_01773	Prag.g_01675
OG0000864	Prap.g_01772	Prag.g_01676
OG0000865	Prap.g_01771	Prag.g_01677
OG0000866	Prap.g_01770	Prag.g_01678
OG0000867	Prap.g_01769	Prag.g_01679
OG0000868	Prap.g_01767	Prag.g_01680
OG0000869	Prap.g_01764	Prag.g_01684
OG0000870	Prap.g_01759	Prag.g_01689
OG0000871	Prap.g_01758	Prag.g_01690
OG0000872	Prap.g_01757	Prag.g_01691
OG0000873	Prap.g_01753	Prag.g_01694
OG0000874	Prap.g_01750	Prag.g_01697
OG0000875	Prap.g_01749	Prag.g_01698
OG0000876	Prap.g_01748	Prag.g_01699
OG0000877	Prap.g_01746	Prag.g_01701
OG0000878	Prap.g_01745	Prag.g_01702
OG0000879	Prap.g_01744	Prag.g_01703
OG0000880	Prap.g_01743	Prag.g_01704
OG0000881	Prap.g_01739	Prag.g_01708
OG0000882	Prap.g_01734	Prag.g_01713
OG0000883	Prap.g_01732	Prag.g_01715
OG0000884	Prap.g_01730	Prag.g_01717
OG0000885	Prap.g_01729	Prag.g_01718
OG0000886	Prap.g_01728	Prag.g_01719
OG0000887	Prap.g_01727	Prag.g_01720
OG0000888	Prap.g_01725	Prag.g_01722
OG0000889	Prap.g_01723	Prag.g_01724
OG0000890	Prap.g_01722	Prag.g_01725
OG0000891	Prap.g_01721	Prag.g_01726
OG0000892	Prap.g_01719	Prag.g_01728
OG0000893	Prap.g_01715	Prag.g_01732
OG0000894	Prap.g_01712	Prag.g_01734
OG0000895	Prap.g_01708	Prag.g_01737
OG0000896	Prap.g_01707	Prag.g_01738
OG0000897	Prap.g_01705	Prag.g_01740
OG0000898	Prap.g_01704	Prag.g_01741
OG0000899	Prap.g_01703	Prag.g_01742
OG0000900	Prap.g_01702	Prag.g_01743
OG0000901	Prap.g_01699	Prag.g_01746
OG0000902	Prap.g_01697	Prag.g_01748
OG0000903	Prap.g_01693	Prag.g_01751
OG0000904	Prap.g_01689	Prag.g_01753
OG0000905	Prap.g_01695	Prag.g_01757
OG0000906	Prap.g_01696	Prag.g_01758
OG0000907	Prap.g_01686	Prag.g_01762
OG0000908	Prap.g_01683	Prag.g_01765
OG0000909	Prap.g_01682	Prag.g_01766
OG0000910	Prap.g_01681	Prag.g_01767
OG0000911	Prap.g_01679	Prag.g_01769
OG0000912	Prap.g_01678	Prag.g_01770
OG0000913	Prap.g_01677	Prag.g_01771
OG0000914	Prap.g_01676	Prag.g_01772
OG0000915	Prap.g_01675	Prag.g_01773
OG0000916	Prap.g_01674	Prag.g_01774
OG0000917	Prap.g_01673	Prag.g_01775
OG0000918	Prap.g_01672	Prag.g_01776
OG0000919	Prap.g_01671	Prag.g_01777
OG0000920	Prap.g_01670	Prag.g_01778
OG0000921	Prap.g_01669	Prag.g_01779
OG0000922	Prap.g_01668	Prag.g_01780
OG0000923	Prap.g_01664	Prag.g_01784
OG0000924	Prap.g_01663	Prag.g_01785
OG0000925	Prap.g_01662	Prag.g_01786
OG0000926	Prap.g_01661	Prag.g_01787
OG0000927	Prap.g_01659	Prag.g_01789
OG0000928	Prap.g_01658	Prag.g_01790
OG0000929	Prap.g_01657	Prag.g_01791
OG0000930	Prap.g_01656	Prag.g_01792
OG0000931	Prap.g_01655	Prag.g_01793
OG0000932	Prap.g_01654	Prag.g_01794
OG0000933	Prap.g_01650	Prag.g_01798
OG0000934	Prap.g_01647	Prag.g_01800
OG0000935	Prap.g_01646	Prag.g_01801
OG0000936	Prap.g_01645	Prag.g_01802
OG0000937	Prap.g_01644	Prag.g_01803
OG0000938	Prap.g_01641	Prag.g_01805
OG0000939	Prap.g_01640	Prag.g_01806
OG0000940	Prap.g_01633	Prag.g_01813
OG0000941	Prap.g_01631	Prag.g_01815
OG0000942	Prap.g_01629	Prag.g_01817
OG0000943	Prap.g_01628	Prag.g_01818
OG0000944	Prap.g_01626	Prag.g_01819
OG0000945	Prap.g_01625	Prag.g_01820
OG0000946	Prap.g_01620	Prag.g_01824
OG0000947	Prap.g_01618	Prag.g_01826
OG0000948	Prap.g_01617	Prag.g_01827
OG0000949	Prap.g_01614	Prag.g_01830
OG0000950	Prap.g_01607	Prag.g_01835
OG0000951	Prap.g_01603	Prag.g_01839
OG0000952	Prap.g_01599	Prag.g_01843
OG0000953	Prap.g_01595	Prag.g_01846
OG0000954	Prap.g_01591	Prag.g_01850
OG0000955	Prap.g_01590	Prag.g_01851
OG0000956	Prap.g_01588	Prag.g_01853
OG0000957	Prap.g_01582	Prag.g_01859
OG0000958	Prap.g_01581	Prag.g_01860
OG0000959	Prap.g_01577	Prag.g_01864
OG0000960	Prap.g_01576	Prag.g_01865
OG0000961	Prap.g_01573	Prag.g_01867
OG0000962	Prap.g_01571	Prag.g_01869
OG0000963	Prap.g_01567	Prag.g_01873
OG0000964	Prap.g_01566	Prag.g_01874
OG0000965	Prap.g_01565	Prag.g_01875
OG0000966	Prap.g_01559	Prag.g_01882
OG0000967	Prap.g_01555	Prag.g_01886
OG0000968	Prap.g_01553	Prag.g_01888
OG0000969	Prap.g_01552	Prag.g_01889
OG0000970	Prap.g_01551	Prag.g_01890
OG0000971	Prap.g_01550	Prag.g_01891
OG0000972	Prap.g_01549	Prag.g_01892
OG0000973	Prap.g_01548	Prag.g_01893
OG0000974	Prap.g_01547	Prag.g_01894
OG0000975	Prap.g_01546	Prag.g_01895
OG0000976	Prap.g_01545	Prag.g_01896
OG0000977	Prap.g_01544	Prag.g_01897
OG0000978	Prap.g_01543	Prag.g_01898
OG0000979	Prap.g_01541	Prag.g_01901
OG0000980	Prap.g_01539	Prag.g_01903
OG0000981	Prap.g_01536	Prag.g_01905
OG0000982	Prap.g_01534	Prag.g_01907
OG0000983	Prap.g_01533	Prag.g_01908
OG0000984	Prap.g_01532	Prag.g_01909
OG0000985	Prap.g_01529	Prag.g_01912
OG0000986	Prap.g_01527	Prag.g_01914
OG0000987	Prap.g_01526	Prag.g_01915
OG0000988	Prap.g_01523	Prag.g_01918
OG0000989	Prap.g_01519	Prag.g_01922
OG0000990	Prap.g_01515	Prag.g_01925
OG0000991	Prap.g_01514	Prag.g_01926
OG0000992	Prap.g_01511	Prag.g_01928
OG0000993	Prap.g_01510	Prag.g_01929
OG0000994	Prap.g_01509	Prag.g_01930
OG0000995	Prap.g_01505	Prag.g_01934
OG0000996	Prap.g_01504	Prag.g_01935
OG0000997	Prap.g_01501	Prag.g_01936
OG0000998	Prap.g_01499	Prag.g_01938
OG0000999	Prap.g_01498	Prag.g_01939
OG0001000	Prap.g_01495	Prag.g_01942
OG0001001	Prap.g_01492	Prag.g_01944
OG0001002	Prap.g_01874	Prag.g_01948
OG0001003	Prap.g_01873	Prag.g_01949
OG0001004	Prap.g_01872	Prag.g_01950
OG0001005	Prap.g_01871	Prag.g_01951
OG0001006	Prap.g_00056	Prag.g_01955
OG0001007	Prap.g_00054	Prag.g_01957
OG0001008	Prap.g_01329	Prag.g_00416
OG0001009	Prap.g_00928	Prag.g_00027
OG0001010	Prap.g_00927	Prag.g_00028
OG0001011	Prap.g_00925	Prag.g_00029
OG0001012	Prap.g_00911	Prag.g_00043
OG0001013	Prap.g_00904	Prag.g_00048
OG0001014	Prap.g_00901	Prag.g_00051
OG0001015	Prap.g_00899	Prag.g_00052
OG0001016	Prap.g_00877	Prag.g_00067
OG0001017	Prap.g_01100	Prag.g_00071
OG0001018	Prap.g_01098	Prag.g_00074
OG0001019	Prap.g_01089	Prag.g_00083
OG0001020	Prap.g_01088	Prag.g_00084
OG0001021	Prap.g_01087	Prag.g_00085
OG0001022	Prap.g_01084	Prag.g_00087
OG0001023	Prap.g_01083	Prag.g_00088
OG0001024	Prap.g_01079	Prag.g_00091
OG0001025	Prap.g_01072	Prag.g_00097
OG0001026	Prap.g_01063	Prag.g_00104
OG0001027	Prap.g_01062	Prag.g_00105
OG0001028	Prap.g_01060	Prag.g_00107
OG0001029	Prap.g_01059	Prag.g_00108
OG0001030	Prap.g_01043	Prag.g_00123
OG0001031	Prap.g_00983	Prag.g_00179
OG0001032	Prap.g_00982	Prag.g_00180
OG0001033	Prap.g_00961	Prag.g_00201
OG0001034	Prap.g_01476	Prag.g_00229
OG0001035	Prap.g_01456	Prag.g_00246
OG0001036	Prap.g_01452	Prag.g_00250
OG0001037	Prap.g_01451	Prag.g_00251
OG0001038	Prap.g_01432	Prag.g_00269
OG0001039	Prap.g_01429	Prag.g_00272
OG0001040	Prap.g_01427	Prag.g_00274
OG0001041	Prap.g_01422	Prag.g_00278
OG0001042	Prap.g_01405	Prag.g_00295
OG0001043	Prap.g_01404	Prag.g_00296
OG0001044	Prap.g_01373	Prag.g_00328
OG0001045	Prap.g_01364	Prag.g_00337
OG0001046	Prap.g_01827	Prag.g_00372
OG0001047	Prap.g_01327	Prag.g_00418
OG0001048	Prap.g_01326	Prag.g_00419
OG0001049	Prap.g_01324	Prag.g_00421
OG0001050	Prap.g_01323	Prag.g_00422
OG0001051	Prap.g_01322	Prag.g_00423
OG0001052	Prap.g_01296	Prag.g_00450
OG0001053	Prap.g_01284	Prag.g_00462
OG0001054	Prap.g_01269	Prag.g_00477
OG0001055	Prap.g_01250	Prag.g_00496
OG0001056	Prap.g_01233	Prag.g_00515
OG0001057	Prap.g_01228	Prag.g_00520
OG0001058	Prap.g_01220	Prag.g_00528
OG0001059	Prap.g_01216	Prag.g_00532
OG0001060	Prap.g_01210	Prag.g_00539
OG0001061	Prap.g_01195	Prag.g_00552
OG0001062	Prap.g_01193	Prag.g_00554
OG0001063	Prap.g_01191	Prag.g_00556
OG0001064	Prap.g_01190	Prag.g_00557
OG0001065	Prap.g_01189	Prag.g_00558
OG0001066	Prap.g_01188	Prag.g_00559
OG0001067	Prap.g_01187	Prag.g_00560
OG0001068	Prap.g_01186	Prag.g_00561
OG0001069	Prap.g_01185	Prag.g_00562
OG0001070	Prap.g_01181	Prag.g_00565
OG0001071	Prap.g_01180	Prag.g_00566
OG0001072	Prap.g_01178	Prag.g_00568
OG0001073	Prap.g_01164	Prag.g_00582
OG0001074	Prap.g_01152	Prag.g_00593
OG0001075	Prap.g_01151	Prag.g_00594
OG0001076	Prap.g_01144	Prag.g_00602
OG0001077	Prap.g_01138	Prag.g_00606
OG0001078	Prap.g_00391	Prag.g_00614
OG0001079	Prap.g_00379	Prag.g_00625
OG0001080	Prap.g_00373	Prag.g_00631
OG0001081	Prap.g_00371	Prag.g_00633
OG0001082	Prap.g_00370	Prag.g_00634
OG0001083	Prap.g_00365	Prag.g_00639
OG0001084	Prap.g_00364	Prag.g_00640
OG0001085	Prap.g_00831	Prag.g_00648
OG0001086	Prap.g_00830	Prag.g_00649
OG0001087	Prap.g_00812	Prag.g_00666
OG0001088	Prap.g_00811	Prag.g_00667
OG0001089	Prap.g_00800	Prag.g_00675
OG0001090	Prap.g_00790	Prag.g_00693
OG0001091	Prap.g_00344	Prag.g_00695
OG0001092	Prap.g_00343	Prag.g_00696
OG0001093	Prap.g_00338	Prag.g_00701
OG0001094	Prap.g_00345	Prag.g_00800
OG0001095	Prap.g_00770	Prag.g_00819
OG0001096	Prap.g_00756	Prag.g_00832
OG0001097	Prap.g_00736	Prag.g_00849
OG0001098	Prap.g_00717	Prag.g_00864
OG0001099	Prap.g_00655	Prag.g_00895
OG0001100	Prap.g_00867	Prag.g_00899
OG0001101	Prap.g_00864	Prag.g_00901
OG0001102	Prap.g_00861	Prag.g_00903
OG0001103	Prap.g_00859	Prag.g_00905
OG0001104	Prap.g_00836	Prag.g_00927
OG0001105	Prap.g_00832	Prag.g_00931
OG0001106	Prap.g_00248	Prag.g_00955
OG0001107	Prap.g_00255	Prag.g_00962
OG0001108	Prap.g_00259	Prag.g_00966
OG0001109	Prap.g_00260	Prag.g_00967
OG0001110	Prap.g_00262	Prag.g_00969
OG0001111	Prap.g_00263	Prag.g_00970
OG0001112	Prap.g_00264	Prag.g_00971
OG0001113	Prap.g_00265	Prag.g_00972
OG0001114	Prap.g_00266	Prag.g_00973
OG0001115	Prap.g_00268	Prag.g_00975
OG0001116	Prap.g_00269	Prag.g_00976
OG0001117	Prap.g_00270	Prag.g_00977
OG0001118	Prap.g_00271	Prag.g_00978
OG0001119	Prap.g_00272	Prag.g_00979
OG0001120	Prap.g_00274	Prag.g_00981
OG0001122	Prap.g_00294	Prag.g_01008
OG0001123	Prap.g_00300	Prag.g_01012
OG0001124	Prap.g_00302	Prag.g_01014
OG0001125	Prap.g_00304	Prag.g_01015
OG0001126	Prap.g_00697	Prag.g_01025
OG0001127	Prap.g_00698	Prag.g_01026
OG0001128	Prap.g_00700	Prag.g_01028
OG0001129	Prap.g_00701	Prag.g_01029
OG0001130	Prap.g_00702	Prag.g_01030
OG0001131	Prap.g_01345	Prag.g_01066
OG0001132	Prap.g_00020	Prag.g_01076
OG0001133	Prap.g_00058	Prag.g_01106
OG0001134	Prap.g_01883	Prag.g_01120
OG0001135	Prap.g_01880	Prag.g_01123
OG0001136	Prap.g_00459	Prag.g_01150
OG0001137	Prap.g_00447	Prag.g_01161
OG0001138	Prap.g_00426	Prag.g_01179
OG0001139	Prap.g_00424	Prag.g_01180
OG0001140	Prap.g_00423	Prag.g_01181
OG0001141	Prap.g_00422	Prag.g_01182
OG0001142	Prap.g_00421	Prag.g_01183
OG0001143	Prap.g_00414	Prag.g_01190
OG0001144	Prap.g_00409	Prag.g_01195
OG0001145	Prap.g_00553	Prag.g_01345
OG0001146	Prap.g_00565	Prag.g_01359
OG0001147	Prap.g_00585	Prag.g_01375
OG0001148	Prap.g_00061	Prag.g_01391
OG0001149	Prap.g_00062	Prag.g_01392
OG0001150	Prap.g_00063	Prag.g_01393
OG0001151	Prap.g_00074	Prag.g_01404
OG0001152	Prap.g_00075	Prag.g_01405
OG0001153	Prap.g_00153	Prag.g_01521
OG0001154	Prap.g_00154	Prag.g_01523
OG0001155	Prap.g_00171	Prag.g_01535
OG0001156	Prap.g_00174	Prag.g_01538
OG0001157	Prap.g_00175	Prag.g_01539
OG0001158	Prap.g_00176	Prag.g_01540
OG0001159	Prap.g_00177	Prag.g_01541
OG0001160	Prap.g_00203	Prag.g_01565
OG0001161	Prap.g_01836	Prag.g_01576
OG0001162	Prap.g_01907	Prag.g_01587
OG0001163	Prap.g_01788	Prag.g_01661
OG0001164	Prap.g_01784	Prag.g_01665
OG0001165	Prap.g_01781	Prag.g_01668
OG0001166	Prap.g_01760	Prag.g_01688
