Orthogroup	Prap	Prav
OG0000584	Prap.g_01157	Prav.g_01206
OG0000585	Prap.g_01155	Prav.g_01208
OG0000586	Prap.g_01154	Prav.g_01209
OG0000587	Prap.g_01153	Prav.g_01210
OG0000588	Prap.g_01149	Prav.g_01214
OG0000589	Prap.g_01147	Prav.g_01219
OG0000590	Prap.g_01146	Prav.g_01220
OG0000591	Prap.g_01142	Prav.g_01223
OG0000592	Prap.g_01141	Prav.g_01224
OG0000593	Prap.g_00395	Prav.g_01230
OG0000594	Prap.g_00394	Prav.g_01231
OG0000595	Prap.g_00393	Prav.g_01232
OG0000596	Prap.g_00389	Prav.g_01236
OG0000597	Prap.g_00386	Prav.g_01238
OG0000598	Prap.g_00385	Prav.g_01239
OG0000599	Prap.g_00382	Prav.g_01242
OG0000600	Prap.g_00381	Prav.g_01243
OG0000601	Prap.g_00380	Prav.g_01244
OG0000602	Prap.g_00378	Prav.g_01246
OG0000603	Prap.g_00377	Prav.g_01247
OG0000604	Prap.g_00376	Prav.g_01248
OG0000605	Prap.g_00375	Prav.g_01249
OG0000606	Prap.g_00372	Prav.g_01252
OG0000607	Prap.g_00369	Prav.g_01255
OG0000608	Prap.g_00368	Prav.g_01256
OG0000609	Prap.g_00367	Prav.g_01257
OG0000610	Prap.g_00361	Prav.g_01262
OG0000611	Prap.g_00358	Prav.g_01265
OG0000612	Prap.g_00357	Prav.g_01266
OG0000613	Prap.g_00828	Prav.g_01271
OG0000614	Prap.g_00807	Prav.g_01290
OG0000615	Prap.g_00796	Prav.g_01298
OG0000616	Prap.g_01489	Prav.g_01312
OG0000617	Prap.g_00341	Prav.g_00312
OG0000618	Prap.g_00340	Prav.g_00313
OG0000619	Prap.g_00339	Prav.g_00314
OG0000620	Prap.g_00336	Prav.g_00317
OG0000621	Prap.g_00335	Prav.g_00318
OG0000622	Prap.g_00334	Prav.g_00319
OG0000623	Prap.g_00333	Prav.g_00320
OG0000624	Prap.g_00331	Prav.g_00321
OG0000625	Prap.g_00330	Prav.g_00322
OG0000626	Prap.g_00329	Prav.g_00323
OG0000627	Prap.g_00328	Prav.g_00324
OG0000628	Prap.g_00327	Prav.g_00325
OG0000629	Prap.g_00326	Prav.g_00326
OG0000630	Prap.g_00323	Prav.g_00329
OG0000631	Prap.g_00683	Prav.g_00388
OG0000632	Prap.g_00682	Prav.g_00389
OG0000633	Prap.g_00681	Prav.g_00390
OG0000634	Prap.g_00787	Prav.g_00393
OG0000635	Prap.g_00786	Prav.g_00394
OG0000636	Prap.g_00784	Prav.g_00396
OG0000637	Prap.g_00782	Prav.g_00398
OG0000638	Prap.g_00781	Prav.g_00399
OG0000639	Prap.g_00780	Prav.g_00400
OG0000640	Prap.g_00779	Prav.g_00401
OG0000641	Prap.g_00775	Prav.g_00405
OG0000642	Prap.g_00774	Prav.g_00406
OG0000643	Prap.g_00773	Prav.g_00407
OG0000644	Prap.g_00772	Prav.g_00408
OG0000645	Prap.g_00771	Prav.g_00409
OG0000646	Prap.g_00769	Prav.g_00411
OG0000647	Prap.g_00767	Prav.g_00412
OG0000648	Prap.g_00765	Prav.g_00414
OG0000649	Prap.g_00764	Prav.g_00415
OG0000650	Prap.g_00763	Prav.g_00416
OG0000651	Prap.g_00762	Prav.g_00417
OG0000652	Prap.g_00761	Prav.g_00418
OG0000653	Prap.g_00759	Prav.g_00420
OG0000654	Prap.g_00758	Prav.g_00421
OG0000655	Prap.g_00757	Prav.g_00422
OG0000656	Prap.g_00754	Prav.g_00425
OG0000657	Prap.g_00746	Prav.g_00432
OG0000658	Prap.g_00744	Prav.g_00433
OG0000659	Prap.g_00743	Prav.g_00434
OG0000660	Prap.g_00739	Prav.g_00438
OG0000661	Prap.g_00737	Prav.g_00440
OG0000662	Prap.g_00735	Prav.g_00442
OG0000663	Prap.g_00733	Prav.g_00444
OG0000664	Prap.g_00732	Prav.g_00445
OG0000665	Prap.g_00726	Prav.g_00449
OG0000666	Prap.g_00725	Prav.g_00450
OG0000667	Prap.g_00721	Prav.g_00454
OG0000668	Prap.g_00660	Prav.g_00483
OG0000669	Prap.g_00869	Prav.g_00490
OG0000670	Prap.g_00866	Prav.g_00492
OG0000671	Prap.g_00863	Prav.g_00494
OG0000672	Prap.g_00860	Prav.g_00497
OG0000673	Prap.g_00857	Prav.g_00500
OG0000674	Prap.g_00855	Prav.g_00502
OG0000675	Prap.g_00854	Prav.g_00503
OG0000676	Prap.g_00852	Prav.g_00505
OG0000677	Prap.g_00851	Prav.g_00506
OG0000678	Prap.g_00849	Prav.g_00508
OG0000679	Prap.g_00845	Prav.g_00512
OG0000680	Prap.g_00844	Prav.g_00513
OG0000681	Prap.g_00841	Prav.g_00515
OG0000682	Prap.g_00840	Prav.g_00516
OG0000683	Prap.g_00839	Prav.g_00517
OG0000684	Prap.g_00837	Prav.g_00519
OG0000685	Prap.g_00835	Prav.g_00521
OG0000686	Prap.g_00834	Prav.g_00522
OG0000687	Prap.g_00833	Prav.g_00523
OG0000688	Prap.g_00353	Prav.g_00526
OG0000689	Prap.g_00352	Prav.g_00527
OG0000690	Prap.g_00351	Prav.g_00528
OG0000691	Prap.g_00350	Prav.g_00529
OG0000692	Prap.g_00348	Prav.g_00530
OG0000693	Prap.g_00347	Prav.g_00531
OG0000694	Prap.g_00346	Prav.g_00532
OG0000695	Prap.g_00679	Prav.g_00534
OG0000696	Prap.g_00678	Prav.g_00535
OG0000697	Prap.g_00677	Prav.g_00536
OG0000698	Prap.g_00239	Prav.g_00539
OG0000699	Prap.g_00240	Prav.g_00540
OG0000700	Prap.g_00241	Prav.g_00541
OG0000701	Prap.g_00242	Prav.g_00542
OG0000702	Prap.g_00244	Prav.g_00544
OG0000703	Prap.g_00245	Prav.g_00545
OG0000704	Prap.g_00247	Prav.g_00546
OG0000705	Prap.g_00250	Prav.g_00550
OG0000706	Prap.g_00251	Prav.g_00551
OG0000707	Prap.g_00252	Prav.g_00552
OG0000708	Prap.g_00254	Prav.g_00553
OG0000709	Prap.g_00258	Prav.g_00557
OG0000710	Prap.g_00261	Prav.g_00560
OG0000711	Prap.g_00279	Prav.g_00577
OG0000712	Prap.g_00280	Prav.g_00579
OG0000713	Prap.g_00281	Prav.g_00580
OG0000714	Prap.g_00282	Prav.g_00581
OG0000715	Prap.g_00284	Prav.g_00583
OG0000716	Prap.g_00286	Prav.g_00585
OG0000717	Prap.g_00287	Prav.g_00586
OG0000718	Prap.g_00291	Prav.g_00902
OG0000719	Prap.g_00293	Prav.g_00904
OG0000720	Prap.g_00305	Prav.g_00913
OG0000721	Prap.g_00309	Prav.g_00915
OG0000722	Prap.g_00310	Prav.g_00916
OG0000723	Prap.g_00314	Prav.g_00919
OG0000724	Prap.g_00703	Prav.g_00928
OG0000725	Prap.g_00709	Prav.g_00934
OG0000726	Prap.g_00710	Prav.g_00935
OG0000727	Prap.g_00711	Prav.g_00936
OG0000728	Prap.g_00713	Prav.g_00938
OG0000729	Prap.g_00539	Prav.g_00263
OG0000730	Prap.g_00498	Prav.g_00004
OG0000731	Prap.g_01366	Prav.g_00008
OG0000732	Prap.g_01538	Prav.g_00016
OG0000733	Prap.g_01882	Prav.g_00034
OG0000734	Prap.g_00472	Prav.g_00050
OG0000735	Prap.g_00470	Prav.g_00052
OG0000736	Prap.g_00469	Prav.g_00053
OG0000737	Prap.g_00468	Prav.g_00054
OG0000738	Prap.g_00464	Prav.g_00058
OG0000739	Prap.g_00463	Prav.g_00059
OG0000740	Prap.g_00462	Prav.g_00060
OG0000741	Prap.g_00460	Prav.g_00061
OG0000742	Prap.g_00457	Prav.g_00064
OG0000743	Prap.g_00455	Prav.g_00066
OG0000744	Prap.g_00454	Prav.g_00067
OG0000745	Prap.g_00453	Prav.g_00068
OG0000746	Prap.g_00451	Prav.g_00070
OG0000747	Prap.g_00450	Prav.g_00071
OG0000748	Prap.g_00446	Prav.g_00074
OG0000749	Prap.g_00445	Prav.g_00075
OG0000750	Prap.g_00444	Prav.g_00076
OG0000751	Prap.g_00441	Prav.g_01868
OG0000752	Prap.g_00439	Prav.g_01866
OG0000753	Prap.g_00437	Prav.g_01863
OG0000754	Prap.g_00434	Prav.g_01860
OG0000755	Prap.g_00428	Prav.g_01857
OG0000756	Prap.g_00427	Prav.g_01856
OG0000757	Prap.g_00420	Prav.g_01850
OG0000758	Prap.g_00419	Prav.g_01849
OG0000759	Prap.g_00418	Prav.g_01848
OG0000760	Prap.g_00417	Prav.g_01847
OG0000761	Prap.g_00416	Prav.g_01846
OG0000762	Prap.g_00415	Prav.g_01845
OG0000763	Prap.g_00413	Prav.g_01843
OG0000764	Prap.g_00412	Prav.g_01842
OG0000765	Prap.g_00404	Prav.g_01833
OG0000766	Prap.g_00403	Prav.g_01832
OG0000767	Prap.g_00401	Prav.g_01830
OG0000768	Prap.g_00400	Prav.g_01829
OG0000769	Prap.g_00398	Prav.g_01827
OG0000770	Prap.g_01136	Prav.g_01825
OG0000771	Prap.g_00217	Prav.g_02003
OG0000772	Prap.g_01853	Prav.g_01409
OG0000773	Prap.g_00552	Prav.g_01429
OG0000774	Prap.g_00554	Prav.g_01431
OG0000775	Prap.g_00556	Prav.g_01433
OG0000776	Prap.g_00557	Prav.g_01434
OG0000777	Prap.g_00558	Prav.g_01435
OG0000778	Prap.g_00559	Prav.g_01436
OG0000779	Prap.g_00563	Prav.g_01440
OG0000780	Prap.g_00564	Prav.g_01441
OG0000781	Prap.g_00568	Prav.g_01444
OG0000782	Prap.g_00569	Prav.g_01445
OG0000783	Prap.g_00570	Prav.g_01446
OG0000784	Prap.g_00571	Prav.g_01447
OG0000785	Prap.g_00573	Prav.g_01449
OG0000786	Prap.g_00576	Prav.g_01451
OG0000787	Prap.g_00577	Prav.g_01452
OG0000788	Prap.g_01268	Prav.g_01460
OG0000789	Prap.g_00220	Prav.g_01463
OG0000790	Prap.g_00064	Prav.g_01478
OG0000791	Prap.g_00066	Prav.g_01480
OG0000792	Prap.g_00067	Prav.g_01481
OG0000793	Prap.g_00070	Prav.g_01484
OG0000794	Prap.g_00071	Prav.g_01485
OG0000795	Prap.g_00072	Prav.g_01486
OG0000796	Prap.g_00076	Prav.g_01490
OG0000797	Prap.g_00077	Prav.g_01491
OG0000798	Prap.g_00004	Prav.g_01556
OG0000799	Prap.g_00104	Prav.g_01560
OG0000800	Prap.g_00105	Prav.g_01561
OG0000801	Prap.g_00106	Prav.g_01562
OG0000802	Prap.g_00108	Prav.g_01564
OG0000803	Prap.g_00110	Prav.g_01566
OG0000804	Prap.g_00111	Prav.g_01567
OG0000805	Prap.g_00113	Prav.g_01569
OG0000806	Prap.g_00115	Prav.g_01571
OG0000807	Prap.g_00116	Prav.g_01572
OG0000808	Prap.g_00117	Prav.g_01573
OG0000809	Prap.g_00119	Prav.g_01576
OG0000810	Prap.g_00120	Prav.g_01577
OG0000811	Prap.g_00124	Prav.g_01581
OG0000812	Prap.g_00126	Prav.g_01583
OG0000813	Prap.g_00127	Prav.g_01584
OG0000814	Prap.g_00129	Prav.g_01586
OG0000815	Prap.g_00130	Prav.g_01587
OG0000816	Prap.g_00132	Prav.g_01589
OG0000817	Prap.g_00133	Prav.g_01590
OG0000818	Prap.g_00138	Prav.g_01595
OG0000819	Prap.g_00139	Prav.g_01596
OG0000820	Prap.g_00140	Prav.g_01597
OG0000821	Prap.g_00144	Prav.g_01601
OG0000822	Prap.g_00145	Prav.g_01602
OG0000823	Prap.g_00146	Prav.g_01603
OG0000824	Prap.g_00149	Prav.g_01606
OG0000825	Prap.g_00150	Prav.g_01607
OG0000826	Prap.g_00151	Prav.g_01608
OG0000827	Prap.g_00152	Prav.g_01609
OG0000828	Prap.g_00155	Prav.g_01612
OG0000829	Prap.g_00156	Prav.g_01613
OG0000830	Prap.g_00157	Prav.g_01614
OG0000831	Prap.g_00159	Prav.g_01616
OG0000832	Prap.g_00169	Prav.g_01622
OG0000833	Prap.g_00178	Prav.g_01630
OG0000834	Prap.g_00179	Prav.g_01631
OG0000835	Prap.g_00180	Prav.g_01632
OG0000836	Prap.g_00181	Prav.g_01633
OG0000837	Prap.g_00182	Prav.g_01634
OG0000838	Prap.g_00184	Prav.g_01636
OG0000839	Prap.g_00185	Prav.g_01637
OG0000840	Prap.g_00186	Prav.g_01638
OG0000841	Prap.g_00187	Prav.g_01639
OG0000842	Prap.g_00188	Prav.g_01640
OG0000843	Prap.g_00189	Prav.g_01641
OG0000844	Prap.g_00190	Prav.g_01642
OG0000845	Prap.g_00191	Prav.g_01643
OG0000846	Prap.g_00192	Prav.g_01644
OG0000847	Prap.g_00193	Prav.g_01645
OG0000848	Prap.g_00194	Prav.g_01646
OG0000849	Prap.g_00195	Prav.g_01647
OG0000850	Prap.g_00197	Prav.g_01649
OG0000851	Prap.g_00198	Prav.g_01650
OG0000852	Prap.g_00199	Prav.g_01651
OG0000853	Prap.g_00205	Prav.g_01655
OG0000854	Prap.g_00207	Prav.g_01657
OG0000855	Prap.g_00208	Prav.g_01658
OG0000856	Prap.g_01139	Prav.g_01671
OG0000857	Prap.g_00768	Prav.g_01699
OG0000858	Prap.g_01786	Prav.g_01755
OG0000859	Prap.g_01785	Prav.g_01756
OG0000860	Prap.g_01777	Prav.g_01763
OG0000861	Prap.g_01776	Prav.g_01764
OG0000862	Prap.g_01775	Prav.g_01765
OG0000863	Prap.g_01773	Prav.g_01767
OG0000864	Prap.g_01772	Prav.g_01768
OG0000865	Prap.g_01771	Prav.g_01769
OG0000866	Prap.g_01770	Prav.g_01770
OG0000867	Prap.g_01769	Prav.g_01771
OG0000868	Prap.g_01767	Prav.g_01772
OG0000869	Prap.g_01764	Prav.g_01776
OG0000870	Prap.g_01759	Prav.g_01781
OG0000871	Prap.g_01758	Prav.g_01782
OG0000872	Prap.g_01757	Prav.g_01783
OG0000873	Prap.g_01753	Prav.g_01786
OG0000874	Prap.g_01750	Prav.g_01789
OG0000875	Prap.g_01749	Prav.g_01790
OG0000876	Prap.g_01748	Prav.g_01791
OG0000877	Prap.g_01746	Prav.g_01793
OG0000878	Prap.g_01745	Prav.g_01794
OG0000879	Prap.g_01744	Prav.g_01795
OG0000880	Prap.g_01743	Prav.g_01796
OG0000881	Prap.g_01739	Prav.g_01800
OG0000882	Prap.g_01734	Prav.g_01805
OG0000883	Prap.g_01732	Prav.g_01807
OG0000884	Prap.g_01730	Prav.g_01809
OG0000885	Prap.g_01729	Prav.g_01810
OG0000886	Prap.g_01728	Prav.g_01811
OG0000887	Prap.g_01727	Prav.g_01812
OG0000888	Prap.g_01725	Prav.g_01814
OG0000889	Prap.g_01723	Prav.g_01816
OG0000890	Prap.g_01722	Prav.g_01817
OG0000891	Prap.g_01721	Prav.g_01818
OG0000892	Prap.g_01719	Prav.g_00264
OG0000893	Prap.g_01715	Prav.g_00268
OG0000894	Prap.g_01712	Prav.g_00270
OG0000895	Prap.g_01708	Prav.g_00273
OG0000896	Prap.g_01707	Prav.g_00274
OG0000897	Prap.g_01705	Prav.g_00276
OG0000898	Prap.g_01704	Prav.g_00277
OG0000899	Prap.g_01703	Prav.g_00278
OG0000900	Prap.g_01702	Prav.g_00279
OG0000901	Prap.g_01699	Prav.g_00282
OG0000902	Prap.g_01697	Prav.g_00284
OG0000903	Prap.g_01693	Prav.g_00287
OG0000904	Prap.g_01689	Prav.g_00289
OG0000905	Prap.g_01695	Prav.g_00294
OG0000906	Prap.g_01696	Prav.g_00295
OG0000907	Prap.g_01686	Prav.g_00590
OG0000908	Prap.g_01683	Prav.g_00593
OG0000909	Prap.g_01682	Prav.g_00594
OG0000910	Prap.g_01681	Prav.g_00595
OG0000911	Prap.g_01679	Prav.g_00597
OG0000912	Prap.g_01678	Prav.g_00598
OG0000913	Prap.g_01677	Prav.g_00599
OG0000914	Prap.g_01676	Prav.g_00600
OG0000915	Prap.g_01675	Prav.g_00601
OG0000916	Prap.g_01674	Prav.g_00602
OG0000917	Prap.g_01673	Prav.g_00603
OG0000918	Prap.g_01672	Prav.g_00604
OG0000919	Prap.g_01671	Prav.g_00605
OG0000920	Prap.g_01670	Prav.g_00606
OG0000921	Prap.g_01669	Prav.g_00607
OG0000922	Prap.g_01668	Prav.g_00608
OG0000923	Prap.g_01664	Prav.g_00612
OG0000924	Prap.g_01663	Prav.g_00613
OG0000925	Prap.g_01662	Prav.g_00614
OG0000926	Prap.g_01661	Prav.g_00615
OG0000927	Prap.g_01659	Prav.g_00617
OG0000928	Prap.g_01658	Prav.g_00618
OG0000929	Prap.g_01657	Prav.g_00619
OG0000930	Prap.g_01656	Prav.g_00620
OG0000931	Prap.g_01655	Prav.g_00621
OG0000932	Prap.g_01654	Prav.g_00622
OG0000933	Prap.g_01650	Prav.g_00626
OG0000934	Prap.g_01647	Prav.g_00628
OG0000935	Prap.g_01646	Prav.g_00629
OG0000936	Prap.g_01645	Prav.g_00630
OG0000937	Prap.g_01644	Prav.g_00631
OG0000938	Prap.g_01641	Prav.g_00633
OG0000939	Prap.g_01640	Prav.g_00634
OG0000940	Prap.g_01633	Prav.g_00641
OG0000941	Prap.g_01631	Prav.g_00643
OG0000942	Prap.g_01629	Prav.g_00645
OG0000943	Prap.g_01628	Prav.g_00646
OG0000944	Prap.g_01626	Prav.g_00647
OG0000945	Prap.g_01625	Prav.g_00648
OG0000946	Prap.g_01620	Prav.g_00653
OG0000947	Prap.g_01618	Prav.g_00655
OG0000948	Prap.g_01617	Prav.g_00656
OG0000949	Prap.g_01614	Prav.g_00659
OG0000950	Prap.g_01607	Prav.g_00664
OG0000951	Prap.g_01603	Prav.g_00668
OG0000952	Prap.g_01599	Prav.g_00672
OG0000953	Prap.g_01595	Prav.g_00675
OG0000954	Prap.g_01591	Prav.g_00679
OG0000955	Prap.g_01590	Prav.g_00680
OG0000956	Prap.g_01588	Prav.g_00682
OG0000957	Prap.g_01582	Prav.g_00687
OG0000958	Prap.g_01581	Prav.g_00688
OG0000959	Prap.g_01577	Prav.g_00692
OG0000960	Prap.g_01576	Prav.g_00693
OG0000961	Prap.g_01573	Prav.g_00695
OG0000962	Prap.g_01571	Prav.g_00697
OG0000963	Prap.g_01567	Prav.g_00701
OG0000964	Prap.g_01566	Prav.g_00702
OG0000965	Prap.g_01565	Prav.g_00703
OG0000966	Prap.g_01559	Prav.g_00710
OG0000967	Prap.g_01555	Prav.g_00714
OG0000968	Prap.g_01553	Prav.g_00716
OG0000969	Prap.g_01552	Prav.g_00717
OG0000970	Prap.g_01551	Prav.g_00718
OG0000971	Prap.g_01550	Prav.g_00719
OG0000972	Prap.g_01549	Prav.g_00720
OG0000973	Prap.g_01548	Prav.g_00721
OG0000974	Prap.g_01547	Prav.g_00722
OG0000975	Prap.g_01546	Prav.g_00723
OG0000976	Prap.g_01545	Prav.g_00724
OG0000977	Prap.g_01544	Prav.g_00725
OG0000978	Prap.g_01543	Prav.g_00726
OG0000979	Prap.g_01541	Prav.g_00729
OG0000980	Prap.g_01539	Prav.g_00731
OG0000981	Prap.g_01536	Prav.g_00733
OG0000982	Prap.g_01534	Prav.g_00735
OG0000983	Prap.g_01533	Prav.g_00736
OG0000984	Prap.g_01532	Prav.g_00737
OG0000985	Prap.g_01529	Prav.g_00740
OG0000986	Prap.g_01527	Prav.g_00742
OG0000987	Prap.g_01526	Prav.g_00743
OG0000988	Prap.g_01523	Prav.g_00746
OG0000989	Prap.g_01519	Prav.g_00750
OG0000990	Prap.g_01515	Prav.g_00753
OG0000991	Prap.g_01514	Prav.g_00754
OG0000992	Prap.g_01511	Prav.g_00756
OG0000993	Prap.g_01510	Prav.g_00757
OG0000994	Prap.g_01509	Prav.g_00758
OG0000995	Prap.g_01505	Prav.g_00762
OG0000996	Prap.g_01504	Prav.g_00763
OG0000997	Prap.g_01501	Prav.g_00764
OG0000998	Prap.g_01499	Prav.g_00766
OG0000999	Prap.g_01498	Prav.g_00767
OG0001000	Prap.g_01495	Prav.g_00770
OG0001001	Prap.g_01492	Prav.g_00772
OG0001002	Prap.g_01874	Prav.g_00776
OG0001003	Prap.g_01873	Prav.g_00778
OG0001004	Prap.g_01872	Prav.g_00779
OG0001005	Prap.g_01871	Prav.g_00780
OG0001006	Prap.g_00056	Prav.g_00784
OG0001007	Prap.g_00054	Prav.g_00786
OG0001008	Prap.g_01329	Prav.g_01036
OG0001009	Prap.g_00928	Prav.g_00095
OG0001010	Prap.g_00927	Prav.g_00096
OG0001011	Prap.g_00925	Prav.g_00097
OG0001012	Prap.g_00911	Prav.g_00114
OG0001013	Prap.g_00904	Prav.g_00119
OG0001014	Prap.g_00901	Prav.g_00122
OG0001015	Prap.g_00899	Prav.g_00123
OG0001016	Prap.g_00877	Prav.g_00138
OG0001017	Prap.g_01100	Prav.g_00142
OG0001018	Prap.g_01098	Prav.g_00145
OG0001019	Prap.g_01089	Prav.g_00154
OG0001020	Prap.g_01088	Prav.g_00155
OG0001021	Prap.g_01087	Prav.g_00156
OG0001022	Prap.g_01084	Prav.g_00159
OG0001023	Prap.g_01083	Prav.g_00160
OG0001024	Prap.g_01079	Prav.g_00163
OG0001025	Prap.g_01072	Prav.g_00169
OG0001026	Prap.g_01063	Prav.g_00176
OG0001027	Prap.g_01062	Prav.g_00177
OG0001028	Prap.g_01060	Prav.g_00179
OG0001029	Prap.g_01059	Prav.g_00180
OG0001030	Prap.g_01043	Prav.g_00195
OG0001031	Prap.g_00983	Prav.g_00852
OG0001032	Prap.g_00982	Prav.g_00851
OG0001033	Prap.g_00961	Prav.g_00830
OG0001034	Prap.g_01476	Prav.g_00802
OG0001035	Prap.g_01456	Prav.g_01901
OG0001036	Prap.g_01452	Prav.g_01906
OG0001037	Prap.g_01451	Prav.g_01907
OG0001038	Prap.g_01432	Prav.g_01924
OG0001039	Prap.g_01429	Prav.g_01927
OG0001040	Prap.g_01427	Prav.g_01929
OG0001041	Prap.g_01422	Prav.g_01933
OG0001042	Prap.g_01405	Prav.g_01950
OG0001043	Prap.g_01404	Prav.g_01951
OG0001044	Prap.g_01373	Prav.g_01979
OG0001045	Prap.g_01364	Prav.g_01988
OG0001046	Prap.g_01827	Prav.g_00996
OG0001047	Prap.g_01327	Prav.g_01038
OG0001048	Prap.g_01326	Prav.g_01039
OG0001049	Prap.g_01324	Prav.g_01041
OG0001050	Prap.g_01323	Prav.g_01042
OG0001051	Prap.g_01322	Prav.g_01043
OG0001052	Prap.g_01296	Prav.g_01069
OG0001053	Prap.g_01284	Prav.g_01081
OG0001054	Prap.g_01269	Prav.g_01096
OG0001055	Prap.g_01250	Prav.g_01115
OG0001056	Prap.g_01233	Prav.g_01134
OG0001057	Prap.g_01228	Prav.g_01139
OG0001058	Prap.g_01220	Prav.g_01147
OG0001059	Prap.g_01216	Prav.g_01151
OG0001060	Prap.g_01210	Prav.g_01158
OG0001061	Prap.g_01195	Prav.g_01171
OG0001062	Prap.g_01193	Prav.g_01173
OG0001063	Prap.g_01191	Prav.g_01175
OG0001064	Prap.g_01190	Prav.g_01176
OG0001065	Prap.g_01189	Prav.g_01177
OG0001066	Prap.g_01188	Prav.g_01178
OG0001067	Prap.g_01187	Prav.g_01179
OG0001068	Prap.g_01186	Prav.g_01180
OG0001069	Prap.g_01185	Prav.g_01181
OG0001070	Prap.g_01181	Prav.g_01184
OG0001071	Prap.g_01180	Prav.g_01185
OG0001072	Prap.g_01178	Prav.g_01186
OG0001073	Prap.g_01164	Prav.g_01200
OG0001074	Prap.g_01152	Prav.g_01211
OG0001075	Prap.g_01151	Prav.g_01212
OG0001076	Prap.g_01144	Prav.g_01222
OG0001077	Prap.g_01138	Prav.g_01226
OG0001078	Prap.g_00391	Prav.g_01234
OG0001079	Prap.g_00379	Prav.g_01245
OG0001080	Prap.g_00373	Prav.g_01251
OG0001081	Prap.g_00371	Prav.g_01253
OG0001082	Prap.g_00370	Prav.g_01254
OG0001083	Prap.g_00365	Prav.g_01259
OG0001084	Prap.g_00364	Prav.g_01260
OG0001085	Prap.g_00831	Prav.g_01268
OG0001086	Prap.g_00830	Prav.g_01269
OG0001087	Prap.g_00812	Prav.g_01286
OG0001088	Prap.g_00811	Prav.g_01287
OG0001089	Prap.g_00800	Prav.g_01295
OG0001090	Prap.g_00790	Prav.g_00307
OG0001091	Prap.g_00344	Prav.g_00309
OG0001092	Prap.g_00343	Prav.g_00310
OG0001093	Prap.g_00338	Prav.g_00315
OG0001094	Prap.g_00345	Prav.g_00391
OG0001095	Prap.g_00770	Prav.g_00410
OG0001096	Prap.g_00756	Prav.g_00423
OG0001097	Prap.g_00736	Prav.g_00441
OG0001098	Prap.g_00717	Prav.g_00456
OG0001099	Prap.g_00655	Prav.g_00487
OG0001100	Prap.g_00867	Prav.g_00491
OG0001101	Prap.g_00864	Prav.g_00493
OG0001102	Prap.g_00861	Prav.g_00496
OG0001103	Prap.g_00859	Prav.g_00498
OG0001104	Prap.g_00836	Prav.g_00520
OG0001105	Prap.g_00832	Prav.g_00524
OG0001106	Prap.g_00248	Prav.g_00547
OG0001107	Prap.g_00255	Prav.g_00554
OG0001108	Prap.g_00259	Prav.g_00558
OG0001109	Prap.g_00260	Prav.g_00559
OG0001110	Prap.g_00262	Prav.g_00561
OG0001111	Prap.g_00263	Prav.g_00562
OG0001112	Prap.g_00264	Prav.g_00563
OG0001113	Prap.g_00265	Prav.g_00564
OG0001114	Prap.g_00266	Prav.g_00565
OG0001115	Prap.g_00268	Prav.g_00567
OG0001116	Prap.g_00269	Prav.g_00568
OG0001117	Prap.g_00270	Prav.g_00569
OG0001118	Prap.g_00271	Prav.g_00570
OG0001119	Prap.g_00272	Prav.g_00571
OG0001120	Prap.g_00274	Prav.g_00573
OG0001122	Prap.g_00294	Prav.g_00905
OG0001123	Prap.g_00300	Prav.g_00909
OG0001124	Prap.g_00302	Prav.g_00911
OG0001125	Prap.g_00304	Prav.g_00912
OG0001126	Prap.g_00697	Prav.g_00922
OG0001127	Prap.g_00698	Prav.g_00923
OG0001128	Prap.g_00700	Prav.g_00925
OG0001129	Prap.g_00701	Prav.g_00926
OG0001130	Prap.g_00702	Prav.g_00927
OG0001131	Prap.g_01345	Prav.g_00242
OG0001132	Prap.g_00020	Prav.g_00252
OG0001133	Prap.g_00058	Prav.g_00019
OG0001134	Prap.g_01883	Prav.g_00033
OG0001135	Prap.g_01880	Prav.g_00036
OG0001136	Prap.g_00459	Prav.g_00062
OG0001137	Prap.g_00447	Prav.g_00073
OG0001138	Prap.g_00426	Prav.g_01855
OG0001139	Prap.g_00424	Prav.g_01854
OG0001140	Prap.g_00423	Prav.g_01853
OG0001141	Prap.g_00422	Prav.g_01852
OG0001142	Prap.g_00421	Prav.g_01851
OG0001143	Prap.g_00414	Prav.g_01844
OG0001144	Prap.g_00409	Prav.g_01839
OG0001145	Prap.g_00553	Prav.g_01430
OG0001146	Prap.g_00565	Prav.g_01442
OG0001147	Prap.g_00585	Prav.g_01459
OG0001148	Prap.g_00061	Prav.g_01475
OG0001149	Prap.g_00062	Prav.g_01476
OG0001150	Prap.g_00063	Prav.g_01477
OG0001151	Prap.g_00074	Prav.g_01488
OG0001152	Prap.g_00075	Prav.g_01489
OG0001153	Prap.g_00153	Prav.g_01610
OG0001154	Prap.g_00154	Prav.g_01611
OG0001155	Prap.g_00171	Prav.g_01623
OG0001156	Prap.g_00174	Prav.g_01626
OG0001157	Prap.g_00175	Prav.g_01627
OG0001158	Prap.g_00176	Prav.g_01628
OG0001159	Prap.g_00177	Prav.g_01629
OG0001160	Prap.g_00203	Prav.g_01653
OG0001161	Prap.g_01836	Prav.g_01664
OG0001162	Prap.g_01907	Prav.g_01675
OG0001163	Prap.g_01788	Prav.g_01753
OG0001164	Prap.g_01784	Prav.g_01757
OG0001165	Prap.g_01781	Prav.g_01760
OG0001166	Prap.g_01760	Prav.g_01780
