Orthogroup	Prap	Syap
OG0000608	Prap.g_00368	Syap.g_00094
OG0000609	Prap.g_00367	Syap.g_00096
OG0000610	Prap.g_00361	Syap.g_01963
OG0000611	Prap.g_00358	Syap.g_01958
OG0000612	Prap.g_00357	Syap.g_01957
OG0000613	Prap.g_00828	Syap.g_02480
OG0000615	Prap.g_00796	Syap.g_00154
OG0000616	Prap.g_01489	Syap.g_00127
OG0000617	Prap.g_00341	Syap.g_00513
OG0000618	Prap.g_00340	Syap.g_00514
OG0000619	Prap.g_00339	Syap.g_00515
OG0000620	Prap.g_00336	Syap.g_00520
OG0000621	Prap.g_00335	Syap.g_00521
OG0000622	Prap.g_00334	Syap.g_00523
OG0000623	Prap.g_00333	Syap.g_00526
OG0000624	Prap.g_00331	Syap.g_00527
OG0000625	Prap.g_00330	Syap.g_00528
OG0000626	Prap.g_00329	Syap.g_00529
OG0000627	Prap.g_00328	Syap.g_00848
OG0000628	Prap.g_00327	Syap.g_00850
OG0000629	Prap.g_00326	Syap.g_02334
OG0000630	Prap.g_00323	Syap.g_02793
OG0000631	Prap.g_00683	Syap.g_01724
OG0000632	Prap.g_00682	Syap.g_01725
OG0000633	Prap.g_00681	Syap.g_01726
OG0000634	Prap.g_00787	Syap.g_00190
OG0000635	Prap.g_00786	Syap.g_00191
OG0000636	Prap.g_00784	Syap.g_00193
OG0000637	Prap.g_00782	Syap.g_00195
OG0000638	Prap.g_00781	Syap.g_00196
OG0000639	Prap.g_00780	Syap.g_00197
OG0000640	Prap.g_00779	Syap.g_00198
OG0000641	Prap.g_00775	Syap.g_00203
OG0000642	Prap.g_00774	Syap.g_02732
OG0000643	Prap.g_00773	Syap.g_02731
OG0000644	Prap.g_00772	Syap.g_02730
OG0000645	Prap.g_00771	Syap.g_02726
OG0000646	Prap.g_00769	Syap.g_02723
OG0000647	Prap.g_00767	Syap.g_02721
OG0000648	Prap.g_00765	Syap.g_02719
OG0000649	Prap.g_00764	Syap.g_02718
OG0000650	Prap.g_00763	Syap.g_02717
OG0000651	Prap.g_00762	Syap.g_02716
OG0000652	Prap.g_00761	Syap.g_02715
OG0000653	Prap.g_00759	Syap.g_02713
OG0000654	Prap.g_00758	Syap.g_02711
OG0000655	Prap.g_00757	Syap.g_02710
OG0000656	Prap.g_00754	Syap.g_02706
OG0000657	Prap.g_00746	Syap.g_01845
OG0000658	Prap.g_00744	Syap.g_01841
OG0000659	Prap.g_00743	Syap.g_01840
OG0000660	Prap.g_00739	Syap.g_01835
OG0000662	Prap.g_00735	Syap.g_00823
OG0000663	Prap.g_00733	Syap.g_00826
OG0000664	Prap.g_00732	Syap.g_00828
OG0000665	Prap.g_00726	Syap.g_02331
OG0000666	Prap.g_00725	Syap.g_01573
OG0000667	Prap.g_00721	Syap.g_01979
OG0000668	Prap.g_00660	Syap.g_02765
OG0000669	Prap.g_00869	Syap.g_02371
OG0000670	Prap.g_00866	Syap.g_02368
OG0000671	Prap.g_00863	Syap.g_01260
OG0000672	Prap.g_00860	Syap.g_01257
OG0000673	Prap.g_00857	Syap.g_01253
OG0000674	Prap.g_00855	Syap.g_01251
OG0000675	Prap.g_00854	Syap.g_01250
OG0000676	Prap.g_00852	Syap.g_01248
OG0000677	Prap.g_00851	Syap.g_01246
OG0000678	Prap.g_00849	Syap.g_01239
OG0000679	Prap.g_00845	Syap.g_00157
OG0000680	Prap.g_00844	Syap.g_00158
OG0000681	Prap.g_00841	Syap.g_00163
OG0000682	Prap.g_00840	Syap.g_00165
OG0000683	Prap.g_00839	Syap.g_00166
OG0000684	Prap.g_00837	Syap.g_00169
OG0000685	Prap.g_00835	Syap.g_00172
OG0000686	Prap.g_00834	Syap.g_00173
OG0000687	Prap.g_00833	Syap.g_00174
OG0000688	Prap.g_00353	Syap.g_00178
OG0000689	Prap.g_00352	Syap.g_00180
OG0000690	Prap.g_00351	Syap.g_00181
OG0000691	Prap.g_00350	Syap.g_00182
OG0000692	Prap.g_00348	Syap.g_00184
OG0000693	Prap.g_00347	Syap.g_00185
OG0000694	Prap.g_00346	Syap.g_00186
OG0000695	Prap.g_00679	Syap.g_01729
OG0000696	Prap.g_00678	Syap.g_01730
OG0000697	Prap.g_00677	Syap.g_01734
OG0000698	Prap.g_00239	Syap.g_01737
OG0000699	Prap.g_00240	Syap.g_01738
OG0000700	Prap.g_00241	Syap.g_01739
OG0000701	Prap.g_00242	Syap.g_01740
OG0000702	Prap.g_00244	Syap.g_01747
OG0000703	Prap.g_00245	Syap.g_01750
OG0000704	Prap.g_00247	Syap.g_01753
OG0000705	Prap.g_00250	Syap.g_02022
OG0000706	Prap.g_00251	Syap.g_02020
OG0000707	Prap.g_00252	Syap.g_02019
OG0000708	Prap.g_00254	Syap.g_02016
OG0000709	Prap.g_00258	Syap.g_00121
OG0000711	Prap.g_00279	Syap.g_02686
OG0000712	Prap.g_00280	Syap.g_02688
OG0000713	Prap.g_00281	Syap.g_02689
OG0000714	Prap.g_00282	Syap.g_02691
OG0000715	Prap.g_00284	Syap.g_02693
OG0000716	Prap.g_00286	Syap.g_02696
OG0000717	Prap.g_00287	Syap.g_02697
OG0000718	Prap.g_00291	Syap.g_02701
OG0000719	Prap.g_00293	Syap.g_02767
OG0000720	Prap.g_00305	Syap.g_02780
OG0000721	Prap.g_00309	Syap.g_02782
OG0000722	Prap.g_00310	Syap.g_02783
OG0000723	Prap.g_00314	Syap.g_00532
OG0000725	Prap.g_00709	Syap.g_01559
OG0000726	Prap.g_00710	Syap.g_01560
OG0000727	Prap.g_00711	Syap.g_01561
OG0000728	Prap.g_00713	Syap.g_01564
OG0000729	Prap.g_00539	Syap.g_01122
OG0000730	Prap.g_00498	Syap.g_00572
OG0000731	Prap.g_01366	Syap.g_00560
OG0000732	Prap.g_01538	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prap.g_01882	Syap.g_01971
OG0000734	Prap.g_00472	Syap.g_02628
OG0000735	Prap.g_00470	Syap.g_00244
OG0000736	Prap.g_00469	Syap.g_00243
OG0000737	Prap.g_00468	Syap.g_00242
OG0000738	Prap.g_00464	Syap.g_00236
OG0000739	Prap.g_00463	Syap.g_00235
OG0000740	Prap.g_00462	Syap.g_00234
OG0000741	Prap.g_00460	Syap.g_00231
OG0000742	Prap.g_00457	Syap.g_00229
OG0000743	Prap.g_00455	Syap.g_00226
OG0000744	Prap.g_00454	Syap.g_00225
OG0000745	Prap.g_00453	Syap.g_00222
OG0000746	Prap.g_00451	Syap.g_00220
OG0000747	Prap.g_00450	Syap.g_00219
OG0000748	Prap.g_00446	Syap.g_00212
OG0000749	Prap.g_00445	Syap.g_00211
OG0000750	Prap.g_00444	Syap.g_00210
OG0000751	Prap.g_00441	Syap.g_00205
OG0000752	Prap.g_00439	Syap.g_01793
OG0000753	Prap.g_00437	Syap.g_02775
OG0000754	Prap.g_00434	Syap.g_01883
OG0000755	Prap.g_00428	Syap.g_01893
OG0000757	Prap.g_00420	Syap.g_00427
OG0000758	Prap.g_00419	Syap.g_00428
OG0000759	Prap.g_00418	Syap.g_00429
OG0000760	Prap.g_00417	Syap.g_00430
OG0000761	Prap.g_00416	Syap.g_00431
OG0000762	Prap.g_00415	Syap.g_00434
OG0000763	Prap.g_00413	Syap.g_02624
OG0000764	Prap.g_00412	Syap.g_02623
OG0000765	Prap.g_00404	Syap.g_02440
OG0000766	Prap.g_00403	Syap.g_02439
OG0000767	Prap.g_00401	Syap.g_02437
OG0000768	Prap.g_00400	Syap.g_02436
OG0000769	Prap.g_00398	Syap.g_02434
OG0000770	Prap.g_01136	Syap.g_02431
OG0000772	Prap.g_01853	Syap.g_02295
OG0000773	Prap.g_00552	Syap.g_00885
OG0000774	Prap.g_00554	Syap.g_01473
OG0000775	Prap.g_00556	Syap.g_01475
OG0000776	Prap.g_00557	Syap.g_01476
OG0000777	Prap.g_00558	Syap.g_01478
OG0000778	Prap.g_00559	Syap.g_01479
OG0000779	Prap.g_00563	Syap.g_01494
OG0000780	Prap.g_00564	Syap.g_01496
OG0000781	Prap.g_00568	Syap.g_02609
OG0000782	Prap.g_00569	Syap.g_02611
OG0000783	Prap.g_00570	Syap.g_02612
OG0000784	Prap.g_00571	Syap.g_02613
OG0000785	Prap.g_00573	Syap.g_02281
OG0000786	Prap.g_00576	Syap.g_02287
OG0000787	Prap.g_00577	Syap.g_02288
OG0000788	Prap.g_01268	Syap.g_01932
OG0000789	Prap.g_00220	Syap.g_00372
OG0000791	Prap.g_00066	Syap.g_02520
OG0000792	Prap.g_00067	Syap.g_02519
OG0000793	Prap.g_00070	Syap.g_02141
OG0000794	Prap.g_00071	Syap.g_02200
OG0000795	Prap.g_00072	Syap.g_02199
OG0000796	Prap.g_00076	Syap.g_02448
OG0000797	Prap.g_00077	Syap.g_02449
OG0000798	Prap.g_00004	Syap.g_01269
OG0000799	Prap.g_00104	Syap.g_02488
OG0000800	Prap.g_00105	Syap.g_02487
OG0000801	Prap.g_00106	Syap.g_02486
OG0000802	Prap.g_00108	Syap.g_02659
OG0000803	Prap.g_00110	Syap.g_02109
OG0000804	Prap.g_00111	Syap.g_02113
OG0000805	Prap.g_00113	Syap.g_02115
OG0000806	Prap.g_00115	Syap.g_02117
OG0000807	Prap.g_00116	Syap.g_02118
OG0000808	Prap.g_00117	Syap.g_02119
OG0000809	Prap.g_00119	Syap.g_02122
OG0000810	Prap.g_00120	Syap.g_02124
OG0000811	Prap.g_00124	Syap.g_02472
OG0000812	Prap.g_00126	Syap.g_02474
OG0000813	Prap.g_00127	Syap.g_02475
OG0000814	Prap.g_00129	Syap.g_02753
OG0000815	Prap.g_00130	Syap.g_02752
OG0000816	Prap.g_00132	Syap.g_02289
OG0000817	Prap.g_00133	Syap.g_02527
OG0000818	Prap.g_00138	Syap.g_02001
OG0000819	Prap.g_00139	Syap.g_02002
OG0000820	Prap.g_00140	Syap.g_02003
OG0000821	Prap.g_00144	Syap.g_02009
OG0000822	Prap.g_00145	Syap.g_02011
OG0000824	Prap.g_00149	Syap.g_00008
OG0000825	Prap.g_00150	Syap.g_00009
OG0000826	Prap.g_00151	Syap.g_00010
OG0000827	Prap.g_00152	Syap.g_00011
OG0000828	Prap.g_00155	Syap.g_00014
OG0000829	Prap.g_00156	Syap.g_00015
OG0000830	Prap.g_00157	Syap.g_00016
OG0000831	Prap.g_00159	Syap.g_00019
OG0000832	Prap.g_00169	Syap.g_00752
OG0000833	Prap.g_00178	Syap.g_00021
OG0000834	Prap.g_00179	Syap.g_00023
OG0000835	Prap.g_00180	Syap.g_00024
OG0000836	Prap.g_00181	Syap.g_00026
OG0000837	Prap.g_00182	Syap.g_00027
OG0000838	Prap.g_00184	Syap.g_00031
OG0000839	Prap.g_00185	Syap.g_00032
OG0000840	Prap.g_00186	Syap.g_00033
OG0000841	Prap.g_00187	Syap.g_00034
OG0000842	Prap.g_00188	Syap.g_00035
OG0000843	Prap.g_00189	Syap.g_00036
OG0000844	Prap.g_00190	Syap.g_00039
OG0000845	Prap.g_00191	Syap.g_00040
OG0000846	Prap.g_00192	Syap.g_00042
OG0000847	Prap.g_00193	Syap.g_00043
OG0000848	Prap.g_00194	Syap.g_00045
OG0000849	Prap.g_00195	Syap.g_00046
OG0000850	Prap.g_00197	Syap.g_00310
OG0000851	Prap.g_00198	Syap.g_01214
OG0000852	Prap.g_00199	Syap.g_01215
OG0000853	Prap.g_00205	Syap.g_01219
OG0000854	Prap.g_00207	Syap.g_01222
OG0000855	Prap.g_00208	Syap.g_01223
OG0000856	Prap.g_01139	Syap.g_01286
OG0000857	Prap.g_00768	Syap.g_02722
OG0000858	Prap.g_01786	Syap.g_00612
OG0000859	Prap.g_01785	Syap.g_00613
OG0000860	Prap.g_01777	Syap.g_00623
OG0000861	Prap.g_01776	Syap.g_02789
OG0000862	Prap.g_01775	Syap.g_01789
OG0000863	Prap.g_01773	Syap.g_01784
OG0000864	Prap.g_01772	Syap.g_01783
OG0000865	Prap.g_01771	Syap.g_01781, Syap.g_01782
OG0000866	Prap.g_01770	Syap.g_01780
OG0000867	Prap.g_01769	Syap.g_01779
OG0000868	Prap.g_01767	Syap.g_01775
OG0000869	Prap.g_01764	Syap.g_01770
OG0000870	Prap.g_01759	Syap.g_01401
OG0000871	Prap.g_01758	Syap.g_01400
OG0000872	Prap.g_01757	Syap.g_01394
OG0000873	Prap.g_01753	Syap.g_01390
OG0000874	Prap.g_01750	Syap.g_01388
OG0000875	Prap.g_01749	Syap.g_01386
OG0000876	Prap.g_01748	Syap.g_00822
OG0000877	Prap.g_01746	Syap.g_01380
OG0000878	Prap.g_01745	Syap.g_01378
OG0000879	Prap.g_01744	Syap.g_01377
OG0000880	Prap.g_01743	Syap.g_01376
OG0000882	Prap.g_01734	Syap.g_01516
OG0000883	Prap.g_01732	Syap.g_01511
OG0000884	Prap.g_01730	Syap.g_01509
OG0000885	Prap.g_01729	Syap.g_01508
OG0000886	Prap.g_01728	Syap.g_01507
OG0000887	Prap.g_01727	Syap.g_01506
OG0000888	Prap.g_01725	Syap.g_01504
OG0000889	Prap.g_01723	Syap.g_01502
OG0000890	Prap.g_01722	Syap.g_01499
OG0000891	Prap.g_01721	Syap.g_01498
OG0000892	Prap.g_01719	Syap.g_02671
OG0000893	Prap.g_01715	Syap.g_02497
OG0000894	Prap.g_01712	Syap.g_02679
OG0000895	Prap.g_01708	Syap.g_00546
OG0000896	Prap.g_01707	Syap.g_00545
OG0000897	Prap.g_01705	Syap.g_00543
OG0000898	Prap.g_01704	Syap.g_00542
OG0000899	Prap.g_01703	Syap.g_00541
OG0000900	Prap.g_01702	Syap.g_00540
OG0000901	Prap.g_01699	Syap.g_01930
OG0000902	Prap.g_01697	Syap.g_01929
OG0000903	Prap.g_01693	Syap.g_01916
OG0000904	Prap.g_01689	Syap.g_01922
OG0000905	Prap.g_01695	Syap.g_01925
OG0000906	Prap.g_01696	Syap.g_01927
OG0000907	Prap.g_01686	Syap.g_01914
OG0000908	Prap.g_01683	Syap.g_01235
OG0000909	Prap.g_01682	Syap.g_01236
OG0000910	Prap.g_01681	Syap.g_01237
OG0000911	Prap.g_01679	Syap.g_00511
OG0000912	Prap.g_01678	Syap.g_00510
OG0000913	Prap.g_01677	Syap.g_00509
OG0000914	Prap.g_01676	Syap.g_00508
OG0000915	Prap.g_01675	Syap.g_00506
OG0000916	Prap.g_01674	Syap.g_00505
OG0000917	Prap.g_01673	Syap.g_00504
OG0000918	Prap.g_01672	Syap.g_00503
OG0000919	Prap.g_01671	Syap.g_00502
OG0000920	Prap.g_01670	Syap.g_00501
OG0000921	Prap.g_01669	Syap.g_00500
OG0000922	Prap.g_01668	Syap.g_00499
OG0000923	Prap.g_01664	Syap.g_00495
OG0000924	Prap.g_01663	Syap.g_00494
OG0000925	Prap.g_01662	Syap.g_00493
OG0000926	Prap.g_01661	Syap.g_00492
OG0000927	Prap.g_01659	Syap.g_00490
OG0000928	Prap.g_01658	Syap.g_00489
OG0000929	Prap.g_01657	Syap.g_00488
OG0000930	Prap.g_01656	Syap.g_00487
OG0000931	Prap.g_01655	Syap.g_00486
OG0000932	Prap.g_01654	Syap.g_00485
OG0000933	Prap.g_01650	Syap.g_00479
OG0000934	Prap.g_01647	Syap.g_00477
OG0000935	Prap.g_01646	Syap.g_00476
OG0000936	Prap.g_01645	Syap.g_00475
OG0000937	Prap.g_01644	Syap.g_00474
OG0000938	Prap.g_01641	Syap.g_00471
OG0000939	Prap.g_01640	Syap.g_00469
OG0000940	Prap.g_01633	Syap.g_00460
OG0000941	Prap.g_01631	Syap.g_00458
OG0000942	Prap.g_01629	Syap.g_00606
OG0000943	Prap.g_01628	Syap.g_00604
OG0000944	Prap.g_01626	Syap.g_00602
OG0000945	Prap.g_01625	Syap.g_00601
OG0000946	Prap.g_01620	Syap.g_00595
OG0000947	Prap.g_01618	Syap.g_00591
OG0000948	Prap.g_01617	Syap.g_00590
OG0000949	Prap.g_01614	Syap.g_01051
OG0000950	Prap.g_01607	Syap.g_01061
OG0000951	Prap.g_01603	Syap.g_01070
OG0000952	Prap.g_01599	Syap.g_01074
OG0000953	Prap.g_01595	Syap.g_01078
OG0000954	Prap.g_01591	Syap.g_01089
OG0000955	Prap.g_01590	Syap.g_01090
OG0000956	Prap.g_01588	Syap.g_01092
OG0000957	Prap.g_01582	Syap.g_01109
OG0000958	Prap.g_01581	Syap.g_01110
OG0000959	Prap.g_01577	Syap.g_01114
OG0000960	Prap.g_01576	Syap.g_01115
OG0000961	Prap.g_01573	Syap.g_02170
OG0000962	Prap.g_01571	Syap.g_01121
OG0000963	Prap.g_01567	Syap.g_01124
OG0000964	Prap.g_01566	Syap.g_01125
OG0000965	Prap.g_01565	Syap.g_01126
OG0000966	Prap.g_01559	Syap.g_01141
OG0000967	Prap.g_01555	Syap.g_00633
OG0000968	Prap.g_01553	Syap.g_00998
OG0000969	Prap.g_01552	Syap.g_00996
OG0000970	Prap.g_01551	Syap.g_00995
OG0000971	Prap.g_01550	Syap.g_00993
OG0000972	Prap.g_01549	Syap.g_00992
OG0000973	Prap.g_01548	Syap.g_00991
OG0000974	Prap.g_01547	Syap.g_00990
OG0000975	Prap.g_01546	Syap.g_00989
OG0000976	Prap.g_01545	Syap.g_00988
OG0000977	Prap.g_01544	Syap.g_00986
OG0000978	Prap.g_01543	Syap.g_00985
OG0000979	Prap.g_01541	Syap.g_00980
OG0000980	Prap.g_01539	Syap.g_00977
OG0000981	Prap.g_01536	Syap.g_01812
OG0000982	Prap.g_01534	Syap.g_00132
OG0000983	Prap.g_01533	Syap.g_00134
OG0000984	Prap.g_01532	Syap.g_00135
OG0000985	Prap.g_01529	Syap.g_00140
OG0000986	Prap.g_01527	Syap.g_01044
OG0000987	Prap.g_01526	Syap.g_01033
OG0000988	Prap.g_01523	Syap.g_01027
OG0000989	Prap.g_01519	Syap.g_01011
OG0000990	Prap.g_01515	Syap.g_02087
OG0000991	Prap.g_01514	Syap.g_02091
OG0000992	Prap.g_01511	Syap.g_02095
OG0000993	Prap.g_01510	Syap.g_02097
OG0000994	Prap.g_01509	Syap.g_02101
OG0000996	Prap.g_01504	Syap.g_01817
OG0000997	Prap.g_01501	Syap.g_02590
OG0000998	Prap.g_01499	Syap.g_02591
OG0000999	Prap.g_01498	Syap.g_02592
OG0001001	Prap.g_01492	Syap.g_02605
OG0001002	Prap.g_01874	Syap.g_00124
OG0001003	Prap.g_01873	Syap.g_02310
OG0001004	Prap.g_01872	Syap.g_02311
OG0001005	Prap.g_01871	Syap.g_02312
OG0001006	Prap.g_00056	Syap.g_00053
OG0001007	Prap.g_00054	Syap.g_00055
OG0001008	Prap.g_01329	Syap.g_02060
OG0001012	Prap.g_00911	Syap.g_00371
OG0001013	Prap.g_00904	Syap.g_01325
OG0001016	Prap.g_00877	Syap.g_01695
OG0001033	Prap.g_00961	Syap.g_00105
OG0001035	Prap.g_01456	Syap.g_01594
OG0001038	Prap.g_01432	Syap.g_01362
OG0001039	Prap.g_01429	Syap.g_01359
OG0001040	Prap.g_01427	Syap.g_01356
OG0001041	Prap.g_01422	Syap.g_01352
OG0001043	Prap.g_01404	Syap.g_01676
OG0001044	Prap.g_01373	Syap.g_00571
OG0001053	Prap.g_01284	Syap.g_02253
OG0001054	Prap.g_01269	Syap.g_00274
OG0001055	Prap.g_01250	Syap.g_00252
OG0001059	Prap.g_01216	Syap.g_00306
OG0001060	Prap.g_01210	Syap.g_00299
OG0001061	Prap.g_01195	Syap.g_01309
OG0001062	Prap.g_01193	Syap.g_01314
OG0001072	Prap.g_01178	Syap.g_00441
OG0001073	Prap.g_01164	Syap.g_00122, Syap.g_00455
OG0001078	Prap.g_00391	Syap.g_00896
OG0001080	Prap.g_00373	Syap.g_02505
OG0001085	Prap.g_00831	Syap.g_01953
OG0001094	Prap.g_00345	Syap.g_00187
OG0001095	Prap.g_00770	Syap.g_02725
OG0001096	Prap.g_00756	Syap.g_02709
OG0001100	Prap.g_00867	Syap.g_02369
OG0001102	Prap.g_00861	Syap.g_01258
OG0001103	Prap.g_00859	Syap.g_01256
OG0001104	Prap.g_00836	Syap.g_00171
OG0001105	Prap.g_00832	Syap.g_00175
OG0001107	Prap.g_00255	Syap.g_02015
OG0001108	Prap.g_00259	Syap.g_00119
OG0001122	Prap.g_00294	Syap.g_02766
OG0001123	Prap.g_00300	Syap.g_01872
OG0001133	Prap.g_00058	Syap.g_01292
OG0001136	Prap.g_00459	Syap.g_00230
OG0001137	Prap.g_00447	Syap.g_00213
OG0001140	Prap.g_00423	Syap.g_02134
OG0001152	Prap.g_00075	Syap.g_02447
OG0001154	Prap.g_00154	Syap.g_00013
OG0001155	Prap.g_00171	Syap.g_00750
OG0001160	Prap.g_00203	Syap.g_01217
OG0001162	Prap.g_01907	Syap.g_02366
OG0001163	Prap.g_01788	Syap.g_00609
OG0001164	Prap.g_01784	Syap.g_00614
OG0001165	Prap.g_01781	Syap.g_00619
OG0001168	Prap.g_01740	Syap.g_01372
OG0001171	Prap.g_01726	Syap.g_01505
OG0001172	Prap.g_01710	Syap.g_00547
OG0001177	Prap.g_01690	Syap.g_01920
OG0001178	Prap.g_01774	Syap.g_01786, Syap.g_01787
OG0001179	Prap.g_01660	Syap.g_00491
OG0001180	Prap.g_01636	Syap.g_00097, Syap.g_00465
OG0001181	Prap.g_01632	Syap.g_00459
OG0001183	Prap.g_01619	Syap.g_00594
OG0001185	Prap.g_01585	Syap.g_01104
OG0001186	Prap.g_01561	Syap.g_01140
OG0001187	Prap.g_01558	Syap.g_01142
OG0001188	Prap.g_01556	Syap.g_00634
OG0001189	Prap.g_01540	Syap.g_00979
OG0001191	Prap.g_01525	Syap.g_01030
OG0001192	Prap.g_01520	Syap.g_01021
OG0001197	Prap.g_01488	Syap.g_00126
OG0001198	Prap.g_01868	Syap.g_00052
OG0001199	Prap.g_00876	Syap.g_01696
OG0001202	Prap.g_00970	Syap.g_01613
OG0001203	Prap.g_01474	Syap.g_01154
OG0001204	Prap.g_01468	Syap.g_01577
OG0001214	Prap.g_00390	Syap.g_00897
OG0001217	Prap.g_00036	Syap.g_01464
OG0001218	Prap.g_00519	Syap.g_00020
OG0001219	Prap.g_00685	Syap.g_02794
OG0001221	Prap.g_00847	Syap.g_01777
OG0001222	Prap.g_00307	Syap.g_02027
OG0001224	Prap.g_00704	Syap.g_01551
OG0001225	Prap.g_00706	Syap.g_01553
OG0001226	Prap.g_01129	Syap.g_02551
OG0001228	Prap.g_00406	Syap.g_01063
OG0001229	Prap.g_00518	Syap.g_00827
OG0001230	Prap.g_00114	Syap.g_02116
OG0001231	Prap.g_01344	Syap.g_00073
OG0001235	Prap.g_01694	Syap.g_01924
OG0001236	Prap.g_01604	Syap.g_01069
OG0001237	Prap.g_01600	Syap.g_01073
OG0001238	Prap.g_01524	Syap.g_01028
OG0001239	Prap.g_00879	Syap.g_01693, Syap.g_01692
OG0001242	Prap.g_01055	Syap.g_02227, Syap.g_02229
OG0001243	Prap.g_01048	Syap.g_02219
OG0001244	Prap.g_01033	Syap.g_02192
OG0001248	Prap.g_00815	Syap.g_00423
OG0001249	Prap.g_01375	Syap.g_00575
OG0001250	Prap.g_00740	Syap.g_01836
OG0001251	Prap.g_00659	Syap.g_01549, Syap.g_01727
OG0001253	Prap.g_01126	Syap.g_01969
OG0001255	Prap.g_00474	Syap.g_02523
OG0001256	Prap.g_00210	Syap.g_01225
OG0001258	Prap.g_01783	Syap.g_00617
OG0001260	Prap.g_01720	Syap.g_01497
OG0001261	Prap.g_01652	Syap.g_00482
OG0001263	Prap.g_01046	Syap.g_02216
OG0001265	Prap.g_01056	Syap.g_02231
OG0001266	Prap.g_00966	Syap.g_01618
OG0001267	Prap.g_01430	Syap.g_01360
OG0001268	Prap.g_01367	Syap.g_00563
OG0001270	Prap.g_01332	Syap.g_02056
OG0001271	Prap.g_01295	Syap.g_02759
OG0001272	Prap.g_01281	Syap.g_02250
OG0001274	Prap.g_00942	Syap.g_01897
OG0001275	Prap.g_00285	Syap.g_02694
OG0001276	Prap.g_00299	Syap.g_01873
OG0001277	Prap.g_01502	Syap.g_01293
OG0001278	Prap.g_00402	Syap.g_02438
OG0001279	Prap.g_00610	Syap.g_02663
OG0001282	Prap.g_00060	Syap.g_01701
OG0001284	Prap.g_00196	Syap.g_00047
OG0001286	Prap.g_01638	Syap.g_00467
OG0001287	Prap.g_01578	Syap.g_00418
OG0001288	Prap.g_01568	Syap.g_01123
OG0001289	Prap.g_01091	Syap.g_02365
OG0001291	Prap.g_01038	Syap.g_02207
OG0001292	Prap.g_01463	Syap.g_01583
OG0001297	Prap.g_01253	Syap.g_00255
OG0001299	Prap.g_00359	Syap.g_01959
OG0001303	Prap.g_01817	Syap.g_02795
OG0001304	Prap.g_00312	Syap.g_00536
OG0001305	Prap.g_00712	Syap.g_01562
OG0001306	Prap.g_00471	Syap.g_00245
OG0001307	Prap.g_01927	Syap.g_00403
OG0001308	Prap.g_00131	Syap.g_02751, Syap.g_02750
OG0001310	Prap.g_01766	Syap.g_01774
OG0001311	Prap.g_00301	Syap.g_01871
OG0001312	Prap.g_00676	Syap.g_01735
OG0001314	Prap.g_00644	Syap.g_00330, Syap.g_00391
OG0001315	Prap.g_00509	Syap.g_00596
OG0001318	Prap.g_01454	Syap.g_01596, Syap.g_01597
OG0001319	Prap.g_01437	Syap.g_02338
OG0001323	Prap.g_01248	Syap.g_00757
OG0001332	Prap.g_00167	Syap.g_01548
OG0001333	Prap.g_01741	Syap.g_01373
OG0001337	Prap.g_01380	Syap.g_00576
OG0001345	Prap.g_00436	Syap.g_01877, Syap.g_02776
OG0001346	Prap.g_00562	Syap.g_01484
OG0001348	Prap.g_01921	Syap.g_00938
OG0001349	Prap.g_00083	Syap.g_01264, Syap.g_00851
OG0001351	Prap.g_01309	Syap.g_01996
OG0001353	Prap.g_00750	Syap.g_01849
OG0001364	Prap.g_01613	Syap.g_01052
OG0001365	Prap.g_01531	Syap.g_00138
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syap.g_01576
OG0001371	Prap.g_00822	Syap.g_02545, Syap.g_02544
OG0001379	Prap.g_00555	Syap.g_01474
OG0001382	Prap.g_00524	Syap.g_00677
OG0001394	Prap.g_00843	Syap.g_00159
OG0001398	Prap.g_01896	Syap.g_02356
OG0001401	Prap.g_00745	Syap.g_01844
OG0001411	Prap.g_00889	Syap.g_00853
OG0001415	Prap.g_01481	Syap.g_00447, Syap.g_00446
OG0001418	Prap.g_00816	Syap.g_00221
OG0001422	Prap.g_00531	Syap.g_01682
OG0001425	Prap.g_01521	Syap.g_01024
OG0001428	Prap.g_00998	Syap.g_01196
OG0001433	Prap.g_01792	Syap.g_00790
OG0001434	Prap.g_00838	Syap.g_00167
OG0001435	Prap.g_00862	Syap.g_01259
OG0001437	Prap.g_01482	Syap.g_00448
OG0001443	Prap.g_00517	Syap.g_01006
OG0001460	Prap.g_01793	Syap.g_00789
OG0001461	Prap.g_00898	Syap.g_02707
OG0001487	Prap.g_00161	Syap.g_00699
OG0001488	Prap.g_00443	Syap.g_00209
OG0001489	Prap.g_01627	Syap.g_00603
OG0001498	Prap.g_01348	Syap.g_02044, Syap.g_02043
OG0001510	Prap.g_01574	Syap.g_01117
OG0001511	Prap.g_01064	Syap.g_02629, Syap.g_02676
OG0001512	Prap.g_00513	Syap.g_01151, Syap.g_01152
OG0001515	Prap.g_00808	Syap.g_00906
OG0001517	Prap.g_01371	Syap.g_00568
OG0001518	Prap.g_01522	Syap.g_01026
OG0001519	Prap.g_01517	Syap.g_02079
OG0001527	Prap.g_01206	Syap.g_00287, Syap.g_00292
OG0001529	Prap.g_00914	Syap.g_01809
OG0001530	Prap.g_01065	Syap.g_02627
OG0001531	Prap.g_01473	Syap.g_01150
