Orthogroup	Praj	Prbn
OG0000545	Praj.g_00580	Prbn.g_00521
OG0000546	Praj.g_00582	Prbn.g_00520
OG0000547	Praj.g_00583	Prbn.g_00519
OG0000548	Praj.g_00584	Prbn.g_00518
OG0000549	Praj.g_00586	Prbn.g_00516
OG0000550	Praj.g_00587	Prbn.g_00515
OG0000551	Praj.g_00588	Prbn.g_00514
OG0000552	Praj.g_00589	Prbn.g_00513
OG0000553	Praj.g_00590	Prbn.g_00512
OG0000554	Praj.g_00591	Prbn.g_00511
OG0000555	Praj.g_00593	Prbn.g_00509
OG0000556	Praj.g_00594	Prbn.g_00508
OG0000557	Praj.g_00595	Prbn.g_00507
OG0000558	Praj.g_00596	Prbn.g_00506
OG0000559	Praj.g_00597	Prbn.g_00505
OG0000560	Praj.g_00598	Prbn.g_00504
OG0000561	Praj.g_00599	Prbn.g_00503
OG0000562	Praj.g_00600	Prbn.g_00502
OG0000563	Praj.g_00601	Prbn.g_00501
OG0000564	Praj.g_00602	Prbn.g_00500
OG0000565	Praj.g_00603	Prbn.g_00499
OG0000566	Praj.g_00604	Prbn.g_00498
OG0000567	Praj.g_00605	Prbn.g_00497
OG0000568	Praj.g_00606	Prbn.g_00496
OG0000569	Praj.g_00609	Prbn.g_00494
OG0000570	Praj.g_00610	Prbn.g_00493
OG0000571	Praj.g_00611	Prbn.g_00491
OG0000572	Praj.g_00613	Prbn.g_00489
OG0000573	Praj.g_00614	Prbn.g_00488
OG0000574	Praj.g_00615	Prbn.g_00487
OG0000575	Praj.g_00616	Prbn.g_00485
OG0000576	Praj.g_00617	Prbn.g_00484
OG0000577	Praj.g_00618	Prbn.g_00421
OG0000578	Praj.g_00619	Prbn.g_00422
OG0000579	Praj.g_00620	Prbn.g_00423
OG0000580	Praj.g_00621	Prbn.g_00424
OG0000581	Praj.g_00622	Prbn.g_00425
OG0000582	Praj.g_00623	Prbn.g_00426
OG0000583	Praj.g_00624	Prbn.g_00427
OG0000584	Praj.g_00626	Prbn.g_00429
OG0000585	Praj.g_00627	Prbn.g_00430
OG0000586	Praj.g_00628	Prbn.g_00432
OG0000587	Praj.g_00629	Prbn.g_00433
OG0000588	Praj.g_00630	Prbn.g_00434
OG0000589	Praj.g_00631	Prbn.g_00435
OG0000590	Praj.g_00632	Prbn.g_00436
OG0000591	Praj.g_00633	Prbn.g_00437
OG0000592	Praj.g_00634	Prbn.g_00438
OG0000593	Praj.g_00635	Prbn.g_00439
OG0000594	Praj.g_00636	Prbn.g_00440
OG0000595	Praj.g_00637	Prbn.g_00441
OG0000596	Praj.g_00638	Prbn.g_00442
OG0000597	Praj.g_00642	Prbn.g_00446
OG0000598	Praj.g_00643	Prbn.g_00447
OG0000599	Praj.g_00644	Prbn.g_00448
OG0000600	Praj.g_00645	Prbn.g_00449
OG0000601	Praj.g_00646	Prbn.g_00450
OG0000602	Praj.g_00647	Prbn.g_00834
OG0000603	Praj.g_00648	Prbn.g_00835
OG0000604	Praj.g_00649	Prbn.g_00836
OG0000605	Praj.g_00650	Prbn.g_00837
OG0000606	Praj.g_00651	Prbn.g_00838
OG0000607	Praj.g_00653	Prbn.g_00840
OG0000608	Praj.g_00654	Prbn.g_00841
OG0000609	Praj.g_00656	Prbn.g_00843
OG0000610	Praj.g_00657	Prbn.g_00844
OG0000611	Praj.g_00660	Prbn.g_01594
OG0000612	Praj.g_00661	Prbn.g_01593
OG0000613	Praj.g_00663	Prbn.g_01591
OG0000614	Praj.g_00671	Prbn.g_01585
OG0000615	Praj.g_00672	Prbn.g_01584
OG0000616	Praj.g_00673	Prbn.g_01583
OG0000617	Praj.g_00676	Prbn.g_01580
OG0000618	Praj.g_00677	Prbn.g_01579
OG0000619	Praj.g_00678	Prbn.g_01578
OG0000620	Praj.g_00680	Prbn.g_01576
OG0000621	Praj.g_00681	Prbn.g_01575
OG0000622	Praj.g_00682	Prbn.g_01574
OG0000623	Praj.g_00683	Prbn.g_01573
OG0000624	Praj.g_00686	Prbn.g_01570
OG0000625	Praj.g_00687	Prbn.g_01569
OG0000626	Praj.g_00688	Prbn.g_01568
OG0000627	Praj.g_01396	Prbn.g_01565
OG0000628	Praj.g_00689	Prbn.g_01564
OG0000629	Praj.g_00690	Prbn.g_01563
OG0000630	Praj.g_00692	Prbn.g_01561
OG0000631	Praj.g_00693	Prbn.g_01559
OG0000632	Praj.g_02137	Prbn.g_00905
OG0000633	Praj.g_01218	Prbn.g_01635
OG0000634	Praj.g_00699	Prbn.g_01553
OG0000635	Praj.g_00701	Prbn.g_00857
OG0000636	Praj.g_00702	Prbn.g_00858
OG0000637	Praj.g_00704	Prbn.g_00860
OG0000638	Praj.g_00705	Prbn.g_00861
OG0000639	Praj.g_00706	Prbn.g_00862
OG0000640	Praj.g_00707	Prbn.g_00863
OG0000641	Praj.g_00708	Prbn.g_00864
OG0000642	Praj.g_00709	Prbn.g_01947
OG0000643	Praj.g_00710	Prbn.g_01948
OG0000644	Praj.g_00712	Prbn.g_01950
OG0000645	Praj.g_00714	Prbn.g_01952
OG0000646	Praj.g_00715	Prbn.g_01345
OG0000647	Praj.g_00716	Prbn.g_01346
OG0000648	Praj.g_00718	Prbn.g_01347
OG0000649	Praj.g_00719	Prbn.g_01348
OG0000650	Praj.g_00720	Prbn.g_01349
OG0000651	Praj.g_00721	Prbn.g_01350
OG0000652	Praj.g_00723	Prbn.g_01352
OG0000653	Praj.g_00069	Prbn.g_01134
OG0000654	Praj.g_00091	Prbn.g_01023
OG0000655	Praj.g_01398	Prbn.g_00477
OG0000656	Praj.g_01054	Prbn.g_01100
OG0000657	Praj.g_00938	Prbn.g_00468
OG0000658	Praj.g_00937	Prbn.g_00469
OG0000659	Praj.g_00936	Prbn.g_00470
OG0000660	Praj.g_00373	Prbn.g_00102
OG0000661	Praj.g_00913	Prbn.g_01451
OG0000662	Praj.g_00915	Prbn.g_01447
OG0000663	Praj.g_00917	Prbn.g_01445
OG0000664	Praj.g_00918	Prbn.g_01444
OG0000665	Praj.g_00919	Prbn.g_01443
OG0000666	Praj.g_00763	Prbn.g_00856
OG0000667	Praj.g_00764	Prbn.g_01551
OG0000668	Praj.g_00765	Prbn.g_01550
OG0000669	Praj.g_00766	Prbn.g_01549
OG0000670	Praj.g_00768	Prbn.g_01547
OG0000671	Praj.g_00769	Prbn.g_01546
OG0000672	Praj.g_00770	Prbn.g_01545
OG0000673	Praj.g_00771	Prbn.g_01544
OG0000674	Praj.g_00772	Prbn.g_01543
OG0000675	Praj.g_00773	Prbn.g_01542
OG0000676	Praj.g_00775	Prbn.g_01540
OG0000677	Praj.g_00777	Prbn.g_01538
OG0000678	Praj.g_00778	Prbn.g_01537
OG0000679	Praj.g_00779	Prbn.g_01536
OG0000680	Praj.g_00780	Prbn.g_01535
OG0000681	Praj.g_00781	Prbn.g_01534
OG0000682	Praj.g_00782	Prbn.g_01533
OG0000683	Praj.g_00784	Prbn.g_01532
OG0000684	Praj.g_00786	Prbn.g_01530
OG0000685	Praj.g_00787	Prbn.g_01529
OG0000686	Praj.g_00788	Prbn.g_01528
OG0000687	Praj.g_00789	Prbn.g_01527
OG0000688	Praj.g_00790	Prbn.g_01526
OG0000689	Praj.g_00791	Prbn.g_01525
OG0000690	Praj.g_00792	Prbn.g_01524
OG0000691	Praj.g_00794	Prbn.g_01522
OG0000692	Praj.g_00795	Prbn.g_01521
OG0000693	Praj.g_00796	Prbn.g_01520
OG0000694	Praj.g_00797	Prbn.g_01519
OG0000695	Praj.g_00798	Prbn.g_01518
OG0000696	Praj.g_00799	Prbn.g_01517
OG0000697	Praj.g_00801	Prbn.g_01515
OG0000698	Praj.g_00802	Prbn.g_01514
OG0000699	Praj.g_00805	Prbn.g_01510
OG0000700	Praj.g_00806	Prbn.g_01509
OG0000701	Praj.g_00808	Prbn.g_01507
OG0000702	Praj.g_00809	Prbn.g_01506
OG0000703	Praj.g_00810	Prbn.g_01505
OG0000704	Praj.g_00811	Prbn.g_01504
OG0000705	Praj.g_00814	Prbn.g_01502
OG0000706	Praj.g_00815	Prbn.g_01501
OG0000707	Praj.g_00816	Prbn.g_01500
OG0000708	Praj.g_00817	Prbn.g_01499
OG0000709	Praj.g_00818	Prbn.g_01498
OG0000710	Praj.g_00819	Prbn.g_01497
OG0000711	Praj.g_00820	Prbn.g_01496
OG0000712	Praj.g_00821	Prbn.g_01495
OG0000713	Praj.g_00822	Prbn.g_01494
OG0000714	Praj.g_00825	Prbn.g_01490
OG0000715	Praj.g_00826	Prbn.g_01489
OG0000716	Praj.g_00827	Prbn.g_01488
OG0000717	Praj.g_00828	Prbn.g_01487
OG0000718	Praj.g_00829	Prbn.g_01486
OG0000719	Praj.g_00831	Prbn.g_01484
OG0000720	Praj.g_00835	Prbn.g_01480
OG0000721	Praj.g_00836	Prbn.g_01479
OG0000722	Praj.g_00869	Prbn.g_01930
OG0000723	Praj.g_00872	Prbn.g_01925
OG0000724	Praj.g_00877	Prbn.g_01632
OG0000725	Praj.g_00879	Prbn.g_01630
OG0000726	Praj.g_00880	Prbn.g_01629
OG0000727	Praj.g_00881	Prbn.g_01627
OG0000728	Praj.g_00882	Prbn.g_01626
OG0000729	Praj.g_00884	Prbn.g_01624
OG0000730	Praj.g_00885	Prbn.g_01623
OG0000731	Praj.g_00887	Prbn.g_01621
OG0000732	Praj.g_00888	Prbn.g_01620
OG0000733	Praj.g_00889	Prbn.g_01619
OG0000734	Praj.g_00890	Prbn.g_01618
OG0000735	Praj.g_00891	Prbn.g_01617
OG0000736	Praj.g_00893	Prbn.g_01615
OG0000737	Praj.g_00894	Prbn.g_01614
OG0000738	Praj.g_00897	Prbn.g_01612
OG0000739	Praj.g_00898	Prbn.g_01611
OG0000740	Praj.g_00899	Prbn.g_01610
OG0000741	Praj.g_00901	Prbn.g_01608
OG0000742	Praj.g_00902	Prbn.g_01607
OG0000743	Praj.g_00906	Prbn.g_01603
OG0000744	Praj.g_00907	Prbn.g_01602
OG0000745	Praj.g_00748	Prbn.g_01600
OG0000746	Praj.g_00749	Prbn.g_01599
OG0000747	Praj.g_00750	Prbn.g_01598
OG0000748	Praj.g_00751	Prbn.g_01597
OG0000749	Praj.g_00752	Prbn.g_01596
OG0000750	Praj.g_00753	Prbn.g_01595
OG0000751	Praj.g_00755	Prbn.g_00848
OG0000752	Praj.g_00756	Prbn.g_00849
OG0000753	Praj.g_00757	Prbn.g_00850
OG0000754	Praj.g_00758	Prbn.g_00851
OG0000755	Praj.g_00760	Prbn.g_00853
OG0000756	Praj.g_00761	Prbn.g_00854
OG0000757	Praj.g_00762	Prbn.g_00855
OG0000758	Praj.g_00920	Prbn.g_01442
OG0000759	Praj.g_00921	Prbn.g_01441
OG0000760	Praj.g_00922	Prbn.g_01440
OG0000761	Praj.g_00923	Prbn.g_01439
OG0000762	Praj.g_00925	Prbn.g_01437
OG0000763	Praj.g_00926	Prbn.g_01436
OG0000764	Praj.g_00927	Prbn.g_01435
OG0000765	Praj.g_00928	Prbn.g_01434
OG0000766	Praj.g_00929	Prbn.g_01433
OG0000767	Praj.g_00930	Prbn.g_01432
OG0000768	Praj.g_00931	Prbn.g_01431
OG0000769	Praj.g_00932	Prbn.g_01430
OG0000770	Praj.g_00933	Prbn.g_01428
OG0000771	Praj.g_00934	Prbn.g_01427
OG0000772	Praj.g_00847	Prbn.g_01368
OG0000773	Praj.g_00939	Prbn.g_01425
OG0000774	Praj.g_00940	Prbn.g_01424
OG0000775	Praj.g_00941	Prbn.g_01423
OG0000776	Praj.g_00943	Prbn.g_01421
OG0000777	Praj.g_00944	Prbn.g_01420
OG0000778	Praj.g_00945	Prbn.g_01419
OG0000779	Praj.g_00947	Prbn.g_01417
OG0000780	Praj.g_00948	Prbn.g_01416
OG0000781	Praj.g_00949	Prbn.g_01415
OG0000782	Praj.g_00951	Prbn.g_01413
OG0000783	Praj.g_00952	Prbn.g_01412
OG0000784	Praj.g_00953	Prbn.g_01411
OG0000785	Praj.g_00954	Prbn.g_01410
OG0000786	Praj.g_00955	Prbn.g_01409
OG0000787	Praj.g_00957	Prbn.g_01407
OG0000788	Praj.g_00958	Prbn.g_01406
OG0000789	Praj.g_00959	Prbn.g_01405
OG0000790	Praj.g_00960	Prbn.g_01404
OG0000791	Praj.g_00961	Prbn.g_01403
OG0000792	Praj.g_00085	Prbn.g_01123
OG0000793	Praj.g_00963	Prbn.g_01401
OG0000794	Praj.g_00964	Prbn.g_01400
OG0000795	Praj.g_00965	Prbn.g_01399
OG0000796	Praj.g_00966	Prbn.g_01396
OG0000797	Praj.g_00968	Prbn.g_01395
OG0000798	Praj.g_00969	Prbn.g_01394
OG0000799	Praj.g_00970	Prbn.g_01393
OG0000800	Praj.g_00971	Prbn.g_01392
OG0000801	Praj.g_00972	Prbn.g_01391
OG0000802	Praj.g_00973	Prbn.g_01389
OG0000803	Praj.g_00974	Prbn.g_01388
OG0000804	Praj.g_00991	Prbn.g_01384
OG0000805	Praj.g_00992	Prbn.g_01382
OG0000806	Praj.g_00993	Prbn.g_01381
OG0000807	Praj.g_00994	Prbn.g_01380
OG0000808	Praj.g_00995	Prbn.g_01379
OG0000809	Praj.g_00999	Prbn.g_01373
OG0000810	Praj.g_01001	Prbn.g_01371
OG0000811	Praj.g_01002	Prbn.g_01370
OG0000812	Praj.g_00846	Prbn.g_01369
OG0000813	Praj.g_01003	Prbn.g_01366
OG0000814	Praj.g_01004	Prbn.g_01365
OG0000815	Praj.g_01005	Prbn.g_01364
OG0000816	Praj.g_01008	Prbn.g_01361
OG0000817	Praj.g_01012	Prbn.g_01460
OG0000818	Praj.g_01013	Prbn.g_01461
OG0000819	Praj.g_01016	Prbn.g_01463
OG0000820	Praj.g_01017	Prbn.g_01464
OG0000821	Praj.g_01018	Prbn.g_01465
OG0000822	Praj.g_01019	Prbn.g_01466
OG0000823	Praj.g_01022	Prbn.g_01469
OG0000824	Praj.g_01023	Prbn.g_01470
OG0000825	Praj.g_00845	Prbn.g_01472
OG0000826	Praj.g_00844	Prbn.g_01473
OG0000827	Praj.g_00843	Prbn.g_01474
OG0000828	Praj.g_00841	Prbn.g_01476
OG0000829	Praj.g_00852	Prbn.g_00692
OG0000830	Praj.g_01063	Prbn.g_01039
OG0000831	Praj.g_01045	Prbn.g_01141
OG0000832	Praj.g_01728	Prbn.g_00473
OG0000833	Praj.g_02022	Prbn.g_01106
OG0000834	Praj.g_00378	Prbn.g_01147
OG0000835	Praj.g_00386	Prbn.g_00111
OG0000836	Praj.g_01725	Prbn.g_01120
OG0000837	Praj.g_01040	Prbn.g_01239
OG0000838	Praj.g_01833	Prbn.g_01651
OG0000839	Praj.g_01834	Prbn.g_01652
OG0000840	Praj.g_01083	Prbn.g_01028
OG0000841	Praj.g_01482	Prbn.g_01167
OG0000842	Praj.g_01476	Prbn.g_01173
OG0000843	Praj.g_01474	Prbn.g_01175
OG0000844	Praj.g_01473	Prbn.g_01176
OG0000845	Praj.g_01472	Prbn.g_01177
OG0000846	Praj.g_01471	Prbn.g_01178
OG0000847	Praj.g_01470	Prbn.g_01179
OG0000848	Praj.g_01469	Prbn.g_01180
OG0000849	Praj.g_01468	Prbn.g_01181
OG0000850	Praj.g_01467	Prbn.g_01182
OG0000851	Praj.g_01464	Prbn.g_01185
OG0000852	Praj.g_01462	Prbn.g_01188
OG0000853	Praj.g_01460	Prbn.g_01190
OG0000854	Praj.g_01459	Prbn.g_01191
OG0000855	Praj.g_01458	Prbn.g_01192
OG0000856	Praj.g_01457	Prbn.g_01193
OG0000857	Praj.g_01456	Prbn.g_01194
OG0000858	Praj.g_01453	Prbn.g_01197
OG0000859	Praj.g_01452	Prbn.g_01198
OG0000860	Praj.g_01451	Prbn.g_01199
OG0000861	Praj.g_01450	Prbn.g_01200
OG0000862	Praj.g_01449	Prbn.g_01201
OG0000863	Praj.g_01447	Prbn.g_01203
OG0000864	Praj.g_01446	Prbn.g_01204
OG0000865	Praj.g_01445	Prbn.g_01205
OG0000866	Praj.g_01444	Prbn.g_01206
OG0000867	Praj.g_01442	Prbn.g_01208
OG0000868	Praj.g_01440	Prbn.g_01210
OG0000869	Praj.g_01438	Prbn.g_01211
OG0000870	Praj.g_01437	Prbn.g_00387
OG0000871	Praj.g_01436	Prbn.g_00388
OG0000872	Praj.g_01434	Prbn.g_00390
OG0000873	Praj.g_01433	Prbn.g_00391
OG0000874	Praj.g_01432	Prbn.g_00392
OG0000875	Praj.g_01430	Prbn.g_00394
OG0000876	Praj.g_01428	Prbn.g_00396
OG0000877	Praj.g_01427	Prbn.g_00397
OG0000878	Praj.g_01426	Prbn.g_00398
OG0000879	Praj.g_01425	Prbn.g_00399
OG0000880	Praj.g_01424	Prbn.g_00400
OG0000881	Praj.g_01423	Prbn.g_00401
OG0000882	Praj.g_01422	Prbn.g_00402
OG0000883	Praj.g_01421	Prbn.g_00403
OG0000884	Praj.g_01420	Prbn.g_00404
OG0000885	Praj.g_01419	Prbn.g_00405
OG0000886	Praj.g_01418	Prbn.g_00406
OG0000887	Praj.g_01417	Prbn.g_00407
OG0000888	Praj.g_01416	Prbn.g_00408
OG0000889	Praj.g_01415	Prbn.g_00409
OG0000890	Praj.g_01414	Prbn.g_00410
OG0000891	Praj.g_01413	Prbn.g_00411
OG0000892	Praj.g_01411	Prbn.g_00412
OG0000893	Praj.g_01410	Prbn.g_00413
OG0000894	Praj.g_01409	Prbn.g_00414
OG0000895	Praj.g_01408	Prbn.g_00415
OG0000896	Praj.g_01407	Prbn.g_00417
OG0000897	Praj.g_01406	Prbn.g_00418
OG0000898	Praj.g_01405	Prbn.g_00419
OG0000899	Praj.g_01404	Prbn.g_00420
OG0000900	Praj.g_01403	Prbn.g_00483
OG0000901	Praj.g_01246	Prbn.g_01671
OG0000902	Praj.g_01517	Prbn.g_01095
OG0000903	Praj.g_01518	Prbn.g_01094
OG0000904	Praj.g_01519	Prbn.g_01093
OG0000905	Praj.g_01520	Prbn.g_01092
OG0000906	Praj.g_01522	Prbn.g_01091
OG0000907	Praj.g_01523	Prbn.g_01089
OG0000908	Praj.g_01524	Prbn.g_01088
OG0000909	Praj.g_01525	Prbn.g_01087
OG0000910	Praj.g_01526	Prbn.g_01086
OG0000911	Praj.g_01527	Prbn.g_01085
OG0000912	Praj.g_01530	Prbn.g_01082
OG0000913	Praj.g_01531	Prbn.g_01081
OG0000914	Praj.g_01532	Prbn.g_01080
OG0000915	Praj.g_01534	Prbn.g_01077
OG0000916	Praj.g_01535	Prbn.g_01076
OG0000917	Praj.g_01536	Prbn.g_01075
OG0000918	Praj.g_01537	Prbn.g_01074
OG0000919	Praj.g_01538	Prbn.g_01073
OG0000920	Praj.g_01539	Prbn.g_01072
OG0000921	Praj.g_01542	Prbn.g_01069
OG0000922	Praj.g_01543	Prbn.g_01068
OG0000923	Praj.g_01546	Prbn.g_01216
OG0000924	Praj.g_01547	Prbn.g_01215
OG0000925	Praj.g_01550	Prbn.g_01060
OG0000926	Praj.g_00732	Prbn.g_00615
OG0000927	Praj.g_01484	Prbn.g_01124
OG0000928	Praj.g_01011	Prbn.g_00883
OG0000929	Praj.g_01734	Prbn.g_01146
OG0000930	Praj.g_01573	Prbn.g_01164
OG0000931	Praj.g_00833	Prbn.g_01482
OG0000932	Praj.g_01160	Prbn.g_01127
OG0000933	Praj.g_01577	Prbn.g_01242
OG0000934	Praj.g_01578	Prbn.g_00153
OG0000935	Praj.g_01579	Prbn.g_00154
OG0000936	Praj.g_01580	Prbn.g_00155
OG0000937	Praj.g_01581	Prbn.g_00156
OG0000938	Praj.g_01582	Prbn.g_00157
OG0000939	Praj.g_01583	Prbn.g_00158
OG0000940	Praj.g_01584	Prbn.g_00159
OG0000941	Praj.g_01585	Prbn.g_00160
OG0000942	Praj.g_01586	Prbn.g_00161
OG0000943	Praj.g_01587	Prbn.g_00162
OG0000944	Praj.g_01588	Prbn.g_00163
OG0000945	Praj.g_01589	Prbn.g_00164
OG0000946	Praj.g_01590	Prbn.g_00165
OG0000947	Praj.g_01591	Prbn.g_00166
OG0000948	Praj.g_01592	Prbn.g_00167
OG0000949	Praj.g_01593	Prbn.g_00168
OG0000950	Praj.g_01995	Prbn.g_01014
OG0000951	Praj.g_01613	Prbn.g_00195
OG0000952	Praj.g_01614	Prbn.g_00196
OG0000953	Praj.g_01615	Prbn.g_00197
OG0000954	Praj.g_01616	Prbn.g_00198
OG0000955	Praj.g_01617	Prbn.g_00199
OG0000956	Praj.g_01619	Prbn.g_00201
OG0000957	Praj.g_01620	Prbn.g_00202
OG0000958	Praj.g_01621	Prbn.g_00203
OG0000959	Praj.g_01622	Prbn.g_00204
OG0000960	Praj.g_01623	Prbn.g_00205
OG0000961	Praj.g_01624	Prbn.g_00206
OG0000962	Praj.g_01625	Prbn.g_00207
OG0000963	Praj.g_01626	Prbn.g_00208
OG0000964	Praj.g_01628	Prbn.g_00209
OG0000965	Praj.g_01630	Prbn.g_00210
OG0000966	Praj.g_01631	Prbn.g_00211
OG0000967	Praj.g_01634	Prbn.g_00214
OG0000968	Praj.g_01635	Prbn.g_00215
OG0000969	Praj.g_01636	Prbn.g_00216
OG0000970	Praj.g_01637	Prbn.g_00217
OG0000971	Praj.g_01638	Prbn.g_00218
OG0000972	Praj.g_01639	Prbn.g_00219
OG0000973	Praj.g_01641	Prbn.g_00221
OG0000974	Praj.g_01642	Prbn.g_00222
OG0000975	Praj.g_01643	Prbn.g_00223
OG0000976	Praj.g_01644	Prbn.g_00224
OG0000977	Praj.g_01645	Prbn.g_00225
OG0000978	Praj.g_01646	Prbn.g_00226
OG0000979	Praj.g_01647	Prbn.g_00227
OG0000980	Praj.g_00454	Prbn.g_00228
OG0000981	Praj.g_01648	Prbn.g_00229
OG0000982	Praj.g_01649	Prbn.g_00230
OG0000983	Praj.g_01650	Prbn.g_00231
OG0000984	Praj.g_01653	Prbn.g_00235
OG0000985	Praj.g_01654	Prbn.g_00236
OG0000986	Praj.g_01655	Prbn.g_00237
OG0000987	Praj.g_01657	Prbn.g_00239
OG0000988	Praj.g_01658	Prbn.g_00240
OG0000989	Praj.g_01659	Prbn.g_00241
OG0000990	Praj.g_01660	Prbn.g_00242
OG0000991	Praj.g_01661	Prbn.g_00243
OG0000992	Praj.g_01662	Prbn.g_00244
OG0000993	Praj.g_01663	Prbn.g_00245
OG0000994	Praj.g_01664	Prbn.g_00246
OG0000995	Praj.g_01665	Prbn.g_00247
OG0000996	Praj.g_01666	Prbn.g_00248
OG0000997	Praj.g_01668	Prbn.g_00250
OG0000998	Praj.g_01674	Prbn.g_00256
OG0000999	Praj.g_01677	Prbn.g_00258
OG0001000	Praj.g_01678	Prbn.g_00260
OG0001001	Praj.g_01679	Prbn.g_00262
OG0001002	Praj.g_01681	Prbn.g_00264
OG0001003	Praj.g_01682	Prbn.g_00265
OG0001004	Praj.g_01683	Prbn.g_00266
OG0001005	Praj.g_01684	Prbn.g_00267
OG0001006	Praj.g_01686	Prbn.g_00269
OG0001007	Praj.g_01687	Prbn.g_00270
OG0001008	Praj.g_01688	Prbn.g_00271
OG0001009	Praj.g_01690	Prbn.g_00272
OG0001010	Praj.g_01691	Prbn.g_00273
OG0001011	Praj.g_01692	Prbn.g_00274
OG0001012	Praj.g_01693	Prbn.g_00275
OG0001013	Praj.g_01694	Prbn.g_00276
OG0001014	Praj.g_01695	Prbn.g_00277
OG0001015	Praj.g_01696	Prbn.g_00278
OG0001016	Praj.g_01697	Prbn.g_00279
OG0001017	Praj.g_01698	Prbn.g_00280
OG0001018	Praj.g_01699	Prbn.g_00281
OG0001019	Praj.g_01700	Prbn.g_00282
OG0001020	Praj.g_01701	Prbn.g_00283
OG0001021	Praj.g_01702	Prbn.g_00284
OG0001022	Praj.g_01703	Prbn.g_00285
OG0001023	Praj.g_01704	Prbn.g_00286
OG0001024	Praj.g_01706	Prbn.g_00288
OG0001025	Praj.g_01707	Prbn.g_00289
OG0001026	Praj.g_01708	Prbn.g_00904
OG0001027	Praj.g_01709	Prbn.g_00903
OG0001028	Praj.g_01711	Prbn.g_00900
OG0001029	Praj.g_01712	Prbn.g_00899
OG0001030	Praj.g_01715	Prbn.g_00896
OG0001031	Praj.g_01716	Prbn.g_00895
OG0001032	Praj.g_01499	Prbn.g_01688
OG0001033	Praj.g_01599	Prbn.g_00486
OG0001034	Praj.g_00785	Prbn.g_01531
OG0001035	Praj.g_01763	Prbn.g_01738
OG0001036	Praj.g_01764	Prbn.g_01739
OG0001037	Praj.g_01769	Prbn.g_01746
OG0001038	Praj.g_01770	Prbn.g_01747
OG0001039	Praj.g_01771	Prbn.g_01748
OG0001040	Praj.g_01772	Prbn.g_01749
OG0001041	Praj.g_01773	Prbn.g_01751
OG0001042	Praj.g_01774	Prbn.g_01752
OG0001043	Praj.g_01775	Prbn.g_01753
OG0001044	Praj.g_01776	Prbn.g_01754
OG0001045	Praj.g_01777	Prbn.g_01755
OG0001046	Praj.g_01778	Prbn.g_01757
OG0001047	Praj.g_01779	Prbn.g_01758
OG0001048	Praj.g_01780	Prbn.g_01759
OG0001049	Praj.g_01781	Prbn.g_01760
OG0001050	Praj.g_01782	Prbn.g_01761
OG0001051	Praj.g_01783	Prbn.g_01762
OG0001052	Praj.g_01784	Prbn.g_01763
OG0001053	Praj.g_01785	Prbn.g_01764
OG0001054	Praj.g_01786	Prbn.g_01765
OG0001055	Praj.g_01787	Prbn.g_01766
OG0001056	Praj.g_01788	Prbn.g_01767
OG0001057	Praj.g_01790	Prbn.g_01770
OG0001058	Praj.g_01791	Prbn.g_01771
OG0001059	Praj.g_01792	Prbn.g_01772
OG0001060	Praj.g_01793	Prbn.g_01773
OG0001061	Praj.g_01794	Prbn.g_01774
OG0001062	Praj.g_01796	Prbn.g_01775
OG0001063	Praj.g_01797	Prbn.g_01776
OG0001064	Praj.g_01798	Prbn.g_01777
OG0001065	Praj.g_01799	Prbn.g_01778
OG0001066	Praj.g_01800	Prbn.g_01779
OG0001067	Praj.g_01801	Prbn.g_01780
OG0001068	Praj.g_01802	Prbn.g_01781
OG0001069	Praj.g_01804	Prbn.g_01784
OG0001070	Praj.g_01806	Prbn.g_01786
OG0001071	Praj.g_01807	Prbn.g_01787
OG0001072	Praj.g_01808	Prbn.g_01788
OG0001073	Praj.g_01809	Prbn.g_01789
OG0001074	Praj.g_01810	Prbn.g_01790
OG0001075	Praj.g_01812	Prbn.g_01792
OG0001076	Praj.g_01814	Prbn.g_01794
OG0001077	Praj.g_01815	Prbn.g_01795
OG0001078	Praj.g_01816	Prbn.g_01796
OG0001079	Praj.g_01817	Prbn.g_01797
OG0001080	Praj.g_01818	Prbn.g_01798
OG0001081	Praj.g_01819	Prbn.g_01799
OG0001082	Praj.g_01820	Prbn.g_01800
OG0001083	Praj.g_01821	Prbn.g_01801
OG0001084	Praj.g_01822	Prbn.g_01802
OG0001085	Praj.g_01823	Prbn.g_01803
OG0001086	Praj.g_01868	Prbn.g_01809
OG0001087	Praj.g_01870	Prbn.g_01811
OG0001088	Praj.g_01871	Prbn.g_01812
OG0001089	Praj.g_01873	Prbn.g_01815
OG0001090	Praj.g_01874	Prbn.g_01816
OG0001091	Praj.g_01875	Prbn.g_01817
OG0001092	Praj.g_01876	Prbn.g_01818
OG0001093	Praj.g_01877	Prbn.g_01819
OG0001094	Praj.g_01878	Prbn.g_01820
OG0001095	Praj.g_01879	Prbn.g_01821
OG0001096	Praj.g_01880	Prbn.g_01822
OG0001097	Praj.g_01881	Prbn.g_01823
OG0001098	Praj.g_01882	Prbn.g_01824
OG0001099	Praj.g_01883	Prbn.g_01825
OG0001100	Praj.g_01884	Prbn.g_01826
OG0001101	Praj.g_01885	Prbn.g_01827
OG0001102	Praj.g_01894	Prbn.g_01831
OG0001103	Praj.g_01893	Prbn.g_01832
