Orthogroup	Praj	Pral
OG0000568	Praj.g_00606	Pral.g_00469
OG0000569	Praj.g_00609	Pral.g_00466
OG0000570	Praj.g_00610	Pral.g_00465
OG0000571	Praj.g_00611	Pral.g_00464
OG0000572	Praj.g_00613	Pral.g_00462
OG0000573	Praj.g_00614	Pral.g_00461
OG0000574	Praj.g_00615	Pral.g_00460
OG0000575	Praj.g_00616	Pral.g_00459
OG0000576	Praj.g_00617	Pral.g_00458
OG0000577	Praj.g_00618	Pral.g_01430
OG0000578	Praj.g_00619	Pral.g_01432
OG0000579	Praj.g_00620	Pral.g_01433
OG0000580	Praj.g_00621	Pral.g_01434
OG0000581	Praj.g_00622	Pral.g_01435
OG0000582	Praj.g_00623	Pral.g_01436
OG0000583	Praj.g_00624	Pral.g_01437
OG0000584	Praj.g_00626	Pral.g_01439
OG0000585	Praj.g_00627	Pral.g_01440
OG0000586	Praj.g_00628	Pral.g_01441
OG0000587	Praj.g_00629	Pral.g_01442
OG0000588	Praj.g_00630	Pral.g_01443
OG0000589	Praj.g_00631	Pral.g_01444
OG0000590	Praj.g_00632	Pral.g_01445
OG0000591	Praj.g_00633	Pral.g_01446
OG0000592	Praj.g_00634	Pral.g_01447
OG0000593	Praj.g_00635	Pral.g_01448
OG0000594	Praj.g_00636	Pral.g_01449
OG0000595	Praj.g_00637	Pral.g_01450
OG0000596	Praj.g_00638	Pral.g_01451
OG0000597	Praj.g_00642	Pral.g_01455
OG0000598	Praj.g_00643	Pral.g_01456
OG0000599	Praj.g_00644	Pral.g_01457
OG0000600	Praj.g_00645	Pral.g_01458
OG0000601	Praj.g_00646	Pral.g_01459
OG0000602	Praj.g_00647	Pral.g_01460
OG0000603	Praj.g_00648	Pral.g_01461
OG0000604	Praj.g_00649	Pral.g_01462
OG0000605	Praj.g_00650	Pral.g_01463
OG0000606	Praj.g_00651	Pral.g_01464
OG0000607	Praj.g_00653	Pral.g_01466
OG0000608	Praj.g_00654	Pral.g_01467
OG0000609	Praj.g_00656	Pral.g_01469
OG0000610	Praj.g_00657	Pral.g_01470
OG0000611	Praj.g_00660	Pral.g_01772
OG0000612	Praj.g_00661	Pral.g_01771
OG0000613	Praj.g_00663	Pral.g_01769
OG0000614	Praj.g_00671	Pral.g_01763
OG0000615	Praj.g_00672	Pral.g_01762
OG0000616	Praj.g_00673	Pral.g_01761
OG0000617	Praj.g_00676	Pral.g_01758
OG0000618	Praj.g_00677	Pral.g_01757
OG0000619	Praj.g_00678	Pral.g_01756
OG0000620	Praj.g_00680	Pral.g_01754
OG0000621	Praj.g_00681	Pral.g_01753
OG0000622	Praj.g_00682	Pral.g_01752
OG0000623	Praj.g_00683	Pral.g_01751
OG0000624	Praj.g_00686	Pral.g_01748
OG0000625	Praj.g_00687	Pral.g_01747
OG0000626	Praj.g_00688	Pral.g_01746
OG0000627	Praj.g_01396	Pral.g_01743
OG0000628	Praj.g_00689	Pral.g_01742
OG0000629	Praj.g_00690	Pral.g_01741
OG0000630	Praj.g_00692	Pral.g_01739
OG0000631	Praj.g_00693	Pral.g_01737
OG0000632	Praj.g_02137	Pral.g_00399
OG0000633	Praj.g_01218	Pral.g_01691
OG0000634	Praj.g_00699	Pral.g_01728
OG0000635	Praj.g_00701	Pral.g_01726
OG0000636	Praj.g_00702	Pral.g_01725
OG0000637	Praj.g_00704	Pral.g_01723
OG0000638	Praj.g_00705	Pral.g_01722
OG0000639	Praj.g_00706	Pral.g_01721
OG0000640	Praj.g_00707	Pral.g_01720
OG0000641	Praj.g_00708	Pral.g_01719
OG0000642	Praj.g_00709	Pral.g_01718
OG0000643	Praj.g_00710	Pral.g_01717
OG0000644	Praj.g_00712	Pral.g_01715
OG0000645	Praj.g_00714	Pral.g_01713
OG0000646	Praj.g_00715	Pral.g_01712
OG0000647	Praj.g_00716	Pral.g_01711
OG0000648	Praj.g_00718	Pral.g_01709
OG0000649	Praj.g_00719	Pral.g_01708
OG0000650	Praj.g_00720	Pral.g_01707
OG0000651	Praj.g_00721	Pral.g_01706
OG0000652	Praj.g_00723	Pral.g_01704
OG0000653	Praj.g_00069	Pral.g_01304
OG0000654	Praj.g_00091	Pral.g_00023
OG0000655	Praj.g_01398	Pral.g_00451
OG0000656	Praj.g_01054	Pral.g_01037
OG0000657	Praj.g_00938	Pral.g_01635
OG0000658	Praj.g_00937	Pral.g_01636
OG0000659	Praj.g_00936	Pral.g_01637
OG0000660	Praj.g_00373	Pral.g_00701
OG0000661	Praj.g_00913	Pral.g_01663
OG0000662	Praj.g_00915	Pral.g_01660
OG0000663	Praj.g_00917	Pral.g_01658
OG0000664	Praj.g_00918	Pral.g_01657
OG0000665	Praj.g_00919	Pral.g_01656
OG0000666	Praj.g_00763	Pral.g_01482
OG0000667	Praj.g_00764	Pral.g_01483
OG0000668	Praj.g_00765	Pral.g_01484
OG0000669	Praj.g_00766	Pral.g_01485
OG0000670	Praj.g_00768	Pral.g_01487
OG0000671	Praj.g_00769	Pral.g_01488
OG0000672	Praj.g_00770	Pral.g_01489
OG0000673	Praj.g_00771	Pral.g_01490
OG0000674	Praj.g_00772	Pral.g_01491
OG0000675	Praj.g_00773	Pral.g_01492
OG0000676	Praj.g_00775	Pral.g_01494
OG0000677	Praj.g_00777	Pral.g_01496
OG0000678	Praj.g_00778	Pral.g_01497
OG0000679	Praj.g_00779	Pral.g_01498
OG0000680	Praj.g_00780	Pral.g_01499
OG0000681	Praj.g_00781	Pral.g_01500
OG0000682	Praj.g_00782	Pral.g_01501
OG0000683	Praj.g_00784	Pral.g_01502
OG0000684	Praj.g_00786	Pral.g_01504
OG0000685	Praj.g_00787	Pral.g_01505
OG0000686	Praj.g_00788	Pral.g_01506
OG0000687	Praj.g_00789	Pral.g_01507
OG0000688	Praj.g_00790	Pral.g_01508
OG0000689	Praj.g_00791	Pral.g_01509
OG0000690	Praj.g_00792	Pral.g_01510
OG0000691	Praj.g_00794	Pral.g_01512
OG0000692	Praj.g_00795	Pral.g_01513
OG0000693	Praj.g_00796	Pral.g_01514
OG0000694	Praj.g_00797	Pral.g_01515
OG0000695	Praj.g_00798	Pral.g_01516
OG0000696	Praj.g_00799	Pral.g_01517
OG0000697	Praj.g_00801	Pral.g_01518
OG0000698	Praj.g_00802	Pral.g_01519
OG0000699	Praj.g_00805	Pral.g_01523
OG0000700	Praj.g_00806	Pral.g_01524
OG0000701	Praj.g_00808	Pral.g_01525
OG0000702	Praj.g_00809	Pral.g_01526
OG0000703	Praj.g_00810	Pral.g_01527
OG0000704	Praj.g_00811	Pral.g_01528
OG0000705	Praj.g_00814	Pral.g_01530
OG0000706	Praj.g_00815	Pral.g_01531
OG0000707	Praj.g_00816	Pral.g_01532
OG0000708	Praj.g_00817	Pral.g_01533
OG0000709	Praj.g_00818	Pral.g_01534
OG0000710	Praj.g_00819	Pral.g_01535
OG0000711	Praj.g_00820	Pral.g_01536
OG0000712	Praj.g_00821	Pral.g_01537
OG0000713	Praj.g_00822	Pral.g_01538
OG0000714	Praj.g_00825	Pral.g_01542
OG0000715	Praj.g_00826	Pral.g_01543
OG0000716	Praj.g_00827	Pral.g_01544
OG0000717	Praj.g_00828	Pral.g_01545
OG0000718	Praj.g_00829	Pral.g_01546
OG0000719	Praj.g_00831	Pral.g_01548
OG0000720	Praj.g_00835	Pral.g_01552
OG0000721	Praj.g_00836	Pral.g_01553
OG0000722	Praj.g_00869	Pral.g_01820
OG0000723	Praj.g_00872	Pral.g_01815
OG0000724	Praj.g_00877	Pral.g_01809
OG0000725	Praj.g_00879	Pral.g_01807
OG0000726	Praj.g_00880	Pral.g_01806
OG0000727	Praj.g_00881	Pral.g_01805
OG0000728	Praj.g_00882	Pral.g_01804
OG0000729	Praj.g_00884	Pral.g_01802
OG0000730	Praj.g_00885	Pral.g_01801
OG0000731	Praj.g_00887	Pral.g_01799
OG0000732	Praj.g_00888	Pral.g_01798
OG0000733	Praj.g_00889	Pral.g_01797
OG0000734	Praj.g_00890	Pral.g_01796
OG0000735	Praj.g_00891	Pral.g_01795
OG0000736	Praj.g_00893	Pral.g_01793
OG0000737	Praj.g_00894	Pral.g_01792
OG0000738	Praj.g_00897	Pral.g_01790
OG0000739	Praj.g_00898	Pral.g_01789
OG0000740	Praj.g_00899	Pral.g_01788
OG0000741	Praj.g_00901	Pral.g_01786
OG0000742	Praj.g_00902	Pral.g_01785
OG0000743	Praj.g_00906	Pral.g_01781
OG0000744	Praj.g_00907	Pral.g_01780
OG0000745	Praj.g_00748	Pral.g_01778
OG0000746	Praj.g_00749	Pral.g_01777
OG0000747	Praj.g_00750	Pral.g_01776
OG0000748	Praj.g_00751	Pral.g_01775
OG0000749	Praj.g_00752	Pral.g_01774
OG0000750	Praj.g_00753	Pral.g_01773
OG0000751	Praj.g_00755	Pral.g_01474
OG0000752	Praj.g_00756	Pral.g_01475
OG0000753	Praj.g_00757	Pral.g_01476
OG0000754	Praj.g_00758	Pral.g_01477
OG0000755	Praj.g_00760	Pral.g_01479
OG0000756	Praj.g_00761	Pral.g_01480
OG0000757	Praj.g_00762	Pral.g_01481
OG0000758	Praj.g_00920	Pral.g_01655
OG0000759	Praj.g_00921	Pral.g_01654
OG0000760	Praj.g_00922	Pral.g_01653
OG0000761	Praj.g_00923	Pral.g_01652
OG0000762	Praj.g_00925	Pral.g_01650
OG0000763	Praj.g_00926	Pral.g_01649
OG0000764	Praj.g_00927	Pral.g_01647
OG0000765	Praj.g_00928	Pral.g_01646
OG0000766	Praj.g_00929	Pral.g_01645
OG0000767	Praj.g_00930	Pral.g_01644
OG0000768	Praj.g_00931	Pral.g_01643
OG0000769	Praj.g_00932	Pral.g_01642
OG0000770	Praj.g_00933	Pral.g_01640
OG0000771	Praj.g_00934	Pral.g_01639
OG0000772	Praj.g_00847	Pral.g_01605
OG0000773	Praj.g_00939	Pral.g_01634
OG0000774	Praj.g_00940	Pral.g_01633
OG0000775	Praj.g_00941	Pral.g_01632
OG0000776	Praj.g_00943	Pral.g_01630
OG0000777	Praj.g_00944	Pral.g_01629
OG0000778	Praj.g_00945	Pral.g_01628
OG0000779	Praj.g_00947	Pral.g_01626
OG0000780	Praj.g_00948	Pral.g_01625
OG0000781	Praj.g_00949	Pral.g_01624
OG0000782	Praj.g_00951	Pral.g_01622
OG0000783	Praj.g_00952	Pral.g_01621
OG0000784	Praj.g_00953	Pral.g_01620
OG0000785	Praj.g_00954	Pral.g_01619
OG0000786	Praj.g_00955	Pral.g_01618
OG0000787	Praj.g_00957	Pral.g_01616
OG0000788	Praj.g_00958	Pral.g_01615
OG0000789	Praj.g_00959	Pral.g_01614
OG0000790	Praj.g_00960	Pral.g_01613
OG0000791	Praj.g_00961	Pral.g_01612
OG0000792	Praj.g_00085	Pral.g_00050
OG0000793	Praj.g_00963	Pral.g_01611
OG0000794	Praj.g_00964	Pral.g_01610
OG0000795	Praj.g_00965	Pral.g_01578
OG0000796	Praj.g_00966	Pral.g_01579
OG0000797	Praj.g_00968	Pral.g_01580
OG0000798	Praj.g_00969	Pral.g_01581
OG0000799	Praj.g_00970	Pral.g_01582
OG0000800	Praj.g_00971	Pral.g_01583
OG0000801	Praj.g_00972	Pral.g_01584
OG0000802	Praj.g_00973	Pral.g_01586
OG0000803	Praj.g_00974	Pral.g_01587
OG0000804	Praj.g_00991	Pral.g_01590
OG0000805	Praj.g_00992	Pral.g_01592
OG0000806	Praj.g_00993	Pral.g_01593
OG0000807	Praj.g_00994	Pral.g_01594
OG0000808	Praj.g_00995	Pral.g_01595
OG0000809	Praj.g_00999	Pral.g_01600
OG0000810	Praj.g_01001	Pral.g_01602
OG0000811	Praj.g_01002	Pral.g_01603
OG0000812	Praj.g_00846	Pral.g_01604
OG0000813	Praj.g_01003	Pral.g_01607
OG0000814	Praj.g_01004	Pral.g_01608
OG0000815	Praj.g_01005	Pral.g_01609
OG0000816	Praj.g_01008	Pral.g_01575
OG0000817	Praj.g_01012	Pral.g_01571
OG0000818	Praj.g_01013	Pral.g_01570
OG0000819	Praj.g_01016	Pral.g_01569
OG0000820	Praj.g_01017	Pral.g_01568
OG0000821	Praj.g_01018	Pral.g_01567
OG0000822	Praj.g_01019	Pral.g_01566
OG0000823	Praj.g_01022	Pral.g_01563
OG0000824	Praj.g_01023	Pral.g_01562
OG0000825	Praj.g_00845	Pral.g_01560
OG0000826	Praj.g_00844	Pral.g_01559
OG0000827	Praj.g_00843	Pral.g_01558
OG0000828	Praj.g_00841	Pral.g_01556
OG0000829	Praj.g_00852	Pral.g_01321
OG0000830	Praj.g_01063	Pral.g_01033
OG0000831	Praj.g_01045	Pral.g_01327
OG0000832	Praj.g_01728	Pral.g_01032
OG0000833	Praj.g_02022	Pral.g_01311
OG0000834	Praj.g_00378	Pral.g_01324
OG0000835	Praj.g_00386	Pral.g_00692
OG0000836	Praj.g_01725	Pral.g_01141
OG0000837	Praj.g_01040	Pral.g_01314
OG0000838	Praj.g_01833	Pral.g_00077
OG0000839	Praj.g_01834	Pral.g_00076
OG0000840	Praj.g_01083	Pral.g_01902
OG0000841	Praj.g_01482	Pral.g_01346
OG0000842	Praj.g_01476	Pral.g_01351
OG0000843	Praj.g_01474	Pral.g_01353
OG0000844	Praj.g_01473	Pral.g_01354
OG0000845	Praj.g_01472	Pral.g_01355
OG0000846	Praj.g_01471	Pral.g_01356
OG0000847	Praj.g_01470	Pral.g_01357
OG0000848	Praj.g_01469	Pral.g_01358
OG0000849	Praj.g_01468	Pral.g_01359
OG0000850	Praj.g_01467	Pral.g_01360
OG0000851	Praj.g_01464	Pral.g_01363
OG0000852	Praj.g_01462	Pral.g_01366
OG0000853	Praj.g_01460	Pral.g_01368
OG0000854	Praj.g_01459	Pral.g_01369
OG0000855	Praj.g_01458	Pral.g_01370
OG0000856	Praj.g_01457	Pral.g_01371
OG0000857	Praj.g_01456	Pral.g_01372
OG0000858	Praj.g_01453	Pral.g_01376
OG0000859	Praj.g_01452	Pral.g_01377
OG0000860	Praj.g_01451	Pral.g_01378
OG0000861	Praj.g_01450	Pral.g_01379
OG0000862	Praj.g_01449	Pral.g_01380
OG0000863	Praj.g_01447	Pral.g_01382
OG0000864	Praj.g_01446	Pral.g_01383
OG0000865	Praj.g_01445	Pral.g_01384
OG0000866	Praj.g_01444	Pral.g_01385
OG0000867	Praj.g_01442	Pral.g_01388
OG0000868	Praj.g_01440	Pral.g_01390
OG0000869	Praj.g_01438	Pral.g_01391
OG0000870	Praj.g_01437	Pral.g_01394
OG0000871	Praj.g_01436	Pral.g_01395
OG0000872	Praj.g_01434	Pral.g_01399
OG0000873	Praj.g_01433	Pral.g_01400
OG0000874	Praj.g_01432	Pral.g_01401
OG0000875	Praj.g_01430	Pral.g_01403
OG0000876	Praj.g_01428	Pral.g_01404
OG0000877	Praj.g_01427	Pral.g_01405
OG0000878	Praj.g_01426	Pral.g_01406
OG0000879	Praj.g_01425	Pral.g_01407
OG0000880	Praj.g_01424	Pral.g_01408
OG0000881	Praj.g_01423	Pral.g_01409
OG0000882	Praj.g_01422	Pral.g_01410
OG0000883	Praj.g_01421	Pral.g_01411
OG0000884	Praj.g_01420	Pral.g_01412
OG0000885	Praj.g_01419	Pral.g_01413
OG0000886	Praj.g_01418	Pral.g_01414
OG0000887	Praj.g_01417	Pral.g_01415
OG0000888	Praj.g_01416	Pral.g_01416
OG0000889	Praj.g_01415	Pral.g_01417
OG0000890	Praj.g_01414	Pral.g_01419
OG0000891	Praj.g_01413	Pral.g_01420
OG0000892	Praj.g_01411	Pral.g_01421
OG0000893	Praj.g_01410	Pral.g_01422
OG0000894	Praj.g_01409	Pral.g_01423
OG0000895	Praj.g_01408	Pral.g_01424
OG0000896	Praj.g_01407	Pral.g_01426
OG0000897	Praj.g_01406	Pral.g_01427
OG0000898	Praj.g_01405	Pral.g_01428
OG0000899	Praj.g_01404	Pral.g_01429
OG0000900	Praj.g_01403	Pral.g_00456
OG0000901	Praj.g_01246	Pral.g_01893
OG0000902	Praj.g_01517	Pral.g_01292
OG0000903	Praj.g_01518	Pral.g_01291
OG0000904	Praj.g_01519	Pral.g_01290
OG0000905	Praj.g_01520	Pral.g_01289
OG0000906	Praj.g_01522	Pral.g_01288
OG0000907	Praj.g_01523	Pral.g_01286
OG0000908	Praj.g_01524	Pral.g_01285
OG0000909	Praj.g_01525	Pral.g_01284
OG0000910	Praj.g_01526	Pral.g_01283
OG0000911	Praj.g_01527	Pral.g_01282
OG0000912	Praj.g_01530	Pral.g_01279
OG0000913	Praj.g_01531	Pral.g_01278
OG0000914	Praj.g_01532	Pral.g_01277
OG0000915	Praj.g_01534	Pral.g_01275
OG0000916	Praj.g_01535	Pral.g_01274
OG0000917	Praj.g_01536	Pral.g_01273
OG0000918	Praj.g_01537	Pral.g_01272
OG0000919	Praj.g_01538	Pral.g_01271
OG0000920	Praj.g_01539	Pral.g_01270
OG0000921	Praj.g_01542	Pral.g_01267
OG0000922	Praj.g_01543	Pral.g_01266
OG0000923	Praj.g_01546	Pral.g_01239
OG0000924	Praj.g_01547	Pral.g_01238
OG0000925	Praj.g_01550	Pral.g_01235
OG0000926	Praj.g_00732	Pral.g_00440
OG0000927	Praj.g_01484	Pral.g_01345
OG0000928	Praj.g_01011	Pral.g_01060
OG0000929	Praj.g_01734	Pral.g_01323
OG0000930	Praj.g_01573	Pral.g_01343
OG0000931	Praj.g_00833	Pral.g_01550
OG0000932	Praj.g_01160	Pral.g_01299
OG0000933	Praj.g_01577	Pral.g_01220
OG0000934	Praj.g_01578	Pral.g_01219
OG0000935	Praj.g_01579	Pral.g_01218
OG0000936	Praj.g_01580	Pral.g_01217
OG0000937	Praj.g_01581	Pral.g_01216
OG0000938	Praj.g_01582	Pral.g_01215
OG0000939	Praj.g_01583	Pral.g_01214
OG0000940	Praj.g_01584	Pral.g_01213
OG0000941	Praj.g_01585	Pral.g_01212
OG0000942	Praj.g_01586	Pral.g_01211
OG0000943	Praj.g_01587	Pral.g_01210
OG0000944	Praj.g_01588	Pral.g_01209
OG0000945	Praj.g_01589	Pral.g_01208
OG0000946	Praj.g_01590	Pral.g_01207
OG0000947	Praj.g_01591	Pral.g_01206
OG0000948	Praj.g_01592	Pral.g_01205
OG0000949	Praj.g_01593	Pral.g_01204
OG0000950	Praj.g_01995	Pral.g_00287
OG0000951	Praj.g_01613	Pral.g_01184
OG0000952	Praj.g_01614	Pral.g_01183
OG0000953	Praj.g_01615	Pral.g_01182
OG0000954	Praj.g_01616	Pral.g_01181
OG0000955	Praj.g_01617	Pral.g_01180
OG0000956	Praj.g_01619	Pral.g_01178
OG0000957	Praj.g_01620	Pral.g_01177
OG0000958	Praj.g_01621	Pral.g_01176
OG0000959	Praj.g_01622	Pral.g_01175
OG0000960	Praj.g_01623	Pral.g_01174
OG0000961	Praj.g_01624	Pral.g_01173
OG0000962	Praj.g_01625	Pral.g_01172
OG0000963	Praj.g_01626	Pral.g_01171
OG0000964	Praj.g_01628	Pral.g_01169
OG0000965	Praj.g_01630	Pral.g_01167
OG0000966	Praj.g_01631	Pral.g_01166
OG0000967	Praj.g_01634	Pral.g_01159
OG0000968	Praj.g_01635	Pral.g_01158
OG0000969	Praj.g_01636	Pral.g_01157
OG0000970	Praj.g_01637	Pral.g_01156
OG0000971	Praj.g_01638	Pral.g_01155
OG0000972	Praj.g_01639	Pral.g_01154
OG0000973	Praj.g_01641	Pral.g_01152
OG0000974	Praj.g_01642	Pral.g_01151
OG0000975	Praj.g_01643	Pral.g_01150
OG0000976	Praj.g_01644	Pral.g_01149
OG0000977	Praj.g_01645	Pral.g_01148
OG0000978	Praj.g_01646	Pral.g_01147
OG0000979	Praj.g_01647	Pral.g_01146
OG0000980	Praj.g_00454	Pral.g_01145
OG0000981	Praj.g_01648	Pral.g_01144
OG0000982	Praj.g_01649	Pral.g_01143
OG0000983	Praj.g_01650	Pral.g_01142
OG0000984	Praj.g_01653	Pral.g_01137
OG0000985	Praj.g_01654	Pral.g_01136
OG0000986	Praj.g_01655	Pral.g_01135
OG0000987	Praj.g_01657	Pral.g_01133
OG0000988	Praj.g_01658	Pral.g_01132
OG0000989	Praj.g_01659	Pral.g_01131
OG0000990	Praj.g_01660	Pral.g_01130
OG0000991	Praj.g_01661	Pral.g_01129
OG0000992	Praj.g_01662	Pral.g_01128
OG0000993	Praj.g_01663	Pral.g_01127
OG0000994	Praj.g_01664	Pral.g_01126
OG0000995	Praj.g_01665	Pral.g_01125
OG0000996	Praj.g_01666	Pral.g_01124
OG0000997	Praj.g_01668	Pral.g_01122
OG0000998	Praj.g_01674	Pral.g_01115
OG0000999	Praj.g_01677	Pral.g_01112
OG0001000	Praj.g_01678	Pral.g_01110
OG0001001	Praj.g_01679	Pral.g_01108
OG0001002	Praj.g_01681	Pral.g_01106
OG0001003	Praj.g_01682	Pral.g_01105
OG0001004	Praj.g_01683	Pral.g_01104
OG0001005	Praj.g_01684	Pral.g_01103
OG0001006	Praj.g_01686	Pral.g_01101
OG0001007	Praj.g_01687	Pral.g_01100
OG0001008	Praj.g_01688	Pral.g_01099
OG0001009	Praj.g_01690	Pral.g_01098
OG0001010	Praj.g_01691	Pral.g_01097
OG0001011	Praj.g_01692	Pral.g_01095
OG0001012	Praj.g_01693	Pral.g_01094
OG0001013	Praj.g_01694	Pral.g_01093
OG0001014	Praj.g_01695	Pral.g_01092
OG0001015	Praj.g_01696	Pral.g_01091
OG0001016	Praj.g_01697	Pral.g_01090
OG0001017	Praj.g_01698	Pral.g_01089
OG0001018	Praj.g_01699	Pral.g_01088
OG0001019	Praj.g_01700	Pral.g_01087
OG0001020	Praj.g_01701	Pral.g_01086
OG0001021	Praj.g_01702	Pral.g_01085
OG0001022	Praj.g_01703	Pral.g_01084
OG0001023	Praj.g_01704	Pral.g_01083
OG0001024	Praj.g_01706	Pral.g_01081
OG0001025	Praj.g_01707	Pral.g_01080
OG0001026	Praj.g_01708	Pral.g_01079
OG0001027	Praj.g_01709	Pral.g_01078
OG0001028	Praj.g_01711	Pral.g_01076
OG0001029	Praj.g_01712	Pral.g_01075
OG0001030	Praj.g_01715	Pral.g_01072
OG0001031	Praj.g_01716	Pral.g_01071
OG0001032	Praj.g_01499	Pral.g_00045
OG0001033	Praj.g_01599	Pral.g_01058
OG0001034	Praj.g_00785	Pral.g_01503
OG0001035	Praj.g_01763	Pral.g_00100
OG0001036	Praj.g_01764	Pral.g_00101
OG0001037	Praj.g_01769	Pral.g_00108
OG0001038	Praj.g_01770	Pral.g_00109
OG0001039	Praj.g_01771	Pral.g_00110
OG0001040	Praj.g_01772	Pral.g_00111
OG0001041	Praj.g_01773	Pral.g_00113
OG0001042	Praj.g_01774	Pral.g_00114
OG0001043	Praj.g_01775	Pral.g_00115
OG0001044	Praj.g_01776	Pral.g_00116
OG0001045	Praj.g_01777	Pral.g_00117
OG0001046	Praj.g_01778	Pral.g_00119
OG0001047	Praj.g_01779	Pral.g_00120
OG0001048	Praj.g_01780	Pral.g_00121
OG0001049	Praj.g_01781	Pral.g_00122
OG0001050	Praj.g_01782	Pral.g_00123
OG0001051	Praj.g_01783	Pral.g_00124
OG0001052	Praj.g_01784	Pral.g_00125
OG0001053	Praj.g_01785	Pral.g_00126
OG0001054	Praj.g_01786	Pral.g_00127
OG0001055	Praj.g_01787	Pral.g_00128
OG0001056	Praj.g_01788	Pral.g_00129
OG0001057	Praj.g_01790	Pral.g_00131
OG0001058	Praj.g_01791	Pral.g_00132
OG0001059	Praj.g_01792	Pral.g_00133
OG0001060	Praj.g_01793	Pral.g_00134
OG0001061	Praj.g_01794	Pral.g_00135
OG0001062	Praj.g_01796	Pral.g_00136
OG0001063	Praj.g_01797	Pral.g_00137
OG0001064	Praj.g_01798	Pral.g_00138
OG0001065	Praj.g_01799	Pral.g_00139
OG0001066	Praj.g_01800	Pral.g_00140
OG0001067	Praj.g_01801	Pral.g_00141
OG0001068	Praj.g_01802	Pral.g_00142
OG0001069	Praj.g_01804	Pral.g_00145
OG0001070	Praj.g_01806	Pral.g_00147
OG0001071	Praj.g_01807	Pral.g_00148
OG0001072	Praj.g_01808	Pral.g_00149
OG0001073	Praj.g_01809	Pral.g_00150
OG0001074	Praj.g_01810	Pral.g_00151
OG0001075	Praj.g_01812	Pral.g_00154
OG0001076	Praj.g_01814	Pral.g_00156
OG0001077	Praj.g_01815	Pral.g_00157
OG0001078	Praj.g_01816	Pral.g_00158
OG0001079	Praj.g_01817	Pral.g_00159
OG0001080	Praj.g_01818	Pral.g_00160
OG0001081	Praj.g_01819	Pral.g_00161
OG0001082	Praj.g_01820	Pral.g_00162
OG0001083	Praj.g_01821	Pral.g_00163
OG0001084	Praj.g_01822	Pral.g_00164
OG0001085	Praj.g_01823	Pral.g_00165
OG0001086	Praj.g_01868	Pral.g_00170
OG0001087	Praj.g_01870	Pral.g_00172
OG0001088	Praj.g_01871	Pral.g_00173
OG0001089	Praj.g_01873	Pral.g_00176
OG0001090	Praj.g_01874	Pral.g_00177
OG0001091	Praj.g_01875	Pral.g_00178
OG0001092	Praj.g_01876	Pral.g_00179
OG0001093	Praj.g_01877	Pral.g_00180
OG0001094	Praj.g_01878	Pral.g_00181
OG0001095	Praj.g_01879	Pral.g_00182
OG0001096	Praj.g_01880	Pral.g_00183
OG0001097	Praj.g_01881	Pral.g_00184
OG0001098	Praj.g_01882	Pral.g_00185
OG0001099	Praj.g_01883	Pral.g_00187
OG0001100	Praj.g_01884	Pral.g_00188
OG0001101	Praj.g_01885	Pral.g_00189
OG0001102	Praj.g_01894	Pral.g_00193
OG0001103	Praj.g_01893	Pral.g_00194
OG0001104	Praj.g_01889	Pral.g_00198
OG0001105	Praj.g_01891	Pral.g_00196
OG0001106	Praj.g_01888	Pral.g_00192
OG0001107	Praj.g_01887	Pral.g_00191
OG0001108	Praj.g_01886	Pral.g_00190
OG0001109	Praj.g_01909	Pral.g_00200
OG0001110	Praj.g_01911	Pral.g_00202
OG0001111	Praj.g_01912	Pral.g_00203
OG0001112	Praj.g_01913	Pral.g_00204
OG0001113	Praj.g_01914	Pral.g_00205
OG0001114	Praj.g_01915	Pral.g_00206
OG0001115	Praj.g_01916	Pral.g_00207
OG0001116	Praj.g_01917	Pral.g_00208
OG0001117	Praj.g_01918	Pral.g_00209
OG0001118	Praj.g_01919	Pral.g_00210
OG0001119	Praj.g_01920	Pral.g_00211
OG0001120	Praj.g_01921	Pral.g_00212
OG0001121	Praj.g_01922	Pral.g_00213
OG0001122	Praj.g_01923	Pral.g_00214
OG0001123	Praj.g_01924	Pral.g_00215
OG0001124	Praj.g_01925	Pral.g_00216
OG0001125	Praj.g_01926	Pral.g_00217
OG0001126	Praj.g_01927	Pral.g_00218
OG0001127	Praj.g_01928	Pral.g_00219
OG0001128	Praj.g_01929	Pral.g_00220
OG0001129	Praj.g_01930	Pral.g_00221
OG0001130	Praj.g_01931	Pral.g_00222
OG0001131	Praj.g_01932	Pral.g_00223
OG0001132	Praj.g_01933	Pral.g_00224
OG0001133	Praj.g_01934	Pral.g_00225
OG0001134	Praj.g_01935	Pral.g_00226
OG0001135	Praj.g_01936	Pral.g_00227
OG0001136	Praj.g_01937	Pral.g_00228
OG0001137	Praj.g_01938	Pral.g_00229
OG0001138	Praj.g_01939	Pral.g_00230
OG0001139	Praj.g_01940	Pral.g_00232
OG0001140	Praj.g_01941	Pral.g_01190
OG0001141	Praj.g_01943	Pral.g_00234
OG0001142	Praj.g_01944	Pral.g_00235
OG0001143	Praj.g_01945	Pral.g_00236
OG0001144	Praj.g_01947	Pral.g_00238
OG0001145	Praj.g_01949	Pral.g_00240
OG0001146	Praj.g_01950	Pral.g_00241
OG0001147	Praj.g_01953	Pral.g_00244
OG0001148	Praj.g_01954	Pral.g_00245
OG0001149	Praj.g_01955	Pral.g_00246
