Orthogroup	Praj	Prah
OG0000573	Praj.g_00614	Prah.g_00517
OG0000574	Praj.g_00615	Prah.g_00516
OG0000575	Praj.g_00616	Prah.g_00513
OG0000576	Praj.g_00617	Prah.g_00510
OG0000577	Praj.g_00618	Prah.g_00509
OG0000578	Praj.g_00619	Prah.g_00506
OG0000579	Praj.g_00620	Prah.g_00505
OG0000580	Praj.g_00621	Prah.g_00504
OG0000581	Praj.g_00622	Prah.g_00503
OG0000582	Praj.g_00623	Prah.g_00501
OG0000583	Praj.g_00624	Prah.g_00500
OG0000584	Praj.g_00626	Prah.g_00498
OG0000585	Praj.g_00627	Prah.g_00497
OG0000586	Praj.g_00628	Prah.g_00495
OG0000587	Praj.g_00629	Prah.g_00494
OG0000588	Praj.g_00630	Prah.g_00493
OG0000589	Praj.g_00631	Prah.g_00486
OG0000590	Praj.g_00632	Prah.g_00485
OG0000591	Praj.g_00633	Prah.g_00484
OG0000592	Praj.g_00634	Prah.g_00483
OG0000593	Praj.g_00635	Prah.g_00482
OG0000594	Praj.g_00636	Prah.g_00478
OG0000595	Praj.g_00637	Prah.g_00477
OG0000596	Praj.g_00638	Prah.g_00476
OG0000597	Praj.g_00642	Prah.g_00466
OG0000598	Praj.g_00643	Prah.g_00465
OG0000599	Praj.g_00644	Prah.g_00464
OG0000600	Praj.g_00645	Prah.g_00463
OG0000601	Praj.g_00646	Prah.g_00462
OG0000602	Praj.g_00647	Prah.g_00460
OG0000603	Praj.g_00648	Prah.g_00457
OG0000604	Praj.g_00649	Prah.g_00456
OG0000605	Praj.g_00650	Prah.g_00455
OG0000606	Praj.g_00651	Prah.g_00454
OG0000607	Praj.g_00653	Prah.g_00452
OG0000608	Praj.g_00654	Prah.g_00451
OG0000609	Praj.g_00656	Prah.g_00449
OG0000610	Praj.g_00657	Prah.g_00448
OG0000611	Praj.g_00660	Prah.g_00444
OG0000612	Praj.g_00661	Prah.g_00442
OG0000613	Praj.g_00663	Prah.g_02193
OG0000614	Praj.g_00671	Prah.g_01789
OG0000615	Praj.g_00672	Prah.g_01029
OG0000616	Praj.g_00673	Prah.g_02413
OG0000617	Praj.g_00676	Prah.g_00625
OG0000618	Praj.g_00677	Prah.g_02051
OG0000619	Praj.g_00678	Prah.g_00981
OG0000620	Praj.g_00680	Prah.g_00965
OG0000621	Praj.g_00681	Prah.g_00968
OG0000622	Praj.g_00682	Prah.g_00972
OG0000623	Praj.g_00683	Prah.g_00973
OG0000624	Praj.g_00686	Prah.g_00985
OG0000625	Praj.g_00687	Prah.g_00986
OG0000626	Praj.g_00688	Prah.g_00987
OG0000627	Praj.g_01396	Prah.g_01022
OG0000628	Praj.g_00689	Prah.g_01023
OG0000629	Praj.g_00690	Prah.g_01025
OG0000630	Praj.g_00692	Prah.g_01028
OG0000631	Praj.g_00693	Prah.g_00706
OG0000632	Praj.g_02137	Prah.g_02588
OG0000633	Praj.g_01218	Prah.g_01344
OG0000634	Praj.g_00699	Prah.g_00886
OG0000635	Praj.g_00701	Prah.g_00884
OG0000636	Praj.g_00702	Prah.g_00882
OG0000637	Praj.g_00704	Prah.g_00881
OG0000638	Praj.g_00705	Prah.g_00880
OG0000639	Praj.g_00706	Prah.g_00879
OG0000640	Praj.g_00707	Prah.g_00878
OG0000641	Praj.g_00708	Prah.g_00876
OG0000642	Praj.g_00709	Prah.g_00875
OG0000643	Praj.g_00710	Prah.g_00874
OG0000644	Praj.g_00712	Prah.g_00872
OG0000645	Praj.g_00714	Prah.g_00871
OG0000646	Praj.g_00715	Prah.g_00870
OG0000647	Praj.g_00716	Prah.g_00869
OG0000648	Praj.g_00718	Prah.g_00746
OG0000649	Praj.g_00719	Prah.g_00747
OG0000650	Praj.g_00720	Prah.g_00750
OG0000651	Praj.g_00721	Prah.g_00751
OG0000652	Praj.g_00723	Prah.g_00754
OG0000653	Praj.g_00069	Prah.g_00615
OG0000654	Praj.g_00091	Prah.g_01447
OG0000656	Praj.g_01054	Prah.g_01543
OG0000657	Praj.g_00938	Prah.g_00788
OG0000658	Praj.g_00937	Prah.g_00787
OG0000659	Praj.g_00936	Prah.g_00786
OG0000660	Praj.g_00373	Prah.g_01946
OG0000661	Praj.g_00913	Prah.g_01802
OG0000662	Praj.g_00915	Prah.g_00755
OG0000663	Praj.g_00917	Prah.g_00758
OG0000664	Praj.g_00918	Prah.g_00759
OG0000665	Praj.g_00919	Prah.g_00760
OG0000666	Praj.g_00763	Prah.g_00673
OG0000667	Praj.g_00764	Prah.g_00672
OG0000668	Praj.g_00765	Prah.g_00671
OG0000669	Praj.g_00766	Prah.g_00670
OG0000670	Praj.g_00768	Prah.g_00668
OG0000671	Praj.g_00769	Prah.g_00667
OG0000672	Praj.g_00770	Prah.g_00666
OG0000673	Praj.g_00771	Prah.g_00665
OG0000674	Praj.g_00772	Prah.g_00664
OG0000675	Praj.g_00773	Prah.g_00663
OG0000676	Praj.g_00775	Prah.g_00661
OG0000677	Praj.g_00777	Prah.g_00659
OG0000678	Praj.g_00778	Prah.g_00658
OG0000679	Praj.g_00779	Prah.g_00657
OG0000680	Praj.g_00780	Prah.g_00656
OG0000681	Praj.g_00781	Prah.g_00655
OG0000682	Praj.g_00782	Prah.g_00654
OG0000683	Praj.g_00784	Prah.g_00652
OG0000684	Praj.g_00786	Prah.g_00650
OG0000685	Praj.g_00787	Prah.g_00649
OG0000686	Praj.g_00788	Prah.g_00648
OG0000687	Praj.g_00789	Prah.g_00647
OG0000688	Praj.g_00790	Prah.g_00646
OG0000689	Praj.g_00791	Prah.g_00645
OG0000690	Praj.g_00792	Prah.g_00644
OG0000691	Praj.g_00794	Prah.g_00640
OG0000692	Praj.g_00795	Prah.g_00639
OG0000693	Praj.g_00796	Prah.g_00638
OG0000694	Praj.g_00797	Prah.g_00637
OG0000695	Praj.g_00798	Prah.g_00636
OG0000696	Praj.g_00799	Prah.g_00635
OG0000697	Praj.g_00801	Prah.g_00609
OG0000698	Praj.g_00802	Prah.g_00608
OG0000699	Praj.g_00805	Prah.g_00604
OG0000700	Praj.g_00806	Prah.g_00603
OG0000701	Praj.g_00808	Prah.g_00601
OG0000702	Praj.g_00809	Prah.g_00600
OG0000703	Praj.g_00810	Prah.g_00599
OG0000704	Praj.g_00811	Prah.g_00598
OG0000705	Praj.g_00814	Prah.g_00596
OG0000706	Praj.g_00815	Prah.g_00595
OG0000707	Praj.g_00816	Prah.g_00594
OG0000708	Praj.g_00817	Prah.g_00593
OG0000709	Praj.g_00818	Prah.g_00592
OG0000710	Praj.g_00819	Prah.g_00591
OG0000711	Praj.g_00820	Prah.g_00589
OG0000712	Praj.g_00821	Prah.g_00588
OG0000713	Praj.g_00822	Prah.g_00587
OG0000714	Praj.g_00825	Prah.g_00575
OG0000715	Praj.g_00826	Prah.g_00574
OG0000716	Praj.g_00827	Prah.g_00572
OG0000717	Praj.g_00828	Prah.g_00568
OG0000718	Praj.g_00829	Prah.g_00566
OG0000719	Praj.g_00831	Prah.g_00564
OG0000720	Praj.g_00835	Prah.g_00743
OG0000721	Praj.g_00836	Prah.g_00866
OG0000722	Praj.g_00869	Prah.g_00850
OG0000723	Praj.g_00872	Prah.g_00192
OG0000724	Praj.g_00877	Prah.g_00558
OG0000725	Praj.g_00879	Prah.g_00740
OG0000726	Praj.g_00880	Prah.g_01212
OG0000727	Praj.g_00881	Prah.g_00739
OG0000728	Praj.g_00882	Prah.g_00738
OG0000729	Praj.g_00884	Prah.g_00736
OG0000730	Praj.g_00885	Prah.g_00735
OG0000731	Praj.g_00887	Prah.g_00733
OG0000732	Praj.g_00888	Prah.g_00732
OG0000733	Praj.g_00889	Prah.g_00731
OG0000734	Praj.g_00890	Prah.g_00730
OG0000735	Praj.g_00891	Prah.g_00729
OG0000736	Praj.g_00893	Prah.g_00726
OG0000737	Praj.g_00894	Prah.g_00724
OG0000738	Praj.g_00897	Prah.g_00721
OG0000739	Praj.g_00898	Prah.g_00718
OG0000740	Praj.g_00899	Prah.g_00715
OG0000741	Praj.g_00901	Prah.g_00702
OG0000742	Praj.g_00902	Prah.g_00701
OG0000743	Praj.g_00906	Prah.g_00698
OG0000744	Praj.g_00907	Prah.g_00697
OG0000745	Praj.g_00748	Prah.g_00683
OG0000746	Praj.g_00749	Prah.g_00684
OG0000747	Praj.g_00750	Prah.g_00685
OG0000748	Praj.g_00751	Prah.g_00686
OG0000749	Praj.g_00752	Prah.g_00687
OG0000750	Praj.g_00753	Prah.g_00689
OG0000751	Praj.g_00755	Prah.g_00681
OG0000752	Praj.g_00756	Prah.g_00680
OG0000753	Praj.g_00757	Prah.g_00679
OG0000754	Praj.g_00758	Prah.g_00678
OG0000755	Praj.g_00760	Prah.g_00677
OG0000756	Praj.g_00761	Prah.g_00675
OG0000757	Praj.g_00762	Prah.g_00674
OG0000758	Praj.g_00920	Prah.g_00761
OG0000759	Praj.g_00921	Prah.g_00762
OG0000760	Praj.g_00922	Prah.g_00763
OG0000761	Praj.g_00923	Prah.g_00765
OG0000762	Praj.g_00925	Prah.g_00767
OG0000763	Praj.g_00926	Prah.g_00768
OG0000764	Praj.g_00927	Prah.g_00770
OG0000765	Praj.g_00928	Prah.g_00771
OG0000766	Praj.g_00929	Prah.g_00772
OG0000767	Praj.g_00930	Prah.g_01178
OG0000768	Praj.g_00931	Prah.g_00780
OG0000769	Praj.g_00932	Prah.g_00781
OG0000770	Praj.g_00933	Prah.g_00783
OG0000771	Praj.g_00934	Prah.g_00784
OG0000772	Praj.g_00847	Prah.g_02517
OG0000773	Praj.g_00939	Prah.g_00789
OG0000774	Praj.g_00940	Prah.g_00790
OG0000775	Praj.g_00941	Prah.g_00791
OG0000776	Praj.g_00943	Prah.g_00793
OG0000777	Praj.g_00944	Prah.g_00794
OG0000778	Praj.g_00945	Prah.g_00795
OG0000779	Praj.g_00947	Prah.g_00800
OG0000780	Praj.g_00948	Prah.g_00801
OG0000781	Praj.g_00949	Prah.g_00803
OG0000782	Praj.g_00951	Prah.g_00806
OG0000783	Praj.g_00952	Prah.g_00808
OG0000784	Praj.g_00953	Prah.g_00810
OG0000785	Praj.g_00954	Prah.g_00811
OG0000786	Praj.g_00955	Prah.g_00812
OG0000787	Praj.g_00957	Prah.g_00814
OG0000788	Praj.g_00958	Prah.g_00815
OG0000789	Praj.g_00959	Prah.g_00816
OG0000790	Praj.g_00960	Prah.g_00817
OG0000791	Praj.g_00961	Prah.g_00818
OG0000792	Praj.g_00085	Prah.g_01131
OG0000793	Praj.g_00963	Prah.g_00821
OG0000794	Praj.g_00964	Prah.g_00824
OG0000795	Praj.g_00965	Prah.g_00826
OG0000796	Praj.g_00966	Prah.g_00828
OG0000797	Praj.g_00968	Prah.g_00829
OG0000798	Praj.g_00969	Prah.g_00830
OG0000799	Praj.g_00970	Prah.g_00833
OG0000800	Praj.g_00971	Prah.g_00834
OG0000801	Praj.g_00972	Prah.g_00835
OG0000802	Praj.g_00973	Prah.g_00839
OG0000803	Praj.g_00974	Prah.g_00840
OG0000804	Praj.g_00991	Prah.g_00846
OG0000805	Praj.g_00992	Prah.g_00848
OG0000806	Praj.g_00993	Prah.g_00849
OG0000807	Praj.g_00994	Prah.g_00851
OG0000808	Praj.g_00995	Prah.g_00852
OG0000809	Praj.g_00999	Prah.g_00858
OG0000810	Praj.g_01001	Prah.g_00860
OG0000811	Praj.g_01002	Prah.g_00861
OG0000812	Praj.g_00846	Prah.g_02518
OG0000813	Praj.g_01003	Prah.g_00862
OG0000814	Praj.g_01004	Prah.g_00863
OG0000815	Praj.g_01005	Prah.g_00864
OG0000816	Praj.g_01008	Prah.g_00867
OG0000817	Praj.g_01012	Prah.g_00903
OG0000818	Praj.g_01013	Prah.g_00904
OG0000819	Praj.g_01016	Prah.g_00907
OG0000820	Praj.g_01017	Prah.g_00908
OG0000821	Praj.g_01018	Prah.g_00909
OG0000822	Praj.g_01019	Prah.g_00910
OG0000823	Praj.g_01022	Prah.g_00913
OG0000824	Praj.g_01023	Prah.g_00914
OG0000825	Praj.g_00845	Prah.g_00919
OG0000826	Praj.g_00844	Prah.g_00920
OG0000827	Praj.g_00843	Prah.g_00921
OG0000828	Praj.g_00841	Prah.g_00922
OG0000829	Praj.g_00852	Prah.g_00893
OG0000830	Praj.g_01063	Prah.g_00539
OG0000831	Praj.g_01045	Prah.g_01601
OG0000832	Praj.g_01728	Prah.g_01176
OG0000833	Praj.g_02022	Prah.g_00133
OG0000834	Praj.g_00378	Prah.g_01942
OG0000835	Praj.g_00386	Prah.g_01932
OG0000836	Praj.g_01725	Prah.g_00383
OG0000837	Praj.g_01040	Prah.g_00521
OG0000838	Praj.g_01833	Prah.g_02532
OG0000839	Praj.g_01834	Prah.g_02525
OG0000840	Praj.g_01083	Prah.g_01803
OG0000841	Praj.g_01482	Prah.g_00378
OG0000842	Praj.g_01476	Prah.g_01905
OG0000843	Praj.g_01474	Prah.g_01340
OG0000844	Praj.g_01473	Prah.g_01339
OG0000845	Praj.g_01472	Prah.g_01338
OG0000846	Praj.g_01471	Prah.g_01337
OG0000847	Praj.g_01470	Prah.g_01336
OG0000848	Praj.g_01469	Prah.g_01335
OG0000849	Praj.g_01468	Prah.g_01331
OG0000850	Praj.g_01467	Prah.g_01329
OG0000851	Praj.g_01464	Prah.g_01325
OG0000852	Praj.g_01462	Prah.g_01323
OG0000853	Praj.g_01460	Prah.g_01321
OG0000854	Praj.g_01459	Prah.g_01320
OG0000855	Praj.g_01458	Prah.g_01318
OG0000856	Praj.g_01457	Prah.g_01317
OG0000857	Praj.g_01456	Prah.g_01316
OG0000858	Praj.g_01453	Prah.g_01307
OG0000859	Praj.g_01452	Prah.g_01305
OG0000860	Praj.g_01451	Prah.g_01304
OG0000861	Praj.g_01450	Prah.g_01303
OG0000862	Praj.g_01449	Prah.g_01302
OG0000863	Praj.g_01447	Prah.g_01298
OG0000864	Praj.g_01446	Prah.g_01297
OG0000865	Praj.g_01445	Prah.g_01296
OG0000866	Praj.g_01444	Prah.g_01295
OG0000867	Praj.g_01442	Prah.g_01292
OG0000868	Praj.g_01440	Prah.g_01291
OG0000869	Praj.g_01438	Prah.g_01262
OG0000870	Praj.g_01437	Prah.g_01259
OG0000871	Praj.g_01436	Prah.g_01258
OG0000872	Praj.g_01434	Prah.g_01255
OG0000873	Praj.g_01433	Prah.g_01254
OG0000874	Praj.g_01432	Prah.g_01253
OG0000875	Praj.g_01430	Prah.g_01251
OG0000876	Praj.g_01428	Prah.g_01249
OG0000877	Praj.g_01427	Prah.g_01248
OG0000878	Praj.g_01426	Prah.g_01247
OG0000879	Praj.g_01425	Prah.g_01246
OG0000880	Praj.g_01424	Prah.g_01245
OG0000881	Praj.g_01423	Prah.g_01244
OG0000882	Praj.g_01422	Prah.g_01243
OG0000883	Praj.g_01421	Prah.g_01263
OG0000884	Praj.g_01420	Prah.g_01264
OG0000885	Praj.g_01419	Prah.g_01265
OG0000886	Praj.g_01418	Prah.g_01266
OG0000887	Praj.g_01417	Prah.g_01268
OG0000888	Praj.g_01416	Prah.g_01272
OG0000889	Praj.g_01415	Prah.g_01273
OG0000890	Praj.g_01414	Prah.g_01275
OG0000891	Praj.g_01413	Prah.g_01276
OG0000892	Praj.g_01411	Prah.g_01278
OG0000893	Praj.g_01410	Prah.g_01279
OG0000894	Praj.g_01409	Prah.g_01282
OG0000895	Praj.g_01408	Prah.g_01283
OG0000896	Praj.g_01407	Prah.g_01285
OG0000897	Praj.g_01406	Prah.g_01286
OG0000898	Praj.g_01405	Prah.g_01289
OG0000899	Praj.g_01404	Prah.g_01290
OG0000900	Praj.g_01403	Prah.g_01239
OG0000901	Praj.g_01246	Prah.g_01610
OG0000902	Praj.g_01517	Prah.g_01349
OG0000903	Praj.g_01518	Prah.g_01350
OG0000904	Praj.g_01519	Prah.g_01351
OG0000905	Praj.g_01520	Prah.g_01353
OG0000906	Praj.g_01522	Prah.g_01355
OG0000907	Praj.g_01523	Prah.g_01357
OG0000908	Praj.g_01524	Prah.g_01358
OG0000909	Praj.g_01525	Prah.g_01359
OG0000910	Praj.g_01526	Prah.g_01360
OG0000911	Praj.g_01527	Prah.g_01361
OG0000912	Praj.g_01530	Prah.g_01365
OG0000913	Praj.g_01531	Prah.g_01368
OG0000914	Praj.g_01532	Prah.g_01369
OG0000915	Praj.g_01534	Prah.g_01372
OG0000916	Praj.g_01535	Prah.g_01373
OG0000917	Praj.g_01536	Prah.g_01374
OG0000918	Praj.g_01537	Prah.g_01375
OG0000919	Praj.g_01538	Prah.g_01376
OG0000920	Praj.g_01539	Prah.g_01377
OG0000921	Praj.g_01542	Prah.g_01380
OG0000922	Praj.g_01543	Prah.g_01381
OG0000923	Praj.g_01546	Prah.g_00327
OG0000924	Praj.g_01547	Prah.g_00326
OG0000925	Praj.g_01550	Prah.g_00323
OG0000926	Praj.g_00732	Prah.g_00224
OG0000927	Praj.g_01484	Prah.g_00571
OG0000928	Praj.g_01011	Prah.g_01183
OG0000929	Praj.g_01734	Prah.g_00918
OG0000930	Praj.g_01573	Prah.g_00895
OG0000931	Praj.g_00833	Prah.g_00560
OG0000932	Praj.g_01160	Prah.g_01663
OG0000933	Praj.g_01577	Prah.g_01577
OG0000934	Praj.g_01578	Prah.g_01578
OG0000935	Praj.g_01579	Prah.g_01579
OG0000936	Praj.g_01580	Prah.g_01580
OG0000937	Praj.g_01581	Prah.g_01581
OG0000938	Praj.g_01582	Prah.g_01582
OG0000939	Praj.g_01583	Prah.g_01583
OG0000940	Praj.g_01584	Prah.g_01584
OG0000941	Praj.g_01585	Prah.g_01586
OG0000942	Praj.g_01586	Prah.g_01587
OG0000943	Praj.g_01587	Prah.g_01588
OG0000944	Praj.g_01588	Prah.g_01589
OG0000945	Praj.g_01589	Prah.g_01590
OG0000946	Praj.g_01590	Prah.g_01591
OG0000947	Praj.g_01591	Prah.g_01592
OG0000948	Praj.g_01592	Prah.g_01593
OG0000949	Praj.g_01593	Prah.g_01594
OG0000950	Praj.g_01995	Prah.g_02242
OG0000951	Praj.g_01613	Prah.g_00435
OG0000952	Praj.g_01614	Prah.g_00434
OG0000953	Praj.g_01615	Prah.g_00433
OG0000954	Praj.g_01616	Prah.g_00428
OG0000955	Praj.g_01617	Prah.g_00427
OG0000956	Praj.g_01619	Prah.g_00423
OG0000957	Praj.g_01620	Prah.g_00421
OG0000958	Praj.g_01621	Prah.g_00420
OG0000959	Praj.g_01622	Prah.g_00419
OG0000960	Praj.g_01623	Prah.g_00418
OG0000961	Praj.g_01624	Prah.g_00417
OG0000962	Praj.g_01625	Prah.g_00415
OG0000963	Praj.g_01626	Prah.g_00414
OG0000964	Praj.g_01628	Prah.g_00412
OG0000965	Praj.g_01630	Prah.g_00410
OG0000966	Praj.g_01631	Prah.g_00409
OG0000967	Praj.g_01634	Prah.g_00406
OG0000968	Praj.g_01635	Prah.g_00403
OG0000969	Praj.g_01636	Prah.g_00402
OG0000970	Praj.g_01637	Prah.g_00401
OG0000971	Praj.g_01638	Prah.g_00400
OG0000972	Praj.g_01639	Prah.g_00399
OG0000973	Praj.g_01641	Prah.g_00397
OG0000974	Praj.g_01642	Prah.g_00396
OG0000975	Praj.g_01643	Prah.g_00395
OG0000976	Praj.g_01644	Prah.g_00394
OG0000977	Praj.g_01645	Prah.g_00391
OG0000978	Praj.g_01646	Prah.g_00390
OG0000979	Praj.g_01647	Prah.g_00389
OG0000980	Praj.g_00454	Prah.g_00388
OG0000981	Praj.g_01648	Prah.g_00386
OG0000982	Praj.g_01649	Prah.g_00385
OG0000983	Praj.g_01650	Prah.g_00384
OG0000984	Praj.g_01653	Prah.g_00379
OG0000985	Praj.g_01654	Prah.g_00376
OG0000986	Praj.g_01655	Prah.g_00374
OG0000987	Praj.g_01657	Prah.g_00371
OG0000988	Praj.g_01658	Prah.g_00370
OG0000989	Praj.g_01659	Prah.g_00369
OG0000990	Praj.g_01660	Prah.g_00368
OG0000991	Praj.g_01661	Prah.g_00367
OG0000992	Praj.g_01662	Prah.g_00366
OG0000993	Praj.g_01663	Prah.g_00365
OG0000994	Praj.g_01664	Prah.g_00364
OG0000995	Praj.g_01665	Prah.g_00363
OG0000996	Praj.g_01666	Prah.g_00362
OG0000997	Praj.g_01668	Prah.g_00360
OG0000998	Praj.g_01674	Prah.g_01217
OG0000999	Praj.g_01677	Prah.g_01605
OG0001000	Praj.g_01678	Prah.g_01615
OG0001001	Praj.g_01679	Prah.g_01617
OG0001002	Praj.g_01681	Prah.g_01619
OG0001003	Praj.g_01682	Prah.g_01620
OG0001004	Praj.g_01683	Prah.g_00538
OG0001005	Praj.g_01684	Prah.g_01621
OG0001006	Praj.g_01686	Prah.g_01623
OG0001007	Praj.g_01687	Prah.g_01624
OG0001008	Praj.g_01688	Prah.g_01625
OG0001009	Praj.g_01690	Prah.g_01627
OG0001010	Praj.g_01691	Prah.g_01628
OG0001011	Praj.g_01692	Prah.g_01631
OG0001012	Praj.g_01693	Prah.g_01632
OG0001013	Praj.g_01694	Prah.g_01633
OG0001014	Praj.g_01695	Prah.g_01634
OG0001015	Praj.g_01696	Prah.g_01635
OG0001016	Praj.g_01697	Prah.g_01636
OG0001017	Praj.g_01698	Prah.g_01637
OG0001018	Praj.g_01699	Prah.g_01639
OG0001019	Praj.g_01700	Prah.g_01640
OG0001020	Praj.g_01701	Prah.g_01641
OG0001021	Praj.g_01702	Prah.g_01642
OG0001022	Praj.g_01703	Prah.g_01643
OG0001023	Praj.g_01704	Prah.g_01644
OG0001024	Praj.g_01706	Prah.g_01645
OG0001025	Praj.g_01707	Prah.g_01648
OG0001026	Praj.g_01708	Prah.g_01649
OG0001027	Praj.g_01709	Prah.g_01791
OG0001028	Praj.g_01711	Prah.g_01651
OG0001029	Praj.g_01712	Prah.g_01652
OG0001030	Praj.g_01715	Prah.g_01655
OG0001031	Praj.g_01716	Prah.g_01656
OG0001032	Praj.g_01499	Prah.g_00541
OG0001033	Praj.g_01599	Prah.g_00515
OG0001034	Praj.g_00785	Prah.g_00651
OG0001035	Praj.g_01763	Prah.g_01667
OG0001036	Praj.g_01764	Prah.g_01668
OG0001037	Praj.g_01769	Prah.g_01677
OG0001038	Praj.g_01770	Prah.g_01678
OG0001039	Praj.g_01771	Prah.g_01679
OG0001040	Praj.g_01772	Prah.g_01681
OG0001041	Praj.g_01773	Prah.g_01685
OG0001042	Praj.g_01774	Prah.g_01687
OG0001043	Praj.g_01775	Prah.g_01688
OG0001044	Praj.g_01776	Prah.g_01689
OG0001045	Praj.g_01777	Prah.g_01690
OG0001046	Praj.g_01778	Prah.g_01692
OG0001047	Praj.g_01779	Prah.g_01693
OG0001048	Praj.g_01780	Prah.g_01694
OG0001049	Praj.g_01781	Prah.g_01695
OG0001050	Praj.g_01782	Prah.g_01696
OG0001051	Praj.g_01783	Prah.g_01697
OG0001052	Praj.g_01784	Prah.g_01698
OG0001053	Praj.g_01785	Prah.g_01699
OG0001054	Praj.g_01786	Prah.g_01700
OG0001055	Praj.g_01787	Prah.g_01701
OG0001056	Praj.g_01788	Prah.g_01703
OG0001057	Praj.g_01790	Prah.g_01705
OG0001058	Praj.g_01791	Prah.g_01707
OG0001059	Praj.g_01792	Prah.g_01709
OG0001060	Praj.g_01793	Prah.g_01710
OG0001061	Praj.g_01794	Prah.g_01711
OG0001062	Praj.g_01796	Prah.g_01713
OG0001063	Praj.g_01797	Prah.g_01714
OG0001064	Praj.g_01798	Prah.g_01716
OG0001065	Praj.g_01799	Prah.g_01717
OG0001066	Praj.g_01800	Prah.g_01718
OG0001067	Praj.g_01801	Prah.g_01719
OG0001068	Praj.g_01802	Prah.g_01720
OG0001069	Praj.g_01804	Prah.g_01727
OG0001070	Praj.g_01806	Prah.g_01729
OG0001071	Praj.g_01807	Prah.g_01730
OG0001072	Praj.g_01808	Prah.g_01731
OG0001073	Praj.g_01809	Prah.g_01732
OG0001074	Praj.g_01810	Prah.g_01733
OG0001075	Praj.g_01812	Prah.g_01736
OG0001076	Praj.g_01814	Prah.g_01738
OG0001077	Praj.g_01815	Prah.g_01739
OG0001078	Praj.g_01816	Prah.g_01740
OG0001079	Praj.g_01817	Prah.g_01741
OG0001080	Praj.g_01818	Prah.g_01742
OG0001081	Praj.g_01819	Prah.g_01743
OG0001082	Praj.g_01820	Prah.g_01744
OG0001083	Praj.g_01821	Prah.g_01745
OG0001084	Praj.g_01822	Prah.g_01759
OG0001085	Praj.g_01823	Prah.g_01760
OG0001086	Praj.g_01868	Prah.g_02073
OG0001087	Praj.g_01870	Prah.g_02071
OG0001088	Praj.g_01871	Prah.g_02070
OG0001089	Praj.g_01873	Prah.g_02067
OG0001090	Praj.g_01874	Prah.g_02066
OG0001091	Praj.g_01875	Prah.g_02065
OG0001092	Praj.g_01876	Prah.g_02064
OG0001093	Praj.g_01877	Prah.g_02063
OG0001094	Praj.g_01878	Prah.g_02062
OG0001095	Praj.g_01879	Prah.g_02061
OG0001096	Praj.g_01880	Prah.g_02060
OG0001097	Praj.g_01881	Prah.g_02059
OG0001098	Praj.g_01882	Prah.g_02058
OG0001099	Praj.g_01883	Prah.g_02056
OG0001100	Praj.g_01884	Prah.g_02055
OG0001101	Praj.g_01885	Prah.g_02054
OG0001102	Praj.g_01894	Prah.g_02041
OG0001103	Praj.g_01893	Prah.g_02042
OG0001104	Praj.g_01889	Prah.g_02046
OG0001105	Praj.g_01891	Prah.g_02044
OG0001106	Praj.g_01888	Prah.g_02047
OG0001107	Praj.g_01887	Prah.g_02048
OG0001108	Praj.g_01886	Prah.g_02050
OG0001109	Praj.g_01909	Prah.g_02039
OG0001110	Praj.g_01911	Prah.g_02037
OG0001111	Praj.g_01912	Prah.g_02036
OG0001112	Praj.g_01913	Prah.g_02035
OG0001113	Praj.g_01914	Prah.g_02034
OG0001114	Praj.g_01915	Prah.g_02033
OG0001115	Praj.g_01916	Prah.g_02032
OG0001116	Praj.g_01917	Prah.g_02031
OG0001117	Praj.g_01918	Prah.g_02030
OG0001118	Praj.g_01919	Prah.g_02029
OG0001119	Praj.g_01920	Prah.g_02028
OG0001120	Praj.g_01921	Prah.g_02027
OG0001121	Praj.g_01922	Prah.g_02026
OG0001122	Praj.g_01923	Prah.g_02025
OG0001123	Praj.g_01924	Prah.g_02024
OG0001124	Praj.g_01925	Prah.g_02023
OG0001125	Praj.g_01926	Prah.g_02022
OG0001126	Praj.g_01927	Prah.g_02021
OG0001127	Praj.g_01928	Prah.g_02020
OG0001128	Praj.g_01929	Prah.g_02019
OG0001129	Praj.g_01930	Prah.g_02018
OG0001130	Praj.g_01931	Prah.g_02017
OG0001131	Praj.g_01932	Prah.g_02016
OG0001132	Praj.g_01933	Prah.g_02015
OG0001133	Praj.g_01934	Prah.g_02014
OG0001134	Praj.g_01935	Prah.g_02013
OG0001135	Praj.g_01936	Prah.g_02012
OG0001136	Praj.g_01937	Prah.g_02011
OG0001137	Praj.g_01938	Prah.g_02010
OG0001138	Praj.g_01939	Prah.g_02009
OG0001139	Praj.g_01940	Prah.g_02008
OG0001140	Praj.g_01941	Prah.g_02007
OG0001141	Praj.g_01943	Prah.g_02004
OG0001142	Praj.g_01944	Prah.g_02003
OG0001143	Praj.g_01945	Prah.g_02002
OG0001144	Praj.g_01947	Prah.g_02000
OG0001145	Praj.g_01949	Prah.g_01998
OG0001146	Praj.g_01950	Prah.g_01997
OG0001147	Praj.g_01953	Prah.g_01994
OG0001148	Praj.g_01954	Prah.g_01993
OG0001149	Praj.g_01955	Prah.g_01991
OG0001150	Praj.g_01958	Prah.g_01988
OG0001151	Praj.g_01959	Prah.g_01987
OG0001152	Praj.g_01960	Prah.g_01986
OG0001153	Praj.g_01961	Prah.g_01985
OG0001154	Praj.g_01962	Prah.g_01984
OG0001155	Praj.g_01963	Prah.g_01983
