Orthogroup	Prbe	Syab
OG0000562	Prbe.g_00579	Syab.g_02007
OG0000563	Prbe.g_00578	Syab.g_02006
OG0000564	Prbe.g_00577	Syab.g_02005
OG0000565	Prbe.g_00575	Syab.g_02001
OG0000566	Prbe.g_00571	Syab.g_01997
OG0000567	Prbe.g_00567	Syab.g_01993
OG0000568	Prbe.g_00566	Syab.g_01991
OG0000569	Prbe.g_00565	Syab.g_01990
OG0000570	Prbe.g_00564	Syab.g_01989
OG0000571	Prbe.g_00562	Syab.g_01986
OG0000572	Prbe.g_00548	Syab.g_01969
OG0000573	Prbe.g_00542	Syab.g_01960
OG0000574	Prbe.g_00541	Syab.g_01959
OG0000575	Prbe.g_00537	Syab.g_01954
OG0000576	Prbe.g_00535	Syab.g_01952
OG0000577	Prbe.g_00534	Syab.g_01951
OG0000578	Prbe.g_00533	Syab.g_01950
OG0000579	Prbe.g_00532	Syab.g_01949
OG0000580	Prbe.g_00531	Syab.g_01948
OG0000581	Prbe.g_00528	Syab.g_01934
OG0000582	Prbe.g_00525	Syab.g_01929
OG0000583	Prbe.g_00524	Syab.g_01928
OG0000584	Prbe.g_00523	Syab.g_01927
OG0000585	Prbe.g_00521	Syab.g_01924
OG0000586	Prbe.g_00520	Syab.g_01923
OG0000587	Prbe.g_00519	Syab.g_01921
OG0000588	Prbe.g_00515	Syab.g_01910
OG0000589	Prbe.g_00513	Syab.g_01899
OG0000590	Prbe.g_00512	Syab.g_01898
OG0000591	Prbe.g_00508	Syab.g_01892
OG0000592	Prbe.g_00507	Syab.g_01891
OG0000593	Prbe.g_01488	Syab.g_01877
OG0000594	Prbe.g_01487	Syab.g_01876
OG0000595	Prbe.g_01486	Syab.g_01875
OG0000596	Prbe.g_01482	Syab.g_01871
OG0000597	Prbe.g_01479	Syab.g_01868
OG0000598	Prbe.g_01478	Syab.g_01867
OG0000599	Prbe.g_01475	Syab.g_01860
OG0000600	Prbe.g_01474	Syab.g_01859
OG0000601	Prbe.g_01473	Syab.g_01858
OG0000602	Prbe.g_01471	Syab.g_01853
OG0000603	Prbe.g_01470	Syab.g_01852
OG0000604	Prbe.g_01469	Syab.g_01850
OG0000605	Prbe.g_01468	Syab.g_01758
OG0000606	Prbe.g_01465	Syab.g_01529
OG0000607	Prbe.g_01462	Syab.g_01533
OG0000608	Prbe.g_01461	Syab.g_01534
OG0000609	Prbe.g_01460	Syab.g_01536
OG0000610	Prbe.g_01454	Syab.g_01555
OG0000611	Prbe.g_01451	Syab.g_01558
OG0000612	Prbe.g_01450	Syab.g_01559
OG0000613	Prbe.g_00447	Syab.g_00228
OG0000614	Prbe.g_00468	Syab.g_01179
OG0000615	Prbe.g_01209	Syab.g_01605
OG0000616	Prbe.g_01197	Syab.g_02897
OG0000617	Prbe.g_01434	Syab.g_01274
OG0000618	Prbe.g_01433	Syab.g_01275
OG0000619	Prbe.g_01432	Syab.g_01662
OG0000620	Prbe.g_01429	Syab.g_01668
OG0000621	Prbe.g_01428	Syab.g_01669
OG0000622	Prbe.g_01427	Syab.g_01670
OG0000623	Prbe.g_01426	Syab.g_01671
OG0000624	Prbe.g_01424	Syab.g_01673
OG0000625	Prbe.g_01423	Syab.g_01674
OG0000626	Prbe.g_01422	Syab.g_01675
OG0000627	Prbe.g_01421	Syab.g_01438
OG0000628	Prbe.g_01420	Syab.g_01437
OG0000629	Prbe.g_01419	Syab.g_01434
OG0000630	Prbe.g_01416	Syab.g_01430
OG0000631	Prbe.g_01323	Syab.g_01421
OG0000632	Prbe.g_01324	Syab.g_01420
OG0000633	Prbe.g_01325	Syab.g_01419
OG0000634	Prbe.g_01218	Syab.g_01651
OG0000635	Prbe.g_01219	Syab.g_01656
OG0000636	Prbe.g_01221	Syab.g_01658
OG0000637	Prbe.g_01223	Syab.g_01660
OG0000638	Prbe.g_01224	Syab.g_01661
OG0000639	Prbe.g_01225	Syab.g_01276
OG0000640	Prbe.g_01226	Syab.g_01277
OG0000641	Prbe.g_01230	Syab.g_01281
OG0000642	Prbe.g_01231	Syab.g_01282
OG0000643	Prbe.g_01232	Syab.g_01283
OG0000644	Prbe.g_01233	Syab.g_01284
OG0000645	Prbe.g_01234	Syab.g_01286
OG0000646	Prbe.g_01236	Syab.g_01289
OG0000647	Prbe.g_01238	Syab.g_01291
OG0000648	Prbe.g_01240	Syab.g_01684
OG0000649	Prbe.g_01241	Syab.g_01685
OG0000650	Prbe.g_01242	Syab.g_01686
OG0000651	Prbe.g_01243	Syab.g_01687
OG0000652	Prbe.g_01244	Syab.g_01688
OG0000653	Prbe.g_01246	Syab.g_01690
OG0000654	Prbe.g_01247	Syab.g_01691
OG0000655	Prbe.g_01248	Syab.g_01692
OG0000656	Prbe.g_01251	Syab.g_01695
OG0000657	Prbe.g_01259	Syab.g_01706
OG0000658	Prbe.g_01261	Syab.g_01710
OG0000659	Prbe.g_01262	Syab.g_01711
OG0000660	Prbe.g_01266	Syab.g_01715
OG0000661	Prbe.g_01268	Syab.g_01717
OG0000662	Prbe.g_01270	Syab.g_01719
OG0000663	Prbe.g_01272	Syab.g_01722
OG0000664	Prbe.g_01273	Syab.g_01723
OG0000665	Prbe.g_01279	Syab.g_01829
OG0000666	Prbe.g_01280	Syab.g_01842
OG0000667	Prbe.g_01284	Syab.g_01548
OG0000668	Prbe.g_00105	Syab.g_01319
OG0000669	Prbe.g_00406	Syab.g_01642
OG0000670	Prbe.g_00409	Syab.g_02156
OG0000671	Prbe.g_00412	Syab.g_01638
OG0000672	Prbe.g_00415	Syab.g_01635
OG0000673	Prbe.g_00418	Syab.g_01632
OG0000674	Prbe.g_00420	Syab.g_01630
OG0000675	Prbe.g_00421	Syab.g_01629
OG0000676	Prbe.g_00423	Syab.g_01620
OG0000677	Prbe.g_00424	Syab.g_01619
OG0000678	Prbe.g_00426	Syab.g_01613
OG0000679	Prbe.g_00430	Syab.g_01601
OG0000680	Prbe.g_00431	Syab.g_01600
OG0000681	Prbe.g_00434	Syab.g_01597
OG0000682	Prbe.g_00435	Syab.g_01596
OG0000683	Prbe.g_00436	Syab.g_01595
OG0000684	Prbe.g_00438	Syab.g_01591
OG0000685	Prbe.g_00440	Syab.g_01589
OG0000686	Prbe.g_00441	Syab.g_01588
OG0000687	Prbe.g_00442	Syab.g_01586
OG0000688	Prbe.g_01446	Syab.g_01576
OG0000689	Prbe.g_01445	Syab.g_01574
OG0000690	Prbe.g_01444	Syab.g_01573
OG0000691	Prbe.g_01443	Syab.g_01572
OG0000692	Prbe.g_01441	Syab.g_01571
OG0000693	Prbe.g_01440	Syab.g_01569
OG0000694	Prbe.g_01439	Syab.g_01568
OG0000695	Prbe.g_01327	Syab.g_01417
OG0000696	Prbe.g_01328	Syab.g_01416
OG0000697	Prbe.g_01329	Syab.g_01415
OG0000698	Prbe.g_01332	Syab.g_01412
OG0000699	Prbe.g_01333	Syab.g_01411
OG0000700	Prbe.g_01334	Syab.g_01410
OG0000701	Prbe.g_01335	Syab.g_01409
OG0000702	Prbe.g_01337	Syab.g_01401
OG0000703	Prbe.g_01338	Syab.g_01400
OG0000704	Prbe.g_01340	Syab.g_01398
OG0000705	Prbe.g_01343	Syab.g_01391
OG0000706	Prbe.g_01344	Syab.g_01390
OG0000707	Prbe.g_01345	Syab.g_01389
OG0000708	Prbe.g_01347	Syab.g_01386
OG0000709	Prbe.g_01351	Syab.g_01378
OG0000710	Prbe.g_01354	Syab.g_01367
OG0000711	Prbe.g_01372	Syab.g_01340
OG0000712	Prbe.g_01373	Syab.g_01338
OG0000713	Prbe.g_01374	Syab.g_01337
OG0000714	Prbe.g_01375	Syab.g_01334
OG0000715	Prbe.g_01377	Syab.g_01332
OG0000716	Prbe.g_01379	Syab.g_01328
OG0000717	Prbe.g_01380	Syab.g_01327
OG0000718	Prbe.g_01384	Syab.g_01323
OG0000719	Prbe.g_01386	Syab.g_01321
OG0000720	Prbe.g_01398	Syab.g_01307
OG0000721	Prbe.g_01402	Syab.g_01305
OG0000722	Prbe.g_01403	Syab.g_01304
OG0000723	Prbe.g_01407	Syab.g_01678
OG0000724	Prbe.g_01302	Syab.g_01223
OG0000725	Prbe.g_01296	Syab.g_01207
OG0000726	Prbe.g_01295	Syab.g_01206
OG0000727	Prbe.g_01294	Syab.g_01205
OG0000728	Prbe.g_01292	Syab.g_01203
OG0000729	Prbe.g_00915	Syab.g_00097
OG0000730	Prbe.g_01591	Syab.g_00521
OG0000731	Prbe.g_01898	Syab.g_00531
OG0000732	Prbe.g_01148	Syab.g_00055
OG0000733	Prbe.g_00042	Syab.g_02798
OG0000734	Prbe.g_01565	Syab.g_02508
OG0000735	Prbe.g_01563	Syab.g_00942
OG0000736	Prbe.g_01562	Syab.g_00943
OG0000737	Prbe.g_01561	Syab.g_00944
OG0000738	Prbe.g_01557	Syab.g_00949
OG0000739	Prbe.g_01556	Syab.g_00961
OG0000740	Prbe.g_01555	Syab.g_00962
OG0000741	Prbe.g_01553	Syab.g_00965
OG0000742	Prbe.g_01550	Syab.g_00968
OG0000743	Prbe.g_01548	Syab.g_00970
OG0000744	Prbe.g_01547	Syab.g_00971
OG0000745	Prbe.g_01546	Syab.g_00973
OG0000746	Prbe.g_01544	Syab.g_00975
OG0000747	Prbe.g_01543	Syab.g_00976
OG0000748	Prbe.g_01539	Syab.g_00991
OG0000749	Prbe.g_01538	Syab.g_00992
OG0000750	Prbe.g_01537	Syab.g_00993
OG0000751	Prbe.g_01534	Syab.g_01002
OG0000752	Prbe.g_01532	Syab.g_01004
OG0000753	Prbe.g_01530	Syab.g_01007
OG0000754	Prbe.g_01527	Syab.g_01012
OG0000755	Prbe.g_01521	Syab.g_01021
OG0000756	Prbe.g_01520	Syab.g_01022
OG0000757	Prbe.g_01513	Syab.g_01029
OG0000758	Prbe.g_01512	Syab.g_01030
OG0000759	Prbe.g_01511	Syab.g_01031
OG0000760	Prbe.g_01510	Syab.g_01032
OG0000761	Prbe.g_01509	Syab.g_01034
OG0000762	Prbe.g_01508	Syab.g_01036
OG0000763	Prbe.g_01506	Syab.g_01038
OG0000764	Prbe.g_01505	Syab.g_01039
OG0000765	Prbe.g_01497	Syab.g_01154
OG0000766	Prbe.g_01496	Syab.g_01153
OG0000767	Prbe.g_01494	Syab.g_01151
OG0000768	Prbe.g_01493	Syab.g_01150
OG0000769	Prbe.g_01491	Syab.g_01148
OG0000770	Prbe.g_00502	Syab.g_01145
OG0000771	Prbe.g_00215	Syab.g_01229
OG0000772	Prbe.g_01128	Syab.g_00957
OG0000773	Prbe.g_00902	Syab.g_00931
OG0000774	Prbe.g_00900	Syab.g_00924
OG0000775	Prbe.g_00898	Syab.g_00922
OG0000776	Prbe.g_00897	Syab.g_00921
OG0000777	Prbe.g_00896	Syab.g_00920
OG0000778	Prbe.g_00895	Syab.g_00919
OG0000779	Prbe.g_00891	Syab.g_00913
OG0000780	Prbe.g_00890	Syab.g_00908
OG0000781	Prbe.g_00886	Syab.g_00904
OG0000782	Prbe.g_00885	Syab.g_00903
OG0000783	Prbe.g_00884	Syab.g_00902
OG0000784	Prbe.g_00883	Syab.g_00901
OG0000785	Prbe.g_00881	Syab.g_00899
OG0000786	Prbe.g_00878	Syab.g_00895
OG0000787	Prbe.g_00877	Syab.g_00894
OG0000788	Prbe.g_00634	Syab.g_01857
OG0000789	Prbe.g_00212	Syab.g_01835
OG0000790	Prbe.g_00368	Syab.g_02082
OG0000791	Prbe.g_00366	Syab.g_02080
OG0000792	Prbe.g_00365	Syab.g_02079
OG0000793	Prbe.g_00362	Syab.g_02074
OG0000794	Prbe.g_00361	Syab.g_02073
OG0000795	Prbe.g_00360	Syab.g_02072
OG0000796	Prbe.g_00356	Syab.g_02068
OG0000797	Prbe.g_00355	Syab.g_02067
OG0000799	Prbe.g_00328	Syab.g_00826
OG0000800	Prbe.g_00327	Syab.g_00821
OG0000801	Prbe.g_00326	Syab.g_00820
OG0000802	Prbe.g_00324	Syab.g_00816
OG0000803	Prbe.g_00322	Syab.g_00806
OG0000804	Prbe.g_00321	Syab.g_00802
OG0000805	Prbe.g_00319	Syab.g_00792
OG0000806	Prbe.g_00317	Syab.g_00790
OG0000807	Prbe.g_00316	Syab.g_00788
OG0000808	Prbe.g_00315	Syab.g_00783
OG0000809	Prbe.g_00313	Syab.g_00780
OG0000810	Prbe.g_00312	Syab.g_00779
OG0000811	Prbe.g_00308	Syab.g_00770
OG0000812	Prbe.g_00306	Syab.g_00768
OG0000813	Prbe.g_00305	Syab.g_00767
OG0000814	Prbe.g_00303	Syab.g_00765
OG0000815	Prbe.g_00302	Syab.g_00760
OG0000816	Prbe.g_00300	Syab.g_00758
OG0000817	Prbe.g_00299	Syab.g_00757
OG0000818	Prbe.g_00294	Syab.g_00751
OG0000819	Prbe.g_00293	Syab.g_00750
OG0000820	Prbe.g_00292	Syab.g_00749
OG0000821	Prbe.g_00288	Syab.g_00743
OG0000822	Prbe.g_00287	Syab.g_00741
OG0000823	Prbe.g_00286	Syab.g_00740
OG0000824	Prbe.g_00283	Syab.g_00735
OG0000825	Prbe.g_00282	Syab.g_00734
OG0000826	Prbe.g_00281	Syab.g_00733
OG0000827	Prbe.g_00280	Syab.g_00732
OG0000828	Prbe.g_00277	Syab.g_00729
OG0000829	Prbe.g_00276	Syab.g_00728
OG0000830	Prbe.g_00275	Syab.g_00727
OG0000831	Prbe.g_00273	Syab.g_00725
OG0000832	Prbe.g_00263	Syab.g_02169
OG0000833	Prbe.g_00254	Syab.g_02178
OG0000834	Prbe.g_00253	Syab.g_02181
OG0000835	Prbe.g_00252	Syab.g_02182
OG0000836	Prbe.g_00251	Syab.g_02185
OG0000837	Prbe.g_00250	Syab.g_02186
OG0000838	Prbe.g_00248	Syab.g_02190
OG0000839	Prbe.g_00247	Syab.g_02191
OG0000840	Prbe.g_00246	Syab.g_02192
OG0000841	Prbe.g_00245	Syab.g_02193
OG0000842	Prbe.g_00244	Syab.g_02194
OG0000843	Prbe.g_00243	Syab.g_02195
OG0000844	Prbe.g_00242	Syab.g_02197
OG0000845	Prbe.g_00241	Syab.g_02198
OG0000846	Prbe.g_00240	Syab.g_02199
OG0000847	Prbe.g_00239	Syab.g_02200
OG0000848	Prbe.g_00238	Syab.g_02202
OG0000849	Prbe.g_00237	Syab.g_02203
OG0000850	Prbe.g_00235	Syab.g_02212
OG0000851	Prbe.g_00234	Syab.g_02226
OG0000852	Prbe.g_00233	Syab.g_02227
OG0000853	Prbe.g_00227	Syab.g_02233
OG0000854	Prbe.g_00225	Syab.g_02235
OG0000855	Prbe.g_00224	Syab.g_02236
OG0000856	Prbe.g_00505	Syab.g_01889
OG0000857	Prbe.g_01237	Syab.g_01290
OG0000858	Prbe.g_00992	Syab.g_02244
OG0000859	Prbe.g_00991	Syab.g_02245
OG0000860	Prbe.g_00983	Syab.g_02258
OG0000861	Prbe.g_00982	Syab.g_02259
OG0000862	Prbe.g_00981	Syab.g_02261
OG0000863	Prbe.g_00979	Syab.g_02265
OG0000864	Prbe.g_00978	Syab.g_02266
OG0000865	Prbe.g_00977	Syab.g_02267
OG0000866	Prbe.g_00976	Syab.g_02268
OG0000867	Prbe.g_00975	Syab.g_02269
OG0000868	Prbe.g_00973	Syab.g_02287
OG0000869	Prbe.g_00970	Syab.g_02292
OG0000870	Prbe.g_00965	Syab.g_02297
OG0000871	Prbe.g_00964	Syab.g_02298
OG0000872	Prbe.g_00963	Syab.g_02305
OG0000873	Prbe.g_00960	Syab.g_02308
OG0000874	Prbe.g_00957	Syab.g_02311
OG0000875	Prbe.g_00956	Syab.g_02313
OG0000876	Prbe.g_00955	Syab.g_02315
OG0000877	Prbe.g_00953	Syab.g_02317
OG0000878	Prbe.g_00952	Syab.g_02318
OG0000879	Prbe.g_00951	Syab.g_02319
OG0000880	Prbe.g_00950	Syab.g_02320
OG0000881	Prbe.g_00946	Syab.g_02325
OG0000882	Prbe.g_00941	Syab.g_02330
OG0000883	Prbe.g_00939	Syab.g_02332
OG0000884	Prbe.g_00937	Syab.g_02334
OG0000885	Prbe.g_00936	Syab.g_02335
OG0000886	Prbe.g_00935	Syab.g_02336
OG0000887	Prbe.g_00934	Syab.g_02338
OG0000888	Prbe.g_00932	Syab.g_02340
OG0000889	Prbe.g_00930	Syab.g_02342
OG0000890	Prbe.g_00929	Syab.g_02348
OG0000891	Prbe.g_00928	Syab.g_02349
OG0000892	Prbe.g_00926	Syab.g_02353
OG0000893	Prbe.g_00922	Syab.g_00366
OG0000894	Prbe.g_00919	Syab.g_00369
OG0000895	Prbe.g_01111	Syab.g_00373
OG0000896	Prbe.g_01110	Syab.g_00374
OG0000897	Prbe.g_01108	Syab.g_00376
OG0000898	Prbe.g_01107	Syab.g_00377
OG0000899	Prbe.g_01106	Syab.g_00378
OG0000900	Prbe.g_01105	Syab.g_00379
OG0000901	Prbe.g_01102	Syab.g_00384
OG0000902	Prbe.g_01100	Syab.g_00386
OG0000903	Prbe.g_01096	Syab.g_00399
OG0000904	Prbe.g_01092	Syab.g_00395
OG0000905	Prbe.g_01098	Syab.g_00390
OG0000906	Prbe.g_01099	Syab.g_00388
OG0000907	Prbe.g_01089	Syab.g_00401
OG0000908	Prbe.g_01086	Syab.g_00404
OG0000909	Prbe.g_01085	Syab.g_00405
OG0000910	Prbe.g_01084	Syab.g_00406
OG0000911	Prbe.g_01082	Syab.g_00408
OG0000912	Prbe.g_01081	Syab.g_00409
OG0000913	Prbe.g_01080	Syab.g_00410
OG0000914	Prbe.g_01079	Syab.g_00411
OG0000915	Prbe.g_01078	Syab.g_00412
OG0000916	Prbe.g_00867	Syab.g_00413
OG0000917	Prbe.g_00866	Syab.g_00414
OG0000918	Prbe.g_00865	Syab.g_00415
OG0000919	Prbe.g_00864	Syab.g_00416
OG0000920	Prbe.g_00863	Syab.g_00417
OG0000921	Prbe.g_00862	Syab.g_00418
OG0000922	Prbe.g_00861	Syab.g_00419
OG0000923	Prbe.g_00857	Syab.g_00423
OG0000924	Prbe.g_00856	Syab.g_00424
OG0000925	Prbe.g_00855	Syab.g_00425
OG0000926	Prbe.g_00854	Syab.g_00426
OG0000927	Prbe.g_00852	Syab.g_00428
OG0000928	Prbe.g_00851	Syab.g_00429
OG0000929	Prbe.g_00850	Syab.g_00430
OG0000930	Prbe.g_00849	Syab.g_00431
OG0000931	Prbe.g_00848	Syab.g_00432
OG0000932	Prbe.g_00847	Syab.g_00433
OG0000933	Prbe.g_00843	Syab.g_00439
OG0000934	Prbe.g_00841	Syab.g_00441
OG0000935	Prbe.g_00840	Syab.g_00442
OG0000936	Prbe.g_00839	Syab.g_00443
OG0000937	Prbe.g_00838	Syab.g_00444
OG0000938	Prbe.g_00835	Syab.g_00447
OG0000939	Prbe.g_00834	Syab.g_00448
OG0000940	Prbe.g_00827	Syab.g_00456
OG0000941	Prbe.g_00825	Syab.g_00458
OG0000942	Prbe.g_00823	Syab.g_00460
OG0000943	Prbe.g_00822	Syab.g_00461
OG0000944	Prbe.g_00820	Syab.g_00463
OG0000945	Prbe.g_00819	Syab.g_00466
OG0000946	Prbe.g_00814	Syab.g_00473
OG0000947	Prbe.g_00812	Syab.g_00476
OG0000948	Prbe.g_00811	Syab.g_00477
OG0000949	Prbe.g_00808	Syab.g_00212
OG0000950	Prbe.g_00801	Syab.g_00204
OG0000951	Prbe.g_00797	Syab.g_00199
OG0000952	Prbe.g_00793	Syab.g_00191
OG0000953	Prbe.g_00789	Syab.g_00134
OG0000954	Prbe.g_00785	Syab.g_00129
OG0000955	Prbe.g_00784	Syab.g_00128
OG0000956	Prbe.g_00782	Syab.g_00126
OG0000957	Prbe.g_00776	Syab.g_00115
OG0000958	Prbe.g_00775	Syab.g_00114
OG0000959	Prbe.g_00771	Syab.g_00110
OG0000960	Prbe.g_00770	Syab.g_00109
OG0000961	Prbe.g_00767	Syab.g_00100
OG0000962	Prbe.g_00765	Syab.g_00098
OG0000963	Prbe.g_00761	Syab.g_00093
OG0000964	Prbe.g_00760	Syab.g_00092
OG0000965	Prbe.g_00759	Syab.g_00091
OG0000966	Prbe.g_00749	Syab.g_00082
OG0000967	Prbe.g_00753	Syab.g_00078
OG0000968	Prbe.g_00755	Syab.g_00075
OG0000969	Prbe.g_00756	Syab.g_00073
OG0000970	Prbe.g_01134	Syab.g_00072
OG0000971	Prbe.g_01135	Syab.g_00070
OG0000972	Prbe.g_01136	Syab.g_00069
OG0000973	Prbe.g_01137	Syab.g_00068
OG0000974	Prbe.g_01138	Syab.g_00067
OG0000975	Prbe.g_01139	Syab.g_00066
OG0000976	Prbe.g_01140	Syab.g_00065
OG0000977	Prbe.g_01141	Syab.g_00063
OG0000978	Prbe.g_01142	Syab.g_00062
OG0000979	Prbe.g_01145	Syab.g_00059
OG0000980	Prbe.g_01147	Syab.g_00056
OG0000981	Prbe.g_01150	Syab.g_00053
OG0000982	Prbe.g_01152	Syab.g_02756
OG0000983	Prbe.g_01153	Syab.g_02757
OG0000984	Prbe.g_01154	Syab.g_02758
OG0000985	Prbe.g_01157	Syab.g_02762
OG0000986	Prbe.g_01159	Syab.g_02764
OG0000987	Prbe.g_01160	Syab.g_02768
OG0000988	Prbe.g_01163	Syab.g_02774
OG0000989	Prbe.g_01167	Syab.g_02792
OG0000990	Prbe.g_01171	Syab.g_02811
OG0000991	Prbe.g_01172	Syab.g_02818
OG0000992	Prbe.g_01175	Syab.g_02821
OG0000993	Prbe.g_01176	Syab.g_02822
OG0000994	Prbe.g_01177	Syab.g_02826
OG0000995	Prbe.g_01181	Syab.g_02835
OG0000996	Prbe.g_01182	Syab.g_02866
OG0000997	Prbe.g_01185	Syab.g_02875
OG0000998	Prbe.g_01187	Syab.g_02877
OG0000999	Prbe.g_01188	Syab.g_02878
OG0001000	Prbe.g_01191	Syab.g_02881
OG0001001	Prbe.g_01194	Syab.g_02888
OG0001002	Prbe.g_01056	Syab.g_02900
OG0001003	Prbe.g_01057	Syab.g_02902
OG0001004	Prbe.g_01058	Syab.g_02903
OG0001005	Prbe.g_01059	Syab.g_02905
OG0001006	Prbe.g_01063	Syab.g_02912
OG0001007	Prbe.g_01065	Syab.g_02914
OG0001008	Prbe.g_01935	Syab.g_00584
OG0001009	Prbe.g_00127	Syab.g_00033
OG0001010	Prbe.g_00128	Syab.g_00034
OG0001011	Prbe.g_00130	Syab.g_00035
OG0001012	Prbe.g_00144	Syab.g_02752
OG0001013	Prbe.g_00151	Syab.g_02716
OG0001014	Prbe.g_00154	Syab.g_02712
OG0001015	Prbe.g_00156	Syab.g_02711
OG0001016	Prbe.g_00178	Syab.g_02439
OG0001017	Prbe.g_00182	Syab.g_02445
OG0001018	Prbe.g_00184	Syab.g_02447
OG0001019	Prbe.g_00193	Syab.g_02469
OG0001020	Prbe.g_01630	Syab.g_02477
OG0001021	Prbe.g_01631	Syab.g_02481
OG0001022	Prbe.g_01634	Syab.g_02485
OG0001023	Prbe.g_01635	Syab.g_02486
OG0001024	Prbe.g_01639	Syab.g_02490
OG0001025	Prbe.g_01646	Syab.g_02497
OG0001026	Prbe.g_01655	Syab.g_02510
OG0001027	Prbe.g_01656	Syab.g_02515
OG0001028	Prbe.g_01658	Syab.g_02517
OG0001029	Prbe.g_01659	Syab.g_02519
OG0001030	Prbe.g_01675	Syab.g_02540
OG0001031	Prbe.g_01735	Syab.g_02615
OG0001032	Prbe.g_01736	Syab.g_02617
OG0001033	Prbe.g_01757	Syab.g_02675
OG0001034	Prbe.g_01788	Syab.g_02370
OG0001035	Prbe.g_01808	Syab.g_00335
OG0001036	Prbe.g_01812	Syab.g_00327
OG0001037	Prbe.g_01813	Syab.g_00325
OG0001038	Prbe.g_01832	Syab.g_00297
OG0001039	Prbe.g_01835	Syab.g_00294
OG0001040	Prbe.g_01837	Syab.g_00291
OG0001041	Prbe.g_01842	Syab.g_00286
OG0001042	Prbe.g_01859	Syab.g_00254
OG0001043	Prbe.g_01860	Syab.g_00250
OG0001044	Prbe.g_01891	Syab.g_00522
OG0001045	Prbe.g_01900	Syab.g_00534
OG0001046	Prbe.g_01033	Syab.g_01352
OG0001047	Prbe.g_01937	Syab.g_00586
OG0001048	Prbe.g_01938	Syab.g_00587
OG0001049	Prbe.g_01940	Syab.g_00590
OG0001050	Prbe.g_01941	Syab.g_00591
OG0001051	Prbe.g_01942	Syab.g_00592
OG0001052	Prbe.g_00662	Syab.g_00693
OG0001053	Prbe.g_00650	Syab.g_02099
OG0001054	Prbe.g_00635	Syab.g_02118
OG0001055	Prbe.g_00616	Syab.g_02139
OG0001056	Prbe.g_00599	Syab.g_02036
OG0001057	Prbe.g_00594	Syab.g_00882
OG0001058	Prbe.g_00586	Syab.g_02014
OG0001059	Prbe.g_00582	Syab.g_02010
OG0001060	Prbe.g_00576	Syab.g_02003
OG0001061	Prbe.g_00561	Syab.g_01985
OG0001062	Prbe.g_00559	Syab.g_01983
OG0001063	Prbe.g_00557	Syab.g_01979
OG0001064	Prbe.g_00556	Syab.g_01978
OG0001065	Prbe.g_00555	Syab.g_01976
OG0001066	Prbe.g_00554	Syab.g_01975
OG0001067	Prbe.g_00553	Syab.g_01974
OG0001068	Prbe.g_00552	Syab.g_01973
OG0001069	Prbe.g_00551	Syab.g_01972
OG0001070	Prbe.g_00547	Syab.g_01968
OG0001071	Prbe.g_00546	Syab.g_01967
OG0001072	Prbe.g_00544	Syab.g_01962
OG0001073	Prbe.g_00530	Syab.g_01947
OG0001074	Prbe.g_00518	Syab.g_01815
OG0001075	Prbe.g_00517	Syab.g_01919
OG0001076	Prbe.g_00510	Syab.g_01897
OG0001077	Prbe.g_00504	Syab.g_01887
OG0001079	Prbe.g_01472	Syab.g_01856
OG0001080	Prbe.g_01466	Syab.g_01756
OG0001081	Prbe.g_01464	Syab.g_01530
OG0001082	Prbe.g_01463	Syab.g_01531
OG0001083	Prbe.g_01458	Syab.g_01540
OG0001084	Prbe.g_01457	Syab.g_01543
OG0001085	Prbe.g_00444	Syab.g_01563
OG0001086	Prbe.g_00445	Syab.g_01565
OG0001087	Prbe.g_00463	Syab.g_01167
OG0001088	Prbe.g_00464	Syab.g_01170
OG0001089	Prbe.g_01205	Syab.g_01198
OG0001090	Prbe.g_01215	Syab.g_01267
OG0001091	Prbe.g_01437	Syab.g_01270
OG0001092	Prbe.g_01436	Syab.g_01272
OG0001093	Prbe.g_01431	Syab.g_01664
OG0001094	Prbe.g_01438	Syab.g_01567
OG0001095	Prbe.g_01235	Syab.g_01287
OG0001096	Prbe.g_01249	Syab.g_01693
OG0001097	Prbe.g_01269	Syab.g_01718
OG0001098	Prbe.g_01288	Syab.g_01497
OG0001099	Prbe.g_00110	Syab.g_02518
OG0001100	Prbe.g_00408	Syab.g_01640
OG0001101	Prbe.g_00411	Syab.g_01639
OG0001102	Prbe.g_00414	Syab.g_01636
OG0001103	Prbe.g_00416	Syab.g_01634
OG0001104	Prbe.g_00439	Syab.g_01590
OG0001105	Prbe.g_00443	Syab.g_01585
OG0001106	Prbe.g_01341	Syab.g_01397
OG0001107	Prbe.g_01348	Syab.g_01385
OG0001108	Prbe.g_01352	Syab.g_01377
OG0001109	Prbe.g_01353	Syab.g_01368
OG0001110	Prbe.g_01355	Syab.g_01366
OG0001111	Prbe.g_01356	Syab.g_01364
OG0001112	Prbe.g_01357	Syab.g_01362
OG0001113	Prbe.g_01358	Syab.g_01593
OG0001114	Prbe.g_01359	Syab.g_01361
OG0001115	Prbe.g_01361	Syab.g_01357
OG0001116	Prbe.g_01362	Syab.g_01355
OG0001117	Prbe.g_01363	Syab.g_01354
OG0001118	Prbe.g_01364	Syab.g_01353
OG0001119	Prbe.g_01365	Syab.g_01351
OG0001120	Prbe.g_01367	Syab.g_01347
OG0001122	Prbe.g_01387	Syab.g_01320
OG0001123	Prbe.g_01393	Syab.g_01312
