Orthogroup	Prbe	Syag
OG0000565	Prbe.g_00575	Syag.g_00284
OG0000566	Prbe.g_00571	Syag.g_00288
OG0000567	Prbe.g_00567	Syag.g_00292
OG0000568	Prbe.g_00566	Syag.g_00295
OG0000569	Prbe.g_00565	Syag.g_00296
OG0000570	Prbe.g_00564	Syag.g_00297
OG0000571	Prbe.g_00562	Syag.g_00301
OG0000572	Prbe.g_00548	Syag.g_00251, Syag.g_00320
OG0000573	Prbe.g_00542	Syag.g_00329
OG0000574	Prbe.g_00541	Syag.g_00330
OG0000575	Prbe.g_00537	Syag.g_00335
OG0000576	Prbe.g_00535	Syag.g_00337
OG0000577	Prbe.g_00534	Syag.g_00338
OG0000578	Prbe.g_00533	Syag.g_00339
OG0000579	Prbe.g_00532	Syag.g_00340
OG0000580	Prbe.g_00531	Syag.g_00341
OG0000581	Prbe.g_00528	Syag.g_00348
OG0000582	Prbe.g_00525	Syag.g_00353
OG0000583	Prbe.g_00524	Syag.g_00354
OG0000584	Prbe.g_00523	Syag.g_00355
OG0000585	Prbe.g_00521	Syag.g_00357
OG0000586	Prbe.g_00520	Syag.g_00358
OG0000587	Prbe.g_00519	Syag.g_00360
OG0000588	Prbe.g_00515	Syag.g_00371
OG0000589	Prbe.g_00513	Syag.g_00375
OG0000590	Prbe.g_00512	Syag.g_00376
OG0000591	Prbe.g_00508	Syag.g_00383
OG0000592	Prbe.g_00507	Syag.g_00384
OG0000593	Prbe.g_01488	Syag.g_00406
OG0000594	Prbe.g_01487	Syag.g_00407
OG0000595	Prbe.g_01486	Syag.g_00408
OG0000596	Prbe.g_01482	Syag.g_00413
OG0000597	Prbe.g_01479	Syag.g_00416
OG0000598	Prbe.g_01478	Syag.g_00417
OG0000599	Prbe.g_01475	Syag.g_00424
OG0000600	Prbe.g_01474	Syag.g_00425
OG0000601	Prbe.g_01473	Syag.g_00426
OG0000602	Prbe.g_01471	Syag.g_00431
OG0000603	Prbe.g_01470	Syag.g_00432
OG0000604	Prbe.g_01469	Syag.g_00434
OG0000605	Prbe.g_01468	Syag.g_00522
OG0000606	Prbe.g_01465	Syag.g_00550
OG0000607	Prbe.g_01462	Syag.g_00553
OG0000608	Prbe.g_01461	Syag.g_00554
OG0000609	Prbe.g_01460	Syag.g_00556
OG0000610	Prbe.g_01454	Syag.g_00580
OG0000611	Prbe.g_01451	Syag.g_00583
OG0000612	Prbe.g_01450	Syag.g_00584
OG0000613	Prbe.g_00447	Syag.g_02533
OG0000614	Prbe.g_00468	Syag.g_01004
OG0000615	Prbe.g_01209	Syag.g_00630
OG0000616	Prbe.g_01197	Syag.g_02255
OG0000617	Prbe.g_01434	Syag.g_00915
OG0000618	Prbe.g_01433	Syag.g_00914
OG0000619	Prbe.g_01432	Syag.g_00913
OG0000620	Prbe.g_01429	Syag.g_00906
OG0000621	Prbe.g_01428	Syag.g_00905
OG0000622	Prbe.g_01427	Syag.g_00904
OG0000623	Prbe.g_01426	Syag.g_00903
OG0000624	Prbe.g_01424	Syag.g_00901
OG0000625	Prbe.g_01423	Syag.g_00900
OG0000626	Prbe.g_01422	Syag.g_00899
OG0000627	Prbe.g_01421	Syag.g_00756
OG0000628	Prbe.g_01420	Syag.g_00757
OG0000629	Prbe.g_01419	Syag.g_00761
OG0000630	Prbe.g_01416	Syag.g_00765
OG0000631	Prbe.g_01323	Syag.g_00772
OG0000632	Prbe.g_01324	Syag.g_00773
OG0000633	Prbe.g_01325	Syag.g_00774
OG0000634	Prbe.g_01218	Syag.g_00663
OG0000635	Prbe.g_01219	Syag.g_00664
OG0000636	Prbe.g_01221	Syag.g_00666
OG0000637	Prbe.g_01223	Syag.g_00668
OG0000638	Prbe.g_01224	Syag.g_00669
OG0000639	Prbe.g_01225	Syag.g_00670
OG0000640	Prbe.g_01226	Syag.g_00671
OG0000641	Prbe.g_01230	Syag.g_00675
OG0000642	Prbe.g_01231	Syag.g_00676
OG0000643	Prbe.g_01232	Syag.g_00677
OG0000644	Prbe.g_01233	Syag.g_00678
OG0000645	Prbe.g_01234	Syag.g_00680
OG0000646	Prbe.g_01236	Syag.g_00683
OG0000647	Prbe.g_01238	Syag.g_00685
OG0000648	Prbe.g_01240	Syag.g_00694
OG0000649	Prbe.g_01241	Syag.g_00695
OG0000650	Prbe.g_01242	Syag.g_00696
OG0000651	Prbe.g_01243	Syag.g_00697
OG0000652	Prbe.g_01244	Syag.g_00698
OG0000653	Prbe.g_01246	Syag.g_00700
OG0000654	Prbe.g_01247	Syag.g_00701
OG0000655	Prbe.g_01248	Syag.g_00702
OG0000656	Prbe.g_01251	Syag.g_00705
OG0000657	Prbe.g_01259	Syag.g_00719
OG0000658	Prbe.g_01261	Syag.g_00721
OG0000659	Prbe.g_01262	Syag.g_00722
OG0000660	Prbe.g_01266	Syag.g_00726
OG0000661	Prbe.g_01268	Syag.g_00728
OG0000662	Prbe.g_01270	Syag.g_00730
OG0000663	Prbe.g_01272	Syag.g_00733
OG0000664	Prbe.g_01273	Syag.g_00734
OG0000665	Prbe.g_01279	Syag.g_00456
OG0000666	Prbe.g_01280	Syag.g_00445
OG0000667	Prbe.g_01284	Syag.g_00574
OG0000668	Prbe.g_00105	Syag.g_00868
OG0000669	Prbe.g_00406	Syag.g_00600
OG0000670	Prbe.g_00409	Syag.g_00399
OG0000671	Prbe.g_00412	Syag.g_00604
OG0000672	Prbe.g_00415	Syag.g_00607
OG0000673	Prbe.g_00418	Syag.g_00610
OG0000674	Prbe.g_00420	Syag.g_00612
OG0000675	Prbe.g_00421	Syag.g_00613
OG0000676	Prbe.g_00423	Syag.g_00615
OG0000677	Prbe.g_00424	Syag.g_00616
OG0000678	Prbe.g_00426	Syag.g_00622
OG0000679	Prbe.g_00430	Syag.g_00633
OG0000680	Prbe.g_00431	Syag.g_00634
OG0000681	Prbe.g_00434	Syag.g_00637
OG0000682	Prbe.g_00435	Syag.g_00638
OG0000683	Prbe.g_00436	Syag.g_00639
OG0000684	Prbe.g_00438	Syag.g_00641
OG0000685	Prbe.g_00440	Syag.g_00643
OG0000686	Prbe.g_00441	Syag.g_00644
OG0000687	Prbe.g_00442	Syag.g_00645
OG0000688	Prbe.g_01446	Syag.g_00651
OG0000689	Prbe.g_01445	Syag.g_00653
OG0000690	Prbe.g_01444	Syag.g_00654
OG0000691	Prbe.g_01443	Syag.g_00655
OG0000692	Prbe.g_01441	Syag.g_00656
OG0000693	Prbe.g_01440	Syag.g_00658
OG0000694	Prbe.g_01439	Syag.g_00659
OG0000695	Prbe.g_01327	Syag.g_00776
OG0000696	Prbe.g_01328	Syag.g_00777
OG0000697	Prbe.g_01329	Syag.g_00778
OG0000698	Prbe.g_01332	Syag.g_00781
OG0000699	Prbe.g_01333	Syag.g_00782
OG0000700	Prbe.g_01334	Syag.g_00783
OG0000701	Prbe.g_01335	Syag.g_00784
OG0000702	Prbe.g_01337	Syag.g_00792
OG0000703	Prbe.g_01338	Syag.g_00793
OG0000704	Prbe.g_01340	Syag.g_00795
OG0000705	Prbe.g_01343	Syag.g_00802
OG0000706	Prbe.g_01344	Syag.g_00803
OG0000707	Prbe.g_01345	Syag.g_00804
OG0000708	Prbe.g_01347	Syag.g_00807
OG0000709	Prbe.g_01351	Syag.g_00816
OG0000710	Prbe.g_01354	Syag.g_00820
OG0000711	Prbe.g_01372	Syag.g_00848
OG0000712	Prbe.g_01373	Syag.g_00850
OG0000713	Prbe.g_01374	Syag.g_00851
OG0000714	Prbe.g_01375	Syag.g_00853
OG0000715	Prbe.g_01377	Syag.g_00855
OG0000716	Prbe.g_01379	Syag.g_00859
OG0000717	Prbe.g_01380	Syag.g_00860
OG0000718	Prbe.g_01384	Syag.g_00864
OG0000719	Prbe.g_01386	Syag.g_00866
OG0000720	Prbe.g_01398	Syag.g_00880
OG0000721	Prbe.g_01402	Syag.g_00882
OG0000722	Prbe.g_01403	Syag.g_00883
OG0000723	Prbe.g_01407	Syag.g_00897
OG0000724	Prbe.g_01302	Syag.g_00967
OG0000725	Prbe.g_01296	Syag.g_00978
OG0000726	Prbe.g_01295	Syag.g_00979
OG0000727	Prbe.g_01294	Syag.g_00980
OG0000728	Prbe.g_01292	Syag.g_00982
OG0000729	Prbe.g_00915	Syag.g_02376
OG0000730	Prbe.g_01591	Syag.g_02840
OG0000731	Prbe.g_01898	Syag.g_02853
OG0000732	Prbe.g_01148	Syag.g_02331
OG0000733	Prbe.g_00042	Syag.g_00145
OG0000734	Prbe.g_01565	Syag.g_01892
OG0000735	Prbe.g_01563	Syag.g_01159
OG0000736	Prbe.g_01562	Syag.g_01158
OG0000737	Prbe.g_01561	Syag.g_01157
OG0000738	Prbe.g_01557	Syag.g_01152
OG0000739	Prbe.g_01556	Syag.g_01149
OG0000740	Prbe.g_01555	Syag.g_01148
OG0000741	Prbe.g_01553	Syag.g_01145
OG0000742	Prbe.g_01550	Syag.g_01142
OG0000743	Prbe.g_01548	Syag.g_01140
OG0000744	Prbe.g_01547	Syag.g_01139
OG0000745	Prbe.g_01546	Syag.g_01137
OG0000746	Prbe.g_01544	Syag.g_01135
OG0000747	Prbe.g_01543	Syag.g_01134
OG0000748	Prbe.g_01539	Syag.g_01122
OG0000749	Prbe.g_01538	Syag.g_01121
OG0000750	Prbe.g_01537	Syag.g_01120
OG0000751	Prbe.g_01534	Syag.g_01114
OG0000752	Prbe.g_01532	Syag.g_01112
OG0000753	Prbe.g_01530	Syag.g_01109
OG0000754	Prbe.g_01527	Syag.g_01103
OG0000755	Prbe.g_01521	Syag.g_01092
OG0000756	Prbe.g_01520	Syag.g_01091
OG0000757	Prbe.g_01513	Syag.g_01084
OG0000758	Prbe.g_01512	Syag.g_01083
OG0000759	Prbe.g_01511	Syag.g_01082
OG0000760	Prbe.g_01510	Syag.g_01081
OG0000761	Prbe.g_01509	Syag.g_01080
OG0000762	Prbe.g_01508	Syag.g_01078
OG0000763	Prbe.g_01506	Syag.g_01076
OG0000764	Prbe.g_01505	Syag.g_01075
OG0000765	Prbe.g_01497	Syag.g_01056
OG0000766	Prbe.g_01496	Syag.g_01055
OG0000767	Prbe.g_01494	Syag.g_01053
OG0000768	Prbe.g_01493	Syag.g_01052
OG0000769	Prbe.g_01491	Syag.g_01047
OG0000770	Prbe.g_00502	Syag.g_01043
OG0000771	Prbe.g_00215	Syag.g_00959
OG0000772	Prbe.g_01128	Syag.g_02043
OG0000773	Prbe.g_00902	Syag.g_01168
OG0000774	Prbe.g_00900	Syag.g_01182
OG0000775	Prbe.g_00898	Syag.g_01185
OG0000776	Prbe.g_00897	Syag.g_01186
OG0000777	Prbe.g_00896	Syag.g_01187
OG0000778	Prbe.g_00895	Syag.g_01188
OG0000779	Prbe.g_00891	Syag.g_01194
OG0000780	Prbe.g_00890	Syag.g_01217
OG0000781	Prbe.g_00886	Syag.g_01221
OG0000782	Prbe.g_00885	Syag.g_01222
OG0000783	Prbe.g_00884	Syag.g_01223
OG0000784	Prbe.g_00883	Syag.g_01224
OG0000785	Prbe.g_00881	Syag.g_01226
OG0000786	Prbe.g_00878	Syag.g_01235
OG0000787	Prbe.g_00877	Syag.g_01236
OG0000788	Prbe.g_00634	Syag.g_00427
OG0000789	Prbe.g_00212	Syag.g_00453
OG0000790	Prbe.g_00368	Syag.g_01542
OG0000791	Prbe.g_00366	Syag.g_01544
OG0000792	Prbe.g_00365	Syag.g_01545
OG0000793	Prbe.g_00362	Syag.g_01550
OG0000794	Prbe.g_00361	Syag.g_01551
OG0000795	Prbe.g_00360	Syag.g_01552
OG0000796	Prbe.g_00356	Syag.g_01556
OG0000797	Prbe.g_00355	Syag.g_01557
OG0000799	Prbe.g_00328	Syag.g_01278
OG0000800	Prbe.g_00327	Syag.g_01280
OG0000801	Prbe.g_00326	Syag.g_01285
OG0000802	Prbe.g_00324	Syag.g_01293
OG0000803	Prbe.g_00322	Syag.g_01321
OG0000804	Prbe.g_00321	Syag.g_01438
OG0000805	Prbe.g_00319	Syag.g_01433
OG0000806	Prbe.g_00317	Syag.g_01429
OG0000807	Prbe.g_00316	Syag.g_01428
OG0000808	Prbe.g_00315	Syag.g_01427
OG0000809	Prbe.g_00313	Syag.g_01423
OG0000810	Prbe.g_00312	Syag.g_01422
OG0000811	Prbe.g_00308	Syag.g_01413
OG0000812	Prbe.g_00306	Syag.g_01411
OG0000813	Prbe.g_00305	Syag.g_01410
OG0000814	Prbe.g_00303	Syag.g_01408
OG0000815	Prbe.g_00302	Syag.g_01407
OG0000816	Prbe.g_00300	Syag.g_01405
OG0000817	Prbe.g_00299	Syag.g_01404
OG0000818	Prbe.g_00294	Syag.g_01400
OG0000819	Prbe.g_00293	Syag.g_01399
OG0000820	Prbe.g_00292	Syag.g_01398
OG0000821	Prbe.g_00288	Syag.g_01388
OG0000822	Prbe.g_00287	Syag.g_01386
OG0000823	Prbe.g_00286	Syag.g_01385
OG0000824	Prbe.g_00283	Syag.g_01379
OG0000825	Prbe.g_00282	Syag.g_01378
OG0000826	Prbe.g_00281	Syag.g_01377
OG0000827	Prbe.g_00280	Syag.g_01376
OG0000828	Prbe.g_00277	Syag.g_01373
OG0000829	Prbe.g_00276	Syag.g_01372
OG0000830	Prbe.g_00275	Syag.g_01371
OG0000831	Prbe.g_00273	Syag.g_01367
OG0000832	Prbe.g_00263	Syag.g_01614
OG0000833	Prbe.g_00254	Syag.g_01628
OG0000834	Prbe.g_00253	Syag.g_01632
OG0000835	Prbe.g_00252	Syag.g_01633
OG0000836	Prbe.g_00251	Syag.g_01637
OG0000837	Prbe.g_00250	Syag.g_01638
OG0000838	Prbe.g_00248	Syag.g_01642
OG0000839	Prbe.g_00247	Syag.g_01643
OG0000840	Prbe.g_00246	Syag.g_01644
OG0000841	Prbe.g_00245	Syag.g_01645
OG0000842	Prbe.g_00244	Syag.g_01646
OG0000843	Prbe.g_00243	Syag.g_01647
OG0000844	Prbe.g_00242	Syag.g_01649
OG0000845	Prbe.g_00241	Syag.g_01650
OG0000846	Prbe.g_00240	Syag.g_01651
OG0000847	Prbe.g_00239	Syag.g_01652
OG0000848	Prbe.g_00238	Syag.g_01654
OG0000849	Prbe.g_00237	Syag.g_01655
OG0000850	Prbe.g_00235	Syag.g_01657
OG0000851	Prbe.g_00234	Syag.g_01663
OG0000852	Prbe.g_00233	Syag.g_01664
OG0000853	Prbe.g_00227	Syag.g_01668
OG0000854	Prbe.g_00225	Syag.g_01670
OG0000855	Prbe.g_00224	Syag.g_01671
OG0000856	Prbe.g_00505	Syag.g_00386
OG0000857	Prbe.g_01237	Syag.g_00684
OG0000858	Prbe.g_00992	Syag.g_01677
OG0000859	Prbe.g_00991	Syag.g_01678
OG0000860	Prbe.g_00983	Syag.g_01689
OG0000861	Prbe.g_00982	Syag.g_01690
OG0000862	Prbe.g_00981	Syag.g_01693
OG0000863	Prbe.g_00979	Syag.g_01695
OG0000864	Prbe.g_00978	Syag.g_01696
OG0000865	Prbe.g_00977	Syag.g_01697
OG0000866	Prbe.g_00976	Syag.g_01698
OG0000867	Prbe.g_00975	Syag.g_01699
OG0000868	Prbe.g_00973	Syag.g_01707
OG0000869	Prbe.g_00970	Syag.g_01711
OG0000870	Prbe.g_00965	Syag.g_01716
OG0000871	Prbe.g_00964	Syag.g_01717
OG0000872	Prbe.g_00963	Syag.g_01723
OG0000873	Prbe.g_00960	Syag.g_01726
OG0000874	Prbe.g_00957	Syag.g_01729
OG0000875	Prbe.g_00956	Syag.g_01731
OG0000876	Prbe.g_00955	Syag.g_01732
OG0000877	Prbe.g_00953	Syag.g_01734
OG0000878	Prbe.g_00952	Syag.g_01735
OG0000879	Prbe.g_00951	Syag.g_02356
OG0000880	Prbe.g_00950	Syag.g_01736
OG0000881	Prbe.g_00946	Syag.g_01741
OG0000882	Prbe.g_00941	Syag.g_01746
OG0000883	Prbe.g_00939	Syag.g_01749
OG0000884	Prbe.g_00937	Syag.g_01751
OG0000885	Prbe.g_00936	Syag.g_01752
OG0000886	Prbe.g_00935	Syag.g_01753
OG0000887	Prbe.g_00934	Syag.g_01754
OG0000888	Prbe.g_00932	Syag.g_01756
OG0000889	Prbe.g_00930	Syag.g_01758
OG0000890	Prbe.g_00929	Syag.g_01761
OG0000891	Prbe.g_00928	Syag.g_01762
OG0000892	Prbe.g_00926	Syag.g_01765
OG0000893	Prbe.g_00922	Syag.g_02688
OG0000894	Prbe.g_00919	Syag.g_02691
OG0000895	Prbe.g_01111	Syag.g_02695
OG0000896	Prbe.g_01110	Syag.g_02696
OG0000897	Prbe.g_01108	Syag.g_02699
OG0000898	Prbe.g_01107	Syag.g_02700
OG0000899	Prbe.g_01106	Syag.g_02701
OG0000900	Prbe.g_01105	Syag.g_02702
OG0000901	Prbe.g_01102	Syag.g_02707
OG0000902	Prbe.g_01100	Syag.g_02709
OG0000903	Prbe.g_01096	Syag.g_02724
OG0000904	Prbe.g_01092	Syag.g_02718
OG0000905	Prbe.g_01098	Syag.g_02714
OG0000906	Prbe.g_01099	Syag.g_02711
OG0000907	Prbe.g_01089	Syag.g_02727
OG0000908	Prbe.g_01086	Syag.g_02730
OG0000909	Prbe.g_01085	Syag.g_02731
OG0000910	Prbe.g_01084	Syag.g_02732
OG0000911	Prbe.g_01082	Syag.g_02734
OG0000912	Prbe.g_01081	Syag.g_02735
OG0000913	Prbe.g_01080	Syag.g_02736
OG0000914	Prbe.g_01079	Syag.g_02737
OG0000915	Prbe.g_01078	Syag.g_02739
OG0000916	Prbe.g_00867	Syag.g_02740
OG0000917	Prbe.g_00866	Syag.g_02741
OG0000918	Prbe.g_00865	Syag.g_02742
OG0000919	Prbe.g_00864	Syag.g_02743
OG0000920	Prbe.g_00863	Syag.g_02744
OG0000921	Prbe.g_00862	Syag.g_02745
OG0000922	Prbe.g_00861	Syag.g_02746
OG0000923	Prbe.g_00857	Syag.g_02750
OG0000924	Prbe.g_00856	Syag.g_02751
OG0000925	Prbe.g_00855	Syag.g_02752
OG0000926	Prbe.g_00854	Syag.g_02753
OG0000927	Prbe.g_00852	Syag.g_02755
OG0000928	Prbe.g_00851	Syag.g_02756
OG0000929	Prbe.g_00850	Syag.g_02757
OG0000930	Prbe.g_00849	Syag.g_02758
OG0000931	Prbe.g_00848	Syag.g_02759
OG0000932	Prbe.g_00847	Syag.g_02760
OG0000933	Prbe.g_00843	Syag.g_02766
OG0000934	Prbe.g_00841	Syag.g_02768
OG0000935	Prbe.g_00840	Syag.g_02769
OG0000936	Prbe.g_00839	Syag.g_02770
OG0000937	Prbe.g_00838	Syag.g_02771
OG0000938	Prbe.g_00835	Syag.g_02774
OG0000939	Prbe.g_00834	Syag.g_02775
OG0000940	Prbe.g_00827	Syag.g_02783
OG0000941	Prbe.g_00825	Syag.g_02785
OG0000942	Prbe.g_00823	Syag.g_02787
OG0000943	Prbe.g_00822	Syag.g_02788
OG0000944	Prbe.g_00820	Syag.g_02790
OG0000945	Prbe.g_00819	Syag.g_02792
OG0000946	Prbe.g_00814	Syag.g_02797
OG0000947	Prbe.g_00812	Syag.g_02801
OG0000948	Prbe.g_00811	Syag.g_02802
OG0000949	Prbe.g_00808	Syag.g_02449
OG0000950	Prbe.g_00801	Syag.g_02436
OG0000951	Prbe.g_00797	Syag.g_02431
OG0000952	Prbe.g_00793	Syag.g_02423
OG0000953	Prbe.g_00789	Syag.g_02415
OG0000954	Prbe.g_00785	Syag.g_02409
OG0000955	Prbe.g_00784	Syag.g_02408
OG0000956	Prbe.g_00782	Syag.g_02406
OG0000957	Prbe.g_00776	Syag.g_02395
OG0000958	Prbe.g_00775	Syag.g_02394
OG0000959	Prbe.g_00771	Syag.g_02389
OG0000960	Prbe.g_00770	Syag.g_02388
OG0000961	Prbe.g_00767	Syag.g_02379
OG0000962	Prbe.g_00765	Syag.g_02377
OG0000963	Prbe.g_00761	Syag.g_02372
OG0000964	Prbe.g_00760	Syag.g_02371
OG0000965	Prbe.g_00759	Syag.g_02370
OG0000966	Prbe.g_00749	Syag.g_02362
OG0000967	Prbe.g_00753	Syag.g_02358
OG0000968	Prbe.g_00755	Syag.g_02355
OG0000969	Prbe.g_00756	Syag.g_02354
OG0000970	Prbe.g_01134	Syag.g_02353
OG0000971	Prbe.g_01135	Syag.g_02348
OG0000972	Prbe.g_01136	Syag.g_02347
OG0000973	Prbe.g_01137	Syag.g_02346
OG0000974	Prbe.g_01138	Syag.g_02345
OG0000975	Prbe.g_01139	Syag.g_02344
OG0000976	Prbe.g_01140	Syag.g_02343
OG0000977	Prbe.g_01141	Syag.g_02340
OG0000978	Prbe.g_01142	Syag.g_02338
OG0000979	Prbe.g_01145	Syag.g_02335
OG0000980	Prbe.g_01147	Syag.g_02332
OG0000981	Prbe.g_01150	Syag.g_02329
OG0000982	Prbe.g_01152	Syag.g_02127
OG0000983	Prbe.g_01153	Syag.g_02128
OG0000984	Prbe.g_01154	Syag.g_02129
OG0000985	Prbe.g_01157	Syag.g_02133
OG0000986	Prbe.g_01159	Syag.g_02138
OG0000987	Prbe.g_01160	Syag.g_02140
OG0000988	Prbe.g_01163	Syag.g_02145
OG0000989	Prbe.g_01167	Syag.g_02156
OG0000990	Prbe.g_01171	Syag.g_02169
OG0000991	Prbe.g_01172	Syag.g_02174
OG0000992	Prbe.g_01175	Syag.g_02177
OG0000993	Prbe.g_01176	Syag.g_02178
OG0000994	Prbe.g_01177	Syag.g_02181
OG0000995	Prbe.g_01181	Syag.g_02187
OG0000996	Prbe.g_01182	Syag.g_02229
OG0000997	Prbe.g_01185	Syag.g_02239
OG0000998	Prbe.g_01187	Syag.g_02241
OG0000999	Prbe.g_01188	Syag.g_02242
OG0001000	Prbe.g_01191	Syag.g_02246
OG0001001	Prbe.g_01194	Syag.g_02251
OG0001002	Prbe.g_01056	Syag.g_02258
OG0001003	Prbe.g_01057	Syag.g_02260
OG0001004	Prbe.g_01058	Syag.g_02261
OG0001005	Prbe.g_01059	Syag.g_02263
OG0001006	Prbe.g_01063	Syag.g_02270
OG0001007	Prbe.g_01065	Syag.g_02272
OG0001008	Prbe.g_01935	Syag.g_00034
OG0001009	Prbe.g_00127	Syag.g_02304
OG0001010	Prbe.g_00128	Syag.g_02305
OG0001011	Prbe.g_00130	Syag.g_02307
OG0001012	Prbe.g_00144	Syag.g_02123
OG0001013	Prbe.g_00151	Syag.g_02098
OG0001014	Prbe.g_00154	Syag.g_02084
OG0001015	Prbe.g_00156	Syag.g_02083
OG0001016	Prbe.g_00178	Syag.g_01824
OG0001017	Prbe.g_00182	Syag.g_01830
OG0001018	Prbe.g_00184	Syag.g_01832
OG0001019	Prbe.g_00193	Syag.g_01854
OG0001020	Prbe.g_01630	Syag.g_01861
OG0001021	Prbe.g_01631	Syag.g_01865
OG0001022	Prbe.g_01634	Syag.g_01870
OG0001023	Prbe.g_01635	Syag.g_01871
OG0001024	Prbe.g_01639	Syag.g_01875
OG0001025	Prbe.g_01646	Syag.g_01882
OG0001026	Prbe.g_01655	Syag.g_01894
OG0001027	Prbe.g_01656	Syag.g_01902
OG0001028	Prbe.g_01658	Syag.g_01904
OG0001029	Prbe.g_01659	Syag.g_01906
OG0001030	Prbe.g_01675	Syag.g_01927
OG0001031	Prbe.g_01735	Syag.g_02000
OG0001032	Prbe.g_01736	Syag.g_02005
OG0001033	Prbe.g_01757	Syag.g_02048
OG0001034	Prbe.g_01788	Syag.g_01784
OG0001035	Prbe.g_01808	Syag.g_02635
OG0001036	Prbe.g_01812	Syag.g_02630
OG0001037	Prbe.g_01813	Syag.g_02628
OG0001038	Prbe.g_01832	Syag.g_02600
OG0001039	Prbe.g_01835	Syag.g_02597
OG0001040	Prbe.g_01837	Syag.g_02594
OG0001041	Prbe.g_01842	Syag.g_02589
OG0001042	Prbe.g_01859	Syag.g_02564
OG0001043	Prbe.g_01860	Syag.g_02560
OG0001044	Prbe.g_01891	Syag.g_02842
OG0001045	Prbe.g_01900	Syag.g_02856
OG0001046	Prbe.g_01033	Syag.g_00836
OG0001047	Prbe.g_01937	Syag.g_00036
OG0001048	Prbe.g_01938	Syag.g_00037
OG0001049	Prbe.g_01940	Syag.g_00040
OG0001050	Prbe.g_01941	Syag.g_00041
OG0001051	Prbe.g_01942	Syag.g_00042
OG0001052	Prbe.g_00662	Syag.g_01352
OG0001053	Prbe.g_00650	Syag.g_01525
OG0001054	Prbe.g_00635	Syag.g_01506
OG0001055	Prbe.g_00616	Syag.g_01485
OG0001056	Prbe.g_00599	Syag.g_01449
OG0001057	Prbe.g_00594	Syag.g_01241
OG0001058	Prbe.g_00586	Syag.g_00271
OG0001059	Prbe.g_00582	Syag.g_00275
OG0001060	Prbe.g_00576	Syag.g_00282
OG0001061	Prbe.g_00561	Syag.g_00302
OG0001062	Prbe.g_00559	Syag.g_00304
OG0001063	Prbe.g_00557	Syag.g_00310
OG0001064	Prbe.g_00556	Syag.g_00311
OG0001065	Prbe.g_00555	Syag.g_00312
OG0001066	Prbe.g_00554	Syag.g_00313
OG0001067	Prbe.g_00553	Syag.g_00314
OG0001068	Prbe.g_00552	Syag.g_00315
OG0001069	Prbe.g_00551	Syag.g_00317
OG0001070	Prbe.g_00547	Syag.g_00321
OG0001071	Prbe.g_00546	Syag.g_00322
OG0001072	Prbe.g_00544	Syag.g_00327
OG0001073	Prbe.g_00530	Syag.g_00342
OG0001074	Prbe.g_00518	Syag.g_00467
OG0001075	Prbe.g_00517	Syag.g_00362
OG0001076	Prbe.g_00510	Syag.g_00378
OG0001077	Prbe.g_00504	Syag.g_00388
OG0001078	Prbe.g_01484	Syag.g_00411
OG0001079	Prbe.g_01472	Syag.g_00428
OG0001080	Prbe.g_01466	Syag.g_00495
OG0001081	Prbe.g_01464	Syag.g_00551
OG0001082	Prbe.g_01463	Syag.g_00552
OG0001083	Prbe.g_01458	Syag.g_00565
OG0001084	Prbe.g_01457	Syag.g_00569
OG0001085	Prbe.g_00444	Syag.g_00592
OG0001086	Prbe.g_00445	Syag.g_00594
OG0001087	Prbe.g_00463	Syag.g_01018
OG0001088	Prbe.g_00464	Syag.g_01016
OG0001089	Prbe.g_01205	Syag.g_00986
OG0001090	Prbe.g_01215	Syag.g_00922
OG0001091	Prbe.g_01437	Syag.g_00919
OG0001092	Prbe.g_01436	Syag.g_00917
OG0001093	Prbe.g_01431	Syag.g_00910
OG0001094	Prbe.g_01438	Syag.g_00661
OG0001095	Prbe.g_01235	Syag.g_00681
OG0001096	Prbe.g_01249	Syag.g_00703
OG0001097	Prbe.g_01269	Syag.g_00729
OG0001098	Prbe.g_01288	Syag.g_00744
OG0001099	Prbe.g_00110	Syag.g_01905
OG0001101	Prbe.g_00411	Syag.g_00603
OG0001102	Prbe.g_00414	Syag.g_00606
OG0001103	Prbe.g_00416	Syag.g_00608
OG0001104	Prbe.g_00439	Syag.g_00642
OG0001105	Prbe.g_00443	Syag.g_00646
OG0001106	Prbe.g_01341	Syag.g_00796
OG0001107	Prbe.g_01348	Syag.g_00808
OG0001108	Prbe.g_01352	Syag.g_00817
OG0001109	Prbe.g_01353	Syag.g_00819
OG0001110	Prbe.g_01355	Syag.g_00821
OG0001111	Prbe.g_01356	Syag.g_00823
OG0001112	Prbe.g_01357	Syag.g_00825
OG0001113	Prbe.g_01358	Syag.g_00826
OG0001114	Prbe.g_01359	Syag.g_00827
OG0001115	Prbe.g_01361	Syag.g_00831
OG0001116	Prbe.g_01362	Syag.g_00833
OG0001117	Prbe.g_01363	Syag.g_00834
OG0001118	Prbe.g_01364	Syag.g_00835
OG0001119	Prbe.g_01365	Syag.g_00837
OG0001120	Prbe.g_01367	Syag.g_00841
OG0001122	Prbe.g_01387	Syag.g_00867
OG0001123	Prbe.g_01393	Syag.g_00875
OG0001124	Prbe.g_01395	Syag.g_00877
OG0001125	Prbe.g_01397	Syag.g_00879
OG0001126	Prbe.g_01308	Syag.g_00957
