Orthogroup	Prbe	Prav
OG0000560	Prbe.g_00581	Prav.g_01152
OG0000561	Prbe.g_00580	Prav.g_01153
OG0000562	Prbe.g_00579	Prav.g_01154
OG0000563	Prbe.g_00578	Prav.g_01155
OG0000564	Prbe.g_00577	Prav.g_01156
OG0000565	Prbe.g_00575	Prav.g_01159
OG0000566	Prbe.g_00571	Prav.g_01161
OG0000567	Prbe.g_00567	Prav.g_01165
OG0000568	Prbe.g_00566	Prav.g_01166
OG0000569	Prbe.g_00565	Prav.g_01167
OG0000570	Prbe.g_00564	Prav.g_01168
OG0000571	Prbe.g_00562	Prav.g_01170
OG0000572	Prbe.g_00548	Prav.g_01183
OG0000573	Prbe.g_00542	Prav.g_01188
OG0000574	Prbe.g_00541	Prav.g_01189
OG0000575	Prbe.g_00537	Prav.g_01193
OG0000576	Prbe.g_00535	Prav.g_01195
OG0000577	Prbe.g_00534	Prav.g_01196
OG0000578	Prbe.g_00533	Prav.g_01197
OG0000579	Prbe.g_00532	Prav.g_01198
OG0000580	Prbe.g_00531	Prav.g_01199
OG0000581	Prbe.g_00528	Prav.g_01201
OG0000582	Prbe.g_00525	Prav.g_01204
OG0000583	Prbe.g_00524	Prav.g_01205
OG0000584	Prbe.g_00523	Prav.g_01206
OG0000585	Prbe.g_00521	Prav.g_01208
OG0000586	Prbe.g_00520	Prav.g_01209
OG0000587	Prbe.g_00519	Prav.g_01210
OG0000588	Prbe.g_00515	Prav.g_01214
OG0000589	Prbe.g_00513	Prav.g_01219
OG0000590	Prbe.g_00512	Prav.g_01220
OG0000591	Prbe.g_00508	Prav.g_01223
OG0000592	Prbe.g_00507	Prav.g_01224
OG0000593	Prbe.g_01488	Prav.g_01230
OG0000594	Prbe.g_01487	Prav.g_01231
OG0000595	Prbe.g_01486	Prav.g_01232
OG0000596	Prbe.g_01482	Prav.g_01236
OG0000597	Prbe.g_01479	Prav.g_01238
OG0000598	Prbe.g_01478	Prav.g_01239
OG0000599	Prbe.g_01475	Prav.g_01242
OG0000600	Prbe.g_01474	Prav.g_01243
OG0000601	Prbe.g_01473	Prav.g_01244
OG0000602	Prbe.g_01471	Prav.g_01246
OG0000603	Prbe.g_01470	Prav.g_01247
OG0000604	Prbe.g_01469	Prav.g_01248
OG0000605	Prbe.g_01468	Prav.g_01249
OG0000606	Prbe.g_01465	Prav.g_01252
OG0000607	Prbe.g_01462	Prav.g_01255
OG0000608	Prbe.g_01461	Prav.g_01256
OG0000609	Prbe.g_01460	Prav.g_01257
OG0000610	Prbe.g_01454	Prav.g_01262
OG0000611	Prbe.g_01451	Prav.g_01265
OG0000612	Prbe.g_01450	Prav.g_01266
OG0000613	Prbe.g_00447	Prav.g_01271
OG0000614	Prbe.g_00468	Prav.g_01290
OG0000615	Prbe.g_01209	Prav.g_01298
OG0000616	Prbe.g_01197	Prav.g_01312
OG0000617	Prbe.g_01434	Prav.g_00312
OG0000618	Prbe.g_01433	Prav.g_00313
OG0000619	Prbe.g_01432	Prav.g_00314
OG0000620	Prbe.g_01429	Prav.g_00317
OG0000621	Prbe.g_01428	Prav.g_00318
OG0000622	Prbe.g_01427	Prav.g_00319
OG0000623	Prbe.g_01426	Prav.g_00320
OG0000624	Prbe.g_01424	Prav.g_00321
OG0000625	Prbe.g_01423	Prav.g_00322
OG0000626	Prbe.g_01422	Prav.g_00323
OG0000627	Prbe.g_01421	Prav.g_00324
OG0000628	Prbe.g_01420	Prav.g_00325
OG0000629	Prbe.g_01419	Prav.g_00326
OG0000630	Prbe.g_01416	Prav.g_00329
OG0000631	Prbe.g_01323	Prav.g_00388
OG0000632	Prbe.g_01324	Prav.g_00389
OG0000633	Prbe.g_01325	Prav.g_00390
OG0000634	Prbe.g_01218	Prav.g_00393
OG0000635	Prbe.g_01219	Prav.g_00394
OG0000636	Prbe.g_01221	Prav.g_00396
OG0000637	Prbe.g_01223	Prav.g_00398
OG0000638	Prbe.g_01224	Prav.g_00399
OG0000639	Prbe.g_01225	Prav.g_00400
OG0000640	Prbe.g_01226	Prav.g_00401
OG0000641	Prbe.g_01230	Prav.g_00405
OG0000642	Prbe.g_01231	Prav.g_00406
OG0000643	Prbe.g_01232	Prav.g_00407
OG0000644	Prbe.g_01233	Prav.g_00408
OG0000645	Prbe.g_01234	Prav.g_00409
OG0000646	Prbe.g_01236	Prav.g_00411
OG0000647	Prbe.g_01238	Prav.g_00412
OG0000648	Prbe.g_01240	Prav.g_00414
OG0000649	Prbe.g_01241	Prav.g_00415
OG0000650	Prbe.g_01242	Prav.g_00416
OG0000651	Prbe.g_01243	Prav.g_00417
OG0000652	Prbe.g_01244	Prav.g_00418
OG0000653	Prbe.g_01246	Prav.g_00420
OG0000654	Prbe.g_01247	Prav.g_00421
OG0000655	Prbe.g_01248	Prav.g_00422
OG0000656	Prbe.g_01251	Prav.g_00425
OG0000657	Prbe.g_01259	Prav.g_00432
OG0000658	Prbe.g_01261	Prav.g_00433
OG0000659	Prbe.g_01262	Prav.g_00434
OG0000660	Prbe.g_01266	Prav.g_00438
OG0000661	Prbe.g_01268	Prav.g_00440
OG0000662	Prbe.g_01270	Prav.g_00442
OG0000663	Prbe.g_01272	Prav.g_00444
OG0000664	Prbe.g_01273	Prav.g_00445
OG0000665	Prbe.g_01279	Prav.g_00449
OG0000666	Prbe.g_01280	Prav.g_00450
OG0000667	Prbe.g_01284	Prav.g_00454
OG0000668	Prbe.g_00105	Prav.g_00483
OG0000669	Prbe.g_00406	Prav.g_00490
OG0000670	Prbe.g_00409	Prav.g_00492
OG0000671	Prbe.g_00412	Prav.g_00494
OG0000672	Prbe.g_00415	Prav.g_00497
OG0000673	Prbe.g_00418	Prav.g_00500
OG0000674	Prbe.g_00420	Prav.g_00502
OG0000675	Prbe.g_00421	Prav.g_00503
OG0000676	Prbe.g_00423	Prav.g_00505
OG0000677	Prbe.g_00424	Prav.g_00506
OG0000678	Prbe.g_00426	Prav.g_00508
OG0000679	Prbe.g_00430	Prav.g_00512
OG0000680	Prbe.g_00431	Prav.g_00513
OG0000681	Prbe.g_00434	Prav.g_00515
OG0000682	Prbe.g_00435	Prav.g_00516
OG0000683	Prbe.g_00436	Prav.g_00517
OG0000684	Prbe.g_00438	Prav.g_00519
OG0000685	Prbe.g_00440	Prav.g_00521
OG0000686	Prbe.g_00441	Prav.g_00522
OG0000687	Prbe.g_00442	Prav.g_00523
OG0000688	Prbe.g_01446	Prav.g_00526
OG0000689	Prbe.g_01445	Prav.g_00527
OG0000690	Prbe.g_01444	Prav.g_00528
OG0000691	Prbe.g_01443	Prav.g_00529
OG0000692	Prbe.g_01441	Prav.g_00530
OG0000693	Prbe.g_01440	Prav.g_00531
OG0000694	Prbe.g_01439	Prav.g_00532
OG0000695	Prbe.g_01327	Prav.g_00534
OG0000696	Prbe.g_01328	Prav.g_00535
OG0000697	Prbe.g_01329	Prav.g_00536
OG0000698	Prbe.g_01332	Prav.g_00539
OG0000699	Prbe.g_01333	Prav.g_00540
OG0000700	Prbe.g_01334	Prav.g_00541
OG0000701	Prbe.g_01335	Prav.g_00542
OG0000702	Prbe.g_01337	Prav.g_00544
OG0000703	Prbe.g_01338	Prav.g_00545
OG0000704	Prbe.g_01340	Prav.g_00546
OG0000705	Prbe.g_01343	Prav.g_00550
OG0000706	Prbe.g_01344	Prav.g_00551
OG0000707	Prbe.g_01345	Prav.g_00552
OG0000708	Prbe.g_01347	Prav.g_00553
OG0000709	Prbe.g_01351	Prav.g_00557
OG0000710	Prbe.g_01354	Prav.g_00560
OG0000711	Prbe.g_01372	Prav.g_00577
OG0000712	Prbe.g_01373	Prav.g_00579
OG0000713	Prbe.g_01374	Prav.g_00580
OG0000714	Prbe.g_01375	Prav.g_00581
OG0000715	Prbe.g_01377	Prav.g_00583
OG0000716	Prbe.g_01379	Prav.g_00585
OG0000717	Prbe.g_01380	Prav.g_00586
OG0000718	Prbe.g_01384	Prav.g_00902
OG0000719	Prbe.g_01386	Prav.g_00904
OG0000720	Prbe.g_01398	Prav.g_00913
OG0000721	Prbe.g_01402	Prav.g_00915
OG0000722	Prbe.g_01403	Prav.g_00916
OG0000723	Prbe.g_01407	Prav.g_00919
OG0000724	Prbe.g_01302	Prav.g_00928
OG0000725	Prbe.g_01296	Prav.g_00934
OG0000726	Prbe.g_01295	Prav.g_00935
OG0000727	Prbe.g_01294	Prav.g_00936
OG0000728	Prbe.g_01292	Prav.g_00938
OG0000729	Prbe.g_00915	Prav.g_00263
OG0000730	Prbe.g_01591	Prav.g_00004
OG0000731	Prbe.g_01898	Prav.g_00008
OG0000732	Prbe.g_01148	Prav.g_00016
OG0000733	Prbe.g_00042	Prav.g_00034
OG0000734	Prbe.g_01565	Prav.g_00050
OG0000735	Prbe.g_01563	Prav.g_00052
OG0000736	Prbe.g_01562	Prav.g_00053
OG0000737	Prbe.g_01561	Prav.g_00054
OG0000738	Prbe.g_01557	Prav.g_00058
OG0000739	Prbe.g_01556	Prav.g_00059
OG0000740	Prbe.g_01555	Prav.g_00060
OG0000741	Prbe.g_01553	Prav.g_00061
OG0000742	Prbe.g_01550	Prav.g_00064
OG0000743	Prbe.g_01548	Prav.g_00066
OG0000744	Prbe.g_01547	Prav.g_00067
OG0000745	Prbe.g_01546	Prav.g_00068
OG0000746	Prbe.g_01544	Prav.g_00070
OG0000747	Prbe.g_01543	Prav.g_00071
OG0000748	Prbe.g_01539	Prav.g_00074
OG0000749	Prbe.g_01538	Prav.g_00075
OG0000750	Prbe.g_01537	Prav.g_00076
OG0000751	Prbe.g_01534	Prav.g_01868
OG0000752	Prbe.g_01532	Prav.g_01866
OG0000753	Prbe.g_01530	Prav.g_01863
OG0000754	Prbe.g_01527	Prav.g_01860
OG0000755	Prbe.g_01521	Prav.g_01857
OG0000756	Prbe.g_01520	Prav.g_01856
OG0000757	Prbe.g_01513	Prav.g_01850
OG0000758	Prbe.g_01512	Prav.g_01849
OG0000759	Prbe.g_01511	Prav.g_01848
OG0000760	Prbe.g_01510	Prav.g_01847
OG0000761	Prbe.g_01509	Prav.g_01846
OG0000762	Prbe.g_01508	Prav.g_01845
OG0000763	Prbe.g_01506	Prav.g_01843
OG0000764	Prbe.g_01505	Prav.g_01842
OG0000765	Prbe.g_01497	Prav.g_01833
OG0000766	Prbe.g_01496	Prav.g_01832
OG0000767	Prbe.g_01494	Prav.g_01830
OG0000768	Prbe.g_01493	Prav.g_01829
OG0000769	Prbe.g_01491	Prav.g_01827
OG0000770	Prbe.g_00502	Prav.g_01825
OG0000771	Prbe.g_00215	Prav.g_02003
OG0000772	Prbe.g_01128	Prav.g_01409
OG0000773	Prbe.g_00902	Prav.g_01429
OG0000774	Prbe.g_00900	Prav.g_01431
OG0000775	Prbe.g_00898	Prav.g_01433
OG0000776	Prbe.g_00897	Prav.g_01434
OG0000777	Prbe.g_00896	Prav.g_01435
OG0000778	Prbe.g_00895	Prav.g_01436
OG0000779	Prbe.g_00891	Prav.g_01440
OG0000780	Prbe.g_00890	Prav.g_01441
OG0000781	Prbe.g_00886	Prav.g_01444
OG0000782	Prbe.g_00885	Prav.g_01445
OG0000783	Prbe.g_00884	Prav.g_01446
OG0000784	Prbe.g_00883	Prav.g_01447
OG0000785	Prbe.g_00881	Prav.g_01449
OG0000786	Prbe.g_00878	Prav.g_01451
OG0000787	Prbe.g_00877	Prav.g_01452
OG0000788	Prbe.g_00634	Prav.g_01460
OG0000789	Prbe.g_00212	Prav.g_01463
OG0000790	Prbe.g_00368	Prav.g_01478
OG0000791	Prbe.g_00366	Prav.g_01480
OG0000792	Prbe.g_00365	Prav.g_01481
OG0000793	Prbe.g_00362	Prav.g_01484
OG0000794	Prbe.g_00361	Prav.g_01485
OG0000795	Prbe.g_00360	Prav.g_01486
OG0000796	Prbe.g_00356	Prav.g_01490
OG0000797	Prbe.g_00355	Prav.g_01491
OG0000798	Prbe.g_00087	Prav.g_01556
OG0000799	Prbe.g_00328	Prav.g_01560
OG0000800	Prbe.g_00327	Prav.g_01561
OG0000801	Prbe.g_00326	Prav.g_01562
OG0000802	Prbe.g_00324	Prav.g_01564
OG0000803	Prbe.g_00322	Prav.g_01566
OG0000804	Prbe.g_00321	Prav.g_01567
OG0000805	Prbe.g_00319	Prav.g_01569
OG0000806	Prbe.g_00317	Prav.g_01571
OG0000807	Prbe.g_00316	Prav.g_01572
OG0000808	Prbe.g_00315	Prav.g_01573
OG0000809	Prbe.g_00313	Prav.g_01576
OG0000810	Prbe.g_00312	Prav.g_01577
OG0000811	Prbe.g_00308	Prav.g_01581
OG0000812	Prbe.g_00306	Prav.g_01583
OG0000813	Prbe.g_00305	Prav.g_01584
OG0000814	Prbe.g_00303	Prav.g_01586
OG0000815	Prbe.g_00302	Prav.g_01587
OG0000816	Prbe.g_00300	Prav.g_01589
OG0000817	Prbe.g_00299	Prav.g_01590
OG0000818	Prbe.g_00294	Prav.g_01595
OG0000819	Prbe.g_00293	Prav.g_01596
OG0000820	Prbe.g_00292	Prav.g_01597
OG0000821	Prbe.g_00288	Prav.g_01601
OG0000822	Prbe.g_00287	Prav.g_01602
OG0000823	Prbe.g_00286	Prav.g_01603
OG0000824	Prbe.g_00283	Prav.g_01606
OG0000825	Prbe.g_00282	Prav.g_01607
OG0000826	Prbe.g_00281	Prav.g_01608
OG0000827	Prbe.g_00280	Prav.g_01609
OG0000828	Prbe.g_00277	Prav.g_01612
OG0000829	Prbe.g_00276	Prav.g_01613
OG0000830	Prbe.g_00275	Prav.g_01614
OG0000831	Prbe.g_00273	Prav.g_01616
OG0000832	Prbe.g_00263	Prav.g_01622
OG0000833	Prbe.g_00254	Prav.g_01630
OG0000834	Prbe.g_00253	Prav.g_01631
OG0000835	Prbe.g_00252	Prav.g_01632
OG0000836	Prbe.g_00251	Prav.g_01633
OG0000837	Prbe.g_00250	Prav.g_01634
OG0000838	Prbe.g_00248	Prav.g_01636
OG0000839	Prbe.g_00247	Prav.g_01637
OG0000840	Prbe.g_00246	Prav.g_01638
OG0000841	Prbe.g_00245	Prav.g_01639
OG0000842	Prbe.g_00244	Prav.g_01640
OG0000843	Prbe.g_00243	Prav.g_01641
OG0000844	Prbe.g_00242	Prav.g_01642
OG0000845	Prbe.g_00241	Prav.g_01643
OG0000846	Prbe.g_00240	Prav.g_01644
OG0000847	Prbe.g_00239	Prav.g_01645
OG0000848	Prbe.g_00238	Prav.g_01646
OG0000849	Prbe.g_00237	Prav.g_01647
OG0000850	Prbe.g_00235	Prav.g_01649
OG0000851	Prbe.g_00234	Prav.g_01650
OG0000852	Prbe.g_00233	Prav.g_01651
OG0000853	Prbe.g_00227	Prav.g_01655
OG0000854	Prbe.g_00225	Prav.g_01657
OG0000855	Prbe.g_00224	Prav.g_01658
OG0000856	Prbe.g_00505	Prav.g_01671
OG0000857	Prbe.g_01237	Prav.g_01699
OG0000858	Prbe.g_00992	Prav.g_01755
OG0000859	Prbe.g_00991	Prav.g_01756
OG0000860	Prbe.g_00983	Prav.g_01763
OG0000861	Prbe.g_00982	Prav.g_01764
OG0000862	Prbe.g_00981	Prav.g_01765
OG0000863	Prbe.g_00979	Prav.g_01767
OG0000864	Prbe.g_00978	Prav.g_01768
OG0000865	Prbe.g_00977	Prav.g_01769
OG0000866	Prbe.g_00976	Prav.g_01770
OG0000867	Prbe.g_00975	Prav.g_01771
OG0000868	Prbe.g_00973	Prav.g_01772
OG0000869	Prbe.g_00970	Prav.g_01776
OG0000870	Prbe.g_00965	Prav.g_01781
OG0000871	Prbe.g_00964	Prav.g_01782
OG0000872	Prbe.g_00963	Prav.g_01783
OG0000873	Prbe.g_00960	Prav.g_01786
OG0000874	Prbe.g_00957	Prav.g_01789
OG0000875	Prbe.g_00956	Prav.g_01790
OG0000876	Prbe.g_00955	Prav.g_01791
OG0000877	Prbe.g_00953	Prav.g_01793
OG0000878	Prbe.g_00952	Prav.g_01794
OG0000879	Prbe.g_00951	Prav.g_01795
OG0000880	Prbe.g_00950	Prav.g_01796
OG0000881	Prbe.g_00946	Prav.g_01800
OG0000882	Prbe.g_00941	Prav.g_01805
OG0000883	Prbe.g_00939	Prav.g_01807
OG0000884	Prbe.g_00937	Prav.g_01809
OG0000885	Prbe.g_00936	Prav.g_01810
OG0000886	Prbe.g_00935	Prav.g_01811
OG0000887	Prbe.g_00934	Prav.g_01812
OG0000888	Prbe.g_00932	Prav.g_01814
OG0000889	Prbe.g_00930	Prav.g_01816
OG0000890	Prbe.g_00929	Prav.g_01817
OG0000891	Prbe.g_00928	Prav.g_01818
OG0000892	Prbe.g_00926	Prav.g_00264
OG0000893	Prbe.g_00922	Prav.g_00268
OG0000894	Prbe.g_00919	Prav.g_00270
OG0000895	Prbe.g_01111	Prav.g_00273
OG0000896	Prbe.g_01110	Prav.g_00274
OG0000897	Prbe.g_01108	Prav.g_00276
OG0000898	Prbe.g_01107	Prav.g_00277
OG0000899	Prbe.g_01106	Prav.g_00278
OG0000900	Prbe.g_01105	Prav.g_00279
OG0000901	Prbe.g_01102	Prav.g_00282
OG0000902	Prbe.g_01100	Prav.g_00284
OG0000903	Prbe.g_01096	Prav.g_00287
OG0000904	Prbe.g_01092	Prav.g_00289
OG0000905	Prbe.g_01098	Prav.g_00294
OG0000906	Prbe.g_01099	Prav.g_00295
OG0000907	Prbe.g_01089	Prav.g_00590
OG0000908	Prbe.g_01086	Prav.g_00593
OG0000909	Prbe.g_01085	Prav.g_00594
OG0000910	Prbe.g_01084	Prav.g_00595
OG0000911	Prbe.g_01082	Prav.g_00597
OG0000912	Prbe.g_01081	Prav.g_00598
OG0000913	Prbe.g_01080	Prav.g_00599
OG0000914	Prbe.g_01079	Prav.g_00600
OG0000915	Prbe.g_01078	Prav.g_00601
OG0000916	Prbe.g_00867	Prav.g_00602
OG0000917	Prbe.g_00866	Prav.g_00603
OG0000918	Prbe.g_00865	Prav.g_00604
OG0000919	Prbe.g_00864	Prav.g_00605
OG0000920	Prbe.g_00863	Prav.g_00606
OG0000921	Prbe.g_00862	Prav.g_00607
OG0000922	Prbe.g_00861	Prav.g_00608
OG0000923	Prbe.g_00857	Prav.g_00612
OG0000924	Prbe.g_00856	Prav.g_00613
OG0000925	Prbe.g_00855	Prav.g_00614
OG0000926	Prbe.g_00854	Prav.g_00615
OG0000927	Prbe.g_00852	Prav.g_00617
OG0000928	Prbe.g_00851	Prav.g_00618
OG0000929	Prbe.g_00850	Prav.g_00619
OG0000930	Prbe.g_00849	Prav.g_00620
OG0000931	Prbe.g_00848	Prav.g_00621
OG0000932	Prbe.g_00847	Prav.g_00622
OG0000933	Prbe.g_00843	Prav.g_00626
OG0000934	Prbe.g_00841	Prav.g_00628
OG0000935	Prbe.g_00840	Prav.g_00629
OG0000936	Prbe.g_00839	Prav.g_00630
OG0000937	Prbe.g_00838	Prav.g_00631
OG0000938	Prbe.g_00835	Prav.g_00633
OG0000939	Prbe.g_00834	Prav.g_00634
OG0000940	Prbe.g_00827	Prav.g_00641
OG0000941	Prbe.g_00825	Prav.g_00643
OG0000942	Prbe.g_00823	Prav.g_00645
OG0000943	Prbe.g_00822	Prav.g_00646
OG0000944	Prbe.g_00820	Prav.g_00647
OG0000945	Prbe.g_00819	Prav.g_00648
OG0000946	Prbe.g_00814	Prav.g_00653
OG0000947	Prbe.g_00812	Prav.g_00655
OG0000948	Prbe.g_00811	Prav.g_00656
OG0000949	Prbe.g_00808	Prav.g_00659
OG0000950	Prbe.g_00801	Prav.g_00664
OG0000951	Prbe.g_00797	Prav.g_00668
OG0000952	Prbe.g_00793	Prav.g_00672
OG0000953	Prbe.g_00789	Prav.g_00675
OG0000954	Prbe.g_00785	Prav.g_00679
OG0000955	Prbe.g_00784	Prav.g_00680
OG0000956	Prbe.g_00782	Prav.g_00682
OG0000957	Prbe.g_00776	Prav.g_00687
OG0000958	Prbe.g_00775	Prav.g_00688
OG0000959	Prbe.g_00771	Prav.g_00692
OG0000960	Prbe.g_00770	Prav.g_00693
OG0000961	Prbe.g_00767	Prav.g_00695
OG0000962	Prbe.g_00765	Prav.g_00697
OG0000963	Prbe.g_00761	Prav.g_00701
OG0000964	Prbe.g_00760	Prav.g_00702
OG0000965	Prbe.g_00759	Prav.g_00703
OG0000966	Prbe.g_00749	Prav.g_00710
OG0000967	Prbe.g_00753	Prav.g_00714
OG0000968	Prbe.g_00755	Prav.g_00716
OG0000969	Prbe.g_00756	Prav.g_00717
OG0000970	Prbe.g_01134	Prav.g_00718
OG0000971	Prbe.g_01135	Prav.g_00719
OG0000972	Prbe.g_01136	Prav.g_00720
OG0000973	Prbe.g_01137	Prav.g_00721
OG0000974	Prbe.g_01138	Prav.g_00722
OG0000975	Prbe.g_01139	Prav.g_00723
OG0000976	Prbe.g_01140	Prav.g_00724
OG0000977	Prbe.g_01141	Prav.g_00725
OG0000978	Prbe.g_01142	Prav.g_00726
OG0000979	Prbe.g_01145	Prav.g_00729
OG0000980	Prbe.g_01147	Prav.g_00731
OG0000981	Prbe.g_01150	Prav.g_00733
OG0000982	Prbe.g_01152	Prav.g_00735
OG0000983	Prbe.g_01153	Prav.g_00736
OG0000984	Prbe.g_01154	Prav.g_00737
OG0000985	Prbe.g_01157	Prav.g_00740
OG0000986	Prbe.g_01159	Prav.g_00742
OG0000987	Prbe.g_01160	Prav.g_00743
OG0000988	Prbe.g_01163	Prav.g_00746
OG0000989	Prbe.g_01167	Prav.g_00750
OG0000990	Prbe.g_01171	Prav.g_00753
OG0000991	Prbe.g_01172	Prav.g_00754
OG0000992	Prbe.g_01175	Prav.g_00756
OG0000993	Prbe.g_01176	Prav.g_00757
OG0000994	Prbe.g_01177	Prav.g_00758
OG0000995	Prbe.g_01181	Prav.g_00762
OG0000996	Prbe.g_01182	Prav.g_00763
OG0000997	Prbe.g_01185	Prav.g_00764
OG0000998	Prbe.g_01187	Prav.g_00766
OG0000999	Prbe.g_01188	Prav.g_00767
OG0001000	Prbe.g_01191	Prav.g_00770
OG0001001	Prbe.g_01194	Prav.g_00772
OG0001002	Prbe.g_01056	Prav.g_00776
OG0001003	Prbe.g_01057	Prav.g_00778
OG0001004	Prbe.g_01058	Prav.g_00779
OG0001005	Prbe.g_01059	Prav.g_00780
OG0001006	Prbe.g_01063	Prav.g_00784
OG0001007	Prbe.g_01065	Prav.g_00786
OG0001008	Prbe.g_01935	Prav.g_01036
OG0001009	Prbe.g_00127	Prav.g_00095
OG0001010	Prbe.g_00128	Prav.g_00096
OG0001011	Prbe.g_00130	Prav.g_00097
OG0001012	Prbe.g_00144	Prav.g_00114
OG0001013	Prbe.g_00151	Prav.g_00119
OG0001014	Prbe.g_00154	Prav.g_00122
OG0001015	Prbe.g_00156	Prav.g_00123
OG0001016	Prbe.g_00178	Prav.g_00138
OG0001017	Prbe.g_00182	Prav.g_00142
OG0001018	Prbe.g_00184	Prav.g_00145
OG0001019	Prbe.g_00193	Prav.g_00154
OG0001020	Prbe.g_01630	Prav.g_00155
OG0001021	Prbe.g_01631	Prav.g_00156
OG0001022	Prbe.g_01634	Prav.g_00159
OG0001023	Prbe.g_01635	Prav.g_00160
OG0001024	Prbe.g_01639	Prav.g_00163
OG0001025	Prbe.g_01646	Prav.g_00169
OG0001026	Prbe.g_01655	Prav.g_00176
OG0001027	Prbe.g_01656	Prav.g_00177
OG0001028	Prbe.g_01658	Prav.g_00179
OG0001029	Prbe.g_01659	Prav.g_00180
OG0001030	Prbe.g_01675	Prav.g_00195
OG0001031	Prbe.g_01735	Prav.g_00852
OG0001032	Prbe.g_01736	Prav.g_00851
OG0001033	Prbe.g_01757	Prav.g_00830
OG0001034	Prbe.g_01788	Prav.g_00802
OG0001035	Prbe.g_01808	Prav.g_01901
OG0001036	Prbe.g_01812	Prav.g_01906
OG0001037	Prbe.g_01813	Prav.g_01907
OG0001038	Prbe.g_01832	Prav.g_01924
OG0001039	Prbe.g_01835	Prav.g_01927
OG0001040	Prbe.g_01837	Prav.g_01929
OG0001041	Prbe.g_01842	Prav.g_01933
OG0001042	Prbe.g_01859	Prav.g_01950
OG0001043	Prbe.g_01860	Prav.g_01951
OG0001044	Prbe.g_01891	Prav.g_01979
OG0001045	Prbe.g_01900	Prav.g_01988
OG0001046	Prbe.g_01033	Prav.g_00996
OG0001047	Prbe.g_01937	Prav.g_01038
OG0001048	Prbe.g_01938	Prav.g_01039
OG0001049	Prbe.g_01940	Prav.g_01041
OG0001050	Prbe.g_01941	Prav.g_01042
OG0001051	Prbe.g_01942	Prav.g_01043
OG0001052	Prbe.g_00662	Prav.g_01069
OG0001053	Prbe.g_00650	Prav.g_01081
OG0001054	Prbe.g_00635	Prav.g_01096
OG0001055	Prbe.g_00616	Prav.g_01115
OG0001056	Prbe.g_00599	Prav.g_01134
OG0001057	Prbe.g_00594	Prav.g_01139
OG0001058	Prbe.g_00586	Prav.g_01147
OG0001059	Prbe.g_00582	Prav.g_01151
OG0001060	Prbe.g_00576	Prav.g_01158
OG0001061	Prbe.g_00561	Prav.g_01171
OG0001062	Prbe.g_00559	Prav.g_01173
OG0001063	Prbe.g_00557	Prav.g_01175
OG0001064	Prbe.g_00556	Prav.g_01176
OG0001065	Prbe.g_00555	Prav.g_01177
OG0001066	Prbe.g_00554	Prav.g_01178
OG0001067	Prbe.g_00553	Prav.g_01179
OG0001068	Prbe.g_00552	Prav.g_01180
OG0001069	Prbe.g_00551	Prav.g_01181
OG0001070	Prbe.g_00547	Prav.g_01184
OG0001071	Prbe.g_00546	Prav.g_01185
OG0001072	Prbe.g_00544	Prav.g_01186
OG0001073	Prbe.g_00530	Prav.g_01200
OG0001074	Prbe.g_00518	Prav.g_01211
OG0001075	Prbe.g_00517	Prav.g_01212
OG0001076	Prbe.g_00510	Prav.g_01222
OG0001077	Prbe.g_00504	Prav.g_01226
OG0001078	Prbe.g_01484	Prav.g_01234
OG0001079	Prbe.g_01472	Prav.g_01245
OG0001080	Prbe.g_01466	Prav.g_01251
OG0001081	Prbe.g_01464	Prav.g_01253
OG0001082	Prbe.g_01463	Prav.g_01254
OG0001083	Prbe.g_01458	Prav.g_01259
OG0001084	Prbe.g_01457	Prav.g_01260
OG0001085	Prbe.g_00444	Prav.g_01268
OG0001086	Prbe.g_00445	Prav.g_01269
OG0001087	Prbe.g_00463	Prav.g_01286
OG0001088	Prbe.g_00464	Prav.g_01287
OG0001089	Prbe.g_01205	Prav.g_01295
OG0001090	Prbe.g_01215	Prav.g_00307
OG0001091	Prbe.g_01437	Prav.g_00309
OG0001092	Prbe.g_01436	Prav.g_00310
OG0001093	Prbe.g_01431	Prav.g_00315
OG0001094	Prbe.g_01438	Prav.g_00391
OG0001095	Prbe.g_01235	Prav.g_00410
OG0001096	Prbe.g_01249	Prav.g_00423
OG0001097	Prbe.g_01269	Prav.g_00441
OG0001098	Prbe.g_01288	Prav.g_00456
OG0001099	Prbe.g_00110	Prav.g_00487
OG0001100	Prbe.g_00408	Prav.g_00491
OG0001101	Prbe.g_00411	Prav.g_00493
OG0001102	Prbe.g_00414	Prav.g_00496
OG0001103	Prbe.g_00416	Prav.g_00498
OG0001104	Prbe.g_00439	Prav.g_00520
OG0001105	Prbe.g_00443	Prav.g_00524
OG0001106	Prbe.g_01341	Prav.g_00547
OG0001107	Prbe.g_01348	Prav.g_00554
OG0001108	Prbe.g_01352	Prav.g_00558
OG0001109	Prbe.g_01353	Prav.g_00559
OG0001110	Prbe.g_01355	Prav.g_00561
OG0001111	Prbe.g_01356	Prav.g_00562
OG0001112	Prbe.g_01357	Prav.g_00563
OG0001113	Prbe.g_01358	Prav.g_00564
OG0001114	Prbe.g_01359	Prav.g_00565
OG0001115	Prbe.g_01361	Prav.g_00567
OG0001116	Prbe.g_01362	Prav.g_00568
OG0001117	Prbe.g_01363	Prav.g_00569
OG0001118	Prbe.g_01364	Prav.g_00570
