Orthogroup	Prbe	Praz
OG0000561	Prbe.g_00580	Praz.g_01773
OG0000562	Prbe.g_00579	Praz.g_01772
OG0000563	Prbe.g_00578	Praz.g_01771
OG0000564	Prbe.g_00577	Praz.g_01770
OG0000565	Prbe.g_00575	Praz.g_01767
OG0000566	Prbe.g_00571	Praz.g_01765
OG0000567	Prbe.g_00567	Praz.g_01761
OG0000568	Prbe.g_00566	Praz.g_01760
OG0000569	Prbe.g_00565	Praz.g_01759
OG0000570	Prbe.g_00564	Praz.g_01758
OG0000571	Prbe.g_00562	Praz.g_01756
OG0000572	Prbe.g_00548	Praz.g_01743
OG0000573	Prbe.g_00542	Praz.g_01738
OG0000574	Prbe.g_00541	Praz.g_01737
OG0000575	Prbe.g_00537	Praz.g_01733
OG0000576	Prbe.g_00535	Praz.g_01731
OG0000577	Prbe.g_00534	Praz.g_01730
OG0000578	Prbe.g_00533	Praz.g_01729
OG0000579	Prbe.g_00532	Praz.g_01728
OG0000580	Prbe.g_00531	Praz.g_01727
OG0000581	Prbe.g_00528	Praz.g_01725
OG0000582	Prbe.g_00525	Praz.g_01722
OG0000583	Prbe.g_00524	Praz.g_01721
OG0000584	Prbe.g_00523	Praz.g_01720
OG0000585	Prbe.g_00521	Praz.g_01718
OG0000586	Prbe.g_00520	Praz.g_01717
OG0000587	Prbe.g_00519	Praz.g_01716
OG0000588	Prbe.g_00515	Praz.g_01712
OG0000589	Prbe.g_00513	Praz.g_01709
OG0000590	Prbe.g_00512	Praz.g_01708
OG0000591	Prbe.g_00508	Praz.g_01705
OG0000592	Prbe.g_00507	Praz.g_01704
OG0000593	Prbe.g_01488	Praz.g_01698
OG0000594	Prbe.g_01487	Praz.g_01697
OG0000595	Prbe.g_01486	Praz.g_01696
OG0000596	Prbe.g_01482	Praz.g_01692
OG0000597	Prbe.g_01479	Praz.g_01690
OG0000598	Prbe.g_01478	Praz.g_01689
OG0000599	Prbe.g_01475	Praz.g_01686
OG0000600	Prbe.g_01474	Praz.g_01685
OG0000601	Prbe.g_01473	Praz.g_01684
OG0000602	Prbe.g_01471	Praz.g_01682
OG0000603	Prbe.g_01470	Praz.g_01681
OG0000604	Prbe.g_01469	Praz.g_01680
OG0000605	Prbe.g_01468	Praz.g_01679
OG0000606	Prbe.g_01465	Praz.g_01676
OG0000607	Prbe.g_01462	Praz.g_01673
OG0000608	Prbe.g_01461	Praz.g_01672
OG0000609	Prbe.g_01460	Praz.g_01671
OG0000610	Prbe.g_01454	Praz.g_01666
OG0000611	Prbe.g_01451	Praz.g_01663
OG0000612	Prbe.g_01450	Praz.g_01662
OG0000613	Prbe.g_00447	Praz.g_01657
OG0000614	Prbe.g_00468	Praz.g_01638
OG0000615	Prbe.g_01209	Praz.g_01630
OG0000616	Prbe.g_01197	Praz.g_01626
OG0000617	Prbe.g_01434	Praz.g_01601
OG0000618	Prbe.g_01433	Praz.g_01600
OG0000619	Prbe.g_01432	Praz.g_01599
OG0000620	Prbe.g_01429	Praz.g_01596
OG0000621	Prbe.g_01428	Praz.g_01595
OG0000622	Prbe.g_01427	Praz.g_01594
OG0000623	Prbe.g_01426	Praz.g_01593
OG0000624	Prbe.g_01424	Praz.g_01592
OG0000625	Prbe.g_01423	Praz.g_01591
OG0000626	Prbe.g_01422	Praz.g_01590
OG0000627	Prbe.g_01421	Praz.g_01589
OG0000628	Prbe.g_01420	Praz.g_01588
OG0000629	Prbe.g_01419	Praz.g_01587
OG0000630	Prbe.g_01416	Praz.g_01584
OG0000631	Prbe.g_01323	Praz.g_01521
OG0000632	Prbe.g_01324	Praz.g_01520
OG0000633	Prbe.g_01325	Praz.g_01519
OG0000634	Prbe.g_01218	Praz.g_01516
OG0000635	Prbe.g_01219	Praz.g_01515
OG0000636	Prbe.g_01221	Praz.g_01513
OG0000637	Prbe.g_01223	Praz.g_01511
OG0000638	Prbe.g_01224	Praz.g_01510
OG0000639	Prbe.g_01225	Praz.g_01509
OG0000640	Prbe.g_01226	Praz.g_01508
OG0000641	Prbe.g_01230	Praz.g_01504
OG0000642	Prbe.g_01231	Praz.g_01503
OG0000643	Prbe.g_01232	Praz.g_01502
OG0000644	Prbe.g_01233	Praz.g_01501
OG0000645	Prbe.g_01234	Praz.g_01500
OG0000646	Prbe.g_01236	Praz.g_01498
OG0000647	Prbe.g_01238	Praz.g_01497
OG0000648	Prbe.g_01240	Praz.g_01495
OG0000649	Prbe.g_01241	Praz.g_01494
OG0000650	Prbe.g_01242	Praz.g_01493
OG0000651	Prbe.g_01243	Praz.g_01492
OG0000652	Prbe.g_01244	Praz.g_01491
OG0000653	Prbe.g_01246	Praz.g_01489
OG0000654	Prbe.g_01247	Praz.g_01488
OG0000655	Prbe.g_01248	Praz.g_01487
OG0000656	Prbe.g_01251	Praz.g_01484
OG0000657	Prbe.g_01259	Praz.g_01476
OG0000658	Prbe.g_01261	Praz.g_01475
OG0000659	Prbe.g_01262	Praz.g_01474
OG0000660	Prbe.g_01266	Praz.g_01470
OG0000661	Prbe.g_01268	Praz.g_01468
OG0000662	Prbe.g_01270	Praz.g_01466
OG0000663	Prbe.g_01272	Praz.g_01464
OG0000664	Prbe.g_01273	Praz.g_01463
OG0000665	Prbe.g_01279	Praz.g_01459
OG0000666	Prbe.g_01280	Praz.g_01458
OG0000667	Prbe.g_01284	Praz.g_01454
OG0000668	Prbe.g_00105	Praz.g_01424
OG0000669	Prbe.g_00406	Praz.g_01417
OG0000670	Prbe.g_00409	Praz.g_01415
OG0000671	Prbe.g_00412	Praz.g_01413
OG0000672	Prbe.g_00415	Praz.g_01410
OG0000673	Prbe.g_00418	Praz.g_01407
OG0000674	Prbe.g_00420	Praz.g_01405
OG0000675	Prbe.g_00421	Praz.g_01404
OG0000676	Prbe.g_00423	Praz.g_01402
OG0000677	Prbe.g_00424	Praz.g_01401
OG0000678	Prbe.g_00426	Praz.g_01399
OG0000679	Prbe.g_00430	Praz.g_01395
OG0000680	Prbe.g_00431	Praz.g_01394
OG0000681	Prbe.g_00434	Praz.g_01392
OG0000682	Prbe.g_00435	Praz.g_01391
OG0000683	Prbe.g_00436	Praz.g_01390
OG0000684	Prbe.g_00438	Praz.g_01388
OG0000685	Prbe.g_00440	Praz.g_01386
OG0000686	Prbe.g_00441	Praz.g_01385
OG0000687	Prbe.g_00442	Praz.g_01384
OG0000688	Prbe.g_01446	Praz.g_01381
OG0000689	Prbe.g_01445	Praz.g_01380
OG0000690	Prbe.g_01444	Praz.g_01379
OG0000691	Prbe.g_01443	Praz.g_01378
OG0000692	Prbe.g_01441	Praz.g_01376
OG0000693	Prbe.g_01440	Praz.g_01375
OG0000694	Prbe.g_01439	Praz.g_01374
OG0000695	Prbe.g_01327	Praz.g_01372
OG0000696	Prbe.g_01328	Praz.g_01371
OG0000697	Prbe.g_01329	Praz.g_01370
OG0000698	Prbe.g_01332	Praz.g_01367
OG0000699	Prbe.g_01333	Praz.g_01366
OG0000700	Prbe.g_01334	Praz.g_01365
OG0000701	Prbe.g_01335	Praz.g_01364
OG0000702	Prbe.g_01337	Praz.g_01362
OG0000703	Prbe.g_01338	Praz.g_01361
OG0000704	Prbe.g_01340	Praz.g_01360
OG0000705	Prbe.g_01343	Praz.g_01356
OG0000706	Prbe.g_01344	Praz.g_01355
OG0000707	Prbe.g_01345	Praz.g_01354
OG0000708	Prbe.g_01347	Praz.g_01353
OG0000709	Prbe.g_01351	Praz.g_01349
OG0000710	Prbe.g_01354	Praz.g_01346
OG0000711	Prbe.g_01372	Praz.g_01329
OG0000712	Prbe.g_01373	Praz.g_01327
OG0000713	Prbe.g_01374	Praz.g_01326
OG0000714	Prbe.g_01375	Praz.g_01325
OG0000715	Prbe.g_01377	Praz.g_01323
OG0000716	Prbe.g_01379	Praz.g_01321
OG0000717	Prbe.g_01380	Praz.g_01320
OG0000718	Prbe.g_01384	Praz.g_01308
OG0000719	Prbe.g_01386	Praz.g_01306
OG0000720	Prbe.g_01398	Praz.g_01297
OG0000721	Prbe.g_01402	Praz.g_01294
OG0000722	Prbe.g_01403	Praz.g_01293
OG0000723	Prbe.g_01407	Praz.g_01290
OG0000724	Prbe.g_01302	Praz.g_01281
OG0000725	Prbe.g_01296	Praz.g_00067
OG0000726	Prbe.g_01295	Praz.g_00068
OG0000727	Prbe.g_01294	Praz.g_00069
OG0000728	Prbe.g_01292	Praz.g_00071
OG0000729	Prbe.g_00915	Praz.g_00116
OG0000730	Prbe.g_01591	Praz.g_00060
OG0000731	Prbe.g_01898	Praz.g_00056
OG0000732	Prbe.g_01148	Praz.g_00046
OG0000733	Prbe.g_00042	Praz.g_00024
OG0000734	Prbe.g_01565	Praz.g_00007
OG0000735	Prbe.g_01563	Praz.g_00005
OG0000736	Prbe.g_01562	Praz.g_00004
OG0000737	Prbe.g_01561	Praz.g_00003
OG0000738	Prbe.g_01557	Praz.g_00762
OG0000739	Prbe.g_01556	Praz.g_00761
OG0000740	Prbe.g_01555	Praz.g_00760
OG0000741	Prbe.g_01553	Praz.g_00759
OG0000742	Prbe.g_01550	Praz.g_00756
OG0000743	Prbe.g_01548	Praz.g_00754
OG0000744	Prbe.g_01547	Praz.g_00753
OG0000745	Prbe.g_01546	Praz.g_00751
OG0000746	Prbe.g_01544	Praz.g_00749
OG0000747	Prbe.g_01543	Praz.g_00748
OG0000748	Prbe.g_01539	Praz.g_00745
OG0000749	Prbe.g_01538	Praz.g_00744
OG0000750	Prbe.g_01537	Praz.g_00743
OG0000751	Prbe.g_01534	Praz.g_00741
OG0000752	Prbe.g_01532	Praz.g_00739
OG0000753	Prbe.g_01530	Praz.g_00736
OG0000754	Prbe.g_01527	Praz.g_00733
OG0000755	Prbe.g_01521	Praz.g_00730
OG0000756	Prbe.g_01520	Praz.g_00729
OG0000757	Prbe.g_01513	Praz.g_00723
OG0000758	Prbe.g_01512	Praz.g_00722
OG0000759	Prbe.g_01511	Praz.g_00721
OG0000760	Prbe.g_01510	Praz.g_00720
OG0000761	Prbe.g_01509	Praz.g_00719
OG0000762	Prbe.g_01508	Praz.g_00718
OG0000763	Prbe.g_01506	Praz.g_00716
OG0000764	Prbe.g_01505	Praz.g_00715
OG0000765	Prbe.g_01497	Praz.g_00706
OG0000766	Prbe.g_01496	Praz.g_00705
OG0000767	Prbe.g_01494	Praz.g_00703
OG0000768	Prbe.g_01493	Praz.g_00702
OG0000769	Prbe.g_01491	Praz.g_00700
OG0000770	Prbe.g_00502	Praz.g_00698
OG0000771	Prbe.g_00215	Praz.g_01936
OG0000772	Prbe.g_01128	Praz.g_01205
OG0000773	Prbe.g_00902	Praz.g_01189
OG0000774	Prbe.g_00900	Praz.g_01187
OG0000775	Prbe.g_00898	Praz.g_01185
OG0000776	Prbe.g_00897	Praz.g_01184
OG0000777	Prbe.g_00896	Praz.g_01183
OG0000778	Prbe.g_00895	Praz.g_01182
OG0000779	Prbe.g_00891	Praz.g_01178
OG0000780	Prbe.g_00890	Praz.g_01177
OG0000781	Prbe.g_00886	Praz.g_01174
OG0000782	Prbe.g_00885	Praz.g_01173
OG0000783	Prbe.g_00884	Praz.g_01172
OG0000784	Prbe.g_00883	Praz.g_01171
OG0000785	Prbe.g_00881	Praz.g_01169
OG0000786	Prbe.g_00878	Praz.g_01167
OG0000787	Prbe.g_00877	Praz.g_01166
OG0000788	Prbe.g_00634	Praz.g_01152
OG0000789	Prbe.g_00212	Praz.g_01149
OG0000790	Prbe.g_00368	Praz.g_01134
OG0000791	Prbe.g_00366	Praz.g_01132
OG0000792	Prbe.g_00365	Praz.g_01131
OG0000793	Prbe.g_00362	Praz.g_01128
OG0000794	Prbe.g_00361	Praz.g_01127
OG0000795	Prbe.g_00360	Praz.g_01126
OG0000796	Prbe.g_00356	Praz.g_01122
OG0000797	Prbe.g_00355	Praz.g_01121
OG0000798	Prbe.g_00087	Praz.g_01109
OG0000799	Prbe.g_00328	Praz.g_01059
OG0000800	Prbe.g_00327	Praz.g_01058
OG0000801	Prbe.g_00326	Praz.g_01057
OG0000802	Prbe.g_00324	Praz.g_01055
OG0000803	Prbe.g_00322	Praz.g_01053
OG0000804	Prbe.g_00321	Praz.g_01052
OG0000805	Prbe.g_00319	Praz.g_01050
OG0000806	Prbe.g_00317	Praz.g_01048
OG0000807	Prbe.g_00316	Praz.g_01047
OG0000808	Prbe.g_00315	Praz.g_01046
OG0000809	Prbe.g_00313	Praz.g_01043
OG0000810	Prbe.g_00312	Praz.g_01042
OG0000811	Prbe.g_00308	Praz.g_01038
OG0000812	Prbe.g_00306	Praz.g_01036
OG0000813	Prbe.g_00305	Praz.g_01035
OG0000814	Prbe.g_00303	Praz.g_01033
OG0000815	Prbe.g_00302	Praz.g_01032
OG0000816	Prbe.g_00300	Praz.g_01030
OG0000817	Prbe.g_00299	Praz.g_01029
OG0000818	Prbe.g_00294	Praz.g_01024
OG0000819	Prbe.g_00293	Praz.g_01023
OG0000820	Prbe.g_00292	Praz.g_01022
OG0000821	Prbe.g_00288	Praz.g_01018
OG0000822	Prbe.g_00287	Praz.g_01017
OG0000823	Prbe.g_00286	Praz.g_01016
OG0000824	Prbe.g_00283	Praz.g_01013
OG0000825	Prbe.g_00282	Praz.g_01012
OG0000826	Prbe.g_00281	Praz.g_01011
OG0000827	Prbe.g_00280	Praz.g_01010
OG0000828	Prbe.g_00277	Praz.g_01007
OG0000829	Prbe.g_00276	Praz.g_01006
OG0000830	Prbe.g_00275	Praz.g_01005
OG0000831	Prbe.g_00273	Praz.g_01003
OG0000832	Prbe.g_00263	Praz.g_00997
OG0000833	Prbe.g_00254	Praz.g_00989
OG0000834	Prbe.g_00253	Praz.g_00988
OG0000835	Prbe.g_00252	Praz.g_00987
OG0000836	Prbe.g_00251	Praz.g_00986
OG0000837	Prbe.g_00250	Praz.g_00985
OG0000838	Prbe.g_00248	Praz.g_00983
OG0000839	Prbe.g_00247	Praz.g_00982
OG0000840	Prbe.g_00246	Praz.g_00981
OG0000841	Prbe.g_00245	Praz.g_00980
OG0000842	Prbe.g_00244	Praz.g_00979
OG0000843	Prbe.g_00243	Praz.g_00978
OG0000844	Prbe.g_00242	Praz.g_00977
OG0000845	Prbe.g_00241	Praz.g_00976
OG0000846	Prbe.g_00240	Praz.g_00975
OG0000847	Prbe.g_00239	Praz.g_00974
OG0000848	Prbe.g_00238	Praz.g_00973
OG0000849	Prbe.g_00237	Praz.g_00972
OG0000850	Prbe.g_00235	Praz.g_00970
OG0000851	Prbe.g_00234	Praz.g_00969
OG0000852	Prbe.g_00233	Praz.g_00968
OG0000853	Prbe.g_00227	Praz.g_00964
OG0000854	Prbe.g_00225	Praz.g_00962
OG0000855	Prbe.g_00224	Praz.g_00961
OG0000856	Prbe.g_00505	Praz.g_00946
OG0000857	Prbe.g_01237	Praz.g_00918
OG0000858	Prbe.g_00992	Praz.g_00883
OG0000859	Prbe.g_00991	Praz.g_00882
OG0000860	Prbe.g_00983	Praz.g_00875
OG0000861	Prbe.g_00982	Praz.g_00874
OG0000862	Prbe.g_00981	Praz.g_00873
OG0000863	Prbe.g_00979	Praz.g_00871
OG0000864	Prbe.g_00978	Praz.g_00870
OG0000865	Prbe.g_00977	Praz.g_00869
OG0000866	Prbe.g_00976	Praz.g_00868
OG0000867	Prbe.g_00975	Praz.g_00867
OG0000868	Prbe.g_00973	Praz.g_00866
OG0000869	Prbe.g_00970	Praz.g_00862
OG0000870	Prbe.g_00965	Praz.g_00857
OG0000871	Prbe.g_00964	Praz.g_00856
OG0000872	Prbe.g_00963	Praz.g_00855
OG0000873	Prbe.g_00960	Praz.g_00852
OG0000874	Prbe.g_00957	Praz.g_00849
OG0000875	Prbe.g_00956	Praz.g_00848
OG0000876	Prbe.g_00955	Praz.g_00847
OG0000877	Prbe.g_00953	Praz.g_00845
OG0000878	Prbe.g_00952	Praz.g_00844
OG0000879	Prbe.g_00951	Praz.g_00843
OG0000880	Prbe.g_00950	Praz.g_00842
OG0000881	Prbe.g_00946	Praz.g_00838
OG0000882	Prbe.g_00941	Praz.g_00833
OG0000883	Prbe.g_00939	Praz.g_00831
OG0000884	Prbe.g_00937	Praz.g_00830
OG0000885	Prbe.g_00936	Praz.g_00829
OG0000886	Prbe.g_00935	Praz.g_00828
OG0000887	Prbe.g_00934	Praz.g_00827
OG0000888	Prbe.g_00932	Praz.g_00825
OG0000889	Prbe.g_00930	Praz.g_00823
OG0000890	Prbe.g_00929	Praz.g_00822
OG0000891	Prbe.g_00928	Praz.g_00821
OG0000892	Prbe.g_00926	Praz.g_00340
OG0000893	Prbe.g_00922	Praz.g_00335
OG0000894	Prbe.g_00919	Praz.g_00333
OG0000895	Prbe.g_01111	Praz.g_00330
OG0000896	Prbe.g_01110	Praz.g_00329
OG0000897	Prbe.g_01108	Praz.g_00327
OG0000898	Prbe.g_01107	Praz.g_00326
OG0000899	Prbe.g_01106	Praz.g_00325
OG0000900	Prbe.g_01105	Praz.g_00324
OG0000901	Prbe.g_01102	Praz.g_00321
OG0000902	Prbe.g_01100	Praz.g_00319
OG0000903	Prbe.g_01096	Praz.g_00316
OG0000904	Prbe.g_01092	Praz.g_00314
OG0000905	Prbe.g_01098	Praz.g_00309
OG0000906	Prbe.g_01099	Praz.g_00308
OG0000907	Prbe.g_01089	Praz.g_00305
OG0000908	Prbe.g_01086	Praz.g_00302
OG0000909	Prbe.g_01085	Praz.g_00301
OG0000910	Prbe.g_01084	Praz.g_00300
OG0000911	Prbe.g_01082	Praz.g_00298
OG0000912	Prbe.g_01081	Praz.g_00297
OG0000913	Prbe.g_01080	Praz.g_00296
OG0000914	Prbe.g_01079	Praz.g_00295
OG0000915	Prbe.g_01078	Praz.g_00294
OG0000916	Prbe.g_00867	Praz.g_00293
OG0000917	Prbe.g_00866	Praz.g_00292
OG0000918	Prbe.g_00865	Praz.g_00291
OG0000919	Prbe.g_00864	Praz.g_00290
OG0000920	Prbe.g_00863	Praz.g_00289
OG0000921	Prbe.g_00862	Praz.g_00288
OG0000922	Prbe.g_00861	Praz.g_00287
OG0000923	Prbe.g_00857	Praz.g_00283
OG0000924	Prbe.g_00856	Praz.g_00282
OG0000925	Prbe.g_00855	Praz.g_00281
OG0000926	Prbe.g_00854	Praz.g_00280
OG0000927	Prbe.g_00852	Praz.g_00278
OG0000928	Prbe.g_00851	Praz.g_00277
OG0000929	Prbe.g_00850	Praz.g_00276
OG0000930	Prbe.g_00849	Praz.g_00275
OG0000931	Prbe.g_00848	Praz.g_00274
OG0000932	Prbe.g_00847	Praz.g_00273
OG0000933	Prbe.g_00843	Praz.g_00269
OG0000934	Prbe.g_00841	Praz.g_00267
OG0000935	Prbe.g_00840	Praz.g_00266
OG0000936	Prbe.g_00839	Praz.g_00265
OG0000937	Prbe.g_00838	Praz.g_00264
OG0000938	Prbe.g_00835	Praz.g_00262
OG0000939	Prbe.g_00834	Praz.g_00261
OG0000940	Prbe.g_00827	Praz.g_00254
OG0000941	Prbe.g_00825	Praz.g_00252
OG0000942	Prbe.g_00823	Praz.g_00250
OG0000943	Prbe.g_00822	Praz.g_00249
OG0000944	Prbe.g_00820	Praz.g_00248
OG0000945	Prbe.g_00819	Praz.g_00247
OG0000946	Prbe.g_00814	Praz.g_00242
OG0000947	Prbe.g_00812	Praz.g_00240
OG0000948	Prbe.g_00811	Praz.g_00239
OG0000949	Prbe.g_00808	Praz.g_00236
OG0000950	Prbe.g_00801	Praz.g_00231
OG0000951	Prbe.g_00797	Praz.g_00227
OG0000952	Prbe.g_00793	Praz.g_00223
OG0000953	Prbe.g_00789	Praz.g_00220
OG0000954	Prbe.g_00785	Praz.g_00216
OG0000955	Prbe.g_00784	Praz.g_00215
OG0000956	Prbe.g_00782	Praz.g_00213
OG0000957	Prbe.g_00776	Praz.g_00207
OG0000958	Prbe.g_00775	Praz.g_00206
OG0000959	Prbe.g_00771	Praz.g_00202
OG0000960	Prbe.g_00770	Praz.g_00201
OG0000961	Prbe.g_00767	Praz.g_00199
OG0000962	Prbe.g_00765	Praz.g_00197
OG0000963	Prbe.g_00761	Praz.g_00193
OG0000964	Prbe.g_00760	Praz.g_00192
OG0000965	Prbe.g_00759	Praz.g_00191
OG0000966	Prbe.g_00749	Praz.g_00184
OG0000967	Prbe.g_00753	Praz.g_00179
OG0000968	Prbe.g_00755	Praz.g_00177
OG0000969	Prbe.g_00756	Praz.g_00176
OG0000970	Prbe.g_01134	Praz.g_00175
OG0000971	Prbe.g_01135	Praz.g_00174
OG0000972	Prbe.g_01136	Praz.g_00173
OG0000973	Prbe.g_01137	Praz.g_00172
OG0000974	Prbe.g_01138	Praz.g_00171
OG0000975	Prbe.g_01139	Praz.g_00170
OG0000976	Prbe.g_01140	Praz.g_00169
OG0000977	Prbe.g_01141	Praz.g_00168
OG0000978	Prbe.g_01142	Praz.g_00167
OG0000979	Prbe.g_01145	Praz.g_00164
OG0000980	Prbe.g_01147	Praz.g_00162
OG0000981	Prbe.g_01150	Praz.g_00160
OG0000982	Prbe.g_01152	Praz.g_00158
OG0000983	Prbe.g_01153	Praz.g_00157
OG0000984	Prbe.g_01154	Praz.g_00156
OG0000985	Prbe.g_01157	Praz.g_00153
OG0000986	Prbe.g_01159	Praz.g_00151
OG0000987	Prbe.g_01160	Praz.g_00150
OG0000988	Prbe.g_01163	Praz.g_00147
OG0000989	Prbe.g_01167	Praz.g_00143
OG0000990	Prbe.g_01171	Praz.g_00140
OG0000991	Prbe.g_01172	Praz.g_00139
OG0000992	Prbe.g_01175	Praz.g_00137
OG0000993	Prbe.g_01176	Praz.g_00136
OG0000994	Prbe.g_01177	Praz.g_00135
OG0000995	Prbe.g_01181	Praz.g_00131
OG0000996	Prbe.g_01182	Praz.g_00130
OG0000997	Prbe.g_01185	Praz.g_00129
OG0000998	Prbe.g_01187	Praz.g_00127
OG0000999	Prbe.g_01188	Praz.g_00126
OG0001000	Prbe.g_01191	Praz.g_00123
OG0001001	Prbe.g_01194	Praz.g_00121
OG0001002	Prbe.g_01056	Praz.g_00117
OG0001003	Prbe.g_01057	Praz.g_00357
OG0001004	Prbe.g_01058	Praz.g_00358
OG0001005	Prbe.g_01059	Praz.g_00359
OG0001006	Prbe.g_01063	Praz.g_00363
OG0001007	Prbe.g_01065	Praz.g_00365
OG0001008	Prbe.g_01935	Praz.g_01891
OG0001009	Prbe.g_00127	Praz.g_00392
OG0001010	Prbe.g_00128	Praz.g_00393
OG0001011	Prbe.g_00130	Praz.g_00394
OG0001012	Prbe.g_00144	Praz.g_00409
OG0001013	Prbe.g_00151	Praz.g_00414
OG0001014	Prbe.g_00154	Praz.g_00417
OG0001015	Prbe.g_00156	Praz.g_00418
OG0001016	Prbe.g_00178	Praz.g_00433
OG0001017	Prbe.g_00182	Praz.g_00437
OG0001018	Prbe.g_00184	Praz.g_00440
OG0001019	Prbe.g_00193	Praz.g_00449
OG0001020	Prbe.g_01630	Praz.g_00450
OG0001021	Prbe.g_01631	Praz.g_00451
OG0001022	Prbe.g_01634	Praz.g_00454
OG0001023	Prbe.g_01635	Praz.g_00455
OG0001024	Prbe.g_01639	Praz.g_00458
OG0001025	Prbe.g_01646	Praz.g_00464
OG0001026	Prbe.g_01655	Praz.g_00471
OG0001027	Prbe.g_01656	Praz.g_00472
OG0001028	Prbe.g_01658	Praz.g_00474
OG0001029	Prbe.g_01659	Praz.g_00475
OG0001030	Prbe.g_01675	Praz.g_00490
OG0001031	Prbe.g_01735	Praz.g_00546
OG0001032	Prbe.g_01736	Praz.g_00547
OG0001033	Prbe.g_01757	Praz.g_00568
OG0001034	Prbe.g_01788	Praz.g_00596
OG0001035	Prbe.g_01808	Praz.g_00614
OG0001036	Prbe.g_01812	Praz.g_00618
OG0001037	Prbe.g_01813	Praz.g_00619
OG0001038	Prbe.g_01832	Praz.g_00636
OG0001039	Prbe.g_01835	Praz.g_00639
OG0001040	Prbe.g_01837	Praz.g_00641
OG0001041	Prbe.g_01842	Praz.g_00645
OG0001042	Prbe.g_01859	Praz.g_00661
OG0001043	Prbe.g_01860	Praz.g_00662
OG0001044	Prbe.g_01891	Praz.g_00690
OG0001045	Prbe.g_01900	Praz.g_00344
OG0001046	Prbe.g_01033	Praz.g_00795
OG0001047	Prbe.g_01937	Praz.g_01889
OG0001048	Prbe.g_01938	Praz.g_01888
OG0001049	Prbe.g_01940	Praz.g_01886
OG0001050	Prbe.g_01941	Praz.g_01885
OG0001051	Prbe.g_01942	Praz.g_01884
OG0001052	Prbe.g_00662	Praz.g_01857
OG0001053	Prbe.g_00650	Praz.g_01845
OG0001054	Prbe.g_00635	Praz.g_01830
OG0001055	Prbe.g_00616	Praz.g_01811
OG0001056	Prbe.g_00599	Praz.g_01792
OG0001057	Prbe.g_00594	Praz.g_01787
OG0001058	Prbe.g_00586	Praz.g_01779
OG0001059	Prbe.g_00582	Praz.g_01775
OG0001060	Prbe.g_00576	Praz.g_01768
OG0001061	Prbe.g_00561	Praz.g_01755
OG0001062	Prbe.g_00559	Praz.g_01753
OG0001063	Prbe.g_00557	Praz.g_01751
OG0001064	Prbe.g_00556	Praz.g_01750
OG0001065	Prbe.g_00555	Praz.g_01749
OG0001066	Prbe.g_00554	Praz.g_01748
OG0001067	Prbe.g_00553	Praz.g_01747
OG0001068	Prbe.g_00552	Praz.g_01746
OG0001069	Prbe.g_00551	Praz.g_01745
OG0001070	Prbe.g_00547	Praz.g_01742
OG0001071	Prbe.g_00546	Praz.g_01741
OG0001072	Prbe.g_00544	Praz.g_01740
OG0001073	Prbe.g_00530	Praz.g_01726
OG0001074	Prbe.g_00518	Praz.g_01715
OG0001075	Prbe.g_00517	Praz.g_01714
OG0001076	Prbe.g_00510	Praz.g_01706
OG0001077	Prbe.g_00504	Praz.g_01702
OG0001078	Prbe.g_01484	Praz.g_01694
OG0001079	Prbe.g_01472	Praz.g_01683
OG0001080	Prbe.g_01466	Praz.g_01677
OG0001081	Prbe.g_01464	Praz.g_01675
OG0001082	Prbe.g_01463	Praz.g_01674
OG0001083	Prbe.g_01458	Praz.g_01669
OG0001084	Prbe.g_01457	Praz.g_01668
OG0001085	Prbe.g_00444	Praz.g_01660
OG0001086	Prbe.g_00445	Praz.g_01659
OG0001087	Prbe.g_00463	Praz.g_01642
OG0001088	Prbe.g_00464	Praz.g_01641
OG0001089	Prbe.g_01205	Praz.g_01633
OG0001090	Prbe.g_01215	Praz.g_01606
OG0001091	Prbe.g_01437	Praz.g_01604
OG0001092	Prbe.g_01436	Praz.g_01603
OG0001093	Prbe.g_01431	Praz.g_01598
OG0001094	Prbe.g_01438	Praz.g_01518
OG0001095	Prbe.g_01235	Praz.g_01499
OG0001096	Prbe.g_01249	Praz.g_01486
OG0001097	Prbe.g_01269	Praz.g_01467
OG0001098	Prbe.g_01288	Praz.g_01452
OG0001099	Prbe.g_00110	Praz.g_01420
OG0001100	Prbe.g_00408	Praz.g_01416
OG0001101	Prbe.g_00411	Praz.g_01414
OG0001102	Prbe.g_00414	Praz.g_01411
OG0001103	Prbe.g_00416	Praz.g_01409
OG0001104	Prbe.g_00439	Praz.g_01387
OG0001105	Prbe.g_00443	Praz.g_01383
OG0001106	Prbe.g_01341	Praz.g_01359
OG0001107	Prbe.g_01348	Praz.g_01352
OG0001108	Prbe.g_01352	Praz.g_01348
OG0001109	Prbe.g_01353	Praz.g_01347
OG0001110	Prbe.g_01355	Praz.g_01345
OG0001111	Prbe.g_01356	Praz.g_01344
OG0001112	Prbe.g_01357	Praz.g_01343
OG0001113	Prbe.g_01358	Praz.g_01342
OG0001114	Prbe.g_01359	Praz.g_01341
OG0001115	Prbe.g_01361	Praz.g_01339
OG0001116	Prbe.g_01362	Praz.g_01338
OG0001117	Prbe.g_01363	Praz.g_01337
OG0001118	Prbe.g_01364	Praz.g_01336
OG0001119	Prbe.g_01365	Praz.g_01335
