Orthogroup	Prbe	Syaa
OG0000543	Prbe.g_00626	Syaa.g_02019
OG0000544	Prbe.g_00625	Syaa.g_02018
OG0000545	Prbe.g_00623	Syaa.g_02016
OG0000546	Prbe.g_00620	Syaa.g_02014
OG0000547	Prbe.g_00618	Syaa.g_02012
OG0000548	Prbe.g_00617	Syaa.g_02011
OG0000549	Prbe.g_00615	Syaa.g_02003
OG0000550	Prbe.g_00611	Syaa.g_01998
OG0000551	Prbe.g_00608	Syaa.g_01993
OG0000552	Prbe.g_00607	Syaa.g_01992
OG0000553	Prbe.g_00606	Syaa.g_01990
OG0000554	Prbe.g_00601	Syaa.g_01979
OG0000555	Prbe.g_00593	Syaa.g_01961
OG0000556	Prbe.g_00591	Syaa.g_01957
OG0000557	Prbe.g_00590	Syaa.g_01955
OG0000558	Prbe.g_00588	Syaa.g_01953
OG0000559	Prbe.g_00584	Syaa.g_01949
OG0000560	Prbe.g_00581	Syaa.g_01946
OG0000561	Prbe.g_00580	Syaa.g_01945
OG0000562	Prbe.g_00579	Syaa.g_01944
OG0000563	Prbe.g_00578	Syaa.g_01943
OG0000564	Prbe.g_00577	Syaa.g_01942
OG0000565	Prbe.g_00575	Syaa.g_01939
OG0000566	Prbe.g_00571	Syaa.g_01935
OG0000567	Prbe.g_00567	Syaa.g_01931
OG0000568	Prbe.g_00566	Syaa.g_01928
OG0000569	Prbe.g_00565	Syaa.g_01925
OG0000570	Prbe.g_00564	Syaa.g_01924
OG0000571	Prbe.g_00562	Syaa.g_01920
OG0000572	Prbe.g_00548	Syaa.g_01904
OG0000573	Prbe.g_00542	Syaa.g_01896
OG0000574	Prbe.g_00541	Syaa.g_01895
OG0000575	Prbe.g_00537	Syaa.g_01891
OG0000576	Prbe.g_00535	Syaa.g_01889
OG0000577	Prbe.g_00534	Syaa.g_01888
OG0000578	Prbe.g_00533	Syaa.g_01887
OG0000579	Prbe.g_00532	Syaa.g_01886
OG0000580	Prbe.g_00531	Syaa.g_01885
OG0000581	Prbe.g_00528	Syaa.g_01879
OG0000582	Prbe.g_00525	Syaa.g_01687
OG0000583	Prbe.g_00524	Syaa.g_01686
OG0000584	Prbe.g_00523	Syaa.g_01685
OG0000585	Prbe.g_00521	Syaa.g_01683
OG0000586	Prbe.g_00520	Syaa.g_01682
OG0000587	Prbe.g_00519	Syaa.g_01680
OG0000588	Prbe.g_00515	Syaa.g_01666
OG0000589	Prbe.g_00513	Syaa.g_01662
OG0000590	Prbe.g_00512	Syaa.g_01661
OG0000591	Prbe.g_00508	Syaa.g_01653
OG0000592	Prbe.g_00507	Syaa.g_01652
OG0000593	Prbe.g_01488	Syaa.g_01638
OG0000594	Prbe.g_01487	Syaa.g_01637
OG0000595	Prbe.g_01486	Syaa.g_01636
OG0000596	Prbe.g_01482	Syaa.g_01630
OG0000597	Prbe.g_01479	Syaa.g_01627
OG0000598	Prbe.g_01478	Syaa.g_01626
OG0000599	Prbe.g_01475	Syaa.g_01623
OG0000600	Prbe.g_01474	Syaa.g_01622
OG0000601	Prbe.g_01473	Syaa.g_01621
OG0000602	Prbe.g_01471	Syaa.g_01616
OG0000603	Prbe.g_01470	Syaa.g_01615
OG0000604	Prbe.g_01469	Syaa.g_01612
OG0000605	Prbe.g_01468	Syaa.g_01447
OG0000606	Prbe.g_01465	Syaa.g_01055
OG0000607	Prbe.g_01462	Syaa.g_01058
OG0000608	Prbe.g_01461	Syaa.g_01059
OG0000609	Prbe.g_01460	Syaa.g_01061
OG0000610	Prbe.g_01454	Syaa.g_01068
OG0000611	Prbe.g_01451	Syaa.g_01071
OG0000612	Prbe.g_01450	Syaa.g_01072
OG0000613	Prbe.g_00447	Syaa.g_00199
OG0000614	Prbe.g_00468	Syaa.g_00906
OG0000615	Prbe.g_01209	Syaa.g_01113
OG0000616	Prbe.g_01197	Syaa.g_02742
OG0000617	Prbe.g_01434	Syaa.g_01244
OG0000618	Prbe.g_01433	Syaa.g_01245
OG0000619	Prbe.g_01432	Syaa.g_01246
OG0000620	Prbe.g_01429	Syaa.g_01259
OG0000621	Prbe.g_01428	Syaa.g_01260
OG0000622	Prbe.g_01427	Syaa.g_01261
OG0000623	Prbe.g_01426	Syaa.g_01262
OG0000624	Prbe.g_01424	Syaa.g_01264
OG0000625	Prbe.g_01423	Syaa.g_01265
OG0000626	Prbe.g_01422	Syaa.g_01266
OG0000627	Prbe.g_01421	Syaa.g_01414
OG0000628	Prbe.g_01420	Syaa.g_01413
OG0000629	Prbe.g_01419	Syaa.g_01410
OG0000630	Prbe.g_01416	Syaa.g_01406
OG0000631	Prbe.g_01323	Syaa.g_01400
OG0000632	Prbe.g_01324	Syaa.g_01399
OG0000633	Prbe.g_01325	Syaa.g_01397
OG0000634	Prbe.g_01218	Syaa.g_01150
OG0000635	Prbe.g_01219	Syaa.g_01151
OG0000636	Prbe.g_01221	Syaa.g_01153
OG0000637	Prbe.g_01223	Syaa.g_01155
OG0000638	Prbe.g_01224	Syaa.g_01156
OG0000639	Prbe.g_01225	Syaa.g_01157
OG0000640	Prbe.g_01226	Syaa.g_01158
OG0000641	Prbe.g_01230	Syaa.g_01162
OG0000642	Prbe.g_01231	Syaa.g_01163
OG0000643	Prbe.g_01232	Syaa.g_01165
OG0000644	Prbe.g_01233	Syaa.g_01166
OG0000645	Prbe.g_01234	Syaa.g_01184
OG0000646	Prbe.g_01236	Syaa.g_01187
OG0000647	Prbe.g_01238	Syaa.g_01189
OG0000648	Prbe.g_01240	Syaa.g_01191
OG0000649	Prbe.g_01241	Syaa.g_01192
OG0000650	Prbe.g_01242	Syaa.g_01193
OG0000651	Prbe.g_01243	Syaa.g_01194
OG0000652	Prbe.g_01244	Syaa.g_01195
OG0000653	Prbe.g_01246	Syaa.g_01197
OG0000654	Prbe.g_01247	Syaa.g_01198
OG0000655	Prbe.g_01248	Syaa.g_01199
OG0000656	Prbe.g_01251	Syaa.g_01202
OG0000657	Prbe.g_01259	Syaa.g_00838
OG0000658	Prbe.g_01261	Syaa.g_00836
OG0000659	Prbe.g_01262	Syaa.g_00835
OG0000660	Prbe.g_01266	Syaa.g_00831
OG0000661	Prbe.g_01268	Syaa.g_00829
OG0000662	Prbe.g_01270	Syaa.g_00827
OG0000663	Prbe.g_01272	Syaa.g_00824
OG0000664	Prbe.g_01273	Syaa.g_00823
OG0000665	Prbe.g_01279	Syaa.g_01442
OG0000666	Prbe.g_01280	Syaa.g_01448
OG0000668	Prbe.g_00105	Syaa.g_01300
OG0000669	Prbe.g_00406	Syaa.g_01084
OG0000670	Prbe.g_00409	Syaa.g_01087
OG0000671	Prbe.g_00412	Syaa.g_01089
OG0000672	Prbe.g_00415	Syaa.g_01092
OG0000673	Prbe.g_00418	Syaa.g_01095
OG0000674	Prbe.g_00420	Syaa.g_01097
OG0000675	Prbe.g_00421	Syaa.g_01098
OG0000676	Prbe.g_00423	Syaa.g_01100
OG0000677	Prbe.g_00424	Syaa.g_01101
OG0000678	Prbe.g_00426	Syaa.g_01106
OG0000679	Prbe.g_00430	Syaa.g_01116
OG0000680	Prbe.g_00431	Syaa.g_01117
OG0000681	Prbe.g_00434	Syaa.g_01120
OG0000682	Prbe.g_00435	Syaa.g_01121
OG0000683	Prbe.g_00436	Syaa.g_01122
OG0000684	Prbe.g_00438	Syaa.g_01132
OG0000685	Prbe.g_00440	Syaa.g_01134
OG0000686	Prbe.g_00441	Syaa.g_01135
OG0000687	Prbe.g_00442	Syaa.g_01136
OG0000688	Prbe.g_01446	Syaa.g_01140
OG0000689	Prbe.g_01445	Syaa.g_01142
OG0000690	Prbe.g_01444	Syaa.g_01143
OG0000691	Prbe.g_01443	Syaa.g_01144
OG0000692	Prbe.g_01441	Syaa.g_01145
OG0000693	Prbe.g_01440	Syaa.g_01146
OG0000694	Prbe.g_01439	Syaa.g_01147
OG0000695	Prbe.g_01327	Syaa.g_01395
OG0000696	Prbe.g_01328	Syaa.g_01394
OG0000697	Prbe.g_01329	Syaa.g_01392
OG0000698	Prbe.g_01332	Syaa.g_01389
OG0000699	Prbe.g_01333	Syaa.g_01387
OG0000700	Prbe.g_01334	Syaa.g_01386
OG0000701	Prbe.g_01335	Syaa.g_01385
OG0000702	Prbe.g_01337	Syaa.g_01376
OG0000703	Prbe.g_01338	Syaa.g_01375
OG0000704	Prbe.g_01340	Syaa.g_01373
OG0000705	Prbe.g_01343	Syaa.g_01365
OG0000706	Prbe.g_01344	Syaa.g_01364
OG0000707	Prbe.g_01345	Syaa.g_01363
OG0000708	Prbe.g_01347	Syaa.g_01360
OG0000709	Prbe.g_01351	Syaa.g_01351
OG0000710	Prbe.g_01354	Syaa.g_01348
OG0000711	Prbe.g_01372	Syaa.g_01320
OG0000712	Prbe.g_01373	Syaa.g_01318
OG0000713	Prbe.g_01374	Syaa.g_01317
OG0000714	Prbe.g_01375	Syaa.g_01315
OG0000715	Prbe.g_01377	Syaa.g_01313
OG0000716	Prbe.g_01379	Syaa.g_01309
OG0000717	Prbe.g_01380	Syaa.g_01308
OG0000718	Prbe.g_01384	Syaa.g_01304
OG0000719	Prbe.g_01386	Syaa.g_01302
OG0000720	Prbe.g_01398	Syaa.g_01289
OG0000721	Prbe.g_01402	Syaa.g_01287
OG0000722	Prbe.g_01403	Syaa.g_01286
OG0000723	Prbe.g_01407	Syaa.g_01268
OG0000724	Prbe.g_01302	Syaa.g_00872
OG0000725	Prbe.g_01296	Syaa.g_00882
OG0000726	Prbe.g_01295	Syaa.g_00883
OG0000727	Prbe.g_01294	Syaa.g_00884
OG0000728	Prbe.g_01292	Syaa.g_00886
OG0000729	Prbe.g_00915	Syaa.g_00100
OG0000730	Prbe.g_01591	Syaa.g_02185
OG0000731	Prbe.g_01898	Syaa.g_02173
OG0000732	Prbe.g_01148	Syaa.g_00054
OG0000733	Prbe.g_00042	Syaa.g_02621
OG0000734	Prbe.g_01565	Syaa.g_02388
OG0000735	Prbe.g_01563	Syaa.g_00754
OG0000736	Prbe.g_01562	Syaa.g_00755
OG0000737	Prbe.g_01561	Syaa.g_00756
OG0000738	Prbe.g_01557	Syaa.g_00761
OG0000739	Prbe.g_01556	Syaa.g_00762
OG0000740	Prbe.g_01555	Syaa.g_00763
OG0000741	Prbe.g_01553	Syaa.g_00766
OG0000742	Prbe.g_01550	Syaa.g_00769
OG0000743	Prbe.g_01548	Syaa.g_00771
OG0000744	Prbe.g_01547	Syaa.g_00772
OG0000745	Prbe.g_01546	Syaa.g_00774
OG0000746	Prbe.g_01544	Syaa.g_00776
OG0000747	Prbe.g_01543	Syaa.g_00777
OG0000748	Prbe.g_01539	Syaa.g_00787
OG0000749	Prbe.g_01538	Syaa.g_00789
OG0000750	Prbe.g_01537	Syaa.g_00790
OG0000751	Prbe.g_01534	Syaa.g_00797
OG0000752	Prbe.g_01532	Syaa.g_00799
OG0000753	Prbe.g_01530	Syaa.g_00802
OG0000754	Prbe.g_01527	Syaa.g_01025
OG0000755	Prbe.g_01521	Syaa.g_01005
OG0000756	Prbe.g_01520	Syaa.g_01004
OG0000757	Prbe.g_01513	Syaa.g_00996
OG0000758	Prbe.g_01512	Syaa.g_00995
OG0000759	Prbe.g_01511	Syaa.g_00994
OG0000760	Prbe.g_01510	Syaa.g_00993
OG0000761	Prbe.g_01509	Syaa.g_00992
OG0000762	Prbe.g_01508	Syaa.g_00988
OG0000763	Prbe.g_01506	Syaa.g_00986
OG0000764	Prbe.g_01505	Syaa.g_00985
OG0000765	Prbe.g_01497	Syaa.g_00968
OG0000766	Prbe.g_01496	Syaa.g_00967
OG0000767	Prbe.g_01494	Syaa.g_00965
OG0000768	Prbe.g_01493	Syaa.g_00964
OG0000769	Prbe.g_01491	Syaa.g_00962
OG0000770	Prbe.g_00502	Syaa.g_00959
OG0000771	Prbe.g_00215	Syaa.g_00866
OG0000772	Prbe.g_01128	Syaa.g_01526
OG0000773	Prbe.g_00902	Syaa.g_00749
OG0000774	Prbe.g_00900	Syaa.g_00745
OG0000775	Prbe.g_00898	Syaa.g_00742
OG0000776	Prbe.g_00897	Syaa.g_00741
OG0000777	Prbe.g_00896	Syaa.g_00740
OG0000778	Prbe.g_00895	Syaa.g_00739
OG0000779	Prbe.g_00891	Syaa.g_00733
OG0000780	Prbe.g_00890	Syaa.g_00730
OG0000781	Prbe.g_00886	Syaa.g_00726
OG0000782	Prbe.g_00885	Syaa.g_00725
OG0000783	Prbe.g_00884	Syaa.g_00724
OG0000784	Prbe.g_00883	Syaa.g_00723
OG0000785	Prbe.g_00881	Syaa.g_00721
OG0000786	Prbe.g_00878	Syaa.g_01875
OG0000787	Prbe.g_00877	Syaa.g_01876
OG0000788	Prbe.g_00634	Syaa.g_01620
OG0000789	Prbe.g_00212	Syaa.g_01434
OG0000790	Prbe.g_00368	Syaa.g_02064
OG0000791	Prbe.g_00366	Syaa.g_02066
OG0000792	Prbe.g_00365	Syaa.g_02067
OG0000793	Prbe.g_00362	Syaa.g_02072
OG0000794	Prbe.g_00361	Syaa.g_02073
OG0000795	Prbe.g_00360	Syaa.g_02074
OG0000796	Prbe.g_00356	Syaa.g_02078
OG0000797	Prbe.g_00355	Syaa.g_02079
OG0000798	Prbe.g_00087	Syaa.g_00494
OG0000799	Prbe.g_00328	Syaa.g_01743
OG0000800	Prbe.g_00327	Syaa.g_01747
OG0000801	Prbe.g_00326	Syaa.g_01748
OG0000802	Prbe.g_00324	Syaa.g_01753
OG0000803	Prbe.g_00322	Syaa.g_01758
OG0000804	Prbe.g_00321	Syaa.g_01761
OG0000805	Prbe.g_00319	Syaa.g_01763
OG0000806	Prbe.g_00317	Syaa.g_01765
OG0000807	Prbe.g_00316	Syaa.g_01767
OG0000808	Prbe.g_00315	Syaa.g_01768
OG0000809	Prbe.g_00313	Syaa.g_01771
OG0000810	Prbe.g_00312	Syaa.g_01772
OG0000811	Prbe.g_00308	Syaa.g_01778
OG0000812	Prbe.g_00306	Syaa.g_01780
OG0000813	Prbe.g_00305	Syaa.g_01781
OG0000814	Prbe.g_00303	Syaa.g_01783
OG0000815	Prbe.g_00302	Syaa.g_01784
OG0000816	Prbe.g_00300	Syaa.g_01785
OG0000817	Prbe.g_00299	Syaa.g_01786
OG0000818	Prbe.g_00294	Syaa.g_01792
OG0000819	Prbe.g_00293	Syaa.g_01793
OG0000820	Prbe.g_00292	Syaa.g_01794
OG0000821	Prbe.g_00288	Syaa.g_01800
OG0000822	Prbe.g_00287	Syaa.g_01802
OG0000823	Prbe.g_00286	Syaa.g_01803
OG0000824	Prbe.g_00283	Syaa.g_01807
OG0000825	Prbe.g_00282	Syaa.g_01808
OG0000826	Prbe.g_00281	Syaa.g_01809
OG0000827	Prbe.g_00280	Syaa.g_01810
OG0000828	Prbe.g_00277	Syaa.g_01813
OG0000829	Prbe.g_00276	Syaa.g_01814
OG0000830	Prbe.g_00275	Syaa.g_01815
OG0000831	Prbe.g_00273	Syaa.g_01817
OG0000832	Prbe.g_00263	Syaa.g_00627
OG0000833	Prbe.g_00254	Syaa.g_00611
OG0000834	Prbe.g_00253	Syaa.g_00608
OG0000835	Prbe.g_00252	Syaa.g_00607
OG0000836	Prbe.g_00251	Syaa.g_00603
OG0000837	Prbe.g_00250	Syaa.g_00601
OG0000838	Prbe.g_00248	Syaa.g_00597
OG0000839	Prbe.g_00247	Syaa.g_00596
OG0000840	Prbe.g_00246	Syaa.g_00595
OG0000841	Prbe.g_00245	Syaa.g_00594
OG0000842	Prbe.g_00244	Syaa.g_00593
OG0000843	Prbe.g_00243	Syaa.g_00592
OG0000844	Prbe.g_00242	Syaa.g_00590
OG0000845	Prbe.g_00241	Syaa.g_00589
OG0000846	Prbe.g_00240	Syaa.g_00588
OG0000847	Prbe.g_00239	Syaa.g_00587
OG0000848	Prbe.g_00238	Syaa.g_00585
OG0000849	Prbe.g_00237	Syaa.g_00584
OG0000850	Prbe.g_00235	Syaa.g_00582
OG0000851	Prbe.g_00234	Syaa.g_00577
OG0000852	Prbe.g_00233	Syaa.g_00576
OG0000853	Prbe.g_00227	Syaa.g_00572
OG0000854	Prbe.g_00225	Syaa.g_00570
OG0000855	Prbe.g_00224	Syaa.g_00569
OG0000856	Prbe.g_00505	Syaa.g_01650
OG0000857	Prbe.g_01237	Syaa.g_01188
OG0000858	Prbe.g_00992	Syaa.g_00563
OG0000859	Prbe.g_00991	Syaa.g_00562
OG0000860	Prbe.g_00983	Syaa.g_00549
OG0000861	Prbe.g_00982	Syaa.g_00548
OG0000862	Prbe.g_00981	Syaa.g_00547
OG0000863	Prbe.g_00979	Syaa.g_00543
OG0000864	Prbe.g_00978	Syaa.g_00542
OG0000865	Prbe.g_00977	Syaa.g_00541
OG0000866	Prbe.g_00976	Syaa.g_00540
OG0000867	Prbe.g_00975	Syaa.g_00539
OG0000868	Prbe.g_00973	Syaa.g_00536
OG0000869	Prbe.g_00970	Syaa.g_00531
OG0000870	Prbe.g_00965	Syaa.g_00526
OG0000871	Prbe.g_00964	Syaa.g_00525
OG0000872	Prbe.g_00963	Syaa.g_00511
OG0000873	Prbe.g_00960	Syaa.g_00497
OG0000874	Prbe.g_00957	Syaa.g_00519
OG0000875	Prbe.g_00956	Syaa.g_00438
OG0000876	Prbe.g_00955	Syaa.g_00682
OG0000877	Prbe.g_00953	Syaa.g_00679
OG0000878	Prbe.g_00952	Syaa.g_00678
OG0000879	Prbe.g_00951	Syaa.g_00677
OG0000880	Prbe.g_00950	Syaa.g_00676
OG0000881	Prbe.g_00946	Syaa.g_00671
OG0000882	Prbe.g_00941	Syaa.g_00666
OG0000883	Prbe.g_00939	Syaa.g_00661
OG0000884	Prbe.g_00937	Syaa.g_00659
OG0000885	Prbe.g_00936	Syaa.g_00658
OG0000886	Prbe.g_00935	Syaa.g_00657
OG0000887	Prbe.g_00934	Syaa.g_00656
OG0000888	Prbe.g_00932	Syaa.g_00654
OG0000889	Prbe.g_00930	Syaa.g_00652
OG0000890	Prbe.g_00929	Syaa.g_00644
OG0000891	Prbe.g_00928	Syaa.g_00643
OG0000892	Prbe.g_00926	Syaa.g_00640
OG0000893	Prbe.g_00922	Syaa.g_02352
OG0000894	Prbe.g_00919	Syaa.g_02349
OG0000895	Prbe.g_01111	Syaa.g_02345
OG0000896	Prbe.g_01110	Syaa.g_02344
OG0000897	Prbe.g_01108	Syaa.g_02342
OG0000898	Prbe.g_01107	Syaa.g_02341
OG0000899	Prbe.g_01106	Syaa.g_02340
OG0000900	Prbe.g_01105	Syaa.g_02339
OG0000901	Prbe.g_01102	Syaa.g_02334
OG0000902	Prbe.g_01100	Syaa.g_02332
OG0000903	Prbe.g_01096	Syaa.g_02313
OG0000904	Prbe.g_01092	Syaa.g_02318
OG0000905	Prbe.g_01098	Syaa.g_02324
OG0000906	Prbe.g_01099	Syaa.g_02327
OG0000907	Prbe.g_01089	Syaa.g_02295
OG0000908	Prbe.g_01086	Syaa.g_02292
OG0000909	Prbe.g_01085	Syaa.g_02291
OG0000910	Prbe.g_01084	Syaa.g_02290
OG0000911	Prbe.g_01082	Syaa.g_02288
OG0000912	Prbe.g_01081	Syaa.g_02287
OG0000913	Prbe.g_01080	Syaa.g_02286
OG0000914	Prbe.g_01079	Syaa.g_02285
OG0000915	Prbe.g_01078	Syaa.g_02283
OG0000916	Prbe.g_00867	Syaa.g_02282
OG0000917	Prbe.g_00866	Syaa.g_02281
OG0000918	Prbe.g_00865	Syaa.g_02280
OG0000919	Prbe.g_00864	Syaa.g_02279
OG0000920	Prbe.g_00863	Syaa.g_02278
OG0000921	Prbe.g_00862	Syaa.g_02277
OG0000922	Prbe.g_00861	Syaa.g_02276
OG0000923	Prbe.g_00857	Syaa.g_02272
OG0000924	Prbe.g_00856	Syaa.g_02271
OG0000925	Prbe.g_00855	Syaa.g_02270
OG0000926	Prbe.g_00854	Syaa.g_02269
OG0000927	Prbe.g_00852	Syaa.g_02267
OG0000928	Prbe.g_00851	Syaa.g_02266
OG0000929	Prbe.g_00850	Syaa.g_02265
OG0000930	Prbe.g_00849	Syaa.g_02264
OG0000931	Prbe.g_00848	Syaa.g_02263
OG0000932	Prbe.g_00847	Syaa.g_02262
OG0000933	Prbe.g_00843	Syaa.g_02256
OG0000934	Prbe.g_00841	Syaa.g_02254
OG0000935	Prbe.g_00840	Syaa.g_02253
OG0000936	Prbe.g_00839	Syaa.g_02252
OG0000937	Prbe.g_00838	Syaa.g_02251
OG0000938	Prbe.g_00835	Syaa.g_02248
OG0000939	Prbe.g_00834	Syaa.g_02247
OG0000940	Prbe.g_00827	Syaa.g_02240
OG0000941	Prbe.g_00825	Syaa.g_02238
OG0000942	Prbe.g_00823	Syaa.g_02236
OG0000943	Prbe.g_00822	Syaa.g_02235
OG0000944	Prbe.g_00820	Syaa.g_02233
OG0000945	Prbe.g_00819	Syaa.g_02231
OG0000946	Prbe.g_00814	Syaa.g_02225
OG0000947	Prbe.g_00812	Syaa.g_02222
OG0000948	Prbe.g_00811	Syaa.g_02221
OG0000949	Prbe.g_00808	Syaa.g_00172
OG0000950	Prbe.g_00801	Syaa.g_00159
OG0000951	Prbe.g_00797	Syaa.g_00153
OG0000952	Prbe.g_00793	Syaa.g_00149
OG0000953	Prbe.g_00789	Syaa.g_00143
OG0000954	Prbe.g_00785	Syaa.g_00138
OG0000955	Prbe.g_00784	Syaa.g_00137
OG0000956	Prbe.g_00782	Syaa.g_00135
OG0000957	Prbe.g_00776	Syaa.g_00125
OG0000958	Prbe.g_00775	Syaa.g_00124
OG0000959	Prbe.g_00771	Syaa.g_00120
OG0000960	Prbe.g_00770	Syaa.g_00119
OG0000961	Prbe.g_00767	Syaa.g_00106
OG0000962	Prbe.g_00765	Syaa.g_00102
OG0000963	Prbe.g_00761	Syaa.g_00097
OG0000964	Prbe.g_00760	Syaa.g_00096
OG0000965	Prbe.g_00759	Syaa.g_00095
OG0000966	Prbe.g_00749	Syaa.g_00083
OG0000967	Prbe.g_00753	Syaa.g_00074
OG0000968	Prbe.g_00755	Syaa.g_00078
OG0000969	Prbe.g_00756	Syaa.g_00077
OG0000970	Prbe.g_01134	Syaa.g_00076
OG0000971	Prbe.g_01135	Syaa.g_00069
OG0000972	Prbe.g_01136	Syaa.g_00068
OG0000973	Prbe.g_01137	Syaa.g_00067
OG0000974	Prbe.g_01138	Syaa.g_00066
OG0000975	Prbe.g_01139	Syaa.g_00065
OG0000976	Prbe.g_01140	Syaa.g_00064
OG0000977	Prbe.g_01141	Syaa.g_00062
OG0000978	Prbe.g_01142	Syaa.g_00061
OG0000979	Prbe.g_01145	Syaa.g_00058
OG0000980	Prbe.g_01147	Syaa.g_00055
OG0000981	Prbe.g_01150	Syaa.g_00052
OG0000982	Prbe.g_01152	Syaa.g_02593
OG0000983	Prbe.g_01153	Syaa.g_02594
OG0000984	Prbe.g_01154	Syaa.g_02595
OG0000985	Prbe.g_01157	Syaa.g_02597
OG0000986	Prbe.g_01159	Syaa.g_02601
OG0000987	Prbe.g_01160	Syaa.g_02603
OG0000988	Prbe.g_01163	Syaa.g_02608
OG0000989	Prbe.g_01167	Syaa.g_02616
OG0000990	Prbe.g_01171	Syaa.g_02647
OG0000991	Prbe.g_01172	Syaa.g_02650
OG0000992	Prbe.g_01175	Syaa.g_02653
OG0000993	Prbe.g_01176	Syaa.g_02654
OG0000994	Prbe.g_01177	Syaa.g_02657
OG0000995	Prbe.g_01181	Syaa.g_02662
OG0000996	Prbe.g_01182	Syaa.g_02705
OG0000997	Prbe.g_01185	Syaa.g_02725
OG0000998	Prbe.g_01187	Syaa.g_02727
OG0000999	Prbe.g_01188	Syaa.g_02728
OG0001000	Prbe.g_01191	Syaa.g_02732
OG0001001	Prbe.g_01194	Syaa.g_02738
OG0001002	Prbe.g_01056	Syaa.g_02745
OG0001003	Prbe.g_01057	Syaa.g_02747
OG0001004	Prbe.g_01058	Syaa.g_02748
OG0001005	Prbe.g_01059	Syaa.g_02749
OG0001006	Prbe.g_01063	Syaa.g_02756
OG0001007	Prbe.g_01065	Syaa.g_02758
OG0001008	Prbe.g_01935	Syaa.g_00704
OG0001009	Prbe.g_00127	Syaa.g_00034
OG0001010	Prbe.g_00128	Syaa.g_00035
OG0001011	Prbe.g_00130	Syaa.g_00037
OG0001012	Prbe.g_00144	Syaa.g_02589
OG0001013	Prbe.g_00151	Syaa.g_02576
OG0001014	Prbe.g_00154	Syaa.g_02572
OG0001015	Prbe.g_00156	Syaa.g_02571
OG0001016	Prbe.g_00178	Syaa.g_00348
OG0001017	Prbe.g_00182	Syaa.g_00342
OG0001018	Prbe.g_00184	Syaa.g_00340
OG0001019	Prbe.g_00193	Syaa.g_00323
OG0001020	Prbe.g_01630	Syaa.g_02355
OG0001021	Prbe.g_01631	Syaa.g_02359
OG0001022	Prbe.g_01634	Syaa.g_02365
OG0001023	Prbe.g_01635	Syaa.g_02366
OG0001024	Prbe.g_01639	Syaa.g_02370
OG0001025	Prbe.g_01646	Syaa.g_02377
OG0001026	Prbe.g_01655	Syaa.g_02390
OG0001027	Prbe.g_01656	Syaa.g_02397
OG0001028	Prbe.g_01658	Syaa.g_02399
OG0001029	Prbe.g_01659	Syaa.g_02401
OG0001030	Prbe.g_01675	Syaa.g_02422
OG0001031	Prbe.g_01735	Syaa.g_02500
OG0001032	Prbe.g_01736	Syaa.g_02502
OG0001033	Prbe.g_01757	Syaa.g_02539
OG0001034	Prbe.g_01788	Syaa.g_02108
OG0001035	Prbe.g_01808	Syaa.g_00298
OG0001036	Prbe.g_01812	Syaa.g_00293
OG0001037	Prbe.g_01813	Syaa.g_00291
OG0001038	Prbe.g_01832	Syaa.g_00264
OG0001039	Prbe.g_01835	Syaa.g_00261
OG0001040	Prbe.g_01837	Syaa.g_00258
OG0001041	Prbe.g_01842	Syaa.g_00253
OG0001042	Prbe.g_01859	Syaa.g_00227
OG0001043	Prbe.g_01860	Syaa.g_00223
OG0001044	Prbe.g_01891	Syaa.g_02183
OG0001045	Prbe.g_01900	Syaa.g_02170
OG0001046	Prbe.g_01033	Syaa.g_01332
OG0001047	Prbe.g_01937	Syaa.g_00706
OG0001048	Prbe.g_01938	Syaa.g_00707
OG0001049	Prbe.g_01940	Syaa.g_00710
OG0001050	Prbe.g_01941	Syaa.g_00711
OG0001051	Prbe.g_01942	Syaa.g_00712
OG0001052	Prbe.g_00662	Syaa.g_01846
OG0001053	Prbe.g_00650	Syaa.g_02048
OG0001054	Prbe.g_00635	Syaa.g_02031
OG0001055	Prbe.g_00616	Syaa.g_02010
OG0001056	Prbe.g_00599	Syaa.g_01975
OG0001057	Prbe.g_00594	Syaa.g_01966
OG0001058	Prbe.g_00586	Syaa.g_01951
OG0001059	Prbe.g_00582	Syaa.g_01947
OG0001060	Prbe.g_00576	Syaa.g_01941
OG0001061	Prbe.g_00561	Syaa.g_01919
OG0001062	Prbe.g_00559	Syaa.g_01917
OG0001063	Prbe.g_00557	Syaa.g_01912
OG0001064	Prbe.g_00556	Syaa.g_01911
OG0001065	Prbe.g_00555	Syaa.g_01910
OG0001066	Prbe.g_00554	Syaa.g_01909
OG0001067	Prbe.g_00553	Syaa.g_01908
OG0001068	Prbe.g_00552	Syaa.g_01907
OG0001069	Prbe.g_00551	Syaa.g_01906
OG0001070	Prbe.g_00547	Syaa.g_01903
OG0001071	Prbe.g_00546	Syaa.g_01902
OG0001072	Prbe.g_00544	Syaa.g_01898
OG0001073	Prbe.g_00530	Syaa.g_01884
OG0001074	Prbe.g_00518	Syaa.g_01678
OG0001075	Prbe.g_00517	Syaa.g_01676
OG0001076	Prbe.g_00510	Syaa.g_01659
OG0001077	Prbe.g_00504	Syaa.g_01647
OG0001078	Prbe.g_01484	Syaa.g_01632
OG0001079	Prbe.g_01472	Syaa.g_01619
OG0001080	Prbe.g_01466	Syaa.g_01443
