Orthogroup	Prbe	Syap
OG0000587	Prbe.g_00519	Syap.g_01523
OG0000588	Prbe.g_00515	Syap.g_00776
OG0000589	Prbe.g_00513	Syap.g_00941
OG0000590	Prbe.g_00512	Syap.g_00940
OG0000591	Prbe.g_00508	Syap.g_01289
OG0000592	Prbe.g_00507	Syap.g_01288
OG0000593	Prbe.g_01488	Syap.g_00890
OG0000594	Prbe.g_01487	Syap.g_00891
OG0000595	Prbe.g_01486	Syap.g_00892
OG0000596	Prbe.g_01482	Syap.g_00898
OG0000597	Prbe.g_01479	Syap.g_00903
OG0000598	Prbe.g_01478	Syap.g_00904
OG0000599	Prbe.g_01475	Syap.g_00908
OG0000600	Prbe.g_01474	Syap.g_00909
OG0000601	Prbe.g_01473	Syap.g_00910
OG0000602	Prbe.g_01471	Syap.g_00640
OG0000603	Prbe.g_01470	Syap.g_00641
OG0000604	Prbe.g_01469	Syap.g_02769
OG0000605	Prbe.g_01468	Syap.g_02501, Syap.g_02771
OG0000606	Prbe.g_01465	Syap.g_02506
OG0000607	Prbe.g_01462	Syap.g_00093
OG0000608	Prbe.g_01461	Syap.g_00094
OG0000609	Prbe.g_01460	Syap.g_00096
OG0000610	Prbe.g_01454	Syap.g_01963
OG0000611	Prbe.g_01451	Syap.g_01958
OG0000612	Prbe.g_01450	Syap.g_01957
OG0000613	Prbe.g_00447	Syap.g_02480
OG0000615	Prbe.g_01209	Syap.g_00154
OG0000616	Prbe.g_01197	Syap.g_00127
OG0000617	Prbe.g_01434	Syap.g_00513
OG0000618	Prbe.g_01433	Syap.g_00514
OG0000619	Prbe.g_01432	Syap.g_00515
OG0000620	Prbe.g_01429	Syap.g_00520
OG0000621	Prbe.g_01428	Syap.g_00521
OG0000622	Prbe.g_01427	Syap.g_00523
OG0000623	Prbe.g_01426	Syap.g_00526
OG0000624	Prbe.g_01424	Syap.g_00527
OG0000625	Prbe.g_01423	Syap.g_00528
OG0000626	Prbe.g_01422	Syap.g_00529
OG0000627	Prbe.g_01421	Syap.g_00848
OG0000628	Prbe.g_01420	Syap.g_00850
OG0000629	Prbe.g_01419	Syap.g_02334
OG0000630	Prbe.g_01416	Syap.g_02793
OG0000631	Prbe.g_01323	Syap.g_01724
OG0000632	Prbe.g_01324	Syap.g_01725
OG0000633	Prbe.g_01325	Syap.g_01726
OG0000634	Prbe.g_01218	Syap.g_00190
OG0000635	Prbe.g_01219	Syap.g_00191
OG0000636	Prbe.g_01221	Syap.g_00193
OG0000637	Prbe.g_01223	Syap.g_00195
OG0000638	Prbe.g_01224	Syap.g_00196
OG0000639	Prbe.g_01225	Syap.g_00197
OG0000640	Prbe.g_01226	Syap.g_00198
OG0000641	Prbe.g_01230	Syap.g_00203
OG0000642	Prbe.g_01231	Syap.g_02732
OG0000643	Prbe.g_01232	Syap.g_02731
OG0000644	Prbe.g_01233	Syap.g_02730
OG0000645	Prbe.g_01234	Syap.g_02726
OG0000646	Prbe.g_01236	Syap.g_02723
OG0000647	Prbe.g_01238	Syap.g_02721
OG0000648	Prbe.g_01240	Syap.g_02719
OG0000649	Prbe.g_01241	Syap.g_02718
OG0000650	Prbe.g_01242	Syap.g_02717
OG0000651	Prbe.g_01243	Syap.g_02716
OG0000652	Prbe.g_01244	Syap.g_02715
OG0000653	Prbe.g_01246	Syap.g_02713
OG0000654	Prbe.g_01247	Syap.g_02711
OG0000655	Prbe.g_01248	Syap.g_02710
OG0000656	Prbe.g_01251	Syap.g_02706
OG0000657	Prbe.g_01259	Syap.g_01845
OG0000658	Prbe.g_01261	Syap.g_01841
OG0000659	Prbe.g_01262	Syap.g_01840
OG0000660	Prbe.g_01266	Syap.g_01835
OG0000662	Prbe.g_01270	Syap.g_00823
OG0000663	Prbe.g_01272	Syap.g_00826
OG0000664	Prbe.g_01273	Syap.g_00828
OG0000665	Prbe.g_01279	Syap.g_02331
OG0000666	Prbe.g_01280	Syap.g_01573
OG0000667	Prbe.g_01284	Syap.g_01979
OG0000668	Prbe.g_00105	Syap.g_02765
OG0000669	Prbe.g_00406	Syap.g_02371
OG0000670	Prbe.g_00409	Syap.g_02368
OG0000671	Prbe.g_00412	Syap.g_01260
OG0000672	Prbe.g_00415	Syap.g_01257
OG0000673	Prbe.g_00418	Syap.g_01253
OG0000674	Prbe.g_00420	Syap.g_01251
OG0000675	Prbe.g_00421	Syap.g_01250
OG0000676	Prbe.g_00423	Syap.g_01248
OG0000677	Prbe.g_00424	Syap.g_01246
OG0000678	Prbe.g_00426	Syap.g_01239
OG0000679	Prbe.g_00430	Syap.g_00157
OG0000680	Prbe.g_00431	Syap.g_00158
OG0000681	Prbe.g_00434	Syap.g_00163
OG0000682	Prbe.g_00435	Syap.g_00165
OG0000683	Prbe.g_00436	Syap.g_00166
OG0000684	Prbe.g_00438	Syap.g_00169
OG0000685	Prbe.g_00440	Syap.g_00172
OG0000686	Prbe.g_00441	Syap.g_00173
OG0000687	Prbe.g_00442	Syap.g_00174
OG0000688	Prbe.g_01446	Syap.g_00178
OG0000689	Prbe.g_01445	Syap.g_00180
OG0000690	Prbe.g_01444	Syap.g_00181
OG0000691	Prbe.g_01443	Syap.g_00182
OG0000692	Prbe.g_01441	Syap.g_00184
OG0000693	Prbe.g_01440	Syap.g_00185
OG0000694	Prbe.g_01439	Syap.g_00186
OG0000695	Prbe.g_01327	Syap.g_01729
OG0000696	Prbe.g_01328	Syap.g_01730
OG0000697	Prbe.g_01329	Syap.g_01734
OG0000698	Prbe.g_01332	Syap.g_01737
OG0000699	Prbe.g_01333	Syap.g_01738
OG0000700	Prbe.g_01334	Syap.g_01739
OG0000701	Prbe.g_01335	Syap.g_01740
OG0000702	Prbe.g_01337	Syap.g_01747
OG0000703	Prbe.g_01338	Syap.g_01750
OG0000704	Prbe.g_01340	Syap.g_01753
OG0000705	Prbe.g_01343	Syap.g_02022
OG0000706	Prbe.g_01344	Syap.g_02020
OG0000707	Prbe.g_01345	Syap.g_02019
OG0000708	Prbe.g_01347	Syap.g_02016
OG0000709	Prbe.g_01351	Syap.g_00121
OG0000711	Prbe.g_01372	Syap.g_02686
OG0000712	Prbe.g_01373	Syap.g_02688
OG0000713	Prbe.g_01374	Syap.g_02689
OG0000714	Prbe.g_01375	Syap.g_02691
OG0000715	Prbe.g_01377	Syap.g_02693
OG0000716	Prbe.g_01379	Syap.g_02696
OG0000717	Prbe.g_01380	Syap.g_02697
OG0000718	Prbe.g_01384	Syap.g_02701
OG0000719	Prbe.g_01386	Syap.g_02767
OG0000720	Prbe.g_01398	Syap.g_02780
OG0000721	Prbe.g_01402	Syap.g_02782
OG0000722	Prbe.g_01403	Syap.g_02783
OG0000723	Prbe.g_01407	Syap.g_00532
OG0000725	Prbe.g_01296	Syap.g_01559
OG0000726	Prbe.g_01295	Syap.g_01560
OG0000727	Prbe.g_01294	Syap.g_01561
OG0000728	Prbe.g_01292	Syap.g_01564
OG0000729	Prbe.g_00915	Syap.g_01122
OG0000730	Prbe.g_01591	Syap.g_00572
OG0000731	Prbe.g_01898	Syap.g_00560
OG0000732	Prbe.g_01148	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbe.g_00042	Syap.g_01971
OG0000734	Prbe.g_01565	Syap.g_02628
OG0000735	Prbe.g_01563	Syap.g_00244
OG0000736	Prbe.g_01562	Syap.g_00243
OG0000737	Prbe.g_01561	Syap.g_00242
OG0000738	Prbe.g_01557	Syap.g_00236
OG0000739	Prbe.g_01556	Syap.g_00235
OG0000740	Prbe.g_01555	Syap.g_00234
OG0000741	Prbe.g_01553	Syap.g_00231
OG0000742	Prbe.g_01550	Syap.g_00229
OG0000743	Prbe.g_01548	Syap.g_00226
OG0000744	Prbe.g_01547	Syap.g_00225
OG0000745	Prbe.g_01546	Syap.g_00222
OG0000746	Prbe.g_01544	Syap.g_00220
OG0000747	Prbe.g_01543	Syap.g_00219
OG0000748	Prbe.g_01539	Syap.g_00212
OG0000749	Prbe.g_01538	Syap.g_00211
OG0000750	Prbe.g_01537	Syap.g_00210
OG0000751	Prbe.g_01534	Syap.g_00205
OG0000752	Prbe.g_01532	Syap.g_01793
OG0000753	Prbe.g_01530	Syap.g_02775
OG0000754	Prbe.g_01527	Syap.g_01883
OG0000755	Prbe.g_01521	Syap.g_01893
OG0000757	Prbe.g_01513	Syap.g_00427
OG0000758	Prbe.g_01512	Syap.g_00428
OG0000759	Prbe.g_01511	Syap.g_00429
OG0000760	Prbe.g_01510	Syap.g_00430
OG0000761	Prbe.g_01509	Syap.g_00431
OG0000762	Prbe.g_01508	Syap.g_00434
OG0000763	Prbe.g_01506	Syap.g_02624
OG0000764	Prbe.g_01505	Syap.g_02623
OG0000765	Prbe.g_01497	Syap.g_02440
OG0000766	Prbe.g_01496	Syap.g_02439
OG0000767	Prbe.g_01494	Syap.g_02437
OG0000768	Prbe.g_01493	Syap.g_02436
OG0000769	Prbe.g_01491	Syap.g_02434
OG0000770	Prbe.g_00502	Syap.g_02431
OG0000772	Prbe.g_01128	Syap.g_02295
OG0000773	Prbe.g_00902	Syap.g_00885
OG0000774	Prbe.g_00900	Syap.g_01473
OG0000775	Prbe.g_00898	Syap.g_01475
OG0000776	Prbe.g_00897	Syap.g_01476
OG0000777	Prbe.g_00896	Syap.g_01478
OG0000778	Prbe.g_00895	Syap.g_01479
OG0000779	Prbe.g_00891	Syap.g_01494
OG0000780	Prbe.g_00890	Syap.g_01496
OG0000781	Prbe.g_00886	Syap.g_02609
OG0000782	Prbe.g_00885	Syap.g_02611
OG0000783	Prbe.g_00884	Syap.g_02612
OG0000784	Prbe.g_00883	Syap.g_02613
OG0000785	Prbe.g_00881	Syap.g_02281
OG0000786	Prbe.g_00878	Syap.g_02287
OG0000787	Prbe.g_00877	Syap.g_02288
OG0000788	Prbe.g_00634	Syap.g_01932
OG0000789	Prbe.g_00212	Syap.g_00372
OG0000791	Prbe.g_00366	Syap.g_02520
OG0000792	Prbe.g_00365	Syap.g_02519
OG0000793	Prbe.g_00362	Syap.g_02141
OG0000794	Prbe.g_00361	Syap.g_02200
OG0000795	Prbe.g_00360	Syap.g_02199
OG0000796	Prbe.g_00356	Syap.g_02448
OG0000797	Prbe.g_00355	Syap.g_02449
OG0000798	Prbe.g_00087	Syap.g_01269
OG0000799	Prbe.g_00328	Syap.g_02488
OG0000800	Prbe.g_00327	Syap.g_02487
OG0000801	Prbe.g_00326	Syap.g_02486
OG0000802	Prbe.g_00324	Syap.g_02659
OG0000803	Prbe.g_00322	Syap.g_02109
OG0000804	Prbe.g_00321	Syap.g_02113
OG0000805	Prbe.g_00319	Syap.g_02115
OG0000806	Prbe.g_00317	Syap.g_02117
OG0000807	Prbe.g_00316	Syap.g_02118
OG0000808	Prbe.g_00315	Syap.g_02119
OG0000809	Prbe.g_00313	Syap.g_02122
OG0000810	Prbe.g_00312	Syap.g_02124
OG0000811	Prbe.g_00308	Syap.g_02472
OG0000812	Prbe.g_00306	Syap.g_02474
OG0000813	Prbe.g_00305	Syap.g_02475
OG0000814	Prbe.g_00303	Syap.g_02753
OG0000815	Prbe.g_00302	Syap.g_02752
OG0000816	Prbe.g_00300	Syap.g_02289
OG0000817	Prbe.g_00299	Syap.g_02527
OG0000818	Prbe.g_00294	Syap.g_02001
OG0000819	Prbe.g_00293	Syap.g_02002
OG0000820	Prbe.g_00292	Syap.g_02003
OG0000821	Prbe.g_00288	Syap.g_02009
OG0000822	Prbe.g_00287	Syap.g_02011
OG0000824	Prbe.g_00283	Syap.g_00008
OG0000825	Prbe.g_00282	Syap.g_00009
OG0000826	Prbe.g_00281	Syap.g_00010
OG0000827	Prbe.g_00280	Syap.g_00011
OG0000828	Prbe.g_00277	Syap.g_00014
OG0000829	Prbe.g_00276	Syap.g_00015
OG0000830	Prbe.g_00275	Syap.g_00016
OG0000831	Prbe.g_00273	Syap.g_00019
OG0000832	Prbe.g_00263	Syap.g_00752
OG0000833	Prbe.g_00254	Syap.g_00021
OG0000834	Prbe.g_00253	Syap.g_00023
OG0000835	Prbe.g_00252	Syap.g_00024
OG0000836	Prbe.g_00251	Syap.g_00026
OG0000837	Prbe.g_00250	Syap.g_00027
OG0000838	Prbe.g_00248	Syap.g_00031
OG0000839	Prbe.g_00247	Syap.g_00032
OG0000840	Prbe.g_00246	Syap.g_00033
OG0000841	Prbe.g_00245	Syap.g_00034
OG0000842	Prbe.g_00244	Syap.g_00035
OG0000843	Prbe.g_00243	Syap.g_00036
OG0000844	Prbe.g_00242	Syap.g_00039
OG0000845	Prbe.g_00241	Syap.g_00040
OG0000846	Prbe.g_00240	Syap.g_00042
OG0000847	Prbe.g_00239	Syap.g_00043
OG0000848	Prbe.g_00238	Syap.g_00045
OG0000849	Prbe.g_00237	Syap.g_00046
OG0000850	Prbe.g_00235	Syap.g_00310
OG0000851	Prbe.g_00234	Syap.g_01214
OG0000852	Prbe.g_00233	Syap.g_01215
OG0000853	Prbe.g_00227	Syap.g_01219
OG0000854	Prbe.g_00225	Syap.g_01222
OG0000855	Prbe.g_00224	Syap.g_01223
OG0000856	Prbe.g_00505	Syap.g_01286
OG0000857	Prbe.g_01237	Syap.g_02722
OG0000858	Prbe.g_00992	Syap.g_00612
OG0000859	Prbe.g_00991	Syap.g_00613
OG0000860	Prbe.g_00983	Syap.g_00623
OG0000861	Prbe.g_00982	Syap.g_02789
OG0000862	Prbe.g_00981	Syap.g_01789
OG0000863	Prbe.g_00979	Syap.g_01784
OG0000864	Prbe.g_00978	Syap.g_01783
OG0000865	Prbe.g_00977	Syap.g_01781, Syap.g_01782
OG0000866	Prbe.g_00976	Syap.g_01780
OG0000867	Prbe.g_00975	Syap.g_01779
OG0000868	Prbe.g_00973	Syap.g_01775
OG0000869	Prbe.g_00970	Syap.g_01770
OG0000870	Prbe.g_00965	Syap.g_01401
OG0000871	Prbe.g_00964	Syap.g_01400
OG0000872	Prbe.g_00963	Syap.g_01394
OG0000873	Prbe.g_00960	Syap.g_01390
OG0000874	Prbe.g_00957	Syap.g_01388
OG0000875	Prbe.g_00956	Syap.g_01386
OG0000876	Prbe.g_00955	Syap.g_00822
OG0000877	Prbe.g_00953	Syap.g_01380
OG0000878	Prbe.g_00952	Syap.g_01378
OG0000879	Prbe.g_00951	Syap.g_01377
OG0000880	Prbe.g_00950	Syap.g_01376
OG0000882	Prbe.g_00941	Syap.g_01516
OG0000883	Prbe.g_00939	Syap.g_01511
OG0000884	Prbe.g_00937	Syap.g_01509
OG0000885	Prbe.g_00936	Syap.g_01508
OG0000886	Prbe.g_00935	Syap.g_01507
OG0000887	Prbe.g_00934	Syap.g_01506
OG0000888	Prbe.g_00932	Syap.g_01504
OG0000889	Prbe.g_00930	Syap.g_01502
OG0000890	Prbe.g_00929	Syap.g_01499
OG0000891	Prbe.g_00928	Syap.g_01498
OG0000892	Prbe.g_00926	Syap.g_02671
OG0000893	Prbe.g_00922	Syap.g_02497
OG0000894	Prbe.g_00919	Syap.g_02679
OG0000895	Prbe.g_01111	Syap.g_00546
OG0000896	Prbe.g_01110	Syap.g_00545
OG0000897	Prbe.g_01108	Syap.g_00543
OG0000898	Prbe.g_01107	Syap.g_00542
OG0000899	Prbe.g_01106	Syap.g_00541
OG0000900	Prbe.g_01105	Syap.g_00540
OG0000901	Prbe.g_01102	Syap.g_01930
OG0000902	Prbe.g_01100	Syap.g_01929
OG0000903	Prbe.g_01096	Syap.g_01916
OG0000904	Prbe.g_01092	Syap.g_01922
OG0000905	Prbe.g_01098	Syap.g_01925
OG0000906	Prbe.g_01099	Syap.g_01927
OG0000907	Prbe.g_01089	Syap.g_01914
OG0000908	Prbe.g_01086	Syap.g_01235
OG0000909	Prbe.g_01085	Syap.g_01236
OG0000910	Prbe.g_01084	Syap.g_01237
OG0000911	Prbe.g_01082	Syap.g_00511
OG0000912	Prbe.g_01081	Syap.g_00510
OG0000913	Prbe.g_01080	Syap.g_00509
OG0000914	Prbe.g_01079	Syap.g_00508
OG0000915	Prbe.g_01078	Syap.g_00506
OG0000916	Prbe.g_00867	Syap.g_00505
OG0000917	Prbe.g_00866	Syap.g_00504
OG0000918	Prbe.g_00865	Syap.g_00503
OG0000919	Prbe.g_00864	Syap.g_00502
OG0000920	Prbe.g_00863	Syap.g_00501
OG0000921	Prbe.g_00862	Syap.g_00500
OG0000922	Prbe.g_00861	Syap.g_00499
OG0000923	Prbe.g_00857	Syap.g_00495
OG0000924	Prbe.g_00856	Syap.g_00494
OG0000925	Prbe.g_00855	Syap.g_00493
OG0000926	Prbe.g_00854	Syap.g_00492
OG0000927	Prbe.g_00852	Syap.g_00490
OG0000928	Prbe.g_00851	Syap.g_00489
OG0000929	Prbe.g_00850	Syap.g_00488
OG0000930	Prbe.g_00849	Syap.g_00487
OG0000931	Prbe.g_00848	Syap.g_00486
OG0000932	Prbe.g_00847	Syap.g_00485
OG0000933	Prbe.g_00843	Syap.g_00479
OG0000934	Prbe.g_00841	Syap.g_00477
OG0000935	Prbe.g_00840	Syap.g_00476
OG0000936	Prbe.g_00839	Syap.g_00475
OG0000937	Prbe.g_00838	Syap.g_00474
OG0000938	Prbe.g_00835	Syap.g_00471
OG0000939	Prbe.g_00834	Syap.g_00469
OG0000940	Prbe.g_00827	Syap.g_00460
OG0000941	Prbe.g_00825	Syap.g_00458
OG0000942	Prbe.g_00823	Syap.g_00606
OG0000943	Prbe.g_00822	Syap.g_00604
OG0000944	Prbe.g_00820	Syap.g_00602
OG0000945	Prbe.g_00819	Syap.g_00601
OG0000946	Prbe.g_00814	Syap.g_00595
OG0000947	Prbe.g_00812	Syap.g_00591
OG0000948	Prbe.g_00811	Syap.g_00590
OG0000949	Prbe.g_00808	Syap.g_01051
OG0000950	Prbe.g_00801	Syap.g_01061
OG0000951	Prbe.g_00797	Syap.g_01070
OG0000952	Prbe.g_00793	Syap.g_01074
OG0000953	Prbe.g_00789	Syap.g_01078
OG0000954	Prbe.g_00785	Syap.g_01089
OG0000955	Prbe.g_00784	Syap.g_01090
OG0000956	Prbe.g_00782	Syap.g_01092
OG0000957	Prbe.g_00776	Syap.g_01109
OG0000958	Prbe.g_00775	Syap.g_01110
OG0000959	Prbe.g_00771	Syap.g_01114
OG0000960	Prbe.g_00770	Syap.g_01115
OG0000961	Prbe.g_00767	Syap.g_02170
OG0000962	Prbe.g_00765	Syap.g_01121
OG0000963	Prbe.g_00761	Syap.g_01124
OG0000964	Prbe.g_00760	Syap.g_01125
OG0000965	Prbe.g_00759	Syap.g_01126
OG0000966	Prbe.g_00749	Syap.g_01141
OG0000967	Prbe.g_00753	Syap.g_00633
OG0000968	Prbe.g_00755	Syap.g_00998
OG0000969	Prbe.g_00756	Syap.g_00996
OG0000970	Prbe.g_01134	Syap.g_00995
OG0000971	Prbe.g_01135	Syap.g_00993
OG0000972	Prbe.g_01136	Syap.g_00992
OG0000973	Prbe.g_01137	Syap.g_00991
OG0000974	Prbe.g_01138	Syap.g_00990
OG0000975	Prbe.g_01139	Syap.g_00989
OG0000976	Prbe.g_01140	Syap.g_00988
OG0000977	Prbe.g_01141	Syap.g_00986
OG0000978	Prbe.g_01142	Syap.g_00985
OG0000979	Prbe.g_01145	Syap.g_00980
OG0000980	Prbe.g_01147	Syap.g_00977
OG0000981	Prbe.g_01150	Syap.g_01812
OG0000982	Prbe.g_01152	Syap.g_00132
OG0000983	Prbe.g_01153	Syap.g_00134
OG0000984	Prbe.g_01154	Syap.g_00135
OG0000985	Prbe.g_01157	Syap.g_00140
OG0000986	Prbe.g_01159	Syap.g_01044
OG0000987	Prbe.g_01160	Syap.g_01033
OG0000988	Prbe.g_01163	Syap.g_01027
OG0000989	Prbe.g_01167	Syap.g_01011
OG0000990	Prbe.g_01171	Syap.g_02087
OG0000991	Prbe.g_01172	Syap.g_02091
OG0000992	Prbe.g_01175	Syap.g_02095
OG0000993	Prbe.g_01176	Syap.g_02097
OG0000994	Prbe.g_01177	Syap.g_02101
OG0000996	Prbe.g_01182	Syap.g_01817
OG0000997	Prbe.g_01185	Syap.g_02590
OG0000998	Prbe.g_01187	Syap.g_02591
OG0000999	Prbe.g_01188	Syap.g_02592
OG0001001	Prbe.g_01194	Syap.g_02605
OG0001002	Prbe.g_01056	Syap.g_00124
OG0001003	Prbe.g_01057	Syap.g_02310
OG0001004	Prbe.g_01058	Syap.g_02311
OG0001005	Prbe.g_01059	Syap.g_02312
OG0001006	Prbe.g_01063	Syap.g_00053
OG0001007	Prbe.g_01065	Syap.g_00055
OG0001008	Prbe.g_01935	Syap.g_02060
OG0001012	Prbe.g_00144	Syap.g_00371
OG0001013	Prbe.g_00151	Syap.g_01325
OG0001016	Prbe.g_00178	Syap.g_01695
OG0001033	Prbe.g_01757	Syap.g_00105
OG0001035	Prbe.g_01808	Syap.g_01594
OG0001038	Prbe.g_01832	Syap.g_01362
OG0001039	Prbe.g_01835	Syap.g_01359
OG0001040	Prbe.g_01837	Syap.g_01356
OG0001041	Prbe.g_01842	Syap.g_01352
OG0001043	Prbe.g_01860	Syap.g_01676
OG0001044	Prbe.g_01891	Syap.g_00571
OG0001053	Prbe.g_00650	Syap.g_02253
OG0001054	Prbe.g_00635	Syap.g_00274
OG0001055	Prbe.g_00616	Syap.g_00252
OG0001059	Prbe.g_00582	Syap.g_00306
OG0001060	Prbe.g_00576	Syap.g_00299
OG0001061	Prbe.g_00561	Syap.g_01309
OG0001062	Prbe.g_00559	Syap.g_01314
OG0001072	Prbe.g_00544	Syap.g_00441
OG0001073	Prbe.g_00530	Syap.g_00122, Syap.g_00455
OG0001078	Prbe.g_01484	Syap.g_00896
OG0001080	Prbe.g_01466	Syap.g_02505
OG0001085	Prbe.g_00444	Syap.g_01953
OG0001094	Prbe.g_01438	Syap.g_00187
OG0001095	Prbe.g_01235	Syap.g_02725
OG0001096	Prbe.g_01249	Syap.g_02709
OG0001100	Prbe.g_00408	Syap.g_02369
OG0001102	Prbe.g_00414	Syap.g_01258
OG0001103	Prbe.g_00416	Syap.g_01256
OG0001104	Prbe.g_00439	Syap.g_00171
OG0001105	Prbe.g_00443	Syap.g_00175
OG0001107	Prbe.g_01348	Syap.g_02015
OG0001108	Prbe.g_01352	Syap.g_00119
OG0001122	Prbe.g_01387	Syap.g_02766
OG0001123	Prbe.g_01393	Syap.g_01872
OG0001133	Prbe.g_00374	Syap.g_01292
OG0001136	Prbe.g_01552	Syap.g_00230
OG0001137	Prbe.g_01540	Syap.g_00213
OG0001140	Prbe.g_01516	Syap.g_02134
OG0001152	Prbe.g_00357	Syap.g_02447
OG0001154	Prbe.g_00278	Syap.g_00013
OG0001155	Prbe.g_00261	Syap.g_00750
OG0001160	Prbe.g_00229	Syap.g_01217
OG0001162	Prbe.g_00017	Syap.g_02366
OG0001163	Prbe.g_00994	Syap.g_00609
OG0001164	Prbe.g_00990	Syap.g_00614
OG0001165	Prbe.g_00987	Syap.g_00619
OG0001168	Prbe.g_00947	Syap.g_01372
OG0001171	Prbe.g_00933	Syap.g_01505
OG0001172	Prbe.g_01113	Syap.g_00547
OG0001177	Prbe.g_01093	Syap.g_01920
OG0001178	Prbe.g_00980	Syap.g_01786, Syap.g_01787
OG0001179	Prbe.g_00853	Syap.g_00491
OG0001180	Prbe.g_00830	Syap.g_00097, Syap.g_00465
OG0001181	Prbe.g_00826	Syap.g_00459
OG0001183	Prbe.g_00813	Syap.g_00594
OG0001185	Prbe.g_00779	Syap.g_01104
OG0001186	Prbe.g_00747	Syap.g_01140
OG0001187	Prbe.g_00750	Syap.g_01142
OG0001188	Prbe.g_00752	Syap.g_00634
OG0001189	Prbe.g_01146	Syap.g_00979
OG0001191	Prbe.g_01161	Syap.g_01030
OG0001192	Prbe.g_01166	Syap.g_01021
OG0001197	Prbe.g_01198	Syap.g_00126
OG0001198	Prbe.g_01062	Syap.g_00052
OG0001199	Prbe.g_00179	Syap.g_01696
OG0001200	Prbe.g_00181	Syap.g_01698
OG0001202	Prbe.g_01748	Syap.g_01613
OG0001203	Prbe.g_01790	Syap.g_01154
OG0001204	Prbe.g_01796	Syap.g_01577
OG0001214	Prbe.g_01483	Syap.g_00897
OG0001217	Prbe.g_00055	Syap.g_01464
OG0001218	Prbe.g_01612	Syap.g_00020
OG0001219	Prbe.g_01321	Syap.g_02794
OG0001221	Prbe.g_00428	Syap.g_01777
OG0001222	Prbe.g_01400	Syap.g_02027
OG0001224	Prbe.g_01301	Syap.g_01551
OG0001225	Prbe.g_01299	Syap.g_01553
OG0001226	Prbe.g_00495	Syap.g_02551
OG0001228	Prbe.g_01499	Syap.g_01063
OG0001229	Prbe.g_01611	Syap.g_00827
OG0001230	Prbe.g_00318	Syap.g_02116
OG0001231	Prbe.g_01920	Syap.g_00073
OG0001232	Prbe.g_00962	Syap.g_01393
OG0001235	Prbe.g_01097	Syap.g_01924
OG0001236	Prbe.g_00798	Syap.g_01069
OG0001237	Prbe.g_00794	Syap.g_01073
OG0001238	Prbe.g_01162	Syap.g_01028
OG0001239	Prbe.g_00176	Syap.g_01693, Syap.g_01692
OG0001242	Prbe.g_01663	Syap.g_02227, Syap.g_02229
OG0001243	Prbe.g_01670	Syap.g_02219
OG0001244	Prbe.g_01685	Syap.g_02192
OG0001248	Prbe.g_00460	Syap.g_00423
OG0001249	Prbe.g_01889	Syap.g_00575
OG0001250	Prbe.g_01265	Syap.g_01836
OG0001251	Prbe.g_00106	Syap.g_01549, Syap.g_01727
OG0001253	Prbe.g_00492	Syap.g_01969
OG0001255	Prbe.g_01567	Syap.g_02523
OG0001256	Prbe.g_00222	Syap.g_01225
OG0001258	Prbe.g_00989	Syap.g_00617
OG0001260	Prbe.g_00927	Syap.g_01497
OG0001261	Prbe.g_00845	Syap.g_00482
OG0001262	Prbe.g_01144	Syap.g_00981
OG0001263	Prbe.g_01672	Syap.g_02216
OG0001265	Prbe.g_01662	Syap.g_02231
OG0001266	Prbe.g_01752	Syap.g_01618
OG0001267	Prbe.g_01834	Syap.g_01360
OG0001268	Prbe.g_01897	Syap.g_00563
OG0001270	Prbe.g_01932	Syap.g_02056
OG0001271	Prbe.g_00661	Syap.g_02759
OG0001272	Prbe.g_00647	Syap.g_02250
OG0001274	Prbe.g_01776	Syap.g_01897
OG0001275	Prbe.g_01378	Syap.g_02694
OG0001276	Prbe.g_01392	Syap.g_01873
OG0001277	Prbe.g_01184	Syap.g_01293
OG0001278	Prbe.g_01495	Syap.g_02438
OG0001279	Prbe.g_00721	Syap.g_02663
OG0001282	Prbe.g_00372	Syap.g_01701
OG0001284	Prbe.g_00236	Syap.g_00047
OG0001286	Prbe.g_00832	Syap.g_00467
OG0001287	Prbe.g_00772	Syap.g_00418
OG0001288	Prbe.g_00762	Syap.g_01123
OG0001289	Prbe.g_00191	Syap.g_02365
OG0001291	Prbe.g_01680	Syap.g_02207
OG0001292	Prbe.g_01801	Syap.g_01583
OG0001297	Prbe.g_00619	Syap.g_00255
OG0001299	Prbe.g_01452	Syap.g_01959
OG0001303	Prbe.g_01023	Syap.g_02795
OG0001304	Prbe.g_01405	Syap.g_00536
OG0001305	Prbe.g_01293	Syap.g_01562
OG0001306	Prbe.g_01564	Syap.g_00245
OG0001307	Prbe.g_00398	Syap.g_00403
OG0001308	Prbe.g_00301	Syap.g_02751, Syap.g_02750
OG0001310	Prbe.g_00972	Syap.g_01774
OG0001311	Prbe.g_01394	Syap.g_01871
OG0001312	Prbe.g_01330	Syap.g_01735
OG0001314	Prbe.g_00688	Syap.g_00330, Syap.g_00391
OG0001315	Prbe.g_01602	Syap.g_00596
OG0001318	Prbe.g_01810	Syap.g_01596, Syap.g_01597
OG0001319	Prbe.g_01827	Syap.g_02338
OG0001323	Prbe.g_00614	Syap.g_00757
OG0001332	Prbe.g_00265	Syap.g_01548
OG0001333	Prbe.g_00948	Syap.g_01373
