Orthogroup	Prae	Syan
OG0000601	Prae.g_00620	Syan.g_00800
OG0000602	Prae.g_00622	Syan.g_00796
OG0000603	Prae.g_00623	Syan.g_00795
OG0000604	Prae.g_00624	Syan.g_00792
OG0000605	Prae.g_00625	Syan.g_00783
OG0000606	Prae.g_00628	Syan.g_00780
OG0000607	Prae.g_00631	Syan.g_00777
OG0000608	Prae.g_00632	Syan.g_00776
OG0000609	Prae.g_00633	Syan.g_00774
OG0000610	Prae.g_00638	Syan.g_00766
OG0000611	Prae.g_00641	Syan.g_00763
OG0000612	Prae.g_00642	Syan.g_00762
OG0000613	Prae.g_00647	Syan.g_01965
OG0000614	Prae.g_00666	Syan.g_00184
OG0000615	Prae.g_00674	Syan.g_00728
OG0000616	Prae.g_00678	Syan.g_01694
OG0000617	Prae.g_00717	Syan.g_00324
OG0000618	Prae.g_00718	Syan.g_00325
OG0000619	Prae.g_00719	Syan.g_00326
OG0000620	Prae.g_00722	Syan.g_00331
OG0000621	Prae.g_00723	Syan.g_00332
OG0000622	Prae.g_00724	Syan.g_00334
OG0000623	Prae.g_00725	Syan.g_00335
OG0000624	Prae.g_00726	Syan.g_00337
OG0000625	Prae.g_00727	Syan.g_00338
OG0000626	Prae.g_00728	Syan.g_00339
OG0000627	Prae.g_00729	Syan.g_00465
OG0000628	Prae.g_00730	Syan.g_00466
OG0000629	Prae.g_00731	Syan.g_00469
OG0000630	Prae.g_00734	Syan.g_00474
OG0000631	Prae.g_00797	Syan.g_00484
OG0000632	Prae.g_00798	Syan.g_00485
OG0000633	Prae.g_00799	Syan.g_00489
OG0000634	Prae.g_00802	Syan.g_00694
OG0000635	Prae.g_00803	Syan.g_00693
OG0000636	Prae.g_00805	Syan.g_00691
OG0000637	Prae.g_00807	Syan.g_00689
OG0000638	Prae.g_00808	Syan.g_00688
OG0000639	Prae.g_00809	Syan.g_00687
OG0000640	Prae.g_00810	Syan.g_00686
OG0000641	Prae.g_00814	Syan.g_00682
OG0000642	Prae.g_00815	Syan.g_00681
OG0000643	Prae.g_00816	Syan.g_00679
OG0000644	Prae.g_00817	Syan.g_00678
OG0000645	Prae.g_00818	Syan.g_00676
OG0000646	Prae.g_00820	Syan.g_00673
OG0000647	Prae.g_00821	Syan.g_00671
OG0000648	Prae.g_00823	Syan.g_00669
OG0000649	Prae.g_00824	Syan.g_00668
OG0000650	Prae.g_00825	Syan.g_00667
OG0000651	Prae.g_00826	Syan.g_00666
OG0000652	Prae.g_00827	Syan.g_00665
OG0000653	Prae.g_00829	Syan.g_00663
OG0000654	Prae.g_00830	Syan.g_00661
OG0000655	Prae.g_00831	Syan.g_00660
OG0000656	Prae.g_00834	Syan.g_00656
OG0000657	Prae.g_00841	Syan.g_00375
OG0000658	Prae.g_00842	Syan.g_00378
OG0000659	Prae.g_00843	Syan.g_00379
OG0000660	Prae.g_00847	Syan.g_00383
OG0000661	Prae.g_00849	Syan.g_00385
OG0000662	Prae.g_00851	Syan.g_00392
OG0000663	Prae.g_00853	Syan.g_00395
OG0000664	Prae.g_00854	Syan.g_00397
OG0000665	Prae.g_00858	Syan.g_00788
OG0000666	Prae.g_00859	Syan.g_02100
OG0000667	Prae.g_00863	Syan.g_00044
OG0000668	Prae.g_00892	Syan.g_00365
OG0000669	Prae.g_00900	Syan.g_00751
OG0000670	Prae.g_00902	Syan.g_00748
OG0000671	Prae.g_00904	Syan.g_00746
OG0000672	Prae.g_00906	Syan.g_00743
OG0000673	Prae.g_00909	Syan.g_00740
OG0000674	Prae.g_00911	Syan.g_00738
OG0000675	Prae.g_00912	Syan.g_00737
OG0000676	Prae.g_00914	Syan.g_00735
OG0000677	Prae.g_00915	Syan.g_00734
OG0000678	Prae.g_00917	Syan.g_00732
OG0000679	Prae.g_00921	Syan.g_00724
OG0000680	Prae.g_00922	Syan.g_00723
OG0000681	Prae.g_00924	Syan.g_00720
OG0000682	Prae.g_00925	Syan.g_00719
OG0000683	Prae.g_00926	Syan.g_00718
OG0000684	Prae.g_00927	Syan.g_00715
OG0000685	Prae.g_00929	Syan.g_00713
OG0000686	Prae.g_00930	Syan.g_00712
OG0000687	Prae.g_00931	Syan.g_00711
OG0000688	Prae.g_00934	Syan.g_00706
OG0000689	Prae.g_00935	Syan.g_00704
OG0000690	Prae.g_00936	Syan.g_00703
OG0000691	Prae.g_00937	Syan.g_00702
OG0000692	Prae.g_00938	Syan.g_00700
OG0000693	Prae.g_00939	Syan.g_00698
OG0000694	Prae.g_00940	Syan.g_00697
OG0000695	Prae.g_00942	Syan.g_00492
OG0000696	Prae.g_00943	Syan.g_00493
OG0000697	Prae.g_00944	Syan.g_00495
OG0000698	Prae.g_00947	Syan.g_00498
OG0000699	Prae.g_00948	Syan.g_00500
OG0000700	Prae.g_00949	Syan.g_00501
OG0000701	Prae.g_00950	Syan.g_00502
OG0000702	Prae.g_00952	Syan.g_00534
OG0000703	Prae.g_00953	Syan.g_00546
OG0000704	Prae.g_00954	Syan.g_00550
OG0000705	Prae.g_00958	Syan.g_00557
OG0000706	Prae.g_00959	Syan.g_00558
OG0000707	Prae.g_00960	Syan.g_00559
OG0000708	Prae.g_00961	Syan.g_00562
OG0000709	Prae.g_00965	Syan.g_00570
OG0000710	Prae.g_00968	Syan.g_00574
OG0000711	Prae.g_00985	Syan.g_00607
OG0000712	Prae.g_00987	Syan.g_00609
OG0000713	Prae.g_00988	Syan.g_00610
OG0000714	Prae.g_00989	Syan.g_00624
OG0000715	Prae.g_00991	Syan.g_00626
OG0000716	Prae.g_00993	Syan.g_00630
OG0000717	Prae.g_00994	Syan.g_00631
OG0000718	Prae.g_01009	Syan.g_00651
OG0000719	Prae.g_01011	Syan.g_00367
OG0000720	Prae.g_01020	Syan.g_00354
OG0000721	Prae.g_01022	Syan.g_00352
OG0000722	Prae.g_01023	Syan.g_00351
OG0000723	Prae.g_01026	Syan.g_00341
OG0000724	Prae.g_01035	Syan.g_00299
OG0000725	Prae.g_01041	Syan.g_00194
OG0000726	Prae.g_01042	Syan.g_00193
OG0000727	Prae.g_01043	Syan.g_00192
OG0000728	Prae.g_01045	Syan.g_00190
OG0000729	Prae.g_01092	Syan.g_01885
OG0000730	Prae.g_01096	Syan.g_02147
OG0000731	Prae.g_01100	Syan.g_02135
OG0000732	Prae.g_01109	Syan.g_01726
OG0000733	Prae.g_01131	Syan.g_01147
OG0000734	Prae.g_01148	Syan.g_02982
OG0000735	Prae.g_01150	Syan.g_02713
OG0000736	Prae.g_01151	Syan.g_02712
OG0000737	Prae.g_01152	Syan.g_02711
OG0000738	Prae.g_01156	Syan.g_02705
OG0000739	Prae.g_01157	Syan.g_02704
OG0000740	Prae.g_01158	Syan.g_02703
OG0000741	Prae.g_01159	Syan.g_02700
OG0000742	Prae.g_01162	Syan.g_02697
OG0000743	Prae.g_01164	Syan.g_02694
OG0000744	Prae.g_01165	Syan.g_02693
OG0000745	Prae.g_01166	Syan.g_02690
OG0000746	Prae.g_01168	Syan.g_02687
OG0000747	Prae.g_01169	Syan.g_02685
OG0000748	Prae.g_01172	Syan.g_02669
OG0000749	Prae.g_01173	Syan.g_02668
OG0000750	Prae.g_01174	Syan.g_02667
OG0000751	Prae.g_01176	Syan.g_02661
OG0000752	Prae.g_01178	Syan.g_02659
OG0000753	Prae.g_01181	Syan.g_02656
OG0000754	Prae.g_01184	Syan.g_02650
OG0000755	Prae.g_01187	Syan.g_02641
OG0000756	Prae.g_01188	Syan.g_02640
OG0000757	Prae.g_01194	Syan.g_02623
OG0000758	Prae.g_01195	Syan.g_02622
OG0000759	Prae.g_01196	Syan.g_02621
OG0000760	Prae.g_01197	Syan.g_02620
OG0000761	Prae.g_01198	Syan.g_02619
OG0000762	Prae.g_01199	Syan.g_02617
OG0000763	Prae.g_01201	Syan.g_02615
OG0000764	Prae.g_01202	Syan.g_02614
OG0000765	Prae.g_01211	Syan.g_02587
OG0000766	Prae.g_01212	Syan.g_02586
OG0000767	Prae.g_01214	Syan.g_02584
OG0000768	Prae.g_01215	Syan.g_02583
OG0000769	Prae.g_01217	Syan.g_02581
OG0000770	Prae.g_01219	Syan.g_02561
OG0000771	Prae.g_01434	Syan.g_00305
OG0000772	Prae.g_01293	Syan.g_00436
OG0000773	Prae.g_01319	Syan.g_01199
OG0000774	Prae.g_01321	Syan.g_01205
OG0000775	Prae.g_01324	Syan.g_01207
OG0000776	Prae.g_01325	Syan.g_01208
OG0000777	Prae.g_01326	Syan.g_01209
OG0000778	Prae.g_01327	Syan.g_01210
OG0000779	Prae.g_01331	Syan.g_01215
OG0000780	Prae.g_01332	Syan.g_01218
OG0000781	Prae.g_01335	Syan.g_01222
OG0000782	Prae.g_01336	Syan.g_01223
OG0000783	Prae.g_01337	Syan.g_01224
OG0000784	Prae.g_01338	Syan.g_01225
OG0000785	Prae.g_01340	Syan.g_01228
OG0000786	Prae.g_01342	Syan.g_01243
OG0000787	Prae.g_01343	Syan.g_01244
OG0000788	Prae.g_01355	Syan.g_00843
OG0000789	Prae.g_01358	Syan.g_00075
OG0000790	Prae.g_01373	Syan.g_02778
OG0000791	Prae.g_01375	Syan.g_02780
OG0000792	Prae.g_01376	Syan.g_02781
OG0000793	Prae.g_01379	Syan.g_02879
OG0000794	Prae.g_01380	Syan.g_02881
OG0000795	Prae.g_01381	Syan.g_02882
OG0000796	Prae.g_01385	Syan.g_02886
OG0000797	Prae.g_01386	Syan.g_02888
OG0000798	Prae.g_01420	Syan.g_02026
OG0000799	Prae.g_01441	Syan.g_01310
OG0000800	Prae.g_01442	Syan.g_01308
OG0000801	Prae.g_01443	Syan.g_01307
OG0000802	Prae.g_01445	Syan.g_01303
OG0000803	Prae.g_01447	Syan.g_01294
OG0000804	Prae.g_01448	Syan.g_01291
OG0000805	Prae.g_01450	Syan.g_01289
OG0000806	Prae.g_01452	Syan.g_01287
OG0000807	Prae.g_01453	Syan.g_01286
OG0000808	Prae.g_01454	Syan.g_01285
OG0000809	Prae.g_01457	Syan.g_01281
OG0000810	Prae.g_01458	Syan.g_01280
OG0000811	Prae.g_01462	Syan.g_01272
OG0000812	Prae.g_01464	Syan.g_01270
OG0000813	Prae.g_01465	Syan.g_01269
OG0000814	Prae.g_01467	Syan.g_01267
OG0000815	Prae.g_01468	Syan.g_01249
OG0000816	Prae.g_01470	Syan.g_01247
OG0000817	Prae.g_01471	Syan.g_01328
OG0000818	Prae.g_01476	Syan.g_02807
OG0000819	Prae.g_01477	Syan.g_02808
OG0000820	Prae.g_01478	Syan.g_02809
OG0000821	Prae.g_01482	Syan.g_02815
OG0000822	Prae.g_01483	Syan.g_02817
OG0000823	Prae.g_01484	Syan.g_02818
OG0000824	Prae.g_01487	Syan.g_02824
OG0000825	Prae.g_01488	Syan.g_02825
OG0000826	Prae.g_01489	Syan.g_02826
OG0000827	Prae.g_01490	Syan.g_02827
OG0000828	Prae.g_01493	Syan.g_02830
OG0000829	Prae.g_01494	Syan.g_02831
OG0000830	Prae.g_01495	Syan.g_02832
OG0000831	Prae.g_01497	Syan.g_02834
OG0000832	Prae.g_01503	Syan.g_02408
OG0000833	Prae.g_01511	Syan.g_01343
OG0000834	Prae.g_01512	Syan.g_01345
OG0000835	Prae.g_01513	Syan.g_01346
OG0000836	Prae.g_01514	Syan.g_01349
OG0000837	Prae.g_01515	Syan.g_01351
OG0000838	Prae.g_01517	Syan.g_01355
OG0000839	Prae.g_01518	Syan.g_01356
OG0000840	Prae.g_01519	Syan.g_01357
OG0000841	Prae.g_01520	Syan.g_01358
OG0000842	Prae.g_01521	Syan.g_01359
OG0000843	Prae.g_01522	Syan.g_01360
OG0000844	Prae.g_01523	Syan.g_01362
OG0000845	Prae.g_01524	Syan.g_01363
OG0000846	Prae.g_01525	Syan.g_01364
OG0000847	Prae.g_01526	Syan.g_01365
OG0000848	Prae.g_01527	Syan.g_01367
OG0000849	Prae.g_01528	Syan.g_01368
OG0000850	Prae.g_01530	Syan.g_01371
OG0000851	Prae.g_01531	Syan.g_01374
OG0000852	Prae.g_01532	Syan.g_01375
OG0000853	Prae.g_01536	Syan.g_01379
OG0000854	Prae.g_01538	Syan.g_01381
OG0000855	Prae.g_01539	Syan.g_01382
OG0000856	Prae.g_01554	Syan.g_01136
OG0000857	Prae.g_01582	Syan.g_00672
OG0000858	Prae.g_01617	Syan.g_01389
OG0000859	Prae.g_01618	Syan.g_01390
OG0000860	Prae.g_01625	Syan.g_01402
OG0000861	Prae.g_01626	Syan.g_01403
OG0000862	Prae.g_01627	Syan.g_01412
OG0000863	Prae.g_01629	Syan.g_01414
OG0000864	Prae.g_01630	Syan.g_00969
OG0000865	Prae.g_01631	Syan.g_01415
OG0000866	Prae.g_01632	Syan.g_01416
OG0000867	Prae.g_01633	Syan.g_01417
OG0000868	Prae.g_01634	Syan.g_01421
OG0000869	Prae.g_01638	Syan.g_01426
OG0000870	Prae.g_01643	Syan.g_01431
OG0000871	Prae.g_01644	Syan.g_01432
OG0000872	Prae.g_01645	Syan.g_01438
OG0000873	Prae.g_01648	Syan.g_01441
OG0000874	Prae.g_01651	Syan.g_01443
OG0000875	Prae.g_01652	Syan.g_01445
OG0000876	Prae.g_01653	Syan.g_00391
OG0000877	Prae.g_01655	Syan.g_01449
OG0000878	Prae.g_01656	Syan.g_01450
OG0000879	Prae.g_01657	Syan.g_01451
OG0000880	Prae.g_01658	Syan.g_01452
OG0000881	Prae.g_01662	Syan.g_01457
OG0000882	Prae.g_01667	Syan.g_01462
OG0000883	Prae.g_01668	Syan.g_01464
OG0000884	Prae.g_01670	Syan.g_01466
OG0000885	Prae.g_01671	Syan.g_01467
OG0000886	Prae.g_01672	Syan.g_01468
OG0000887	Prae.g_01673	Syan.g_01469
OG0000888	Prae.g_01675	Syan.g_01471
OG0000889	Prae.g_01677	Syan.g_01473
OG0000890	Prae.g_01678	Syan.g_01476
OG0000891	Prae.g_01679	Syan.g_01477
OG0000892	Prae.g_01681	Syan.g_01480
OG0000893	Prae.g_01686	Syan.g_02103
OG0000894	Prae.g_01688	Syan.g_02108
OG0000895	Prae.g_01691	Syan.g_02112
OG0000896	Prae.g_01692	Syan.g_02113
OG0000897	Prae.g_01694	Syan.g_02115
OG0000898	Prae.g_01695	Syan.g_02116
OG0000899	Prae.g_01696	Syan.g_02117
OG0000900	Prae.g_01697	Syan.g_02118
OG0000901	Prae.g_01700	Syan.g_02123
OG0000902	Prae.g_01702	Syan.g_02125
OG0000903	Prae.g_01705	Syan.g_02252
OG0000904	Prae.g_01707	Syan.g_02258
OG0000905	Prae.g_01712	Syan.g_02129
OG0000906	Prae.g_01713	Syan.g_02127
OG0000907	Prae.g_01716	Syan.g_02245
OG0000908	Prae.g_01719	Syan.g_02242
OG0000909	Prae.g_01720	Syan.g_02241
OG0000910	Prae.g_01721	Syan.g_02240
OG0000911	Prae.g_01723	Syan.g_02238
OG0000912	Prae.g_01724	Syan.g_02237
OG0000913	Prae.g_01725	Syan.g_02236
OG0000914	Prae.g_01726	Syan.g_02235
OG0000915	Prae.g_01727	Syan.g_02233
OG0000916	Prae.g_01728	Syan.g_02232
OG0000917	Prae.g_01729	Syan.g_02231
OG0000918	Prae.g_01730	Syan.g_02230
OG0000919	Prae.g_01731	Syan.g_02229
OG0000920	Prae.g_01732	Syan.g_02228
OG0000921	Prae.g_01733	Syan.g_02227
OG0000922	Prae.g_01734	Syan.g_02226
OG0000923	Prae.g_01738	Syan.g_02222
OG0000924	Prae.g_01739	Syan.g_02221
OG0000925	Prae.g_01740	Syan.g_02220
OG0000926	Prae.g_01741	Syan.g_02219
OG0000927	Prae.g_01743	Syan.g_02217
OG0000928	Prae.g_01744	Syan.g_02216
OG0000929	Prae.g_01745	Syan.g_02215
OG0000930	Prae.g_01746	Syan.g_02214
OG0000931	Prae.g_01747	Syan.g_02213
OG0000932	Prae.g_01748	Syan.g_02212
OG0000933	Prae.g_01752	Syan.g_02206
OG0000934	Prae.g_01754	Syan.g_02204
OG0000935	Prae.g_01755	Syan.g_02203
OG0000936	Prae.g_01756	Syan.g_02202
OG0000937	Prae.g_01757	Syan.g_02201
OG0000938	Prae.g_01759	Syan.g_02198
OG0000939	Prae.g_01760	Syan.g_02197
OG0000940	Prae.g_01768	Syan.g_02188
OG0000941	Prae.g_01770	Syan.g_02186
OG0000942	Prae.g_01772	Syan.g_02184
OG0000943	Prae.g_01773	Syan.g_02183
OG0000944	Prae.g_01774	Syan.g_02181
OG0000945	Prae.g_01775	Syan.g_02180
OG0000946	Prae.g_01779	Syan.g_02167
OG0000947	Prae.g_01781	Syan.g_02164
OG0000948	Prae.g_01782	Syan.g_02163
OG0000949	Prae.g_01785	Syan.g_01951
OG0000950	Prae.g_01790	Syan.g_01940
OG0000951	Prae.g_01794	Syan.g_01932
OG0000952	Prae.g_01798	Syan.g_01927
OG0000953	Prae.g_01801	Syan.g_01922
OG0000954	Prae.g_01805	Syan.g_01916
OG0000955	Prae.g_01806	Syan.g_01915
OG0000956	Prae.g_01808	Syan.g_01913
OG0000957	Prae.g_01813	Syan.g_01898
OG0000958	Prae.g_01814	Syan.g_01897
OG0000959	Prae.g_01818	Syan.g_01893
OG0000960	Prae.g_01819	Syan.g_01892
OG0000961	Prae.g_01821	Syan.g_03024
OG0000962	Prae.g_01823	Syan.g_01887
OG0000963	Prae.g_01827	Syan.g_01881
OG0000964	Prae.g_01828	Syan.g_01880
OG0000965	Prae.g_01829	Syan.g_01879
OG0000966	Prae.g_01836	Syan.g_01812
OG0000967	Prae.g_01840	Syan.g_01804
OG0000968	Prae.g_01842	Syan.g_01706
OG0000969	Prae.g_01843	Syan.g_01708
OG0000970	Prae.g_01844	Syan.g_01709
OG0000971	Prae.g_01845	Syan.g_01711
OG0000972	Prae.g_01846	Syan.g_01712
OG0000973	Prae.g_01847	Syan.g_01713
OG0000974	Prae.g_01848	Syan.g_01714
OG0000975	Prae.g_01849	Syan.g_01715
OG0000976	Prae.g_01850	Syan.g_01716
OG0000977	Prae.g_01851	Syan.g_01718
OG0000978	Prae.g_01852	Syan.g_01719
OG0000979	Prae.g_01855	Syan.g_01722
OG0000980	Prae.g_01857	Syan.g_01725
OG0000981	Prae.g_01859	Syan.g_01728
OG0000982	Prae.g_01861	Syan.g_01566
OG0000983	Prae.g_01862	Syan.g_01567
OG0000984	Prae.g_01863	Syan.g_01568
OG0000985	Prae.g_01866	Syan.g_01572
OG0000986	Prae.g_01868	Syan.g_01574
OG0000987	Prae.g_01869	Syan.g_01576
OG0000988	Prae.g_01872	Syan.g_01581
OG0000989	Prae.g_01876	Syan.g_01587
OG0000990	Prae.g_01879	Syan.g_01615
OG0000991	Prae.g_01880	Syan.g_01618
OG0000992	Prae.g_01882	Syan.g_01622
OG0000993	Prae.g_01883	Syan.g_01623
OG0000994	Prae.g_01884	Syan.g_01625
OG0000995	Prae.g_01888	Syan.g_01629
OG0000996	Prae.g_01889	Syan.g_01653
OG0000997	Prae.g_01890	Syan.g_01677
OG0000998	Prae.g_01892	Syan.g_01679
OG0000999	Prae.g_01893	Syan.g_01680
OG0001000	Prae.g_01896	Syan.g_01684
OG0001001	Prae.g_01898	Syan.g_01690
OG0001002	Prae.g_01902	Syan.g_01697
OG0001003	Prae.g_01903	Syan.g_01699
OG0001004	Prae.g_01904	Syan.g_01700
OG0001005	Prae.g_01905	Syan.g_01701
OG0001006	Prae.g_01909	Syan.g_01794
OG0001007	Prae.g_01911	Syan.g_01796
OG0001008	Prae.g_00411	Syan.g_02397
OG0001009	Prae.g_00027	Syan.g_01748
OG0001010	Prae.g_00028	Syan.g_01747
OG0001011	Prae.g_00029	Syan.g_01745
OG0001012	Prae.g_00045	Syan.g_00281
OG0001013	Prae.g_00050	Syan.g_01542
OG0001014	Prae.g_00053	Syan.g_01535
OG0001015	Prae.g_00054	Syan.g_01534
OG0001016	Prae.g_00073	Syan.g_02912
OG0001017	Prae.g_00077	Syan.g_02918
OG0001018	Prae.g_00080	Syan.g_02920
OG0001019	Prae.g_00089	Syan.g_02947
OG0001020	Prae.g_00090	Syan.g_02951
OG0001021	Prae.g_00091	Syan.g_02958
OG0001022	Prae.g_00094	Syan.g_02964
OG0001023	Prae.g_00095	Syan.g_02965
OG0001024	Prae.g_00098	Syan.g_00968
OG0001025	Prae.g_00104	Syan.g_02971
OG0001026	Prae.g_00110	Syan.g_02984
OG0001027	Prae.g_00111	Syan.g_02308
OG0001028	Prae.g_00113	Syan.g_02305
OG0001029	Prae.g_00115	Syan.g_02303
OG0001030	Prae.g_00130	Syan.g_02281
OG0001031	Prae.g_00189	Syan.g_03060
OG0001032	Prae.g_00190	Syan.g_03063
OG0001033	Prae.g_00211	Syan.g_00970
OG0001034	Prae.g_00239	Syan.g_02425
OG0001035	Prae.g_00257	Syan.g_02062
OG0001036	Prae.g_00262	Syan.g_02056
OG0001037	Prae.g_00263	Syan.g_02054
OG0001038	Prae.g_00279	Syan.g_02025
OG0001039	Prae.g_00282	Syan.g_02022
OG0001040	Prae.g_00284	Syan.g_02019
OG0001041	Prae.g_00288	Syan.g_02015
OG0001042	Prae.g_00305	Syan.g_01992
OG0001043	Prae.g_00306	Syan.g_01988
OG0001044	Prae.g_00334	Syan.g_02145
OG0001045	Prae.g_00342	Syan.g_02132
OG0001046	Prae.g_00379	Syan.g_00591
OG0001047	Prae.g_00413	Syan.g_02399
OG0001048	Prae.g_00414	Syan.g_02400
OG0001049	Prae.g_00416	Syan.g_01340
OG0001050	Prae.g_00417	Syan.g_01339
OG0001051	Prae.g_00418	Syan.g_01338
OG0001052	Prae.g_00445	Syan.g_02850
OG0001053	Prae.g_00457	Syan.g_02761
OG0001054	Prae.g_00472	Syan.g_02742
OG0001055	Prae.g_00491	Syan.g_02721
OG0001056	Prae.g_00511	Syan.g_01161
OG0001057	Prae.g_00516	Syan.g_00832
OG0001058	Prae.g_00524	Syan.g_00851
OG0001059	Prae.g_00528	Syan.g_00855
OG0001060	Prae.g_00535	Syan.g_00861
OG0001061	Prae.g_00548	Syan.g_00880
OG0001063	Prae.g_00552	Syan.g_00945
OG0001064	Prae.g_00553	Syan.g_00946
OG0001065	Prae.g_00554	Syan.g_00947
OG0001066	Prae.g_00555	Syan.g_00948
OG0001067	Prae.g_00556	Syan.g_00949
OG0001068	Prae.g_00557	Syan.g_00950
OG0001069	Prae.g_00558	Syan.g_00951
OG0001070	Prae.g_00561	Syan.g_00955
OG0001071	Prae.g_00562	Syan.g_00956
OG0001072	Prae.g_00564	Syan.g_00960
OG0001073	Prae.g_00578	Syan.g_01012
OG0001074	Prae.g_00589	Syan.g_00202
OG0001075	Prae.g_00590	Syan.g_00200
OG0001076	Prae.g_00598	Syan.g_00012
OG0001077	Prae.g_00602	Syan.g_01140
OG0001078	Prae.g_00610	Syan.g_00815
OG0001079	Prae.g_00621	Syan.g_00799
OG0001080	Prae.g_00627	Syan.g_00781
OG0001081	Prae.g_00629	Syan.g_00779
OG0001082	Prae.g_00630	Syan.g_00778
OG0001083	Prae.g_00635	Syan.g_00771
OG0001084	Prae.g_00636	Syan.g_00770
OG0001086	Prae.g_00645	Syan.g_00757
OG0001087	Prae.g_00662	Syan.g_01159
OG0001088	Prae.g_00663	Syan.g_02688
OG0001089	Prae.g_00671	Syan.g_00185
OG0001090	Prae.g_00712	Syan.g_00317
OG0001091	Prae.g_00714	Syan.g_00320
OG0001092	Prae.g_00715	Syan.g_00322
OG0001093	Prae.g_00720	Syan.g_00328
OG0001094	Prae.g_00800	Syan.g_00696
OG0001095	Prae.g_00819	Syan.g_00675
OG0001096	Prae.g_00832	Syan.g_00659
OG0001097	Prae.g_00850	Syan.g_00386
OG0001099	Prae.g_00897	Syan.g_02304
OG0001100	Prae.g_00901	Syan.g_00749
OG0001101	Prae.g_00903	Syan.g_00747
OG0001102	Prae.g_00905	Syan.g_00744
OG0001103	Prae.g_00907	Syan.g_00742
OG0001104	Prae.g_00928	Syan.g_00714
OG0001106	Prae.g_00955	Syan.g_00551
OG0001107	Prae.g_00962	Syan.g_00563
OG0001108	Prae.g_00966	Syan.g_00571
OG0001109	Prae.g_00967	Syan.g_00573
OG0001110	Prae.g_00969	Syan.g_00575
OG0001111	Prae.g_00970	Syan.g_00577
OG0001112	Prae.g_00971	Syan.g_00579
OG0001113	Prae.g_00972	Syan.g_00580
OG0001114	Prae.g_00973	Syan.g_00581
OG0001115	Prae.g_00975	Syan.g_00586
OG0001116	Prae.g_00976	Syan.g_00588
OG0001117	Prae.g_00977	Syan.g_00589
OG0001118	Prae.g_00978	Syan.g_00590
OG0001119	Prae.g_00979	Syan.g_00592
OG0001120	Prae.g_00981	Syan.g_00597
OG0001122	Prae.g_01012	Syan.g_00366
OG0001123	Prae.g_01016	Syan.g_00359
OG0001124	Prae.g_01018	Syan.g_00357
OG0001125	Prae.g_01019	Syan.g_00355
OG0001126	Prae.g_01029	Syan.g_00307
OG0001127	Prae.g_01030	Syan.g_00306
OG0001128	Prae.g_01032	Syan.g_00303
OG0001129	Prae.g_01033	Syan.g_00301
OG0001130	Prae.g_01034	Syan.g_00300
OG0001131	Prae.g_01072	Syan.g_00079
OG0001132	Prae.g_01081	Syan.g_00100
OG0001133	Prae.g_01115	Syan.g_00006
OG0001134	Prae.g_01130	Syan.g_01146
OG0001135	Prae.g_01133	Syan.g_01150
OG0001136	Prae.g_01160	Syan.g_02699
OG0001137	Prae.g_01171	Syan.g_02670
OG0001138	Prae.g_01189	Syan.g_02638
OG0001139	Prae.g_01190	Syan.g_02636
OG0001140	Prae.g_01191	Syan.g_02635
OG0001141	Prae.g_01192	Syan.g_02625
OG0001142	Prae.g_01193	Syan.g_02624
OG0001143	Prae.g_01200	Syan.g_02616
OG0001144	Prae.g_01205	Syan.g_02596
OG0001145	Prae.g_01320	Syan.g_01200
OG0001146	Prae.g_01333	Syan.g_01219
OG0001147	Prae.g_01354	Syan.g_02842
OG0001148	Prae.g_01370	Syan.g_02775
OG0001149	Prae.g_01371	Syan.g_02776
OG0001150	Prae.g_01372	Syan.g_02777
OG0001151	Prae.g_01383	Syan.g_02884
OG0001152	Prae.g_01384	Syan.g_02885
OG0001153	Prae.g_01491	Syan.g_02828
OG0001154	Prae.g_01492	Syan.g_02829
OG0001156	Prae.g_01507	Syan.g_02404
OG0001157	Prae.g_01508	Syan.g_02403
OG0001158	Prae.g_01509	Syan.g_02402
OG0001159	Prae.g_01510	Syan.g_02401
OG0001160	Prae.g_01534	Syan.g_01377
OG0001161	Prae.g_01547	Syan.g_01594
OG0001162	Prae.g_01558	Syan.g_02943
OG0001163	Prae.g_01615	Syan.g_01385
OG0001164	Prae.g_01619	Syan.g_01392
OG0001165	Prae.g_01622	Syan.g_01397
OG0001166	Prae.g_01642	Syan.g_01430
OG0001167	Prae.g_01659	Syan.g_00992
OG0001168	Prae.g_01661	Syan.g_01456
OG0001169	Prae.g_01663	Syan.g_01458
OG0001170	Prae.g_01665	Syan.g_01460
OG0001171	Prae.g_01674	Syan.g_01470
OG0001172	Prae.g_01689	Syan.g_02110
OG0001173	Prae.g_01690	Syan.g_02111
OG0001174	Prae.g_01698	Syan.g_02119
OG0001175	Prae.g_01699	Syan.g_02120
OG0001176	Prae.g_01706	Syan.g_02253
OG0001177	Prae.g_01709	Syan.g_02256
OG0001179	Prae.g_01742	Syan.g_02218
OG0001180	Prae.g_01765	Syan.g_02191
OG0001181	Prae.g_01769	Syan.g_02187
OG0001182	Prae.g_01776	Syan.g_02179
OG0001183	Prae.g_01780	Syan.g_02166
OG0001184	Prae.g_01796	Syan.g_01929
OG0001185	Prae.g_01810	Syan.g_01902
OG0001186	Prae.g_01833	Syan.g_01864
OG0001187	Prae.g_01837	Syan.g_01811
OG0001188	Prae.g_01839	Syan.g_01806
OG0001189	Prae.g_01856	Syan.g_01723
