Orthogroup	Prae	Syad
OG0000591	Prae.g_00599	Syad.g_02169
OG0000592	Prae.g_00600	Syad.g_02168
OG0000593	Prae.g_00606	Syad.g_02156
OG0000594	Prae.g_00607	Syad.g_02155
OG0000595	Prae.g_00608	Syad.g_02154
OG0000596	Prae.g_00612	Syad.g_02149
OG0000597	Prae.g_00614	Syad.g_02146
OG0000598	Prae.g_00615	Syad.g_02145
OG0000599	Prae.g_00618	Syad.g_02142
OG0000600	Prae.g_00619	Syad.g_02141
OG0000601	Prae.g_00620	Syad.g_02140
OG0000602	Prae.g_00622	Syad.g_02135
OG0000603	Prae.g_00623	Syad.g_02134
OG0000604	Prae.g_00624	Syad.g_02131
OG0000605	Prae.g_00625	Syad.g_02026
OG0000606	Prae.g_00628	Syad.g_01567
OG0000607	Prae.g_00631	Syad.g_01571
OG0000608	Prae.g_00632	Syad.g_01572
OG0000609	Prae.g_00633	Syad.g_01574
OG0000610	Prae.g_00638	Syad.g_01589
OG0000611	Prae.g_00641	Syad.g_01592
OG0000612	Prae.g_00642	Syad.g_01593
OG0000613	Prae.g_00647	Syad.g_00457
OG0000614	Prae.g_00666	Syad.g_01340
OG0000615	Prae.g_00674	Syad.g_01948
OG0000616	Prae.g_00678	Syad.g_00145
OG0000617	Prae.g_00717	Syad.g_01810
OG0000618	Prae.g_00718	Syad.g_01809
OG0000619	Prae.g_00719	Syad.g_01808
OG0000620	Prae.g_00722	Syad.g_01803
OG0000621	Prae.g_00723	Syad.g_01802
OG0000622	Prae.g_00724	Syad.g_01801
OG0000623	Prae.g_00725	Syad.g_01800
OG0000624	Prae.g_00726	Syad.g_01798
OG0000625	Prae.g_00727	Syad.g_01797
OG0000626	Prae.g_00728	Syad.g_01796
OG0000627	Prae.g_00729	Syad.g_01640
OG0000628	Prae.g_00730	Syad.g_01641
OG0000629	Prae.g_00731	Syad.g_01644
OG0000630	Prae.g_00734	Syad.g_01648
OG0000631	Prae.g_00797	Syad.g_01658
OG0000632	Prae.g_00798	Syad.g_01659
OG0000633	Prae.g_00799	Syad.g_01660
OG0000634	Prae.g_00802	Syad.g_01893
OG0000635	Prae.g_00803	Syad.g_01892
OG0000636	Prae.g_00805	Syad.g_01890
OG0000637	Prae.g_00807	Syad.g_01888
OG0000638	Prae.g_00808	Syad.g_01887
OG0000639	Prae.g_00809	Syad.g_01886
OG0000640	Prae.g_00810	Syad.g_01885
OG0000641	Prae.g_00814	Syad.g_01881
OG0000642	Prae.g_00815	Syad.g_01880
OG0000643	Prae.g_00816	Syad.g_01878
OG0000644	Prae.g_00817	Syad.g_01877
OG0000645	Prae.g_00818	Syad.g_01875
OG0000646	Prae.g_00820	Syad.g_01872
OG0000647	Prae.g_00821	Syad.g_01870
OG0000648	Prae.g_00823	Syad.g_01860
OG0000649	Prae.g_00824	Syad.g_01859
OG0000650	Prae.g_00825	Syad.g_01858
OG0000651	Prae.g_00826	Syad.g_01857
OG0000652	Prae.g_00827	Syad.g_01856
OG0000653	Prae.g_00829	Syad.g_01850
OG0000654	Prae.g_00830	Syad.g_01849
OG0000655	Prae.g_00831	Syad.g_01848
OG0000656	Prae.g_00834	Syad.g_01845
OG0000657	Prae.g_00841	Syad.g_01240
OG0000658	Prae.g_00842	Syad.g_01231
OG0000659	Prae.g_00843	Syad.g_01230
OG0000660	Prae.g_00847	Syad.g_01226
OG0000661	Prae.g_00849	Syad.g_01224
OG0000662	Prae.g_00851	Syad.g_01222
OG0000663	Prae.g_00853	Syad.g_01219
OG0000664	Prae.g_00854	Syad.g_01209
OG0000665	Prae.g_00858	Syad.g_02115
OG0000666	Prae.g_00859	Syad.g_02027
OG0000667	Prae.g_00863	Syad.g_00612
OG0000668	Prae.g_00892	Syad.g_01688
OG0000669	Prae.g_00900	Syad.g_01606
OG0000670	Prae.g_00902	Syad.g_01609
OG0000671	Prae.g_00904	Syad.g_01611
OG0000672	Prae.g_00906	Syad.g_01615
OG0000673	Prae.g_00909	Syad.g_01618
OG0000674	Prae.g_00911	Syad.g_01620
OG0000675	Prae.g_00912	Syad.g_01633
OG0000676	Prae.g_00914	Syad.g_01635
OG0000677	Prae.g_00915	Syad.g_01636
OG0000678	Prae.g_00917	Syad.g_01957
OG0000679	Prae.g_00921	Syad.g_01922
OG0000680	Prae.g_00922	Syad.g_01921
OG0000681	Prae.g_00924	Syad.g_01919
OG0000682	Prae.g_00925	Syad.g_01918
OG0000683	Prae.g_00926	Syad.g_01917
OG0000684	Prae.g_00927	Syad.g_01912
OG0000685	Prae.g_00929	Syad.g_01910
OG0000686	Prae.g_00930	Syad.g_01909
OG0000687	Prae.g_00931	Syad.g_01908
OG0000688	Prae.g_00934	Syad.g_01904
OG0000689	Prae.g_00935	Syad.g_01902
OG0000690	Prae.g_00936	Syad.g_01901
OG0000691	Prae.g_00937	Syad.g_01900
OG0000692	Prae.g_00938	Syad.g_01899
OG0000693	Prae.g_00939	Syad.g_01897
OG0000694	Prae.g_00940	Syad.g_01896
OG0000695	Prae.g_00942	Syad.g_01662
OG0000696	Prae.g_00943	Syad.g_01663
OG0000697	Prae.g_00944	Syad.g_01789
OG0000698	Prae.g_00947	Syad.g_01786
OG0000699	Prae.g_00948	Syad.g_01785
OG0000700	Prae.g_00949	Syad.g_01784
OG0000701	Prae.g_00950	Syad.g_01783
OG0000702	Prae.g_00952	Syad.g_01775
OG0000703	Prae.g_00953	Syad.g_01774
OG0000704	Prae.g_00954	Syad.g_01772
OG0000705	Prae.g_00958	Syad.g_01765
OG0000706	Prae.g_00959	Syad.g_01764
OG0000707	Prae.g_00960	Syad.g_01763
OG0000708	Prae.g_00961	Syad.g_01760
OG0000709	Prae.g_00965	Syad.g_01745
OG0000710	Prae.g_00968	Syad.g_01738
OG0000711	Prae.g_00985	Syad.g_01710
OG0000712	Prae.g_00987	Syad.g_01708
OG0000713	Prae.g_00988	Syad.g_01707
OG0000714	Prae.g_00989	Syad.g_01705
OG0000715	Prae.g_00991	Syad.g_01703
OG0000716	Prae.g_00993	Syad.g_01697
OG0000717	Prae.g_00994	Syad.g_01696
OG0000718	Prae.g_01009	Syad.g_01692
OG0000719	Prae.g_01011	Syad.g_01690
OG0000720	Prae.g_01020	Syad.g_01677
OG0000721	Prae.g_01022	Syad.g_01675
OG0000722	Prae.g_01023	Syad.g_01674
OG0000723	Prae.g_01026	Syad.g_01791
OG0000724	Prae.g_01035	Syad.g_01284
OG0000725	Prae.g_01041	Syad.g_01293
OG0000726	Prae.g_01042	Syad.g_01294
OG0000727	Prae.g_01043	Syad.g_01295
OG0000728	Prae.g_01045	Syad.g_01297
OG0000729	Prae.g_01092	Syad.g_00331
OG0000730	Prae.g_01096	Syad.g_00758
OG0000731	Prae.g_01100	Syad.g_00770
OG0000732	Prae.g_01109	Syad.g_00214
OG0000733	Prae.g_01131	Syad.g_00028
OG0000734	Prae.g_01148	Syad.g_02809
OG0000735	Prae.g_01150	Syad.g_01120
OG0000736	Prae.g_01151	Syad.g_01121
OG0000737	Prae.g_01152	Syad.g_01122
OG0000738	Prae.g_01156	Syad.g_01127
OG0000739	Prae.g_01157	Syad.g_01145
OG0000740	Prae.g_01158	Syad.g_01146
OG0000741	Prae.g_01159	Syad.g_01149
OG0000742	Prae.g_01162	Syad.g_01151
OG0000743	Prae.g_01164	Syad.g_01153
OG0000744	Prae.g_01165	Syad.g_01154
OG0000745	Prae.g_01166	Syad.g_01156
OG0000746	Prae.g_01168	Syad.g_01158
OG0000747	Prae.g_01169	Syad.g_01159
OG0000748	Prae.g_01172	Syad.g_01170
OG0000749	Prae.g_01173	Syad.g_01173
OG0000750	Prae.g_01174	Syad.g_01174
OG0000751	Prae.g_01176	Syad.g_01182
OG0000752	Prae.g_01178	Syad.g_01184
OG0000753	Prae.g_01181	Syad.g_01187
OG0000754	Prae.g_01184	Syad.g_01516
OG0000755	Prae.g_01187	Syad.g_01504
OG0000756	Prae.g_01188	Syad.g_01498
OG0000757	Prae.g_01194	Syad.g_01487
OG0000758	Prae.g_01195	Syad.g_01486
OG0000759	Prae.g_01196	Syad.g_01485
OG0000760	Prae.g_01197	Syad.g_01484
OG0000761	Prae.g_01198	Syad.g_01480
OG0000762	Prae.g_01199	Syad.g_01474
OG0000763	Prae.g_01201	Syad.g_01468
OG0000764	Prae.g_01202	Syad.g_01467
OG0000765	Prae.g_01211	Syad.g_01447
OG0000766	Prae.g_01212	Syad.g_01446
OG0000767	Prae.g_01214	Syad.g_01444
OG0000768	Prae.g_01215	Syad.g_01443
OG0000769	Prae.g_01217	Syad.g_01441
OG0000770	Prae.g_01219	Syad.g_01437
OG0000771	Prae.g_01434	Syad.g_01278
OG0000772	Prae.g_01293	Syad.g_02078
OG0000773	Prae.g_01319	Syad.g_01114
OG0000774	Prae.g_01321	Syad.g_02396
OG0000775	Prae.g_01324	Syad.g_02398
OG0000776	Prae.g_01325	Syad.g_02399
OG0000777	Prae.g_01326	Syad.g_02400
OG0000778	Prae.g_01327	Syad.g_02401
OG0000779	Prae.g_01331	Syad.g_02407
OG0000780	Prae.g_01332	Syad.g_02411
OG0000781	Prae.g_01335	Syad.g_02415
OG0000782	Prae.g_01336	Syad.g_02416
OG0000783	Prae.g_01337	Syad.g_02418
OG0000784	Prae.g_01338	Syad.g_02419
OG0000785	Prae.g_01340	Syad.g_02421
OG0000786	Prae.g_01342	Syad.g_01101
OG0000787	Prae.g_01343	Syad.g_01100
OG0000788	Prae.g_01355	Syad.g_02139
OG0000789	Prae.g_01358	Syad.g_01982
OG0000790	Prae.g_01373	Syad.g_00886
OG0000791	Prae.g_01375	Syad.g_00885
OG0000792	Prae.g_01376	Syad.g_00884
OG0000793	Prae.g_01379	Syad.g_00879
OG0000794	Prae.g_01380	Syad.g_00878
OG0000795	Prae.g_01381	Syad.g_00877
OG0000796	Prae.g_01385	Syad.g_00871
OG0000797	Prae.g_01386	Syad.g_00870
OG0000798	Prae.g_01420	Syad.g_00525
OG0000799	Prae.g_01441	Syad.g_02243
OG0000800	Prae.g_01442	Syad.g_02245
OG0000801	Prae.g_01443	Syad.g_02246
OG0000802	Prae.g_01445	Syad.g_02251
OG0000803	Prae.g_01447	Syad.g_02255
OG0000804	Prae.g_01448	Syad.g_02260
OG0000805	Prae.g_01450	Syad.g_02266
OG0000806	Prae.g_01452	Syad.g_02267
OG0000807	Prae.g_01453	Syad.g_02269
OG0000808	Prae.g_01454	Syad.g_02270
OG0000809	Prae.g_01457	Syad.g_02273
OG0000810	Prae.g_01458	Syad.g_02274
OG0000811	Prae.g_01462	Syad.g_02283
OG0000812	Prae.g_01464	Syad.g_02285
OG0000813	Prae.g_01465	Syad.g_02286
OG0000814	Prae.g_01467	Syad.g_02288
OG0000815	Prae.g_01468	Syad.g_02289
OG0000816	Prae.g_01470	Syad.g_02290
OG0000817	Prae.g_01471	Syad.g_02291
OG0000818	Prae.g_01476	Syad.g_02297
OG0000819	Prae.g_01477	Syad.g_02298
OG0000820	Prae.g_01478	Syad.g_02299
OG0000821	Prae.g_01482	Syad.g_02305
OG0000822	Prae.g_01483	Syad.g_02307
OG0000823	Prae.g_01484	Syad.g_02308
OG0000824	Prae.g_01487	Syad.g_02314
OG0000825	Prae.g_01488	Syad.g_02315
OG0000826	Prae.g_01489	Syad.g_02316
OG0000827	Prae.g_01490	Syad.g_02317
OG0000828	Prae.g_01493	Syad.g_02320
OG0000829	Prae.g_01494	Syad.g_02321
OG0000830	Prae.g_01495	Syad.g_02322
OG0000831	Prae.g_01497	Syad.g_02325
OG0000832	Prae.g_01503	Syad.g_02538
OG0000833	Prae.g_01511	Syad.g_02550
OG0000834	Prae.g_01512	Syad.g_02552
OG0000835	Prae.g_01513	Syad.g_02553
OG0000836	Prae.g_01514	Syad.g_02557
OG0000837	Prae.g_01515	Syad.g_02561
OG0000838	Prae.g_01517	Syad.g_02565
OG0000839	Prae.g_01518	Syad.g_02566
OG0000840	Prae.g_01519	Syad.g_02567
OG0000841	Prae.g_01520	Syad.g_02568
OG0000842	Prae.g_01521	Syad.g_02569
OG0000843	Prae.g_01522	Syad.g_02570
OG0000844	Prae.g_01523	Syad.g_02577
OG0000845	Prae.g_01524	Syad.g_02578
OG0000846	Prae.g_01525	Syad.g_02579
OG0000847	Prae.g_01526	Syad.g_02580
OG0000848	Prae.g_01527	Syad.g_02582
OG0000849	Prae.g_01528	Syad.g_02583
OG0000850	Prae.g_01530	Syad.g_02586
OG0000851	Prae.g_01531	Syad.g_02592
OG0000852	Prae.g_01532	Syad.g_02593
OG0000853	Prae.g_01536	Syad.g_02597
OG0000854	Prae.g_01538	Syad.g_02606
OG0000855	Prae.g_01539	Syad.g_02607
OG0000856	Prae.g_01554	Syad.g_02166
OG0000857	Prae.g_01582	Syad.g_01871
OG0000858	Prae.g_01617	Syad.g_02613
OG0000859	Prae.g_01618	Syad.g_02614
OG0000860	Prae.g_01625	Syad.g_02625
OG0000861	Prae.g_01626	Syad.g_02626
OG0000862	Prae.g_01627	Syad.g_02628
OG0000863	Prae.g_01629	Syad.g_02631
OG0000864	Prae.g_01630	Syad.g_02632
OG0000865	Prae.g_01631	Syad.g_02633
OG0000866	Prae.g_01632	Syad.g_02634
OG0000867	Prae.g_01633	Syad.g_02635
OG0000868	Prae.g_01634	Syad.g_02637
OG0000869	Prae.g_01638	Syad.g_02643
OG0000870	Prae.g_01643	Syad.g_02648
OG0000871	Prae.g_01644	Syad.g_02649
OG0000872	Prae.g_01645	Syad.g_02657
OG0000873	Prae.g_01648	Syad.g_02660
OG0000874	Prae.g_01651	Syad.g_02655
OG0000875	Prae.g_01652	Syad.g_02662
OG0000876	Prae.g_01653	Syad.g_03003
OG0000877	Prae.g_01655	Syad.g_02480
OG0000878	Prae.g_01656	Syad.g_02481
OG0000879	Prae.g_01657	Syad.g_02482
OG0000880	Prae.g_01658	Syad.g_02483
OG0000881	Prae.g_01662	Syad.g_02489
OG0000882	Prae.g_01667	Syad.g_02494
OG0000883	Prae.g_01668	Syad.g_02497
OG0000884	Prae.g_01670	Syad.g_02499
OG0000885	Prae.g_01671	Syad.g_02500
OG0000886	Prae.g_01672	Syad.g_02501
OG0000887	Prae.g_01673	Syad.g_02502
OG0000888	Prae.g_01675	Syad.g_02504
OG0000889	Prae.g_01677	Syad.g_02506
OG0000890	Prae.g_01678	Syad.g_02512
OG0000891	Prae.g_01679	Syad.g_02513
OG0000892	Prae.g_01681	Syad.g_02517
OG0000893	Prae.g_01686	Syad.g_00589
OG0000894	Prae.g_01688	Syad.g_00592
OG0000895	Prae.g_01691	Syad.g_00596
OG0000896	Prae.g_01692	Syad.g_00597
OG0000897	Prae.g_01694	Syad.g_00599
OG0000898	Prae.g_01695	Syad.g_00600
OG0000899	Prae.g_01696	Syad.g_00601
OG0000900	Prae.g_01697	Syad.g_00602
OG0000901	Prae.g_01700	Syad.g_00607
OG0000902	Prae.g_01702	Syad.g_00609
OG0000903	Prae.g_01705	Syad.g_00645
OG0000904	Prae.g_01707	Syad.g_00640
OG0000905	Prae.g_01712	Syad.g_00632
OG0000906	Prae.g_01713	Syad.g_00630
OG0000907	Prae.g_01716	Syad.g_00648
OG0000908	Prae.g_01719	Syad.g_00651
OG0000909	Prae.g_01720	Syad.g_00652
OG0000910	Prae.g_01721	Syad.g_00653
OG0000911	Prae.g_01723	Syad.g_00655
OG0000912	Prae.g_01724	Syad.g_00656
OG0000913	Prae.g_01725	Syad.g_00657
OG0000914	Prae.g_01726	Syad.g_00658
OG0000915	Prae.g_01727	Syad.g_00660
OG0000916	Prae.g_01728	Syad.g_00661
OG0000917	Prae.g_01729	Syad.g_00662
OG0000918	Prae.g_01730	Syad.g_00663
OG0000919	Prae.g_01731	Syad.g_00664
OG0000920	Prae.g_01732	Syad.g_00665
OG0000921	Prae.g_01733	Syad.g_00666
OG0000922	Prae.g_01734	Syad.g_00667
OG0000923	Prae.g_01738	Syad.g_00671
OG0000924	Prae.g_01739	Syad.g_00672
OG0000925	Prae.g_01740	Syad.g_00673
OG0000926	Prae.g_01741	Syad.g_00674
OG0000927	Prae.g_01743	Syad.g_00676
OG0000928	Prae.g_01744	Syad.g_00677
OG0000929	Prae.g_01745	Syad.g_00678
OG0000930	Prae.g_01746	Syad.g_00679
OG0000931	Prae.g_01747	Syad.g_00680
OG0000932	Prae.g_01748	Syad.g_00681
OG0000933	Prae.g_01752	Syad.g_00687
OG0000934	Prae.g_01754	Syad.g_00689
OG0000935	Prae.g_01755	Syad.g_00690
OG0000936	Prae.g_01756	Syad.g_00691
OG0000937	Prae.g_01757	Syad.g_00692
OG0000938	Prae.g_01759	Syad.g_00695
OG0000939	Prae.g_01760	Syad.g_00696
OG0000940	Prae.g_01768	Syad.g_00703
OG0000941	Prae.g_01770	Syad.g_00705
OG0000942	Prae.g_01772	Syad.g_00707
OG0000943	Prae.g_01773	Syad.g_00708
OG0000944	Prae.g_01774	Syad.g_00710
OG0000945	Prae.g_01775	Syad.g_00711
OG0000946	Prae.g_01779	Syad.g_00716
OG0000947	Prae.g_01781	Syad.g_00719
OG0000948	Prae.g_01782	Syad.g_00720
OG0000949	Prae.g_01785	Syad.g_00432
OG0000950	Prae.g_01790	Syad.g_00418
OG0000951	Prae.g_01794	Syad.g_00411
OG0000952	Prae.g_01798	Syad.g_00375
OG0000953	Prae.g_01801	Syad.g_00369
OG0000954	Prae.g_01805	Syad.g_00364
OG0000955	Prae.g_01806	Syad.g_00363
OG0000956	Prae.g_01808	Syad.g_00361
OG0000957	Prae.g_01813	Syad.g_00350
OG0000958	Prae.g_01814	Syad.g_00349
OG0000959	Prae.g_01818	Syad.g_00345
OG0000960	Prae.g_01819	Syad.g_00344
OG0000961	Prae.g_01821	Syad.g_00335
OG0000962	Prae.g_01823	Syad.g_00332
OG0000963	Prae.g_01827	Syad.g_00325
OG0000964	Prae.g_01828	Syad.g_00324
OG0000965	Prae.g_01829	Syad.g_00323
OG0000966	Prae.g_01836	Syad.g_00246
OG0000967	Prae.g_01840	Syad.g_00234
OG0000968	Prae.g_01842	Syad.g_00243
OG0000969	Prae.g_01843	Syad.g_00240
OG0000970	Prae.g_01844	Syad.g_00239
OG0000971	Prae.g_01845	Syad.g_00229
OG0000972	Prae.g_01846	Syad.g_00228
OG0000973	Prae.g_01847	Syad.g_00227
OG0000974	Prae.g_01848	Syad.g_00226
OG0000975	Prae.g_01849	Syad.g_00225
OG0000976	Prae.g_01850	Syad.g_00224
OG0000977	Prae.g_01851	Syad.g_00222
OG0000978	Prae.g_01852	Syad.g_00221
OG0000979	Prae.g_01855	Syad.g_00218
OG0000980	Prae.g_01857	Syad.g_00215
OG0000981	Prae.g_01859	Syad.g_00212
OG0000982	Prae.g_01861	Syad.g_03035
OG0000983	Prae.g_01862	Syad.g_03036
OG0000984	Prae.g_01863	Syad.g_03037
OG0000985	Prae.g_01866	Syad.g_03039
OG0000986	Prae.g_01868	Syad.g_03049
OG0000987	Prae.g_01869	Syad.g_00002
OG0000988	Prae.g_01872	Syad.g_00008
OG0000989	Prae.g_01876	Syad.g_00020
OG0000990	Prae.g_01879	Syad.g_00061
OG0000991	Prae.g_01880	Syad.g_00064
OG0000992	Prae.g_01882	Syad.g_00067
OG0000993	Prae.g_01883	Syad.g_00069
OG0000994	Prae.g_01884	Syad.g_00071
OG0000995	Prae.g_01888	Syad.g_00077
OG0000996	Prae.g_01889	Syad.g_00121
OG0000997	Prae.g_01890	Syad.g_00128
OG0000998	Prae.g_01892	Syad.g_00130
OG0000999	Prae.g_01893	Syad.g_00131
OG0001000	Prae.g_01896	Syad.g_00136
OG0001001	Prae.g_01898	Syad.g_00141
OG0001002	Prae.g_01902	Syad.g_00148
OG0001003	Prae.g_01903	Syad.g_00150
OG0001004	Prae.g_01904	Syad.g_00151
OG0001005	Prae.g_01905	Syad.g_00152
OG0001006	Prae.g_01909	Syad.g_00160
OG0001007	Prae.g_01911	Syad.g_00162
OG0001008	Prae.g_00411	Syad.g_02449
OG0001009	Prae.g_00027	Syad.g_00194
OG0001010	Prae.g_00028	Syad.g_00195
OG0001011	Prae.g_00029	Syad.g_00196
OG0001012	Prae.g_00045	Syad.g_03030
OG0001013	Prae.g_00050	Syad.g_03011
OG0001014	Prae.g_00053	Syad.g_03002
OG0001015	Prae.g_00054	Syad.g_03001
OG0001016	Prae.g_00073	Syad.g_02734
OG0001017	Prae.g_00077	Syad.g_02740
OG0001018	Prae.g_00080	Syad.g_02742
OG0001019	Prae.g_00089	Syad.g_02771
OG0001020	Prae.g_00090	Syad.g_02777
OG0001021	Prae.g_00091	Syad.g_02781
OG0001022	Prae.g_00094	Syad.g_02786
OG0001023	Prae.g_00095	Syad.g_02787
OG0001024	Prae.g_00098	Syad.g_02791
OG0001025	Prae.g_00104	Syad.g_02798
OG0001026	Prae.g_00110	Syad.g_02811
OG0001027	Prae.g_00111	Syad.g_02817
OG0001028	Prae.g_00113	Syad.g_02819
OG0001029	Prae.g_00115	Syad.g_02821
OG0001030	Prae.g_00130	Syad.g_02848
OG0001031	Prae.g_00189	Syad.g_02925
OG0001032	Prae.g_00190	Syad.g_02928
OG0001033	Prae.g_00211	Syad.g_02956
OG0001034	Prae.g_00239	Syad.g_00819
OG0001035	Prae.g_00257	Syad.g_00559
OG0001036	Prae.g_00262	Syad.g_00554
OG0001037	Prae.g_00263	Syad.g_00552
OG0001039	Prae.g_00282	Syad.g_00522
OG0001040	Prae.g_00284	Syad.g_00519
OG0001041	Prae.g_00288	Syad.g_00514
OG0001042	Prae.g_00305	Syad.g_00485
OG0001043	Prae.g_00306	Syad.g_00481
OG0001044	Prae.g_00334	Syad.g_00760
OG0001045	Prae.g_00342	Syad.g_00773
OG0001046	Prae.g_00379	Syad.g_01722
OG0001047	Prae.g_00413	Syad.g_02447
OG0001048	Prae.g_00414	Syad.g_02446
OG0001049	Prae.g_00416	Syad.g_02443
OG0001050	Prae.g_00417	Syad.g_02442
OG0001051	Prae.g_00418	Syad.g_02441
OG0001052	Prae.g_00445	Syad.g_02357
OG0001054	Prae.g_00472	Syad.g_00925
OG0001055	Prae.g_00491	Syad.g_00946
OG0001056	Prae.g_00511	Syad.g_00982
OG0001057	Prae.g_00516	Syad.g_00996
OG0001058	Prae.g_00524	Syad.g_01015
OG0001059	Prae.g_00528	Syad.g_01018
OG0001060	Prae.g_00535	Syad.g_01025
OG0001061	Prae.g_00548	Syad.g_01047
OG0001062	Prae.g_00550	Syad.g_01049
OG0001063	Prae.g_00552	Syad.g_01056
OG0001064	Prae.g_00553	Syad.g_01057
OG0001065	Prae.g_00554	Syad.g_01058
OG0001066	Prae.g_00555	Syad.g_01059
OG0001067	Prae.g_00556	Syad.g_01060
OG0001068	Prae.g_00557	Syad.g_01061
OG0001069	Prae.g_00558	Syad.g_01062
OG0001070	Prae.g_00561	Syad.g_01065
OG0001071	Prae.g_00562	Syad.g_01066
OG0001072	Prae.g_00564	Syad.g_01070
OG0001073	Prae.g_00578	Syad.g_01090
OG0001074	Prae.g_00589	Syad.g_02197
OG0001075	Prae.g_00590	Syad.g_02196
OG0001076	Prae.g_00598	Syad.g_02175
OG0001077	Prae.g_00602	Syad.g_02164
OG0001078	Prae.g_00610	Syad.g_02151
OG0001079	Prae.g_00621	Syad.g_02138
OG0001080	Prae.g_00627	Syad.g_02008
OG0001081	Prae.g_00629	Syad.g_01568
OG0001082	Prae.g_00630	Syad.g_01569
OG0001083	Prae.g_00635	Syad.g_01578
OG0001084	Prae.g_00636	Syad.g_01586
OG0001085	Prae.g_00644	Syad.g_01596
OG0001086	Prae.g_00645	Syad.g_01598
OG0001087	Prae.g_00662	Syad.g_01372
OG0001088	Prae.g_00663	Syad.g_01368
OG0001089	Prae.g_00671	Syad.g_01302
OG0001090	Prae.g_00712	Syad.g_01817
OG0001091	Prae.g_00714	Syad.g_01815
OG0001092	Prae.g_00715	Syad.g_01812
OG0001093	Prae.g_00720	Syad.g_01806
OG0001094	Prae.g_00800	Syad.g_01895
OG0001095	Prae.g_00819	Syad.g_01874
OG0001096	Prae.g_00832	Syad.g_01847
OG0001097	Prae.g_00850	Syad.g_01223
OG0001098	Prae.g_00865	Syad.g_02005, Syad.g_01995
OG0001099	Prae.g_00897	Syad.g_02820
OG0001100	Prae.g_00901	Syad.g_01608
OG0001101	Prae.g_00903	Syad.g_01610
OG0001102	Prae.g_00905	Syad.g_01613
OG0001103	Prae.g_00907	Syad.g_01616
OG0001104	Prae.g_00928	Syad.g_01911
OG0001105	Prae.g_00932	Syad.g_01907
OG0001106	Prae.g_00955	Syad.g_01771
OG0001107	Prae.g_00962	Syad.g_01759
OG0001108	Prae.g_00966	Syad.g_01744
OG0001109	Prae.g_00967	Syad.g_01739
OG0001110	Prae.g_00969	Syad.g_01737
OG0001111	Prae.g_00970	Syad.g_01735
OG0001112	Prae.g_00971	Syad.g_01733
OG0001113	Prae.g_00972	Syad.g_01732
OG0001114	Prae.g_00973	Syad.g_01731
OG0001115	Prae.g_00975	Syad.g_01727
OG0001116	Prae.g_00976	Syad.g_01725
OG0001117	Prae.g_00977	Syad.g_01724
OG0001118	Prae.g_00978	Syad.g_01723
OG0001119	Prae.g_00979	Syad.g_01721
OG0001120	Prae.g_00981	Syad.g_01717
OG0001121	Prae.g_01128, Prae.g_00984	Syad.g_01503
OG0001122	Prae.g_01012	Syad.g_01689
OG0001123	Prae.g_01016	Syad.g_01682
OG0001124	Prae.g_01018	Syad.g_01680
OG0001125	Prae.g_01019	Syad.g_01678
OG0001126	Prae.g_01029	Syad.g_01276
OG0001127	Prae.g_01030	Syad.g_01277
OG0001128	Prae.g_01032	Syad.g_01280
OG0001129	Prae.g_01033	Syad.g_01282
OG0001130	Prae.g_01034	Syad.g_01283
OG0001131	Prae.g_01072	Syad.g_01953
OG0001132	Prae.g_01081	Syad.g_02038
OG0001133	Prae.g_01115	Syad.g_02172
OG0001134	Prae.g_01130	Syad.g_01527
OG0001136	Prae.g_01160	Syad.g_01150
OG0001137	Prae.g_01171	Syad.g_01169
OG0001138	Prae.g_01189	Syad.g_01493
OG0001139	Prae.g_01190	Syad.g_01491
OG0001140	Prae.g_01191	Syad.g_01490
OG0001141	Prae.g_01192	Syad.g_01489
OG0001142	Prae.g_01193	Syad.g_01488
OG0001143	Prae.g_01200	Syad.g_01473
OG0001144	Prae.g_01205	Syad.g_01457
OG0001145	Prae.g_01320	Syad.g_01112
OG0001146	Prae.g_01333	Syad.g_02412
OG0001147	Prae.g_01354	Syad.g_02349
OG0001148	Prae.g_01370	Syad.g_00889
OG0001149	Prae.g_01371	Syad.g_00888
OG0001150	Prae.g_01372	Syad.g_00887
OG0001151	Prae.g_01383	Syad.g_00875
OG0001152	Prae.g_01384	Syad.g_00872
OG0001153	Prae.g_01491	Syad.g_02318
OG0001154	Prae.g_01492	Syad.g_02319
OG0001155	Prae.g_01504	Syad.g_02540
OG0001156	Prae.g_01507	Syad.g_02543
OG0001157	Prae.g_01508	Syad.g_02544
OG0001158	Prae.g_01509	Syad.g_02546
OG0001159	Prae.g_01510	Syad.g_02547
OG0001160	Prae.g_01534	Syad.g_02595
OG0001161	Prae.g_01547	Syad.g_00026
OG0001162	Prae.g_01558	Syad.g_01844
OG0001163	Prae.g_01615	Syad.g_02610
OG0001164	Prae.g_01619	Syad.g_02616
OG0001165	Prae.g_01622	Syad.g_02621
OG0001166	Prae.g_01642	Syad.g_02647
OG0001167	Prae.g_01659	Syad.g_02486
OG0001168	Prae.g_01661	Syad.g_02488
OG0001169	Prae.g_01663	Syad.g_02490
OG0001170	Prae.g_01665	Syad.g_02492
OG0001171	Prae.g_01674	Syad.g_02503
OG0001172	Prae.g_01689	Syad.g_00594
OG0001173	Prae.g_01690	Syad.g_00595
OG0001174	Prae.g_01698	Syad.g_00603
