Orthogroup	Prae	Syap
OG0000607	Prae.g_00631	Syap.g_00093
OG0000608	Prae.g_00632	Syap.g_00094
OG0000609	Prae.g_00633	Syap.g_00096
OG0000610	Prae.g_00638	Syap.g_01963
OG0000611	Prae.g_00641	Syap.g_01958
OG0000612	Prae.g_00642	Syap.g_01957
OG0000613	Prae.g_00647	Syap.g_02480
OG0000615	Prae.g_00674	Syap.g_00154
OG0000616	Prae.g_00678	Syap.g_00127
OG0000617	Prae.g_00717	Syap.g_00513
OG0000618	Prae.g_00718	Syap.g_00514
OG0000619	Prae.g_00719	Syap.g_00515
OG0000620	Prae.g_00722	Syap.g_00520
OG0000621	Prae.g_00723	Syap.g_00521
OG0000622	Prae.g_00724	Syap.g_00523
OG0000623	Prae.g_00725	Syap.g_00526
OG0000624	Prae.g_00726	Syap.g_00527
OG0000625	Prae.g_00727	Syap.g_00528
OG0000626	Prae.g_00728	Syap.g_00529
OG0000627	Prae.g_00729	Syap.g_00848
OG0000628	Prae.g_00730	Syap.g_00850
OG0000629	Prae.g_00731	Syap.g_02334
OG0000630	Prae.g_00734	Syap.g_02793
OG0000631	Prae.g_00797	Syap.g_01724
OG0000632	Prae.g_00798	Syap.g_01725
OG0000633	Prae.g_00799	Syap.g_01726
OG0000634	Prae.g_00802	Syap.g_00190
OG0000635	Prae.g_00803	Syap.g_00191
OG0000636	Prae.g_00805	Syap.g_00193
OG0000637	Prae.g_00807	Syap.g_00195
OG0000638	Prae.g_00808	Syap.g_00196
OG0000639	Prae.g_00809	Syap.g_00197
OG0000640	Prae.g_00810	Syap.g_00198
OG0000641	Prae.g_00814	Syap.g_00203
OG0000642	Prae.g_00815	Syap.g_02732
OG0000643	Prae.g_00816	Syap.g_02731
OG0000644	Prae.g_00817	Syap.g_02730
OG0000645	Prae.g_00818	Syap.g_02726
OG0000646	Prae.g_00820	Syap.g_02723
OG0000647	Prae.g_00821	Syap.g_02721
OG0000648	Prae.g_00823	Syap.g_02719
OG0000649	Prae.g_00824	Syap.g_02718
OG0000650	Prae.g_00825	Syap.g_02717
OG0000651	Prae.g_00826	Syap.g_02716
OG0000652	Prae.g_00827	Syap.g_02715
OG0000653	Prae.g_00829	Syap.g_02713
OG0000654	Prae.g_00830	Syap.g_02711
OG0000655	Prae.g_00831	Syap.g_02710
OG0000656	Prae.g_00834	Syap.g_02706
OG0000657	Prae.g_00841	Syap.g_01845
OG0000658	Prae.g_00842	Syap.g_01841
OG0000659	Prae.g_00843	Syap.g_01840
OG0000660	Prae.g_00847	Syap.g_01835
OG0000662	Prae.g_00851	Syap.g_00823
OG0000663	Prae.g_00853	Syap.g_00826
OG0000664	Prae.g_00854	Syap.g_00828
OG0000665	Prae.g_00858	Syap.g_02331
OG0000666	Prae.g_00859	Syap.g_01573
OG0000667	Prae.g_00863	Syap.g_01979
OG0000668	Prae.g_00892	Syap.g_02765
OG0000669	Prae.g_00900	Syap.g_02371
OG0000670	Prae.g_00902	Syap.g_02368
OG0000671	Prae.g_00904	Syap.g_01260
OG0000672	Prae.g_00906	Syap.g_01257
OG0000673	Prae.g_00909	Syap.g_01253
OG0000674	Prae.g_00911	Syap.g_01251
OG0000675	Prae.g_00912	Syap.g_01250
OG0000676	Prae.g_00914	Syap.g_01248
OG0000677	Prae.g_00915	Syap.g_01246
OG0000678	Prae.g_00917	Syap.g_01239
OG0000679	Prae.g_00921	Syap.g_00157
OG0000680	Prae.g_00922	Syap.g_00158
OG0000681	Prae.g_00924	Syap.g_00163
OG0000682	Prae.g_00925	Syap.g_00165
OG0000683	Prae.g_00926	Syap.g_00166
OG0000684	Prae.g_00927	Syap.g_00169
OG0000685	Prae.g_00929	Syap.g_00172
OG0000686	Prae.g_00930	Syap.g_00173
OG0000687	Prae.g_00931	Syap.g_00174
OG0000688	Prae.g_00934	Syap.g_00178
OG0000689	Prae.g_00935	Syap.g_00180
OG0000690	Prae.g_00936	Syap.g_00181
OG0000691	Prae.g_00937	Syap.g_00182
OG0000692	Prae.g_00938	Syap.g_00184
OG0000693	Prae.g_00939	Syap.g_00185
OG0000694	Prae.g_00940	Syap.g_00186
OG0000695	Prae.g_00942	Syap.g_01729
OG0000696	Prae.g_00943	Syap.g_01730
OG0000697	Prae.g_00944	Syap.g_01734
OG0000698	Prae.g_00947	Syap.g_01737
OG0000699	Prae.g_00948	Syap.g_01738
OG0000700	Prae.g_00949	Syap.g_01739
OG0000701	Prae.g_00950	Syap.g_01740
OG0000702	Prae.g_00952	Syap.g_01747
OG0000703	Prae.g_00953	Syap.g_01750
OG0000704	Prae.g_00954	Syap.g_01753
OG0000705	Prae.g_00958	Syap.g_02022
OG0000706	Prae.g_00959	Syap.g_02020
OG0000707	Prae.g_00960	Syap.g_02019
OG0000708	Prae.g_00961	Syap.g_02016
OG0000709	Prae.g_00965	Syap.g_00121
OG0000711	Prae.g_00985	Syap.g_02686
OG0000712	Prae.g_00987	Syap.g_02688
OG0000713	Prae.g_00988	Syap.g_02689
OG0000714	Prae.g_00989	Syap.g_02691
OG0000715	Prae.g_00991	Syap.g_02693
OG0000716	Prae.g_00993	Syap.g_02696
OG0000717	Prae.g_00994	Syap.g_02697
OG0000718	Prae.g_01009	Syap.g_02701
OG0000719	Prae.g_01011	Syap.g_02767
OG0000720	Prae.g_01020	Syap.g_02780
OG0000721	Prae.g_01022	Syap.g_02782
OG0000722	Prae.g_01023	Syap.g_02783
OG0000723	Prae.g_01026	Syap.g_00532
OG0000725	Prae.g_01041	Syap.g_01559
OG0000726	Prae.g_01042	Syap.g_01560
OG0000727	Prae.g_01043	Syap.g_01561
OG0000728	Prae.g_01045	Syap.g_01564
OG0000729	Prae.g_01092	Syap.g_01122
OG0000730	Prae.g_01096	Syap.g_00572
OG0000731	Prae.g_01100	Syap.g_00560
OG0000732	Prae.g_01109	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prae.g_01131	Syap.g_01971
OG0000734	Prae.g_01148	Syap.g_02628
OG0000735	Prae.g_01150	Syap.g_00244
OG0000736	Prae.g_01151	Syap.g_00243
OG0000737	Prae.g_01152	Syap.g_00242
OG0000738	Prae.g_01156	Syap.g_00236
OG0000739	Prae.g_01157	Syap.g_00235
OG0000740	Prae.g_01158	Syap.g_00234
OG0000741	Prae.g_01159	Syap.g_00231
OG0000742	Prae.g_01162	Syap.g_00229
OG0000743	Prae.g_01164	Syap.g_00226
OG0000744	Prae.g_01165	Syap.g_00225
OG0000745	Prae.g_01166	Syap.g_00222
OG0000746	Prae.g_01168	Syap.g_00220
OG0000747	Prae.g_01169	Syap.g_00219
OG0000748	Prae.g_01172	Syap.g_00212
OG0000749	Prae.g_01173	Syap.g_00211
OG0000750	Prae.g_01174	Syap.g_00210
OG0000751	Prae.g_01176	Syap.g_00205
OG0000752	Prae.g_01178	Syap.g_01793
OG0000753	Prae.g_01181	Syap.g_02775
OG0000754	Prae.g_01184	Syap.g_01883
OG0000755	Prae.g_01187	Syap.g_01893
OG0000757	Prae.g_01194	Syap.g_00427
OG0000758	Prae.g_01195	Syap.g_00428
OG0000759	Prae.g_01196	Syap.g_00429
OG0000760	Prae.g_01197	Syap.g_00430
OG0000761	Prae.g_01198	Syap.g_00431
OG0000762	Prae.g_01199	Syap.g_00434
OG0000763	Prae.g_01201	Syap.g_02624
OG0000764	Prae.g_01202	Syap.g_02623
OG0000765	Prae.g_01211	Syap.g_02440
OG0000766	Prae.g_01212	Syap.g_02439
OG0000767	Prae.g_01214	Syap.g_02437
OG0000768	Prae.g_01215	Syap.g_02436
OG0000769	Prae.g_01217	Syap.g_02434
OG0000770	Prae.g_01219	Syap.g_02431
OG0000772	Prae.g_01293	Syap.g_02295
OG0000773	Prae.g_01319	Syap.g_00885
OG0000774	Prae.g_01321	Syap.g_01473
OG0000775	Prae.g_01324	Syap.g_01475
OG0000776	Prae.g_01325	Syap.g_01476
OG0000777	Prae.g_01326	Syap.g_01478
OG0000778	Prae.g_01327	Syap.g_01479
OG0000779	Prae.g_01331	Syap.g_01494
OG0000780	Prae.g_01332	Syap.g_01496
OG0000781	Prae.g_01335	Syap.g_02609
OG0000782	Prae.g_01336	Syap.g_02611
OG0000783	Prae.g_01337	Syap.g_02612
OG0000784	Prae.g_01338	Syap.g_02613
OG0000785	Prae.g_01340	Syap.g_02281
OG0000786	Prae.g_01342	Syap.g_02287
OG0000787	Prae.g_01343	Syap.g_02288
OG0000788	Prae.g_01355	Syap.g_01932
OG0000789	Prae.g_01358	Syap.g_00372
OG0000791	Prae.g_01375	Syap.g_02520
OG0000792	Prae.g_01376	Syap.g_02519
OG0000793	Prae.g_01379	Syap.g_02141
OG0000794	Prae.g_01380	Syap.g_02200
OG0000795	Prae.g_01381	Syap.g_02199
OG0000796	Prae.g_01385	Syap.g_02448
OG0000797	Prae.g_01386	Syap.g_02449
OG0000798	Prae.g_01420	Syap.g_01363, Syap.g_01269
OG0000799	Prae.g_01441	Syap.g_02488
OG0000800	Prae.g_01442	Syap.g_02487
OG0000801	Prae.g_01443	Syap.g_02486
OG0000802	Prae.g_01445	Syap.g_02659
OG0000803	Prae.g_01447	Syap.g_02109
OG0000804	Prae.g_01448	Syap.g_02113
OG0000805	Prae.g_01450	Syap.g_02115
OG0000806	Prae.g_01452	Syap.g_02117
OG0000807	Prae.g_01453	Syap.g_02118
OG0000808	Prae.g_01454	Syap.g_02119
OG0000809	Prae.g_01457	Syap.g_02122
OG0000810	Prae.g_01458	Syap.g_02124
OG0000811	Prae.g_01462	Syap.g_02472
OG0000812	Prae.g_01464	Syap.g_02474
OG0000813	Prae.g_01465	Syap.g_02475
OG0000814	Prae.g_01467	Syap.g_02753
OG0000815	Prae.g_01468	Syap.g_02752
OG0000816	Prae.g_01470	Syap.g_02289
OG0000817	Prae.g_01471	Syap.g_02527
OG0000818	Prae.g_01476	Syap.g_02001
OG0000819	Prae.g_01477	Syap.g_02002
OG0000820	Prae.g_01478	Syap.g_02003
OG0000821	Prae.g_01482	Syap.g_02009
OG0000822	Prae.g_01483	Syap.g_02011
OG0000824	Prae.g_01487	Syap.g_00008
OG0000825	Prae.g_01488	Syap.g_00009
OG0000826	Prae.g_01489	Syap.g_00010
OG0000827	Prae.g_01490	Syap.g_00011
OG0000828	Prae.g_01493	Syap.g_00014
OG0000829	Prae.g_01494	Syap.g_00015
OG0000830	Prae.g_01495	Syap.g_00016
OG0000831	Prae.g_01497	Syap.g_00019
OG0000832	Prae.g_01503	Syap.g_00752
OG0000833	Prae.g_01511	Syap.g_00021
OG0000834	Prae.g_01512	Syap.g_00023
OG0000835	Prae.g_01513	Syap.g_00024
OG0000836	Prae.g_01514	Syap.g_00026
OG0000837	Prae.g_01515	Syap.g_00027
OG0000838	Prae.g_01517	Syap.g_00031
OG0000839	Prae.g_01518	Syap.g_00032
OG0000840	Prae.g_01519	Syap.g_00033
OG0000841	Prae.g_01520	Syap.g_00034
OG0000842	Prae.g_01521	Syap.g_00035
OG0000843	Prae.g_01522	Syap.g_00036
OG0000844	Prae.g_01523	Syap.g_00039
OG0000845	Prae.g_01524	Syap.g_00040
OG0000846	Prae.g_01525	Syap.g_00042
OG0000847	Prae.g_01526	Syap.g_00043
OG0000848	Prae.g_01527	Syap.g_00045
OG0000849	Prae.g_01528	Syap.g_00046
OG0000850	Prae.g_01530	Syap.g_00310
OG0000851	Prae.g_01531	Syap.g_01214
OG0000852	Prae.g_01532	Syap.g_01215
OG0000853	Prae.g_01536	Syap.g_01219
OG0000854	Prae.g_01538	Syap.g_01222
OG0000855	Prae.g_01539	Syap.g_01223
OG0000856	Prae.g_01554	Syap.g_01286
OG0000857	Prae.g_01582	Syap.g_02722
OG0000858	Prae.g_01617	Syap.g_00612
OG0000859	Prae.g_01618	Syap.g_00613
OG0000860	Prae.g_01625	Syap.g_00623
OG0000861	Prae.g_01626	Syap.g_02789
OG0000862	Prae.g_01627	Syap.g_01789
OG0000863	Prae.g_01629	Syap.g_01784
OG0000864	Prae.g_01630	Syap.g_01783
OG0000865	Prae.g_01631	Syap.g_01781, Syap.g_01782
OG0000866	Prae.g_01632	Syap.g_01780
OG0000867	Prae.g_01633	Syap.g_01779
OG0000868	Prae.g_01634	Syap.g_01775
OG0000869	Prae.g_01638	Syap.g_01770
OG0000870	Prae.g_01643	Syap.g_01401
OG0000871	Prae.g_01644	Syap.g_01400
OG0000872	Prae.g_01645	Syap.g_01394
OG0000873	Prae.g_01648	Syap.g_01390
OG0000874	Prae.g_01651	Syap.g_01388
OG0000875	Prae.g_01652	Syap.g_01386
OG0000876	Prae.g_01653	Syap.g_00822
OG0000877	Prae.g_01655	Syap.g_01380
OG0000878	Prae.g_01656	Syap.g_01378
OG0000879	Prae.g_01657	Syap.g_01377
OG0000880	Prae.g_01658	Syap.g_01376
OG0000882	Prae.g_01667	Syap.g_01516
OG0000883	Prae.g_01668	Syap.g_01511
OG0000884	Prae.g_01670	Syap.g_01509
OG0000885	Prae.g_01671	Syap.g_01508
OG0000886	Prae.g_01672	Syap.g_01507
OG0000887	Prae.g_01673	Syap.g_01506
OG0000888	Prae.g_01675	Syap.g_01504
OG0000889	Prae.g_01677	Syap.g_01502
OG0000890	Prae.g_01678	Syap.g_01499
OG0000891	Prae.g_01679	Syap.g_01498
OG0000892	Prae.g_01681	Syap.g_02671
OG0000893	Prae.g_01686	Syap.g_02497
OG0000894	Prae.g_01688	Syap.g_02679
OG0000895	Prae.g_01691	Syap.g_00546
OG0000896	Prae.g_01692	Syap.g_00545
OG0000897	Prae.g_01694	Syap.g_00543
OG0000898	Prae.g_01695	Syap.g_00542
OG0000899	Prae.g_01696	Syap.g_00541
OG0000900	Prae.g_01697	Syap.g_00540
OG0000901	Prae.g_01700	Syap.g_01930
OG0000902	Prae.g_01702	Syap.g_01929
OG0000903	Prae.g_01705	Syap.g_01916
OG0000904	Prae.g_01707	Syap.g_01922
OG0000905	Prae.g_01712	Syap.g_01925
OG0000906	Prae.g_01713	Syap.g_01927
OG0000907	Prae.g_01716	Syap.g_01914
OG0000908	Prae.g_01719	Syap.g_01235
OG0000909	Prae.g_01720	Syap.g_01236
OG0000910	Prae.g_01721	Syap.g_01237
OG0000911	Prae.g_01723	Syap.g_00511
OG0000912	Prae.g_01724	Syap.g_00510
OG0000913	Prae.g_01725	Syap.g_00509
OG0000914	Prae.g_01726	Syap.g_00508
OG0000915	Prae.g_01727	Syap.g_00506
OG0000916	Prae.g_01728	Syap.g_00505
OG0000917	Prae.g_01729	Syap.g_00504
OG0000918	Prae.g_01730	Syap.g_00503
OG0000919	Prae.g_01731	Syap.g_00502
OG0000920	Prae.g_01732	Syap.g_00501
OG0000921	Prae.g_01733	Syap.g_00500
OG0000922	Prae.g_01734	Syap.g_00499
OG0000923	Prae.g_01738	Syap.g_00495
OG0000924	Prae.g_01739	Syap.g_00494
OG0000925	Prae.g_01740	Syap.g_00493
OG0000926	Prae.g_01741	Syap.g_00492
OG0000927	Prae.g_01743	Syap.g_00490
OG0000928	Prae.g_01744	Syap.g_00489
OG0000929	Prae.g_01745	Syap.g_00488
OG0000930	Prae.g_01746	Syap.g_00487
OG0000931	Prae.g_01747	Syap.g_00486
OG0000932	Prae.g_01748	Syap.g_00485
OG0000933	Prae.g_01752	Syap.g_00479
OG0000934	Prae.g_01754	Syap.g_00477
OG0000935	Prae.g_01755	Syap.g_00476
OG0000936	Prae.g_01756	Syap.g_00475
OG0000937	Prae.g_01757	Syap.g_00474
OG0000938	Prae.g_01759	Syap.g_00471
OG0000939	Prae.g_01760	Syap.g_00469
OG0000940	Prae.g_01768	Syap.g_00460
OG0000941	Prae.g_01770	Syap.g_00458
OG0000942	Prae.g_01772	Syap.g_00606
OG0000943	Prae.g_01773	Syap.g_00604
OG0000944	Prae.g_01774	Syap.g_00602
OG0000945	Prae.g_01775	Syap.g_00601
OG0000946	Prae.g_01779	Syap.g_00595
OG0000947	Prae.g_01781	Syap.g_00591
OG0000948	Prae.g_01782	Syap.g_00590
OG0000949	Prae.g_01785	Syap.g_01051
OG0000950	Prae.g_01790	Syap.g_01061
OG0000951	Prae.g_01794	Syap.g_01070
OG0000952	Prae.g_01798	Syap.g_01074
OG0000953	Prae.g_01801	Syap.g_01078
OG0000954	Prae.g_01805	Syap.g_01089
OG0000955	Prae.g_01806	Syap.g_01090
OG0000956	Prae.g_01808	Syap.g_01092
OG0000957	Prae.g_01813	Syap.g_01109
OG0000958	Prae.g_01814	Syap.g_01110
OG0000959	Prae.g_01818	Syap.g_01114
OG0000960	Prae.g_01819	Syap.g_01115
OG0000961	Prae.g_01821	Syap.g_02170
OG0000962	Prae.g_01823	Syap.g_01121
OG0000963	Prae.g_01827	Syap.g_01124
OG0000964	Prae.g_01828	Syap.g_01125
OG0000965	Prae.g_01829	Syap.g_01126
OG0000966	Prae.g_01836	Syap.g_01141
OG0000967	Prae.g_01840	Syap.g_00633
OG0000968	Prae.g_01842	Syap.g_00998
OG0000969	Prae.g_01843	Syap.g_00996
OG0000970	Prae.g_01844	Syap.g_00995
OG0000971	Prae.g_01845	Syap.g_00993
OG0000972	Prae.g_01846	Syap.g_00992
OG0000973	Prae.g_01847	Syap.g_00991
OG0000974	Prae.g_01848	Syap.g_00990
OG0000975	Prae.g_01849	Syap.g_00989
OG0000976	Prae.g_01850	Syap.g_00988
OG0000977	Prae.g_01851	Syap.g_00986
OG0000978	Prae.g_01852	Syap.g_00985
OG0000979	Prae.g_01855	Syap.g_00980
OG0000980	Prae.g_01857	Syap.g_00977
OG0000981	Prae.g_01859	Syap.g_01812
OG0000982	Prae.g_01861	Syap.g_00132
OG0000983	Prae.g_01862	Syap.g_00134
OG0000984	Prae.g_01863	Syap.g_00135
OG0000985	Prae.g_01866	Syap.g_00140
OG0000986	Prae.g_01868	Syap.g_01044
OG0000987	Prae.g_01869	Syap.g_01033
OG0000988	Prae.g_01872	Syap.g_01027
OG0000989	Prae.g_01876	Syap.g_01011
OG0000990	Prae.g_01879	Syap.g_02087
OG0000991	Prae.g_01880	Syap.g_02091
OG0000992	Prae.g_01882	Syap.g_02095
OG0000993	Prae.g_01883	Syap.g_02097
OG0000994	Prae.g_01884	Syap.g_02101
OG0000996	Prae.g_01889	Syap.g_01817
OG0000997	Prae.g_01890	Syap.g_02590
OG0000998	Prae.g_01892	Syap.g_02591
OG0000999	Prae.g_01893	Syap.g_02592
OG0001001	Prae.g_01898	Syap.g_02605
OG0001002	Prae.g_01902	Syap.g_00124
OG0001003	Prae.g_01903	Syap.g_02310
OG0001004	Prae.g_01904	Syap.g_02311
OG0001005	Prae.g_01905	Syap.g_02312
OG0001006	Prae.g_01909	Syap.g_00053
OG0001007	Prae.g_01911	Syap.g_00055
OG0001008	Prae.g_00411	Syap.g_02060
OG0001012	Prae.g_00045	Syap.g_00371
OG0001013	Prae.g_00050	Syap.g_01325
OG0001016	Prae.g_00073	Syap.g_01695
OG0001033	Prae.g_00211	Syap.g_00105
OG0001035	Prae.g_00257	Syap.g_01594
OG0001038	Prae.g_00279	Syap.g_01362
OG0001039	Prae.g_00282	Syap.g_01359
OG0001040	Prae.g_00284	Syap.g_01356
OG0001041	Prae.g_00288	Syap.g_01352
OG0001043	Prae.g_00306	Syap.g_01676
OG0001044	Prae.g_00334	Syap.g_00571
OG0001053	Prae.g_00457	Syap.g_02253
OG0001054	Prae.g_00472	Syap.g_00274
OG0001055	Prae.g_00491	Syap.g_00252
OG0001059	Prae.g_00528	Syap.g_00306
OG0001060	Prae.g_00535	Syap.g_00299
OG0001061	Prae.g_00548	Syap.g_01309
OG0001062	Prae.g_00550	Syap.g_01314
OG0001072	Prae.g_00564	Syap.g_00441
OG0001073	Prae.g_00578	Syap.g_00122, Syap.g_00455
OG0001078	Prae.g_00610	Syap.g_00896
OG0001080	Prae.g_00627	Syap.g_02505
OG0001085	Prae.g_00644	Syap.g_01953
OG0001094	Prae.g_00800	Syap.g_00187
OG0001095	Prae.g_00819	Syap.g_02725
OG0001096	Prae.g_00832	Syap.g_02709
OG0001100	Prae.g_00901	Syap.g_02369
OG0001102	Prae.g_00905	Syap.g_01258
OG0001103	Prae.g_00907	Syap.g_01256
OG0001104	Prae.g_00928	Syap.g_00171
OG0001105	Prae.g_00932	Syap.g_00175
OG0001107	Prae.g_00962	Syap.g_02015
OG0001108	Prae.g_00966	Syap.g_00119
OG0001122	Prae.g_01012	Syap.g_02766
OG0001123	Prae.g_01016	Syap.g_01872
OG0001133	Prae.g_01115	Syap.g_01292
OG0001136	Prae.g_01160	Syap.g_00230
OG0001137	Prae.g_01171	Syap.g_00213
OG0001140	Prae.g_01191	Syap.g_02134
OG0001152	Prae.g_01384	Syap.g_02447
OG0001154	Prae.g_01492	Syap.g_00013
OG0001155	Prae.g_01504	Syap.g_00750
OG0001160	Prae.g_01534	Syap.g_01217
OG0001162	Prae.g_01558	Syap.g_02366
OG0001163	Prae.g_01615	Syap.g_00609
OG0001164	Prae.g_01619	Syap.g_00614
OG0001165	Prae.g_01622	Syap.g_00619
OG0001168	Prae.g_01661	Syap.g_01372
OG0001171	Prae.g_01674	Syap.g_01505
OG0001172	Prae.g_01689	Syap.g_00547
OG0001177	Prae.g_01709	Syap.g_01920
OG0001178	Prae.g_01714	Syap.g_01786, Syap.g_01787
OG0001179	Prae.g_01742	Syap.g_00491
OG0001180	Prae.g_01765	Syap.g_00097, Syap.g_00465
OG0001181	Prae.g_01769	Syap.g_00459
OG0001183	Prae.g_01780	Syap.g_00594
OG0001185	Prae.g_01810	Syap.g_01104
OG0001186	Prae.g_01833	Syap.g_01140
OG0001187	Prae.g_01837	Syap.g_01142
OG0001188	Prae.g_01839	Syap.g_00634
OG0001189	Prae.g_01856	Syap.g_00979
OG0001191	Prae.g_01870	Syap.g_01030
OG0001192	Prae.g_01875	Syap.g_01021
OG0001197	Prae.g_01901	Syap.g_00126
OG0001198	Prae.g_01908	Syap.g_00052
OG0001199	Prae.g_00074	Syap.g_01696
OG0001200	Prae.g_00076	Syap.g_01698
OG0001202	Prae.g_00202	Syap.g_01613
OG0001203	Prae.g_00241	Syap.g_01154
OG0001204	Prae.g_00246	Syap.g_01577
OG0001214	Prae.g_00611	Syap.g_00897
OG0001217	Prae.g_00752	Syap.g_01464
OG0001218	Prae.g_00759	Syap.g_00020
OG0001219	Prae.g_00794	Syap.g_02794
OG0001221	Prae.g_00919	Syap.g_01777
OG0001222	Prae.g_00956	Syap.g_02027
OG0001224	Prae.g_01036	Syap.g_01551
OG0001225	Prae.g_01038	Syap.g_01553
OG0001226	Prae.g_01066	Syap.g_02551
OG0001228	Prae.g_01208	Syap.g_01063
OG0001229	Prae.g_01366	Syap.g_00827
OG0001230	Prae.g_01451	Syap.g_02116
OG0001231	Prae.g_01556	Syap.g_00073
OG0001232	Prae.g_01646	Syap.g_01393
OG0001235	Prae.g_01711	Syap.g_01924
OG0001236	Prae.g_01793	Syap.g_01069
OG0001237	Prae.g_01797	Syap.g_01073
OG0001238	Prae.g_01871	Syap.g_01028
OG0001239	Prae.g_00071	Syap.g_01693, Syap.g_01692
OG0001242	Prae.g_00119	Syap.g_02227, Syap.g_02229
OG0001243	Prae.g_00125	Syap.g_02219
OG0001244	Prae.g_00141	Syap.g_02192
OG0001246	Prae.g_00478	Syap.g_00267, Syap.g_01165
OG0001248	Prae.g_00659	Syap.g_00423
OG0001249	Prae.g_00784	Syap.g_00575
OG0001250	Prae.g_00846	Syap.g_01836
OG0001251	Prae.g_00893	Syap.g_01549, Syap.g_01727
OG0001253	Prae.g_01085	Syap.g_01969
OG0001255	Prae.g_01147	Syap.g_02523
OG0001256	Prae.g_01549	Syap.g_01225
OG0001257	Prae.g_01555	Syap.g_00374, Syap.g_00373
OG0001258	Prae.g_01620	Syap.g_00617
OG0001260	Prae.g_01680	Syap.g_01497
OG0001261	Prae.g_01750	Syap.g_00482
OG0001262	Prae.g_01854	Syap.g_00981
OG0001263	Prae.g_00128	Syap.g_02216
OG0001265	Prae.g_00118	Syap.g_02231
OG0001266	Prae.g_00206	Syap.g_01618
OG0001267	Prae.g_00281	Syap.g_01360
OG0001268	Prae.g_00339	Syap.g_00563
OG0001270	Prae.g_00408	Syap.g_02056
OG0001271	Prae.g_00446	Syap.g_02759
OG0001272	Prae.g_00460	Syap.g_02250
OG0001274	Prae.g_00677	Syap.g_01897
OG0001275	Prae.g_00992	Syap.g_02694
OG0001276	Prae.g_01015	Syap.g_01873
OG0001277	Prae.g_01074	Syap.g_01293
OG0001278	Prae.g_01213	Syap.g_02438
OG0001279	Prae.g_01265	Syap.g_02663
OG0001282	Prae.g_01369	Syap.g_01701
OG0001284	Prae.g_01529	Syap.g_00047
OG0001286	Prae.g_01762	Syap.g_00467
OG0001287	Prae.g_01817	Syap.g_00418
OG0001288	Prae.g_01826	Syap.g_01123
OG0001289	Prae.g_00087	Syap.g_02365
OG0001291	Prae.g_00135	Syap.g_02207
OG0001292	Prae.g_00251	Syap.g_01583
OG0001297	Prae.g_00488	Syap.g_00255
OG0001299	Prae.g_00640	Syap.g_01959
OG0001303	Prae.g_00996	Syap.g_02795
OG0001304	Prae.g_01025	Syap.g_00536
OG0001305	Prae.g_01044	Syap.g_01562
OG0001306	Prae.g_01149	Syap.g_00245
OG0001307	Prae.g_01351	Syap.g_00403
OG0001308	Prae.g_01469	Syap.g_02751, Syap.g_02750
OG0001310	Prae.g_01635	Syap.g_01774
OG0001311	Prae.g_01017	Syap.g_01871
OG0001315	Prae.g_00061	Syap.g_00596
OG0001318	Prae.g_00259	Syap.g_01596, Syap.g_01597
OG0001319	Prae.g_00275	Syap.g_02338
OG0001323	Prae.g_00493	Syap.g_00757
OG0001326	Prae.g_00881	Syap.g_02646
OG0001332	Prae.g_01502	Syap.g_01548
OG0001333	Prae.g_01660	Syap.g_01373
OG0001336	Prae.g_01897	Syap.g_02602
OG0001345	Prae.g_01182	Syap.g_01877, Syap.g_02776
OG0001346	Prae.g_01330	Syap.g_01484
OG0001348	Prae.g_01578	Syap.g_00938
OG0001351	Prae.g_00428	Syap.g_01996
OG0001353	Prae.g_00838	Syap.g_01849
OG0001358	Prae.g_00594	Syap.g_00942
OG0001360	Prae.g_01086	Syap.g_01881, Syap.g_02778
OG0001361	Prae.g_01179	Syap.g_01792
OG0001364	Prae.g_01786	Syap.g_01052
OG0001365	Prae.g_01864	Syap.g_00138
OG0001371	Prae.g_00653	Syap.g_02545, Syap.g_02544
OG0001373	Prae.g_00880	Syap.g_02647
OG0001374	Prae.g_00888	Syap.g_01829, Syap.g_01830
OG0001376	Prae.g_01050	Syap.g_01991
OG0001377	Prae.g_01051	Syap.g_01992
OG0001378	Prae.g_01095	Syap.g_02055
OG0001379	Prae.g_01323	Syap.g_01474
OG0001382	Prae.g_01570	Syap.g_00677
OG0001385	Prae.g_00877	Syap.g_02650
OG0001386	Prae.g_00878	Syap.g_02649
OG0001387	Prae.g_00879	Syap.g_02648
OG0001388	Prae.g_00882	Syap.g_02645
OG0001389	Prae.g_00883	Syap.g_02644
OG0001390	Prae.g_00884	Syap.g_02643
OG0001391	Prae.g_00885	Syap.g_01833
OG0001392	Prae.g_00886	Syap.g_01832
OG0001393	Prae.g_00887	Syap.g_01831
OG0001395	Prae.g_01027	Syap.g_00531
OG0001398	Prae.g_01583	Syap.g_02356
OG0001401	Prae.g_00687	Syap.g_01844
OG0001406	Prae.g_01049	Syap.g_01989
OG0001408	Prae.g_01069	Syap.g_01862
OG0001411	Prae.g_01439	Syap.g_00853
OG0001415	Prae.g_00234	Syap.g_00447, Syap.g_00446
OG0001418	Prae.g_00658	Syap.g_00221
OG0001420	Prae.g_01104	Syap.g_02736
OG0001422	Prae.g_01576	Syap.g_01682
OG0001425	Prae.g_01874	Syap.g_01024
OG0001428	Prae.g_00175	Syap.g_01196
