Orthogroup	Prae	Syaj
OG0000568	Prae.g_00543	Syaj.g_00207
OG0000569	Prae.g_00544	Syaj.g_00208
OG0000570	Prae.g_00545	Syaj.g_00209
OG0000571	Prae.g_00547	Syaj.g_00213
OG0000572	Prae.g_00560	Syaj.g_00230
OG0000573	Prae.g_00566	Syaj.g_00238
OG0000574	Prae.g_00567	Syaj.g_00242
OG0000575	Prae.g_00571	Syaj.g_00247
OG0000576	Prae.g_00573	Syaj.g_00249
OG0000577	Prae.g_00574	Syaj.g_00250
OG0000578	Prae.g_00575	Syaj.g_00251
OG0000579	Prae.g_00576	Syaj.g_00252
OG0000580	Prae.g_00577	Syaj.g_00253
OG0000581	Prae.g_00579	Syaj.g_00261
OG0000582	Prae.g_00582	Syaj.g_01338
OG0000583	Prae.g_00583	Syaj.g_01337
OG0000584	Prae.g_00584	Syaj.g_01336
OG0000585	Prae.g_00586	Syaj.g_01334
OG0000586	Prae.g_00587	Syaj.g_01333
OG0000587	Prae.g_00588	Syaj.g_01331
OG0000588	Prae.g_00592	Syaj.g_01313
OG0000589	Prae.g_00595	Syaj.g_01308
OG0000590	Prae.g_00596	Syaj.g_01307
OG0000591	Prae.g_00599	Syaj.g_01299
OG0000592	Prae.g_00600	Syaj.g_01298
OG0000593	Prae.g_00606	Syaj.g_01287
OG0000594	Prae.g_00607	Syaj.g_01286
OG0000595	Prae.g_00608	Syaj.g_01285
OG0000596	Prae.g_00612	Syaj.g_01280
OG0000597	Prae.g_00614	Syaj.g_01277
OG0000598	Prae.g_00615	Syaj.g_01276
OG0000599	Prae.g_00618	Syaj.g_01273
OG0000600	Prae.g_00619	Syaj.g_01272
OG0000601	Prae.g_00620	Syaj.g_01271
OG0000602	Prae.g_00622	Syaj.g_01266
OG0000603	Prae.g_00623	Syaj.g_01265
OG0000604	Prae.g_00624	Syaj.g_01262
OG0000605	Prae.g_00625	Syaj.g_01153
OG0000606	Prae.g_00628	Syaj.g_00698
OG0000607	Prae.g_00631	Syaj.g_00702
OG0000608	Prae.g_00632	Syaj.g_00703
OG0000609	Prae.g_00633	Syaj.g_00705
OG0000610	Prae.g_00638	Syaj.g_00714
OG0000611	Prae.g_00641	Syaj.g_00717
OG0000612	Prae.g_00642	Syaj.g_00718
OG0000613	Prae.g_00647	Syaj.g_02500
OG0000614	Prae.g_00666	Syaj.g_00480
OG0000615	Prae.g_00674	Syaj.g_01065
OG0000616	Prae.g_00678	Syaj.g_02245
OG0000617	Prae.g_00717	Syaj.g_00952
OG0000618	Prae.g_00718	Syaj.g_00951
OG0000619	Prae.g_00719	Syaj.g_00950
OG0000620	Prae.g_00722	Syaj.g_00945
OG0000621	Prae.g_00723	Syaj.g_00944
OG0000622	Prae.g_00724	Syaj.g_00943
OG0000623	Prae.g_00725	Syaj.g_00942
OG0000624	Prae.g_00726	Syaj.g_00940
OG0000625	Prae.g_00727	Syaj.g_00939
OG0000626	Prae.g_00728	Syaj.g_00938
OG0000627	Prae.g_00729	Syaj.g_00765
OG0000628	Prae.g_00730	Syaj.g_00766
OG0000629	Prae.g_00731	Syaj.g_00769
OG0000630	Prae.g_00734	Syaj.g_00773
OG0000631	Prae.g_00797	Syaj.g_00786
OG0000632	Prae.g_00798	Syaj.g_00787
OG0000633	Prae.g_00799	Syaj.g_00789
OG0000634	Prae.g_00802	Syaj.g_01030
OG0000635	Prae.g_00803	Syaj.g_01029
OG0000636	Prae.g_00805	Syaj.g_01024
OG0000637	Prae.g_00807	Syaj.g_01022
OG0000638	Prae.g_00808	Syaj.g_01021
OG0000639	Prae.g_00809	Syaj.g_01020
OG0000640	Prae.g_00810	Syaj.g_01019
OG0000641	Prae.g_00814	Syaj.g_01015
OG0000642	Prae.g_00815	Syaj.g_01014
OG0000643	Prae.g_00816	Syaj.g_01012
OG0000644	Prae.g_00817	Syaj.g_01011
OG0000645	Prae.g_00818	Syaj.g_01009
OG0000646	Prae.g_00820	Syaj.g_01006
OG0000647	Prae.g_00821	Syaj.g_01004
OG0000648	Prae.g_00823	Syaj.g_01001
OG0000649	Prae.g_00824	Syaj.g_01000
OG0000650	Prae.g_00825	Syaj.g_00999
OG0000651	Prae.g_00826	Syaj.g_00998
OG0000652	Prae.g_00827	Syaj.g_00997
OG0000653	Prae.g_00829	Syaj.g_00991
OG0000654	Prae.g_00830	Syaj.g_00990
OG0000655	Prae.g_00831	Syaj.g_00989
OG0000656	Prae.g_00834	Syaj.g_00986
OG0000657	Prae.g_00841	Syaj.g_00382
OG0000658	Prae.g_00842	Syaj.g_00379
OG0000659	Prae.g_00843	Syaj.g_00378
OG0000660	Prae.g_00847	Syaj.g_00374
OG0000661	Prae.g_00849	Syaj.g_00372
OG0000662	Prae.g_00851	Syaj.g_00370
OG0000663	Prae.g_00853	Syaj.g_00367
OG0000664	Prae.g_00854	Syaj.g_00358
OG0000665	Prae.g_00858	Syaj.g_01243
OG0000666	Prae.g_00859	Syaj.g_01154
OG0000667	Prae.g_00863	Syaj.g_02661
OG0000668	Prae.g_00892	Syaj.g_00816
OG0000669	Prae.g_00900	Syaj.g_00730
OG0000670	Prae.g_00902	Syaj.g_00733
OG0000671	Prae.g_00904	Syaj.g_00735
OG0000672	Prae.g_00906	Syaj.g_00739
OG0000673	Prae.g_00909	Syaj.g_00742
OG0000674	Prae.g_00911	Syaj.g_00744
OG0000675	Prae.g_00912	Syaj.g_00757
OG0000676	Prae.g_00914	Syaj.g_00759
OG0000677	Prae.g_00915	Syaj.g_00760
OG0000678	Prae.g_00917	Syaj.g_01075
OG0000679	Prae.g_00921	Syaj.g_01061
OG0000680	Prae.g_00922	Syaj.g_01060
OG0000681	Prae.g_00924	Syaj.g_01057
OG0000682	Prae.g_00925	Syaj.g_01056
OG0000683	Prae.g_00926	Syaj.g_01055
OG0000684	Prae.g_00927	Syaj.g_01051
OG0000685	Prae.g_00929	Syaj.g_01049
OG0000686	Prae.g_00930	Syaj.g_01048
OG0000687	Prae.g_00931	Syaj.g_01047
OG0000688	Prae.g_00934	Syaj.g_01041
OG0000689	Prae.g_00935	Syaj.g_01039
OG0000690	Prae.g_00936	Syaj.g_01038
OG0000691	Prae.g_00937	Syaj.g_01037
OG0000692	Prae.g_00938	Syaj.g_01036
OG0000693	Prae.g_00939	Syaj.g_01034
OG0000694	Prae.g_00940	Syaj.g_01033
OG0000695	Prae.g_00942	Syaj.g_00791
OG0000696	Prae.g_00943	Syaj.g_00792
OG0000697	Prae.g_00944	Syaj.g_00932
OG0000698	Prae.g_00947	Syaj.g_00929
OG0000699	Prae.g_00948	Syaj.g_00928
OG0000700	Prae.g_00949	Syaj.g_00927
OG0000701	Prae.g_00950	Syaj.g_00926
OG0000702	Prae.g_00952	Syaj.g_00916
OG0000703	Prae.g_00953	Syaj.g_00915
OG0000704	Prae.g_00954	Syaj.g_00913
OG0000705	Prae.g_00958	Syaj.g_00906
OG0000706	Prae.g_00959	Syaj.g_00905
OG0000707	Prae.g_00960	Syaj.g_00904
OG0000708	Prae.g_00961	Syaj.g_00901
OG0000709	Prae.g_00965	Syaj.g_00872
OG0000710	Prae.g_00968	Syaj.g_00867
OG0000711	Prae.g_00985	Syaj.g_00839
OG0000712	Prae.g_00987	Syaj.g_00837
OG0000713	Prae.g_00988	Syaj.g_00836
OG0000714	Prae.g_00989	Syaj.g_00834
OG0000715	Prae.g_00991	Syaj.g_00832
OG0000716	Prae.g_00993	Syaj.g_00825
OG0000717	Prae.g_00994	Syaj.g_00824
OG0000718	Prae.g_01009	Syaj.g_00820
OG0000719	Prae.g_01011	Syaj.g_00818
OG0000720	Prae.g_01020	Syaj.g_00805
OG0000721	Prae.g_01022	Syaj.g_00803
OG0000722	Prae.g_01023	Syaj.g_00802
OG0000723	Prae.g_01026	Syaj.g_00934
OG0000724	Prae.g_01035	Syaj.g_00421
OG0000725	Prae.g_01041	Syaj.g_00430
OG0000726	Prae.g_01042	Syaj.g_00431
OG0000727	Prae.g_01043	Syaj.g_00432
OG0000728	Prae.g_01045	Syaj.g_00434
OG0000729	Prae.g_01092	Syaj.g_02397
OG0000730	Prae.g_01096	Syaj.g_02802
OG0000731	Prae.g_01100	Syaj.g_02814
OG0000732	Prae.g_01109	Syaj.g_02315
OG0000733	Prae.g_01131	Syaj.g_02151
OG0000734	Prae.g_01148	Syaj.g_01895
OG0000735	Prae.g_01150	Syaj.g_00286
OG0000736	Prae.g_01151	Syaj.g_00287
OG0000737	Prae.g_01152	Syaj.g_00288
OG0000738	Prae.g_01156	Syaj.g_00293
OG0000739	Prae.g_01157	Syaj.g_00295
OG0000740	Prae.g_01158	Syaj.g_00296
OG0000741	Prae.g_01159	Syaj.g_00299
OG0000742	Prae.g_01162	Syaj.g_00301
OG0000743	Prae.g_01164	Syaj.g_00303
OG0000744	Prae.g_01165	Syaj.g_00304
OG0000745	Prae.g_01166	Syaj.g_00306
OG0000746	Prae.g_01168	Syaj.g_00308
OG0000747	Prae.g_01169	Syaj.g_00309
OG0000748	Prae.g_01172	Syaj.g_00319
OG0000749	Prae.g_01173	Syaj.g_00322
OG0000750	Prae.g_01174	Syaj.g_00323
OG0000751	Prae.g_01176	Syaj.g_00331
OG0000752	Prae.g_01178	Syaj.g_00333
OG0000753	Prae.g_01181	Syaj.g_00336
OG0000754	Prae.g_01184	Syaj.g_00643
OG0000755	Prae.g_01187	Syaj.g_00631
OG0000756	Prae.g_01188	Syaj.g_00625
OG0000757	Prae.g_01194	Syaj.g_00614
OG0000758	Prae.g_01195	Syaj.g_00613
OG0000759	Prae.g_01196	Syaj.g_00612
OG0000760	Prae.g_01197	Syaj.g_00611
OG0000761	Prae.g_01198	Syaj.g_00609
OG0000762	Prae.g_01199	Syaj.g_00603
OG0000763	Prae.g_01201	Syaj.g_00597
OG0000764	Prae.g_01202	Syaj.g_00596
OG0000765	Prae.g_01211	Syaj.g_00577
OG0000766	Prae.g_01212	Syaj.g_00576
OG0000767	Prae.g_01214	Syaj.g_00574
OG0000768	Prae.g_01215	Syaj.g_00573
OG0000769	Prae.g_01217	Syaj.g_00571
OG0000770	Prae.g_01219	Syaj.g_00567
OG0000771	Prae.g_01434	Syaj.g_00415
OG0000772	Prae.g_01293	Syaj.g_01208
OG0000773	Prae.g_01319	Syaj.g_00280
OG0000774	Prae.g_01321	Syaj.g_01502
OG0000775	Prae.g_01324	Syaj.g_01504
OG0000776	Prae.g_01325	Syaj.g_01505
OG0000777	Prae.g_01326	Syaj.g_01506
OG0000778	Prae.g_01327	Syaj.g_01507
OG0000779	Prae.g_01331	Syaj.g_01513
OG0000780	Prae.g_01332	Syaj.g_01517
OG0000781	Prae.g_01335	Syaj.g_01521
OG0000782	Prae.g_01336	Syaj.g_01522
OG0000783	Prae.g_01337	Syaj.g_01524
OG0000784	Prae.g_01338	Syaj.g_01525
OG0000785	Prae.g_01340	Syaj.g_01526
OG0000786	Prae.g_01342	Syaj.g_00265
OG0000787	Prae.g_01343	Syaj.g_00264
OG0000788	Prae.g_01355	Syaj.g_01270
OG0000789	Prae.g_01358	Syaj.g_01121
OG0000790	Prae.g_01373	Syaj.g_00054
OG0000791	Prae.g_01375	Syaj.g_00053
OG0000792	Prae.g_01376	Syaj.g_00052
OG0000793	Prae.g_01379	Syaj.g_00047
OG0000794	Prae.g_01380	Syaj.g_00046
OG0000795	Prae.g_01381	Syaj.g_00045
OG0000796	Prae.g_01385	Syaj.g_00039
OG0000797	Prae.g_01386	Syaj.g_00038
OG0000798	Prae.g_01420	Syaj.g_02568
OG0000799	Prae.g_01441	Syaj.g_01352
OG0000800	Prae.g_01442	Syaj.g_01354
OG0000801	Prae.g_01443	Syaj.g_01355
OG0000802	Prae.g_01445	Syaj.g_01359
OG0000803	Prae.g_01447	Syaj.g_01363
OG0000804	Prae.g_01448	Syaj.g_01366
OG0000805	Prae.g_01450	Syaj.g_01369
OG0000806	Prae.g_01452	Syaj.g_01370
OG0000807	Prae.g_01453	Syaj.g_01372
OG0000808	Prae.g_01454	Syaj.g_01373
OG0000809	Prae.g_01457	Syaj.g_01376
OG0000810	Prae.g_01458	Syaj.g_01377
OG0000811	Prae.g_01462	Syaj.g_01385
OG0000812	Prae.g_01464	Syaj.g_01387
OG0000813	Prae.g_01465	Syaj.g_01388
OG0000814	Prae.g_01467	Syaj.g_01390
OG0000815	Prae.g_01468	Syaj.g_01391
OG0000816	Prae.g_01470	Syaj.g_01392
OG0000817	Prae.g_01471	Syaj.g_01393
OG0000818	Prae.g_01476	Syaj.g_01399
OG0000819	Prae.g_01477	Syaj.g_01400
OG0000820	Prae.g_01478	Syaj.g_01401
OG0000821	Prae.g_01482	Syaj.g_01412
OG0000822	Prae.g_01483	Syaj.g_01414
OG0000823	Prae.g_01484	Syaj.g_01415
OG0000824	Prae.g_01487	Syaj.g_01421
OG0000825	Prae.g_01488	Syaj.g_01422
OG0000826	Prae.g_01489	Syaj.g_01423
OG0000827	Prae.g_01490	Syaj.g_01424
OG0000828	Prae.g_01493	Syaj.g_01427
OG0000829	Prae.g_01494	Syaj.g_01428
OG0000830	Prae.g_01495	Syaj.g_01429
OG0000831	Prae.g_01497	Syaj.g_01431
OG0000832	Prae.g_01503	Syaj.g_01635
OG0000833	Prae.g_01511	Syaj.g_01647
OG0000834	Prae.g_01512	Syaj.g_01649
OG0000835	Prae.g_01513	Syaj.g_01650
OG0000836	Prae.g_01514	Syaj.g_01654
OG0000837	Prae.g_01515	Syaj.g_01661
OG0000838	Prae.g_01517	Syaj.g_01665
OG0000839	Prae.g_01518	Syaj.g_01666
OG0000840	Prae.g_01519	Syaj.g_01667
OG0000841	Prae.g_01520	Syaj.g_01668
OG0000842	Prae.g_01521	Syaj.g_01669
OG0000843	Prae.g_01522	Syaj.g_01670
OG0000844	Prae.g_01523	Syaj.g_01680
OG0000845	Prae.g_01524	Syaj.g_01681
OG0000846	Prae.g_01525	Syaj.g_01682
OG0000847	Prae.g_01526	Syaj.g_01683
OG0000848	Prae.g_01527	Syaj.g_01685
OG0000849	Prae.g_01528	Syaj.g_01686
OG0000850	Prae.g_01530	Syaj.g_01689
OG0000851	Prae.g_01531	Syaj.g_01694
OG0000852	Prae.g_01532	Syaj.g_01695
OG0000853	Prae.g_01536	Syaj.g_01699
OG0000854	Prae.g_01538	Syaj.g_01701
OG0000855	Prae.g_01539	Syaj.g_01702
OG0000856	Prae.g_01554	Syaj.g_01296
OG0000857	Prae.g_01582	Syaj.g_01005
OG0000858	Prae.g_01617	Syaj.g_01708
OG0000859	Prae.g_01618	Syaj.g_01709
OG0000860	Prae.g_01625	Syaj.g_01723
OG0000861	Prae.g_01626	Syaj.g_01724
OG0000862	Prae.g_01627	Syaj.g_01725
OG0000863	Prae.g_01629	Syaj.g_01728
OG0000864	Prae.g_01630	Syaj.g_01729
OG0000865	Prae.g_01631	Syaj.g_01730
OG0000866	Prae.g_01632	Syaj.g_01731
OG0000867	Prae.g_01633	Syaj.g_01732
OG0000868	Prae.g_01634	Syaj.g_01734
OG0000869	Prae.g_01638	Syaj.g_01742
OG0000870	Prae.g_01643	Syaj.g_01747
OG0000871	Prae.g_01644	Syaj.g_01748
OG0000872	Prae.g_01645	Syaj.g_01756
OG0000873	Prae.g_01648	Syaj.g_01759
OG0000874	Prae.g_01651	Syaj.g_01754
OG0000875	Prae.g_01652	Syaj.g_01762
OG0000876	Prae.g_01653	Syaj.g_02084
OG0000877	Prae.g_01655	Syaj.g_01586
OG0000878	Prae.g_01656	Syaj.g_01587
OG0000879	Prae.g_01657	Syaj.g_01588
OG0000880	Prae.g_01658	Syaj.g_01589
OG0000881	Prae.g_01662	Syaj.g_01595
OG0000882	Prae.g_01667	Syaj.g_01599
OG0000883	Prae.g_01668	Syaj.g_01601
OG0000884	Prae.g_01670	Syaj.g_01603
OG0000885	Prae.g_01671	Syaj.g_01604
OG0000886	Prae.g_01672	Syaj.g_01605
OG0000887	Prae.g_01673	Syaj.g_01606
OG0000888	Prae.g_01675	Syaj.g_01608
OG0000889	Prae.g_01677	Syaj.g_01610
OG0000890	Prae.g_01678	Syaj.g_01615
OG0000891	Prae.g_01679	Syaj.g_01616
OG0000892	Prae.g_01681	Syaj.g_01620
OG0000893	Prae.g_01686	Syaj.g_02636
OG0000894	Prae.g_01688	Syaj.g_02639
OG0000895	Prae.g_01691	Syaj.g_02643
OG0000896	Prae.g_01692	Syaj.g_02644
OG0000897	Prae.g_01694	Syaj.g_02646
OG0000898	Prae.g_01695	Syaj.g_02647
OG0000899	Prae.g_01696	Syaj.g_02648
OG0000900	Prae.g_01697	Syaj.g_02649
OG0000901	Prae.g_01700	Syaj.g_02654
OG0000902	Prae.g_01702	Syaj.g_02656
OG0000903	Prae.g_01705	Syaj.g_02689
OG0000904	Prae.g_01707	Syaj.g_02684
OG0000905	Prae.g_01712	Syaj.g_02678
OG0000906	Prae.g_01713	Syaj.g_02676
OG0000907	Prae.g_01716	Syaj.g_02692
OG0000908	Prae.g_01719	Syaj.g_02695
OG0000909	Prae.g_01720	Syaj.g_02696
OG0000910	Prae.g_01721	Syaj.g_02697
OG0000911	Prae.g_01723	Syaj.g_02699
OG0000912	Prae.g_01724	Syaj.g_02700
OG0000913	Prae.g_01725	Syaj.g_02701
OG0000914	Prae.g_01726	Syaj.g_02702
OG0000915	Prae.g_01727	Syaj.g_02704
OG0000916	Prae.g_01728	Syaj.g_02705
OG0000917	Prae.g_01729	Syaj.g_02706
OG0000918	Prae.g_01730	Syaj.g_02707
OG0000919	Prae.g_01731	Syaj.g_02708
OG0000920	Prae.g_01732	Syaj.g_02709
OG0000921	Prae.g_01733	Syaj.g_02710
OG0000922	Prae.g_01734	Syaj.g_02711
OG0000923	Prae.g_01738	Syaj.g_02715
OG0000924	Prae.g_01739	Syaj.g_02716
OG0000925	Prae.g_01740	Syaj.g_02717
OG0000926	Prae.g_01741	Syaj.g_02718
OG0000927	Prae.g_01743	Syaj.g_02720
OG0000928	Prae.g_01744	Syaj.g_02721
OG0000929	Prae.g_01745	Syaj.g_02722
OG0000930	Prae.g_01746	Syaj.g_02723
OG0000931	Prae.g_01747	Syaj.g_02724
OG0000932	Prae.g_01748	Syaj.g_02725
OG0000933	Prae.g_01752	Syaj.g_02731
OG0000934	Prae.g_01754	Syaj.g_02733
OG0000935	Prae.g_01755	Syaj.g_02734
OG0000936	Prae.g_01756	Syaj.g_02735
OG0000937	Prae.g_01757	Syaj.g_02736
OG0000938	Prae.g_01759	Syaj.g_02739
OG0000939	Prae.g_01760	Syaj.g_02740
OG0000940	Prae.g_01768	Syaj.g_02747
OG0000941	Prae.g_01770	Syaj.g_02749
OG0000942	Prae.g_01772	Syaj.g_02751
OG0000943	Prae.g_01773	Syaj.g_02752
OG0000944	Prae.g_01774	Syaj.g_02754
OG0000945	Prae.g_01775	Syaj.g_02756
OG0000946	Prae.g_01779	Syaj.g_02761
OG0000947	Prae.g_01781	Syaj.g_02764
OG0000948	Prae.g_01782	Syaj.g_02765
OG0000949	Prae.g_01785	Syaj.g_02474
OG0000950	Prae.g_01790	Syaj.g_02459
OG0000951	Prae.g_01794	Syaj.g_02452
OG0000952	Prae.g_01798	Syaj.g_02446
OG0000953	Prae.g_01801	Syaj.g_02442
OG0000954	Prae.g_01805	Syaj.g_02435
OG0000955	Prae.g_01806	Syaj.g_02434
OG0000956	Prae.g_01808	Syaj.g_02432
OG0000957	Prae.g_01813	Syaj.g_02419
OG0000958	Prae.g_01814	Syaj.g_02418
OG0000959	Prae.g_01818	Syaj.g_02413
OG0000960	Prae.g_01819	Syaj.g_02412
OG0000961	Prae.g_01821	Syaj.g_02402
OG0000962	Prae.g_01823	Syaj.g_02398
OG0000963	Prae.g_01827	Syaj.g_02393
OG0000964	Prae.g_01828	Syaj.g_02392
OG0000965	Prae.g_01829	Syaj.g_02391
OG0000966	Prae.g_01836	Syaj.g_02370
OG0000967	Prae.g_01840	Syaj.g_02334
OG0000968	Prae.g_01842	Syaj.g_02363
OG0000969	Prae.g_01843	Syaj.g_02338
OG0000970	Prae.g_01844	Syaj.g_02337
OG0000971	Prae.g_01845	Syaj.g_02331
OG0000972	Prae.g_01846	Syaj.g_02330
OG0000973	Prae.g_01847	Syaj.g_02329
OG0000974	Prae.g_01848	Syaj.g_02328
OG0000975	Prae.g_01849	Syaj.g_02327
OG0000976	Prae.g_01850	Syaj.g_02326
OG0000977	Prae.g_01851	Syaj.g_02324
OG0000978	Prae.g_01852	Syaj.g_02322
OG0000979	Prae.g_01855	Syaj.g_02319
OG0000980	Prae.g_01857	Syaj.g_02316
OG0000981	Prae.g_01859	Syaj.g_02313
OG0000982	Prae.g_01861	Syaj.g_02112
OG0000983	Prae.g_01862	Syaj.g_02113
OG0000984	Prae.g_01863	Syaj.g_02114
OG0000985	Prae.g_01866	Syaj.g_02116
OG0000986	Prae.g_01868	Syaj.g_02123
OG0000987	Prae.g_01869	Syaj.g_02125
OG0000988	Prae.g_01872	Syaj.g_02131
OG0000989	Prae.g_01876	Syaj.g_02142
OG0000990	Prae.g_01879	Syaj.g_02165
OG0000991	Prae.g_01880	Syaj.g_02168
OG0000992	Prae.g_01882	Syaj.g_02171
OG0000993	Prae.g_01883	Syaj.g_02173
OG0000994	Prae.g_01884	Syaj.g_02177
OG0000995	Prae.g_01888	Syaj.g_02182
OG0000996	Prae.g_01889	Syaj.g_02221
OG0000997	Prae.g_01890	Syaj.g_02228
OG0000998	Prae.g_01892	Syaj.g_02230
OG0000999	Prae.g_01893	Syaj.g_02231
OG0001000	Prae.g_01896	Syaj.g_02236
OG0001001	Prae.g_01898	Syaj.g_02241
OG0001002	Prae.g_01902	Syaj.g_02248
OG0001003	Prae.g_01903	Syaj.g_02250
OG0001004	Prae.g_01904	Syaj.g_02251
OG0001005	Prae.g_01905	Syaj.g_02252
OG0001006	Prae.g_01909	Syaj.g_02260
OG0001007	Prae.g_01911	Syaj.g_02262
OG0001008	Prae.g_00411	Syaj.g_01554
OG0001009	Prae.g_00027	Syaj.g_02294
OG0001010	Prae.g_00028	Syaj.g_02295
OG0001011	Prae.g_00029	Syaj.g_02296
OG0001012	Prae.g_00045	Syaj.g_02108
OG0001014	Prae.g_00053	Syaj.g_02083
OG0001015	Prae.g_00054	Syaj.g_02082
OG0001016	Prae.g_00073	Syaj.g_01824
OG0001017	Prae.g_00077	Syaj.g_01830
OG0001018	Prae.g_00080	Syaj.g_01832
OG0001019	Prae.g_00089	Syaj.g_01849
OG0001020	Prae.g_00090	Syaj.g_01862
OG0001021	Prae.g_00091	Syaj.g_01867
OG0001022	Prae.g_00094	Syaj.g_01872
OG0001023	Prae.g_00095	Syaj.g_01873
OG0001024	Prae.g_00098	Syaj.g_01877
OG0001025	Prae.g_00104	Syaj.g_01884
OG0001026	Prae.g_00110	Syaj.g_01897
OG0001027	Prae.g_00111	Syaj.g_01903
OG0001028	Prae.g_00113	Syaj.g_01905
OG0001029	Prae.g_00115	Syaj.g_01907
OG0001030	Prae.g_00130	Syaj.g_01933
OG0001031	Prae.g_00189	Syaj.g_02012
OG0001032	Prae.g_00190	Syaj.g_02015
OG0001033	Prae.g_00211	Syaj.g_02044
OG0001034	Prae.g_00239	Syaj.g_02875
OG0001035	Prae.g_00257	Syaj.g_02603
OG0001036	Prae.g_00262	Syaj.g_02599
OG0001037	Prae.g_00263	Syaj.g_02597
OG0001038	Prae.g_00279	Syaj.g_02567
OG0001039	Prae.g_00282	Syaj.g_02564
OG0001040	Prae.g_00284	Syaj.g_02561
OG0001041	Prae.g_00288	Syaj.g_02556
OG0001042	Prae.g_00305	Syaj.g_02527
OG0001043	Prae.g_00306	Syaj.g_02523
OG0001044	Prae.g_00334	Syaj.g_02804
OG0001045	Prae.g_00342	Syaj.g_02817
OG0001046	Prae.g_00379	Syaj.g_00851
OG0001047	Prae.g_00413	Syaj.g_01552
OG0001048	Prae.g_00414	Syaj.g_01551
OG0001049	Prae.g_00416	Syaj.g_01548
OG0001050	Prae.g_00417	Syaj.g_01547
OG0001051	Prae.g_00418	Syaj.g_01546
OG0001052	Prae.g_00445	Syaj.g_01448
OG0001053	Prae.g_00457	Syaj.g_00075
OG0001054	Prae.g_00472	Syaj.g_00092
OG0001055	Prae.g_00491	Syaj.g_00113
OG0001056	Prae.g_00511	Syaj.g_00149
OG0001057	Prae.g_00516	Syaj.g_00160
OG0001058	Prae.g_00524	Syaj.g_00183
OG0001059	Prae.g_00528	Syaj.g_00187
OG0001060	Prae.g_00535	Syaj.g_00193
OG0001061	Prae.g_00548	Syaj.g_00214
OG0001062	Prae.g_00550	Syaj.g_00216
OG0001063	Prae.g_00552	Syaj.g_00222
OG0001064	Prae.g_00553	Syaj.g_00223
OG0001065	Prae.g_00554	Syaj.g_00224
OG0001066	Prae.g_00555	Syaj.g_00225
OG0001067	Prae.g_00556	Syaj.g_00226
OG0001068	Prae.g_00557	Syaj.g_00227
OG0001069	Prae.g_00558	Syaj.g_00228
OG0001070	Prae.g_00561	Syaj.g_00231
OG0001071	Prae.g_00562	Syaj.g_00232
OG0001072	Prae.g_00564	Syaj.g_00236
OG0001073	Prae.g_00578	Syaj.g_00254
OG0001074	Prae.g_00589	Syaj.g_01327
OG0001075	Prae.g_00590	Syaj.g_01325
OG0001076	Prae.g_00598	Syaj.g_01305
OG0001077	Prae.g_00602	Syaj.g_01294
OG0001078	Prae.g_00610	Syaj.g_01282
OG0001079	Prae.g_00621	Syaj.g_01269
OG0001080	Prae.g_00627	Syaj.g_01135
OG0001081	Prae.g_00629	Syaj.g_00699
OG0001082	Prae.g_00630	Syaj.g_00700
OG0001083	Prae.g_00635	Syaj.g_00709
OG0001084	Prae.g_00636	Syaj.g_00711
OG0001085	Prae.g_00644	Syaj.g_00721
OG0001086	Prae.g_00645	Syaj.g_00723
OG0001087	Prae.g_00662	Syaj.g_00498
OG0001088	Prae.g_00663	Syaj.g_00494
OG0001089	Prae.g_00671	Syaj.g_00439
OG0001090	Prae.g_00712	Syaj.g_00959
OG0001091	Prae.g_00714	Syaj.g_00957
OG0001092	Prae.g_00715	Syaj.g_00954
OG0001093	Prae.g_00720	Syaj.g_00948
OG0001094	Prae.g_00800	Syaj.g_01032
OG0001095	Prae.g_00819	Syaj.g_01008
OG0001096	Prae.g_00832	Syaj.g_00988
OG0001097	Prae.g_00850	Syaj.g_00371
OG0001098	Prae.g_00865	Syaj.g_01132
OG0001099	Prae.g_00897	Syaj.g_01906
OG0001100	Prae.g_00901	Syaj.g_00732
OG0001101	Prae.g_00903	Syaj.g_00734
OG0001102	Prae.g_00905	Syaj.g_00737
OG0001103	Prae.g_00907	Syaj.g_00740
OG0001104	Prae.g_00928	Syaj.g_01050
OG0001105	Prae.g_00932	Syaj.g_01046
OG0001106	Prae.g_00955	Syaj.g_00912
OG0001107	Prae.g_00962	Syaj.g_00900
OG0001108	Prae.g_00966	Syaj.g_00870
OG0001109	Prae.g_00967	Syaj.g_00868
OG0001110	Prae.g_00969	Syaj.g_00866
OG0001111	Prae.g_00970	Syaj.g_00864
OG0001112	Prae.g_00971	Syaj.g_00862
OG0001113	Prae.g_00972	Syaj.g_00861
OG0001114	Prae.g_00973	Syaj.g_00860
OG0001115	Prae.g_00975	Syaj.g_00856
OG0001116	Prae.g_00976	Syaj.g_00854
OG0001117	Prae.g_00977	Syaj.g_00853
OG0001118	Prae.g_00978	Syaj.g_00852
OG0001119	Prae.g_00979	Syaj.g_00850
OG0001120	Prae.g_00981	Syaj.g_00846
OG0001121	Prae.g_01128, Prae.g_00984	Syaj.g_00630
OG0001122	Prae.g_01012	Syaj.g_00817
OG0001123	Prae.g_01016	Syaj.g_00810
OG0001124	Prae.g_01018	Syaj.g_00808
OG0001125	Prae.g_01019	Syaj.g_00806
OG0001126	Prae.g_01029	Syaj.g_00413
OG0001127	Prae.g_01030	Syaj.g_00414
