Orthogroup	Syaa	Praf
OG0000555	Syaa.g_01961	Praf.g_00677
OG0000556	Syaa.g_01957	Praf.g_00683
OG0000557	Syaa.g_01955	Praf.g_00684
OG0000558	Syaa.g_01953	Praf.g_00687
OG0000559	Syaa.g_01949	Praf.g_00691
OG0000560	Syaa.g_01946	Praf.g_00694
OG0000561	Syaa.g_01945	Praf.g_00695
OG0000562	Syaa.g_01944	Praf.g_00696
OG0000563	Syaa.g_01943	Praf.g_00697
OG0000564	Syaa.g_01942	Praf.g_00698
OG0000565	Syaa.g_01939	Praf.g_00701
OG0000566	Syaa.g_01935	Praf.g_00705
OG0000567	Syaa.g_01931	Praf.g_00709
OG0000568	Syaa.g_01928	Praf.g_00711
OG0000569	Syaa.g_01925	Praf.g_00712
OG0000570	Syaa.g_01924	Praf.g_00713
OG0000571	Syaa.g_01920	Praf.g_00716
OG0000572	Syaa.g_01904	Praf.g_00733
OG0000573	Syaa.g_01896	Praf.g_00740
OG0000574	Syaa.g_01895	Praf.g_00741
OG0000575	Syaa.g_01891	Praf.g_00751
OG0000576	Syaa.g_01889	Praf.g_00753
OG0000577	Syaa.g_01888	Praf.g_00754
OG0000578	Syaa.g_01887	Praf.g_00755
OG0000579	Syaa.g_01886	Praf.g_00756
OG0000580	Syaa.g_01885	Praf.g_00757
OG0000581	Syaa.g_01879	Praf.g_00761
OG0000582	Syaa.g_01687	Praf.g_00765
OG0000583	Syaa.g_01686	Praf.g_00766
OG0000584	Syaa.g_01685	Praf.g_00767
OG0000585	Syaa.g_01683	Praf.g_00769
OG0000586	Syaa.g_01682	Praf.g_00771
OG0000587	Syaa.g_01680	Praf.g_00773
OG0000588	Syaa.g_01666	Praf.g_01663
OG0000589	Syaa.g_01662	Praf.g_01666
OG0000590	Syaa.g_01661	Praf.g_01667
OG0000591	Syaa.g_01653	Praf.g_01674
OG0000592	Syaa.g_01652	Praf.g_01675
OG0000593	Syaa.g_01638	Praf.g_01688
OG0000594	Syaa.g_01637	Praf.g_01689
OG0000595	Syaa.g_01636	Praf.g_01690
OG0000596	Syaa.g_01630	Praf.g_01695
OG0000597	Syaa.g_01627	Praf.g_01698
OG0000598	Syaa.g_01626	Praf.g_01699
OG0000599	Syaa.g_01623	Praf.g_01709
OG0000600	Syaa.g_01622	Praf.g_01710
OG0000601	Syaa.g_01621	Praf.g_01711
OG0000602	Syaa.g_01616	Praf.g_01716
OG0000603	Syaa.g_01615	Praf.g_01717
OG0000604	Syaa.g_01612	Praf.g_01718
OG0000605	Syaa.g_01447	Praf.g_01720
OG0000606	Syaa.g_01055	Praf.g_01727
OG0000607	Syaa.g_01058	Praf.g_01730
OG0000608	Syaa.g_01059	Praf.g_01731
OG0000609	Syaa.g_01061	Praf.g_01733
OG0000610	Syaa.g_01068	Praf.g_01741
OG0000611	Syaa.g_01071	Praf.g_01744
OG0000612	Syaa.g_01072	Praf.g_01745
OG0000613	Syaa.g_00199	Praf.g_02344
OG0000614	Syaa.g_00906	Praf.g_01207
OG0000615	Syaa.g_01113	Praf.g_01489
OG0000616	Syaa.g_02742	Praf.g_02767
OG0000617	Syaa.g_01244	Praf.g_01308
OG0000618	Syaa.g_01245	Praf.g_01309
OG0000619	Syaa.g_01246	Praf.g_01310
OG0000620	Syaa.g_01259	Praf.g_01314
OG0000621	Syaa.g_01260	Praf.g_01315
OG0000622	Syaa.g_01261	Praf.g_01316
OG0000623	Syaa.g_01262	Praf.g_01317
OG0000624	Syaa.g_01264	Praf.g_01318
OG0000625	Syaa.g_01265	Praf.g_01319
OG0000626	Syaa.g_01266	Praf.g_01320
OG0000627	Syaa.g_01414	Praf.g_01441
OG0000628	Syaa.g_01413	Praf.g_01440
OG0000629	Syaa.g_01410	Praf.g_01437
OG0000630	Syaa.g_01406	Praf.g_01433
OG0000631	Syaa.g_01400	Praf.g_01429
OG0000632	Syaa.g_01399	Praf.g_01428
OG0000633	Syaa.g_01397	Praf.g_01427
OG0000634	Syaa.g_01150	Praf.g_01526
OG0000635	Syaa.g_01151	Praf.g_01527
OG0000636	Syaa.g_01153	Praf.g_01529
OG0000637	Syaa.g_01155	Praf.g_01531
OG0000638	Syaa.g_01156	Praf.g_01532
OG0000639	Syaa.g_01157	Praf.g_01533
OG0000640	Syaa.g_01158	Praf.g_01534
OG0000641	Syaa.g_01162	Praf.g_01538
OG0000642	Syaa.g_01163	Praf.g_01539
OG0000643	Syaa.g_01165	Praf.g_01540
OG0000644	Syaa.g_01166	Praf.g_01541
OG0000645	Syaa.g_01184	Praf.g_01542
OG0000646	Syaa.g_01187	Praf.g_01545
OG0000647	Syaa.g_01189	Praf.g_01547
OG0000648	Syaa.g_01191	Praf.g_01549
OG0000649	Syaa.g_01192	Praf.g_01550
OG0000650	Syaa.g_01193	Praf.g_01551
OG0000651	Syaa.g_01194	Praf.g_01552
OG0000652	Syaa.g_01195	Praf.g_01553
OG0000653	Syaa.g_01197	Praf.g_01557
OG0000654	Syaa.g_01198	Praf.g_01558
OG0000655	Syaa.g_01199	Praf.g_01559
OG0000656	Syaa.g_01202	Praf.g_01562
OG0000657	Syaa.g_00838	Praf.g_01592
OG0000658	Syaa.g_00836	Praf.g_01594
OG0000659	Syaa.g_00835	Praf.g_01595
OG0000660	Syaa.g_00831	Praf.g_01599
OG0000661	Syaa.g_00829	Praf.g_01601
OG0000662	Syaa.g_00827	Praf.g_01603
OG0000663	Syaa.g_00824	Praf.g_01606
OG0000664	Syaa.g_00823	Praf.g_01607
OG0000665	Syaa.g_01442	Praf.g_01620
OG0000666	Syaa.g_01448	Praf.g_01622
OG0000668	Syaa.g_01300	Praf.g_01339
OG0000669	Syaa.g_01084	Praf.g_01638
OG0000670	Syaa.g_01087	Praf.g_00961
OG0000671	Syaa.g_01089	Praf.g_01456
OG0000672	Syaa.g_01092	Praf.g_01459
OG0000673	Syaa.g_01095	Praf.g_01462
OG0000674	Syaa.g_01097	Praf.g_01464
OG0000675	Syaa.g_01098	Praf.g_01465
OG0000676	Syaa.g_01100	Praf.g_01467
OG0000677	Syaa.g_01101	Praf.g_01469
OG0000678	Syaa.g_01106	Praf.g_01475
OG0000679	Syaa.g_01116	Praf.g_01494
OG0000680	Syaa.g_01117	Praf.g_01495
OG0000681	Syaa.g_01120	Praf.g_01497
OG0000682	Syaa.g_01121	Praf.g_01498
OG0000683	Syaa.g_01122	Praf.g_01499
OG0000684	Syaa.g_01132	Praf.g_01512
OG0000685	Syaa.g_01134	Praf.g_01510
OG0000686	Syaa.g_01135	Praf.g_01509
OG0000687	Syaa.g_01136	Praf.g_01508
OG0000688	Syaa.g_01140	Praf.g_01515
OG0000689	Syaa.g_01142	Praf.g_01516
OG0000690	Syaa.g_01143	Praf.g_01517
OG0000691	Syaa.g_01144	Praf.g_01519
OG0000692	Syaa.g_01145	Praf.g_01520
OG0000693	Syaa.g_01146	Praf.g_01522
OG0000694	Syaa.g_01147	Praf.g_01523
OG0000695	Syaa.g_01395	Praf.g_01425
OG0000696	Syaa.g_01394	Praf.g_01424
OG0000697	Syaa.g_01392	Praf.g_01422
OG0000698	Syaa.g_01389	Praf.g_01419
OG0000699	Syaa.g_01387	Praf.g_01417
OG0000700	Syaa.g_01386	Praf.g_01416
OG0000701	Syaa.g_01385	Praf.g_01415
OG0000702	Syaa.g_01376	Praf.g_01408
OG0000703	Syaa.g_01375	Praf.g_01407
OG0000704	Syaa.g_01373	Praf.g_01405
OG0000705	Syaa.g_01365	Praf.g_01399
OG0000706	Syaa.g_01364	Praf.g_01398
OG0000707	Syaa.g_01363	Praf.g_01397
OG0000708	Syaa.g_01360	Praf.g_01395
OG0000709	Syaa.g_01351	Praf.g_01388
OG0000710	Syaa.g_01348	Praf.g_01383, Praf.g_01384
OG0000711	Syaa.g_01320	Praf.g_01360
OG0000712	Syaa.g_01318	Praf.g_01359
OG0000713	Syaa.g_01317	Praf.g_01358
OG0000714	Syaa.g_01315	Praf.g_01355
OG0000715	Syaa.g_01313	Praf.g_01353
OG0000716	Syaa.g_01309	Praf.g_01349
OG0000717	Syaa.g_01308	Praf.g_01348
OG0000718	Syaa.g_01304	Praf.g_01343
OG0000719	Syaa.g_01302	Praf.g_01341
OG0000720	Syaa.g_01289	Praf.g_01328
OG0000721	Syaa.g_01287	Praf.g_01327
OG0000722	Syaa.g_01286	Praf.g_01326
OG0000723	Syaa.g_01268	Praf.g_01322
OG0000724	Syaa.g_00872	Praf.g_01279
OG0000725	Syaa.g_00882	Praf.g_01270
OG0000726	Syaa.g_00883	Praf.g_01269
OG0000727	Syaa.g_00884	Praf.g_01268
OG0000728	Syaa.g_00886	Praf.g_01267
OG0000729	Syaa.g_00100	Praf.g_00162
OG0000730	Syaa.g_02185	Praf.g_02056
OG0000731	Syaa.g_02173	Praf.g_02047
OG0000732	Syaa.g_00054	Praf.g_00055
OG0000733	Syaa.g_02621	Praf.g_02698
OG0000734	Syaa.g_02388	Praf.g_00233
OG0000735	Syaa.g_00754	Praf.g_00822
OG0000736	Syaa.g_00755	Praf.g_00823
OG0000737	Syaa.g_00756	Praf.g_00824
OG0000738	Syaa.g_00761	Praf.g_00830
OG0000739	Syaa.g_00762	Praf.g_00832
OG0000740	Syaa.g_00763	Praf.g_00833
OG0000741	Syaa.g_00766	Praf.g_00836
OG0000742	Syaa.g_00769	Praf.g_00853
OG0000743	Syaa.g_00771	Praf.g_00855
OG0000744	Syaa.g_00772	Praf.g_00856
OG0000745	Syaa.g_00774	Praf.g_00858
OG0000746	Syaa.g_00776	Praf.g_00860
OG0000747	Syaa.g_00777	Praf.g_00861
OG0000748	Syaa.g_00787	Praf.g_00873
OG0000749	Syaa.g_00789	Praf.g_00874
OG0000750	Syaa.g_00790	Praf.g_00875
OG0000751	Syaa.g_00797	Praf.g_00880
OG0000752	Syaa.g_00799	Praf.g_00882
OG0000753	Syaa.g_00802	Praf.g_00885
OG0000754	Syaa.g_01025	Praf.g_00914
OG0000755	Syaa.g_01005	Praf.g_00921
OG0000756	Syaa.g_01004	Praf.g_00922
OG0000757	Syaa.g_00996	Praf.g_00929
OG0000758	Syaa.g_00995	Praf.g_00930
OG0000759	Syaa.g_00994	Praf.g_00931
OG0000760	Syaa.g_00993	Praf.g_00932
OG0000761	Syaa.g_00992	Praf.g_00933
OG0000762	Syaa.g_00988	Praf.g_00913
OG0000763	Syaa.g_00986	Praf.g_00911
OG0000764	Syaa.g_00985	Praf.g_00910
OG0000765	Syaa.g_00968	Praf.g_00895
OG0000766	Syaa.g_00967	Praf.g_00894
OG0000767	Syaa.g_00965	Praf.g_00892
OG0000768	Syaa.g_00964	Praf.g_00891
OG0000769	Syaa.g_00962	Praf.g_00887
OG0000770	Syaa.g_00959	Praf.g_00937
OG0000771	Syaa.g_00866	Praf.g_01285
OG0000772	Syaa.g_01526	Praf.g_00548
OG0000773	Syaa.g_00749	Praf.g_00808
OG0000774	Syaa.g_00745	Praf.g_00804
OG0000775	Syaa.g_00742	Praf.g_00802
OG0000776	Syaa.g_00741	Praf.g_00801
OG0000777	Syaa.g_00740	Praf.g_00800
OG0000778	Syaa.g_00739	Praf.g_00799
OG0000779	Syaa.g_00733	Praf.g_00794
OG0000780	Syaa.g_00730	Praf.g_00791
OG0000781	Syaa.g_00726	Praf.g_00787
OG0000782	Syaa.g_00725	Praf.g_00786
OG0000783	Syaa.g_00724	Praf.g_00785
OG0000784	Syaa.g_00723	Praf.g_00784
OG0000785	Syaa.g_00721	Praf.g_00782
OG0000786	Syaa.g_01875	Praf.g_00777
OG0000787	Syaa.g_01876	Praf.g_00776
OG0000788	Syaa.g_01620	Praf.g_01996
OG0000789	Syaa.g_01434	Praf.g_01001
OG0000790	Syaa.g_02064	Praf.g_00579
OG0000791	Syaa.g_02066	Praf.g_00577
OG0000792	Syaa.g_02067	Praf.g_00576
OG0000793	Syaa.g_02072	Praf.g_00572
OG0000794	Syaa.g_02073	Praf.g_00571
OG0000795	Syaa.g_02074	Praf.g_00570
OG0000796	Syaa.g_02078	Praf.g_00566
OG0000797	Syaa.g_02079	Praf.g_00565
OG0000798	Syaa.g_00265	Praf.g_02276
OG0000799	Syaa.g_01743	Praf.g_01765
OG0000800	Syaa.g_01747	Praf.g_01766
OG0000801	Syaa.g_01748	Praf.g_01767
OG0000802	Syaa.g_01753	Praf.g_01773
OG0000803	Syaa.g_01758	Praf.g_01779
OG0000804	Syaa.g_01761	Praf.g_01781
OG0000805	Syaa.g_01763	Praf.g_01783
OG0000806	Syaa.g_01765	Praf.g_01785
OG0000807	Syaa.g_01767	Praf.g_01787
OG0000808	Syaa.g_01768	Praf.g_01788
OG0000809	Syaa.g_01771	Praf.g_01792
OG0000810	Syaa.g_01772	Praf.g_01793
OG0000811	Syaa.g_01778	Praf.g_01801
OG0000812	Syaa.g_01780	Praf.g_01803
OG0000813	Syaa.g_01781	Praf.g_01804
OG0000814	Syaa.g_01783	Praf.g_01806
OG0000815	Syaa.g_01784	Praf.g_01807
OG0000816	Syaa.g_01785	Praf.g_01809
OG0000817	Syaa.g_01786	Praf.g_01810
OG0000818	Syaa.g_01792	Praf.g_01822
OG0000819	Syaa.g_01793	Praf.g_01823
OG0000820	Syaa.g_01794	Praf.g_01824
OG0000821	Syaa.g_01800	Praf.g_01831
OG0000822	Syaa.g_01802	Praf.g_01833
OG0000823	Syaa.g_01803	Praf.g_01834
OG0000824	Syaa.g_01807	Praf.g_01838
OG0000825	Syaa.g_01808	Praf.g_01839
OG0000826	Syaa.g_01809	Praf.g_01840
OG0000827	Syaa.g_01810	Praf.g_01841
OG0000828	Syaa.g_01813	Praf.g_01844
OG0000829	Syaa.g_01814	Praf.g_01845
OG0000830	Syaa.g_01815	Praf.g_01846
OG0000831	Syaa.g_01817	Praf.g_01849
OG0000832	Syaa.g_00627	Praf.g_00542
OG0000833	Syaa.g_00611	Praf.g_00534
OG0000834	Syaa.g_00608	Praf.g_00533
OG0000835	Syaa.g_00607	Praf.g_00532
OG0000836	Syaa.g_00603	Praf.g_00530
OG0000837	Syaa.g_00601	Praf.g_00529
OG0000838	Syaa.g_00597	Praf.g_00525
OG0000839	Syaa.g_00596	Praf.g_00524
OG0000840	Syaa.g_00595	Praf.g_00523
OG0000841	Syaa.g_00594	Praf.g_00522
OG0000842	Syaa.g_00593	Praf.g_00521
OG0000843	Syaa.g_00592	Praf.g_00520
OG0000844	Syaa.g_00590	Praf.g_00518
OG0000845	Syaa.g_00589	Praf.g_00517
OG0000846	Syaa.g_00588	Praf.g_00516
OG0000847	Syaa.g_00587	Praf.g_00515
OG0000848	Syaa.g_00585	Praf.g_00513
OG0000849	Syaa.g_00584	Praf.g_00512
OG0000850	Syaa.g_00582	Praf.g_00511
OG0000851	Syaa.g_00577	Praf.g_00508
OG0000852	Syaa.g_00576	Praf.g_00507
OG0000853	Syaa.g_00572	Praf.g_00502
OG0000854	Syaa.g_00570	Praf.g_00500
OG0000855	Syaa.g_00569	Praf.g_00499
OG0000856	Syaa.g_01650	Praf.g_01677
OG0000857	Syaa.g_01188	Praf.g_01546
OG0000858	Syaa.g_00563	Praf.g_00490
OG0000859	Syaa.g_00562	Praf.g_00489
OG0000860	Syaa.g_00549	Praf.g_00478
OG0000861	Syaa.g_00548	Praf.g_00477
OG0000862	Syaa.g_00547	Praf.g_00475
OG0000863	Syaa.g_00543	Praf.g_00472
OG0000864	Syaa.g_00542	Praf.g_00471
OG0000865	Syaa.g_00541	Praf.g_00470
OG0000866	Syaa.g_00540	Praf.g_00469
OG0000867	Syaa.g_00539	Praf.g_00468
OG0000868	Syaa.g_00536	Praf.g_00466
OG0000869	Syaa.g_00531	Praf.g_00463
OG0000870	Syaa.g_00526	Praf.g_00458
OG0000871	Syaa.g_00525	Praf.g_00457
OG0000872	Syaa.g_00511	Praf.g_00455
OG0000873	Syaa.g_00497	Praf.g_00452
OG0000874	Syaa.g_00519	Praf.g_00448
OG0000875	Syaa.g_00438	Praf.g_00447
OG0000876	Syaa.g_00682	Praf.g_00446
OG0000877	Syaa.g_00679	Praf.g_00443
OG0000878	Syaa.g_00678	Praf.g_00442
OG0000879	Syaa.g_00677	Praf.g_00441
OG0000880	Syaa.g_00676	Praf.g_00440
OG0000881	Syaa.g_00671	Praf.g_00434
OG0000882	Syaa.g_00666	Praf.g_00429
OG0000883	Syaa.g_00661	Praf.g_00427
OG0000884	Syaa.g_00659	Praf.g_00425
OG0000885	Syaa.g_00658	Praf.g_00424
OG0000886	Syaa.g_00657	Praf.g_00423
OG0000887	Syaa.g_00656	Praf.g_00422
OG0000888	Syaa.g_00654	Praf.g_00420
OG0000889	Syaa.g_00652	Praf.g_00418
OG0000890	Syaa.g_00644	Praf.g_00405
OG0000891	Syaa.g_00643	Praf.g_00404
OG0000892	Syaa.g_00640	Praf.g_00402
OG0000893	Syaa.g_02352	Praf.g_02202
OG0000894	Syaa.g_02349	Praf.g_02199
OG0000895	Syaa.g_02345	Praf.g_02195
OG0000896	Syaa.g_02344	Praf.g_02194
OG0000897	Syaa.g_02342	Praf.g_02192
OG0000898	Syaa.g_02341	Praf.g_02191
OG0000899	Syaa.g_02340	Praf.g_02190
OG0000900	Syaa.g_02339	Praf.g_02189
OG0000901	Syaa.g_02334	Praf.g_02185
OG0000902	Syaa.g_02332	Praf.g_02183
OG0000903	Syaa.g_02313	Praf.g_02170
OG0000904	Syaa.g_02318	Praf.g_02175
OG0000905	Syaa.g_02324	Praf.g_02177
OG0000906	Syaa.g_02327	Praf.g_02179
OG0000907	Syaa.g_02295	Praf.g_02163
OG0000908	Syaa.g_02292	Praf.g_02160
OG0000909	Syaa.g_02291	Praf.g_02159
OG0000910	Syaa.g_02290	Praf.g_02158
OG0000911	Syaa.g_02288	Praf.g_02156
OG0000912	Syaa.g_02287	Praf.g_02155
OG0000913	Syaa.g_02286	Praf.g_02154
OG0000914	Syaa.g_02285	Praf.g_02153
OG0000915	Syaa.g_02283	Praf.g_02152
OG0000916	Syaa.g_02282	Praf.g_02151
OG0000917	Syaa.g_02281	Praf.g_02150
OG0000918	Syaa.g_02280	Praf.g_02149
OG0000919	Syaa.g_02279	Praf.g_02148
OG0000920	Syaa.g_02278	Praf.g_02147
OG0000921	Syaa.g_02277	Praf.g_02146
OG0000922	Syaa.g_02276	Praf.g_02145
OG0000923	Syaa.g_02272	Praf.g_02141
OG0000924	Syaa.g_02271	Praf.g_02140
OG0000925	Syaa.g_02270	Praf.g_02139
OG0000926	Syaa.g_02269	Praf.g_02138
OG0000927	Syaa.g_02267	Praf.g_02136
OG0000928	Syaa.g_02266	Praf.g_02135
OG0000929	Syaa.g_02265	Praf.g_02134
OG0000930	Syaa.g_02264	Praf.g_02133
OG0000931	Syaa.g_02263	Praf.g_02132
OG0000932	Syaa.g_02262	Praf.g_02131
OG0000933	Syaa.g_02256	Praf.g_02126
OG0000934	Syaa.g_02254	Praf.g_02124
OG0000935	Syaa.g_02253	Praf.g_02123
OG0000936	Syaa.g_02252	Praf.g_02122
OG0000937	Syaa.g_02251	Praf.g_02121
OG0000938	Syaa.g_02248	Praf.g_02118
OG0000939	Syaa.g_02247	Praf.g_02117
OG0000940	Syaa.g_02240	Praf.g_02106
OG0000941	Syaa.g_02238	Praf.g_02104
OG0000942	Syaa.g_02236	Praf.g_02102
OG0000943	Syaa.g_02235	Praf.g_02101
OG0000944	Syaa.g_02233	Praf.g_02099
OG0000945	Syaa.g_02231	Praf.g_02097
OG0000946	Syaa.g_02225	Praf.g_02082
OG0000947	Syaa.g_02222	Praf.g_02079
OG0000948	Syaa.g_02221	Praf.g_02078
OG0000949	Syaa.g_00172	Praf.g_02075
OG0000950	Syaa.g_00159	Praf.g_02383
OG0000951	Syaa.g_00153	Praf.g_02388
OG0000952	Syaa.g_00149	Praf.g_02393
OG0000953	Syaa.g_00143	Praf.g_02397
OG0000954	Syaa.g_00138	Praf.g_00195
OG0000955	Syaa.g_00137	Praf.g_00194
OG0000956	Syaa.g_00135	Praf.g_00192
OG0000957	Syaa.g_00125	Praf.g_00180
OG0000958	Syaa.g_00124	Praf.g_00179
OG0000959	Syaa.g_00120	Praf.g_00175
OG0000960	Syaa.g_00119	Praf.g_00174
OG0000961	Syaa.g_00106	Praf.g_00165
OG0000962	Syaa.g_00102	Praf.g_00163
OG0000963	Syaa.g_00097	Praf.g_00157
OG0000964	Syaa.g_00096	Praf.g_00156
OG0000965	Syaa.g_00095	Praf.g_00155
OG0000966	Syaa.g_00083	Praf.g_00089
OG0000967	Syaa.g_00074	Praf.g_00082
OG0000968	Syaa.g_00078	Praf.g_00077
OG0000969	Syaa.g_00077	Praf.g_00075
OG0000970	Syaa.g_00076	Praf.g_00074
OG0000971	Syaa.g_00069	Praf.g_00072
OG0000972	Syaa.g_00068	Praf.g_00071
OG0000973	Syaa.g_00067	Praf.g_00070
OG0000974	Syaa.g_00066	Praf.g_00069
OG0000975	Syaa.g_00065	Praf.g_00068
OG0000976	Syaa.g_00064	Praf.g_00067
OG0000977	Syaa.g_00062	Praf.g_00064
OG0000978	Syaa.g_00061	Praf.g_00063
OG0000979	Syaa.g_00058	Praf.g_00060
OG0000980	Syaa.g_00055	Praf.g_00056
OG0000981	Syaa.g_00052	Praf.g_00053
OG0000982	Syaa.g_02593	Praf.g_02657
OG0000983	Syaa.g_02594	Praf.g_02658
OG0000984	Syaa.g_02595	Praf.g_02659
OG0000985	Syaa.g_02597	Praf.g_02663
OG0000986	Syaa.g_02601	Praf.g_02665
OG0000987	Syaa.g_02603	Praf.g_02667
OG0000988	Syaa.g_02608	Praf.g_02671
OG0000989	Syaa.g_02616	Praf.g_02680
OG0000990	Syaa.g_02647	Praf.g_02702
OG0000991	Syaa.g_02650	Praf.g_02716
OG0000992	Syaa.g_02653	Praf.g_02719
OG0000993	Syaa.g_02654	Praf.g_02720
OG0000994	Syaa.g_02657	Praf.g_02723
OG0000995	Syaa.g_02662	Praf.g_02730
OG0000996	Syaa.g_02705	Praf.g_02743
OG0000997	Syaa.g_02725	Praf.g_02753
OG0000998	Syaa.g_02727	Praf.g_02755
OG0000999	Syaa.g_02728	Praf.g_02756
OG0001000	Syaa.g_02732	Praf.g_02759
OG0001001	Syaa.g_02738	Praf.g_02764
OG0001002	Syaa.g_02745	Praf.g_02770
OG0001003	Syaa.g_02747	Praf.g_02772
OG0001004	Syaa.g_02748	Praf.g_02773
OG0001005	Syaa.g_02749	Praf.g_02775
OG0001006	Syaa.g_02756	Praf.g_02781
OG0001007	Syaa.g_02758	Praf.g_02783
OG0001008	Syaa.g_00704	Praf.g_01988
OG0001009	Syaa.g_00034	Praf.g_00032
OG0001010	Syaa.g_00035	Praf.g_00033
OG0001011	Syaa.g_00037	Praf.g_00035
OG0001012	Syaa.g_02589	Praf.g_02654
OG0001013	Syaa.g_02576	Praf.g_02603
OG0001014	Syaa.g_02572	Praf.g_02597
OG0001015	Syaa.g_02571	Praf.g_02596
OG0001016	Syaa.g_00348	Praf.g_00316
OG0001017	Syaa.g_00342	Praf.g_00310
OG0001018	Syaa.g_00340	Praf.g_00308
OG0001019	Syaa.g_00323	Praf.g_00296
OG0001020	Syaa.g_02355	Praf.g_00268
OG0001021	Syaa.g_02359	Praf.g_00264
OG0001022	Syaa.g_02365	Praf.g_00259
OG0001023	Syaa.g_02366	Praf.g_00258
OG0001024	Syaa.g_02370	Praf.g_00254
OG0001025	Syaa.g_02377	Praf.g_00247
OG0001026	Syaa.g_02390	Praf.g_00230
OG0001027	Syaa.g_02397	Praf.g_00225
OG0001028	Syaa.g_02399	Praf.g_00223
OG0001029	Syaa.g_02401	Praf.g_00221
OG0001030	Syaa.g_02422	Praf.g_02408
OG0001031	Syaa.g_02500	Praf.g_02497
OG0001032	Syaa.g_02502	Praf.g_02500
OG0001033	Syaa.g_02539	Praf.g_02533
OG0001034	Syaa.g_02108	Praf.g_00385
OG0001035	Syaa.g_00298	Praf.g_02243
OG0001036	Syaa.g_00293	Praf.g_02247
OG0001037	Syaa.g_00291	Praf.g_02249
OG0001038	Syaa.g_00264	Praf.g_02277
OG0001039	Syaa.g_00261	Praf.g_02280
OG0001040	Syaa.g_00258	Praf.g_02283
OG0001041	Syaa.g_00253	Praf.g_02288
OG0001042	Syaa.g_00227	Praf.g_02316
OG0001043	Syaa.g_00223	Praf.g_02318
OG0001044	Syaa.g_02183	Praf.g_02055
OG0001045	Syaa.g_02170	Praf.g_02044
OG0001046	Syaa.g_01332	Praf.g_00495
OG0001047	Syaa.g_00706	Praf.g_01986
OG0001048	Syaa.g_00707	Praf.g_01985
OG0001049	Syaa.g_00710	Praf.g_01982
OG0001050	Syaa.g_00711	Praf.g_01981
OG0001051	Syaa.g_00712	Praf.g_01980
OG0001052	Syaa.g_01846	Praf.g_01911
OG0001053	Syaa.g_02048	Praf.g_00598
OG0001054	Syaa.g_02031	Praf.g_00615
OG0001055	Syaa.g_02010	Praf.g_00636
OG0001056	Syaa.g_01975	Praf.g_00665
OG0001057	Syaa.g_01966	Praf.g_00675
OG0001058	Syaa.g_01951	Praf.g_00689
OG0001059	Syaa.g_01947	Praf.g_00693
OG0001060	Syaa.g_01941	Praf.g_00700
OG0001061	Syaa.g_01919	Praf.g_00717
OG0001062	Syaa.g_01917	Praf.g_00719
OG0001063	Syaa.g_01912	Praf.g_00723
OG0001064	Syaa.g_01911	Praf.g_00724
OG0001065	Syaa.g_01910	Praf.g_00725
OG0001066	Syaa.g_01909	Praf.g_00726
OG0001067	Syaa.g_01908	Praf.g_00728
OG0001068	Syaa.g_01907	Praf.g_00729
OG0001069	Syaa.g_01906	Praf.g_00730
OG0001070	Syaa.g_01903	Praf.g_00734
OG0001071	Syaa.g_01902	Praf.g_00735
OG0001072	Syaa.g_01898	Praf.g_00738
OG0001073	Syaa.g_01884	Praf.g_00758
OG0001074	Syaa.g_01678	Praf.g_01659
OG0001075	Syaa.g_01676	Praf.g_01661
OG0001076	Syaa.g_01659	Praf.g_01669
OG0001077	Syaa.g_01647	Praf.g_01680
OG0001078	Syaa.g_01632	Praf.g_01693
OG0001079	Syaa.g_01619	Praf.g_01713
OG0001080	Syaa.g_01443	Praf.g_01722
OG0001081	Syaa.g_01056	Praf.g_01728
OG0001082	Syaa.g_01057	Praf.g_01729
OG0001083	Syaa.g_01064	Praf.g_01737
OG0001084	Syaa.g_01065	Praf.g_01738
OG0001085	Syaa.g_01075	Praf.g_01749
OG0001086	Syaa.g_01077	Praf.g_01751
OG0001087	Syaa.g_00920	Praf.g_01225
OG0001088	Syaa.g_00916	Praf.g_01221
OG0001089	Syaa.g_00890	Praf.g_01124
OG0001090	Syaa.g_01237	Praf.g_01303
OG0001091	Syaa.g_01239	Praf.g_01305
OG0001092	Syaa.g_01242	Praf.g_01307
OG0001093	Syaa.g_01248	Praf.g_01311
OG0001094	Syaa.g_01148	Praf.g_01524
OG0001095	Syaa.g_01185	Praf.g_01543
OG0001096	Syaa.g_01200	Praf.g_01560
OG0001097	Syaa.g_00828	Praf.g_01602
OG0001098	Syaa.g_01441	Praf.g_01444
OG0001099	Syaa.g_02400	Praf.g_00222
OG0001100	Syaa.g_01086	Praf.g_01454
OG0001101	Syaa.g_01088	Praf.g_01455
OG0001102	Syaa.g_01091	Praf.g_01458
OG0001103	Syaa.g_01093	Praf.g_01460
OG0001104	Syaa.g_01133	Praf.g_01511
OG0001105	Syaa.g_01137	Praf.g_01506
OG0001106	Syaa.g_01372	Praf.g_01404
OG0001107	Syaa.g_01359	Praf.g_01394
OG0001108	Syaa.g_01350	Praf.g_01387
OG0001109	Syaa.g_01349	Praf.g_01385
OG0001110	Syaa.g_01347	Praf.g_01382
OG0001111	Syaa.g_01345	Praf.g_01380
OG0001112	Syaa.g_01343	Praf.g_01378
OG0001113	Syaa.g_01342	Praf.g_01377
OG0001114	Syaa.g_01341	Praf.g_01376
