Orthogroup	Syaa	Pras
OG0000555	Syaa.g_01961	Pras.g_01419
OG0000556	Syaa.g_01957	Pras.g_01421
OG0000557	Syaa.g_01955	Pras.g_01422
OG0000558	Syaa.g_01953	Pras.g_01424
OG0000559	Syaa.g_01949	Pras.g_01428
OG0000560	Syaa.g_01946	Pras.g_01431
OG0000561	Syaa.g_01945	Pras.g_01432
OG0000562	Syaa.g_01944	Pras.g_01433
OG0000563	Syaa.g_01943	Pras.g_01434
OG0000564	Syaa.g_01942	Pras.g_01435
OG0000565	Syaa.g_01939	Pras.g_01438
OG0000566	Syaa.g_01935	Pras.g_01440
OG0000567	Syaa.g_01931	Pras.g_01444
OG0000568	Syaa.g_01928	Pras.g_01445
OG0000569	Syaa.g_01925	Pras.g_01446
OG0000570	Syaa.g_01924	Pras.g_01447
OG0000571	Syaa.g_01920	Pras.g_01449
OG0000572	Syaa.g_01904	Pras.g_01463
OG0000573	Syaa.g_01896	Pras.g_01468
OG0000574	Syaa.g_01895	Pras.g_01469
OG0000575	Syaa.g_01891	Pras.g_01473
OG0000576	Syaa.g_01889	Pras.g_01475
OG0000577	Syaa.g_01888	Pras.g_01476
OG0000578	Syaa.g_01887	Pras.g_01477
OG0000579	Syaa.g_01886	Pras.g_01478
OG0000580	Syaa.g_01885	Pras.g_01479
OG0000581	Syaa.g_01879	Pras.g_01481
OG0000582	Syaa.g_01687	Pras.g_01484
OG0000583	Syaa.g_01686	Pras.g_01485
OG0000584	Syaa.g_01685	Pras.g_01486
OG0000585	Syaa.g_01683	Pras.g_01488
OG0000586	Syaa.g_01682	Pras.g_01489
OG0000587	Syaa.g_01680	Pras.g_01490
OG0000588	Syaa.g_01666	Pras.g_01494
OG0000589	Syaa.g_01662	Pras.g_01497
OG0000590	Syaa.g_01661	Pras.g_01498
OG0000591	Syaa.g_01653	Pras.g_01501
OG0000592	Syaa.g_01652	Pras.g_01502
OG0000593	Syaa.g_01638	Pras.g_01508
OG0000594	Syaa.g_01637	Pras.g_01509
OG0000595	Syaa.g_01636	Pras.g_01510
OG0000596	Syaa.g_01630	Pras.g_01514
OG0000597	Syaa.g_01627	Pras.g_01516
OG0000598	Syaa.g_01626	Pras.g_01517
OG0000599	Syaa.g_01623	Pras.g_01520
OG0000600	Syaa.g_01622	Pras.g_01521
OG0000601	Syaa.g_01621	Pras.g_01522
OG0000602	Syaa.g_01616	Pras.g_01524
OG0000603	Syaa.g_01615	Pras.g_01525
OG0000604	Syaa.g_01612	Pras.g_01526
OG0000605	Syaa.g_01447	Pras.g_01527
OG0000606	Syaa.g_01055	Pras.g_01530
OG0000607	Syaa.g_01058	Pras.g_01533
OG0000608	Syaa.g_01059	Pras.g_01534
OG0000609	Syaa.g_01061	Pras.g_01535
OG0000610	Syaa.g_01068	Pras.g_01540
OG0000611	Syaa.g_01071	Pras.g_01543
OG0000612	Syaa.g_01072	Pras.g_01544
OG0000613	Syaa.g_00199	Pras.g_01549
OG0000614	Syaa.g_00906	Pras.g_01568
OG0000615	Syaa.g_01113	Pras.g_01576
OG0000616	Syaa.g_02742	Pras.g_01580
OG0000617	Syaa.g_01244	Pras.g_01612
OG0000618	Syaa.g_01245	Pras.g_01613
OG0000619	Syaa.g_01246	Pras.g_01614
OG0000620	Syaa.g_01259	Pras.g_01617
OG0000621	Syaa.g_01260	Pras.g_01618
OG0000622	Syaa.g_01261	Pras.g_01619
OG0000623	Syaa.g_01262	Pras.g_01620
OG0000624	Syaa.g_01264	Pras.g_01621
OG0000625	Syaa.g_01265	Pras.g_01622
OG0000626	Syaa.g_01266	Pras.g_01623
OG0000627	Syaa.g_01414	Pras.g_01624
OG0000628	Syaa.g_01413	Pras.g_01625
OG0000629	Syaa.g_01410	Pras.g_01626
OG0000630	Syaa.g_01406	Pras.g_01629
OG0000631	Syaa.g_01400	Pras.g_01692
OG0000632	Syaa.g_01399	Pras.g_01693
OG0000633	Syaa.g_01397	Pras.g_01694
OG0000634	Syaa.g_01150	Pras.g_01697
OG0000635	Syaa.g_01151	Pras.g_01698
OG0000636	Syaa.g_01153	Pras.g_01700
OG0000637	Syaa.g_01155	Pras.g_01702
OG0000638	Syaa.g_01156	Pras.g_01703
OG0000639	Syaa.g_01157	Pras.g_01704
OG0000640	Syaa.g_01158	Pras.g_01705
OG0000641	Syaa.g_01162	Pras.g_01709
OG0000642	Syaa.g_01163	Pras.g_01710
OG0000643	Syaa.g_01165	Pras.g_01711
OG0000644	Syaa.g_01166	Pras.g_01712
OG0000645	Syaa.g_01184	Pras.g_01713
OG0000646	Syaa.g_01187	Pras.g_01715
OG0000647	Syaa.g_01189	Pras.g_01716
OG0000648	Syaa.g_01191	Pras.g_01718
OG0000649	Syaa.g_01192	Pras.g_01719
OG0000650	Syaa.g_01193	Pras.g_01720
OG0000651	Syaa.g_01194	Pras.g_01721
OG0000652	Syaa.g_01195	Pras.g_01722
OG0000653	Syaa.g_01197	Pras.g_01724
OG0000654	Syaa.g_01198	Pras.g_01725
OG0000655	Syaa.g_01199	Pras.g_01726
OG0000656	Syaa.g_01202	Pras.g_01729
OG0000657	Syaa.g_00838	Pras.g_01736
OG0000658	Syaa.g_00836	Pras.g_01737
OG0000659	Syaa.g_00835	Pras.g_01738
OG0000660	Syaa.g_00831	Pras.g_01742
OG0000661	Syaa.g_00829	Pras.g_01744
OG0000662	Syaa.g_00827	Pras.g_01746
OG0000663	Syaa.g_00824	Pras.g_01748
OG0000664	Syaa.g_00823	Pras.g_01749
OG0000665	Syaa.g_01442	Pras.g_01753
OG0000666	Syaa.g_01448	Pras.g_01754
OG0000668	Syaa.g_01300	Pras.g_01788
OG0000669	Syaa.g_01084	Pras.g_01792
OG0000670	Syaa.g_01087	Pras.g_01794
OG0000671	Syaa.g_01089	Pras.g_01796
OG0000672	Syaa.g_01092	Pras.g_01799
OG0000673	Syaa.g_01095	Pras.g_01802
OG0000674	Syaa.g_01097	Pras.g_01804
OG0000675	Syaa.g_01098	Pras.g_01805
OG0000676	Syaa.g_01100	Pras.g_01807
OG0000677	Syaa.g_01101	Pras.g_01808
OG0000678	Syaa.g_01106	Pras.g_01810
OG0000679	Syaa.g_01116	Pras.g_01814
OG0000680	Syaa.g_01117	Pras.g_01815
OG0000681	Syaa.g_01120	Pras.g_01818
OG0000682	Syaa.g_01121	Pras.g_01819
OG0000683	Syaa.g_01122	Pras.g_01820
OG0000684	Syaa.g_01132	Pras.g_01821
OG0000685	Syaa.g_01134	Pras.g_01823
OG0000686	Syaa.g_01135	Pras.g_01824
OG0000687	Syaa.g_01136	Pras.g_01825
OG0000688	Syaa.g_01140	Pras.g_01828
OG0000689	Syaa.g_01142	Pras.g_01829
OG0000690	Syaa.g_01143	Pras.g_01830
OG0000691	Syaa.g_01144	Pras.g_01831
OG0000692	Syaa.g_01145	Pras.g_01833
OG0000693	Syaa.g_01146	Pras.g_01834
OG0000694	Syaa.g_01147	Pras.g_01835
OG0000695	Syaa.g_01395	Pras.g_01837
OG0000696	Syaa.g_01394	Pras.g_01838
OG0000697	Syaa.g_01392	Pras.g_01839
OG0000698	Syaa.g_01389	Pras.g_01842
OG0000699	Syaa.g_01387	Pras.g_01843
OG0000700	Syaa.g_01386	Pras.g_01844
OG0000701	Syaa.g_01385	Pras.g_01845
OG0000702	Syaa.g_01376	Pras.g_01847
OG0000703	Syaa.g_01375	Pras.g_01848
OG0000704	Syaa.g_01373	Pras.g_01849
OG0000705	Syaa.g_01365	Pras.g_01853
OG0000706	Syaa.g_01364	Pras.g_01854
OG0000707	Syaa.g_01363	Pras.g_01855
OG0000708	Syaa.g_01360	Pras.g_01856
OG0000709	Syaa.g_01351	Pras.g_01860
OG0000710	Syaa.g_01348	Pras.g_01863
OG0000711	Syaa.g_01320	Pras.g_01881
OG0000712	Syaa.g_01318	Pras.g_01883
OG0000713	Syaa.g_01317	Pras.g_01884
OG0000714	Syaa.g_01315	Pras.g_01885
OG0000715	Syaa.g_01313	Pras.g_01887
OG0000716	Syaa.g_01309	Pras.g_01889
OG0000717	Syaa.g_01308	Pras.g_01890
OG0000718	Syaa.g_01304	Pras.g_01903
OG0000719	Syaa.g_01302	Pras.g_01905
OG0000720	Syaa.g_01289	Pras.g_01914
OG0000721	Syaa.g_01287	Pras.g_01916
OG0000722	Syaa.g_01286	Pras.g_01917
OG0000723	Syaa.g_01268	Pras.g_01920
OG0000724	Syaa.g_00872	Pras.g_01929
OG0000725	Syaa.g_00882	Pras.g_01935
OG0000726	Syaa.g_00883	Pras.g_01936
OG0000727	Syaa.g_00884	Pras.g_01937
OG0000728	Syaa.g_00886	Pras.g_01939
OG0000729	Syaa.g_00100	Pras.g_01984
OG0000730	Syaa.g_02185	Pras.g_01988
OG0000731	Syaa.g_02173	Pras.g_01992
OG0000732	Syaa.g_00054	Pras.g_00003
OG0000733	Syaa.g_02621	Pras.g_00024
OG0000734	Syaa.g_02388	Pras.g_00041
OG0000735	Syaa.g_00754	Pras.g_00043
OG0000736	Syaa.g_00755	Pras.g_00044
OG0000737	Syaa.g_00756	Pras.g_00045
OG0000738	Syaa.g_00761	Pras.g_00049
OG0000739	Syaa.g_00762	Pras.g_00050
OG0000740	Syaa.g_00763	Pras.g_00051
OG0000741	Syaa.g_00766	Pras.g_00052
OG0000742	Syaa.g_00769	Pras.g_00055
OG0000743	Syaa.g_00771	Pras.g_00057
OG0000744	Syaa.g_00772	Pras.g_00058
OG0000745	Syaa.g_00774	Pras.g_00059
OG0000746	Syaa.g_00776	Pras.g_00061
OG0000747	Syaa.g_00777	Pras.g_00062
OG0000748	Syaa.g_00787	Pras.g_00065
OG0000749	Syaa.g_00789	Pras.g_00066
OG0000750	Syaa.g_00790	Pras.g_00067
OG0000751	Syaa.g_00797	Pras.g_00069
OG0000752	Syaa.g_00799	Pras.g_00071
OG0000753	Syaa.g_00802	Pras.g_00074
OG0000754	Syaa.g_01025	Pras.g_00077
OG0000755	Syaa.g_01005	Pras.g_00080
OG0000756	Syaa.g_01004	Pras.g_00081
OG0000757	Syaa.g_00996	Pras.g_00087
OG0000758	Syaa.g_00995	Pras.g_00088
OG0000759	Syaa.g_00994	Pras.g_00089
OG0000760	Syaa.g_00993	Pras.g_00090
OG0000761	Syaa.g_00992	Pras.g_00091
OG0000762	Syaa.g_00988	Pras.g_00092
OG0000763	Syaa.g_00986	Pras.g_00094
OG0000764	Syaa.g_00985	Pras.g_00095
OG0000765	Syaa.g_00968	Pras.g_00105
OG0000766	Syaa.g_00967	Pras.g_00106
OG0000767	Syaa.g_00965	Pras.g_00108
OG0000768	Syaa.g_00964	Pras.g_00109
OG0000769	Syaa.g_00962	Pras.g_00111
OG0000770	Syaa.g_00959	Pras.g_00113
OG0000771	Syaa.g_00866	Pras.g_00122
OG0000772	Syaa.g_01526	Pras.g_00178
OG0000773	Syaa.g_00749	Pras.g_00199
OG0000774	Syaa.g_00745	Pras.g_00201
OG0000775	Syaa.g_00742	Pras.g_00204
OG0000776	Syaa.g_00741	Pras.g_00205
OG0000777	Syaa.g_00740	Pras.g_00206
OG0000778	Syaa.g_00739	Pras.g_00207
OG0000779	Syaa.g_00733	Pras.g_00211
OG0000780	Syaa.g_00730	Pras.g_00212
OG0000781	Syaa.g_00726	Pras.g_00214
OG0000782	Syaa.g_00725	Pras.g_00216
OG0000783	Syaa.g_00724	Pras.g_00217
OG0000784	Syaa.g_00723	Pras.g_00218
OG0000785	Syaa.g_00721	Pras.g_00220
OG0000786	Syaa.g_01875	Pras.g_00223
OG0000787	Syaa.g_01876	Pras.g_00224
OG0000788	Syaa.g_01620	Pras.g_00237
OG0000789	Syaa.g_01434	Pras.g_00240
OG0000790	Syaa.g_02064	Pras.g_00255
OG0000791	Syaa.g_02066	Pras.g_00257
OG0000792	Syaa.g_02067	Pras.g_00258
OG0000793	Syaa.g_02072	Pras.g_00261
OG0000794	Syaa.g_02073	Pras.g_00262
OG0000795	Syaa.g_02074	Pras.g_00263
OG0000796	Syaa.g_02078	Pras.g_00267
OG0000797	Syaa.g_02079	Pras.g_00268
OG0000798	Syaa.g_00265	Pras.g_00286
OG0000799	Syaa.g_01743	Pras.g_00332
OG0000800	Syaa.g_01747	Pras.g_00333
OG0000801	Syaa.g_01748	Pras.g_00334
OG0000802	Syaa.g_01753	Pras.g_00336
OG0000803	Syaa.g_01758	Pras.g_00338
OG0000804	Syaa.g_01761	Pras.g_00339
OG0000805	Syaa.g_01763	Pras.g_00341
OG0000806	Syaa.g_01765	Pras.g_00343
OG0000807	Syaa.g_01767	Pras.g_00344
OG0000808	Syaa.g_01768	Pras.g_00345
OG0000809	Syaa.g_01771	Pras.g_00348
OG0000810	Syaa.g_01772	Pras.g_00349
OG0000811	Syaa.g_01778	Pras.g_00353
OG0000812	Syaa.g_01780	Pras.g_00355
OG0000813	Syaa.g_01781	Pras.g_00356
OG0000814	Syaa.g_01783	Pras.g_00358
OG0000815	Syaa.g_01784	Pras.g_00359
OG0000816	Syaa.g_01785	Pras.g_00361
OG0000817	Syaa.g_01786	Pras.g_00362
OG0000818	Syaa.g_01792	Pras.g_00367
OG0000819	Syaa.g_01793	Pras.g_00368
OG0000820	Syaa.g_01794	Pras.g_00369
OG0000821	Syaa.g_01800	Pras.g_00373
OG0000822	Syaa.g_01802	Pras.g_00374
OG0000823	Syaa.g_01803	Pras.g_00375
OG0000824	Syaa.g_01807	Pras.g_00378
OG0000825	Syaa.g_01808	Pras.g_00379
OG0000826	Syaa.g_01809	Pras.g_00380
OG0000827	Syaa.g_01810	Pras.g_00381
OG0000828	Syaa.g_01813	Pras.g_00385
OG0000829	Syaa.g_01814	Pras.g_00386
OG0000830	Syaa.g_01815	Pras.g_00387
OG0000831	Syaa.g_01817	Pras.g_00389
OG0000832	Syaa.g_00627	Pras.g_00395
OG0000833	Syaa.g_00611	Pras.g_00405
OG0000834	Syaa.g_00608	Pras.g_00406
OG0000835	Syaa.g_00607	Pras.g_00407
OG0000836	Syaa.g_00603	Pras.g_00408
OG0000837	Syaa.g_00601	Pras.g_00409
OG0000838	Syaa.g_00597	Pras.g_00411
OG0000839	Syaa.g_00596	Pras.g_00412
OG0000840	Syaa.g_00595	Pras.g_00413
OG0000841	Syaa.g_00594	Pras.g_00414
OG0000842	Syaa.g_00593	Pras.g_00415
OG0000843	Syaa.g_00592	Pras.g_00416
OG0000844	Syaa.g_00590	Pras.g_00417
OG0000845	Syaa.g_00589	Pras.g_00418
OG0000846	Syaa.g_00588	Pras.g_00419
OG0000847	Syaa.g_00587	Pras.g_00420
OG0000848	Syaa.g_00585	Pras.g_00421
OG0000849	Syaa.g_00584	Pras.g_00422
OG0000850	Syaa.g_00582	Pras.g_00424
OG0000851	Syaa.g_00577	Pras.g_00425
OG0000852	Syaa.g_00576	Pras.g_00426
OG0000853	Syaa.g_00572	Pras.g_00430
OG0000854	Syaa.g_00570	Pras.g_00432
OG0000855	Syaa.g_00569	Pras.g_00433
OG0000856	Syaa.g_01650	Pras.g_00448
OG0000857	Syaa.g_01188	Pras.g_00473
OG0000858	Syaa.g_00563	Pras.g_00544
OG0000859	Syaa.g_00562	Pras.g_00545
OG0000860	Syaa.g_00549	Pras.g_00552
OG0000861	Syaa.g_00548	Pras.g_00553
OG0000862	Syaa.g_00547	Pras.g_00554
OG0000863	Syaa.g_00543	Pras.g_00556
OG0000864	Syaa.g_00542	Pras.g_00557
OG0000865	Syaa.g_00541	Pras.g_00558
OG0000866	Syaa.g_00540	Pras.g_00559
OG0000867	Syaa.g_00539	Pras.g_00560
OG0000868	Syaa.g_00536	Pras.g_00561
OG0000869	Syaa.g_00531	Pras.g_00565
OG0000870	Syaa.g_00526	Pras.g_00570
OG0000871	Syaa.g_00525	Pras.g_00571
OG0000872	Syaa.g_00511	Pras.g_00572
OG0000873	Syaa.g_00497	Pras.g_00575
OG0000874	Syaa.g_00519	Pras.g_00578
OG0000875	Syaa.g_00438	Pras.g_00579
OG0000876	Syaa.g_00682	Pras.g_00580
OG0000877	Syaa.g_00679	Pras.g_00582
OG0000878	Syaa.g_00678	Pras.g_00583
OG0000879	Syaa.g_00677	Pras.g_00584
OG0000880	Syaa.g_00676	Pras.g_00585
OG0000881	Syaa.g_00671	Pras.g_00589
OG0000882	Syaa.g_00666	Pras.g_00594
OG0000883	Syaa.g_00661	Pras.g_00596
OG0000884	Syaa.g_00659	Pras.g_00598
OG0000885	Syaa.g_00658	Pras.g_00599
OG0000886	Syaa.g_00657	Pras.g_00600
OG0000887	Syaa.g_00656	Pras.g_00601
OG0000888	Syaa.g_00654	Pras.g_00603
OG0000889	Syaa.g_00652	Pras.g_00605
OG0000890	Syaa.g_00644	Pras.g_00606
OG0000891	Syaa.g_00643	Pras.g_00607
OG0000892	Syaa.g_00640	Pras.g_00609
OG0000893	Syaa.g_02352	Pras.g_00613
OG0000894	Syaa.g_02349	Pras.g_00615
OG0000895	Syaa.g_02345	Pras.g_00618
OG0000896	Syaa.g_02344	Pras.g_00619
OG0000897	Syaa.g_02342	Pras.g_00621
OG0000898	Syaa.g_02341	Pras.g_00622
OG0000899	Syaa.g_02340	Pras.g_00623
OG0000900	Syaa.g_02339	Pras.g_00624
OG0000901	Syaa.g_02334	Pras.g_00627
OG0000902	Syaa.g_02332	Pras.g_00629
OG0000903	Syaa.g_02313	Pras.g_00632
OG0000904	Syaa.g_02318	Pras.g_00634
OG0000905	Syaa.g_02324	Pras.g_00639
OG0000906	Syaa.g_02327	Pras.g_00640
OG0000907	Syaa.g_02295	Pras.g_00645
OG0000908	Syaa.g_02292	Pras.g_00648
OG0000909	Syaa.g_02291	Pras.g_00649
OG0000910	Syaa.g_02290	Pras.g_00650
OG0000911	Syaa.g_02288	Pras.g_00652
OG0000912	Syaa.g_02287	Pras.g_00653
OG0000913	Syaa.g_02286	Pras.g_00654
OG0000914	Syaa.g_02285	Pras.g_00655
OG0000915	Syaa.g_02283	Pras.g_00656
OG0000916	Syaa.g_02282	Pras.g_00657
OG0000917	Syaa.g_02281	Pras.g_00658
OG0000918	Syaa.g_02280	Pras.g_00659
OG0000919	Syaa.g_02279	Pras.g_00660
OG0000920	Syaa.g_02278	Pras.g_00661
OG0000921	Syaa.g_02277	Pras.g_00662
OG0000922	Syaa.g_02276	Pras.g_00663
OG0000923	Syaa.g_02272	Pras.g_00667
OG0000924	Syaa.g_02271	Pras.g_00668
OG0000925	Syaa.g_02270	Pras.g_00669
OG0000926	Syaa.g_02269	Pras.g_00670
OG0000927	Syaa.g_02267	Pras.g_00672
OG0000928	Syaa.g_02266	Pras.g_00673
OG0000929	Syaa.g_02265	Pras.g_00674
OG0000930	Syaa.g_02264	Pras.g_00675
OG0000931	Syaa.g_02263	Pras.g_00676
OG0000932	Syaa.g_02262	Pras.g_00677
OG0000933	Syaa.g_02256	Pras.g_00681
OG0000934	Syaa.g_02254	Pras.g_00683
OG0000935	Syaa.g_02253	Pras.g_00684
OG0000936	Syaa.g_02252	Pras.g_00685
OG0000937	Syaa.g_02251	Pras.g_00686
OG0000938	Syaa.g_02248	Pras.g_00688
OG0000939	Syaa.g_02247	Pras.g_00689
OG0000940	Syaa.g_02240	Pras.g_00696
OG0000941	Syaa.g_02238	Pras.g_00698
OG0000942	Syaa.g_02236	Pras.g_00700
OG0000943	Syaa.g_02235	Pras.g_00701
OG0000944	Syaa.g_02233	Pras.g_00702
OG0000945	Syaa.g_02231	Pras.g_00703
OG0000946	Syaa.g_02225	Pras.g_00707
OG0000947	Syaa.g_02222	Pras.g_00709
OG0000948	Syaa.g_02221	Pras.g_00710
OG0000949	Syaa.g_00172	Pras.g_00713
OG0000950	Syaa.g_00159	Pras.g_00718
OG0000951	Syaa.g_00153	Pras.g_00722
OG0000952	Syaa.g_00149	Pras.g_00726
OG0000953	Syaa.g_00143	Pras.g_00729
OG0000954	Syaa.g_00138	Pras.g_00733
OG0000955	Syaa.g_00137	Pras.g_00734
OG0000956	Syaa.g_00135	Pras.g_00736
OG0000957	Syaa.g_00125	Pras.g_00741
OG0000958	Syaa.g_00124	Pras.g_00742
OG0000959	Syaa.g_00120	Pras.g_00746
OG0000960	Syaa.g_00119	Pras.g_00747
OG0000961	Syaa.g_00106	Pras.g_00749
OG0000962	Syaa.g_00102	Pras.g_00751
OG0000963	Syaa.g_00097	Pras.g_00755
OG0000964	Syaa.g_00096	Pras.g_00756
OG0000965	Syaa.g_00095	Pras.g_00757
OG0000966	Syaa.g_00083	Pras.g_00765
OG0000967	Syaa.g_00074	Pras.g_00770
OG0000968	Syaa.g_00078	Pras.g_00772
OG0000969	Syaa.g_00077	Pras.g_00773
OG0000970	Syaa.g_00076	Pras.g_00774
OG0000971	Syaa.g_00069	Pras.g_00775
OG0000972	Syaa.g_00068	Pras.g_00776
OG0000973	Syaa.g_00067	Pras.g_00777
OG0000974	Syaa.g_00066	Pras.g_00778
OG0000975	Syaa.g_00065	Pras.g_00779
OG0000976	Syaa.g_00064	Pras.g_00780
OG0000977	Syaa.g_00062	Pras.g_00781
OG0000978	Syaa.g_00061	Pras.g_00782
OG0000979	Syaa.g_00058	Pras.g_00785
OG0000980	Syaa.g_00055	Pras.g_00787
OG0000981	Syaa.g_00052	Pras.g_00789
OG0000982	Syaa.g_02593	Pras.g_00791
OG0000983	Syaa.g_02594	Pras.g_00792
OG0000984	Syaa.g_02595	Pras.g_00793
OG0000985	Syaa.g_02597	Pras.g_00796
OG0000986	Syaa.g_02601	Pras.g_00798
OG0000987	Syaa.g_02603	Pras.g_00799
OG0000988	Syaa.g_02608	Pras.g_00802
OG0000989	Syaa.g_02616	Pras.g_00805
OG0000990	Syaa.g_02647	Pras.g_00808
OG0000991	Syaa.g_02650	Pras.g_00809
OG0000992	Syaa.g_02653	Pras.g_00812
OG0000993	Syaa.g_02654	Pras.g_00813
OG0000994	Syaa.g_02657	Pras.g_00814
OG0000995	Syaa.g_02662	Pras.g_00818
OG0000996	Syaa.g_02705	Pras.g_00819
OG0000997	Syaa.g_02725	Pras.g_00820
OG0000998	Syaa.g_02727	Pras.g_00822
OG0000999	Syaa.g_02728	Pras.g_00823
OG0001000	Syaa.g_02732	Pras.g_00826
OG0001001	Syaa.g_02738	Pras.g_00828
OG0001002	Syaa.g_02745	Pras.g_00832
OG0001003	Syaa.g_02747	Pras.g_00834
OG0001004	Syaa.g_02748	Pras.g_00835
OG0001005	Syaa.g_02749	Pras.g_00836
OG0001006	Syaa.g_02756	Pras.g_00840
OG0001007	Syaa.g_02758	Pras.g_00842
OG0001008	Syaa.g_00704	Pras.g_01315
OG0001009	Syaa.g_00034	Pras.g_00869
OG0001010	Syaa.g_00035	Pras.g_00870
OG0001011	Syaa.g_00037	Pras.g_00871
OG0001012	Syaa.g_02589	Pras.g_00896
OG0001013	Syaa.g_02576	Pras.g_00901
OG0001014	Syaa.g_02572	Pras.g_00904
OG0001015	Syaa.g_02571	Pras.g_00905
OG0001016	Syaa.g_00348	Pras.g_00924
OG0001017	Syaa.g_00342	Pras.g_00928
OG0001018	Syaa.g_00340	Pras.g_00931
OG0001019	Syaa.g_00323	Pras.g_00940
OG0001020	Syaa.g_02355	Pras.g_00941
OG0001021	Syaa.g_02359	Pras.g_00942
OG0001022	Syaa.g_02365	Pras.g_00945
OG0001023	Syaa.g_02366	Pras.g_00946
OG0001024	Syaa.g_02370	Pras.g_00949
OG0001025	Syaa.g_02377	Pras.g_00955
OG0001026	Syaa.g_02390	Pras.g_00962
OG0001027	Syaa.g_02397	Pras.g_00963
OG0001028	Syaa.g_02399	Pras.g_00965
OG0001029	Syaa.g_02401	Pras.g_00966
OG0001030	Syaa.g_02422	Pras.g_00981
OG0001031	Syaa.g_02500	Pras.g_01037
OG0001032	Syaa.g_02502	Pras.g_01038
OG0001033	Syaa.g_02539	Pras.g_01060
OG0001034	Syaa.g_02108	Pras.g_01088
OG0001035	Syaa.g_00298	Pras.g_01106
OG0001036	Syaa.g_00293	Pras.g_01111
OG0001037	Syaa.g_00291	Pras.g_01112
OG0001038	Syaa.g_00264	Pras.g_01130
OG0001039	Syaa.g_00261	Pras.g_01133
OG0001040	Syaa.g_00258	Pras.g_01135
OG0001041	Syaa.g_00253	Pras.g_01139
OG0001042	Syaa.g_00227	Pras.g_01156
OG0001043	Syaa.g_00223	Pras.g_01157
OG0001044	Syaa.g_02183	Pras.g_01186
OG0001045	Syaa.g_02170	Pras.g_01195
OG0001046	Syaa.g_01332	Pras.g_01232
OG0001047	Syaa.g_00706	Pras.g_01317
OG0001048	Syaa.g_00707	Pras.g_01318
OG0001049	Syaa.g_00710	Pras.g_01320
OG0001050	Syaa.g_00711	Pras.g_01321
OG0001051	Syaa.g_00712	Pras.g_01322
OG0001052	Syaa.g_01846	Pras.g_01349
OG0001053	Syaa.g_02048	Pras.g_01361
OG0001054	Syaa.g_02031	Pras.g_01376
OG0001055	Syaa.g_02010	Pras.g_01395
OG0001056	Syaa.g_01975	Pras.g_01413
OG0001057	Syaa.g_01966	Pras.g_01418
OG0001058	Syaa.g_01951	Pras.g_01426
OG0001059	Syaa.g_01947	Pras.g_01430
OG0001060	Syaa.g_01941	Pras.g_01437
OG0001061	Syaa.g_01919	Pras.g_01450
OG0001062	Syaa.g_01917	Pras.g_01452
OG0001063	Syaa.g_01912	Pras.g_01454
OG0001064	Syaa.g_01911	Pras.g_01455
OG0001065	Syaa.g_01910	Pras.g_01456
OG0001066	Syaa.g_01909	Pras.g_01457
OG0001067	Syaa.g_01908	Pras.g_01459
OG0001068	Syaa.g_01907	Pras.g_01460
OG0001069	Syaa.g_01906	Pras.g_01461
OG0001070	Syaa.g_01903	Pras.g_01464
OG0001071	Syaa.g_01902	Pras.g_01465
OG0001072	Syaa.g_01898	Pras.g_01466
OG0001073	Syaa.g_01884	Pras.g_01480
OG0001074	Syaa.g_01678	Pras.g_01491
OG0001075	Syaa.g_01676	Pras.g_01492
OG0001076	Syaa.g_01659	Pras.g_01500
OG0001077	Syaa.g_01647	Pras.g_01504
OG0001078	Syaa.g_01632	Pras.g_01512
OG0001079	Syaa.g_01619	Pras.g_01523
OG0001080	Syaa.g_01443	Pras.g_01529
OG0001081	Syaa.g_01056	Pras.g_01531
OG0001082	Syaa.g_01057	Pras.g_01532
OG0001083	Syaa.g_01064	Pras.g_01537
OG0001084	Syaa.g_01065	Pras.g_01538
OG0001085	Syaa.g_01075	Pras.g_01546
OG0001086	Syaa.g_01077	Pras.g_01547
OG0001087	Syaa.g_00920	Pras.g_01564
OG0001088	Syaa.g_00916	Pras.g_01565
OG0001089	Syaa.g_00890	Pras.g_01573
OG0001090	Syaa.g_01237	Pras.g_01607
OG0001091	Syaa.g_01239	Pras.g_01609
OG0001092	Syaa.g_01242	Pras.g_01610
OG0001093	Syaa.g_01248	Pras.g_01615
OG0001094	Syaa.g_01148	Pras.g_01695
OG0001095	Syaa.g_01185	Pras.g_01714
OG0001096	Syaa.g_01200	Pras.g_01727
OG0001097	Syaa.g_00828	Pras.g_01745
OG0001098	Syaa.g_01441	Pras.g_01760
OG0001099	Syaa.g_02400	Pras.g_01791
OG0001100	Syaa.g_01086	Pras.g_01793
OG0001101	Syaa.g_01088	Pras.g_01795
OG0001102	Syaa.g_01091	Pras.g_01798
OG0001103	Syaa.g_01093	Pras.g_01800
OG0001104	Syaa.g_01133	Pras.g_01822
OG0001105	Syaa.g_01137	Pras.g_01826
OG0001106	Syaa.g_01372	Pras.g_01850
OG0001107	Syaa.g_01359	Pras.g_01857
OG0001108	Syaa.g_01350	Pras.g_01861
OG0001109	Syaa.g_01349	Pras.g_01862
OG0001110	Syaa.g_01347	Pras.g_01864
OG0001111	Syaa.g_01345	Pras.g_01865
OG0001112	Syaa.g_01343	Pras.g_01866
OG0001113	Syaa.g_01342	Pras.g_01867
OG0001114	Syaa.g_01341	Pras.g_01868
