Orthogroup	Syaa	Prav
OG0000558	Syaa.g_01953	Prav.g_01145
OG0000559	Syaa.g_01949	Prav.g_01149
OG0000560	Syaa.g_01946	Prav.g_01152
OG0000561	Syaa.g_01945	Prav.g_01153
OG0000562	Syaa.g_01944	Prav.g_01154
OG0000563	Syaa.g_01943	Prav.g_01155
OG0000564	Syaa.g_01942	Prav.g_01156
OG0000565	Syaa.g_01939	Prav.g_01159
OG0000566	Syaa.g_01935	Prav.g_01161
OG0000567	Syaa.g_01931	Prav.g_01165
OG0000568	Syaa.g_01928	Prav.g_01166
OG0000569	Syaa.g_01925	Prav.g_01167
OG0000570	Syaa.g_01924	Prav.g_01168
OG0000571	Syaa.g_01920	Prav.g_01170
OG0000572	Syaa.g_01904	Prav.g_01183
OG0000573	Syaa.g_01896	Prav.g_01188
OG0000574	Syaa.g_01895	Prav.g_01189
OG0000575	Syaa.g_01891	Prav.g_01193
OG0000576	Syaa.g_01889	Prav.g_01195
OG0000577	Syaa.g_01888	Prav.g_01196
OG0000578	Syaa.g_01887	Prav.g_01197
OG0000579	Syaa.g_01886	Prav.g_01198
OG0000580	Syaa.g_01885	Prav.g_01199
OG0000581	Syaa.g_01879	Prav.g_01201
OG0000582	Syaa.g_01687	Prav.g_01204
OG0000583	Syaa.g_01686	Prav.g_01205
OG0000584	Syaa.g_01685	Prav.g_01206
OG0000585	Syaa.g_01683	Prav.g_01208
OG0000586	Syaa.g_01682	Prav.g_01209
OG0000587	Syaa.g_01680	Prav.g_01210
OG0000588	Syaa.g_01666	Prav.g_01214
OG0000589	Syaa.g_01662	Prav.g_01219
OG0000590	Syaa.g_01661	Prav.g_01220
OG0000591	Syaa.g_01653	Prav.g_01223
OG0000592	Syaa.g_01652	Prav.g_01224
OG0000593	Syaa.g_01638	Prav.g_01230
OG0000594	Syaa.g_01637	Prav.g_01231
OG0000595	Syaa.g_01636	Prav.g_01232
OG0000596	Syaa.g_01630	Prav.g_01236
OG0000597	Syaa.g_01627	Prav.g_01238
OG0000598	Syaa.g_01626	Prav.g_01239
OG0000599	Syaa.g_01623	Prav.g_01242
OG0000600	Syaa.g_01622	Prav.g_01243
OG0000601	Syaa.g_01621	Prav.g_01244
OG0000602	Syaa.g_01616	Prav.g_01246
OG0000603	Syaa.g_01615	Prav.g_01247
OG0000604	Syaa.g_01612	Prav.g_01248
OG0000605	Syaa.g_01447	Prav.g_01249
OG0000606	Syaa.g_01055	Prav.g_01252
OG0000607	Syaa.g_01058	Prav.g_01255
OG0000608	Syaa.g_01059	Prav.g_01256
OG0000609	Syaa.g_01061	Prav.g_01257
OG0000610	Syaa.g_01068	Prav.g_01262
OG0000611	Syaa.g_01071	Prav.g_01265
OG0000612	Syaa.g_01072	Prav.g_01266
OG0000613	Syaa.g_00199	Prav.g_01271
OG0000614	Syaa.g_00906	Prav.g_01290
OG0000615	Syaa.g_01113	Prav.g_01298
OG0000616	Syaa.g_02742	Prav.g_01312
OG0000617	Syaa.g_01244	Prav.g_00312
OG0000618	Syaa.g_01245	Prav.g_00313
OG0000619	Syaa.g_01246	Prav.g_00314
OG0000620	Syaa.g_01259	Prav.g_00317
OG0000621	Syaa.g_01260	Prav.g_00318
OG0000622	Syaa.g_01261	Prav.g_00319
OG0000623	Syaa.g_01262	Prav.g_00320
OG0000624	Syaa.g_01264	Prav.g_00321
OG0000625	Syaa.g_01265	Prav.g_00322
OG0000626	Syaa.g_01266	Prav.g_00323
OG0000627	Syaa.g_01414	Prav.g_00324
OG0000628	Syaa.g_01413	Prav.g_00325
OG0000629	Syaa.g_01410	Prav.g_00326
OG0000630	Syaa.g_01406	Prav.g_00329
OG0000631	Syaa.g_01400	Prav.g_00388
OG0000632	Syaa.g_01399	Prav.g_00389
OG0000633	Syaa.g_01397	Prav.g_00390
OG0000634	Syaa.g_01150	Prav.g_00393
OG0000635	Syaa.g_01151	Prav.g_00394
OG0000636	Syaa.g_01153	Prav.g_00396
OG0000637	Syaa.g_01155	Prav.g_00398
OG0000638	Syaa.g_01156	Prav.g_00399
OG0000639	Syaa.g_01157	Prav.g_00400
OG0000640	Syaa.g_01158	Prav.g_00401
OG0000641	Syaa.g_01162	Prav.g_00405
OG0000642	Syaa.g_01163	Prav.g_00406
OG0000643	Syaa.g_01165	Prav.g_00407
OG0000644	Syaa.g_01166	Prav.g_00408
OG0000645	Syaa.g_01184	Prav.g_00409
OG0000646	Syaa.g_01187	Prav.g_00411
OG0000647	Syaa.g_01189	Prav.g_00412
OG0000648	Syaa.g_01191	Prav.g_00414
OG0000649	Syaa.g_01192	Prav.g_00415
OG0000650	Syaa.g_01193	Prav.g_00416
OG0000651	Syaa.g_01194	Prav.g_00417
OG0000652	Syaa.g_01195	Prav.g_00418
OG0000653	Syaa.g_01197	Prav.g_00420
OG0000654	Syaa.g_01198	Prav.g_00421
OG0000655	Syaa.g_01199	Prav.g_00422
OG0000656	Syaa.g_01202	Prav.g_00425
OG0000657	Syaa.g_00838	Prav.g_00432
OG0000658	Syaa.g_00836	Prav.g_00433
OG0000659	Syaa.g_00835	Prav.g_00434
OG0000660	Syaa.g_00831	Prav.g_00438
OG0000661	Syaa.g_00829	Prav.g_00440
OG0000662	Syaa.g_00827	Prav.g_00442
OG0000663	Syaa.g_00824	Prav.g_00444
OG0000664	Syaa.g_00823	Prav.g_00445
OG0000665	Syaa.g_01442	Prav.g_00449
OG0000666	Syaa.g_01448	Prav.g_00450
OG0000668	Syaa.g_01300	Prav.g_00483
OG0000669	Syaa.g_01084	Prav.g_00490
OG0000670	Syaa.g_01087	Prav.g_00492
OG0000671	Syaa.g_01089	Prav.g_00494
OG0000672	Syaa.g_01092	Prav.g_00497
OG0000673	Syaa.g_01095	Prav.g_00500
OG0000674	Syaa.g_01097	Prav.g_00502
OG0000675	Syaa.g_01098	Prav.g_00503
OG0000676	Syaa.g_01100	Prav.g_00505
OG0000677	Syaa.g_01101	Prav.g_00506
OG0000678	Syaa.g_01106	Prav.g_00508
OG0000679	Syaa.g_01116	Prav.g_00512
OG0000680	Syaa.g_01117	Prav.g_00513
OG0000681	Syaa.g_01120	Prav.g_00515
OG0000682	Syaa.g_01121	Prav.g_00516
OG0000683	Syaa.g_01122	Prav.g_00517
OG0000684	Syaa.g_01132	Prav.g_00519
OG0000685	Syaa.g_01134	Prav.g_00521
OG0000686	Syaa.g_01135	Prav.g_00522
OG0000687	Syaa.g_01136	Prav.g_00523
OG0000688	Syaa.g_01140	Prav.g_00526
OG0000689	Syaa.g_01142	Prav.g_00527
OG0000690	Syaa.g_01143	Prav.g_00528
OG0000691	Syaa.g_01144	Prav.g_00529
OG0000692	Syaa.g_01145	Prav.g_00530
OG0000693	Syaa.g_01146	Prav.g_00531
OG0000694	Syaa.g_01147	Prav.g_00532
OG0000695	Syaa.g_01395	Prav.g_00534
OG0000696	Syaa.g_01394	Prav.g_00535
OG0000697	Syaa.g_01392	Prav.g_00536
OG0000698	Syaa.g_01389	Prav.g_00539
OG0000699	Syaa.g_01387	Prav.g_00540
OG0000700	Syaa.g_01386	Prav.g_00541
OG0000701	Syaa.g_01385	Prav.g_00542
OG0000702	Syaa.g_01376	Prav.g_00544
OG0000703	Syaa.g_01375	Prav.g_00545
OG0000704	Syaa.g_01373	Prav.g_00546
OG0000705	Syaa.g_01365	Prav.g_00550
OG0000706	Syaa.g_01364	Prav.g_00551
OG0000707	Syaa.g_01363	Prav.g_00552
OG0000708	Syaa.g_01360	Prav.g_00553
OG0000709	Syaa.g_01351	Prav.g_00557
OG0000710	Syaa.g_01348	Prav.g_00560
OG0000711	Syaa.g_01320	Prav.g_00577
OG0000712	Syaa.g_01318	Prav.g_00579
OG0000713	Syaa.g_01317	Prav.g_00580
OG0000714	Syaa.g_01315	Prav.g_00581
OG0000715	Syaa.g_01313	Prav.g_00583
OG0000716	Syaa.g_01309	Prav.g_00585
OG0000717	Syaa.g_01308	Prav.g_00586
OG0000718	Syaa.g_01304	Prav.g_00902
OG0000719	Syaa.g_01302	Prav.g_00904
OG0000720	Syaa.g_01289	Prav.g_00913
OG0000721	Syaa.g_01287	Prav.g_00915
OG0000722	Syaa.g_01286	Prav.g_00916
OG0000723	Syaa.g_01268	Prav.g_00919
OG0000724	Syaa.g_00872	Prav.g_00928
OG0000725	Syaa.g_00882	Prav.g_00934
OG0000726	Syaa.g_00883	Prav.g_00935
OG0000727	Syaa.g_00884	Prav.g_00936
OG0000728	Syaa.g_00886	Prav.g_00938
OG0000729	Syaa.g_00100	Prav.g_00263
OG0000730	Syaa.g_02185	Prav.g_00004
OG0000731	Syaa.g_02173	Prav.g_00008
OG0000732	Syaa.g_00054	Prav.g_00016
OG0000733	Syaa.g_02621	Prav.g_00034
OG0000734	Syaa.g_02388	Prav.g_00050
OG0000735	Syaa.g_00754	Prav.g_00052
OG0000736	Syaa.g_00755	Prav.g_00053
OG0000737	Syaa.g_00756	Prav.g_00054
OG0000738	Syaa.g_00761	Prav.g_00058
OG0000739	Syaa.g_00762	Prav.g_00059
OG0000740	Syaa.g_00763	Prav.g_00060
OG0000741	Syaa.g_00766	Prav.g_00061
OG0000742	Syaa.g_00769	Prav.g_00064
OG0000743	Syaa.g_00771	Prav.g_00066
OG0000744	Syaa.g_00772	Prav.g_00067
OG0000745	Syaa.g_00774	Prav.g_00068
OG0000746	Syaa.g_00776	Prav.g_00070
OG0000747	Syaa.g_00777	Prav.g_00071
OG0000748	Syaa.g_00787	Prav.g_00074
OG0000749	Syaa.g_00789	Prav.g_00075
OG0000750	Syaa.g_00790	Prav.g_00076
OG0000751	Syaa.g_00797	Prav.g_01868
OG0000752	Syaa.g_00799	Prav.g_01866
OG0000753	Syaa.g_00802	Prav.g_01863
OG0000754	Syaa.g_01025	Prav.g_01860
OG0000755	Syaa.g_01005	Prav.g_01857
OG0000756	Syaa.g_01004	Prav.g_01856
OG0000757	Syaa.g_00996	Prav.g_01850
OG0000758	Syaa.g_00995	Prav.g_01849
OG0000759	Syaa.g_00994	Prav.g_01848
OG0000760	Syaa.g_00993	Prav.g_01847
OG0000761	Syaa.g_00992	Prav.g_01846
OG0000762	Syaa.g_00988	Prav.g_01845
OG0000763	Syaa.g_00986	Prav.g_01843
OG0000764	Syaa.g_00985	Prav.g_01842
OG0000765	Syaa.g_00968	Prav.g_01833
OG0000766	Syaa.g_00967	Prav.g_01832
OG0000767	Syaa.g_00965	Prav.g_01830
OG0000768	Syaa.g_00964	Prav.g_01829
OG0000769	Syaa.g_00962	Prav.g_01827
OG0000770	Syaa.g_00959	Prav.g_01825
OG0000771	Syaa.g_00866	Prav.g_02003
OG0000772	Syaa.g_01526	Prav.g_01409
OG0000773	Syaa.g_00749	Prav.g_01429
OG0000774	Syaa.g_00745	Prav.g_01431
OG0000775	Syaa.g_00742	Prav.g_01433
OG0000776	Syaa.g_00741	Prav.g_01434
OG0000777	Syaa.g_00740	Prav.g_01435
OG0000778	Syaa.g_00739	Prav.g_01436
OG0000779	Syaa.g_00733	Prav.g_01440
OG0000780	Syaa.g_00730	Prav.g_01441
OG0000781	Syaa.g_00726	Prav.g_01444
OG0000782	Syaa.g_00725	Prav.g_01445
OG0000783	Syaa.g_00724	Prav.g_01446
OG0000784	Syaa.g_00723	Prav.g_01447
OG0000785	Syaa.g_00721	Prav.g_01449
OG0000786	Syaa.g_01875	Prav.g_01451
OG0000787	Syaa.g_01876	Prav.g_01452
OG0000788	Syaa.g_01620	Prav.g_01460
OG0000789	Syaa.g_01434	Prav.g_01463
OG0000790	Syaa.g_02064	Prav.g_01478
OG0000791	Syaa.g_02066	Prav.g_01480
OG0000792	Syaa.g_02067	Prav.g_01481
OG0000793	Syaa.g_02072	Prav.g_01484
OG0000794	Syaa.g_02073	Prav.g_01485
OG0000795	Syaa.g_02074	Prav.g_01486
OG0000796	Syaa.g_02078	Prav.g_01490
OG0000797	Syaa.g_02079	Prav.g_01491
OG0000798	Syaa.g_00494	Prav.g_01556
OG0000799	Syaa.g_01743	Prav.g_01560
OG0000800	Syaa.g_01747	Prav.g_01561
OG0000801	Syaa.g_01748	Prav.g_01562
OG0000802	Syaa.g_01753	Prav.g_01564
OG0000803	Syaa.g_01758	Prav.g_01566
OG0000804	Syaa.g_01761	Prav.g_01567
OG0000805	Syaa.g_01763	Prav.g_01569
OG0000806	Syaa.g_01765	Prav.g_01571
OG0000807	Syaa.g_01767	Prav.g_01572
OG0000808	Syaa.g_01768	Prav.g_01573
OG0000809	Syaa.g_01771	Prav.g_01576
OG0000810	Syaa.g_01772	Prav.g_01577
OG0000811	Syaa.g_01778	Prav.g_01581
OG0000812	Syaa.g_01780	Prav.g_01583
OG0000813	Syaa.g_01781	Prav.g_01584
OG0000814	Syaa.g_01783	Prav.g_01586
OG0000815	Syaa.g_01784	Prav.g_01587
OG0000816	Syaa.g_01785	Prav.g_01589
OG0000817	Syaa.g_01786	Prav.g_01590
OG0000818	Syaa.g_01792	Prav.g_01595
OG0000819	Syaa.g_01793	Prav.g_01596
OG0000820	Syaa.g_01794	Prav.g_01597
OG0000821	Syaa.g_01800	Prav.g_01601
OG0000822	Syaa.g_01802	Prav.g_01602
OG0000823	Syaa.g_01803	Prav.g_01603
OG0000824	Syaa.g_01807	Prav.g_01606
OG0000825	Syaa.g_01808	Prav.g_01607
OG0000826	Syaa.g_01809	Prav.g_01608
OG0000827	Syaa.g_01810	Prav.g_01609
OG0000828	Syaa.g_01813	Prav.g_01612
OG0000829	Syaa.g_01814	Prav.g_01613
OG0000830	Syaa.g_01815	Prav.g_01614
OG0000831	Syaa.g_01817	Prav.g_01616
OG0000832	Syaa.g_00627	Prav.g_01622
OG0000833	Syaa.g_00611	Prav.g_01630
OG0000834	Syaa.g_00608	Prav.g_01631
OG0000835	Syaa.g_00607	Prav.g_01632
OG0000836	Syaa.g_00603	Prav.g_01633
OG0000837	Syaa.g_00601	Prav.g_01634
OG0000838	Syaa.g_00597	Prav.g_01636
OG0000839	Syaa.g_00596	Prav.g_01637
OG0000840	Syaa.g_00595	Prav.g_01638
OG0000841	Syaa.g_00594	Prav.g_01639
OG0000842	Syaa.g_00593	Prav.g_01640
OG0000843	Syaa.g_00592	Prav.g_01641
OG0000844	Syaa.g_00590	Prav.g_01642
OG0000845	Syaa.g_00589	Prav.g_01643
OG0000846	Syaa.g_00588	Prav.g_01644
OG0000847	Syaa.g_00587	Prav.g_01645
OG0000848	Syaa.g_00585	Prav.g_01646
OG0000849	Syaa.g_00584	Prav.g_01647
OG0000850	Syaa.g_00582	Prav.g_01649
OG0000851	Syaa.g_00577	Prav.g_01650
OG0000852	Syaa.g_00576	Prav.g_01651
OG0000853	Syaa.g_00572	Prav.g_01655
OG0000854	Syaa.g_00570	Prav.g_01657
OG0000855	Syaa.g_00569	Prav.g_01658
OG0000856	Syaa.g_01650	Prav.g_01671
OG0000857	Syaa.g_01188	Prav.g_01699
OG0000858	Syaa.g_00563	Prav.g_01755
OG0000859	Syaa.g_00562	Prav.g_01756
OG0000860	Syaa.g_00549	Prav.g_01763
OG0000861	Syaa.g_00548	Prav.g_01764
OG0000862	Syaa.g_00547	Prav.g_01765
OG0000863	Syaa.g_00543	Prav.g_01767
OG0000864	Syaa.g_00542	Prav.g_01768
OG0000865	Syaa.g_00541	Prav.g_01769
OG0000866	Syaa.g_00540	Prav.g_01770
OG0000867	Syaa.g_00539	Prav.g_01771
OG0000868	Syaa.g_00536	Prav.g_01772
OG0000869	Syaa.g_00531	Prav.g_01776
OG0000870	Syaa.g_00526	Prav.g_01781
OG0000871	Syaa.g_00525	Prav.g_01782
OG0000872	Syaa.g_00511	Prav.g_01783
OG0000873	Syaa.g_00497	Prav.g_01786
OG0000874	Syaa.g_00519	Prav.g_01789
OG0000875	Syaa.g_00438	Prav.g_01790
OG0000876	Syaa.g_00682	Prav.g_01791
OG0000877	Syaa.g_00679	Prav.g_01793
OG0000878	Syaa.g_00678	Prav.g_01794
OG0000879	Syaa.g_00677	Prav.g_01795
OG0000880	Syaa.g_00676	Prav.g_01796
OG0000881	Syaa.g_00671	Prav.g_01800
OG0000882	Syaa.g_00666	Prav.g_01805
OG0000883	Syaa.g_00661	Prav.g_01807
OG0000884	Syaa.g_00659	Prav.g_01809
OG0000885	Syaa.g_00658	Prav.g_01810
OG0000886	Syaa.g_00657	Prav.g_01811
OG0000887	Syaa.g_00656	Prav.g_01812
OG0000888	Syaa.g_00654	Prav.g_01814
OG0000889	Syaa.g_00652	Prav.g_01816
OG0000890	Syaa.g_00644	Prav.g_01817
OG0000891	Syaa.g_00643	Prav.g_01818
OG0000892	Syaa.g_00640	Prav.g_00264
OG0000893	Syaa.g_02352	Prav.g_00268
OG0000894	Syaa.g_02349	Prav.g_00270
OG0000895	Syaa.g_02345	Prav.g_00273
OG0000896	Syaa.g_02344	Prav.g_00274
OG0000897	Syaa.g_02342	Prav.g_00276
OG0000898	Syaa.g_02341	Prav.g_00277
OG0000899	Syaa.g_02340	Prav.g_00278
OG0000900	Syaa.g_02339	Prav.g_00279
OG0000901	Syaa.g_02334	Prav.g_00282
OG0000902	Syaa.g_02332	Prav.g_00284
OG0000903	Syaa.g_02313	Prav.g_00287
OG0000904	Syaa.g_02318	Prav.g_00289
OG0000905	Syaa.g_02324	Prav.g_00294
OG0000906	Syaa.g_02327	Prav.g_00295
OG0000907	Syaa.g_02295	Prav.g_00590
OG0000908	Syaa.g_02292	Prav.g_00593
OG0000909	Syaa.g_02291	Prav.g_00594
OG0000910	Syaa.g_02290	Prav.g_00595
OG0000911	Syaa.g_02288	Prav.g_00597
OG0000912	Syaa.g_02287	Prav.g_00598
OG0000913	Syaa.g_02286	Prav.g_00599
OG0000914	Syaa.g_02285	Prav.g_00600
OG0000915	Syaa.g_02283	Prav.g_00601
OG0000916	Syaa.g_02282	Prav.g_00602
OG0000917	Syaa.g_02281	Prav.g_00603
OG0000918	Syaa.g_02280	Prav.g_00604
OG0000919	Syaa.g_02279	Prav.g_00605
OG0000920	Syaa.g_02278	Prav.g_00606
OG0000921	Syaa.g_02277	Prav.g_00607
OG0000922	Syaa.g_02276	Prav.g_00608
OG0000923	Syaa.g_02272	Prav.g_00612
OG0000924	Syaa.g_02271	Prav.g_00613
OG0000925	Syaa.g_02270	Prav.g_00614
OG0000926	Syaa.g_02269	Prav.g_00615
OG0000927	Syaa.g_02267	Prav.g_00617
OG0000928	Syaa.g_02266	Prav.g_00618
OG0000929	Syaa.g_02265	Prav.g_00619
OG0000930	Syaa.g_02264	Prav.g_00620
OG0000931	Syaa.g_02263	Prav.g_00621
OG0000932	Syaa.g_02262	Prav.g_00622
OG0000933	Syaa.g_02256	Prav.g_00626
OG0000934	Syaa.g_02254	Prav.g_00628
OG0000935	Syaa.g_02253	Prav.g_00629
OG0000936	Syaa.g_02252	Prav.g_00630
OG0000937	Syaa.g_02251	Prav.g_00631
OG0000938	Syaa.g_02248	Prav.g_00633
OG0000939	Syaa.g_02247	Prav.g_00634
OG0000940	Syaa.g_02240	Prav.g_00641
OG0000941	Syaa.g_02238	Prav.g_00643
OG0000942	Syaa.g_02236	Prav.g_00645
OG0000943	Syaa.g_02235	Prav.g_00646
OG0000944	Syaa.g_02233	Prav.g_00647
OG0000945	Syaa.g_02231	Prav.g_00648
OG0000946	Syaa.g_02225	Prav.g_00653
OG0000947	Syaa.g_02222	Prav.g_00655
OG0000948	Syaa.g_02221	Prav.g_00656
OG0000949	Syaa.g_00172	Prav.g_00659
OG0000950	Syaa.g_00159	Prav.g_00664
OG0000951	Syaa.g_00153	Prav.g_00668
OG0000952	Syaa.g_00149	Prav.g_00672
OG0000953	Syaa.g_00143	Prav.g_00675
OG0000954	Syaa.g_00138	Prav.g_00679
OG0000955	Syaa.g_00137	Prav.g_00680
OG0000956	Syaa.g_00135	Prav.g_00682
OG0000957	Syaa.g_00125	Prav.g_00687
OG0000958	Syaa.g_00124	Prav.g_00688
OG0000959	Syaa.g_00120	Prav.g_00692
OG0000960	Syaa.g_00119	Prav.g_00693
OG0000961	Syaa.g_00106	Prav.g_00695
OG0000962	Syaa.g_00102	Prav.g_00697
OG0000963	Syaa.g_00097	Prav.g_00701
OG0000964	Syaa.g_00096	Prav.g_00702
OG0000965	Syaa.g_00095	Prav.g_00703
OG0000966	Syaa.g_00083	Prav.g_00710
OG0000967	Syaa.g_00074	Prav.g_00714
OG0000968	Syaa.g_00078	Prav.g_00716
OG0000969	Syaa.g_00077	Prav.g_00717
OG0000970	Syaa.g_00076	Prav.g_00718
OG0000971	Syaa.g_00069	Prav.g_00719
OG0000972	Syaa.g_00068	Prav.g_00720
OG0000973	Syaa.g_00067	Prav.g_00721
OG0000974	Syaa.g_00066	Prav.g_00722
OG0000975	Syaa.g_00065	Prav.g_00723
OG0000976	Syaa.g_00064	Prav.g_00724
OG0000977	Syaa.g_00062	Prav.g_00725
OG0000978	Syaa.g_00061	Prav.g_00726
OG0000979	Syaa.g_00058	Prav.g_00729
OG0000980	Syaa.g_00055	Prav.g_00731
OG0000981	Syaa.g_00052	Prav.g_00733
OG0000982	Syaa.g_02593	Prav.g_00735
OG0000983	Syaa.g_02594	Prav.g_00736
OG0000984	Syaa.g_02595	Prav.g_00737
OG0000985	Syaa.g_02597	Prav.g_00740
OG0000986	Syaa.g_02601	Prav.g_00742
OG0000987	Syaa.g_02603	Prav.g_00743
OG0000988	Syaa.g_02608	Prav.g_00746
OG0000989	Syaa.g_02616	Prav.g_00750
OG0000990	Syaa.g_02647	Prav.g_00753
OG0000991	Syaa.g_02650	Prav.g_00754
OG0000992	Syaa.g_02653	Prav.g_00756
OG0000993	Syaa.g_02654	Prav.g_00757
OG0000994	Syaa.g_02657	Prav.g_00758
OG0000995	Syaa.g_02662	Prav.g_00762
OG0000996	Syaa.g_02705	Prav.g_00763
OG0000997	Syaa.g_02725	Prav.g_00764
OG0000998	Syaa.g_02727	Prav.g_00766
OG0000999	Syaa.g_02728	Prav.g_00767
OG0001000	Syaa.g_02732	Prav.g_00770
OG0001001	Syaa.g_02738	Prav.g_00772
OG0001002	Syaa.g_02745	Prav.g_00776
OG0001003	Syaa.g_02747	Prav.g_00778
OG0001004	Syaa.g_02748	Prav.g_00779
OG0001005	Syaa.g_02749	Prav.g_00780
OG0001006	Syaa.g_02756	Prav.g_00784
OG0001007	Syaa.g_02758	Prav.g_00786
OG0001008	Syaa.g_00704	Prav.g_01036
OG0001009	Syaa.g_00034	Prav.g_00095
OG0001010	Syaa.g_00035	Prav.g_00096
OG0001011	Syaa.g_00037	Prav.g_00097
OG0001012	Syaa.g_02589	Prav.g_00114
OG0001013	Syaa.g_02576	Prav.g_00119
OG0001014	Syaa.g_02572	Prav.g_00122
OG0001015	Syaa.g_02571	Prav.g_00123
OG0001016	Syaa.g_00348	Prav.g_00138
OG0001017	Syaa.g_00342	Prav.g_00142
OG0001018	Syaa.g_00340	Prav.g_00145
OG0001019	Syaa.g_00323	Prav.g_00154
OG0001020	Syaa.g_02355	Prav.g_00155
OG0001021	Syaa.g_02359	Prav.g_00156
OG0001022	Syaa.g_02365	Prav.g_00159
OG0001023	Syaa.g_02366	Prav.g_00160
OG0001024	Syaa.g_02370	Prav.g_00163
OG0001025	Syaa.g_02377	Prav.g_00169
OG0001026	Syaa.g_02390	Prav.g_00176
OG0001027	Syaa.g_02397	Prav.g_00177
OG0001028	Syaa.g_02399	Prav.g_00179
OG0001029	Syaa.g_02401	Prav.g_00180
OG0001030	Syaa.g_02422	Prav.g_00195
OG0001031	Syaa.g_02500	Prav.g_00852
OG0001032	Syaa.g_02502	Prav.g_00851
OG0001033	Syaa.g_02539	Prav.g_00830
OG0001034	Syaa.g_02108	Prav.g_00802
OG0001035	Syaa.g_00298	Prav.g_01901
OG0001036	Syaa.g_00293	Prav.g_01906
OG0001037	Syaa.g_00291	Prav.g_01907
OG0001038	Syaa.g_00264	Prav.g_01924
OG0001039	Syaa.g_00261	Prav.g_01927
OG0001040	Syaa.g_00258	Prav.g_01929
OG0001041	Syaa.g_00253	Prav.g_01933
OG0001042	Syaa.g_00227	Prav.g_01950
OG0001043	Syaa.g_00223	Prav.g_01951
OG0001044	Syaa.g_02183	Prav.g_01979
OG0001045	Syaa.g_02170	Prav.g_01988
OG0001046	Syaa.g_01332	Prav.g_00996
OG0001047	Syaa.g_00706	Prav.g_01038
OG0001048	Syaa.g_00707	Prav.g_01039
OG0001049	Syaa.g_00710	Prav.g_01041
OG0001050	Syaa.g_00711	Prav.g_01042
OG0001051	Syaa.g_00712	Prav.g_01043
OG0001052	Syaa.g_01846	Prav.g_01069
OG0001053	Syaa.g_02048	Prav.g_01081
OG0001054	Syaa.g_02031	Prav.g_01096
OG0001055	Syaa.g_02010	Prav.g_01115
OG0001056	Syaa.g_01975	Prav.g_01134
OG0001057	Syaa.g_01966	Prav.g_01139
OG0001058	Syaa.g_01951	Prav.g_01147
OG0001059	Syaa.g_01947	Prav.g_01151
OG0001060	Syaa.g_01941	Prav.g_01158
OG0001061	Syaa.g_01919	Prav.g_01171
OG0001062	Syaa.g_01917	Prav.g_01173
OG0001063	Syaa.g_01912	Prav.g_01175
OG0001064	Syaa.g_01911	Prav.g_01176
OG0001065	Syaa.g_01910	Prav.g_01177
OG0001066	Syaa.g_01909	Prav.g_01178
OG0001067	Syaa.g_01908	Prav.g_01179
OG0001068	Syaa.g_01907	Prav.g_01180
OG0001069	Syaa.g_01906	Prav.g_01181
OG0001070	Syaa.g_01903	Prav.g_01184
OG0001071	Syaa.g_01902	Prav.g_01185
OG0001072	Syaa.g_01898	Prav.g_01186
OG0001073	Syaa.g_01884	Prav.g_01200
OG0001074	Syaa.g_01678	Prav.g_01211
OG0001075	Syaa.g_01676	Prav.g_01212
OG0001076	Syaa.g_01659	Prav.g_01222
OG0001077	Syaa.g_01647	Prav.g_01226
OG0001078	Syaa.g_01632	Prav.g_01234
OG0001079	Syaa.g_01619	Prav.g_01245
OG0001080	Syaa.g_01443	Prav.g_01251
OG0001081	Syaa.g_01056	Prav.g_01253
OG0001082	Syaa.g_01057	Prav.g_01254
OG0001083	Syaa.g_01064	Prav.g_01259
OG0001084	Syaa.g_01065	Prav.g_01260
OG0001085	Syaa.g_01075	Prav.g_01268
OG0001086	Syaa.g_01077	Prav.g_01269
OG0001087	Syaa.g_00920	Prav.g_01286
OG0001088	Syaa.g_00916	Prav.g_01287
OG0001089	Syaa.g_00890	Prav.g_01295
OG0001090	Syaa.g_01237	Prav.g_00307
OG0001091	Syaa.g_01239	Prav.g_00309
OG0001092	Syaa.g_01242	Prav.g_00310
OG0001093	Syaa.g_01248	Prav.g_00315
OG0001094	Syaa.g_01148	Prav.g_00391
OG0001095	Syaa.g_01185	Prav.g_00410
OG0001096	Syaa.g_01200	Prav.g_00423
OG0001097	Syaa.g_00828	Prav.g_00441
OG0001098	Syaa.g_01441	Prav.g_00456
OG0001099	Syaa.g_02400	Prav.g_00487
OG0001100	Syaa.g_01086	Prav.g_00491
OG0001101	Syaa.g_01088	Prav.g_00493
OG0001102	Syaa.g_01091	Prav.g_00496
OG0001103	Syaa.g_01093	Prav.g_00498
OG0001104	Syaa.g_01133	Prav.g_00520
OG0001105	Syaa.g_01137	Prav.g_00524
OG0001106	Syaa.g_01372	Prav.g_00547
OG0001107	Syaa.g_01359	Prav.g_00554
OG0001108	Syaa.g_01350	Prav.g_00558
OG0001109	Syaa.g_01349	Prav.g_00559
OG0001110	Syaa.g_01347	Prav.g_00561
OG0001111	Syaa.g_01345	Prav.g_00562
OG0001112	Syaa.g_01343	Prav.g_00563
OG0001113	Syaa.g_01342	Prav.g_00564
OG0001114	Syaa.g_01341	Prav.g_00565
OG0001115	Syaa.g_01337	Prav.g_00567
OG0001116	Syaa.g_01335	Prav.g_00568
OG0001117	Syaa.g_01334	Prav.g_00569
