Orthogroup	Syaa	Praw
OG0000560	Syaa.g_01946	Praw.g_00594
OG0000561	Syaa.g_01945	Praw.g_00593
OG0000562	Syaa.g_01944	Praw.g_00592
OG0000563	Syaa.g_01943	Praw.g_00591
OG0000564	Syaa.g_01942	Praw.g_00590
OG0000565	Syaa.g_01939	Praw.g_00587
OG0000566	Syaa.g_01935	Praw.g_00585
OG0000567	Syaa.g_01931	Praw.g_00581
OG0000568	Syaa.g_01928	Praw.g_00580
OG0000569	Syaa.g_01925	Praw.g_00579
OG0000570	Syaa.g_01924	Praw.g_00578
OG0000571	Syaa.g_01920	Praw.g_00576
OG0000572	Syaa.g_01904	Praw.g_01933
OG0000573	Syaa.g_01896	Praw.g_01938
OG0000574	Syaa.g_01895	Praw.g_01939
OG0000575	Syaa.g_01891	Praw.g_01943
OG0000576	Syaa.g_01889	Praw.g_01945
OG0000577	Syaa.g_01888	Praw.g_01946
OG0000578	Syaa.g_01887	Praw.g_01947
OG0000579	Syaa.g_01886	Praw.g_01948
OG0000580	Syaa.g_01885	Praw.g_01949
OG0000581	Syaa.g_01879	Praw.g_00141
OG0000582	Syaa.g_01687	Praw.g_00144
OG0000583	Syaa.g_01686	Praw.g_00145
OG0000584	Syaa.g_01685	Praw.g_00146
OG0000585	Syaa.g_01683	Praw.g_00148
OG0000586	Syaa.g_01682	Praw.g_00149
OG0000587	Syaa.g_01680	Praw.g_00150
OG0000588	Syaa.g_01666	Praw.g_00154
OG0000589	Syaa.g_01662	Praw.g_00157
OG0000590	Syaa.g_01661	Praw.g_00158
OG0000591	Syaa.g_01653	Praw.g_00161
OG0000592	Syaa.g_01652	Praw.g_00162
OG0000593	Syaa.g_01638	Praw.g_00168
OG0000594	Syaa.g_01637	Praw.g_00169
OG0000595	Syaa.g_01636	Praw.g_01888
OG0000596	Syaa.g_01630	Praw.g_01884
OG0000597	Syaa.g_01627	Praw.g_01882
OG0000598	Syaa.g_01626	Praw.g_01881
OG0000599	Syaa.g_01623	Praw.g_01878
OG0000600	Syaa.g_01622	Praw.g_01877
OG0000601	Syaa.g_01621	Praw.g_01876
OG0000602	Syaa.g_01616	Praw.g_01874
OG0000603	Syaa.g_01615	Praw.g_01873
OG0000604	Syaa.g_01612	Praw.g_01872
OG0000605	Syaa.g_01447	Praw.g_01871
OG0000606	Syaa.g_01055	Praw.g_01868
OG0000607	Syaa.g_01058	Praw.g_01865
OG0000608	Syaa.g_01059	Praw.g_01864
OG0000609	Syaa.g_01061	Praw.g_01863
OG0000610	Syaa.g_01068	Praw.g_01858
OG0000611	Syaa.g_01071	Praw.g_01855
OG0000612	Syaa.g_01072	Praw.g_01854
OG0000613	Syaa.g_00199	Praw.g_01849
OG0000614	Syaa.g_00906	Praw.g_01830
OG0000615	Syaa.g_01113	Praw.g_01822
OG0000616	Syaa.g_02742	Praw.g_01818
OG0000617	Syaa.g_01244	Praw.g_01803
OG0000618	Syaa.g_01245	Praw.g_01802
OG0000619	Syaa.g_01246	Praw.g_01801
OG0000620	Syaa.g_01259	Praw.g_01798
OG0000621	Syaa.g_01260	Praw.g_01797
OG0000622	Syaa.g_01261	Praw.g_01796
OG0000623	Syaa.g_01262	Praw.g_01795
OG0000624	Syaa.g_01264	Praw.g_01794
OG0000625	Syaa.g_01265	Praw.g_01793
OG0000626	Syaa.g_01266	Praw.g_01792
OG0000627	Syaa.g_01414	Praw.g_01791
OG0000628	Syaa.g_01413	Praw.g_01790
OG0000629	Syaa.g_01410	Praw.g_01789
OG0000630	Syaa.g_01406	Praw.g_01786
OG0000631	Syaa.g_01400	Praw.g_01706
OG0000632	Syaa.g_01399	Praw.g_01705
OG0000633	Syaa.g_01397	Praw.g_01704
OG0000634	Syaa.g_01150	Praw.g_01701
OG0000635	Syaa.g_01151	Praw.g_01700
OG0000636	Syaa.g_01153	Praw.g_01698
OG0000637	Syaa.g_01155	Praw.g_01696
OG0000638	Syaa.g_01156	Praw.g_01695
OG0000639	Syaa.g_01157	Praw.g_01694
OG0000640	Syaa.g_01158	Praw.g_01693
OG0000641	Syaa.g_01162	Praw.g_01689
OG0000642	Syaa.g_01163	Praw.g_01688
OG0000643	Syaa.g_01165	Praw.g_01687
OG0000644	Syaa.g_01166	Praw.g_01686
OG0000645	Syaa.g_01184	Praw.g_01685
OG0000646	Syaa.g_01187	Praw.g_01683
OG0000647	Syaa.g_01189	Praw.g_01682
OG0000648	Syaa.g_01191	Praw.g_01680
OG0000649	Syaa.g_01192	Praw.g_01679
OG0000650	Syaa.g_01193	Praw.g_01678
OG0000651	Syaa.g_01194	Praw.g_01677
OG0000652	Syaa.g_01195	Praw.g_01676
OG0000653	Syaa.g_01197	Praw.g_01674
OG0000654	Syaa.g_01198	Praw.g_01673
OG0000655	Syaa.g_01199	Praw.g_01672
OG0000656	Syaa.g_01202	Praw.g_01669
OG0000657	Syaa.g_00838	Praw.g_01663
OG0000658	Syaa.g_00836	Praw.g_01662
OG0000659	Syaa.g_00835	Praw.g_01661
OG0000660	Syaa.g_00831	Praw.g_01657
OG0000661	Syaa.g_00829	Praw.g_01655
OG0000662	Syaa.g_00827	Praw.g_01653
OG0000663	Syaa.g_00824	Praw.g_01651
OG0000664	Syaa.g_00823	Praw.g_01650
OG0000665	Syaa.g_01442	Praw.g_01646
OG0000666	Syaa.g_01448	Praw.g_01645
OG0000668	Syaa.g_01300	Praw.g_01611
OG0000669	Syaa.g_01084	Praw.g_01605
OG0000670	Syaa.g_01087	Praw.g_01603
OG0000671	Syaa.g_01089	Praw.g_01601
OG0000672	Syaa.g_01092	Praw.g_01599
OG0000673	Syaa.g_01095	Praw.g_01596
OG0000674	Syaa.g_01097	Praw.g_01594
OG0000675	Syaa.g_01098	Praw.g_01593
OG0000676	Syaa.g_01100	Praw.g_01591
OG0000677	Syaa.g_01101	Praw.g_01590
OG0000678	Syaa.g_01106	Praw.g_01588
OG0000679	Syaa.g_01116	Praw.g_01584
OG0000680	Syaa.g_01117	Praw.g_01583
OG0000681	Syaa.g_01120	Praw.g_01581
OG0000682	Syaa.g_01121	Praw.g_01580
OG0000683	Syaa.g_01122	Praw.g_01579
OG0000684	Syaa.g_01132	Praw.g_01577
OG0000685	Syaa.g_01134	Praw.g_01575
OG0000686	Syaa.g_01135	Praw.g_01574
OG0000687	Syaa.g_01136	Praw.g_01573
OG0000688	Syaa.g_01140	Praw.g_01570
OG0000689	Syaa.g_01142	Praw.g_01569
OG0000690	Syaa.g_01143	Praw.g_01568
OG0000691	Syaa.g_01144	Praw.g_01567
OG0000692	Syaa.g_01145	Praw.g_01565
OG0000693	Syaa.g_01146	Praw.g_01564
OG0000694	Syaa.g_01147	Praw.g_01563
OG0000695	Syaa.g_01395	Praw.g_01561
OG0000696	Syaa.g_01394	Praw.g_01560
OG0000697	Syaa.g_01392	Praw.g_01559
OG0000698	Syaa.g_01389	Praw.g_01556
OG0000699	Syaa.g_01387	Praw.g_01555
OG0000700	Syaa.g_01386	Praw.g_01554
OG0000701	Syaa.g_01385	Praw.g_01553
OG0000702	Syaa.g_01376	Praw.g_01551
OG0000703	Syaa.g_01375	Praw.g_01550
OG0000704	Syaa.g_01373	Praw.g_01549
OG0000705	Syaa.g_01365	Praw.g_01545
OG0000706	Syaa.g_01364	Praw.g_01544
OG0000707	Syaa.g_01363	Praw.g_01543
OG0000708	Syaa.g_01360	Praw.g_01542
OG0000709	Syaa.g_01351	Praw.g_01538
OG0000710	Syaa.g_01348	Praw.g_01535
OG0000711	Syaa.g_01320	Praw.g_01518
OG0000712	Syaa.g_01318	Praw.g_01516
OG0000713	Syaa.g_01317	Praw.g_01515
OG0000714	Syaa.g_01315	Praw.g_01514
OG0000715	Syaa.g_01313	Praw.g_01512
OG0000716	Syaa.g_01309	Praw.g_01510
OG0000717	Syaa.g_01308	Praw.g_01509
OG0000718	Syaa.g_01304	Praw.g_01498
OG0000719	Syaa.g_01302	Praw.g_01496
OG0000720	Syaa.g_01289	Praw.g_01487
OG0000721	Syaa.g_01287	Praw.g_01485
OG0000722	Syaa.g_01286	Praw.g_01484
OG0000723	Syaa.g_01268	Praw.g_01481
OG0000724	Syaa.g_00872	Praw.g_01472
OG0000725	Syaa.g_00882	Praw.g_01466
OG0000726	Syaa.g_00883	Praw.g_01465
OG0000727	Syaa.g_00884	Praw.g_01464
OG0000728	Syaa.g_00886	Praw.g_01462
OG0000729	Syaa.g_00100	Praw.g_01416
OG0000730	Syaa.g_02185	Praw.g_00172
OG0000731	Syaa.g_02173	Praw.g_00176
OG0000732	Syaa.g_00054	Praw.g_00183
OG0000733	Syaa.g_02621	Praw.g_00202
OG0000734	Syaa.g_02388	Praw.g_00219
OG0000735	Syaa.g_00754	Praw.g_00221
OG0000736	Syaa.g_00755	Praw.g_00222
OG0000737	Syaa.g_00756	Praw.g_00223
OG0000738	Syaa.g_00761	Praw.g_00227
OG0000739	Syaa.g_00762	Praw.g_00228
OG0000740	Syaa.g_00763	Praw.g_00229
OG0000741	Syaa.g_00766	Praw.g_00230
OG0000742	Syaa.g_00769	Praw.g_00233
OG0000743	Syaa.g_00771	Praw.g_00235
OG0000744	Syaa.g_00772	Praw.g_00236
OG0000745	Syaa.g_00774	Praw.g_00237
OG0000746	Syaa.g_00776	Praw.g_00239
OG0000747	Syaa.g_00777	Praw.g_00240
OG0000748	Syaa.g_00787	Praw.g_00243
OG0000749	Syaa.g_00789	Praw.g_00244
OG0000750	Syaa.g_00790	Praw.g_00245
OG0000751	Syaa.g_00797	Praw.g_00247
OG0000752	Syaa.g_00799	Praw.g_00249
OG0000753	Syaa.g_00802	Praw.g_00252
OG0000754	Syaa.g_01025	Praw.g_00255
OG0000755	Syaa.g_01005	Praw.g_00258
OG0000756	Syaa.g_01004	Praw.g_00259
OG0000757	Syaa.g_00996	Praw.g_00265
OG0000758	Syaa.g_00995	Praw.g_00266
OG0000759	Syaa.g_00994	Praw.g_00267
OG0000760	Syaa.g_00993	Praw.g_00268
OG0000761	Syaa.g_00992	Praw.g_00269
OG0000762	Syaa.g_00988	Praw.g_00270
OG0000763	Syaa.g_00986	Praw.g_00272
OG0000764	Syaa.g_00985	Praw.g_00273
OG0000765	Syaa.g_00968	Praw.g_00282
OG0000766	Syaa.g_00967	Praw.g_00283
OG0000767	Syaa.g_00965	Praw.g_00285
OG0000768	Syaa.g_00964	Praw.g_00286
OG0000769	Syaa.g_00962	Praw.g_00288
OG0000770	Syaa.g_00959	Praw.g_00290
OG0000771	Syaa.g_00866	Praw.g_00904
OG0000772	Syaa.g_01526	Praw.g_00954
OG0000773	Syaa.g_00749	Praw.g_00970
OG0000774	Syaa.g_00745	Praw.g_00972
OG0000775	Syaa.g_00742	Praw.g_00976
OG0000776	Syaa.g_00741	Praw.g_00977
OG0000777	Syaa.g_00740	Praw.g_00978
OG0000778	Syaa.g_00739	Praw.g_00979
OG0000779	Syaa.g_00733	Praw.g_00983
OG0000780	Syaa.g_00730	Praw.g_00984
OG0000781	Syaa.g_00726	Praw.g_00987
OG0000782	Syaa.g_00725	Praw.g_00988
OG0000783	Syaa.g_00724	Praw.g_00989
OG0000784	Syaa.g_00723	Praw.g_00990
OG0000785	Syaa.g_00721	Praw.g_00992
OG0000786	Syaa.g_01875	Praw.g_00994
OG0000787	Syaa.g_01876	Praw.g_00995
OG0000788	Syaa.g_01620	Praw.g_01002
OG0000789	Syaa.g_01434	Praw.g_01006
OG0000790	Syaa.g_02064	Praw.g_01021
OG0000791	Syaa.g_02066	Praw.g_01023
OG0000792	Syaa.g_02067	Praw.g_01024
OG0000793	Syaa.g_02072	Praw.g_01027
OG0000794	Syaa.g_02073	Praw.g_01028
OG0000795	Syaa.g_02074	Praw.g_01029
OG0000796	Syaa.g_02078	Praw.g_01033
OG0000797	Syaa.g_02079	Praw.g_01034
OG0000798	Syaa.g_00265, Syaa.g_00494	Praw.g_01057
OG0000799	Syaa.g_01743	Praw.g_01101
OG0000800	Syaa.g_01747	Praw.g_01100
OG0000801	Syaa.g_01748	Praw.g_01099
OG0000802	Syaa.g_01753	Praw.g_01097
OG0000803	Syaa.g_01758	Praw.g_01095
OG0000804	Syaa.g_01761	Praw.g_01094
OG0000805	Syaa.g_01763	Praw.g_01092
OG0000806	Syaa.g_01765	Praw.g_01090
OG0000807	Syaa.g_01767	Praw.g_01089
OG0000808	Syaa.g_01768	Praw.g_01088
OG0000809	Syaa.g_01771	Praw.g_01085
OG0000810	Syaa.g_01772	Praw.g_01084
OG0000811	Syaa.g_01778	Praw.g_01077
OG0000812	Syaa.g_01780	Praw.g_01075
OG0000813	Syaa.g_01781	Praw.g_00343
OG0000814	Syaa.g_01783	Praw.g_00345
OG0000815	Syaa.g_01784	Praw.g_00346
OG0000816	Syaa.g_01785	Praw.g_00348
OG0000817	Syaa.g_01786	Praw.g_00349
OG0000818	Syaa.g_01792	Praw.g_00354
OG0000819	Syaa.g_01793	Praw.g_00355
OG0000820	Syaa.g_01794	Praw.g_00356
OG0000821	Syaa.g_01800	Praw.g_00359
OG0000822	Syaa.g_01802	Praw.g_00360
OG0000823	Syaa.g_01803	Praw.g_00361
OG0000824	Syaa.g_01807	Praw.g_00364
OG0000825	Syaa.g_01808	Praw.g_00365
OG0000826	Syaa.g_01809	Praw.g_00366
OG0000827	Syaa.g_01810	Praw.g_00367
OG0000828	Syaa.g_01813	Praw.g_00371
OG0000829	Syaa.g_01814	Praw.g_00372
OG0000830	Syaa.g_01815	Praw.g_00373
OG0000831	Syaa.g_01817	Praw.g_00375
OG0000832	Syaa.g_00627	Praw.g_00381
OG0000833	Syaa.g_00611	Praw.g_00389
OG0000834	Syaa.g_00608	Praw.g_00390
OG0000835	Syaa.g_00607	Praw.g_00391
OG0000836	Syaa.g_00603	Praw.g_00392
OG0000837	Syaa.g_00601	Praw.g_00393
OG0000838	Syaa.g_00597	Praw.g_00395
OG0000839	Syaa.g_00596	Praw.g_00396
OG0000840	Syaa.g_00595	Praw.g_00397
OG0000841	Syaa.g_00594	Praw.g_00398
OG0000842	Syaa.g_00593	Praw.g_00399
OG0000843	Syaa.g_00592	Praw.g_00400
OG0000844	Syaa.g_00590	Praw.g_00401
OG0000845	Syaa.g_00589	Praw.g_00402
OG0000846	Syaa.g_00588	Praw.g_00403
OG0000847	Syaa.g_00587	Praw.g_00404
OG0000848	Syaa.g_00585	Praw.g_00405
OG0000849	Syaa.g_00584	Praw.g_00406
OG0000850	Syaa.g_00582	Praw.g_00408
OG0000851	Syaa.g_00577	Praw.g_00409
OG0000852	Syaa.g_00576	Praw.g_00410
OG0000853	Syaa.g_00572	Praw.g_00414
OG0000854	Syaa.g_00570	Praw.g_00416
OG0000855	Syaa.g_00569	Praw.g_00417
OG0000856	Syaa.g_01650	Praw.g_00430
OG0000857	Syaa.g_01188	Praw.g_00458
OG0000858	Syaa.g_00563	Praw.g_00509
OG0000859	Syaa.g_00562	Praw.g_00510
OG0000860	Syaa.g_00549	Praw.g_00517
OG0000861	Syaa.g_00548	Praw.g_00518
OG0000862	Syaa.g_00547	Praw.g_00519
OG0000863	Syaa.g_00543	Praw.g_00521
OG0000864	Syaa.g_00542	Praw.g_00522
OG0000865	Syaa.g_00541	Praw.g_00523
OG0000866	Syaa.g_00540	Praw.g_00524
OG0000867	Syaa.g_00539	Praw.g_00525
OG0000868	Syaa.g_00536	Praw.g_00526
OG0000869	Syaa.g_00531	Praw.g_00530
OG0000870	Syaa.g_00526	Praw.g_00535
OG0000871	Syaa.g_00525	Praw.g_00536
OG0000872	Syaa.g_00511	Praw.g_00537
OG0000873	Syaa.g_00497	Praw.g_00540
OG0000874	Syaa.g_00519	Praw.g_00543
OG0000875	Syaa.g_00438	Praw.g_00544
OG0000876	Syaa.g_00682	Praw.g_00545
OG0000877	Syaa.g_00679	Praw.g_00547
OG0000878	Syaa.g_00678	Praw.g_00548
OG0000879	Syaa.g_00677	Praw.g_00549
OG0000880	Syaa.g_00676	Praw.g_00550
OG0000881	Syaa.g_00671	Praw.g_00554
OG0000882	Syaa.g_00666	Praw.g_00559
OG0000883	Syaa.g_00661	Praw.g_00561
OG0000884	Syaa.g_00659	Praw.g_00563
OG0000885	Syaa.g_00658	Praw.g_00564
OG0000886	Syaa.g_00657	Praw.g_00565
OG0000887	Syaa.g_00656	Praw.g_00566
OG0000888	Syaa.g_00654	Praw.g_00568
OG0000889	Syaa.g_00652	Praw.g_00570
OG0000890	Syaa.g_00644	Praw.g_00571
OG0000891	Syaa.g_00643	Praw.g_00572
OG0000892	Syaa.g_00640	Praw.g_01921
OG0000893	Syaa.g_02352	Praw.g_01917
OG0000894	Syaa.g_02349	Praw.g_01915
OG0000895	Syaa.g_02345	Praw.g_01912
OG0000896	Syaa.g_02344	Praw.g_01911
OG0000897	Syaa.g_02342	Praw.g_01909
OG0000898	Syaa.g_02341	Praw.g_01908
OG0000899	Syaa.g_02340	Praw.g_01907
OG0000900	Syaa.g_02339	Praw.g_01906
OG0000901	Syaa.g_02334	Praw.g_01903
OG0000902	Syaa.g_02332	Praw.g_01901
OG0000903	Syaa.g_02313	Praw.g_01898
OG0000904	Syaa.g_02318	Praw.g_01896
OG0000905	Syaa.g_02324	Praw.g_01892
OG0000906	Syaa.g_02327	Praw.g_01891
OG0000907	Syaa.g_02295	Praw.g_00138
OG0000908	Syaa.g_02292	Praw.g_00135
OG0000909	Syaa.g_02291	Praw.g_00134
OG0000910	Syaa.g_02290	Praw.g_00133
OG0000911	Syaa.g_02288	Praw.g_00131
OG0000912	Syaa.g_02287	Praw.g_00130
OG0000913	Syaa.g_02286	Praw.g_00129
OG0000914	Syaa.g_02285	Praw.g_00128
OG0000915	Syaa.g_02283	Praw.g_00127
OG0000916	Syaa.g_02282	Praw.g_00126
OG0000917	Syaa.g_02281	Praw.g_00125
OG0000918	Syaa.g_02280	Praw.g_00124
OG0000919	Syaa.g_02279	Praw.g_00123
OG0000920	Syaa.g_02278	Praw.g_00122
OG0000921	Syaa.g_02277	Praw.g_00121
OG0000922	Syaa.g_02276	Praw.g_00120
OG0000923	Syaa.g_02272	Praw.g_00116
OG0000924	Syaa.g_02271	Praw.g_00115
OG0000925	Syaa.g_02270	Praw.g_00114
OG0000926	Syaa.g_02269	Praw.g_00113
OG0000927	Syaa.g_02267	Praw.g_00111
OG0000928	Syaa.g_02266	Praw.g_00110
OG0000929	Syaa.g_02265	Praw.g_00109
OG0000930	Syaa.g_02264	Praw.g_00108
OG0000931	Syaa.g_02263	Praw.g_00107
OG0000932	Syaa.g_02262	Praw.g_00106
OG0000933	Syaa.g_02256	Praw.g_00102
OG0000934	Syaa.g_02254	Praw.g_00100
OG0000935	Syaa.g_02253	Praw.g_00099
OG0000936	Syaa.g_02252	Praw.g_00098
OG0000937	Syaa.g_02251	Praw.g_00097
OG0000938	Syaa.g_02248	Praw.g_00095
OG0000939	Syaa.g_02247	Praw.g_00094
OG0000940	Syaa.g_02240	Praw.g_00087
OG0000941	Syaa.g_02238	Praw.g_00085
OG0000942	Syaa.g_02236	Praw.g_00083
OG0000943	Syaa.g_02235	Praw.g_00082
OG0000944	Syaa.g_02233	Praw.g_00081
OG0000945	Syaa.g_02231	Praw.g_00080
OG0000946	Syaa.g_02225	Praw.g_00076
OG0000947	Syaa.g_02222	Praw.g_00074
OG0000948	Syaa.g_02221	Praw.g_00073
OG0000949	Syaa.g_00172	Praw.g_00070
OG0000950	Syaa.g_00159	Praw.g_00065
OG0000951	Syaa.g_00153	Praw.g_00061
OG0000952	Syaa.g_00149	Praw.g_00057
OG0000953	Syaa.g_00143	Praw.g_00054
OG0000954	Syaa.g_00138	Praw.g_00050
OG0000955	Syaa.g_00137	Praw.g_00049
OG0000956	Syaa.g_00135	Praw.g_00047
OG0000957	Syaa.g_00125	Praw.g_00041
OG0000958	Syaa.g_00124	Praw.g_00040
OG0000959	Syaa.g_00120	Praw.g_00036
OG0000960	Syaa.g_00119	Praw.g_00035
OG0000961	Syaa.g_00106	Praw.g_00033
OG0000962	Syaa.g_00102	Praw.g_00031
OG0000963	Syaa.g_00097	Praw.g_00027
OG0000964	Syaa.g_00096	Praw.g_00026
OG0000965	Syaa.g_00095	Praw.g_00025
OG0000966	Syaa.g_00083	Praw.g_00018
OG0000967	Syaa.g_00074	Praw.g_00014
OG0000968	Syaa.g_00078	Praw.g_00012
OG0000969	Syaa.g_00077	Praw.g_00011
OG0000970	Syaa.g_00076	Praw.g_00010
OG0000971	Syaa.g_00069	Praw.g_00009
OG0000972	Syaa.g_00068	Praw.g_00008
OG0000973	Syaa.g_00067	Praw.g_00007
OG0000974	Syaa.g_00066	Praw.g_00006
OG0000975	Syaa.g_00065	Praw.g_00005
OG0000976	Syaa.g_00064	Praw.g_00004
OG0000977	Syaa.g_00062	Praw.g_00003
OG0000978	Syaa.g_00061	Praw.g_00002
OG0000979	Syaa.g_00058	Praw.g_01192
OG0000980	Syaa.g_00055	Praw.g_01190
OG0000981	Syaa.g_00052	Praw.g_01188
OG0000982	Syaa.g_02593	Praw.g_01186
OG0000983	Syaa.g_02594	Praw.g_01185
OG0000984	Syaa.g_02595	Praw.g_01184
OG0000985	Syaa.g_02597	Praw.g_01181
OG0000986	Syaa.g_02601	Praw.g_01179
OG0000987	Syaa.g_02603	Praw.g_01178
OG0000988	Syaa.g_02608	Praw.g_01175
OG0000989	Syaa.g_02616	Praw.g_01171
OG0000990	Syaa.g_02647	Praw.g_01168
OG0000991	Syaa.g_02650	Praw.g_01167
OG0000992	Syaa.g_02653	Praw.g_01165
OG0000993	Syaa.g_02654	Praw.g_01164
OG0000994	Syaa.g_02657	Praw.g_01163
OG0000995	Syaa.g_02662	Praw.g_01159
OG0000996	Syaa.g_02705	Praw.g_01158
OG0000997	Syaa.g_02725	Praw.g_01157
OG0000998	Syaa.g_02727	Praw.g_01155
OG0000999	Syaa.g_02728	Praw.g_01154
OG0001000	Syaa.g_02732	Praw.g_01151
OG0001001	Syaa.g_02738	Praw.g_01149
OG0001002	Syaa.g_02745	Praw.g_01145
OG0001003	Syaa.g_02747	Praw.g_01144
OG0001004	Syaa.g_02748	Praw.g_01143
OG0001005	Syaa.g_02749	Praw.g_01142
OG0001006	Syaa.g_02756	Praw.g_01138
OG0001007	Syaa.g_02758	Praw.g_01136
OG0001008	Syaa.g_00704	Praw.g_00710
OG0001009	Syaa.g_00034	Praw.g_01401
OG0001010	Syaa.g_00035	Praw.g_01400
OG0001011	Syaa.g_00037	Praw.g_01399
OG0001012	Syaa.g_02589	Praw.g_01385
OG0001013	Syaa.g_02576	Praw.g_01380
OG0001014	Syaa.g_02572	Praw.g_01377
OG0001015	Syaa.g_02571	Praw.g_01376
OG0001016	Syaa.g_00348	Praw.g_01361
OG0001017	Syaa.g_00342	Praw.g_01357
OG0001018	Syaa.g_00340	Praw.g_01354
OG0001019	Syaa.g_00323	Praw.g_01345
OG0001020	Syaa.g_02355	Praw.g_01344
OG0001021	Syaa.g_02359	Praw.g_01343
OG0001022	Syaa.g_02365	Praw.g_01341
OG0001023	Syaa.g_02366	Praw.g_01340
OG0001024	Syaa.g_02370	Praw.g_01337
OG0001025	Syaa.g_02377	Praw.g_01331
OG0001026	Syaa.g_02390	Praw.g_01324
OG0001027	Syaa.g_02397	Praw.g_01323
OG0001028	Syaa.g_02399	Praw.g_01321
OG0001029	Syaa.g_02401	Praw.g_01320
OG0001030	Syaa.g_02422	Praw.g_01305
OG0001031	Syaa.g_02500	Praw.g_01249
OG0001032	Syaa.g_02502	Praw.g_01248
OG0001033	Syaa.g_02539	Praw.g_01227
OG0001034	Syaa.g_02108	Praw.g_01199
OG0001035	Syaa.g_00298	Praw.g_00879
OG0001036	Syaa.g_00293	Praw.g_00875
OG0001037	Syaa.g_00291	Praw.g_00874
OG0001038	Syaa.g_00264	Praw.g_00856
OG0001039	Syaa.g_00261	Praw.g_00853
OG0001040	Syaa.g_00258	Praw.g_00851
OG0001041	Syaa.g_00253	Praw.g_00847
OG0001042	Syaa.g_00227	Praw.g_00830
OG0001043	Syaa.g_00223	Praw.g_00829
OG0001044	Syaa.g_02183	Praw.g_00797
OG0001045	Syaa.g_02170	Praw.g_00789
OG0001046	Syaa.g_01332	Praw.g_00754
OG0001047	Syaa.g_00706	Praw.g_00708
OG0001048	Syaa.g_00707	Praw.g_00707
OG0001049	Syaa.g_00710	Praw.g_00705
OG0001050	Syaa.g_00711	Praw.g_00704
OG0001051	Syaa.g_00712	Praw.g_00703
OG0001052	Syaa.g_01846	Praw.g_00676
OG0001053	Syaa.g_02048	Praw.g_00665
OG0001054	Syaa.g_02031	Praw.g_00650
OG0001055	Syaa.g_02010	Praw.g_00631
OG0001056	Syaa.g_01975	Praw.g_00612
OG0001057	Syaa.g_01966	Praw.g_00607
OG0001058	Syaa.g_01951	Praw.g_00599
OG0001059	Syaa.g_01947	Praw.g_00595
OG0001060	Syaa.g_01941	Praw.g_00588
OG0001061	Syaa.g_01919	Praw.g_00575
OG0001062	Syaa.g_01917	Praw.g_01923
OG0001063	Syaa.g_01912	Praw.g_01925
OG0001064	Syaa.g_01911	Praw.g_01926
OG0001065	Syaa.g_01910	Praw.g_01927
OG0001066	Syaa.g_01909	Praw.g_01928
OG0001067	Syaa.g_01908	Praw.g_01929
OG0001068	Syaa.g_01907	Praw.g_01930
OG0001069	Syaa.g_01906	Praw.g_01931
OG0001070	Syaa.g_01903	Praw.g_01934
OG0001071	Syaa.g_01902	Praw.g_01935
OG0001073	Syaa.g_01884	Praw.g_00140
OG0001074	Syaa.g_01678	Praw.g_00151
OG0001075	Syaa.g_01676	Praw.g_00152
OG0001076	Syaa.g_01659	Praw.g_00160
OG0001077	Syaa.g_01647	Praw.g_00164
OG0001078	Syaa.g_01632	Praw.g_01886
OG0001079	Syaa.g_01619	Praw.g_01875
OG0001080	Syaa.g_01443	Praw.g_01869
OG0001081	Syaa.g_01056	Praw.g_01867
OG0001082	Syaa.g_01057	Praw.g_01866
OG0001083	Syaa.g_01064	Praw.g_01861
OG0001084	Syaa.g_01065	Praw.g_01860
OG0001085	Syaa.g_01075	Praw.g_01852
OG0001086	Syaa.g_01077	Praw.g_01851
OG0001087	Syaa.g_00920	Praw.g_01834
OG0001088	Syaa.g_00916	Praw.g_01833
OG0001089	Syaa.g_00890	Praw.g_01825
OG0001090	Syaa.g_01237	Praw.g_01808
OG0001091	Syaa.g_01239	Praw.g_01806
OG0001092	Syaa.g_01242	Praw.g_01805
OG0001093	Syaa.g_01248	Praw.g_01800
OG0001094	Syaa.g_01148	Praw.g_01703
OG0001095	Syaa.g_01185	Praw.g_01684
OG0001096	Syaa.g_01200	Praw.g_01671
OG0001097	Syaa.g_00828	Praw.g_01654
OG0001098	Syaa.g_01441	Praw.g_01639
OG0001099	Syaa.g_02400	Praw.g_01608
OG0001100	Syaa.g_01086	Praw.g_01604
OG0001101	Syaa.g_01088	Praw.g_01602
OG0001102	Syaa.g_01091	Praw.g_01600
OG0001103	Syaa.g_01093	Praw.g_01598
OG0001104	Syaa.g_01133	Praw.g_01576
OG0001105	Syaa.g_01137	Praw.g_01572
OG0001106	Syaa.g_01372	Praw.g_01548
OG0001107	Syaa.g_01359	Praw.g_01541
OG0001108	Syaa.g_01350	Praw.g_01537
OG0001109	Syaa.g_01349	Praw.g_01536
OG0001110	Syaa.g_01347	Praw.g_01534
OG0001111	Syaa.g_01345	Praw.g_01533
OG0001112	Syaa.g_01343	Praw.g_01532
OG0001113	Syaa.g_01342	Praw.g_01531
OG0001114	Syaa.g_01341	Praw.g_01530
OG0001115	Syaa.g_01337	Praw.g_01528
OG0001116	Syaa.g_01335	Praw.g_01527
OG0001117	Syaa.g_01334	Praw.g_01526
OG0001118	Syaa.g_01333	Praw.g_01525
OG0001119	Syaa.g_01331	Praw.g_01524
