Orthogroup	Syaa	Prax
OG0000560	Syaa.g_01946	Prax.g_00015
OG0000561	Syaa.g_01945	Prax.g_00016
OG0000562	Syaa.g_01944	Prax.g_00017
OG0000563	Syaa.g_01943	Prax.g_00018
OG0000564	Syaa.g_01942	Prax.g_00019
OG0000565	Syaa.g_01939	Prax.g_00022
OG0000566	Syaa.g_01935	Prax.g_00024
OG0000567	Syaa.g_01931	Prax.g_00028
OG0000568	Syaa.g_01928	Prax.g_00029
OG0000569	Syaa.g_01925	Prax.g_00030
OG0000570	Syaa.g_01924	Prax.g_00031
OG0000571	Syaa.g_01920	Prax.g_00033
OG0000572	Syaa.g_01904	Prax.g_00046
OG0000573	Syaa.g_01896	Prax.g_00051
OG0000574	Syaa.g_01895	Prax.g_00052
OG0000575	Syaa.g_01891	Prax.g_00056
OG0000576	Syaa.g_01889	Prax.g_00058
OG0000577	Syaa.g_01888	Prax.g_00059
OG0000578	Syaa.g_01887	Prax.g_00060
OG0000579	Syaa.g_01886	Prax.g_00061
OG0000580	Syaa.g_01885	Prax.g_00062
OG0000581	Syaa.g_01879	Prax.g_00064
OG0000582	Syaa.g_01687	Prax.g_00067
OG0000583	Syaa.g_01686	Prax.g_00068
OG0000584	Syaa.g_01685	Prax.g_00069
OG0000585	Syaa.g_01683	Prax.g_00071
OG0000586	Syaa.g_01682	Prax.g_00072
OG0000587	Syaa.g_01680	Prax.g_00073
OG0000588	Syaa.g_01666	Prax.g_00077
OG0000589	Syaa.g_01662	Prax.g_00080
OG0000590	Syaa.g_01661	Prax.g_00081
OG0000591	Syaa.g_01653	Prax.g_00084
OG0000592	Syaa.g_01652	Prax.g_00085
OG0000593	Syaa.g_01638	Prax.g_00091
OG0000594	Syaa.g_01637	Prax.g_00092
OG0000595	Syaa.g_01636	Prax.g_00093
OG0000596	Syaa.g_01630	Prax.g_00097
OG0000597	Syaa.g_01627	Prax.g_00099
OG0000598	Syaa.g_01626	Prax.g_00100
OG0000599	Syaa.g_01623	Prax.g_00103
OG0000600	Syaa.g_01622	Prax.g_00104
OG0000601	Syaa.g_01621	Prax.g_00105
OG0000602	Syaa.g_01616	Prax.g_00107
OG0000603	Syaa.g_01615	Prax.g_00108
OG0000604	Syaa.g_01612	Prax.g_00109
OG0000605	Syaa.g_01447	Prax.g_00110
OG0000606	Syaa.g_01055	Prax.g_00113
OG0000607	Syaa.g_01058	Prax.g_00116
OG0000608	Syaa.g_01059	Prax.g_00117
OG0000609	Syaa.g_01061	Prax.g_00118
OG0000610	Syaa.g_01068	Prax.g_00123
OG0000611	Syaa.g_01071	Prax.g_00975
OG0000612	Syaa.g_01072	Prax.g_00974
OG0000613	Syaa.g_00199	Prax.g_00969
OG0000614	Syaa.g_00906	Prax.g_00950
OG0000615	Syaa.g_01113	Prax.g_00942
OG0000616	Syaa.g_02742	Prax.g_00938
OG0000617	Syaa.g_01244	Prax.g_00479
OG0000618	Syaa.g_01245	Prax.g_00478
OG0000619	Syaa.g_01246	Prax.g_00477
OG0000620	Syaa.g_01259	Prax.g_00474
OG0000621	Syaa.g_01260	Prax.g_00473
OG0000622	Syaa.g_01261	Prax.g_00472
OG0000623	Syaa.g_01262	Prax.g_00471
OG0000624	Syaa.g_01264	Prax.g_00470
OG0000625	Syaa.g_01265	Prax.g_00469
OG0000626	Syaa.g_01266	Prax.g_00468
OG0000627	Syaa.g_01414	Prax.g_00467
OG0000628	Syaa.g_01413	Prax.g_00466
OG0000629	Syaa.g_01410	Prax.g_00465
OG0000630	Syaa.g_01406	Prax.g_00462
OG0000631	Syaa.g_01400	Prax.g_00382
OG0000632	Syaa.g_01399	Prax.g_00381
OG0000633	Syaa.g_01397	Prax.g_00380
OG0000634	Syaa.g_01150	Prax.g_00377
OG0000635	Syaa.g_01151	Prax.g_00376
OG0000636	Syaa.g_01153	Prax.g_00374
OG0000637	Syaa.g_01155	Prax.g_00372
OG0000638	Syaa.g_01156	Prax.g_00371
OG0000639	Syaa.g_01157	Prax.g_00370
OG0000640	Syaa.g_01158	Prax.g_00369
OG0000641	Syaa.g_01162	Prax.g_00365
OG0000642	Syaa.g_01163	Prax.g_00364
OG0000643	Syaa.g_01165	Prax.g_00363
OG0000644	Syaa.g_01166	Prax.g_00362
OG0000645	Syaa.g_01184	Prax.g_00361
OG0000646	Syaa.g_01187	Prax.g_00359
OG0000647	Syaa.g_01189	Prax.g_00358
OG0000648	Syaa.g_01191	Prax.g_00356
OG0000649	Syaa.g_01192	Prax.g_00355
OG0000650	Syaa.g_01193	Prax.g_00354
OG0000651	Syaa.g_01194	Prax.g_00353
OG0000652	Syaa.g_01195	Prax.g_00352
OG0000653	Syaa.g_01197	Prax.g_00350
OG0000654	Syaa.g_01198	Prax.g_00349
OG0000655	Syaa.g_01199	Prax.g_00348
OG0000656	Syaa.g_01202	Prax.g_00345
OG0000657	Syaa.g_00838	Prax.g_00337
OG0000658	Syaa.g_00836	Prax.g_00336
OG0000659	Syaa.g_00835	Prax.g_00335
OG0000660	Syaa.g_00831	Prax.g_00331
OG0000661	Syaa.g_00829	Prax.g_00329
OG0000662	Syaa.g_00827	Prax.g_00327
OG0000663	Syaa.g_00824	Prax.g_00325
OG0000664	Syaa.g_00823	Prax.g_00324
OG0000665	Syaa.g_01442	Prax.g_00320
OG0000666	Syaa.g_01448	Prax.g_00319
OG0000668	Syaa.g_01300	Prax.g_00546
OG0000669	Syaa.g_01084	Prax.g_00553
OG0000670	Syaa.g_01087	Prax.g_00555
OG0000671	Syaa.g_01089	Prax.g_00557
OG0000672	Syaa.g_01092	Prax.g_00559
OG0000673	Syaa.g_01095	Prax.g_00562
OG0000674	Syaa.g_01097	Prax.g_00564
OG0000675	Syaa.g_01098	Prax.g_00565
OG0000676	Syaa.g_01100	Prax.g_00567
OG0000677	Syaa.g_01101	Prax.g_00568
OG0000678	Syaa.g_01106	Prax.g_00570
OG0000679	Syaa.g_01116	Prax.g_00574
OG0000680	Syaa.g_01117	Prax.g_00575
OG0000681	Syaa.g_01120	Prax.g_00578
OG0000682	Syaa.g_01121	Prax.g_00579
OG0000683	Syaa.g_01122	Prax.g_00580
OG0000684	Syaa.g_01132	Prax.g_00582
OG0000685	Syaa.g_01134	Prax.g_00584
OG0000686	Syaa.g_01135	Prax.g_00585
OG0000687	Syaa.g_01136	Prax.g_00586
OG0000688	Syaa.g_01140	Prax.g_00589
OG0000689	Syaa.g_01142	Prax.g_00590
OG0000690	Syaa.g_01143	Prax.g_00591
OG0000691	Syaa.g_01144	Prax.g_00592
OG0000692	Syaa.g_01145	Prax.g_00594
OG0000693	Syaa.g_01146	Prax.g_00595
OG0000694	Syaa.g_01147	Prax.g_00596
OG0000695	Syaa.g_01395	Prax.g_00598
OG0000696	Syaa.g_01394	Prax.g_00599
OG0000697	Syaa.g_01392	Prax.g_00600
OG0000698	Syaa.g_01389	Prax.g_00603
OG0000699	Syaa.g_01387	Prax.g_00604
OG0000700	Syaa.g_01386	Prax.g_00605
OG0000701	Syaa.g_01385	Prax.g_00606
OG0000702	Syaa.g_01376	Prax.g_00608
OG0000703	Syaa.g_01375	Prax.g_00609
OG0000704	Syaa.g_01373	Prax.g_00610
OG0000705	Syaa.g_01365	Prax.g_00614
OG0000706	Syaa.g_01364	Prax.g_00615
OG0000707	Syaa.g_01363	Prax.g_00616
OG0000708	Syaa.g_01360	Prax.g_00617
OG0000709	Syaa.g_01351	Prax.g_01130
OG0000710	Syaa.g_01348	Prax.g_01133
OG0000711	Syaa.g_01320	Prax.g_01150
OG0000712	Syaa.g_01318	Prax.g_01152
OG0000713	Syaa.g_01317	Prax.g_01153
OG0000714	Syaa.g_01315	Prax.g_01154
OG0000715	Syaa.g_01313	Prax.g_01156
OG0000716	Syaa.g_01309	Prax.g_01158
OG0000717	Syaa.g_01308	Prax.g_01159
OG0000718	Syaa.g_01304	Prax.g_01173
OG0000719	Syaa.g_01302	Prax.g_01175
OG0000720	Syaa.g_01289	Prax.g_01184
OG0000721	Syaa.g_01287	Prax.g_01186
OG0000722	Syaa.g_01286	Prax.g_01187
OG0000723	Syaa.g_01268	Prax.g_01190
OG0000724	Syaa.g_00872	Prax.g_01199
OG0000725	Syaa.g_00882	Prax.g_01205
OG0000726	Syaa.g_00883	Prax.g_01206
OG0000727	Syaa.g_00884	Prax.g_01207
OG0000728	Syaa.g_00886	Prax.g_01209
OG0000729	Syaa.g_00100	Prax.g_01256
OG0000730	Syaa.g_02185	Prax.g_00126
OG0000731	Syaa.g_02173	Prax.g_00130
OG0000732	Syaa.g_00054	Prax.g_00140
OG0000733	Syaa.g_02621	Prax.g_00162
OG0000734	Syaa.g_02388	Prax.g_00185
OG0000735	Syaa.g_00754	Prax.g_00187
OG0000736	Syaa.g_00755	Prax.g_00188
OG0000737	Syaa.g_00756	Prax.g_00189
OG0000738	Syaa.g_00761	Prax.g_00193
OG0000739	Syaa.g_00762	Prax.g_00194
OG0000740	Syaa.g_00763	Prax.g_00195
OG0000741	Syaa.g_00766	Prax.g_00196
OG0000742	Syaa.g_00769	Prax.g_00199
OG0000743	Syaa.g_00771	Prax.g_00201
OG0000744	Syaa.g_00772	Prax.g_00202
OG0000745	Syaa.g_00774	Prax.g_00203
OG0000746	Syaa.g_00776	Prax.g_00205
OG0000747	Syaa.g_00777	Prax.g_00206
OG0000748	Syaa.g_00787	Prax.g_00209
OG0000749	Syaa.g_00789	Prax.g_00210
OG0000750	Syaa.g_00790	Prax.g_00211
OG0000751	Syaa.g_00797	Prax.g_00213
OG0000752	Syaa.g_00799	Prax.g_00215
OG0000753	Syaa.g_00802	Prax.g_00218
OG0000754	Syaa.g_01025	Prax.g_00221
OG0000755	Syaa.g_01005	Prax.g_00224
OG0000756	Syaa.g_01004	Prax.g_00225
OG0000757	Syaa.g_00996	Prax.g_00231
OG0000758	Syaa.g_00995	Prax.g_00232
OG0000759	Syaa.g_00994	Prax.g_00233
OG0000760	Syaa.g_00993	Prax.g_00234
OG0000761	Syaa.g_00992	Prax.g_00235
OG0000762	Syaa.g_00988	Prax.g_00236
OG0000763	Syaa.g_00986	Prax.g_00238
OG0000764	Syaa.g_00985	Prax.g_00239
OG0000765	Syaa.g_00968	Prax.g_00248
OG0000766	Syaa.g_00967	Prax.g_00249
OG0000767	Syaa.g_00965	Prax.g_00251
OG0000768	Syaa.g_00964	Prax.g_00252
OG0000769	Syaa.g_00962	Prax.g_00254
OG0000770	Syaa.g_00959	Prax.g_00256
OG0000771	Syaa.g_00866	Prax.g_01789
OG0000772	Syaa.g_01526	Prax.g_01928
OG0000773	Syaa.g_00749	Prax.g_01908
OG0000774	Syaa.g_00745	Prax.g_01906
OG0000775	Syaa.g_00742	Prax.g_01904
OG0000776	Syaa.g_00741	Prax.g_01903
OG0000777	Syaa.g_00740	Prax.g_01902
OG0000778	Syaa.g_00739	Prax.g_01901
OG0000779	Syaa.g_00733	Prax.g_01897
OG0000780	Syaa.g_00730	Prax.g_01896
OG0000781	Syaa.g_00726	Prax.g_01893
OG0000782	Syaa.g_00725	Prax.g_01892
OG0000783	Syaa.g_00724	Prax.g_01891
OG0000784	Syaa.g_00723	Prax.g_01890
OG0000785	Syaa.g_00721	Prax.g_01888
OG0000786	Syaa.g_01875	Prax.g_01886
OG0000787	Syaa.g_01876	Prax.g_01885
OG0000788	Syaa.g_01620	Prax.g_01876
OG0000789	Syaa.g_01434	Prax.g_01873
OG0000790	Syaa.g_02064	Prax.g_01858
OG0000791	Syaa.g_02066	Prax.g_01856
OG0000792	Syaa.g_02067	Prax.g_01855
OG0000793	Syaa.g_02072	Prax.g_01852
OG0000794	Syaa.g_02073	Prax.g_01851
OG0000795	Syaa.g_02074	Prax.g_01850
OG0000796	Syaa.g_02078	Prax.g_01846
OG0000797	Syaa.g_02079	Prax.g_01845
OG0000798	Syaa.g_00265, Syaa.g_00494	Prax.g_01819
OG0000799	Syaa.g_01743	Prax.g_01751
OG0000800	Syaa.g_01747	Prax.g_01750
OG0000801	Syaa.g_01748	Prax.g_01749
OG0000802	Syaa.g_01753	Prax.g_01747
OG0000803	Syaa.g_01758	Prax.g_01745
OG0000804	Syaa.g_01761	Prax.g_01744
OG0000805	Syaa.g_01763	Prax.g_01742
OG0000806	Syaa.g_01765	Prax.g_01740
OG0000807	Syaa.g_01767	Prax.g_01739
OG0000808	Syaa.g_01768	Prax.g_01738
OG0000809	Syaa.g_01771	Prax.g_01735
OG0000810	Syaa.g_01772	Prax.g_01734
OG0000811	Syaa.g_01778	Prax.g_01725
OG0000812	Syaa.g_01780	Prax.g_01723
OG0000813	Syaa.g_01781	Prax.g_01722
OG0000814	Syaa.g_01783	Prax.g_01720
OG0000815	Syaa.g_01784	Prax.g_01719
OG0000816	Syaa.g_01785	Prax.g_01717
OG0000817	Syaa.g_01786	Prax.g_01716
OG0000818	Syaa.g_01792	Prax.g_01711
OG0000819	Syaa.g_01793	Prax.g_01710
OG0000820	Syaa.g_01794	Prax.g_01709
OG0000821	Syaa.g_01800	Prax.g_01705
OG0000822	Syaa.g_01802	Prax.g_01704
OG0000823	Syaa.g_01803	Prax.g_01703
OG0000824	Syaa.g_01807	Prax.g_01700
OG0000825	Syaa.g_01808	Prax.g_01699
OG0000826	Syaa.g_01809	Prax.g_01698
OG0000827	Syaa.g_01810	Prax.g_01697
OG0000828	Syaa.g_01813	Prax.g_01694
OG0000829	Syaa.g_01814	Prax.g_01693
OG0000830	Syaa.g_01815	Prax.g_01692
OG0000831	Syaa.g_01817	Prax.g_01690
OG0000832	Syaa.g_00627	Prax.g_01684
OG0000833	Syaa.g_00611	Prax.g_01676
OG0000834	Syaa.g_00608	Prax.g_01675
OG0000835	Syaa.g_00607	Prax.g_01674
OG0000836	Syaa.g_00603	Prax.g_01673
OG0000837	Syaa.g_00601	Prax.g_01672
OG0000838	Syaa.g_00597	Prax.g_01670
OG0000839	Syaa.g_00596	Prax.g_01669
OG0000840	Syaa.g_00595	Prax.g_01668
OG0000841	Syaa.g_00594	Prax.g_01667
OG0000842	Syaa.g_00593	Prax.g_01666
OG0000843	Syaa.g_00592	Prax.g_01665
OG0000844	Syaa.g_00590	Prax.g_01664
OG0000845	Syaa.g_00589	Prax.g_01663
OG0000846	Syaa.g_00588	Prax.g_01662
OG0000847	Syaa.g_00587	Prax.g_01661
OG0000848	Syaa.g_00585	Prax.g_01660
OG0000849	Syaa.g_00584	Prax.g_01659
OG0000850	Syaa.g_00582	Prax.g_01657
OG0000851	Syaa.g_00577	Prax.g_01656
OG0000852	Syaa.g_00576	Prax.g_01655
OG0000853	Syaa.g_00572	Prax.g_01651
OG0000854	Syaa.g_00570	Prax.g_01649
OG0000855	Syaa.g_00569	Prax.g_01648
OG0000856	Syaa.g_01650	Prax.g_01633
OG0000857	Syaa.g_01188	Prax.g_01605
OG0000858	Syaa.g_00563	Prax.g_01565
OG0000859	Syaa.g_00562	Prax.g_01564
OG0000860	Syaa.g_00549	Prax.g_01557
OG0000861	Syaa.g_00548	Prax.g_01556
OG0000862	Syaa.g_00547	Prax.g_01555
OG0000863	Syaa.g_00543	Prax.g_01553
OG0000864	Syaa.g_00542	Prax.g_01552
OG0000865	Syaa.g_00541	Prax.g_01551
OG0000866	Syaa.g_00540	Prax.g_01550
OG0000867	Syaa.g_00539	Prax.g_01549
OG0000868	Syaa.g_00536	Prax.g_01548
OG0000869	Syaa.g_00531	Prax.g_01544
OG0000870	Syaa.g_00526	Prax.g_01539
OG0000871	Syaa.g_00525	Prax.g_01538
OG0000872	Syaa.g_00511	Prax.g_01537
OG0000873	Syaa.g_00497	Prax.g_01534
OG0000874	Syaa.g_00519	Prax.g_01531
OG0000875	Syaa.g_00438	Prax.g_01530
OG0000876	Syaa.g_00682	Prax.g_01529
OG0000877	Syaa.g_00679	Prax.g_01527
OG0000878	Syaa.g_00678	Prax.g_01526
OG0000879	Syaa.g_00677	Prax.g_01525
OG0000880	Syaa.g_00676	Prax.g_01524
OG0000881	Syaa.g_00671	Prax.g_01520
OG0000882	Syaa.g_00666	Prax.g_01515
OG0000883	Syaa.g_00661	Prax.g_01513
OG0000884	Syaa.g_00659	Prax.g_01511
OG0000885	Syaa.g_00658	Prax.g_01510
OG0000886	Syaa.g_00657	Prax.g_01509
OG0000887	Syaa.g_00656	Prax.g_01508
OG0000888	Syaa.g_00654	Prax.g_01506
OG0000889	Syaa.g_00652	Prax.g_01504
OG0000890	Syaa.g_00644	Prax.g_01503
OG0000891	Syaa.g_00643	Prax.g_01502
OG0000892	Syaa.g_00640	Prax.g_01257
OG0000893	Syaa.g_02352	Prax.g_01262
OG0000894	Syaa.g_02349	Prax.g_01264
OG0000895	Syaa.g_02345	Prax.g_01267
OG0000896	Syaa.g_02344	Prax.g_01268
OG0000897	Syaa.g_02342	Prax.g_01270
OG0000898	Syaa.g_02341	Prax.g_01271
OG0000899	Syaa.g_02340	Prax.g_01272
OG0000900	Syaa.g_02339	Prax.g_01273
OG0000901	Syaa.g_02334	Prax.g_01276
OG0000902	Syaa.g_02332	Prax.g_01278
OG0000903	Syaa.g_02313	Prax.g_01281
OG0000904	Syaa.g_02318	Prax.g_01283
OG0000905	Syaa.g_02324	Prax.g_01288
OG0000906	Syaa.g_02327	Prax.g_01289
OG0000907	Syaa.g_02295	Prax.g_01296
OG0000908	Syaa.g_02292	Prax.g_01299
OG0000909	Syaa.g_02291	Prax.g_01300
OG0000910	Syaa.g_02290	Prax.g_01301
OG0000911	Syaa.g_02288	Prax.g_01303
OG0000912	Syaa.g_02287	Prax.g_01304
OG0000913	Syaa.g_02286	Prax.g_01305
OG0000914	Syaa.g_02285	Prax.g_01306
OG0000915	Syaa.g_02283	Prax.g_01307
OG0000916	Syaa.g_02282	Prax.g_01308
OG0000917	Syaa.g_02281	Prax.g_01309
OG0000918	Syaa.g_02280	Prax.g_01310
OG0000919	Syaa.g_02279	Prax.g_01311
OG0000920	Syaa.g_02278	Prax.g_01312
OG0000921	Syaa.g_02277	Prax.g_01313
OG0000922	Syaa.g_02276	Prax.g_01314
OG0000923	Syaa.g_02272	Prax.g_01318
OG0000924	Syaa.g_02271	Prax.g_01319
OG0000925	Syaa.g_02270	Prax.g_01320
OG0000926	Syaa.g_02269	Prax.g_01321
OG0000927	Syaa.g_02267	Prax.g_01323
OG0000928	Syaa.g_02266	Prax.g_01324
OG0000929	Syaa.g_02265	Prax.g_01325
OG0000930	Syaa.g_02264	Prax.g_01326
OG0000931	Syaa.g_02263	Prax.g_01327
OG0000932	Syaa.g_02262	Prax.g_01328
OG0000933	Syaa.g_02256	Prax.g_01332
OG0000934	Syaa.g_02254	Prax.g_01334
OG0000935	Syaa.g_02253	Prax.g_01335
OG0000936	Syaa.g_02252	Prax.g_01336
OG0000937	Syaa.g_02251	Prax.g_01337
OG0000938	Syaa.g_02248	Prax.g_01339
OG0000939	Syaa.g_02247	Prax.g_01340
OG0000940	Syaa.g_02240	Prax.g_01347
OG0000941	Syaa.g_02238	Prax.g_01349
OG0000942	Syaa.g_02236	Prax.g_01351
OG0000943	Syaa.g_02235	Prax.g_01352
OG0000944	Syaa.g_02233	Prax.g_01353
OG0000945	Syaa.g_02231	Prax.g_01354
OG0000946	Syaa.g_02225	Prax.g_01358
OG0000947	Syaa.g_02222	Prax.g_01360
OG0000948	Syaa.g_02221	Prax.g_01361
OG0000949	Syaa.g_00172	Prax.g_01364
OG0000950	Syaa.g_00159	Prax.g_01369
OG0000951	Syaa.g_00153	Prax.g_01373
OG0000952	Syaa.g_00149	Prax.g_01377
OG0000953	Syaa.g_00143	Prax.g_01380
OG0000954	Syaa.g_00138	Prax.g_01384
OG0000955	Syaa.g_00137	Prax.g_01385
OG0000956	Syaa.g_00135	Prax.g_01387
OG0000957	Syaa.g_00125	Prax.g_01392
OG0000958	Syaa.g_00124	Prax.g_01393
OG0000959	Syaa.g_00120	Prax.g_01397
OG0000960	Syaa.g_00119	Prax.g_01398
OG0000961	Syaa.g_00106	Prax.g_01400
OG0000962	Syaa.g_00102	Prax.g_01402
OG0000963	Syaa.g_00097	Prax.g_01406
OG0000964	Syaa.g_00096	Prax.g_01407
OG0000965	Syaa.g_00095	Prax.g_01408
OG0000966	Syaa.g_00083	Prax.g_01415
OG0000967	Syaa.g_00074	Prax.g_01420
OG0000968	Syaa.g_00078	Prax.g_01422
OG0000969	Syaa.g_00077	Prax.g_01423
OG0000970	Syaa.g_00076	Prax.g_01424
OG0000971	Syaa.g_00069	Prax.g_01425
OG0000972	Syaa.g_00068	Prax.g_01426
OG0000973	Syaa.g_00067	Prax.g_01427
OG0000974	Syaa.g_00066	Prax.g_01428
OG0000975	Syaa.g_00065	Prax.g_01429
OG0000976	Syaa.g_00064	Prax.g_01430
OG0000977	Syaa.g_00062	Prax.g_01431
OG0000978	Syaa.g_00061	Prax.g_01432
OG0000979	Syaa.g_00058	Prax.g_01435
OG0000980	Syaa.g_00055	Prax.g_01437
OG0000981	Syaa.g_00052	Prax.g_01439
OG0000982	Syaa.g_02593	Prax.g_01441
OG0000983	Syaa.g_02594	Prax.g_01442
OG0000984	Syaa.g_02595	Prax.g_01443
OG0000985	Syaa.g_02597	Prax.g_01446
OG0000986	Syaa.g_02601	Prax.g_01448
OG0000987	Syaa.g_02603	Prax.g_01449
OG0000988	Syaa.g_02608	Prax.g_01452
OG0000989	Syaa.g_02616	Prax.g_01455
OG0000990	Syaa.g_02647	Prax.g_01458
OG0000991	Syaa.g_02650	Prax.g_01459
OG0000992	Syaa.g_02653	Prax.g_01461
OG0000993	Syaa.g_02654	Prax.g_01462
OG0000994	Syaa.g_02657	Prax.g_01463
OG0000995	Syaa.g_02662	Prax.g_01467
OG0000996	Syaa.g_02705	Prax.g_01468
OG0000997	Syaa.g_02725	Prax.g_01469
OG0000998	Syaa.g_02727	Prax.g_01471
OG0000999	Syaa.g_02728	Prax.g_01472
OG0001000	Syaa.g_02732	Prax.g_01475
OG0001001	Syaa.g_02738	Prax.g_01477
OG0001002	Syaa.g_02745	Prax.g_01481
OG0001003	Syaa.g_02747	Prax.g_01482
OG0001004	Syaa.g_02748	Prax.g_01483
OG0001005	Syaa.g_02749	Prax.g_01484
OG0001006	Syaa.g_02756	Prax.g_01488
OG0001007	Syaa.g_02758	Prax.g_01490
OG0001008	Syaa.g_00704	Prax.g_00763
OG0001009	Syaa.g_00034	Prax.g_00286
OG0001010	Syaa.g_00035	Prax.g_00285
OG0001011	Syaa.g_00037	Prax.g_00284
OG0001012	Syaa.g_02589	Prax.g_00270
OG0001013	Syaa.g_02576	Prax.g_00623
OG0001014	Syaa.g_02572	Prax.g_00626
OG0001015	Syaa.g_02571	Prax.g_00627
OG0001016	Syaa.g_00348	Prax.g_00644
OG0001017	Syaa.g_00342	Prax.g_00648
OG0001018	Syaa.g_00340	Prax.g_00651
OG0001019	Syaa.g_00323	Prax.g_00660
OG0001020	Syaa.g_02355	Prax.g_01128
OG0001021	Syaa.g_02359	Prax.g_01127
OG0001022	Syaa.g_02365	Prax.g_01124
OG0001023	Syaa.g_02366	Prax.g_01123
OG0001024	Syaa.g_02370	Prax.g_01120
OG0001025	Syaa.g_02377	Prax.g_01114
OG0001026	Syaa.g_02390	Prax.g_01108
OG0001027	Syaa.g_02397	Prax.g_01107
OG0001028	Syaa.g_02399	Prax.g_01105
OG0001029	Syaa.g_02401	Prax.g_01103
OG0001030	Syaa.g_02422	Prax.g_01088
OG0001031	Syaa.g_02500	Prax.g_01032
OG0001032	Syaa.g_02502	Prax.g_01031
OG0001033	Syaa.g_02539	Prax.g_01010
OG0001034	Syaa.g_02108	Prax.g_00982
OG0001035	Syaa.g_00298	Prax.g_00921
OG0001036	Syaa.g_00293	Prax.g_00916
OG0001037	Syaa.g_00291	Prax.g_00915
OG0001038	Syaa.g_00264	Prax.g_00897
OG0001039	Syaa.g_00261	Prax.g_00894
OG0001040	Syaa.g_00258	Prax.g_00892
OG0001041	Syaa.g_00253	Prax.g_00888
OG0001042	Syaa.g_00227	Prax.g_00871
OG0001043	Syaa.g_00223	Prax.g_00870
OG0001044	Syaa.g_02183	Prax.g_00840
OG0001045	Syaa.g_02170	Prax.g_00831
OG0001046	Syaa.g_01332	Prax.g_00795
OG0001047	Syaa.g_00706	Prax.g_00761
OG0001048	Syaa.g_00707	Prax.g_00760
OG0001049	Syaa.g_00710	Prax.g_00758
OG0001050	Syaa.g_00711	Prax.g_00757
OG0001051	Syaa.g_00712	Prax.g_00756
OG0001052	Syaa.g_01846	Prax.g_00731
OG0001053	Syaa.g_02048	Prax.g_00719
OG0001054	Syaa.g_02031	Prax.g_00703
OG0001055	Syaa.g_02010	Prax.g_00684
OG0001056	Syaa.g_01975	Prax.g_00665
OG0001057	Syaa.g_01966	Prax.g_00002
OG0001058	Syaa.g_01951	Prax.g_00010
OG0001059	Syaa.g_01947	Prax.g_00014
OG0001060	Syaa.g_01941	Prax.g_00021
OG0001061	Syaa.g_01919	Prax.g_00034
OG0001062	Syaa.g_01917	Prax.g_00036
OG0001063	Syaa.g_01912	Prax.g_00038
OG0001064	Syaa.g_01911	Prax.g_00039
OG0001065	Syaa.g_01910	Prax.g_00040
OG0001066	Syaa.g_01909	Prax.g_00041
OG0001067	Syaa.g_01908	Prax.g_00042
OG0001068	Syaa.g_01907	Prax.g_00043
OG0001069	Syaa.g_01906	Prax.g_00044
OG0001070	Syaa.g_01903	Prax.g_00047
OG0001071	Syaa.g_01902	Prax.g_00048
OG0001072	Syaa.g_01898	Prax.g_00049
OG0001073	Syaa.g_01884	Prax.g_00063
OG0001074	Syaa.g_01678	Prax.g_00074
OG0001075	Syaa.g_01676	Prax.g_00075
OG0001076	Syaa.g_01659	Prax.g_00083
OG0001077	Syaa.g_01647	Prax.g_00087
OG0001078	Syaa.g_01632	Prax.g_00095
OG0001079	Syaa.g_01619	Prax.g_00106
OG0001080	Syaa.g_01443	Prax.g_00112
OG0001081	Syaa.g_01056	Prax.g_00114
OG0001082	Syaa.g_01057	Prax.g_00115
OG0001083	Syaa.g_01064	Prax.g_00120
OG0001084	Syaa.g_01065	Prax.g_00121
OG0001085	Syaa.g_01075	Prax.g_00972
OG0001086	Syaa.g_01077	Prax.g_00971
OG0001087	Syaa.g_00920	Prax.g_00954
OG0001088	Syaa.g_00916	Prax.g_00953
OG0001089	Syaa.g_00890	Prax.g_00945
OG0001090	Syaa.g_01237	Prax.g_00484
OG0001091	Syaa.g_01239	Prax.g_00482
OG0001092	Syaa.g_01242	Prax.g_00481
OG0001093	Syaa.g_01248	Prax.g_00476
OG0001094	Syaa.g_01148	Prax.g_00379
OG0001095	Syaa.g_01185	Prax.g_00360
OG0001096	Syaa.g_01200	Prax.g_00347
OG0001097	Syaa.g_00828	Prax.g_00328
OG0001098	Syaa.g_01441	Prax.g_00313
OG0001099	Syaa.g_02400	Prax.g_00550
OG0001100	Syaa.g_01086	Prax.g_00554
OG0001101	Syaa.g_01088	Prax.g_00556
OG0001102	Syaa.g_01091	Prax.g_00558
OG0001103	Syaa.g_01093	Prax.g_00560
OG0001104	Syaa.g_01133	Prax.g_00583
OG0001105	Syaa.g_01137	Prax.g_00587
OG0001106	Syaa.g_01372	Prax.g_00611
OG0001107	Syaa.g_01359	Prax.g_00618
OG0001108	Syaa.g_01350	Prax.g_01131
OG0001109	Syaa.g_01349	Prax.g_01132
OG0001110	Syaa.g_01347	Prax.g_01134
OG0001111	Syaa.g_01345	Prax.g_01135
OG0001112	Syaa.g_01343	Prax.g_01136
OG0001113	Syaa.g_01342	Prax.g_01137
OG0001114	Syaa.g_01341	Prax.g_01138
OG0001115	Syaa.g_01337	Prax.g_01140
OG0001116	Syaa.g_01335	Prax.g_01141
OG0001117	Syaa.g_01334	Prax.g_01142
OG0001118	Syaa.g_01333	Prax.g_01143
