Orthogroup	Syaa	Prbc
OG0000531	Syaa.g_02046	Prbc.g_01545
OG0000532	Syaa.g_02043	Prbc.g_01546
OG0000533	Syaa.g_02042	Prbc.g_01547
OG0000534	Syaa.g_02041	Prbc.g_01548
OG0000535	Syaa.g_02040	Prbc.g_01549
OG0000536	Syaa.g_02039	Prbc.g_01550
OG0000537	Syaa.g_02038	Prbc.g_01551
OG0000538	Syaa.g_02027	Prbc.g_01580
OG0000539	Syaa.g_02026	Prbc.g_01581
OG0000540	Syaa.g_02025	Prbc.g_01582
OG0000541	Syaa.g_02024	Prbc.g_01583
OG0000542	Syaa.g_02021	Prbc.g_01585
OG0000543	Syaa.g_02019	Prbc.g_01587
OG0000544	Syaa.g_02018	Prbc.g_01588
OG0000545	Syaa.g_02016	Prbc.g_01590
OG0000546	Syaa.g_02014	Prbc.g_01593
OG0000547	Syaa.g_02012	Prbc.g_01595
OG0000548	Syaa.g_02011	Prbc.g_01596
OG0000549	Syaa.g_02003	Prbc.g_01599
OG0000550	Syaa.g_01998	Prbc.g_01603
OG0000551	Syaa.g_01993	Prbc.g_01606
OG0000552	Syaa.g_01992	Prbc.g_01607
OG0000553	Syaa.g_01990	Prbc.g_01608
OG0000554	Syaa.g_01979	Prbc.g_01613
OG0000555	Syaa.g_01961	Prbc.g_01621
OG0000556	Syaa.g_01957	Prbc.g_01623
OG0000557	Syaa.g_01955	Prbc.g_01624
OG0000558	Syaa.g_01953	Prbc.g_01627
OG0000559	Syaa.g_01949	Prbc.g_01631
OG0000560	Syaa.g_01946	Prbc.g_01634
OG0000561	Syaa.g_01945	Prbc.g_01635
OG0000562	Syaa.g_01944	Prbc.g_01636
OG0000563	Syaa.g_01943	Prbc.g_01637
OG0000564	Syaa.g_01942	Prbc.g_01638
OG0000565	Syaa.g_01939	Prbc.g_01641
OG0000566	Syaa.g_01935	Prbc.g_01643
OG0000567	Syaa.g_01931	Prbc.g_01647
OG0000568	Syaa.g_01928	Prbc.g_01648
OG0000569	Syaa.g_01925	Prbc.g_01649
OG0000570	Syaa.g_01924	Prbc.g_01650
OG0000571	Syaa.g_01920	Prbc.g_01652
OG0000572	Syaa.g_01904	Prbc.g_01663
OG0000573	Syaa.g_01896	Prbc.g_01668
OG0000574	Syaa.g_01895	Prbc.g_01670
OG0000575	Syaa.g_01891	Prbc.g_01673
OG0000576	Syaa.g_01889	Prbc.g_01675
OG0000577	Syaa.g_01888	Prbc.g_01676
OG0000578	Syaa.g_01887	Prbc.g_01677
OG0000579	Syaa.g_01886	Prbc.g_01678
OG0000580	Syaa.g_01885	Prbc.g_01679
OG0000581	Syaa.g_01879	Prbc.g_01682
OG0000582	Syaa.g_01687	Prbc.g_01685
OG0000583	Syaa.g_01686	Prbc.g_01686
OG0000584	Syaa.g_01685	Prbc.g_01687
OG0000585	Syaa.g_01683	Prbc.g_01689
OG0000586	Syaa.g_01682	Prbc.g_01690
OG0000587	Syaa.g_01680	Prbc.g_01691
OG0000588	Syaa.g_01666	Prbc.g_01695
OG0000589	Syaa.g_01662	Prbc.g_01698
OG0000590	Syaa.g_01661	Prbc.g_01699
OG0000591	Syaa.g_01653	Prbc.g_01702
OG0000592	Syaa.g_01652	Prbc.g_01703
OG0000593	Syaa.g_01638	Prbc.g_01709
OG0000594	Syaa.g_01637	Prbc.g_01710
OG0000595	Syaa.g_01636	Prbc.g_01711
OG0000596	Syaa.g_01630	Prbc.g_01715
OG0000597	Syaa.g_01627	Prbc.g_01717
OG0000598	Syaa.g_01626	Prbc.g_01718
OG0000599	Syaa.g_01623	Prbc.g_01721
OG0000600	Syaa.g_01622	Prbc.g_01722
OG0000601	Syaa.g_01621	Prbc.g_01723
OG0000602	Syaa.g_01616	Prbc.g_01725
OG0000603	Syaa.g_01615	Prbc.g_01726
OG0000604	Syaa.g_01612	Prbc.g_01727
OG0000605	Syaa.g_01447	Prbc.g_01728
OG0000606	Syaa.g_01055	Prbc.g_01731
OG0000607	Syaa.g_01058	Prbc.g_01734
OG0000608	Syaa.g_01059	Prbc.g_01735
OG0000609	Syaa.g_01061	Prbc.g_01736
OG0000610	Syaa.g_01068	Prbc.g_01742
OG0000611	Syaa.g_01071	Prbc.g_01745
OG0000612	Syaa.g_01072	Prbc.g_01746
OG0000613	Syaa.g_00199	Prbc.g_01752
OG0000614	Syaa.g_00906	Prbc.g_01775
OG0000615	Syaa.g_01113	Prbc.g_01782
OG0000616	Syaa.g_02742	Prbc.g_01055
OG0000617	Syaa.g_01244	Prbc.g_01793
OG0000618	Syaa.g_01245	Prbc.g_01794
OG0000619	Syaa.g_01246	Prbc.g_01795
OG0000620	Syaa.g_01259	Prbc.g_01798
OG0000621	Syaa.g_01260	Prbc.g_01799
OG0000622	Syaa.g_01261	Prbc.g_01800
OG0000623	Syaa.g_01262	Prbc.g_01801
OG0000624	Syaa.g_01264	Prbc.g_01803
OG0000625	Syaa.g_01265	Prbc.g_01804
OG0000626	Syaa.g_01266	Prbc.g_01805
OG0000627	Syaa.g_01414	Prbc.g_01807
OG0000628	Syaa.g_01413	Prbc.g_01808
OG0000629	Syaa.g_01410	Prbc.g_01809
OG0000630	Syaa.g_01406	Prbc.g_01812
OG0000631	Syaa.g_01400	Prbc.g_02007
OG0000632	Syaa.g_01399	Prbc.g_02008
OG0000633	Syaa.g_01397	Prbc.g_02009
OG0000634	Syaa.g_01150	Prbc.g_01854
OG0000635	Syaa.g_01151	Prbc.g_01855
OG0000636	Syaa.g_01153	Prbc.g_01857
OG0000637	Syaa.g_01155	Prbc.g_01859
OG0000638	Syaa.g_01156	Prbc.g_01860
OG0000639	Syaa.g_01157	Prbc.g_01861
OG0000640	Syaa.g_01158	Prbc.g_01862
OG0000641	Syaa.g_01162	Prbc.g_01866
OG0000642	Syaa.g_01163	Prbc.g_01867
OG0000643	Syaa.g_01165	Prbc.g_01868
OG0000644	Syaa.g_01166	Prbc.g_01869
OG0000645	Syaa.g_01184	Prbc.g_01870
OG0000646	Syaa.g_01187	Prbc.g_01873
OG0000647	Syaa.g_01189	Prbc.g_01875
OG0000648	Syaa.g_01191	Prbc.g_01877
OG0000649	Syaa.g_01192	Prbc.g_01878
OG0000650	Syaa.g_01193	Prbc.g_01879
OG0000651	Syaa.g_01194	Prbc.g_01880
OG0000652	Syaa.g_01195	Prbc.g_01881
OG0000653	Syaa.g_01197	Prbc.g_01883
OG0000654	Syaa.g_01198	Prbc.g_01884
OG0000655	Syaa.g_01199	Prbc.g_01885
OG0000656	Syaa.g_01202	Prbc.g_01888
OG0000657	Syaa.g_00838	Prbc.g_01895
OG0000658	Syaa.g_00836	Prbc.g_01897
OG0000659	Syaa.g_00835	Prbc.g_01898
OG0000660	Syaa.g_00831	Prbc.g_01903
OG0000661	Syaa.g_00829	Prbc.g_01905
OG0000662	Syaa.g_00827	Prbc.g_01907
OG0000663	Syaa.g_00824	Prbc.g_01909
OG0000664	Syaa.g_00823	Prbc.g_01910
OG0000665	Syaa.g_01442	Prbc.g_01914
OG0000666	Syaa.g_01448	Prbc.g_01915
OG0000668	Syaa.g_01300	Prbc.g_01959
OG0000669	Syaa.g_01084	Prbc.g_01967
OG0000670	Syaa.g_01087	Prbc.g_01970
OG0000671	Syaa.g_01089	Prbc.g_01972
OG0000672	Syaa.g_01092	Prbc.g_01975
OG0000673	Syaa.g_01095	Prbc.g_01978
OG0000674	Syaa.g_01097	Prbc.g_01980
OG0000675	Syaa.g_01098	Prbc.g_01981
OG0000676	Syaa.g_01100	Prbc.g_01983
OG0000677	Syaa.g_01101	Prbc.g_01984
OG0000678	Syaa.g_01106	Prbc.g_01987
OG0000679	Syaa.g_01116	Prbc.g_01991
OG0000680	Syaa.g_01117	Prbc.g_01992
OG0000681	Syaa.g_01120	Prbc.g_01995
OG0000682	Syaa.g_01121	Prbc.g_01996
OG0000683	Syaa.g_01122	Prbc.g_01997
OG0000684	Syaa.g_01132	Prbc.g_01837
OG0000685	Syaa.g_01134	Prbc.g_01839
OG0000686	Syaa.g_01135	Prbc.g_01840
OG0000687	Syaa.g_01136	Prbc.g_01841
OG0000688	Syaa.g_01140	Prbc.g_01844
OG0000689	Syaa.g_01142	Prbc.g_01845
OG0000690	Syaa.g_01143	Prbc.g_01846
OG0000691	Syaa.g_01144	Prbc.g_01847
OG0000692	Syaa.g_01145	Prbc.g_01849
OG0000693	Syaa.g_01146	Prbc.g_01850
OG0000694	Syaa.g_01147	Prbc.g_01851
OG0000695	Syaa.g_01395	Prbc.g_02011
OG0000696	Syaa.g_01394	Prbc.g_02012
OG0000697	Syaa.g_01392	Prbc.g_02013
OG0000698	Syaa.g_01389	Prbc.g_02016
OG0000699	Syaa.g_01387	Prbc.g_02017
OG0000700	Syaa.g_01386	Prbc.g_02018
OG0000701	Syaa.g_01385	Prbc.g_02019
OG0000702	Syaa.g_01376	Prbc.g_02021
OG0000703	Syaa.g_01375	Prbc.g_02022
OG0000704	Syaa.g_01373	Prbc.g_02023
OG0000705	Syaa.g_01365	Prbc.g_02029
OG0000706	Syaa.g_01364	Prbc.g_02030
OG0000707	Syaa.g_01363	Prbc.g_02031
OG0000708	Syaa.g_01360	Prbc.g_02033
OG0000709	Syaa.g_01351	Prbc.g_02037
OG0000710	Syaa.g_01348	Prbc.g_02040
OG0000711	Syaa.g_01320	Prbc.g_02055
OG0000712	Syaa.g_01318	Prbc.g_02057
OG0000713	Syaa.g_01317	Prbc.g_02058
OG0000714	Syaa.g_01315	Prbc.g_02059
OG0000715	Syaa.g_01313	Prbc.g_02061
OG0000716	Syaa.g_01309	Prbc.g_02062
OG0000717	Syaa.g_01308	Prbc.g_02063
OG0000718	Syaa.g_01304	Prbc.g_02079
OG0000719	Syaa.g_01302	Prbc.g_02080
OG0000720	Syaa.g_01289	Prbc.g_02091
OG0000721	Syaa.g_01287	Prbc.g_02092
OG0000722	Syaa.g_01286	Prbc.g_02093
OG0000723	Syaa.g_01268	Prbc.g_02097
OG0000724	Syaa.g_00872	Prbc.g_02108
OG0000725	Syaa.g_00882	Prbc.g_01934
OG0000726	Syaa.g_00883	Prbc.g_01933
OG0000727	Syaa.g_00884	Prbc.g_01932
OG0000728	Syaa.g_00886	Prbc.g_01930
OG0000729	Syaa.g_00100	Prbc.g_00201
OG0000730	Syaa.g_02185	Prbc.g_01244
OG0000731	Syaa.g_02173	Prbc.g_01252
OG0000732	Syaa.g_00054	Prbc.g_00987
OG0000733	Syaa.g_02621	Prbc.g_00897
OG0000734	Syaa.g_02388	Prbc.g_01462
OG0000735	Syaa.g_00754	Prbc.g_01460
OG0000736	Syaa.g_00755	Prbc.g_01459
OG0000737	Syaa.g_00756	Prbc.g_01458
OG0000738	Syaa.g_00761	Prbc.g_01454
OG0000739	Syaa.g_00762	Prbc.g_01453
OG0000740	Syaa.g_00763	Prbc.g_01452
OG0000741	Syaa.g_00766	Prbc.g_01450
OG0000742	Syaa.g_00769	Prbc.g_01447
OG0000743	Syaa.g_00771	Prbc.g_01445
OG0000744	Syaa.g_00772	Prbc.g_01444
OG0000745	Syaa.g_00774	Prbc.g_01442
OG0000746	Syaa.g_00776	Prbc.g_01440
OG0000747	Syaa.g_00777	Prbc.g_01439
OG0000748	Syaa.g_00787	Prbc.g_01435
OG0000749	Syaa.g_00789	Prbc.g_01434
OG0000750	Syaa.g_00790	Prbc.g_01433
OG0000751	Syaa.g_00797	Prbc.g_01430
OG0000752	Syaa.g_00799	Prbc.g_01428
OG0000753	Syaa.g_00802	Prbc.g_01426
OG0000754	Syaa.g_01025	Prbc.g_01422
OG0000755	Syaa.g_01005	Prbc.g_01418
OG0000756	Syaa.g_01004	Prbc.g_01417
OG0000757	Syaa.g_00996	Prbc.g_01410
OG0000758	Syaa.g_00995	Prbc.g_01409
OG0000759	Syaa.g_00994	Prbc.g_01408
OG0000760	Syaa.g_00993	Prbc.g_01407
OG0000761	Syaa.g_00992	Prbc.g_01406
OG0000762	Syaa.g_00988	Prbc.g_01405
OG0000763	Syaa.g_00986	Prbc.g_01403
OG0000764	Syaa.g_00985	Prbc.g_01402
OG0000765	Syaa.g_00968	Prbc.g_01394
OG0000766	Syaa.g_00967	Prbc.g_01393
OG0000767	Syaa.g_00965	Prbc.g_01392
OG0000768	Syaa.g_00964	Prbc.g_01391
OG0000769	Syaa.g_00962	Prbc.g_01389
OG0000770	Syaa.g_00959	Prbc.g_01388
OG0000771	Syaa.g_00866	Prbc.g_02103
OG0000772	Syaa.g_01526	Prbc.g_01320
OG0000773	Syaa.g_00749	Prbc.g_00557
OG0000774	Syaa.g_00745	Prbc.g_00560
OG0000775	Syaa.g_00742	Prbc.g_00561
OG0000776	Syaa.g_00741	Prbc.g_00562
OG0000777	Syaa.g_00740	Prbc.g_00563
OG0000778	Syaa.g_00739	Prbc.g_00564
OG0000779	Syaa.g_00733	Prbc.g_00568
OG0000780	Syaa.g_00730	Prbc.g_00569
OG0000781	Syaa.g_00726	Prbc.g_00571
OG0000782	Syaa.g_00725	Prbc.g_00572
OG0000783	Syaa.g_00724	Prbc.g_00573
OG0000784	Syaa.g_00723	Prbc.g_00574
OG0000785	Syaa.g_00721	Prbc.g_00576
OG0000786	Syaa.g_01875	Prbc.g_00579
OG0000787	Syaa.g_01876	Prbc.g_00580
OG0000788	Syaa.g_01620	Prbc.g_01820
OG0000789	Syaa.g_01434	Prbc.g_02100
OG0000790	Syaa.g_02064	Prbc.g_00662
OG0000791	Syaa.g_02066	Prbc.g_00664
OG0000792	Syaa.g_02067	Prbc.g_00665
OG0000793	Syaa.g_02072	Prbc.g_00668
OG0000794	Syaa.g_02073	Prbc.g_00669
OG0000795	Syaa.g_02074	Prbc.g_00670
OG0000796	Syaa.g_02078	Prbc.g_00674
OG0000797	Syaa.g_02079	Prbc.g_00675
OG0000799	Syaa.g_01743	Prbc.g_00690
OG0000800	Syaa.g_01747	Prbc.g_00691
OG0000801	Syaa.g_01748	Prbc.g_00692
OG0000802	Syaa.g_01753	Prbc.g_00694
OG0000803	Syaa.g_01758	Prbc.g_00696
OG0000804	Syaa.g_01761	Prbc.g_00697
OG0000805	Syaa.g_01763	Prbc.g_00699
OG0000806	Syaa.g_01765	Prbc.g_00701
OG0000807	Syaa.g_01767	Prbc.g_00702
OG0000808	Syaa.g_01768	Prbc.g_00703
OG0000809	Syaa.g_01771	Prbc.g_00707
OG0000810	Syaa.g_01772	Prbc.g_00708
OG0000811	Syaa.g_01778	Prbc.g_00712
OG0000812	Syaa.g_01780	Prbc.g_00714
OG0000813	Syaa.g_01781	Prbc.g_00715
OG0000814	Syaa.g_01783	Prbc.g_00717
OG0000815	Syaa.g_01784	Prbc.g_00718
OG0000816	Syaa.g_01785	Prbc.g_00720
OG0000817	Syaa.g_01786	Prbc.g_00721
OG0000818	Syaa.g_01792	Prbc.g_00725
OG0000819	Syaa.g_01793	Prbc.g_00726
OG0000820	Syaa.g_01794	Prbc.g_00727
OG0000821	Syaa.g_01800	Prbc.g_00730
OG0000822	Syaa.g_01802	Prbc.g_00731
OG0000823	Syaa.g_01803	Prbc.g_00732
OG0000824	Syaa.g_01807	Prbc.g_00735
OG0000825	Syaa.g_01808	Prbc.g_00736
OG0000826	Syaa.g_01809	Prbc.g_00737
OG0000827	Syaa.g_01810	Prbc.g_00738
OG0000828	Syaa.g_01813	Prbc.g_00741
OG0000829	Syaa.g_01814	Prbc.g_00742
OG0000830	Syaa.g_01815	Prbc.g_00743
OG0000831	Syaa.g_01817	Prbc.g_00745
OG0000832	Syaa.g_00627	Prbc.g_00755
OG0000833	Syaa.g_00611	Prbc.g_00763
OG0000834	Syaa.g_00608	Prbc.g_00764
OG0000835	Syaa.g_00607	Prbc.g_00765
OG0000836	Syaa.g_00603	Prbc.g_00766
OG0000837	Syaa.g_00601	Prbc.g_00767
OG0000838	Syaa.g_00597	Prbc.g_00769
OG0000839	Syaa.g_00596	Prbc.g_00770
OG0000840	Syaa.g_00595	Prbc.g_00771
OG0000841	Syaa.g_00594	Prbc.g_00772
OG0000842	Syaa.g_00593	Prbc.g_00773
OG0000843	Syaa.g_00592	Prbc.g_00774
OG0000844	Syaa.g_00590	Prbc.g_00775
OG0000845	Syaa.g_00589	Prbc.g_00776
OG0000846	Syaa.g_00588	Prbc.g_00777
OG0000847	Syaa.g_00587	Prbc.g_00778
OG0000848	Syaa.g_00585	Prbc.g_00779
OG0000849	Syaa.g_00584	Prbc.g_00780
OG0000850	Syaa.g_00582	Prbc.g_00782
OG0000851	Syaa.g_00577	Prbc.g_00783
OG0000852	Syaa.g_00576	Prbc.g_00784
OG0000853	Syaa.g_00572	Prbc.g_00789
OG0000854	Syaa.g_00570	Prbc.g_00791
OG0000855	Syaa.g_00569	Prbc.g_00792
OG0000856	Syaa.g_01650	Prbc.g_00677
OG0000857	Syaa.g_01188	Prbc.g_01874
OG0000858	Syaa.g_00563	Prbc.g_00827
OG0000859	Syaa.g_00562	Prbc.g_00828
OG0000860	Syaa.g_00549	Prbc.g_00834
OG0000861	Syaa.g_00548	Prbc.g_00835
OG0000862	Syaa.g_00547	Prbc.g_00836
OG0000863	Syaa.g_00543	Prbc.g_00837
OG0000864	Syaa.g_00542	Prbc.g_00838
OG0000865	Syaa.g_00541	Prbc.g_00839
OG0000866	Syaa.g_00540	Prbc.g_00840
OG0000867	Syaa.g_00539	Prbc.g_00841
OG0000868	Syaa.g_00536	Prbc.g_00842
OG0000869	Syaa.g_00531	Prbc.g_00845
OG0000870	Syaa.g_00526	Prbc.g_00850
OG0000871	Syaa.g_00525	Prbc.g_00851
OG0000872	Syaa.g_00511	Prbc.g_00852
OG0000873	Syaa.g_00497	Prbc.g_00855
OG0000874	Syaa.g_00519	Prbc.g_00858
OG0000875	Syaa.g_00438	Prbc.g_00860
OG0000876	Syaa.g_00682	Prbc.g_00861
OG0000877	Syaa.g_00679	Prbc.g_00863
OG0000878	Syaa.g_00678	Prbc.g_00864
OG0000879	Syaa.g_00677	Prbc.g_00865
OG0000880	Syaa.g_00676	Prbc.g_00866
OG0000881	Syaa.g_00671	Prbc.g_00869
OG0000882	Syaa.g_00666	Prbc.g_00874
OG0000883	Syaa.g_00661	Prbc.g_00876
OG0000884	Syaa.g_00659	Prbc.g_00878
OG0000885	Syaa.g_00658	Prbc.g_00879
OG0000886	Syaa.g_00657	Prbc.g_00880
OG0000887	Syaa.g_00656	Prbc.g_00881
OG0000888	Syaa.g_00654	Prbc.g_00883
OG0000889	Syaa.g_00652	Prbc.g_00885
OG0000890	Syaa.g_00644	Prbc.g_00886
OG0000891	Syaa.g_00643	Prbc.g_00887
OG0000892	Syaa.g_00640	Prbc.g_00889
OG0000893	Syaa.g_02352	Prbc.g_00933
OG0000894	Syaa.g_02349	Prbc.g_00936
OG0000895	Syaa.g_02345	Prbc.g_00939
OG0000896	Syaa.g_02344	Prbc.g_00940
OG0000897	Syaa.g_02342	Prbc.g_00942
OG0000898	Syaa.g_02341	Prbc.g_00943
OG0000899	Syaa.g_02340	Prbc.g_00944
OG0000900	Syaa.g_02339	Prbc.g_00945
OG0000901	Syaa.g_02334	Prbc.g_00948
OG0000902	Syaa.g_02332	Prbc.g_00950
OG0000903	Syaa.g_02313	Prbc.g_00960
OG0000904	Syaa.g_02318	Prbc.g_00955
OG0000905	Syaa.g_02324	Prbc.g_00952
OG0000906	Syaa.g_02327	Prbc.g_00951
OG0000907	Syaa.g_02295	Prbc.g_00327
OG0000908	Syaa.g_02292	Prbc.g_00324
OG0000909	Syaa.g_02291	Prbc.g_00323
OG0000910	Syaa.g_02290	Prbc.g_00322
OG0000911	Syaa.g_02288	Prbc.g_00320
OG0000912	Syaa.g_02287	Prbc.g_00319
OG0000913	Syaa.g_02286	Prbc.g_00318
OG0000914	Syaa.g_02285	Prbc.g_00317
OG0000915	Syaa.g_02283	Prbc.g_00316
OG0000916	Syaa.g_02282	Prbc.g_00315
OG0000917	Syaa.g_02281	Prbc.g_00314
OG0000918	Syaa.g_02280	Prbc.g_00313
OG0000919	Syaa.g_02279	Prbc.g_00312
OG0000920	Syaa.g_02278	Prbc.g_00311
OG0000921	Syaa.g_02277	Prbc.g_00310
OG0000922	Syaa.g_02276	Prbc.g_00309
OG0000923	Syaa.g_02272	Prbc.g_00305
OG0000924	Syaa.g_02271	Prbc.g_00304
OG0000925	Syaa.g_02270	Prbc.g_00303
OG0000926	Syaa.g_02269	Prbc.g_00302
OG0000927	Syaa.g_02267	Prbc.g_00300
OG0000928	Syaa.g_02266	Prbc.g_00299
OG0000929	Syaa.g_02265	Prbc.g_00298
OG0000930	Syaa.g_02264	Prbc.g_00297
OG0000931	Syaa.g_02263	Prbc.g_00296
OG0000932	Syaa.g_02262	Prbc.g_00295
OG0000933	Syaa.g_02256	Prbc.g_00291
OG0000934	Syaa.g_02254	Prbc.g_00289
OG0000935	Syaa.g_02253	Prbc.g_00288
OG0000936	Syaa.g_02252	Prbc.g_00287
OG0000937	Syaa.g_02251	Prbc.g_00286
OG0000938	Syaa.g_02248	Prbc.g_00283
OG0000939	Syaa.g_02247	Prbc.g_00282
OG0000940	Syaa.g_02240	Prbc.g_00275
OG0000941	Syaa.g_02238	Prbc.g_00273
OG0000942	Syaa.g_02236	Prbc.g_00271
OG0000943	Syaa.g_02235	Prbc.g_00270
OG0000944	Syaa.g_02233	Prbc.g_00268
OG0000945	Syaa.g_02231	Prbc.g_00267
OG0000946	Syaa.g_02225	Prbc.g_00248
OG0000947	Syaa.g_02222	Prbc.g_00246
OG0000948	Syaa.g_02221	Prbc.g_00245
OG0000949	Syaa.g_00172	Prbc.g_00242
OG0000950	Syaa.g_00159	Prbc.g_00237
OG0000951	Syaa.g_00153	Prbc.g_00233
OG0000952	Syaa.g_00149	Prbc.g_00229
OG0000953	Syaa.g_00143	Prbc.g_00225
OG0000954	Syaa.g_00138	Prbc.g_00221
OG0000955	Syaa.g_00137	Prbc.g_00220
OG0000956	Syaa.g_00135	Prbc.g_00218
OG0000957	Syaa.g_00125	Prbc.g_00213
OG0000958	Syaa.g_00124	Prbc.g_00212
OG0000959	Syaa.g_00120	Prbc.g_00208
OG0000960	Syaa.g_00119	Prbc.g_00207
OG0000961	Syaa.g_00106	Prbc.g_00204
OG0000962	Syaa.g_00102	Prbc.g_00202
OG0000963	Syaa.g_00097	Prbc.g_00197
OG0000964	Syaa.g_00096	Prbc.g_00196
OG0000965	Syaa.g_00095	Prbc.g_00195
OG0000966	Syaa.g_00083	Prbc.g_00965
OG0000967	Syaa.g_00074	Prbc.g_00969
OG0000968	Syaa.g_00078	Prbc.g_00971
OG0000969	Syaa.g_00077	Prbc.g_00972
OG0000970	Syaa.g_00076	Prbc.g_00973
OG0000971	Syaa.g_00069	Prbc.g_00974
OG0000972	Syaa.g_00068	Prbc.g_00975
OG0000973	Syaa.g_00067	Prbc.g_00976
OG0000974	Syaa.g_00066	Prbc.g_00977
OG0000975	Syaa.g_00065	Prbc.g_00978
OG0000976	Syaa.g_00064	Prbc.g_00979
OG0000977	Syaa.g_00062	Prbc.g_00980
OG0000978	Syaa.g_00061	Prbc.g_00981
OG0000979	Syaa.g_00058	Prbc.g_00984
OG0000980	Syaa.g_00055	Prbc.g_00986
OG0000981	Syaa.g_00052	Prbc.g_00989
OG0000982	Syaa.g_02593	Prbc.g_00991
OG0000983	Syaa.g_02594	Prbc.g_00992
OG0000984	Syaa.g_02595	Prbc.g_00993
OG0000985	Syaa.g_02597	Prbc.g_00996
OG0000986	Syaa.g_02601	Prbc.g_00998
OG0000987	Syaa.g_02603	Prbc.g_00999
OG0000988	Syaa.g_02608	Prbc.g_01002
OG0000989	Syaa.g_02616	Prbc.g_01006
OG0000990	Syaa.g_02647	Prbc.g_01011
OG0000991	Syaa.g_02650	Prbc.g_01012
OG0000992	Syaa.g_02653	Prbc.g_01015
OG0000993	Syaa.g_02654	Prbc.g_01016
OG0000994	Syaa.g_02657	Prbc.g_01017
OG0000995	Syaa.g_02662	Prbc.g_01021
OG0000996	Syaa.g_02705	Prbc.g_01022
OG0000997	Syaa.g_02725	Prbc.g_01043
OG0000998	Syaa.g_02727	Prbc.g_01045
OG0000999	Syaa.g_02728	Prbc.g_01046
OG0001000	Syaa.g_02732	Prbc.g_01049
OG0001001	Syaa.g_02738	Prbc.g_01052
OG0001002	Syaa.g_02745	Prbc.g_01057
OG0001003	Syaa.g_02747	Prbc.g_01060
OG0001004	Syaa.g_02748	Prbc.g_01061
OG0001005	Syaa.g_02749	Prbc.g_01062
OG0001006	Syaa.g_02756	Prbc.g_01067
OG0001007	Syaa.g_02758	Prbc.g_01069
OG0001008	Syaa.g_00704	Prbc.g_01498
OG0001009	Syaa.g_00034	Prbc.g_01097
OG0001010	Syaa.g_00035	Prbc.g_01098
OG0001011	Syaa.g_00037	Prbc.g_01099
OG0001012	Syaa.g_02589	Prbc.g_01121
OG0001013	Syaa.g_02576	Prbc.g_01126
OG0001014	Syaa.g_02572	Prbc.g_01129
OG0001015	Syaa.g_02571	Prbc.g_01130
OG0001016	Syaa.g_00348	Prbc.g_00500
OG0001017	Syaa.g_00342	Prbc.g_00496
OG0001018	Syaa.g_00340	Prbc.g_00493
OG0001019	Syaa.g_00323	Prbc.g_00484
OG0001020	Syaa.g_02355	Prbc.g_00483
OG0001021	Syaa.g_02359	Prbc.g_00482
OG0001022	Syaa.g_02365	Prbc.g_00479
OG0001023	Syaa.g_02366	Prbc.g_00478
OG0001024	Syaa.g_02370	Prbc.g_00475
OG0001025	Syaa.g_02377	Prbc.g_00468
OG0001026	Syaa.g_02390	Prbc.g_00460
OG0001027	Syaa.g_02397	Prbc.g_00459
OG0001028	Syaa.g_02399	Prbc.g_00457
OG0001029	Syaa.g_02401	Prbc.g_00455
OG0001030	Syaa.g_02422	Prbc.g_00439
OG0001031	Syaa.g_02500	Prbc.g_00385
OG0001032	Syaa.g_02502	Prbc.g_00384
OG0001033	Syaa.g_02539	Prbc.g_00364
OG0001034	Syaa.g_02108	Prbc.g_00334
OG0001035	Syaa.g_00298	Prbc.g_01150
OG0001036	Syaa.g_00293	Prbc.g_01154
OG0001037	Syaa.g_00291	Prbc.g_01155
OG0001038	Syaa.g_00264	Prbc.g_01171
OG0001039	Syaa.g_00261	Prbc.g_01173
OG0001040	Syaa.g_00258	Prbc.g_01176
OG0001041	Syaa.g_00253	Prbc.g_01180
OG0001042	Syaa.g_00227	Prbc.g_01196
OG0001043	Syaa.g_00223	Prbc.g_01197
OG0001044	Syaa.g_02183	Prbc.g_01245
OG0001045	Syaa.g_02170	Prbc.g_01254
OG0001046	Syaa.g_01332	Prbc.g_02168
OG0001047	Syaa.g_00706	Prbc.g_01500
OG0001048	Syaa.g_00707	Prbc.g_01501
OG0001049	Syaa.g_00710	Prbc.g_01503
OG0001050	Syaa.g_00711	Prbc.g_01504
OG0001051	Syaa.g_00712	Prbc.g_01505
OG0001052	Syaa.g_01846	Prbc.g_01531
OG0001053	Syaa.g_02048	Prbc.g_01543
OG0001054	Syaa.g_02031	Prbc.g_01557
OG0001055	Syaa.g_02010	Prbc.g_01597
OG0001056	Syaa.g_01975	Prbc.g_01615
OG0001057	Syaa.g_01966	Prbc.g_01620
OG0001058	Syaa.g_01951	Prbc.g_01629
OG0001059	Syaa.g_01947	Prbc.g_01633
OG0001060	Syaa.g_01941	Prbc.g_01640
OG0001061	Syaa.g_01919	Prbc.g_01653
OG0001062	Syaa.g_01917	Prbc.g_01655
OG0001063	Syaa.g_01912	Prbc.g_01656
OG0001064	Syaa.g_01911	Prbc.g_01657
OG0001065	Syaa.g_01910	Prbc.g_01658
OG0001066	Syaa.g_01909	Prbc.g_01659
OG0001067	Syaa.g_01908	Prbc.g_01660
OG0001068	Syaa.g_01907	Prbc.g_01661
OG0001069	Syaa.g_01906	Prbc.g_01662
