Orthogroup	Syaa	Syal
OG0000551	Syaa.g_01993	Syal.g_02953
OG0000552	Syaa.g_01992	Syal.g_02954
OG0000553	Syaa.g_01990	Syal.g_02843
OG0000554	Syaa.g_01979	Syal.g_02837
OG0000555	Syaa.g_01961	Syal.g_02823
OG0000556	Syaa.g_01957	Syal.g_02819
OG0000557	Syaa.g_01955	Syal.g_02816
OG0000558	Syaa.g_01953	Syal.g_02814
OG0000559	Syaa.g_01949	Syal.g_02810
OG0000560	Syaa.g_01946	Syal.g_02807
OG0000561	Syaa.g_01945	Syal.g_02806
OG0000562	Syaa.g_01944	Syal.g_02805
OG0000563	Syaa.g_01943	Syal.g_02804
OG0000564	Syaa.g_01942	Syal.g_02803
OG0000565	Syaa.g_01939	Syal.g_02799
OG0000566	Syaa.g_01935	Syal.g_02795
OG0000567	Syaa.g_01931	Syal.g_02791
OG0000568	Syaa.g_01928	Syal.g_02789
OG0000569	Syaa.g_01925	Syal.g_02788
OG0000570	Syaa.g_01924	Syal.g_02787
OG0000571	Syaa.g_01920	Syal.g_02784
OG0000572	Syaa.g_01904	Syal.g_02767
OG0000573	Syaa.g_01896	Syal.g_02759
OG0000574	Syaa.g_01895	Syal.g_02758
OG0000575	Syaa.g_01891	Syal.g_02753
OG0000576	Syaa.g_01889	Syal.g_02751
OG0000577	Syaa.g_01888	Syal.g_02750
OG0000578	Syaa.g_01887	Syal.g_02749
OG0000579	Syaa.g_01886	Syal.g_02748
OG0000580	Syaa.g_01885	Syal.g_02747
OG0000581	Syaa.g_01879	Syal.g_02741
OG0000582	Syaa.g_01687	Syal.g_02736
OG0000583	Syaa.g_01686	Syal.g_02735
OG0000584	Syaa.g_01685	Syal.g_02734
OG0000585	Syaa.g_01683	Syal.g_02731
OG0000586	Syaa.g_01682	Syal.g_02730
OG0000587	Syaa.g_01680	Syal.g_02728
OG0000588	Syaa.g_01666	Syal.g_02717
OG0000589	Syaa.g_01662	Syal.g_02714
OG0000590	Syaa.g_01661	Syal.g_02713
OG0000591	Syaa.g_01653	Syal.g_02707
OG0000592	Syaa.g_01652	Syal.g_02706
OG0000593	Syaa.g_01638	Syal.g_02640
OG0000594	Syaa.g_01637	Syal.g_02639
OG0000595	Syaa.g_01636	Syal.g_02638
OG0000596	Syaa.g_01630	Syal.g_02633
OG0000597	Syaa.g_01627	Syal.g_02630
OG0000598	Syaa.g_01626	Syal.g_02629
OG0000599	Syaa.g_01623	Syal.g_02622
OG0000600	Syaa.g_01622	Syal.g_02621
OG0000601	Syaa.g_01621	Syal.g_02620
OG0000602	Syaa.g_01616	Syal.g_02615
OG0000603	Syaa.g_01615	Syal.g_02614
OG0000604	Syaa.g_01612	Syal.g_02612
OG0000605	Syaa.g_01447	Syal.g_02516
OG0000606	Syaa.g_01055	Syal.g_02174
OG0000607	Syaa.g_01058	Syal.g_02177
OG0000608	Syaa.g_01059	Syal.g_02178
OG0000609	Syaa.g_01061	Syal.g_02180
OG0000610	Syaa.g_01068	Syal.g_02198
OG0000611	Syaa.g_01071	Syal.g_02201
OG0000612	Syaa.g_01072	Syal.g_02202
OG0000613	Syaa.g_00199	Syal.g_01325
OG0000614	Syaa.g_00906	Syal.g_01794
OG0000615	Syaa.g_01113	Syal.g_02256
OG0000616	Syaa.g_02742	Syal.g_00079
OG0000617	Syaa.g_01244	Syal.g_01866
OG0000618	Syaa.g_01245	Syal.g_01867
OG0000619	Syaa.g_01246	Syal.g_02417
OG0000620	Syaa.g_01259	Syal.g_02422
OG0000621	Syaa.g_01260	Syal.g_02423
OG0000622	Syaa.g_01261	Syal.g_02424
OG0000623	Syaa.g_01262	Syal.g_02425
OG0000624	Syaa.g_01264	Syal.g_02427
OG0000625	Syaa.g_01265	Syal.g_02428
OG0000626	Syaa.g_01266	Syal.g_02429
OG0000627	Syaa.g_01414	Syal.g_02048
OG0000628	Syaa.g_01413	Syal.g_02047
OG0000629	Syaa.g_01410	Syal.g_02044
OG0000630	Syaa.g_01406	Syal.g_02040
OG0000631	Syaa.g_01400	Syal.g_02031
OG0000632	Syaa.g_01399	Syal.g_02030
OG0000633	Syaa.g_01397	Syal.g_02029
OG0000634	Syaa.g_01150	Syal.g_02410
OG0000635	Syaa.g_01151	Syal.g_02411
OG0000636	Syaa.g_01153	Syal.g_02413
OG0000637	Syaa.g_01155	Syal.g_02415
OG0000638	Syaa.g_01156	Syal.g_02416
OG0000639	Syaa.g_01157	Syal.g_01868
OG0000640	Syaa.g_01158	Syal.g_01869
OG0000641	Syaa.g_01162	Syal.g_01873
OG0000642	Syaa.g_01163	Syal.g_01874
OG0000643	Syaa.g_01165	Syal.g_01875
OG0000644	Syaa.g_01166	Syal.g_01876
OG0000645	Syaa.g_01184	Syal.g_01878
OG0000646	Syaa.g_01187	Syal.g_01881
OG0000647	Syaa.g_01189	Syal.g_01883
OG0000648	Syaa.g_01191	Syal.g_02438
OG0000649	Syaa.g_01192	Syal.g_02439
OG0000650	Syaa.g_01193	Syal.g_02440
OG0000651	Syaa.g_01194	Syal.g_02441
OG0000652	Syaa.g_01195	Syal.g_02442
OG0000653	Syaa.g_01197	Syal.g_02444
OG0000654	Syaa.g_01198	Syal.g_02445
OG0000655	Syaa.g_01199	Syal.g_02446
OG0000656	Syaa.g_01202	Syal.g_02449
OG0000657	Syaa.g_00838	Syal.g_02460
OG0000658	Syaa.g_00836	Syal.g_02465
OG0000659	Syaa.g_00835	Syal.g_02466
OG0000660	Syaa.g_00831	Syal.g_02470
OG0000661	Syaa.g_00829	Syal.g_02472
OG0000662	Syaa.g_00827	Syal.g_02474
OG0000663	Syaa.g_00824	Syal.g_02477
OG0000664	Syaa.g_00823	Syal.g_02478
OG0000665	Syaa.g_01442	Syal.g_02593
OG0000666	Syaa.g_01448	Syal.g_02605
OG0000668	Syaa.g_01300	Syal.g_01920
OG0000669	Syaa.g_01084	Syal.g_02295
OG0000670	Syaa.g_01087	Syal.g_02956
OG0000671	Syaa.g_01089	Syal.g_02291
OG0000672	Syaa.g_01092	Syal.g_02288
OG0000673	Syaa.g_01095	Syal.g_02285
OG0000674	Syaa.g_01097	Syal.g_02283
OG0000675	Syaa.g_01098	Syal.g_02282
OG0000676	Syaa.g_01100	Syal.g_02272
OG0000677	Syaa.g_01101	Syal.g_02271
OG0000678	Syaa.g_01106	Syal.g_02264
OG0000679	Syaa.g_01116	Syal.g_02252
OG0000680	Syaa.g_01117	Syal.g_02251
OG0000681	Syaa.g_01120	Syal.g_02248
OG0000682	Syaa.g_01121	Syal.g_02247
OG0000683	Syaa.g_01122	Syal.g_02246
OG0000684	Syaa.g_01132	Syal.g_02242
OG0000685	Syaa.g_01134	Syal.g_02240
OG0000686	Syaa.g_01135	Syal.g_02239
OG0000687	Syaa.g_01136	Syal.g_02237
OG0000688	Syaa.g_01140	Syal.g_02225
OG0000689	Syaa.g_01142	Syal.g_02223
OG0000690	Syaa.g_01143	Syal.g_02222
OG0000691	Syaa.g_01144	Syal.g_02221
OG0000692	Syaa.g_01145	Syal.g_02220
OG0000693	Syaa.g_01146	Syal.g_02218
OG0000694	Syaa.g_01147	Syal.g_02217
OG0000695	Syaa.g_01395	Syal.g_02027
OG0000696	Syaa.g_01394	Syal.g_02026
OG0000697	Syaa.g_01392	Syal.g_02025
OG0000698	Syaa.g_01389	Syal.g_02022
OG0000699	Syaa.g_01387	Syal.g_02021
OG0000700	Syaa.g_01386	Syal.g_02020
OG0000701	Syaa.g_01385	Syal.g_02019
OG0000702	Syaa.g_01376	Syal.g_02011
OG0000703	Syaa.g_01375	Syal.g_02010
OG0000704	Syaa.g_01373	Syal.g_02008
OG0000705	Syaa.g_01365	Syal.g_01999
OG0000706	Syaa.g_01364	Syal.g_01998
OG0000707	Syaa.g_01363	Syal.g_01997
OG0000708	Syaa.g_01360	Syal.g_01994
OG0000709	Syaa.g_01351	Syal.g_01986
OG0000710	Syaa.g_01348	Syal.g_01982
OG0000711	Syaa.g_01320	Syal.g_01954
OG0000712	Syaa.g_01318	Syal.g_01952
OG0000713	Syaa.g_01317	Syal.g_01951
OG0000714	Syaa.g_01315	Syal.g_01948
OG0000715	Syaa.g_01313	Syal.g_01934
OG0000716	Syaa.g_01309	Syal.g_01930
OG0000717	Syaa.g_01308	Syal.g_01929
OG0000718	Syaa.g_01304	Syal.g_01925
OG0000719	Syaa.g_01302	Syal.g_01922
OG0000720	Syaa.g_01289	Syal.g_01908
OG0000721	Syaa.g_01287	Syal.g_01906
OG0000722	Syaa.g_01286	Syal.g_01905
OG0000723	Syaa.g_01268	Syal.g_02433
OG0000724	Syaa.g_00872	Syal.g_01829
OG0000725	Syaa.g_00882	Syal.g_01820
OG0000726	Syaa.g_00883	Syal.g_01819
OG0000727	Syaa.g_00884	Syal.g_01818
OG0000728	Syaa.g_00886	Syal.g_01816
OG0000729	Syaa.g_00100	Syal.g_01510
OG0000730	Syaa.g_02185	Syal.g_00345
OG0000731	Syaa.g_02173	Syal.g_00356
OG0000732	Syaa.g_00054	Syal.g_00149
OG0000733	Syaa.g_02621	Syal.g_01105
OG0000734	Syaa.g_02388	Syal.g_00828
OG0000735	Syaa.g_00754	Syal.g_01627
OG0000736	Syaa.g_00755	Syal.g_01628
OG0000737	Syaa.g_00756	Syal.g_01629
OG0000738	Syaa.g_00761	Syal.g_01634
OG0000739	Syaa.g_00762	Syal.g_01645
OG0000740	Syaa.g_00763	Syal.g_01646
OG0000741	Syaa.g_00766	Syal.g_01649
OG0000742	Syaa.g_00769	Syal.g_01652
OG0000743	Syaa.g_00771	Syal.g_01654
OG0000744	Syaa.g_00772	Syal.g_01655
OG0000745	Syaa.g_00774	Syal.g_01657
OG0000746	Syaa.g_00776	Syal.g_01659
OG0000747	Syaa.g_00777	Syal.g_01660
OG0000748	Syaa.g_00787	Syal.g_01674
OG0000749	Syaa.g_00789	Syal.g_01675
OG0000750	Syaa.g_00790	Syal.g_01676
OG0000751	Syaa.g_00797	Syal.g_01688
OG0000752	Syaa.g_00799	Syal.g_01690
OG0000753	Syaa.g_00802	Syal.g_01693
OG0000754	Syaa.g_01025	Syal.g_01698
OG0000755	Syaa.g_01005	Syal.g_01707
OG0000756	Syaa.g_01004	Syal.g_01708
OG0000757	Syaa.g_00996	Syal.g_01715
OG0000758	Syaa.g_00995	Syal.g_01716
OG0000759	Syaa.g_00994	Syal.g_01717
OG0000760	Syaa.g_00993	Syal.g_01718
OG0000761	Syaa.g_00992	Syal.g_01719
OG0000762	Syaa.g_00988	Syal.g_01721
OG0000763	Syaa.g_00986	Syal.g_01723
OG0000764	Syaa.g_00985	Syal.g_01724
OG0000765	Syaa.g_00968	Syal.g_01768
OG0000766	Syaa.g_00967	Syal.g_01767
OG0000767	Syaa.g_00965	Syal.g_01765
OG0000768	Syaa.g_00964	Syal.g_01764
OG0000769	Syaa.g_00962	Syal.g_01762
OG0000770	Syaa.g_00959	Syal.g_01758
OG0000771	Syaa.g_00866	Syal.g_01835
OG0000772	Syaa.g_01526	Syal.g_01641
OG0000773	Syaa.g_00749	Syal.g_01618
OG0000774	Syaa.g_00745	Syal.g_01610
OG0000775	Syaa.g_00742	Syal.g_01608
OG0000776	Syaa.g_00741	Syal.g_01607
OG0000777	Syaa.g_00740	Syal.g_01606
OG0000778	Syaa.g_00739	Syal.g_01605
OG0000779	Syaa.g_00733	Syal.g_01599
OG0000780	Syaa.g_00730	Syal.g_01594
OG0000781	Syaa.g_00726	Syal.g_01590
OG0000782	Syaa.g_00725	Syal.g_01589
OG0000783	Syaa.g_00724	Syal.g_01588
OG0000784	Syaa.g_00723	Syal.g_01587
OG0000785	Syaa.g_00721	Syal.g_01585
OG0000786	Syaa.g_01875	Syal.g_01579
OG0000787	Syaa.g_01876	Syal.g_01578
OG0000788	Syaa.g_01620	Syal.g_02619
OG0000789	Syaa.g_01434	Syal.g_02598
OG0000790	Syaa.g_02064	Syal.g_02883
OG0000791	Syaa.g_02066	Syal.g_02882
OG0000792	Syaa.g_02067	Syal.g_02881
OG0000793	Syaa.g_02072	Syal.g_02876
OG0000794	Syaa.g_02073	Syal.g_02875
OG0000795	Syaa.g_02074	Syal.g_02874
OG0000796	Syaa.g_02078	Syal.g_02870
OG0000797	Syaa.g_02079	Syal.g_02869
OG0000798	Syaa.g_00265	Syal.g_01260
OG0000798	Syaa.g_00494	Syal.g_01372
OG0000799	Syaa.g_01743	Syal.g_01547
OG0000800	Syaa.g_01747	Syal.g_01542
OG0000801	Syaa.g_01748	Syal.g_01541
OG0000802	Syaa.g_01753	Syal.g_01536
OG0000803	Syaa.g_01758	Syal.g_00040
OG0000804	Syaa.g_01761	Syal.g_00036
OG0000805	Syaa.g_01763	Syal.g_00030
OG0000806	Syaa.g_01765	Syal.g_00028
OG0000807	Syaa.g_01767	Syal.g_00026
OG0000808	Syaa.g_01768	Syal.g_00025
OG0000809	Syaa.g_01771	Syal.g_00022
OG0000810	Syaa.g_01772	Syal.g_00021
OG0000811	Syaa.g_01778	Syal.g_00380
OG0000812	Syaa.g_01780	Syal.g_00382
OG0000813	Syaa.g_01781	Syal.g_00383
OG0000814	Syaa.g_01783	Syal.g_00385
OG0000815	Syaa.g_01784	Syal.g_00391
OG0000816	Syaa.g_01785	Syal.g_00393
OG0000817	Syaa.g_01786	Syal.g_00394
OG0000818	Syaa.g_01792	Syal.g_00401
OG0000819	Syaa.g_01793	Syal.g_00402
OG0000820	Syaa.g_01794	Syal.g_00403
OG0000821	Syaa.g_01800	Syal.g_00409
OG0000822	Syaa.g_01802	Syal.g_00411
OG0000823	Syaa.g_01803	Syal.g_00412
OG0000824	Syaa.g_01807	Syal.g_00417
OG0000825	Syaa.g_01808	Syal.g_00418
OG0000826	Syaa.g_01809	Syal.g_00419
OG0000827	Syaa.g_01810	Syal.g_00420
OG0000828	Syaa.g_01813	Syal.g_00423
OG0000829	Syaa.g_01814	Syal.g_00424
OG0000830	Syaa.g_01815	Syal.g_00425
OG0000831	Syaa.g_01817	Syal.g_00427
OG0000832	Syaa.g_00627	Syal.g_02967
OG0000833	Syaa.g_00611	Syal.g_02976
OG0000834	Syaa.g_00608	Syal.g_02979
OG0000835	Syaa.g_00607	Syal.g_02980
OG0000836	Syaa.g_00603	Syal.g_02983
OG0000837	Syaa.g_00601	Syal.g_02984
OG0000838	Syaa.g_00597	Syal.g_02988
OG0000839	Syaa.g_00596	Syal.g_02989
OG0000840	Syaa.g_00595	Syal.g_02990
OG0000841	Syaa.g_00594	Syal.g_02991
OG0000842	Syaa.g_00593	Syal.g_02992
OG0000843	Syaa.g_00592	Syal.g_02993
OG0000844	Syaa.g_00590	Syal.g_02995
OG0000845	Syaa.g_00589	Syal.g_02996
OG0000846	Syaa.g_00588	Syal.g_02997
OG0000847	Syaa.g_00587	Syal.g_02998
OG0000848	Syaa.g_00585	Syal.g_03000
OG0000849	Syaa.g_00584	Syal.g_03001
OG0000850	Syaa.g_00582	Syal.g_03008
OG0000851	Syaa.g_00577	Syal.g_00561
OG0000852	Syaa.g_00576	Syal.g_00562
OG0000853	Syaa.g_00572	Syal.g_00566
OG0000854	Syaa.g_00570	Syal.g_00568
OG0000855	Syaa.g_00569	Syal.g_00569
OG0000856	Syaa.g_01650	Syal.g_02704
OG0000857	Syaa.g_01188	Syal.g_01882
OG0000858	Syaa.g_00563	Syal.g_00576
OG0000859	Syaa.g_00562	Syal.g_00577
OG0000860	Syaa.g_00549	Syal.g_00589
OG0000861	Syaa.g_00548	Syal.g_00590
OG0000862	Syaa.g_00547	Syal.g_00591
OG0000863	Syaa.g_00543	Syal.g_00594
OG0000864	Syaa.g_00542	Syal.g_00595
OG0000865	Syaa.g_00541	Syal.g_00596
OG0000866	Syaa.g_00540	Syal.g_00597
OG0000867	Syaa.g_00539	Syal.g_00598
OG0000868	Syaa.g_00536	Syal.g_00604
OG0000869	Syaa.g_00531	Syal.g_00609
OG0000870	Syaa.g_00526	Syal.g_00614
OG0000871	Syaa.g_00525	Syal.g_00615
OG0000872	Syaa.g_00511	Syal.g_00621
OG0000873	Syaa.g_00497	Syal.g_00624
OG0000874	Syaa.g_00519	Syal.g_00627
OG0000875	Syaa.g_00438	Syal.g_00629
OG0000876	Syaa.g_00682	Syal.g_00631
OG0000877	Syaa.g_00679	Syal.g_00633
OG0000878	Syaa.g_00678	Syal.g_00634
OG0000879	Syaa.g_00677	Syal.g_00635
OG0000880	Syaa.g_00676	Syal.g_00636
OG0000881	Syaa.g_00671	Syal.g_00641
OG0000882	Syaa.g_00666	Syal.g_00646
OG0000883	Syaa.g_00661	Syal.g_00648
OG0000884	Syaa.g_00659	Syal.g_00650
OG0000885	Syaa.g_00658	Syal.g_00651
OG0000886	Syaa.g_00657	Syal.g_00652
OG0000887	Syaa.g_00656	Syal.g_00653
OG0000888	Syaa.g_00654	Syal.g_00655
OG0000889	Syaa.g_00652	Syal.g_00657
OG0000890	Syaa.g_00644	Syal.g_00663
OG0000891	Syaa.g_00643	Syal.g_00664
OG0000892	Syaa.g_00640	Syal.g_00668
OG0000893	Syaa.g_02352	Syal.g_00193
OG0000894	Syaa.g_02349	Syal.g_00196
OG0000895	Syaa.g_02345	Syal.g_00200
OG0000896	Syaa.g_02344	Syal.g_00201
OG0000897	Syaa.g_02342	Syal.g_00203
OG0000898	Syaa.g_02341	Syal.g_00204
OG0000899	Syaa.g_02340	Syal.g_00205
OG0000900	Syaa.g_02339	Syal.g_00206
OG0000901	Syaa.g_02334	Syal.g_00211
OG0000902	Syaa.g_02332	Syal.g_00213
OG0000903	Syaa.g_02313	Syal.g_00227
OG0000904	Syaa.g_02318	Syal.g_00222
OG0000905	Syaa.g_02324	Syal.g_00217
OG0000906	Syaa.g_02327	Syal.g_00215
OG0000907	Syaa.g_02295	Syal.g_00229
OG0000908	Syaa.g_02292	Syal.g_00232
OG0000909	Syaa.g_02291	Syal.g_00233
OG0000910	Syaa.g_02290	Syal.g_00234
OG0000911	Syaa.g_02288	Syal.g_00237
OG0000912	Syaa.g_02287	Syal.g_00238
OG0000913	Syaa.g_02286	Syal.g_00239
OG0000914	Syaa.g_02285	Syal.g_00240
OG0000915	Syaa.g_02283	Syal.g_00241
OG0000916	Syaa.g_02282	Syal.g_00242
OG0000917	Syaa.g_02281	Syal.g_00243
OG0000918	Syaa.g_02280	Syal.g_00244
OG0000919	Syaa.g_02279	Syal.g_00245
OG0000920	Syaa.g_02278	Syal.g_00246
OG0000921	Syaa.g_02277	Syal.g_00247
OG0000922	Syaa.g_02276	Syal.g_00248
OG0000923	Syaa.g_02272	Syal.g_00252
OG0000924	Syaa.g_02271	Syal.g_00253
OG0000925	Syaa.g_02270	Syal.g_00254
OG0000926	Syaa.g_02269	Syal.g_00255
OG0000927	Syaa.g_02267	Syal.g_00257
OG0000928	Syaa.g_02266	Syal.g_00258
OG0000929	Syaa.g_02265	Syal.g_00259
OG0000930	Syaa.g_02264	Syal.g_00260
OG0000931	Syaa.g_02263	Syal.g_00261
OG0000932	Syaa.g_02262	Syal.g_00262
OG0000933	Syaa.g_02256	Syal.g_00268
OG0000934	Syaa.g_02254	Syal.g_00270
OG0000935	Syaa.g_02253	Syal.g_00271
OG0000936	Syaa.g_02252	Syal.g_00272
OG0000937	Syaa.g_02251	Syal.g_00273
OG0000938	Syaa.g_02248	Syal.g_00276
OG0000939	Syaa.g_02247	Syal.g_00277
OG0000940	Syaa.g_02240	Syal.g_00285
OG0000941	Syaa.g_02238	Syal.g_00287
OG0000942	Syaa.g_02236	Syal.g_00289
OG0000943	Syaa.g_02235	Syal.g_00290
OG0000944	Syaa.g_02233	Syal.g_00292
OG0000945	Syaa.g_02231	Syal.g_00294
OG0000946	Syaa.g_02225	Syal.g_00301
OG0000947	Syaa.g_02222	Syal.g_00304
OG0000948	Syaa.g_02221	Syal.g_00305
OG0000949	Syaa.g_00172	Syal.g_01341
OG0000950	Syaa.g_00159	Syal.g_01348
OG0000951	Syaa.g_00153	Syal.g_01353
OG0000952	Syaa.g_00149	Syal.g_01363
OG0000953	Syaa.g_00143	Syal.g_01435
OG0000954	Syaa.g_00138	Syal.g_01443
OG0000955	Syaa.g_00137	Syal.g_01444
OG0000956	Syaa.g_00135	Syal.g_01446
OG0000957	Syaa.g_00125	Syal.g_01457
OG0000958	Syaa.g_00124	Syal.g_01458
OG0000959	Syaa.g_00120	Syal.g_01482
OG0000960	Syaa.g_00119	Syal.g_01483
OG0000961	Syaa.g_00106	Syal.g_01507
OG0000962	Syaa.g_00102	Syal.g_01509
OG0000963	Syaa.g_00097	Syal.g_01514
OG0000964	Syaa.g_00096	Syal.g_01515
OG0000965	Syaa.g_00095	Syal.g_01516
OG0000966	Syaa.g_00083	Syal.g_00176
OG0000967	Syaa.g_00074	Syal.g_00171
OG0000968	Syaa.g_00078	Syal.g_00169
OG0000969	Syaa.g_00077	Syal.g_00167
OG0000970	Syaa.g_00076	Syal.g_00166
OG0000971	Syaa.g_00069	Syal.g_00164
OG0000972	Syaa.g_00068	Syal.g_00163
OG0000973	Syaa.g_00067	Syal.g_00162
OG0000974	Syaa.g_00066	Syal.g_00161
OG0000975	Syaa.g_00065	Syal.g_00160
OG0000976	Syaa.g_00064	Syal.g_00159
OG0000977	Syaa.g_00062	Syal.g_00157
OG0000978	Syaa.g_00061	Syal.g_00156
OG0000979	Syaa.g_00058	Syal.g_00153
OG0000980	Syaa.g_00055	Syal.g_00150
OG0000981	Syaa.g_00052	Syal.g_00147
OG0000982	Syaa.g_02593	Syal.g_01068
OG0000983	Syaa.g_02594	Syal.g_01069
OG0000984	Syaa.g_02595	Syal.g_01070
OG0000985	Syaa.g_02597	Syal.g_01074
OG0000986	Syaa.g_02601	Syal.g_01076
OG0000987	Syaa.g_02603	Syal.g_01080
OG0000988	Syaa.g_02608	Syal.g_01086
OG0000989	Syaa.g_02616	Syal.g_01098
OG0000990	Syaa.g_02647	Syal.g_01118
OG0000991	Syaa.g_02650	Syal.g_01120
OG0000992	Syaa.g_02653	Syal.g_01122
OG0000993	Syaa.g_02654	Syal.g_01123
OG0000994	Syaa.g_02657	Syal.g_01127
OG0000995	Syaa.g_02662	Syal.g_01132
OG0000996	Syaa.g_02705	Syal.g_01162
OG0000997	Syaa.g_02725	Syal.g_01171
OG0000998	Syaa.g_02727	Syal.g_01173
OG0000999	Syaa.g_02728	Syal.g_01174
OG0001000	Syaa.g_02732	Syal.g_01177
OG0001001	Syaa.g_02738	Syal.g_01182
OG0001002	Syaa.g_02745	Syal.g_00082
OG0001003	Syaa.g_02747	Syal.g_00084
OG0001004	Syaa.g_02748	Syal.g_00085
OG0001005	Syaa.g_02749	Syal.g_00087
OG0001006	Syaa.g_02756	Syal.g_00094
OG0001007	Syaa.g_02758	Syal.g_00096
OG0001008	Syaa.g_00704	Syal.g_00524
OG0001009	Syaa.g_00034	Syal.g_00129
OG0001010	Syaa.g_00035	Syal.g_00130
OG0001011	Syaa.g_00037	Syal.g_00131
OG0001012	Syaa.g_02589	Syal.g_01064
OG0001013	Syaa.g_02576	Syal.g_01026
OG0001014	Syaa.g_02572	Syal.g_01022
OG0001015	Syaa.g_02571	Syal.g_01021
OG0001016	Syaa.g_00348	Syal.g_00756
OG0001017	Syaa.g_00342	Syal.g_00762
OG0001018	Syaa.g_00340	Syal.g_00764
OG0001019	Syaa.g_00323	Syal.g_00785
OG0001020	Syaa.g_02355	Syal.g_00796
OG0001021	Syaa.g_02359	Syal.g_00800
OG0001022	Syaa.g_02365	Syal.g_00805
OG0001023	Syaa.g_02366	Syal.g_00806
OG0001024	Syaa.g_02370	Syal.g_00810
OG0001025	Syaa.g_02377	Syal.g_00817
OG0001026	Syaa.g_02390	Syal.g_00830
OG0001027	Syaa.g_02397	Syal.g_00834
OG0001028	Syaa.g_02399	Syal.g_00836
OG0001029	Syaa.g_02401	Syal.g_00838
OG0001030	Syaa.g_02422	Syal.g_00860
OG0001031	Syaa.g_02500	Syal.g_00936
OG0001032	Syaa.g_02502	Syal.g_00938
OG0001033	Syaa.g_02539	Syal.g_00972
OG0001034	Syaa.g_02108	Syal.g_00684
OG0001035	Syaa.g_00298	Syal.g_01226
OG0001036	Syaa.g_00293	Syal.g_01231
OG0001037	Syaa.g_00291	Syal.g_01233
OG0001038	Syaa.g_00264	Syal.g_01261
OG0001039	Syaa.g_00261	Syal.g_01264
OG0001040	Syaa.g_00258	Syal.g_01267
OG0001041	Syaa.g_00253	Syal.g_01272
OG0001042	Syaa.g_00227	Syal.g_01300
OG0001043	Syaa.g_00223	Syal.g_01304
OG0001044	Syaa.g_02183	Syal.g_00346
OG0001045	Syaa.g_02170	Syal.g_00359
OG0001046	Syaa.g_01332	Syal.g_01967
OG0001047	Syaa.g_00706	Syal.g_00522
OG0001048	Syaa.g_00707	Syal.g_00521
OG0001049	Syaa.g_00710	Syal.g_00518
OG0001050	Syaa.g_00711	Syal.g_00517
OG0001051	Syaa.g_00712	Syal.g_00516
OG0001052	Syaa.g_01846	Syal.g_00467
OG0001053	Syaa.g_02048	Syal.g_02900
OG0001054	Syaa.g_02031	Syal.g_02919
OG0001055	Syaa.g_02010	Syal.g_02940
OG0001056	Syaa.g_01975	Syal.g_02833
OG0001057	Syaa.g_01966	Syal.g_01574
OG0001058	Syaa.g_01951	Syal.g_02812
OG0001059	Syaa.g_01947	Syal.g_02808
OG0001060	Syaa.g_01941	Syal.g_02801
OG0001061	Syaa.g_01919	Syal.g_02783
OG0001062	Syaa.g_01917	Syal.g_02781
OG0001063	Syaa.g_01912	Syal.g_02776
OG0001064	Syaa.g_01911	Syal.g_02775
OG0001065	Syaa.g_01910	Syal.g_02774
OG0001066	Syaa.g_01909	Syal.g_02773
OG0001067	Syaa.g_01908	Syal.g_02772
OG0001068	Syaa.g_01907	Syal.g_02771
OG0001069	Syaa.g_01906	Syal.g_02770
OG0001070	Syaa.g_01903	Syal.g_02766
OG0001071	Syaa.g_01902	Syal.g_02765
OG0001072	Syaa.g_01898	Syal.g_02761
OG0001073	Syaa.g_01884	Syal.g_02746
OG0001074	Syaa.g_01678	Syal.g_02575
OG0001075	Syaa.g_01676	Syal.g_02726
OG0001076	Syaa.g_01659	Syal.g_02712
OG0001077	Syaa.g_01647	Syal.g_02702
OG0001078	Syaa.g_01632	Syal.g_02635
OG0001079	Syaa.g_01619	Syal.g_02618
OG0001080	Syaa.g_01443	Syal.g_02514
OG0001081	Syaa.g_01056	Syal.g_02175
OG0001082	Syaa.g_01057	Syal.g_02176
OG0001083	Syaa.g_01064	Syal.g_02184
OG0001084	Syaa.g_01065	Syal.g_02187
OG0001085	Syaa.g_01075	Syal.g_02206
OG0001086	Syaa.g_01077	Syal.g_02208
OG0001087	Syaa.g_00920	Syal.g_01782
OG0001088	Syaa.g_00916	Syal.g_01785
OG0001089	Syaa.g_00890	Syal.g_01811
OG0001090	Syaa.g_01237	Syal.g_01859
OG0001091	Syaa.g_01239	Syal.g_01862
OG0001092	Syaa.g_01242	Syal.g_01864
OG0001093	Syaa.g_01248	Syal.g_02419
OG0001094	Syaa.g_01148	Syal.g_02216
OG0001095	Syaa.g_01185	Syal.g_01879
OG0001096	Syaa.g_01200	Syal.g_02447
OG0001097	Syaa.g_00828	Syal.g_02473
OG0001098	Syaa.g_01441	Syal.g_02083
OG0001099	Syaa.g_02400	Syal.g_00837
OG0001100	Syaa.g_01086	Syal.g_02293
OG0001101	Syaa.g_01088	Syal.g_02292
OG0001102	Syaa.g_01091	Syal.g_02289
OG0001103	Syaa.g_01093	Syal.g_02287
OG0001104	Syaa.g_01133	Syal.g_02241
OG0001105	Syaa.g_01137	Syal.g_02236
OG0001106	Syaa.g_01372	Syal.g_02007
OG0001107	Syaa.g_01359	Syal.g_01993
OG0001108	Syaa.g_01350	Syal.g_01985
OG0001109	Syaa.g_01349	Syal.g_01983
