Orthogroup	Syaa	Syas
OG0000578	Syaa.g_01887	Syas.g_00852
OG0000579	Syaa.g_01886	Syas.g_00853
OG0000580	Syaa.g_01885	Syas.g_00854
OG0000581	Syaa.g_01879	Syas.g_00861
OG0000582	Syaa.g_01687	Syas.g_00873
OG0000583	Syaa.g_01686	Syas.g_00872
OG0000584	Syaa.g_01685	Syas.g_00871
OG0000585	Syaa.g_01683	Syas.g_00868
OG0000586	Syaa.g_01682	Syas.g_00867
OG0000587	Syaa.g_01680	Syas.g_00865
OG0000588	Syaa.g_01666	Syas.g_00960
OG0000589	Syaa.g_01662	Syas.g_00121
OG0000590	Syaa.g_01661	Syas.g_00120
OG0000591	Syaa.g_01653	Syas.g_00106
OG0000592	Syaa.g_01652	Syas.g_00105
OG0000593	Syaa.g_01638	Syas.g_00750
OG0000594	Syaa.g_01637	Syas.g_00749
OG0000595	Syaa.g_01636	Syas.g_00748
OG0000596	Syaa.g_01630	Syas.g_00743
OG0000597	Syaa.g_01627	Syas.g_00740
OG0000598	Syaa.g_01626	Syas.g_00739
OG0000599	Syaa.g_01623	Syas.g_00732
OG0000600	Syaa.g_01622	Syas.g_00731
OG0000601	Syaa.g_01621	Syas.g_00730
OG0000602	Syaa.g_01616	Syas.g_00725
OG0000603	Syaa.g_01615	Syas.g_00724
OG0000604	Syaa.g_01612	Syas.g_00721
OG0000605	Syaa.g_01447	Syas.g_00719
OG0000606	Syaa.g_01055	Syas.g_00716
OG0000607	Syaa.g_01058	Syas.g_00713
OG0000608	Syaa.g_01059	Syas.g_00712
OG0000609	Syaa.g_01061	Syas.g_00710
OG0000610	Syaa.g_01068	Syas.g_00702
OG0000611	Syaa.g_01071	Syas.g_00699
OG0000612	Syaa.g_01072	Syas.g_00698
OG0000613	Syaa.g_00199	Syas.g_01825
OG0000614	Syaa.g_00906	Syas.g_01044
OG0000615	Syaa.g_01113	Syas.g_00650
OG0000616	Syaa.g_02742	Syas.g_02011
OG0000617	Syaa.g_01244	Syas.g_00180
OG0000618	Syaa.g_01245	Syas.g_00181
OG0000619	Syaa.g_01246	Syas.g_00182
OG0000620	Syaa.g_01259	Syas.g_00188
OG0000621	Syaa.g_01260	Syas.g_00189
OG0000622	Syaa.g_01261	Syas.g_00190
OG0000623	Syaa.g_01262	Syas.g_00191
OG0000624	Syaa.g_01264	Syas.g_00192
OG0000625	Syaa.g_01265	Syas.g_00193
OG0000626	Syaa.g_01266	Syas.g_00194
OG0000627	Syaa.g_01414	Syas.g_00372
OG0000628	Syaa.g_01413	Syas.g_00373
OG0000629	Syaa.g_01410	Syas.g_00376
OG0000630	Syaa.g_01406	Syas.g_00397
OG0000631	Syaa.g_01400	Syas.g_00405
OG0000632	Syaa.g_01399	Syas.g_00406
OG0000633	Syaa.g_01397	Syas.g_00407
OG0000634	Syaa.g_01150	Syas.g_00600
OG0000635	Syaa.g_01151	Syas.g_00599
OG0000636	Syaa.g_01153	Syas.g_00597
OG0000637	Syaa.g_01155	Syas.g_00595
OG0000638	Syaa.g_01156	Syas.g_00594
OG0000639	Syaa.g_01157	Syas.g_00593
OG0000640	Syaa.g_01158	Syas.g_00592
OG0000641	Syaa.g_01162	Syas.g_00587
OG0000642	Syaa.g_01163	Syas.g_00586
OG0000643	Syaa.g_01165	Syas.g_00585
OG0000644	Syaa.g_01166	Syas.g_00584
OG0000645	Syaa.g_01184	Syas.g_00583
OG0000646	Syaa.g_01187	Syas.g_00580
OG0000647	Syaa.g_01189	Syas.g_00578
OG0000648	Syaa.g_01191	Syas.g_00576
OG0000649	Syaa.g_01192	Syas.g_00575
OG0000650	Syaa.g_01193	Syas.g_00574
OG0000651	Syaa.g_01194	Syas.g_00573
OG0000652	Syaa.g_01195	Syas.g_00572
OG0000653	Syaa.g_01197	Syas.g_00570
OG0000654	Syaa.g_01198	Syas.g_00569
OG0000655	Syaa.g_01199	Syas.g_00568
OG0000656	Syaa.g_01202	Syas.g_00565
OG0000657	Syaa.g_00838	Syas.g_00232
OG0000658	Syaa.g_00836	Syas.g_00235
OG0000659	Syaa.g_00835	Syas.g_00236
OG0000660	Syaa.g_00831	Syas.g_00240
OG0000662	Syaa.g_00827	Syas.g_00281
OG0000663	Syaa.g_00824	Syas.g_00284
OG0000664	Syaa.g_00823	Syas.g_00287
OG0000665	Syaa.g_01442	Syas.g_00385
OG0000666	Syaa.g_01448	Syas.g_01362
OG0000668	Syaa.g_01300	Syas.g_00221
OG0000669	Syaa.g_01084	Syas.g_00684
OG0000670	Syaa.g_01087	Syas.g_00681
OG0000671	Syaa.g_01089	Syas.g_00679
OG0000672	Syaa.g_01092	Syas.g_00676
OG0000673	Syaa.g_01095	Syas.g_00673
OG0000674	Syaa.g_01097	Syas.g_00671
OG0000675	Syaa.g_01098	Syas.g_00670
OG0000676	Syaa.g_01100	Syas.g_00668
OG0000677	Syaa.g_01101	Syas.g_00667
OG0000678	Syaa.g_01106	Syas.g_00660
OG0000679	Syaa.g_01116	Syas.g_00629
OG0000680	Syaa.g_01117	Syas.g_00628
OG0000681	Syaa.g_01120	Syas.g_00625
OG0000682	Syaa.g_01121	Syas.g_00624
OG0000683	Syaa.g_01122	Syas.g_00623
OG0000684	Syaa.g_01132	Syas.g_00621
OG0000685	Syaa.g_01134	Syas.g_00187
OG0000686	Syaa.g_01135	Syas.g_00619
OG0000687	Syaa.g_01136	Syas.g_00618
OG0000688	Syaa.g_01140	Syas.g_00612
OG0000689	Syaa.g_01142	Syas.g_00610
OG0000690	Syaa.g_01143	Syas.g_00609
OG0000691	Syaa.g_01144	Syas.g_00608
OG0000692	Syaa.g_01145	Syas.g_00606
OG0000693	Syaa.g_01146	Syas.g_00604
OG0000694	Syaa.g_01147	Syas.g_00603
OG0000695	Syaa.g_01395	Syas.g_00410
OG0000696	Syaa.g_01394	Syas.g_00411
OG0000697	Syaa.g_01392	Syas.g_00413
OG0000698	Syaa.g_01389	Syas.g_00417
OG0000699	Syaa.g_01387	Syas.g_00419
OG0000700	Syaa.g_01386	Syas.g_00420
OG0000701	Syaa.g_01385	Syas.g_00421
OG0000702	Syaa.g_01376	Syas.g_00437
OG0000703	Syaa.g_01375	Syas.g_00438
OG0000704	Syaa.g_01373	Syas.g_00446
OG0000705	Syaa.g_01365	Syas.g_00453
OG0000706	Syaa.g_01364	Syas.g_00454
OG0000707	Syaa.g_01363	Syas.g_00455
OG0000708	Syaa.g_01360	Syas.g_00458
OG0000709	Syaa.g_01351	Syas.g_00466
OG0000710	Syaa.g_01348	Syas.g_00497
OG0000711	Syaa.g_01320	Syas.g_00546
OG0000712	Syaa.g_01318	Syas.g_00548
OG0000713	Syaa.g_01317	Syas.g_00549
OG0000714	Syaa.g_01315	Syas.g_00551
OG0000715	Syaa.g_01313	Syas.g_00553
OG0000716	Syaa.g_01309	Syas.g_00556
OG0000717	Syaa.g_01308	Syas.g_00557
OG0000718	Syaa.g_01304	Syas.g_00561
OG0000719	Syaa.g_01302	Syas.g_00223
OG0000720	Syaa.g_01289	Syas.g_00209
OG0000721	Syaa.g_01287	Syas.g_00207
OG0000722	Syaa.g_01286	Syas.g_00206
OG0000723	Syaa.g_01268	Syas.g_00196
OG0000724	Syaa.g_00872	Syas.g_00999
OG0000725	Syaa.g_00882	Syas.g_01024
OG0000726	Syaa.g_00883	Syas.g_01025
OG0000727	Syaa.g_00884	Syas.g_01026
OG0000728	Syaa.g_00886	Syas.g_01028
OG0000729	Syaa.g_00100	Syas.g_02145
OG0000730	Syaa.g_02185	Syas.g_01544
OG0000731	Syaa.g_02173	Syas.g_01532
OG0000732	Syaa.g_00054	Syas.g_02086
OG0000733	Syaa.g_02621	Syas.g_00096
OG0000734	Syaa.g_02388	Syas.g_02414
OG0000735	Syaa.g_00754	Syas.g_01201
OG0000736	Syaa.g_00755	Syas.g_01200
OG0000737	Syaa.g_00756	Syas.g_01199
OG0000738	Syaa.g_00761	Syas.g_01193
OG0000739	Syaa.g_00762	Syas.g_01192
OG0000740	Syaa.g_00763	Syas.g_01191
OG0000741	Syaa.g_00766	Syas.g_01188
OG0000742	Syaa.g_00769	Syas.g_01185
OG0000743	Syaa.g_00771	Syas.g_01182
OG0000744	Syaa.g_00772	Syas.g_01181
OG0000745	Syaa.g_00774	Syas.g_01178
OG0000746	Syaa.g_00776	Syas.g_01176
OG0000747	Syaa.g_00777	Syas.g_01174
OG0000748	Syaa.g_00787	Syas.g_01146
OG0000749	Syaa.g_00789	Syas.g_01144
OG0000750	Syaa.g_00790	Syas.g_01143
OG0000751	Syaa.g_00797	Syas.g_01138
OG0000752	Syaa.g_00799	Syas.g_01136
OG0000753	Syaa.g_00802	Syas.g_01133
OG0000754	Syaa.g_01025	Syas.g_01128
OG0000755	Syaa.g_01005	Syas.g_01117
OG0000756	Syaa.g_01004	Syas.g_01116
OG0000757	Syaa.g_00996	Syas.g_01108
OG0000758	Syaa.g_00995	Syas.g_01107
OG0000759	Syaa.g_00994	Syas.g_01106
OG0000760	Syaa.g_00993	Syas.g_01105
OG0000761	Syaa.g_00992	Syas.g_01104
OG0000762	Syaa.g_00988	Syas.g_01102
OG0000763	Syaa.g_00986	Syas.g_01091
OG0000764	Syaa.g_00985	Syas.g_01090
OG0000765	Syaa.g_00968	Syas.g_01076
OG0000766	Syaa.g_00967	Syas.g_01075
OG0000767	Syaa.g_00965	Syas.g_01073
OG0000768	Syaa.g_00964	Syas.g_01072
OG0000769	Syaa.g_00962	Syas.g_01070
OG0000770	Syaa.g_00959	Syas.g_01067
OG0000771	Syaa.g_00866	Syas.g_00993
OG0000772	Syaa.g_01526	Syas.g_01461
OG0000773	Syaa.g_00749	Syas.g_00002
OG0000774	Syaa.g_00745	Syas.g_02862
OG0000775	Syaa.g_00742	Syas.g_02860
OG0000776	Syaa.g_00741	Syas.g_02859
OG0000777	Syaa.g_00740	Syas.g_02858
OG0000778	Syaa.g_00739	Syas.g_02857
OG0000779	Syaa.g_00733	Syas.g_02852
OG0000780	Syaa.g_00730	Syas.g_02847
OG0000781	Syaa.g_00726	Syas.g_02842
OG0000782	Syaa.g_00725	Syas.g_02841
OG0000783	Syaa.g_00724	Syas.g_02840
OG0000784	Syaa.g_00723	Syas.g_02839
OG0000785	Syaa.g_00721	Syas.g_02837
OG0000786	Syaa.g_01875	Syas.g_02833
OG0000787	Syaa.g_01876	Syas.g_02832
OG0000788	Syaa.g_01620	Syas.g_00782
OG0000789	Syaa.g_01434	Syas.g_01507
OG0000790	Syaa.g_02064	Syas.g_01266
OG0000791	Syaa.g_02066	Syas.g_01268
OG0000792	Syaa.g_02067	Syas.g_01269
OG0000793	Syaa.g_02072	Syas.g_01359
OG0000794	Syaa.g_02073	Syas.g_01361
OG0000795	Syaa.g_02074	Syas.g_01363
OG0000796	Syaa.g_02078	Syas.g_01368
OG0000797	Syaa.g_02079	Syas.g_01369
OG0000798	Syaa.g_00265	Syas.g_01750
OG0000798	Syaa.g_00494	Syas.g_02134
OG0000799	Syaa.g_01743	Syas.g_02789
OG0000800	Syaa.g_01747	Syas.g_02790
OG0000801	Syaa.g_01748	Syas.g_02791
OG0000802	Syaa.g_01753	Syas.g_02797
OG0000803	Syaa.g_01758	Syas.g_02800
OG0000804	Syaa.g_01761	Syas.g_02803
OG0000805	Syaa.g_01763	Syas.g_02805
OG0000806	Syaa.g_01765	Syas.g_02807
OG0000807	Syaa.g_01767	Syas.g_02808
OG0000808	Syaa.g_01768	Syas.g_02809
OG0000809	Syaa.g_01771	Syas.g_02811
OG0000810	Syaa.g_01772	Syas.g_02813
OG0000811	Syaa.g_01778	Syas.g_02822
OG0000812	Syaa.g_01780	Syas.g_02824
OG0000813	Syaa.g_01781	Syas.g_02825
OG0000814	Syaa.g_01783	Syas.g_02827
OG0000815	Syaa.g_01784	Syas.g_02829
OG0000816	Syaa.g_01785	Syas.g_02831
OG0000817	Syaa.g_01786	Syas.g_02753
OG0000818	Syaa.g_01792	Syas.g_01282
OG0000819	Syaa.g_01793	Syas.g_01283
OG0000820	Syaa.g_01794	Syas.g_01284
OG0000821	Syaa.g_01800	Syas.g_01289
OG0000822	Syaa.g_01802	Syas.g_01291
OG0000823	Syaa.g_01803	Syas.g_01292
OG0000824	Syaa.g_01807	Syas.g_01297
OG0000825	Syaa.g_01808	Syas.g_01298
OG0000826	Syaa.g_01809	Syas.g_01299
OG0000827	Syaa.g_01810	Syas.g_01300
OG0000828	Syaa.g_01813	Syas.g_01303
OG0000829	Syaa.g_01814	Syas.g_01304
OG0000830	Syaa.g_01815	Syas.g_01305
OG0000831	Syaa.g_01817	Syas.g_01308
OG0000832	Syaa.g_00627	Syas.g_01476
OG0000833	Syaa.g_00611	Syas.g_02738
OG0000834	Syaa.g_00608	Syas.g_02737
OG0000835	Syaa.g_00607	Syas.g_02736
OG0000836	Syaa.g_00603	Syas.g_02732
OG0000837	Syaa.g_00601	Syas.g_02731
OG0000838	Syaa.g_00597	Syas.g_02727
OG0000839	Syaa.g_00596	Syas.g_02726
OG0000840	Syaa.g_00595	Syas.g_02725
OG0000841	Syaa.g_00594	Syas.g_02724
OG0000842	Syaa.g_00593	Syas.g_02723
OG0000843	Syaa.g_00592	Syas.g_02722
OG0000844	Syaa.g_00590	Syas.g_02720
OG0000845	Syaa.g_00589	Syas.g_02719
OG0000846	Syaa.g_00588	Syas.g_02718
OG0000847	Syaa.g_00587	Syas.g_02717
OG0000848	Syaa.g_00585	Syas.g_02715
OG0000849	Syaa.g_00584	Syas.g_02714
OG0000850	Syaa.g_00582	Syas.g_02711
OG0000851	Syaa.g_00577	Syas.g_02708
OG0000852	Syaa.g_00576	Syas.g_02707
OG0000853	Syaa.g_00572	Syas.g_02703
OG0000854	Syaa.g_00570	Syas.g_02701
OG0000855	Syaa.g_00569	Syas.g_02700
OG0000856	Syaa.g_01650	Syas.g_00103
OG0000857	Syaa.g_01188	Syas.g_00579
OG0000858	Syaa.g_00563	Syas.g_02693
OG0000859	Syaa.g_00562	Syas.g_02692
OG0000860	Syaa.g_00549	Syas.g_02679
OG0000861	Syaa.g_00548	Syas.g_02678
OG0000862	Syaa.g_00547	Syas.g_02677
OG0000863	Syaa.g_00543	Syas.g_02675
OG0000864	Syaa.g_00542	Syas.g_02674
OG0000865	Syaa.g_00541	Syas.g_02673
OG0000866	Syaa.g_00540	Syas.g_02672
OG0000867	Syaa.g_00539	Syas.g_02671
OG0000868	Syaa.g_00536	Syas.g_02667
OG0000869	Syaa.g_00531	Syas.g_02662
OG0000870	Syaa.g_00526	Syas.g_02657
OG0000871	Syaa.g_00525	Syas.g_02656
OG0000872	Syaa.g_00511	Syas.g_02650
OG0000873	Syaa.g_00497	Syas.g_02647
OG0000874	Syaa.g_00519	Syas.g_02645
OG0000875	Syaa.g_00438	Syas.g_02644
OG0000876	Syaa.g_00682	Syas.g_00280
OG0000877	Syaa.g_00679	Syas.g_02603
OG0000878	Syaa.g_00678	Syas.g_02602
OG0000879	Syaa.g_00677	Syas.g_02601
OG0000880	Syaa.g_00676	Syas.g_02600
OG0000881	Syaa.g_00671	Syas.g_02596
OG0000882	Syaa.g_00666	Syas.g_02591
OG0000883	Syaa.g_00661	Syas.g_02586
OG0000884	Syaa.g_00659	Syas.g_02584
OG0000885	Syaa.g_00658	Syas.g_02583
OG0000886	Syaa.g_00657	Syas.g_02582
OG0000887	Syaa.g_00656	Syas.g_02581
OG0000888	Syaa.g_00654	Syas.g_02579
OG0000889	Syaa.g_00652	Syas.g_02577
OG0000890	Syaa.g_00644	Syas.g_02574
OG0000891	Syaa.g_00643	Syas.g_02573
OG0000892	Syaa.g_00640	Syas.g_02571
OG0000893	Syaa.g_02352	Syas.g_01677
OG0000894	Syaa.g_02349	Syas.g_01667
OG0000895	Syaa.g_02345	Syas.g_01663
OG0000896	Syaa.g_02344	Syas.g_01662
OG0000897	Syaa.g_02342	Syas.g_01660
OG0000898	Syaa.g_02341	Syas.g_01659
OG0000899	Syaa.g_02340	Syas.g_01658
OG0000900	Syaa.g_02339	Syas.g_01657
OG0000901	Syaa.g_02334	Syas.g_01652
OG0000902	Syaa.g_02332	Syas.g_01651
OG0000903	Syaa.g_02313	Syas.g_01637
OG0000904	Syaa.g_02318	Syas.g_01642
OG0000905	Syaa.g_02324	Syas.g_01647
OG0000906	Syaa.g_02327	Syas.g_01649
OG0000907	Syaa.g_02295	Syas.g_01635
OG0000908	Syaa.g_02292	Syas.g_01632
OG0000909	Syaa.g_02291	Syas.g_01631
OG0000910	Syaa.g_02290	Syas.g_01630
OG0000911	Syaa.g_02288	Syas.g_01628
OG0000912	Syaa.g_02287	Syas.g_01627
OG0000913	Syaa.g_02286	Syas.g_01626
OG0000914	Syaa.g_02285	Syas.g_01625
OG0000915	Syaa.g_02283	Syas.g_01623
OG0000916	Syaa.g_02282	Syas.g_01622
OG0000917	Syaa.g_02281	Syas.g_01621
OG0000918	Syaa.g_02280	Syas.g_01620
OG0000919	Syaa.g_02279	Syas.g_01619
OG0000920	Syaa.g_02278	Syas.g_01618
OG0000921	Syaa.g_02277	Syas.g_01617
OG0000922	Syaa.g_02276	Syas.g_01616
OG0000923	Syaa.g_02272	Syas.g_01612
OG0000924	Syaa.g_02271	Syas.g_01611
OG0000925	Syaa.g_02270	Syas.g_01610
OG0000926	Syaa.g_02269	Syas.g_01609
OG0000927	Syaa.g_02267	Syas.g_01607
OG0000928	Syaa.g_02266	Syas.g_01606
OG0000929	Syaa.g_02265	Syas.g_01605
OG0000930	Syaa.g_02264	Syas.g_01604
OG0000931	Syaa.g_02263	Syas.g_01603
OG0000932	Syaa.g_02262	Syas.g_01602
OG0000933	Syaa.g_02256	Syas.g_01596
OG0000934	Syaa.g_02254	Syas.g_01594
OG0000935	Syaa.g_02253	Syas.g_01593
OG0000936	Syaa.g_02252	Syas.g_01592
OG0000937	Syaa.g_02251	Syas.g_01591
OG0000938	Syaa.g_02248	Syas.g_01588
OG0000939	Syaa.g_02247	Syas.g_01587
OG0000940	Syaa.g_02240	Syas.g_01580
OG0000941	Syaa.g_02238	Syas.g_01578
OG0000942	Syaa.g_02236	Syas.g_01576
OG0000943	Syaa.g_02235	Syas.g_01575
OG0000944	Syaa.g_02233	Syas.g_01573
OG0000945	Syaa.g_02231	Syas.g_01572
OG0000946	Syaa.g_02225	Syas.g_01565
OG0000947	Syaa.g_02222	Syas.g_01562
OG0000948	Syaa.g_02221	Syas.g_01561
OG0000949	Syaa.g_00172	Syas.g_02213
OG0000950	Syaa.g_00159	Syas.g_02197
OG0000951	Syaa.g_00153	Syas.g_02190
OG0000952	Syaa.g_00149	Syas.g_02186
OG0000953	Syaa.g_00143	Syas.g_02182
OG0000954	Syaa.g_00138	Syas.g_02174
OG0000955	Syaa.g_00137	Syas.g_02173
OG0000956	Syaa.g_00135	Syas.g_02171
OG0000957	Syaa.g_00125	Syas.g_02158
OG0000958	Syaa.g_00124	Syas.g_02157
OG0000959	Syaa.g_00120	Syas.g_02154
OG0000960	Syaa.g_00119	Syas.g_02153
OG0000961	Syaa.g_00106	Syas.g_02345
OG0000962	Syaa.g_00102	Syas.g_02146
OG0000963	Syaa.g_00097	Syas.g_02143
OG0000964	Syaa.g_00096	Syas.g_02142
OG0000965	Syaa.g_00095	Syas.g_02141
OG0000966	Syaa.g_00083	Syas.g_02112
OG0000967	Syaa.g_00074	Syas.g_02108
OG0000968	Syaa.g_00078	Syas.g_02106
OG0000969	Syaa.g_00077	Syas.g_02104
OG0000970	Syaa.g_00076	Syas.g_02103
OG0000971	Syaa.g_00069	Syas.g_02101
OG0000972	Syaa.g_00068	Syas.g_02100
OG0000973	Syaa.g_00067	Syas.g_02099
OG0000974	Syaa.g_00066	Syas.g_02098
OG0000975	Syaa.g_00065	Syas.g_02097
OG0000976	Syaa.g_00064	Syas.g_02096
OG0000977	Syaa.g_00062	Syas.g_02094
OG0000978	Syaa.g_00061	Syas.g_02093
OG0000979	Syaa.g_00058	Syas.g_02090
OG0000980	Syaa.g_00055	Syas.g_02087
OG0000981	Syaa.g_00052	Syas.g_02084
OG0000982	Syaa.g_02593	Syas.g_01882
OG0000983	Syaa.g_02594	Syas.g_01883
OG0000984	Syaa.g_02595	Syas.g_01884
OG0000985	Syaa.g_02597	Syas.g_01888
OG0000986	Syaa.g_02601	Syas.g_01891
OG0000987	Syaa.g_02603	Syas.g_01897
OG0000988	Syaa.g_02608	Syas.g_01902
OG0000989	Syaa.g_02616	Syas.g_01908
OG0000990	Syaa.g_02647	Syas.g_01937
OG0000991	Syaa.g_02650	Syas.g_01939
OG0000992	Syaa.g_02653	Syas.g_01943
OG0000993	Syaa.g_02654	Syas.g_01945
OG0000994	Syaa.g_02657	Syas.g_01948
OG0000995	Syaa.g_02662	Syas.g_01955
OG0000996	Syaa.g_02705	Syas.g_01977
OG0000997	Syaa.g_02725	Syas.g_01993
OG0000998	Syaa.g_02727	Syas.g_01995
OG0000999	Syaa.g_02728	Syas.g_01996
OG0001000	Syaa.g_02732	Syas.g_02000
OG0001001	Syaa.g_02738	Syas.g_02006
OG0001002	Syaa.g_02745	Syas.g_02014
OG0001003	Syaa.g_02747	Syas.g_02016
OG0001004	Syaa.g_02748	Syas.g_02017
OG0001005	Syaa.g_02749	Syas.g_02018
OG0001006	Syaa.g_02756	Syas.g_02032
OG0001007	Syaa.g_02758	Syas.g_02034
OG0001008	Syaa.g_00704	Syas.g_01496
OG0001009	Syaa.g_00034	Syas.g_02065
OG0001010	Syaa.g_00035	Syas.g_02066
OG0001011	Syaa.g_00037	Syas.g_02068
OG0001012	Syaa.g_02589	Syas.g_00152
OG0001013	Syaa.g_02576	Syas.g_01866
OG0001014	Syaa.g_02572	Syas.g_01857
OG0001015	Syaa.g_02571	Syas.g_01856
OG0001016	Syaa.g_00348	Syas.g_02517
OG0001017	Syaa.g_00342	Syas.g_02511
OG0001018	Syaa.g_00340	Syas.g_02509
OG0001019	Syaa.g_00323	Syas.g_02469
OG0001020	Syaa.g_02355	Syas.g_02443
OG0001021	Syaa.g_02359	Syas.g_02437
OG0001022	Syaa.g_02365	Syas.g_02434
OG0001023	Syaa.g_02366	Syas.g_02433
OG0001024	Syaa.g_02370	Syas.g_00135
OG0001025	Syaa.g_02377	Syas.g_02424
OG0001026	Syaa.g_02390	Syas.g_02412
OG0001027	Syaa.g_02397	Syas.g_02408
OG0001028	Syaa.g_02399	Syas.g_02405
OG0001029	Syaa.g_02401	Syas.g_02403
OG0001030	Syaa.g_02422	Syas.g_02384
OG0001031	Syaa.g_02500	Syas.g_02293
OG0001032	Syaa.g_02502	Syas.g_02290
OG0001033	Syaa.g_02539	Syas.g_02239
OG0001034	Syaa.g_02108	Syas.g_02556
OG0001035	Syaa.g_00298	Syas.g_01704
OG0001036	Syaa.g_00293	Syas.g_01709
OG0001037	Syaa.g_00291	Syas.g_01711
OG0001038	Syaa.g_00264	Syas.g_01751
OG0001039	Syaa.g_00261	Syas.g_01754
OG0001041	Syaa.g_00253	Syas.g_01761
OG0001042	Syaa.g_00227	Syas.g_01821
OG0001043	Syaa.g_00223	Syas.g_01817
OG0001044	Syaa.g_02183	Syas.g_01542
OG0001045	Syaa.g_02170	Syas.g_01529
OG0001046	Syaa.g_01332	Syas.g_00532
OG0001047	Syaa.g_00706	Syas.g_01494
OG0001048	Syaa.g_00707	Syas.g_01493
OG0001049	Syaa.g_00710	Syas.g_02742
OG0001050	Syaa.g_00711	Syas.g_02743
OG0001051	Syaa.g_00712	Syas.g_02744
OG0001052	Syaa.g_01846	Syas.g_01337
OG0001053	Syaa.g_02048	Syas.g_01250
OG0001054	Syaa.g_02031	Syas.g_01231
OG0001055	Syaa.g_02010	Syas.g_01210
OG0001056	Syaa.g_01975	Syas.g_00068
OG0001057	Syaa.g_01966	Syas.g_00763
OG0001058	Syaa.g_01951	Syas.g_00787
OG0001059	Syaa.g_01947	Syas.g_00791
OG0001060	Syaa.g_01941	Syas.g_00797
OG0001061	Syaa.g_01919	Syas.g_00816
OG0001062	Syaa.g_01917	Syas.g_00819
OG0001063	Syaa.g_01912	Syas.g_00830
OG0001064	Syaa.g_01911	Syas.g_00831
OG0001065	Syaa.g_01910	Syas.g_00832
OG0001066	Syaa.g_01909	Syas.g_00833
OG0001067	Syaa.g_01908	Syas.g_00834
OG0001068	Syaa.g_01907	Syas.g_00835
OG0001069	Syaa.g_01906	Syas.g_00836
OG0001070	Syaa.g_01903	Syas.g_00840
OG0001071	Syaa.g_01902	Syas.g_00841
OG0001072	Syaa.g_01898	Syas.g_00844
OG0001073	Syaa.g_01884	Syas.g_00855
OG0001074	Syaa.g_01678	Syas.g_00157
OG0001075	Syaa.g_01676	Syas.g_00163
OG0001076	Syaa.g_01659	Syas.g_00113
OG0001077	Syaa.g_01647	Syas.g_00101
OG0001078	Syaa.g_01632	Syas.g_00745
OG0001079	Syaa.g_01619	Syas.g_00729
OG0001080	Syaa.g_01443	Syas.g_00717
OG0001081	Syaa.g_01056	Syas.g_00715
OG0001082	Syaa.g_01057	Syas.g_00714
OG0001083	Syaa.g_01064	Syas.g_00707
OG0001084	Syaa.g_01065	Syas.g_00706
OG0001085	Syaa.g_01075	Syas.g_00693
OG0001086	Syaa.g_01077	Syas.g_00691
OG0001087	Syaa.g_00920	Syas.g_00071
OG0001088	Syaa.g_00916	Syas.g_01060
OG0001089	Syaa.g_00890	Syas.g_01039
OG0001090	Syaa.g_01237	Syas.g_00980
OG0001091	Syaa.g_01239	Syas.g_00979
OG0001092	Syaa.g_01242	Syas.g_00178
OG0001093	Syaa.g_01248	Syas.g_00184
OG0001095	Syaa.g_01185	Syas.g_00582
OG0001097	Syaa.g_00828	Syas.g_00243
OG0001098	Syaa.g_01441	Syas.g_00880
OG0001099	Syaa.g_02400	Syas.g_02404
OG0001100	Syaa.g_01086	Syas.g_00682
OG0001101	Syaa.g_01088	Syas.g_00680
OG0001102	Syaa.g_01091	Syas.g_00677
OG0001103	Syaa.g_01093	Syas.g_00675
OG0001104	Syaa.g_01133	Syas.g_00620
OG0001105	Syaa.g_01137	Syas.g_00617
OG0001106	Syaa.g_01372	Syas.g_00447
OG0001107	Syaa.g_01359	Syas.g_00459
OG0001108	Syaa.g_01350	Syas.g_00494
OG0001109	Syaa.g_01349	Syas.g_00496
OG0001110	Syaa.g_01347	Syas.g_00498
OG0001111	Syaa.g_01345	Syas.g_00500
OG0001112	Syaa.g_01343	Syas.g_00503
OG0001113	Syaa.g_01342	Syas.g_00504
OG0001114	Syaa.g_01341	Syas.g_00505
OG0001115	Syaa.g_01337	Syas.g_00527
OG0001116	Syaa.g_01335	Syas.g_00529
OG0001117	Syaa.g_01334	Syas.g_00530
OG0001118	Syaa.g_01333	Syas.g_00531
OG0001119	Syaa.g_01331	Syas.g_00533
OG0001120	Syaa.g_01328	Syas.g_00539
OG0001122	Syaa.g_01301	Syas.g_00222
OG0001123	Syaa.g_01294	Syas.g_00214
OG0001124	Syaa.g_01292	Syas.g_00212
OG0001125	Syaa.g_01290	Syas.g_00210
OG0001126	Syaa.g_00864	Syas.g_00991
OG0001127	Syaa.g_00865	Syas.g_00992
OG0001128	Syaa.g_00868	Syas.g_00995
OG0001129	Syaa.g_00870	Syas.g_00997
OG0001130	Syaa.g_00871	Syas.g_00998
OG0001131	Syaa.g_01108	Syas.g_01401
OG0001132	Syaa.g_01468	Syas.g_00525
OG0001133	Syaa.g_01656	Syas.g_00109
OG0001136	Syaa.g_00767	Syas.g_01187
OG0001138	Syaa.g_01002	Syas.g_01114
OG0001139	Syaa.g_01000	Syas.g_01112
OG0001140	Syaa.g_00999	Syas.g_01111
OG0001141	Syaa.g_00998	Syas.g_01110
OG0001142	Syaa.g_00997	Syas.g_01109
OG0001143	Syaa.g_00987	Syas.g_01092
OG0001144	Syaa.g_00978	Syas.g_01084
