Orthogroup	Syaa	Prao
OG0000564	Syaa.g_01942	Prao.g_01177
OG0000565	Syaa.g_01939	Prao.g_01180
OG0000566	Syaa.g_01935	Prao.g_01182
OG0000567	Syaa.g_01931	Prao.g_01186
OG0000568	Syaa.g_01928	Prao.g_01187
OG0000569	Syaa.g_01925	Prao.g_01862
OG0000570	Syaa.g_01924	Prao.g_01863
OG0000571	Syaa.g_01920	Prao.g_01865
OG0000572	Syaa.g_01904	Prao.g_00025
OG0000573	Syaa.g_01896	Prao.g_00030
OG0000574	Syaa.g_01895	Prao.g_00031
OG0000575	Syaa.g_01891	Prao.g_00035
OG0000576	Syaa.g_01889	Prao.g_00037
OG0000577	Syaa.g_01888	Prao.g_00038
OG0000578	Syaa.g_01887	Prao.g_00039
OG0000579	Syaa.g_01886	Prao.g_00040
OG0000580	Syaa.g_01885	Prao.g_00041
OG0000581	Syaa.g_01879	Prao.g_00043
OG0000582	Syaa.g_01687	Prao.g_00046
OG0000583	Syaa.g_01686	Prao.g_00047
OG0000584	Syaa.g_01685	Prao.g_00048
OG0000585	Syaa.g_01683	Prao.g_00050
OG0000586	Syaa.g_01682	Prao.g_00051
OG0000587	Syaa.g_01680	Prao.g_00052
OG0000588	Syaa.g_01666	Prao.g_00056
OG0000589	Syaa.g_01662	Prao.g_00060
OG0000590	Syaa.g_01661	Prao.g_00061
OG0000591	Syaa.g_01653	Prao.g_00064
OG0000592	Syaa.g_01652	Prao.g_00065
OG0000593	Syaa.g_01638	Prao.g_00071
OG0000594	Syaa.g_01637	Prao.g_00072
OG0000595	Syaa.g_01636	Prao.g_00073
OG0000596	Syaa.g_01630	Prao.g_00077
OG0000597	Syaa.g_01627	Prao.g_00079
OG0000598	Syaa.g_01626	Prao.g_00080
OG0000599	Syaa.g_01623	Prao.g_00083
OG0000600	Syaa.g_01622	Prao.g_00084
OG0000601	Syaa.g_01621	Prao.g_00085
OG0000602	Syaa.g_01616	Prao.g_00087
OG0000603	Syaa.g_01615	Prao.g_00088
OG0000604	Syaa.g_01612	Prao.g_00089
OG0000605	Syaa.g_01447	Prao.g_00090
OG0000606	Syaa.g_01055	Prao.g_00093
OG0000607	Syaa.g_01058	Prao.g_00096
OG0000608	Syaa.g_01059	Prao.g_00097
OG0000609	Syaa.g_01061	Prao.g_00098
OG0000610	Syaa.g_01068	Prao.g_00103
OG0000611	Syaa.g_01071	Prao.g_00106
OG0000612	Syaa.g_01072	Prao.g_00107
OG0000613	Syaa.g_00199	Prao.g_00112
OG0000614	Syaa.g_00906	Prao.g_00130
OG0000615	Syaa.g_01113	Prao.g_00138
OG0000616	Syaa.g_02742	Prao.g_00142
OG0000617	Syaa.g_01244	Prao.g_00654
OG0000618	Syaa.g_01245	Prao.g_00655
OG0000619	Syaa.g_01246	Prao.g_00656
OG0000620	Syaa.g_01259	Prao.g_00659
OG0000621	Syaa.g_01260	Prao.g_00660
OG0000622	Syaa.g_01261	Prao.g_00661
OG0000623	Syaa.g_01262	Prao.g_00662
OG0000624	Syaa.g_01264	Prao.g_00663
OG0000625	Syaa.g_01265	Prao.g_00664
OG0000626	Syaa.g_01266	Prao.g_00665
OG0000627	Syaa.g_01414	Prao.g_00666
OG0000628	Syaa.g_01413	Prao.g_00667
OG0000629	Syaa.g_01410	Prao.g_00668
OG0000630	Syaa.g_01406	Prao.g_00671
OG0000631	Syaa.g_01400	Prao.g_00732
OG0000632	Syaa.g_01399	Prao.g_00733
OG0000633	Syaa.g_01397	Prao.g_00734
OG0000634	Syaa.g_01150	Prao.g_00737
OG0000635	Syaa.g_01151	Prao.g_00738
OG0000636	Syaa.g_01153	Prao.g_00740
OG0000637	Syaa.g_01155	Prao.g_00742
OG0000638	Syaa.g_01156	Prao.g_00743
OG0000639	Syaa.g_01157	Prao.g_00744
OG0000640	Syaa.g_01158	Prao.g_00745
OG0000641	Syaa.g_01162	Prao.g_00749
OG0000642	Syaa.g_01163	Prao.g_00750
OG0000643	Syaa.g_01165	Prao.g_00751
OG0000644	Syaa.g_01166	Prao.g_00752
OG0000645	Syaa.g_01184	Prao.g_00753
OG0000646	Syaa.g_01187	Prao.g_00755
OG0000647	Syaa.g_01189	Prao.g_00756
OG0000648	Syaa.g_01191	Prao.g_00758
OG0000649	Syaa.g_01192	Prao.g_00759
OG0000650	Syaa.g_01193	Prao.g_00760
OG0000651	Syaa.g_01194	Prao.g_00761
OG0000652	Syaa.g_01195	Prao.g_00762
OG0000653	Syaa.g_01197	Prao.g_00764
OG0000654	Syaa.g_01198	Prao.g_00765
OG0000655	Syaa.g_01199	Prao.g_00766
OG0000656	Syaa.g_01202	Prao.g_00769
OG0000657	Syaa.g_00838	Prao.g_00777
OG0000658	Syaa.g_00836	Prao.g_00778
OG0000659	Syaa.g_00835	Prao.g_00779
OG0000660	Syaa.g_00831	Prao.g_00783
OG0000661	Syaa.g_00829	Prao.g_00785
OG0000662	Syaa.g_00827	Prao.g_00787
OG0000663	Syaa.g_00824	Prao.g_00789
OG0000664	Syaa.g_00823	Prao.g_00790
OG0000665	Syaa.g_01442	Prao.g_00794
OG0000666	Syaa.g_01448	Prao.g_00795
OG0000668	Syaa.g_01300	Prao.g_00829
OG0000669	Syaa.g_01084	Prao.g_00837
OG0000670	Syaa.g_01087	Prao.g_00839
OG0000671	Syaa.g_01089	Prao.g_00841
OG0000672	Syaa.g_01092	Prao.g_00843
OG0000673	Syaa.g_01095	Prao.g_00846
OG0000674	Syaa.g_01097	Prao.g_00848
OG0000675	Syaa.g_01098	Prao.g_00849
OG0000676	Syaa.g_01100	Prao.g_00851
OG0000677	Syaa.g_01101	Prao.g_00852
OG0000678	Syaa.g_01106	Prao.g_00854
OG0000679	Syaa.g_01116	Prao.g_00858
OG0000680	Syaa.g_01117	Prao.g_00859
OG0000681	Syaa.g_01120	Prao.g_00861
OG0000682	Syaa.g_01121	Prao.g_00862
OG0000683	Syaa.g_01122	Prao.g_00863
OG0000684	Syaa.g_01132	Prao.g_00864
OG0000685	Syaa.g_01134	Prao.g_00866
OG0000686	Syaa.g_01135	Prao.g_00867
OG0000687	Syaa.g_01136	Prao.g_00868
OG0000688	Syaa.g_01140	Prao.g_00871
OG0000689	Syaa.g_01142	Prao.g_00872
OG0000690	Syaa.g_01143	Prao.g_00873
OG0000691	Syaa.g_01144	Prao.g_00874
OG0000692	Syaa.g_01145	Prao.g_00876
OG0000693	Syaa.g_01146	Prao.g_00877
OG0000694	Syaa.g_01147	Prao.g_00878
OG0000695	Syaa.g_01395	Prao.g_00880
OG0000696	Syaa.g_01394	Prao.g_00881
OG0000697	Syaa.g_01392	Prao.g_00882
OG0000698	Syaa.g_01389	Prao.g_00885
OG0000699	Syaa.g_01387	Prao.g_00886
OG0000700	Syaa.g_01386	Prao.g_00887
OG0000701	Syaa.g_01385	Prao.g_00888
OG0000702	Syaa.g_01376	Prao.g_00890
OG0000703	Syaa.g_01375	Prao.g_00891
OG0000704	Syaa.g_01373	Prao.g_00892
OG0000705	Syaa.g_01365	Prao.g_00896
OG0000706	Syaa.g_01364	Prao.g_00897
OG0000707	Syaa.g_01363	Prao.g_00898
OG0000708	Syaa.g_01360	Prao.g_00899
OG0000709	Syaa.g_01351	Prao.g_00903
OG0000710	Syaa.g_01348	Prao.g_00906
OG0000711	Syaa.g_01320	Prao.g_00923
OG0000712	Syaa.g_01318	Prao.g_00925
OG0000713	Syaa.g_01317	Prao.g_00926
OG0000714	Syaa.g_01315	Prao.g_00927
OG0000715	Syaa.g_01313	Prao.g_00929
OG0000716	Syaa.g_01309	Prao.g_00931
OG0000717	Syaa.g_01308	Prao.g_00932
OG0000718	Syaa.g_01304	Prao.g_00943
OG0000719	Syaa.g_01302	Prao.g_00945
OG0000720	Syaa.g_01289	Prao.g_00954
OG0000721	Syaa.g_01287	Prao.g_00956
OG0000722	Syaa.g_01286	Prao.g_00957
OG0000723	Syaa.g_01268	Prao.g_00960
OG0000724	Syaa.g_00872	Prao.g_00969
OG0000725	Syaa.g_00882	Prao.g_00975
OG0000726	Syaa.g_00883	Prao.g_00976
OG0000727	Syaa.g_00884	Prao.g_00977
OG0000728	Syaa.g_00886	Prao.g_00979
OG0000729	Syaa.g_00100	Prao.g_01027
OG0000730	Syaa.g_02185	Prao.g_01156
OG0000731	Syaa.g_02173	Prao.g_01152
OG0000732	Syaa.g_00054	Prao.g_01143
OG0000733	Syaa.g_02621	Prao.g_01121
OG0000734	Syaa.g_02388	Prao.g_01104
OG0000735	Syaa.g_00754	Prao.g_01102
OG0000736	Syaa.g_00755	Prao.g_01101
OG0000737	Syaa.g_00756	Prao.g_01100
OG0000738	Syaa.g_00761	Prao.g_01096
OG0000739	Syaa.g_00762	Prao.g_01095
OG0000740	Syaa.g_00763	Prao.g_01094
OG0000741	Syaa.g_00766	Prao.g_01093
OG0000742	Syaa.g_00769	Prao.g_01090
OG0000743	Syaa.g_00771	Prao.g_01088
OG0000744	Syaa.g_00772	Prao.g_01087
OG0000745	Syaa.g_00774	Prao.g_01086
OG0000746	Syaa.g_00776	Prao.g_01084
OG0000747	Syaa.g_00777	Prao.g_01083
OG0000748	Syaa.g_00787	Prao.g_01080
OG0000749	Syaa.g_00789	Prao.g_01079
OG0000750	Syaa.g_00790	Prao.g_01078
OG0000751	Syaa.g_00797	Prao.g_01076
OG0000752	Syaa.g_00799	Prao.g_01074
OG0000753	Syaa.g_00802	Prao.g_01071
OG0000754	Syaa.g_01025	Prao.g_01068
OG0000755	Syaa.g_01005	Prao.g_01065
OG0000756	Syaa.g_01004	Prao.g_01064
OG0000757	Syaa.g_00996	Prao.g_01058
OG0000758	Syaa.g_00995	Prao.g_01057
OG0000759	Syaa.g_00994	Prao.g_01056
OG0000760	Syaa.g_00993	Prao.g_01055
OG0000761	Syaa.g_00992	Prao.g_01054
OG0000762	Syaa.g_00988	Prao.g_01053
OG0000763	Syaa.g_00986	Prao.g_01051
OG0000764	Syaa.g_00985	Prao.g_01050
OG0000765	Syaa.g_00968	Prao.g_01041
OG0000766	Syaa.g_00967	Prao.g_01040
OG0000767	Syaa.g_00965	Prao.g_01038
OG0000768	Syaa.g_00964	Prao.g_01037
OG0000769	Syaa.g_00962	Prao.g_01035
OG0000770	Syaa.g_00959	Prao.g_01033
OG0000771	Syaa.g_00866	Prao.g_00014
OG0000772	Syaa.g_01526	Prao.g_01305
OG0000773	Syaa.g_00749	Prao.g_01285
OG0000774	Syaa.g_00745	Prao.g_01283
OG0000775	Syaa.g_00742	Prao.g_01281
OG0000776	Syaa.g_00741	Prao.g_01280
OG0000777	Syaa.g_00740	Prao.g_01279
OG0000778	Syaa.g_00739	Prao.g_01278
OG0000779	Syaa.g_00733	Prao.g_01274
OG0000780	Syaa.g_00730	Prao.g_01273
OG0000781	Syaa.g_00726	Prao.g_01270
OG0000782	Syaa.g_00725	Prao.g_01269
OG0000783	Syaa.g_00724	Prao.g_01268
OG0000784	Syaa.g_00723	Prao.g_01267
OG0000785	Syaa.g_00721	Prao.g_01265
OG0000786	Syaa.g_01875	Prao.g_01263
OG0000787	Syaa.g_01876	Prao.g_01262
OG0000788	Syaa.g_01620	Prao.g_01252
OG0000789	Syaa.g_01434	Prao.g_01249
OG0000790	Syaa.g_02064	Prao.g_01234
OG0000791	Syaa.g_02066	Prao.g_01232
OG0000792	Syaa.g_02067	Prao.g_01231
OG0000793	Syaa.g_02072	Prao.g_01228
OG0000794	Syaa.g_02073	Prao.g_01227
OG0000795	Syaa.g_02074	Prao.g_01226
OG0000796	Syaa.g_02078	Prao.g_01222
OG0000797	Syaa.g_02079	Prao.g_01221
OG0000799	Syaa.g_01743	Prao.g_01379
OG0000800	Syaa.g_01747	Prao.g_01380
OG0000801	Syaa.g_01748	Prao.g_01381
OG0000802	Syaa.g_01753	Prao.g_01383
OG0000803	Syaa.g_01758	Prao.g_01385
OG0000804	Syaa.g_01761	Prao.g_01386
OG0000805	Syaa.g_01763	Prao.g_01388
OG0000806	Syaa.g_01765	Prao.g_01390
OG0000807	Syaa.g_01767	Prao.g_01391
OG0000808	Syaa.g_01768	Prao.g_01392
OG0000809	Syaa.g_01771	Prao.g_01395
OG0000810	Syaa.g_01772	Prao.g_01396
OG0000811	Syaa.g_01778	Prao.g_01400
OG0000812	Syaa.g_01780	Prao.g_01402
OG0000813	Syaa.g_01781	Prao.g_01403
OG0000814	Syaa.g_01783	Prao.g_01405
OG0000815	Syaa.g_01784	Prao.g_01406
OG0000816	Syaa.g_01785	Prao.g_01408
OG0000817	Syaa.g_01786	Prao.g_01409
OG0000818	Syaa.g_01792	Prao.g_01414
OG0000819	Syaa.g_01793	Prao.g_01415
OG0000820	Syaa.g_01794	Prao.g_01416
OG0000821	Syaa.g_01800	Prao.g_01419
OG0000822	Syaa.g_01802	Prao.g_01420
OG0000823	Syaa.g_01803	Prao.g_01421
OG0000824	Syaa.g_01807	Prao.g_01424
OG0000825	Syaa.g_01808	Prao.g_01425
OG0000826	Syaa.g_01809	Prao.g_01426
OG0000827	Syaa.g_01810	Prao.g_01427
OG0000828	Syaa.g_01813	Prao.g_01430
OG0000829	Syaa.g_01814	Prao.g_01431
OG0000830	Syaa.g_01815	Prao.g_01432
OG0000831	Syaa.g_01817	Prao.g_01434
OG0000832	Syaa.g_00627	Prao.g_01440
OG0000833	Syaa.g_00611	Prao.g_01448
OG0000834	Syaa.g_00608	Prao.g_01449
OG0000835	Syaa.g_00607	Prao.g_01450
OG0000836	Syaa.g_00603	Prao.g_01451
OG0000837	Syaa.g_00601	Prao.g_01452
OG0000838	Syaa.g_00597	Prao.g_01454
OG0000839	Syaa.g_00596	Prao.g_01455
OG0000840	Syaa.g_00595	Prao.g_01456
OG0000841	Syaa.g_00594	Prao.g_01457
OG0000842	Syaa.g_00593	Prao.g_01458
OG0000843	Syaa.g_00592	Prao.g_01459
OG0000844	Syaa.g_00590	Prao.g_01460
OG0000845	Syaa.g_00589	Prao.g_01461
OG0000846	Syaa.g_00588	Prao.g_01462
OG0000847	Syaa.g_00587	Prao.g_01463
OG0000848	Syaa.g_00585	Prao.g_01464
OG0000849	Syaa.g_00584	Prao.g_01465
OG0000850	Syaa.g_00582	Prao.g_01467
OG0000851	Syaa.g_00577	Prao.g_01468
OG0000852	Syaa.g_00576	Prao.g_01469
OG0000853	Syaa.g_00572	Prao.g_01473
OG0000854	Syaa.g_00570	Prao.g_01475
OG0000855	Syaa.g_00569	Prao.g_01476
OG0000856	Syaa.g_01650	Prao.g_01491
OG0000857	Syaa.g_01188	Prao.g_01519
OG0000858	Syaa.g_00563	Prao.g_01546
OG0000859	Syaa.g_00562	Prao.g_01547
OG0000860	Syaa.g_00549	Prao.g_01554
OG0000861	Syaa.g_00548	Prao.g_01555
OG0000862	Syaa.g_00547	Prao.g_01556
OG0000863	Syaa.g_00543	Prao.g_01558
OG0000864	Syaa.g_00542	Prao.g_01559
OG0000865	Syaa.g_00541	Prao.g_01560
OG0000866	Syaa.g_00540	Prao.g_01561
OG0000867	Syaa.g_00539	Prao.g_01562
OG0000868	Syaa.g_00536	Prao.g_01563
OG0000869	Syaa.g_00531	Prao.g_01567
OG0000870	Syaa.g_00526	Prao.g_01572
OG0000871	Syaa.g_00525	Prao.g_01573
OG0000872	Syaa.g_00511	Prao.g_01574
OG0000873	Syaa.g_00497	Prao.g_01577
OG0000874	Syaa.g_00519	Prao.g_01580
OG0000875	Syaa.g_00438	Prao.g_01581
OG0000876	Syaa.g_00682	Prao.g_01582
OG0000877	Syaa.g_00679	Prao.g_01584
OG0000878	Syaa.g_00678	Prao.g_01585
OG0000879	Syaa.g_00677	Prao.g_01586
OG0000880	Syaa.g_00676	Prao.g_01587
OG0000881	Syaa.g_00671	Prao.g_01591
OG0000882	Syaa.g_00666	Prao.g_01596
OG0000883	Syaa.g_00661	Prao.g_01597
OG0000884	Syaa.g_00659	Prao.g_01599
OG0000885	Syaa.g_00658	Prao.g_01600
OG0000886	Syaa.g_00657	Prao.g_01601
OG0000887	Syaa.g_00656	Prao.g_01602
OG0000888	Syaa.g_00654	Prao.g_01604
OG0000889	Syaa.g_00652	Prao.g_01606
OG0000890	Syaa.g_00644	Prao.g_01607
OG0000891	Syaa.g_00643	Prao.g_01608
OG0000892	Syaa.g_00640	Prao.g_01610
OG0000893	Syaa.g_02352	Prao.g_01615
OG0000894	Syaa.g_02349	Prao.g_01617
OG0000895	Syaa.g_02345	Prao.g_01620
OG0000896	Syaa.g_02344	Prao.g_01621
OG0000897	Syaa.g_02342	Prao.g_01623
OG0000898	Syaa.g_02341	Prao.g_01624
OG0000899	Syaa.g_02340	Prao.g_01625
OG0000900	Syaa.g_02339	Prao.g_01626
OG0000901	Syaa.g_02334	Prao.g_01629
OG0000902	Syaa.g_02332	Prao.g_01631
OG0000903	Syaa.g_02313	Prao.g_01634
OG0000904	Syaa.g_02318	Prao.g_01636
OG0000905	Syaa.g_02324	Prao.g_01641
OG0000906	Syaa.g_02327	Prao.g_01642
OG0000907	Syaa.g_02295	Prao.g_01645
OG0000908	Syaa.g_02292	Prao.g_01648
OG0000909	Syaa.g_02291	Prao.g_01649
OG0000910	Syaa.g_02290	Prao.g_01650
OG0000911	Syaa.g_02288	Prao.g_01652
OG0000912	Syaa.g_02287	Prao.g_01653
OG0000913	Syaa.g_02286	Prao.g_01654
OG0000914	Syaa.g_02285	Prao.g_01655
OG0000915	Syaa.g_02283	Prao.g_01656
OG0000916	Syaa.g_02282	Prao.g_01657
OG0000917	Syaa.g_02281	Prao.g_01658
OG0000918	Syaa.g_02280	Prao.g_01659
OG0000919	Syaa.g_02279	Prao.g_01660
OG0000920	Syaa.g_02278	Prao.g_01661
OG0000921	Syaa.g_02277	Prao.g_01662
OG0000922	Syaa.g_02276	Prao.g_01663
OG0000923	Syaa.g_02272	Prao.g_01667
OG0000924	Syaa.g_02271	Prao.g_01668
OG0000925	Syaa.g_02270	Prao.g_01669
OG0000926	Syaa.g_02269	Prao.g_01670
OG0000927	Syaa.g_02267	Prao.g_01672
OG0000928	Syaa.g_02266	Prao.g_01673
OG0000929	Syaa.g_02265	Prao.g_01674
OG0000930	Syaa.g_02264	Prao.g_01675
OG0000931	Syaa.g_02263	Prao.g_01676
OG0000932	Syaa.g_02262	Prao.g_01677
OG0000933	Syaa.g_02256	Prao.g_01681
OG0000934	Syaa.g_02254	Prao.g_01683
OG0000935	Syaa.g_02253	Prao.g_01684
OG0000936	Syaa.g_02252	Prao.g_01685
OG0000937	Syaa.g_02251	Prao.g_01686
OG0000938	Syaa.g_02248	Prao.g_01688
OG0000939	Syaa.g_02247	Prao.g_01689
OG0000940	Syaa.g_02240	Prao.g_01696
OG0000941	Syaa.g_02238	Prao.g_01698
OG0000942	Syaa.g_02236	Prao.g_01700
OG0000943	Syaa.g_02235	Prao.g_01701
OG0000944	Syaa.g_02233	Prao.g_01702
OG0000945	Syaa.g_02231	Prao.g_01703
OG0000946	Syaa.g_02225	Prao.g_01707
OG0000947	Syaa.g_02222	Prao.g_01709
OG0000948	Syaa.g_02221	Prao.g_01710
OG0000949	Syaa.g_00172	Prao.g_01713
OG0000950	Syaa.g_00159	Prao.g_01718
OG0000951	Syaa.g_00153	Prao.g_01722
OG0000952	Syaa.g_00149	Prao.g_01726
OG0000953	Syaa.g_00143	Prao.g_01729
OG0000954	Syaa.g_00138	Prao.g_01733
OG0000955	Syaa.g_00137	Prao.g_01734
OG0000956	Syaa.g_00135	Prao.g_01736
OG0000957	Syaa.g_00125	Prao.g_01741
OG0000958	Syaa.g_00124	Prao.g_01742
OG0000959	Syaa.g_00120	Prao.g_01746
OG0000960	Syaa.g_00119	Prao.g_01747
OG0000961	Syaa.g_00106	Prao.g_01749
OG0000962	Syaa.g_00102	Prao.g_01751
OG0000963	Syaa.g_00097	Prao.g_01755
OG0000964	Syaa.g_00096	Prao.g_01756
OG0000965	Syaa.g_00095	Prao.g_01757
OG0000966	Syaa.g_00083	Prao.g_01764
OG0000967	Syaa.g_00074	Prao.g_01769
OG0000968	Syaa.g_00078	Prao.g_01771
OG0000969	Syaa.g_00077	Prao.g_01772
OG0000970	Syaa.g_00076	Prao.g_01773
OG0000971	Syaa.g_00069	Prao.g_01774
OG0000972	Syaa.g_00068	Prao.g_01775
OG0000973	Syaa.g_00067	Prao.g_01776
OG0000974	Syaa.g_00066	Prao.g_01777
OG0000975	Syaa.g_00065	Prao.g_01778
OG0000976	Syaa.g_00064	Prao.g_01779
OG0000977	Syaa.g_00062	Prao.g_01780
OG0000978	Syaa.g_00061	Prao.g_01781
OG0000979	Syaa.g_00058	Prao.g_01784
OG0000980	Syaa.g_00055	Prao.g_01786
OG0000981	Syaa.g_00052	Prao.g_01788
OG0000982	Syaa.g_02593	Prao.g_01790
OG0000983	Syaa.g_02594	Prao.g_01791
OG0000984	Syaa.g_02595	Prao.g_01792
OG0000985	Syaa.g_02597	Prao.g_01795
OG0000986	Syaa.g_02601	Prao.g_01797
OG0000987	Syaa.g_02603	Prao.g_01798
OG0000988	Syaa.g_02608	Prao.g_01801
OG0000989	Syaa.g_02616	Prao.g_01805
OG0000990	Syaa.g_02647	Prao.g_01808
OG0000991	Syaa.g_02650	Prao.g_01809
OG0000992	Syaa.g_02653	Prao.g_01811
OG0000993	Syaa.g_02654	Prao.g_01812
OG0000994	Syaa.g_02657	Prao.g_01813
OG0000995	Syaa.g_02662	Prao.g_01817
OG0000996	Syaa.g_02705	Prao.g_01818
OG0000997	Syaa.g_02725	Prao.g_01819
OG0000998	Syaa.g_02727	Prao.g_01821
OG0000999	Syaa.g_02728	Prao.g_01822
OG0001000	Syaa.g_02732	Prao.g_01825
OG0001001	Syaa.g_02738	Prao.g_01827
OG0001002	Syaa.g_02745	Prao.g_01831
OG0001003	Syaa.g_02747	Prao.g_01833
OG0001004	Syaa.g_02748	Prao.g_01834
OG0001005	Syaa.g_02749	Prao.g_01835
OG0001006	Syaa.g_02756	Prao.g_01839
OG0001007	Syaa.g_02758	Prao.g_01841
OG0001008	Syaa.g_00704	Prao.g_00541
OG0001009	Syaa.g_00034	Prao.g_00174
OG0001010	Syaa.g_00035	Prao.g_00175
OG0001011	Syaa.g_00037	Prao.g_00176
OG0001012	Syaa.g_02589	Prao.g_00189
OG0001013	Syaa.g_02576	Prao.g_00194
OG0001014	Syaa.g_02572	Prao.g_00197
OG0001015	Syaa.g_02571	Prao.g_00198
OG0001016	Syaa.g_00348	Prao.g_00212
OG0001017	Syaa.g_00342	Prao.g_00216
OG0001018	Syaa.g_00340	Prao.g_00219
OG0001019	Syaa.g_00323	Prao.g_00228
OG0001020	Syaa.g_02355	Prao.g_00229
OG0001021	Syaa.g_02359	Prao.g_00230
OG0001022	Syaa.g_02365	Prao.g_00233
OG0001023	Syaa.g_02366	Prao.g_00234
OG0001024	Syaa.g_02370	Prao.g_00237
OG0001025	Syaa.g_02377	Prao.g_00243
OG0001026	Syaa.g_02390	Prao.g_00249
OG0001027	Syaa.g_02397	Prao.g_00250
OG0001028	Syaa.g_02399	Prao.g_00252
OG0001029	Syaa.g_02401	Prao.g_00254
OG0001030	Syaa.g_02422	Prao.g_00269
OG0001031	Syaa.g_02500	Prao.g_00324
OG0001032	Syaa.g_02502	Prao.g_00325
OG0001033	Syaa.g_02539	Prao.g_00346
OG0001034	Syaa.g_02108	Prao.g_00374
OG0001035	Syaa.g_00298	Prao.g_00392
OG0001036	Syaa.g_00293	Prao.g_00397
OG0001037	Syaa.g_00291	Prao.g_00398
OG0001038	Syaa.g_00264	Prao.g_00415
OG0001039	Syaa.g_00261	Prao.g_00418
OG0001040	Syaa.g_00258	Prao.g_00420
OG0001041	Syaa.g_00253	Prao.g_00424
OG0001042	Syaa.g_00227	Prao.g_00441
OG0001043	Syaa.g_00223	Prao.g_00442
OG0001044	Syaa.g_02183	Prao.g_00469
OG0001045	Syaa.g_02170	Prao.g_00477
OG0001046	Syaa.g_01332	Prao.g_00513
OG0001047	Syaa.g_00706	Prao.g_00543
OG0001048	Syaa.g_00707	Prao.g_00544
OG0001049	Syaa.g_00710	Prao.g_00546
OG0001050	Syaa.g_00711	Prao.g_00547
OG0001051	Syaa.g_00712	Prao.g_00548
OG0001052	Syaa.g_01846	Prao.g_00577
OG0001053	Syaa.g_02048	Prao.g_00589
OG0001054	Syaa.g_02031	Prao.g_00604
OG0001055	Syaa.g_02010	Prao.g_00623
OG0001056	Syaa.g_01975	Prao.g_01855
OG0001057	Syaa.g_01966	Prao.g_01160
OG0001058	Syaa.g_01951	Prao.g_01168
OG0001059	Syaa.g_01947	Prao.g_01172
OG0001060	Syaa.g_01941	Prao.g_01179
OG0001061	Syaa.g_01919	Prao.g_01866
OG0001062	Syaa.g_01917	Prao.g_01868
OG0001063	Syaa.g_01912	Prao.g_01870
OG0001064	Syaa.g_01911	Prao.g_00018
OG0001065	Syaa.g_01910	Prao.g_00019
OG0001066	Syaa.g_01909	Prao.g_00020
OG0001067	Syaa.g_01908	Prao.g_00021
OG0001068	Syaa.g_01907	Prao.g_00022
OG0001069	Syaa.g_01906	Prao.g_00023
OG0001070	Syaa.g_01903	Prao.g_00026
OG0001071	Syaa.g_01902	Prao.g_00027
OG0001072	Syaa.g_01898	Prao.g_00028
OG0001073	Syaa.g_01884	Prao.g_00042
OG0001074	Syaa.g_01678	Prao.g_00053
OG0001075	Syaa.g_01676	Prao.g_00054
OG0001076	Syaa.g_01659	Prao.g_00063
OG0001077	Syaa.g_01647	Prao.g_00067
OG0001078	Syaa.g_01632	Prao.g_00075
OG0001079	Syaa.g_01619	Prao.g_00086
OG0001080	Syaa.g_01443	Prao.g_00092
OG0001081	Syaa.g_01056	Prao.g_00094
OG0001082	Syaa.g_01057	Prao.g_00095
OG0001083	Syaa.g_01064	Prao.g_00100
OG0001084	Syaa.g_01065	Prao.g_00101
OG0001085	Syaa.g_01075	Prao.g_00109
OG0001086	Syaa.g_01077	Prao.g_00110
OG0001087	Syaa.g_00920	Prao.g_00126
OG0001088	Syaa.g_00916	Prao.g_00127
OG0001089	Syaa.g_00890	Prao.g_00135
OG0001090	Syaa.g_01237	Prao.g_00649
OG0001091	Syaa.g_01239	Prao.g_00651
OG0001092	Syaa.g_01242	Prao.g_00652
OG0001093	Syaa.g_01248	Prao.g_00657
OG0001094	Syaa.g_01148	Prao.g_00735
OG0001095	Syaa.g_01185	Prao.g_00754
OG0001096	Syaa.g_01200	Prao.g_00767
OG0001097	Syaa.g_00828	Prao.g_00786
OG0001098	Syaa.g_01441	Prao.g_00801
OG0001099	Syaa.g_02400	Prao.g_00834
OG0001100	Syaa.g_01086	Prao.g_00838
OG0001101	Syaa.g_01088	Prao.g_00840
OG0001102	Syaa.g_01091	Prao.g_00842
OG0001103	Syaa.g_01093	Prao.g_00844
OG0001104	Syaa.g_01133	Prao.g_00865
OG0001105	Syaa.g_01137	Prao.g_00869
OG0001106	Syaa.g_01372	Prao.g_00893
OG0001107	Syaa.g_01359	Prao.g_00900
OG0001108	Syaa.g_01350	Prao.g_00904
OG0001109	Syaa.g_01349	Prao.g_00905
OG0001110	Syaa.g_01347	Prao.g_00907
OG0001111	Syaa.g_01345	Prao.g_00908
OG0001112	Syaa.g_01343	Prao.g_00909
OG0001113	Syaa.g_01342	Prao.g_00910
OG0001114	Syaa.g_01341	Prao.g_00911
OG0001115	Syaa.g_01337	Prao.g_00913
OG0001116	Syaa.g_01335	Prao.g_00914
OG0001117	Syaa.g_01334	Prao.g_00915
OG0001118	Syaa.g_01333	Prao.g_00916
OG0001119	Syaa.g_01331	Prao.g_00917
OG0001120	Syaa.g_01328	Prao.g_00919
OG0001121	Syaa.g_01125	Prao.g_01124, Prao.g_00922
OG0001122	Syaa.g_01301	Prao.g_00946
OG0001123	Syaa.g_01294	Prao.g_00950
OG0001124	Syaa.g_01292	Prao.g_00952
