Orthogroup	Prar	Syae
OG0000586	Prar.g_01443	Syae.g_00023
OG0000587	Prar.g_01444	Syae.g_00025
OG0000588	Prar.g_01448	Syae.g_00043
OG0000589	Prar.g_01451	Syae.g_00047
OG0000590	Prar.g_01452	Syae.g_00048
OG0000591	Prar.g_01455	Syae.g_00056
OG0000592	Prar.g_01456	Syae.g_00057
OG0000593	Prar.g_01462	Syae.g_00070
OG0000594	Prar.g_01463	Syae.g_00071
OG0000595	Prar.g_01464	Syae.g_00072
OG0000596	Prar.g_01468	Syae.g_00077
OG0000597	Prar.g_01470	Syae.g_00080
OG0000598	Prar.g_01471	Syae.g_00081
OG0000599	Prar.g_01474	Syae.g_00084
OG0000600	Prar.g_01475	Syae.g_00085
OG0000601	Prar.g_01476	Syae.g_00086
OG0000602	Prar.g_01478	Syae.g_00091
OG0000603	Prar.g_01479	Syae.g_00092
OG0000604	Prar.g_01480	Syae.g_00095
OG0000605	Prar.g_01481	Syae.g_00260
OG0000606	Prar.g_01484	Syae.g_00616
OG0000607	Prar.g_01487	Syae.g_00613
OG0000608	Prar.g_01488	Syae.g_00612
OG0000609	Prar.g_01489	Syae.g_00610
OG0000610	Prar.g_01494	Syae.g_00601
OG0000611	Prar.g_01497	Syae.g_00598
OG0000612	Prar.g_01498	Syae.g_00597
OG0000613	Prar.g_01503	Syae.g_01910
OG0000614	Prar.g_01522	Syae.g_00765
OG0000615	Prar.g_01530	Syae.g_00557
OG0000616	Prar.g_01534	Syae.g_01696
OG0000617	Prar.g_01605	Syae.g_00464
OG0000618	Prar.g_01606	Syae.g_00463
OG0000619	Prar.g_01607	Syae.g_00462
OG0000620	Prar.g_01610	Syae.g_00456
OG0000621	Prar.g_01611	Syae.g_00455
OG0000622	Prar.g_01612	Syae.g_00454
OG0000623	Prar.g_01613	Syae.g_00453
OG0000624	Prar.g_01614	Syae.g_00451
OG0000625	Prar.g_01615	Syae.g_00450
OG0000626	Prar.g_01616	Syae.g_00449
OG0000627	Prar.g_01617	Syae.g_00299
OG0000628	Prar.g_01618	Syae.g_00300
OG0000629	Prar.g_01619	Syae.g_00303
OG0000630	Prar.g_01622	Syae.g_00310
OG0000631	Prar.g_01675	Syae.g_00317
OG0000632	Prar.g_01676	Syae.g_00318
OG0000633	Prar.g_01677	Syae.g_00320
OG0000634	Prar.g_01680	Syae.g_00525
OG0000635	Prar.g_01681	Syae.g_00524
OG0000636	Prar.g_01683	Syae.g_00522
OG0000637	Prar.g_01685	Syae.g_00520
OG0000638	Prar.g_01686	Syae.g_00519
OG0000639	Prar.g_01687	Syae.g_00518
OG0000640	Prar.g_01688	Syae.g_00517
OG0000641	Prar.g_01692	Syae.g_00513
OG0000642	Prar.g_01693	Syae.g_00512
OG0000643	Prar.g_01694	Syae.g_00510
OG0000644	Prar.g_01695	Syae.g_00509
OG0000645	Prar.g_01696	Syae.g_00507
OG0000646	Prar.g_01698	Syae.g_00504
OG0000647	Prar.g_01699	Syae.g_00502
OG0000648	Prar.g_01701	Syae.g_00499
OG0000649	Prar.g_01702	Syae.g_00498
OG0000650	Prar.g_01703	Syae.g_00497
OG0000651	Prar.g_01704	Syae.g_00496
OG0000652	Prar.g_01705	Syae.g_00495
OG0000653	Prar.g_01707	Syae.g_00493
OG0000654	Prar.g_01708	Syae.g_00492
OG0000655	Prar.g_01709	Syae.g_00491
OG0000656	Prar.g_01712	Syae.g_00488
OG0000657	Prar.g_01719	Syae.g_00834
OG0000658	Prar.g_01720	Syae.g_00837
OG0000659	Prar.g_01721	Syae.g_00838
OG0000660	Prar.g_01725	Syae.g_00842
OG0000661	Prar.g_01727	Syae.g_00844
OG0000662	Prar.g_01729	Syae.g_00846
OG0000663	Prar.g_01731	Syae.g_00849
OG0000664	Prar.g_01732	Syae.g_00850
OG0000665	Prar.g_01736	Syae.g_00121
OG0000666	Prar.g_01737	Syae.g_00258
OG0000667	Prar.g_01742	Syae.g_02056
OG0000668	Prar.g_01759	Syae.g_00418
OG0000669	Prar.g_01767	Syae.g_00585
OG0000670	Prar.g_01769	Syae.g_00582
OG0000671	Prar.g_01771	Syae.g_00580
OG0000672	Prar.g_01774	Syae.g_00577
OG0000673	Prar.g_01777	Syae.g_00574
OG0000674	Prar.g_01779	Syae.g_00572
OG0000675	Prar.g_01780	Syae.g_00571
OG0000676	Prar.g_01782	Syae.g_00569
OG0000677	Prar.g_01783	Syae.g_00568
OG0000678	Prar.g_01785	Syae.g_00564
OG0000679	Prar.g_01789	Syae.g_00555
OG0000680	Prar.g_01790	Syae.g_00554
OG0000681	Prar.g_01792	Syae.g_00551
OG0000682	Prar.g_01793	Syae.g_00550
OG0000683	Prar.g_01794	Syae.g_00549
OG0000684	Prar.g_01795	Syae.g_00545
OG0000685	Prar.g_01797	Syae.g_00543
OG0000686	Prar.g_01798	Syae.g_00542
OG0000687	Prar.g_01799	Syae.g_00541
OG0000688	Prar.g_01802	Syae.g_00536
OG0000689	Prar.g_01803	Syae.g_00534
OG0000690	Prar.g_01804	Syae.g_00533
OG0000691	Prar.g_01805	Syae.g_00532
OG0000692	Prar.g_01807	Syae.g_00531
OG0000693	Prar.g_01808	Syae.g_00529
OG0000694	Prar.g_01809	Syae.g_00528
OG0000695	Prar.g_01811	Syae.g_00322
OG0000696	Prar.g_01812	Syae.g_00323
OG0000697	Prar.g_01813	Syae.g_00325
OG0000698	Prar.g_01816	Syae.g_00328
OG0000699	Prar.g_01817	Syae.g_00330
OG0000700	Prar.g_01818	Syae.g_00331
OG0000701	Prar.g_01819	Syae.g_00332
OG0000702	Prar.g_01821	Syae.g_00341
OG0000703	Prar.g_01822	Syae.g_00342
OG0000704	Prar.g_01823	Syae.g_00345
OG0000705	Prar.g_01827	Syae.g_00352
OG0000706	Prar.g_01828	Syae.g_00353
OG0000707	Prar.g_01829	Syae.g_00354
OG0000708	Prar.g_01830	Syae.g_00357
OG0000709	Prar.g_01834	Syae.g_00365
OG0000710	Prar.g_01837	Syae.g_00369
OG0000711	Prar.g_01853	Syae.g_00398
OG0000712	Prar.g_01855	Syae.g_00400
OG0000713	Prar.g_01856	Syae.g_00401
OG0000714	Prar.g_01857	Syae.g_00403
OG0000715	Prar.g_01859	Syae.g_00405
OG0000716	Prar.g_01861	Syae.g_00409
OG0000717	Prar.g_01862	Syae.g_00410
OG0000718	Prar.g_01873	Syae.g_00414
OG0000719	Prar.g_01875	Syae.g_00416
OG0000720	Prar.g_01884	Syae.g_00429
OG0000721	Prar.g_01886	Syae.g_00431
OG0000722	Prar.g_01887	Syae.g_00432
OG0000723	Prar.g_01890	Syae.g_00445
OG0000724	Prar.g_01899	Syae.g_00799
OG0000725	Prar.g_01905	Syae.g_00789
OG0000726	Prar.g_01906	Syae.g_00788
OG0000727	Prar.g_01907	Syae.g_00787
OG0000728	Prar.g_01909	Syae.g_00785
OG0000729	Prar.g_01955	Syae.g_01819
OG0000730	Prar.g_01324	Syae.g_02189
OG0000731	Prar.g_01320	Syae.g_02201
OG0000732	Prar.g_01314	Syae.g_01764
OG0000733	Prar.g_01295	Syae.g_01599
OG0000734	Prar.g_01278	Syae.g_01371
OG0000735	Prar.g_01276	Syae.g_00942
OG0000736	Prar.g_01275	Syae.g_00941
OG0000737	Prar.g_01274	Syae.g_00940
OG0000738	Prar.g_01270	Syae.g_00935
OG0000739	Prar.g_01269	Syae.g_00928
OG0000740	Prar.g_01268	Syae.g_00927
OG0000741	Prar.g_01267	Syae.g_00924
OG0000742	Prar.g_01264	Syae.g_00922
OG0000743	Prar.g_01262	Syae.g_00920
OG0000744	Prar.g_01261	Syae.g_00919
OG0000745	Prar.g_01260	Syae.g_00917
OG0000746	Prar.g_01258	Syae.g_00915
OG0000747	Prar.g_01257	Syae.g_00914
OG0000748	Prar.g_01254	Syae.g_00902
OG0000749	Prar.g_01253	Syae.g_00900
OG0000750	Prar.g_01252	Syae.g_00899
OG0000751	Prar.g_01250	Syae.g_00892
OG0000752	Prar.g_01248	Syae.g_00890
OG0000753	Prar.g_01245	Syae.g_00887
OG0000754	Prar.g_01242	Syae.g_00641
OG0000755	Prar.g_01239	Syae.g_00651
OG0000756	Prar.g_01238	Syae.g_00652
OG0000757	Prar.g_01232	Syae.g_00661
OG0000758	Prar.g_01231	Syae.g_00662
OG0000759	Prar.g_01230	Syae.g_00663
OG0000760	Prar.g_01229	Syae.g_00664
OG0000761	Prar.g_01228	Syae.g_00668
OG0000762	Prar.g_01227	Syae.g_00672
OG0000763	Prar.g_01225	Syae.g_00676
OG0000764	Prar.g_01224	Syae.g_00677
OG0000765	Prar.g_01215	Syae.g_00695
OG0000766	Prar.g_01214	Syae.g_00696
OG0000767	Prar.g_01212	Syae.g_00698
OG0000768	Prar.g_01211	Syae.g_00699
OG0000769	Prar.g_01209	Syae.g_00701
OG0000770	Prar.g_01207	Syae.g_00704
OG0000771	Prar.g_00376	Syae.g_00805
OG0000772	Prar.g_00976	Syae.g_00168
OG0000773	Prar.g_00964	Syae.g_00947
OG0000774	Prar.g_00962	Syae.g_00951
OG0000775	Prar.g_00960	Syae.g_00954
OG0000776	Prar.g_00959	Syae.g_00955
OG0000777	Prar.g_00958	Syae.g_00956
OG0000778	Prar.g_00957	Syae.g_00957
OG0000779	Prar.g_00953	Syae.g_00963
OG0000780	Prar.g_00952	Syae.g_00967
OG0000781	Prar.g_00949	Syae.g_00971
OG0000782	Prar.g_00948	Syae.g_00972
OG0000783	Prar.g_00947	Syae.g_00973
OG0000784	Prar.g_00946	Syae.g_00974
OG0000785	Prar.g_00944	Syae.g_00976
OG0000786	Prar.g_00942	Syae.g_02477
OG0000787	Prar.g_00941	Syae.g_02476
OG0000788	Prar.g_00924	Syae.g_00087
OG0000789	Prar.g_00921	Syae.g_00281
OG0000790	Prar.g_00906	Syae.g_02294
OG0000791	Prar.g_00904	Syae.g_02292
OG0000792	Prar.g_00903	Syae.g_02291
OG0000793	Prar.g_00900	Syae.g_02286
OG0000794	Prar.g_00899	Syae.g_02285
OG0000795	Prar.g_00898	Syae.g_02284
OG0000796	Prar.g_00894	Syae.g_02280
OG0000797	Prar.g_00893	Syae.g_02279
OG0000798	Prar.g_00866	Syae.g_01972, Syae.g_01205
OG0000799	Prar.g_00357	Syae.g_00010
OG0000800	Prar.g_00356	Syae.g_00009
OG0000801	Prar.g_00355	Syae.g_00008
OG0000802	Prar.g_00353	Syae.g_02686
OG0000803	Prar.g_00351	Syae.g_02680
OG0000804	Prar.g_00350	Syae.g_02677
OG0000805	Prar.g_00348	Syae.g_02663
OG0000806	Prar.g_00346	Syae.g_02661
OG0000807	Prar.g_00345	Syae.g_02659
OG0000808	Prar.g_00344	Syae.g_02658
OG0000809	Prar.g_00341	Syae.g_02655
OG0000810	Prar.g_00340	Syae.g_02654
OG0000811	Prar.g_00336	Syae.g_02648
OG0000812	Prar.g_00842	Syae.g_02646
OG0000813	Prar.g_00841	Syae.g_02645
OG0000814	Prar.g_00839	Syae.g_02643
OG0000815	Prar.g_00838	Syae.g_02642
OG0000816	Prar.g_00836	Syae.g_02641
OG0000817	Prar.g_00835	Syae.g_02640
OG0000818	Prar.g_00830	Syae.g_02634
OG0000819	Prar.g_00829	Syae.g_02633
OG0000820	Prar.g_00828	Syae.g_02632
OG0000821	Prar.g_00824	Syae.g_02626
OG0000822	Prar.g_00823	Syae.g_02624
OG0000823	Prar.g_00822	Syae.g_02623
OG0000824	Prar.g_00819	Syae.g_02617
OG0000825	Prar.g_00818	Syae.g_02616
OG0000826	Prar.g_00817	Syae.g_02615
OG0000827	Prar.g_00816	Syae.g_02614
OG0000828	Prar.g_00813	Syae.g_02612
OG0000829	Prar.g_00812	Syae.g_02611
OG0000830	Prar.g_00811	Syae.g_02610
OG0000831	Prar.g_00809	Syae.g_02608
OG0000832	Prar.g_00803	Syae.g_01081
OG0000833	Prar.g_00795	Syae.g_01106
OG0000834	Prar.g_00794	Syae.g_01108
OG0000835	Prar.g_00793	Syae.g_01109
OG0000836	Prar.g_00792	Syae.g_01113
OG0000837	Prar.g_00791	Syae.g_01115
OG0000838	Prar.g_00789	Syae.g_01119
OG0000839	Prar.g_00788	Syae.g_01120
OG0000840	Prar.g_00787	Syae.g_01121
OG0000841	Prar.g_00786	Syae.g_01122
OG0000842	Prar.g_00785	Syae.g_01123
OG0000843	Prar.g_00784	Syae.g_01124
OG0000844	Prar.g_00783	Syae.g_01125
OG0000845	Prar.g_00782	Syae.g_01126
OG0000846	Prar.g_00781	Syae.g_01127
OG0000847	Prar.g_00780	Syae.g_01128
OG0000848	Prar.g_00779	Syae.g_01130
OG0000849	Prar.g_00778	Syae.g_01131
OG0000850	Prar.g_00776	Syae.g_01133
OG0000851	Prar.g_00775	Syae.g_01139
OG0000852	Prar.g_00774	Syae.g_01140
OG0000853	Prar.g_00770	Syae.g_01144
OG0000854	Prar.g_00768	Syae.g_01146
OG0000855	Prar.g_00767	Syae.g_01147
OG0000856	Prar.g_00753	Syae.g_00059
OG0000857	Prar.g_00725	Syae.g_00503
OG0000858	Prar.g_01149	Syae.g_01153
OG0000859	Prar.g_01148	Syae.g_01154
OG0000860	Prar.g_01141	Syae.g_01165
OG0000861	Prar.g_01140	Syae.g_01166
OG0000862	Prar.g_01139	Syae.g_01167
OG0000863	Prar.g_01137	Syae.g_01170
OG0000864	Prar.g_01136	Syae.g_01171
OG0000865	Prar.g_01135	Syae.g_01172
OG0000866	Prar.g_01134	Syae.g_01173
OG0000867	Prar.g_01133	Syae.g_01174
OG0000868	Prar.g_01132	Syae.g_01177
OG0000869	Prar.g_01128	Syae.g_01182
OG0000870	Prar.g_01123	Syae.g_01187
OG0000871	Prar.g_01122	Syae.g_01188
OG0000872	Prar.g_01121	Syae.g_01196
OG0000873	Prar.g_01965	Syae.g_01199
OG0000874	Prar.g_01968	Syae.g_01194
OG0000875	Prar.g_01969	Syae.g_01244
OG0000876	Prar.g_01970	Syae.g_01020
OG0000877	Prar.g_01963	Syae.g_01025
OG0000878	Prar.g_01962	Syae.g_01026
OG0000879	Prar.g_01961	Syae.g_01027
OG0000880	Prar.g_01960	Syae.g_01028
OG0000881	Prar.g_00595, Prar.g_01956	Syae.g_01034
OG0000882	Prar.g_00600	Syae.g_01039
OG0000883	Prar.g_00601	Syae.g_01041
OG0000884	Prar.g_00603	Syae.g_01043
OG0000885	Prar.g_00604	Syae.g_01044
OG0000886	Prar.g_00605	Syae.g_01045
OG0000887	Prar.g_00606	Syae.g_01046
OG0000888	Prar.g_00608	Syae.g_01048
OG0000889	Prar.g_00610	Syae.g_01050
OG0000890	Prar.g_00611	Syae.g_01056
OG0000891	Prar.g_00612	Syae.g_01057
OG0000892	Prar.g_01119	Syae.g_01059
OG0000893	Prar.g_01114	Syae.g_02031
OG0000894	Prar.g_01112	Syae.g_02034
OG0000895	Prar.g_01109	Syae.g_02038
OG0000896	Prar.g_01108	Syae.g_02039
OG0000897	Prar.g_01106	Syae.g_02041
OG0000898	Prar.g_01105	Syae.g_02042
OG0000899	Prar.g_01104	Syae.g_02043
OG0000900	Prar.g_01103	Syae.g_02044
OG0000901	Prar.g_01100	Syae.g_02049
OG0000902	Prar.g_01098	Syae.g_02051
OG0000903	Prar.g_01095	Syae.g_02077
OG0000904	Prar.g_01093	Syae.g_02071
OG0000905	Prar.g_01088	Syae.g_02065
OG0000906	Prar.g_01087	Syae.g_02063
OG0000907	Prar.g_01069	Syae.g_02079
OG0000908	Prar.g_01066	Syae.g_02082
OG0000909	Prar.g_01065	Syae.g_02083
OG0000910	Prar.g_01064	Syae.g_02084
OG0000911	Prar.g_01062	Syae.g_02086
OG0000912	Prar.g_01061	Syae.g_02087
OG0000913	Prar.g_01060	Syae.g_02088
OG0000914	Prar.g_01059	Syae.g_02089
OG0000915	Prar.g_01058	Syae.g_02091
OG0000916	Prar.g_01057	Syae.g_02092
OG0000917	Prar.g_01056	Syae.g_02093
OG0000918	Prar.g_01055	Syae.g_02094
OG0000919	Prar.g_01054	Syae.g_02095
OG0000920	Prar.g_01053	Syae.g_02096
OG0000921	Prar.g_01052	Syae.g_02097
OG0000922	Prar.g_01051	Syae.g_02098
OG0000923	Prar.g_01047	Syae.g_02102
OG0000924	Prar.g_01046	Syae.g_02103
OG0000925	Prar.g_01045	Syae.g_02104
OG0000926	Prar.g_01044	Syae.g_02105
OG0000927	Prar.g_01042	Syae.g_02107
OG0000928	Prar.g_01041	Syae.g_02108
OG0000929	Prar.g_01040	Syae.g_02109
OG0000930	Prar.g_01039	Syae.g_02110
OG0000931	Prar.g_01038	Syae.g_02111
OG0000932	Prar.g_01037	Syae.g_02112
OG0000933	Prar.g_01033	Syae.g_02118
OG0000934	Prar.g_01031	Syae.g_02120
OG0000935	Prar.g_01030	Syae.g_02121
OG0000936	Prar.g_01029	Syae.g_02122
OG0000937	Prar.g_01028	Syae.g_02123
OG0000938	Prar.g_01026	Syae.g_02126
OG0000939	Prar.g_01025	Syae.g_02127
OG0000940	Prar.g_01019	Syae.g_02133
OG0000941	Prar.g_01017	Syae.g_02135
OG0000942	Prar.g_01015	Syae.g_02137
OG0000943	Prar.g_01014	Syae.g_02138
OG0000944	Prar.g_01013	Syae.g_02140
OG0000945	Prar.g_01012	Syae.g_02142
OG0000946	Prar.g_00617	Syae.g_02146
OG0000947	Prar.g_00619	Syae.g_02149
OG0000948	Prar.g_00620	Syae.g_02150
OG0000949	Prar.g_00623	Syae.g_01884
OG0000950	Prar.g_00628	Syae.g_01873
OG0000951	Prar.g_00632	Syae.g_01866
OG0000952	Prar.g_00636	Syae.g_01859
OG0000953	Prar.g_00639	Syae.g_01854
OG0000954	Prar.g_00643	Syae.g_01845
OG0000955	Prar.g_00644	Syae.g_01844
OG0000956	Prar.g_00646	Syae.g_01842
OG0000957	Prar.g_00651	Syae.g_01831
OG0000958	Prar.g_00652	Syae.g_01830
OG0000959	Prar.g_00656	Syae.g_01826
OG0000960	Prar.g_00657	Syae.g_01825
OG0000961	Prar.g_00659	Syae.g_01822
OG0000962	Prar.g_00661	Syae.g_01820
OG0000963	Prar.g_00664	Syae.g_01814
OG0000964	Prar.g_00665	Syae.g_01813
OG0000965	Prar.g_00666	Syae.g_01812
OG0000966	Prar.g_00673	Syae.g_01789
OG0000967	Prar.g_00677	Syae.g_01782
OG0000968	Prar.g_00679	Syae.g_01787
OG0000969	Prar.g_00680	Syae.g_01785
OG0000970	Prar.g_00681	Syae.g_01784
OG0000971	Prar.g_00682	Syae.g_01779
OG0000972	Prar.g_00683	Syae.g_01778
OG0000973	Prar.g_00684	Syae.g_01777
OG0000974	Prar.g_00685	Syae.g_01776
OG0000975	Prar.g_00686	Syae.g_01775
OG0000976	Prar.g_00687	Syae.g_01774
OG0000977	Prar.g_00688	Syae.g_01772
OG0000978	Prar.g_00689	Syae.g_01771
OG0000979	Prar.g_00692	Syae.g_01768
OG0000980	Prar.g_00694	Syae.g_01765
OG0000981	Prar.g_00696	Syae.g_01762
OG0000982	Prar.g_00698	Syae.g_01568
OG0000983	Prar.g_00699	Syae.g_01569
OG0000984	Prar.g_00700	Syae.g_01570
OG0000985	Prar.g_00703	Syae.g_01572
OG0000986	Prar.g_00705	Syae.g_01575
OG0000987	Prar.g_00706	Syae.g_01577
OG0000988	Prar.g_00709	Syae.g_01583
OG0000989	Prar.g_00073	Syae.g_01591
OG0000990	Prar.g_00070	Syae.g_01606
OG0000991	Prar.g_00069	Syae.g_01609
OG0000992	Prar.g_00067	Syae.g_01612
OG0000993	Prar.g_00066	Syae.g_01613
OG0000994	Prar.g_00065	Syae.g_01616
OG0000995	Prar.g_00061	Syae.g_01627
OG0000996	Prar.g_00060	Syae.g_01667
OG0000997	Prar.g_00059	Syae.g_01678
OG0000998	Prar.g_00057	Syae.g_01680
OG0000999	Prar.g_00056	Syae.g_01683
OG0001000	Prar.g_00053	Syae.g_01686
OG0001001	Prar.g_00051	Syae.g_01692
OG0001002	Prar.g_00047	Syae.g_01699
OG0001003	Prar.g_00046	Syae.g_01701
OG0001004	Prar.g_00045	Syae.g_01702
OG0001005	Prar.g_00044	Syae.g_01703
OG0001006	Prar.g_00040	Syae.g_01710
OG0001007	Prar.g_00038	Syae.g_01712
OG0001008	Prar.g_00485	Syae.g_00993
OG0001009	Prar.g_00011	Syae.g_01744
OG0001010	Prar.g_00010	Syae.g_01745
OG0001011	Prar.g_00009	Syae.g_01747
OG0001012	Prar.g_00577	Syae.g_01564
OG0001013	Prar.g_00571	Syae.g_01552
OG0001014	Prar.g_00568	Syae.g_01548
OG0001015	Prar.g_00567	Syae.g_01547
OG0001016	Prar.g_00255	Syae.g_01290
OG0001017	Prar.g_00251	Syae.g_01296
OG0001018	Prar.g_00248	Syae.g_01298
OG0001019	Prar.g_00239	Syae.g_01334
OG0001020	Prar.g_00238	Syae.g_01340
OG0001021	Prar.g_00237	Syae.g_01344
OG0001022	Prar.g_00234	Syae.g_01348
OG0001023	Prar.g_00233	Syae.g_01349
OG0001024	Prar.g_00230	Syae.g_01353
OG0001025	Prar.g_00224	Syae.g_01360
OG0001026	Prar.g_00217	Syae.g_01373
OG0001027	Prar.g_00216	Syae.g_01377
OG0001028	Prar.g_00214	Syae.g_01379
OG0001029	Prar.g_00213	Syae.g_01381
OG0001030	Prar.g_00198	Syae.g_01403
OG0001031	Prar.g_00141	Syae.g_01475
OG0001032	Prar.g_00140	Syae.g_01479
OG0001033	Prar.g_00119	Syae.g_01505
OG0001034	Prar.g_00091	Syae.g_02238
OG0001035	Prar.g_00333	Syae.g_02006
OG0001036	Prar.g_00328	Syae.g_02001
OG0001037	Prar.g_00327	Syae.g_01999
OG0001038	Prar.g_00309	Syae.g_01971
OG0001039	Prar.g_00306	Syae.g_01968
OG0001040	Prar.g_00304	Syae.g_01965
OG0001041	Prar.g_00300	Syae.g_01960
OG0001042	Prar.g_00283	Syae.g_01935
OG0001043	Prar.g_00282	Syae.g_01931
OG0001044	Prar.g_00393	Syae.g_02191
OG0001045	Prar.g_00402	Syae.g_02204
OG0001046	Prar.g_00440	Syae.g_00385
OG0001047	Prar.g_00487	Syae.g_00991
OG0001048	Prar.g_00488	Syae.g_00990
OG0001049	Prar.g_00490	Syae.g_00987
OG0001050	Prar.g_00491	Syae.g_00986
OG0001051	Prar.g_00492	Syae.g_00985
OG0001052	Prar.g_00521	Syae.g_02526
OG0001053	Prar.g_00533	Syae.g_02312
OG0001054	Prar.g_01329	Syae.g_02329
OG0001055	Prar.g_01347	Syae.g_02350
OG0001056	Prar.g_01366	Syae.g_02379
OG0001057	Prar.g_01371	Syae.g_02388
OG0001058	Prar.g_01379	Syae.g_02402
OG0001059	Prar.g_01383	Syae.g_02406
OG0001060	Prar.g_01390	Syae.g_02412
OG0001061	Prar.g_01403	Syae.g_02434
OG0001062	Prar.g_01405	Syae.g_02436
OG0001063	Prar.g_01407	Syae.g_02440
OG0001064	Prar.g_01408	Syae.g_02441
OG0001065	Prar.g_01409	Syae.g_02442
OG0001066	Prar.g_01410	Syae.g_02443
OG0001067	Prar.g_01411	Syae.g_02444
OG0001068	Prar.g_01412	Syae.g_02445
OG0001069	Prar.g_01413	Syae.g_02446
OG0001070	Prar.g_01416	Syae.g_02449
OG0001071	Prar.g_01417	Syae.g_02450
OG0001072	Prar.g_01419	Syae.g_02454
OG0001073	Prar.g_01434	Syae.g_02468
OG0001074	Prar.g_01445	Syae.g_00027
OG0001075	Prar.g_01446	Syae.g_00029
OG0001076	Prar.g_01454	Syae.g_00050
OG0001077	Prar.g_01458	Syae.g_00061
OG0001078	Prar.g_01466	Syae.g_00075
OG0001079	Prar.g_01477	Syae.g_00088
OG0001080	Prar.g_01483	Syae.g_00267
OG0001081	Prar.g_01485	Syae.g_00615
OG0001082	Prar.g_01486	Syae.g_00614
OG0001083	Prar.g_01491	Syae.g_00605
OG0001084	Prar.g_01492	Syae.g_00604
OG0001085	Prar.g_01500	Syae.g_00594
OG0001086	Prar.g_01501	Syae.g_00592
OG0001087	Prar.g_01518	Syae.g_00751
OG0001088	Prar.g_01519	Syae.g_00755
OG0001089	Prar.g_01527	Syae.g_00781
OG0001090	Prar.g_01600	Syae.g_00471
OG0001091	Prar.g_01602	Syae.g_00469
OG0001092	Prar.g_01603	Syae.g_00466
OG0001093	Prar.g_01608	Syae.g_00460
OG0001094	Prar.g_01678	Syae.g_00527
OG0001095	Prar.g_01697	Syae.g_00506
OG0001096	Prar.g_01710	Syae.g_00490
OG0001097	Prar.g_01728	Syae.g_00845
OG0001098	Prar.g_01744	Syae.g_00269
OG0001099	Prar.g_01764	Syae.g_01380
OG0001100	Prar.g_01768	Syae.g_00583
OG0001101	Prar.g_01770	Syae.g_00581
OG0001102	Prar.g_01773	Syae.g_00578
OG0001103	Prar.g_01775	Syae.g_00576
OG0001104	Prar.g_01796	Syae.g_00544
OG0001105	Prar.g_01800	Syae.g_00540
OG0001106	Prar.g_01824	Syae.g_00346
OG0001107	Prar.g_01831	Syae.g_00358
OG0001108	Prar.g_01835	Syae.g_00366
OG0001109	Prar.g_01836	Syae.g_00368
OG0001110	Prar.g_01838	Syae.g_00370
OG0001111	Prar.g_01839	Syae.g_00372
OG0001112	Prar.g_01840	Syae.g_00374
OG0001113	Prar.g_01841	Syae.g_00375
OG0001114	Prar.g_01842	Syae.g_00376
OG0001115	Prar.g_01844	Syae.g_00380
OG0001116	Prar.g_01845	Syae.g_00382
OG0001117	Prar.g_01846	Syae.g_00383
OG0001118	Prar.g_01847	Syae.g_00384
OG0001119	Prar.g_01848	Syae.g_00386
OG0001120	Prar.g_01850	Syae.g_00390
OG0001121	Prar.g_01298	Syae.g_00133
OG0001122	Prar.g_01876	Syae.g_00417
OG0001123	Prar.g_01880	Syae.g_00424
OG0001124	Prar.g_01882	Syae.g_00426
OG0001125	Prar.g_01883	Syae.g_00428
OG0001126	Prar.g_01893	Syae.g_00807
OG0001127	Prar.g_01894	Syae.g_00806
OG0001128	Prar.g_01896	Syae.g_00803
OG0001129	Prar.g_01897	Syae.g_00801
OG0001130	Prar.g_01898	Syae.g_00800
OG0001131	Prar.g_01935	Syae.g_00562
OG0001132	Prar.g_01944	Syae.g_00242
OG0001133	Prar.g_01309	Syae.g_00053
OG0001134	Prar.g_01296	Syae.g_00638
OG0001135	Prar.g_01293	Syae.g_00636
OG0001136	Prar.g_01266	Syae.g_00923
OG0001137	Prar.g_01255	Syae.g_00903
OG0001138	Prar.g_01237	Syae.g_00654
OG0001139	Prar.g_01236	Syae.g_00656
OG0001140	Prar.g_01235	Syae.g_00657
OG0001141	Prar.g_01234	Syae.g_00658
OG0001142	Prar.g_01233	Syae.g_00660
OG0001143	Prar.g_01226	Syae.g_00673
OG0001144	Prar.g_01221	Syae.g_00684
OG0001145	Prar.g_00963	Syae.g_00948
OG0001146	Prar.g_00951	Syae.g_00968
OG0001147	Prar.g_00925	Syae.g_02536
OG0001148	Prar.g_00909	Syae.g_02297
OG0001149	Prar.g_00908	Syae.g_02296
OG0001150	Prar.g_00907	Syae.g_02295
OG0001151	Prar.g_00896	Syae.g_02282
OG0001152	Prar.g_00895	Syae.g_02281
OG0001153	Prar.g_00815	Syae.g_02613
OG0001155	Prar.g_00802	Syae.g_01083
OG0001156	Prar.g_00799	Syae.g_01093
OG0001157	Prar.g_00798	Syae.g_01094
OG0001158	Prar.g_00797	Syae.g_01100
OG0001159	Prar.g_00796	Syae.g_01103
OG0001160	Prar.g_00772	Syae.g_01142
OG0001161	Prar.g_00760	Syae.g_01597
OG0001162	Prar.g_00749	Syae.g_00487
OG0001163	Prar.g_01151	Syae.g_01150
OG0001164	Prar.g_01147	Syae.g_01156
OG0001165	Prar.g_01144	Syae.g_01161
OG0001166	Prar.g_01124	Syae.g_01186
OG0001167	Prar.g_01959	Syae.g_01031
