Orthogroup	Prar	Prak
OG0000584	Prar.g_01440	Prak.g_00572
OG0000585	Prar.g_01442	Prak.g_00574
OG0000586	Prar.g_01443	Prak.g_00575
OG0000587	Prar.g_01444	Prak.g_00576
OG0000588	Prar.g_01448	Prak.g_00580
OG0000589	Prar.g_01451	Prak.g_00582
OG0000590	Prar.g_01452	Prak.g_00583
OG0000591	Prar.g_01455	Prak.g_00587
OG0000592	Prar.g_01456	Prak.g_00588
OG0000593	Prar.g_01462	Prak.g_01111
OG0000594	Prar.g_01463	Prak.g_01110
OG0000595	Prar.g_01464	Prak.g_01109
OG0000596	Prar.g_01468	Prak.g_01105
OG0000597	Prar.g_01470	Prak.g_01102
OG0000598	Prar.g_01471	Prak.g_01101
OG0000599	Prar.g_01474	Prak.g_01098
OG0000600	Prar.g_01475	Prak.g_01097
OG0000601	Prar.g_01476	Prak.g_01096
OG0000602	Prar.g_01478	Prak.g_01094
OG0000603	Prar.g_01479	Prak.g_01093
OG0000604	Prar.g_01480	Prak.g_01092
OG0000605	Prar.g_01481	Prak.g_01091
OG0000606	Prar.g_01484	Prak.g_01088
OG0000607	Prar.g_01487	Prak.g_01085
OG0000608	Prar.g_01488	Prak.g_01084
OG0000609	Prar.g_01489	Prak.g_01083
OG0000610	Prar.g_01494	Prak.g_01077
OG0000611	Prar.g_01497	Prak.g_01074
OG0000612	Prar.g_01498	Prak.g_01073
OG0000613	Prar.g_01503	Prak.g_00800
OG0000614	Prar.g_01522	Prak.g_00821
OG0000615	Prar.g_01530	Prak.g_00832
OG0000616	Prar.g_01534	Prak.g_01934
OG0000617	Prar.g_01605	Prak.g_01057
OG0000618	Prar.g_01606	Prak.g_01056
OG0000619	Prar.g_01607	Prak.g_01055
OG0000620	Prar.g_01610	Prak.g_01052
OG0000621	Prar.g_01611	Prak.g_01051
OG0000622	Prar.g_01612	Prak.g_01050
OG0000623	Prar.g_01613	Prak.g_01049
OG0000624	Prar.g_01614	Prak.g_01047
OG0000625	Prar.g_01615	Prak.g_01046
OG0000626	Prar.g_01616	Prak.g_01045
OG0000627	Prar.g_01617	Prak.g_01044
OG0000628	Prar.g_01618	Prak.g_01043
OG0000629	Prar.g_01619	Prak.g_01042
OG0000630	Prar.g_01622	Prak.g_01039
OG0000631	Prar.g_01675	Prak.g_00946
OG0000632	Prar.g_01676	Prak.g_00947
OG0000633	Prar.g_01677	Prak.g_00948
OG0000634	Prar.g_01680	Prak.g_00841
OG0000635	Prar.g_01681	Prak.g_00842
OG0000636	Prar.g_01683	Prak.g_00844
OG0000637	Prar.g_01685	Prak.g_00846
OG0000638	Prar.g_01686	Prak.g_00847
OG0000639	Prar.g_01687	Prak.g_00848
OG0000640	Prar.g_01688	Prak.g_00849
OG0000641	Prar.g_01692	Prak.g_00853
OG0000642	Prar.g_01693	Prak.g_00854
OG0000643	Prar.g_01694	Prak.g_00855
OG0000644	Prar.g_01695	Prak.g_00856
OG0000645	Prar.g_01696	Prak.g_00857
OG0000646	Prar.g_01698	Prak.g_00859
OG0000647	Prar.g_01699	Prak.g_00861
OG0000648	Prar.g_01701	Prak.g_00863
OG0000649	Prar.g_01702	Prak.g_00864
OG0000650	Prar.g_01703	Prak.g_00865
OG0000651	Prar.g_01704	Prak.g_00866
OG0000652	Prar.g_01705	Prak.g_00867
OG0000653	Prar.g_01707	Prak.g_00869
OG0000654	Prar.g_01708	Prak.g_00870
OG0000655	Prar.g_01709	Prak.g_00871
OG0000656	Prar.g_01712	Prak.g_00874
OG0000657	Prar.g_01719	Prak.g_00882
OG0000658	Prar.g_01720	Prak.g_00884
OG0000659	Prar.g_01721	Prak.g_00885
OG0000660	Prar.g_01725	Prak.g_00889
OG0000661	Prar.g_01727	Prak.g_00891
OG0000662	Prar.g_01729	Prak.g_00893
OG0000663	Prar.g_01731	Prak.g_00895
OG0000664	Prar.g_01732	Prak.g_00896
OG0000665	Prar.g_01736	Prak.g_00902
OG0000666	Prar.g_01737	Prak.g_00903
OG0000667	Prar.g_01742	Prak.g_00907
OG0000668	Prar.g_01759	Prak.g_00748
OG0000669	Prar.g_01767	Prak.g_00759
OG0000670	Prar.g_01769	Prak.g_00762
OG0000671	Prar.g_01771	Prak.g_00765
OG0000672	Prar.g_01774	Prak.g_00768
OG0000673	Prar.g_01777	Prak.g_00771
OG0000674	Prar.g_01779	Prak.g_00773
OG0000675	Prar.g_01780	Prak.g_00774
OG0000676	Prar.g_01782	Prak.g_00776
OG0000677	Prar.g_01783	Prak.g_00777
OG0000678	Prar.g_01785	Prak.g_00779
OG0000679	Prar.g_01789	Prak.g_00783
OG0000680	Prar.g_01790	Prak.g_00784
OG0000681	Prar.g_01792	Prak.g_00787
OG0000682	Prar.g_01793	Prak.g_00788
OG0000683	Prar.g_01794	Prak.g_00789
OG0000684	Prar.g_01795	Prak.g_00791
OG0000685	Prar.g_01797	Prak.g_00793
OG0000686	Prar.g_01798	Prak.g_00794
OG0000687	Prar.g_01799	Prak.g_00795
OG0000688	Prar.g_01802	Prak.g_01069
OG0000689	Prar.g_01803	Prak.g_01068
OG0000690	Prar.g_01804	Prak.g_01067
OG0000691	Prar.g_01805	Prak.g_01066
OG0000692	Prar.g_01807	Prak.g_01064
OG0000693	Prar.g_01808	Prak.g_01063
OG0000694	Prar.g_01809	Prak.g_01062
OG0000695	Prar.g_01811	Prak.g_00950
OG0000696	Prar.g_01812	Prak.g_00951
OG0000697	Prar.g_01813	Prak.g_00952
OG0000698	Prar.g_01816	Prak.g_00955
OG0000699	Prar.g_01817	Prak.g_00956
OG0000700	Prar.g_01818	Prak.g_00957
OG0000701	Prar.g_01819	Prak.g_00958
OG0000702	Prar.g_01821	Prak.g_00960
OG0000703	Prar.g_01822	Prak.g_00961
OG0000704	Prar.g_01823	Prak.g_00963
OG0000705	Prar.g_01827	Prak.g_00966
OG0000706	Prar.g_01828	Prak.g_00967
OG0000707	Prar.g_01829	Prak.g_00968
OG0000708	Prar.g_01830	Prak.g_00970
OG0000709	Prar.g_01834	Prak.g_00974
OG0000710	Prar.g_01837	Prak.g_00977
OG0000711	Prar.g_01853	Prak.g_00995
OG0000712	Prar.g_01855	Prak.g_00996
OG0000713	Prar.g_01856	Prak.g_00997
OG0000714	Prar.g_01857	Prak.g_00998
OG0000715	Prar.g_01859	Prak.g_01000
OG0000716	Prar.g_01861	Prak.g_01002
OG0000717	Prar.g_01862	Prak.g_01003
OG0000718	Prar.g_01873	Prak.g_01007
OG0000719	Prar.g_01875	Prak.g_01009
OG0000720	Prar.g_01884	Prak.g_01021
OG0000721	Prar.g_01886	Prak.g_01025
OG0000722	Prar.g_01887	Prak.g_01026
OG0000723	Prar.g_01890	Prak.g_01030
OG0000724	Prar.g_01899	Prak.g_00925
OG0000725	Prar.g_01905	Prak.g_00919
OG0000726	Prar.g_01906	Prak.g_00918
OG0000727	Prar.g_01907	Prak.g_00917
OG0000728	Prar.g_01909	Prak.g_00915
OG0000729	Prar.g_01955	Prak.g_01255
OG0000730	Prar.g_01324	Prak.g_01214
OG0000731	Prar.g_01320	Prak.g_00362
OG0000732	Prar.g_01314	Prak.g_01885
OG0000733	Prar.g_01295	Prak.g_01551
OG0000734	Prar.g_01278	Prak.g_01188
OG0000735	Prar.g_01276	Prak.g_01186
OG0000736	Prar.g_01275	Prak.g_01185
OG0000737	Prar.g_01274	Prak.g_01184
OG0000738	Prar.g_01270	Prak.g_01180
OG0000739	Prar.g_01269	Prak.g_01179
OG0000740	Prar.g_01268	Prak.g_01178
OG0000741	Prar.g_01267	Prak.g_01176
OG0000742	Prar.g_01264	Prak.g_01173
OG0000743	Prar.g_01262	Prak.g_01171
OG0000744	Prar.g_01261	Prak.g_01170
OG0000745	Prar.g_01260	Prak.g_01169
OG0000746	Prar.g_01258	Prak.g_01167
OG0000747	Prar.g_01257	Prak.g_01166
OG0000748	Prar.g_01254	Prak.g_01162
OG0000749	Prar.g_01253	Prak.g_01161
OG0000750	Prar.g_01252	Prak.g_01160
OG0000751	Prar.g_01250	Prak.g_01157
OG0000752	Prar.g_01248	Prak.g_01155
OG0000753	Prar.g_01245	Prak.g_01153
OG0000754	Prar.g_01242	Prak.g_01150
OG0000755	Prar.g_01239	Prak.g_01144
OG0000756	Prar.g_01238	Prak.g_01143
OG0000757	Prar.g_01232	Prak.g_01136
OG0000758	Prar.g_01231	Prak.g_01135
OG0000759	Prar.g_01230	Prak.g_01134
OG0000760	Prar.g_01229	Prak.g_01133
OG0000761	Prar.g_01228	Prak.g_01132
OG0000762	Prar.g_01227	Prak.g_01131
OG0000763	Prar.g_01225	Prak.g_01129
OG0000764	Prar.g_01224	Prak.g_01128
OG0000765	Prar.g_01215	Prak.g_01120
OG0000766	Prar.g_01214	Prak.g_01119
OG0000767	Prar.g_01212	Prak.g_01117
OG0000768	Prar.g_01211	Prak.g_01116
OG0000769	Prar.g_01209	Prak.g_01114
OG0000770	Prar.g_01207	Prak.g_00593
OG0000771	Prar.g_00376	Prak.g_01487
OG0000772	Prar.g_00976	Prak.g_01571
OG0000773	Prar.g_00964	Prak.g_01268
OG0000774	Prar.g_00962	Prak.g_01270
OG0000775	Prar.g_00960	Prak.g_01272
OG0000776	Prar.g_00959	Prak.g_01273
OG0000777	Prar.g_00958	Prak.g_01274
OG0000778	Prar.g_00957	Prak.g_01275
OG0000779	Prar.g_00953	Prak.g_01279
OG0000780	Prar.g_00952	Prak.g_01280
OG0000781	Prar.g_00949	Prak.g_01284
OG0000782	Prar.g_00948	Prak.g_01285
OG0000783	Prar.g_00947	Prak.g_01286
OG0000784	Prar.g_00946	Prak.g_01287
OG0000785	Prar.g_00944	Prak.g_01289
OG0000786	Prar.g_00942	Prak.g_01292
OG0000787	Prar.g_00941	Prak.g_01293
OG0000788	Prar.g_00924	Prak.g_00460
OG0000789	Prar.g_00921	Prak.g_01490
OG0000790	Prar.g_00906	Prak.g_01334
OG0000791	Prar.g_00904	Prak.g_01336
OG0000792	Prar.g_00903	Prak.g_01337
OG0000793	Prar.g_00900	Prak.g_01340
OG0000794	Prar.g_00899	Prak.g_01341
OG0000795	Prar.g_00898	Prak.g_01342
OG0000796	Prar.g_00894	Prak.g_01346
OG0000797	Prar.g_00893	Prak.g_01347
OG0000798	Prar.g_00866	Prak.g_00696
OG0000799	Prar.g_00357	Prak.g_01374
OG0000800	Prar.g_00356	Prak.g_01375
OG0000801	Prar.g_00355	Prak.g_01376
OG0000802	Prar.g_00353	Prak.g_01378
OG0000803	Prar.g_00351	Prak.g_01380
OG0000804	Prar.g_00350	Prak.g_01381
OG0000805	Prar.g_00348	Prak.g_01383
OG0000806	Prar.g_00346	Prak.g_01385
OG0000807	Prar.g_00345	Prak.g_01386
OG0000808	Prar.g_00344	Prak.g_01387
OG0000809	Prar.g_00341	Prak.g_01389
OG0000810	Prar.g_00340	Prak.g_01390
OG0000811	Prar.g_00336	Prak.g_01394
OG0000812	Prar.g_00842	Prak.g_01396
OG0000813	Prar.g_00841	Prak.g_01397
OG0000814	Prar.g_00839	Prak.g_01399
OG0000815	Prar.g_00838	Prak.g_01400
OG0000816	Prar.g_00836	Prak.g_01402
OG0000817	Prar.g_00835	Prak.g_01403
OG0000818	Prar.g_00830	Prak.g_01408
OG0000819	Prar.g_00829	Prak.g_01409
OG0000820	Prar.g_00828	Prak.g_01410
OG0000821	Prar.g_00824	Prak.g_01414
OG0000822	Prar.g_00823	Prak.g_01415
OG0000823	Prar.g_00822	Prak.g_01416
OG0000824	Prar.g_00819	Prak.g_01419
OG0000825	Prar.g_00818	Prak.g_01420
OG0000826	Prar.g_00817	Prak.g_01421
OG0000827	Prar.g_00816	Prak.g_01422
OG0000828	Prar.g_00813	Prak.g_01425
OG0000829	Prar.g_00812	Prak.g_01426
OG0000830	Prar.g_00811	Prak.g_01427
OG0000831	Prar.g_00809	Prak.g_01429
OG0000832	Prar.g_00803	Prak.g_01439
OG0000833	Prar.g_00795	Prak.g_01448
OG0000834	Prar.g_00794	Prak.g_01449
OG0000835	Prar.g_00793	Prak.g_01450
OG0000836	Prar.g_00792	Prak.g_01451
OG0000837	Prar.g_00791	Prak.g_01452
OG0000838	Prar.g_00789	Prak.g_01454
OG0000839	Prar.g_00788	Prak.g_01455
OG0000840	Prar.g_00787	Prak.g_01456
OG0000841	Prar.g_00786	Prak.g_01457
OG0000842	Prar.g_00785	Prak.g_01458
OG0000843	Prar.g_00784	Prak.g_01459
OG0000844	Prar.g_00783	Prak.g_01460
OG0000845	Prar.g_00782	Prak.g_01461
OG0000846	Prar.g_00781	Prak.g_01462
OG0000847	Prar.g_00780	Prak.g_01463
OG0000848	Prar.g_00779	Prak.g_01464
OG0000849	Prar.g_00778	Prak.g_01465
OG0000850	Prar.g_00776	Prak.g_01467
OG0000851	Prar.g_00775	Prak.g_01468
OG0000852	Prar.g_00774	Prak.g_01469
OG0000853	Prar.g_00770	Prak.g_01475
OG0000854	Prar.g_00768	Prak.g_01477
OG0000855	Prar.g_00767	Prak.g_01478
OG0000856	Prar.g_00753	Prak.g_00590
OG0000857	Prar.g_00725	Prak.g_00860
OG0000858	Prar.g_01149	Prak.g_01638
OG0000859	Prar.g_01148	Prak.g_01639
OG0000860	Prar.g_01141	Prak.g_01647
OG0000861	Prar.g_01140	Prak.g_01648
OG0000862	Prar.g_01139	Prak.g_01649
OG0000863	Prar.g_01137	Prak.g_01651
OG0000864	Prar.g_01136	Prak.g_01652
OG0000865	Prar.g_01135	Prak.g_01653
OG0000866	Prar.g_01134	Prak.g_01654
OG0000867	Prar.g_01133	Prak.g_01655
OG0000868	Prar.g_01132	Prak.g_01657
OG0000869	Prar.g_01128	Prak.g_01660
OG0000870	Prar.g_01123	Prak.g_01665
OG0000871	Prar.g_01122	Prak.g_01666
OG0000872	Prar.g_01121	Prak.g_01667
OG0000873	Prar.g_01965	Prak.g_01670
OG0000874	Prar.g_01968	Prak.g_01673
OG0000875	Prar.g_01969	Prak.g_01674
OG0000876	Prar.g_01970	Prak.g_01675
OG0000877	Prar.g_01963	Prak.g_01677
OG0000878	Prar.g_01962	Prak.g_01678
OG0000879	Prar.g_01961	Prak.g_01679
OG0000880	Prar.g_01960	Prak.g_01680
OG0000881	Prar.g_00595, Prar.g_01956	Prak.g_01684
OG0000882	Prar.g_00600	Prak.g_01689
OG0000883	Prar.g_00601	Prak.g_01691
OG0000884	Prar.g_00603	Prak.g_01693
OG0000885	Prar.g_00604	Prak.g_01694
OG0000886	Prar.g_00605	Prak.g_01695
OG0000887	Prar.g_00606	Prak.g_01696
OG0000888	Prar.g_00608	Prak.g_01698
OG0000889	Prar.g_00610	Prak.g_01700
OG0000890	Prar.g_00611	Prak.g_01701
OG0000891	Prar.g_00612	Prak.g_01702
OG0000892	Prar.g_01119	Prak.g_01704
OG0000893	Prar.g_01114	Prak.g_01708
OG0000894	Prar.g_01112	Prak.g_01711
OG0000895	Prar.g_01109	Prak.g_01715
OG0000896	Prar.g_01108	Prak.g_01716
OG0000897	Prar.g_01106	Prak.g_01718
OG0000898	Prar.g_01105	Prak.g_01719
OG0000899	Prar.g_01104	Prak.g_01720
OG0000900	Prar.g_01103	Prak.g_01721
OG0000901	Prar.g_01100	Prak.g_01724
OG0000902	Prar.g_01098	Prak.g_01726
OG0000903	Prar.g_01095	Prak.g_01730
OG0000904	Prar.g_01093	Prak.g_01734
OG0000905	Prar.g_01088	Prak.g_01728
OG0000906	Prar.g_01087	Prak.g_01727
OG0000907	Prar.g_01069	Prak.g_01737
OG0000908	Prar.g_01066	Prak.g_01740
OG0000909	Prar.g_01065	Prak.g_01741
OG0000910	Prar.g_01064	Prak.g_01742
OG0000911	Prar.g_01062	Prak.g_01744
OG0000912	Prar.g_01061	Prak.g_01745
OG0000913	Prar.g_01060	Prak.g_01746
OG0000914	Prar.g_01059	Prak.g_01747
OG0000915	Prar.g_01058	Prak.g_01748
OG0000916	Prar.g_01057	Prak.g_01749
OG0000917	Prar.g_01056	Prak.g_01750
OG0000918	Prar.g_01055	Prak.g_01751
OG0000919	Prar.g_01054	Prak.g_01752
OG0000920	Prar.g_01053	Prak.g_01753
OG0000921	Prar.g_01052	Prak.g_01754
OG0000922	Prar.g_01051	Prak.g_01755
OG0000923	Prar.g_01047	Prak.g_01759
OG0000924	Prar.g_01046	Prak.g_01760
OG0000925	Prar.g_01045	Prak.g_01761
OG0000926	Prar.g_01044	Prak.g_01762
OG0000927	Prar.g_01042	Prak.g_01764
OG0000928	Prar.g_01041	Prak.g_01765
OG0000929	Prar.g_01040	Prak.g_01766
OG0000930	Prar.g_01039	Prak.g_01767
OG0000931	Prar.g_01038	Prak.g_01768
OG0000932	Prar.g_01037	Prak.g_01769
OG0000933	Prar.g_01033	Prak.g_01773
OG0000934	Prar.g_01031	Prak.g_01775
OG0000935	Prar.g_01030	Prak.g_01776
OG0000936	Prar.g_01029	Prak.g_01777
OG0000937	Prar.g_01028	Prak.g_01778
OG0000938	Prar.g_01026	Prak.g_01781
OG0000939	Prar.g_01025	Prak.g_01782
OG0000940	Prar.g_01019	Prak.g_01789
OG0000941	Prar.g_01017	Prak.g_01791
OG0000942	Prar.g_01015	Prak.g_01793
OG0000943	Prar.g_01014	Prak.g_01794
OG0000944	Prar.g_01013	Prak.g_01796
OG0000945	Prar.g_01012	Prak.g_01797
OG0000946	Prar.g_00617	Prak.g_01802
OG0000947	Prar.g_00619	Prak.g_01804
OG0000948	Prar.g_00620	Prak.g_01805
OG0000949	Prar.g_00623	Prak.g_01808
OG0000950	Prar.g_00628	Prak.g_01815
OG0000951	Prar.g_00632	Prak.g_01819
OG0000952	Prar.g_00636	Prak.g_01823
OG0000953	Prar.g_00639	Prak.g_01827
OG0000954	Prar.g_00643	Prak.g_01831
OG0000955	Prar.g_00644	Prak.g_01832
OG0000956	Prar.g_00646	Prak.g_01834
OG0000957	Prar.g_00651	Prak.g_01840
OG0000958	Prar.g_00652	Prak.g_01841
OG0000959	Prar.g_00656	Prak.g_01845
OG0000960	Prar.g_00657	Prak.g_01846
OG0000961	Prar.g_00659	Prak.g_01849
OG0000962	Prar.g_00661	Prak.g_01851
OG0000963	Prar.g_00664	Prak.g_01855
OG0000964	Prar.g_00665	Prak.g_01856
OG0000965	Prar.g_00666	Prak.g_01857
OG0000966	Prar.g_00673	Prak.g_01863
OG0000967	Prar.g_00677	Prak.g_01867
OG0000968	Prar.g_00679	Prak.g_01869
OG0000969	Prar.g_00680	Prak.g_01870
OG0000970	Prar.g_00681	Prak.g_01871
OG0000971	Prar.g_00682	Prak.g_01872
OG0000972	Prar.g_00683	Prak.g_01873
OG0000973	Prar.g_00684	Prak.g_01874
OG0000974	Prar.g_00685	Prak.g_01875
OG0000975	Prar.g_00686	Prak.g_01876
OG0000976	Prar.g_00687	Prak.g_01877
OG0000977	Prar.g_00688	Prak.g_01878
OG0000978	Prar.g_00689	Prak.g_01879
OG0000979	Prar.g_00692	Prak.g_01882
OG0000980	Prar.g_00694	Prak.g_01884
OG0000981	Prar.g_00696	Prak.g_01887
OG0000982	Prar.g_00698	Prak.g_01889
OG0000983	Prar.g_00699	Prak.g_01890
OG0000984	Prar.g_00700	Prak.g_01891
OG0000985	Prar.g_00703	Prak.g_01894
OG0000986	Prar.g_00705	Prak.g_01896
OG0000987	Prar.g_00706	Prak.g_01897
OG0000988	Prar.g_00709	Prak.g_01900
OG0000989	Prar.g_00073	Prak.g_01904
OG0000990	Prar.g_00070	Prak.g_01908
OG0000991	Prar.g_00069	Prak.g_01909
OG0000992	Prar.g_00067	Prak.g_01912
OG0000993	Prar.g_00066	Prak.g_01913
OG0000994	Prar.g_00065	Prak.g_01914
OG0000995	Prar.g_00061	Prak.g_01918
OG0000996	Prar.g_00060	Prak.g_01919
OG0000997	Prar.g_00059	Prak.g_01922
OG0000998	Prar.g_00057	Prak.g_01924
OG0000999	Prar.g_00056	Prak.g_01925
OG0001000	Prar.g_00053	Prak.g_01928
OG0001001	Prar.g_00051	Prak.g_01931
OG0001002	Prar.g_00047	Prak.g_01936
OG0001003	Prar.g_00046	Prak.g_01937
OG0001004	Prar.g_00045	Prak.g_01938
OG0001005	Prar.g_00044	Prak.g_01939
OG0001006	Prar.g_00040	Prak.g_01943
OG0001007	Prar.g_00038	Prak.g_01945
OG0001008	Prar.g_00485	Prak.g_00399
OG0001009	Prar.g_00011	Prak.g_00027
OG0001010	Prar.g_00010	Prak.g_00028
OG0001011	Prar.g_00009	Prak.g_00030
OG0001012	Prar.g_00577	Prak.g_00044
OG0001013	Prar.g_00571	Prak.g_00051
OG0001014	Prar.g_00568	Prak.g_00054
OG0001015	Prar.g_00567	Prak.g_00056
OG0001016	Prar.g_00255	Prak.g_00078
OG0001017	Prar.g_00251	Prak.g_00082
OG0001018	Prar.g_00248	Prak.g_00084
OG0001019	Prar.g_00239	Prak.g_00093
OG0001020	Prar.g_00238	Prak.g_00094
OG0001021	Prar.g_00237	Prak.g_00095
OG0001022	Prar.g_00234	Prak.g_00098
OG0001023	Prar.g_00233	Prak.g_00099
OG0001024	Prar.g_00230	Prak.g_00103
OG0001025	Prar.g_00224	Prak.g_00110
OG0001026	Prar.g_00217	Prak.g_00119
OG0001027	Prar.g_00216	Prak.g_00120
OG0001028	Prar.g_00214	Prak.g_00122
OG0001029	Prar.g_00213	Prak.g_00123
OG0001030	Prar.g_00198	Prak.g_00139
OG0001031	Prar.g_00141	Prak.g_00199
OG0001032	Prar.g_00140	Prak.g_00200
OG0001033	Prar.g_00119	Prak.g_00221
OG0001034	Prar.g_00091	Prak.g_00252
OG0001035	Prar.g_00333	Prak.g_00272
OG0001036	Prar.g_00328	Prak.g_00276
OG0001037	Prar.g_00327	Prak.g_00277
OG0001038	Prar.g_00309	Prak.g_00296
OG0001039	Prar.g_00306	Prak.g_00299
OG0001040	Prar.g_00304	Prak.g_00301
OG0001041	Prar.g_00300	Prak.g_00306
OG0001042	Prar.g_00283	Prak.g_00323
OG0001043	Prar.g_00282	Prak.g_00324
OG0001044	Prar.g_00393	Prak.g_00355
OG0001045	Prar.g_00402	Prak.g_00364
OG0001046	Prar.g_00440	Prak.g_01597
OG0001047	Prar.g_00487	Prak.g_00401
OG0001048	Prar.g_00488	Prak.g_00402
OG0001049	Prar.g_00490	Prak.g_00404
OG0001050	Prar.g_00491	Prak.g_00405
OG0001051	Prar.g_00492	Prak.g_00406
OG0001052	Prar.g_00521	Prak.g_00432
OG0001053	Prar.g_00533	Prak.g_00444
OG0001054	Prar.g_01329	Prak.g_00459
OG0001055	Prar.g_01347	Prak.g_00478
OG0001056	Prar.g_01366	Prak.g_00495
OG0001057	Prar.g_01371	Prak.g_00500
OG0001058	Prar.g_01379	Prak.g_00509
OG0001059	Prar.g_01383	Prak.g_00513
OG0001060	Prar.g_01390	Prak.g_00519
OG0001061	Prar.g_01403	Prak.g_00534
OG0001062	Prar.g_01405	Prak.g_00536
OG0001063	Prar.g_01407	Prak.g_00538
OG0001064	Prar.g_01408	Prak.g_00539
OG0001065	Prar.g_01409	Prak.g_00540
OG0001066	Prar.g_01410	Prak.g_00541
OG0001067	Prar.g_01411	Prak.g_00542
OG0001068	Prar.g_01412	Prak.g_00543
OG0001069	Prar.g_01413	Prak.g_00544
OG0001070	Prar.g_01416	Prak.g_00548
OG0001071	Prar.g_01417	Prak.g_00549
OG0001072	Prar.g_01419	Prak.g_00551
OG0001073	Prar.g_01434	Prak.g_00565
OG0001074	Prar.g_01445	Prak.g_00577
OG0001075	Prar.g_01446	Prak.g_00578
OG0001076	Prar.g_01454	Prak.g_00585
OG0001077	Prar.g_01458	Prak.g_00591
OG0001078	Prar.g_01466	Prak.g_01107
OG0001079	Prar.g_01477	Prak.g_01095
OG0001080	Prar.g_01483	Prak.g_01089
OG0001081	Prar.g_01485	Prak.g_01087
OG0001082	Prar.g_01486	Prak.g_01086
OG0001083	Prar.g_01491	Prak.g_01081
OG0001084	Prar.g_01492	Prak.g_01080
OG0001085	Prar.g_01500	Prak.g_00797
OG0001086	Prar.g_01501	Prak.g_00798
OG0001087	Prar.g_01518	Prak.g_00816
OG0001088	Prar.g_01519	Prak.g_00817
OG0001089	Prar.g_01527	Prak.g_00828
OG0001090	Prar.g_01600	Prak.g_00838
OG0001091	Prar.g_01602	Prak.g_01060
OG0001092	Prar.g_01603	Prak.g_01059
OG0001093	Prar.g_01608	Prak.g_01054
OG0001094	Prar.g_01678	Prak.g_01061
OG0001095	Prar.g_01697	Prak.g_00858
OG0001096	Prar.g_01710	Prak.g_00872
OG0001097	Prar.g_01728	Prak.g_00892
OG0001098	Prar.g_01744	Prak.g_00911
OG0001099	Prar.g_01764	Prak.g_00753
OG0001100	Prar.g_01768	Prak.g_00761
OG0001101	Prar.g_01770	Prak.g_00764
OG0001102	Prar.g_01773	Prak.g_00767
OG0001103	Prar.g_01775	Prak.g_00769
OG0001104	Prar.g_01796	Prak.g_00792
OG0001105	Prar.g_01800	Prak.g_00796
OG0001106	Prar.g_01824	Prak.g_00964
OG0001107	Prar.g_01831	Prak.g_00971
OG0001108	Prar.g_01835	Prak.g_00975
OG0001109	Prar.g_01836	Prak.g_00976
OG0001110	Prar.g_01838	Prak.g_00978
OG0001111	Prar.g_01839	Prak.g_00979
OG0001112	Prar.g_01840	Prak.g_00980
OG0001113	Prar.g_01841	Prak.g_00981
OG0001114	Prar.g_01842	Prak.g_00982
OG0001115	Prar.g_01844	Prak.g_00984
OG0001116	Prar.g_01845	Prak.g_00985
OG0001117	Prar.g_01846	Prak.g_00986
OG0001118	Prar.g_01847	Prak.g_00987
OG0001119	Prar.g_01848	Prak.g_00988
OG0001120	Prar.g_01850	Prak.g_00990
OG0001122	Prar.g_01876	Prak.g_01010
OG0001123	Prar.g_01880	Prak.g_01016
OG0001124	Prar.g_01882	Prak.g_01018
OG0001125	Prar.g_01883	Prak.g_01020
OG0001126	Prar.g_01893	Prak.g_00931
OG0001127	Prar.g_01894	Prak.g_00930
OG0001128	Prar.g_01896	Prak.g_00928
OG0001129	Prar.g_01897	Prak.g_00927
OG0001130	Prar.g_01898	Prak.g_00926
OG0001131	Prar.g_01935	Prak.g_00383
OG0001132	Prar.g_01944	Prak.g_00712
OG0001133	Prar.g_01309	Prak.g_01328
OG0001134	Prar.g_01296	Prak.g_01550
OG0001135	Prar.g_01293	Prak.g_01553
OG0001136	Prar.g_01266	Prak.g_01175
OG0001137	Prar.g_01255	Prak.g_01163
OG0001138	Prar.g_01237	Prak.g_01142
OG0001139	Prar.g_01236	Prak.g_01140
OG0001140	Prar.g_01235	Prak.g_01139
OG0001141	Prar.g_01234	Prak.g_01138
OG0001142	Prar.g_01233	Prak.g_01137
OG0001143	Prar.g_01226	Prak.g_01130
OG0001144	Prar.g_01221	Prak.g_01125
OG0001145	Prar.g_00963	Prak.g_01269
OG0001146	Prar.g_00951	Prak.g_01281
OG0001147	Prar.g_00925	Prak.g_01301
OG0001148	Prar.g_00909	Prak.g_01331
OG0001149	Prar.g_00908	Prak.g_01332
OG0001150	Prar.g_00907	Prak.g_01333
OG0001151	Prar.g_00896	Prak.g_01344
OG0001152	Prar.g_00895	Prak.g_01345
OG0001153	Prar.g_00815	Prak.g_01423
OG0001154	Prar.g_00814	Prak.g_01424
OG0001155	Prar.g_00802	Prak.g_01441
OG0001156	Prar.g_00799	Prak.g_01444
OG0001157	Prar.g_00798	Prak.g_01445
OG0001158	Prar.g_00797	Prak.g_01446
OG0001159	Prar.g_00796	Prak.g_01447
OG0001160	Prar.g_00772	Prak.g_01473
OG0001161	Prar.g_00760	Prak.g_01588
OG0001162	Prar.g_00749	Prak.g_01526
OG0001163	Prar.g_01151	Prak.g_01636
OG0001164	Prar.g_01147	Prak.g_01640
OG0001165	Prar.g_01144	Prak.g_01643
OG0001166	Prar.g_01124	Prak.g_01664
