Orthogroup	Prar	Pram
OG0000579	Prar.g_01432	Pram.g_00539
OG0000580	Prar.g_01433	Pram.g_00540
OG0000581	Prar.g_01435	Pram.g_00543
OG0000582	Prar.g_01438	Pram.g_00546
OG0000583	Prar.g_01439	Pram.g_00547
OG0000584	Prar.g_01440	Pram.g_00548
OG0000585	Prar.g_01442	Pram.g_00550
OG0000586	Prar.g_01443	Pram.g_00551
OG0000587	Prar.g_01444	Pram.g_00552
OG0000588	Prar.g_01448	Pram.g_00556
OG0000589	Prar.g_01451	Pram.g_00559
OG0000590	Prar.g_01452	Pram.g_00560
OG0000591	Prar.g_01455	Pram.g_00564
OG0000592	Prar.g_01456	Pram.g_00565
OG0000593	Prar.g_01462	Pram.g_01078
OG0000594	Prar.g_01463	Pram.g_01077
OG0000595	Prar.g_01464	Pram.g_01076
OG0000596	Prar.g_01468	Pram.g_01073
OG0000597	Prar.g_01470	Pram.g_01070
OG0000598	Prar.g_01471	Pram.g_01069
OG0000599	Prar.g_01474	Pram.g_01066
OG0000600	Prar.g_01475	Pram.g_01065
OG0000601	Prar.g_01476	Pram.g_01064
OG0000602	Prar.g_01478	Pram.g_01062
OG0000603	Prar.g_01479	Pram.g_01061
OG0000604	Prar.g_01480	Pram.g_01060
OG0000605	Prar.g_01481	Pram.g_01059
OG0000606	Prar.g_01484	Pram.g_01056
OG0000607	Prar.g_01487	Pram.g_01053
OG0000608	Prar.g_01488	Pram.g_01052
OG0000609	Prar.g_01489	Pram.g_01051
OG0000610	Prar.g_01494	Pram.g_01045
OG0000611	Prar.g_01497	Pram.g_01042
OG0000612	Prar.g_01498	Pram.g_01041
OG0000613	Prar.g_01503	Pram.g_00763
OG0000614	Prar.g_01522	Pram.g_00784
OG0000615	Prar.g_01530	Pram.g_00795
OG0000616	Prar.g_01534	Pram.g_01927
OG0000617	Prar.g_01605	Pram.g_01024
OG0000618	Prar.g_01606	Pram.g_01023
OG0000619	Prar.g_01607	Pram.g_01022
OG0000620	Prar.g_01610	Pram.g_01019
OG0000621	Prar.g_01611	Pram.g_01018
OG0000622	Prar.g_01612	Pram.g_01017
OG0000623	Prar.g_01613	Pram.g_01016
OG0000624	Prar.g_01614	Pram.g_01014
OG0000625	Prar.g_01615	Pram.g_01013
OG0000626	Prar.g_01616	Pram.g_01012
OG0000627	Prar.g_01617	Pram.g_01011
OG0000628	Prar.g_01618	Pram.g_01010
OG0000629	Prar.g_01619	Pram.g_01008
OG0000630	Prar.g_01622	Pram.g_01005
OG0000631	Prar.g_01675	Pram.g_00913
OG0000632	Prar.g_01676	Pram.g_00914
OG0000633	Prar.g_01677	Pram.g_00915
OG0000634	Prar.g_01680	Pram.g_00805
OG0000635	Prar.g_01681	Pram.g_00806
OG0000636	Prar.g_01683	Pram.g_00808
OG0000637	Prar.g_01685	Pram.g_00810
OG0000638	Prar.g_01686	Pram.g_00811
OG0000639	Prar.g_01687	Pram.g_00812
OG0000640	Prar.g_01688	Pram.g_00813
OG0000641	Prar.g_01692	Pram.g_00817
OG0000642	Prar.g_01693	Pram.g_00818
OG0000643	Prar.g_01694	Pram.g_00819
OG0000644	Prar.g_01695	Pram.g_00820
OG0000645	Prar.g_01696	Pram.g_00821
OG0000646	Prar.g_01698	Pram.g_00823
OG0000647	Prar.g_01699	Pram.g_00825
OG0000648	Prar.g_01701	Pram.g_00827
OG0000649	Prar.g_01702	Pram.g_00828
OG0000650	Prar.g_01703	Pram.g_00829
OG0000651	Prar.g_01704	Pram.g_00830
OG0000652	Prar.g_01705	Pram.g_00831
OG0000653	Prar.g_01707	Pram.g_00833
OG0000654	Prar.g_01708	Pram.g_00834
OG0000655	Prar.g_01709	Pram.g_00835
OG0000656	Prar.g_01712	Pram.g_00838
OG0000657	Prar.g_01719	Pram.g_00845
OG0000658	Prar.g_01720	Pram.g_00847
OG0000659	Prar.g_01721	Pram.g_00848
OG0000660	Prar.g_01725	Pram.g_00852
OG0000661	Prar.g_01727	Pram.g_00854
OG0000662	Prar.g_01729	Pram.g_00857
OG0000663	Prar.g_01731	Pram.g_00859
OG0000664	Prar.g_01732	Pram.g_00860
OG0000665	Prar.g_01736	Pram.g_00866
OG0000666	Prar.g_01737	Pram.g_00867
OG0000667	Prar.g_01742	Pram.g_00872
OG0000668	Prar.g_01759	Pram.g_00713
OG0000669	Prar.g_01767	Pram.g_00724
OG0000670	Prar.g_01769	Pram.g_00727
OG0000671	Prar.g_01771	Pram.g_00729
OG0000672	Prar.g_01774	Pram.g_00732
OG0000673	Prar.g_01777	Pram.g_00735
OG0000674	Prar.g_01779	Pram.g_00737
OG0000675	Prar.g_01780	Pram.g_00738
OG0000676	Prar.g_01782	Pram.g_00740
OG0000677	Prar.g_01783	Pram.g_00741
OG0000678	Prar.g_01785	Pram.g_00743
OG0000679	Prar.g_01789	Pram.g_00747
OG0000680	Prar.g_01790	Pram.g_00748
OG0000681	Prar.g_01792	Pram.g_00751
OG0000682	Prar.g_01793	Pram.g_00752
OG0000683	Prar.g_01794	Pram.g_00753
OG0000684	Prar.g_01795	Pram.g_00754
OG0000685	Prar.g_01797	Pram.g_00756
OG0000686	Prar.g_01798	Pram.g_00757
OG0000687	Prar.g_01799	Pram.g_00758
OG0000688	Prar.g_01802	Pram.g_01036
OG0000689	Prar.g_01803	Pram.g_01035
OG0000690	Prar.g_01804	Pram.g_01034
OG0000691	Prar.g_01805	Pram.g_01033
OG0000692	Prar.g_01807	Pram.g_01031
OG0000693	Prar.g_01808	Pram.g_01030
OG0000694	Prar.g_01809	Pram.g_01029
OG0000695	Prar.g_01811	Pram.g_00917
OG0000696	Prar.g_01812	Pram.g_00918
OG0000697	Prar.g_01813	Pram.g_00919
OG0000698	Prar.g_01816	Pram.g_00922
OG0000699	Prar.g_01817	Pram.g_00923
OG0000700	Prar.g_01818	Pram.g_00924
OG0000701	Prar.g_01819	Pram.g_00925
OG0000702	Prar.g_01821	Pram.g_00927
OG0000703	Prar.g_01822	Pram.g_00928
OG0000704	Prar.g_01823	Pram.g_00930
OG0000705	Prar.g_01827	Pram.g_00936
OG0000706	Prar.g_01828	Pram.g_00937
OG0000707	Prar.g_01829	Pram.g_00938
OG0000708	Prar.g_01830	Pram.g_00940
OG0000709	Prar.g_01834	Pram.g_00944
OG0000710	Prar.g_01837	Pram.g_00947
OG0000711	Prar.g_01853	Pram.g_00963
OG0000712	Prar.g_01855	Pram.g_00964
OG0000713	Prar.g_01856	Pram.g_00965
OG0000714	Prar.g_01857	Pram.g_00966
OG0000715	Prar.g_01859	Pram.g_00968
OG0000716	Prar.g_01861	Pram.g_00970
OG0000717	Prar.g_01862	Pram.g_00971
OG0000718	Prar.g_01873	Pram.g_00973
OG0000719	Prar.g_01875	Pram.g_00975
OG0000720	Prar.g_01884	Pram.g_00986
OG0000721	Prar.g_01886	Pram.g_00990
OG0000722	Prar.g_01887	Pram.g_00991
OG0000723	Prar.g_01890	Pram.g_00995
OG0000724	Prar.g_01899	Pram.g_00893
OG0000725	Prar.g_01905	Pram.g_00887
OG0000726	Prar.g_01906	Pram.g_00886
OG0000727	Prar.g_01907	Pram.g_00885
OG0000728	Prar.g_01909	Pram.g_00883
OG0000729	Prar.g_01955	Pram.g_01208
OG0000730	Prar.g_01324	Pram.g_01182
OG0000731	Prar.g_01320	Pram.g_00335
OG0000733	Prar.g_01295	Pram.g_01547
OG0000734	Prar.g_01278	Pram.g_01156
OG0000735	Prar.g_01276	Pram.g_01154
OG0000736	Prar.g_01275	Pram.g_01153
OG0000737	Prar.g_01274	Pram.g_01152
OG0000738	Prar.g_01270	Pram.g_01148
OG0000739	Prar.g_01269	Pram.g_01147
OG0000740	Prar.g_01268	Pram.g_01146
OG0000741	Prar.g_01267	Pram.g_01144
OG0000742	Prar.g_01264	Pram.g_01141
OG0000743	Prar.g_01262	Pram.g_01139
OG0000744	Prar.g_01261	Pram.g_01137
OG0000745	Prar.g_01260	Pram.g_01136
OG0000746	Prar.g_01258	Pram.g_01134
OG0000747	Prar.g_01257	Pram.g_01133
OG0000748	Prar.g_01254	Pram.g_01129
OG0000749	Prar.g_01253	Pram.g_01128
OG0000750	Prar.g_01252	Pram.g_01127
OG0000751	Prar.g_01250	Pram.g_01124
OG0000752	Prar.g_01248	Pram.g_01122
OG0000753	Prar.g_01245	Pram.g_01119
OG0000754	Prar.g_01242	Pram.g_01117
OG0000755	Prar.g_01239	Pram.g_01111
OG0000756	Prar.g_01238	Pram.g_01110
OG0000757	Prar.g_01232	Pram.g_01103
OG0000758	Prar.g_01231	Pram.g_01102
OG0000759	Prar.g_01230	Pram.g_01101
OG0000760	Prar.g_01229	Pram.g_01100
OG0000761	Prar.g_01228	Pram.g_01099
OG0000762	Prar.g_01227	Pram.g_01098
OG0000763	Prar.g_01225	Pram.g_01096
OG0000764	Prar.g_01224	Pram.g_01095
OG0000765	Prar.g_01215	Pram.g_01087
OG0000766	Prar.g_01214	Pram.g_01086
OG0000767	Prar.g_01212	Pram.g_01084
OG0000768	Prar.g_01211	Pram.g_01083
OG0000769	Prar.g_01209	Pram.g_01081
OG0000770	Prar.g_01207	Pram.g_00570
OG0000771	Prar.g_00376	Pram.g_01254
OG0000772	Prar.g_00976	Pram.g_01569
OG0000773	Prar.g_00964	Pram.g_01221
OG0000774	Prar.g_00962	Pram.g_01223
OG0000775	Prar.g_00960	Pram.g_01225
OG0000776	Prar.g_00959	Pram.g_01226
OG0000777	Prar.g_00958	Pram.g_01227
OG0000778	Prar.g_00957	Pram.g_01228
OG0000779	Prar.g_00953	Pram.g_01232
OG0000780	Prar.g_00952	Pram.g_01233
OG0000781	Prar.g_00949	Pram.g_01236
OG0000782	Prar.g_00948	Pram.g_01237
OG0000783	Prar.g_00947	Pram.g_01238
OG0000784	Prar.g_00946	Pram.g_01239
OG0000785	Prar.g_00944	Pram.g_01241
OG0000786	Prar.g_00942	Pram.g_01244
OG0000787	Prar.g_00941	Pram.g_01245
OG0000788	Prar.g_00924	Pram.g_01271
OG0000789	Prar.g_00921	Pram.g_01281
OG0000790	Prar.g_00906	Pram.g_01463
OG0000791	Prar.g_00904	Pram.g_01461
OG0000792	Prar.g_00903	Pram.g_01460
OG0000793	Prar.g_00900	Pram.g_01456
OG0000794	Prar.g_00899	Pram.g_01455
OG0000795	Prar.g_00898	Pram.g_01454
OG0000796	Prar.g_00894	Pram.g_01450
OG0000797	Prar.g_00893	Pram.g_01449
OG0000798	Prar.g_00866	Pram.g_01444, Pram.g_01415
OG0000799	Prar.g_00357	Pram.g_01398
OG0000800	Prar.g_00356	Pram.g_01397
OG0000801	Prar.g_00355	Pram.g_01396
OG0000802	Prar.g_00353	Pram.g_01394
OG0000803	Prar.g_00351	Pram.g_01392
OG0000804	Prar.g_00350	Pram.g_01391
OG0000805	Prar.g_00348	Pram.g_01389
OG0000806	Prar.g_00346	Pram.g_01387
OG0000807	Prar.g_00345	Pram.g_01386
OG0000808	Prar.g_00344	Pram.g_01385
OG0000809	Prar.g_00341	Pram.g_01383
OG0000810	Prar.g_00340	Pram.g_01382
OG0000811	Prar.g_00336	Pram.g_01375
OG0000812	Prar.g_00842	Pram.g_01373
OG0000813	Prar.g_00841	Pram.g_01372
OG0000814	Prar.g_00839	Pram.g_01370
OG0000815	Prar.g_00838	Pram.g_01369
OG0000816	Prar.g_00836	Pram.g_01367
OG0000817	Prar.g_00835	Pram.g_01366
OG0000818	Prar.g_00830	Pram.g_01361
OG0000819	Prar.g_00829	Pram.g_01360
OG0000820	Prar.g_00828	Pram.g_01359
OG0000821	Prar.g_00824	Pram.g_01355
OG0000822	Prar.g_00823	Pram.g_01354
OG0000823	Prar.g_00822	Pram.g_01353
OG0000824	Prar.g_00819	Pram.g_01350
OG0000825	Prar.g_00818	Pram.g_01349
OG0000826	Prar.g_00817	Pram.g_01348
OG0000827	Prar.g_00816	Pram.g_01347
OG0000828	Prar.g_00813	Pram.g_01344
OG0000829	Prar.g_00812	Pram.g_01343
OG0000830	Prar.g_00811	Pram.g_01342
OG0000831	Prar.g_00809	Pram.g_01340
OG0000832	Prar.g_00803	Pram.g_01330
OG0000833	Prar.g_00795	Pram.g_01321
OG0000834	Prar.g_00794	Pram.g_01320
OG0000835	Prar.g_00793	Pram.g_01319
OG0000836	Prar.g_00792	Pram.g_01318
OG0000837	Prar.g_00791	Pram.g_01317
OG0000838	Prar.g_00789	Pram.g_01314
OG0000839	Prar.g_00788	Pram.g_01313
OG0000840	Prar.g_00787	Pram.g_01312
OG0000841	Prar.g_00786	Pram.g_01311
OG0000842	Prar.g_00785	Pram.g_01310
OG0000843	Prar.g_00784	Pram.g_01309
OG0000844	Prar.g_00783	Pram.g_01308
OG0000845	Prar.g_00782	Pram.g_01307
OG0000846	Prar.g_00781	Pram.g_01306
OG0000847	Prar.g_00780	Pram.g_01305
OG0000848	Prar.g_00779	Pram.g_01304
OG0000849	Prar.g_00778	Pram.g_01303
OG0000850	Prar.g_00776	Pram.g_01301
OG0000851	Prar.g_00775	Pram.g_01300
OG0000852	Prar.g_00774	Pram.g_01299
OG0000853	Prar.g_00770	Pram.g_01294
OG0000854	Prar.g_00768	Pram.g_01292
OG0000855	Prar.g_00767	Pram.g_01291
OG0000856	Prar.g_00753	Pram.g_00567
OG0000857	Prar.g_00725	Pram.g_00824
OG0000858	Prar.g_01149	Pram.g_01625
OG0000859	Prar.g_01148	Pram.g_01626
OG0000860	Prar.g_01141	Pram.g_01634
OG0000861	Prar.g_01140	Pram.g_01635
OG0000862	Prar.g_01139	Pram.g_01636
OG0000863	Prar.g_01137	Pram.g_01638
OG0000864	Prar.g_01136	Pram.g_01639
OG0000865	Prar.g_01135	Pram.g_01640
OG0000866	Prar.g_01134	Pram.g_01641
OG0000867	Prar.g_01133	Pram.g_01642
OG0000868	Prar.g_01132	Pram.g_01644
OG0000869	Prar.g_01128	Pram.g_01647
OG0000870	Prar.g_01123	Pram.g_01652
OG0000871	Prar.g_01122	Pram.g_01653
OG0000872	Prar.g_01121	Pram.g_01654
OG0000873	Prar.g_01965	Pram.g_01657
OG0000874	Prar.g_01968	Pram.g_01660
OG0000875	Prar.g_01969	Pram.g_01662
OG0000876	Prar.g_01970	Pram.g_01663
OG0000877	Prar.g_01963	Pram.g_01665
OG0000878	Prar.g_01962	Pram.g_01666
OG0000879	Prar.g_01961	Pram.g_01667
OG0000880	Prar.g_01960	Pram.g_01668
OG0000881	Prar.g_00595, Prar.g_01956	Pram.g_01672
OG0000882	Prar.g_00600	Pram.g_01677
OG0000883	Prar.g_00601	Pram.g_01679
OG0000884	Prar.g_00603	Pram.g_01681
OG0000885	Prar.g_00604	Pram.g_01682
OG0000886	Prar.g_00605	Pram.g_01683
OG0000887	Prar.g_00606	Pram.g_01684
OG0000888	Prar.g_00608	Pram.g_01686
OG0000889	Prar.g_00610	Pram.g_01688
OG0000890	Prar.g_00611	Pram.g_01689
OG0000891	Prar.g_00612	Pram.g_01690
OG0000892	Prar.g_01119	Pram.g_01691
OG0000893	Prar.g_01114	Pram.g_01695
OG0000894	Prar.g_01112	Pram.g_01698
OG0000895	Prar.g_01109	Pram.g_01702
OG0000896	Prar.g_01108	Pram.g_01703
OG0000897	Prar.g_01106	Pram.g_01705
OG0000898	Prar.g_01105	Pram.g_01706
OG0000899	Prar.g_01104	Pram.g_01707
OG0000900	Prar.g_01103	Pram.g_01708
OG0000901	Prar.g_01100	Pram.g_01711
OG0000902	Prar.g_01098	Pram.g_01713
OG0000903	Prar.g_01095	Pram.g_01717
OG0000904	Prar.g_01093	Pram.g_01722
OG0000905	Prar.g_01088	Pram.g_01715
OG0000906	Prar.g_01087	Pram.g_01714
OG0000907	Prar.g_01069	Pram.g_01727
OG0000908	Prar.g_01066	Pram.g_01730
OG0000909	Prar.g_01065	Pram.g_01731
OG0000910	Prar.g_01064	Pram.g_01732
OG0000911	Prar.g_01062	Pram.g_01734
OG0000912	Prar.g_01061	Pram.g_01735
OG0000913	Prar.g_01060	Pram.g_01736
OG0000914	Prar.g_01059	Pram.g_01737
OG0000915	Prar.g_01058	Pram.g_01738
OG0000916	Prar.g_01057	Pram.g_01739
OG0000917	Prar.g_01056	Pram.g_01740
OG0000918	Prar.g_01055	Pram.g_01741
OG0000919	Prar.g_01054	Pram.g_01742
OG0000920	Prar.g_01053	Pram.g_01743
OG0000921	Prar.g_01052	Pram.g_01744
OG0000922	Prar.g_01051	Pram.g_01745
OG0000923	Prar.g_01047	Pram.g_01749
OG0000924	Prar.g_01046	Pram.g_01750
OG0000925	Prar.g_01045	Pram.g_01751
OG0000926	Prar.g_01044	Pram.g_01752
OG0000927	Prar.g_01042	Pram.g_01754
OG0000928	Prar.g_01041	Pram.g_01755
OG0000929	Prar.g_01040	Pram.g_01756
OG0000930	Prar.g_01039	Pram.g_01757
OG0000931	Prar.g_01038	Pram.g_01758
OG0000932	Prar.g_01037	Pram.g_01759
OG0000933	Prar.g_01033	Pram.g_01763
OG0000934	Prar.g_01031	Pram.g_01765
OG0000935	Prar.g_01030	Pram.g_01766
OG0000936	Prar.g_01029	Pram.g_01767
OG0000937	Prar.g_01028	Pram.g_01768
OG0000938	Prar.g_01026	Pram.g_01771
OG0000939	Prar.g_01025	Pram.g_01772
OG0000940	Prar.g_01019	Pram.g_01779
OG0000941	Prar.g_01017	Pram.g_01781
OG0000942	Prar.g_01015	Pram.g_01783
OG0000943	Prar.g_01014	Pram.g_01784
OG0000944	Prar.g_01013	Pram.g_01786
OG0000945	Prar.g_01012	Pram.g_01787
OG0000946	Prar.g_00617	Pram.g_01793
OG0000947	Prar.g_00619	Pram.g_01795
OG0000948	Prar.g_00620	Pram.g_01796
OG0000949	Prar.g_00623	Pram.g_01799
OG0000950	Prar.g_00628	Pram.g_01806
OG0000951	Prar.g_00632	Pram.g_01810
OG0000952	Prar.g_00636	Pram.g_01814
OG0000953	Prar.g_00639	Pram.g_01818
OG0000954	Prar.g_00643	Pram.g_01822
OG0000955	Prar.g_00644	Pram.g_01823
OG0000956	Prar.g_00646	Pram.g_01825
OG0000957	Prar.g_00651	Pram.g_01831
OG0000958	Prar.g_00652	Pram.g_01832
OG0000959	Prar.g_00656	Pram.g_01836
OG0000960	Prar.g_00657	Pram.g_01837
OG0000961	Prar.g_00659	Pram.g_01840
OG0000962	Prar.g_00661	Pram.g_01842
OG0000963	Prar.g_00664	Pram.g_01846
OG0000964	Prar.g_00665	Pram.g_01847
OG0000965	Prar.g_00666	Pram.g_01848
OG0000966	Prar.g_00673	Pram.g_01854
OG0000967	Prar.g_00677	Pram.g_01858
OG0000968	Prar.g_00679	Pram.g_01860
OG0000969	Prar.g_00680	Pram.g_01861
OG0000970	Prar.g_00681	Pram.g_01862
OG0000971	Prar.g_00682	Pram.g_01863
OG0000972	Prar.g_00683	Pram.g_01864
OG0000973	Prar.g_00684	Pram.g_01865
OG0000974	Prar.g_00685	Pram.g_01866
OG0000975	Prar.g_00686	Pram.g_01867
OG0000976	Prar.g_00687	Pram.g_01868
OG0000977	Prar.g_00688	Pram.g_01869
OG0000978	Prar.g_00689	Pram.g_01870
OG0000979	Prar.g_00692	Pram.g_01873
OG0000980	Prar.g_00694	Pram.g_01875
OG0000981	Prar.g_00696	Pram.g_01878
OG0000982	Prar.g_00698	Pram.g_01880
OG0000983	Prar.g_00699	Pram.g_01881
OG0000984	Prar.g_00700	Pram.g_01882
OG0000985	Prar.g_00703	Pram.g_01885
OG0000986	Prar.g_00705	Pram.g_01887
OG0000987	Prar.g_00706	Pram.g_01888
OG0000988	Prar.g_00709	Pram.g_01891
OG0000989	Prar.g_00073	Pram.g_01895
OG0000990	Prar.g_00070	Pram.g_01900
OG0000991	Prar.g_00069	Pram.g_01901
OG0000992	Prar.g_00067	Pram.g_01904
OG0000993	Prar.g_00066	Pram.g_01905
OG0000994	Prar.g_00065	Pram.g_01906
OG0000995	Prar.g_00061	Pram.g_01910
OG0000996	Prar.g_00060	Pram.g_01911
OG0000997	Prar.g_00059	Pram.g_01913
OG0000998	Prar.g_00057	Pram.g_01915
OG0000999	Prar.g_00056	Pram.g_01916
OG0001000	Prar.g_00053	Pram.g_01919
OG0001001	Prar.g_00051	Pram.g_01924
OG0001002	Prar.g_00047	Pram.g_01929
OG0001003	Prar.g_00046	Pram.g_01930
OG0001004	Prar.g_00045	Pram.g_01931
OG0001005	Prar.g_00044	Pram.g_01932
OG0001006	Prar.g_00040	Pram.g_01936
OG0001007	Prar.g_00038	Pram.g_01938
OG0001008	Prar.g_00485	Pram.g_00372
OG0001009	Prar.g_00011	Pram.g_00014
OG0001010	Prar.g_00010	Pram.g_00015
OG0001011	Prar.g_00009	Pram.g_00016
OG0001012	Prar.g_00577	Pram.g_00028
OG0001013	Prar.g_00571	Pram.g_00035
OG0001014	Prar.g_00568	Pram.g_00038
OG0001015	Prar.g_00567	Pram.g_00039
OG0001016	Prar.g_00255	Pram.g_00058
OG0001017	Prar.g_00251	Pram.g_00062
OG0001018	Prar.g_00248	Pram.g_00064
OG0001019	Prar.g_00239	Pram.g_00073
OG0001020	Prar.g_00238	Pram.g_00074
OG0001021	Prar.g_00237	Pram.g_00075
OG0001022	Prar.g_00234	Pram.g_00078
OG0001023	Prar.g_00233	Pram.g_00079
OG0001024	Prar.g_00230	Pram.g_00082
OG0001025	Prar.g_00224	Pram.g_00089
OG0001026	Prar.g_00217	Pram.g_00097
OG0001027	Prar.g_00216	Pram.g_00098
OG0001028	Prar.g_00214	Pram.g_00100
OG0001029	Prar.g_00213	Pram.g_00101
OG0001030	Prar.g_00198	Pram.g_00117
OG0001031	Prar.g_00141	Pram.g_00171
OG0001032	Prar.g_00140	Pram.g_00172
OG0001033	Prar.g_00119	Pram.g_00193
OG0001034	Prar.g_00091	Pram.g_00223
OG0001035	Prar.g_00333	Pram.g_00243
OG0001036	Prar.g_00328	Pram.g_00247
OG0001037	Prar.g_00327	Pram.g_00248
OG0001038	Prar.g_00309	Pram.g_00266
OG0001039	Prar.g_00306	Pram.g_00269
OG0001040	Prar.g_00304	Pram.g_00271
OG0001041	Prar.g_00300	Pram.g_00276
OG0001042	Prar.g_00283	Pram.g_00293
OG0001043	Prar.g_00282	Pram.g_00294
OG0001044	Prar.g_00393	Pram.g_00327
OG0001045	Prar.g_00402	Pram.g_00337
OG0001046	Prar.g_00440	Pram.g_01537
OG0001047	Prar.g_00487	Pram.g_00374
OG0001048	Prar.g_00488	Pram.g_00375
OG0001049	Prar.g_00490	Pram.g_00377
OG0001050	Prar.g_00491	Pram.g_00378
OG0001051	Prar.g_00492	Pram.g_00379
OG0001052	Prar.g_00521	Pram.g_00407
OG0001053	Prar.g_00533	Pram.g_00419
OG0001054	Prar.g_01329	Pram.g_00434
OG0001055	Prar.g_01347	Pram.g_00454
OG0001056	Prar.g_01366	Pram.g_00474
OG0001057	Prar.g_01371	Pram.g_00478
OG0001058	Prar.g_01379	Pram.g_00486
OG0001059	Prar.g_01383	Pram.g_00490
OG0001060	Prar.g_01390	Pram.g_00497
OG0001061	Prar.g_01403	Pram.g_00512
OG0001062	Prar.g_01405	Pram.g_00514
OG0001063	Prar.g_01407	Pram.g_00516
OG0001064	Prar.g_01408	Pram.g_00517
OG0001065	Prar.g_01409	Pram.g_00518
OG0001066	Prar.g_01410	Pram.g_00519
OG0001067	Prar.g_01411	Pram.g_00520
OG0001068	Prar.g_01412	Pram.g_00521
OG0001069	Prar.g_01413	Pram.g_00522
OG0001070	Prar.g_01416	Pram.g_00524
OG0001071	Prar.g_01417	Pram.g_00525
OG0001072	Prar.g_01419	Pram.g_00527
OG0001073	Prar.g_01434	Pram.g_00541
OG0001074	Prar.g_01445	Pram.g_00553
OG0001075	Prar.g_01446	Pram.g_00554
OG0001076	Prar.g_01454	Pram.g_00562
OG0001077	Prar.g_01458	Pram.g_00568
OG0001078	Prar.g_01466	Pram.g_01074
OG0001079	Prar.g_01477	Pram.g_01063
OG0001080	Prar.g_01483	Pram.g_01057
OG0001081	Prar.g_01485	Pram.g_01055
OG0001082	Prar.g_01486	Pram.g_01054
OG0001083	Prar.g_01491	Pram.g_01049
OG0001084	Prar.g_01492	Pram.g_01048
OG0001085	Prar.g_01500	Pram.g_00760
OG0001086	Prar.g_01501	Pram.g_00761
OG0001087	Prar.g_01518	Pram.g_00779
OG0001088	Prar.g_01519	Pram.g_00780
OG0001089	Prar.g_01527	Pram.g_00791
OG0001090	Prar.g_01600	Pram.g_00802
OG0001091	Prar.g_01602	Pram.g_01027
OG0001092	Prar.g_01603	Pram.g_01026
OG0001093	Prar.g_01608	Pram.g_01021
OG0001094	Prar.g_01678	Pram.g_01028
OG0001095	Prar.g_01697	Pram.g_00822
OG0001096	Prar.g_01710	Pram.g_00836
OG0001097	Prar.g_01728	Pram.g_00855
OG0001098	Prar.g_01744	Pram.g_00876
OG0001099	Prar.g_01764	Pram.g_00717
OG0001100	Prar.g_01768	Pram.g_00726
OG0001101	Prar.g_01770	Pram.g_00728
OG0001102	Prar.g_01773	Pram.g_00731
OG0001103	Prar.g_01775	Pram.g_00733
OG0001104	Prar.g_01796	Pram.g_00755
OG0001105	Prar.g_01800	Pram.g_00759
OG0001106	Prar.g_01824	Pram.g_00931
OG0001107	Prar.g_01831	Pram.g_00941
OG0001108	Prar.g_01835	Pram.g_00945
OG0001109	Prar.g_01836	Pram.g_00946
OG0001110	Prar.g_01838	Pram.g_00948
OG0001111	Prar.g_01839	Pram.g_00949
OG0001112	Prar.g_01840	Pram.g_00950
OG0001113	Prar.g_01841	Pram.g_00951
OG0001114	Prar.g_01842	Pram.g_00952
OG0001115	Prar.g_01844	Pram.g_00954
OG0001116	Prar.g_01845	Pram.g_00955
OG0001117	Prar.g_01846	Pram.g_00956
OG0001118	Prar.g_01847	Pram.g_00957
OG0001119	Prar.g_01848	Pram.g_00958
OG0001120	Prar.g_01850	Pram.g_00959
OG0001122	Prar.g_01876	Pram.g_00976
OG0001123	Prar.g_01880	Pram.g_00981
OG0001124	Prar.g_01882	Pram.g_00983
OG0001125	Prar.g_01883	Pram.g_00985
OG0001126	Prar.g_01893	Pram.g_00899
OG0001127	Prar.g_01894	Pram.g_00898
OG0001128	Prar.g_01896	Pram.g_00896
OG0001129	Prar.g_01897	Pram.g_00895
OG0001130	Prar.g_01898	Pram.g_00894
OG0001131	Prar.g_01935	Pram.g_00356
OG0001132	Prar.g_01944	Pram.g_00683
OG0001133	Prar.g_01309	Pram.g_01469
OG0001134	Prar.g_01296	Pram.g_01546
OG0001135	Prar.g_01293	Pram.g_01549
OG0001136	Prar.g_01266	Pram.g_01143
OG0001137	Prar.g_01255	Pram.g_01130
OG0001138	Prar.g_01237	Pram.g_01109
OG0001139	Prar.g_01236	Pram.g_01107
OG0001140	Prar.g_01235	Pram.g_01106
OG0001141	Prar.g_01234	Pram.g_01105
OG0001142	Prar.g_01233	Pram.g_01104
OG0001143	Prar.g_01226	Pram.g_01097
OG0001144	Prar.g_01221	Pram.g_01092
OG0001145	Prar.g_00963	Pram.g_01222
OG0001146	Prar.g_00951	Pram.g_01234
OG0001147	Prar.g_00925	Pram.g_01475
OG0001148	Prar.g_00909	Pram.g_01466
OG0001149	Prar.g_00908	Pram.g_01465
OG0001150	Prar.g_00907	Pram.g_01464
OG0001151	Prar.g_00896	Pram.g_01452
OG0001152	Prar.g_00895	Pram.g_01451
OG0001153	Prar.g_00815	Pram.g_01346
OG0001154	Prar.g_00814	Pram.g_01345
OG0001155	Prar.g_00802	Pram.g_01328
OG0001156	Prar.g_00799	Pram.g_01325
OG0001157	Prar.g_00798	Pram.g_01324
OG0001158	Prar.g_00797	Pram.g_01323
OG0001159	Prar.g_00796	Pram.g_01322
OG0001160	Prar.g_00772	Pram.g_01296
OG0001161	Prar.g_00760	Pram.g_01577
