Orthogroup	Prar	Syad
OG0000579	Prar.g_01432	Syad.g_01088
OG0000580	Prar.g_01433	Syad.g_01089
OG0000581	Prar.g_01435	Syad.g_01097
OG0000582	Prar.g_01438	Syad.g_02206
OG0000583	Prar.g_01439	Syad.g_02205
OG0000584	Prar.g_01440	Syad.g_02204
OG0000585	Prar.g_01442	Syad.g_02202
OG0000586	Prar.g_01443	Syad.g_02201
OG0000587	Prar.g_01444	Syad.g_02199
OG0000588	Prar.g_01448	Syad.g_02183
OG0000589	Prar.g_01451	Syad.g_02178
OG0000590	Prar.g_01452	Syad.g_02177
OG0000591	Prar.g_01455	Syad.g_02169
OG0000592	Prar.g_01456	Syad.g_02168
OG0000593	Prar.g_01462	Syad.g_02156
OG0000594	Prar.g_01463	Syad.g_02155
OG0000595	Prar.g_01464	Syad.g_02154
OG0000596	Prar.g_01468	Syad.g_02149
OG0000597	Prar.g_01470	Syad.g_02146
OG0000598	Prar.g_01471	Syad.g_02145
OG0000599	Prar.g_01474	Syad.g_02142
OG0000600	Prar.g_01475	Syad.g_02141
OG0000601	Prar.g_01476	Syad.g_02140
OG0000602	Prar.g_01478	Syad.g_02135
OG0000603	Prar.g_01479	Syad.g_02134
OG0000604	Prar.g_01480	Syad.g_02131
OG0000605	Prar.g_01481	Syad.g_02026
OG0000606	Prar.g_01484	Syad.g_01567
OG0000607	Prar.g_01487	Syad.g_01571
OG0000608	Prar.g_01488	Syad.g_01572
OG0000609	Prar.g_01489	Syad.g_01574
OG0000610	Prar.g_01494	Syad.g_01589
OG0000611	Prar.g_01497	Syad.g_01592
OG0000612	Prar.g_01498	Syad.g_01593
OG0000613	Prar.g_01503	Syad.g_00457
OG0000614	Prar.g_01522	Syad.g_01340
OG0000615	Prar.g_01530	Syad.g_01948
OG0000616	Prar.g_01534	Syad.g_00145
OG0000617	Prar.g_01605	Syad.g_01810
OG0000618	Prar.g_01606	Syad.g_01809
OG0000619	Prar.g_01607	Syad.g_01808
OG0000620	Prar.g_01610	Syad.g_01803
OG0000621	Prar.g_01611	Syad.g_01802
OG0000622	Prar.g_01612	Syad.g_01801
OG0000623	Prar.g_01613	Syad.g_01800
OG0000624	Prar.g_01614	Syad.g_01798
OG0000625	Prar.g_01615	Syad.g_01797
OG0000626	Prar.g_01616	Syad.g_01796
OG0000627	Prar.g_01617	Syad.g_01640
OG0000628	Prar.g_01618	Syad.g_01641
OG0000629	Prar.g_01619	Syad.g_01644
OG0000630	Prar.g_01622	Syad.g_01648
OG0000631	Prar.g_01675	Syad.g_01658
OG0000632	Prar.g_01676	Syad.g_01659
OG0000633	Prar.g_01677	Syad.g_01660
OG0000634	Prar.g_01680	Syad.g_01893
OG0000635	Prar.g_01681	Syad.g_01892
OG0000636	Prar.g_01683	Syad.g_01890
OG0000637	Prar.g_01685	Syad.g_01888
OG0000638	Prar.g_01686	Syad.g_01887
OG0000639	Prar.g_01687	Syad.g_01886
OG0000640	Prar.g_01688	Syad.g_01885
OG0000641	Prar.g_01692	Syad.g_01881
OG0000642	Prar.g_01693	Syad.g_01880
OG0000643	Prar.g_01694	Syad.g_01878
OG0000644	Prar.g_01695	Syad.g_01877
OG0000645	Prar.g_01696	Syad.g_01875
OG0000646	Prar.g_01698	Syad.g_01872
OG0000647	Prar.g_01699	Syad.g_01870
OG0000648	Prar.g_01701	Syad.g_01860
OG0000649	Prar.g_01702	Syad.g_01859
OG0000650	Prar.g_01703	Syad.g_01858
OG0000651	Prar.g_01704	Syad.g_01857
OG0000652	Prar.g_01705	Syad.g_01856
OG0000653	Prar.g_01707	Syad.g_01850
OG0000654	Prar.g_01708	Syad.g_01849
OG0000655	Prar.g_01709	Syad.g_01848
OG0000656	Prar.g_01712	Syad.g_01845
OG0000657	Prar.g_01719	Syad.g_01240
OG0000658	Prar.g_01720	Syad.g_01231
OG0000659	Prar.g_01721	Syad.g_01230
OG0000660	Prar.g_01725	Syad.g_01226
OG0000661	Prar.g_01727	Syad.g_01224
OG0000662	Prar.g_01729	Syad.g_01222
OG0000663	Prar.g_01731	Syad.g_01219
OG0000664	Prar.g_01732	Syad.g_01209
OG0000665	Prar.g_01736	Syad.g_02115
OG0000666	Prar.g_01737	Syad.g_02027
OG0000667	Prar.g_01742	Syad.g_00612
OG0000668	Prar.g_01759	Syad.g_01688
OG0000669	Prar.g_01767	Syad.g_01606
OG0000670	Prar.g_01769	Syad.g_01609
OG0000671	Prar.g_01771	Syad.g_01611
OG0000672	Prar.g_01774	Syad.g_01615
OG0000673	Prar.g_01777	Syad.g_01618
OG0000674	Prar.g_01779	Syad.g_01620
OG0000675	Prar.g_01780	Syad.g_01633
OG0000676	Prar.g_01782	Syad.g_01635
OG0000677	Prar.g_01783	Syad.g_01636
OG0000678	Prar.g_01785	Syad.g_01957
OG0000679	Prar.g_01789	Syad.g_01922
OG0000680	Prar.g_01790	Syad.g_01921
OG0000681	Prar.g_01792	Syad.g_01919
OG0000682	Prar.g_01793	Syad.g_01918
OG0000683	Prar.g_01794	Syad.g_01917
OG0000684	Prar.g_01795	Syad.g_01912
OG0000685	Prar.g_01797	Syad.g_01910
OG0000686	Prar.g_01798	Syad.g_01909
OG0000687	Prar.g_01799	Syad.g_01908
OG0000688	Prar.g_01802	Syad.g_01904
OG0000689	Prar.g_01803	Syad.g_01902
OG0000690	Prar.g_01804	Syad.g_01901
OG0000691	Prar.g_01805	Syad.g_01900
OG0000692	Prar.g_01807	Syad.g_01899
OG0000693	Prar.g_01808	Syad.g_01897
OG0000694	Prar.g_01809	Syad.g_01896
OG0000695	Prar.g_01811	Syad.g_01662
OG0000696	Prar.g_01812	Syad.g_01663
OG0000697	Prar.g_01813	Syad.g_01789
OG0000698	Prar.g_01816	Syad.g_01786
OG0000699	Prar.g_01817	Syad.g_01785
OG0000700	Prar.g_01818	Syad.g_01784
OG0000701	Prar.g_01819	Syad.g_01783
OG0000702	Prar.g_01821	Syad.g_01775
OG0000703	Prar.g_01822	Syad.g_01774
OG0000704	Prar.g_01823	Syad.g_01772
OG0000705	Prar.g_01827	Syad.g_01765
OG0000706	Prar.g_01828	Syad.g_01764
OG0000707	Prar.g_01829	Syad.g_01763
OG0000708	Prar.g_01830	Syad.g_01760
OG0000709	Prar.g_01834	Syad.g_01745
OG0000710	Prar.g_01837	Syad.g_01738
OG0000711	Prar.g_01853	Syad.g_01710
OG0000712	Prar.g_01855	Syad.g_01708
OG0000713	Prar.g_01856	Syad.g_01707
OG0000714	Prar.g_01857	Syad.g_01705
OG0000715	Prar.g_01859	Syad.g_01703
OG0000716	Prar.g_01861	Syad.g_01697
OG0000717	Prar.g_01862	Syad.g_01696
OG0000718	Prar.g_01873	Syad.g_01692
OG0000719	Prar.g_01875	Syad.g_01690
OG0000720	Prar.g_01884	Syad.g_01677
OG0000721	Prar.g_01886	Syad.g_01675
OG0000722	Prar.g_01887	Syad.g_01674
OG0000723	Prar.g_01890	Syad.g_01791
OG0000724	Prar.g_01899	Syad.g_01284
OG0000725	Prar.g_01905	Syad.g_01293
OG0000726	Prar.g_01906	Syad.g_01294
OG0000727	Prar.g_01907	Syad.g_01295
OG0000728	Prar.g_01909	Syad.g_01297
OG0000729	Prar.g_01955	Syad.g_00331
OG0000730	Prar.g_01324	Syad.g_00758
OG0000731	Prar.g_01320	Syad.g_00770
OG0000732	Prar.g_01314	Syad.g_00214
OG0000733	Prar.g_01295	Syad.g_00028
OG0000734	Prar.g_01278	Syad.g_02809
OG0000735	Prar.g_01276	Syad.g_01120
OG0000736	Prar.g_01275	Syad.g_01121
OG0000737	Prar.g_01274	Syad.g_01122
OG0000738	Prar.g_01270	Syad.g_01127
OG0000739	Prar.g_01269	Syad.g_01145
OG0000740	Prar.g_01268	Syad.g_01146
OG0000741	Prar.g_01267	Syad.g_01149
OG0000742	Prar.g_01264	Syad.g_01151
OG0000743	Prar.g_01262	Syad.g_01153
OG0000744	Prar.g_01261	Syad.g_01154
OG0000745	Prar.g_01260	Syad.g_01156
OG0000746	Prar.g_01258	Syad.g_01158
OG0000747	Prar.g_01257	Syad.g_01159
OG0000748	Prar.g_01254	Syad.g_01170
OG0000749	Prar.g_01253	Syad.g_01173
OG0000750	Prar.g_01252	Syad.g_01174
OG0000751	Prar.g_01250	Syad.g_01182
OG0000752	Prar.g_01248	Syad.g_01184
OG0000753	Prar.g_01245	Syad.g_01187
OG0000754	Prar.g_01242	Syad.g_01516
OG0000755	Prar.g_01239	Syad.g_01504
OG0000756	Prar.g_01238	Syad.g_01498
OG0000757	Prar.g_01232	Syad.g_01487
OG0000758	Prar.g_01231	Syad.g_01486
OG0000759	Prar.g_01230	Syad.g_01485
OG0000760	Prar.g_01229	Syad.g_01484
OG0000761	Prar.g_01228	Syad.g_01480
OG0000762	Prar.g_01227	Syad.g_01474
OG0000763	Prar.g_01225	Syad.g_01468
OG0000764	Prar.g_01224	Syad.g_01467
OG0000765	Prar.g_01215	Syad.g_01447
OG0000766	Prar.g_01214	Syad.g_01446
OG0000767	Prar.g_01212	Syad.g_01444
OG0000768	Prar.g_01211	Syad.g_01443
OG0000769	Prar.g_01209	Syad.g_01441
OG0000770	Prar.g_01207	Syad.g_01437
OG0000771	Prar.g_00376	Syad.g_01278
OG0000772	Prar.g_00976	Syad.g_02078
OG0000773	Prar.g_00964	Syad.g_01114
OG0000774	Prar.g_00962	Syad.g_02396
OG0000775	Prar.g_00960	Syad.g_02398
OG0000776	Prar.g_00959	Syad.g_02399
OG0000777	Prar.g_00958	Syad.g_02400
OG0000778	Prar.g_00957	Syad.g_02401
OG0000779	Prar.g_00953	Syad.g_02407
OG0000780	Prar.g_00952	Syad.g_02411
OG0000781	Prar.g_00949	Syad.g_02415
OG0000782	Prar.g_00948	Syad.g_02416
OG0000783	Prar.g_00947	Syad.g_02418
OG0000784	Prar.g_00946	Syad.g_02419
OG0000785	Prar.g_00944	Syad.g_02421
OG0000786	Prar.g_00942	Syad.g_01101
OG0000787	Prar.g_00941	Syad.g_01100
OG0000788	Prar.g_00924	Syad.g_02139
OG0000789	Prar.g_00921	Syad.g_01982
OG0000790	Prar.g_00906	Syad.g_00886
OG0000791	Prar.g_00904	Syad.g_00885
OG0000792	Prar.g_00903	Syad.g_00884
OG0000793	Prar.g_00900	Syad.g_00879
OG0000794	Prar.g_00899	Syad.g_00878
OG0000795	Prar.g_00898	Syad.g_00877
OG0000796	Prar.g_00894	Syad.g_00871
OG0000797	Prar.g_00893	Syad.g_00870
OG0000798	Prar.g_00866	Syad.g_00525
OG0000799	Prar.g_00357	Syad.g_02243
OG0000800	Prar.g_00356	Syad.g_02245
OG0000801	Prar.g_00355	Syad.g_02246
OG0000802	Prar.g_00353	Syad.g_02251
OG0000803	Prar.g_00351	Syad.g_02255
OG0000804	Prar.g_00350	Syad.g_02260
OG0000805	Prar.g_00348	Syad.g_02266
OG0000806	Prar.g_00346	Syad.g_02267
OG0000807	Prar.g_00345	Syad.g_02269
OG0000808	Prar.g_00344	Syad.g_02270
OG0000809	Prar.g_00341	Syad.g_02273
OG0000810	Prar.g_00340	Syad.g_02274
OG0000811	Prar.g_00336	Syad.g_02283
OG0000812	Prar.g_00842	Syad.g_02285
OG0000813	Prar.g_00841	Syad.g_02286
OG0000814	Prar.g_00839	Syad.g_02288
OG0000815	Prar.g_00838	Syad.g_02289
OG0000816	Prar.g_00836	Syad.g_02290
OG0000817	Prar.g_00835	Syad.g_02291
OG0000818	Prar.g_00830	Syad.g_02297
OG0000819	Prar.g_00829	Syad.g_02298
OG0000820	Prar.g_00828	Syad.g_02299
OG0000821	Prar.g_00824	Syad.g_02305
OG0000822	Prar.g_00823	Syad.g_02307
OG0000823	Prar.g_00822	Syad.g_02308
OG0000824	Prar.g_00819	Syad.g_02314
OG0000825	Prar.g_00818	Syad.g_02315
OG0000826	Prar.g_00817	Syad.g_02316
OG0000827	Prar.g_00816	Syad.g_02317
OG0000828	Prar.g_00813	Syad.g_02320
OG0000829	Prar.g_00812	Syad.g_02321
OG0000830	Prar.g_00811	Syad.g_02322
OG0000831	Prar.g_00809	Syad.g_02325
OG0000832	Prar.g_00803	Syad.g_02538
OG0000833	Prar.g_00795	Syad.g_02550
OG0000834	Prar.g_00794	Syad.g_02552
OG0000835	Prar.g_00793	Syad.g_02553
OG0000836	Prar.g_00792	Syad.g_02557
OG0000837	Prar.g_00791	Syad.g_02561
OG0000838	Prar.g_00789	Syad.g_02565
OG0000839	Prar.g_00788	Syad.g_02566
OG0000840	Prar.g_00787	Syad.g_02567
OG0000841	Prar.g_00786	Syad.g_02568
OG0000842	Prar.g_00785	Syad.g_02569
OG0000843	Prar.g_00784	Syad.g_02570
OG0000844	Prar.g_00783	Syad.g_02577
OG0000845	Prar.g_00782	Syad.g_02578
OG0000846	Prar.g_00781	Syad.g_02579
OG0000847	Prar.g_00780	Syad.g_02580
OG0000848	Prar.g_00779	Syad.g_02582
OG0000849	Prar.g_00778	Syad.g_02583
OG0000850	Prar.g_00776	Syad.g_02586
OG0000851	Prar.g_00775	Syad.g_02592
OG0000852	Prar.g_00774	Syad.g_02593
OG0000853	Prar.g_00770	Syad.g_02597
OG0000854	Prar.g_00768	Syad.g_02606
OG0000855	Prar.g_00767	Syad.g_02607
OG0000856	Prar.g_00753	Syad.g_02166
OG0000857	Prar.g_00725	Syad.g_01871
OG0000858	Prar.g_01149	Syad.g_02613
OG0000859	Prar.g_01148	Syad.g_02614
OG0000860	Prar.g_01141	Syad.g_02625
OG0000861	Prar.g_01140	Syad.g_02626
OG0000862	Prar.g_01139	Syad.g_02628
OG0000863	Prar.g_01137	Syad.g_02631
OG0000864	Prar.g_01136	Syad.g_02632
OG0000865	Prar.g_01135	Syad.g_02633
OG0000866	Prar.g_01134	Syad.g_02634
OG0000867	Prar.g_01133	Syad.g_02635
OG0000868	Prar.g_01132	Syad.g_02637
OG0000869	Prar.g_01128	Syad.g_02643
OG0000870	Prar.g_01123	Syad.g_02648
OG0000871	Prar.g_01122	Syad.g_02649
OG0000872	Prar.g_01121	Syad.g_02657
OG0000873	Prar.g_01965	Syad.g_02660
OG0000874	Prar.g_01968	Syad.g_02655
OG0000875	Prar.g_01969	Syad.g_02662
OG0000876	Prar.g_01970	Syad.g_03003
OG0000877	Prar.g_01963	Syad.g_02480
OG0000878	Prar.g_01962	Syad.g_02481
OG0000879	Prar.g_01961	Syad.g_02482
OG0000880	Prar.g_01960	Syad.g_02483
OG0000881	Prar.g_00595, Prar.g_01956	Syad.g_02489
OG0000882	Prar.g_00600	Syad.g_02494
OG0000883	Prar.g_00601	Syad.g_02497
OG0000884	Prar.g_00603	Syad.g_02499
OG0000885	Prar.g_00604	Syad.g_02500
OG0000886	Prar.g_00605	Syad.g_02501
OG0000887	Prar.g_00606	Syad.g_02502
OG0000888	Prar.g_00608	Syad.g_02504
OG0000889	Prar.g_00610	Syad.g_02506
OG0000890	Prar.g_00611	Syad.g_02512
OG0000891	Prar.g_00612	Syad.g_02513
OG0000892	Prar.g_01119	Syad.g_02517
OG0000893	Prar.g_01114	Syad.g_00589
OG0000894	Prar.g_01112	Syad.g_00592
OG0000895	Prar.g_01109	Syad.g_00596
OG0000896	Prar.g_01108	Syad.g_00597
OG0000897	Prar.g_01106	Syad.g_00599
OG0000898	Prar.g_01105	Syad.g_00600
OG0000899	Prar.g_01104	Syad.g_00601
OG0000900	Prar.g_01103	Syad.g_00602
OG0000901	Prar.g_01100	Syad.g_00607
OG0000902	Prar.g_01098	Syad.g_00609
OG0000903	Prar.g_01095	Syad.g_00645
OG0000904	Prar.g_01093	Syad.g_00640
OG0000905	Prar.g_01088	Syad.g_00632
OG0000906	Prar.g_01087	Syad.g_00630
OG0000907	Prar.g_01069	Syad.g_00648
OG0000908	Prar.g_01066	Syad.g_00651
OG0000909	Prar.g_01065	Syad.g_00652
OG0000910	Prar.g_01064	Syad.g_00653
OG0000911	Prar.g_01062	Syad.g_00655
OG0000912	Prar.g_01061	Syad.g_00656
OG0000913	Prar.g_01060	Syad.g_00657
OG0000914	Prar.g_01059	Syad.g_00658
OG0000915	Prar.g_01058	Syad.g_00660
OG0000916	Prar.g_01057	Syad.g_00661
OG0000917	Prar.g_01056	Syad.g_00662
OG0000918	Prar.g_01055	Syad.g_00663
OG0000919	Prar.g_01054	Syad.g_00664
OG0000920	Prar.g_01053	Syad.g_00665
OG0000921	Prar.g_01052	Syad.g_00666
OG0000922	Prar.g_01051	Syad.g_00667
OG0000923	Prar.g_01047	Syad.g_00671
OG0000924	Prar.g_01046	Syad.g_00672
OG0000925	Prar.g_01045	Syad.g_00673
OG0000926	Prar.g_01044	Syad.g_00674
OG0000927	Prar.g_01042	Syad.g_00676
OG0000928	Prar.g_01041	Syad.g_00677
OG0000929	Prar.g_01040	Syad.g_00678
OG0000930	Prar.g_01039	Syad.g_00679
OG0000931	Prar.g_01038	Syad.g_00680
OG0000932	Prar.g_01037	Syad.g_00681
OG0000933	Prar.g_01033	Syad.g_00687
OG0000934	Prar.g_01031	Syad.g_00689
OG0000935	Prar.g_01030	Syad.g_00690
OG0000936	Prar.g_01029	Syad.g_00691
OG0000937	Prar.g_01028	Syad.g_00692
OG0000938	Prar.g_01026	Syad.g_00695
OG0000939	Prar.g_01025	Syad.g_00696
OG0000940	Prar.g_01019	Syad.g_00703
OG0000941	Prar.g_01017	Syad.g_00705
OG0000942	Prar.g_01015	Syad.g_00707
OG0000943	Prar.g_01014	Syad.g_00708
OG0000944	Prar.g_01013	Syad.g_00710
OG0000945	Prar.g_01012	Syad.g_00711
OG0000946	Prar.g_00617	Syad.g_00716
OG0000947	Prar.g_00619	Syad.g_00719
OG0000948	Prar.g_00620	Syad.g_00720
OG0000949	Prar.g_00623	Syad.g_00432
OG0000950	Prar.g_00628	Syad.g_00418
OG0000951	Prar.g_00632	Syad.g_00411
OG0000952	Prar.g_00636	Syad.g_00375
OG0000953	Prar.g_00639	Syad.g_00369
OG0000954	Prar.g_00643	Syad.g_00364
OG0000955	Prar.g_00644	Syad.g_00363
OG0000956	Prar.g_00646	Syad.g_00361
OG0000957	Prar.g_00651	Syad.g_00350
OG0000958	Prar.g_00652	Syad.g_00349
OG0000959	Prar.g_00656	Syad.g_00345
OG0000960	Prar.g_00657	Syad.g_00344
OG0000961	Prar.g_00659	Syad.g_00335
OG0000962	Prar.g_00661	Syad.g_00332
OG0000963	Prar.g_00664	Syad.g_00325
OG0000964	Prar.g_00665	Syad.g_00324
OG0000965	Prar.g_00666	Syad.g_00323
OG0000966	Prar.g_00673	Syad.g_00246
OG0000967	Prar.g_00677	Syad.g_00234
OG0000968	Prar.g_00679	Syad.g_00243
OG0000969	Prar.g_00680	Syad.g_00240
OG0000970	Prar.g_00681	Syad.g_00239
OG0000971	Prar.g_00682	Syad.g_00229
OG0000972	Prar.g_00683	Syad.g_00228
OG0000973	Prar.g_00684	Syad.g_00227
OG0000974	Prar.g_00685	Syad.g_00226
OG0000975	Prar.g_00686	Syad.g_00225
OG0000976	Prar.g_00687	Syad.g_00224
OG0000977	Prar.g_00688	Syad.g_00222
OG0000978	Prar.g_00689	Syad.g_00221
OG0000979	Prar.g_00692	Syad.g_00218
OG0000980	Prar.g_00694	Syad.g_00215
OG0000981	Prar.g_00696	Syad.g_00212
OG0000982	Prar.g_00698	Syad.g_03035
OG0000983	Prar.g_00699	Syad.g_03036
OG0000984	Prar.g_00700	Syad.g_03037
OG0000985	Prar.g_00703	Syad.g_03039
OG0000986	Prar.g_00705	Syad.g_03049
OG0000987	Prar.g_00706	Syad.g_00002
OG0000988	Prar.g_00709	Syad.g_00008
OG0000989	Prar.g_00073	Syad.g_00020
OG0000990	Prar.g_00070	Syad.g_00061
OG0000991	Prar.g_00069	Syad.g_00064
OG0000992	Prar.g_00067	Syad.g_00067
OG0000993	Prar.g_00066	Syad.g_00069
OG0000994	Prar.g_00065	Syad.g_00071
OG0000995	Prar.g_00061	Syad.g_00077
OG0000996	Prar.g_00060	Syad.g_00121
OG0000997	Prar.g_00059	Syad.g_00128
OG0000998	Prar.g_00057	Syad.g_00130
OG0000999	Prar.g_00056	Syad.g_00131
OG0001000	Prar.g_00053	Syad.g_00136
OG0001001	Prar.g_00051	Syad.g_00141
OG0001002	Prar.g_00047	Syad.g_00148
OG0001003	Prar.g_00046	Syad.g_00150
OG0001004	Prar.g_00045	Syad.g_00151
OG0001005	Prar.g_00044	Syad.g_00152
OG0001006	Prar.g_00040	Syad.g_00160
OG0001007	Prar.g_00038	Syad.g_00162
OG0001008	Prar.g_00485	Syad.g_02449
OG0001009	Prar.g_00011	Syad.g_00194
OG0001010	Prar.g_00010	Syad.g_00195
OG0001011	Prar.g_00009	Syad.g_00196
OG0001012	Prar.g_00577	Syad.g_03030
OG0001013	Prar.g_00571	Syad.g_03011
OG0001014	Prar.g_00568	Syad.g_03002
OG0001015	Prar.g_00567	Syad.g_03001
OG0001016	Prar.g_00255	Syad.g_02734
OG0001017	Prar.g_00251	Syad.g_02740
OG0001018	Prar.g_00248	Syad.g_02742
OG0001019	Prar.g_00239	Syad.g_02771
OG0001020	Prar.g_00238	Syad.g_02777
OG0001021	Prar.g_00237	Syad.g_02781
OG0001022	Prar.g_00234	Syad.g_02786
OG0001023	Prar.g_00233	Syad.g_02787
OG0001024	Prar.g_00230	Syad.g_02791
OG0001025	Prar.g_00224	Syad.g_02798
OG0001026	Prar.g_00217	Syad.g_02811
OG0001027	Prar.g_00216	Syad.g_02817
OG0001028	Prar.g_00214	Syad.g_02819
OG0001029	Prar.g_00213	Syad.g_02821
OG0001030	Prar.g_00198	Syad.g_02848
OG0001031	Prar.g_00141	Syad.g_02925
OG0001032	Prar.g_00140	Syad.g_02928
OG0001033	Prar.g_00119	Syad.g_02956
OG0001034	Prar.g_00091	Syad.g_00819
OG0001035	Prar.g_00333	Syad.g_00559
OG0001036	Prar.g_00328	Syad.g_00554
OG0001037	Prar.g_00327	Syad.g_00552
OG0001039	Prar.g_00306	Syad.g_00522
OG0001040	Prar.g_00304	Syad.g_00519
OG0001041	Prar.g_00300	Syad.g_00514
OG0001042	Prar.g_00283	Syad.g_00485
OG0001043	Prar.g_00282	Syad.g_00481
OG0001044	Prar.g_00393	Syad.g_00760
OG0001045	Prar.g_00402	Syad.g_00773
OG0001046	Prar.g_00440	Syad.g_01722
OG0001047	Prar.g_00487	Syad.g_02447
OG0001048	Prar.g_00488	Syad.g_02446
OG0001049	Prar.g_00490	Syad.g_02443
OG0001050	Prar.g_00491	Syad.g_02442
OG0001051	Prar.g_00492	Syad.g_02441
OG0001052	Prar.g_00521	Syad.g_02357
OG0001054	Prar.g_01329	Syad.g_00925
OG0001055	Prar.g_01347	Syad.g_00946
OG0001056	Prar.g_01366	Syad.g_00982
OG0001057	Prar.g_01371	Syad.g_00996
OG0001058	Prar.g_01379	Syad.g_01015
OG0001059	Prar.g_01383	Syad.g_01018
OG0001060	Prar.g_01390	Syad.g_01025
OG0001061	Prar.g_01403	Syad.g_01047
OG0001062	Prar.g_01405	Syad.g_01049
OG0001063	Prar.g_01407	Syad.g_01056
OG0001064	Prar.g_01408	Syad.g_01057
OG0001065	Prar.g_01409	Syad.g_01058
OG0001066	Prar.g_01410	Syad.g_01059
OG0001067	Prar.g_01411	Syad.g_01060
OG0001068	Prar.g_01412	Syad.g_01061
OG0001069	Prar.g_01413	Syad.g_01062
OG0001070	Prar.g_01416	Syad.g_01065
OG0001071	Prar.g_01417	Syad.g_01066
OG0001072	Prar.g_01419	Syad.g_01070
OG0001073	Prar.g_01434	Syad.g_01090
OG0001074	Prar.g_01445	Syad.g_02197
OG0001075	Prar.g_01446	Syad.g_02196
OG0001076	Prar.g_01454	Syad.g_02175
OG0001077	Prar.g_01458	Syad.g_02164
OG0001078	Prar.g_01466	Syad.g_02151
OG0001079	Prar.g_01477	Syad.g_02138
OG0001080	Prar.g_01483	Syad.g_02008
OG0001081	Prar.g_01485	Syad.g_01568
OG0001082	Prar.g_01486	Syad.g_01569
OG0001083	Prar.g_01491	Syad.g_01578
OG0001084	Prar.g_01492	Syad.g_01586
OG0001085	Prar.g_01500	Syad.g_01596
OG0001086	Prar.g_01501	Syad.g_01598
OG0001087	Prar.g_01518	Syad.g_01372
OG0001088	Prar.g_01519	Syad.g_01368
OG0001089	Prar.g_01527	Syad.g_01302
OG0001090	Prar.g_01600	Syad.g_01817
OG0001091	Prar.g_01602	Syad.g_01815
OG0001092	Prar.g_01603	Syad.g_01812
OG0001093	Prar.g_01608	Syad.g_01806
OG0001094	Prar.g_01678	Syad.g_01895
OG0001095	Prar.g_01697	Syad.g_01874
OG0001096	Prar.g_01710	Syad.g_01847
OG0001097	Prar.g_01728	Syad.g_01223
OG0001098	Prar.g_01744	Syad.g_02005, Syad.g_01995
OG0001099	Prar.g_01764	Syad.g_02820
OG0001100	Prar.g_01768	Syad.g_01608
OG0001101	Prar.g_01770	Syad.g_01610
OG0001102	Prar.g_01773	Syad.g_01613
OG0001103	Prar.g_01775	Syad.g_01616
OG0001104	Prar.g_01796	Syad.g_01911
OG0001105	Prar.g_01800	Syad.g_01907
OG0001106	Prar.g_01824	Syad.g_01771
OG0001107	Prar.g_01831	Syad.g_01759
OG0001108	Prar.g_01835	Syad.g_01744
OG0001109	Prar.g_01836	Syad.g_01739
OG0001110	Prar.g_01838	Syad.g_01737
OG0001111	Prar.g_01839	Syad.g_01735
OG0001112	Prar.g_01840	Syad.g_01733
OG0001113	Prar.g_01841	Syad.g_01732
OG0001114	Prar.g_01842	Syad.g_01731
OG0001115	Prar.g_01844	Syad.g_01727
OG0001116	Prar.g_01845	Syad.g_01725
OG0001117	Prar.g_01846	Syad.g_01724
OG0001118	Prar.g_01847	Syad.g_01723
OG0001119	Prar.g_01848	Syad.g_01721
OG0001120	Prar.g_01850	Syad.g_01717
OG0001121	Prar.g_01298	Syad.g_01503
OG0001122	Prar.g_01876	Syad.g_01689
OG0001123	Prar.g_01880	Syad.g_01682
OG0001124	Prar.g_01882	Syad.g_01680
OG0001125	Prar.g_01883	Syad.g_01678
OG0001126	Prar.g_01893	Syad.g_01276
OG0001127	Prar.g_01894	Syad.g_01277
OG0001128	Prar.g_01896	Syad.g_01280
OG0001129	Prar.g_01897	Syad.g_01282
OG0001130	Prar.g_01898	Syad.g_01283
OG0001131	Prar.g_01935	Syad.g_01953
OG0001132	Prar.g_01944	Syad.g_02038
OG0001133	Prar.g_01309	Syad.g_02172
OG0001134	Prar.g_01296	Syad.g_01527
OG0001135	Prar.g_01293	Syad.g_01529
OG0001136	Prar.g_01266	Syad.g_01150
OG0001137	Prar.g_01255	Syad.g_01169
OG0001138	Prar.g_01237	Syad.g_01493
OG0001139	Prar.g_01236	Syad.g_01491
OG0001140	Prar.g_01235	Syad.g_01490
OG0001141	Prar.g_01234	Syad.g_01489
OG0001142	Prar.g_01233	Syad.g_01488
OG0001143	Prar.g_01226	Syad.g_01473
OG0001144	Prar.g_01221	Syad.g_01457
OG0001145	Prar.g_00963	Syad.g_01112
OG0001146	Prar.g_00951	Syad.g_02412
OG0001147	Prar.g_00925	Syad.g_02349
OG0001148	Prar.g_00909	Syad.g_00889
OG0001149	Prar.g_00908	Syad.g_00888
OG0001150	Prar.g_00907	Syad.g_00887
OG0001151	Prar.g_00896	Syad.g_00875
OG0001152	Prar.g_00895	Syad.g_00872
OG0001153	Prar.g_00815	Syad.g_02318
OG0001154	Prar.g_00814	Syad.g_02319
OG0001155	Prar.g_00802	Syad.g_02540
OG0001156	Prar.g_00799	Syad.g_02543
OG0001157	Prar.g_00798	Syad.g_02544
OG0001158	Prar.g_00797	Syad.g_02546
OG0001159	Prar.g_00796	Syad.g_02547
OG0001160	Prar.g_00772	Syad.g_02595
OG0001161	Prar.g_00760	Syad.g_00026
