Orthogroup	Prar	Syab
OG0000578	Prar.g_01431	Syab.g_01950
OG0000579	Prar.g_01432	Syab.g_01949
OG0000580	Prar.g_01433	Syab.g_01948
OG0000581	Prar.g_01435	Syab.g_01934
OG0000582	Prar.g_01438	Syab.g_01929
OG0000583	Prar.g_01439	Syab.g_01928
OG0000584	Prar.g_01440	Syab.g_01927
OG0000585	Prar.g_01442	Syab.g_01924
OG0000586	Prar.g_01443	Syab.g_01923
OG0000587	Prar.g_01444	Syab.g_01921
OG0000588	Prar.g_01448	Syab.g_01910
OG0000589	Prar.g_01451	Syab.g_01899
OG0000590	Prar.g_01452	Syab.g_01898
OG0000591	Prar.g_01455	Syab.g_01892
OG0000592	Prar.g_01456	Syab.g_01891
OG0000593	Prar.g_01462	Syab.g_01877
OG0000594	Prar.g_01463	Syab.g_01876
OG0000595	Prar.g_01464	Syab.g_01875
OG0000596	Prar.g_01468	Syab.g_01871
OG0000597	Prar.g_01470	Syab.g_01868
OG0000598	Prar.g_01471	Syab.g_01867
OG0000599	Prar.g_01474	Syab.g_01860
OG0000600	Prar.g_01475	Syab.g_01859
OG0000601	Prar.g_01476	Syab.g_01858
OG0000602	Prar.g_01478	Syab.g_01853
OG0000603	Prar.g_01479	Syab.g_01852
OG0000604	Prar.g_01480	Syab.g_01850
OG0000605	Prar.g_01481	Syab.g_01758
OG0000606	Prar.g_01484	Syab.g_01529
OG0000607	Prar.g_01487	Syab.g_01533
OG0000608	Prar.g_01488	Syab.g_01534
OG0000609	Prar.g_01489	Syab.g_01536
OG0000610	Prar.g_01494	Syab.g_01555
OG0000611	Prar.g_01497	Syab.g_01558
OG0000612	Prar.g_01498	Syab.g_01559
OG0000613	Prar.g_01503	Syab.g_00228
OG0000614	Prar.g_01522	Syab.g_01179
OG0000615	Prar.g_01530	Syab.g_01605
OG0000616	Prar.g_01534	Syab.g_02897
OG0000617	Prar.g_01605	Syab.g_01274
OG0000618	Prar.g_01606	Syab.g_01275
OG0000619	Prar.g_01607	Syab.g_01662
OG0000620	Prar.g_01610	Syab.g_01668
OG0000621	Prar.g_01611	Syab.g_01669
OG0000622	Prar.g_01612	Syab.g_01670
OG0000623	Prar.g_01613	Syab.g_01671
OG0000624	Prar.g_01614	Syab.g_01673
OG0000625	Prar.g_01615	Syab.g_01674
OG0000626	Prar.g_01616	Syab.g_01675
OG0000627	Prar.g_01617	Syab.g_01438
OG0000628	Prar.g_01618	Syab.g_01437
OG0000629	Prar.g_01619	Syab.g_01434
OG0000630	Prar.g_01622	Syab.g_01430
OG0000631	Prar.g_01675	Syab.g_01421
OG0000632	Prar.g_01676	Syab.g_01420
OG0000633	Prar.g_01677	Syab.g_01419
OG0000634	Prar.g_01680	Syab.g_01651
OG0000635	Prar.g_01681	Syab.g_01656
OG0000636	Prar.g_01683	Syab.g_01658
OG0000637	Prar.g_01685	Syab.g_01660
OG0000638	Prar.g_01686	Syab.g_01661
OG0000639	Prar.g_01687	Syab.g_01276
OG0000640	Prar.g_01688	Syab.g_01277
OG0000641	Prar.g_01692	Syab.g_01281
OG0000642	Prar.g_01693	Syab.g_01282
OG0000643	Prar.g_01694	Syab.g_01283
OG0000644	Prar.g_01695	Syab.g_01284
OG0000645	Prar.g_01696	Syab.g_01286
OG0000646	Prar.g_01698	Syab.g_01289
OG0000647	Prar.g_01699	Syab.g_01291
OG0000648	Prar.g_01701	Syab.g_01684
OG0000649	Prar.g_01702	Syab.g_01685
OG0000650	Prar.g_01703	Syab.g_01686
OG0000651	Prar.g_01704	Syab.g_01687
OG0000652	Prar.g_01705	Syab.g_01688
OG0000653	Prar.g_01707	Syab.g_01690
OG0000654	Prar.g_01708	Syab.g_01691
OG0000655	Prar.g_01709	Syab.g_01692
OG0000656	Prar.g_01712	Syab.g_01695
OG0000657	Prar.g_01719	Syab.g_01706
OG0000658	Prar.g_01720	Syab.g_01710
OG0000659	Prar.g_01721	Syab.g_01711
OG0000660	Prar.g_01725	Syab.g_01715
OG0000661	Prar.g_01727	Syab.g_01717
OG0000662	Prar.g_01729	Syab.g_01719
OG0000663	Prar.g_01731	Syab.g_01722
OG0000664	Prar.g_01732	Syab.g_01723
OG0000665	Prar.g_01736	Syab.g_01829
OG0000666	Prar.g_01737	Syab.g_01842
OG0000667	Prar.g_01742	Syab.g_01548
OG0000668	Prar.g_01759	Syab.g_01319
OG0000669	Prar.g_01767	Syab.g_01642
OG0000670	Prar.g_01769	Syab.g_02156
OG0000671	Prar.g_01771	Syab.g_01638
OG0000672	Prar.g_01774	Syab.g_01635
OG0000673	Prar.g_01777	Syab.g_01632
OG0000674	Prar.g_01779	Syab.g_01630
OG0000675	Prar.g_01780	Syab.g_01629
OG0000676	Prar.g_01782	Syab.g_01620
OG0000677	Prar.g_01783	Syab.g_01619
OG0000678	Prar.g_01785	Syab.g_01613
OG0000679	Prar.g_01789	Syab.g_01601
OG0000680	Prar.g_01790	Syab.g_01600
OG0000681	Prar.g_01792	Syab.g_01597
OG0000682	Prar.g_01793	Syab.g_01596
OG0000683	Prar.g_01794	Syab.g_01595
OG0000684	Prar.g_01795	Syab.g_01591
OG0000685	Prar.g_01797	Syab.g_01589
OG0000686	Prar.g_01798	Syab.g_01588
OG0000687	Prar.g_01799	Syab.g_01586
OG0000688	Prar.g_01802	Syab.g_01576
OG0000689	Prar.g_01803	Syab.g_01574
OG0000690	Prar.g_01804	Syab.g_01573
OG0000691	Prar.g_01805	Syab.g_01572
OG0000692	Prar.g_01807	Syab.g_01571
OG0000693	Prar.g_01808	Syab.g_01569
OG0000694	Prar.g_01809	Syab.g_01568
OG0000695	Prar.g_01811	Syab.g_01417
OG0000696	Prar.g_01812	Syab.g_01416
OG0000697	Prar.g_01813	Syab.g_01415
OG0000698	Prar.g_01816	Syab.g_01412
OG0000699	Prar.g_01817	Syab.g_01411
OG0000700	Prar.g_01818	Syab.g_01410
OG0000701	Prar.g_01819	Syab.g_01409
OG0000702	Prar.g_01821	Syab.g_01401
OG0000703	Prar.g_01822	Syab.g_01400
OG0000704	Prar.g_01823	Syab.g_01398
OG0000705	Prar.g_01827	Syab.g_01391
OG0000706	Prar.g_01828	Syab.g_01390
OG0000707	Prar.g_01829	Syab.g_01389
OG0000708	Prar.g_01830	Syab.g_01386
OG0000709	Prar.g_01834	Syab.g_01378
OG0000710	Prar.g_01837	Syab.g_01367
OG0000711	Prar.g_01853	Syab.g_01340
OG0000712	Prar.g_01855	Syab.g_01338
OG0000713	Prar.g_01856	Syab.g_01337
OG0000714	Prar.g_01857	Syab.g_01334
OG0000715	Prar.g_01859	Syab.g_01332
OG0000716	Prar.g_01861	Syab.g_01328
OG0000717	Prar.g_01862	Syab.g_01327
OG0000718	Prar.g_01873	Syab.g_01323
OG0000719	Prar.g_01875	Syab.g_01321
OG0000720	Prar.g_01884	Syab.g_01307
OG0000721	Prar.g_01886	Syab.g_01305
OG0000722	Prar.g_01887	Syab.g_01304
OG0000723	Prar.g_01890	Syab.g_01678
OG0000724	Prar.g_01899	Syab.g_01223
OG0000725	Prar.g_01905	Syab.g_01207
OG0000726	Prar.g_01906	Syab.g_01206
OG0000727	Prar.g_01907	Syab.g_01205
OG0000728	Prar.g_01909	Syab.g_01203
OG0000729	Prar.g_01955	Syab.g_00097
OG0000730	Prar.g_01324	Syab.g_00521
OG0000731	Prar.g_01320	Syab.g_00531
OG0000732	Prar.g_01314	Syab.g_00055
OG0000733	Prar.g_01295	Syab.g_02798
OG0000734	Prar.g_01278	Syab.g_02508
OG0000735	Prar.g_01276	Syab.g_00942
OG0000736	Prar.g_01275	Syab.g_00943
OG0000737	Prar.g_01274	Syab.g_00944
OG0000738	Prar.g_01270	Syab.g_00949
OG0000739	Prar.g_01269	Syab.g_00961
OG0000740	Prar.g_01268	Syab.g_00962
OG0000741	Prar.g_01267	Syab.g_00965
OG0000742	Prar.g_01264	Syab.g_00968
OG0000743	Prar.g_01262	Syab.g_00970
OG0000744	Prar.g_01261	Syab.g_00971
OG0000745	Prar.g_01260	Syab.g_00973
OG0000746	Prar.g_01258	Syab.g_00975
OG0000747	Prar.g_01257	Syab.g_00976
OG0000748	Prar.g_01254	Syab.g_00991
OG0000749	Prar.g_01253	Syab.g_00992
OG0000750	Prar.g_01252	Syab.g_00993
OG0000751	Prar.g_01250	Syab.g_01002
OG0000752	Prar.g_01248	Syab.g_01004
OG0000753	Prar.g_01245	Syab.g_01007
OG0000754	Prar.g_01242	Syab.g_01012
OG0000755	Prar.g_01239	Syab.g_01021
OG0000756	Prar.g_01238	Syab.g_01022
OG0000757	Prar.g_01232	Syab.g_01029
OG0000758	Prar.g_01231	Syab.g_01030
OG0000759	Prar.g_01230	Syab.g_01031
OG0000760	Prar.g_01229	Syab.g_01032
OG0000761	Prar.g_01228	Syab.g_01034
OG0000762	Prar.g_01227	Syab.g_01036
OG0000763	Prar.g_01225	Syab.g_01038
OG0000764	Prar.g_01224	Syab.g_01039
OG0000765	Prar.g_01215	Syab.g_01154
OG0000766	Prar.g_01214	Syab.g_01153
OG0000767	Prar.g_01212	Syab.g_01151
OG0000768	Prar.g_01211	Syab.g_01150
OG0000769	Prar.g_01209	Syab.g_01148
OG0000770	Prar.g_01207	Syab.g_01145
OG0000771	Prar.g_00376	Syab.g_01229
OG0000772	Prar.g_00976	Syab.g_00957
OG0000773	Prar.g_00964	Syab.g_00931
OG0000774	Prar.g_00962	Syab.g_00924
OG0000775	Prar.g_00960	Syab.g_00922
OG0000776	Prar.g_00959	Syab.g_00921
OG0000777	Prar.g_00958	Syab.g_00920
OG0000778	Prar.g_00957	Syab.g_00919
OG0000779	Prar.g_00953	Syab.g_00913
OG0000780	Prar.g_00952	Syab.g_00908
OG0000781	Prar.g_00949	Syab.g_00904
OG0000782	Prar.g_00948	Syab.g_00903
OG0000783	Prar.g_00947	Syab.g_00902
OG0000784	Prar.g_00946	Syab.g_00901
OG0000785	Prar.g_00944	Syab.g_00899
OG0000786	Prar.g_00942	Syab.g_00895
OG0000787	Prar.g_00941	Syab.g_00894
OG0000788	Prar.g_00924	Syab.g_01857
OG0000789	Prar.g_00921	Syab.g_01835
OG0000790	Prar.g_00906	Syab.g_02082
OG0000791	Prar.g_00904	Syab.g_02080
OG0000792	Prar.g_00903	Syab.g_02079
OG0000793	Prar.g_00900	Syab.g_02074
OG0000794	Prar.g_00899	Syab.g_02073
OG0000795	Prar.g_00898	Syab.g_02072
OG0000796	Prar.g_00894	Syab.g_02068
OG0000797	Prar.g_00893	Syab.g_02067
OG0000798	Prar.g_00866	Syab.g_00298
OG0000799	Prar.g_00357	Syab.g_00826
OG0000800	Prar.g_00356	Syab.g_00821
OG0000801	Prar.g_00355	Syab.g_00820
OG0000802	Prar.g_00353	Syab.g_00816
OG0000803	Prar.g_00351	Syab.g_00806
OG0000804	Prar.g_00350	Syab.g_00802
OG0000805	Prar.g_00348	Syab.g_00792
OG0000806	Prar.g_00346	Syab.g_00790
OG0000807	Prar.g_00345	Syab.g_00788
OG0000808	Prar.g_00344	Syab.g_00783
OG0000809	Prar.g_00341	Syab.g_00780
OG0000810	Prar.g_00340	Syab.g_00779
OG0000811	Prar.g_00336	Syab.g_00770
OG0000812	Prar.g_00842	Syab.g_00768
OG0000813	Prar.g_00841	Syab.g_00767
OG0000814	Prar.g_00839	Syab.g_00765
OG0000815	Prar.g_00838	Syab.g_00760
OG0000816	Prar.g_00836	Syab.g_00758
OG0000817	Prar.g_00835	Syab.g_00757
OG0000818	Prar.g_00830	Syab.g_00751
OG0000819	Prar.g_00829	Syab.g_00750
OG0000820	Prar.g_00828	Syab.g_00749
OG0000821	Prar.g_00824	Syab.g_00743
OG0000822	Prar.g_00823	Syab.g_00741
OG0000823	Prar.g_00822	Syab.g_00740
OG0000824	Prar.g_00819	Syab.g_00735
OG0000825	Prar.g_00818	Syab.g_00734
OG0000826	Prar.g_00817	Syab.g_00733
OG0000827	Prar.g_00816	Syab.g_00732
OG0000828	Prar.g_00813	Syab.g_00729
OG0000829	Prar.g_00812	Syab.g_00728
OG0000830	Prar.g_00811	Syab.g_00727
OG0000831	Prar.g_00809	Syab.g_00725
OG0000832	Prar.g_00803	Syab.g_02169
OG0000833	Prar.g_00795	Syab.g_02178
OG0000834	Prar.g_00794	Syab.g_02181
OG0000835	Prar.g_00793	Syab.g_02182
OG0000836	Prar.g_00792	Syab.g_02185
OG0000837	Prar.g_00791	Syab.g_02186
OG0000838	Prar.g_00789	Syab.g_02190
OG0000839	Prar.g_00788	Syab.g_02191
OG0000840	Prar.g_00787	Syab.g_02192
OG0000841	Prar.g_00786	Syab.g_02193
OG0000842	Prar.g_00785	Syab.g_02194
OG0000843	Prar.g_00784	Syab.g_02195
OG0000844	Prar.g_00783	Syab.g_02197
OG0000845	Prar.g_00782	Syab.g_02198
OG0000846	Prar.g_00781	Syab.g_02199
OG0000847	Prar.g_00780	Syab.g_02200
OG0000848	Prar.g_00779	Syab.g_02202
OG0000849	Prar.g_00778	Syab.g_02203
OG0000850	Prar.g_00776	Syab.g_02212
OG0000851	Prar.g_00775	Syab.g_02226
OG0000852	Prar.g_00774	Syab.g_02227
OG0000853	Prar.g_00770	Syab.g_02233
OG0000854	Prar.g_00768	Syab.g_02235
OG0000855	Prar.g_00767	Syab.g_02236
OG0000856	Prar.g_00753	Syab.g_01889
OG0000857	Prar.g_00725	Syab.g_01290
OG0000858	Prar.g_01149	Syab.g_02244
OG0000859	Prar.g_01148	Syab.g_02245
OG0000860	Prar.g_01141	Syab.g_02258
OG0000861	Prar.g_01140	Syab.g_02259
OG0000862	Prar.g_01139	Syab.g_02261
OG0000863	Prar.g_01137	Syab.g_02265
OG0000864	Prar.g_01136	Syab.g_02266
OG0000865	Prar.g_01135	Syab.g_02267
OG0000866	Prar.g_01134	Syab.g_02268
OG0000867	Prar.g_01133	Syab.g_02269
OG0000868	Prar.g_01132	Syab.g_02287
OG0000869	Prar.g_01128	Syab.g_02292
OG0000870	Prar.g_01123	Syab.g_02297
OG0000871	Prar.g_01122	Syab.g_02298
OG0000872	Prar.g_01121	Syab.g_02305
OG0000873	Prar.g_01965	Syab.g_02308
OG0000874	Prar.g_01968	Syab.g_02311
OG0000875	Prar.g_01969	Syab.g_02313
OG0000876	Prar.g_01970	Syab.g_02315
OG0000877	Prar.g_01963	Syab.g_02317
OG0000878	Prar.g_01962	Syab.g_02318
OG0000879	Prar.g_01961	Syab.g_02319
OG0000880	Prar.g_01960	Syab.g_02320
OG0000881	Prar.g_00595, Prar.g_01956	Syab.g_02325
OG0000882	Prar.g_00600	Syab.g_02330
OG0000883	Prar.g_00601	Syab.g_02332
OG0000884	Prar.g_00603	Syab.g_02334
OG0000885	Prar.g_00604	Syab.g_02335
OG0000886	Prar.g_00605	Syab.g_02336
OG0000887	Prar.g_00606	Syab.g_02338
OG0000888	Prar.g_00608	Syab.g_02340
OG0000889	Prar.g_00610	Syab.g_02342
OG0000890	Prar.g_00611	Syab.g_02348
OG0000891	Prar.g_00612	Syab.g_02349
OG0000892	Prar.g_01119	Syab.g_02353
OG0000893	Prar.g_01114	Syab.g_00366
OG0000894	Prar.g_01112	Syab.g_00369
OG0000895	Prar.g_01109	Syab.g_00373
OG0000896	Prar.g_01108	Syab.g_00374
OG0000897	Prar.g_01106	Syab.g_00376
OG0000898	Prar.g_01105	Syab.g_00377
OG0000899	Prar.g_01104	Syab.g_00378
OG0000900	Prar.g_01103	Syab.g_00379
OG0000901	Prar.g_01100	Syab.g_00384
OG0000902	Prar.g_01098	Syab.g_00386
OG0000903	Prar.g_01095	Syab.g_00399
OG0000904	Prar.g_01093	Syab.g_00395
OG0000905	Prar.g_01088	Syab.g_00390
OG0000906	Prar.g_01087	Syab.g_00388
OG0000907	Prar.g_01069	Syab.g_00401
OG0000908	Prar.g_01066	Syab.g_00404
OG0000909	Prar.g_01065	Syab.g_00405
OG0000910	Prar.g_01064	Syab.g_00406
OG0000911	Prar.g_01062	Syab.g_00408
OG0000912	Prar.g_01061	Syab.g_00409
OG0000913	Prar.g_01060	Syab.g_00410
OG0000914	Prar.g_01059	Syab.g_00411
OG0000915	Prar.g_01058	Syab.g_00412
OG0000916	Prar.g_01057	Syab.g_00413
OG0000917	Prar.g_01056	Syab.g_00414
OG0000918	Prar.g_01055	Syab.g_00415
OG0000919	Prar.g_01054	Syab.g_00416
OG0000920	Prar.g_01053	Syab.g_00417
OG0000921	Prar.g_01052	Syab.g_00418
OG0000922	Prar.g_01051	Syab.g_00419
OG0000923	Prar.g_01047	Syab.g_00423
OG0000924	Prar.g_01046	Syab.g_00424
OG0000925	Prar.g_01045	Syab.g_00425
OG0000926	Prar.g_01044	Syab.g_00426
OG0000927	Prar.g_01042	Syab.g_00428
OG0000928	Prar.g_01041	Syab.g_00429
OG0000929	Prar.g_01040	Syab.g_00430
OG0000930	Prar.g_01039	Syab.g_00431
OG0000931	Prar.g_01038	Syab.g_00432
OG0000932	Prar.g_01037	Syab.g_00433
OG0000933	Prar.g_01033	Syab.g_00439
OG0000934	Prar.g_01031	Syab.g_00441
OG0000935	Prar.g_01030	Syab.g_00442
OG0000936	Prar.g_01029	Syab.g_00443
OG0000937	Prar.g_01028	Syab.g_00444
OG0000938	Prar.g_01026	Syab.g_00447
OG0000939	Prar.g_01025	Syab.g_00448
OG0000940	Prar.g_01019	Syab.g_00456
OG0000941	Prar.g_01017	Syab.g_00458
OG0000942	Prar.g_01015	Syab.g_00460
OG0000943	Prar.g_01014	Syab.g_00461
OG0000944	Prar.g_01013	Syab.g_00463
OG0000945	Prar.g_01012	Syab.g_00466
OG0000946	Prar.g_00617	Syab.g_00473
OG0000947	Prar.g_00619	Syab.g_00476
OG0000948	Prar.g_00620	Syab.g_00477
OG0000949	Prar.g_00623	Syab.g_00212
OG0000950	Prar.g_00628	Syab.g_00204
OG0000951	Prar.g_00632	Syab.g_00199
OG0000952	Prar.g_00636	Syab.g_00191
OG0000953	Prar.g_00639	Syab.g_00134
OG0000954	Prar.g_00643	Syab.g_00129
OG0000955	Prar.g_00644	Syab.g_00128
OG0000956	Prar.g_00646	Syab.g_00126
OG0000957	Prar.g_00651	Syab.g_00115
OG0000958	Prar.g_00652	Syab.g_00114
OG0000959	Prar.g_00656	Syab.g_00110
OG0000960	Prar.g_00657	Syab.g_00109
OG0000961	Prar.g_00659	Syab.g_00100
OG0000962	Prar.g_00661	Syab.g_00098
OG0000963	Prar.g_00664	Syab.g_00093
OG0000964	Prar.g_00665	Syab.g_00092
OG0000965	Prar.g_00666	Syab.g_00091
OG0000966	Prar.g_00673	Syab.g_00082
OG0000967	Prar.g_00677	Syab.g_00078
OG0000968	Prar.g_00679	Syab.g_00075
OG0000969	Prar.g_00680	Syab.g_00073
OG0000970	Prar.g_00681	Syab.g_00072
OG0000971	Prar.g_00682	Syab.g_00070
OG0000972	Prar.g_00683	Syab.g_00069
OG0000973	Prar.g_00684	Syab.g_00068
OG0000974	Prar.g_00685	Syab.g_00067
OG0000975	Prar.g_00686	Syab.g_00066
OG0000976	Prar.g_00687	Syab.g_00065
OG0000977	Prar.g_00688	Syab.g_00063
OG0000978	Prar.g_00689	Syab.g_00062
OG0000979	Prar.g_00692	Syab.g_00059
OG0000980	Prar.g_00694	Syab.g_00056
OG0000981	Prar.g_00696	Syab.g_00053
OG0000982	Prar.g_00698	Syab.g_02756
OG0000983	Prar.g_00699	Syab.g_02757
OG0000984	Prar.g_00700	Syab.g_02758
OG0000985	Prar.g_00703	Syab.g_02762
OG0000986	Prar.g_00705	Syab.g_02764
OG0000987	Prar.g_00706	Syab.g_02768
OG0000988	Prar.g_00709	Syab.g_02774
OG0000989	Prar.g_00073	Syab.g_02792
OG0000990	Prar.g_00070	Syab.g_02811
OG0000991	Prar.g_00069	Syab.g_02818
OG0000992	Prar.g_00067	Syab.g_02821
OG0000993	Prar.g_00066	Syab.g_02822
OG0000994	Prar.g_00065	Syab.g_02826
OG0000995	Prar.g_00061	Syab.g_02835
OG0000996	Prar.g_00060	Syab.g_02866
OG0000997	Prar.g_00059	Syab.g_02875
OG0000998	Prar.g_00057	Syab.g_02877
OG0000999	Prar.g_00056	Syab.g_02878
OG0001000	Prar.g_00053	Syab.g_02881
OG0001001	Prar.g_00051	Syab.g_02888
OG0001002	Prar.g_00047	Syab.g_02900
OG0001003	Prar.g_00046	Syab.g_02902
OG0001004	Prar.g_00045	Syab.g_02903
OG0001005	Prar.g_00044	Syab.g_02905
OG0001006	Prar.g_00040	Syab.g_02912
OG0001007	Prar.g_00038	Syab.g_02914
OG0001008	Prar.g_00485	Syab.g_00584
OG0001009	Prar.g_00011	Syab.g_00033
OG0001010	Prar.g_00010	Syab.g_00034
OG0001011	Prar.g_00009	Syab.g_00035
OG0001012	Prar.g_00577	Syab.g_02752
OG0001013	Prar.g_00571	Syab.g_02716
OG0001014	Prar.g_00568	Syab.g_02712
OG0001015	Prar.g_00567	Syab.g_02711
OG0001016	Prar.g_00255	Syab.g_02439
OG0001017	Prar.g_00251	Syab.g_02445
OG0001018	Prar.g_00248	Syab.g_02447
OG0001019	Prar.g_00239	Syab.g_02469
OG0001020	Prar.g_00238	Syab.g_02477
OG0001021	Prar.g_00237	Syab.g_02481
OG0001022	Prar.g_00234	Syab.g_02485
OG0001023	Prar.g_00233	Syab.g_02486
OG0001024	Prar.g_00230	Syab.g_02490
OG0001025	Prar.g_00224	Syab.g_02497
OG0001026	Prar.g_00217	Syab.g_02510
OG0001027	Prar.g_00216	Syab.g_02515
OG0001028	Prar.g_00214	Syab.g_02517
OG0001029	Prar.g_00213	Syab.g_02519
OG0001030	Prar.g_00198	Syab.g_02540
OG0001031	Prar.g_00141	Syab.g_02615
OG0001032	Prar.g_00140	Syab.g_02617
OG0001033	Prar.g_00119	Syab.g_02675
OG0001034	Prar.g_00091	Syab.g_02370
OG0001035	Prar.g_00333	Syab.g_00335
OG0001036	Prar.g_00328	Syab.g_00327
OG0001037	Prar.g_00327	Syab.g_00325
OG0001038	Prar.g_00309	Syab.g_00297
OG0001039	Prar.g_00306	Syab.g_00294
OG0001040	Prar.g_00304	Syab.g_00291
OG0001041	Prar.g_00300	Syab.g_00286
OG0001042	Prar.g_00283	Syab.g_00254
OG0001043	Prar.g_00282	Syab.g_00250
OG0001044	Prar.g_00393	Syab.g_00522
OG0001045	Prar.g_00402	Syab.g_00534
OG0001046	Prar.g_00440	Syab.g_01352
OG0001047	Prar.g_00487	Syab.g_00586
OG0001048	Prar.g_00488	Syab.g_00587
OG0001049	Prar.g_00490	Syab.g_00590
OG0001050	Prar.g_00491	Syab.g_00591
OG0001051	Prar.g_00492	Syab.g_00592
OG0001052	Prar.g_00521	Syab.g_00693
OG0001053	Prar.g_00533	Syab.g_02099
OG0001054	Prar.g_01329	Syab.g_02118
OG0001055	Prar.g_01347	Syab.g_02139
OG0001056	Prar.g_01366	Syab.g_02036
OG0001057	Prar.g_01371	Syab.g_00882
OG0001058	Prar.g_01379	Syab.g_02014
OG0001059	Prar.g_01383	Syab.g_02010
OG0001060	Prar.g_01390	Syab.g_02003
OG0001061	Prar.g_01403	Syab.g_01985
OG0001062	Prar.g_01405	Syab.g_01983
OG0001063	Prar.g_01407	Syab.g_01979
OG0001064	Prar.g_01408	Syab.g_01978
OG0001065	Prar.g_01409	Syab.g_01976
OG0001066	Prar.g_01410	Syab.g_01975
OG0001067	Prar.g_01411	Syab.g_01974
OG0001068	Prar.g_01412	Syab.g_01973
OG0001069	Prar.g_01413	Syab.g_01972
OG0001070	Prar.g_01416	Syab.g_01968
OG0001071	Prar.g_01417	Syab.g_01967
OG0001072	Prar.g_01419	Syab.g_01962
OG0001073	Prar.g_01434	Syab.g_01947
OG0001074	Prar.g_01445	Syab.g_01815
OG0001075	Prar.g_01446	Syab.g_01919
OG0001076	Prar.g_01454	Syab.g_01897
OG0001077	Prar.g_01458	Syab.g_01887
OG0001079	Prar.g_01477	Syab.g_01856
OG0001080	Prar.g_01483	Syab.g_01756
OG0001081	Prar.g_01485	Syab.g_01530
OG0001082	Prar.g_01486	Syab.g_01531
OG0001083	Prar.g_01491	Syab.g_01540
OG0001084	Prar.g_01492	Syab.g_01543
OG0001085	Prar.g_01500	Syab.g_01563
OG0001086	Prar.g_01501	Syab.g_01565
OG0001087	Prar.g_01518	Syab.g_01167
OG0001088	Prar.g_01519	Syab.g_01170
OG0001089	Prar.g_01527	Syab.g_01198
OG0001090	Prar.g_01600	Syab.g_01267
OG0001091	Prar.g_01602	Syab.g_01270
OG0001092	Prar.g_01603	Syab.g_01272
OG0001093	Prar.g_01608	Syab.g_01664
OG0001094	Prar.g_01678	Syab.g_01567
OG0001095	Prar.g_01697	Syab.g_01287
OG0001096	Prar.g_01710	Syab.g_01693
OG0001097	Prar.g_01728	Syab.g_01718
OG0001098	Prar.g_01744	Syab.g_01497
OG0001099	Prar.g_01764	Syab.g_02518
OG0001100	Prar.g_01768	Syab.g_01640
OG0001101	Prar.g_01770	Syab.g_01639
OG0001102	Prar.g_01773	Syab.g_01636
OG0001103	Prar.g_01775	Syab.g_01634
OG0001104	Prar.g_01796	Syab.g_01590
OG0001105	Prar.g_01800	Syab.g_01585
OG0001106	Prar.g_01824	Syab.g_01397
OG0001107	Prar.g_01831	Syab.g_01385
OG0001108	Prar.g_01835	Syab.g_01377
OG0001109	Prar.g_01836	Syab.g_01368
OG0001110	Prar.g_01838	Syab.g_01366
OG0001111	Prar.g_01839	Syab.g_01364
OG0001112	Prar.g_01840	Syab.g_01362
OG0001113	Prar.g_01841	Syab.g_01593
OG0001114	Prar.g_01842	Syab.g_01361
OG0001115	Prar.g_01844	Syab.g_01357
OG0001116	Prar.g_01845	Syab.g_01355
OG0001117	Prar.g_01846	Syab.g_01354
OG0001118	Prar.g_01847	Syab.g_01353
OG0001119	Prar.g_01848	Syab.g_01351
OG0001120	Prar.g_01850	Syab.g_01347
OG0001121	Prar.g_01298	Syab.g_02159
OG0001122	Prar.g_01876	Syab.g_01320
OG0001123	Prar.g_01880	Syab.g_01312
OG0001124	Prar.g_01882	Syab.g_01310
OG0001125	Prar.g_01883	Syab.g_01308
OG0001126	Prar.g_01893	Syab.g_01231
OG0001127	Prar.g_01894	Syab.g_01230
OG0001128	Prar.g_01896	Syab.g_01227
OG0001129	Prar.g_01897	Syab.g_01225
OG0001130	Prar.g_01898	Syab.g_01224
OG0001131	Prar.g_01935	Syab.g_01609
OG0001132	Prar.g_01944	Syab.g_01790
OG0001133	Prar.g_01309	Syab.g_01895
OG0001134	Prar.g_01296	Syab.g_01748
OG0001135	Prar.g_01293	Syab.g_01747
OG0001136	Prar.g_01266	Syab.g_00966
OG0001137	Prar.g_01255	Syab.g_00990
OG0001138	Prar.g_01237	Syab.g_01023
OG0001139	Prar.g_01236	Syab.g_01025
OG0001140	Prar.g_01235	Syab.g_01026, Syab.g_00642
OG0001141	Prar.g_01234	Syab.g_01027
OG0001142	Prar.g_01233	Syab.g_01028
OG0001143	Prar.g_01226	Syab.g_01037
OG0001144	Prar.g_01221	Syab.g_01052
OG0001145	Prar.g_00963	Syab.g_00928
OG0001146	Prar.g_00951	Syab.g_00907
OG0001147	Prar.g_00925	Syab.g_00716
OG0001148	Prar.g_00909	Syab.g_02085
OG0001149	Prar.g_00908	Syab.g_02084
OG0001150	Prar.g_00907	Syab.g_02083
OG0001151	Prar.g_00896	Syab.g_02070
OG0001152	Prar.g_00895	Syab.g_02069
OG0001153	Prar.g_00815	Syab.g_00731
OG0001154	Prar.g_00814	Syab.g_00730
OG0001155	Prar.g_00802	Syab.g_02171
OG0001156	Prar.g_00799	Syab.g_02174
OG0001157	Prar.g_00798	Syab.g_02175
OG0001158	Prar.g_00797	Syab.g_02176
OG0001159	Prar.g_00796	Syab.g_02177
