Orthogroup	Prar	Syac
OG0000586	Prar.g_01443	Syac.g_00941
OG0000587	Prar.g_01444	Syac.g_00943
OG0000588	Prar.g_01448	Syac.g_00949
OG0000589	Prar.g_01451	Syac.g_00953
OG0000590	Prar.g_01452	Syac.g_00954
OG0000591	Prar.g_01455	Syac.g_00961
OG0000592	Prar.g_01456	Syac.g_00962
OG0000593	Prar.g_01462	Syac.g_00975
OG0000594	Prar.g_01463	Syac.g_00976
OG0000595	Prar.g_01464	Syac.g_00977
OG0000596	Prar.g_01468	Syac.g_00982
OG0000597	Prar.g_01470	Syac.g_00985
OG0000598	Prar.g_01471	Syac.g_00986
OG0000599	Prar.g_01474	Syac.g_00989
OG0000600	Prar.g_01475	Syac.g_00990
OG0000601	Prar.g_01476	Syac.g_00991
OG0000602	Prar.g_01478	Syac.g_00996
OG0000603	Prar.g_01479	Syac.g_00997
OG0000604	Prar.g_01480	Syac.g_01001
OG0000605	Prar.g_01481	Syac.g_01089
OG0000606	Prar.g_01484	Syac.g_01434
OG0000607	Prar.g_01487	Syac.g_01430
OG0000608	Prar.g_01488	Syac.g_01429
OG0000609	Prar.g_01489	Syac.g_01427
OG0000610	Prar.g_01494	Syac.g_01419
OG0000611	Prar.g_01497	Syac.g_01416
OG0000612	Prar.g_01498	Syac.g_01415
OG0000613	Prar.g_01503	Syac.g_00231
OG0000614	Prar.g_01522	Syac.g_00911
OG0000615	Prar.g_01530	Syac.g_01377
OG0000616	Prar.g_01534	Syac.g_02478
OG0000617	Prar.g_01605	Syac.g_01280
OG0000618	Prar.g_01606	Syac.g_01279
OG0000619	Prar.g_01607	Syac.g_01278
OG0000620	Prar.g_01610	Syac.g_01270
OG0000621	Prar.g_01611	Syac.g_01269
OG0000622	Prar.g_01612	Syac.g_01268
OG0000623	Prar.g_01613	Syac.g_01267
OG0000624	Prar.g_01614	Syac.g_01265
OG0000625	Prar.g_01615	Syac.g_01264
OG0000626	Prar.g_01616	Syac.g_01263
OG0000627	Prar.g_01617	Syac.g_01126
OG0000628	Prar.g_01618	Syac.g_01127
OG0000629	Prar.g_01619	Syac.g_01130
OG0000630	Prar.g_01622	Syac.g_01134
OG0000631	Prar.g_01675	Syac.g_01139
OG0000632	Prar.g_01676	Syac.g_01140
OG0000633	Prar.g_01677	Syac.g_01141
OG0000634	Prar.g_01680	Syac.g_01345
OG0000635	Prar.g_01681	Syac.g_01344
OG0000636	Prar.g_01683	Syac.g_01342
OG0000637	Prar.g_01685	Syac.g_01340
OG0000638	Prar.g_01686	Syac.g_01339
OG0000639	Prar.g_01687	Syac.g_01338
OG0000640	Prar.g_01688	Syac.g_01337
OG0000641	Prar.g_01692	Syac.g_01333
OG0000642	Prar.g_01693	Syac.g_01332
OG0000643	Prar.g_01694	Syac.g_01330
OG0000644	Prar.g_01695	Syac.g_01329
OG0000645	Prar.g_01696	Syac.g_01327
OG0000646	Prar.g_01698	Syac.g_01324
OG0000647	Prar.g_01699	Syac.g_01322
OG0000648	Prar.g_01701	Syac.g_01319
OG0000649	Prar.g_01702	Syac.g_01318
OG0000650	Prar.g_01703	Syac.g_01317
OG0000651	Prar.g_01704	Syac.g_01316
OG0000652	Prar.g_01705	Syac.g_01315
OG0000653	Prar.g_01707	Syac.g_01313
OG0000654	Prar.g_01708	Syac.g_01312
OG0000655	Prar.g_01709	Syac.g_01311
OG0000656	Prar.g_01712	Syac.g_01308
OG0000657	Prar.g_01719	Syac.g_00846
OG0000658	Prar.g_01720	Syac.g_00842
OG0000659	Prar.g_01721	Syac.g_00841
OG0000660	Prar.g_01725	Syac.g_00837
OG0000661	Prar.g_01727	Syac.g_00835
OG0000662	Prar.g_01729	Syac.g_00833
OG0000663	Prar.g_01731	Syac.g_00830
OG0000664	Prar.g_01732	Syac.g_00829
OG0000665	Prar.g_01736	Syac.g_01018
OG0000666	Prar.g_01737	Syac.g_01088
OG0000667	Prar.g_01742	Syac.g_02165
OG0000668	Prar.g_01759	Syac.g_01239
OG0000669	Prar.g_01767	Syac.g_01404
OG0000670	Prar.g_01769	Syac.g_00580
OG0000671	Prar.g_01771	Syac.g_01400
OG0000672	Prar.g_01774	Syac.g_01396
OG0000673	Prar.g_01777	Syac.g_01393
OG0000674	Prar.g_01779	Syac.g_01391
OG0000675	Prar.g_01780	Syac.g_01390
OG0000676	Prar.g_01782	Syac.g_01388
OG0000677	Prar.g_01783	Syac.g_01387
OG0000678	Prar.g_01785	Syac.g_01384
OG0000679	Prar.g_01789	Syac.g_01375
OG0000680	Prar.g_01790	Syac.g_01374
OG0000681	Prar.g_01792	Syac.g_01371
OG0000682	Prar.g_01793	Syac.g_01370
OG0000683	Prar.g_01794	Syac.g_01369
OG0000684	Prar.g_01795	Syac.g_01365
OG0000685	Prar.g_01797	Syac.g_01363
OG0000686	Prar.g_01798	Syac.g_01362
OG0000687	Prar.g_01799	Syac.g_01361
OG0000688	Prar.g_01802	Syac.g_01356
OG0000689	Prar.g_01803	Syac.g_01354
OG0000690	Prar.g_01804	Syac.g_01353
OG0000691	Prar.g_01805	Syac.g_01352
OG0000692	Prar.g_01807	Syac.g_01351
OG0000693	Prar.g_01808	Syac.g_01349
OG0000694	Prar.g_01809	Syac.g_01348
OG0000695	Prar.g_01811	Syac.g_01143
OG0000696	Prar.g_01812	Syac.g_01144
OG0000697	Prar.g_01813	Syac.g_01146
OG0000698	Prar.g_01816	Syac.g_01149
OG0000699	Prar.g_01817	Syac.g_01151
OG0000700	Prar.g_01818	Syac.g_01152
OG0000701	Prar.g_01819	Syac.g_01153
OG0000702	Prar.g_01821	Syac.g_01161
OG0000703	Prar.g_01822	Syac.g_01162
OG0000704	Prar.g_01823	Syac.g_01165
OG0000705	Prar.g_01827	Syac.g_01174
OG0000706	Prar.g_01828	Syac.g_01175
OG0000707	Prar.g_01829	Syac.g_01176
OG0000708	Prar.g_01830	Syac.g_01179
OG0000709	Prar.g_01834	Syac.g_01187
OG0000710	Prar.g_01837	Syac.g_01191
OG0000711	Prar.g_01853	Syac.g_01220
OG0000712	Prar.g_01855	Syac.g_01221
OG0000713	Prar.g_01856	Syac.g_01222
OG0000714	Prar.g_01857	Syac.g_01224
OG0000715	Prar.g_01859	Syac.g_01226
OG0000716	Prar.g_01861	Syac.g_01230
OG0000717	Prar.g_01862	Syac.g_01231
OG0000718	Prar.g_01873	Syac.g_01235
OG0000719	Prar.g_01875	Syac.g_01237
OG0000720	Prar.g_01884	Syac.g_01250
OG0000721	Prar.g_01886	Syac.g_01252
OG0000722	Prar.g_01887	Syac.g_01253
OG0000723	Prar.g_01890	Syac.g_01261
OG0000724	Prar.g_01899	Syac.g_00879
OG0000725	Prar.g_01905	Syac.g_00887
OG0000726	Prar.g_01906	Syac.g_00888
OG0000727	Prar.g_01907	Syac.g_00889
OG0000728	Prar.g_01909	Syac.g_00891
OG0000729	Prar.g_01955	Syac.g_00144
OG0000730	Prar.g_01324	Syac.g_02024
OG0000731	Prar.g_01320	Syac.g_02011
OG0000732	Prar.g_01314	Syac.g_00051
OG0000733	Prar.g_01295	Syac.g_02386
OG0000734	Prar.g_01278	Syac.g_00388
OG0000735	Prar.g_01276	Syac.g_00750
OG0000736	Prar.g_01275	Syac.g_00751
OG0000737	Prar.g_01274	Syac.g_00752
OG0000738	Prar.g_01270	Syac.g_00757
OG0000739	Prar.g_01269	Syac.g_00762
OG0000740	Prar.g_01268	Syac.g_00763
OG0000741	Prar.g_01267	Syac.g_00766
OG0000742	Prar.g_01264	Syac.g_00768
OG0000743	Prar.g_01262	Syac.g_00770
OG0000744	Prar.g_01261	Syac.g_00771
OG0000745	Prar.g_01260	Syac.g_00773
OG0000746	Prar.g_01258	Syac.g_00776
OG0000747	Prar.g_01257	Syac.g_00777
OG0000748	Prar.g_01254	Syac.g_00787
OG0000749	Prar.g_01253	Syac.g_00789
OG0000750	Prar.g_01252	Syac.g_00790
OG0000751	Prar.g_01250	Syac.g_00797
OG0000752	Prar.g_01248	Syac.g_00799
OG0000753	Prar.g_01245	Syac.g_00802
OG0000754	Prar.g_01242	Syac.g_01471
OG0000755	Prar.g_01239	Syac.g_01479
OG0000756	Prar.g_01238	Syac.g_01480
OG0000757	Prar.g_01232	Syac.g_01492
OG0000758	Prar.g_01231	Syac.g_01493
OG0000759	Prar.g_01230	Syac.g_01494
OG0000760	Prar.g_01229	Syac.g_01495
OG0000761	Prar.g_01228	Syac.g_01496
OG0000762	Prar.g_01227	Syac.g_01498
OG0000763	Prar.g_01225	Syac.g_01500
OG0000764	Prar.g_01224	Syac.g_01501
OG0000765	Prar.g_01215	Syac.g_01515
OG0000766	Prar.g_01214	Syac.g_01516
OG0000767	Prar.g_01212	Syac.g_01518
OG0000768	Prar.g_01211	Syac.g_01519
OG0000769	Prar.g_01209	Syac.g_01521
OG0000770	Prar.g_01207	Syac.g_01524
OG0000771	Prar.g_00376	Syac.g_00873
OG0000772	Prar.g_00976	Syac.g_01569
OG0000773	Prar.g_00964	Syac.g_00741
OG0000774	Prar.g_00962	Syac.g_00737
OG0000775	Prar.g_00960	Syac.g_00735
OG0000776	Prar.g_00959	Syac.g_00734
OG0000777	Prar.g_00958	Syac.g_00733
OG0000778	Prar.g_00957	Syac.g_00732
OG0000779	Prar.g_00953	Syac.g_00727
OG0000780	Prar.g_00952	Syac.g_00723
OG0000781	Prar.g_00949	Syac.g_00719
OG0000782	Prar.g_00948	Syac.g_00718
OG0000783	Prar.g_00947	Syac.g_00717
OG0000784	Prar.g_00946	Syac.g_00716
OG0000785	Prar.g_00944	Syac.g_00714
OG0000786	Prar.g_00942	Syac.g_01730
OG0000787	Prar.g_00941	Syac.g_01731
OG0000788	Prar.g_00924	Syac.g_00992
OG0000789	Prar.g_00921	Syac.g_01111
OG0000790	Prar.g_00906	Syac.g_01921
OG0000791	Prar.g_00904	Syac.g_01922
OG0000792	Prar.g_00903	Syac.g_01923
OG0000793	Prar.g_00900	Syac.g_01928
OG0000794	Prar.g_00899	Syac.g_01929
OG0000795	Prar.g_00898	Syac.g_01930
OG0000796	Prar.g_00894	Syac.g_01934
OG0000797	Prar.g_00893	Syac.g_01935
OG0000798	Prar.g_00866	Syac.g_02250
OG0000799	Prar.g_00357	Syac.g_01602
OG0000800	Prar.g_00356	Syac.g_01603
OG0000801	Prar.g_00355	Syac.g_01604
OG0000802	Prar.g_00353	Syac.g_01608
OG0000803	Prar.g_00351	Syac.g_01613
OG0000804	Prar.g_00350	Syac.g_01616
OG0000805	Prar.g_00348	Syac.g_01620
OG0000806	Prar.g_00346	Syac.g_01622
OG0000807	Prar.g_00345	Syac.g_01624
OG0000808	Prar.g_00344	Syac.g_01625
OG0000809	Prar.g_00341	Syac.g_01628
OG0000810	Prar.g_00340	Syac.g_01629
OG0000811	Prar.g_00336	Syac.g_01637
OG0000812	Prar.g_00842	Syac.g_01639
OG0000813	Prar.g_00841	Syac.g_01640
OG0000814	Prar.g_00839	Syac.g_01642
OG0000815	Prar.g_00838	Syac.g_01643
OG0000816	Prar.g_00836	Syac.g_01645
OG0000817	Prar.g_00835	Syac.g_01646
OG0000818	Prar.g_00830	Syac.g_01652
OG0000819	Prar.g_00829	Syac.g_01653
OG0000820	Prar.g_00828	Syac.g_01654
OG0000821	Prar.g_00824	Syac.g_01659
OG0000822	Prar.g_00823	Syac.g_01661
OG0000823	Prar.g_00822	Syac.g_01662
OG0000824	Prar.g_00819	Syac.g_01666
OG0000825	Prar.g_00818	Syac.g_01667
OG0000826	Prar.g_00817	Syac.g_01668
OG0000827	Prar.g_00816	Syac.g_01669
OG0000828	Prar.g_00813	Syac.g_01672
OG0000829	Prar.g_00812	Syac.g_01673
OG0000830	Prar.g_00811	Syac.g_01674
OG0000831	Prar.g_00809	Syac.g_01676
OG0000832	Prar.g_00803	Syac.g_00623
OG0000833	Prar.g_00795	Syac.g_00613
OG0000834	Prar.g_00794	Syac.g_00610
OG0000835	Prar.g_00793	Syac.g_00609
OG0000836	Prar.g_00792	Syac.g_00605
OG0000837	Prar.g_00791	Syac.g_00604
OG0000838	Prar.g_00789	Syac.g_00600
OG0000839	Prar.g_00788	Syac.g_00599
OG0000840	Prar.g_00787	Syac.g_00598
OG0000841	Prar.g_00786	Syac.g_00597
OG0000842	Prar.g_00785	Syac.g_00596
OG0000843	Prar.g_00784	Syac.g_00595
OG0000844	Prar.g_00783	Syac.g_00593
OG0000845	Prar.g_00782	Syac.g_00592
OG0000846	Prar.g_00781	Syac.g_00591
OG0000847	Prar.g_00780	Syac.g_00590
OG0000848	Prar.g_00779	Syac.g_00588
OG0000849	Prar.g_00778	Syac.g_00587
OG0000850	Prar.g_00776	Syac.g_00585
OG0000851	Prar.g_00775	Syac.g_00573
OG0000852	Prar.g_00774	Syac.g_00572
OG0000853	Prar.g_00770	Syac.g_00568
OG0000854	Prar.g_00768	Syac.g_00566
OG0000855	Prar.g_00767	Syac.g_00565
OG0000856	Prar.g_00753	Syac.g_00964
OG0000857	Prar.g_00725	Syac.g_01323
OG0000858	Prar.g_01149	Syac.g_00559
OG0000859	Prar.g_01148	Syac.g_00558
OG0000860	Prar.g_01141	Syac.g_00542
OG0000861	Prar.g_01140	Syac.g_00541
OG0000862	Prar.g_01139	Syac.g_00540
OG0000863	Prar.g_01137	Syac.g_00538
OG0000864	Prar.g_01136	Syac.g_00537
OG0000865	Prar.g_01135	Syac.g_00533
OG0000866	Prar.g_01134	Syac.g_00532
OG0000867	Prar.g_01133	Syac.g_00531
OG0000868	Prar.g_01132	Syac.g_00529
OG0000869	Prar.g_01128	Syac.g_00524
OG0000870	Prar.g_01123	Syac.g_00519
OG0000871	Prar.g_01122	Syac.g_00518
OG0000872	Prar.g_01121	Syac.g_00510
OG0000873	Prar.g_01965	Syac.g_00507
OG0000874	Prar.g_01968	Syac.g_00512
OG0000875	Prar.g_01969	Syac.g_00505
OG0000876	Prar.g_01970	Syac.g_00675
OG0000877	Prar.g_01963	Syac.g_00671
OG0000878	Prar.g_01962	Syac.g_00670
OG0000879	Prar.g_01961	Syac.g_00669
OG0000880	Prar.g_01960	Syac.g_00668
OG0000881	Prar.g_00595, Prar.g_01956	Syac.g_00664
OG0000882	Prar.g_00600	Syac.g_00659
OG0000883	Prar.g_00601	Syac.g_00656
OG0000884	Prar.g_00603	Syac.g_00654
OG0000885	Prar.g_00604	Syac.g_00653
OG0000886	Prar.g_00605	Syac.g_00652
OG0000887	Prar.g_00606	Syac.g_00651
OG0000888	Prar.g_00608	Syac.g_00649
OG0000889	Prar.g_00610	Syac.g_00647
OG0000890	Prar.g_00611	Syac.g_00642
OG0000891	Prar.g_00612	Syac.g_00641
OG0000892	Prar.g_01119	Syac.g_00638
OG0000893	Prar.g_01114	Syac.g_02193
OG0000894	Prar.g_01112	Syac.g_02189
OG0000895	Prar.g_01109	Syac.g_02185
OG0000896	Prar.g_01108	Syac.g_02184
OG0000897	Prar.g_01106	Syac.g_02182
OG0000898	Prar.g_01105	Syac.g_02181
OG0000899	Prar.g_01104	Syac.g_02180
OG0000900	Prar.g_01103	Syac.g_02179
OG0000901	Prar.g_01100	Syac.g_02174
OG0000902	Prar.g_01098	Syac.g_02172
OG0000903	Prar.g_01095	Syac.g_02140
OG0000904	Prar.g_01093	Syac.g_02145
OG0000905	Prar.g_01088	Syac.g_02148
OG0000906	Prar.g_01087	Syac.g_02150
OG0000907	Prar.g_01069	Syac.g_02138
OG0000908	Prar.g_01066	Syac.g_02135
OG0000909	Prar.g_01065	Syac.g_02134
OG0000910	Prar.g_01064	Syac.g_02133
OG0000911	Prar.g_01062	Syac.g_02131
OG0000912	Prar.g_01061	Syac.g_02130
OG0000913	Prar.g_01060	Syac.g_02129
OG0000914	Prar.g_01059	Syac.g_02128
OG0000915	Prar.g_01058	Syac.g_02127
OG0000916	Prar.g_01057	Syac.g_02126
OG0000917	Prar.g_01056	Syac.g_02125
OG0000918	Prar.g_01055	Syac.g_02124
OG0000919	Prar.g_01054	Syac.g_02123
OG0000920	Prar.g_01053	Syac.g_02122
OG0000921	Prar.g_01052	Syac.g_02121
OG0000922	Prar.g_01051	Syac.g_02120
OG0000923	Prar.g_01047	Syac.g_02116
OG0000924	Prar.g_01046	Syac.g_02115
OG0000925	Prar.g_01045	Syac.g_02114
OG0000926	Prar.g_01044	Syac.g_02113
OG0000927	Prar.g_01042	Syac.g_02111
OG0000928	Prar.g_01041	Syac.g_02110
OG0000929	Prar.g_01040	Syac.g_02109
OG0000930	Prar.g_01039	Syac.g_02108
OG0000931	Prar.g_01038	Syac.g_02107
OG0000932	Prar.g_01037	Syac.g_02106
OG0000933	Prar.g_01033	Syac.g_02101
OG0000934	Prar.g_01031	Syac.g_02099
OG0000935	Prar.g_01030	Syac.g_02098
OG0000936	Prar.g_01029	Syac.g_02097
OG0000937	Prar.g_01028	Syac.g_02096
OG0000938	Prar.g_01026	Syac.g_02092
OG0000939	Prar.g_01025	Syac.g_02091
OG0000940	Prar.g_01019	Syac.g_02084
OG0000941	Prar.g_01017	Syac.g_02082
OG0000942	Prar.g_01015	Syac.g_02080
OG0000943	Prar.g_01014	Syac.g_02079
OG0000944	Prar.g_01013	Syac.g_02077
OG0000945	Prar.g_01012	Syac.g_02075
OG0000946	Prar.g_00617	Syac.g_02071
OG0000947	Prar.g_00619	Syac.g_02068
OG0000948	Prar.g_00620	Syac.g_02067
OG0000949	Prar.g_00623	Syac.g_00205
OG0000950	Prar.g_00628	Syac.g_00193
OG0000951	Prar.g_00632	Syac.g_00188
OG0000952	Prar.g_00636	Syac.g_00183
OG0000953	Prar.g_00639	Syac.g_00177
OG0000954	Prar.g_00643	Syac.g_00172
OG0000955	Prar.g_00644	Syac.g_00171
OG0000956	Prar.g_00646	Syac.g_00169
OG0000957	Prar.g_00651	Syac.g_00158
OG0000958	Prar.g_00652	Syac.g_00157
OG0000959	Prar.g_00656	Syac.g_00153
OG0000960	Prar.g_00657	Syac.g_00152
OG0000961	Prar.g_00659	Syac.g_00147
OG0000962	Prar.g_00661	Syac.g_00145
OG0000963	Prar.g_00664	Syac.g_00140
OG0000964	Prar.g_00665	Syac.g_00139
OG0000965	Prar.g_00666	Syac.g_00138
OG0000966	Prar.g_00673	Syac.g_00107
OG0000967	Prar.g_00677	Syac.g_00075
OG0000968	Prar.g_00679	Syac.g_00080
OG0000969	Prar.g_00680	Syac.g_00078
OG0000970	Prar.g_00681	Syac.g_00077
OG0000971	Prar.g_00682	Syac.g_00067
OG0000972	Prar.g_00683	Syac.g_00066
OG0000973	Prar.g_00684	Syac.g_00065
OG0000974	Prar.g_00685	Syac.g_00064
OG0000975	Prar.g_00686	Syac.g_00063
OG0000976	Prar.g_00687	Syac.g_00062
OG0000977	Prar.g_00688	Syac.g_00059
OG0000978	Prar.g_00689	Syac.g_00058
OG0000979	Prar.g_00692	Syac.g_00055
OG0000980	Prar.g_00694	Syac.g_00052
OG0000981	Prar.g_00696	Syac.g_00049
OG0000982	Prar.g_00698	Syac.g_02354
OG0000983	Prar.g_00699	Syac.g_02355
OG0000984	Prar.g_00700	Syac.g_02356
OG0000985	Prar.g_00703	Syac.g_02359
OG0000986	Prar.g_00705	Syac.g_02363
OG0000987	Prar.g_00706	Syac.g_02365
OG0000988	Prar.g_00709	Syac.g_02370
OG0000989	Prar.g_00073	Syac.g_02379
OG0000990	Prar.g_00070	Syac.g_02397
OG0000991	Prar.g_00069	Syac.g_02400
OG0000992	Prar.g_00067	Syac.g_02402
OG0000993	Prar.g_00066	Syac.g_02403
OG0000994	Prar.g_00065	Syac.g_02405
OG0000995	Prar.g_00061	Syac.g_02410
OG0000996	Prar.g_00060	Syac.g_02454
OG0000997	Prar.g_00059	Syac.g_02464
OG0000998	Prar.g_00057	Syac.g_02466
OG0000999	Prar.g_00056	Syac.g_02467
OG0001000	Prar.g_00053	Syac.g_02470
OG0001001	Prar.g_00051	Syac.g_02475
OG0001002	Prar.g_00047	Syac.g_02481
OG0001003	Prar.g_00046	Syac.g_02483
OG0001004	Prar.g_00045	Syac.g_02484
OG0001005	Prar.g_00044	Syac.g_02485
OG0001006	Prar.g_00040	Syac.g_02492
OG0001007	Prar.g_00038	Syac.g_02494
OG0001008	Prar.g_00485	Syac.g_00693
OG0001009	Prar.g_00011	Syac.g_00030
OG0001010	Prar.g_00010	Syac.g_00031
OG0001011	Prar.g_00009	Syac.g_00032
OG0001012	Prar.g_00577	Syac.g_02351
OG0001013	Prar.g_00571	Syac.g_02337
OG0001014	Prar.g_00568	Syac.g_02333
OG0001015	Prar.g_00567	Syac.g_02332
OG0001016	Prar.g_00255	Syac.g_00446
OG0001017	Prar.g_00251	Syac.g_00440
OG0001018	Prar.g_00248	Syac.g_00438
OG0001019	Prar.g_00239	Syac.g_00422
OG0001020	Prar.g_00238	Syac.g_00417
OG0001021	Prar.g_00237	Syac.g_00413
OG0001022	Prar.g_00234	Syac.g_00410
OG0001023	Prar.g_00233	Syac.g_00409
OG0001024	Prar.g_00230	Syac.g_00405
OG0001025	Prar.g_00224	Syac.g_00399
OG0001026	Prar.g_00217	Syac.g_00386
OG0001027	Prar.g_00216	Syac.g_00380
OG0001028	Prar.g_00214	Syac.g_00378
OG0001029	Prar.g_00213	Syac.g_00376
OG0001030	Prar.g_00198	Syac.g_00356
OG0001031	Prar.g_00141	Syac.g_02266
OG0001032	Prar.g_00140	Syac.g_02268
OG0001033	Prar.g_00119	Syac.g_02298
OG0001034	Prar.g_00091	Syac.g_01968
OG0001036	Prar.g_00328	Syac.g_02221
OG0001037	Prar.g_00327	Syac.g_02223
OG0001038	Prar.g_00309	Syac.g_02251
OG0001039	Prar.g_00306	Syac.g_02254
OG0001040	Prar.g_00304	Syac.g_00292
OG0001041	Prar.g_00300	Syac.g_00287
OG0001042	Prar.g_00283	Syac.g_00258
OG0001043	Prar.g_00282	Syac.g_00254
OG0001044	Prar.g_00393	Syac.g_02021
OG0001045	Prar.g_00402	Syac.g_02008
OG0001046	Prar.g_00440	Syac.g_01207
OG0001047	Prar.g_00487	Syac.g_00695
OG0001048	Prar.g_00488	Syac.g_00696
OG0001049	Prar.g_00490	Syac.g_00703
OG0001050	Prar.g_00491	Syac.g_00704
OG0001051	Prar.g_00492	Syac.g_00705
OG0001052	Prar.g_00521	Syac.g_01704
OG0001053	Prar.g_00533	Syac.g_01901
OG0001054	Prar.g_01329	Syac.g_01884
OG0001055	Prar.g_01347	Syac.g_01863
OG0001056	Prar.g_01366	Syac.g_01831
OG0001057	Prar.g_01371	Syac.g_01825
OG0001058	Prar.g_01379	Syac.g_01810
OG0001059	Prar.g_01383	Syac.g_01806
OG0001060	Prar.g_01390	Syac.g_01799
OG0001061	Prar.g_01403	Syac.g_01779
OG0001062	Prar.g_01405	Syac.g_01777
OG0001063	Prar.g_01407	Syac.g_01773
OG0001064	Prar.g_01408	Syac.g_01772
OG0001065	Prar.g_01409	Syac.g_01771
OG0001066	Prar.g_01410	Syac.g_01770
OG0001067	Prar.g_01411	Syac.g_01769
OG0001068	Prar.g_01412	Syac.g_01768
OG0001069	Prar.g_01413	Syac.g_01767
OG0001070	Prar.g_01416	Syac.g_01764
OG0001071	Prar.g_01417	Syac.g_01763
OG0001072	Prar.g_01419	Syac.g_01758
OG0001074	Prar.g_01445	Syac.g_00945
OG0001075	Prar.g_01446	Syac.g_00946
OG0001076	Prar.g_01454	Syac.g_00956
OG0001077	Prar.g_01458	Syac.g_00967
OG0001078	Prar.g_01466	Syac.g_00980
OG0001079	Prar.g_01477	Syac.g_00993
OG0001080	Prar.g_01483	Syac.g_01092
OG0001081	Prar.g_01485	Syac.g_01432
OG0001082	Prar.g_01486	Syac.g_01431
OG0001083	Prar.g_01491	Syac.g_01424
OG0001084	Prar.g_01492	Syac.g_01423
OG0001085	Prar.g_01500	Syac.g_01412
OG0001086	Prar.g_01501	Syac.g_01410
OG0001087	Prar.g_01518	Syac.g_00923
OG0001088	Prar.g_01519	Syac.g_00920
OG0001089	Prar.g_01527	Syac.g_00896
OG0001090	Prar.g_01600	Syac.g_01286
OG0001091	Prar.g_01602	Syac.g_01284
OG0001092	Prar.g_01603	Syac.g_01282
OG0001093	Prar.g_01608	Syac.g_01276
OG0001094	Prar.g_01678	Syac.g_01347
OG0001095	Prar.g_01697	Syac.g_01326
OG0001096	Prar.g_01710	Syac.g_01310
OG0001097	Prar.g_01728	Syac.g_00834
OG0001098	Prar.g_01744	Syac.g_01096
OG0001099	Prar.g_01764	Syac.g_00377
OG0001100	Prar.g_01768	Syac.g_01402
OG0001101	Prar.g_01770	Syac.g_01401
OG0001102	Prar.g_01773	Syac.g_01398
OG0001103	Prar.g_01775	Syac.g_01395
OG0001104	Prar.g_01796	Syac.g_01364
OG0001105	Prar.g_01800	Syac.g_01360
OG0001106	Prar.g_01824	Syac.g_01166
OG0001107	Prar.g_01831	Syac.g_01180
OG0001108	Prar.g_01835	Syac.g_01188
OG0001109	Prar.g_01836	Syac.g_01190
OG0001110	Prar.g_01838	Syac.g_01192
OG0001111	Prar.g_01839	Syac.g_01194
OG0001112	Prar.g_01840	Syac.g_01196
OG0001113	Prar.g_01841	Syac.g_01197
OG0001114	Prar.g_01842	Syac.g_01198
OG0001115	Prar.g_01844	Syac.g_01202
OG0001116	Prar.g_01845	Syac.g_01204
OG0001117	Prar.g_01846	Syac.g_01205
OG0001118	Prar.g_01847	Syac.g_01206
OG0001119	Prar.g_01848	Syac.g_01208
OG0001120	Prar.g_01850	Syac.g_01213
OG0001121	Prar.g_01298	Syac.g_01949, Syac.g_01170
OG0001122	Prar.g_01876	Syac.g_01238
OG0001123	Prar.g_01880	Syac.g_01245
OG0001124	Prar.g_01882	Syac.g_01247
OG0001125	Prar.g_01883	Syac.g_01249
OG0001126	Prar.g_01893	Syac.g_00870
OG0001127	Prar.g_01894	Syac.g_00871
OG0001128	Prar.g_01896	Syac.g_00875
OG0001129	Prar.g_01897	Syac.g_00877
OG0001130	Prar.g_01898	Syac.g_00878
OG0001131	Prar.g_01935	Syac.g_01382
OG0001132	Prar.g_01944	Syac.g_01062
OG0001133	Prar.g_01309	Syac.g_00958
OG0001134	Prar.g_01296	Syac.g_01466
OG0001135	Prar.g_01293	Syac.g_01464
OG0001136	Prar.g_01266	Syac.g_00767
OG0001137	Prar.g_01255	Syac.g_00786
OG0001138	Prar.g_01237	Syac.g_01486
OG0001139	Prar.g_01236	Syac.g_01488
OG0001140	Prar.g_01235	Syac.g_01489
OG0001141	Prar.g_01234	Syac.g_01490
OG0001142	Prar.g_01233	Syac.g_01491
OG0001143	Prar.g_01226	Syac.g_01499
OG0001144	Prar.g_01221	Syac.g_01508
OG0001145	Prar.g_00963	Syac.g_00740
OG0001146	Prar.g_00951	Syac.g_00722
OG0001147	Prar.g_00925	Syac.g_01689
OG0001148	Prar.g_00909	Syac.g_01918
OG0001149	Prar.g_00908	Syac.g_01919
OG0001150	Prar.g_00907	Syac.g_01920
OG0001151	Prar.g_00896	Syac.g_01932
OG0001152	Prar.g_00895	Syac.g_01933
OG0001153	Prar.g_00815	Syac.g_01670
OG0001154	Prar.g_00814	Syac.g_01671
OG0001155	Prar.g_00802	Syac.g_00621
OG0001156	Prar.g_00799	Syac.g_00618
OG0001157	Prar.g_00798	Syac.g_00617
OG0001158	Prar.g_00797	Syac.g_00616
OG0001159	Prar.g_00796	Syac.g_00615
OG0001160	Prar.g_00772	Syac.g_00570
OG0001161	Prar.g_00760	Syac.g_02385
OG0001162	Prar.g_00749	Syac.g_01307
OG0001163	Prar.g_01151	Syac.g_00562
OG0001164	Prar.g_01147	Syac.g_00556
OG0001165	Prar.g_01144	Syac.g_00551
OG0001166	Prar.g_01124	Syac.g_00520
OG0001167	Prar.g_01959	Syac.g_00667
OG0001168	Prar.g_01957	Syac.g_00665
