Orthogroup	Pray	Syae
OG0000591	Pray.g_01138	Syae.g_00056
OG0000592	Pray.g_01137	Syae.g_00057
OG0000593	Pray.g_01131	Syae.g_00070
OG0000594	Pray.g_01130	Syae.g_00071
OG0000595	Pray.g_01129	Syae.g_00072
OG0000596	Pray.g_01125	Syae.g_00077
OG0000597	Pray.g_01123	Syae.g_00080
OG0000598	Pray.g_01122	Syae.g_00081
OG0000599	Pray.g_01119	Syae.g_00084
OG0000600	Pray.g_01118	Syae.g_00085
OG0000601	Pray.g_01117	Syae.g_00086
OG0000602	Pray.g_01115	Syae.g_00091
OG0000603	Pray.g_01114	Syae.g_00092
OG0000604	Pray.g_01113	Syae.g_00095
OG0000605	Pray.g_01112	Syae.g_00260
OG0000606	Pray.g_01109	Syae.g_00616
OG0000607	Pray.g_01106	Syae.g_00613
OG0000608	Pray.g_01105	Syae.g_00612
OG0000609	Pray.g_01104	Syae.g_00610
OG0000610	Pray.g_01099	Syae.g_00601
OG0000611	Pray.g_01096	Syae.g_00598
OG0000612	Pray.g_01095	Syae.g_00597
OG0000613	Pray.g_01090	Syae.g_01910
OG0000614	Pray.g_01071	Syae.g_00765
OG0000615	Pray.g_01063	Syae.g_00557
OG0000616	Pray.g_01059	Syae.g_01696
OG0000617	Pray.g_01034	Syae.g_00464
OG0000618	Pray.g_01033	Syae.g_00463
OG0000619	Pray.g_01032	Syae.g_00462
OG0000620	Pray.g_01029	Syae.g_00456
OG0000621	Pray.g_01028	Syae.g_00455
OG0000622	Pray.g_01027	Syae.g_00454
OG0000623	Pray.g_01026	Syae.g_00453
OG0000624	Pray.g_01025	Syae.g_00451
OG0000625	Pray.g_00269	Syae.g_00450
OG0000626	Pray.g_00270	Syae.g_00449
OG0000627	Pray.g_00271	Syae.g_00299
OG0000628	Pray.g_00272	Syae.g_00300
OG0000629	Pray.g_00273	Syae.g_00303
OG0000630	Pray.g_00276	Syae.g_00310
OG0000631	Pray.g_00339	Syae.g_00317
OG0000632	Pray.g_00340	Syae.g_00318
OG0000633	Pray.g_00341	Syae.g_00320
OG0000634	Pray.g_00344	Syae.g_00525
OG0000635	Pray.g_00345	Syae.g_00524
OG0000636	Pray.g_00347	Syae.g_00522
OG0000637	Pray.g_00349	Syae.g_00520
OG0000638	Pray.g_00350	Syae.g_00519
OG0000639	Pray.g_00351	Syae.g_00518
OG0000640	Pray.g_00352	Syae.g_00517
OG0000641	Pray.g_00356	Syae.g_00513
OG0000642	Pray.g_00357	Syae.g_00512
OG0000643	Pray.g_00358	Syae.g_00510
OG0000644	Pray.g_00359	Syae.g_00509
OG0000645	Pray.g_00360	Syae.g_00507
OG0000646	Pray.g_00362	Syae.g_00504
OG0000647	Pray.g_00363	Syae.g_00502
OG0000648	Pray.g_00365	Syae.g_00499
OG0000649	Pray.g_00366	Syae.g_00498
OG0000650	Pray.g_00367	Syae.g_00497
OG0000651	Pray.g_00368	Syae.g_00496
OG0000652	Pray.g_00369	Syae.g_00495
OG0000653	Pray.g_00371	Syae.g_00493
OG0000654	Pray.g_00372	Syae.g_00492
OG0000655	Pray.g_00373	Syae.g_00491
OG0000656	Pray.g_00376	Syae.g_00488
OG0000657	Pray.g_00384	Syae.g_00834
OG0000658	Pray.g_00385	Syae.g_00837
OG0000659	Pray.g_00386	Syae.g_00838
OG0000660	Pray.g_00390	Syae.g_00842
OG0000661	Pray.g_00392	Syae.g_00844
OG0000662	Pray.g_00394	Syae.g_00846
OG0000663	Pray.g_00396	Syae.g_00849
OG0000664	Pray.g_00397	Syae.g_00850
OG0000665	Pray.g_00401	Syae.g_00121
OG0000666	Pray.g_00402	Syae.g_00258
OG0000667	Pray.g_00406	Syae.g_02056
OG0000668	Pray.g_00436	Syae.g_00418
OG0000669	Pray.g_00443	Syae.g_00585
OG0000670	Pray.g_00445	Syae.g_00582
OG0000671	Pray.g_00447	Syae.g_00580
OG0000672	Pray.g_00450	Syae.g_00577
OG0000673	Pray.g_00453	Syae.g_00574
OG0000674	Pray.g_00455	Syae.g_00572
OG0000675	Pray.g_00456	Syae.g_00571
OG0000676	Pray.g_00458	Syae.g_00569
OG0000677	Pray.g_00459	Syae.g_00568
OG0000678	Pray.g_00461	Syae.g_00564
OG0000679	Pray.g_00465	Syae.g_00555
OG0000680	Pray.g_00466	Syae.g_00554
OG0000681	Pray.g_00469	Syae.g_00551
OG0000682	Pray.g_00470	Syae.g_00550
OG0000683	Pray.g_00471	Syae.g_00549
OG0000684	Pray.g_00473	Syae.g_00545
OG0000685	Pray.g_00475	Syae.g_00543
OG0000686	Pray.g_00476	Syae.g_00542
OG0000687	Pray.g_00477	Syae.g_00541
OG0000688	Pray.g_00480	Syae.g_00536
OG0000689	Pray.g_00481	Syae.g_00534
OG0000690	Pray.g_00482	Syae.g_00533
OG0000691	Pray.g_00483	Syae.g_00532
OG0000692	Pray.g_00485	Syae.g_00531
OG0000693	Pray.g_00486	Syae.g_00529
OG0000694	Pray.g_00487	Syae.g_00528
OG0000695	Pray.g_00489	Syae.g_00322
OG0000696	Pray.g_00490	Syae.g_00323
OG0000697	Pray.g_00491	Syae.g_00325
OG0000698	Pray.g_00494	Syae.g_00328
OG0000699	Pray.g_00495	Syae.g_00330
OG0000700	Pray.g_00496	Syae.g_00331
OG0000701	Pray.g_00497	Syae.g_00332
OG0000702	Pray.g_00499	Syae.g_00341
OG0000703	Pray.g_00500	Syae.g_00342
OG0000704	Pray.g_00501	Syae.g_00345
OG0000705	Pray.g_00505	Syae.g_00352
OG0000706	Pray.g_00506	Syae.g_00353
OG0000707	Pray.g_00507	Syae.g_00354
OG0000708	Pray.g_00508	Syae.g_00357
OG0000709	Pray.g_00512	Syae.g_00365
OG0000710	Pray.g_00515	Syae.g_00369
OG0000711	Pray.g_00532	Syae.g_00398
OG0000712	Pray.g_00534	Syae.g_00400
OG0000713	Pray.g_00535	Syae.g_00401
OG0000714	Pray.g_00536	Syae.g_00403
OG0000715	Pray.g_00538	Syae.g_00405
OG0000716	Pray.g_00540	Syae.g_00409
OG0000717	Pray.g_00541	Syae.g_00410
OG0000718	Pray.g_00553	Syae.g_00414
OG0000719	Pray.g_00555	Syae.g_00416
OG0000720	Pray.g_00564	Syae.g_00429
OG0000721	Pray.g_00566	Syae.g_00431
OG0000722	Pray.g_00567	Syae.g_00432
OG0000723	Pray.g_00570	Syae.g_00445
OG0000724	Pray.g_00579	Syae.g_00799
OG0000725	Pray.g_00585	Syae.g_00789
OG0000726	Pray.g_00586	Syae.g_00788
OG0000727	Pray.g_00587	Syae.g_00787
OG0000728	Pray.g_00589	Syae.g_00785
OG0000729	Pray.g_00634	Syae.g_01819
OG0000730	Pray.g_00132	Syae.g_02189
OG0000731	Pray.g_00128	Syae.g_02201
OG0000732	Pray.g_00118	Syae.g_01764
OG0000733	Pray.g_00096	Syae.g_01599
OG0000734	Pray.g_00079	Syae.g_01371
OG0000735	Pray.g_00077	Syae.g_00942
OG0000736	Pray.g_00076	Syae.g_00941
OG0000737	Pray.g_00075	Syae.g_00940
OG0000738	Pray.g_00071	Syae.g_00935
OG0000739	Pray.g_00070	Syae.g_00928
OG0000740	Pray.g_00069	Syae.g_00927
OG0000741	Pray.g_00068	Syae.g_00924
OG0000742	Pray.g_00065	Syae.g_00922
OG0000743	Pray.g_00063	Syae.g_00920
OG0000744	Pray.g_00062	Syae.g_00919
OG0000745	Pray.g_00060	Syae.g_00917
OG0000746	Pray.g_00058	Syae.g_00915
OG0000747	Pray.g_00057	Syae.g_00914
OG0000748	Pray.g_00054	Syae.g_00902
OG0000749	Pray.g_00053	Syae.g_00900
OG0000750	Pray.g_00052	Syae.g_00899
OG0000751	Pray.g_00050	Syae.g_00892
OG0000752	Pray.g_00048	Syae.g_00890
OG0000753	Pray.g_00045	Syae.g_00887
OG0000754	Pray.g_00042	Syae.g_00641
OG0000755	Pray.g_00039	Syae.g_00651
OG0000756	Pray.g_00038	Syae.g_00652
OG0000757	Pray.g_00032	Syae.g_00661
OG0000758	Pray.g_00031	Syae.g_00662
OG0000759	Pray.g_00030	Syae.g_00663
OG0000760	Pray.g_00029	Syae.g_00664
OG0000761	Pray.g_00028	Syae.g_00668
OG0000762	Pray.g_00027	Syae.g_00672
OG0000763	Pray.g_00025	Syae.g_00676
OG0000764	Pray.g_00024	Syae.g_00677
OG0000765	Pray.g_00015	Syae.g_00695
OG0000766	Pray.g_00014	Syae.g_00696
OG0000767	Pray.g_00012	Syae.g_00698
OG0000768	Pray.g_00011	Syae.g_00699
OG0000769	Pray.g_00009	Syae.g_00701
OG0000770	Pray.g_00007	Syae.g_00704
OG0000771	Pray.g_00250	Syae.g_00805
OG0000772	Pray.g_01895	Syae.g_00168
OG0000773	Pray.g_01879	Syae.g_00947
OG0000774	Pray.g_01877	Syae.g_00951
OG0000775	Pray.g_01875	Syae.g_00954
OG0000776	Pray.g_01874	Syae.g_00955
OG0000777	Pray.g_01873	Syae.g_00956
OG0000778	Pray.g_01872	Syae.g_00957
OG0000779	Pray.g_01868	Syae.g_00963
OG0000780	Pray.g_01867	Syae.g_00967
OG0000781	Pray.g_01864	Syae.g_00971
OG0000782	Pray.g_01863	Syae.g_00972
OG0000783	Pray.g_01862	Syae.g_00973
OG0000784	Pray.g_01861	Syae.g_00974
OG0000785	Pray.g_01859	Syae.g_00976
OG0000786	Pray.g_01857	Syae.g_02477
OG0000787	Pray.g_01856	Syae.g_02476
OG0000788	Pray.g_01842	Syae.g_00087
OG0000789	Pray.g_01839	Syae.g_00281
OG0000790	Pray.g_01824	Syae.g_02294
OG0000791	Pray.g_01822	Syae.g_02292
OG0000792	Pray.g_01821	Syae.g_02291
OG0000793	Pray.g_01818	Syae.g_02286
OG0000794	Pray.g_01817	Syae.g_02285
OG0000795	Pray.g_01816	Syae.g_02284
OG0000796	Pray.g_01812	Syae.g_02280
OG0000797	Pray.g_01811	Syae.g_02279
OG0000798	Pray.g_01799	Syae.g_01205
OG0000799	Pray.g_01740	Syae.g_00010
OG0000800	Pray.g_01739	Syae.g_00009
OG0000801	Pray.g_01738	Syae.g_00008
OG0000802	Pray.g_01736	Syae.g_02686
OG0000803	Pray.g_01734	Syae.g_02680
OG0000804	Pray.g_01733	Syae.g_02677
OG0000805	Pray.g_01731	Syae.g_02663
OG0000806	Pray.g_01729	Syae.g_02661
OG0000807	Pray.g_01728	Syae.g_02659
OG0000808	Pray.g_01727	Syae.g_02658
OG0000809	Pray.g_01724	Syae.g_02655
OG0000810	Pray.g_01723	Syae.g_02654
OG0000811	Pray.g_01719	Syae.g_02648
OG0000812	Pray.g_01717	Syae.g_02646
OG0000813	Pray.g_01716	Syae.g_02645
OG0000814	Pray.g_01714	Syae.g_02643
OG0000815	Pray.g_01713	Syae.g_02642
OG0000816	Pray.g_01711	Syae.g_02641
OG0000817	Pray.g_01710	Syae.g_02640
OG0000818	Pray.g_01705	Syae.g_02634
OG0000819	Pray.g_01704	Syae.g_02633
OG0000820	Pray.g_01703	Syae.g_02632
OG0000821	Pray.g_01699	Syae.g_02626
OG0000822	Pray.g_01698	Syae.g_02624
OG0000823	Pray.g_01697	Syae.g_02623
OG0000824	Pray.g_01694	Syae.g_02617
OG0000825	Pray.g_01693	Syae.g_02616
OG0000826	Pray.g_01692	Syae.g_02615
OG0000827	Pray.g_01691	Syae.g_02614
OG0000828	Pray.g_01688	Syae.g_02612
OG0000829	Pray.g_01687	Syae.g_02611
OG0000830	Pray.g_01686	Syae.g_02610
OG0000831	Pray.g_01684	Syae.g_02608
OG0000832	Pray.g_01678	Syae.g_01081
OG0000833	Pray.g_01670	Syae.g_01106
OG0000834	Pray.g_01669	Syae.g_01108
OG0000835	Pray.g_01668	Syae.g_01109
OG0000836	Pray.g_01667	Syae.g_01113
OG0000837	Pray.g_01666	Syae.g_01115
OG0000838	Pray.g_01664	Syae.g_01119
OG0000839	Pray.g_01663	Syae.g_01120
OG0000840	Pray.g_01662	Syae.g_01121
OG0000841	Pray.g_01661	Syae.g_01122
OG0000842	Pray.g_01660	Syae.g_01123
OG0000843	Pray.g_01659	Syae.g_01124
OG0000844	Pray.g_01658	Syae.g_01125
OG0000845	Pray.g_01657	Syae.g_01126
OG0000846	Pray.g_01656	Syae.g_01127
OG0000847	Pray.g_01655	Syae.g_01128
OG0000848	Pray.g_01654	Syae.g_01130
OG0000849	Pray.g_01653	Syae.g_01131
OG0000850	Pray.g_01651	Syae.g_01133
OG0000851	Pray.g_01650	Syae.g_01139
OG0000852	Pray.g_01649	Syae.g_01140
OG0000853	Pray.g_01645	Syae.g_01144
OG0000854	Pray.g_01643	Syae.g_01146
OG0000855	Pray.g_01642	Syae.g_01147
OG0000856	Pray.g_01627	Syae.g_00059
OG0000857	Pray.g_01600	Syae.g_00503
OG0000858	Pray.g_01565	Syae.g_01153
OG0000859	Pray.g_01564	Syae.g_01154
OG0000860	Pray.g_01557	Syae.g_01165
OG0000861	Pray.g_01556	Syae.g_01166
OG0000862	Pray.g_01555	Syae.g_01167
OG0000863	Pray.g_01553	Syae.g_01170
OG0000864	Pray.g_01552	Syae.g_01171
OG0000865	Pray.g_01551	Syae.g_01172
OG0000866	Pray.g_01550	Syae.g_01173
OG0000867	Pray.g_01549	Syae.g_01174
OG0000868	Pray.g_01548	Syae.g_01177
OG0000869	Pray.g_01544	Syae.g_01182
OG0000870	Pray.g_01539	Syae.g_01187
OG0000871	Pray.g_01538	Syae.g_01188
OG0000872	Pray.g_01537	Syae.g_01196
OG0000873	Pray.g_01534	Syae.g_01199
OG0000874	Pray.g_01531	Syae.g_01194
OG0000875	Pray.g_01530	Syae.g_01244
OG0000876	Pray.g_01529	Syae.g_01020
OG0000877	Pray.g_01527	Syae.g_01025
OG0000878	Pray.g_01526	Syae.g_01026
OG0000879	Pray.g_01525	Syae.g_01027
OG0000880	Pray.g_01524	Syae.g_01028
OG0000881	Pray.g_01520	Syae.g_01034
OG0000882	Pray.g_01515	Syae.g_01039
OG0000883	Pray.g_01513	Syae.g_01041
OG0000884	Pray.g_01512	Syae.g_01043
OG0000885	Pray.g_01511	Syae.g_01044
OG0000886	Pray.g_01510	Syae.g_01045
OG0000887	Pray.g_01509	Syae.g_01046
OG0000888	Pray.g_01507	Syae.g_01048
OG0000889	Pray.g_01505	Syae.g_01050
OG0000890	Pray.g_01504	Syae.g_01056
OG0000891	Pray.g_01503	Syae.g_01057
OG0000892	Pray.g_01229	Syae.g_01059
OG0000893	Pray.g_01234	Syae.g_02031
OG0000894	Pray.g_01236	Syae.g_02034
OG0000895	Pray.g_01239	Syae.g_02038
OG0000896	Pray.g_01240	Syae.g_02039
OG0000897	Pray.g_01242	Syae.g_02041
OG0000898	Pray.g_01243	Syae.g_02042
OG0000899	Pray.g_01244	Syae.g_02043
OG0000900	Pray.g_01245	Syae.g_02044
OG0000901	Pray.g_01248	Syae.g_02049
OG0000902	Pray.g_01250	Syae.g_02051
OG0000903	Pray.g_01253	Syae.g_02077
OG0000904	Pray.g_01255	Syae.g_02071
OG0000905	Pray.g_01260	Syae.g_02065
OG0000906	Pray.g_01261	Syae.g_02063
OG0000907	Pray.g_01264	Syae.g_02079
OG0000908	Pray.g_01267	Syae.g_02082
OG0000909	Pray.g_01268	Syae.g_02083
OG0000910	Pray.g_01269	Syae.g_02084
OG0000911	Pray.g_01271	Syae.g_02086
OG0000912	Pray.g_01272	Syae.g_02087
OG0000913	Pray.g_01273	Syae.g_02088
OG0000914	Pray.g_01274	Syae.g_02089
OG0000915	Pray.g_01275	Syae.g_02091
OG0000916	Pray.g_01276	Syae.g_02092
OG0000917	Pray.g_01277	Syae.g_02093
OG0000918	Pray.g_01278	Syae.g_02094
OG0000919	Pray.g_01279	Syae.g_02095
OG0000920	Pray.g_01280	Syae.g_02096
OG0000921	Pray.g_01281	Syae.g_02097
OG0000922	Pray.g_01282	Syae.g_02098
OG0000923	Pray.g_01286	Syae.g_02102
OG0000924	Pray.g_01287	Syae.g_02103
OG0000925	Pray.g_01288	Syae.g_02104
OG0000926	Pray.g_01289	Syae.g_02105
OG0000927	Pray.g_01291	Syae.g_02107
OG0000928	Pray.g_01292	Syae.g_02108
OG0000929	Pray.g_01293	Syae.g_02109
OG0000930	Pray.g_01294	Syae.g_02110
OG0000931	Pray.g_01295	Syae.g_02111
OG0000932	Pray.g_01296	Syae.g_02112
OG0000933	Pray.g_01300	Syae.g_02118
OG0000934	Pray.g_01302	Syae.g_02120
OG0000935	Pray.g_01303	Syae.g_02121
OG0000936	Pray.g_01304	Syae.g_02122
OG0000937	Pray.g_01305	Syae.g_02123
OG0000938	Pray.g_01307	Syae.g_02126
OG0000939	Pray.g_01308	Syae.g_02127
OG0000940	Pray.g_01315	Syae.g_02133
OG0000941	Pray.g_01317	Syae.g_02135
OG0000942	Pray.g_01319	Syae.g_02137
OG0000943	Pray.g_01320	Syae.g_02138
OG0000944	Pray.g_01321	Syae.g_02140
OG0000945	Pray.g_01322	Syae.g_02142
OG0000946	Pray.g_01327	Syae.g_02146
OG0000947	Pray.g_01329	Syae.g_02149
OG0000948	Pray.g_01330	Syae.g_02150
OG0000949	Pray.g_01333	Syae.g_01884
OG0000950	Pray.g_01338	Syae.g_01873
OG0000951	Pray.g_01342	Syae.g_01866
OG0000952	Pray.g_01346	Syae.g_01859
OG0000953	Pray.g_01349	Syae.g_01854
OG0000954	Pray.g_01353	Syae.g_01845
OG0000955	Pray.g_01354	Syae.g_01844
OG0000956	Pray.g_01356	Syae.g_01842
OG0000957	Pray.g_01362	Syae.g_01831
OG0000958	Pray.g_01363	Syae.g_01830
OG0000959	Pray.g_01367	Syae.g_01826
OG0000960	Pray.g_01368	Syae.g_01825
OG0000961	Pray.g_01370	Syae.g_01822
OG0000962	Pray.g_01372	Syae.g_01820
OG0000963	Pray.g_01376	Syae.g_01814
OG0000964	Pray.g_01377	Syae.g_01813
OG0000965	Pray.g_01378	Syae.g_01812
OG0000966	Pray.g_01385	Syae.g_01789
OG0000967	Pray.g_01390	Syae.g_01782
OG0000968	Pray.g_01392	Syae.g_01787
OG0000969	Pray.g_01393	Syae.g_01785
OG0000970	Pray.g_01394	Syae.g_01784
OG0000971	Pray.g_01395	Syae.g_01779
OG0000972	Pray.g_01396	Syae.g_01778
OG0000973	Pray.g_01397	Syae.g_01777
OG0000974	Pray.g_01398	Syae.g_01776
OG0000975	Pray.g_01399	Syae.g_01775
OG0000976	Pray.g_01400	Syae.g_01774
OG0000977	Pray.g_01401	Syae.g_01772
OG0000978	Pray.g_01402	Syae.g_01771
OG0000979	Pray.g_01405	Syae.g_01768
OG0000980	Pray.g_01407	Syae.g_01765
OG0000981	Pray.g_01409	Syae.g_01762
OG0000982	Pray.g_01411	Syae.g_01568
OG0000983	Pray.g_01412	Syae.g_01569
OG0000984	Pray.g_01413	Syae.g_01570
OG0000985	Pray.g_01416	Syae.g_01572
OG0000986	Pray.g_01418	Syae.g_01575
OG0000987	Pray.g_01419	Syae.g_01577
OG0000988	Pray.g_01422	Syae.g_01583
OG0000989	Pray.g_01426	Syae.g_01591
OG0000990	Pray.g_01429	Syae.g_01606
OG0000991	Pray.g_01430	Syae.g_01609
OG0000992	Pray.g_01432	Syae.g_01612
OG0000993	Pray.g_01433	Syae.g_01613
OG0000994	Pray.g_01434	Syae.g_01616
OG0000995	Pray.g_01438	Syae.g_01627
OG0000996	Pray.g_01439	Syae.g_01667
OG0000997	Pray.g_01440	Syae.g_01678
OG0000998	Pray.g_01442	Syae.g_01680
OG0000999	Pray.g_01443	Syae.g_01683
OG0001000	Pray.g_01446	Syae.g_01686
OG0001001	Pray.g_01448	Syae.g_01692
OG0001002	Pray.g_01452	Syae.g_01699
OG0001003	Pray.g_01453	Syae.g_01701
OG0001004	Pray.g_01454	Syae.g_01702
OG0001005	Pray.g_01455	Syae.g_01703
OG0001006	Pray.g_01459	Syae.g_01710
OG0001007	Pray.g_01461	Syae.g_01712
OG0001008	Pray.g_00927	Syae.g_00993
OG0001009	Pray.g_01489	Syae.g_01744
OG0001010	Pray.g_01490	Syae.g_01745
OG0001011	Pray.g_01491	Syae.g_01747
OG0001012	Pray.g_00240	Syae.g_01564
OG0001013	Pray.g_00235	Syae.g_01552
OG0001014	Pray.g_00232	Syae.g_01548
OG0001015	Pray.g_00231	Syae.g_01547
OG0001016	Pray.g_00216	Syae.g_01290
OG0001017	Pray.g_00212	Syae.g_01296
OG0001018	Pray.g_00209	Syae.g_01298
OG0001019	Pray.g_00200	Syae.g_01334
OG0001020	Pray.g_00199	Syae.g_01340
OG0001021	Pray.g_00198	Syae.g_01344
OG0001022	Pray.g_00195	Syae.g_01348
OG0001023	Pray.g_00194	Syae.g_01349
OG0001024	Pray.g_00191	Syae.g_01353
OG0001025	Pray.g_00185	Syae.g_01360
OG0001026	Pray.g_00178	Syae.g_01373
OG0001027	Pray.g_00177	Syae.g_01377
OG0001028	Pray.g_00175	Syae.g_01379
OG0001029	Pray.g_00174	Syae.g_01381
OG0001030	Pray.g_00159	Syae.g_01403
OG0001031	Pray.g_00667	Syae.g_01475
OG0001032	Pray.g_00668	Syae.g_01479
OG0001033	Pray.g_00689	Syae.g_01505
OG0001034	Pray.g_00717	Syae.g_02238
OG0001035	Pray.g_00735	Syae.g_02006
OG0001036	Pray.g_00739	Syae.g_02001
OG0001037	Pray.g_00740	Syae.g_01999
OG0001038	Pray.g_00757	Syae.g_01971
OG0001039	Pray.g_00760	Syae.g_01968
OG0001040	Pray.g_00762	Syae.g_01965
OG0001041	Pray.g_00766	Syae.g_01960
OG0001042	Pray.g_00782	Syae.g_01935
OG0001043	Pray.g_00783	Syae.g_01931
OG0001044	Pray.g_00811	Syae.g_02191
OG0001045	Pray.g_00820	Syae.g_02204
OG0001046	Pray.g_00857	Syae.g_00385
OG0001047	Pray.g_00929	Syae.g_00991
OG0001048	Pray.g_00930	Syae.g_00990
OG0001049	Pray.g_00932	Syae.g_00987
OG0001050	Pray.g_00933	Syae.g_00986
OG0001051	Pray.g_00934	Syae.g_00985
OG0001052	Pray.g_00961	Syae.g_02526
OG0001053	Pray.g_00973	Syae.g_02312
OG0001054	Pray.g_00989	Syae.g_02329
OG0001055	Pray.g_01008	Syae.g_02350
OG0001056	Pray.g_01225	Syae.g_02379
OG0001057	Pray.g_01220	Syae.g_02388
OG0001058	Pray.g_01212	Syae.g_02402
OG0001059	Pray.g_01208	Syae.g_02406
OG0001060	Pray.g_01201	Syae.g_02412
OG0001061	Pray.g_01188	Syae.g_02434
OG0001062	Pray.g_01186	Syae.g_02436
OG0001063	Pray.g_01184	Syae.g_02440
OG0001064	Pray.g_01183	Syae.g_02441
OG0001065	Pray.g_01182	Syae.g_02442
OG0001066	Pray.g_01181	Syae.g_02443
OG0001067	Pray.g_01180	Syae.g_02444
OG0001068	Pray.g_01179	Syae.g_02445
OG0001069	Pray.g_01178	Syae.g_02446
OG0001070	Pray.g_01175	Syae.g_02449
OG0001071	Pray.g_01174	Syae.g_02450
OG0001072	Pray.g_01173	Syae.g_02454
OG0001073	Pray.g_01159	Syae.g_02468
OG0001074	Pray.g_01148	Syae.g_00027
OG0001075	Pray.g_01147	Syae.g_00029
OG0001076	Pray.g_01139	Syae.g_00050
OG0001077	Pray.g_01135	Syae.g_00061
OG0001078	Pray.g_01127	Syae.g_00075
OG0001079	Pray.g_01116	Syae.g_00088
OG0001080	Pray.g_01110	Syae.g_00267
OG0001081	Pray.g_01108	Syae.g_00615
OG0001082	Pray.g_01107	Syae.g_00614
OG0001083	Pray.g_01102	Syae.g_00605
OG0001084	Pray.g_01101	Syae.g_00604
OG0001085	Pray.g_01093	Syae.g_00594
OG0001086	Pray.g_01092	Syae.g_00592
OG0001087	Pray.g_01075	Syae.g_00751
OG0001088	Pray.g_01074	Syae.g_00755
OG0001089	Pray.g_01066	Syae.g_00781
OG0001090	Pray.g_01039	Syae.g_00471
OG0001091	Pray.g_01037	Syae.g_00469
OG0001092	Pray.g_01036	Syae.g_00466
OG0001093	Pray.g_01031	Syae.g_00460
OG0001094	Pray.g_00342	Syae.g_00527
OG0001095	Pray.g_00361	Syae.g_00506
OG0001096	Pray.g_00374	Syae.g_00490
OG0001097	Pray.g_00393	Syae.g_00845
OG0001098	Pray.g_00408	Syae.g_00269
OG0001099	Pray.g_00440	Syae.g_01380
OG0001100	Pray.g_00444	Syae.g_00583
OG0001101	Pray.g_00446	Syae.g_00581
OG0001102	Pray.g_00449	Syae.g_00578
OG0001103	Pray.g_00451	Syae.g_00576
OG0001104	Pray.g_00474	Syae.g_00544
OG0001105	Pray.g_00478	Syae.g_00540
OG0001106	Pray.g_00502	Syae.g_00346
OG0001107	Pray.g_00509	Syae.g_00358
OG0001108	Pray.g_00513	Syae.g_00366
OG0001109	Pray.g_00514	Syae.g_00368
OG0001110	Pray.g_00516	Syae.g_00370
OG0001111	Pray.g_00517	Syae.g_00372
OG0001112	Pray.g_00518	Syae.g_00374
OG0001113	Pray.g_00519	Syae.g_00375
OG0001114	Pray.g_00520	Syae.g_00376
OG0001115	Pray.g_00522	Syae.g_00380
OG0001116	Pray.g_00523	Syae.g_00382
OG0001117	Pray.g_00524	Syae.g_00383
OG0001118	Pray.g_00525	Syae.g_00384
OG0001119	Pray.g_00526	Syae.g_00386
OG0001120	Pray.g_00528	Syae.g_00390
OG0001121	Pray.g_00099, Pray.g_00531	Syae.g_00133
OG0001122	Pray.g_00556	Syae.g_00417
OG0001123	Pray.g_00560	Syae.g_00424
OG0001124	Pray.g_00562	Syae.g_00426
OG0001125	Pray.g_00563	Syae.g_00428
OG0001126	Pray.g_00573	Syae.g_00807
OG0001127	Pray.g_00574	Syae.g_00806
OG0001128	Pray.g_00576	Syae.g_00803
OG0001129	Pray.g_00577	Syae.g_00801
OG0001130	Pray.g_00578	Syae.g_00800
OG0001131	Pray.g_00614	Syae.g_00562
OG0001132	Pray.g_00623	Syae.g_00242
OG0001133	Pray.g_00112	Syae.g_00053
OG0001134	Pray.g_00097	Syae.g_00638
OG0001136	Pray.g_00067	Syae.g_00923
OG0001137	Pray.g_00055	Syae.g_00903
OG0001138	Pray.g_00037	Syae.g_00654
OG0001139	Pray.g_00036	Syae.g_00656
OG0001140	Pray.g_00035	Syae.g_00657
OG0001141	Pray.g_00034	Syae.g_00658
OG0001142	Pray.g_00033	Syae.g_00660
OG0001143	Pray.g_00026	Syae.g_00673
OG0001144	Pray.g_00021	Syae.g_00684
OG0001145	Pray.g_01878	Syae.g_00948
OG0001146	Pray.g_01866	Syae.g_00968
OG0001147	Pray.g_01843	Syae.g_02536
OG0001148	Pray.g_01827	Syae.g_02297
OG0001149	Pray.g_01826	Syae.g_02296
OG0001150	Pray.g_01825	Syae.g_02295
OG0001151	Pray.g_01814	Syae.g_02282
OG0001152	Pray.g_01813	Syae.g_02281
OG0001153	Pray.g_01690	Syae.g_02613
OG0001155	Pray.g_01677	Syae.g_01083
OG0001156	Pray.g_01674	Syae.g_01093
OG0001157	Pray.g_01673	Syae.g_01094
OG0001158	Pray.g_01672	Syae.g_01100
OG0001159	Pray.g_01671	Syae.g_01103
OG0001160	Pray.g_01647	Syae.g_01142
OG0001161	Pray.g_01634	Syae.g_01597
OG0001162	Pray.g_01623	Syae.g_00487
OG0001163	Pray.g_01567	Syae.g_01150
OG0001164	Pray.g_01563	Syae.g_01156
OG0001165	Pray.g_01560	Syae.g_01161
OG0001166	Pray.g_01540	Syae.g_01186
OG0001167	Pray.g_01523	Syae.g_01031
OG0001168	Pray.g_01521	Syae.g_01033
OG0001169	Pray.g_01519	Syae.g_01035
OG0001170	Pray.g_01517	Syae.g_01037
OG0001171	Pray.g_01508	Syae.g_01047
OG0001172	Pray.g_01237	Syae.g_02036
OG0001173	Pray.g_01238	Syae.g_02037
OG0001174	Pray.g_01246	Syae.g_02045
