Orthogroup	Pray	Syad
OG0000590	Pray.g_01141	Syad.g_02177
OG0000591	Pray.g_01138	Syad.g_02169
OG0000592	Pray.g_01137	Syad.g_02168
OG0000593	Pray.g_01131	Syad.g_02156
OG0000594	Pray.g_01130	Syad.g_02155
OG0000595	Pray.g_01129	Syad.g_02154
OG0000596	Pray.g_01125	Syad.g_02149
OG0000597	Pray.g_01123	Syad.g_02146
OG0000598	Pray.g_01122	Syad.g_02145
OG0000599	Pray.g_01119	Syad.g_02142
OG0000600	Pray.g_01118	Syad.g_02141
OG0000601	Pray.g_01117	Syad.g_02140
OG0000602	Pray.g_01115	Syad.g_02135
OG0000603	Pray.g_01114	Syad.g_02134
OG0000604	Pray.g_01113	Syad.g_02131
OG0000605	Pray.g_01112	Syad.g_02026
OG0000606	Pray.g_01109	Syad.g_01567
OG0000607	Pray.g_01106	Syad.g_01571
OG0000608	Pray.g_01105	Syad.g_01572
OG0000609	Pray.g_01104	Syad.g_01574
OG0000610	Pray.g_01099	Syad.g_01589
OG0000611	Pray.g_01096	Syad.g_01592
OG0000612	Pray.g_01095	Syad.g_01593
OG0000613	Pray.g_01090	Syad.g_00457
OG0000614	Pray.g_01071	Syad.g_01340
OG0000615	Pray.g_01063	Syad.g_01948
OG0000616	Pray.g_01059	Syad.g_00145
OG0000617	Pray.g_01034	Syad.g_01810
OG0000618	Pray.g_01033	Syad.g_01809
OG0000619	Pray.g_01032	Syad.g_01808
OG0000620	Pray.g_01029	Syad.g_01803
OG0000621	Pray.g_01028	Syad.g_01802
OG0000622	Pray.g_01027	Syad.g_01801
OG0000623	Pray.g_01026	Syad.g_01800
OG0000624	Pray.g_01025	Syad.g_01798
OG0000625	Pray.g_00269	Syad.g_01797
OG0000626	Pray.g_00270	Syad.g_01796
OG0000627	Pray.g_00271	Syad.g_01640
OG0000628	Pray.g_00272	Syad.g_01641
OG0000629	Pray.g_00273	Syad.g_01644
OG0000630	Pray.g_00276	Syad.g_01648
OG0000631	Pray.g_00339	Syad.g_01658
OG0000632	Pray.g_00340	Syad.g_01659
OG0000633	Pray.g_00341	Syad.g_01660
OG0000634	Pray.g_00344	Syad.g_01893
OG0000635	Pray.g_00345	Syad.g_01892
OG0000636	Pray.g_00347	Syad.g_01890
OG0000637	Pray.g_00349	Syad.g_01888
OG0000638	Pray.g_00350	Syad.g_01887
OG0000639	Pray.g_00351	Syad.g_01886
OG0000640	Pray.g_00352	Syad.g_01885
OG0000641	Pray.g_00356	Syad.g_01881
OG0000642	Pray.g_00357	Syad.g_01880
OG0000643	Pray.g_00358	Syad.g_01878
OG0000644	Pray.g_00359	Syad.g_01877
OG0000645	Pray.g_00360	Syad.g_01875
OG0000646	Pray.g_00362	Syad.g_01872
OG0000647	Pray.g_00363	Syad.g_01870
OG0000648	Pray.g_00365	Syad.g_01860
OG0000649	Pray.g_00366	Syad.g_01859
OG0000650	Pray.g_00367	Syad.g_01858
OG0000651	Pray.g_00368	Syad.g_01857
OG0000652	Pray.g_00369	Syad.g_01856
OG0000653	Pray.g_00371	Syad.g_01850
OG0000654	Pray.g_00372	Syad.g_01849
OG0000655	Pray.g_00373	Syad.g_01848
OG0000656	Pray.g_00376	Syad.g_01845
OG0000657	Pray.g_00384	Syad.g_01240
OG0000658	Pray.g_00385	Syad.g_01231
OG0000659	Pray.g_00386	Syad.g_01230
OG0000660	Pray.g_00390	Syad.g_01226
OG0000661	Pray.g_00392	Syad.g_01224
OG0000662	Pray.g_00394	Syad.g_01222
OG0000663	Pray.g_00396	Syad.g_01219
OG0000664	Pray.g_00397	Syad.g_01209
OG0000665	Pray.g_00401	Syad.g_02115
OG0000666	Pray.g_00402	Syad.g_02027
OG0000667	Pray.g_00406	Syad.g_00612
OG0000668	Pray.g_00436	Syad.g_01688
OG0000669	Pray.g_00443	Syad.g_01606
OG0000670	Pray.g_00445	Syad.g_01609
OG0000671	Pray.g_00447	Syad.g_01611
OG0000672	Pray.g_00450	Syad.g_01615
OG0000673	Pray.g_00453	Syad.g_01618
OG0000674	Pray.g_00455	Syad.g_01620
OG0000675	Pray.g_00456	Syad.g_01633
OG0000676	Pray.g_00458	Syad.g_01635
OG0000677	Pray.g_00459	Syad.g_01636
OG0000678	Pray.g_00461	Syad.g_01957
OG0000679	Pray.g_00465	Syad.g_01922
OG0000680	Pray.g_00466	Syad.g_01921
OG0000681	Pray.g_00469	Syad.g_01919
OG0000682	Pray.g_00470	Syad.g_01918
OG0000683	Pray.g_00471	Syad.g_01917
OG0000684	Pray.g_00473	Syad.g_01912
OG0000685	Pray.g_00475	Syad.g_01910
OG0000686	Pray.g_00476	Syad.g_01909
OG0000687	Pray.g_00477	Syad.g_01908
OG0000688	Pray.g_00480	Syad.g_01904
OG0000689	Pray.g_00481	Syad.g_01902
OG0000690	Pray.g_00482	Syad.g_01901
OG0000691	Pray.g_00483	Syad.g_01900
OG0000692	Pray.g_00485	Syad.g_01899
OG0000693	Pray.g_00486	Syad.g_01897
OG0000694	Pray.g_00487	Syad.g_01896
OG0000695	Pray.g_00489	Syad.g_01662
OG0000696	Pray.g_00490	Syad.g_01663
OG0000697	Pray.g_00491	Syad.g_01789
OG0000698	Pray.g_00494	Syad.g_01786
OG0000699	Pray.g_00495	Syad.g_01785
OG0000700	Pray.g_00496	Syad.g_01784
OG0000701	Pray.g_00497	Syad.g_01783
OG0000702	Pray.g_00499	Syad.g_01775
OG0000703	Pray.g_00500	Syad.g_01774
OG0000704	Pray.g_00501	Syad.g_01772
OG0000705	Pray.g_00505	Syad.g_01765
OG0000706	Pray.g_00506	Syad.g_01764
OG0000707	Pray.g_00507	Syad.g_01763
OG0000708	Pray.g_00508	Syad.g_01760
OG0000709	Pray.g_00512	Syad.g_01745
OG0000710	Pray.g_00515	Syad.g_01738
OG0000711	Pray.g_00532	Syad.g_01710
OG0000712	Pray.g_00534	Syad.g_01708
OG0000713	Pray.g_00535	Syad.g_01707
OG0000714	Pray.g_00536	Syad.g_01705
OG0000715	Pray.g_00538	Syad.g_01703
OG0000716	Pray.g_00540	Syad.g_01697
OG0000717	Pray.g_00541	Syad.g_01696
OG0000718	Pray.g_00553	Syad.g_01692
OG0000719	Pray.g_00555	Syad.g_01690
OG0000720	Pray.g_00564	Syad.g_01677
OG0000721	Pray.g_00566	Syad.g_01675
OG0000722	Pray.g_00567	Syad.g_01674
OG0000723	Pray.g_00570	Syad.g_01791
OG0000724	Pray.g_00579	Syad.g_01284
OG0000725	Pray.g_00585	Syad.g_01293
OG0000726	Pray.g_00586	Syad.g_01294
OG0000727	Pray.g_00587	Syad.g_01295
OG0000728	Pray.g_00589	Syad.g_01297
OG0000729	Pray.g_00634	Syad.g_00331
OG0000730	Pray.g_00132	Syad.g_00758
OG0000731	Pray.g_00128	Syad.g_00770
OG0000732	Pray.g_00118	Syad.g_00214
OG0000733	Pray.g_00096	Syad.g_00028
OG0000734	Pray.g_00079	Syad.g_02809
OG0000735	Pray.g_00077	Syad.g_01120
OG0000736	Pray.g_00076	Syad.g_01121
OG0000737	Pray.g_00075	Syad.g_01122
OG0000738	Pray.g_00071	Syad.g_01127
OG0000739	Pray.g_00070	Syad.g_01145
OG0000740	Pray.g_00069	Syad.g_01146
OG0000741	Pray.g_00068	Syad.g_01149
OG0000742	Pray.g_00065	Syad.g_01151
OG0000743	Pray.g_00063	Syad.g_01153
OG0000744	Pray.g_00062	Syad.g_01154
OG0000745	Pray.g_00060	Syad.g_01156
OG0000746	Pray.g_00058	Syad.g_01158
OG0000747	Pray.g_00057	Syad.g_01159
OG0000748	Pray.g_00054	Syad.g_01170
OG0000749	Pray.g_00053	Syad.g_01173
OG0000750	Pray.g_00052	Syad.g_01174
OG0000751	Pray.g_00050	Syad.g_01182
OG0000752	Pray.g_00048	Syad.g_01184
OG0000753	Pray.g_00045	Syad.g_01187
OG0000754	Pray.g_00042	Syad.g_01516
OG0000755	Pray.g_00039	Syad.g_01504
OG0000756	Pray.g_00038	Syad.g_01498
OG0000757	Pray.g_00032	Syad.g_01487
OG0000758	Pray.g_00031	Syad.g_01486
OG0000759	Pray.g_00030	Syad.g_01485
OG0000760	Pray.g_00029	Syad.g_01484
OG0000761	Pray.g_00028	Syad.g_01480
OG0000762	Pray.g_00027	Syad.g_01474
OG0000763	Pray.g_00025	Syad.g_01468
OG0000764	Pray.g_00024	Syad.g_01467
OG0000765	Pray.g_00015	Syad.g_01447
OG0000766	Pray.g_00014	Syad.g_01446
OG0000767	Pray.g_00012	Syad.g_01444
OG0000768	Pray.g_00011	Syad.g_01443
OG0000769	Pray.g_00009	Syad.g_01441
OG0000770	Pray.g_00007	Syad.g_01437
OG0000771	Pray.g_00250	Syad.g_01278
OG0000772	Pray.g_01895	Syad.g_02078
OG0000773	Pray.g_01879	Syad.g_01114
OG0000774	Pray.g_01877	Syad.g_02396
OG0000775	Pray.g_01875	Syad.g_02398
OG0000776	Pray.g_01874	Syad.g_02399
OG0000777	Pray.g_01873	Syad.g_02400
OG0000778	Pray.g_01872	Syad.g_02401
OG0000779	Pray.g_01868	Syad.g_02407
OG0000780	Pray.g_01867	Syad.g_02411
OG0000781	Pray.g_01864	Syad.g_02415
OG0000782	Pray.g_01863	Syad.g_02416
OG0000783	Pray.g_01862	Syad.g_02418
OG0000784	Pray.g_01861	Syad.g_02419
OG0000785	Pray.g_01859	Syad.g_02421
OG0000786	Pray.g_01857	Syad.g_01101
OG0000787	Pray.g_01856	Syad.g_01100
OG0000788	Pray.g_01842	Syad.g_02139
OG0000789	Pray.g_01839	Syad.g_01982
OG0000790	Pray.g_01824	Syad.g_00886
OG0000791	Pray.g_01822	Syad.g_00885
OG0000792	Pray.g_01821	Syad.g_00884
OG0000793	Pray.g_01818	Syad.g_00879
OG0000794	Pray.g_01817	Syad.g_00878
OG0000795	Pray.g_01816	Syad.g_00877
OG0000796	Pray.g_01812	Syad.g_00871
OG0000797	Pray.g_01811	Syad.g_00870
OG0000799	Pray.g_01740	Syad.g_02243
OG0000800	Pray.g_01739	Syad.g_02245
OG0000801	Pray.g_01738	Syad.g_02246
OG0000802	Pray.g_01736	Syad.g_02251
OG0000803	Pray.g_01734	Syad.g_02255
OG0000804	Pray.g_01733	Syad.g_02260
OG0000805	Pray.g_01731	Syad.g_02266
OG0000806	Pray.g_01729	Syad.g_02267
OG0000807	Pray.g_01728	Syad.g_02269
OG0000808	Pray.g_01727	Syad.g_02270
OG0000809	Pray.g_01724	Syad.g_02273
OG0000810	Pray.g_01723	Syad.g_02274
OG0000811	Pray.g_01719	Syad.g_02283
OG0000812	Pray.g_01717	Syad.g_02285
OG0000813	Pray.g_01716	Syad.g_02286
OG0000814	Pray.g_01714	Syad.g_02288
OG0000815	Pray.g_01713	Syad.g_02289
OG0000816	Pray.g_01711	Syad.g_02290
OG0000817	Pray.g_01710	Syad.g_02291
OG0000818	Pray.g_01705	Syad.g_02297
OG0000819	Pray.g_01704	Syad.g_02298
OG0000820	Pray.g_01703	Syad.g_02299
OG0000821	Pray.g_01699	Syad.g_02305
OG0000822	Pray.g_01698	Syad.g_02307
OG0000823	Pray.g_01697	Syad.g_02308
OG0000824	Pray.g_01694	Syad.g_02314
OG0000825	Pray.g_01693	Syad.g_02315
OG0000826	Pray.g_01692	Syad.g_02316
OG0000827	Pray.g_01691	Syad.g_02317
OG0000828	Pray.g_01688	Syad.g_02320
OG0000829	Pray.g_01687	Syad.g_02321
OG0000830	Pray.g_01686	Syad.g_02322
OG0000831	Pray.g_01684	Syad.g_02325
OG0000832	Pray.g_01678	Syad.g_02538
OG0000833	Pray.g_01670	Syad.g_02550
OG0000834	Pray.g_01669	Syad.g_02552
OG0000835	Pray.g_01668	Syad.g_02553
OG0000836	Pray.g_01667	Syad.g_02557
OG0000837	Pray.g_01666	Syad.g_02561
OG0000838	Pray.g_01664	Syad.g_02565
OG0000839	Pray.g_01663	Syad.g_02566
OG0000840	Pray.g_01662	Syad.g_02567
OG0000841	Pray.g_01661	Syad.g_02568
OG0000842	Pray.g_01660	Syad.g_02569
OG0000843	Pray.g_01659	Syad.g_02570
OG0000844	Pray.g_01658	Syad.g_02577
OG0000845	Pray.g_01657	Syad.g_02578
OG0000846	Pray.g_01656	Syad.g_02579
OG0000847	Pray.g_01655	Syad.g_02580
OG0000848	Pray.g_01654	Syad.g_02582
OG0000849	Pray.g_01653	Syad.g_02583
OG0000850	Pray.g_01651	Syad.g_02586
OG0000851	Pray.g_01650	Syad.g_02592
OG0000852	Pray.g_01649	Syad.g_02593
OG0000853	Pray.g_01645	Syad.g_02597
OG0000854	Pray.g_01643	Syad.g_02606
OG0000855	Pray.g_01642	Syad.g_02607
OG0000856	Pray.g_01627	Syad.g_02166
OG0000857	Pray.g_01600	Syad.g_01871
OG0000858	Pray.g_01565	Syad.g_02613
OG0000859	Pray.g_01564	Syad.g_02614
OG0000860	Pray.g_01557	Syad.g_02625
OG0000861	Pray.g_01556	Syad.g_02626
OG0000862	Pray.g_01555	Syad.g_02628
OG0000863	Pray.g_01553	Syad.g_02631
OG0000864	Pray.g_01552	Syad.g_02632
OG0000865	Pray.g_01551	Syad.g_02633
OG0000866	Pray.g_01550	Syad.g_02634
OG0000867	Pray.g_01549	Syad.g_02635
OG0000868	Pray.g_01548	Syad.g_02637
OG0000869	Pray.g_01544	Syad.g_02643
OG0000870	Pray.g_01539	Syad.g_02648
OG0000871	Pray.g_01538	Syad.g_02649
OG0000872	Pray.g_01537	Syad.g_02657
OG0000873	Pray.g_01534	Syad.g_02660
OG0000874	Pray.g_01531	Syad.g_02655
OG0000875	Pray.g_01530	Syad.g_02662
OG0000876	Pray.g_01529	Syad.g_03003
OG0000877	Pray.g_01527	Syad.g_02480
OG0000878	Pray.g_01526	Syad.g_02481
OG0000879	Pray.g_01525	Syad.g_02482
OG0000880	Pray.g_01524	Syad.g_02483
OG0000881	Pray.g_01520	Syad.g_02489
OG0000882	Pray.g_01515	Syad.g_02494
OG0000883	Pray.g_01513	Syad.g_02497
OG0000884	Pray.g_01512	Syad.g_02499
OG0000885	Pray.g_01511	Syad.g_02500
OG0000886	Pray.g_01510	Syad.g_02501
OG0000887	Pray.g_01509	Syad.g_02502
OG0000888	Pray.g_01507	Syad.g_02504
OG0000889	Pray.g_01505	Syad.g_02506
OG0000890	Pray.g_01504	Syad.g_02512
OG0000891	Pray.g_01503	Syad.g_02513
OG0000892	Pray.g_01229	Syad.g_02517
OG0000893	Pray.g_01234	Syad.g_00589
OG0000894	Pray.g_01236	Syad.g_00592
OG0000895	Pray.g_01239	Syad.g_00596
OG0000896	Pray.g_01240	Syad.g_00597
OG0000897	Pray.g_01242	Syad.g_00599
OG0000898	Pray.g_01243	Syad.g_00600
OG0000899	Pray.g_01244	Syad.g_00601
OG0000900	Pray.g_01245	Syad.g_00602
OG0000901	Pray.g_01248	Syad.g_00607
OG0000902	Pray.g_01250	Syad.g_00609
OG0000903	Pray.g_01253	Syad.g_00645
OG0000904	Pray.g_01255	Syad.g_00640
OG0000905	Pray.g_01260	Syad.g_00632
OG0000906	Pray.g_01261	Syad.g_00630
OG0000907	Pray.g_01264	Syad.g_00648
OG0000908	Pray.g_01267	Syad.g_00651
OG0000909	Pray.g_01268	Syad.g_00652
OG0000910	Pray.g_01269	Syad.g_00653
OG0000911	Pray.g_01271	Syad.g_00655
OG0000912	Pray.g_01272	Syad.g_00656
OG0000913	Pray.g_01273	Syad.g_00657
OG0000914	Pray.g_01274	Syad.g_00658
OG0000915	Pray.g_01275	Syad.g_00660
OG0000916	Pray.g_01276	Syad.g_00661
OG0000917	Pray.g_01277	Syad.g_00662
OG0000918	Pray.g_01278	Syad.g_00663
OG0000919	Pray.g_01279	Syad.g_00664
OG0000920	Pray.g_01280	Syad.g_00665
OG0000921	Pray.g_01281	Syad.g_00666
OG0000922	Pray.g_01282	Syad.g_00667
OG0000923	Pray.g_01286	Syad.g_00671
OG0000924	Pray.g_01287	Syad.g_00672
OG0000925	Pray.g_01288	Syad.g_00673
OG0000926	Pray.g_01289	Syad.g_00674
OG0000927	Pray.g_01291	Syad.g_00676
OG0000928	Pray.g_01292	Syad.g_00677
OG0000929	Pray.g_01293	Syad.g_00678
OG0000930	Pray.g_01294	Syad.g_00679
OG0000931	Pray.g_01295	Syad.g_00680
OG0000932	Pray.g_01296	Syad.g_00681
OG0000933	Pray.g_01300	Syad.g_00687
OG0000934	Pray.g_01302	Syad.g_00689
OG0000935	Pray.g_01303	Syad.g_00690
OG0000936	Pray.g_01304	Syad.g_00691
OG0000937	Pray.g_01305	Syad.g_00692
OG0000938	Pray.g_01307	Syad.g_00695
OG0000939	Pray.g_01308	Syad.g_00696
OG0000940	Pray.g_01315	Syad.g_00703
OG0000941	Pray.g_01317	Syad.g_00705
OG0000942	Pray.g_01319	Syad.g_00707
OG0000943	Pray.g_01320	Syad.g_00708
OG0000944	Pray.g_01321	Syad.g_00710
OG0000945	Pray.g_01322	Syad.g_00711
OG0000946	Pray.g_01327	Syad.g_00716
OG0000947	Pray.g_01329	Syad.g_00719
OG0000948	Pray.g_01330	Syad.g_00720
OG0000949	Pray.g_01333	Syad.g_00432
OG0000950	Pray.g_01338	Syad.g_00418
OG0000951	Pray.g_01342	Syad.g_00411
OG0000952	Pray.g_01346	Syad.g_00375
OG0000953	Pray.g_01349	Syad.g_00369
OG0000954	Pray.g_01353	Syad.g_00364
OG0000955	Pray.g_01354	Syad.g_00363
OG0000956	Pray.g_01356	Syad.g_00361
OG0000957	Pray.g_01362	Syad.g_00350
OG0000958	Pray.g_01363	Syad.g_00349
OG0000959	Pray.g_01367	Syad.g_00345
OG0000960	Pray.g_01368	Syad.g_00344
OG0000961	Pray.g_01370	Syad.g_00335
OG0000962	Pray.g_01372	Syad.g_00332
OG0000963	Pray.g_01376	Syad.g_00325
OG0000964	Pray.g_01377	Syad.g_00324
OG0000965	Pray.g_01378	Syad.g_00323
OG0000966	Pray.g_01385	Syad.g_00246
OG0000967	Pray.g_01390	Syad.g_00234
OG0000968	Pray.g_01392	Syad.g_00243
OG0000969	Pray.g_01393	Syad.g_00240
OG0000970	Pray.g_01394	Syad.g_00239
OG0000971	Pray.g_01395	Syad.g_00229
OG0000972	Pray.g_01396	Syad.g_00228
OG0000973	Pray.g_01397	Syad.g_00227
OG0000974	Pray.g_01398	Syad.g_00226
OG0000975	Pray.g_01399	Syad.g_00225
OG0000976	Pray.g_01400	Syad.g_00224
OG0000977	Pray.g_01401	Syad.g_00222
OG0000978	Pray.g_01402	Syad.g_00221
OG0000979	Pray.g_01405	Syad.g_00218
OG0000980	Pray.g_01407	Syad.g_00215
OG0000981	Pray.g_01409	Syad.g_00212
OG0000982	Pray.g_01411	Syad.g_03035
OG0000983	Pray.g_01412	Syad.g_03036
OG0000984	Pray.g_01413	Syad.g_03037
OG0000985	Pray.g_01416	Syad.g_03039
OG0000986	Pray.g_01418	Syad.g_03049
OG0000987	Pray.g_01419	Syad.g_00002
OG0000988	Pray.g_01422	Syad.g_00008
OG0000989	Pray.g_01426	Syad.g_00020
OG0000990	Pray.g_01429	Syad.g_00061
OG0000991	Pray.g_01430	Syad.g_00064
OG0000992	Pray.g_01432	Syad.g_00067
OG0000993	Pray.g_01433	Syad.g_00069
OG0000994	Pray.g_01434	Syad.g_00071
OG0000995	Pray.g_01438	Syad.g_00077
OG0000996	Pray.g_01439	Syad.g_00121
OG0000997	Pray.g_01440	Syad.g_00128
OG0000998	Pray.g_01442	Syad.g_00130
OG0000999	Pray.g_01443	Syad.g_00131
OG0001000	Pray.g_01446	Syad.g_00136
OG0001001	Pray.g_01448	Syad.g_00141
OG0001002	Pray.g_01452	Syad.g_00148
OG0001003	Pray.g_01453	Syad.g_00150
OG0001004	Pray.g_01454	Syad.g_00151
OG0001005	Pray.g_01455	Syad.g_00152
OG0001006	Pray.g_01459	Syad.g_00160
OG0001007	Pray.g_01461	Syad.g_00162
OG0001008	Pray.g_00927	Syad.g_02449
OG0001009	Pray.g_01489	Syad.g_00194
OG0001010	Pray.g_01490	Syad.g_00195
OG0001011	Pray.g_01491	Syad.g_00196
OG0001012	Pray.g_00240	Syad.g_03030
OG0001013	Pray.g_00235	Syad.g_03011
OG0001014	Pray.g_00232	Syad.g_03002
OG0001015	Pray.g_00231	Syad.g_03001
OG0001016	Pray.g_00216	Syad.g_02734
OG0001017	Pray.g_00212	Syad.g_02740
OG0001018	Pray.g_00209	Syad.g_02742
OG0001019	Pray.g_00200	Syad.g_02771
OG0001020	Pray.g_00199	Syad.g_02777
OG0001021	Pray.g_00198	Syad.g_02781
OG0001022	Pray.g_00195	Syad.g_02786
OG0001023	Pray.g_00194	Syad.g_02787
OG0001024	Pray.g_00191	Syad.g_02791
OG0001025	Pray.g_00185	Syad.g_02798
OG0001026	Pray.g_00178	Syad.g_02811
OG0001027	Pray.g_00177	Syad.g_02817
OG0001028	Pray.g_00175	Syad.g_02819
OG0001029	Pray.g_00174	Syad.g_02821
OG0001030	Pray.g_00159	Syad.g_02848
OG0001031	Pray.g_00667	Syad.g_02925
OG0001032	Pray.g_00668	Syad.g_02928
OG0001033	Pray.g_00689	Syad.g_02956
OG0001034	Pray.g_00717	Syad.g_00819
OG0001035	Pray.g_00735	Syad.g_00559
OG0001036	Pray.g_00739	Syad.g_00554
OG0001037	Pray.g_00740	Syad.g_00552
OG0001039	Pray.g_00760	Syad.g_00522
OG0001040	Pray.g_00762	Syad.g_00519
OG0001041	Pray.g_00766	Syad.g_00514
OG0001042	Pray.g_00782	Syad.g_00485
OG0001043	Pray.g_00783	Syad.g_00481
OG0001044	Pray.g_00811	Syad.g_00760
OG0001045	Pray.g_00820	Syad.g_00773
OG0001046	Pray.g_00857	Syad.g_01722
OG0001047	Pray.g_00929	Syad.g_02447
OG0001048	Pray.g_00930	Syad.g_02446
OG0001049	Pray.g_00932	Syad.g_02443
OG0001050	Pray.g_00933	Syad.g_02442
OG0001051	Pray.g_00934	Syad.g_02441
OG0001052	Pray.g_00961	Syad.g_02357
OG0001054	Pray.g_00989	Syad.g_00925
OG0001055	Pray.g_01008	Syad.g_00946
OG0001056	Pray.g_01225	Syad.g_00982
OG0001057	Pray.g_01220	Syad.g_00996
OG0001058	Pray.g_01212	Syad.g_01015
OG0001059	Pray.g_01208	Syad.g_01018
OG0001060	Pray.g_01201	Syad.g_01025
OG0001061	Pray.g_01188	Syad.g_01047
OG0001062	Pray.g_01186	Syad.g_01049
OG0001063	Pray.g_01184	Syad.g_01056
OG0001064	Pray.g_01183	Syad.g_01057
OG0001065	Pray.g_01182	Syad.g_01058
OG0001066	Pray.g_01181	Syad.g_01059
OG0001067	Pray.g_01180	Syad.g_01060
OG0001068	Pray.g_01179	Syad.g_01061
OG0001069	Pray.g_01178	Syad.g_01062
OG0001070	Pray.g_01175	Syad.g_01065
OG0001071	Pray.g_01174	Syad.g_01066
OG0001072	Pray.g_01173	Syad.g_01070
OG0001073	Pray.g_01159	Syad.g_01090
OG0001074	Pray.g_01148	Syad.g_02197
OG0001075	Pray.g_01147	Syad.g_02196
OG0001076	Pray.g_01139	Syad.g_02175
OG0001077	Pray.g_01135	Syad.g_02164
OG0001078	Pray.g_01127	Syad.g_02151
OG0001079	Pray.g_01116	Syad.g_02138
OG0001080	Pray.g_01110	Syad.g_02008
OG0001081	Pray.g_01108	Syad.g_01568
OG0001082	Pray.g_01107	Syad.g_01569
OG0001083	Pray.g_01102	Syad.g_01578
OG0001084	Pray.g_01101	Syad.g_01586
OG0001085	Pray.g_01093	Syad.g_01596
OG0001086	Pray.g_01092	Syad.g_01598
OG0001087	Pray.g_01075	Syad.g_01372
OG0001088	Pray.g_01074	Syad.g_01368
OG0001089	Pray.g_01066	Syad.g_01302
OG0001090	Pray.g_01039	Syad.g_01817
OG0001091	Pray.g_01037	Syad.g_01815
OG0001092	Pray.g_01036	Syad.g_01812
OG0001093	Pray.g_01031	Syad.g_01806
OG0001094	Pray.g_00342	Syad.g_01895
OG0001095	Pray.g_00361	Syad.g_01874
OG0001096	Pray.g_00374	Syad.g_01847
OG0001097	Pray.g_00393	Syad.g_01223
OG0001098	Pray.g_00408	Syad.g_02005, Syad.g_01995
OG0001099	Pray.g_00440	Syad.g_02820
OG0001100	Pray.g_00444	Syad.g_01608
OG0001101	Pray.g_00446	Syad.g_01610
OG0001102	Pray.g_00449	Syad.g_01613
OG0001103	Pray.g_00451	Syad.g_01616
OG0001104	Pray.g_00474	Syad.g_01911
OG0001105	Pray.g_00478	Syad.g_01907
OG0001106	Pray.g_00502	Syad.g_01771
OG0001107	Pray.g_00509	Syad.g_01759
OG0001108	Pray.g_00513	Syad.g_01744
OG0001109	Pray.g_00514	Syad.g_01739
OG0001110	Pray.g_00516	Syad.g_01737
OG0001111	Pray.g_00517	Syad.g_01735
OG0001112	Pray.g_00518	Syad.g_01733
OG0001113	Pray.g_00519	Syad.g_01732
OG0001114	Pray.g_00520	Syad.g_01731
OG0001115	Pray.g_00522	Syad.g_01727
OG0001116	Pray.g_00523	Syad.g_01725
OG0001117	Pray.g_00524	Syad.g_01724
OG0001118	Pray.g_00525	Syad.g_01723
OG0001119	Pray.g_00526	Syad.g_01721
OG0001120	Pray.g_00528	Syad.g_01717
OG0001121	Pray.g_00099, Pray.g_00531	Syad.g_01503
OG0001122	Pray.g_00556	Syad.g_01689
OG0001123	Pray.g_00560	Syad.g_01682
OG0001124	Pray.g_00562	Syad.g_01680
OG0001125	Pray.g_00563	Syad.g_01678
OG0001126	Pray.g_00573	Syad.g_01276
OG0001127	Pray.g_00574	Syad.g_01277
OG0001128	Pray.g_00576	Syad.g_01280
OG0001129	Pray.g_00577	Syad.g_01282
OG0001130	Pray.g_00578	Syad.g_01283
OG0001131	Pray.g_00614	Syad.g_01953
OG0001132	Pray.g_00623	Syad.g_02038
OG0001133	Pray.g_00112	Syad.g_02172
OG0001134	Pray.g_00097	Syad.g_01527
OG0001136	Pray.g_00067	Syad.g_01150
OG0001137	Pray.g_00055	Syad.g_01169
OG0001138	Pray.g_00037	Syad.g_01493
OG0001139	Pray.g_00036	Syad.g_01491
OG0001140	Pray.g_00035	Syad.g_01490
OG0001141	Pray.g_00034	Syad.g_01489
OG0001142	Pray.g_00033	Syad.g_01488
OG0001143	Pray.g_00026	Syad.g_01473
OG0001144	Pray.g_00021	Syad.g_01457
OG0001145	Pray.g_01878	Syad.g_01112
OG0001146	Pray.g_01866	Syad.g_02412
OG0001147	Pray.g_01843	Syad.g_02349
OG0001148	Pray.g_01827	Syad.g_00889
OG0001149	Pray.g_01826	Syad.g_00888
OG0001150	Pray.g_01825	Syad.g_00887
OG0001151	Pray.g_01814	Syad.g_00875
OG0001152	Pray.g_01813	Syad.g_00872
OG0001153	Pray.g_01690	Syad.g_02318
OG0001154	Pray.g_01689	Syad.g_02319
OG0001155	Pray.g_01677	Syad.g_02540
OG0001156	Pray.g_01674	Syad.g_02543
OG0001157	Pray.g_01673	Syad.g_02544
OG0001158	Pray.g_01672	Syad.g_02546
OG0001159	Pray.g_01671	Syad.g_02547
OG0001160	Pray.g_01647	Syad.g_02595
OG0001161	Pray.g_01634	Syad.g_00026
OG0001162	Pray.g_01623	Syad.g_01844
OG0001163	Pray.g_01567	Syad.g_02610
OG0001164	Pray.g_01563	Syad.g_02616
OG0001165	Pray.g_01560	Syad.g_02621
OG0001166	Pray.g_01540	Syad.g_02647
OG0001167	Pray.g_01523	Syad.g_02486
OG0001168	Pray.g_01521	Syad.g_02488
OG0001169	Pray.g_01519	Syad.g_02490
OG0001170	Pray.g_01517	Syad.g_02492
OG0001171	Pray.g_01508	Syad.g_02503
OG0001172	Pray.g_01237	Syad.g_00594
OG0001173	Pray.g_01238	Syad.g_00595
OG0001174	Pray.g_01246	Syad.g_00603
