Orthogroup	Pray	Syaq
OG0000582	Pray.g_01155	Syaq.g_02012
OG0000583	Pray.g_01154	Syaq.g_02013
OG0000584	Pray.g_01153	Syaq.g_02014
OG0000585	Pray.g_01151	Syaq.g_02017
OG0000586	Pray.g_01150	Syaq.g_02018
OG0000587	Pray.g_01149	Syaq.g_02020
OG0000588	Pray.g_01145	Syaq.g_02043
OG0000589	Pray.g_01142	Syaq.g_02057
OG0000590	Pray.g_01141	Syaq.g_02058
OG0000591	Pray.g_01138	Syaq.g_02066
OG0000592	Pray.g_01137	Syaq.g_02067
OG0000593	Pray.g_01131	Syaq.g_02078
OG0000594	Pray.g_01130	Syaq.g_02079
OG0000595	Pray.g_01129	Syaq.g_02080
OG0000596	Pray.g_01125	Syaq.g_02085
OG0000597	Pray.g_01123	Syaq.g_02088
OG0000598	Pray.g_01122	Syaq.g_02089
OG0000599	Pray.g_01119	Syaq.g_02096
OG0000600	Pray.g_01118	Syaq.g_02097
OG0000601	Pray.g_01117	Syaq.g_02098
OG0000602	Pray.g_01115	Syaq.g_02104
OG0000603	Pray.g_01114	Syaq.g_02105
OG0000604	Pray.g_01113	Syaq.g_02107
OG0000605	Pray.g_01112	Syaq.g_02151
OG0000606	Pray.g_01109	Syaq.g_02231
OG0000607	Pray.g_01106	Syaq.g_02234
OG0000608	Pray.g_01105	Syaq.g_02235
OG0000609	Pray.g_01104	Syaq.g_02237
OG0000610	Pray.g_01099	Syaq.g_02244
OG0000611	Pray.g_01096	Syaq.g_02247
OG0000612	Pray.g_01095	Syaq.g_02248
OG0000613	Pray.g_01090	Syaq.g_00885
OG0000614	Pray.g_01071	Syaq.g_02588
OG0000615	Pray.g_01063	Syaq.g_02302
OG0000616	Pray.g_01059	Syaq.g_01168
OG0000617	Pray.g_01034	Syaq.g_00031
OG0000618	Pray.g_01033	Syaq.g_00032
OG0000619	Pray.g_01032	Syaq.g_00033
OG0000620	Pray.g_01029	Syaq.g_00038
OG0000621	Pray.g_01028	Syaq.g_00039
OG0000622	Pray.g_01027	Syaq.g_00040
OG0000623	Pray.g_01026	Syaq.g_00041
OG0000624	Pray.g_01025	Syaq.g_00042
OG0000625	Pray.g_00269	Syaq.g_00043
OG0000626	Pray.g_00270	Syaq.g_00044
OG0000627	Pray.g_00271	Syaq.g_02425
OG0000628	Pray.g_00272	Syaq.g_02426
OG0000629	Pray.g_00273	Syaq.g_02429
OG0000630	Pray.g_00276	Syaq.g_02433
OG0000631	Pray.g_00339	Syaq.g_02441
OG0000632	Pray.g_00340	Syaq.g_02442
OG0000633	Pray.g_00341	Syaq.g_02444
OG0000634	Pray.g_00344	Syaq.g_02336
OG0000635	Pray.g_00345	Syaq.g_02337
OG0000636	Pray.g_00347	Syaq.g_02339
OG0000637	Pray.g_00349	Syaq.g_02341
OG0000638	Pray.g_00350	Syaq.g_02342
OG0000639	Pray.g_00351	Syaq.g_02343
OG0000640	Pray.g_00352	Syaq.g_02344
OG0000641	Pray.g_00356	Syaq.g_02348
OG0000642	Pray.g_00357	Syaq.g_02349
OG0000643	Pray.g_00358	Syaq.g_02350
OG0000644	Pray.g_00359	Syaq.g_02351
OG0000645	Pray.g_00360	Syaq.g_02353
OG0000646	Pray.g_00362	Syaq.g_02356
OG0000647	Pray.g_00363	Syaq.g_02358
OG0000648	Pray.g_00365	Syaq.g_02360
OG0000649	Pray.g_00366	Syaq.g_02361
OG0000650	Pray.g_00367	Syaq.g_02362
OG0000651	Pray.g_00368	Syaq.g_02363
OG0000652	Pray.g_00369	Syaq.g_02364
OG0000653	Pray.g_00371	Syaq.g_02367
OG0000654	Pray.g_00372	Syaq.g_02368
OG0000655	Pray.g_00373	Syaq.g_02369
OG0000656	Pray.g_00376	Syaq.g_02372
OG0000657	Pray.g_00384	Syaq.g_02382
OG0000658	Pray.g_00385	Syaq.g_02385
OG0000659	Pray.g_00386	Syaq.g_02386
OG0000660	Pray.g_00390	Syaq.g_02390
OG0000661	Pray.g_00392	Syaq.g_02392
OG0000662	Pray.g_00394	Syaq.g_02394
OG0000663	Pray.g_00396	Syaq.g_02397
OG0000664	Pray.g_00397	Syaq.g_02400
OG0000665	Pray.g_00401	Syaq.g_02124
OG0000666	Pray.g_00402	Syaq.g_02117
OG0000667	Pray.g_00406	Syaq.g_02222
OG0000668	Pray.g_00436	Syaq.g_00068
OG0000669	Pray.g_00443	Syaq.g_02260
OG0000670	Pray.g_00445	Syaq.g_00079
OG0000671	Pray.g_00447	Syaq.g_02264
OG0000672	Pray.g_00450	Syaq.g_02267
OG0000673	Pray.g_00453	Syaq.g_02270
OG0000674	Pray.g_00455	Syaq.g_02272
OG0000675	Pray.g_00456	Syaq.g_02273
OG0000676	Pray.g_00458	Syaq.g_02275
OG0000677	Pray.g_00459	Syaq.g_02276
OG0000678	Pray.g_00461	Syaq.g_02282
OG0000679	Pray.g_00465	Syaq.g_02305
OG0000680	Pray.g_00466	Syaq.g_02306
OG0000681	Pray.g_00469	Syaq.g_02309
OG0000682	Pray.g_00470	Syaq.g_02310
OG0000683	Pray.g_00471	Syaq.g_02311
OG0000684	Pray.g_00473	Syaq.g_02315
OG0000685	Pray.g_00475	Syaq.g_02317
OG0000686	Pray.g_00476	Syaq.g_02318
OG0000687	Pray.g_00477	Syaq.g_02319
OG0000688	Pray.g_00480	Syaq.g_02325
OG0000689	Pray.g_00481	Syaq.g_02327
OG0000690	Pray.g_00482	Syaq.g_02328
OG0000691	Pray.g_00483	Syaq.g_02329
OG0000692	Pray.g_00485	Syaq.g_02330
OG0000693	Pray.g_00486	Syaq.g_02332
OG0000694	Pray.g_00487	Syaq.g_02333
OG0000695	Pray.g_00489	Syaq.g_02446
OG0000696	Pray.g_00490	Syaq.g_02447
OG0000697	Pray.g_00491	Syaq.g_02448
OG0000698	Pray.g_00494	Syaq.g_02451
OG0000699	Pray.g_00495	Syaq.g_02452
OG0000700	Pray.g_00496	Syaq.g_02453
OG0000701	Pray.g_00497	Syaq.g_02454
OG0000702	Pray.g_00499	Syaq.g_02467
OG0000703	Pray.g_00500	Syaq.g_02468
OG0000704	Pray.g_00501	Syaq.g_02470
OG0000705	Pray.g_00505	Syaq.g_02477
OG0000706	Pray.g_00506	Syaq.g_02478
OG0000707	Pray.g_00507	Syaq.g_02479
OG0000708	Pray.g_00508	Syaq.g_02482
OG0000709	Pray.g_00512	Syaq.g_02490
OG0000710	Pray.g_00515	Syaq.g_02494
OG0000711	Pray.g_00532	Syaq.g_02521
OG0000712	Pray.g_00534	Syaq.g_02523
OG0000713	Pray.g_00535	Syaq.g_02524
OG0000714	Pray.g_00536	Syaq.g_02527
OG0000715	Pray.g_00538	Syaq.g_02529
OG0000716	Pray.g_00540	Syaq.g_02533
OG0000717	Pray.g_00541	Syaq.g_02534
OG0000718	Pray.g_00553	Syaq.g_00072
OG0000719	Pray.g_00555	Syaq.g_00070
OG0000720	Pray.g_00564	Syaq.g_00057
OG0000721	Pray.g_00566	Syaq.g_00055
OG0000722	Pray.g_00567	Syaq.g_00054
OG0000723	Pray.g_00570	Syaq.g_00046
OG0000724	Pray.g_00579	Syaq.g_02685
OG0000725	Pray.g_00585	Syaq.g_02676
OG0000726	Pray.g_00586	Syaq.g_02675
OG0000727	Pray.g_00587	Syaq.g_02674
OG0000728	Pray.g_00589	Syaq.g_02672
OG0000729	Pray.g_00634	Syaq.g_01046
OG0000730	Pray.g_00132	Syaq.g_00561
OG0000731	Pray.g_00128	Syaq.g_00550
OG0000732	Pray.g_00118	Syaq.g_01098
OG0000733	Pray.g_00096	Syaq.g_01232
OG0000734	Pray.g_00079	Syaq.g_01479
OG0000735	Pray.g_00077	Syaq.g_00266
OG0000736	Pray.g_00076	Syaq.g_00265
OG0000737	Pray.g_00075	Syaq.g_00264
OG0000738	Pray.g_00071	Syaq.g_00258
OG0000739	Pray.g_00070	Syaq.g_00257
OG0000740	Pray.g_00069	Syaq.g_00256
OG0000741	Pray.g_00068	Syaq.g_00253
OG0000742	Pray.g_00065	Syaq.g_00250
OG0000743	Pray.g_00063	Syaq.g_00248
OG0000744	Pray.g_00062	Syaq.g_00247
OG0000745	Pray.g_00060	Syaq.g_00245
OG0000746	Pray.g_00058	Syaq.g_00242
OG0000747	Pray.g_00057	Syaq.g_00241
OG0000748	Pray.g_00054	Syaq.g_00227
OG0000749	Pray.g_00053	Syaq.g_00226
OG0000750	Pray.g_00052	Syaq.g_00225
OG0000751	Pray.g_00050	Syaq.g_00219
OG0000752	Pray.g_00048	Syaq.g_00217
OG0000753	Pray.g_00045	Syaq.g_00214
OG0000754	Pray.g_00042	Syaq.g_00209
OG0000755	Pray.g_00039	Syaq.g_00198
OG0000756	Pray.g_00038	Syaq.g_00197
OG0000757	Pray.g_00032	Syaq.g_00190
OG0000758	Pray.g_00031	Syaq.g_00189
OG0000759	Pray.g_00030	Syaq.g_00188
OG0000760	Pray.g_00029	Syaq.g_00187
OG0000761	Pray.g_00028	Syaq.g_00186
OG0000762	Pray.g_00027	Syaq.g_00183
OG0000763	Pray.g_00025	Syaq.g_00181
OG0000764	Pray.g_00024	Syaq.g_00180
OG0000765	Pray.g_00015	Syaq.g_00157
OG0000766	Pray.g_00014	Syaq.g_00156
OG0000767	Pray.g_00012	Syaq.g_00154
OG0000768	Pray.g_00011	Syaq.g_00153
OG0000769	Pray.g_00009	Syaq.g_00151
OG0000770	Pray.g_00007	Syaq.g_00148
OG0000771	Pray.g_00250	Syaq.g_02691
OG0000772	Pray.g_01895	Syaq.g_01887
OG0000773	Pray.g_01879	Syaq.g_00283
OG0000774	Pray.g_01877	Syaq.g_00288
OG0000775	Pray.g_01875	Syaq.g_00290
OG0000776	Pray.g_01874	Syaq.g_00291
OG0000777	Pray.g_01873	Syaq.g_00292
OG0000778	Pray.g_01872	Syaq.g_00293
OG0000779	Pray.g_01868	Syaq.g_00299
OG0000780	Pray.g_01867	Syaq.g_00304
OG0000781	Pray.g_01864	Syaq.g_00308
OG0000782	Pray.g_01863	Syaq.g_00309
OG0000783	Pray.g_01862	Syaq.g_00310
OG0000784	Pray.g_01861	Syaq.g_00311
OG0000785	Pray.g_01859	Syaq.g_00313
OG0000786	Pray.g_01857	Syaq.g_00328
OG0000787	Pray.g_01856	Syaq.g_00329
OG0000788	Pray.g_01842	Syaq.g_02099
OG0000789	Pray.g_01839	Syaq.g_02123
OG0000790	Pray.g_01824	Syaq.g_01758
OG0000791	Pray.g_01822	Syaq.g_01756
OG0000792	Pray.g_01821	Syaq.g_01755
OG0000793	Pray.g_01818	Syaq.g_01750
OG0000794	Pray.g_01817	Syaq.g_01749
OG0000795	Pray.g_01816	Syaq.g_01748
OG0000796	Pray.g_01812	Syaq.g_01744
OG0000797	Pray.g_01811	Syaq.g_01743
OG0000799	Pray.g_01740	Syaq.g_00341
OG0000800	Pray.g_01739	Syaq.g_00342
OG0000801	Pray.g_01738	Syaq.g_00343
OG0000802	Pray.g_01736	Syaq.g_00350
OG0000803	Pray.g_01734	Syaq.g_00353
OG0000804	Pray.g_01733	Syaq.g_00358
OG0000805	Pray.g_01731	Syaq.g_00360
OG0000806	Pray.g_01729	Syaq.g_00362
OG0000807	Pray.g_01728	Syaq.g_00364
OG0000808	Pray.g_01727	Syaq.g_00365
OG0000809	Pray.g_01724	Syaq.g_00369
OG0000810	Pray.g_01723	Syaq.g_00370
OG0000811	Pray.g_01719	Syaq.g_00378
OG0000812	Pray.g_01717	Syaq.g_00380
OG0000813	Pray.g_01716	Syaq.g_00381
OG0000814	Pray.g_01714	Syaq.g_00383
OG0000815	Pray.g_01713	Syaq.g_00384
OG0000816	Pray.g_01711	Syaq.g_00386
OG0000817	Pray.g_01710	Syaq.g_00387
OG0000818	Pray.g_01705	Syaq.g_00392
OG0000819	Pray.g_01704	Syaq.g_00393
OG0000820	Pray.g_01703	Syaq.g_00394
OG0000821	Pray.g_01699	Syaq.g_00400
OG0000822	Pray.g_01698	Syaq.g_00402
OG0000823	Pray.g_01697	Syaq.g_00403
OG0000824	Pray.g_01694	Syaq.g_00409
OG0000825	Pray.g_01693	Syaq.g_00410
OG0000826	Pray.g_01692	Syaq.g_00411
OG0000827	Pray.g_01691	Syaq.g_00412
OG0000828	Pray.g_01688	Syaq.g_00415
OG0000829	Pray.g_01687	Syaq.g_00416
OG0000830	Pray.g_01686	Syaq.g_00417
OG0000831	Pray.g_01684	Syaq.g_00419
OG0000832	Pray.g_01678	Syaq.g_01737
OG0000833	Pray.g_01670	Syaq.g_01725
OG0000834	Pray.g_01669	Syaq.g_01724
OG0000835	Pray.g_01668	Syaq.g_01723
OG0000836	Pray.g_01667	Syaq.g_01720
OG0000837	Pray.g_01666	Syaq.g_01719
OG0000838	Pray.g_01664	Syaq.g_01715
OG0000839	Pray.g_01663	Syaq.g_01714
OG0000840	Pray.g_01662	Syaq.g_01713
OG0000841	Pray.g_01661	Syaq.g_01712
OG0000842	Pray.g_01660	Syaq.g_01711
OG0000843	Pray.g_01659	Syaq.g_01710
OG0000844	Pray.g_01658	Syaq.g_01708
OG0000845	Pray.g_01657	Syaq.g_01707
OG0000846	Pray.g_01656	Syaq.g_01706
OG0000847	Pray.g_01655	Syaq.g_01705
OG0000848	Pray.g_01654	Syaq.g_01703
OG0000849	Pray.g_01653	Syaq.g_01702
OG0000850	Pray.g_01651	Syaq.g_01699
OG0000851	Pray.g_01650	Syaq.g_01696
OG0000852	Pray.g_01649	Syaq.g_01695
OG0000853	Pray.g_01645	Syaq.g_01691
OG0000854	Pray.g_01643	Syaq.g_01689
OG0000855	Pray.g_01642	Syaq.g_01688
OG0000856	Pray.g_01627	Syaq.g_02069
OG0000857	Pray.g_01600	Syaq.g_02357
OG0000858	Pray.g_01565	Syaq.g_01682
OG0000859	Pray.g_01564	Syaq.g_01681
OG0000860	Pray.g_01557	Syaq.g_01671
OG0000861	Pray.g_01556	Syaq.g_01670
OG0000862	Pray.g_01555	Syaq.g_01668
OG0000863	Pray.g_01553	Syaq.g_01665
OG0000864	Pray.g_01552	Syaq.g_01664
OG0000865	Pray.g_01551	Syaq.g_01663
OG0000866	Pray.g_01550	Syaq.g_01662
OG0000867	Pray.g_01549	Syaq.g_01661
OG0000868	Pray.g_01548	Syaq.g_01659
OG0000869	Pray.g_01544	Syaq.g_01656
OG0000870	Pray.g_01539	Syaq.g_01651
OG0000871	Pray.g_01538	Syaq.g_01650
OG0000872	Pray.g_01537	Syaq.g_01644
OG0000873	Pray.g_01534	Syaq.g_01641
OG0000874	Pray.g_01531	Syaq.g_01637
OG0000875	Pray.g_01530	Syaq.g_01633
OG0000876	Pray.g_01529	Syaq.g_01631
OG0000877	Pray.g_01527	Syaq.g_01628
OG0000878	Pray.g_01526	Syaq.g_01627
OG0000879	Pray.g_01525	Syaq.g_01626
OG0000880	Pray.g_01524	Syaq.g_01625
OG0000881	Pray.g_01520	Syaq.g_01621
OG0000882	Pray.g_01515	Syaq.g_01616
OG0000883	Pray.g_01513	Syaq.g_01613
OG0000884	Pray.g_01512	Syaq.g_01611
OG0000885	Pray.g_01511	Syaq.g_01610
OG0000886	Pray.g_01510	Syaq.g_01609
OG0000887	Pray.g_01509	Syaq.g_01608
OG0000888	Pray.g_01507	Syaq.g_01606
OG0000889	Pray.g_01505	Syaq.g_01604
OG0000890	Pray.g_01504	Syaq.g_01597
OG0000891	Pray.g_01503	Syaq.g_01596
OG0000892	Pray.g_01229	Syaq.g_01594
OG0000893	Pray.g_01234	Syaq.g_00695
OG0000894	Pray.g_01236	Syaq.g_00692
OG0000895	Pray.g_01239	Syaq.g_00688
OG0000896	Pray.g_01240	Syaq.g_00687
OG0000897	Pray.g_01242	Syaq.g_00685
OG0000898	Pray.g_01243	Syaq.g_00684
OG0000899	Pray.g_01244	Syaq.g_00683
OG0000900	Pray.g_01245	Syaq.g_00682
OG0000901	Pray.g_01248	Syaq.g_00677
OG0000902	Pray.g_01250	Syaq.g_00671
OG0000903	Pray.g_01253	Syaq.g_00655
OG0000904	Pray.g_01255	Syaq.g_00660
OG0000905	Pray.g_01260	Syaq.g_00666
OG0000906	Pray.g_01261	Syaq.g_00669
OG0000907	Pray.g_01264	Syaq.g_00653
OG0000908	Pray.g_01267	Syaq.g_00650
OG0000909	Pray.g_01268	Syaq.g_00649
OG0000910	Pray.g_01269	Syaq.g_00648
OG0000911	Pray.g_01271	Syaq.g_00646
OG0000912	Pray.g_01272	Syaq.g_00645
OG0000913	Pray.g_01273	Syaq.g_00644
OG0000914	Pray.g_01274	Syaq.g_00643
OG0000915	Pray.g_01275	Syaq.g_00641
OG0000916	Pray.g_01276	Syaq.g_00640
OG0000917	Pray.g_01277	Syaq.g_00639
OG0000918	Pray.g_01278	Syaq.g_00638
OG0000919	Pray.g_01279	Syaq.g_00637
OG0000920	Pray.g_01280	Syaq.g_00636
OG0000921	Pray.g_01281	Syaq.g_00635
OG0000922	Pray.g_01282	Syaq.g_00634
OG0000923	Pray.g_01286	Syaq.g_00630
OG0000924	Pray.g_01287	Syaq.g_00629
OG0000925	Pray.g_01288	Syaq.g_00628
OG0000926	Pray.g_01289	Syaq.g_00627
OG0000927	Pray.g_01291	Syaq.g_00625
OG0000928	Pray.g_01292	Syaq.g_00624
OG0000929	Pray.g_01293	Syaq.g_00623
OG0000930	Pray.g_01294	Syaq.g_00622
OG0000931	Pray.g_01295	Syaq.g_00621
OG0000932	Pray.g_01296	Syaq.g_00620
OG0000933	Pray.g_01300	Syaq.g_00614
OG0000934	Pray.g_01302	Syaq.g_00612
OG0000935	Pray.g_01303	Syaq.g_00611
OG0000936	Pray.g_01304	Syaq.g_00610
OG0000937	Pray.g_01305	Syaq.g_00609
OG0000938	Pray.g_01307	Syaq.g_00606
OG0000939	Pray.g_01308	Syaq.g_00604
OG0000940	Pray.g_01315	Syaq.g_00597
OG0000941	Pray.g_01317	Syaq.g_00595
OG0000942	Pray.g_01319	Syaq.g_00593
OG0000943	Pray.g_01320	Syaq.g_00592
OG0000944	Pray.g_01321	Syaq.g_00590
OG0000945	Pray.g_01322	Syaq.g_00588
OG0000946	Pray.g_01327	Syaq.g_00580
OG0000947	Pray.g_01329	Syaq.g_00577
OG0000948	Pray.g_01330	Syaq.g_00576
OG0000949	Pray.g_01333	Syaq.g_00971
OG0000950	Pray.g_01338	Syaq.g_00984
OG0000951	Pray.g_01342	Syaq.g_00991
OG0000952	Pray.g_01346	Syaq.g_01002
OG0000953	Pray.g_01349	Syaq.g_01006
OG0000954	Pray.g_01353	Syaq.g_01012
OG0000955	Pray.g_01354	Syaq.g_01013
OG0000956	Pray.g_01356	Syaq.g_01015
OG0000957	Pray.g_01362	Syaq.g_01026
OG0000958	Pray.g_01363	Syaq.g_01027
OG0000959	Pray.g_01367	Syaq.g_01031
OG0000960	Pray.g_01368	Syaq.g_01032
OG0000961	Pray.g_01370	Syaq.g_01043
OG0000962	Pray.g_01372	Syaq.g_01045
OG0000963	Pray.g_01376	Syaq.g_01049
OG0000964	Pray.g_01377	Syaq.g_01050
OG0000965	Pray.g_01378	Syaq.g_01051
OG0000966	Pray.g_01385	Syaq.g_01060
OG0000967	Pray.g_01390	Syaq.g_01067
OG0000968	Pray.g_01392	Syaq.g_01071
OG0000969	Pray.g_01393	Syaq.g_01078
OG0000970	Pray.g_01394	Syaq.g_01079
OG0000971	Pray.g_01395	Syaq.g_01081
OG0000972	Pray.g_01396	Syaq.g_01082
OG0000973	Pray.g_01397	Syaq.g_01083
OG0000974	Pray.g_01398	Syaq.g_01084
OG0000975	Pray.g_01399	Syaq.g_01085
OG0000976	Pray.g_01400	Syaq.g_01086
OG0000977	Pray.g_01401	Syaq.g_01088
OG0000978	Pray.g_01402	Syaq.g_01091
OG0000979	Pray.g_01405	Syaq.g_01094
OG0000980	Pray.g_01407	Syaq.g_01097
OG0000981	Pray.g_01409	Syaq.g_01100
OG0000982	Pray.g_01411	Syaq.g_01263
OG0000983	Pray.g_01412	Syaq.g_01262
OG0000984	Pray.g_01413	Syaq.g_01261
OG0000985	Pray.g_01416	Syaq.g_01257
OG0000986	Pray.g_01418	Syaq.g_01253
OG0000987	Pray.g_01419	Syaq.g_01251
OG0000988	Pray.g_01422	Syaq.g_01245
OG0000989	Pray.g_01426	Syaq.g_01239
OG0000990	Pray.g_01429	Syaq.g_01229
OG0000991	Pray.g_01430	Syaq.g_01225
OG0000992	Pray.g_01432	Syaq.g_01222
OG0000993	Pray.g_01433	Syaq.g_01221
OG0000994	Pray.g_01434	Syaq.g_01218
OG0000995	Pray.g_01438	Syaq.g_01212
OG0000996	Pray.g_01439	Syaq.g_01193
OG0000997	Pray.g_01440	Syaq.g_01184
OG0000998	Pray.g_01442	Syaq.g_01182
OG0000999	Pray.g_01443	Syaq.g_01181
OG0001000	Pray.g_01446	Syaq.g_01177
OG0001001	Pray.g_01448	Syaq.g_01172
OG0001002	Pray.g_01452	Syaq.g_01165
OG0001003	Pray.g_01453	Syaq.g_01163
OG0001004	Pray.g_01454	Syaq.g_01162
OG0001005	Pray.g_01455	Syaq.g_01161
OG0001006	Pray.g_01459	Syaq.g_01152
OG0001007	Pray.g_01461	Syaq.g_01150
OG0001008	Pray.g_00927	Syaq.g_00500
OG0001009	Pray.g_01489	Syaq.g_01118
OG0001010	Pray.g_01490	Syaq.g_01117
OG0001011	Pray.g_01491	Syaq.g_01115
OG0001012	Pray.g_00240	Syaq.g_01267
OG0001013	Pray.g_00235	Syaq.g_01289
OG0001014	Pray.g_00232	Syaq.g_01295
OG0001015	Pray.g_00231	Syaq.g_01296
OG0001016	Pray.g_00216	Syaq.g_01554
OG0001017	Pray.g_00212	Syaq.g_01548
OG0001018	Pray.g_00209	Syaq.g_01546
OG0001019	Pray.g_00200	Syaq.g_01524
OG0001020	Pray.g_00199	Syaq.g_01510
OG0001021	Pray.g_00198	Syaq.g_01506
OG0001022	Pray.g_00195	Syaq.g_01501
OG0001023	Pray.g_00194	Syaq.g_01500
OG0001024	Pray.g_00191	Syaq.g_01496
OG0001025	Pray.g_00185	Syaq.g_01490
OG0001026	Pray.g_00178	Syaq.g_01477
OG0001027	Pray.g_00177	Syaq.g_01474
OG0001028	Pray.g_00175	Syaq.g_01472
OG0001029	Pray.g_00174	Syaq.g_01470
OG0001030	Pray.g_00159	Syaq.g_01450
OG0001031	Pray.g_00667	Syaq.g_01378
OG0001032	Pray.g_00668	Syaq.g_01376
OG0001033	Pray.g_00689	Syaq.g_01344
OG0001034	Pray.g_00717	Syaq.g_01579
OG0001035	Pray.g_00735	Syaq.g_00726
OG0001036	Pray.g_00739	Syaq.g_00731
OG0001037	Pray.g_00740	Syaq.g_00733
OG0001038	Pray.g_00757	Syaq.g_00761
OG0001039	Pray.g_00760	Syaq.g_00764
OG0001040	Pray.g_00762	Syaq.g_00767
OG0001041	Pray.g_00766	Syaq.g_00772
OG0001042	Pray.g_00782	Syaq.g_00858
OG0001044	Pray.g_00811	Syaq.g_00560
OG0001045	Pray.g_00820	Syaq.g_00547
OG0001046	Pray.g_00857	Syaq.g_02509
OG0001047	Pray.g_00929	Syaq.g_00498
OG0001048	Pray.g_00930	Syaq.g_00497
OG0001049	Pray.g_00932	Syaq.g_00494
OG0001050	Pray.g_00933	Syaq.g_00493
OG0001051	Pray.g_00934	Syaq.g_00492
OG0001052	Pray.g_00961	Syaq.g_00446
OG0001053	Pray.g_00973	Syaq.g_01775
OG0001054	Pray.g_00989	Syaq.g_01794
OG0001055	Pray.g_01008	Syaq.g_01815
OG0001056	Pray.g_01225	Syaq.g_01843
OG0001057	Pray.g_01220	Syaq.g_00334
OG0001058	Pray.g_01212	Syaq.g_01931
OG0001059	Pray.g_01208	Syaq.g_01935
OG0001060	Pray.g_01201	Syaq.g_01941
OG0001061	Pray.g_01188	Syaq.g_01961
OG0001062	Pray.g_01186	Syaq.g_01963
OG0001063	Pray.g_01184	Syaq.g_01968
OG0001064	Pray.g_01183	Syaq.g_01969
OG0001065	Pray.g_01182	Syaq.g_01970
OG0001066	Pray.g_01181	Syaq.g_01971
OG0001067	Pray.g_01180	Syaq.g_01972
OG0001068	Pray.g_01179	Syaq.g_01973
OG0001069	Pray.g_01178	Syaq.g_01974
OG0001070	Pray.g_01175	Syaq.g_01978
OG0001071	Pray.g_01174	Syaq.g_01979
OG0001072	Pray.g_01173	Syaq.g_01983
OG0001073	Pray.g_01159	Syaq.g_01998
OG0001074	Pray.g_01148	Syaq.g_02132
OG0001075	Pray.g_01147	Syaq.g_02025
OG0001076	Pray.g_01139	Syaq.g_02060
OG0001077	Pray.g_01135	Syaq.g_02071
OG0001078	Pray.g_01127	Syaq.g_02083
OG0001079	Pray.g_01116	Syaq.g_02100
OG0001080	Pray.g_01110	Syaq.g_02161
OG0001081	Pray.g_01108	Syaq.g_02232
OG0001082	Pray.g_01107	Syaq.g_02233
OG0001083	Pray.g_01102	Syaq.g_02240
OG0001084	Pray.g_01101	Syaq.g_02241
OG0001085	Pray.g_01093	Syaq.g_02251
OG0001086	Pray.g_01092	Syaq.g_02253
OG0001087	Pray.g_01075	Syaq.g_02574
OG0001088	Pray.g_01074	Syaq.g_02576
OG0001089	Pray.g_01066	Syaq.g_02604
OG0001090	Pray.g_01039	Syaq.g_00024
OG0001091	Pray.g_01037	Syaq.g_00027
OG0001092	Pray.g_01036	Syaq.g_00029
OG0001093	Pray.g_01031	Syaq.g_00035
OG0001094	Pray.g_00342	Syaq.g_02334
OG0001095	Pray.g_00361	Syaq.g_02354
OG0001096	Pray.g_00374	Syaq.g_02370
OG0001097	Pray.g_00393	Syaq.g_02393
OG0001098	Pray.g_00408	Syaq.g_02415
OG0001099	Pray.g_00440	Syaq.g_01471
OG0001100	Pray.g_00444	Syaq.g_02262
OG0001101	Pray.g_00446	Syaq.g_02263
OG0001102	Pray.g_00449	Syaq.g_02266
OG0001103	Pray.g_00451	Syaq.g_02268
OG0001104	Pray.g_00474	Syaq.g_02316
OG0001105	Pray.g_00478	Syaq.g_02320
OG0001106	Pray.g_00502	Syaq.g_02471
OG0001108	Pray.g_00513	Syaq.g_02491
OG0001109	Pray.g_00514	Syaq.g_02493
OG0001110	Pray.g_00516	Syaq.g_02495
OG0001111	Pray.g_00517	Syaq.g_02497
OG0001112	Pray.g_00518	Syaq.g_02499
OG0001113	Pray.g_00519	Syaq.g_02539
OG0001114	Pray.g_00520	Syaq.g_02500
OG0001115	Pray.g_00522	Syaq.g_02504
OG0001116	Pray.g_00523	Syaq.g_02506
OG0001117	Pray.g_00524	Syaq.g_02507
OG0001118	Pray.g_00525	Syaq.g_02508
OG0001119	Pray.g_00526	Syaq.g_02510
OG0001120	Pray.g_00528	Syaq.g_02514
OG0001121	Pray.g_00099, Pray.g_00531	Syaq.g_01919
OG0001122	Pray.g_00556	Syaq.g_00069
OG0001123	Pray.g_00560	Syaq.g_00061
OG0001124	Pray.g_00562	Syaq.g_00060
OG0001125	Pray.g_00563	Syaq.g_00058
OG0001126	Pray.g_00573	Syaq.g_02693
OG0001127	Pray.g_00574	Syaq.g_02692
OG0001128	Pray.g_00576	Syaq.g_02689
OG0001129	Pray.g_00577	Syaq.g_02687
OG0001130	Pray.g_00578	Syaq.g_02686
OG0001131	Pray.g_00614	Syaq.g_02284
OG0001132	Pray.g_00623	Syaq.g_01872
OG0001133	Pray.g_00112	Syaq.g_02063
OG0001134	Pray.g_00097	Syaq.g_02213
OG0001136	Pray.g_00067	Syaq.g_00252
OG0001137	Pray.g_00055	Syaq.g_00228
OG0001138	Pray.g_00037	Syaq.g_00196
OG0001139	Pray.g_00036	Syaq.g_00194
OG0001140	Pray.g_00035	Syaq.g_00193
OG0001141	Pray.g_00034	Syaq.g_00192
OG0001142	Pray.g_00033	Syaq.g_00191
OG0001143	Pray.g_00026	Syaq.g_00182
OG0001144	Pray.g_00021	Syaq.g_00166
