Orthogroup	Pray	Syal
OG0000589	Pray.g_01142	Syal.g_02714
OG0000590	Pray.g_01141	Syal.g_02713
OG0000591	Pray.g_01138	Syal.g_02707
OG0000592	Pray.g_01137	Syal.g_02706
OG0000593	Pray.g_01131	Syal.g_02640
OG0000594	Pray.g_01130	Syal.g_02639
OG0000595	Pray.g_01129	Syal.g_02638
OG0000596	Pray.g_01125	Syal.g_02633
OG0000597	Pray.g_01123	Syal.g_02630
OG0000598	Pray.g_01122	Syal.g_02629
OG0000599	Pray.g_01119	Syal.g_02622
OG0000600	Pray.g_01118	Syal.g_02621
OG0000601	Pray.g_01117	Syal.g_02620
OG0000602	Pray.g_01115	Syal.g_02615
OG0000603	Pray.g_01114	Syal.g_02614
OG0000604	Pray.g_01113	Syal.g_02612
OG0000605	Pray.g_01112	Syal.g_02516
OG0000606	Pray.g_01109	Syal.g_02174
OG0000607	Pray.g_01106	Syal.g_02177
OG0000608	Pray.g_01105	Syal.g_02178
OG0000609	Pray.g_01104	Syal.g_02180
OG0000610	Pray.g_01099	Syal.g_02198
OG0000611	Pray.g_01096	Syal.g_02201
OG0000612	Pray.g_01095	Syal.g_02202
OG0000613	Pray.g_01090	Syal.g_01325
OG0000614	Pray.g_01071	Syal.g_01794
OG0000615	Pray.g_01063	Syal.g_02256
OG0000616	Pray.g_01059	Syal.g_00079
OG0000617	Pray.g_01034	Syal.g_01866
OG0000618	Pray.g_01033	Syal.g_01867
OG0000619	Pray.g_01032	Syal.g_02417
OG0000620	Pray.g_01029	Syal.g_02422
OG0000621	Pray.g_01028	Syal.g_02423
OG0000622	Pray.g_01027	Syal.g_02424
OG0000623	Pray.g_01026	Syal.g_02425
OG0000624	Pray.g_01025	Syal.g_02427
OG0000625	Pray.g_00269	Syal.g_02428
OG0000626	Pray.g_00270	Syal.g_02429
OG0000627	Pray.g_00271	Syal.g_02048
OG0000628	Pray.g_00272	Syal.g_02047
OG0000629	Pray.g_00273	Syal.g_02044
OG0000630	Pray.g_00276	Syal.g_02040
OG0000631	Pray.g_00339	Syal.g_02031
OG0000632	Pray.g_00340	Syal.g_02030
OG0000633	Pray.g_00341	Syal.g_02029
OG0000634	Pray.g_00344	Syal.g_02410
OG0000635	Pray.g_00345	Syal.g_02411
OG0000636	Pray.g_00347	Syal.g_02413
OG0000637	Pray.g_00349	Syal.g_02415
OG0000638	Pray.g_00350	Syal.g_02416
OG0000639	Pray.g_00351	Syal.g_01868
OG0000640	Pray.g_00352	Syal.g_01869
OG0000641	Pray.g_00356	Syal.g_01873
OG0000642	Pray.g_00357	Syal.g_01874
OG0000643	Pray.g_00358	Syal.g_01875
OG0000644	Pray.g_00359	Syal.g_01876
OG0000645	Pray.g_00360	Syal.g_01878
OG0000646	Pray.g_00362	Syal.g_01881
OG0000647	Pray.g_00363	Syal.g_01883
OG0000648	Pray.g_00365	Syal.g_02438
OG0000649	Pray.g_00366	Syal.g_02439
OG0000650	Pray.g_00367	Syal.g_02440
OG0000651	Pray.g_00368	Syal.g_02441
OG0000652	Pray.g_00369	Syal.g_02442
OG0000653	Pray.g_00371	Syal.g_02444
OG0000654	Pray.g_00372	Syal.g_02445
OG0000655	Pray.g_00373	Syal.g_02446
OG0000656	Pray.g_00376	Syal.g_02449
OG0000657	Pray.g_00384	Syal.g_02460
OG0000658	Pray.g_00385	Syal.g_02465
OG0000659	Pray.g_00386	Syal.g_02466
OG0000660	Pray.g_00390	Syal.g_02470
OG0000661	Pray.g_00392	Syal.g_02472
OG0000662	Pray.g_00394	Syal.g_02474
OG0000663	Pray.g_00396	Syal.g_02477
OG0000664	Pray.g_00397	Syal.g_02478
OG0000665	Pray.g_00401	Syal.g_02593
OG0000666	Pray.g_00402	Syal.g_02605
OG0000667	Pray.g_00406	Syal.g_02192
OG0000668	Pray.g_00436	Syal.g_01920
OG0000669	Pray.g_00443	Syal.g_02295
OG0000670	Pray.g_00445	Syal.g_02956
OG0000671	Pray.g_00447	Syal.g_02291
OG0000672	Pray.g_00450	Syal.g_02288
OG0000673	Pray.g_00453	Syal.g_02285
OG0000674	Pray.g_00455	Syal.g_02283
OG0000675	Pray.g_00456	Syal.g_02282
OG0000676	Pray.g_00458	Syal.g_02272
OG0000677	Pray.g_00459	Syal.g_02271
OG0000678	Pray.g_00461	Syal.g_02264
OG0000679	Pray.g_00465	Syal.g_02252
OG0000680	Pray.g_00466	Syal.g_02251
OG0000681	Pray.g_00469	Syal.g_02248
OG0000682	Pray.g_00470	Syal.g_02247
OG0000683	Pray.g_00471	Syal.g_02246
OG0000684	Pray.g_00473	Syal.g_02242
OG0000685	Pray.g_00475	Syal.g_02240
OG0000686	Pray.g_00476	Syal.g_02239
OG0000687	Pray.g_00477	Syal.g_02237
OG0000688	Pray.g_00480	Syal.g_02225
OG0000689	Pray.g_00481	Syal.g_02223
OG0000690	Pray.g_00482	Syal.g_02222
OG0000691	Pray.g_00483	Syal.g_02221
OG0000692	Pray.g_00485	Syal.g_02220
OG0000693	Pray.g_00486	Syal.g_02218
OG0000694	Pray.g_00487	Syal.g_02217
OG0000695	Pray.g_00489	Syal.g_02027
OG0000696	Pray.g_00490	Syal.g_02026
OG0000697	Pray.g_00491	Syal.g_02025
OG0000698	Pray.g_00494	Syal.g_02022
OG0000699	Pray.g_00495	Syal.g_02021
OG0000700	Pray.g_00496	Syal.g_02020
OG0000701	Pray.g_00497	Syal.g_02019
OG0000702	Pray.g_00499	Syal.g_02011
OG0000703	Pray.g_00500	Syal.g_02010
OG0000704	Pray.g_00501	Syal.g_02008
OG0000705	Pray.g_00505	Syal.g_01999
OG0000706	Pray.g_00506	Syal.g_01998
OG0000707	Pray.g_00507	Syal.g_01997
OG0000708	Pray.g_00508	Syal.g_01994
OG0000709	Pray.g_00512	Syal.g_01986
OG0000710	Pray.g_00515	Syal.g_01982
OG0000711	Pray.g_00532	Syal.g_01954
OG0000712	Pray.g_00534	Syal.g_01952
OG0000713	Pray.g_00535	Syal.g_01951
OG0000714	Pray.g_00536	Syal.g_01948
OG0000715	Pray.g_00538	Syal.g_01934
OG0000716	Pray.g_00540	Syal.g_01930
OG0000717	Pray.g_00541	Syal.g_01929
OG0000718	Pray.g_00553	Syal.g_01925
OG0000719	Pray.g_00555	Syal.g_01922
OG0000720	Pray.g_00564	Syal.g_01908
OG0000721	Pray.g_00566	Syal.g_01906
OG0000722	Pray.g_00567	Syal.g_01905
OG0000723	Pray.g_00570	Syal.g_02433
OG0000724	Pray.g_00579	Syal.g_01829
OG0000725	Pray.g_00585	Syal.g_01820
OG0000726	Pray.g_00586	Syal.g_01819
OG0000727	Pray.g_00587	Syal.g_01818
OG0000728	Pray.g_00589	Syal.g_01816
OG0000729	Pray.g_00634	Syal.g_01510
OG0000730	Pray.g_00132	Syal.g_00345
OG0000731	Pray.g_00128	Syal.g_00356
OG0000732	Pray.g_00118	Syal.g_00149
OG0000733	Pray.g_00096	Syal.g_01105
OG0000734	Pray.g_00079	Syal.g_00828
OG0000735	Pray.g_00077	Syal.g_01627
OG0000736	Pray.g_00076	Syal.g_01628
OG0000737	Pray.g_00075	Syal.g_01629
OG0000738	Pray.g_00071	Syal.g_01634
OG0000739	Pray.g_00070	Syal.g_01645
OG0000740	Pray.g_00069	Syal.g_01646
OG0000741	Pray.g_00068	Syal.g_01649
OG0000742	Pray.g_00065	Syal.g_01652
OG0000743	Pray.g_00063	Syal.g_01654
OG0000744	Pray.g_00062	Syal.g_01655
OG0000745	Pray.g_00060	Syal.g_01657
OG0000746	Pray.g_00058	Syal.g_01659
OG0000747	Pray.g_00057	Syal.g_01660
OG0000748	Pray.g_00054	Syal.g_01674
OG0000749	Pray.g_00053	Syal.g_01675
OG0000750	Pray.g_00052	Syal.g_01676
OG0000751	Pray.g_00050	Syal.g_01688
OG0000752	Pray.g_00048	Syal.g_01690
OG0000753	Pray.g_00045	Syal.g_01693
OG0000754	Pray.g_00042	Syal.g_01698
OG0000755	Pray.g_00039	Syal.g_01707
OG0000756	Pray.g_00038	Syal.g_01708
OG0000757	Pray.g_00032	Syal.g_01715
OG0000758	Pray.g_00031	Syal.g_01716
OG0000759	Pray.g_00030	Syal.g_01717
OG0000760	Pray.g_00029	Syal.g_01718
OG0000761	Pray.g_00028	Syal.g_01719
OG0000762	Pray.g_00027	Syal.g_01721
OG0000763	Pray.g_00025	Syal.g_01723
OG0000764	Pray.g_00024	Syal.g_01724
OG0000765	Pray.g_00015	Syal.g_01768
OG0000766	Pray.g_00014	Syal.g_01767
OG0000767	Pray.g_00012	Syal.g_01765
OG0000768	Pray.g_00011	Syal.g_01764
OG0000769	Pray.g_00009	Syal.g_01762
OG0000770	Pray.g_00007	Syal.g_01758
OG0000771	Pray.g_00250	Syal.g_01835
OG0000772	Pray.g_01895	Syal.g_01641
OG0000773	Pray.g_01879	Syal.g_01618
OG0000774	Pray.g_01877	Syal.g_01610
OG0000775	Pray.g_01875	Syal.g_01608
OG0000776	Pray.g_01874	Syal.g_01607
OG0000777	Pray.g_01873	Syal.g_01606
OG0000778	Pray.g_01872	Syal.g_01605
OG0000779	Pray.g_01868	Syal.g_01599
OG0000780	Pray.g_01867	Syal.g_01594
OG0000781	Pray.g_01864	Syal.g_01590
OG0000782	Pray.g_01863	Syal.g_01589
OG0000783	Pray.g_01862	Syal.g_01588
OG0000784	Pray.g_01861	Syal.g_01587
OG0000785	Pray.g_01859	Syal.g_01585
OG0000786	Pray.g_01857	Syal.g_01579
OG0000787	Pray.g_01856	Syal.g_01578
OG0000788	Pray.g_01842	Syal.g_02619
OG0000789	Pray.g_01839	Syal.g_02598
OG0000790	Pray.g_01824	Syal.g_02883
OG0000791	Pray.g_01822	Syal.g_02882
OG0000792	Pray.g_01821	Syal.g_02881
OG0000793	Pray.g_01818	Syal.g_02876
OG0000794	Pray.g_01817	Syal.g_02875
OG0000795	Pray.g_01816	Syal.g_02874
OG0000796	Pray.g_01812	Syal.g_02870
OG0000797	Pray.g_01811	Syal.g_02869
OG0000798	Pray.g_01799	Syal.g_01372
OG0000799	Pray.g_01740	Syal.g_01547
OG0000800	Pray.g_01739	Syal.g_01542
OG0000801	Pray.g_01738	Syal.g_01541
OG0000802	Pray.g_01736	Syal.g_01536
OG0000803	Pray.g_01734	Syal.g_00040
OG0000804	Pray.g_01733	Syal.g_00036
OG0000805	Pray.g_01731	Syal.g_00030
OG0000806	Pray.g_01729	Syal.g_00028
OG0000807	Pray.g_01728	Syal.g_00026
OG0000808	Pray.g_01727	Syal.g_00025
OG0000809	Pray.g_01724	Syal.g_00022
OG0000810	Pray.g_01723	Syal.g_00021
OG0000811	Pray.g_01719	Syal.g_00380
OG0000812	Pray.g_01717	Syal.g_00382
OG0000813	Pray.g_01716	Syal.g_00383
OG0000814	Pray.g_01714	Syal.g_00385
OG0000815	Pray.g_01713	Syal.g_00391
OG0000816	Pray.g_01711	Syal.g_00393
OG0000817	Pray.g_01710	Syal.g_00394
OG0000818	Pray.g_01705	Syal.g_00401
OG0000819	Pray.g_01704	Syal.g_00402
OG0000820	Pray.g_01703	Syal.g_00403
OG0000821	Pray.g_01699	Syal.g_00409
OG0000822	Pray.g_01698	Syal.g_00411
OG0000823	Pray.g_01697	Syal.g_00412
OG0000824	Pray.g_01694	Syal.g_00417
OG0000825	Pray.g_01693	Syal.g_00418
OG0000826	Pray.g_01692	Syal.g_00419
OG0000827	Pray.g_01691	Syal.g_00420
OG0000828	Pray.g_01688	Syal.g_00423
OG0000829	Pray.g_01687	Syal.g_00424
OG0000830	Pray.g_01686	Syal.g_00425
OG0000831	Pray.g_01684	Syal.g_00427
OG0000832	Pray.g_01678	Syal.g_02967
OG0000833	Pray.g_01670	Syal.g_02976
OG0000834	Pray.g_01669	Syal.g_02979
OG0000835	Pray.g_01668	Syal.g_02980
OG0000836	Pray.g_01667	Syal.g_02983
OG0000837	Pray.g_01666	Syal.g_02984
OG0000838	Pray.g_01664	Syal.g_02988
OG0000839	Pray.g_01663	Syal.g_02989
OG0000840	Pray.g_01662	Syal.g_02990
OG0000841	Pray.g_01661	Syal.g_02991
OG0000842	Pray.g_01660	Syal.g_02992
OG0000843	Pray.g_01659	Syal.g_02993
OG0000844	Pray.g_01658	Syal.g_02995
OG0000845	Pray.g_01657	Syal.g_02996
OG0000846	Pray.g_01656	Syal.g_02997
OG0000847	Pray.g_01655	Syal.g_02998
OG0000848	Pray.g_01654	Syal.g_03000
OG0000849	Pray.g_01653	Syal.g_03001
OG0000850	Pray.g_01651	Syal.g_03008
OG0000851	Pray.g_01650	Syal.g_00561
OG0000852	Pray.g_01649	Syal.g_00562
OG0000853	Pray.g_01645	Syal.g_00566
OG0000854	Pray.g_01643	Syal.g_00568
OG0000855	Pray.g_01642	Syal.g_00569
OG0000856	Pray.g_01627	Syal.g_02704
OG0000857	Pray.g_01600	Syal.g_01882
OG0000858	Pray.g_01565	Syal.g_00576
OG0000859	Pray.g_01564	Syal.g_00577
OG0000860	Pray.g_01557	Syal.g_00589
OG0000861	Pray.g_01556	Syal.g_00590
OG0000862	Pray.g_01555	Syal.g_00591
OG0000863	Pray.g_01553	Syal.g_00594
OG0000864	Pray.g_01552	Syal.g_00595
OG0000865	Pray.g_01551	Syal.g_00596
OG0000866	Pray.g_01550	Syal.g_00597
OG0000867	Pray.g_01549	Syal.g_00598
OG0000868	Pray.g_01548	Syal.g_00604
OG0000869	Pray.g_01544	Syal.g_00609
OG0000870	Pray.g_01539	Syal.g_00614
OG0000871	Pray.g_01538	Syal.g_00615
OG0000872	Pray.g_01537	Syal.g_00621
OG0000873	Pray.g_01534	Syal.g_00624
OG0000874	Pray.g_01531	Syal.g_00627
OG0000875	Pray.g_01530	Syal.g_00629
OG0000876	Pray.g_01529	Syal.g_00631
OG0000877	Pray.g_01527	Syal.g_00633
OG0000878	Pray.g_01526	Syal.g_00634
OG0000879	Pray.g_01525	Syal.g_00635
OG0000880	Pray.g_01524	Syal.g_00636
OG0000881	Pray.g_01520	Syal.g_00641
OG0000882	Pray.g_01515	Syal.g_00646
OG0000883	Pray.g_01513	Syal.g_00648
OG0000884	Pray.g_01512	Syal.g_00650
OG0000885	Pray.g_01511	Syal.g_00651
OG0000886	Pray.g_01510	Syal.g_00652
OG0000887	Pray.g_01509	Syal.g_00653
OG0000888	Pray.g_01507	Syal.g_00655
OG0000889	Pray.g_01505	Syal.g_00657
OG0000890	Pray.g_01504	Syal.g_00663
OG0000891	Pray.g_01503	Syal.g_00664
OG0000892	Pray.g_01229	Syal.g_00668
OG0000893	Pray.g_01234	Syal.g_00193
OG0000894	Pray.g_01236	Syal.g_00196
OG0000895	Pray.g_01239	Syal.g_00200
OG0000896	Pray.g_01240	Syal.g_00201
OG0000897	Pray.g_01242	Syal.g_00203
OG0000898	Pray.g_01243	Syal.g_00204
OG0000899	Pray.g_01244	Syal.g_00205
OG0000900	Pray.g_01245	Syal.g_00206
OG0000901	Pray.g_01248	Syal.g_00211
OG0000902	Pray.g_01250	Syal.g_00213
OG0000903	Pray.g_01253	Syal.g_00227
OG0000904	Pray.g_01255	Syal.g_00222
OG0000905	Pray.g_01260	Syal.g_00217
OG0000906	Pray.g_01261	Syal.g_00215
OG0000907	Pray.g_01264	Syal.g_00229
OG0000908	Pray.g_01267	Syal.g_00232
OG0000909	Pray.g_01268	Syal.g_00233
OG0000910	Pray.g_01269	Syal.g_00234
OG0000911	Pray.g_01271	Syal.g_00237
OG0000912	Pray.g_01272	Syal.g_00238
OG0000913	Pray.g_01273	Syal.g_00239
OG0000914	Pray.g_01274	Syal.g_00240
OG0000915	Pray.g_01275	Syal.g_00241
OG0000916	Pray.g_01276	Syal.g_00242
OG0000917	Pray.g_01277	Syal.g_00243
OG0000918	Pray.g_01278	Syal.g_00244
OG0000919	Pray.g_01279	Syal.g_00245
OG0000920	Pray.g_01280	Syal.g_00246
OG0000921	Pray.g_01281	Syal.g_00247
OG0000922	Pray.g_01282	Syal.g_00248
OG0000923	Pray.g_01286	Syal.g_00252
OG0000924	Pray.g_01287	Syal.g_00253
OG0000925	Pray.g_01288	Syal.g_00254
OG0000926	Pray.g_01289	Syal.g_00255
OG0000927	Pray.g_01291	Syal.g_00257
OG0000928	Pray.g_01292	Syal.g_00258
OG0000929	Pray.g_01293	Syal.g_00259
OG0000930	Pray.g_01294	Syal.g_00260
OG0000931	Pray.g_01295	Syal.g_00261
OG0000932	Pray.g_01296	Syal.g_00262
OG0000933	Pray.g_01300	Syal.g_00268
OG0000934	Pray.g_01302	Syal.g_00270
OG0000935	Pray.g_01303	Syal.g_00271
OG0000936	Pray.g_01304	Syal.g_00272
OG0000937	Pray.g_01305	Syal.g_00273
OG0000938	Pray.g_01307	Syal.g_00276
OG0000939	Pray.g_01308	Syal.g_00277
OG0000940	Pray.g_01315	Syal.g_00285
OG0000941	Pray.g_01317	Syal.g_00287
OG0000942	Pray.g_01319	Syal.g_00289
OG0000943	Pray.g_01320	Syal.g_00290
OG0000944	Pray.g_01321	Syal.g_00292
OG0000945	Pray.g_01322	Syal.g_00294
OG0000946	Pray.g_01327	Syal.g_00301
OG0000947	Pray.g_01329	Syal.g_00304
OG0000948	Pray.g_01330	Syal.g_00305
OG0000949	Pray.g_01333	Syal.g_01341
OG0000950	Pray.g_01338	Syal.g_01348
OG0000951	Pray.g_01342	Syal.g_01353
OG0000952	Pray.g_01346	Syal.g_01363
OG0000953	Pray.g_01349	Syal.g_01435
OG0000954	Pray.g_01353	Syal.g_01443
OG0000955	Pray.g_01354	Syal.g_01444
OG0000956	Pray.g_01356	Syal.g_01446
OG0000957	Pray.g_01362	Syal.g_01457
OG0000958	Pray.g_01363	Syal.g_01458
OG0000959	Pray.g_01367	Syal.g_01482
OG0000960	Pray.g_01368	Syal.g_01483
OG0000961	Pray.g_01370	Syal.g_01507
OG0000962	Pray.g_01372	Syal.g_01509
OG0000963	Pray.g_01376	Syal.g_01514
OG0000964	Pray.g_01377	Syal.g_01515
OG0000965	Pray.g_01378	Syal.g_01516
OG0000966	Pray.g_01385	Syal.g_00176
OG0000967	Pray.g_01390	Syal.g_00171
OG0000968	Pray.g_01392	Syal.g_00169
OG0000969	Pray.g_01393	Syal.g_00167
OG0000970	Pray.g_01394	Syal.g_00166
OG0000971	Pray.g_01395	Syal.g_00164
OG0000972	Pray.g_01396	Syal.g_00163
OG0000973	Pray.g_01397	Syal.g_00162
OG0000974	Pray.g_01398	Syal.g_00161
OG0000975	Pray.g_01399	Syal.g_00160
OG0000976	Pray.g_01400	Syal.g_00159
OG0000977	Pray.g_01401	Syal.g_00157
OG0000978	Pray.g_01402	Syal.g_00156
OG0000979	Pray.g_01405	Syal.g_00153
OG0000980	Pray.g_01407	Syal.g_00150
OG0000981	Pray.g_01409	Syal.g_00147
OG0000982	Pray.g_01411	Syal.g_01068
OG0000983	Pray.g_01412	Syal.g_01069
OG0000984	Pray.g_01413	Syal.g_01070
OG0000985	Pray.g_01416	Syal.g_01074
OG0000986	Pray.g_01418	Syal.g_01076
OG0000987	Pray.g_01419	Syal.g_01080
OG0000988	Pray.g_01422	Syal.g_01086
OG0000989	Pray.g_01426	Syal.g_01098
OG0000990	Pray.g_01429	Syal.g_01118
OG0000991	Pray.g_01430	Syal.g_01120
OG0000992	Pray.g_01432	Syal.g_01122
OG0000993	Pray.g_01433	Syal.g_01123
OG0000994	Pray.g_01434	Syal.g_01127
OG0000995	Pray.g_01438	Syal.g_01132
OG0000996	Pray.g_01439	Syal.g_01162
OG0000997	Pray.g_01440	Syal.g_01171
OG0000998	Pray.g_01442	Syal.g_01173
OG0000999	Pray.g_01443	Syal.g_01174
OG0001000	Pray.g_01446	Syal.g_01177
OG0001001	Pray.g_01448	Syal.g_01182
OG0001002	Pray.g_01452	Syal.g_00082
OG0001003	Pray.g_01453	Syal.g_00084
OG0001004	Pray.g_01454	Syal.g_00085
OG0001005	Pray.g_01455	Syal.g_00087
OG0001006	Pray.g_01459	Syal.g_00094
OG0001007	Pray.g_01461	Syal.g_00096
OG0001008	Pray.g_00927	Syal.g_00524
OG0001009	Pray.g_01489	Syal.g_00129
OG0001010	Pray.g_01490	Syal.g_00130
OG0001011	Pray.g_01491	Syal.g_00131
OG0001012	Pray.g_00240	Syal.g_01064
OG0001013	Pray.g_00235	Syal.g_01026
OG0001014	Pray.g_00232	Syal.g_01022
OG0001015	Pray.g_00231	Syal.g_01021
OG0001016	Pray.g_00216	Syal.g_00756
OG0001017	Pray.g_00212	Syal.g_00762
OG0001018	Pray.g_00209	Syal.g_00764
OG0001019	Pray.g_00200	Syal.g_00785
OG0001020	Pray.g_00199	Syal.g_00796
OG0001021	Pray.g_00198	Syal.g_00800
OG0001022	Pray.g_00195	Syal.g_00805
OG0001023	Pray.g_00194	Syal.g_00806
OG0001024	Pray.g_00191	Syal.g_00810
OG0001025	Pray.g_00185	Syal.g_00817
OG0001026	Pray.g_00178	Syal.g_00830
OG0001027	Pray.g_00177	Syal.g_00834
OG0001028	Pray.g_00175	Syal.g_00836
OG0001029	Pray.g_00174	Syal.g_00838
OG0001030	Pray.g_00159	Syal.g_00860
OG0001031	Pray.g_00667	Syal.g_00936
OG0001032	Pray.g_00668	Syal.g_00938
OG0001033	Pray.g_00689	Syal.g_00972
OG0001034	Pray.g_00717	Syal.g_00684
OG0001035	Pray.g_00735	Syal.g_01226
OG0001036	Pray.g_00739	Syal.g_01231
OG0001037	Pray.g_00740	Syal.g_01233
OG0001038	Pray.g_00757	Syal.g_01261
OG0001039	Pray.g_00760	Syal.g_01264
OG0001040	Pray.g_00762	Syal.g_01267
OG0001041	Pray.g_00766	Syal.g_01272
OG0001042	Pray.g_00782	Syal.g_01300
OG0001043	Pray.g_00783	Syal.g_01304
OG0001044	Pray.g_00811	Syal.g_00346
OG0001045	Pray.g_00820	Syal.g_00359
OG0001046	Pray.g_00857	Syal.g_01967
OG0001047	Pray.g_00929	Syal.g_00522
OG0001048	Pray.g_00930	Syal.g_00521
OG0001049	Pray.g_00932	Syal.g_00518
OG0001050	Pray.g_00933	Syal.g_00517
OG0001051	Pray.g_00934	Syal.g_00516
OG0001052	Pray.g_00961	Syal.g_00467
OG0001053	Pray.g_00973	Syal.g_02900
OG0001054	Pray.g_00989	Syal.g_02919
OG0001055	Pray.g_01008	Syal.g_02940
OG0001056	Pray.g_01225	Syal.g_02833
OG0001057	Pray.g_01220	Syal.g_01574
OG0001058	Pray.g_01212	Syal.g_02812
OG0001059	Pray.g_01208	Syal.g_02808
OG0001060	Pray.g_01201	Syal.g_02801
OG0001061	Pray.g_01188	Syal.g_02783
OG0001062	Pray.g_01186	Syal.g_02781
OG0001063	Pray.g_01184	Syal.g_02776
OG0001064	Pray.g_01183	Syal.g_02775
OG0001065	Pray.g_01182	Syal.g_02774
OG0001066	Pray.g_01181	Syal.g_02773
OG0001067	Pray.g_01180	Syal.g_02772
OG0001068	Pray.g_01179	Syal.g_02771
OG0001069	Pray.g_01178	Syal.g_02770
OG0001070	Pray.g_01175	Syal.g_02766
OG0001071	Pray.g_01174	Syal.g_02765
OG0001072	Pray.g_01173	Syal.g_02761
OG0001073	Pray.g_01159	Syal.g_02746
OG0001074	Pray.g_01148	Syal.g_02575
OG0001075	Pray.g_01147	Syal.g_02726
OG0001076	Pray.g_01139	Syal.g_02712
OG0001077	Pray.g_01135	Syal.g_02702
OG0001078	Pray.g_01127	Syal.g_02635
OG0001079	Pray.g_01116	Syal.g_02618
OG0001080	Pray.g_01110	Syal.g_02514
OG0001081	Pray.g_01108	Syal.g_02175
OG0001082	Pray.g_01107	Syal.g_02176
OG0001083	Pray.g_01102	Syal.g_02184
OG0001084	Pray.g_01101	Syal.g_02187
OG0001085	Pray.g_01093	Syal.g_02206
OG0001086	Pray.g_01092	Syal.g_02208
OG0001087	Pray.g_01075	Syal.g_01782
OG0001088	Pray.g_01074	Syal.g_01785
OG0001089	Pray.g_01066	Syal.g_01811
OG0001090	Pray.g_01039	Syal.g_01859
OG0001091	Pray.g_01037	Syal.g_01862
OG0001092	Pray.g_01036	Syal.g_01864
OG0001093	Pray.g_01031	Syal.g_02419
OG0001094	Pray.g_00342	Syal.g_02216
OG0001095	Pray.g_00361	Syal.g_01879
OG0001096	Pray.g_00374	Syal.g_02447
OG0001097	Pray.g_00393	Syal.g_02473
OG0001098	Pray.g_00408	Syal.g_02083
OG0001099	Pray.g_00440	Syal.g_00837
OG0001100	Pray.g_00444	Syal.g_02293
OG0001101	Pray.g_00446	Syal.g_02292
OG0001102	Pray.g_00449	Syal.g_02289
OG0001103	Pray.g_00451	Syal.g_02287
OG0001104	Pray.g_00474	Syal.g_02241
OG0001105	Pray.g_00478	Syal.g_02236
OG0001106	Pray.g_00502	Syal.g_02007
OG0001107	Pray.g_00509	Syal.g_01993
OG0001108	Pray.g_00513	Syal.g_01985
OG0001109	Pray.g_00514	Syal.g_01983
OG0001110	Pray.g_00516	Syal.g_01981
OG0001111	Pray.g_00517	Syal.g_01979
OG0001112	Pray.g_00518	Syal.g_01977
OG0001113	Pray.g_00519	Syal.g_02244
OG0001114	Pray.g_00520	Syal.g_01976
OG0001115	Pray.g_00522	Syal.g_01972
OG0001116	Pray.g_00523	Syal.g_01970
OG0001117	Pray.g_00524	Syal.g_01969
OG0001118	Pray.g_00525	Syal.g_01968
OG0001119	Pray.g_00526	Syal.g_01966
OG0001120	Pray.g_00528	Syal.g_01962
OG0001121	Pray.g_00099, Pray.g_00531	Syal.g_02960
OG0001122	Pray.g_00556	Syal.g_01921
OG0001123	Pray.g_00560	Syal.g_01913
OG0001124	Pray.g_00562	Syal.g_01911
OG0001125	Pray.g_00563	Syal.g_01909
OG0001126	Pray.g_00573	Syal.g_01837
OG0001127	Pray.g_00574	Syal.g_01836
OG0001128	Pray.g_00576	Syal.g_01833
OG0001129	Pray.g_00577	Syal.g_01831
OG0001130	Pray.g_00578	Syal.g_01830
OG0001131	Pray.g_00614	Syal.g_02260
OG0001132	Pray.g_00623	Syal.g_02553
OG0001133	Pray.g_00112	Syal.g_02710
OG0001134	Pray.g_00097	Syal.g_02506
OG0001136	Pray.g_00067	Syal.g_01650
OG0001137	Pray.g_00055	Syal.g_01673
OG0001138	Pray.g_00037	Syal.g_01709
OG0001139	Pray.g_00036	Syal.g_01711
OG0001140	Pray.g_00035	Syal.g_01712
OG0001141	Pray.g_00034	Syal.g_01713
OG0001142	Pray.g_00033	Syal.g_01714
OG0001143	Pray.g_00026	Syal.g_01722
OG0001144	Pray.g_00021	Syal.g_01736
OG0001145	Pray.g_01878	Syal.g_01614
OG0001146	Pray.g_01866	Syal.g_01593
OG0001147	Pray.g_01843	Syal.g_00458
OG0001148	Pray.g_01827	Syal.g_02886
OG0001149	Pray.g_01826	Syal.g_02885
OG0001150	Pray.g_01825	Syal.g_02884
OG0001151	Pray.g_01814	Syal.g_02872
OG0001152	Pray.g_01813	Syal.g_02871
OG0001153	Pray.g_01690	Syal.g_00421
OG0001154	Pray.g_01689	Syal.g_00422
OG0001155	Pray.g_01677	Syal.g_02969
OG0001156	Pray.g_01674	Syal.g_02972
OG0001157	Pray.g_01673	Syal.g_02973
OG0001158	Pray.g_01672	Syal.g_02974
OG0001159	Pray.g_01671	Syal.g_02975
OG0001160	Pray.g_01647	Syal.g_00564
OG0001161	Pray.g_01634	Syal.g_01104
OG0001162	Pray.g_01623	Syal.g_01577
OG0001163	Pray.g_01567	Syal.g_00573
OG0001164	Pray.g_01563	Syal.g_00579
OG0001165	Pray.g_01560	Syal.g_00584
OG0001166	Pray.g_01540	Syal.g_00613
OG0001167	Pray.g_01523	Syal.g_00638
OG0001168	Pray.g_01521	Syal.g_00640
OG0001169	Pray.g_01519	Syal.g_00642
OG0001170	Pray.g_01517	Syal.g_00644
OG0001172	Pray.g_01237	Syal.g_00198
