Orthogroup	Pray	Syaf
OG0000571	Pray.g_01189	Syaf.g_02591
OG0000572	Pray.g_01176	Syaf.g_02575
OG0000573	Pray.g_01171	Syaf.g_02567
OG0000574	Pray.g_01170	Syaf.g_02566
OG0000575	Pray.g_01166	Syaf.g_02562
OG0000576	Pray.g_01164	Syaf.g_02560
OG0000577	Pray.g_01163	Syaf.g_02559
OG0000578	Pray.g_01162	Syaf.g_02558
OG0000579	Pray.g_01161	Syaf.g_02557
OG0000580	Pray.g_01160	Syaf.g_02556
OG0000581	Pray.g_01158	Syaf.g_02550
OG0000582	Pray.g_01155	Syaf.g_02374
OG0000583	Pray.g_01154	Syaf.g_02373
OG0000584	Pray.g_01153	Syaf.g_02372
OG0000585	Pray.g_01151	Syaf.g_02370
OG0000586	Pray.g_01150	Syaf.g_02369
OG0000587	Pray.g_01149	Syaf.g_02367
OG0000588	Pray.g_01145	Syaf.g_02350
OG0000589	Pray.g_01142	Syaf.g_02340
OG0000590	Pray.g_01141	Syaf.g_02339
OG0000591	Pray.g_01138	Syaf.g_02331
OG0000592	Pray.g_01137	Syaf.g_02330
OG0000593	Pray.g_01131	Syaf.g_02314
OG0000594	Pray.g_01130	Syaf.g_02313
OG0000595	Pray.g_01129	Syaf.g_02312
OG0000596	Pray.g_01125	Syaf.g_02307
OG0000597	Pray.g_01123	Syaf.g_02304
OG0000598	Pray.g_01122	Syaf.g_02303
OG0000599	Pray.g_01119	Syaf.g_02300
OG0000600	Pray.g_01118	Syaf.g_02299
OG0000601	Pray.g_01117	Syaf.g_02298
OG0000602	Pray.g_01115	Syaf.g_02293
OG0000603	Pray.g_01114	Syaf.g_02292
OG0000604	Pray.g_01113	Syaf.g_02289
OG0000605	Pray.g_01112	Syaf.g_01734
OG0000606	Pray.g_01109	Syaf.g_02145
OG0000607	Pray.g_01106	Syaf.g_02142
OG0000608	Pray.g_01105	Syaf.g_02141
OG0000609	Pray.g_01104	Syaf.g_02139
OG0000610	Pray.g_01099	Syaf.g_02132
OG0000611	Pray.g_01096	Syaf.g_02129
OG0000612	Pray.g_01095	Syaf.g_02128
OG0000613	Pray.g_01090	Syaf.g_00315
OG0000614	Pray.g_01071	Syaf.g_01469
OG0000615	Pray.g_01063	Syaf.g_02085
OG0000616	Pray.g_01059	Syaf.g_00518
OG0000617	Pray.g_01034	Syaf.g_01975
OG0000618	Pray.g_01033	Syaf.g_01974
OG0000619	Pray.g_01032	Syaf.g_01973
OG0000620	Pray.g_01029	Syaf.g_01966
OG0000621	Pray.g_01028	Syaf.g_01965
OG0000622	Pray.g_01027	Syaf.g_01964
OG0000623	Pray.g_01026	Syaf.g_01963
OG0000624	Pray.g_01025	Syaf.g_01961
OG0000625	Pray.g_00269	Syaf.g_01960
OG0000626	Pray.g_00270	Syaf.g_01959
OG0000627	Pray.g_00271	Syaf.g_01782
OG0000628	Pray.g_00272	Syaf.g_01783
OG0000629	Pray.g_00273	Syaf.g_01786
OG0000630	Pray.g_00276	Syaf.g_01790
OG0000631	Pray.g_00339	Syaf.g_01801
OG0000632	Pray.g_00340	Syaf.g_01802
OG0000633	Pray.g_00341	Syaf.g_01803
OG0000634	Pray.g_00344	Syaf.g_02053
OG0000635	Pray.g_00345	Syaf.g_02052
OG0000636	Pray.g_00347	Syaf.g_02050
OG0000637	Pray.g_00349	Syaf.g_02048
OG0000638	Pray.g_00350	Syaf.g_02047
OG0000639	Pray.g_00351	Syaf.g_02046
OG0000640	Pray.g_00352	Syaf.g_02045
OG0000641	Pray.g_00356	Syaf.g_02041
OG0000642	Pray.g_00357	Syaf.g_02040
OG0000643	Pray.g_00358	Syaf.g_02038
OG0000644	Pray.g_00359	Syaf.g_02037
OG0000645	Pray.g_00360	Syaf.g_02035
OG0000646	Pray.g_00362	Syaf.g_02032
OG0000647	Pray.g_00363	Syaf.g_02030
OG0000648	Pray.g_00365	Syaf.g_02027
OG0000649	Pray.g_00366	Syaf.g_02026
OG0000650	Pray.g_00367	Syaf.g_02025
OG0000651	Pray.g_00368	Syaf.g_02024
OG0000652	Pray.g_00369	Syaf.g_02023
OG0000653	Pray.g_00371	Syaf.g_02021
OG0000654	Pray.g_00372	Syaf.g_02020
OG0000655	Pray.g_00373	Syaf.g_02019
OG0000656	Pray.g_00376	Syaf.g_02016
OG0000657	Pray.g_00384	Syaf.g_01384
OG0000658	Pray.g_00385	Syaf.g_01381
OG0000659	Pray.g_00386	Syaf.g_01380
OG0000660	Pray.g_00390	Syaf.g_01376
OG0000661	Pray.g_00392	Syaf.g_01374
OG0000662	Pray.g_00394	Syaf.g_01372
OG0000663	Pray.g_00396	Syaf.g_01369
OG0000664	Pray.g_00397	Syaf.g_01368
OG0000665	Pray.g_00401	Syaf.g_00980
OG0000666	Pray.g_00402	Syaf.g_01733
OG0000667	Pray.g_00406	Syaf.g_01635
OG0000668	Pray.g_00436	Syaf.g_01928
OG0000669	Pray.g_00443	Syaf.g_02112
OG0000670	Pray.g_00445	Syaf.g_02769
OG0000671	Pray.g_00447	Syaf.g_02108
OG0000672	Pray.g_00450	Syaf.g_02105
OG0000673	Pray.g_00453	Syaf.g_02102
OG0000674	Pray.g_00455	Syaf.g_02100
OG0000675	Pray.g_00456	Syaf.g_02099
OG0000676	Pray.g_00458	Syaf.g_02097
OG0000677	Pray.g_00459	Syaf.g_02096
OG0000678	Pray.g_00461	Syaf.g_02092
OG0000679	Pray.g_00465	Syaf.g_02083
OG0000680	Pray.g_00466	Syaf.g_02082
OG0000681	Pray.g_00469	Syaf.g_02079
OG0000682	Pray.g_00470	Syaf.g_02078
OG0000683	Pray.g_00471	Syaf.g_02077
OG0000684	Pray.g_00473	Syaf.g_02072
OG0000685	Pray.g_00475	Syaf.g_02070
OG0000686	Pray.g_00476	Syaf.g_02069
OG0000687	Pray.g_00477	Syaf.g_02068
OG0000688	Pray.g_00480	Syaf.g_02063
OG0000689	Pray.g_00481	Syaf.g_02061
OG0000690	Pray.g_00482	Syaf.g_02060
OG0000691	Pray.g_00483	Syaf.g_02059
OG0000692	Pray.g_00485	Syaf.g_02058
OG0000693	Pray.g_00486	Syaf.g_02057
OG0000694	Pray.g_00487	Syaf.g_02056
OG0000695	Pray.g_00489	Syaf.g_01805
OG0000696	Pray.g_00490	Syaf.g_01806
OG0000697	Pray.g_00491	Syaf.g_01808
OG0000698	Pray.g_00494	Syaf.g_01811
OG0000699	Pray.g_00495	Syaf.g_01813
OG0000700	Pray.g_00496	Syaf.g_01814
OG0000701	Pray.g_00497	Syaf.g_01815
OG0000702	Pray.g_00499	Syaf.g_01843
OG0000703	Pray.g_00500	Syaf.g_01844
OG0000704	Pray.g_00501	Syaf.g_01846
OG0000705	Pray.g_00505	Syaf.g_01853
OG0000706	Pray.g_00506	Syaf.g_01854
OG0000707	Pray.g_00507	Syaf.g_01855
OG0000708	Pray.g_00508	Syaf.g_01858
OG0000709	Pray.g_00512	Syaf.g_01867
OG0000710	Pray.g_00515	Syaf.g_01878
OG0000711	Pray.g_00532	Syaf.g_01908
OG0000712	Pray.g_00534	Syaf.g_01910
OG0000713	Pray.g_00535	Syaf.g_01911
OG0000714	Pray.g_00536	Syaf.g_01913
OG0000715	Pray.g_00538	Syaf.g_01915
OG0000716	Pray.g_00540	Syaf.g_01919
OG0000717	Pray.g_00541	Syaf.g_01920
OG0000718	Pray.g_00553	Syaf.g_01924
OG0000719	Pray.g_00555	Syaf.g_01926
OG0000720	Pray.g_00564	Syaf.g_01939
OG0000721	Pray.g_00566	Syaf.g_01941
OG0000722	Pray.g_00567	Syaf.g_01942
OG0000723	Pray.g_00570	Syaf.g_01957
OG0000724	Pray.g_00579	Syaf.g_01418
OG0000725	Pray.g_00585	Syaf.g_01445
OG0000726	Pray.g_00586	Syaf.g_01446
OG0000727	Pray.g_00587	Syaf.g_01447
OG0000728	Pray.g_00589	Syaf.g_01449
OG0000729	Pray.g_00634	Syaf.g_00405
OG0000730	Pray.g_00132	Syaf.g_00026
OG0000731	Pray.g_00128	Syaf.g_00014
OG0000732	Pray.g_00118	Syaf.g_00444
OG0000733	Pray.g_00096	Syaf.g_00615
OG0000734	Pray.g_00079	Syaf.g_00895
OG0000735	Pray.g_00077	Syaf.g_01273
OG0000736	Pray.g_00076	Syaf.g_01274
OG0000737	Pray.g_00075	Syaf.g_01275
OG0000738	Pray.g_00071	Syaf.g_01280
OG0000739	Pray.g_00070	Syaf.g_01281
OG0000740	Pray.g_00069	Syaf.g_01282
OG0000741	Pray.g_00068	Syaf.g_01285
OG0000742	Pray.g_00065	Syaf.g_01287
OG0000743	Pray.g_00063	Syaf.g_01289
OG0000744	Pray.g_00062	Syaf.g_01290
OG0000745	Pray.g_00060	Syaf.g_01293
OG0000746	Pray.g_00058	Syaf.g_01295
OG0000747	Pray.g_00057	Syaf.g_01296
OG0000748	Pray.g_00054	Syaf.g_01307
OG0000749	Pray.g_00053	Syaf.g_01309
OG0000750	Pray.g_00052	Syaf.g_01310
OG0000751	Pray.g_00050	Syaf.g_01317
OG0000752	Pray.g_00048	Syaf.g_01319
OG0000753	Pray.g_00045	Syaf.g_01322
OG0000754	Pray.g_00042	Syaf.g_01611
OG0000755	Pray.g_00039	Syaf.g_01599
OG0000756	Pray.g_00038	Syaf.g_01598
OG0000757	Pray.g_00032	Syaf.g_01590
OG0000758	Pray.g_00031	Syaf.g_01589
OG0000759	Pray.g_00030	Syaf.g_01588
OG0000760	Pray.g_00029	Syaf.g_01587
OG0000761	Pray.g_00028	Syaf.g_01586
OG0000762	Pray.g_00027	Syaf.g_01584
OG0000763	Pray.g_00025	Syaf.g_01582
OG0000764	Pray.g_00024	Syaf.g_01581
OG0000765	Pray.g_00015	Syaf.g_01564
OG0000766	Pray.g_00014	Syaf.g_01563
OG0000767	Pray.g_00012	Syaf.g_01561
OG0000768	Pray.g_00011	Syaf.g_01560
OG0000769	Pray.g_00009	Syaf.g_01558
OG0000770	Pray.g_00007	Syaf.g_01553
OG0000771	Pray.g_00250	Syaf.g_01411
OG0000772	Pray.g_01895	Syaf.g_01705
OG0000773	Pray.g_01879	Syaf.g_01268
OG0000774	Pray.g_01877	Syaf.g_01263
OG0000775	Pray.g_01875	Syaf.g_01261
OG0000776	Pray.g_01874	Syaf.g_01260
OG0000777	Pray.g_01873	Syaf.g_01259
OG0000778	Pray.g_01872	Syaf.g_01258
OG0000779	Pray.g_01868	Syaf.g_01252
OG0000780	Pray.g_01867	Syaf.g_01249
OG0000781	Pray.g_01864	Syaf.g_01245
OG0000782	Pray.g_01863	Syaf.g_01244
OG0000783	Pray.g_01862	Syaf.g_01243
OG0000784	Pray.g_01861	Syaf.g_01242
OG0000785	Pray.g_01859	Syaf.g_01240
OG0000786	Pray.g_01857	Syaf.g_02546
OG0000787	Pray.g_01856	Syaf.g_02547
OG0000788	Pray.g_01842	Syaf.g_02297
OG0000789	Pray.g_01839	Syaf.g_01750
OG0000790	Pray.g_01824	Syaf.g_02738
OG0000791	Pray.g_01822	Syaf.g_02740
OG0000792	Pray.g_01821	Syaf.g_02741
OG0000793	Pray.g_01818	Syaf.g_02746
OG0000794	Pray.g_01817	Syaf.g_02747
OG0000795	Pray.g_01816	Syaf.g_02748
OG0000796	Pray.g_01812	Syaf.g_02752
OG0000797	Pray.g_01811	Syaf.g_02753
OG0000799	Pray.g_01740	Syaf.g_02380
OG0000800	Pray.g_01739	Syaf.g_02383
OG0000801	Pray.g_01738	Syaf.g_02384
OG0000802	Pray.g_01736	Syaf.g_02388
OG0000803	Pray.g_01734	Syaf.g_02393
OG0000804	Pray.g_01733	Syaf.g_02396
OG0000805	Pray.g_01731	Syaf.g_02398
OG0000806	Pray.g_01729	Syaf.g_02405
OG0000807	Pray.g_01728	Syaf.g_02406
OG0000808	Pray.g_01727	Syaf.g_02407
OG0000809	Pray.g_01724	Syaf.g_02410
OG0000810	Pray.g_01723	Syaf.g_02411
OG0000811	Pray.g_01719	Syaf.g_02420
OG0000812	Pray.g_01717	Syaf.g_02422
OG0000813	Pray.g_01716	Syaf.g_02423
OG0000814	Pray.g_01714	Syaf.g_02425
OG0000815	Pray.g_01713	Syaf.g_02426
OG0000816	Pray.g_01711	Syaf.g_02428
OG0000817	Pray.g_01710	Syaf.g_02429
OG0000818	Pray.g_01705	Syaf.g_02442
OG0000819	Pray.g_01704	Syaf.g_02443
OG0000820	Pray.g_01703	Syaf.g_02444
OG0000821	Pray.g_01699	Syaf.g_02450
OG0000822	Pray.g_01698	Syaf.g_02452
OG0000823	Pray.g_01697	Syaf.g_02453
OG0000824	Pray.g_01694	Syaf.g_02459
OG0000825	Pray.g_01693	Syaf.g_02460
OG0000826	Pray.g_01692	Syaf.g_02461
OG0000827	Pray.g_01691	Syaf.g_02462
OG0000828	Pray.g_01688	Syaf.g_02465
OG0000829	Pray.g_01687	Syaf.g_02466
OG0000830	Pray.g_01686	Syaf.g_02467
OG0000831	Pray.g_01684	Syaf.g_02470
OG0000832	Pray.g_01678	Syaf.g_01109
OG0000833	Pray.g_01670	Syaf.g_01100
OG0000834	Pray.g_01669	Syaf.g_01098
OG0000835	Pray.g_01668	Syaf.g_01097
OG0000836	Pray.g_01667	Syaf.g_01093
OG0000837	Pray.g_01666	Syaf.g_01091
OG0000838	Pray.g_01664	Syaf.g_01087
OG0000839	Pray.g_01663	Syaf.g_01086
OG0000840	Pray.g_01662	Syaf.g_01085
OG0000841	Pray.g_01661	Syaf.g_01084
OG0000842	Pray.g_01660	Syaf.g_01083
OG0000843	Pray.g_01659	Syaf.g_01082
OG0000844	Pray.g_01658	Syaf.g_01080
OG0000845	Pray.g_01657	Syaf.g_01079
OG0000846	Pray.g_01656	Syaf.g_01078
OG0000847	Pray.g_01655	Syaf.g_01077
OG0000848	Pray.g_01654	Syaf.g_01075
OG0000849	Pray.g_01653	Syaf.g_01074
OG0000850	Pray.g_01651	Syaf.g_01072
OG0000851	Pray.g_01650	Syaf.g_01061
OG0000852	Pray.g_01649	Syaf.g_01060
OG0000853	Pray.g_01645	Syaf.g_01056
OG0000854	Pray.g_01643	Syaf.g_01054
OG0000855	Pray.g_01642	Syaf.g_01053
OG0000856	Pray.g_01627	Syaf.g_02328
OG0000857	Pray.g_01600	Syaf.g_02031
OG0000858	Pray.g_01565	Syaf.g_01047
OG0000859	Pray.g_01564	Syaf.g_01046
OG0000860	Pray.g_01557	Syaf.g_01031
OG0000861	Pray.g_01556	Syaf.g_01030
OG0000862	Pray.g_01555	Syaf.g_01029
OG0000863	Pray.g_01553	Syaf.g_01026
OG0000864	Pray.g_01552	Syaf.g_01025
OG0000865	Pray.g_01551	Syaf.g_01024
OG0000866	Pray.g_01550	Syaf.g_01023
OG0000867	Pray.g_01549	Syaf.g_01022
OG0000868	Pray.g_01548	Syaf.g_01019
OG0000869	Pray.g_01544	Syaf.g_01014
OG0000870	Pray.g_01539	Syaf.g_01009
OG0000871	Pray.g_01538	Syaf.g_01008
OG0000872	Pray.g_01537	Syaf.g_01001
OG0000873	Pray.g_01534	Syaf.g_00998
OG0000874	Pray.g_01531	Syaf.g_01002
OG0000875	Pray.g_01530	Syaf.g_00996
OG0000876	Pray.g_01529	Syaf.g_01198
OG0000877	Pray.g_01527	Syaf.g_01188
OG0000878	Pray.g_01526	Syaf.g_01187
OG0000879	Pray.g_01525	Syaf.g_01186
OG0000880	Pray.g_01524	Syaf.g_01185
OG0000881	Pray.g_01520	Syaf.g_01179
OG0000882	Pray.g_01515	Syaf.g_01174
OG0000883	Pray.g_01513	Syaf.g_01172
OG0000884	Pray.g_01512	Syaf.g_01170
OG0000885	Pray.g_01511	Syaf.g_01169
OG0000886	Pray.g_01510	Syaf.g_01168
OG0000887	Pray.g_01509	Syaf.g_01167
OG0000888	Pray.g_01507	Syaf.g_01165
OG0000889	Pray.g_01505	Syaf.g_01163
OG0000890	Pray.g_01504	Syaf.g_01157
OG0000891	Pray.g_01503	Syaf.g_01156
OG0000892	Pray.g_01229	Syaf.g_01154
OG0000893	Pray.g_01234	Syaf.g_00178
OG0000894	Pray.g_01236	Syaf.g_00175
OG0000895	Pray.g_01239	Syaf.g_00171
OG0000896	Pray.g_01240	Syaf.g_00170
OG0000897	Pray.g_01242	Syaf.g_00168
OG0000898	Pray.g_01243	Syaf.g_00167
OG0000899	Pray.g_01244	Syaf.g_00166
OG0000900	Pray.g_01245	Syaf.g_00165
OG0000901	Pray.g_01248	Syaf.g_00160
OG0000902	Pray.g_01250	Syaf.g_00158
OG0000903	Pray.g_01253	Syaf.g_00141
OG0000904	Pray.g_01255	Syaf.g_00146
OG0000905	Pray.g_01260	Syaf.g_00151
OG0000906	Pray.g_01261	Syaf.g_00154
OG0000907	Pray.g_01264	Syaf.g_00139
OG0000908	Pray.g_01267	Syaf.g_00136
OG0000909	Pray.g_01268	Syaf.g_00135
OG0000910	Pray.g_01269	Syaf.g_00134
OG0000911	Pray.g_01271	Syaf.g_00132
OG0000912	Pray.g_01272	Syaf.g_00131
OG0000913	Pray.g_01273	Syaf.g_00130
OG0000914	Pray.g_01274	Syaf.g_00129
OG0000915	Pray.g_01275	Syaf.g_00127
OG0000916	Pray.g_01276	Syaf.g_00126
OG0000917	Pray.g_01277	Syaf.g_00125
OG0000918	Pray.g_01278	Syaf.g_00124
OG0000919	Pray.g_01279	Syaf.g_00123
OG0000920	Pray.g_01280	Syaf.g_00122
OG0000921	Pray.g_01281	Syaf.g_00121
OG0000922	Pray.g_01282	Syaf.g_00120
OG0000923	Pray.g_01286	Syaf.g_00116
OG0000924	Pray.g_01287	Syaf.g_00115
OG0000925	Pray.g_01288	Syaf.g_00114
OG0000926	Pray.g_01289	Syaf.g_00113
OG0000927	Pray.g_01291	Syaf.g_00111
OG0000928	Pray.g_01292	Syaf.g_00110
OG0000929	Pray.g_01293	Syaf.g_00109
OG0000930	Pray.g_01294	Syaf.g_00108
OG0000931	Pray.g_01295	Syaf.g_00107
OG0000932	Pray.g_01296	Syaf.g_00106
OG0000933	Pray.g_01300	Syaf.g_00100
OG0000934	Pray.g_01302	Syaf.g_00098
OG0000935	Pray.g_01303	Syaf.g_00097
OG0000936	Pray.g_01304	Syaf.g_00096
OG0000937	Pray.g_01305	Syaf.g_00095
OG0000938	Pray.g_01307	Syaf.g_00092
OG0000939	Pray.g_01308	Syaf.g_00091
OG0000940	Pray.g_01315	Syaf.g_00084
OG0000941	Pray.g_01317	Syaf.g_00082
OG0000942	Pray.g_01319	Syaf.g_00080
OG0000943	Pray.g_01320	Syaf.g_00079
OG0000944	Pray.g_01321	Syaf.g_00077
OG0000945	Pray.g_01322	Syaf.g_00075
OG0000946	Pray.g_01327	Syaf.g_00070
OG0000947	Pray.g_01329	Syaf.g_00067
OG0000948	Pray.g_01330	Syaf.g_00066
OG0000949	Pray.g_01333	Syaf.g_00337
OG0000950	Pray.g_01338	Syaf.g_00351
OG0000951	Pray.g_01342	Syaf.g_00358
OG0000952	Pray.g_01346	Syaf.g_00363
OG0000953	Pray.g_01349	Syaf.g_00367
OG0000954	Pray.g_01353	Syaf.g_00372
OG0000955	Pray.g_01354	Syaf.g_00373
OG0000956	Pray.g_01356	Syaf.g_00375
OG0000957	Pray.g_01362	Syaf.g_00386
OG0000958	Pray.g_01363	Syaf.g_00387
OG0000959	Pray.g_01367	Syaf.g_00391
OG0000960	Pray.g_01368	Syaf.g_00392
OG0000961	Pray.g_01370	Syaf.g_00402
OG0000962	Pray.g_01372	Syaf.g_00404
OG0000963	Pray.g_01376	Syaf.g_00409
OG0000964	Pray.g_01377	Syaf.g_00410
OG0000965	Pray.g_01378	Syaf.g_00411
OG0000966	Pray.g_01385	Syaf.g_00421
OG0000967	Pray.g_01390	Syaf.g_00426
OG0000968	Pray.g_01392	Syaf.g_00417
OG0000969	Pray.g_01393	Syaf.g_00423
OG0000970	Pray.g_01394	Syaf.g_00424
OG0000971	Pray.g_01395	Syaf.g_00429
OG0000972	Pray.g_01396	Syaf.g_00430
OG0000973	Pray.g_01397	Syaf.g_00431
OG0000974	Pray.g_01398	Syaf.g_00432
OG0000975	Pray.g_01399	Syaf.g_00433
OG0000976	Pray.g_01400	Syaf.g_00434
OG0000977	Pray.g_01401	Syaf.g_00436
OG0000978	Pray.g_01402	Syaf.g_00437
OG0000979	Pray.g_01405	Syaf.g_00440
OG0000980	Pray.g_01407	Syaf.g_00443
OG0000981	Pray.g_01409	Syaf.g_00446
OG0000982	Pray.g_01411	Syaf.g_00645
OG0000983	Pray.g_01412	Syaf.g_00644
OG0000984	Pray.g_01413	Syaf.g_00643
OG0000985	Pray.g_01416	Syaf.g_00641
OG0000986	Pray.g_01418	Syaf.g_00639
OG0000987	Pray.g_01419	Syaf.g_00637
OG0000988	Pray.g_01422	Syaf.g_00633
OG0000989	Pray.g_01426	Syaf.g_00624
OG0000990	Pray.g_01429	Syaf.g_00606
OG0000991	Pray.g_01430	Syaf.g_00604
OG0000992	Pray.g_01432	Syaf.g_00601
OG0000993	Pray.g_01433	Syaf.g_00600
OG0000994	Pray.g_01434	Syaf.g_00597
OG0000995	Pray.g_01438	Syaf.g_00592
OG0000996	Pray.g_01439	Syaf.g_00543
OG0000997	Pray.g_01440	Syaf.g_00532
OG0000998	Pray.g_01442	Syaf.g_00530
OG0000999	Pray.g_01443	Syaf.g_00529
OG0001000	Pray.g_01446	Syaf.g_00526
OG0001001	Pray.g_01448	Syaf.g_00521
OG0001002	Pray.g_01452	Syaf.g_00515
OG0001003	Pray.g_01453	Syaf.g_00514
OG0001004	Pray.g_01454	Syaf.g_00513
OG0001005	Pray.g_01455	Syaf.g_00510
OG0001006	Pray.g_01459	Syaf.g_00500
OG0001007	Pray.g_01461	Syaf.g_00498
OG0001008	Pray.g_00927	Syaf.g_01215
OG0001009	Pray.g_01489	Syaf.g_00466
OG0001010	Pray.g_01490	Syaf.g_00465
OG0001011	Pray.g_01491	Syaf.g_00463
OG0001012	Pray.g_00240	Syaf.g_00649
OG0001013	Pray.g_00235	Syaf.g_00669
OG0001014	Pray.g_00232	Syaf.g_00691
OG0001015	Pray.g_00231	Syaf.g_00692
OG0001016	Pray.g_00216	Syaf.g_00958
OG0001017	Pray.g_00212	Syaf.g_00952
OG0001018	Pray.g_00209	Syaf.g_00950
OG0001019	Pray.g_00200	Syaf.g_00931
OG0001020	Pray.g_00199	Syaf.g_00926
OG0001021	Pray.g_00198	Syaf.g_00922
OG0001022	Pray.g_00195	Syaf.g_00918
OG0001023	Pray.g_00194	Syaf.g_00917
OG0001024	Pray.g_00191	Syaf.g_00913
OG0001025	Pray.g_00185	Syaf.g_00906
OG0001026	Pray.g_00178	Syaf.g_00893
OG0001027	Pray.g_00177	Syaf.g_00884
OG0001028	Pray.g_00175	Syaf.g_00882
OG0001029	Pray.g_00174	Syaf.g_00880
OG0001030	Pray.g_00159	Syaf.g_00860
OG0001031	Pray.g_00667	Syaf.g_00784
OG0001032	Pray.g_00668	Syaf.g_00781
OG0001034	Pray.g_00717	Syaf.g_02787
OG0001035	Pray.g_00735	Syaf.g_00207
OG0001036	Pray.g_00739	Syaf.g_00212
OG0001037	Pray.g_00740	Syaf.g_00214
OG0001038	Pray.g_00757	Syaf.g_00242
OG0001039	Pray.g_00760	Syaf.g_00245
OG0001040	Pray.g_00762	Syaf.g_00248
OG0001041	Pray.g_00766	Syaf.g_00253
OG0001042	Pray.g_00782	Syaf.g_00275
OG0001043	Pray.g_00783	Syaf.g_00279
OG0001044	Pray.g_00811	Syaf.g_00024
OG0001045	Pray.g_00820	Syaf.g_00011
OG0001046	Pray.g_00857	Syaf.g_01894
OG0001047	Pray.g_00929	Syaf.g_01217
OG0001048	Pray.g_00930	Syaf.g_01218
OG0001049	Pray.g_00932	Syaf.g_01226
OG0001050	Pray.g_00933	Syaf.g_01227
OG0001051	Pray.g_00934	Syaf.g_01228
OG0001052	Pray.g_00961	Syaf.g_02502
OG0001053	Pray.g_00973	Syaf.g_02718
OG0001054	Pray.g_00989	Syaf.g_02701
OG0001056	Pray.g_01225	Syaf.g_02649
OG0001057	Pray.g_01220	Syaf.g_02638
OG0001058	Pray.g_01212	Syaf.g_02624
OG0001059	Pray.g_01208	Syaf.g_02620
OG0001060	Pray.g_01201	Syaf.g_02614
OG0001061	Pray.g_01188	Syaf.g_02590
OG0001062	Pray.g_01186	Syaf.g_02588
OG0001063	Pray.g_01184	Syaf.g_02583
OG0001064	Pray.g_01183	Syaf.g_02582
OG0001065	Pray.g_01182	Syaf.g_02581
OG0001066	Pray.g_01181	Syaf.g_02580
OG0001067	Pray.g_01180	Syaf.g_02579
OG0001068	Pray.g_01179	Syaf.g_02578
OG0001069	Pray.g_01178	Syaf.g_02577
OG0001070	Pray.g_01175	Syaf.g_02574
OG0001071	Pray.g_01174	Syaf.g_02573
OG0001072	Pray.g_01173	Syaf.g_02569
OG0001073	Pray.g_01159	Syaf.g_02555
OG0001074	Pray.g_01148	Syaf.g_02365
OG0001075	Pray.g_01147	Syaf.g_02363
OG0001076	Pray.g_01139	Syaf.g_02337
OG0001077	Pray.g_01135	Syaf.g_02325
OG0001078	Pray.g_01127	Syaf.g_02309
OG0001079	Pray.g_01116	Syaf.g_02296
OG0001080	Pray.g_01110	Syaf.g_01740
OG0001081	Pray.g_01108	Syaf.g_02144
OG0001082	Pray.g_01107	Syaf.g_02143
OG0001083	Pray.g_01102	Syaf.g_02136
OG0001084	Pray.g_01101	Syaf.g_02135
OG0001085	Pray.g_01093	Syaf.g_02125
OG0001086	Pray.g_01092	Syaf.g_02123
OG0001087	Pray.g_01075	Syaf.g_01482
OG0001088	Pray.g_01074	Syaf.g_01478
OG0001089	Pray.g_01066	Syaf.g_01453
OG0001090	Pray.g_01039	Syaf.g_01981
OG0001091	Pray.g_01037	Syaf.g_01979
OG0001092	Pray.g_01036	Syaf.g_01977
OG0001093	Pray.g_01031	Syaf.g_01971
OG0001094	Pray.g_00342	Syaf.g_02055
OG0001095	Pray.g_00361	Syaf.g_02034
OG0001096	Pray.g_00374	Syaf.g_02018
OG0001097	Pray.g_00393	Syaf.g_01373
OG0001098	Pray.g_00408	Syaf.g_01743
OG0001099	Pray.g_00440	Syaf.g_00881
OG0001100	Pray.g_00444	Syaf.g_02110
OG0001101	Pray.g_00446	Syaf.g_02109
OG0001102	Pray.g_00449	Syaf.g_02106
OG0001103	Pray.g_00451	Syaf.g_02104
OG0001104	Pray.g_00474	Syaf.g_02071
OG0001105	Pray.g_00478	Syaf.g_02067
OG0001106	Pray.g_00502	Syaf.g_01847
OG0001107	Pray.g_00509	Syaf.g_01859
OG0001108	Pray.g_00513	Syaf.g_01868
OG0001109	Pray.g_00514	Syaf.g_01877
OG0001110	Pray.g_00516	Syaf.g_01879
OG0001111	Pray.g_00517	Syaf.g_01881
OG0001112	Pray.g_00518	Syaf.g_01883
OG0001113	Pray.g_00519	Syaf.g_01884
OG0001114	Pray.g_00520	Syaf.g_01885
OG0001115	Pray.g_00522	Syaf.g_01889
OG0001116	Pray.g_00523	Syaf.g_01891
OG0001117	Pray.g_00524	Syaf.g_01892
OG0001118	Pray.g_00525	Syaf.g_01893
OG0001119	Pray.g_00526	Syaf.g_01895
OG0001120	Pray.g_00528	Syaf.g_01899
OG0001122	Pray.g_00556	Syaf.g_01927
OG0001123	Pray.g_00560	Syaf.g_01934
OG0001124	Pray.g_00562	Syaf.g_01936
OG0001125	Pray.g_00563	Syaf.g_01938
OG0001126	Pray.g_00573	Syaf.g_01409
OG0001127	Pray.g_00574	Syaf.g_01410
OG0001128	Pray.g_00576	Syaf.g_01413
OG0001129	Pray.g_00577	Syaf.g_01415
OG0001130	Pray.g_00578	Syaf.g_01416
OG0001131	Pray.g_00614	Syaf.g_02090
OG0001132	Pray.g_00623	Syaf.g_01722
OG0001133	Pray.g_00112	Syaf.g_02334
