Orthogroup	Pray	Prbg
OG0000561	Pray.g_01206	Prbg.g_00273
OG0000562	Pray.g_01205	Prbg.g_00274
OG0000563	Pray.g_01204	Prbg.g_00275
OG0000564	Pray.g_01203	Prbg.g_00276
OG0000565	Pray.g_01200	Prbg.g_00278
OG0000566	Pray.g_01198	Prbg.g_00282
OG0000567	Pray.g_01194	Prbg.g_00286
OG0000568	Pray.g_01193	Prbg.g_00287
OG0000569	Pray.g_01192	Prbg.g_00288
OG0000570	Pray.g_01191	Prbg.g_00289
OG0000571	Pray.g_01189	Prbg.g_00291
OG0000572	Pray.g_01176	Prbg.g_00305
OG0000573	Pray.g_01171	Prbg.g_00311
OG0000574	Pray.g_01170	Prbg.g_00312
OG0000575	Pray.g_01166	Prbg.g_00316
OG0000576	Pray.g_01164	Prbg.g_00318
OG0000577	Pray.g_01163	Prbg.g_00319
OG0000578	Pray.g_01162	Prbg.g_00320
OG0000579	Pray.g_01161	Prbg.g_00321
OG0000580	Pray.g_01160	Prbg.g_00322
OG0000581	Pray.g_01158	Prbg.g_00325
OG0000582	Pray.g_01155	Prbg.g_00328
OG0000583	Pray.g_01154	Prbg.g_00329
OG0000584	Pray.g_01153	Prbg.g_00330
OG0000585	Pray.g_01151	Prbg.g_00332
OG0000586	Pray.g_01150	Prbg.g_00333
OG0000587	Pray.g_01149	Prbg.g_00334
OG0000588	Pray.g_01145	Prbg.g_00338
OG0000589	Pray.g_01142	Prbg.g_00340
OG0000590	Pray.g_01141	Prbg.g_00341
OG0000591	Pray.g_01138	Prbg.g_00345
OG0000592	Pray.g_01137	Prbg.g_00346
OG0000593	Pray.g_01131	Prbg.g_01425
OG0000594	Pray.g_01130	Prbg.g_01424
OG0000595	Pray.g_01129	Prbg.g_01423
OG0000596	Pray.g_01125	Prbg.g_01419
OG0000597	Pray.g_01123	Prbg.g_01416
OG0000598	Pray.g_01122	Prbg.g_01415
OG0000599	Pray.g_01119	Prbg.g_01412
OG0000600	Pray.g_01118	Prbg.g_01411
OG0000601	Pray.g_01117	Prbg.g_01410
OG0000602	Pray.g_01115	Prbg.g_01408
OG0000603	Pray.g_01114	Prbg.g_01407
OG0000604	Pray.g_01113	Prbg.g_01406
OG0000605	Pray.g_01112	Prbg.g_01405
OG0000606	Pray.g_01109	Prbg.g_01402
OG0000607	Pray.g_01106	Prbg.g_01399
OG0000608	Pray.g_01105	Prbg.g_01398
OG0000609	Pray.g_01104	Prbg.g_01397
OG0000610	Pray.g_01099	Prbg.g_01391
OG0000611	Pray.g_01096	Prbg.g_01388
OG0000612	Pray.g_01095	Prbg.g_01387
OG0000613	Pray.g_01090	Prbg.g_01114
OG0000614	Pray.g_01071	Prbg.g_01135
OG0000615	Pray.g_01063	Prbg.g_01146
OG0000616	Pray.g_01059	Prbg.g_01939
OG0000617	Pray.g_01034	Prbg.g_01371
OG0000618	Pray.g_01033	Prbg.g_01370
OG0000619	Pray.g_01032	Prbg.g_01369
OG0000620	Pray.g_01029	Prbg.g_01366
OG0000621	Pray.g_01028	Prbg.g_01365
OG0000622	Pray.g_01027	Prbg.g_01364
OG0000623	Pray.g_01026	Prbg.g_01363
OG0000624	Pray.g_01025	Prbg.g_01361
OG0000625	Pray.g_00269	Prbg.g_01360
OG0000626	Pray.g_00270	Prbg.g_01359
OG0000627	Pray.g_00271	Prbg.g_01358
OG0000628	Pray.g_00272	Prbg.g_01357
OG0000629	Pray.g_00273	Prbg.g_01356
OG0000630	Pray.g_00276	Prbg.g_01353
OG0000631	Pray.g_00339	Prbg.g_01260
OG0000632	Pray.g_00340	Prbg.g_01261
OG0000633	Pray.g_00341	Prbg.g_01262
OG0000634	Pray.g_00344	Prbg.g_01155
OG0000635	Pray.g_00345	Prbg.g_01156
OG0000636	Pray.g_00347	Prbg.g_01158
OG0000637	Pray.g_00349	Prbg.g_01160
OG0000638	Pray.g_00350	Prbg.g_01161
OG0000639	Pray.g_00351	Prbg.g_01162
OG0000640	Pray.g_00352	Prbg.g_01163
OG0000641	Pray.g_00356	Prbg.g_01167
OG0000642	Pray.g_00357	Prbg.g_01168
OG0000643	Pray.g_00358	Prbg.g_01169
OG0000644	Pray.g_00359	Prbg.g_01170
OG0000645	Pray.g_00360	Prbg.g_01171
OG0000646	Pray.g_00362	Prbg.g_01173
OG0000647	Pray.g_00363	Prbg.g_01175
OG0000648	Pray.g_00365	Prbg.g_01177
OG0000649	Pray.g_00366	Prbg.g_01178
OG0000650	Pray.g_00367	Prbg.g_01179
OG0000651	Pray.g_00368	Prbg.g_01180
OG0000652	Pray.g_00369	Prbg.g_01181
OG0000653	Pray.g_00371	Prbg.g_01183
OG0000654	Pray.g_00372	Prbg.g_01184
OG0000655	Pray.g_00373	Prbg.g_01185
OG0000656	Pray.g_00376	Prbg.g_01188
OG0000657	Pray.g_00384	Prbg.g_01196
OG0000658	Pray.g_00385	Prbg.g_01198
OG0000659	Pray.g_00386	Prbg.g_01199
OG0000660	Pray.g_00390	Prbg.g_01203
OG0000661	Pray.g_00392	Prbg.g_01205
OG0000662	Pray.g_00394	Prbg.g_01207
OG0000663	Pray.g_00396	Prbg.g_01209
OG0000664	Pray.g_00397	Prbg.g_01210
OG0000665	Pray.g_00401	Prbg.g_01216
OG0000666	Pray.g_00402	Prbg.g_01217
OG0000667	Pray.g_00406	Prbg.g_01221
OG0000668	Pray.g_00436	Prbg.g_01062
OG0000669	Pray.g_00443	Prbg.g_01073
OG0000670	Pray.g_00445	Prbg.g_01076
OG0000671	Pray.g_00447	Prbg.g_01079
OG0000672	Pray.g_00450	Prbg.g_01082
OG0000673	Pray.g_00453	Prbg.g_01085
OG0000674	Pray.g_00455	Prbg.g_01087
OG0000675	Pray.g_00456	Prbg.g_01088
OG0000676	Pray.g_00458	Prbg.g_01090
OG0000677	Pray.g_00459	Prbg.g_01091
OG0000678	Pray.g_00461	Prbg.g_01093
OG0000679	Pray.g_00465	Prbg.g_01097
OG0000680	Pray.g_00466	Prbg.g_01098
OG0000681	Pray.g_00469	Prbg.g_01101
OG0000682	Pray.g_00470	Prbg.g_01102
OG0000683	Pray.g_00471	Prbg.g_01103
OG0000684	Pray.g_00473	Prbg.g_01105
OG0000685	Pray.g_00475	Prbg.g_01107
OG0000686	Pray.g_00476	Prbg.g_01108
OG0000687	Pray.g_00477	Prbg.g_01109
OG0000688	Pray.g_00480	Prbg.g_01383
OG0000689	Pray.g_00481	Prbg.g_01382
OG0000690	Pray.g_00482	Prbg.g_01381
OG0000691	Pray.g_00483	Prbg.g_01380
OG0000692	Pray.g_00485	Prbg.g_01378
OG0000693	Pray.g_00486	Prbg.g_01377
OG0000694	Pray.g_00487	Prbg.g_01376
OG0000695	Pray.g_00489	Prbg.g_01264
OG0000696	Pray.g_00490	Prbg.g_01265
OG0000697	Pray.g_00491	Prbg.g_01266
OG0000698	Pray.g_00494	Prbg.g_01269
OG0000699	Pray.g_00495	Prbg.g_01270
OG0000700	Pray.g_00496	Prbg.g_01271
OG0000701	Pray.g_00497	Prbg.g_01272
OG0000702	Pray.g_00499	Prbg.g_01274
OG0000703	Pray.g_00500	Prbg.g_01275
OG0000704	Pray.g_00501	Prbg.g_01277
OG0000705	Pray.g_00505	Prbg.g_01280
OG0000706	Pray.g_00506	Prbg.g_01281
OG0000707	Pray.g_00507	Prbg.g_01282
OG0000708	Pray.g_00508	Prbg.g_01284
OG0000709	Pray.g_00512	Prbg.g_01288
OG0000710	Pray.g_00515	Prbg.g_01291
OG0000711	Pray.g_00532	Prbg.g_01309
OG0000712	Pray.g_00534	Prbg.g_01310
OG0000713	Pray.g_00535	Prbg.g_01311
OG0000714	Pray.g_00536	Prbg.g_01312
OG0000715	Pray.g_00538	Prbg.g_01314
OG0000716	Pray.g_00540	Prbg.g_01316
OG0000717	Pray.g_00541	Prbg.g_01317
OG0000718	Pray.g_00553	Prbg.g_01321
OG0000719	Pray.g_00555	Prbg.g_01323
OG0000720	Pray.g_00564	Prbg.g_01335
OG0000721	Pray.g_00566	Prbg.g_01339
OG0000722	Pray.g_00567	Prbg.g_01340
OG0000723	Pray.g_00570	Prbg.g_01344
OG0000724	Pray.g_00579	Prbg.g_01239
OG0000725	Pray.g_00585	Prbg.g_01233
OG0000726	Pray.g_00586	Prbg.g_01232
OG0000727	Pray.g_00587	Prbg.g_01231
OG0000728	Pray.g_00589	Prbg.g_01229
OG0000729	Pray.g_00634	Prbg.g_00455
OG0000730	Pray.g_00132	Prbg.g_01528
OG0000731	Pray.g_00128	Prbg.g_00123
OG0000732	Pray.g_00118	Prbg.g_01890
OG0000733	Pray.g_00096	Prbg.g_00750
OG0000734	Pray.g_00079	Prbg.g_01502
OG0000735	Pray.g_00077	Prbg.g_01500
OG0000736	Pray.g_00076	Prbg.g_01499
OG0000737	Pray.g_00075	Prbg.g_01498
OG0000738	Pray.g_00071	Prbg.g_01494
OG0000739	Pray.g_00070	Prbg.g_01493
OG0000740	Pray.g_00069	Prbg.g_01492
OG0000741	Pray.g_00068	Prbg.g_01490
OG0000742	Pray.g_00065	Prbg.g_01487
OG0000743	Pray.g_00063	Prbg.g_01485
OG0000744	Pray.g_00062	Prbg.g_01484
OG0000745	Pray.g_00060	Prbg.g_01483
OG0000746	Pray.g_00058	Prbg.g_01481
OG0000747	Pray.g_00057	Prbg.g_01480
OG0000748	Pray.g_00054	Prbg.g_01476
OG0000749	Pray.g_00053	Prbg.g_01475
OG0000750	Pray.g_00052	Prbg.g_01474
OG0000751	Pray.g_00050	Prbg.g_01471
OG0000752	Pray.g_00048	Prbg.g_01469
OG0000753	Pray.g_00045	Prbg.g_01467
OG0000754	Pray.g_00042	Prbg.g_01464
OG0000755	Pray.g_00039	Prbg.g_01458
OG0000756	Pray.g_00038	Prbg.g_01457
OG0000757	Pray.g_00032	Prbg.g_01450
OG0000758	Pray.g_00031	Prbg.g_01449
OG0000759	Pray.g_00030	Prbg.g_01448
OG0000760	Pray.g_00029	Prbg.g_01447
OG0000761	Pray.g_00028	Prbg.g_01446
OG0000762	Pray.g_00027	Prbg.g_01445
OG0000763	Pray.g_00025	Prbg.g_01443
OG0000764	Pray.g_00024	Prbg.g_01442
OG0000765	Pray.g_00015	Prbg.g_01434
OG0000766	Pray.g_00014	Prbg.g_01433
OG0000767	Pray.g_00012	Prbg.g_01431
OG0000768	Pray.g_00011	Prbg.g_01430
OG0000769	Pray.g_00009	Prbg.g_01428
OG0000770	Pray.g_00007	Prbg.g_00351
OG0000771	Pray.g_00250	Prbg.g_00687
OG0000772	Pray.g_01895	Prbg.g_01576
OG0000773	Pray.g_01879	Prbg.g_00468
OG0000774	Pray.g_01877	Prbg.g_00470
OG0000775	Pray.g_01875	Prbg.g_00472
OG0000776	Pray.g_01874	Prbg.g_00473
OG0000777	Pray.g_01873	Prbg.g_00474
OG0000778	Pray.g_01872	Prbg.g_00475
OG0000779	Pray.g_01868	Prbg.g_00479
OG0000780	Pray.g_01867	Prbg.g_00480
OG0000781	Pray.g_01864	Prbg.g_00484
OG0000782	Pray.g_01863	Prbg.g_00485
OG0000783	Pray.g_01862	Prbg.g_00486
OG0000784	Pray.g_01861	Prbg.g_00487
OG0000785	Pray.g_01859	Prbg.g_00489
OG0000786	Pray.g_01857	Prbg.g_00492
OG0000787	Pray.g_01856	Prbg.g_00493
OG0000788	Pray.g_01842	Prbg.g_00218
OG0000789	Pray.g_01839	Prbg.g_00690
OG0000790	Pray.g_01824	Prbg.g_00534
OG0000791	Pray.g_01822	Prbg.g_00536
OG0000792	Pray.g_01821	Prbg.g_00537
OG0000793	Pray.g_01818	Prbg.g_00540
OG0000794	Pray.g_01817	Prbg.g_00541
OG0000795	Pray.g_01816	Prbg.g_00542
OG0000796	Pray.g_01812	Prbg.g_00546
OG0000797	Pray.g_01811	Prbg.g_00547
OG0000798	Pray.g_01799	Prbg.g_00038
OG0000799	Pray.g_01740	Prbg.g_00574
OG0000800	Pray.g_01739	Prbg.g_00575
OG0000801	Pray.g_01738	Prbg.g_00576
OG0000802	Pray.g_01736	Prbg.g_00578
OG0000803	Pray.g_01734	Prbg.g_00580
OG0000804	Pray.g_01733	Prbg.g_00581
OG0000805	Pray.g_01731	Prbg.g_00583
OG0000806	Pray.g_01729	Prbg.g_00585
OG0000807	Pray.g_01728	Prbg.g_00586
OG0000808	Pray.g_01727	Prbg.g_00587
OG0000809	Pray.g_01724	Prbg.g_00589
OG0000810	Pray.g_01723	Prbg.g_00590
OG0000811	Pray.g_01719	Prbg.g_00594
OG0000812	Pray.g_01717	Prbg.g_00596
OG0000813	Pray.g_01716	Prbg.g_00597
OG0000814	Pray.g_01714	Prbg.g_00599
OG0000815	Pray.g_01713	Prbg.g_00600
OG0000816	Pray.g_01711	Prbg.g_00602
OG0000817	Pray.g_01710	Prbg.g_00603
OG0000818	Pray.g_01705	Prbg.g_00608
OG0000819	Pray.g_01704	Prbg.g_00609
OG0000820	Pray.g_01703	Prbg.g_00610
OG0000821	Pray.g_01699	Prbg.g_00614
OG0000822	Pray.g_01698	Prbg.g_00615
OG0000823	Pray.g_01697	Prbg.g_00616
OG0000824	Pray.g_01694	Prbg.g_00619
OG0000825	Pray.g_01693	Prbg.g_00620
OG0000826	Pray.g_01692	Prbg.g_00621
OG0000827	Pray.g_01691	Prbg.g_00622
OG0000828	Pray.g_01688	Prbg.g_00625
OG0000829	Pray.g_01687	Prbg.g_00626
OG0000830	Pray.g_01686	Prbg.g_00627
OG0000831	Pray.g_01684	Prbg.g_00629
OG0000832	Pray.g_01678	Prbg.g_00639
OG0000833	Pray.g_01670	Prbg.g_00648
OG0000834	Pray.g_01669	Prbg.g_00649
OG0000835	Pray.g_01668	Prbg.g_00650
OG0000836	Pray.g_01667	Prbg.g_00651
OG0000837	Pray.g_01666	Prbg.g_00652
OG0000838	Pray.g_01664	Prbg.g_00654
OG0000839	Pray.g_01663	Prbg.g_00655
OG0000840	Pray.g_01662	Prbg.g_00656
OG0000841	Pray.g_01661	Prbg.g_00657
OG0000842	Pray.g_01660	Prbg.g_00658
OG0000843	Pray.g_01659	Prbg.g_00659
OG0000844	Pray.g_01658	Prbg.g_00660
OG0000845	Pray.g_01657	Prbg.g_00661
OG0000846	Pray.g_01656	Prbg.g_00662
OG0000847	Pray.g_01655	Prbg.g_00663
OG0000848	Pray.g_01654	Prbg.g_00664
OG0000849	Pray.g_01653	Prbg.g_00665
OG0000850	Pray.g_01651	Prbg.g_00667
OG0000851	Pray.g_01650	Prbg.g_00668
OG0000852	Pray.g_01649	Prbg.g_00669
OG0000853	Pray.g_01645	Prbg.g_00675
OG0000854	Pray.g_01643	Prbg.g_00677
OG0000855	Pray.g_01642	Prbg.g_00678
OG0000856	Pray.g_01627	Prbg.g_00348
OG0000857	Pray.g_01600	Prbg.g_01174
OG0000858	Pray.g_01565	Prbg.g_01643
OG0000859	Pray.g_01564	Prbg.g_01644
OG0000860	Pray.g_01557	Prbg.g_01652
OG0000861	Pray.g_01556	Prbg.g_01653
OG0000862	Pray.g_01555	Prbg.g_01654
OG0000863	Pray.g_01553	Prbg.g_01656
OG0000864	Pray.g_01552	Prbg.g_01657
OG0000865	Pray.g_01551	Prbg.g_01658
OG0000866	Pray.g_01550	Prbg.g_01659
OG0000867	Pray.g_01549	Prbg.g_01660
OG0000868	Pray.g_01548	Prbg.g_01662
OG0000869	Pray.g_01544	Prbg.g_01665
OG0000870	Pray.g_01539	Prbg.g_01670
OG0000871	Pray.g_01538	Prbg.g_01671
OG0000872	Pray.g_01537	Prbg.g_01672
OG0000873	Pray.g_01534	Prbg.g_01675
OG0000874	Pray.g_01531	Prbg.g_01678
OG0000875	Pray.g_01530	Prbg.g_01679
OG0000876	Pray.g_01529	Prbg.g_01680
OG0000877	Pray.g_01527	Prbg.g_01682
OG0000878	Pray.g_01526	Prbg.g_01683
OG0000879	Pray.g_01525	Prbg.g_01684
OG0000880	Pray.g_01524	Prbg.g_01685
OG0000881	Pray.g_01520	Prbg.g_01689
OG0000882	Pray.g_01515	Prbg.g_01694
OG0000883	Pray.g_01513	Prbg.g_01696
OG0000884	Pray.g_01512	Prbg.g_01698
OG0000885	Pray.g_01511	Prbg.g_01699
OG0000886	Pray.g_01510	Prbg.g_01700
OG0000887	Pray.g_01509	Prbg.g_01701
OG0000888	Pray.g_01507	Prbg.g_01703
OG0000889	Pray.g_01505	Prbg.g_01705
OG0000890	Pray.g_01504	Prbg.g_01706
OG0000891	Pray.g_01503	Prbg.g_01707
OG0000892	Pray.g_01229	Prbg.g_01709
OG0000893	Pray.g_01234	Prbg.g_01713
OG0000894	Pray.g_01236	Prbg.g_01716
OG0000895	Pray.g_01239	Prbg.g_01720
OG0000896	Pray.g_01240	Prbg.g_01721
OG0000897	Pray.g_01242	Prbg.g_01723
OG0000898	Pray.g_01243	Prbg.g_01724
OG0000899	Pray.g_01244	Prbg.g_01725
OG0000900	Pray.g_01245	Prbg.g_01726
OG0000901	Pray.g_01248	Prbg.g_01729
OG0000902	Pray.g_01250	Prbg.g_01731
OG0000903	Pray.g_01253	Prbg.g_01735
OG0000904	Pray.g_01255	Prbg.g_01739
OG0000905	Pray.g_01260	Prbg.g_01733
OG0000906	Pray.g_01261	Prbg.g_01732
OG0000907	Pray.g_01264	Prbg.g_01742
OG0000908	Pray.g_01267	Prbg.g_01745
OG0000909	Pray.g_01268	Prbg.g_01746
OG0000910	Pray.g_01269	Prbg.g_01747
OG0000911	Pray.g_01271	Prbg.g_01749
OG0000912	Pray.g_01272	Prbg.g_01750
OG0000913	Pray.g_01273	Prbg.g_01751
OG0000914	Pray.g_01274	Prbg.g_01752
OG0000915	Pray.g_01275	Prbg.g_01753
OG0000916	Pray.g_01276	Prbg.g_01754
OG0000917	Pray.g_01277	Prbg.g_01755
OG0000918	Pray.g_01278	Prbg.g_01756
OG0000919	Pray.g_01279	Prbg.g_01757
OG0000920	Pray.g_01280	Prbg.g_01758
OG0000921	Pray.g_01281	Prbg.g_01759
OG0000922	Pray.g_01282	Prbg.g_01760
OG0000923	Pray.g_01286	Prbg.g_01764
OG0000924	Pray.g_01287	Prbg.g_01765
OG0000925	Pray.g_01288	Prbg.g_01766
OG0000926	Pray.g_01289	Prbg.g_01767
OG0000927	Pray.g_01291	Prbg.g_01769
OG0000928	Pray.g_01292	Prbg.g_01770
OG0000929	Pray.g_01293	Prbg.g_01771
OG0000930	Pray.g_01294	Prbg.g_01772
OG0000931	Pray.g_01295	Prbg.g_01773
OG0000932	Pray.g_01296	Prbg.g_01774
OG0000933	Pray.g_01300	Prbg.g_01778
OG0000934	Pray.g_01302	Prbg.g_01780
OG0000935	Pray.g_01303	Prbg.g_01781
OG0000936	Pray.g_01304	Prbg.g_01782
OG0000937	Pray.g_01305	Prbg.g_01783
OG0000938	Pray.g_01307	Prbg.g_01786
OG0000939	Pray.g_01308	Prbg.g_01787
OG0000940	Pray.g_01315	Prbg.g_01794
OG0000941	Pray.g_01317	Prbg.g_01796
OG0000942	Pray.g_01319	Prbg.g_01798
OG0000943	Pray.g_01320	Prbg.g_01799
OG0000944	Pray.g_01321	Prbg.g_01801
OG0000945	Pray.g_01322	Prbg.g_01802
OG0000946	Pray.g_01327	Prbg.g_01807
OG0000947	Pray.g_01329	Prbg.g_01809
OG0000948	Pray.g_01330	Prbg.g_01810
OG0000949	Pray.g_01333	Prbg.g_01813
OG0000950	Pray.g_01338	Prbg.g_01820
OG0000951	Pray.g_01342	Prbg.g_01824
OG0000952	Pray.g_01346	Prbg.g_01828
OG0000953	Pray.g_01349	Prbg.g_01832
OG0000954	Pray.g_01353	Prbg.g_01836
OG0000955	Pray.g_01354	Prbg.g_01837
OG0000956	Pray.g_01356	Prbg.g_01839
OG0000957	Pray.g_01362	Prbg.g_01845
OG0000958	Pray.g_01363	Prbg.g_01846
OG0000959	Pray.g_01367	Prbg.g_01850
OG0000960	Pray.g_01368	Prbg.g_01851
OG0000961	Pray.g_01370	Prbg.g_01854
OG0000962	Pray.g_01372	Prbg.g_01856
OG0000963	Pray.g_01376	Prbg.g_01860
OG0000964	Pray.g_01377	Prbg.g_01861
OG0000965	Pray.g_01378	Prbg.g_01862
OG0000966	Pray.g_01385	Prbg.g_01868
OG0000967	Pray.g_01390	Prbg.g_01872
OG0000968	Pray.g_01392	Prbg.g_01874
OG0000969	Pray.g_01393	Prbg.g_01875
OG0000970	Pray.g_01394	Prbg.g_01876
OG0000971	Pray.g_01395	Prbg.g_01877
OG0000972	Pray.g_01396	Prbg.g_01878
OG0000973	Pray.g_01397	Prbg.g_01879
OG0000974	Pray.g_01398	Prbg.g_01880
OG0000975	Pray.g_01399	Prbg.g_01881
OG0000976	Pray.g_01400	Prbg.g_01882
OG0000977	Pray.g_01401	Prbg.g_01883
OG0000978	Pray.g_01402	Prbg.g_01884
OG0000979	Pray.g_01405	Prbg.g_01887
OG0000980	Pray.g_01407	Prbg.g_01889
OG0000981	Pray.g_01409	Prbg.g_01892
OG0000982	Pray.g_01411	Prbg.g_01894
OG0000983	Pray.g_01412	Prbg.g_01895
OG0000984	Pray.g_01413	Prbg.g_01896
OG0000985	Pray.g_01416	Prbg.g_01899
OG0000986	Pray.g_01418	Prbg.g_01901
OG0000987	Pray.g_01419	Prbg.g_01902
OG0000988	Pray.g_01422	Prbg.g_01905
OG0000989	Pray.g_01426	Prbg.g_01909
OG0000990	Pray.g_01429	Prbg.g_01913
OG0000991	Pray.g_01430	Prbg.g_01914
OG0000992	Pray.g_01432	Prbg.g_01917
OG0000993	Pray.g_01433	Prbg.g_01918
OG0000994	Pray.g_01434	Prbg.g_01919
OG0000995	Pray.g_01438	Prbg.g_01923
OG0000996	Pray.g_01439	Prbg.g_01924
OG0000997	Pray.g_01440	Prbg.g_01927
OG0000998	Pray.g_01442	Prbg.g_01929
OG0000999	Pray.g_01443	Prbg.g_01930
OG0001000	Pray.g_01446	Prbg.g_01933
OG0001001	Pray.g_01448	Prbg.g_01936
OG0001002	Pray.g_01452	Prbg.g_00758
OG0001003	Pray.g_01453	Prbg.g_00759
OG0001004	Pray.g_01454	Prbg.g_00760
OG0001005	Pray.g_01455	Prbg.g_00761
OG0001006	Pray.g_01459	Prbg.g_00765
OG0001007	Pray.g_01461	Prbg.g_00767
OG0001008	Pray.g_00927	Prbg.g_00157
OG0001009	Pray.g_01489	Prbg.g_00847
OG0001010	Pray.g_01490	Prbg.g_00846
OG0001011	Pray.g_01491	Prbg.g_00844
OG0001012	Pray.g_00240	Prbg.g_00830
OG0001013	Pray.g_00235	Prbg.g_00823
OG0001014	Pray.g_00232	Prbg.g_00820
OG0001015	Pray.g_00231	Prbg.g_00818
OG0001016	Pray.g_00216	Prbg.g_00796
OG0001017	Pray.g_00212	Prbg.g_00792
OG0001018	Pray.g_00209	Prbg.g_00790
OG0001019	Pray.g_00200	Prbg.g_00781
OG0001020	Pray.g_00199	Prbg.g_00780
OG0001021	Pray.g_00198	Prbg.g_00861
OG0001022	Pray.g_00195	Prbg.g_00864
OG0001023	Pray.g_00194	Prbg.g_00865
OG0001024	Pray.g_00191	Prbg.g_00869
OG0001025	Pray.g_00185	Prbg.g_00876
OG0001026	Pray.g_00178	Prbg.g_00885
OG0001027	Pray.g_00177	Prbg.g_00886
OG0001028	Pray.g_00175	Prbg.g_00888
OG0001029	Pray.g_00174	Prbg.g_00889
OG0001030	Pray.g_00159	Prbg.g_00905
OG0001031	Pray.g_00667	Prbg.g_00965
OG0001032	Pray.g_00668	Prbg.g_00966
OG0001033	Pray.g_00689	Prbg.g_00987
OG0001034	Pray.g_00717	Prbg.g_01018
OG0001035	Pray.g_00735	Prbg.g_01038
OG0001036	Pray.g_00739	Prbg.g_01042
OG0001037	Pray.g_00740	Prbg.g_01043
OG0001038	Pray.g_00757	Prbg.g_00057
OG0001039	Pray.g_00760	Prbg.g_00060
OG0001040	Pray.g_00762	Prbg.g_00062
OG0001041	Pray.g_00766	Prbg.g_00067
OG0001042	Pray.g_00782	Prbg.g_00084
OG0001043	Pray.g_00783	Prbg.g_00085
OG0001044	Pray.g_00811	Prbg.g_00116
OG0001045	Pray.g_00820	Prbg.g_00125
OG0001046	Pray.g_00857	Prbg.g_01602
OG0001047	Pray.g_00929	Prbg.g_00159
OG0001048	Pray.g_00930	Prbg.g_00160
OG0001049	Pray.g_00932	Prbg.g_00162
OG0001050	Pray.g_00933	Prbg.g_00163
OG0001051	Pray.g_00934	Prbg.g_00164
OG0001052	Pray.g_00961	Prbg.g_00190
OG0001053	Pray.g_00973	Prbg.g_00202
OG0001054	Pray.g_00989	Prbg.g_00217
OG0001055	Pray.g_01008	Prbg.g_00236
OG0001056	Pray.g_01225	Prbg.g_00253
OG0001057	Pray.g_01220	Prbg.g_00258
OG0001058	Pray.g_01212	Prbg.g_00267
OG0001059	Pray.g_01208	Prbg.g_00271
OG0001060	Pray.g_01201	Prbg.g_00277
OG0001061	Pray.g_01188	Prbg.g_00292
OG0001062	Pray.g_01186	Prbg.g_00294
OG0001063	Pray.g_01184	Prbg.g_00296
OG0001064	Pray.g_01183	Prbg.g_00297
OG0001065	Pray.g_01182	Prbg.g_00298
OG0001066	Pray.g_01181	Prbg.g_00299
OG0001067	Pray.g_01180	Prbg.g_00300
OG0001068	Pray.g_01179	Prbg.g_00301
OG0001069	Pray.g_01178	Prbg.g_00302
OG0001070	Pray.g_01175	Prbg.g_00306
OG0001071	Pray.g_01174	Prbg.g_00307
OG0001072	Pray.g_01173	Prbg.g_00309
OG0001073	Pray.g_01159	Prbg.g_00323
OG0001074	Pray.g_01148	Prbg.g_00335
OG0001075	Pray.g_01147	Prbg.g_00336
OG0001076	Pray.g_01139	Prbg.g_00343
OG0001077	Pray.g_01135	Prbg.g_00349
OG0001078	Pray.g_01127	Prbg.g_01421
OG0001079	Pray.g_01116	Prbg.g_01409
OG0001080	Pray.g_01110	Prbg.g_01403
OG0001081	Pray.g_01108	Prbg.g_01401
OG0001082	Pray.g_01107	Prbg.g_01400
OG0001083	Pray.g_01102	Prbg.g_01395
OG0001084	Pray.g_01101	Prbg.g_01394
OG0001085	Pray.g_01093	Prbg.g_01111
OG0001086	Pray.g_01092	Prbg.g_01112
OG0001087	Pray.g_01075	Prbg.g_01130
OG0001088	Pray.g_01074	Prbg.g_01131
OG0001089	Pray.g_01066	Prbg.g_01142
OG0001090	Pray.g_01039	Prbg.g_01152
OG0001091	Pray.g_01037	Prbg.g_01374
OG0001092	Pray.g_01036	Prbg.g_01373
OG0001093	Pray.g_01031	Prbg.g_01368
OG0001094	Pray.g_00342	Prbg.g_01375
OG0001095	Pray.g_00361	Prbg.g_01172
OG0001096	Pray.g_00374	Prbg.g_01186
OG0001097	Pray.g_00393	Prbg.g_01206
OG0001098	Pray.g_00408	Prbg.g_01225
OG0001099	Pray.g_00440	Prbg.g_01067
OG0001100	Pray.g_00444	Prbg.g_01075
OG0001101	Pray.g_00446	Prbg.g_01078
OG0001102	Pray.g_00449	Prbg.g_01081
OG0001103	Pray.g_00451	Prbg.g_01083
OG0001104	Pray.g_00474	Prbg.g_01106
OG0001105	Pray.g_00478	Prbg.g_01110
OG0001106	Pray.g_00502	Prbg.g_01278
OG0001107	Pray.g_00509	Prbg.g_01285
OG0001108	Pray.g_00513	Prbg.g_01289
OG0001109	Pray.g_00514	Prbg.g_01290
OG0001110	Pray.g_00516	Prbg.g_01292
OG0001111	Pray.g_00517	Prbg.g_01293
OG0001112	Pray.g_00518	Prbg.g_01294
OG0001113	Pray.g_00519	Prbg.g_01295
OG0001114	Pray.g_00520	Prbg.g_01296
OG0001115	Pray.g_00522	Prbg.g_01298
OG0001116	Pray.g_00523	Prbg.g_01299
OG0001117	Pray.g_00524	Prbg.g_01300
OG0001118	Pray.g_00525	Prbg.g_01301
OG0001119	Pray.g_00526	Prbg.g_01302
