Orthogroup	Pray	Syak
OG0000593	Pray.g_01131	Syak.g_00031
OG0000594	Pray.g_01130	Syak.g_00032
OG0000595	Pray.g_01129	Syak.g_00033
OG0000596	Pray.g_01125	Syak.g_00038
OG0000597	Pray.g_01123	Syak.g_00041
OG0000598	Pray.g_01122	Syak.g_00042
OG0000599	Pray.g_01119	Syak.g_00045
OG0000600	Pray.g_01118	Syak.g_00046
OG0000601	Pray.g_01117	Syak.g_00047
OG0000602	Pray.g_01115	Syak.g_00053
OG0000603	Pray.g_01114	Syak.g_00054
OG0000604	Pray.g_01113	Syak.g_00056
OG0000605	Pray.g_01112	Syak.g_00259
OG0000606	Pray.g_01109	Syak.g_00326
OG0000607	Pray.g_01106	Syak.g_00329
OG0000608	Pray.g_01105	Syak.g_00330
OG0000609	Pray.g_01104	Syak.g_00332
OG0000610	Pray.g_01099	Syak.g_00347
OG0000611	Pray.g_01096	Syak.g_00350
OG0000612	Pray.g_01095	Syak.g_00351
OG0000613	Pray.g_01090	Syak.g_01525
OG0000614	Pray.g_01071	Syak.g_00705
OG0000615	Pray.g_01063	Syak.g_00393
OG0000616	Pray.g_01059	Syak.g_01810
OG0000617	Pray.g_01034	Syak.g_00799
OG0000618	Pray.g_01033	Syak.g_00798
OG0000619	Pray.g_01032	Syak.g_00797
OG0000620	Pray.g_01029	Syak.g_00779
OG0000621	Pray.g_01028	Syak.g_00780
OG0000622	Pray.g_01027	Syak.g_00781
OG0000623	Pray.g_01026	Syak.g_00782
OG0000624	Pray.g_01025	Syak.g_00784
OG0000625	Pray.g_00269	Syak.g_00785
OG0000626	Pray.g_00270	Syak.g_00786
OG0000627	Pray.g_00271	Syak.g_00561
OG0000628	Pray.g_00272	Syak.g_00560
OG0000629	Pray.g_00273	Syak.g_00556
OG0000630	Pray.g_00276	Syak.g_00552
OG0000631	Pray.g_00339	Syak.g_00545
OG0000632	Pray.g_00340	Syak.g_00544
OG0000633	Pray.g_00341	Syak.g_00542
OG0000634	Pray.g_00344	Syak.g_00430
OG0000635	Pray.g_00345	Syak.g_00431
OG0000636	Pray.g_00347	Syak.g_00433
OG0000637	Pray.g_00349	Syak.g_00435
OG0000638	Pray.g_00350	Syak.g_00436
OG0000639	Pray.g_00351	Syak.g_00437
OG0000640	Pray.g_00352	Syak.g_00438
OG0000641	Pray.g_00356	Syak.g_00442
OG0000642	Pray.g_00357	Syak.g_00443
OG0000643	Pray.g_00358	Syak.g_00444
OG0000644	Pray.g_00359	Syak.g_00445
OG0000645	Pray.g_00360	Syak.g_00447
OG0000646	Pray.g_00362	Syak.g_00450
OG0000647	Pray.g_00363	Syak.g_00452
OG0000648	Pray.g_00365	Syak.g_00456
OG0000649	Pray.g_00366	Syak.g_00457
OG0000650	Pray.g_00367	Syak.g_00458
OG0000651	Pray.g_00368	Syak.g_00459
OG0000652	Pray.g_00369	Syak.g_00460
OG0000653	Pray.g_00371	Syak.g_00462
OG0000654	Pray.g_00372	Syak.g_00625
OG0000655	Pray.g_00373	Syak.g_00624
OG0000656	Pray.g_00376	Syak.g_00621
OG0000657	Pray.g_00384	Syak.g_00609
OG0000658	Pray.g_00385	Syak.g_00606
OG0000659	Pray.g_00386	Syak.g_00605
OG0000660	Pray.g_00390	Syak.g_00601
OG0000661	Pray.g_00392	Syak.g_00599
OG0000662	Pray.g_00394	Syak.g_00597
OG0000663	Pray.g_00396	Syak.g_00594
OG0000664	Pray.g_00397	Syak.g_00593
OG0000665	Pray.g_00401	Syak.g_00086
OG0000666	Pray.g_00402	Syak.g_00078
OG0000667	Pray.g_00406	Syak.g_00340
OG0000668	Pray.g_00436	Syak.g_00643
OG0000669	Pray.g_00443	Syak.g_00363
OG0000670	Pray.g_00445	Syak.g_00366
OG0000671	Pray.g_00447	Syak.g_00368
OG0000672	Pray.g_00450	Syak.g_00371
OG0000673	Pray.g_00453	Syak.g_00374
OG0000674	Pray.g_00455	Syak.g_00376
OG0000675	Pray.g_00456	Syak.g_00377
OG0000676	Pray.g_00458	Syak.g_00379
OG0000677	Pray.g_00459	Syak.g_00380
OG0000678	Pray.g_00461	Syak.g_00386
OG0000679	Pray.g_00465	Syak.g_00397
OG0000680	Pray.g_00466	Syak.g_00398
OG0000681	Pray.g_00469	Syak.g_00401
OG0000682	Pray.g_00470	Syak.g_00402
OG0000683	Pray.g_00471	Syak.g_00403
OG0000684	Pray.g_00473	Syak.g_00409
OG0000685	Pray.g_00475	Syak.g_00411
OG0000686	Pray.g_00476	Syak.g_00412
OG0000687	Pray.g_00477	Syak.g_00413
OG0000688	Pray.g_00480	Syak.g_00418
OG0000689	Pray.g_00481	Syak.g_00421
OG0000690	Pray.g_00482	Syak.g_00422
OG0000691	Pray.g_00483	Syak.g_00423
OG0000692	Pray.g_00485	Syak.g_00424
OG0000693	Pray.g_00486	Syak.g_00426
OG0000694	Pray.g_00487	Syak.g_00427
OG0000695	Pray.g_00489	Syak.g_00540
OG0000696	Pray.g_00490	Syak.g_00539
OG0000697	Pray.g_00491	Syak.g_00538
OG0000698	Pray.g_00494	Syak.g_00535
OG0000699	Pray.g_00495	Syak.g_00534
OG0000700	Pray.g_00496	Syak.g_00533
OG0000701	Pray.g_00497	Syak.g_00532
OG0000702	Pray.g_00499	Syak.g_00522
OG0000703	Pray.g_00500	Syak.g_00521
OG0000704	Pray.g_00501	Syak.g_00519
OG0000705	Pray.g_00505	Syak.g_00511
OG0000706	Pray.g_00506	Syak.g_00510
OG0000707	Pray.g_00507	Syak.g_00509
OG0000708	Pray.g_00508	Syak.g_00506
OG0000709	Pray.g_00512	Syak.g_00498
OG0000710	Pray.g_00515	Syak.g_00494
OG0000711	Pray.g_00532	Syak.g_00466
OG0000712	Pray.g_00534	Syak.g_00464
OG0000713	Pray.g_00535	Syak.g_00463
OG0000714	Pray.g_00536	Syak.g_00629
OG0000715	Pray.g_00538	Syak.g_00631
OG0000716	Pray.g_00540	Syak.g_00635
OG0000717	Pray.g_00541	Syak.g_00636
OG0000718	Pray.g_00553	Syak.g_00640
OG0000719	Pray.g_00555	Syak.g_00642
OG0000720	Pray.g_00564	Syak.g_00655
OG0000721	Pray.g_00566	Syak.g_00657
OG0000722	Pray.g_00567	Syak.g_00658
OG0000723	Pray.g_00570	Syak.g_00790
OG0000724	Pray.g_00579	Syak.g_00749
OG0000725	Pray.g_00585	Syak.g_00731
OG0000726	Pray.g_00586	Syak.g_00730
OG0000727	Pray.g_00587	Syak.g_00729
OG0000728	Pray.g_00589	Syak.g_00727
OG0000729	Pray.g_00634	Syak.g_01683
OG0000730	Pray.g_00132	Syak.g_01248
OG0000731	Pray.g_00128	Syak.g_01237
OG0000732	Pray.g_00118	Syak.g_01739
OG0000733	Pray.g_00096	Syak.g_01905
OG0000734	Pray.g_00079	Syak.g_02184
OG0000735	Pray.g_00077	Syak.g_00914
OG0000736	Pray.g_00076	Syak.g_00913
OG0000737	Pray.g_00075	Syak.g_00912
OG0000738	Pray.g_00071	Syak.g_00907
OG0000739	Pray.g_00070	Syak.g_00906
OG0000740	Pray.g_00069	Syak.g_00905
OG0000741	Pray.g_00068	Syak.g_00902
OG0000742	Pray.g_00065	Syak.g_00899
OG0000743	Pray.g_00063	Syak.g_00897
OG0000744	Pray.g_00062	Syak.g_00896
OG0000745	Pray.g_00060	Syak.g_00894
OG0000746	Pray.g_00058	Syak.g_00892
OG0000747	Pray.g_00057	Syak.g_00891
OG0000748	Pray.g_00054	Syak.g_00875
OG0000749	Pray.g_00053	Syak.g_00874
OG0000750	Pray.g_00052	Syak.g_00873
OG0000751	Pray.g_00050	Syak.g_00862
OG0000752	Pray.g_00048	Syak.g_00860
OG0000753	Pray.g_00045	Syak.g_00857
OG0000754	Pray.g_00042	Syak.g_00852
OG0000755	Pray.g_00039	Syak.g_00841
OG0000756	Pray.g_00038	Syak.g_00840
OG0000757	Pray.g_00032	Syak.g_00833
OG0000758	Pray.g_00031	Syak.g_00832
OG0000759	Pray.g_00030	Syak.g_00831
OG0000760	Pray.g_00029	Syak.g_00830
OG0000761	Pray.g_00028	Syak.g_00829
OG0000762	Pray.g_00027	Syak.g_00827
OG0000763	Pray.g_00025	Syak.g_00825
OG0000764	Pray.g_00024	Syak.g_00824
OG0000765	Pray.g_00015	Syak.g_00669
OG0000766	Pray.g_00014	Syak.g_00670
OG0000767	Pray.g_00012	Syak.g_00672
OG0000768	Pray.g_00011	Syak.g_00673
OG0000769	Pray.g_00009	Syak.g_00675
OG0000770	Pray.g_00007	Syak.g_00678
OG0000771	Pray.g_00250	Syak.g_00755
OG0000772	Pray.g_01895	Syak.g_02048
OG0000773	Pray.g_01879	Syak.g_00921
OG0000774	Pray.g_01877	Syak.g_00926
OG0000775	Pray.g_01875	Syak.g_00929
OG0000776	Pray.g_01874	Syak.g_00930
OG0000777	Pray.g_01873	Syak.g_00931
OG0000778	Pray.g_01872	Syak.g_00932
OG0000779	Pray.g_01868	Syak.g_00938
OG0000780	Pray.g_01867	Syak.g_00942
OG0000781	Pray.g_01864	Syak.g_00946
OG0000782	Pray.g_01863	Syak.g_00947
OG0000783	Pray.g_01862	Syak.g_00948
OG0000784	Pray.g_01861	Syak.g_00949
OG0000785	Pray.g_01859	Syak.g_00951
OG0000786	Pray.g_01857	Syak.g_00956
OG0000787	Pray.g_01856	Syak.g_00957
OG0000788	Pray.g_01842	Syak.g_00048
OG0000789	Pray.g_01839	Syak.g_00085
OG0000790	Pray.g_01824	Syak.g_02560
OG0000791	Pray.g_01822	Syak.g_02558
OG0000792	Pray.g_01821	Syak.g_02557
OG0000793	Pray.g_01818	Syak.g_02552
OG0000794	Pray.g_01817	Syak.g_02551
OG0000795	Pray.g_01816	Syak.g_02550
OG0000796	Pray.g_01812	Syak.g_02547
OG0000797	Pray.g_01811	Syak.g_02546
OG0000799	Pray.g_01740	Syak.g_00981
OG0000800	Pray.g_01739	Syak.g_00989
OG0000801	Pray.g_01738	Syak.g_00990
OG0000802	Pray.g_01736	Syak.g_00995
OG0000803	Pray.g_01734	Syak.g_01021
OG0000804	Pray.g_01733	Syak.g_01026
OG0000805	Pray.g_01731	Syak.g_01029
OG0000806	Pray.g_01729	Syak.g_01031
OG0000807	Pray.g_01728	Syak.g_01033
OG0000808	Pray.g_01727	Syak.g_01034
OG0000809	Pray.g_01724	Syak.g_01038
OG0000810	Pray.g_01723	Syak.g_01039
OG0000811	Pray.g_01719	Syak.g_01045
OG0000812	Pray.g_01717	Syak.g_01047
OG0000813	Pray.g_01716	Syak.g_01048
OG0000814	Pray.g_01714	Syak.g_01051
OG0000815	Pray.g_01713	Syak.g_01053
OG0000816	Pray.g_01711	Syak.g_01055
OG0000817	Pray.g_01710	Syak.g_01056
OG0000818	Pray.g_01705	Syak.g_01060
OG0000819	Pray.g_01704	Syak.g_01064
OG0000820	Pray.g_01703	Syak.g_01065
OG0000821	Pray.g_01699	Syak.g_01071
OG0000822	Pray.g_01698	Syak.g_01073
OG0000823	Pray.g_01697	Syak.g_01074
OG0000824	Pray.g_01694	Syak.g_01080
OG0000825	Pray.g_01693	Syak.g_01081
OG0000826	Pray.g_01692	Syak.g_01082
OG0000827	Pray.g_01691	Syak.g_01083
OG0000828	Pray.g_01688	Syak.g_01086
OG0000829	Pray.g_01687	Syak.g_01087
OG0000830	Pray.g_01686	Syak.g_01088
OG0000831	Pray.g_01684	Syak.g_01091
OG0000832	Pray.g_01678	Syak.g_02482
OG0000833	Pray.g_01670	Syak.g_02473
OG0000834	Pray.g_01669	Syak.g_02470
OG0000835	Pray.g_01668	Syak.g_02469
OG0000836	Pray.g_01667	Syak.g_02466
OG0000837	Pray.g_01666	Syak.g_02465
OG0000838	Pray.g_01664	Syak.g_02461
OG0000839	Pray.g_01663	Syak.g_02460
OG0000840	Pray.g_01662	Syak.g_02459
OG0000841	Pray.g_01661	Syak.g_02458
OG0000842	Pray.g_01660	Syak.g_02457
OG0000843	Pray.g_01659	Syak.g_02456
OG0000844	Pray.g_01658	Syak.g_02454
OG0000845	Pray.g_01657	Syak.g_02453
OG0000846	Pray.g_01656	Syak.g_02452
OG0000847	Pray.g_01655	Syak.g_02451
OG0000848	Pray.g_01654	Syak.g_02449
OG0000849	Pray.g_01653	Syak.g_02448
OG0000850	Pray.g_01651	Syak.g_02445
OG0000851	Pray.g_01650	Syak.g_02440
OG0000852	Pray.g_01649	Syak.g_02439
OG0000853	Pray.g_01645	Syak.g_02435
OG0000854	Pray.g_01643	Syak.g_02433
OG0000855	Pray.g_01642	Syak.g_02432
OG0000856	Pray.g_01627	Syak.g_00021
OG0000857	Pray.g_01600	Syak.g_00451
OG0000858	Pray.g_01565	Syak.g_02426
OG0000859	Pray.g_01564	Syak.g_02425
OG0000860	Pray.g_01557	Syak.g_02414
OG0000861	Pray.g_01556	Syak.g_02413
OG0000862	Pray.g_01555	Syak.g_02412
OG0000863	Pray.g_01553	Syak.g_02409
OG0000864	Pray.g_01552	Syak.g_02408
OG0000865	Pray.g_01551	Syak.g_02407
OG0000866	Pray.g_01550	Syak.g_02406
OG0000867	Pray.g_01549	Syak.g_02405
OG0000868	Pray.g_01548	Syak.g_02402
OG0000869	Pray.g_01544	Syak.g_02398
OG0000870	Pray.g_01539	Syak.g_02393
OG0000871	Pray.g_01538	Syak.g_02392
OG0000872	Pray.g_01537	Syak.g_02386
OG0000873	Pray.g_01534	Syak.g_02383
OG0000874	Pray.g_01531	Syak.g_02379
OG0000875	Pray.g_01530	Syak.g_02377
OG0000876	Pray.g_01529	Syak.g_02375
OG0000877	Pray.g_01527	Syak.g_02372
OG0000878	Pray.g_01526	Syak.g_02371
OG0000879	Pray.g_01525	Syak.g_02370
OG0000880	Pray.g_01524	Syak.g_02369
OG0000881	Pray.g_01520	Syak.g_02363
OG0000882	Pray.g_01515	Syak.g_02358
OG0000883	Pray.g_01513	Syak.g_02355
OG0000884	Pray.g_01512	Syak.g_02353
OG0000885	Pray.g_01511	Syak.g_02352
OG0000886	Pray.g_01510	Syak.g_02351
OG0000887	Pray.g_01509	Syak.g_02350
OG0000888	Pray.g_01507	Syak.g_02348
OG0000889	Pray.g_01505	Syak.g_02346
OG0000890	Pray.g_01504	Syak.g_02334
OG0000891	Pray.g_01503	Syak.g_02333
OG0000892	Pray.g_01229	Syak.g_02329
OG0000893	Pray.g_01234	Syak.g_01393
OG0000894	Pray.g_01236	Syak.g_01390
OG0000895	Pray.g_01239	Syak.g_01386
OG0000896	Pray.g_01240	Syak.g_01385
OG0000897	Pray.g_01242	Syak.g_01383
OG0000898	Pray.g_01243	Syak.g_01382
OG0000899	Pray.g_01244	Syak.g_01381
OG0000900	Pray.g_01245	Syak.g_01380
OG0000901	Pray.g_01248	Syak.g_01375
OG0000902	Pray.g_01250	Syak.g_01368
OG0000903	Pray.g_01253	Syak.g_01353
OG0000904	Pray.g_01255	Syak.g_01358
OG0000905	Pray.g_01260	Syak.g_01363
OG0000906	Pray.g_01261	Syak.g_01366
OG0000907	Pray.g_01264	Syak.g_01351
OG0000908	Pray.g_01267	Syak.g_01348
OG0000909	Pray.g_01268	Syak.g_01347
OG0000910	Pray.g_01269	Syak.g_01346
OG0000911	Pray.g_01271	Syak.g_01344
OG0000912	Pray.g_01272	Syak.g_01343
OG0000913	Pray.g_01273	Syak.g_01342
OG0000914	Pray.g_01274	Syak.g_01341
OG0000915	Pray.g_01275	Syak.g_01339
OG0000916	Pray.g_01276	Syak.g_01338
OG0000917	Pray.g_01277	Syak.g_01337
OG0000918	Pray.g_01278	Syak.g_01336
OG0000919	Pray.g_01279	Syak.g_01335
OG0000920	Pray.g_01280	Syak.g_01334
OG0000921	Pray.g_01281	Syak.g_01333
OG0000922	Pray.g_01282	Syak.g_01332
OG0000923	Pray.g_01286	Syak.g_01328
OG0000924	Pray.g_01287	Syak.g_01327
OG0000925	Pray.g_01288	Syak.g_01326
OG0000926	Pray.g_01289	Syak.g_01325
OG0000927	Pray.g_01291	Syak.g_01323
OG0000928	Pray.g_01292	Syak.g_01322
OG0000929	Pray.g_01293	Syak.g_01321
OG0000930	Pray.g_01294	Syak.g_01320
OG0000931	Pray.g_01295	Syak.g_01319
OG0000932	Pray.g_01296	Syak.g_01318
OG0000933	Pray.g_01300	Syak.g_01312
OG0000934	Pray.g_01302	Syak.g_01310
OG0000935	Pray.g_01303	Syak.g_01309
OG0000936	Pray.g_01304	Syak.g_01308
OG0000937	Pray.g_01305	Syak.g_01307
OG0000938	Pray.g_01307	Syak.g_01304
OG0000939	Pray.g_01308	Syak.g_01303
OG0000940	Pray.g_01315	Syak.g_01297
OG0000941	Pray.g_01317	Syak.g_01295
OG0000942	Pray.g_01319	Syak.g_01293
OG0000943	Pray.g_01320	Syak.g_01292
OG0000944	Pray.g_01321	Syak.g_01290
OG0000945	Pray.g_01322	Syak.g_01288
OG0000946	Pray.g_01327	Syak.g_01283
OG0000947	Pray.g_01329	Syak.g_01280
OG0000948	Pray.g_01330	Syak.g_01279
OG0000949	Pray.g_01333	Syak.g_01551
OG0000950	Pray.g_01338	Syak.g_01562
OG0000951	Pray.g_01342	Syak.g_01569
OG0000952	Pray.g_01346	Syak.g_01574
OG0000953	Pray.g_01349	Syak.g_01627
OG0000954	Pray.g_01353	Syak.g_01633
OG0000955	Pray.g_01354	Syak.g_01634
OG0000956	Pray.g_01356	Syak.g_01636
OG0000957	Pray.g_01362	Syak.g_01648
OG0000958	Pray.g_01363	Syak.g_01649
OG0000959	Pray.g_01367	Syak.g_01653
OG0000960	Pray.g_01368	Syak.g_01654
OG0000961	Pray.g_01370	Syak.g_01679
OG0000962	Pray.g_01372	Syak.g_01682
OG0000963	Pray.g_01376	Syak.g_01687
OG0000964	Pray.g_01377	Syak.g_01688
OG0000965	Pray.g_01378	Syak.g_01689
OG0000966	Pray.g_01385	Syak.g_01711
OG0000967	Pray.g_01390	Syak.g_01715
OG0000968	Pray.g_01392	Syak.g_01719
OG0000969	Pray.g_01393	Syak.g_01721
OG0000970	Pray.g_01394	Syak.g_01722
OG0000971	Pray.g_01395	Syak.g_01724
OG0000972	Pray.g_01396	Syak.g_01725
OG0000973	Pray.g_01397	Syak.g_01726
OG0000974	Pray.g_01398	Syak.g_01727
OG0000975	Pray.g_01399	Syak.g_01728
OG0000976	Pray.g_01400	Syak.g_01729
OG0000977	Pray.g_01401	Syak.g_01731
OG0000978	Pray.g_01402	Syak.g_01732
OG0000979	Pray.g_01405	Syak.g_01735
OG0000980	Pray.g_01407	Syak.g_01738
OG0000981	Pray.g_01409	Syak.g_01741
OG0000982	Pray.g_01411	Syak.g_01941
OG0000983	Pray.g_01412	Syak.g_01940
OG0000984	Pray.g_01413	Syak.g_01939
OG0000985	Pray.g_01416	Syak.g_01935
OG0000986	Pray.g_01418	Syak.g_01933
OG0000987	Pray.g_01419	Syak.g_01931
OG0000988	Pray.g_01422	Syak.g_01925
OG0000989	Pray.g_01426	Syak.g_01912
OG0000990	Pray.g_01429	Syak.g_01900
OG0000991	Pray.g_01430	Syak.g_01896
OG0000992	Pray.g_01432	Syak.g_01893
OG0000993	Pray.g_01433	Syak.g_01892
OG0000994	Pray.g_01434	Syak.g_01889
OG0000995	Pray.g_01438	Syak.g_01880
OG0000996	Pray.g_01439	Syak.g_01839
OG0000997	Pray.g_01440	Syak.g_01828
OG0000998	Pray.g_01442	Syak.g_01826
OG0000999	Pray.g_01443	Syak.g_01825
OG0001000	Pray.g_01446	Syak.g_01821
OG0001001	Pray.g_01448	Syak.g_01814
OG0001002	Pray.g_01452	Syak.g_01807
OG0001003	Pray.g_01453	Syak.g_01806
OG0001004	Pray.g_01454	Syak.g_01805
OG0001005	Pray.g_01455	Syak.g_01804
OG0001006	Pray.g_01459	Syak.g_01797
OG0001007	Pray.g_01461	Syak.g_01795
OG0001008	Pray.g_00927	Syak.g_01190
OG0001009	Pray.g_01489	Syak.g_01762
OG0001010	Pray.g_01490	Syak.g_01761
OG0001011	Pray.g_01491	Syak.g_01759
OG0001012	Pray.g_00240	Syak.g_01946
OG0001013	Pray.g_00235	Syak.g_01969
OG0001014	Pray.g_00232	Syak.g_01975
OG0001015	Pray.g_00231	Syak.g_01976
OG0001016	Pray.g_00216	Syak.g_02250
OG0001017	Pray.g_00212	Syak.g_02244
OG0001018	Pray.g_00209	Syak.g_02242
OG0001019	Pray.g_00200	Syak.g_02218
OG0001020	Pray.g_00199	Syak.g_02214
OG0001021	Pray.g_00198	Syak.g_02210
OG0001022	Pray.g_00195	Syak.g_02205
OG0001023	Pray.g_00194	Syak.g_02204
OG0001024	Pray.g_00191	Syak.g_02201
OG0001025	Pray.g_00185	Syak.g_02195
OG0001026	Pray.g_00178	Syak.g_02182
OG0001027	Pray.g_00177	Syak.g_02178
OG0001028	Pray.g_00175	Syak.g_02176
OG0001029	Pray.g_00174	Syak.g_02174
OG0001030	Pray.g_00159	Syak.g_02153
OG0001031	Pray.g_00667	Syak.g_02079
OG0001032	Pray.g_00668	Syak.g_02077
OG0001033	Pray.g_00689	Syak.g_02037
OG0001034	Pray.g_00717	Syak.g_02305
OG0001035	Pray.g_00735	Syak.g_01422
OG0001036	Pray.g_00739	Syak.g_01427
OG0001037	Pray.g_00740	Syak.g_01429
OG0001038	Pray.g_00757	Syak.g_01457
OG0001039	Pray.g_00760	Syak.g_01460
OG0001040	Pray.g_00762	Syak.g_01463
OG0001041	Pray.g_00766	Syak.g_01468
OG0001042	Pray.g_00782	Syak.g_01500
OG0001043	Pray.g_00783	Syak.g_01504
OG0001044	Pray.g_00811	Syak.g_01247
OG0001045	Pray.g_00820	Syak.g_01234
OG0001046	Pray.g_00857	Syak.g_00479
OG0001047	Pray.g_00929	Syak.g_01188
OG0001048	Pray.g_00930	Syak.g_01187
OG0001049	Pray.g_00932	Syak.g_01184
OG0001050	Pray.g_00933	Syak.g_01183
OG0001051	Pray.g_00934	Syak.g_01182
OG0001052	Pray.g_00961	Syak.g_01122
OG0001053	Pray.g_00973	Syak.g_02577
OG0001054	Pray.g_00989	Syak.g_02596
OG0001055	Pray.g_01008	Syak.g_02617
OG0001056	Pray.g_01225	Syak.g_02645
OG0001057	Pray.g_01220	Syak.g_00964
OG0001058	Pray.g_01212	Syak.g_02668
OG0001060	Pray.g_01201	Syak.g_02677
OG0001061	Pray.g_01188	Syak.g_02697
OG0001062	Pray.g_01186	Syak.g_02699
OG0001063	Pray.g_01184	Syak.g_02704
OG0001064	Pray.g_01183	Syak.g_02705
OG0001065	Pray.g_01182	Syak.g_02706
OG0001066	Pray.g_01181	Syak.g_02707
OG0001067	Pray.g_01180	Syak.g_02708
OG0001068	Pray.g_01179	Syak.g_02709
OG0001069	Pray.g_01178	Syak.g_02710
OG0001070	Pray.g_01175	Syak.g_02714
OG0001071	Pray.g_01174	Syak.g_02715
OG0001072	Pray.g_01173	Syak.g_02721
OG0001073	Pray.g_01159	Syak.g_02736
OG0001074	Pray.g_01148	Syak.g_00098
OG0001075	Pray.g_01147	Syak.g_02760
OG0001076	Pray.g_01139	Syak.g_00011
OG0001077	Pray.g_01135	Syak.g_00024
OG0001078	Pray.g_01127	Syak.g_00036
OG0001079	Pray.g_01116	Syak.g_00049
OG0001080	Pray.g_01110	Syak.g_00264
OG0001081	Pray.g_01108	Syak.g_00327
OG0001082	Pray.g_01107	Syak.g_00328
OG0001083	Pray.g_01102	Syak.g_00336
OG0001084	Pray.g_01101	Syak.g_00337
OG0001085	Pray.g_01093	Syak.g_00354
OG0001086	Pray.g_01092	Syak.g_00356
OG0001087	Pray.g_01075	Syak.g_00691
OG0001088	Pray.g_01074	Syak.g_00694
OG0001089	Pray.g_01066	Syak.g_00722
OG0001090	Pray.g_01039	Syak.g_00806
OG0001091	Pray.g_01037	Syak.g_00804
OG0001092	Pray.g_01036	Syak.g_00801
OG0001093	Pray.g_01031	Syak.g_00794
OG0001094	Pray.g_00342	Syak.g_00428
OG0001095	Pray.g_00361	Syak.g_00448
OG0001096	Pray.g_00374	Syak.g_00623
OG0001097	Pray.g_00393	Syak.g_00598
OG0001098	Pray.g_00408	Syak.g_00578
OG0001099	Pray.g_00440	Syak.g_02175
OG0001100	Pray.g_00444	Syak.g_00365
OG0001101	Pray.g_00446	Syak.g_00367
OG0001102	Pray.g_00449	Syak.g_00370
OG0001103	Pray.g_00451	Syak.g_00372
OG0001104	Pray.g_00474	Syak.g_00410
OG0001105	Pray.g_00478	Syak.g_00414
OG0001106	Pray.g_00502	Syak.g_00518
OG0001107	Pray.g_00509	Syak.g_00505
OG0001108	Pray.g_00513	Syak.g_00497
OG0001109	Pray.g_00514	Syak.g_00495
OG0001110	Pray.g_00516	Syak.g_00493
OG0001111	Pray.g_00517	Syak.g_00491
OG0001112	Pray.g_00518	Syak.g_00489
OG0001113	Pray.g_00519	Syak.g_00406
OG0001114	Pray.g_00520	Syak.g_00488
OG0001115	Pray.g_00522	Syak.g_00484
OG0001116	Pray.g_00523	Syak.g_00482
OG0001117	Pray.g_00524	Syak.g_00481
OG0001118	Pray.g_00525	Syak.g_00480
OG0001119	Pray.g_00526	Syak.g_00478
OG0001120	Pray.g_00528	Syak.g_00474
OG0001121	Pray.g_00099, Pray.g_00531	Syak.g_00114
OG0001123	Pray.g_00560	Syak.g_00650
OG0001124	Pray.g_00562	Syak.g_00652
OG0001125	Pray.g_00563	Syak.g_00654
OG0001126	Pray.g_00573	Syak.g_00757
OG0001127	Pray.g_00574	Syak.g_00756
OG0001128	Pray.g_00576	Syak.g_00753
OG0001129	Pray.g_00577	Syak.g_00751
OG0001130	Pray.g_00578	Syak.g_00750
OG0001131	Pray.g_00614	Syak.g_00389
OG0001132	Pray.g_00623	Syak.g_00120
OG0001133	Pray.g_00112	Syak.g_00014
OG0001134	Pray.g_00097	Syak.g_00273
OG0001136	Pray.g_00067	Syak.g_00901
OG0001137	Pray.g_00055	Syak.g_00876
OG0001138	Pray.g_00037	Syak.g_00839
OG0001139	Pray.g_00036	Syak.g_00837
OG0001140	Pray.g_00035	Syak.g_00836
OG0001141	Pray.g_00034	Syak.g_00835
OG0001142	Pray.g_00033	Syak.g_00834
OG0001143	Pray.g_00026	Syak.g_00826
OG0001144	Pray.g_00021	Syak.g_00815
OG0001145	Pray.g_01878	Syak.g_00922
OG0001146	Pray.g_01866	Syak.g_00943
OG0001147	Pray.g_01843	Syak.g_01113
OG0001148	Pray.g_01827	Syak.g_02563
OG0001149	Pray.g_01826	Syak.g_02562
OG0001150	Pray.g_01825	Syak.g_02561
OG0001151	Pray.g_01814	Syak.g_02548
OG0001153	Pray.g_01690	Syak.g_01084
OG0001154	Pray.g_01689	Syak.g_01085
OG0001155	Pray.g_01677	Syak.g_02480
OG0001156	Pray.g_01674	Syak.g_02477
OG0001157	Pray.g_01673	Syak.g_02476
OG0001158	Pray.g_01672	Syak.g_02475
OG0001159	Pray.g_01671	Syak.g_02474
OG0001160	Pray.g_01647	Syak.g_02437
OG0001161	Pray.g_01634	Syak.g_01906
OG0001162	Pray.g_01623	Syak.g_00959
OG0001163	Pray.g_01567	Syak.g_02429
OG0001164	Pray.g_01563	Syak.g_02423
OG0001165	Pray.g_01560	Syak.g_02418
OG0001166	Pray.g_01540	Syak.g_02394
OG0001167	Pray.g_01523	Syak.g_02366
OG0001168	Pray.g_01521	Syak.g_02364
OG0001169	Pray.g_01519	Syak.g_02362
OG0001170	Pray.g_01517	Syak.g_02360
OG0001171	Pray.g_01508	Syak.g_02349
OG0001172	Pray.g_01237	Syak.g_01388
OG0001173	Pray.g_01238	Syak.g_01387
OG0001174	Pray.g_01246	Syak.g_01379
OG0001175	Pray.g_01247	Syak.g_01378
OG0001176	Pray.g_01254	Syak.g_01354
OG0001177	Pray.g_01257	Syak.g_01356
OG0001178	Pray.g_01262	Syak.g_02411
OG0001179	Pray.g_01290	Syak.g_01324
