Orthogroup	Pray	Syai
OG0000589	Pray.g_01142	Syai.g_01066
OG0000590	Pray.g_01141	Syai.g_01067
OG0000591	Pray.g_01138	Syai.g_01075
OG0000592	Pray.g_01137	Syai.g_01076
OG0000593	Pray.g_01131	Syai.g_01100
OG0000594	Pray.g_01130	Syai.g_01101
OG0000595	Pray.g_01129	Syai.g_01102
OG0000596	Pray.g_01125	Syai.g_01107
OG0000597	Pray.g_01123	Syai.g_01110
OG0000598	Pray.g_01122	Syai.g_01111
OG0000599	Pray.g_01119	Syai.g_01114
OG0000600	Pray.g_01118	Syai.g_01115
OG0000601	Pray.g_01117	Syai.g_01116
OG0000602	Pray.g_01115	Syai.g_01121
OG0000603	Pray.g_01114	Syai.g_01122
OG0000604	Pray.g_01113	Syai.g_01125
OG0000605	Pray.g_01112	Syai.g_01609
OG0000606	Pray.g_01109	Syai.g_01221
OG0000607	Pray.g_01106	Syai.g_01224
OG0000608	Pray.g_01105	Syai.g_01225
OG0000609	Pray.g_01104	Syai.g_01227
OG0000610	Pray.g_01099	Syai.g_01234
OG0000611	Pray.g_01096	Syai.g_01237
OG0000612	Pray.g_01095	Syai.g_01238
OG0000613	Pray.g_01090	Syai.g_00196
OG0000614	Pray.g_01071	Syai.g_01981
OG0000615	Pray.g_01063	Syai.g_01286
OG0000616	Pray.g_01059	Syai.g_02914
OG0000617	Pray.g_01034	Syai.g_01393
OG0000618	Pray.g_01033	Syai.g_01394
OG0000619	Pray.g_01032	Syai.g_01395
OG0000620	Pray.g_01029	Syai.g_01402
OG0000621	Pray.g_01028	Syai.g_01403
OG0000622	Pray.g_01027	Syai.g_01404
OG0000623	Pray.g_01026	Syai.g_01405
OG0000624	Pray.g_01025	Syai.g_01407
OG0000625	Pray.g_00269	Syai.g_01408
OG0000626	Pray.g_00270	Syai.g_01409
OG0000627	Pray.g_00271	Syai.g_01575
OG0000628	Pray.g_00272	Syai.g_01573
OG0000629	Pray.g_00273	Syai.g_01570
OG0000630	Pray.g_00276	Syai.g_01566
OG0000631	Pray.g_00339	Syai.g_01557
OG0000632	Pray.g_00340	Syai.g_01556
OG0000633	Pray.g_00341	Syai.g_01555
OG0000634	Pray.g_00344	Syai.g_01317
OG0000635	Pray.g_00345	Syai.g_01318
OG0000636	Pray.g_00347	Syai.g_01320
OG0000637	Pray.g_00349	Syai.g_01322
OG0000638	Pray.g_00350	Syai.g_01323
OG0000639	Pray.g_00351	Syai.g_01324
OG0000640	Pray.g_00352	Syai.g_01325
OG0000641	Pray.g_00356	Syai.g_01329
OG0000642	Pray.g_00357	Syai.g_01330
OG0000643	Pray.g_00358	Syai.g_01349
OG0000644	Pray.g_00359	Syai.g_01350
OG0000645	Pray.g_00360	Syai.g_01352
OG0000646	Pray.g_00362	Syai.g_01355
OG0000647	Pray.g_00363	Syai.g_01357
OG0000648	Pray.g_00365	Syai.g_01362
OG0000649	Pray.g_00366	Syai.g_01363
OG0000650	Pray.g_00367	Syai.g_01364
OG0000651	Pray.g_00368	Syai.g_01365
OG0000652	Pray.g_00369	Syai.g_01366
OG0000653	Pray.g_00371	Syai.g_01368
OG0000654	Pray.g_00372	Syai.g_01369
OG0000655	Pray.g_00373	Syai.g_01370
OG0000656	Pray.g_00376	Syai.g_01373
OG0000657	Pray.g_00384	Syai.g_02045
OG0000658	Pray.g_00385	Syai.g_02049
OG0000659	Pray.g_00386	Syai.g_02050
OG0000660	Pray.g_00390	Syai.g_02054
OG0000661	Pray.g_00392	Syai.g_02056
OG0000662	Pray.g_00394	Syai.g_02058
OG0000663	Pray.g_00396	Syai.g_02061
OG0000664	Pray.g_00397	Syai.g_02062
OG0000665	Pray.g_00401	Syai.g_02431
OG0000666	Pray.g_00402	Syai.g_01610
OG0000667	Pray.g_00406	Syai.g_01724
OG0000668	Pray.g_00436	Syai.g_01436
OG0000669	Pray.g_00443	Syai.g_01251
OG0000670	Pray.g_00445	Syai.g_00561
OG0000671	Pray.g_00447	Syai.g_01255
OG0000672	Pray.g_00450	Syai.g_01259
OG0000673	Pray.g_00453	Syai.g_01262
OG0000674	Pray.g_00455	Syai.g_01264
OG0000675	Pray.g_00456	Syai.g_01265
OG0000676	Pray.g_00458	Syai.g_01275
OG0000677	Pray.g_00459	Syai.g_01276
OG0000678	Pray.g_00461	Syai.g_01279
OG0000679	Pray.g_00465	Syai.g_01288
OG0000680	Pray.g_00466	Syai.g_01289
OG0000681	Pray.g_00469	Syai.g_01292
OG0000682	Pray.g_00470	Syai.g_01293
OG0000683	Pray.g_00471	Syai.g_01294
OG0000684	Pray.g_00473	Syai.g_01299
OG0000685	Pray.g_00475	Syai.g_01301
OG0000686	Pray.g_00476	Syai.g_01302
OG0000687	Pray.g_00477	Syai.g_01303
OG0000688	Pray.g_00480	Syai.g_01307
OG0000689	Pray.g_00481	Syai.g_01309
OG0000690	Pray.g_00482	Syai.g_01310
OG0000691	Pray.g_00483	Syai.g_01311
OG0000692	Pray.g_00485	Syai.g_01312
OG0000693	Pray.g_00486	Syai.g_01313
OG0000694	Pray.g_00487	Syai.g_01314
OG0000695	Pray.g_00489	Syai.g_01553
OG0000696	Pray.g_00490	Syai.g_01552
OG0000697	Pray.g_00491	Syai.g_01550
OG0000698	Pray.g_00494	Syai.g_01547
OG0000699	Pray.g_00495	Syai.g_01545
OG0000700	Pray.g_00496	Syai.g_01544
OG0000701	Pray.g_00497	Syai.g_01543
OG0000702	Pray.g_00499	Syai.g_01521
OG0000703	Pray.g_00500	Syai.g_01520
OG0000704	Pray.g_00501	Syai.g_01518
OG0000705	Pray.g_00505	Syai.g_01511
OG0000706	Pray.g_00506	Syai.g_01510
OG0000707	Pray.g_00507	Syai.g_01509
OG0000708	Pray.g_00508	Syai.g_01506
OG0000709	Pray.g_00512	Syai.g_01497
OG0000710	Pray.g_00515	Syai.g_01487
OG0000711	Pray.g_00532	Syai.g_01456
OG0000712	Pray.g_00534	Syai.g_01454
OG0000713	Pray.g_00535	Syai.g_01453
OG0000714	Pray.g_00536	Syai.g_01451
OG0000715	Pray.g_00538	Syai.g_01449
OG0000716	Pray.g_00540	Syai.g_01445
OG0000717	Pray.g_00541	Syai.g_01444
OG0000718	Pray.g_00553	Syai.g_01440
OG0000719	Pray.g_00555	Syai.g_01438
OG0000720	Pray.g_00564	Syai.g_01425
OG0000721	Pray.g_00566	Syai.g_01423
OG0000722	Pray.g_00567	Syai.g_01422
OG0000723	Pray.g_00570	Syai.g_01411
OG0000724	Pray.g_00579	Syai.g_02013
OG0000725	Pray.g_00585	Syai.g_02004
OG0000726	Pray.g_00586	Syai.g_02003
OG0000727	Pray.g_00587	Syai.g_02002
OG0000728	Pray.g_00589	Syai.g_02000
OG0000729	Pray.g_00634	Syai.g_00097
OG0000730	Pray.g_00132	Syai.g_00483
OG0000731	Pray.g_00128	Syai.g_00495
OG0000732	Pray.g_00118	Syai.g_00058
OG0000733	Pray.g_00096	Syai.g_02805
OG0000734	Pray.g_00079	Syai.g_02548
OG0000735	Pray.g_00077	Syai.g_02159
OG0000736	Pray.g_00076	Syai.g_02158
OG0000737	Pray.g_00075	Syai.g_02157
OG0000738	Pray.g_00071	Syai.g_02152
OG0000739	Pray.g_00070	Syai.g_02151
OG0000740	Pray.g_00069	Syai.g_02150
OG0000741	Pray.g_00068	Syai.g_02147
OG0000742	Pray.g_00065	Syai.g_02145
OG0000743	Pray.g_00063	Syai.g_02143
OG0000744	Pray.g_00062	Syai.g_02142
OG0000745	Pray.g_00060	Syai.g_02140
OG0000746	Pray.g_00058	Syai.g_02138
OG0000747	Pray.g_00057	Syai.g_02137
OG0000748	Pray.g_00054	Syai.g_02125
OG0000749	Pray.g_00053	Syai.g_02123
OG0000750	Pray.g_00052	Syai.g_02122
OG0000751	Pray.g_00050	Syai.g_02116
OG0000752	Pray.g_00048	Syai.g_02114
OG0000753	Pray.g_00045	Syai.g_02111
OG0000754	Pray.g_00042	Syai.g_01750
OG0000755	Pray.g_00039	Syai.g_01760
OG0000756	Pray.g_00038	Syai.g_01761
OG0000757	Pray.g_00032	Syai.g_01769
OG0000758	Pray.g_00031	Syai.g_01770
OG0000759	Pray.g_00030	Syai.g_01771
OG0000760	Pray.g_00029	Syai.g_01772
OG0000761	Pray.g_00028	Syai.g_01775
OG0000762	Pray.g_00027	Syai.g_01777
OG0000763	Pray.g_00025	Syai.g_01779
OG0000764	Pray.g_00024	Syai.g_01780
OG0000765	Pray.g_00015	Syai.g_01797
OG0000766	Pray.g_00014	Syai.g_01798
OG0000767	Pray.g_00012	Syai.g_01800
OG0000768	Pray.g_00011	Syai.g_01801
OG0000769	Pray.g_00009	Syai.g_01803
OG0000770	Pray.g_00007	Syai.g_01822
OG0000771	Pray.g_00250	Syai.g_02019
OG0000772	Pray.g_01895	Syai.g_01639
OG0000773	Pray.g_01879	Syai.g_02164
OG0000774	Pray.g_01877	Syai.g_02168
OG0000775	Pray.g_01875	Syai.g_02172
OG0000776	Pray.g_01874	Syai.g_02173
OG0000777	Pray.g_01873	Syai.g_02174
OG0000778	Pray.g_01872	Syai.g_02175
OG0000779	Pray.g_01868	Syai.g_02181
OG0000780	Pray.g_01867	Syai.g_02184
OG0000781	Pray.g_01864	Syai.g_02188
OG0000782	Pray.g_01863	Syai.g_02189
OG0000783	Pray.g_01862	Syai.g_02190
OG0000784	Pray.g_01861	Syai.g_02191
OG0000785	Pray.g_01859	Syai.g_02193
OG0000786	Pray.g_01857	Syai.g_00816
OG0000787	Pray.g_01856	Syai.g_00815
OG0000788	Pray.g_01842	Syai.g_01117
OG0000789	Pray.g_01839	Syai.g_01596
OG0000790	Pray.g_01824	Syai.g_00623
OG0000791	Pray.g_01822	Syai.g_00621
OG0000792	Pray.g_01821	Syai.g_00620
OG0000793	Pray.g_01818	Syai.g_00615
OG0000794	Pray.g_01817	Syai.g_00614
OG0000795	Pray.g_01816	Syai.g_00613
OG0000796	Pray.g_01812	Syai.g_00609
OG0000797	Pray.g_01811	Syai.g_00608
OG0000799	Pray.g_01740	Syai.g_00996
OG0000800	Pray.g_01739	Syai.g_00993
OG0000801	Pray.g_01738	Syai.g_00992
OG0000802	Pray.g_01736	Syai.g_00988
OG0000803	Pray.g_01734	Syai.g_00983
OG0000804	Pray.g_01733	Syai.g_00980
OG0000805	Pray.g_01731	Syai.g_00965
OG0000806	Pray.g_01729	Syai.g_00963
OG0000807	Pray.g_01728	Syai.g_00961
OG0000808	Pray.g_01727	Syai.g_00960
OG0000809	Pray.g_01724	Syai.g_00957
OG0000810	Pray.g_01723	Syai.g_00956
OG0000811	Pray.g_01719	Syai.g_00950
OG0000812	Pray.g_01717	Syai.g_00948
OG0000813	Pray.g_01716	Syai.g_00947
OG0000814	Pray.g_01714	Syai.g_00945
OG0000815	Pray.g_01713	Syai.g_00944
OG0000816	Pray.g_01711	Syai.g_00942
OG0000817	Pray.g_01710	Syai.g_00941
OG0000818	Pray.g_01705	Syai.g_00935
OG0000819	Pray.g_01704	Syai.g_00934
OG0000820	Pray.g_01703	Syai.g_00933
OG0000821	Pray.g_01699	Syai.g_00916
OG0000822	Pray.g_01698	Syai.g_00914
OG0000823	Pray.g_01697	Syai.g_00913
OG0000824	Pray.g_01694	Syai.g_00907
OG0000825	Pray.g_01693	Syai.g_00906
OG0000826	Pray.g_01692	Syai.g_00905
OG0000827	Pray.g_01691	Syai.g_00904
OG0000828	Pray.g_01688	Syai.g_00900
OG0000829	Pray.g_01687	Syai.g_00899
OG0000830	Pray.g_01686	Syai.g_00898
OG0000831	Pray.g_01684	Syai.g_00896
OG0000832	Pray.g_01678	Syai.g_02296
OG0000833	Pray.g_01670	Syai.g_02305
OG0000834	Pray.g_01669	Syai.g_02307
OG0000835	Pray.g_01668	Syai.g_02308
OG0000836	Pray.g_01667	Syai.g_02312
OG0000837	Pray.g_01666	Syai.g_02313
OG0000838	Pray.g_01664	Syai.g_02323
OG0000839	Pray.g_01663	Syai.g_02324
OG0000840	Pray.g_01662	Syai.g_02325
OG0000841	Pray.g_01661	Syai.g_02326
OG0000842	Pray.g_01660	Syai.g_02327
OG0000843	Pray.g_01659	Syai.g_02328
OG0000844	Pray.g_01658	Syai.g_02330
OG0000845	Pray.g_01657	Syai.g_02331
OG0000846	Pray.g_01656	Syai.g_02332
OG0000847	Pray.g_01655	Syai.g_02333
OG0000848	Pray.g_01654	Syai.g_02335
OG0000849	Pray.g_01653	Syai.g_02336
OG0000850	Pray.g_01651	Syai.g_02339
OG0000851	Pray.g_01650	Syai.g_02352
OG0000852	Pray.g_01649	Syai.g_02353
OG0000853	Pray.g_01645	Syai.g_02357
OG0000854	Pray.g_01643	Syai.g_02359
OG0000855	Pray.g_01642	Syai.g_02360
OG0000856	Pray.g_01627	Syai.g_01078
OG0000857	Pray.g_01600	Syai.g_01356
OG0000858	Pray.g_01565	Syai.g_02366
OG0000859	Pray.g_01564	Syai.g_02367
OG0000860	Pray.g_01557	Syai.g_02380
OG0000861	Pray.g_01556	Syai.g_02381
OG0000862	Pray.g_01555	Syai.g_02382
OG0000863	Pray.g_01553	Syai.g_02385
OG0000864	Pray.g_01552	Syai.g_02386
OG0000865	Pray.g_01551	Syai.g_02387
OG0000866	Pray.g_01550	Syai.g_02388
OG0000867	Pray.g_01549	Syai.g_02389
OG0000868	Pray.g_01548	Syai.g_02392
OG0000869	Pray.g_01544	Syai.g_02396
OG0000870	Pray.g_01539	Syai.g_02401
OG0000871	Pray.g_01538	Syai.g_02402
OG0000872	Pray.g_01537	Syai.g_02409
OG0000873	Pray.g_01534	Syai.g_02412
OG0000874	Pray.g_01531	Syai.g_02408
OG0000875	Pray.g_01530	Syai.g_02416
OG0000876	Pray.g_01529	Syai.g_02243
OG0000877	Pray.g_01527	Syai.g_02250
OG0000878	Pray.g_01526	Syai.g_02251
OG0000879	Pray.g_01525	Syai.g_02252
OG0000880	Pray.g_01524	Syai.g_02253
OG0000881	Pray.g_01520	Syai.g_02257
OG0000882	Pray.g_01515	Syai.g_02262
OG0000883	Pray.g_01513	Syai.g_02264
OG0000884	Pray.g_01512	Syai.g_02266
OG0000885	Pray.g_01511	Syai.g_02267
OG0000886	Pray.g_01510	Syai.g_02268
OG0000887	Pray.g_01509	Syai.g_02269
OG0000888	Pray.g_01507	Syai.g_02271
OG0000889	Pray.g_01505	Syai.g_02273
OG0000890	Pray.g_01504	Syai.g_02279
OG0000891	Pray.g_01503	Syai.g_02280
OG0000892	Pray.g_01229	Syai.g_02282
OG0000893	Pray.g_01234	Syai.g_00318
OG0000894	Pray.g_01236	Syai.g_00321
OG0000895	Pray.g_01239	Syai.g_00325
OG0000896	Pray.g_01240	Syai.g_00326
OG0000897	Pray.g_01242	Syai.g_00328
OG0000898	Pray.g_01243	Syai.g_00329
OG0000899	Pray.g_01244	Syai.g_00330
OG0000900	Pray.g_01245	Syai.g_00331
OG0000901	Pray.g_01248	Syai.g_00336
OG0000902	Pray.g_01250	Syai.g_00338
OG0000903	Pray.g_01253	Syai.g_00353
OG0000904	Pray.g_01255	Syai.g_00348
OG0000905	Pray.g_01260	Syai.g_00342
OG0000906	Pray.g_01261	Syai.g_00340
OG0000907	Pray.g_01264	Syai.g_00358
OG0000908	Pray.g_01267	Syai.g_00361
OG0000909	Pray.g_01268	Syai.g_00362
OG0000910	Pray.g_01269	Syai.g_00363
OG0000911	Pray.g_01271	Syai.g_00365
OG0000912	Pray.g_01272	Syai.g_00366
OG0000913	Pray.g_01273	Syai.g_00367
OG0000914	Pray.g_01274	Syai.g_00368
OG0000915	Pray.g_01275	Syai.g_00370
OG0000916	Pray.g_01276	Syai.g_00371
OG0000917	Pray.g_01277	Syai.g_00372
OG0000918	Pray.g_01278	Syai.g_00373
OG0000919	Pray.g_01279	Syai.g_00374
OG0000920	Pray.g_01280	Syai.g_00375
OG0000921	Pray.g_01281	Syai.g_00376
OG0000922	Pray.g_01282	Syai.g_00377
OG0000923	Pray.g_01286	Syai.g_00381
OG0000924	Pray.g_01287	Syai.g_00382
OG0000925	Pray.g_01288	Syai.g_00383
OG0000926	Pray.g_01289	Syai.g_00384
OG0000927	Pray.g_01291	Syai.g_00386
OG0000928	Pray.g_01292	Syai.g_00387
OG0000929	Pray.g_01293	Syai.g_00388
OG0000930	Pray.g_01294	Syai.g_00389
OG0000931	Pray.g_01295	Syai.g_00390
OG0000932	Pray.g_01296	Syai.g_00391
OG0000933	Pray.g_01300	Syai.g_00397
OG0000934	Pray.g_01302	Syai.g_00399
OG0000935	Pray.g_01303	Syai.g_00400
OG0000936	Pray.g_01304	Syai.g_00401
OG0000937	Pray.g_01305	Syai.g_00402
OG0000938	Pray.g_01307	Syai.g_00405
OG0000939	Pray.g_01308	Syai.g_00406
OG0000940	Pray.g_01315	Syai.g_00413
OG0000941	Pray.g_01317	Syai.g_00415
OG0000942	Pray.g_01319	Syai.g_00417
OG0000943	Pray.g_01320	Syai.g_00418
OG0000944	Pray.g_01321	Syai.g_00420
OG0000945	Pray.g_01322	Syai.g_00422
OG0000946	Pray.g_01327	Syai.g_00428
OG0000947	Pray.g_01329	Syai.g_00431
OG0000948	Pray.g_01330	Syai.g_00432
OG0000949	Pray.g_01333	Syai.g_00174
OG0000950	Pray.g_01338	Syai.g_00163
OG0000951	Pray.g_01342	Syai.g_00158
OG0000952	Pray.g_01346	Syai.g_00136
OG0000953	Pray.g_01349	Syai.g_00132
OG0000954	Pray.g_01353	Syai.g_00127
OG0000955	Pray.g_01354	Syai.g_00126
OG0000956	Pray.g_01356	Syai.g_00124
OG0000957	Pray.g_01362	Syai.g_00113
OG0000958	Pray.g_01363	Syai.g_00112
OG0000959	Pray.g_01367	Syai.g_00108
OG0000960	Pray.g_01368	Syai.g_00107
OG0000961	Pray.g_01370	Syai.g_00100
OG0000962	Pray.g_01372	Syai.g_00098
OG0000963	Pray.g_01376	Syai.g_00094
OG0000964	Pray.g_01377	Syai.g_00093
OG0000965	Pray.g_01378	Syai.g_00092
OG0000966	Pray.g_01385	Syai.g_00082
OG0000967	Pray.g_01390	Syai.g_00077
OG0000968	Pray.g_01392	Syai.g_00085
OG0000969	Pray.g_01393	Syai.g_00080
OG0000970	Pray.g_01394	Syai.g_00079
OG0000971	Pray.g_01395	Syai.g_00074
OG0000972	Pray.g_01396	Syai.g_00073
OG0000973	Pray.g_01397	Syai.g_00072
OG0000974	Pray.g_01398	Syai.g_00071
OG0000975	Pray.g_01399	Syai.g_00070
OG0000976	Pray.g_01400	Syai.g_00069
OG0000977	Pray.g_01401	Syai.g_00067
OG0000978	Pray.g_01402	Syai.g_00065
OG0000979	Pray.g_01405	Syai.g_00062
OG0000980	Pray.g_01407	Syai.g_00059
OG0000981	Pray.g_01409	Syai.g_00056
OG0000982	Pray.g_01411	Syai.g_02777
OG0000983	Pray.g_01412	Syai.g_02778
OG0000984	Pray.g_01413	Syai.g_02779
OG0000985	Pray.g_01416	Syai.g_02781
OG0000986	Pray.g_01418	Syai.g_02784
OG0000987	Pray.g_01419	Syai.g_02786
OG0000988	Pray.g_01422	Syai.g_02790
OG0000989	Pray.g_01426	Syai.g_02797
OG0000990	Pray.g_01429	Syai.g_02825
OG0000991	Pray.g_01430	Syai.g_02827
OG0000992	Pray.g_01432	Syai.g_02830
OG0000993	Pray.g_01433	Syai.g_02831
OG0000994	Pray.g_01434	Syai.g_02834
OG0000995	Pray.g_01438	Syai.g_02840
OG0000996	Pray.g_01439	Syai.g_02891
OG0000997	Pray.g_01440	Syai.g_02900
OG0000998	Pray.g_01442	Syai.g_02902
OG0000999	Pray.g_01443	Syai.g_02903
OG0001000	Pray.g_01446	Syai.g_02906
OG0001001	Pray.g_01448	Syai.g_02911
OG0001002	Pray.g_01452	Syai.g_02918
OG0001003	Pray.g_01453	Syai.g_02919
OG0001004	Pray.g_01454	Syai.g_02920
OG0001005	Pray.g_01455	Syai.g_02921
OG0001006	Pray.g_01459	Syai.g_02931
OG0001007	Pray.g_01461	Syai.g_02933
OG0001008	Pray.g_00927	Syai.g_02227
OG0001009	Pray.g_01489	Syai.g_00034
OG0001010	Pray.g_01490	Syai.g_00035
OG0001011	Pray.g_01491	Syai.g_00037
OG0001012	Pray.g_00240	Syai.g_02773
OG0001013	Pray.g_00235	Syai.g_02750
OG0001014	Pray.g_00232	Syai.g_02726
OG0001015	Pray.g_00231	Syai.g_02725
OG0001016	Pray.g_00216	Syai.g_02479
OG0001017	Pray.g_00212	Syai.g_02485
OG0001018	Pray.g_00209	Syai.g_02487
OG0001019	Pray.g_00200	Syai.g_02508
OG0001020	Pray.g_00199	Syai.g_02516
OG0001021	Pray.g_00198	Syai.g_02523
OG0001022	Pray.g_00195	Syai.g_02528
OG0001023	Pray.g_00194	Syai.g_02529
OG0001024	Pray.g_00191	Syai.g_02533
OG0001025	Pray.g_00185	Syai.g_02540
OG0001026	Pray.g_00178	Syai.g_02550
OG0001027	Pray.g_00177	Syai.g_02555
OG0001028	Pray.g_00175	Syai.g_02557
OG0001029	Pray.g_00174	Syai.g_02559
OG0001030	Pray.g_00159	Syai.g_02580
OG0001031	Pray.g_00667	Syai.g_02656
OG0001032	Pray.g_00668	Syai.g_02658
OG0001033	Pray.g_00689	Syai.g_02685
OG0001034	Pray.g_00717	Syai.g_00537
OG0001035	Pray.g_00735	Syai.g_00295
OG0001036	Pray.g_00739	Syai.g_00290
OG0001037	Pray.g_00740	Syai.g_00288
OG0001038	Pray.g_00757	Syai.g_00261
OG0001039	Pray.g_00760	Syai.g_00258
OG0001040	Pray.g_00762	Syai.g_00255
OG0001041	Pray.g_00766	Syai.g_00250
OG0001042	Pray.g_00782	Syai.g_00225
OG0001043	Pray.g_00783	Syai.g_00221
OG0001044	Pray.g_00811	Syai.g_00485
OG0001045	Pray.g_00820	Syai.g_00498
OG0001046	Pray.g_00857	Syai.g_01471
OG0001047	Pray.g_00929	Syai.g_02225
OG0001048	Pray.g_00930	Syai.g_02224
OG0001049	Pray.g_00932	Syai.g_02215
OG0001050	Pray.g_00933	Syai.g_02214
OG0001051	Pray.g_00934	Syai.g_02213
OG0001052	Pray.g_00961	Syai.g_00861
OG0001053	Pray.g_00973	Syai.g_00641
OG0001054	Pray.g_00989	Syai.g_00658
OG0001055	Pray.g_01008	Syai.g_00679
OG0001056	Pray.g_01225	Syai.g_00713
OG0001057	Pray.g_01220	Syai.g_00721
OG0001058	Pray.g_01212	Syai.g_00734
OG0001059	Pray.g_01208	Syai.g_00738
OG0001060	Pray.g_01201	Syai.g_00744
OG0001061	Pray.g_01188	Syai.g_00765
OG0001062	Pray.g_01186	Syai.g_00767
OG0001063	Pray.g_01184	Syai.g_00774
OG0001064	Pray.g_01183	Syai.g_00775
OG0001065	Pray.g_01182	Syai.g_00776
OG0001066	Pray.g_01181	Syai.g_00777
OG0001067	Pray.g_01180	Syai.g_00778
OG0001068	Pray.g_01179	Syai.g_00779
OG0001069	Pray.g_01178	Syai.g_00780
OG0001070	Pray.g_01175	Syai.g_00783
OG0001071	Pray.g_01174	Syai.g_00784
OG0001072	Pray.g_01173	Syai.g_00788
OG0001073	Pray.g_01159	Syai.g_00807
OG0001074	Pray.g_01148	Syai.g_01051
OG0001075	Pray.g_01147	Syai.g_01053
OG0001076	Pray.g_01139	Syai.g_01069
OG0001077	Pray.g_01135	Syai.g_01081
OG0001078	Pray.g_01127	Syai.g_01105
OG0001079	Pray.g_01116	Syai.g_01118
OG0001080	Pray.g_01110	Syai.g_01606
OG0001081	Pray.g_01108	Syai.g_01222
OG0001082	Pray.g_01107	Syai.g_01223
OG0001083	Pray.g_01102	Syai.g_01230
OG0001084	Pray.g_01101	Syai.g_01231
OG0001085	Pray.g_01093	Syai.g_01241
OG0001086	Pray.g_01092	Syai.g_01243
OG0001087	Pray.g_01075	Syai.g_01953
OG0001088	Pray.g_01074	Syai.g_01957
OG0001089	Pray.g_01066	Syai.g_01996
OG0001090	Pray.g_01039	Syai.g_01387
OG0001091	Pray.g_01037	Syai.g_01389
OG0001092	Pray.g_01036	Syai.g_01391
OG0001093	Pray.g_01031	Syai.g_01397
OG0001094	Pray.g_00342	Syai.g_01315
OG0001096	Pray.g_00374	Syai.g_01371
OG0001097	Pray.g_00393	Syai.g_02057
OG0001098	Pray.g_00408	Syai.g_01603
OG0001099	Pray.g_00440	Syai.g_02558
OG0001100	Pray.g_00444	Syai.g_01253
OG0001101	Pray.g_00446	Syai.g_01254
OG0001102	Pray.g_00449	Syai.g_01257
OG0001103	Pray.g_00451	Syai.g_01260
OG0001104	Pray.g_00474	Syai.g_01300
OG0001105	Pray.g_00478	Syai.g_01304
OG0001106	Pray.g_00502	Syai.g_01517
OG0001107	Pray.g_00509	Syai.g_01505
OG0001108	Pray.g_00513	Syai.g_01496
OG0001109	Pray.g_00514	Syai.g_01488
OG0001110	Pray.g_00516	Syai.g_01486
OG0001111	Pray.g_00517	Syai.g_01484
OG0001112	Pray.g_00518	Syai.g_01482
OG0001113	Pray.g_00519	Syai.g_01481
OG0001114	Pray.g_00520	Syai.g_01480
OG0001115	Pray.g_00522	Syai.g_01476
OG0001116	Pray.g_00523	Syai.g_01474
OG0001117	Pray.g_00524	Syai.g_01473
OG0001118	Pray.g_00525	Syai.g_01472
OG0001119	Pray.g_00526	Syai.g_01470
OG0001120	Pray.g_00528	Syai.g_01466
OG0001121	Pray.g_00099, Pray.g_00531	Syai.g_01676
OG0001122	Pray.g_00556	Syai.g_01437
OG0001123	Pray.g_00560	Syai.g_01430
OG0001124	Pray.g_00562	Syai.g_01428
OG0001125	Pray.g_00563	Syai.g_01426
OG0001126	Pray.g_00573	Syai.g_02021
OG0001127	Pray.g_00574	Syai.g_02020
OG0001128	Pray.g_00576	Syai.g_02017
OG0001129	Pray.g_00577	Syai.g_02015
OG0001130	Pray.g_00578	Syai.g_02014
OG0001131	Pray.g_00614	Syai.g_01281
OG0001132	Pray.g_00623	Syai.g_01620
OG0001133	Pray.g_00112	Syai.g_01072
OG0001134	Pray.g_00097	Syai.g_01745
OG0001136	Pray.g_00067	Syai.g_02146
OG0001137	Pray.g_00055	Syai.g_02126
OG0001138	Pray.g_00037	Syai.g_01763
OG0001139	Pray.g_00036	Syai.g_01765
OG0001140	Pray.g_00035	Syai.g_01766
OG0001141	Pray.g_00034	Syai.g_01767
OG0001142	Pray.g_00033	Syai.g_01768
OG0001143	Pray.g_00026	Syai.g_01778
OG0001144	Pray.g_00021	Syai.g_01788
OG0001145	Pray.g_01878	Syai.g_02165
OG0001146	Pray.g_01866	Syai.g_02185
OG0001147	Pray.g_01843	Syai.g_00869
OG0001148	Pray.g_01827	Syai.g_00626
OG0001149	Pray.g_01826	Syai.g_00625
OG0001150	Pray.g_01825	Syai.g_00624
OG0001151	Pray.g_01814	Syai.g_00611
OG0001152	Pray.g_01813	Syai.g_00610
OG0001153	Pray.g_01690	Syai.g_00903
OG0001154	Pray.g_01689	Syai.g_00901
OG0001155	Pray.g_01677	Syai.g_02298
OG0001156	Pray.g_01674	Syai.g_02301
OG0001157	Pray.g_01673	Syai.g_02302
OG0001158	Pray.g_01672	Syai.g_02303
OG0001159	Pray.g_01671	Syai.g_02304
OG0001160	Pray.g_01647	Syai.g_02355
OG0001161	Pray.g_01634	Syai.g_02803
OG0001162	Pray.g_01623	Syai.g_01374
OG0001163	Pray.g_01567	Syai.g_02363
OG0001164	Pray.g_01563	Syai.g_02369
OG0001165	Pray.g_01560	Syai.g_02374
OG0001166	Pray.g_01540	Syai.g_02400
OG0001167	Pray.g_01523	Syai.g_02254
OG0001168	Pray.g_01521	Syai.g_02256
OG0001169	Pray.g_01519	Syai.g_02258
OG0001170	Pray.g_01517	Syai.g_02260
OG0001171	Pray.g_01508	Syai.g_02270
OG0001172	Pray.g_01237	Syai.g_00323
OG0001173	Pray.g_01238	Syai.g_00324
