Orthogroup	Pray	Syag
OG0000594	Pray.g_01130	Syag.g_00407
OG0000595	Pray.g_01129	Syag.g_00408
OG0000596	Pray.g_01125	Syag.g_00413
OG0000597	Pray.g_01123	Syag.g_00416
OG0000598	Pray.g_01122	Syag.g_00417
OG0000599	Pray.g_01119	Syag.g_00424
OG0000600	Pray.g_01118	Syag.g_00425
OG0000601	Pray.g_01117	Syag.g_00426
OG0000602	Pray.g_01115	Syag.g_00431
OG0000603	Pray.g_01114	Syag.g_00432
OG0000604	Pray.g_01113	Syag.g_00434
OG0000605	Pray.g_01112	Syag.g_00522
OG0000606	Pray.g_01109	Syag.g_00550
OG0000607	Pray.g_01106	Syag.g_00553
OG0000608	Pray.g_01105	Syag.g_00554
OG0000609	Pray.g_01104	Syag.g_00556
OG0000610	Pray.g_01099	Syag.g_00580
OG0000611	Pray.g_01096	Syag.g_00583
OG0000612	Pray.g_01095	Syag.g_00584
OG0000613	Pray.g_01090	Syag.g_02533
OG0000614	Pray.g_01071	Syag.g_01004
OG0000615	Pray.g_01063	Syag.g_00630
OG0000616	Pray.g_01059	Syag.g_02255
OG0000617	Pray.g_01034	Syag.g_00915
OG0000618	Pray.g_01033	Syag.g_00914
OG0000619	Pray.g_01032	Syag.g_00913
OG0000620	Pray.g_01029	Syag.g_00906
OG0000621	Pray.g_01028	Syag.g_00905
OG0000622	Pray.g_01027	Syag.g_00904
OG0000623	Pray.g_01026	Syag.g_00903
OG0000624	Pray.g_01025	Syag.g_00901
OG0000625	Pray.g_00269	Syag.g_00900
OG0000626	Pray.g_00270	Syag.g_00899
OG0000627	Pray.g_00271	Syag.g_00756
OG0000628	Pray.g_00272	Syag.g_00757
OG0000629	Pray.g_00273	Syag.g_00761
OG0000630	Pray.g_00276	Syag.g_00765
OG0000631	Pray.g_00339	Syag.g_00772
OG0000632	Pray.g_00340	Syag.g_00773
OG0000633	Pray.g_00341	Syag.g_00774
OG0000634	Pray.g_00344	Syag.g_00663
OG0000635	Pray.g_00345	Syag.g_00664
OG0000636	Pray.g_00347	Syag.g_00666
OG0000637	Pray.g_00349	Syag.g_00668
OG0000638	Pray.g_00350	Syag.g_00669
OG0000639	Pray.g_00351	Syag.g_00670
OG0000640	Pray.g_00352	Syag.g_00671
OG0000641	Pray.g_00356	Syag.g_00675
OG0000642	Pray.g_00357	Syag.g_00676
OG0000643	Pray.g_00358	Syag.g_00677
OG0000644	Pray.g_00359	Syag.g_00678
OG0000645	Pray.g_00360	Syag.g_00680
OG0000646	Pray.g_00362	Syag.g_00683
OG0000647	Pray.g_00363	Syag.g_00685
OG0000648	Pray.g_00365	Syag.g_00694
OG0000649	Pray.g_00366	Syag.g_00695
OG0000650	Pray.g_00367	Syag.g_00696
OG0000651	Pray.g_00368	Syag.g_00697
OG0000652	Pray.g_00369	Syag.g_00698
OG0000653	Pray.g_00371	Syag.g_00700
OG0000654	Pray.g_00372	Syag.g_00701
OG0000655	Pray.g_00373	Syag.g_00702
OG0000656	Pray.g_00376	Syag.g_00705
OG0000657	Pray.g_00384	Syag.g_00719
OG0000658	Pray.g_00385	Syag.g_00721
OG0000659	Pray.g_00386	Syag.g_00722
OG0000660	Pray.g_00390	Syag.g_00726
OG0000661	Pray.g_00392	Syag.g_00728
OG0000662	Pray.g_00394	Syag.g_00730
OG0000663	Pray.g_00396	Syag.g_00733
OG0000664	Pray.g_00397	Syag.g_00734
OG0000665	Pray.g_00401	Syag.g_00456
OG0000666	Pray.g_00402	Syag.g_00445
OG0000667	Pray.g_00406	Syag.g_00574
OG0000668	Pray.g_00436	Syag.g_00868
OG0000669	Pray.g_00443	Syag.g_00600
OG0000670	Pray.g_00445	Syag.g_00399
OG0000671	Pray.g_00447	Syag.g_00604
OG0000672	Pray.g_00450	Syag.g_00607
OG0000673	Pray.g_00453	Syag.g_00610
OG0000674	Pray.g_00455	Syag.g_00612
OG0000675	Pray.g_00456	Syag.g_00613
OG0000676	Pray.g_00458	Syag.g_00615
OG0000677	Pray.g_00459	Syag.g_00616
OG0000678	Pray.g_00461	Syag.g_00622
OG0000679	Pray.g_00465	Syag.g_00633
OG0000680	Pray.g_00466	Syag.g_00634
OG0000681	Pray.g_00469	Syag.g_00637
OG0000682	Pray.g_00470	Syag.g_00638
OG0000683	Pray.g_00471	Syag.g_00639
OG0000684	Pray.g_00473	Syag.g_00641
OG0000685	Pray.g_00475	Syag.g_00643
OG0000686	Pray.g_00476	Syag.g_00644
OG0000687	Pray.g_00477	Syag.g_00645
OG0000688	Pray.g_00480	Syag.g_00651
OG0000689	Pray.g_00481	Syag.g_00653
OG0000690	Pray.g_00482	Syag.g_00654
OG0000691	Pray.g_00483	Syag.g_00655
OG0000692	Pray.g_00485	Syag.g_00656
OG0000693	Pray.g_00486	Syag.g_00658
OG0000694	Pray.g_00487	Syag.g_00659
OG0000695	Pray.g_00489	Syag.g_00776
OG0000696	Pray.g_00490	Syag.g_00777
OG0000697	Pray.g_00491	Syag.g_00778
OG0000698	Pray.g_00494	Syag.g_00781
OG0000699	Pray.g_00495	Syag.g_00782
OG0000700	Pray.g_00496	Syag.g_00783
OG0000701	Pray.g_00497	Syag.g_00784
OG0000702	Pray.g_00499	Syag.g_00792
OG0000703	Pray.g_00500	Syag.g_00793
OG0000704	Pray.g_00501	Syag.g_00795
OG0000705	Pray.g_00505	Syag.g_00802
OG0000706	Pray.g_00506	Syag.g_00803
OG0000707	Pray.g_00507	Syag.g_00804
OG0000708	Pray.g_00508	Syag.g_00807
OG0000709	Pray.g_00512	Syag.g_00816
OG0000710	Pray.g_00515	Syag.g_00820
OG0000711	Pray.g_00532	Syag.g_00848
OG0000712	Pray.g_00534	Syag.g_00850
OG0000713	Pray.g_00535	Syag.g_00851
OG0000714	Pray.g_00536	Syag.g_00853
OG0000715	Pray.g_00538	Syag.g_00855
OG0000716	Pray.g_00540	Syag.g_00859
OG0000717	Pray.g_00541	Syag.g_00860
OG0000718	Pray.g_00553	Syag.g_00864
OG0000719	Pray.g_00555	Syag.g_00866
OG0000720	Pray.g_00564	Syag.g_00880
OG0000721	Pray.g_00566	Syag.g_00882
OG0000722	Pray.g_00567	Syag.g_00883
OG0000723	Pray.g_00570	Syag.g_00897
OG0000724	Pray.g_00579	Syag.g_00967
OG0000725	Pray.g_00585	Syag.g_00978
OG0000726	Pray.g_00586	Syag.g_00979
OG0000727	Pray.g_00587	Syag.g_00980
OG0000728	Pray.g_00589	Syag.g_00982
OG0000729	Pray.g_00634	Syag.g_02376
OG0000730	Pray.g_00132	Syag.g_02840
OG0000731	Pray.g_00128	Syag.g_02853
OG0000732	Pray.g_00118	Syag.g_02331
OG0000733	Pray.g_00096	Syag.g_00145
OG0000734	Pray.g_00079	Syag.g_01892
OG0000735	Pray.g_00077	Syag.g_01159
OG0000736	Pray.g_00076	Syag.g_01158
OG0000737	Pray.g_00075	Syag.g_01157
OG0000738	Pray.g_00071	Syag.g_01152
OG0000739	Pray.g_00070	Syag.g_01149
OG0000740	Pray.g_00069	Syag.g_01148
OG0000741	Pray.g_00068	Syag.g_01145
OG0000742	Pray.g_00065	Syag.g_01142
OG0000743	Pray.g_00063	Syag.g_01140
OG0000744	Pray.g_00062	Syag.g_01139
OG0000745	Pray.g_00060	Syag.g_01137
OG0000746	Pray.g_00058	Syag.g_01135
OG0000747	Pray.g_00057	Syag.g_01134
OG0000748	Pray.g_00054	Syag.g_01122
OG0000749	Pray.g_00053	Syag.g_01121
OG0000750	Pray.g_00052	Syag.g_01120
OG0000751	Pray.g_00050	Syag.g_01114
OG0000752	Pray.g_00048	Syag.g_01112
OG0000753	Pray.g_00045	Syag.g_01109
OG0000754	Pray.g_00042	Syag.g_01103
OG0000755	Pray.g_00039	Syag.g_01092
OG0000756	Pray.g_00038	Syag.g_01091
OG0000757	Pray.g_00032	Syag.g_01084
OG0000758	Pray.g_00031	Syag.g_01083
OG0000759	Pray.g_00030	Syag.g_01082
OG0000760	Pray.g_00029	Syag.g_01081
OG0000761	Pray.g_00028	Syag.g_01080
OG0000762	Pray.g_00027	Syag.g_01078
OG0000763	Pray.g_00025	Syag.g_01076
OG0000764	Pray.g_00024	Syag.g_01075
OG0000765	Pray.g_00015	Syag.g_01056
OG0000766	Pray.g_00014	Syag.g_01055
OG0000767	Pray.g_00012	Syag.g_01053
OG0000768	Pray.g_00011	Syag.g_01052
OG0000769	Pray.g_00009	Syag.g_01047
OG0000770	Pray.g_00007	Syag.g_01043
OG0000771	Pray.g_00250	Syag.g_00959
OG0000772	Pray.g_01895	Syag.g_02043
OG0000773	Pray.g_01879	Syag.g_01168
OG0000774	Pray.g_01877	Syag.g_01182
OG0000775	Pray.g_01875	Syag.g_01185
OG0000776	Pray.g_01874	Syag.g_01186
OG0000777	Pray.g_01873	Syag.g_01187
OG0000778	Pray.g_01872	Syag.g_01188
OG0000779	Pray.g_01868	Syag.g_01194
OG0000780	Pray.g_01867	Syag.g_01217
OG0000781	Pray.g_01864	Syag.g_01221
OG0000782	Pray.g_01863	Syag.g_01222
OG0000783	Pray.g_01862	Syag.g_01223
OG0000784	Pray.g_01861	Syag.g_01224
OG0000785	Pray.g_01859	Syag.g_01226
OG0000786	Pray.g_01857	Syag.g_01235
OG0000787	Pray.g_01856	Syag.g_01236
OG0000788	Pray.g_01842	Syag.g_00427
OG0000789	Pray.g_01839	Syag.g_00453
OG0000790	Pray.g_01824	Syag.g_01542
OG0000791	Pray.g_01822	Syag.g_01544
OG0000792	Pray.g_01821	Syag.g_01545
OG0000793	Pray.g_01818	Syag.g_01550
OG0000794	Pray.g_01817	Syag.g_01551
OG0000795	Pray.g_01816	Syag.g_01552
OG0000796	Pray.g_01812	Syag.g_01556
OG0000797	Pray.g_01811	Syag.g_01557
OG0000799	Pray.g_01740	Syag.g_01278
OG0000800	Pray.g_01739	Syag.g_01280
OG0000801	Pray.g_01738	Syag.g_01285
OG0000802	Pray.g_01736	Syag.g_01293
OG0000803	Pray.g_01734	Syag.g_01321
OG0000804	Pray.g_01733	Syag.g_01438
OG0000805	Pray.g_01731	Syag.g_01433
OG0000806	Pray.g_01729	Syag.g_01429
OG0000807	Pray.g_01728	Syag.g_01428
OG0000808	Pray.g_01727	Syag.g_01427
OG0000809	Pray.g_01724	Syag.g_01423
OG0000810	Pray.g_01723	Syag.g_01422
OG0000811	Pray.g_01719	Syag.g_01413
OG0000812	Pray.g_01717	Syag.g_01411
OG0000813	Pray.g_01716	Syag.g_01410
OG0000814	Pray.g_01714	Syag.g_01408
OG0000815	Pray.g_01713	Syag.g_01407
OG0000816	Pray.g_01711	Syag.g_01405
OG0000817	Pray.g_01710	Syag.g_01404
OG0000818	Pray.g_01705	Syag.g_01400
OG0000819	Pray.g_01704	Syag.g_01399
OG0000820	Pray.g_01703	Syag.g_01398
OG0000821	Pray.g_01699	Syag.g_01388
OG0000822	Pray.g_01698	Syag.g_01386
OG0000823	Pray.g_01697	Syag.g_01385
OG0000824	Pray.g_01694	Syag.g_01379
OG0000825	Pray.g_01693	Syag.g_01378
OG0000826	Pray.g_01692	Syag.g_01377
OG0000827	Pray.g_01691	Syag.g_01376
OG0000828	Pray.g_01688	Syag.g_01373
OG0000829	Pray.g_01687	Syag.g_01372
OG0000830	Pray.g_01686	Syag.g_01371
OG0000831	Pray.g_01684	Syag.g_01367
OG0000832	Pray.g_01678	Syag.g_01614
OG0000833	Pray.g_01670	Syag.g_01628
OG0000834	Pray.g_01669	Syag.g_01632
OG0000835	Pray.g_01668	Syag.g_01633
OG0000836	Pray.g_01667	Syag.g_01637
OG0000837	Pray.g_01666	Syag.g_01638
OG0000838	Pray.g_01664	Syag.g_01642
OG0000839	Pray.g_01663	Syag.g_01643
OG0000840	Pray.g_01662	Syag.g_01644
OG0000841	Pray.g_01661	Syag.g_01645
OG0000842	Pray.g_01660	Syag.g_01646
OG0000843	Pray.g_01659	Syag.g_01647
OG0000844	Pray.g_01658	Syag.g_01649
OG0000845	Pray.g_01657	Syag.g_01650
OG0000846	Pray.g_01656	Syag.g_01651
OG0000847	Pray.g_01655	Syag.g_01652
OG0000848	Pray.g_01654	Syag.g_01654
OG0000849	Pray.g_01653	Syag.g_01655
OG0000850	Pray.g_01651	Syag.g_01657
OG0000851	Pray.g_01650	Syag.g_01663
OG0000852	Pray.g_01649	Syag.g_01664
OG0000853	Pray.g_01645	Syag.g_01668
OG0000854	Pray.g_01643	Syag.g_01670
OG0000855	Pray.g_01642	Syag.g_01671
OG0000856	Pray.g_01627	Syag.g_00386
OG0000857	Pray.g_01600	Syag.g_00684
OG0000858	Pray.g_01565	Syag.g_01677
OG0000859	Pray.g_01564	Syag.g_01678
OG0000860	Pray.g_01557	Syag.g_01689
OG0000861	Pray.g_01556	Syag.g_01690
OG0000862	Pray.g_01555	Syag.g_01693
OG0000863	Pray.g_01553	Syag.g_01695
OG0000864	Pray.g_01552	Syag.g_01696
OG0000865	Pray.g_01551	Syag.g_01697
OG0000866	Pray.g_01550	Syag.g_01698
OG0000867	Pray.g_01549	Syag.g_01699
OG0000868	Pray.g_01548	Syag.g_01707
OG0000869	Pray.g_01544	Syag.g_01711
OG0000870	Pray.g_01539	Syag.g_01716
OG0000871	Pray.g_01538	Syag.g_01717
OG0000872	Pray.g_01537	Syag.g_01723
OG0000873	Pray.g_01534	Syag.g_01726
OG0000874	Pray.g_01531	Syag.g_01729
OG0000875	Pray.g_01530	Syag.g_01731
OG0000876	Pray.g_01529	Syag.g_01732
OG0000877	Pray.g_01527	Syag.g_01734
OG0000878	Pray.g_01526	Syag.g_01735
OG0000879	Pray.g_01525	Syag.g_02356
OG0000880	Pray.g_01524	Syag.g_01736
OG0000881	Pray.g_01520	Syag.g_01741
OG0000882	Pray.g_01515	Syag.g_01746
OG0000883	Pray.g_01513	Syag.g_01749
OG0000884	Pray.g_01512	Syag.g_01751
OG0000885	Pray.g_01511	Syag.g_01752
OG0000886	Pray.g_01510	Syag.g_01753
OG0000887	Pray.g_01509	Syag.g_01754
OG0000888	Pray.g_01507	Syag.g_01756
OG0000889	Pray.g_01505	Syag.g_01758
OG0000890	Pray.g_01504	Syag.g_01761
OG0000891	Pray.g_01503	Syag.g_01762
OG0000892	Pray.g_01229	Syag.g_01765
OG0000893	Pray.g_01234	Syag.g_02688
OG0000894	Pray.g_01236	Syag.g_02691
OG0000895	Pray.g_01239	Syag.g_02695
OG0000896	Pray.g_01240	Syag.g_02696
OG0000897	Pray.g_01242	Syag.g_02699
OG0000898	Pray.g_01243	Syag.g_02700
OG0000899	Pray.g_01244	Syag.g_02701
OG0000900	Pray.g_01245	Syag.g_02702
OG0000901	Pray.g_01248	Syag.g_02707
OG0000902	Pray.g_01250	Syag.g_02709
OG0000903	Pray.g_01253	Syag.g_02724
OG0000904	Pray.g_01255	Syag.g_02718
OG0000905	Pray.g_01260	Syag.g_02714
OG0000906	Pray.g_01261	Syag.g_02711
OG0000907	Pray.g_01264	Syag.g_02727
OG0000908	Pray.g_01267	Syag.g_02730
OG0000909	Pray.g_01268	Syag.g_02731
OG0000910	Pray.g_01269	Syag.g_02732
OG0000911	Pray.g_01271	Syag.g_02734
OG0000912	Pray.g_01272	Syag.g_02735
OG0000913	Pray.g_01273	Syag.g_02736
OG0000914	Pray.g_01274	Syag.g_02737
OG0000915	Pray.g_01275	Syag.g_02739
OG0000916	Pray.g_01276	Syag.g_02740
OG0000917	Pray.g_01277	Syag.g_02741
OG0000918	Pray.g_01278	Syag.g_02742
OG0000919	Pray.g_01279	Syag.g_02743
OG0000920	Pray.g_01280	Syag.g_02744
OG0000921	Pray.g_01281	Syag.g_02745
OG0000922	Pray.g_01282	Syag.g_02746
OG0000923	Pray.g_01286	Syag.g_02750
OG0000924	Pray.g_01287	Syag.g_02751
OG0000925	Pray.g_01288	Syag.g_02752
OG0000926	Pray.g_01289	Syag.g_02753
OG0000927	Pray.g_01291	Syag.g_02755
OG0000928	Pray.g_01292	Syag.g_02756
OG0000929	Pray.g_01293	Syag.g_02757
OG0000930	Pray.g_01294	Syag.g_02758
OG0000931	Pray.g_01295	Syag.g_02759
OG0000932	Pray.g_01296	Syag.g_02760
OG0000933	Pray.g_01300	Syag.g_02766
OG0000934	Pray.g_01302	Syag.g_02768
OG0000935	Pray.g_01303	Syag.g_02769
OG0000936	Pray.g_01304	Syag.g_02770
OG0000937	Pray.g_01305	Syag.g_02771
OG0000938	Pray.g_01307	Syag.g_02774
OG0000939	Pray.g_01308	Syag.g_02775
OG0000940	Pray.g_01315	Syag.g_02783
OG0000941	Pray.g_01317	Syag.g_02785
OG0000942	Pray.g_01319	Syag.g_02787
OG0000943	Pray.g_01320	Syag.g_02788
OG0000944	Pray.g_01321	Syag.g_02790
OG0000945	Pray.g_01322	Syag.g_02792
OG0000946	Pray.g_01327	Syag.g_02797
OG0000947	Pray.g_01329	Syag.g_02801
OG0000948	Pray.g_01330	Syag.g_02802
OG0000949	Pray.g_01333	Syag.g_02449
OG0000950	Pray.g_01338	Syag.g_02436
OG0000951	Pray.g_01342	Syag.g_02431
OG0000952	Pray.g_01346	Syag.g_02423
OG0000953	Pray.g_01349	Syag.g_02415
OG0000954	Pray.g_01353	Syag.g_02409
OG0000955	Pray.g_01354	Syag.g_02408
OG0000956	Pray.g_01356	Syag.g_02406
OG0000957	Pray.g_01362	Syag.g_02395
OG0000958	Pray.g_01363	Syag.g_02394
OG0000959	Pray.g_01367	Syag.g_02389
OG0000960	Pray.g_01368	Syag.g_02388
OG0000961	Pray.g_01370	Syag.g_02379
OG0000962	Pray.g_01372	Syag.g_02377
OG0000963	Pray.g_01376	Syag.g_02372
OG0000964	Pray.g_01377	Syag.g_02371
OG0000965	Pray.g_01378	Syag.g_02370
OG0000966	Pray.g_01385	Syag.g_02362
OG0000967	Pray.g_01390	Syag.g_02358
OG0000968	Pray.g_01392	Syag.g_02355
OG0000969	Pray.g_01393	Syag.g_02354
OG0000970	Pray.g_01394	Syag.g_02353
OG0000971	Pray.g_01395	Syag.g_02348
OG0000972	Pray.g_01396	Syag.g_02347
OG0000973	Pray.g_01397	Syag.g_02346
OG0000974	Pray.g_01398	Syag.g_02345
OG0000975	Pray.g_01399	Syag.g_02344
OG0000976	Pray.g_01400	Syag.g_02343
OG0000977	Pray.g_01401	Syag.g_02340
OG0000978	Pray.g_01402	Syag.g_02338
OG0000979	Pray.g_01405	Syag.g_02335
OG0000980	Pray.g_01407	Syag.g_02332
OG0000981	Pray.g_01409	Syag.g_02329
OG0000982	Pray.g_01411	Syag.g_02127
OG0000983	Pray.g_01412	Syag.g_02128
OG0000984	Pray.g_01413	Syag.g_02129
OG0000985	Pray.g_01416	Syag.g_02133
OG0000986	Pray.g_01418	Syag.g_02138
OG0000987	Pray.g_01419	Syag.g_02140
OG0000988	Pray.g_01422	Syag.g_02145
OG0000989	Pray.g_01426	Syag.g_02156
OG0000990	Pray.g_01429	Syag.g_02169
OG0000991	Pray.g_01430	Syag.g_02174
OG0000992	Pray.g_01432	Syag.g_02177
OG0000993	Pray.g_01433	Syag.g_02178
OG0000994	Pray.g_01434	Syag.g_02181
OG0000995	Pray.g_01438	Syag.g_02187
OG0000996	Pray.g_01439	Syag.g_02229
OG0000997	Pray.g_01440	Syag.g_02239
OG0000998	Pray.g_01442	Syag.g_02241
OG0000999	Pray.g_01443	Syag.g_02242
OG0001000	Pray.g_01446	Syag.g_02246
OG0001001	Pray.g_01448	Syag.g_02251
OG0001002	Pray.g_01452	Syag.g_02258
OG0001003	Pray.g_01453	Syag.g_02260
OG0001004	Pray.g_01454	Syag.g_02261
OG0001005	Pray.g_01455	Syag.g_02263
OG0001006	Pray.g_01459	Syag.g_02270
OG0001007	Pray.g_01461	Syag.g_02272
OG0001008	Pray.g_00927	Syag.g_00034
OG0001009	Pray.g_01489	Syag.g_02304
OG0001010	Pray.g_01490	Syag.g_02305
OG0001011	Pray.g_01491	Syag.g_02307
OG0001012	Pray.g_00240	Syag.g_02123
OG0001013	Pray.g_00235	Syag.g_02098
OG0001014	Pray.g_00232	Syag.g_02084
OG0001015	Pray.g_00231	Syag.g_02083
OG0001016	Pray.g_00216	Syag.g_01824
OG0001017	Pray.g_00212	Syag.g_01830
OG0001018	Pray.g_00209	Syag.g_01832
OG0001019	Pray.g_00200	Syag.g_01854
OG0001020	Pray.g_00199	Syag.g_01861
OG0001021	Pray.g_00198	Syag.g_01865
OG0001022	Pray.g_00195	Syag.g_01870
OG0001023	Pray.g_00194	Syag.g_01871
OG0001024	Pray.g_00191	Syag.g_01875
OG0001025	Pray.g_00185	Syag.g_01882
OG0001026	Pray.g_00178	Syag.g_01894
OG0001027	Pray.g_00177	Syag.g_01902
OG0001028	Pray.g_00175	Syag.g_01904
OG0001029	Pray.g_00174	Syag.g_01906
OG0001030	Pray.g_00159	Syag.g_01927
OG0001031	Pray.g_00667	Syag.g_02000
OG0001032	Pray.g_00668	Syag.g_02005
OG0001033	Pray.g_00689	Syag.g_02048
OG0001034	Pray.g_00717	Syag.g_01784
OG0001035	Pray.g_00735	Syag.g_02635
OG0001036	Pray.g_00739	Syag.g_02630
OG0001037	Pray.g_00740	Syag.g_02628
OG0001038	Pray.g_00757	Syag.g_02600
OG0001039	Pray.g_00760	Syag.g_02597
OG0001040	Pray.g_00762	Syag.g_02594
OG0001041	Pray.g_00766	Syag.g_02589
OG0001042	Pray.g_00782	Syag.g_02564
OG0001043	Pray.g_00783	Syag.g_02560
OG0001044	Pray.g_00811	Syag.g_02842
OG0001045	Pray.g_00820	Syag.g_02856
OG0001046	Pray.g_00857	Syag.g_00836
OG0001047	Pray.g_00929	Syag.g_00036
OG0001048	Pray.g_00930	Syag.g_00037
OG0001049	Pray.g_00932	Syag.g_00040
OG0001050	Pray.g_00933	Syag.g_00041
OG0001051	Pray.g_00934	Syag.g_00042
OG0001052	Pray.g_00961	Syag.g_01352
OG0001053	Pray.g_00973	Syag.g_01525
OG0001054	Pray.g_00989	Syag.g_01506
OG0001055	Pray.g_01008	Syag.g_01485
OG0001056	Pray.g_01225	Syag.g_01449
OG0001057	Pray.g_01220	Syag.g_01241
OG0001058	Pray.g_01212	Syag.g_00271
OG0001059	Pray.g_01208	Syag.g_00275
OG0001060	Pray.g_01201	Syag.g_00282
OG0001061	Pray.g_01188	Syag.g_00302
OG0001062	Pray.g_01186	Syag.g_00304
OG0001063	Pray.g_01184	Syag.g_00310
OG0001064	Pray.g_01183	Syag.g_00311
OG0001065	Pray.g_01182	Syag.g_00312
OG0001066	Pray.g_01181	Syag.g_00313
OG0001067	Pray.g_01180	Syag.g_00314
OG0001068	Pray.g_01179	Syag.g_00315
OG0001069	Pray.g_01178	Syag.g_00317
OG0001070	Pray.g_01175	Syag.g_00321
OG0001071	Pray.g_01174	Syag.g_00322
OG0001072	Pray.g_01173	Syag.g_00327
OG0001073	Pray.g_01159	Syag.g_00342
OG0001074	Pray.g_01148	Syag.g_00467
OG0001075	Pray.g_01147	Syag.g_00362
OG0001076	Pray.g_01139	Syag.g_00378
OG0001077	Pray.g_01135	Syag.g_00388
OG0001078	Pray.g_01127	Syag.g_00411
OG0001079	Pray.g_01116	Syag.g_00428
OG0001080	Pray.g_01110	Syag.g_00495
OG0001081	Pray.g_01108	Syag.g_00551
OG0001082	Pray.g_01107	Syag.g_00552
OG0001083	Pray.g_01102	Syag.g_00565
OG0001084	Pray.g_01101	Syag.g_00569
OG0001085	Pray.g_01093	Syag.g_00592
OG0001086	Pray.g_01092	Syag.g_00594
OG0001087	Pray.g_01075	Syag.g_01018
OG0001088	Pray.g_01074	Syag.g_01016
OG0001089	Pray.g_01066	Syag.g_00986
OG0001090	Pray.g_01039	Syag.g_00922
OG0001091	Pray.g_01037	Syag.g_00919
OG0001092	Pray.g_01036	Syag.g_00917
OG0001093	Pray.g_01031	Syag.g_00910
OG0001094	Pray.g_00342	Syag.g_00661
OG0001095	Pray.g_00361	Syag.g_00681
OG0001096	Pray.g_00374	Syag.g_00703
OG0001097	Pray.g_00393	Syag.g_00729
OG0001098	Pray.g_00408	Syag.g_00744
OG0001099	Pray.g_00440	Syag.g_01905
OG0001101	Pray.g_00446	Syag.g_00603
OG0001102	Pray.g_00449	Syag.g_00606
OG0001103	Pray.g_00451	Syag.g_00608
OG0001104	Pray.g_00474	Syag.g_00642
OG0001105	Pray.g_00478	Syag.g_00646
OG0001106	Pray.g_00502	Syag.g_00796
OG0001107	Pray.g_00509	Syag.g_00808
OG0001108	Pray.g_00513	Syag.g_00817
OG0001109	Pray.g_00514	Syag.g_00819
OG0001110	Pray.g_00516	Syag.g_00821
OG0001111	Pray.g_00517	Syag.g_00823
OG0001112	Pray.g_00518	Syag.g_00825
OG0001113	Pray.g_00519	Syag.g_00826
OG0001114	Pray.g_00520	Syag.g_00827
OG0001115	Pray.g_00522	Syag.g_00831
OG0001116	Pray.g_00523	Syag.g_00833
OG0001117	Pray.g_00524	Syag.g_00834
OG0001118	Pray.g_00525	Syag.g_00835
OG0001119	Pray.g_00526	Syag.g_00837
OG0001120	Pray.g_00528	Syag.g_00841
OG0001121	Pray.g_00099, Pray.g_00531	Syag.g_01584
OG0001122	Pray.g_00556	Syag.g_00867
OG0001123	Pray.g_00560	Syag.g_00875
OG0001124	Pray.g_00562	Syag.g_00877
OG0001125	Pray.g_00563	Syag.g_00879
OG0001126	Pray.g_00573	Syag.g_00957
OG0001127	Pray.g_00574	Syag.g_00958
OG0001128	Pray.g_00576	Syag.g_00961
OG0001129	Pray.g_00577	Syag.g_00963
OG0001130	Pray.g_00578	Syag.g_00964
OG0001131	Pray.g_00614	Syag.g_00624
OG0001132	Pray.g_00623	Syag.g_00096
OG0001133	Pray.g_00112	Syag.g_00380
OG0001134	Pray.g_00097	Syag.g_02164
OG0001135	Pray.g_00094	Syag.g_00147
OG0001136	Pray.g_00067	Syag.g_01144
OG0001137	Pray.g_00055	Syag.g_01123
OG0001138	Pray.g_00037	Syag.g_01090
OG0001139	Pray.g_00036	Syag.g_01088
OG0001140	Pray.g_00035	Syag.g_01087
OG0001141	Pray.g_00034	Syag.g_01086
OG0001142	Pray.g_00033	Syag.g_01085
OG0001143	Pray.g_00026	Syag.g_01077
OG0001144	Pray.g_00021	Syag.g_01064
OG0001145	Pray.g_01878	Syag.g_01169
OG0001146	Pray.g_01866	Syag.g_01218
OG0001147	Pray.g_01843	Syag.g_01360
OG0001148	Pray.g_01827	Syag.g_01539
OG0001149	Pray.g_01826	Syag.g_01540
OG0001150	Pray.g_01825	Syag.g_01541
OG0001151	Pray.g_01814	Syag.g_01554
OG0001152	Pray.g_01813	Syag.g_01555
OG0001153	Pray.g_01690	Syag.g_01375
OG0001154	Pray.g_01689	Syag.g_01374
OG0001155	Pray.g_01677	Syag.g_01616
OG0001156	Pray.g_01674	Syag.g_01619
OG0001157	Pray.g_01673	Syag.g_01620
OG0001158	Pray.g_01672	Syag.g_01621
OG0001159	Pray.g_01671	Syag.g_01622, Syag.g_01625
OG0001160	Pray.g_01647	Syag.g_01666
OG0001161	Pray.g_01634	Syag.g_02163
OG0001162	Pray.g_01623	Syag.g_01238
OG0001163	Pray.g_01567	Syag.g_01674
OG0001164	Pray.g_01563	Syag.g_01680
OG0001165	Pray.g_01560	Syag.g_01685
OG0001166	Pray.g_01540	Syag.g_01715
OG0001167	Pray.g_01523	Syag.g_02383
OG0001168	Pray.g_01521	Syag.g_01740
OG0001169	Pray.g_01519	Syag.g_01742
OG0001170	Pray.g_01517	Syag.g_01744
OG0001171	Pray.g_01508	Syag.g_01755
OG0001172	Pray.g_01237	Syag.g_02693
OG0001173	Pray.g_01238	Syag.g_02694
OG0001174	Pray.g_01246	Syag.g_02703
OG0001175	Pray.g_01247	Syag.g_02704
OG0001176	Pray.g_01254	Syag.g_02723
