Orthogroup	Pray	Prat
OG0000579	Pray.g_01161	Prat.g_00564
OG0000580	Pray.g_01160	Prat.g_00565
OG0000581	Pray.g_01158	Prat.g_00568
OG0000582	Pray.g_01155	Prat.g_00571
OG0000583	Pray.g_01154	Prat.g_00572
OG0000584	Pray.g_01153	Prat.g_00573
OG0000585	Pray.g_01151	Prat.g_00575
OG0000586	Pray.g_01150	Prat.g_00576
OG0000587	Pray.g_01149	Prat.g_00577
OG0000588	Pray.g_01145	Prat.g_00582
OG0000589	Pray.g_01142	Prat.g_00584
OG0000590	Pray.g_01141	Prat.g_00585
OG0000591	Pray.g_01138	Prat.g_00589
OG0000592	Pray.g_01137	Prat.g_00590
OG0000593	Pray.g_01131	Prat.g_01094
OG0000594	Pray.g_01130	Prat.g_01093
OG0000595	Pray.g_01129	Prat.g_01091
OG0000596	Pray.g_01125	Prat.g_01087
OG0000597	Pray.g_01123	Prat.g_01084
OG0000598	Pray.g_01122	Prat.g_01083
OG0000599	Pray.g_01119	Prat.g_01080
OG0000600	Pray.g_01118	Prat.g_01079
OG0000601	Pray.g_01117	Prat.g_01078
OG0000602	Pray.g_01115	Prat.g_01076
OG0000603	Pray.g_01114	Prat.g_01075
OG0000604	Pray.g_01113	Prat.g_01074
OG0000605	Pray.g_01112	Prat.g_01073
OG0000606	Pray.g_01109	Prat.g_01070
OG0000607	Pray.g_01106	Prat.g_01067
OG0000608	Pray.g_01105	Prat.g_01066
OG0000609	Pray.g_01104	Prat.g_01065
OG0000610	Pray.g_01099	Prat.g_01059
OG0000611	Pray.g_01096	Prat.g_01056
OG0000612	Pray.g_01095	Prat.g_01055
OG0000613	Pray.g_01090	Prat.g_00747
OG0000614	Pray.g_01071	Prat.g_00767
OG0000615	Pray.g_01063	Prat.g_00777
OG0000616	Pray.g_01059	Prat.g_01882
OG0000617	Pray.g_01034	Prat.g_00797
OG0000618	Pray.g_01033	Prat.g_00798
OG0000619	Pray.g_01032	Prat.g_00799
OG0000620	Pray.g_01029	Prat.g_00802
OG0000621	Pray.g_01028	Prat.g_00803
OG0000622	Pray.g_01027	Prat.g_00804
OG0000623	Pray.g_01026	Prat.g_00805
OG0000624	Pray.g_01025	Prat.g_00807
OG0000625	Pray.g_00269	Prat.g_00808
OG0000626	Pray.g_00270	Prat.g_00809
OG0000627	Pray.g_00271	Prat.g_00811
OG0000628	Pray.g_00272	Prat.g_00812
OG0000629	Pray.g_00273	Prat.g_00813
OG0000630	Pray.g_00276	Prat.g_00816
OG0000631	Pray.g_00339	Prat.g_00865
OG0000632	Pray.g_00340	Prat.g_00866
OG0000633	Pray.g_00341	Prat.g_00867
OG0000634	Pray.g_00344	Prat.g_01041
OG0000635	Pray.g_00345	Prat.g_01040
OG0000636	Pray.g_00347	Prat.g_01038
OG0000637	Pray.g_00349	Prat.g_01036
OG0000638	Pray.g_00350	Prat.g_01035
OG0000639	Pray.g_00351	Prat.g_01034
OG0000640	Pray.g_00352	Prat.g_01033
OG0000641	Pray.g_00356	Prat.g_01029
OG0000642	Pray.g_00357	Prat.g_01028
OG0000643	Pray.g_00358	Prat.g_01027
OG0000644	Pray.g_00359	Prat.g_01026
OG0000645	Pray.g_00360	Prat.g_01025
OG0000646	Pray.g_00362	Prat.g_01023
OG0000647	Pray.g_00363	Prat.g_01021
OG0000648	Pray.g_00365	Prat.g_01019
OG0000649	Pray.g_00366	Prat.g_01018
OG0000650	Pray.g_00367	Prat.g_01017
OG0000651	Pray.g_00368	Prat.g_01016
OG0000652	Pray.g_00369	Prat.g_01015
OG0000653	Pray.g_00371	Prat.g_01013
OG0000654	Pray.g_00372	Prat.g_01012
OG0000655	Pray.g_00373	Prat.g_01011
OG0000656	Pray.g_00376	Prat.g_01008
OG0000657	Pray.g_00384	Prat.g_01002
OG0000658	Pray.g_00385	Prat.g_01001
OG0000659	Pray.g_00386	Prat.g_01000
OG0000660	Pray.g_00390	Prat.g_00996
OG0000661	Pray.g_00392	Prat.g_00994
OG0000662	Pray.g_00394	Prat.g_00992
OG0000663	Pray.g_00396	Prat.g_00990
OG0000664	Pray.g_00397	Prat.g_00989
OG0000665	Pray.g_00401	Prat.g_00983
OG0000666	Pray.g_00402	Prat.g_00982
OG0000667	Pray.g_00406	Prat.g_00978
OG0000668	Pray.g_00436	Prat.g_00694
OG0000669	Pray.g_00443	Prat.g_00705
OG0000670	Pray.g_00445	Prat.g_00708
OG0000671	Pray.g_00447	Prat.g_00710
OG0000672	Pray.g_00450	Prat.g_00713
OG0000673	Pray.g_00453	Prat.g_00717
OG0000674	Pray.g_00455	Prat.g_00719
OG0000675	Pray.g_00456	Prat.g_00720
OG0000676	Pray.g_00458	Prat.g_00722
OG0000677	Pray.g_00459	Prat.g_00723
OG0000678	Pray.g_00461	Prat.g_00725
OG0000679	Pray.g_00465	Prat.g_00730
OG0000680	Pray.g_00466	Prat.g_00731
OG0000681	Pray.g_00469	Prat.g_00734
OG0000682	Pray.g_00470	Prat.g_00735
OG0000683	Pray.g_00471	Prat.g_00736
OG0000684	Pray.g_00473	Prat.g_00738
OG0000685	Pray.g_00475	Prat.g_00740
OG0000686	Pray.g_00476	Prat.g_00741
OG0000687	Pray.g_00477	Prat.g_00742
OG0000688	Pray.g_00480	Prat.g_01051
OG0000689	Pray.g_00481	Prat.g_01050
OG0000690	Pray.g_00482	Prat.g_01049
OG0000691	Pray.g_00483	Prat.g_01048
OG0000692	Pray.g_00485	Prat.g_01046
OG0000693	Pray.g_00486	Prat.g_01045
OG0000694	Pray.g_00487	Prat.g_01044
OG0000695	Pray.g_00489	Prat.g_00869
OG0000696	Pray.g_00490	Prat.g_00870
OG0000697	Pray.g_00491	Prat.g_00871
OG0000698	Pray.g_00494	Prat.g_00874
OG0000699	Pray.g_00495	Prat.g_00876
OG0000700	Pray.g_00496	Prat.g_00877
OG0000701	Pray.g_00497	Prat.g_00878
OG0000702	Pray.g_00499	Prat.g_00880
OG0000703	Pray.g_00500	Prat.g_00881
OG0000704	Pray.g_00501	Prat.g_00883
OG0000705	Pray.g_00505	Prat.g_00889
OG0000706	Pray.g_00506	Prat.g_00890
OG0000707	Pray.g_00507	Prat.g_00891
OG0000708	Pray.g_00508	Prat.g_00893
OG0000709	Pray.g_00512	Prat.g_00897
OG0000710	Pray.g_00515	Prat.g_00900
OG0000711	Pray.g_00532	Prat.g_00916
OG0000712	Pray.g_00534	Prat.g_00917
OG0000713	Pray.g_00535	Prat.g_00918
OG0000714	Pray.g_00536	Prat.g_00919
OG0000715	Pray.g_00538	Prat.g_00921
OG0000716	Pray.g_00540	Prat.g_00923
OG0000717	Pray.g_00541	Prat.g_00924
OG0000718	Pray.g_00553	Prat.g_00929
OG0000719	Pray.g_00555	Prat.g_00931
OG0000720	Pray.g_00564	Prat.g_00942
OG0000721	Pray.g_00566	Prat.g_00946
OG0000722	Pray.g_00567	Prat.g_00947
OG0000723	Pray.g_00570	Prat.g_00951
OG0000724	Pray.g_00579	Prat.g_00960
OG0000725	Pray.g_00585	Prat.g_00966
OG0000726	Pray.g_00586	Prat.g_00967
OG0000727	Pray.g_00587	Prat.g_00968
OG0000728	Pray.g_00589	Prat.g_00970
OG0000729	Pray.g_00634	Prat.g_01214
OG0000730	Pray.g_00132	Prat.g_01199
OG0000731	Pray.g_00128	Prat.g_00354
OG0000732	Pray.g_00118	Prat.g_01831
OG0000733	Pray.g_00096	Prat.g_01560
OG0000734	Pray.g_00079	Prat.g_01171
OG0000735	Pray.g_00077	Prat.g_01169
OG0000736	Pray.g_00076	Prat.g_01168
OG0000737	Pray.g_00075	Prat.g_01167
OG0000738	Pray.g_00071	Prat.g_01163
OG0000739	Pray.g_00070	Prat.g_01162
OG0000740	Pray.g_00069	Prat.g_01161
OG0000741	Pray.g_00068	Prat.g_01159
OG0000742	Pray.g_00065	Prat.g_01157
OG0000743	Pray.g_00063	Prat.g_01155
OG0000744	Pray.g_00062	Prat.g_01154
OG0000745	Pray.g_00060	Prat.g_01153
OG0000746	Pray.g_00058	Prat.g_01151
OG0000747	Pray.g_00057	Prat.g_01150
OG0000748	Pray.g_00054	Prat.g_01146
OG0000749	Pray.g_00053	Prat.g_01145
OG0000750	Pray.g_00052	Prat.g_01144
OG0000751	Pray.g_00050	Prat.g_01141
OG0000752	Pray.g_00048	Prat.g_01139
OG0000753	Pray.g_00045	Prat.g_01136
OG0000754	Pray.g_00042	Prat.g_01134
OG0000755	Pray.g_00039	Prat.g_01128
OG0000756	Pray.g_00038	Prat.g_01127
OG0000757	Pray.g_00032	Prat.g_01121
OG0000758	Pray.g_00031	Prat.g_01120
OG0000759	Pray.g_00030	Prat.g_01119
OG0000760	Pray.g_00029	Prat.g_01118
OG0000761	Pray.g_00028	Prat.g_01117
OG0000762	Pray.g_00027	Prat.g_01116
OG0000763	Pray.g_00025	Prat.g_01114
OG0000764	Pray.g_00024	Prat.g_01113
OG0000765	Pray.g_00015	Prat.g_01104
OG0000766	Pray.g_00014	Prat.g_01103
OG0000767	Pray.g_00012	Prat.g_01101
OG0000768	Pray.g_00011	Prat.g_01100
OG0000769	Pray.g_00009	Prat.g_01098
OG0000770	Pray.g_00007	Prat.g_00594
OG0000771	Pray.g_00250	Prat.g_01509
OG0000772	Pray.g_01895	Prat.g_00626
OG0000773	Pray.g_01879	Prat.g_01240
OG0000774	Pray.g_01877	Prat.g_01242
OG0000775	Pray.g_01875	Prat.g_01244
OG0000776	Pray.g_01874	Prat.g_01245
OG0000777	Pray.g_01873	Prat.g_01246
OG0000778	Pray.g_01872	Prat.g_01247
OG0000779	Pray.g_01868	Prat.g_01251
OG0000780	Pray.g_01867	Prat.g_01252
OG0000781	Pray.g_01864	Prat.g_01255
OG0000782	Pray.g_01863	Prat.g_01256
OG0000783	Pray.g_01862	Prat.g_01257
OG0000784	Pray.g_01861	Prat.g_01258
OG0000785	Pray.g_01859	Prat.g_01260
OG0000786	Pray.g_01857	Prat.g_01263
OG0000787	Pray.g_01856	Prat.g_01264
OG0000788	Pray.g_01842	Prat.g_01471
OG0000789	Pray.g_01839	Prat.g_01455
OG0000790	Pray.g_01824	Prat.g_01296
OG0000791	Pray.g_01822	Prat.g_01298
OG0000792	Pray.g_01821	Prat.g_01299
OG0000793	Pray.g_01818	Prat.g_01302
OG0000794	Pray.g_01817	Prat.g_01303
OG0000795	Pray.g_01816	Prat.g_01304
OG0000796	Pray.g_01812	Prat.g_01308
OG0000797	Pray.g_01811	Prat.g_01309
OG0000799	Pray.g_01740	Prat.g_01333
OG0000800	Pray.g_01739	Prat.g_01334
OG0000801	Pray.g_01738	Prat.g_01335
OG0000802	Pray.g_01736	Prat.g_01337
OG0000803	Pray.g_01734	Prat.g_01339
OG0000804	Pray.g_01733	Prat.g_01340
OG0000805	Pray.g_01731	Prat.g_01342
OG0000806	Pray.g_01729	Prat.g_01344
OG0000807	Pray.g_01728	Prat.g_01345
OG0000808	Pray.g_01727	Prat.g_01346
OG0000809	Pray.g_01724	Prat.g_01350
OG0000810	Pray.g_01723	Prat.g_01351
OG0000811	Pray.g_01719	Prat.g_01356
OG0000812	Pray.g_01717	Prat.g_01358
OG0000813	Pray.g_01716	Prat.g_01359
OG0000814	Pray.g_01714	Prat.g_01361
OG0000815	Pray.g_01713	Prat.g_01362
OG0000816	Pray.g_01711	Prat.g_01364
OG0000817	Pray.g_01710	Prat.g_01365
OG0000818	Pray.g_01705	Prat.g_01370
OG0000819	Pray.g_01704	Prat.g_01371
OG0000820	Pray.g_01703	Prat.g_01372
OG0000821	Pray.g_01699	Prat.g_01378
OG0000822	Pray.g_01698	Prat.g_01379
OG0000823	Pray.g_01697	Prat.g_01380
OG0000824	Pray.g_01694	Prat.g_01383
OG0000825	Pray.g_01693	Prat.g_01384
OG0000826	Pray.g_01692	Prat.g_01385
OG0000827	Pray.g_01691	Prat.g_01386
OG0000828	Pray.g_01688	Prat.g_01389
OG0000829	Pray.g_01687	Prat.g_01390
OG0000830	Pray.g_01686	Prat.g_01391
OG0000831	Pray.g_01684	Prat.g_01393
OG0000832	Pray.g_01678	Prat.g_01405
OG0000833	Pray.g_01670	Prat.g_01414
OG0000834	Pray.g_01669	Prat.g_01415
OG0000835	Pray.g_01668	Prat.g_01416
OG0000836	Pray.g_01667	Prat.g_01417
OG0000837	Pray.g_01666	Prat.g_01418
OG0000838	Pray.g_01664	Prat.g_01421
OG0000839	Pray.g_01663	Prat.g_01422
OG0000840	Pray.g_01662	Prat.g_01423
OG0000841	Pray.g_01661	Prat.g_01424
OG0000842	Pray.g_01660	Prat.g_01425
OG0000843	Pray.g_01659	Prat.g_01426
OG0000844	Pray.g_01658	Prat.g_01427
OG0000845	Pray.g_01657	Prat.g_01428
OG0000846	Pray.g_01656	Prat.g_01429
OG0000847	Pray.g_01655	Prat.g_01430
OG0000848	Pray.g_01654	Prat.g_01431
OG0000849	Pray.g_01653	Prat.g_01432
OG0000850	Pray.g_01651	Prat.g_01434
OG0000851	Pray.g_01650	Prat.g_01435
OG0000852	Pray.g_01649	Prat.g_01436
OG0000853	Pray.g_01645	Prat.g_01441
OG0000854	Pray.g_01643	Prat.g_01443
OG0000855	Pray.g_01642	Prat.g_01444
OG0000856	Pray.g_01627	Prat.g_01457
OG0000857	Pray.g_01600	Prat.g_01022
OG0000858	Pray.g_01565	Prat.g_01585
OG0000859	Pray.g_01564	Prat.g_01586
OG0000860	Pray.g_01557	Prat.g_01594
OG0000861	Pray.g_01556	Prat.g_01595
OG0000862	Pray.g_01555	Prat.g_01596
OG0000863	Pray.g_01553	Prat.g_01598
OG0000864	Pray.g_01552	Prat.g_01599
OG0000865	Pray.g_01551	Prat.g_01600
OG0000866	Pray.g_01550	Prat.g_01601
OG0000867	Pray.g_01549	Prat.g_01602
OG0000868	Pray.g_01548	Prat.g_01603
OG0000869	Pray.g_01544	Prat.g_01606
OG0000870	Pray.g_01539	Prat.g_01611
OG0000871	Pray.g_01538	Prat.g_01612
OG0000872	Pray.g_01537	Prat.g_01613
OG0000873	Pray.g_01534	Prat.g_01616
OG0000874	Pray.g_01531	Prat.g_01619
OG0000875	Pray.g_01530	Prat.g_01621
OG0000876	Pray.g_01529	Prat.g_01622
OG0000877	Pray.g_01527	Prat.g_01624
OG0000878	Pray.g_01526	Prat.g_01625
OG0000879	Pray.g_01525	Prat.g_01626
OG0000880	Pray.g_01524	Prat.g_01627
OG0000881	Pray.g_01520	Prat.g_01631
OG0000882	Pray.g_01515	Prat.g_01636
OG0000883	Pray.g_01513	Prat.g_01639
OG0000884	Pray.g_01512	Prat.g_01641
OG0000885	Pray.g_01511	Prat.g_01642
OG0000886	Pray.g_01510	Prat.g_01643
OG0000887	Pray.g_01509	Prat.g_01644
OG0000888	Pray.g_01507	Prat.g_01646
OG0000889	Pray.g_01505	Prat.g_01648
OG0000890	Pray.g_01504	Prat.g_01649
OG0000891	Pray.g_01503	Prat.g_01650
OG0000892	Pray.g_01229	Prat.g_01652
OG0000893	Pray.g_01234	Prat.g_01655
OG0000894	Pray.g_01236	Prat.g_01658
OG0000895	Pray.g_01239	Prat.g_01662
OG0000896	Pray.g_01240	Prat.g_01663
OG0000897	Pray.g_01242	Prat.g_01665
OG0000898	Pray.g_01243	Prat.g_01666
OG0000899	Pray.g_01244	Prat.g_01667
OG0000900	Pray.g_01245	Prat.g_01668
OG0000901	Pray.g_01248	Prat.g_01671
OG0000902	Pray.g_01250	Prat.g_01673
OG0000903	Pray.g_01253	Prat.g_01677
OG0000904	Pray.g_01255	Prat.g_01682
OG0000905	Pray.g_01260	Prat.g_01675
OG0000906	Pray.g_01261	Prat.g_01674
OG0000907	Pray.g_01264	Prat.g_01684
OG0000908	Pray.g_01267	Prat.g_01687
OG0000909	Pray.g_01268	Prat.g_01688
OG0000910	Pray.g_01269	Prat.g_01689
OG0000911	Pray.g_01271	Prat.g_01691
OG0000912	Pray.g_01272	Prat.g_01692
OG0000913	Pray.g_01273	Prat.g_01693
OG0000914	Pray.g_01274	Prat.g_01694
OG0000915	Pray.g_01275	Prat.g_01695
OG0000916	Pray.g_01276	Prat.g_01696
OG0000917	Pray.g_01277	Prat.g_01697
OG0000918	Pray.g_01278	Prat.g_01698
OG0000919	Pray.g_01279	Prat.g_01699
OG0000920	Pray.g_01280	Prat.g_01700
OG0000921	Pray.g_01281	Prat.g_01701
OG0000922	Pray.g_01282	Prat.g_01702
OG0000923	Pray.g_01286	Prat.g_01706
OG0000924	Pray.g_01287	Prat.g_01707
OG0000925	Pray.g_01288	Prat.g_01708
OG0000926	Pray.g_01289	Prat.g_01709
OG0000927	Pray.g_01291	Prat.g_01711
OG0000928	Pray.g_01292	Prat.g_01712
OG0000929	Pray.g_01293	Prat.g_01713
OG0000930	Pray.g_01294	Prat.g_01714
OG0000931	Pray.g_01295	Prat.g_01715
OG0000932	Pray.g_01296	Prat.g_01327
OG0000933	Pray.g_01300	Prat.g_01719
OG0000934	Pray.g_01302	Prat.g_01721
OG0000935	Pray.g_01303	Prat.g_01722
OG0000936	Pray.g_01304	Prat.g_01723
OG0000937	Pray.g_01305	Prat.g_01724
OG0000938	Pray.g_01307	Prat.g_01727
OG0000939	Pray.g_01308	Prat.g_01728
OG0000940	Pray.g_01315	Prat.g_01735
OG0000941	Pray.g_01317	Prat.g_01737
OG0000942	Pray.g_01319	Prat.g_01739
OG0000943	Pray.g_01320	Prat.g_01740
OG0000944	Pray.g_01321	Prat.g_01742
OG0000945	Pray.g_01322	Prat.g_01744
OG0000946	Pray.g_01327	Prat.g_01748
OG0000947	Pray.g_01329	Prat.g_01750
OG0000948	Pray.g_01330	Prat.g_01751
OG0000949	Pray.g_01333	Prat.g_01754
OG0000950	Pray.g_01338	Prat.g_01760
OG0000951	Pray.g_01342	Prat.g_01764
OG0000952	Pray.g_01346	Prat.g_01768
OG0000953	Pray.g_01349	Prat.g_01772
OG0000954	Pray.g_01353	Prat.g_01777
OG0000955	Pray.g_01354	Prat.g_01778
OG0000956	Pray.g_01356	Prat.g_01780
OG0000957	Pray.g_01362	Prat.g_01786
OG0000958	Pray.g_01363	Prat.g_01787
OG0000959	Pray.g_01367	Prat.g_01791
OG0000960	Pray.g_01368	Prat.g_01792
OG0000961	Pray.g_01370	Prat.g_01795
OG0000962	Pray.g_01372	Prat.g_01797
OG0000963	Pray.g_01376	Prat.g_01801
OG0000964	Pray.g_01377	Prat.g_01802
OG0000965	Pray.g_01378	Prat.g_01803
OG0000966	Pray.g_01385	Prat.g_01809
OG0000967	Pray.g_01390	Prat.g_01813
OG0000968	Pray.g_01392	Prat.g_01815
OG0000969	Pray.g_01393	Prat.g_01816
OG0000970	Pray.g_01394	Prat.g_01817
OG0000971	Pray.g_01395	Prat.g_01818
OG0000972	Pray.g_01396	Prat.g_01819
OG0000973	Pray.g_01397	Prat.g_01820
OG0000974	Pray.g_01398	Prat.g_01821
OG0000975	Pray.g_01399	Prat.g_01822
OG0000976	Pray.g_01400	Prat.g_01823
OG0000977	Pray.g_01401	Prat.g_01824
OG0000978	Pray.g_01402	Prat.g_01825
OG0000979	Pray.g_01405	Prat.g_01828
OG0000980	Pray.g_01407	Prat.g_01830
OG0000981	Pray.g_01409	Prat.g_01833
OG0000982	Pray.g_01411	Prat.g_01835
OG0000983	Pray.g_01412	Prat.g_01836
OG0000984	Pray.g_01413	Prat.g_01837
OG0000985	Pray.g_01416	Prat.g_01840
OG0000986	Pray.g_01418	Prat.g_01842
OG0000987	Pray.g_01419	Prat.g_01843
OG0000988	Pray.g_01422	Prat.g_01846
OG0000989	Pray.g_01426	Prat.g_01850
OG0000990	Pray.g_01429	Prat.g_01856
OG0000991	Pray.g_01430	Prat.g_01857
OG0000992	Pray.g_01432	Prat.g_01860
OG0000993	Pray.g_01433	Prat.g_01861
OG0000994	Pray.g_01434	Prat.g_01862
OG0000995	Pray.g_01438	Prat.g_01866
OG0000996	Pray.g_01439	Prat.g_01867
OG0000997	Pray.g_01440	Prat.g_01869
OG0000998	Pray.g_01442	Prat.g_01871
OG0000999	Pray.g_01443	Prat.g_01872
OG0001000	Pray.g_01446	Prat.g_01875
OG0001001	Pray.g_01448	Prat.g_01879
OG0001002	Pray.g_01452	Prat.g_01884
OG0001003	Pray.g_01453	Prat.g_01885
OG0001004	Pray.g_01454	Prat.g_01886
OG0001005	Pray.g_01455	Prat.g_01887
OG0001006	Pray.g_01459	Prat.g_01891
OG0001007	Pray.g_01461	Prat.g_01893
OG0001008	Pray.g_00927	Prat.g_00397
OG0001009	Pray.g_01489	Prat.g_00028
OG0001010	Pray.g_01490	Prat.g_00029
OG0001011	Pray.g_01491	Prat.g_00031
OG0001012	Pray.g_00240	Prat.g_00046
OG0001013	Pray.g_00235	Prat.g_00053
OG0001014	Pray.g_00232	Prat.g_00056
OG0001015	Pray.g_00231	Prat.g_00057
OG0001016	Pray.g_00216	Prat.g_00070
OG0001017	Pray.g_00212	Prat.g_00074
OG0001018	Pray.g_00209	Prat.g_00076
OG0001019	Pray.g_00200	Prat.g_00087
OG0001020	Pray.g_00199	Prat.g_00088
OG0001021	Pray.g_00198	Prat.g_00089
OG0001022	Pray.g_00195	Prat.g_00091
OG0001023	Pray.g_00194	Prat.g_00092
OG0001024	Pray.g_00191	Prat.g_00095
OG0001025	Pray.g_00185	Prat.g_00102
OG0001026	Pray.g_00178	Prat.g_00110
OG0001027	Pray.g_00177	Prat.g_00111
OG0001028	Pray.g_00175	Prat.g_00113
OG0001029	Pray.g_00174	Prat.g_00114
OG0001030	Pray.g_00159	Prat.g_00130
OG0001031	Pray.g_00667	Prat.g_00188
OG0001032	Pray.g_00668	Prat.g_00189
OG0001033	Pray.g_00689	Prat.g_00210
OG0001034	Pray.g_00717	Prat.g_00241
OG0001035	Pray.g_00735	Prat.g_00261
OG0001036	Pray.g_00739	Prat.g_00266
OG0001037	Pray.g_00740	Prat.g_00267
OG0001038	Pray.g_00757	Prat.g_00285
OG0001039	Pray.g_00760	Prat.g_00288
OG0001040	Pray.g_00762	Prat.g_00291
OG0001041	Pray.g_00766	Prat.g_00295
OG0001042	Pray.g_00782	Prat.g_00312
OG0001043	Pray.g_00783	Prat.g_00313
OG0001044	Pray.g_00811	Prat.g_00347
OG0001045	Pray.g_00820	Prat.g_00356
OG0001046	Pray.g_00857	Prat.g_01469
OG0001047	Pray.g_00929	Prat.g_00399
OG0001048	Pray.g_00930	Prat.g_00400
OG0001049	Pray.g_00932	Prat.g_00403
OG0001050	Pray.g_00933	Prat.g_00404
OG0001051	Pray.g_00934	Prat.g_00405
OG0001052	Pray.g_00961	Prat.g_00430
OG0001053	Pray.g_00973	Prat.g_00443
OG0001054	Pray.g_00989	Prat.g_00459
OG0001055	Pray.g_01008	Prat.g_00480
OG0001056	Pray.g_01225	Prat.g_00498
OG0001057	Pray.g_01220	Prat.g_00502
OG0001058	Pray.g_01212	Prat.g_00510
OG0001059	Pray.g_01208	Prat.g_00515
OG0001060	Pray.g_01201	Prat.g_00522
OG0001061	Pray.g_01188	Prat.g_00538
OG0001062	Pray.g_01186	Prat.g_00540
OG0001063	Pray.g_01184	Prat.g_00542
OG0001064	Pray.g_01183	Prat.g_00543
OG0001065	Pray.g_01182	Prat.g_00544
OG0001066	Pray.g_01181	Prat.g_00545
OG0001067	Pray.g_01180	Prat.g_00546
OG0001068	Pray.g_01179	Prat.g_00547
OG0001069	Pray.g_01178	Prat.g_00548
OG0001070	Pray.g_01175	Prat.g_00550
OG0001071	Pray.g_01174	Prat.g_00551
OG0001072	Pray.g_01173	Prat.g_00552
OG0001073	Pray.g_01159	Prat.g_00566
OG0001074	Pray.g_01148	Prat.g_00579
OG0001075	Pray.g_01147	Prat.g_00580
OG0001076	Pray.g_01139	Prat.g_00587
OG0001077	Pray.g_01135	Prat.g_00592
OG0001078	Pray.g_01127	Prat.g_01089
OG0001079	Pray.g_01116	Prat.g_01077
OG0001080	Pray.g_01110	Prat.g_01071
OG0001081	Pray.g_01108	Prat.g_01069
OG0001082	Pray.g_01107	Prat.g_01068
OG0001083	Pray.g_01102	Prat.g_01063
OG0001084	Pray.g_01101	Prat.g_01062
OG0001085	Pray.g_01093	Prat.g_00744
OG0001086	Pray.g_01092	Prat.g_00745
OG0001087	Pray.g_01075	Prat.g_00762
OG0001088	Pray.g_01074	Prat.g_00763
OG0001089	Pray.g_01066	Prat.g_00774
OG0001090	Pray.g_01039	Prat.g_00789
OG0001091	Pray.g_01037	Prat.g_00791
OG0001092	Pray.g_01036	Prat.g_00792
OG0001093	Pray.g_01031	Prat.g_00800
OG0001094	Pray.g_00342	Prat.g_01043
OG0001095	Pray.g_00361	Prat.g_01024
OG0001096	Pray.g_00374	Prat.g_01010
OG0001097	Pray.g_00393	Prat.g_00993
OG0001098	Pray.g_00408	Prat.g_00974
OG0001099	Pray.g_00440	Prat.g_00699
OG0001100	Pray.g_00444	Prat.g_00707
OG0001101	Pray.g_00446	Prat.g_00709
OG0001102	Pray.g_00449	Prat.g_00712
OG0001103	Pray.g_00451	Prat.g_00715
OG0001104	Pray.g_00474	Prat.g_00739
OG0001105	Pray.g_00478	Prat.g_00743
OG0001106	Pray.g_00502	Prat.g_00884
OG0001107	Pray.g_00509	Prat.g_00894
OG0001108	Pray.g_00513	Prat.g_00898
OG0001109	Pray.g_00514	Prat.g_00899
OG0001110	Pray.g_00516	Prat.g_00901
OG0001111	Pray.g_00517	Prat.g_00902
OG0001112	Pray.g_00518	Prat.g_00903
OG0001113	Pray.g_00519	Prat.g_00904
OG0001114	Pray.g_00520	Prat.g_00905
OG0001115	Pray.g_00522	Prat.g_00907
OG0001116	Pray.g_00523	Prat.g_00908
OG0001117	Pray.g_00524	Prat.g_00909
OG0001118	Pray.g_00525	Prat.g_00910
OG0001119	Pray.g_00526	Prat.g_00911
OG0001120	Pray.g_00528	Prat.g_00913
OG0001122	Pray.g_00556	Prat.g_00932
OG0001123	Pray.g_00560	Prat.g_00937
OG0001124	Pray.g_00562	Prat.g_00939
OG0001125	Pray.g_00563	Prat.g_00941
OG0001126	Pray.g_00573	Prat.g_00955
OG0001127	Pray.g_00574	Prat.g_00956
OG0001128	Pray.g_00576	Prat.g_00957
OG0001129	Pray.g_00577	Prat.g_00958
OG0001130	Pray.g_00578	Prat.g_00959
OG0001131	Pray.g_00614	Prat.g_01204
OG0001132	Pray.g_00623	Prat.g_01479
OG0001133	Pray.g_00112	Prat.g_01211
OG0001134	Pray.g_00097	Prat.g_01495, Prat.g_01561
OG0001135	Pray.g_00094	Prat.g_01557
OG0001136	Pray.g_00067	Prat.g_01158
OG0001137	Pray.g_00055	Prat.g_01147
OG0001138	Pray.g_00037	Prat.g_01126
OG0001139	Pray.g_00036	Prat.g_01124
OG0001141	Pray.g_00034	Prat.g_01123
OG0001142	Pray.g_00033	Prat.g_01122
OG0001143	Pray.g_00026	Prat.g_01115
OG0001144	Pray.g_00021	Prat.g_01110
OG0001145	Pray.g_01878	Prat.g_01241
OG0001146	Pray.g_01866	Prat.g_01253
OG0001147	Pray.g_01843	Prat.g_01287
OG0001148	Pray.g_01827	Prat.g_01293
OG0001149	Pray.g_01826	Prat.g_01294
OG0001150	Pray.g_01825	Prat.g_01295
OG0001151	Pray.g_01814	Prat.g_01306
OG0001152	Pray.g_01813	Prat.g_01307
OG0001153	Pray.g_01690	Prat.g_01387
OG0001154	Pray.g_01689	Prat.g_01388
OG0001155	Pray.g_01677	Prat.g_01407
OG0001156	Pray.g_01674	Prat.g_01410
OG0001157	Pray.g_01673	Prat.g_01411
OG0001158	Pray.g_01672	Prat.g_01412
OG0001159	Pray.g_01671	Prat.g_01413
OG0001160	Pray.g_01647	Prat.g_01439
OG0001161	Pray.g_01634	Prat.g_01502
OG0001162	Pray.g_01623	Prat.g_01500
OG0001163	Pray.g_01567	Prat.g_01583
