Orthogroup	Praj	Syab
OG0000574	Praj.g_00581	Syab.g_01959
OG0000575	Praj.g_00584	Syab.g_01954
OG0000576	Praj.g_00586	Syab.g_01952
OG0000577	Praj.g_00587	Syab.g_01951
OG0000578	Praj.g_00588	Syab.g_01950
OG0000579	Praj.g_00589	Syab.g_01949
OG0000580	Praj.g_00590	Syab.g_01948
OG0000581	Praj.g_00593	Syab.g_01934
OG0000582	Praj.g_00596	Syab.g_01929
OG0000583	Praj.g_00597	Syab.g_01928
OG0000584	Praj.g_00598	Syab.g_01927
OG0000585	Praj.g_00600	Syab.g_01924
OG0000586	Praj.g_00601	Syab.g_01923
OG0000587	Praj.g_00602	Syab.g_01921
OG0000588	Praj.g_00606	Syab.g_01910
OG0000589	Praj.g_00609	Syab.g_01899
OG0000590	Praj.g_00610	Syab.g_01898
OG0000591	Praj.g_00613	Syab.g_01892
OG0000592	Praj.g_00614	Syab.g_01891
OG0000593	Praj.g_00620	Syab.g_01877
OG0000594	Praj.g_00621	Syab.g_01876
OG0000595	Praj.g_00622	Syab.g_01875
OG0000596	Praj.g_00626	Syab.g_01871
OG0000597	Praj.g_00628	Syab.g_01868
OG0000598	Praj.g_00629	Syab.g_01867
OG0000599	Praj.g_00632	Syab.g_01860
OG0000600	Praj.g_00633	Syab.g_01859
OG0000601	Praj.g_00634	Syab.g_01858
OG0000602	Praj.g_00636	Syab.g_01853
OG0000603	Praj.g_00637	Syab.g_01852
OG0000604	Praj.g_00638	Syab.g_01850
OG0000605	Praj.g_00639	Syab.g_01758
OG0000606	Praj.g_00642	Syab.g_01529
OG0000607	Praj.g_00645	Syab.g_01533
OG0000608	Praj.g_00646	Syab.g_01534
OG0000609	Praj.g_00647	Syab.g_01536
OG0000610	Praj.g_00653	Syab.g_01555
OG0000611	Praj.g_00656	Syab.g_01558
OG0000612	Praj.g_00657	Syab.g_01559
OG0000613	Praj.g_00663	Syab.g_00228
OG0000614	Praj.g_00686	Syab.g_01179
OG0000615	Praj.g_00693	Syab.g_01605
OG0000616	Praj.g_02137	Syab.g_02897
OG0000617	Praj.g_00704	Syab.g_01274
OG0000618	Praj.g_00705	Syab.g_01275
OG0000619	Praj.g_00706	Syab.g_01662
OG0000620	Praj.g_00709	Syab.g_01668
OG0000621	Praj.g_00710	Syab.g_01669
OG0000622	Praj.g_00711	Syab.g_01670
OG0000623	Praj.g_00712	Syab.g_01671
OG0000624	Praj.g_00714	Syab.g_01673
OG0000625	Praj.g_00715	Syab.g_01674
OG0000626	Praj.g_00716	Syab.g_01675
OG0000627	Praj.g_00718	Syab.g_01438
OG0000628	Praj.g_00719	Syab.g_01437
OG0000629	Praj.g_00720	Syab.g_01434
OG0000630	Praj.g_00723	Syab.g_01430
OG0000631	Praj.g_00917	Syab.g_01421
OG0000632	Praj.g_00918	Syab.g_01420
OG0000633	Praj.g_00919	Syab.g_01419
OG0000634	Praj.g_00765	Syab.g_01651
OG0000635	Praj.g_00766	Syab.g_01656
OG0000636	Praj.g_00768	Syab.g_01658
OG0000637	Praj.g_00770	Syab.g_01660
OG0000638	Praj.g_00771	Syab.g_01661
OG0000639	Praj.g_00772	Syab.g_01276
OG0000640	Praj.g_00773	Syab.g_01277
OG0000641	Praj.g_00777	Syab.g_01281
OG0000642	Praj.g_00778	Syab.g_01282
OG0000643	Praj.g_00779	Syab.g_01283
OG0000644	Praj.g_00780	Syab.g_01284
OG0000645	Praj.g_00781	Syab.g_01286
OG0000646	Praj.g_00784	Syab.g_01289
OG0000647	Praj.g_00786	Syab.g_01291
OG0000648	Praj.g_00788	Syab.g_01684
OG0000649	Praj.g_00789	Syab.g_01685
OG0000650	Praj.g_00790	Syab.g_01686
OG0000651	Praj.g_00791	Syab.g_01687
OG0000652	Praj.g_00792	Syab.g_01688
OG0000653	Praj.g_00794	Syab.g_01690
OG0000654	Praj.g_00795	Syab.g_01691
OG0000655	Praj.g_00796	Syab.g_01692
OG0000656	Praj.g_00799	Syab.g_01695
OG0000657	Praj.g_00806	Syab.g_01706
OG0000658	Praj.g_00808	Syab.g_01710
OG0000659	Praj.g_00809	Syab.g_01711
OG0000660	Praj.g_00814	Syab.g_01715
OG0000661	Praj.g_00816	Syab.g_01717
OG0000662	Praj.g_00818	Syab.g_01719
OG0000663	Praj.g_00820	Syab.g_01722
OG0000664	Praj.g_00821	Syab.g_01723
OG0000665	Praj.g_00826	Syab.g_01829
OG0000666	Praj.g_00827	Syab.g_01842
OG0000667	Praj.g_00831	Syab.g_01548
OG0000668	Praj.g_00869	Syab.g_01319
OG0000669	Praj.g_00877	Syab.g_01642
OG0000670	Praj.g_00880	Syab.g_02156
OG0000671	Praj.g_00882	Syab.g_01638
OG0000672	Praj.g_00885	Syab.g_01635
OG0000673	Praj.g_00888	Syab.g_01632
OG0000674	Praj.g_00890	Syab.g_01630
OG0000675	Praj.g_00891	Syab.g_01629
OG0000676	Praj.g_00893	Syab.g_01620
OG0000677	Praj.g_00894	Syab.g_01619
OG0000678	Praj.g_00897	Syab.g_01613
OG0000679	Praj.g_00901	Syab.g_01601
OG0000680	Praj.g_00902	Syab.g_01600
OG0000681	Praj.g_00905	Syab.g_01597
OG0000682	Praj.g_00906	Syab.g_01596
OG0000683	Praj.g_00907	Syab.g_01595
OG0000684	Praj.g_00748	Syab.g_01591
OG0000685	Praj.g_00750	Syab.g_01589
OG0000686	Praj.g_00751	Syab.g_01588
OG0000687	Praj.g_00752	Syab.g_01586
OG0000688	Praj.g_00755	Syab.g_01576
OG0000689	Praj.g_00756	Syab.g_01574
OG0000690	Praj.g_00757	Syab.g_01573
OG0000691	Praj.g_00758	Syab.g_01572
OG0000692	Praj.g_00760	Syab.g_01571
OG0000693	Praj.g_00761	Syab.g_01569
OG0000694	Praj.g_00762	Syab.g_01568
OG0000695	Praj.g_00921	Syab.g_01417
OG0000696	Praj.g_00922	Syab.g_01416
OG0000697	Praj.g_00923	Syab.g_01415
OG0000698	Praj.g_00926	Syab.g_01412
OG0000699	Praj.g_00927	Syab.g_01411
OG0000700	Praj.g_00928	Syab.g_01410
OG0000701	Praj.g_00929	Syab.g_01409
OG0000702	Praj.g_00931	Syab.g_01401
OG0000703	Praj.g_00932	Syab.g_01400
OG0000704	Praj.g_00933	Syab.g_01398
OG0000705	Praj.g_00939	Syab.g_01391
OG0000706	Praj.g_00940	Syab.g_01390
OG0000707	Praj.g_00941	Syab.g_01389
OG0000708	Praj.g_00943	Syab.g_01386
OG0000709	Praj.g_00947	Syab.g_01378
OG0000710	Praj.g_00950	Syab.g_01367
OG0000711	Praj.g_00966	Syab.g_01340
OG0000712	Praj.g_00968	Syab.g_01338
OG0000713	Praj.g_00969	Syab.g_01337
OG0000714	Praj.g_00970	Syab.g_01334
OG0000715	Praj.g_00972	Syab.g_01332
OG0000716	Praj.g_00973	Syab.g_01328
OG0000717	Praj.g_00974	Syab.g_01327
OG0000718	Praj.g_00991	Syab.g_01323
OG0000719	Praj.g_00992	Syab.g_01321
OG0000720	Praj.g_01002	Syab.g_01307
OG0000721	Praj.g_01003	Syab.g_01305
OG0000722	Praj.g_01004	Syab.g_01304
OG0000723	Praj.g_01008	Syab.g_01678
OG0000724	Praj.g_01019	Syab.g_01223
OG0000725	Praj.g_00845	Syab.g_01207
OG0000726	Praj.g_00844	Syab.g_01206
OG0000727	Praj.g_00843	Syab.g_01205
OG0000728	Praj.g_00841	Syab.g_01203
OG0000729	Praj.g_02022	Syab.g_00097
OG0000730	Praj.g_00378	Syab.g_00521
OG0000731	Praj.g_00386	Syab.g_00531
OG0000732	Praj.g_02081	Syab.g_00055
OG0000733	Praj.g_01833	Syab.g_02798
OG0000734	Praj.g_01476	Syab.g_02508
OG0000735	Praj.g_01474	Syab.g_00942
OG0000736	Praj.g_01473	Syab.g_00943
OG0000737	Praj.g_01472	Syab.g_00944
OG0000738	Praj.g_01468	Syab.g_00949
OG0000739	Praj.g_01467	Syab.g_00961
OG0000740	Praj.g_01466	Syab.g_00962
OG0000741	Praj.g_01464	Syab.g_00965
OG0000742	Praj.g_01462	Syab.g_00968
OG0000743	Praj.g_01460	Syab.g_00970
OG0000744	Praj.g_01459	Syab.g_00971
OG0000745	Praj.g_01458	Syab.g_00973
OG0000746	Praj.g_01456	Syab.g_00975
OG0000747	Praj.g_01455	Syab.g_00976
OG0000748	Praj.g_01451	Syab.g_00991
OG0000749	Praj.g_01450	Syab.g_00992
OG0000750	Praj.g_01449	Syab.g_00993
OG0000751	Praj.g_01446	Syab.g_01002
OG0000752	Praj.g_01444	Syab.g_01004
OG0000753	Praj.g_01442	Syab.g_01007
OG0000754	Praj.g_01438	Syab.g_01012
OG0000755	Praj.g_01434	Syab.g_01021
OG0000756	Praj.g_01433	Syab.g_01022
OG0000757	Praj.g_01426	Syab.g_01029
OG0000758	Praj.g_01425	Syab.g_01030
OG0000759	Praj.g_01424	Syab.g_01031
OG0000760	Praj.g_01423	Syab.g_01032
OG0000761	Praj.g_01422	Syab.g_01034
OG0000762	Praj.g_01421	Syab.g_01036
OG0000763	Praj.g_01419	Syab.g_01038
OG0000764	Praj.g_01418	Syab.g_01039
OG0000765	Praj.g_01409	Syab.g_01154
OG0000766	Praj.g_01408	Syab.g_01153
OG0000767	Praj.g_01407	Syab.g_01151
OG0000768	Praj.g_01406	Syab.g_01150
OG0000769	Praj.g_01404	Syab.g_01148
OG0000770	Praj.g_01403	Syab.g_01145
OG0000771	Praj.g_01014	Syab.g_01229
OG0000772	Praj.g_01246	Syab.g_00957
OG0000773	Praj.g_01519	Syab.g_00931
OG0000774	Praj.g_01522	Syab.g_00924
OG0000775	Praj.g_01523	Syab.g_00922
OG0000776	Praj.g_01524	Syab.g_00921
OG0000777	Praj.g_01525	Syab.g_00920
OG0000778	Praj.g_01526	Syab.g_00919
OG0000779	Praj.g_01530	Syab.g_00913
OG0000780	Praj.g_01531	Syab.g_00908
OG0000781	Praj.g_01534	Syab.g_00904
OG0000782	Praj.g_01535	Syab.g_00903
OG0000783	Praj.g_01536	Syab.g_00902
OG0000784	Praj.g_01537	Syab.g_00901
OG0000785	Praj.g_01539	Syab.g_00899
OG0000786	Praj.g_01542	Syab.g_00895
OG0000787	Praj.g_01543	Syab.g_00894
OG0000788	Praj.g_00732	Syab.g_01857
OG0000789	Praj.g_01011	Syab.g_01835
OG0000790	Praj.g_01580	Syab.g_02082
OG0000791	Praj.g_01582	Syab.g_02080
OG0000792	Praj.g_01583	Syab.g_02079
OG0000793	Praj.g_01586	Syab.g_02074
OG0000794	Praj.g_01587	Syab.g_02073
OG0000795	Praj.g_01588	Syab.g_02072
OG0000796	Praj.g_01592	Syab.g_02068
OG0000797	Praj.g_01593	Syab.g_02067
OG0000799	Praj.g_01613	Syab.g_00826
OG0000800	Praj.g_01614	Syab.g_00821
OG0000801	Praj.g_01615	Syab.g_00820
OG0000802	Praj.g_01617	Syab.g_00816
OG0000803	Praj.g_01619	Syab.g_00806
OG0000804	Praj.g_01620	Syab.g_00802
OG0000805	Praj.g_01622	Syab.g_00792
OG0000806	Praj.g_01624	Syab.g_00790
OG0000807	Praj.g_01625	Syab.g_00788
OG0000808	Praj.g_01626	Syab.g_00783
OG0000809	Praj.g_01630	Syab.g_00780
OG0000810	Praj.g_01631	Syab.g_00779
OG0000811	Praj.g_01635	Syab.g_00770
OG0000812	Praj.g_01637	Syab.g_00768
OG0000813	Praj.g_01638	Syab.g_00767
OG0000814	Praj.g_01640	Syab.g_00765
OG0000815	Praj.g_01641	Syab.g_00760
OG0000816	Praj.g_01643	Syab.g_00758
OG0000817	Praj.g_01644	Syab.g_00757
OG0000818	Praj.g_01648	Syab.g_00751
OG0000819	Praj.g_01649	Syab.g_00750
OG0000820	Praj.g_01650	Syab.g_00749
OG0000821	Praj.g_01653	Syab.g_00743
OG0000822	Praj.g_01654	Syab.g_00741
OG0000823	Praj.g_01655	Syab.g_00740
OG0000824	Praj.g_01658	Syab.g_00735
OG0000825	Praj.g_01659	Syab.g_00734
OG0000826	Praj.g_01660	Syab.g_00733
OG0000827	Praj.g_01661	Syab.g_00732
OG0000828	Praj.g_01664	Syab.g_00729
OG0000829	Praj.g_01665	Syab.g_00728
OG0000830	Praj.g_01666	Syab.g_00727
OG0000831	Praj.g_01668	Syab.g_00725
OG0000832	Praj.g_01678	Syab.g_02169
OG0000833	Praj.g_01686	Syab.g_02178
OG0000834	Praj.g_01687	Syab.g_02181
OG0000835	Praj.g_01688	Syab.g_02182
OG0000836	Praj.g_01690	Syab.g_02185
OG0000837	Praj.g_01691	Syab.g_02186
OG0000838	Praj.g_01693	Syab.g_02190
OG0000839	Praj.g_01694	Syab.g_02191
OG0000840	Praj.g_01695	Syab.g_02192
OG0000841	Praj.g_01696	Syab.g_02193
OG0000842	Praj.g_01697	Syab.g_02194
OG0000843	Praj.g_01698	Syab.g_02195
OG0000844	Praj.g_01699	Syab.g_02197
OG0000845	Praj.g_01700	Syab.g_02198
OG0000846	Praj.g_01701	Syab.g_02199
OG0000847	Praj.g_01702	Syab.g_02200
OG0000848	Praj.g_01703	Syab.g_02202
OG0000849	Praj.g_01704	Syab.g_02203
OG0000850	Praj.g_01706	Syab.g_02212
OG0000851	Praj.g_01707	Syab.g_02226
OG0000852	Praj.g_01708	Syab.g_02227
OG0000853	Praj.g_01713	Syab.g_02233
OG0000854	Praj.g_01715	Syab.g_02235
OG0000855	Praj.g_01716	Syab.g_02236
OG0000856	Praj.g_01599	Syab.g_01889
OG0000857	Praj.g_00785	Syab.g_01290
OG0000858	Praj.g_01763	Syab.g_02244
OG0000859	Praj.g_01764	Syab.g_02245
OG0000860	Praj.g_01770	Syab.g_02258
OG0000861	Praj.g_01771	Syab.g_02259
OG0000862	Praj.g_01772	Syab.g_02261
OG0000863	Praj.g_01773	Syab.g_02265
OG0000864	Praj.g_01774	Syab.g_02266
OG0000865	Praj.g_01775	Syab.g_02267
OG0000866	Praj.g_01776	Syab.g_02268
OG0000867	Praj.g_01777	Syab.g_02269
OG0000868	Praj.g_01778	Syab.g_02287
OG0000869	Praj.g_01781	Syab.g_02292
OG0000870	Praj.g_01786	Syab.g_02297
OG0000871	Praj.g_01787	Syab.g_02298
OG0000872	Praj.g_01788	Syab.g_02305
OG0000873	Praj.g_01791	Syab.g_02308
OG0000874	Praj.g_01794	Syab.g_02311
OG0000875	Praj.g_01796	Syab.g_02313
OG0000876	Praj.g_01797	Syab.g_02315
OG0000877	Praj.g_01799	Syab.g_02317
OG0000878	Praj.g_01800	Syab.g_02318
OG0000879	Praj.g_01801	Syab.g_02319
OG0000880	Praj.g_01802	Syab.g_02320
OG0000881	Praj.g_01805	Syab.g_02325
OG0000882	Praj.g_01810	Syab.g_02330
OG0000883	Praj.g_01812	Syab.g_02332
OG0000884	Praj.g_01814	Syab.g_02334
OG0000885	Praj.g_01815	Syab.g_02335
OG0000886	Praj.g_01816	Syab.g_02336
OG0000887	Praj.g_01817	Syab.g_02338
OG0000888	Praj.g_01819	Syab.g_02340
OG0000889	Praj.g_01821	Syab.g_02342
OG0000890	Praj.g_01822	Syab.g_02348
OG0000891	Praj.g_01823	Syab.g_02349
OG0000892	Praj.g_01825	Syab.g_02353
OG0000893	Praj.g_01868	Syab.g_00366
OG0000894	Praj.g_01871	Syab.g_00369
OG0000895	Praj.g_01874	Syab.g_00373
OG0000896	Praj.g_01875	Syab.g_00374
OG0000897	Praj.g_01877	Syab.g_00376
OG0000898	Praj.g_01878	Syab.g_00377
OG0000899	Praj.g_01879	Syab.g_00378
OG0000900	Praj.g_01880	Syab.g_00379
OG0000901	Praj.g_01883	Syab.g_00384
OG0000902	Praj.g_01885	Syab.g_00386
OG0000903	Praj.g_01894	Syab.g_00399
OG0000904	Praj.g_01889	Syab.g_00395
OG0000905	Praj.g_01887	Syab.g_00390
OG0000906	Praj.g_01886	Syab.g_00388
OG0000907	Praj.g_01909	Syab.g_00401
OG0000908	Praj.g_01912	Syab.g_00404
OG0000909	Praj.g_01913	Syab.g_00405
OG0000910	Praj.g_01914	Syab.g_00406
OG0000911	Praj.g_01916	Syab.g_00408
OG0000912	Praj.g_01917	Syab.g_00409
OG0000913	Praj.g_01918	Syab.g_00410
OG0000914	Praj.g_01919	Syab.g_00411
OG0000915	Praj.g_01920	Syab.g_00412
OG0000916	Praj.g_01921	Syab.g_00413
OG0000917	Praj.g_01922	Syab.g_00414
OG0000918	Praj.g_01923	Syab.g_00415
OG0000919	Praj.g_01924	Syab.g_00416
OG0000920	Praj.g_01925	Syab.g_00417
OG0000921	Praj.g_01926	Syab.g_00418
OG0000922	Praj.g_01927	Syab.g_00419
OG0000923	Praj.g_01931	Syab.g_00423
OG0000924	Praj.g_01932	Syab.g_00424
OG0000925	Praj.g_01933	Syab.g_00425
OG0000926	Praj.g_01934	Syab.g_00426
OG0000927	Praj.g_01936	Syab.g_00428
OG0000928	Praj.g_01937	Syab.g_00429
OG0000929	Praj.g_01938	Syab.g_00430
OG0000930	Praj.g_01939	Syab.g_00431
OG0000931	Praj.g_01940	Syab.g_00432
OG0000932	Praj.g_01941	Syab.g_00433
OG0000933	Praj.g_01945	Syab.g_00439
OG0000934	Praj.g_01947	Syab.g_00441
OG0000935	Praj.g_01948	Syab.g_00442
OG0000936	Praj.g_01949	Syab.g_00443
OG0000937	Praj.g_01950	Syab.g_00444
OG0000938	Praj.g_01953	Syab.g_00447
OG0000939	Praj.g_01954	Syab.g_00448
OG0000940	Praj.g_01961	Syab.g_00456
OG0000941	Praj.g_01963	Syab.g_00458
OG0000942	Praj.g_01965	Syab.g_00460
OG0000943	Praj.g_01966	Syab.g_00461
OG0000944	Praj.g_01968	Syab.g_00463
OG0000945	Praj.g_01969	Syab.g_00466
OG0000946	Praj.g_01975	Syab.g_00473
OG0000947	Praj.g_01977	Syab.g_00476
OG0000948	Praj.g_01978	Syab.g_00477
OG0000949	Praj.g_01981	Syab.g_00212
OG0000950	Praj.g_01986	Syab.g_00204
OG0000951	Praj.g_01990	Syab.g_00199
OG0000952	Praj.g_01994	Syab.g_00191
OG0000953	Praj.g_01998	Syab.g_00134
OG0000954	Praj.g_02002	Syab.g_00129
OG0000955	Praj.g_02003	Syab.g_00128
OG0000956	Praj.g_02005	Syab.g_00126
OG0000957	Praj.g_02010	Syab.g_00115
OG0000958	Praj.g_02011	Syab.g_00114
OG0000959	Praj.g_02015	Syab.g_00110
OG0000960	Praj.g_02016	Syab.g_00109
OG0000961	Praj.g_02019	Syab.g_00100
OG0000962	Praj.g_02021	Syab.g_00098
OG0000963	Praj.g_02026	Syab.g_00093
OG0000964	Praj.g_02027	Syab.g_00092
OG0000965	Praj.g_02028	Syab.g_00091
OG0000966	Praj.g_02059	Syab.g_00082
OG0000967	Praj.g_02063	Syab.g_00078
OG0000968	Praj.g_02065	Syab.g_00075
OG0000969	Praj.g_02066	Syab.g_00073
OG0000970	Praj.g_02067	Syab.g_00072
OG0000971	Praj.g_02068	Syab.g_00070
OG0000972	Praj.g_02069	Syab.g_00069
OG0000973	Praj.g_02070	Syab.g_00068
OG0000974	Praj.g_02071	Syab.g_00067
OG0000975	Praj.g_02072	Syab.g_00066
OG0000976	Praj.g_02073	Syab.g_00065
OG0000977	Praj.g_02074	Syab.g_00063
OG0000978	Praj.g_02075	Syab.g_00062
OG0000979	Praj.g_02078	Syab.g_00059
OG0000980	Praj.g_02080	Syab.g_00056
OG0000981	Praj.g_02083	Syab.g_00053
OG0000982	Praj.g_02085	Syab.g_02756
OG0000983	Praj.g_02086	Syab.g_02757
OG0000984	Praj.g_02087	Syab.g_02758
OG0000985	Praj.g_02090	Syab.g_02762
OG0000986	Praj.g_02092	Syab.g_02764
OG0000987	Praj.g_02093	Syab.g_02768
OG0000988	Praj.g_02096	Syab.g_02774
OG0000989	Praj.g_02100	Syab.g_02792
OG0000990	Praj.g_02105	Syab.g_02811
OG0000991	Praj.g_02106	Syab.g_02818
OG0000992	Praj.g_02109	Syab.g_02821
OG0000993	Praj.g_02110	Syab.g_02822
OG0000994	Praj.g_02111	Syab.g_02826
OG0000995	Praj.g_02115	Syab.g_02835
OG0000996	Praj.g_02116	Syab.g_02866
OG0000997	Praj.g_02124	Syab.g_02875
OG0000998	Praj.g_02126	Syab.g_02877
OG0000999	Praj.g_02127	Syab.g_02878
OG0001000	Praj.g_02130, Praj.g_02131	Syab.g_02881
OG0001001	Praj.g_02134	Syab.g_02888
OG0001002	Praj.g_02139	Syab.g_02900
OG0001003	Praj.g_02141	Syab.g_02902
OG0001004	Praj.g_02142	Syab.g_02903
OG0001005	Praj.g_02143	Syab.g_02905
OG0001006	Praj.g_02147	Syab.g_02912
OG0001007	Praj.g_02149	Syab.g_02914
OG0001008	Praj.g_00431	Syab.g_00584
OG0001009	Praj.g_00027	Syab.g_00033
OG0001010	Praj.g_00028	Syab.g_00034
OG0001011	Praj.g_00029	Syab.g_00035
OG0001012	Praj.g_00047	Syab.g_02752
OG0001013	Praj.g_00052	Syab.g_02716
OG0001014	Praj.g_00055	Syab.g_02712
OG0001015	Praj.g_00056	Syab.g_02711
OG0001016	Praj.g_00111	Syab.g_02439
OG0001017	Praj.g_00115	Syab.g_02445
OG0001018	Praj.g_00118	Syab.g_02447
OG0001019	Praj.g_00127	Syab.g_02469
OG0001020	Praj.g_00128	Syab.g_02477
OG0001021	Praj.g_00129	Syab.g_02481
OG0001022	Praj.g_00132	Syab.g_02485
OG0001023	Praj.g_00133	Syab.g_02486
OG0001024	Praj.g_00136	Syab.g_02490
OG0001025	Praj.g_00143	Syab.g_02497
OG0001026	Praj.g_00151	Syab.g_02510
OG0001027	Praj.g_00152	Syab.g_02515
OG0001028	Praj.g_00154	Syab.g_02517
OG0001029	Praj.g_00156	Syab.g_02519
OG0001030	Praj.g_00172	Syab.g_02540
OG0001031	Praj.g_00226	Syab.g_02615
OG0001032	Praj.g_00227	Syab.g_02617
OG0001033	Praj.g_00247	Syab.g_02675
OG0001034	Praj.g_00276	Syab.g_02370
OG0001035	Praj.g_00293	Syab.g_00335
OG0001036	Praj.g_00297	Syab.g_00327
OG0001037	Praj.g_00298	Syab.g_00325
OG0001038	Praj.g_00314	Syab.g_00297
OG0001039	Praj.g_00316	Syab.g_00294
OG0001040	Praj.g_00319	Syab.g_00291
OG0001041	Praj.g_00323	Syab.g_00286
OG0001042	Praj.g_00339	Syab.g_00254
OG0001043	Praj.g_00340	Syab.g_00250
OG0001044	Praj.g_00379	Syab.g_00522
OG0001045	Praj.g_00388	Syab.g_00534
OG0001046	Praj.g_01081	Syab.g_01352
OG0001047	Praj.g_00433	Syab.g_00586
OG0001048	Praj.g_00434	Syab.g_00587
OG0001049	Praj.g_00436	Syab.g_00590
OG0001050	Praj.g_00437	Syab.g_00591
OG0001051	Praj.g_00438	Syab.g_00592
OG0001052	Praj.g_00464	Syab.g_00693
OG0001053	Praj.g_00476	Syab.g_02099
OG0001054	Praj.g_00490	Syab.g_02118
OG0001055	Praj.g_00509	Syab.g_02139
OG0001056	Praj.g_00527	Syab.g_02036
OG0001057	Praj.g_00532	Syab.g_00882
OG0001058	Praj.g_00540	Syab.g_02014
OG0001059	Praj.g_00544	Syab.g_02010
OG0001060	Praj.g_00551	Syab.g_02003
OG0001061	Praj.g_00564	Syab.g_01985
OG0001062	Praj.g_00566	Syab.g_01983
OG0001063	Praj.g_00567	Syab.g_01979
OG0001064	Praj.g_00568	Syab.g_01978
OG0001065	Praj.g_00569	Syab.g_01976
OG0001066	Praj.g_00570	Syab.g_01975
OG0001067	Praj.g_00571	Syab.g_01974
OG0001068	Praj.g_00572	Syab.g_01973
OG0001069	Praj.g_00573	Syab.g_01972
OG0001070	Praj.g_00575	Syab.g_01968
OG0001071	Praj.g_00576	Syab.g_01967
OG0001072	Praj.g_00577	Syab.g_01962
OG0001073	Praj.g_00591	Syab.g_01947
OG0001074	Praj.g_00603	Syab.g_01815
OG0001075	Praj.g_00604	Syab.g_01919
OG0001076	Praj.g_00611	Syab.g_01897
OG0001077	Praj.g_00616	Syab.g_01887
OG0001079	Praj.g_00635	Syab.g_01856
OG0001080	Praj.g_00641	Syab.g_01756
OG0001081	Praj.g_00643	Syab.g_01530
OG0001082	Praj.g_00644	Syab.g_01531
OG0001083	Praj.g_00649	Syab.g_01540
OG0001084	Praj.g_00650	Syab.g_01543
OG0001085	Praj.g_00660	Syab.g_01563
OG0001086	Praj.g_00661	Syab.g_01565
OG0001087	Praj.g_00681	Syab.g_01167
OG0001088	Praj.g_00682	Syab.g_01170
OG0001089	Praj.g_00690	Syab.g_01198
OG0001090	Praj.g_00699	Syab.g_01267
OG0001091	Praj.g_00701	Syab.g_01270
OG0001092	Praj.g_00702	Syab.g_01272
OG0001093	Praj.g_00707	Syab.g_01664
OG0001094	Praj.g_00763	Syab.g_01567
OG0001095	Praj.g_00782	Syab.g_01287
OG0001096	Praj.g_00797	Syab.g_01693
OG0001097	Praj.g_00817	Syab.g_01718
OG0001098	Praj.g_00835	Syab.g_01497
OG0001099	Praj.g_00872	Syab.g_02518
OG0001100	Praj.g_00879	Syab.g_01640
OG0001101	Praj.g_00881	Syab.g_01639
OG0001102	Praj.g_00884	Syab.g_01636
OG0001103	Praj.g_00886	Syab.g_01634
OG0001104	Praj.g_00749	Syab.g_01590
OG0001105	Praj.g_00753	Syab.g_01585
OG0001106	Praj.g_00934	Syab.g_01397
OG0001107	Praj.g_00944	Syab.g_01385
OG0001108	Praj.g_00948	Syab.g_01377
OG0001109	Praj.g_00949	Syab.g_01368
OG0001110	Praj.g_00951	Syab.g_01366
OG0001111	Praj.g_00952	Syab.g_01364
OG0001112	Praj.g_00953	Syab.g_01362
OG0001113	Praj.g_00954	Syab.g_01593
OG0001114	Praj.g_00955	Syab.g_01361
OG0001115	Praj.g_00957	Syab.g_01357
OG0001116	Praj.g_00958	Syab.g_01355
OG0001117	Praj.g_00959	Syab.g_01354
OG0001118	Praj.g_00960	Syab.g_01353
OG0001119	Praj.g_00961	Syab.g_01351
OG0001120	Praj.g_00963	Syab.g_01347
OG0001121	Praj.g_01563	Syab.g_02159
OG0001122	Praj.g_00993	Syab.g_01320
OG0001123	Praj.g_00997	Syab.g_01312
OG0001124	Praj.g_00999	Syab.g_01310
OG0001125	Praj.g_01001	Syab.g_01308
OG0001126	Praj.g_01012	Syab.g_01231
OG0001127	Praj.g_01013	Syab.g_01230
OG0001128	Praj.g_01016	Syab.g_01227
OG0001129	Praj.g_01017	Syab.g_01225
OG0001130	Praj.g_01018	Syab.g_01224
OG0001131	Praj.g_00852	Syab.g_01609
OG0001132	Praj.g_01063	Syab.g_01790
OG0001133	Praj.g_01040	Syab.g_01895
OG0001134	Praj.g_01832	Syab.g_01748
OG0001135	Praj.g_01835	Syab.g_01747
OG0001136	Praj.g_01463	Syab.g_00966
OG0001137	Praj.g_01452	Syab.g_00990
OG0001138	Praj.g_01432	Syab.g_01023
OG0001139	Praj.g_01430	Syab.g_01025
OG0001140	Praj.g_01429	Syab.g_01026, Syab.g_00642
OG0001141	Praj.g_01428	Syab.g_01027
OG0001142	Praj.g_01427	Syab.g_01028
OG0001143	Praj.g_01420	Syab.g_01037
OG0001144	Praj.g_01415	Syab.g_01052
OG0001145	Praj.g_01520	Syab.g_00928
OG0001146	Praj.g_01532	Syab.g_00907
OG0001147	Praj.g_01550	Syab.g_00716
OG0001148	Praj.g_01577	Syab.g_02085
OG0001149	Praj.g_01578	Syab.g_02084
OG0001150	Praj.g_01579	Syab.g_02083
OG0001151	Praj.g_01590	Syab.g_02070
OG0001152	Praj.g_01591	Syab.g_02069
OG0001153	Praj.g_01662	Syab.g_00731
OG0001154	Praj.g_01663	Syab.g_00730
OG0001155	Praj.g_01679	Syab.g_02171
OG0001156	Praj.g_01682	Syab.g_02174
