Orthogroup	Praj	Syae
OG0000583	Praj.g_00597	Syae.g_00019
OG0000584	Praj.g_00598	Syae.g_00020
OG0000585	Praj.g_00600	Syae.g_00022
OG0000586	Praj.g_00601	Syae.g_00023
OG0000587	Praj.g_00602	Syae.g_00025
OG0000588	Praj.g_00606	Syae.g_00043
OG0000589	Praj.g_00609	Syae.g_00047
OG0000590	Praj.g_00610	Syae.g_00048
OG0000591	Praj.g_00613	Syae.g_00056
OG0000592	Praj.g_00614	Syae.g_00057
OG0000593	Praj.g_00620	Syae.g_00070
OG0000594	Praj.g_00621	Syae.g_00071
OG0000595	Praj.g_00622	Syae.g_00072
OG0000596	Praj.g_00626	Syae.g_00077
OG0000597	Praj.g_00628	Syae.g_00080
OG0000598	Praj.g_00629	Syae.g_00081
OG0000599	Praj.g_00632	Syae.g_00084
OG0000600	Praj.g_00633	Syae.g_00085
OG0000601	Praj.g_00634	Syae.g_00086
OG0000602	Praj.g_00636	Syae.g_00091
OG0000603	Praj.g_00637	Syae.g_00092
OG0000604	Praj.g_00638	Syae.g_00095
OG0000605	Praj.g_00639	Syae.g_00260
OG0000606	Praj.g_00642	Syae.g_00616
OG0000607	Praj.g_00645	Syae.g_00613
OG0000608	Praj.g_00646	Syae.g_00612
OG0000609	Praj.g_00647	Syae.g_00610
OG0000610	Praj.g_00653	Syae.g_00601
OG0000611	Praj.g_00656	Syae.g_00598
OG0000612	Praj.g_00657	Syae.g_00597
OG0000613	Praj.g_00663	Syae.g_01910
OG0000614	Praj.g_00686	Syae.g_00765
OG0000615	Praj.g_00693	Syae.g_00557
OG0000616	Praj.g_02137	Syae.g_01696
OG0000617	Praj.g_00704	Syae.g_00464
OG0000618	Praj.g_00705	Syae.g_00463
OG0000619	Praj.g_00706	Syae.g_00462
OG0000620	Praj.g_00709	Syae.g_00456
OG0000621	Praj.g_00710	Syae.g_00455
OG0000622	Praj.g_00711	Syae.g_00454
OG0000623	Praj.g_00712	Syae.g_00453
OG0000624	Praj.g_00714	Syae.g_00451
OG0000625	Praj.g_00715	Syae.g_00450
OG0000626	Praj.g_00716	Syae.g_00449
OG0000627	Praj.g_00718	Syae.g_00299
OG0000628	Praj.g_00719	Syae.g_00300
OG0000629	Praj.g_00720	Syae.g_00303
OG0000630	Praj.g_00723	Syae.g_00310
OG0000631	Praj.g_00917	Syae.g_00317
OG0000632	Praj.g_00918	Syae.g_00318
OG0000633	Praj.g_00919	Syae.g_00320
OG0000634	Praj.g_00765	Syae.g_00525
OG0000635	Praj.g_00766	Syae.g_00524
OG0000636	Praj.g_00768	Syae.g_00522
OG0000637	Praj.g_00770	Syae.g_00520
OG0000638	Praj.g_00771	Syae.g_00519
OG0000639	Praj.g_00772	Syae.g_00518
OG0000640	Praj.g_00773	Syae.g_00517
OG0000641	Praj.g_00777	Syae.g_00513
OG0000642	Praj.g_00778	Syae.g_00512
OG0000643	Praj.g_00779	Syae.g_00510
OG0000644	Praj.g_00780	Syae.g_00509
OG0000645	Praj.g_00781	Syae.g_00507
OG0000646	Praj.g_00784	Syae.g_00504
OG0000647	Praj.g_00786	Syae.g_00502
OG0000648	Praj.g_00788	Syae.g_00499
OG0000649	Praj.g_00789	Syae.g_00498
OG0000650	Praj.g_00790	Syae.g_00497
OG0000651	Praj.g_00791	Syae.g_00496
OG0000652	Praj.g_00792	Syae.g_00495
OG0000653	Praj.g_00794	Syae.g_00493
OG0000654	Praj.g_00795	Syae.g_00492
OG0000655	Praj.g_00796	Syae.g_00491
OG0000656	Praj.g_00799	Syae.g_00488
OG0000657	Praj.g_00806	Syae.g_00834
OG0000658	Praj.g_00808	Syae.g_00837
OG0000659	Praj.g_00809	Syae.g_00838
OG0000660	Praj.g_00814	Syae.g_00842
OG0000661	Praj.g_00816	Syae.g_00844
OG0000662	Praj.g_00818	Syae.g_00846
OG0000663	Praj.g_00820	Syae.g_00849
OG0000664	Praj.g_00821	Syae.g_00850
OG0000665	Praj.g_00826	Syae.g_00121
OG0000666	Praj.g_00827	Syae.g_00258
OG0000667	Praj.g_00831	Syae.g_02056
OG0000668	Praj.g_00869	Syae.g_00418
OG0000669	Praj.g_00877	Syae.g_00585
OG0000670	Praj.g_00880	Syae.g_00582
OG0000671	Praj.g_00882	Syae.g_00580
OG0000672	Praj.g_00885	Syae.g_00577
OG0000673	Praj.g_00888	Syae.g_00574
OG0000674	Praj.g_00890	Syae.g_00572
OG0000675	Praj.g_00891	Syae.g_00571
OG0000676	Praj.g_00893	Syae.g_00569
OG0000677	Praj.g_00894	Syae.g_00568
OG0000678	Praj.g_00897	Syae.g_00564
OG0000679	Praj.g_00901	Syae.g_00555
OG0000680	Praj.g_00902	Syae.g_00554
OG0000681	Praj.g_00905	Syae.g_00551
OG0000682	Praj.g_00906	Syae.g_00550
OG0000683	Praj.g_00907	Syae.g_00549
OG0000684	Praj.g_00748	Syae.g_00545
OG0000685	Praj.g_00750	Syae.g_00543
OG0000686	Praj.g_00751	Syae.g_00542
OG0000687	Praj.g_00752	Syae.g_00541
OG0000688	Praj.g_00755	Syae.g_00536
OG0000689	Praj.g_00756	Syae.g_00534
OG0000690	Praj.g_00757	Syae.g_00533
OG0000691	Praj.g_00758	Syae.g_00532
OG0000692	Praj.g_00760	Syae.g_00531
OG0000693	Praj.g_00761	Syae.g_00529
OG0000694	Praj.g_00762	Syae.g_00528
OG0000695	Praj.g_00921	Syae.g_00322
OG0000696	Praj.g_00922	Syae.g_00323
OG0000697	Praj.g_00923	Syae.g_00325
OG0000698	Praj.g_00926	Syae.g_00328
OG0000699	Praj.g_00927	Syae.g_00330
OG0000700	Praj.g_00928	Syae.g_00331
OG0000701	Praj.g_00929	Syae.g_00332
OG0000702	Praj.g_00931	Syae.g_00341
OG0000703	Praj.g_00932	Syae.g_00342
OG0000704	Praj.g_00933	Syae.g_00345
OG0000705	Praj.g_00939	Syae.g_00352
OG0000706	Praj.g_00940	Syae.g_00353
OG0000707	Praj.g_00941	Syae.g_00354
OG0000708	Praj.g_00943	Syae.g_00357
OG0000709	Praj.g_00947	Syae.g_00365
OG0000710	Praj.g_00950	Syae.g_00369
OG0000711	Praj.g_00966	Syae.g_00398
OG0000712	Praj.g_00968	Syae.g_00400
OG0000713	Praj.g_00969	Syae.g_00401
OG0000714	Praj.g_00970	Syae.g_00403
OG0000715	Praj.g_00972	Syae.g_00405
OG0000716	Praj.g_00973	Syae.g_00409
OG0000717	Praj.g_00974	Syae.g_00410
OG0000718	Praj.g_00991	Syae.g_00414
OG0000719	Praj.g_00992	Syae.g_00416
OG0000720	Praj.g_01002	Syae.g_00429
OG0000721	Praj.g_01003	Syae.g_00431
OG0000722	Praj.g_01004	Syae.g_00432
OG0000723	Praj.g_01008	Syae.g_00445
OG0000724	Praj.g_01019	Syae.g_00799
OG0000725	Praj.g_00845	Syae.g_00789
OG0000726	Praj.g_00844	Syae.g_00788
OG0000727	Praj.g_00843	Syae.g_00787
OG0000728	Praj.g_00841	Syae.g_00785
OG0000729	Praj.g_02022	Syae.g_01819
OG0000730	Praj.g_00378	Syae.g_02189
OG0000731	Praj.g_00386	Syae.g_02201
OG0000732	Praj.g_02081	Syae.g_01764
OG0000733	Praj.g_01833	Syae.g_01599
OG0000734	Praj.g_01476	Syae.g_01371
OG0000735	Praj.g_01474	Syae.g_00942
OG0000736	Praj.g_01473	Syae.g_00941
OG0000737	Praj.g_01472	Syae.g_00940
OG0000738	Praj.g_01468	Syae.g_00935
OG0000739	Praj.g_01467	Syae.g_00928
OG0000740	Praj.g_01466	Syae.g_00927
OG0000741	Praj.g_01464	Syae.g_00924
OG0000742	Praj.g_01462	Syae.g_00922
OG0000743	Praj.g_01460	Syae.g_00920
OG0000744	Praj.g_01459	Syae.g_00919
OG0000745	Praj.g_01458	Syae.g_00917
OG0000746	Praj.g_01456	Syae.g_00915
OG0000747	Praj.g_01455	Syae.g_00914
OG0000748	Praj.g_01451	Syae.g_00902
OG0000749	Praj.g_01450	Syae.g_00900
OG0000750	Praj.g_01449	Syae.g_00899
OG0000751	Praj.g_01446	Syae.g_00892
OG0000752	Praj.g_01444	Syae.g_00890
OG0000753	Praj.g_01442	Syae.g_00887
OG0000754	Praj.g_01438	Syae.g_00641
OG0000755	Praj.g_01434	Syae.g_00651
OG0000756	Praj.g_01433	Syae.g_00652
OG0000757	Praj.g_01426	Syae.g_00661
OG0000758	Praj.g_01425	Syae.g_00662
OG0000759	Praj.g_01424	Syae.g_00663
OG0000760	Praj.g_01423	Syae.g_00664
OG0000761	Praj.g_01422	Syae.g_00668
OG0000762	Praj.g_01421	Syae.g_00672
OG0000763	Praj.g_01419	Syae.g_00676
OG0000764	Praj.g_01418	Syae.g_00677
OG0000765	Praj.g_01409	Syae.g_00695
OG0000766	Praj.g_01408	Syae.g_00696
OG0000767	Praj.g_01407	Syae.g_00698
OG0000768	Praj.g_01406	Syae.g_00699
OG0000769	Praj.g_01404	Syae.g_00701
OG0000770	Praj.g_01403	Syae.g_00704
OG0000771	Praj.g_01014	Syae.g_00805
OG0000772	Praj.g_01246	Syae.g_00168
OG0000773	Praj.g_01519	Syae.g_00947
OG0000774	Praj.g_01522	Syae.g_00951
OG0000775	Praj.g_01523	Syae.g_00954
OG0000776	Praj.g_01524	Syae.g_00955
OG0000777	Praj.g_01525	Syae.g_00956
OG0000778	Praj.g_01526	Syae.g_00957
OG0000779	Praj.g_01530	Syae.g_00963
OG0000780	Praj.g_01531	Syae.g_00967
OG0000781	Praj.g_01534	Syae.g_00971
OG0000782	Praj.g_01535	Syae.g_00972
OG0000783	Praj.g_01536	Syae.g_00973
OG0000784	Praj.g_01537	Syae.g_00974
OG0000785	Praj.g_01539	Syae.g_00976
OG0000786	Praj.g_01542	Syae.g_02477
OG0000787	Praj.g_01543	Syae.g_02476
OG0000788	Praj.g_00732	Syae.g_00087
OG0000789	Praj.g_01011	Syae.g_00281
OG0000790	Praj.g_01580	Syae.g_02294
OG0000791	Praj.g_01582	Syae.g_02292
OG0000792	Praj.g_01583	Syae.g_02291
OG0000793	Praj.g_01586	Syae.g_02286
OG0000794	Praj.g_01587	Syae.g_02285
OG0000795	Praj.g_01588	Syae.g_02284
OG0000796	Praj.g_01592	Syae.g_02280
OG0000797	Praj.g_01593	Syae.g_02279
OG0000799	Praj.g_01613	Syae.g_00010
OG0000800	Praj.g_01614	Syae.g_00009
OG0000801	Praj.g_01615	Syae.g_00008
OG0000802	Praj.g_01617	Syae.g_02686
OG0000803	Praj.g_01619	Syae.g_02680
OG0000804	Praj.g_01620	Syae.g_02677
OG0000805	Praj.g_01622	Syae.g_02663
OG0000806	Praj.g_01624	Syae.g_02661
OG0000807	Praj.g_01625	Syae.g_02659
OG0000808	Praj.g_01626	Syae.g_02658
OG0000809	Praj.g_01630	Syae.g_02655
OG0000810	Praj.g_01631	Syae.g_02654
OG0000811	Praj.g_01635	Syae.g_02648
OG0000812	Praj.g_01637	Syae.g_02646
OG0000813	Praj.g_01638	Syae.g_02645
OG0000814	Praj.g_01640	Syae.g_02643
OG0000815	Praj.g_01641	Syae.g_02642
OG0000816	Praj.g_01643	Syae.g_02641
OG0000817	Praj.g_01644	Syae.g_02640
OG0000818	Praj.g_01648	Syae.g_02634
OG0000819	Praj.g_01649	Syae.g_02633
OG0000820	Praj.g_01650	Syae.g_02632
OG0000821	Praj.g_01653	Syae.g_02626
OG0000822	Praj.g_01654	Syae.g_02624
OG0000823	Praj.g_01655	Syae.g_02623
OG0000824	Praj.g_01658	Syae.g_02617
OG0000825	Praj.g_01659	Syae.g_02616
OG0000826	Praj.g_01660	Syae.g_02615
OG0000827	Praj.g_01661	Syae.g_02614
OG0000828	Praj.g_01664	Syae.g_02612
OG0000829	Praj.g_01665	Syae.g_02611
OG0000830	Praj.g_01666	Syae.g_02610
OG0000831	Praj.g_01668	Syae.g_02608
OG0000832	Praj.g_01678	Syae.g_01081
OG0000833	Praj.g_01686	Syae.g_01106
OG0000834	Praj.g_01687	Syae.g_01108
OG0000835	Praj.g_01688	Syae.g_01109
OG0000836	Praj.g_01690	Syae.g_01113
OG0000837	Praj.g_01691	Syae.g_01115
OG0000838	Praj.g_01693	Syae.g_01119
OG0000839	Praj.g_01694	Syae.g_01120
OG0000840	Praj.g_01695	Syae.g_01121
OG0000841	Praj.g_01696	Syae.g_01122
OG0000842	Praj.g_01697	Syae.g_01123
OG0000843	Praj.g_01698	Syae.g_01124
OG0000844	Praj.g_01699	Syae.g_01125
OG0000845	Praj.g_01700	Syae.g_01126
OG0000846	Praj.g_01701	Syae.g_01127
OG0000847	Praj.g_01702	Syae.g_01128
OG0000848	Praj.g_01703	Syae.g_01130
OG0000849	Praj.g_01704	Syae.g_01131
OG0000850	Praj.g_01706	Syae.g_01133
OG0000851	Praj.g_01707	Syae.g_01139
OG0000852	Praj.g_01708	Syae.g_01140
OG0000853	Praj.g_01713	Syae.g_01144
OG0000854	Praj.g_01715	Syae.g_01146
OG0000855	Praj.g_01716	Syae.g_01147
OG0000856	Praj.g_01599	Syae.g_00059
OG0000857	Praj.g_00785	Syae.g_00503
OG0000858	Praj.g_01763	Syae.g_01153
OG0000859	Praj.g_01764	Syae.g_01154
OG0000860	Praj.g_01770	Syae.g_01165
OG0000861	Praj.g_01771	Syae.g_01166
OG0000862	Praj.g_01772	Syae.g_01167
OG0000863	Praj.g_01773	Syae.g_01170
OG0000864	Praj.g_01774	Syae.g_01171
OG0000865	Praj.g_01775	Syae.g_01172
OG0000866	Praj.g_01776	Syae.g_01173
OG0000867	Praj.g_01777	Syae.g_01174
OG0000868	Praj.g_01778	Syae.g_01177
OG0000869	Praj.g_01781	Syae.g_01182
OG0000870	Praj.g_01786	Syae.g_01187
OG0000871	Praj.g_01787	Syae.g_01188
OG0000872	Praj.g_01788	Syae.g_01196
OG0000873	Praj.g_01791	Syae.g_01199
OG0000874	Praj.g_01794	Syae.g_01194
OG0000875	Praj.g_01796	Syae.g_01244
OG0000876	Praj.g_01797	Syae.g_01020
OG0000877	Praj.g_01799	Syae.g_01025
OG0000878	Praj.g_01800	Syae.g_01026
OG0000879	Praj.g_01801	Syae.g_01027
OG0000880	Praj.g_01802	Syae.g_01028
OG0000881	Praj.g_01805	Syae.g_01034
OG0000882	Praj.g_01810	Syae.g_01039
OG0000883	Praj.g_01812	Syae.g_01041
OG0000884	Praj.g_01814	Syae.g_01043
OG0000885	Praj.g_01815	Syae.g_01044
OG0000886	Praj.g_01816	Syae.g_01045
OG0000887	Praj.g_01817	Syae.g_01046
OG0000888	Praj.g_01819	Syae.g_01048
OG0000889	Praj.g_01821	Syae.g_01050
OG0000890	Praj.g_01822	Syae.g_01056
OG0000891	Praj.g_01823	Syae.g_01057
OG0000892	Praj.g_01825	Syae.g_01059
OG0000893	Praj.g_01868	Syae.g_02031
OG0000894	Praj.g_01871	Syae.g_02034
OG0000895	Praj.g_01874	Syae.g_02038
OG0000896	Praj.g_01875	Syae.g_02039
OG0000897	Praj.g_01877	Syae.g_02041
OG0000898	Praj.g_01878	Syae.g_02042
OG0000899	Praj.g_01879	Syae.g_02043
OG0000900	Praj.g_01880	Syae.g_02044
OG0000901	Praj.g_01883	Syae.g_02049
OG0000902	Praj.g_01885	Syae.g_02051
OG0000903	Praj.g_01894	Syae.g_02077
OG0000904	Praj.g_01889	Syae.g_02071
OG0000905	Praj.g_01887	Syae.g_02065
OG0000906	Praj.g_01886	Syae.g_02063
OG0000907	Praj.g_01909	Syae.g_02079
OG0000908	Praj.g_01912	Syae.g_02082
OG0000909	Praj.g_01913	Syae.g_02083
OG0000910	Praj.g_01914	Syae.g_02084
OG0000911	Praj.g_01916	Syae.g_02086
OG0000912	Praj.g_01917	Syae.g_02087
OG0000913	Praj.g_01918	Syae.g_02088
OG0000914	Praj.g_01919	Syae.g_02089
OG0000915	Praj.g_01920	Syae.g_02091
OG0000916	Praj.g_01921	Syae.g_02092
OG0000917	Praj.g_01922	Syae.g_02093
OG0000918	Praj.g_01923	Syae.g_02094
OG0000919	Praj.g_01924	Syae.g_02095
OG0000920	Praj.g_01925	Syae.g_02096
OG0000921	Praj.g_01926	Syae.g_02097
OG0000922	Praj.g_01927	Syae.g_02098
OG0000923	Praj.g_01931	Syae.g_02102
OG0000924	Praj.g_01932	Syae.g_02103
OG0000925	Praj.g_01933	Syae.g_02104
OG0000926	Praj.g_01934	Syae.g_02105
OG0000927	Praj.g_01936	Syae.g_02107
OG0000928	Praj.g_01937	Syae.g_02108
OG0000929	Praj.g_01938	Syae.g_02109
OG0000930	Praj.g_01939	Syae.g_02110
OG0000931	Praj.g_01940	Syae.g_02111
OG0000932	Praj.g_01941	Syae.g_02112
OG0000933	Praj.g_01945	Syae.g_02118
OG0000934	Praj.g_01947	Syae.g_02120
OG0000935	Praj.g_01948	Syae.g_02121
OG0000936	Praj.g_01949	Syae.g_02122
OG0000937	Praj.g_01950	Syae.g_02123
OG0000938	Praj.g_01953	Syae.g_02126
OG0000939	Praj.g_01954	Syae.g_02127
OG0000940	Praj.g_01961	Syae.g_02133
OG0000941	Praj.g_01963	Syae.g_02135
OG0000942	Praj.g_01965	Syae.g_02137
OG0000943	Praj.g_01966	Syae.g_02138
OG0000944	Praj.g_01968	Syae.g_02140
OG0000945	Praj.g_01969	Syae.g_02142
OG0000946	Praj.g_01975	Syae.g_02146
OG0000947	Praj.g_01977	Syae.g_02149
OG0000948	Praj.g_01978	Syae.g_02150
OG0000949	Praj.g_01981	Syae.g_01884
OG0000950	Praj.g_01986	Syae.g_01873
OG0000951	Praj.g_01990	Syae.g_01866
OG0000952	Praj.g_01994	Syae.g_01859
OG0000953	Praj.g_01998	Syae.g_01854
OG0000954	Praj.g_02002	Syae.g_01845
OG0000955	Praj.g_02003	Syae.g_01844
OG0000956	Praj.g_02005	Syae.g_01842
OG0000957	Praj.g_02010	Syae.g_01831
OG0000958	Praj.g_02011	Syae.g_01830
OG0000959	Praj.g_02015	Syae.g_01826
OG0000960	Praj.g_02016	Syae.g_01825
OG0000961	Praj.g_02019	Syae.g_01822
OG0000962	Praj.g_02021	Syae.g_01820
OG0000963	Praj.g_02026	Syae.g_01814
OG0000964	Praj.g_02027	Syae.g_01813
OG0000965	Praj.g_02028	Syae.g_01812
OG0000966	Praj.g_02059	Syae.g_01789
OG0000967	Praj.g_02063	Syae.g_01782
OG0000968	Praj.g_02065	Syae.g_01787
OG0000969	Praj.g_02066	Syae.g_01785
OG0000970	Praj.g_02067	Syae.g_01784
OG0000971	Praj.g_02068	Syae.g_01779
OG0000972	Praj.g_02069	Syae.g_01778
OG0000973	Praj.g_02070	Syae.g_01777
OG0000974	Praj.g_02071	Syae.g_01776
OG0000975	Praj.g_02072	Syae.g_01775
OG0000976	Praj.g_02073	Syae.g_01774
OG0000977	Praj.g_02074	Syae.g_01772
OG0000978	Praj.g_02075	Syae.g_01771
OG0000979	Praj.g_02078	Syae.g_01768
OG0000980	Praj.g_02080	Syae.g_01765
OG0000981	Praj.g_02083	Syae.g_01762
OG0000982	Praj.g_02085	Syae.g_01568
OG0000983	Praj.g_02086	Syae.g_01569
OG0000984	Praj.g_02087	Syae.g_01570
OG0000985	Praj.g_02090	Syae.g_01572
OG0000986	Praj.g_02092	Syae.g_01575
OG0000987	Praj.g_02093	Syae.g_01577
OG0000988	Praj.g_02096	Syae.g_01583
OG0000989	Praj.g_02100	Syae.g_01591
OG0000990	Praj.g_02105	Syae.g_01606
OG0000991	Praj.g_02106	Syae.g_01609
OG0000992	Praj.g_02109	Syae.g_01612
OG0000993	Praj.g_02110	Syae.g_01613
OG0000994	Praj.g_02111	Syae.g_01616
OG0000995	Praj.g_02115	Syae.g_01627
OG0000996	Praj.g_02116	Syae.g_01667
OG0000997	Praj.g_02124	Syae.g_01678
OG0000998	Praj.g_02126	Syae.g_01680
OG0000999	Praj.g_02127	Syae.g_01683
OG0001000	Praj.g_02130, Praj.g_02131	Syae.g_01686
OG0001001	Praj.g_02134	Syae.g_01692
OG0001002	Praj.g_02139	Syae.g_01699
OG0001003	Praj.g_02141	Syae.g_01701
OG0001004	Praj.g_02142	Syae.g_01702
OG0001005	Praj.g_02143	Syae.g_01703
OG0001006	Praj.g_02147	Syae.g_01710
OG0001007	Praj.g_02149	Syae.g_01712
OG0001008	Praj.g_00431	Syae.g_00993
OG0001009	Praj.g_00027	Syae.g_01744
OG0001010	Praj.g_00028	Syae.g_01745
OG0001011	Praj.g_00029	Syae.g_01747
OG0001012	Praj.g_00047	Syae.g_01564
OG0001013	Praj.g_00052	Syae.g_01552
OG0001014	Praj.g_00055	Syae.g_01548
OG0001015	Praj.g_00056	Syae.g_01547
OG0001016	Praj.g_00111	Syae.g_01290
OG0001017	Praj.g_00115	Syae.g_01296
OG0001018	Praj.g_00118	Syae.g_01298
OG0001019	Praj.g_00127	Syae.g_01334
OG0001020	Praj.g_00128	Syae.g_01340
OG0001021	Praj.g_00129	Syae.g_01344
OG0001022	Praj.g_00132	Syae.g_01348
OG0001023	Praj.g_00133	Syae.g_01349
OG0001024	Praj.g_00136	Syae.g_01353
OG0001025	Praj.g_00143	Syae.g_01360
OG0001026	Praj.g_00151	Syae.g_01373
OG0001027	Praj.g_00152	Syae.g_01377
OG0001028	Praj.g_00154	Syae.g_01379
OG0001029	Praj.g_00156	Syae.g_01381
OG0001030	Praj.g_00172	Syae.g_01403
OG0001031	Praj.g_00226	Syae.g_01475
OG0001032	Praj.g_00227	Syae.g_01479
OG0001033	Praj.g_00247	Syae.g_01505
OG0001034	Praj.g_00276	Syae.g_02238
OG0001035	Praj.g_00293	Syae.g_02006
OG0001036	Praj.g_00297	Syae.g_02001
OG0001037	Praj.g_00298	Syae.g_01999
OG0001038	Praj.g_00314	Syae.g_01971
OG0001039	Praj.g_00316	Syae.g_01968
OG0001040	Praj.g_00319	Syae.g_01965
OG0001041	Praj.g_00323	Syae.g_01960
OG0001042	Praj.g_00339	Syae.g_01935
OG0001043	Praj.g_00340	Syae.g_01931
OG0001044	Praj.g_00379	Syae.g_02191
OG0001045	Praj.g_00388	Syae.g_02204
OG0001046	Praj.g_01081	Syae.g_00385
OG0001047	Praj.g_00433	Syae.g_00991
OG0001048	Praj.g_00434	Syae.g_00990
OG0001049	Praj.g_00436	Syae.g_00987
OG0001050	Praj.g_00437	Syae.g_00986
OG0001051	Praj.g_00438	Syae.g_00985
OG0001052	Praj.g_00464	Syae.g_02526
OG0001053	Praj.g_00476	Syae.g_02312
OG0001054	Praj.g_00490	Syae.g_02329
OG0001055	Praj.g_00509	Syae.g_02350
OG0001056	Praj.g_00527	Syae.g_02379
OG0001057	Praj.g_00532	Syae.g_02388
OG0001058	Praj.g_00540	Syae.g_02402
OG0001059	Praj.g_00544	Syae.g_02406
OG0001060	Praj.g_00551	Syae.g_02412
OG0001061	Praj.g_00564	Syae.g_02434
OG0001062	Praj.g_00566	Syae.g_02436
OG0001063	Praj.g_00567	Syae.g_02440
OG0001064	Praj.g_00568	Syae.g_02441
OG0001065	Praj.g_00569	Syae.g_02442
OG0001066	Praj.g_00570	Syae.g_02443
OG0001067	Praj.g_00571	Syae.g_02444
OG0001068	Praj.g_00572	Syae.g_02445
OG0001069	Praj.g_00573	Syae.g_02446
OG0001070	Praj.g_00575	Syae.g_02449
OG0001071	Praj.g_00576	Syae.g_02450
OG0001072	Praj.g_00577	Syae.g_02454
OG0001073	Praj.g_00591	Syae.g_02468
OG0001074	Praj.g_00603	Syae.g_00027
OG0001075	Praj.g_00604	Syae.g_00029
OG0001076	Praj.g_00611	Syae.g_00050
OG0001077	Praj.g_00616	Syae.g_00061
OG0001078	Praj.g_00624	Syae.g_00075
OG0001079	Praj.g_00635	Syae.g_00088
OG0001080	Praj.g_00641	Syae.g_00267
OG0001081	Praj.g_00643	Syae.g_00615
OG0001082	Praj.g_00644	Syae.g_00614
OG0001083	Praj.g_00649	Syae.g_00605
OG0001084	Praj.g_00650	Syae.g_00604
OG0001085	Praj.g_00660	Syae.g_00594
OG0001086	Praj.g_00661	Syae.g_00592
OG0001087	Praj.g_00681	Syae.g_00751
OG0001088	Praj.g_00682	Syae.g_00755
OG0001089	Praj.g_00690	Syae.g_00781
OG0001090	Praj.g_00699	Syae.g_00471
OG0001091	Praj.g_00701	Syae.g_00469
OG0001092	Praj.g_00702	Syae.g_00466
OG0001093	Praj.g_00707	Syae.g_00460
OG0001094	Praj.g_00763	Syae.g_00527
OG0001095	Praj.g_00782	Syae.g_00506
OG0001096	Praj.g_00797	Syae.g_00490
OG0001097	Praj.g_00817	Syae.g_00845
OG0001098	Praj.g_00835	Syae.g_00269
OG0001099	Praj.g_00872	Syae.g_01380
OG0001100	Praj.g_00879	Syae.g_00583
OG0001101	Praj.g_00881	Syae.g_00581
OG0001102	Praj.g_00884	Syae.g_00578
OG0001103	Praj.g_00886	Syae.g_00576
OG0001104	Praj.g_00749	Syae.g_00544
OG0001105	Praj.g_00753	Syae.g_00540
OG0001106	Praj.g_00934	Syae.g_00346
OG0001107	Praj.g_00944	Syae.g_00358
OG0001108	Praj.g_00948	Syae.g_00366
OG0001109	Praj.g_00949	Syae.g_00368
OG0001110	Praj.g_00951	Syae.g_00370
OG0001111	Praj.g_00952	Syae.g_00372
OG0001112	Praj.g_00953	Syae.g_00374
OG0001113	Praj.g_00954	Syae.g_00375
OG0001114	Praj.g_00955	Syae.g_00376
OG0001115	Praj.g_00957	Syae.g_00380
OG0001116	Praj.g_00958	Syae.g_00382
OG0001117	Praj.g_00959	Syae.g_00383
OG0001118	Praj.g_00960	Syae.g_00384
OG0001119	Praj.g_00961	Syae.g_00386
OG0001120	Praj.g_00963	Syae.g_00390
OG0001121	Praj.g_01563	Syae.g_00133
OG0001122	Praj.g_00993	Syae.g_00417
OG0001123	Praj.g_00997	Syae.g_00424
OG0001124	Praj.g_00999	Syae.g_00426
OG0001125	Praj.g_01001	Syae.g_00428
OG0001126	Praj.g_01012	Syae.g_00807
OG0001127	Praj.g_01013	Syae.g_00806
OG0001128	Praj.g_01016	Syae.g_00803
OG0001129	Praj.g_01017	Syae.g_00801
OG0001130	Praj.g_01018	Syae.g_00800
OG0001131	Praj.g_00852	Syae.g_00562
OG0001132	Praj.g_01063	Syae.g_00242
OG0001133	Praj.g_01040	Syae.g_00053
OG0001134	Praj.g_01832	Syae.g_00638
OG0001135	Praj.g_01835	Syae.g_00636
OG0001136	Praj.g_01463	Syae.g_00923
OG0001137	Praj.g_01452	Syae.g_00903
OG0001138	Praj.g_01432	Syae.g_00654
OG0001139	Praj.g_01430	Syae.g_00656
OG0001140	Praj.g_01429	Syae.g_00657
OG0001141	Praj.g_01428	Syae.g_00658
OG0001142	Praj.g_01427	Syae.g_00660
OG0001143	Praj.g_01420	Syae.g_00673
OG0001144	Praj.g_01415	Syae.g_00684
OG0001145	Praj.g_01520	Syae.g_00948
OG0001146	Praj.g_01532	Syae.g_00968
OG0001147	Praj.g_01550	Syae.g_02536
OG0001148	Praj.g_01577	Syae.g_02297
OG0001149	Praj.g_01578	Syae.g_02296
OG0001150	Praj.g_01579	Syae.g_02295
OG0001151	Praj.g_01590	Syae.g_02282
OG0001152	Praj.g_01591	Syae.g_02281
OG0001153	Praj.g_01662	Syae.g_02613
OG0001155	Praj.g_01679	Syae.g_01083
OG0001156	Praj.g_01682	Syae.g_01093
OG0001157	Praj.g_01683	Syae.g_01094
OG0001158	Praj.g_01684	Syae.g_01100
OG0001159	Praj.g_01685	Syae.g_01103
OG0001160	Praj.g_01711	Syae.g_01142
OG0001161	Praj.g_01499	Syae.g_01597
OG0001162	Praj.g_01723	Syae.g_00487
OG0001163	Praj.g_01761	Syae.g_01150
OG0001164	Praj.g_01765	Syae.g_01156
OG0001165	Praj.g_01767	Syae.g_01161
OG0001166	Praj.g_01785	Syae.g_01186
