Orthogroup	Praj	Pras
OG0000565	Praj.g_00552	Pras.g_01438
OG0000566	Praj.g_00554	Pras.g_01440
OG0000567	Praj.g_00558	Pras.g_01444
OG0000568	Praj.g_00559	Pras.g_01445
OG0000569	Praj.g_00560	Pras.g_01446
OG0000570	Praj.g_00561	Pras.g_01447
OG0000571	Praj.g_00563	Pras.g_01449
OG0000572	Praj.g_00574	Pras.g_01463
OG0000573	Praj.g_00579	Pras.g_01468
OG0000574	Praj.g_00581	Pras.g_01469
OG0000575	Praj.g_00584	Pras.g_01473
OG0000576	Praj.g_00586	Pras.g_01475
OG0000577	Praj.g_00587	Pras.g_01476
OG0000578	Praj.g_00588	Pras.g_01477
OG0000579	Praj.g_00589	Pras.g_01478
OG0000580	Praj.g_00590	Pras.g_01479
OG0000581	Praj.g_00593	Pras.g_01481
OG0000582	Praj.g_00596	Pras.g_01484
OG0000583	Praj.g_00597	Pras.g_01485
OG0000584	Praj.g_00598	Pras.g_01486
OG0000585	Praj.g_00600	Pras.g_01488
OG0000586	Praj.g_00601	Pras.g_01489
OG0000587	Praj.g_00602	Pras.g_01490
OG0000588	Praj.g_00606	Pras.g_01494
OG0000589	Praj.g_00609	Pras.g_01497
OG0000590	Praj.g_00610	Pras.g_01498
OG0000591	Praj.g_00613	Pras.g_01501
OG0000592	Praj.g_00614	Pras.g_01502
OG0000593	Praj.g_00620	Pras.g_01508
OG0000594	Praj.g_00621	Pras.g_01509
OG0000595	Praj.g_00622	Pras.g_01510
OG0000596	Praj.g_00626	Pras.g_01514
OG0000597	Praj.g_00628	Pras.g_01516
OG0000598	Praj.g_00629	Pras.g_01517
OG0000599	Praj.g_00632	Pras.g_01520
OG0000600	Praj.g_00633	Pras.g_01521
OG0000601	Praj.g_00634	Pras.g_01522
OG0000602	Praj.g_00636	Pras.g_01524
OG0000603	Praj.g_00637	Pras.g_01525
OG0000604	Praj.g_00638	Pras.g_01526
OG0000605	Praj.g_00639	Pras.g_01527
OG0000606	Praj.g_00642	Pras.g_01530
OG0000607	Praj.g_00645	Pras.g_01533
OG0000608	Praj.g_00646	Pras.g_01534
OG0000609	Praj.g_00647	Pras.g_01535
OG0000610	Praj.g_00653	Pras.g_01540
OG0000611	Praj.g_00656	Pras.g_01543
OG0000612	Praj.g_00657	Pras.g_01544
OG0000613	Praj.g_00663	Pras.g_01549
OG0000614	Praj.g_00686	Pras.g_01568
OG0000615	Praj.g_00693	Pras.g_01576
OG0000616	Praj.g_02137	Pras.g_01580
OG0000617	Praj.g_00704	Pras.g_01612
OG0000618	Praj.g_00705	Pras.g_01613
OG0000619	Praj.g_00706	Pras.g_01614
OG0000620	Praj.g_00709	Pras.g_01617
OG0000621	Praj.g_00710	Pras.g_01618
OG0000622	Praj.g_00711	Pras.g_01619
OG0000623	Praj.g_00712	Pras.g_01620
OG0000624	Praj.g_00714	Pras.g_01621
OG0000625	Praj.g_00715	Pras.g_01622
OG0000626	Praj.g_00716	Pras.g_01623
OG0000627	Praj.g_00718	Pras.g_01624
OG0000628	Praj.g_00719	Pras.g_01625
OG0000629	Praj.g_00720	Pras.g_01626
OG0000630	Praj.g_00723	Pras.g_01629
OG0000631	Praj.g_00917	Pras.g_01692
OG0000632	Praj.g_00918	Pras.g_01693
OG0000633	Praj.g_00919	Pras.g_01694
OG0000634	Praj.g_00765	Pras.g_01697
OG0000635	Praj.g_00766	Pras.g_01698
OG0000636	Praj.g_00768	Pras.g_01700
OG0000637	Praj.g_00770	Pras.g_01702
OG0000638	Praj.g_00771	Pras.g_01703
OG0000639	Praj.g_00772	Pras.g_01704
OG0000640	Praj.g_00773	Pras.g_01705
OG0000641	Praj.g_00777	Pras.g_01709
OG0000642	Praj.g_00778	Pras.g_01710
OG0000643	Praj.g_00779	Pras.g_01711
OG0000644	Praj.g_00780	Pras.g_01712
OG0000645	Praj.g_00781	Pras.g_01713
OG0000646	Praj.g_00784	Pras.g_01715
OG0000647	Praj.g_00786	Pras.g_01716
OG0000648	Praj.g_00788	Pras.g_01718
OG0000649	Praj.g_00789	Pras.g_01719
OG0000650	Praj.g_00790	Pras.g_01720
OG0000651	Praj.g_00791	Pras.g_01721
OG0000652	Praj.g_00792	Pras.g_01722
OG0000653	Praj.g_00794	Pras.g_01724
OG0000654	Praj.g_00795	Pras.g_01725
OG0000655	Praj.g_00796	Pras.g_01726
OG0000656	Praj.g_00799	Pras.g_01729
OG0000657	Praj.g_00806	Pras.g_01736
OG0000658	Praj.g_00808	Pras.g_01737
OG0000659	Praj.g_00809	Pras.g_01738
OG0000660	Praj.g_00814	Pras.g_01742
OG0000661	Praj.g_00816	Pras.g_01744
OG0000662	Praj.g_00818	Pras.g_01746
OG0000663	Praj.g_00820	Pras.g_01748
OG0000664	Praj.g_00821	Pras.g_01749
OG0000665	Praj.g_00826	Pras.g_01753
OG0000666	Praj.g_00827	Pras.g_01754
OG0000667	Praj.g_00831	Pras.g_01758
OG0000668	Praj.g_00869	Pras.g_01788
OG0000669	Praj.g_00877	Pras.g_01792
OG0000670	Praj.g_00880	Pras.g_01794
OG0000671	Praj.g_00882	Pras.g_01796
OG0000672	Praj.g_00885	Pras.g_01799
OG0000673	Praj.g_00888	Pras.g_01802
OG0000674	Praj.g_00890	Pras.g_01804
OG0000675	Praj.g_00891	Pras.g_01805
OG0000676	Praj.g_00893	Pras.g_01807
OG0000677	Praj.g_00894	Pras.g_01808
OG0000678	Praj.g_00897	Pras.g_01810
OG0000679	Praj.g_00901	Pras.g_01814
OG0000680	Praj.g_00902	Pras.g_01815
OG0000681	Praj.g_00905	Pras.g_01818
OG0000682	Praj.g_00906	Pras.g_01819
OG0000683	Praj.g_00907	Pras.g_01820
OG0000684	Praj.g_00748	Pras.g_01821
OG0000685	Praj.g_00750	Pras.g_01823
OG0000686	Praj.g_00751	Pras.g_01824
OG0000687	Praj.g_00752	Pras.g_01825
OG0000688	Praj.g_00755	Pras.g_01828
OG0000689	Praj.g_00756	Pras.g_01829
OG0000690	Praj.g_00757	Pras.g_01830
OG0000691	Praj.g_00758	Pras.g_01831
OG0000692	Praj.g_00760	Pras.g_01833
OG0000693	Praj.g_00761	Pras.g_01834
OG0000694	Praj.g_00762	Pras.g_01835
OG0000695	Praj.g_00921	Pras.g_01837
OG0000696	Praj.g_00922	Pras.g_01838
OG0000697	Praj.g_00923	Pras.g_01839
OG0000698	Praj.g_00926	Pras.g_01842
OG0000699	Praj.g_00927	Pras.g_01843
OG0000700	Praj.g_00928	Pras.g_01844
OG0000701	Praj.g_00929	Pras.g_01845
OG0000702	Praj.g_00931	Pras.g_01847
OG0000703	Praj.g_00932	Pras.g_01848
OG0000704	Praj.g_00933	Pras.g_01849
OG0000705	Praj.g_00939	Pras.g_01853
OG0000706	Praj.g_00940	Pras.g_01854
OG0000707	Praj.g_00941	Pras.g_01855
OG0000708	Praj.g_00943	Pras.g_01856
OG0000709	Praj.g_00947	Pras.g_01860
OG0000710	Praj.g_00950	Pras.g_01863
OG0000711	Praj.g_00966	Pras.g_01881
OG0000712	Praj.g_00968	Pras.g_01883
OG0000713	Praj.g_00969	Pras.g_01884
OG0000714	Praj.g_00970	Pras.g_01885
OG0000715	Praj.g_00972	Pras.g_01887
OG0000716	Praj.g_00973	Pras.g_01889
OG0000717	Praj.g_00974	Pras.g_01890
OG0000718	Praj.g_00991	Pras.g_01903
OG0000719	Praj.g_00992	Pras.g_01905
OG0000720	Praj.g_01002	Pras.g_01914
OG0000721	Praj.g_01003	Pras.g_01916
OG0000722	Praj.g_01004	Pras.g_01917
OG0000723	Praj.g_01008	Pras.g_01920
OG0000724	Praj.g_01019	Pras.g_01929
OG0000725	Praj.g_00845	Pras.g_01935
OG0000726	Praj.g_00844	Pras.g_01936
OG0000727	Praj.g_00843	Pras.g_01937
OG0000728	Praj.g_00841	Pras.g_01939
OG0000729	Praj.g_02022	Pras.g_01984
OG0000730	Praj.g_00378	Pras.g_01988
OG0000731	Praj.g_00386	Pras.g_01992
OG0000732	Praj.g_02081	Pras.g_00003
OG0000733	Praj.g_01833	Pras.g_00024
OG0000734	Praj.g_01476	Pras.g_00041
OG0000735	Praj.g_01474	Pras.g_00043
OG0000736	Praj.g_01473	Pras.g_00044
OG0000737	Praj.g_01472	Pras.g_00045
OG0000738	Praj.g_01468	Pras.g_00049
OG0000739	Praj.g_01467	Pras.g_00050
OG0000740	Praj.g_01466	Pras.g_00051
OG0000741	Praj.g_01464	Pras.g_00052
OG0000742	Praj.g_01462	Pras.g_00055
OG0000743	Praj.g_01460	Pras.g_00057
OG0000744	Praj.g_01459	Pras.g_00058
OG0000745	Praj.g_01458	Pras.g_00059
OG0000746	Praj.g_01456	Pras.g_00061
OG0000747	Praj.g_01455	Pras.g_00062
OG0000748	Praj.g_01451	Pras.g_00065
OG0000749	Praj.g_01450	Pras.g_00066
OG0000750	Praj.g_01449	Pras.g_00067
OG0000751	Praj.g_01446	Pras.g_00069
OG0000752	Praj.g_01444	Pras.g_00071
OG0000753	Praj.g_01442	Pras.g_00074
OG0000754	Praj.g_01438	Pras.g_00077
OG0000755	Praj.g_01434	Pras.g_00080
OG0000756	Praj.g_01433	Pras.g_00081
OG0000757	Praj.g_01426	Pras.g_00087
OG0000758	Praj.g_01425	Pras.g_00088
OG0000759	Praj.g_01424	Pras.g_00089
OG0000760	Praj.g_01423	Pras.g_00090
OG0000761	Praj.g_01422	Pras.g_00091
OG0000762	Praj.g_01421	Pras.g_00092
OG0000763	Praj.g_01419	Pras.g_00094
OG0000764	Praj.g_01418	Pras.g_00095
OG0000765	Praj.g_01409	Pras.g_00105
OG0000766	Praj.g_01408	Pras.g_00106
OG0000767	Praj.g_01407	Pras.g_00108
OG0000768	Praj.g_01406	Pras.g_00109
OG0000769	Praj.g_01404	Pras.g_00111
OG0000770	Praj.g_01403	Pras.g_00113
OG0000771	Praj.g_01014	Pras.g_00122
OG0000772	Praj.g_01246	Pras.g_00178
OG0000773	Praj.g_01519	Pras.g_00199
OG0000774	Praj.g_01522	Pras.g_00201
OG0000775	Praj.g_01523	Pras.g_00204
OG0000776	Praj.g_01524	Pras.g_00205
OG0000777	Praj.g_01525	Pras.g_00206
OG0000778	Praj.g_01526	Pras.g_00207
OG0000779	Praj.g_01530	Pras.g_00211
OG0000780	Praj.g_01531	Pras.g_00212
OG0000781	Praj.g_01534	Pras.g_00214
OG0000782	Praj.g_01535	Pras.g_00216
OG0000783	Praj.g_01536	Pras.g_00217
OG0000784	Praj.g_01537	Pras.g_00218
OG0000785	Praj.g_01539	Pras.g_00220
OG0000786	Praj.g_01542	Pras.g_00223
OG0000787	Praj.g_01543	Pras.g_00224
OG0000788	Praj.g_00732	Pras.g_00237
OG0000789	Praj.g_01011	Pras.g_00240
OG0000790	Praj.g_01580	Pras.g_00255
OG0000791	Praj.g_01582	Pras.g_00257
OG0000792	Praj.g_01583	Pras.g_00258
OG0000793	Praj.g_01586	Pras.g_00261
OG0000794	Praj.g_01587	Pras.g_00262
OG0000795	Praj.g_01588	Pras.g_00263
OG0000796	Praj.g_01592	Pras.g_00267
OG0000797	Praj.g_01593	Pras.g_00268
OG0000799	Praj.g_01613	Pras.g_00332
OG0000800	Praj.g_01614	Pras.g_00333
OG0000801	Praj.g_01615	Pras.g_00334
OG0000802	Praj.g_01617	Pras.g_00336
OG0000803	Praj.g_01619	Pras.g_00338
OG0000804	Praj.g_01620	Pras.g_00339
OG0000805	Praj.g_01622	Pras.g_00341
OG0000806	Praj.g_01624	Pras.g_00343
OG0000807	Praj.g_01625	Pras.g_00344
OG0000808	Praj.g_01626	Pras.g_00345
OG0000809	Praj.g_01630	Pras.g_00348
OG0000810	Praj.g_01631	Pras.g_00349
OG0000811	Praj.g_01635	Pras.g_00353
OG0000812	Praj.g_01637	Pras.g_00355
OG0000813	Praj.g_01638	Pras.g_00356
OG0000814	Praj.g_01640	Pras.g_00358
OG0000815	Praj.g_01641	Pras.g_00359
OG0000816	Praj.g_01643	Pras.g_00361
OG0000817	Praj.g_01644	Pras.g_00362
OG0000818	Praj.g_01648	Pras.g_00367
OG0000819	Praj.g_01649	Pras.g_00368
OG0000820	Praj.g_01650	Pras.g_00369
OG0000821	Praj.g_01653	Pras.g_00373
OG0000822	Praj.g_01654	Pras.g_00374
OG0000823	Praj.g_01655	Pras.g_00375
OG0000824	Praj.g_01658	Pras.g_00378
OG0000825	Praj.g_01659	Pras.g_00379
OG0000826	Praj.g_01660	Pras.g_00380
OG0000827	Praj.g_01661	Pras.g_00381
OG0000828	Praj.g_01664	Pras.g_00385
OG0000829	Praj.g_01665	Pras.g_00386
OG0000830	Praj.g_01666	Pras.g_00387
OG0000831	Praj.g_01668	Pras.g_00389
OG0000832	Praj.g_01678	Pras.g_00395
OG0000833	Praj.g_01686	Pras.g_00405
OG0000834	Praj.g_01687	Pras.g_00406
OG0000835	Praj.g_01688	Pras.g_00407
OG0000836	Praj.g_01690	Pras.g_00408
OG0000837	Praj.g_01691	Pras.g_00409
OG0000838	Praj.g_01693	Pras.g_00411
OG0000839	Praj.g_01694	Pras.g_00412
OG0000840	Praj.g_01695	Pras.g_00413
OG0000841	Praj.g_01696	Pras.g_00414
OG0000842	Praj.g_01697	Pras.g_00415
OG0000843	Praj.g_01698	Pras.g_00416
OG0000844	Praj.g_01699	Pras.g_00417
OG0000845	Praj.g_01700	Pras.g_00418
OG0000846	Praj.g_01701	Pras.g_00419
OG0000847	Praj.g_01702	Pras.g_00420
OG0000848	Praj.g_01703	Pras.g_00421
OG0000849	Praj.g_01704	Pras.g_00422
OG0000850	Praj.g_01706	Pras.g_00424
OG0000851	Praj.g_01707	Pras.g_00425
OG0000852	Praj.g_01708	Pras.g_00426
OG0000853	Praj.g_01713	Pras.g_00430
OG0000854	Praj.g_01715	Pras.g_00432
OG0000855	Praj.g_01716	Pras.g_00433
OG0000856	Praj.g_01599	Pras.g_00448
OG0000857	Praj.g_00785	Pras.g_00473
OG0000858	Praj.g_01763	Pras.g_00544
OG0000859	Praj.g_01764	Pras.g_00545
OG0000860	Praj.g_01770	Pras.g_00552
OG0000861	Praj.g_01771	Pras.g_00553
OG0000862	Praj.g_01772	Pras.g_00554
OG0000863	Praj.g_01773	Pras.g_00556
OG0000864	Praj.g_01774	Pras.g_00557
OG0000865	Praj.g_01775	Pras.g_00558
OG0000866	Praj.g_01776	Pras.g_00559
OG0000867	Praj.g_01777	Pras.g_00560
OG0000868	Praj.g_01778	Pras.g_00561
OG0000869	Praj.g_01781	Pras.g_00565
OG0000870	Praj.g_01786	Pras.g_00570
OG0000871	Praj.g_01787	Pras.g_00571
OG0000872	Praj.g_01788	Pras.g_00572
OG0000873	Praj.g_01791	Pras.g_00575
OG0000874	Praj.g_01794	Pras.g_00578
OG0000875	Praj.g_01796	Pras.g_00579
OG0000876	Praj.g_01797	Pras.g_00580
OG0000877	Praj.g_01799	Pras.g_00582
OG0000878	Praj.g_01800	Pras.g_00583
OG0000879	Praj.g_01801	Pras.g_00584
OG0000880	Praj.g_01802	Pras.g_00585
OG0000881	Praj.g_01805	Pras.g_00589
OG0000882	Praj.g_01810	Pras.g_00594
OG0000883	Praj.g_01812	Pras.g_00596
OG0000884	Praj.g_01814	Pras.g_00598
OG0000885	Praj.g_01815	Pras.g_00599
OG0000886	Praj.g_01816	Pras.g_00600
OG0000887	Praj.g_01817	Pras.g_00601
OG0000888	Praj.g_01819	Pras.g_00603
OG0000889	Praj.g_01821	Pras.g_00605
OG0000890	Praj.g_01822	Pras.g_00606
OG0000891	Praj.g_01823	Pras.g_00607
OG0000892	Praj.g_01825	Pras.g_00609
OG0000893	Praj.g_01868	Pras.g_00613
OG0000894	Praj.g_01871	Pras.g_00615
OG0000895	Praj.g_01874	Pras.g_00618
OG0000896	Praj.g_01875	Pras.g_00619
OG0000897	Praj.g_01877	Pras.g_00621
OG0000898	Praj.g_01878	Pras.g_00622
OG0000899	Praj.g_01879	Pras.g_00623
OG0000900	Praj.g_01880	Pras.g_00624
OG0000901	Praj.g_01883	Pras.g_00627
OG0000902	Praj.g_01885	Pras.g_00629
OG0000903	Praj.g_01894	Pras.g_00632
OG0000904	Praj.g_01889	Pras.g_00634
OG0000905	Praj.g_01887	Pras.g_00639
OG0000906	Praj.g_01886	Pras.g_00640
OG0000907	Praj.g_01909	Pras.g_00645
OG0000908	Praj.g_01912	Pras.g_00648
OG0000909	Praj.g_01913	Pras.g_00649
OG0000910	Praj.g_01914	Pras.g_00650
OG0000911	Praj.g_01916	Pras.g_00652
OG0000912	Praj.g_01917	Pras.g_00653
OG0000913	Praj.g_01918	Pras.g_00654
OG0000914	Praj.g_01919	Pras.g_00655
OG0000915	Praj.g_01920	Pras.g_00656
OG0000916	Praj.g_01921	Pras.g_00657
OG0000917	Praj.g_01922	Pras.g_00658
OG0000918	Praj.g_01923	Pras.g_00659
OG0000919	Praj.g_01924	Pras.g_00660
OG0000920	Praj.g_01925	Pras.g_00661
OG0000921	Praj.g_01926	Pras.g_00662
OG0000922	Praj.g_01927	Pras.g_00663
OG0000923	Praj.g_01931	Pras.g_00667
OG0000924	Praj.g_01932	Pras.g_00668
OG0000925	Praj.g_01933	Pras.g_00669
OG0000926	Praj.g_01934	Pras.g_00670
OG0000927	Praj.g_01936	Pras.g_00672
OG0000928	Praj.g_01937	Pras.g_00673
OG0000929	Praj.g_01938	Pras.g_00674
OG0000930	Praj.g_01939	Pras.g_00675
OG0000931	Praj.g_01940	Pras.g_00676
OG0000932	Praj.g_01941	Pras.g_00677
OG0000933	Praj.g_01945	Pras.g_00681
OG0000934	Praj.g_01947	Pras.g_00683
OG0000935	Praj.g_01948	Pras.g_00684
OG0000936	Praj.g_01949	Pras.g_00685
OG0000937	Praj.g_01950	Pras.g_00686
OG0000938	Praj.g_01953	Pras.g_00688
OG0000939	Praj.g_01954	Pras.g_00689
OG0000940	Praj.g_01961	Pras.g_00696
OG0000941	Praj.g_01963	Pras.g_00698
OG0000942	Praj.g_01965	Pras.g_00700
OG0000943	Praj.g_01966	Pras.g_00701
OG0000944	Praj.g_01968	Pras.g_00702
OG0000945	Praj.g_01969	Pras.g_00703
OG0000946	Praj.g_01975	Pras.g_00707
OG0000947	Praj.g_01977	Pras.g_00709
OG0000948	Praj.g_01978	Pras.g_00710
OG0000949	Praj.g_01981	Pras.g_00713
OG0000950	Praj.g_01986	Pras.g_00718
OG0000951	Praj.g_01990	Pras.g_00722
OG0000952	Praj.g_01994	Pras.g_00726
OG0000953	Praj.g_01998	Pras.g_00729
OG0000954	Praj.g_02002	Pras.g_00733
OG0000955	Praj.g_02003	Pras.g_00734
OG0000956	Praj.g_02005	Pras.g_00736
OG0000957	Praj.g_02010	Pras.g_00741
OG0000958	Praj.g_02011	Pras.g_00742
OG0000959	Praj.g_02015	Pras.g_00746
OG0000960	Praj.g_02016	Pras.g_00747
OG0000961	Praj.g_02019	Pras.g_00749
OG0000962	Praj.g_02021	Pras.g_00751
OG0000963	Praj.g_02026	Pras.g_00755
OG0000964	Praj.g_02027	Pras.g_00756
OG0000965	Praj.g_02028	Pras.g_00757
OG0000966	Praj.g_02059	Pras.g_00765
OG0000967	Praj.g_02063	Pras.g_00770
OG0000968	Praj.g_02065	Pras.g_00772
OG0000969	Praj.g_02066	Pras.g_00773
OG0000970	Praj.g_02067	Pras.g_00774
OG0000971	Praj.g_02068	Pras.g_00775
OG0000972	Praj.g_02069	Pras.g_00776
OG0000973	Praj.g_02070	Pras.g_00777
OG0000974	Praj.g_02071	Pras.g_00778
OG0000975	Praj.g_02072	Pras.g_00779
OG0000976	Praj.g_02073	Pras.g_00780
OG0000977	Praj.g_02074	Pras.g_00781
OG0000978	Praj.g_02075	Pras.g_00782
OG0000979	Praj.g_02078	Pras.g_00785
OG0000980	Praj.g_02080	Pras.g_00787
OG0000981	Praj.g_02083	Pras.g_00789
OG0000982	Praj.g_02085	Pras.g_00791
OG0000983	Praj.g_02086	Pras.g_00792
OG0000984	Praj.g_02087	Pras.g_00793
OG0000985	Praj.g_02090	Pras.g_00796
OG0000986	Praj.g_02092	Pras.g_00798
OG0000987	Praj.g_02093	Pras.g_00799
OG0000988	Praj.g_02096	Pras.g_00802
OG0000989	Praj.g_02100	Pras.g_00805
OG0000990	Praj.g_02105	Pras.g_00808
OG0000991	Praj.g_02106	Pras.g_00809
OG0000992	Praj.g_02109	Pras.g_00812
OG0000993	Praj.g_02110	Pras.g_00813
OG0000994	Praj.g_02111	Pras.g_00814
OG0000995	Praj.g_02115	Pras.g_00818
OG0000996	Praj.g_02116	Pras.g_00819
OG0000997	Praj.g_02124	Pras.g_00820
OG0000998	Praj.g_02126	Pras.g_00822
OG0000999	Praj.g_02127	Pras.g_00823
OG0001000	Praj.g_02130, Praj.g_02131	Pras.g_00826
OG0001001	Praj.g_02134	Pras.g_00828
OG0001002	Praj.g_02139	Pras.g_00832
OG0001003	Praj.g_02141	Pras.g_00834
OG0001004	Praj.g_02142	Pras.g_00835
OG0001005	Praj.g_02143	Pras.g_00836
OG0001006	Praj.g_02147	Pras.g_00840
OG0001007	Praj.g_02149	Pras.g_00842
OG0001008	Praj.g_00431	Pras.g_01315
OG0001009	Praj.g_00027	Pras.g_00869
OG0001010	Praj.g_00028	Pras.g_00870
OG0001011	Praj.g_00029	Pras.g_00871
OG0001012	Praj.g_00047	Pras.g_00896
OG0001013	Praj.g_00052	Pras.g_00901
OG0001014	Praj.g_00055	Pras.g_00904
OG0001015	Praj.g_00056	Pras.g_00905
OG0001016	Praj.g_00111	Pras.g_00924
OG0001017	Praj.g_00115	Pras.g_00928
OG0001018	Praj.g_00118	Pras.g_00931
OG0001019	Praj.g_00127	Pras.g_00940
OG0001020	Praj.g_00128	Pras.g_00941
OG0001021	Praj.g_00129	Pras.g_00942
OG0001022	Praj.g_00132	Pras.g_00945
OG0001023	Praj.g_00133	Pras.g_00946
OG0001024	Praj.g_00136	Pras.g_00949
OG0001025	Praj.g_00143	Pras.g_00955
OG0001026	Praj.g_00151	Pras.g_00962
OG0001027	Praj.g_00152	Pras.g_00963
OG0001028	Praj.g_00154	Pras.g_00965
OG0001029	Praj.g_00156	Pras.g_00966
OG0001030	Praj.g_00172	Pras.g_00981
OG0001031	Praj.g_00226	Pras.g_01037
OG0001032	Praj.g_00227	Pras.g_01038
OG0001033	Praj.g_00247	Pras.g_01060
OG0001034	Praj.g_00276	Pras.g_01088
OG0001035	Praj.g_00293	Pras.g_01106
OG0001036	Praj.g_00297	Pras.g_01111
OG0001037	Praj.g_00298	Pras.g_01112
OG0001038	Praj.g_00314	Pras.g_01130
OG0001039	Praj.g_00316	Pras.g_01133
OG0001040	Praj.g_00319	Pras.g_01135
OG0001041	Praj.g_00323	Pras.g_01139
OG0001042	Praj.g_00339	Pras.g_01156
OG0001043	Praj.g_00340	Pras.g_01157
OG0001044	Praj.g_00379	Pras.g_01186
OG0001045	Praj.g_00388	Pras.g_01195
OG0001046	Praj.g_01081	Pras.g_01232
OG0001047	Praj.g_00433	Pras.g_01317
OG0001048	Praj.g_00434	Pras.g_01318
OG0001049	Praj.g_00436	Pras.g_01320
OG0001050	Praj.g_00437	Pras.g_01321
OG0001051	Praj.g_00438	Pras.g_01322
OG0001052	Praj.g_00464	Pras.g_01349
OG0001053	Praj.g_00476	Pras.g_01361
OG0001054	Praj.g_00490	Pras.g_01376
OG0001055	Praj.g_00509	Pras.g_01395
OG0001056	Praj.g_00527	Pras.g_01413
OG0001057	Praj.g_00532	Pras.g_01418
OG0001058	Praj.g_00540	Pras.g_01426
OG0001059	Praj.g_00544	Pras.g_01430
OG0001060	Praj.g_00551	Pras.g_01437
OG0001061	Praj.g_00564	Pras.g_01450
OG0001062	Praj.g_00566	Pras.g_01452
OG0001063	Praj.g_00567	Pras.g_01454
OG0001064	Praj.g_00568	Pras.g_01455
OG0001065	Praj.g_00569	Pras.g_01456
OG0001066	Praj.g_00570	Pras.g_01457
OG0001067	Praj.g_00571	Pras.g_01459
OG0001068	Praj.g_00572	Pras.g_01460
OG0001069	Praj.g_00573	Pras.g_01461
OG0001070	Praj.g_00575	Pras.g_01464
OG0001071	Praj.g_00576	Pras.g_01465
OG0001072	Praj.g_00577	Pras.g_01466
OG0001073	Praj.g_00591	Pras.g_01480
OG0001074	Praj.g_00603	Pras.g_01491
OG0001075	Praj.g_00604	Pras.g_01492
OG0001076	Praj.g_00611	Pras.g_01500
OG0001077	Praj.g_00616	Pras.g_01504
OG0001078	Praj.g_00624	Pras.g_01512
OG0001079	Praj.g_00635	Pras.g_01523
OG0001080	Praj.g_00641	Pras.g_01529
OG0001081	Praj.g_00643	Pras.g_01531
OG0001082	Praj.g_00644	Pras.g_01532
OG0001083	Praj.g_00649	Pras.g_01537
OG0001084	Praj.g_00650	Pras.g_01538
OG0001085	Praj.g_00660	Pras.g_01546
OG0001086	Praj.g_00661	Pras.g_01547
OG0001087	Praj.g_00681	Pras.g_01564
OG0001088	Praj.g_00682	Pras.g_01565
OG0001089	Praj.g_00690	Pras.g_01573
OG0001090	Praj.g_00699	Pras.g_01607
OG0001091	Praj.g_00701	Pras.g_01609
OG0001092	Praj.g_00702	Pras.g_01610
OG0001093	Praj.g_00707	Pras.g_01615
OG0001094	Praj.g_00763	Pras.g_01695
OG0001095	Praj.g_00782	Pras.g_01714
OG0001096	Praj.g_00797	Pras.g_01727
OG0001097	Praj.g_00817	Pras.g_01745
OG0001098	Praj.g_00835	Pras.g_01760
OG0001099	Praj.g_00872	Pras.g_01791
OG0001100	Praj.g_00879	Pras.g_01793
OG0001101	Praj.g_00881	Pras.g_01795
OG0001102	Praj.g_00884	Pras.g_01798
OG0001103	Praj.g_00886	Pras.g_01800
OG0001104	Praj.g_00749	Pras.g_01822
OG0001105	Praj.g_00753	Pras.g_01826
OG0001106	Praj.g_00934	Pras.g_01850
OG0001107	Praj.g_00944	Pras.g_01857
OG0001108	Praj.g_00948	Pras.g_01861
OG0001109	Praj.g_00949	Pras.g_01862
OG0001110	Praj.g_00951	Pras.g_01864
OG0001111	Praj.g_00952	Pras.g_01865
OG0001112	Praj.g_00953	Pras.g_01866
OG0001113	Praj.g_00954	Pras.g_01867
OG0001114	Praj.g_00955	Pras.g_01868
OG0001115	Praj.g_00957	Pras.g_01870
OG0001116	Praj.g_00958	Pras.g_01871
OG0001117	Praj.g_00959	Pras.g_01872
OG0001118	Praj.g_00960	Pras.g_01873
OG0001119	Praj.g_00961	Pras.g_01874
OG0001120	Praj.g_00963	Pras.g_01876
OG0001121	Praj.g_01563	Pras.g_00021, Pras.g_01880
OG0001122	Praj.g_00993	Pras.g_01906
OG0001123	Praj.g_00997	Pras.g_01910
OG0001124	Praj.g_00999	Pras.g_01912
OG0001125	Praj.g_01001	Pras.g_01913
OG0001126	Praj.g_01012	Pras.g_01923
OG0001127	Praj.g_01013	Pras.g_01924
OG0001128	Praj.g_01016	Pras.g_01926
OG0001129	Praj.g_01017	Pras.g_01927
OG0001130	Praj.g_01018	Pras.g_01928
OG0001131	Praj.g_00852	Pras.g_01964
OG0001132	Praj.g_01063	Pras.g_01973
OG0001133	Praj.g_01040	Pras.g_00009
OG0001134	Praj.g_01832	Pras.g_00023
OG0001135	Praj.g_01835	Pras.g_00026
OG0001136	Praj.g_01463	Pras.g_00053
OG0001137	Praj.g_01452	Pras.g_00064
OG0001138	Praj.g_01432	Pras.g_00082
OG0001139	Praj.g_01430	Pras.g_00083
OG0001140	Praj.g_01429	Pras.g_00084
OG0001141	Praj.g_01428	Pras.g_00085
OG0001142	Praj.g_01427	Pras.g_00086
OG0001143	Praj.g_01420	Pras.g_00093
OG0001144	Praj.g_01415	Pras.g_00099
OG0001145	Praj.g_01520	Pras.g_00200
OG0001146	Praj.g_01532	Pras.g_00213
