Orthogroup	Praj	Syat
OG0000584	Praj.g_00598	Syat.g_03405
OG0000585	Praj.g_00600	Syat.g_03408
OG0000586	Praj.g_00601	Syat.g_03409
OG0000587	Praj.g_00602	Syat.g_00001
OG0000588	Praj.g_00606	Syat.g_00338
OG0000589	Praj.g_00609	Syat.g_03318
OG0000590	Praj.g_00610	Syat.g_03317
OG0000591	Praj.g_00613	Syat.g_03308
OG0000592	Praj.g_00614	Syat.g_03307
OG0000593	Praj.g_00620	Syat.g_00113
OG0000594	Praj.g_00621	Syat.g_00114
OG0000595	Praj.g_00622	Syat.g_00115
OG0000596	Praj.g_00626	Syat.g_00129
OG0000597	Praj.g_00628	Syat.g_00132
OG0000598	Praj.g_00629	Syat.g_00133
OG0000599	Praj.g_00632	Syat.g_00381
OG0000600	Praj.g_00633	Syat.g_00380
OG0000601	Praj.g_00634	Syat.g_00379
OG0000602	Praj.g_00636	Syat.g_00375
OG0000603	Praj.g_00637	Syat.g_00374
OG0000604	Praj.g_00638	Syat.g_00372
OG0000605	Praj.g_00639	Syat.g_00370
OG0000606	Praj.g_00642	Syat.g_00367
OG0000607	Praj.g_00645	Syat.g_00364
OG0000608	Praj.g_00646	Syat.g_00363
OG0000609	Praj.g_00647	Syat.g_00344
OG0000610	Praj.g_00653	Syat.g_00399
OG0000611	Praj.g_00656	Syat.g_00402
OG0000612	Praj.g_00657	Syat.g_00403
OG0000613	Praj.g_00663	Syat.g_02129
OG0000614	Praj.g_00686	Syat.g_01084
OG0000615	Praj.g_00693	Syat.g_00442
OG0000616	Praj.g_02137	Syat.g_02397
OG0000617	Praj.g_00704	Syat.g_00665
OG0000618	Praj.g_00705	Syat.g_00666
OG0000619	Praj.g_00706	Syat.g_00667
OG0000620	Praj.g_00709	Syat.g_02591
OG0000621	Praj.g_00710	Syat.g_02590
OG0000622	Praj.g_00711	Syat.g_02572
OG0000623	Praj.g_00712	Syat.g_00672
OG0000624	Praj.g_00714	Syat.g_00673
OG0000625	Praj.g_00715	Syat.g_00674
OG0000626	Praj.g_00716	Syat.g_00675
OG0000627	Praj.g_00718	Syat.g_00641
OG0000628	Praj.g_00719	Syat.g_00640
OG0000629	Praj.g_00720	Syat.g_00637
OG0000630	Praj.g_00723	Syat.g_00631
OG0000631	Praj.g_00917	Syat.g_00624
OG0000632	Praj.g_00918	Syat.g_00623
OG0000633	Praj.g_00919	Syat.g_00622
OG0000634	Praj.g_00765	Syat.g_00475
OG0000635	Praj.g_00766	Syat.g_00476
OG0000636	Praj.g_00768	Syat.g_00478
OG0000637	Praj.g_00770	Syat.g_00480
OG0000638	Praj.g_00771	Syat.g_00481
OG0000639	Praj.g_00772	Syat.g_00482
OG0000640	Praj.g_00773	Syat.g_00483
OG0000641	Praj.g_00777	Syat.g_00488
OG0000642	Praj.g_00778	Syat.g_00489
OG0000643	Praj.g_00779	Syat.g_00494
OG0000644	Praj.g_00780	Syat.g_00495
OG0000645	Praj.g_00781	Syat.g_00496
OG0000646	Praj.g_00784	Syat.g_00499
OG0000647	Praj.g_00786	Syat.g_00501
OG0000648	Praj.g_00788	Syat.g_00504
OG0000649	Praj.g_00789	Syat.g_00505
OG0000650	Praj.g_00790	Syat.g_00506
OG0000651	Praj.g_00791	Syat.g_00507
OG0000652	Praj.g_00792	Syat.g_00508
OG0000653	Praj.g_00794	Syat.g_00510
OG0000654	Praj.g_00795	Syat.g_00514
OG0000655	Praj.g_00796	Syat.g_00515
OG0000656	Praj.g_00799	Syat.g_00518
OG0000657	Praj.g_00806	Syat.g_00720
OG0000658	Praj.g_00808	Syat.g_00723
OG0000659	Praj.g_00809	Syat.g_00724
OG0000660	Praj.g_00814	Syat.g_00740
OG0000661	Praj.g_00816	Syat.g_00742
OG0000662	Praj.g_00818	Syat.g_00746
OG0000663	Praj.g_00820	Syat.g_00749
OG0000664	Praj.g_00821	Syat.g_00752
OG0000665	Praj.g_00826	Syat.g_03302
OG0000666	Praj.g_00827	Syat.g_01415
OG0000667	Praj.g_00831	Syat.g_00958, Syat.g_03278
OG0000668	Praj.g_00869	Syat.g_00710
OG0000669	Praj.g_00877	Syat.g_00416
OG0000670	Praj.g_00880	Syat.g_00419
OG0000671	Praj.g_00882	Syat.g_00421
OG0000672	Praj.g_00885	Syat.g_00424
OG0000673	Praj.g_00888	Syat.g_00430
OG0000674	Praj.g_00890	Syat.g_00432
OG0000675	Praj.g_00891	Syat.g_00433
OG0000676	Praj.g_00893	Syat.g_00436
OG0000677	Praj.g_00894	Syat.g_00437
OG0000678	Praj.g_00897	Syat.g_00439
OG0000679	Praj.g_00901	Syat.g_00448
OG0000680	Praj.g_00902	Syat.g_00449
OG0000681	Praj.g_00905	Syat.g_00452
OG0000682	Praj.g_00906	Syat.g_00453
OG0000683	Praj.g_00907	Syat.g_00454
OG0000684	Praj.g_00748	Syat.g_00457
OG0000685	Praj.g_00750	Syat.g_02571
OG0000686	Praj.g_00751	Syat.g_00459
OG0000687	Praj.g_00752	Syat.g_00460
OG0000688	Praj.g_00755	Syat.g_00463
OG0000689	Praj.g_00756	Syat.g_00465
OG0000690	Praj.g_00757	Syat.g_00466
OG0000691	Praj.g_00758	Syat.g_00467
OG0000692	Praj.g_00760	Syat.g_00469
OG0000693	Praj.g_00761	Syat.g_00471
OG0000694	Praj.g_00762	Syat.g_00472
OG0000695	Praj.g_00921	Syat.g_00619
OG0000696	Praj.g_00922	Syat.g_00618
OG0000697	Praj.g_00923	Syat.g_00616
OG0000698	Praj.g_00926	Syat.g_00613
OG0000699	Praj.g_00927	Syat.g_00611
OG0000700	Praj.g_00928	Syat.g_00610
OG0000701	Praj.g_00929	Syat.g_00609
OG0000702	Praj.g_00931	Syat.g_00606
OG0000703	Praj.g_00932	Syat.g_00601
OG0000704	Praj.g_00933	Syat.g_00599
OG0000705	Praj.g_00939	Syat.g_00592
OG0000706	Praj.g_00940	Syat.g_00591
OG0000707	Praj.g_00941	Syat.g_00590
OG0000708	Praj.g_00943	Syat.g_00587
OG0000709	Praj.g_00947	Syat.g_00573
OG0000710	Praj.g_00950	Syat.g_00567
OG0000711	Praj.g_00966	Syat.g_00539
OG0000712	Praj.g_00968	Syat.g_00537
OG0000713	Praj.g_00969	Syat.g_00536
OG0000714	Praj.g_00970	Syat.g_00532
OG0000715	Praj.g_00972	Syat.g_00530
OG0000716	Praj.g_00973	Syat.g_00527
OG0000717	Praj.g_00974	Syat.g_00526
OG0000718	Praj.g_00991	Syat.g_00522
OG0000719	Praj.g_00992	Syat.g_00712
OG0000720	Praj.g_01002	Syat.g_00699
OG0000721	Praj.g_01003	Syat.g_00697
OG0000722	Praj.g_01004	Syat.g_00696
OG0000723	Praj.g_01008	Syat.g_00686
OG0000724	Praj.g_01019	Syat.g_00782
OG0000725	Praj.g_00845	Syat.g_00810
OG0000726	Praj.g_00844	Syat.g_00811
OG0000727	Praj.g_00843	Syat.g_00812
OG0000728	Praj.g_00841	Syat.g_00814
OG0000729	Praj.g_02022	Syat.g_02224
OG0000730	Praj.g_00378	Syat.g_01617
OG0000731	Praj.g_00386	Syat.g_01605
OG0000732	Praj.g_02081	Syat.g_02290
OG0000733	Praj.g_01833	Syat.g_03285
OG0000734	Praj.g_01476	Syat.g_01579
OG0000735	Praj.g_01474	Syat.g_03235
OG0000736	Praj.g_01473	Syat.g_03236
OG0000737	Praj.g_01472	Syat.g_03237
OG0000738	Praj.g_01468	Syat.g_03251
OG0000739	Praj.g_01467	Syat.g_03252
OG0000740	Praj.g_01466	Syat.g_03253
OG0000741	Praj.g_01464	Syat.g_03256
OG0000742	Praj.g_01462	Syat.g_03259
OG0000743	Praj.g_01460	Syat.g_03262
OG0000744	Praj.g_01459	Syat.g_03263
OG0000745	Praj.g_01458	Syat.g_03266
OG0000746	Praj.g_01456	Syat.g_00314
OG0000747	Praj.g_01455	Syat.g_00313
OG0000748	Praj.g_01451	Syat.g_00305
OG0000749	Praj.g_01450	Syat.g_00303
OG0000750	Praj.g_01449	Syat.g_00302
OG0000751	Praj.g_01446	Syat.g_00296
OG0000752	Praj.g_01444	Syat.g_00294
OG0000753	Praj.g_01442	Syat.g_00291
OG0000754	Praj.g_01438	Syat.g_00250
OG0000755	Praj.g_01434	Syat.g_00217
OG0000756	Praj.g_01433	Syat.g_00216
OG0000757	Praj.g_01426	Syat.g_00205
OG0000758	Praj.g_01425	Syat.g_00204
OG0000759	Praj.g_01424	Syat.g_00203
OG0000760	Praj.g_01423	Syat.g_00202
OG0000761	Praj.g_01422	Syat.g_00201
OG0000762	Praj.g_01421	Syat.g_00199
OG0000763	Praj.g_01419	Syat.g_00924
OG0000764	Praj.g_01418	Syat.g_00923
OG0000765	Praj.g_01409	Syat.g_00897
OG0000766	Praj.g_01408	Syat.g_00896
OG0000767	Praj.g_01407	Syat.g_00894
OG0000768	Praj.g_01406	Syat.g_00893
OG0000769	Praj.g_01404	Syat.g_00891
OG0000770	Praj.g_01403	Syat.g_00886
OG0000771	Praj.g_01014	Syat.g_00788
OG0000772	Praj.g_01246	Syat.g_01768
OG0000773	Praj.g_01519	Syat.g_01114
OG0000774	Praj.g_01522	Syat.g_01146
OG0000775	Praj.g_01523	Syat.g_01148
OG0000776	Praj.g_01524	Syat.g_01149
OG0000777	Praj.g_01525	Syat.g_01150
OG0000778	Praj.g_01526	Syat.g_01151
OG0000779	Praj.g_01530	Syat.g_01154
OG0000780	Praj.g_01531	Syat.g_01157
OG0000781	Praj.g_01534	Syat.g_01161
OG0000782	Praj.g_01535	Syat.g_01162
OG0000783	Praj.g_01536	Syat.g_01163
OG0000784	Praj.g_01537	Syat.g_01164
OG0000785	Praj.g_01539	Syat.g_01166
OG0000786	Praj.g_01542	Syat.g_01170
OG0000787	Praj.g_01543	Syat.g_01171
OG0000788	Praj.g_00732	Syat.g_00087
OG0000789	Praj.g_01011	Syat.g_00845
OG0000790	Praj.g_01580	Syat.g_01300
OG0000791	Praj.g_01582	Syat.g_01302
OG0000792	Praj.g_01583	Syat.g_01303
OG0000793	Praj.g_01586	Syat.g_01412
OG0000794	Praj.g_01587	Syat.g_01414
OG0000795	Praj.g_01588	Syat.g_01416
OG0000796	Praj.g_01592	Syat.g_01422
OG0000797	Praj.g_01593	Syat.g_01423
OG0000799	Praj.g_01613	Syat.g_01256
OG0000800	Praj.g_01614	Syat.g_01255
OG0000801	Praj.g_01615	Syat.g_01253
OG0000802	Praj.g_01617	Syat.g_01245
OG0000803	Praj.g_01619	Syat.g_01241
OG0000804	Praj.g_01620	Syat.g_01238
OG0000805	Praj.g_01622	Syat.g_01236
OG0000806	Praj.g_01624	Syat.g_01234
OG0000807	Praj.g_01625	Syat.g_01233
OG0000808	Praj.g_01626	Syat.g_01232
OG0000809	Praj.g_01630	Syat.g_01229
OG0000810	Praj.g_01631	Syat.g_01228
OG0000811	Praj.g_01635	Syat.g_01186
OG0000812	Praj.g_01637	Syat.g_01182
OG0000813	Praj.g_01638	Syat.g_01181
OG0000814	Praj.g_01640	Syat.g_01179
OG0000815	Praj.g_01641	Syat.g_01177
OG0000816	Praj.g_01643	Syat.g_01175
OG0000817	Praj.g_01644	Syat.g_01279
OG0000818	Praj.g_01648	Syat.g_01325
OG0000819	Praj.g_01649	Syat.g_01326
OG0000820	Praj.g_01650	Syat.g_01327
OG0000821	Praj.g_01653	Syat.g_01333
OG0000822	Praj.g_01654	Syat.g_01335
OG0000823	Praj.g_01655	Syat.g_01336
OG0000824	Praj.g_01658	Syat.g_01342
OG0000825	Praj.g_01659	Syat.g_01343
OG0000826	Praj.g_01660	Syat.g_01344
OG0000827	Praj.g_01661	Syat.g_01345
OG0000828	Praj.g_01664	Syat.g_01348
OG0000829	Praj.g_01665	Syat.g_01349
OG0000830	Praj.g_01666	Syat.g_01350
OG0000831	Praj.g_01668	Syat.g_01353
OG0000832	Praj.g_01678	Syat.g_02982
OG0000833	Praj.g_01686	Syat.g_03072
OG0000834	Praj.g_01687	Syat.g_03073
OG0000835	Praj.g_01688	Syat.g_03075
OG0000836	Praj.g_01690	Syat.g_03078
OG0000837	Praj.g_01691	Syat.g_03079
OG0000838	Praj.g_01693	Syat.g_03083
OG0000839	Praj.g_01694	Syat.g_03084
OG0000840	Praj.g_01695	Syat.g_03085
OG0000841	Praj.g_01696	Syat.g_03086
OG0000842	Praj.g_01697	Syat.g_03087
OG0000843	Praj.g_01698	Syat.g_03088
OG0000844	Praj.g_01699	Syat.g_03090
OG0000845	Praj.g_01700	Syat.g_03091
OG0000846	Praj.g_01701	Syat.g_03092
OG0000847	Praj.g_01702	Syat.g_03093
OG0000848	Praj.g_01703	Syat.g_03095
OG0000849	Praj.g_01704	Syat.g_03096
OG0000850	Praj.g_01706	Syat.g_03098
OG0000851	Praj.g_01707	Syat.g_03101
OG0000852	Praj.g_01708	Syat.g_03102
OG0000853	Praj.g_01713	Syat.g_03106
OG0000854	Praj.g_01715	Syat.g_03108
OG0000855	Praj.g_01716	Syat.g_03109
OG0000856	Praj.g_01599	Syat.g_03305
OG0000857	Praj.g_00785	Syat.g_00500
OG0000858	Praj.g_01763	Syat.g_03114
OG0000859	Praj.g_01764	Syat.g_03115
OG0000860	Praj.g_01770	Syat.g_03126
OG0000861	Praj.g_01771	Syat.g_03127
OG0000862	Praj.g_01772	Syat.g_03136
OG0000863	Praj.g_01773	Syat.g_03138
OG0000864	Praj.g_01774	Syat.g_03139
OG0000865	Praj.g_01775	Syat.g_03140
OG0000866	Praj.g_01776	Syat.g_03141
OG0000867	Praj.g_01777	Syat.g_03142
OG0000868	Praj.g_01778	Syat.g_03067
OG0000869	Praj.g_01781	Syat.g_03054
OG0000870	Praj.g_01786	Syat.g_03049
OG0000871	Praj.g_01787	Syat.g_03048
OG0000872	Praj.g_01788	Syat.g_03042
OG0000873	Praj.g_01791	Syat.g_03039
OG0000874	Praj.g_01794	Syat.g_03037
OG0000875	Praj.g_01796	Syat.g_03035
OG0000876	Praj.g_01797	Syat.g_00745
OG0000877	Praj.g_01799	Syat.g_03024
OG0000878	Praj.g_01800	Syat.g_03023
OG0000879	Praj.g_01801	Syat.g_03022
OG0000880	Praj.g_01802	Syat.g_03021
OG0000881	Praj.g_01805	Syat.g_03016
OG0000882	Praj.g_01810	Syat.g_03011
OG0000883	Praj.g_01812	Syat.g_03007
OG0000884	Praj.g_01814	Syat.g_03005
OG0000885	Praj.g_01815	Syat.g_03004
OG0000886	Praj.g_01816	Syat.g_03003
OG0000887	Praj.g_01817	Syat.g_03002
OG0000888	Praj.g_01819	Syat.g_03000
OG0000889	Praj.g_01821	Syat.g_02997
OG0000890	Praj.g_01822	Syat.g_02994
OG0000891	Praj.g_01823	Syat.g_02993
OG0000892	Praj.g_01825	Syat.g_02992
OG0000893	Praj.g_01868	Syat.g_01864
OG0000894	Praj.g_01871	Syat.g_01860
OG0000895	Praj.g_01874	Syat.g_01856
OG0000896	Praj.g_01875	Syat.g_01855
OG0000897	Praj.g_01877	Syat.g_01853
OG0000898	Praj.g_01878	Syat.g_01852
OG0000899	Praj.g_01879	Syat.g_01851
OG0000900	Praj.g_01880	Syat.g_01850
OG0000901	Praj.g_01883	Syat.g_01845
OG0000902	Praj.g_01885	Syat.g_01843
OG0000903	Praj.g_01894	Syat.g_01830
OG0000904	Praj.g_01889	Syat.g_01834
OG0000905	Praj.g_01887	Syat.g_01839
OG0000906	Praj.g_01886	Syat.g_01841
OG0000907	Praj.g_01909	Syat.g_01828
OG0000908	Praj.g_01912	Syat.g_01825
OG0000909	Praj.g_01913	Syat.g_01824
OG0000910	Praj.g_01914	Syat.g_01823
OG0000911	Praj.g_01916	Syat.g_01821
OG0000912	Praj.g_01917	Syat.g_01820
OG0000913	Praj.g_01918	Syat.g_01819
OG0000914	Praj.g_01919	Syat.g_01818
OG0000915	Praj.g_01920	Syat.g_01816
OG0000916	Praj.g_01921	Syat.g_01815
OG0000917	Praj.g_01922	Syat.g_01814
OG0000918	Praj.g_01923	Syat.g_01813
OG0000919	Praj.g_01924	Syat.g_01812
OG0000920	Praj.g_01925	Syat.g_01811
OG0000921	Praj.g_01926	Syat.g_01810
OG0000922	Praj.g_01927	Syat.g_01809
OG0000923	Praj.g_01931	Syat.g_01805
OG0000924	Praj.g_01932	Syat.g_01804
OG0000925	Praj.g_01933	Syat.g_01803
OG0000926	Praj.g_01934	Syat.g_01802
OG0000927	Praj.g_01936	Syat.g_01800
OG0000928	Praj.g_01937	Syat.g_01799
OG0000929	Praj.g_01938	Syat.g_01798
OG0000930	Praj.g_01939	Syat.g_01797
OG0000931	Praj.g_01940	Syat.g_01796
OG0000932	Praj.g_01941	Syat.g_01794
OG0000933	Praj.g_01945	Syat.g_01788
OG0000934	Praj.g_01947	Syat.g_01786
OG0000935	Praj.g_01948	Syat.g_01665
OG0000936	Praj.g_01949	Syat.g_01664
OG0000937	Praj.g_01950	Syat.g_01663
OG0000938	Praj.g_01953	Syat.g_01659
OG0000939	Praj.g_01954	Syat.g_01658
OG0000940	Praj.g_01961	Syat.g_01651
OG0000941	Praj.g_01963	Syat.g_01649
OG0000942	Praj.g_01965	Syat.g_01647
OG0000943	Praj.g_01966	Syat.g_01646
OG0000944	Praj.g_01968	Syat.g_01644
OG0000945	Praj.g_01969	Syat.g_01643
OG0000946	Praj.g_01975	Syat.g_01633
OG0000947	Praj.g_01977	Syat.g_01630
OG0000948	Praj.g_01978	Syat.g_01629
OG0000949	Praj.g_01981	Syat.g_02142
OG0000950	Praj.g_01986	Syat.g_02152
OG0000951	Praj.g_01990	Syat.g_02157
OG0000952	Praj.g_01994	Syat.g_02162
OG0000953	Praj.g_01998	Syat.g_02166
OG0000954	Praj.g_02002	Syat.g_02187
OG0000955	Praj.g_02003	Syat.g_02188
OG0000956	Praj.g_02005	Syat.g_02191
OG0000957	Praj.g_02010	Syat.g_02204
OG0000958	Praj.g_02011	Syat.g_02205
OG0000959	Praj.g_02015	Syat.g_02212
OG0000960	Praj.g_02016	Syat.g_02213
OG0000961	Praj.g_02019	Syat.g_02873
OG0000962	Praj.g_02021	Syat.g_02223
OG0000963	Praj.g_02026	Syat.g_02226
OG0000964	Praj.g_02027	Syat.g_02227
OG0000965	Praj.g_02028	Syat.g_02228
OG0000966	Praj.g_02059	Syat.g_02259
OG0000967	Praj.g_02063	Syat.g_02263
OG0000968	Praj.g_02065	Syat.g_02269
OG0000969	Praj.g_02066	Syat.g_02271
OG0000970	Praj.g_02067	Syat.g_02272
OG0000971	Praj.g_02068	Syat.g_02274
OG0000972	Praj.g_02069	Syat.g_02275
OG0000973	Praj.g_02070	Syat.g_02276
OG0000974	Praj.g_02071	Syat.g_02277
OG0000975	Praj.g_02072	Syat.g_02278
OG0000976	Praj.g_02073	Syat.g_02279
OG0000977	Praj.g_02074	Syat.g_02281
OG0000978	Praj.g_02075	Syat.g_02283
OG0000979	Praj.g_02078	Syat.g_02286
OG0000980	Praj.g_02080	Syat.g_02289
OG0000981	Praj.g_02083	Syat.g_02292
OG0000982	Praj.g_02085	Syat.g_02691
OG0000983	Praj.g_02086	Syat.g_02690
OG0000984	Praj.g_02087	Syat.g_02689
OG0000985	Praj.g_02090	Syat.g_02685
OG0000986	Praj.g_02092	Syat.g_02680
OG0000987	Praj.g_02093	Syat.g_02678
OG0000988	Praj.g_02096	Syat.g_02672
OG0000989	Praj.g_02100	Syat.g_02657
OG0000990	Praj.g_02105	Syat.g_02500
OG0000991	Praj.g_02106	Syat.g_02503
OG0000992	Praj.g_02109	Syat.g_02507
OG0000993	Praj.g_02110	Syat.g_02508
OG0000994	Praj.g_02111	Syat.g_02512
OG0000995	Praj.g_02115	Syat.g_02517
OG0000996	Praj.g_02116	Syat.g_02446
OG0000997	Praj.g_02124	Syat.g_02417
OG0000998	Praj.g_02126	Syat.g_02415
OG0000999	Praj.g_02127	Syat.g_02414
OG0001001	Praj.g_02134	Syat.g_02400
OG0001002	Praj.g_02139	Syat.g_02394
OG0001003	Praj.g_02141	Syat.g_02392
OG0001004	Praj.g_02142	Syat.g_02391
OG0001005	Praj.g_02143	Syat.g_02390
OG0001006	Praj.g_02147	Syat.g_02378
OG0001007	Praj.g_02149	Syat.g_02376
OG0001008	Praj.g_00431	Syat.g_02971
OG0001009	Praj.g_00027	Syat.g_02311
OG0001010	Praj.g_00028	Syat.g_02310
OG0001011	Praj.g_00029	Syat.g_02308
OG0001012	Praj.g_00047	Syat.g_01004
OG0001013	Praj.g_00052	Syat.g_02716
OG0001014	Praj.g_00055	Syat.g_02721
OG0001015	Praj.g_00056	Syat.g_02722
OG0001016	Praj.g_00111	Syat.g_01474
OG0001017	Praj.g_00115	Syat.g_01480
OG0001018	Praj.g_00118	Syat.g_01482
OG0001019	Praj.g_00127	Syat.g_01532
OG0001020	Praj.g_00128	Syat.g_01539
OG0001021	Praj.g_00129	Syat.g_01552
OG0001022	Praj.g_00132	Syat.g_01555
OG0001023	Praj.g_00133	Syat.g_01556
OG0001024	Praj.g_00136	Syat.g_01560
OG0001025	Praj.g_00143	Syat.g_01566
OG0001026	Praj.g_00151	Syat.g_01582
OG0001027	Praj.g_00152	Syat.g_02947
OG0001028	Praj.g_00154	Syat.g_02944
OG0001029	Praj.g_00156	Syat.g_02942
OG0001030	Praj.g_00172	Syat.g_02922
OG0001031	Praj.g_00226	Syat.g_02836
OG0001032	Praj.g_00227	Syat.g_02834
OG0001033	Praj.g_00247	Syat.g_02784
OG0001034	Praj.g_00276	Syat.g_01448
OG0001035	Praj.g_00293	Syat.g_01885
OG0001036	Praj.g_00297	Syat.g_01939
OG0001037	Praj.g_00298	Syat.g_01941
OG0001038	Praj.g_00314	Syat.g_02058
OG0001039	Praj.g_00316	Syat.g_02061
OG0001040	Praj.g_00319	Syat.g_02064
OG0001041	Praj.g_00323	Syat.g_02070
OG0001042	Praj.g_00339	Syat.g_02100
OG0001043	Praj.g_00340	Syat.g_02103
OG0001044	Praj.g_00379	Syat.g_01615
OG0001045	Praj.g_00388	Syat.g_01602
OG0001046	Praj.g_01081	Syat.g_00552
OG0001047	Praj.g_00433	Syat.g_02973
OG0001048	Praj.g_00434	Syat.g_02974
OG0001049	Praj.g_00436	Syat.g_01290
OG0001050	Praj.g_00437	Syat.g_01289
OG0001051	Praj.g_00438	Syat.g_01288
OG0001052	Praj.g_00464	Syat.g_01375
OG0001053	Praj.g_00476	Syat.g_03173
OG0001054	Praj.g_00490	Syat.g_03192
OG0001055	Praj.g_00509	Syat.g_03224
OG0001056	Praj.g_00527	Syat.g_03275
OG0001057	Praj.g_00532	Syat.g_00102
OG0001058	Praj.g_00540	Syat.g_00079
OG0001059	Praj.g_00544	Syat.g_00075
OG0001061	Praj.g_00564	Syat.g_00051
OG0001062	Praj.g_00566	Syat.g_00048
OG0001063	Praj.g_00567	Syat.g_00042
OG0001064	Praj.g_00568	Syat.g_00041
OG0001065	Praj.g_00569	Syat.g_00040
OG0001066	Praj.g_00570	Syat.g_00039
OG0001067	Praj.g_00571	Syat.g_00038
OG0001068	Praj.g_00572	Syat.g_00037
OG0001069	Praj.g_00573	Syat.g_00036
OG0001070	Praj.g_00575	Syat.g_00032
OG0001071	Praj.g_00576	Syat.g_00031
OG0001072	Praj.g_00577	Syat.g_00028
OG0001073	Praj.g_00591	Syat.g_00009
OG0001074	Praj.g_00603	Syat.g_01015
OG0001075	Praj.g_00604	Syat.g_01037
OG0001076	Praj.g_00611	Syat.g_03315
OG0001077	Praj.g_00616	Syat.g_03290
OG0001078	Praj.g_00624	Syat.g_00118
OG0001079	Praj.g_00635	Syat.g_00378
OG0001080	Praj.g_00641	Syat.g_00368
OG0001081	Praj.g_00643	Syat.g_00366
OG0001082	Praj.g_00644	Syat.g_00365
OG0001083	Praj.g_00649	Syat.g_00390
OG0001084	Praj.g_00650	Syat.g_00391
OG0001085	Praj.g_00660	Syat.g_00408
OG0001086	Praj.g_00661	Syat.g_00410
OG0001087	Praj.g_00681	Syat.g_03277
OG0001088	Praj.g_00682	Syat.g_02496
OG0001089	Praj.g_00690	Syat.g_00818
OG0001090	Praj.g_00699	Syat.g_00659
OG0001091	Praj.g_00701	Syat.g_00661
OG0001092	Praj.g_00702	Syat.g_00663
OG0001093	Praj.g_00707	Syat.g_00669
OG0001094	Praj.g_00763	Syat.g_00473
OG0001095	Praj.g_00782	Syat.g_00497
OG0001096	Praj.g_00797	Syat.g_00516
OG0001097	Praj.g_00817	Syat.g_00743
OG0001098	Praj.g_00835	Syat.g_01672
OG0001099	Praj.g_00872	Syat.g_02943
OG0001100	Praj.g_00879	Syat.g_00418
OG0001101	Praj.g_00881	Syat.g_00420
OG0001102	Praj.g_00884	Syat.g_00423
OG0001103	Praj.g_00886	Syat.g_00425
OG0001104	Praj.g_00749	Syat.g_00458
OG0001105	Praj.g_00753	Syat.g_00461
OG0001106	Praj.g_00934	Syat.g_00598
OG0001107	Praj.g_00944	Syat.g_00580
OG0001108	Praj.g_00948	Syat.g_00570
OG0001109	Praj.g_00949	Syat.g_00568
OG0001110	Praj.g_00951	Syat.g_00566
OG0001111	Praj.g_00952	Syat.g_00564
OG0001112	Praj.g_00953	Syat.g_00562
OG0001113	Praj.g_00954	Syat.g_00561
OG0001114	Praj.g_00955	Syat.g_00560
OG0001115	Praj.g_00957	Syat.g_00557
OG0001116	Praj.g_00958	Syat.g_00555
OG0001117	Praj.g_00959	Syat.g_00554
OG0001118	Praj.g_00960	Syat.g_00553
OG0001119	Praj.g_00961	Syat.g_00551
OG0001120	Praj.g_00963	Syat.g_00546
OG0001122	Praj.g_00993	Syat.g_00711
OG0001123	Praj.g_00997	Syat.g_00704
OG0001124	Praj.g_00999	Syat.g_00702
OG0001125	Praj.g_01001	Syat.g_00700
OG0001126	Praj.g_01012	Syat.g_00790
OG0001127	Praj.g_01013	Syat.g_00789
OG0001128	Praj.g_01016	Syat.g_00786
OG0001129	Praj.g_01017	Syat.g_00784
OG0001130	Praj.g_01018	Syat.g_00783
OG0001131	Praj.g_00852	Syat.g_01674
OG0001132	Praj.g_01063	Syat.g_00965
OG0001133	Praj.g_01040	Syat.g_03311
OG0001136	Praj.g_01463	Syat.g_03257
OG0001137	Praj.g_01452	Syat.g_00306
OG0001138	Praj.g_01432	Syat.g_00214
OG0001139	Praj.g_01430	Syat.g_00209
OG0001140	Praj.g_01429	Syat.g_00208
OG0001141	Praj.g_01428	Syat.g_00207
OG0001142	Praj.g_01427	Syat.g_00206
OG0001143	Praj.g_01420	Syat.g_00925
OG0001144	Praj.g_01415	Syat.g_00906
OG0001145	Praj.g_01520	Syat.g_01117
OG0001146	Praj.g_01532	Syat.g_01158
OG0001147	Praj.g_01550	Syat.g_01368
OG0001148	Praj.g_01577	Syat.g_01297
OG0001149	Praj.g_01578	Syat.g_01298
OG0001150	Praj.g_01579	Syat.g_01299
OG0001151	Praj.g_01590	Syat.g_01420
OG0001152	Praj.g_01591	Syat.g_01421
OG0001153	Praj.g_01662	Syat.g_01346
OG0001154	Praj.g_01663	Syat.g_01347
OG0001155	Praj.g_01679	Syat.g_02774
OG0001156	Praj.g_01682	Syat.g_02978
OG0001157	Praj.g_01683	Syat.g_02977
OG0001158	Praj.g_01684	Syat.g_02976
OG0001159	Praj.g_01685	Syat.g_02975
OG0001160	Praj.g_01711	Syat.g_03104
OG0001161	Praj.g_01499	Syat.g_02384
OG0001162	Praj.g_01723	Syat.g_01528
OG0001163	Praj.g_01761	Syat.g_03112
OG0001164	Praj.g_01765	Syat.g_03116
OG0001165	Praj.g_01767	Syat.g_03121
OG0001166	Praj.g_01785	Syat.g_03050
OG0001167	Praj.g_01803	Syat.g_03019
OG0001168	Praj.g_01804	Syat.g_03017
OG0001169	Praj.g_01806	Syat.g_03015
OG0001170	Praj.g_01808	Syat.g_03013
OG0001171	Praj.g_01818	Syat.g_03001
