Orthogroup	Praj	Prbk
OG0000559	Praj.g_00542	Prbk.g_01891
OG0000560	Praj.g_00545	Prbk.g_01888
OG0000561	Praj.g_00546	Prbk.g_01887
OG0000562	Praj.g_00547	Prbk.g_01886
OG0000563	Praj.g_00548	Prbk.g_01885
OG0000564	Praj.g_00549	Prbk.g_01884
OG0000565	Praj.g_00552	Prbk.g_01881
OG0000566	Praj.g_00554	Prbk.g_01877
OG0000567	Praj.g_00558	Prbk.g_01873
OG0000568	Praj.g_00559	Prbk.g_01871
OG0000569	Praj.g_00560	Prbk.g_01104
OG0000570	Praj.g_00561	Prbk.g_01105
OG0000571	Praj.g_00563	Prbk.g_01108
OG0000572	Praj.g_00574	Prbk.g_01124
OG0000573	Praj.g_00579	Prbk.g_01131
OG0000574	Praj.g_00581	Prbk.g_01132
OG0000575	Praj.g_00584	Prbk.g_01141
OG0000576	Praj.g_00586	Prbk.g_01143
OG0000577	Praj.g_00587	Prbk.g_01144
OG0000578	Praj.g_00588	Prbk.g_01145
OG0000579	Praj.g_00589	Prbk.g_01146
OG0000580	Praj.g_00590	Prbk.g_01147
OG0000581	Praj.g_00593	Prbk.g_01151
OG0000582	Praj.g_00596	Prbk.g_01155
OG0000583	Praj.g_00597	Prbk.g_01156
OG0000584	Praj.g_00598	Prbk.g_01157
OG0000585	Praj.g_00600	Prbk.g_01159
OG0000586	Praj.g_00601	Prbk.g_01161
OG0000587	Praj.g_00602	Prbk.g_01163
OG0000588	Praj.g_00606	Prbk.g_02605
OG0000589	Praj.g_00609	Prbk.g_02608
OG0000590	Praj.g_00610	Prbk.g_02609
OG0000591	Praj.g_00613	Prbk.g_02616
OG0000592	Praj.g_00614	Prbk.g_02617
OG0000593	Praj.g_00620	Prbk.g_02627
OG0000594	Praj.g_00621	Prbk.g_02628
OG0000595	Praj.g_00622	Prbk.g_02629
OG0000596	Praj.g_00626	Prbk.g_02634
OG0000597	Praj.g_00628	Prbk.g_02637
OG0000598	Praj.g_00629	Prbk.g_02638
OG0000599	Praj.g_00632	Prbk.g_02648
OG0000600	Praj.g_00633	Prbk.g_02649
OG0000601	Praj.g_00634	Prbk.g_02650
OG0000602	Praj.g_00636	Prbk.g_02654
OG0000603	Praj.g_00637	Prbk.g_02655
OG0000604	Praj.g_00638	Prbk.g_02656
OG0000605	Praj.g_00639	Prbk.g_00740
OG0000606	Praj.g_00642	Prbk.g_00729
OG0000607	Praj.g_00645	Prbk.g_00726
OG0000608	Praj.g_00646	Prbk.g_00725
OG0000609	Praj.g_00647	Prbk.g_00723
OG0000610	Praj.g_00653	Prbk.g_00715
OG0000611	Praj.g_00656	Prbk.g_00712
OG0000612	Praj.g_00657	Prbk.g_00711
OG0000613	Praj.g_00663	Prbk.g_00478
OG0000614	Praj.g_00686	Prbk.g_01802
OG0000615	Praj.g_00693	Prbk.g_02429
OG0000616	Praj.g_02137	Prbk.g_02262
OG0000617	Praj.g_00704	Prbk.g_00613
OG0000618	Praj.g_00705	Prbk.g_00612
OG0000619	Praj.g_00706	Prbk.g_00611
OG0000620	Praj.g_00709	Prbk.g_00607
OG0000621	Praj.g_00710	Prbk.g_00606
OG0000622	Praj.g_00711	Prbk.g_00605
OG0000623	Praj.g_00712	Prbk.g_00604
OG0000624	Praj.g_00714	Prbk.g_00603
OG0000625	Praj.g_00715	Prbk.g_00602
OG0000626	Praj.g_00716	Prbk.g_00601
OG0000627	Praj.g_00718	Prbk.g_02376
OG0000628	Praj.g_00719	Prbk.g_02375
OG0000629	Praj.g_00720	Prbk.g_02372
OG0000630	Praj.g_00723	Prbk.g_02368
OG0000631	Praj.g_00917	Prbk.g_02362
OG0000632	Praj.g_00918	Prbk.g_02361
OG0000633	Praj.g_00919	Prbk.g_02360
OG0000634	Praj.g_00765	Prbk.g_02464
OG0000635	Praj.g_00766	Prbk.g_02465
OG0000636	Praj.g_00768	Prbk.g_02467
OG0000637	Praj.g_00770	Prbk.g_02469
OG0000638	Praj.g_00771	Prbk.g_02470
OG0000639	Praj.g_00772	Prbk.g_02471
OG0000640	Praj.g_00773	Prbk.g_02472
OG0000641	Praj.g_00777	Prbk.g_02476
OG0000642	Praj.g_00778	Prbk.g_02477
OG0000643	Praj.g_00779	Prbk.g_02478
OG0000644	Praj.g_00780	Prbk.g_02479
OG0000645	Praj.g_00781	Prbk.g_02480
OG0000646	Praj.g_00784	Prbk.g_02483
OG0000647	Praj.g_00786	Prbk.g_02486
OG0000648	Praj.g_00788	Prbk.g_02488
OG0000649	Praj.g_00789	Prbk.g_02489
OG0000650	Praj.g_00790	Prbk.g_02490
OG0000651	Praj.g_00791	Prbk.g_02491
OG0000652	Praj.g_00792	Prbk.g_02492
OG0000653	Praj.g_00794	Prbk.g_02494
OG0000654	Praj.g_00795	Prbk.g_02495
OG0000655	Praj.g_00796	Prbk.g_02496
OG0000656	Praj.g_00799	Prbk.g_02499
OG0000657	Praj.g_00806	Prbk.g_02532
OG0000658	Praj.g_00808	Prbk.g_02534
OG0000659	Praj.g_00809	Prbk.g_02535
OG0000660	Praj.g_00814	Prbk.g_02539
OG0000661	Praj.g_00816	Prbk.g_02541
OG0000662	Praj.g_00818	Prbk.g_02543
OG0000663	Praj.g_00820	Prbk.g_02546
OG0000664	Praj.g_00821	Prbk.g_02547
OG0000665	Praj.g_00826	Prbk.g_02560
OG0000666	Praj.g_00827	Prbk.g_02563
OG0000667	Praj.g_00831	Prbk.g_02570
OG0000668	Praj.g_00869	Prbk.g_00582
OG0000669	Praj.g_00877	Prbk.g_02580
OG0000670	Praj.g_00880	Prbk.g_01662
OG0000671	Praj.g_00882	Prbk.g_02391
OG0000672	Praj.g_00885	Prbk.g_02394
OG0000673	Praj.g_00888	Prbk.g_02397
OG0000674	Praj.g_00890	Prbk.g_02399
OG0000675	Praj.g_00891	Prbk.g_02400
OG0000676	Praj.g_00893	Prbk.g_02408
OG0000677	Praj.g_00894	Prbk.g_02410
OG0000678	Praj.g_00897	Prbk.g_02415
OG0000679	Praj.g_00901	Prbk.g_02435
OG0000680	Praj.g_00902	Prbk.g_02436
OG0000681	Praj.g_00905	Prbk.g_02438
OG0000682	Praj.g_00906	Prbk.g_02439
OG0000683	Praj.g_00907	Prbk.g_02440
OG0000684	Praj.g_00748	Prbk.g_02453
OG0000685	Praj.g_00750	Prbk.g_02451
OG0000686	Praj.g_00751	Prbk.g_02450
OG0000687	Praj.g_00752	Prbk.g_02449
OG0000688	Praj.g_00755	Prbk.g_02455
OG0000689	Praj.g_00756	Prbk.g_02456
OG0000690	Praj.g_00757	Prbk.g_02457
OG0000691	Praj.g_00758	Prbk.g_02458
OG0000692	Praj.g_00760	Prbk.g_02459
OG0000693	Praj.g_00761	Prbk.g_02460
OG0000694	Praj.g_00762	Prbk.g_02461
OG0000695	Praj.g_00921	Prbk.g_02358
OG0000696	Praj.g_00922	Prbk.g_02357
OG0000697	Praj.g_00923	Prbk.g_02355
OG0000698	Praj.g_00926	Prbk.g_02352
OG0000699	Praj.g_00927	Prbk.g_02350
OG0000700	Praj.g_00928	Prbk.g_02349
OG0000701	Praj.g_00929	Prbk.g_02348
OG0000702	Praj.g_00931	Prbk.g_02340
OG0000703	Praj.g_00932	Prbk.g_02339
OG0000704	Praj.g_00933	Prbk.g_02337
OG0000705	Praj.g_00939	Prbk.g_02331
OG0000706	Praj.g_00940	Prbk.g_02330
OG0000707	Praj.g_00941	Prbk.g_02329
OG0000708	Praj.g_00943	Prbk.g_02327
OG0000709	Praj.g_00947	Prbk.g_02320
OG0000710	Praj.g_00950	Prbk.g_02316
OG0000711	Praj.g_00966	Prbk.g_02293
OG0000712	Praj.g_00968	Prbk.g_02292
OG0000713	Praj.g_00969	Prbk.g_00562
OG0000714	Praj.g_00970	Prbk.g_00566
OG0000715	Praj.g_00972	Prbk.g_00568
OG0000716	Praj.g_00973	Prbk.g_00572
OG0000717	Praj.g_00974	Prbk.g_00573
OG0000718	Praj.g_00991	Prbk.g_00578
OG0000719	Praj.g_00992	Prbk.g_00580
OG0000720	Praj.g_01002	Prbk.g_00593
OG0000721	Praj.g_01003	Prbk.g_00594
OG0000722	Praj.g_01004	Prbk.g_00595
OG0000723	Praj.g_01008	Prbk.g_00599
OG0000724	Praj.g_01019	Prbk.g_00061
OG0000725	Praj.g_00845	Prbk.g_00054
OG0000726	Praj.g_00844	Prbk.g_00053
OG0000727	Praj.g_00843	Prbk.g_00052
OG0000728	Praj.g_00841	Prbk.g_00051
OG0000729	Praj.g_02022	Prbk.g_01531
OG0000730	Praj.g_00378	Prbk.g_00869
OG0000731	Praj.g_00386	Prbk.g_00879
OG0000732	Praj.g_02081	Prbk.g_01601
OG0000733	Praj.g_01833	Prbk.g_02202
OG0000734	Praj.g_01476	Prbk.g_00004
OG0000735	Praj.g_01474	Prbk.g_01037
OG0000736	Praj.g_01473	Prbk.g_01036
OG0000737	Praj.g_01472	Prbk.g_01035
OG0000738	Praj.g_01468	Prbk.g_01028
OG0000739	Praj.g_01467	Prbk.g_01026
OG0000740	Praj.g_01466	Prbk.g_01025
OG0000741	Praj.g_01464	Prbk.g_01022
OG0000742	Praj.g_01462	Prbk.g_01020
OG0000743	Praj.g_01460	Prbk.g_01018
OG0000744	Praj.g_01459	Prbk.g_01017
OG0000745	Praj.g_01458	Prbk.g_00141
OG0000746	Praj.g_01456	Prbk.g_00143
OG0000747	Praj.g_01455	Prbk.g_00144
OG0000748	Praj.g_01451	Prbk.g_00156
OG0000749	Praj.g_01450	Prbk.g_00157
OG0000750	Praj.g_01449	Prbk.g_00158
OG0000751	Praj.g_01446	Prbk.g_00105
OG0000752	Praj.g_01444	Prbk.g_00103
OG0000753	Praj.g_01442	Prbk.g_00100
OG0000754	Praj.g_01438	Prbk.g_01501
OG0000755	Praj.g_01434	Prbk.g_00139
OG0000756	Praj.g_01433	Prbk.g_00138
OG0000757	Praj.g_01426	Prbk.g_00131
OG0000758	Praj.g_01425	Prbk.g_00130
OG0000759	Praj.g_01424	Prbk.g_00129
OG0000760	Praj.g_01423	Prbk.g_00128
OG0000761	Praj.g_01422	Prbk.g_00127
OG0000762	Praj.g_01421	Prbk.g_01503
OG0000763	Praj.g_01419	Prbk.g_01505
OG0000764	Praj.g_01418	Prbk.g_01506
OG0000765	Praj.g_01409	Prbk.g_00178
OG0000766	Praj.g_01408	Prbk.g_00177
OG0000767	Praj.g_01407	Prbk.g_00175
OG0000768	Praj.g_01406	Prbk.g_00174
OG0000769	Praj.g_01404	Prbk.g_00098
OG0000770	Praj.g_01403	Prbk.g_00122
OG0000771	Praj.g_01014	Prbk.g_00066
OG0000772	Praj.g_01246	Prbk.g_02011
OG0000773	Praj.g_01519	Prbk.g_00162
OG0000774	Praj.g_01522	Prbk.g_01192
OG0000775	Praj.g_01523	Prbk.g_01190
OG0000776	Praj.g_01524	Prbk.g_01189
OG0000777	Praj.g_01525	Prbk.g_01188
OG0000778	Praj.g_01526	Prbk.g_01187
OG0000779	Praj.g_01530	Prbk.g_01182
OG0000780	Praj.g_01531	Prbk.g_01179
OG0000781	Praj.g_01534	Prbk.g_01175
OG0000782	Praj.g_01535	Prbk.g_01174
OG0000783	Praj.g_01536	Prbk.g_01173
OG0000784	Praj.g_01537	Prbk.g_01172
OG0000785	Praj.g_01539	Prbk.g_01170
OG0000786	Praj.g_01542	Prbk.g_01167
OG0000787	Praj.g_01543	Prbk.g_01166
OG0000788	Praj.g_00732	Prbk.g_00334
OG0000789	Praj.g_01011	Prbk.g_01691
OG0000790	Praj.g_01580	Prbk.g_02048
OG0000791	Praj.g_01582	Prbk.g_02046
OG0000792	Praj.g_01583	Prbk.g_02045
OG0000793	Praj.g_01586	Prbk.g_02041
OG0000794	Praj.g_01587	Prbk.g_02040
OG0000795	Praj.g_01588	Prbk.g_02039
OG0000796	Praj.g_01592	Prbk.g_02035
OG0000797	Praj.g_01593	Prbk.g_02034
OG0000799	Praj.g_01613	Prbk.g_01929
OG0000800	Praj.g_01614	Prbk.g_01930
OG0000801	Praj.g_01615	Prbk.g_01931
OG0000802	Praj.g_01617	Prbk.g_01938
OG0000803	Praj.g_01619	Prbk.g_00244
OG0000804	Praj.g_01620	Prbk.g_00246
OG0000805	Praj.g_01622	Prbk.g_00248
OG0000806	Praj.g_01624	Prbk.g_00250
OG0000807	Praj.g_01625	Prbk.g_00252
OG0000808	Praj.g_01626	Prbk.g_00253
OG0000809	Praj.g_01630	Prbk.g_00257
OG0000810	Praj.g_01631	Prbk.g_00258
OG0000811	Praj.g_01635	Prbk.g_00270
OG0000812	Praj.g_01637	Prbk.g_00272
OG0000813	Praj.g_01638	Prbk.g_00273
OG0000814	Praj.g_01640	Prbk.g_00275
OG0000815	Praj.g_01641	Prbk.g_00276
OG0000816	Praj.g_01643	Prbk.g_00278
OG0000817	Praj.g_01644	Prbk.g_00279
OG0000818	Praj.g_01648	Prbk.g_01237
OG0000819	Praj.g_01649	Prbk.g_01236
OG0000820	Praj.g_01650	Prbk.g_01235
OG0000821	Praj.g_01653	Prbk.g_01228
OG0000822	Praj.g_01654	Prbk.g_01226
OG0000823	Praj.g_01655	Prbk.g_01225
OG0000824	Praj.g_01658	Prbk.g_01221
OG0000825	Praj.g_01659	Prbk.g_01220
OG0000826	Praj.g_01660	Prbk.g_01219
OG0000827	Praj.g_01661	Prbk.g_01218
OG0000828	Praj.g_01664	Prbk.g_01215
OG0000829	Praj.g_01665	Prbk.g_01214
OG0000830	Praj.g_01666	Prbk.g_01213
OG0000831	Praj.g_01668	Prbk.g_01211
OG0000832	Praj.g_01678	Prbk.g_02006
OG0000833	Praj.g_01686	Prbk.g_01998
OG0000834	Praj.g_01687	Prbk.g_01997
OG0000835	Praj.g_01688	Prbk.g_01996
OG0000836	Praj.g_01690	Prbk.g_01994
OG0000837	Praj.g_01691	Prbk.g_01993
OG0000838	Praj.g_01693	Prbk.g_01990
OG0000839	Praj.g_01694	Prbk.g_01989
OG0000840	Praj.g_01695	Prbk.g_01988
OG0000841	Praj.g_01696	Prbk.g_01987
OG0000842	Praj.g_01697	Prbk.g_01986
OG0000843	Praj.g_01698	Prbk.g_01985
OG0000844	Praj.g_01699	Prbk.g_01983
OG0000845	Praj.g_01700	Prbk.g_01982
OG0000846	Praj.g_01701	Prbk.g_01981
OG0000847	Praj.g_01702	Prbk.g_01980
OG0000848	Praj.g_01703	Prbk.g_01979
OG0000849	Praj.g_01704	Prbk.g_01978
OG0000850	Praj.g_01706	Prbk.g_01977
OG0000851	Praj.g_01707	Prbk.g_00937
OG0000852	Praj.g_01708	Prbk.g_00936
OG0000853	Praj.g_01713	Prbk.g_00932
OG0000854	Praj.g_01715	Prbk.g_00930
OG0000855	Praj.g_01716	Prbk.g_00929
OG0000856	Praj.g_01599	Prbk.g_02619
OG0000857	Praj.g_00785	Prbk.g_02485
OG0000858	Praj.g_01763	Prbk.g_00918
OG0000859	Praj.g_01764	Prbk.g_00917
OG0000860	Praj.g_01770	Prbk.g_00905
OG0000861	Praj.g_01771	Prbk.g_00904
OG0000862	Praj.g_01772	Prbk.g_00902
OG0000863	Praj.g_01773	Prbk.g_01451
OG0000864	Praj.g_01774	Prbk.g_01450
OG0000865	Praj.g_01775	Prbk.g_01449
OG0000866	Praj.g_01776	Prbk.g_01448
OG0000867	Praj.g_01777	Prbk.g_01447
OG0000868	Praj.g_01778	Prbk.g_01445
OG0000869	Praj.g_01781	Prbk.g_01442
OG0000870	Praj.g_01786	Prbk.g_01437
OG0000871	Praj.g_01787	Prbk.g_01436
OG0000872	Praj.g_01788	Prbk.g_01434
OG0000873	Praj.g_01791	Prbk.g_01431
OG0000874	Praj.g_01794	Prbk.g_01427
OG0000875	Praj.g_01796	Prbk.g_01426
OG0000876	Praj.g_01797	Prbk.g_01425
OG0000877	Praj.g_01799	Prbk.g_01422
OG0000878	Praj.g_01800	Prbk.g_01421
OG0000879	Praj.g_01801	Prbk.g_01420
OG0000880	Praj.g_01802	Prbk.g_01419
OG0000881	Praj.g_01805	Prbk.g_01414
OG0000882	Praj.g_01810	Prbk.g_01409
OG0000883	Praj.g_01812	Prbk.g_01407
OG0000884	Praj.g_01814	Prbk.g_01405
OG0000885	Praj.g_01815	Prbk.g_01404
OG0000886	Praj.g_01816	Prbk.g_01403
OG0000887	Praj.g_01817	Prbk.g_01402
OG0000888	Praj.g_01819	Prbk.g_01400
OG0000889	Praj.g_01821	Prbk.g_01398
OG0000890	Praj.g_01822	Prbk.g_01384
OG0000891	Praj.g_01823	Prbk.g_01383
OG0000892	Praj.g_01825	Prbk.g_01381
OG0000893	Praj.g_01868	Prbk.g_01901
OG0000894	Praj.g_01871	Prbk.g_01905
OG0000895	Praj.g_01874	Prbk.g_01910
OG0000896	Praj.g_01875	Prbk.g_01911
OG0000897	Praj.g_01877	Prbk.g_01913
OG0000898	Praj.g_01878	Prbk.g_01914
OG0000899	Praj.g_01879	Prbk.g_01915
OG0000900	Praj.g_01880	Prbk.g_01916
OG0000901	Praj.g_01883	Prbk.g_01920
OG0000902	Praj.g_01885	Prbk.g_01922
OG0000903	Praj.g_01894	Prbk.g_00990
OG0000904	Praj.g_01889	Prbk.g_00995
OG0000905	Praj.g_01887	Prbk.g_00997
OG0000906	Praj.g_01886	Prbk.g_01926
OG0000907	Praj.g_01909	Prbk.g_00988
OG0000908	Praj.g_01912	Prbk.g_00985
OG0000909	Praj.g_01913	Prbk.g_00984
OG0000910	Praj.g_01914	Prbk.g_00983
OG0000911	Praj.g_01916	Prbk.g_00981
OG0000912	Praj.g_01917	Prbk.g_00980
OG0000913	Praj.g_01918	Prbk.g_00979
OG0000914	Praj.g_01919	Prbk.g_00978
OG0000915	Praj.g_01920	Prbk.g_00977
OG0000916	Praj.g_01921	Prbk.g_00976
OG0000917	Praj.g_01922	Prbk.g_00975
OG0000918	Praj.g_01923	Prbk.g_00974
OG0000919	Praj.g_01924	Prbk.g_00973
OG0000920	Praj.g_01925	Prbk.g_00972
OG0000921	Praj.g_01926	Prbk.g_00971
OG0000922	Praj.g_01927	Prbk.g_00970
OG0000923	Praj.g_01931	Prbk.g_00966
OG0000924	Praj.g_01932	Prbk.g_00965
OG0000925	Praj.g_01933	Prbk.g_00964
OG0000926	Praj.g_01934	Prbk.g_00963
OG0000927	Praj.g_01936	Prbk.g_00961
OG0000928	Praj.g_01937	Prbk.g_00960
OG0000929	Praj.g_01938	Prbk.g_00959
OG0000930	Praj.g_01939	Prbk.g_00958
OG0000931	Praj.g_01940	Prbk.g_00957
OG0000932	Praj.g_01941	Prbk.g_00956
OG0000933	Praj.g_01945	Prbk.g_00951
OG0000934	Praj.g_01947	Prbk.g_00949
OG0000935	Praj.g_01948	Prbk.g_00948
OG0000936	Praj.g_01949	Prbk.g_00947
OG0000937	Praj.g_01950	Prbk.g_00946
OG0000938	Praj.g_01953	Prbk.g_00797
OG0000939	Praj.g_01954	Prbk.g_00798
OG0000940	Praj.g_01961	Prbk.g_00807
OG0000941	Praj.g_01963	Prbk.g_00809
OG0000942	Praj.g_01965	Prbk.g_00811
OG0000943	Praj.g_01966	Prbk.g_00812
OG0000944	Praj.g_01968	Prbk.g_00814
OG0000945	Praj.g_01969	Prbk.g_00816
OG0000946	Praj.g_01975	Prbk.g_00844
OG0000947	Praj.g_01977	Prbk.g_00847
OG0000948	Praj.g_01978	Prbk.g_00848
OG0000949	Praj.g_01981	Prbk.g_00851
OG0000950	Praj.g_01986	Prbk.g_00513
OG0000951	Praj.g_01990	Prbk.g_00518
OG0000952	Praj.g_01994	Prbk.g_00525
OG0000953	Praj.g_01998	Prbk.g_00529
OG0000954	Praj.g_02002	Prbk.g_00216
OG0000955	Praj.g_02003	Prbk.g_00217
OG0000956	Praj.g_02005	Prbk.g_00219
OG0000957	Praj.g_02010	Prbk.g_00235
OG0000958	Praj.g_02011	Prbk.g_00236
OG0000959	Praj.g_02015	Prbk.g_01482
OG0000960	Praj.g_02016	Prbk.g_01483
OG0000961	Praj.g_02019	Prbk.g_01494
OG0000962	Praj.g_02021	Prbk.g_01530
OG0000963	Praj.g_02026	Prbk.g_01535
OG0000964	Praj.g_02027	Prbk.g_01536
OG0000965	Praj.g_02028	Prbk.g_01537
OG0000966	Praj.g_02059	Prbk.g_01571
OG0000967	Praj.g_02063	Prbk.g_01577
OG0000968	Praj.g_02065	Prbk.g_01580
OG0000969	Praj.g_02066	Prbk.g_01582
OG0000970	Praj.g_02067	Prbk.g_01583
OG0000971	Praj.g_02068	Prbk.g_01585
OG0000972	Praj.g_02069	Prbk.g_01586
OG0000973	Praj.g_02070	Prbk.g_01587
OG0000974	Praj.g_02071	Prbk.g_01588
OG0000975	Praj.g_02072	Prbk.g_01589
OG0000976	Praj.g_02073	Prbk.g_01590
OG0000977	Praj.g_02074	Prbk.g_01592
OG0000978	Praj.g_02075	Prbk.g_01593
OG0000979	Praj.g_02078	Prbk.g_01596
OG0000980	Praj.g_02080	Prbk.g_01600
OG0000981	Praj.g_02083	Prbk.g_01603
OG0000982	Praj.g_02085	Prbk.g_02161
OG0000983	Praj.g_02086	Prbk.g_02162
OG0000984	Praj.g_02087	Prbk.g_02163
OG0000985	Praj.g_02090	Prbk.g_02167
OG0000986	Praj.g_02092	Prbk.g_02169
OG0000987	Praj.g_02093	Prbk.g_02171
OG0000988	Praj.g_02096	Prbk.g_02175
OG0000989	Praj.g_02100	Prbk.g_02185
OG0000990	Praj.g_02105	Prbk.g_02207
OG0000991	Praj.g_02106	Prbk.g_02210
OG0000992	Praj.g_02109	Prbk.g_02213
OG0000993	Praj.g_02110	Prbk.g_02214
OG0000994	Praj.g_02111	Prbk.g_02217
OG0000995	Praj.g_02115	Prbk.g_02226
OG0000996	Praj.g_02116	Prbk.g_02239
OG0000997	Praj.g_02124	Prbk.g_02248
OG0000998	Praj.g_02126	Prbk.g_02250
OG0000999	Praj.g_02127	Prbk.g_02251
OG0001000	Praj.g_02130, Praj.g_02131	Prbk.g_02254
OG0001001	Praj.g_02134	Prbk.g_02258
OG0001002	Praj.g_02139	Prbk.g_02265
OG0001003	Praj.g_02141	Prbk.g_02267
OG0001004	Praj.g_02142	Prbk.g_02268
OG0001005	Praj.g_02143	Prbk.g_02270
OG0001006	Praj.g_02147	Prbk.g_02276
OG0001007	Praj.g_02149	Prbk.g_02278
OG0001008	Praj.g_00431	Prbk.g_00327
OG0001009	Praj.g_00027	Prbk.g_01622
OG0001010	Praj.g_00028	Prbk.g_01621
OG0001011	Praj.g_00029	Prbk.g_01619
OG0001012	Praj.g_00047	Prbk.g_02158
OG0001013	Praj.g_00052	Prbk.g_02133
OG0001014	Praj.g_00055	Prbk.g_02124
OG0001015	Praj.g_00056	Prbk.g_02123
OG0001016	Praj.g_00111	Prbk.g_01315
OG0001017	Praj.g_00115	Prbk.g_01309
OG0001018	Praj.g_00118	Prbk.g_01307
OG0001019	Praj.g_00127	Prbk.g_01294
OG0001020	Praj.g_00128	Prbk.g_00035
OG0001021	Praj.g_00129	Prbk.g_00031
OG0001022	Praj.g_00132	Prbk.g_00026
OG0001023	Praj.g_00133	Prbk.g_00025
OG0001024	Praj.g_00136	Prbk.g_00021
OG0001025	Praj.g_00143	Prbk.g_00014
OG0001026	Praj.g_00151	Prbk.g_00001
OG0001027	Praj.g_00152	Prbk.g_00190
OG0001028	Praj.g_00154	Prbk.g_00192
OG0001029	Praj.g_00156	Prbk.g_00194
OG0001030	Praj.g_00172	Prbk.g_00547
OG0001031	Praj.g_00226	Prbk.g_01275
OG0001032	Praj.g_00227	Prbk.g_01272
OG0001033	Praj.g_00247	Prbk.g_00633
OG0001034	Praj.g_00276	Prbk.g_01521
OG0001035	Praj.g_00293	Prbk.g_00372
OG0001036	Praj.g_00297	Prbk.g_00376
OG0001037	Praj.g_00298	Prbk.g_00378
OG0001038	Praj.g_00314	Prbk.g_00415
OG0001039	Praj.g_00316	Prbk.g_00418
OG0001040	Praj.g_00319	Prbk.g_00421
OG0001041	Praj.g_00323	Prbk.g_00426
OG0001042	Praj.g_00339	Prbk.g_00451
OG0001043	Praj.g_00340	Prbk.g_00453
OG0001044	Praj.g_00379	Prbk.g_00870
OG0001045	Praj.g_00388	Prbk.g_00882
OG0001046	Praj.g_01081	Prbk.g_00924
OG0001047	Praj.g_00433	Prbk.g_00325
OG0001048	Praj.g_00434	Prbk.g_00324
OG0001049	Praj.g_00436	Prbk.g_00321
OG0001050	Praj.g_00437	Prbk.g_00320
OG0001051	Praj.g_00438	Prbk.g_00319
OG0001052	Praj.g_00464	Prbk.g_02109
OG0001053	Praj.g_00476	Prbk.g_02064
OG0001054	Praj.g_00490	Prbk.g_01861
OG0001055	Praj.g_00509	Prbk.g_01056
OG0001056	Praj.g_00527	Prbk.g_01085
OG0001057	Praj.g_00532	Prbk.g_01097
OG0001058	Praj.g_00540	Prbk.g_01893
OG0001059	Praj.g_00544	Prbk.g_01889
OG0001060	Praj.g_00551	Prbk.g_01882
OG0001061	Praj.g_00564	Prbk.g_01109
OG0001062	Praj.g_00566	Prbk.g_01111
OG0001063	Praj.g_00567	Prbk.g_01115
OG0001064	Praj.g_00568	Prbk.g_01116
OG0001065	Praj.g_00569	Prbk.g_01117
OG0001066	Praj.g_00570	Prbk.g_01118
OG0001067	Praj.g_00571	Prbk.g_01119
OG0001068	Praj.g_00572	Prbk.g_01120
OG0001069	Praj.g_00573	Prbk.g_01121
OG0001070	Praj.g_00575	Prbk.g_01125
OG0001071	Praj.g_00576	Prbk.g_01126
OG0001072	Praj.g_00577	Prbk.g_01129
OG0001073	Praj.g_00591	Prbk.g_01148
OG0001074	Praj.g_00603	Prbk.g_02602
OG0001075	Praj.g_00604	Prbk.g_02603
OG0001076	Praj.g_00611	Prbk.g_02611
OG0001077	Praj.g_00616	Prbk.g_02621
OG0001078	Praj.g_00624	Prbk.g_02632
OG0001079	Praj.g_00635	Prbk.g_02651
OG0001080	Praj.g_00641	Prbk.g_00738
OG0001081	Praj.g_00643	Prbk.g_00728
OG0001082	Praj.g_00644	Prbk.g_00727
OG0001083	Praj.g_00649	Prbk.g_00719
OG0001084	Praj.g_00650	Prbk.g_00718
OG0001085	Praj.g_00660	Prbk.g_00708
OG0001086	Praj.g_00661	Prbk.g_00706
OG0001087	Praj.g_00681	Prbk.g_01821
OG0001088	Praj.g_00682	Prbk.g_01817
OG0001089	Praj.g_00690	Prbk.g_01764
OG0001090	Praj.g_00699	Prbk.g_00617
OG0001091	Praj.g_00701	Prbk.g_00615
OG0001092	Praj.g_00702	Prbk.g_00614
OG0001093	Praj.g_00707	Prbk.g_00610
OG0001094	Praj.g_00763	Prbk.g_02462
OG0001095	Praj.g_00782	Prbk.g_02481
OG0001096	Praj.g_00797	Prbk.g_02497
OG0001097	Praj.g_00817	Prbk.g_02542
OG0001098	Praj.g_00835	Prbk.g_02379
OG0001099	Praj.g_00872	Prbk.g_00193
OG0001100	Praj.g_00879	Prbk.g_02389
OG0001101	Praj.g_00881	Prbk.g_02390
OG0001102	Praj.g_00884	Prbk.g_02393
OG0001103	Praj.g_00886	Prbk.g_02395
OG0001104	Praj.g_00749	Prbk.g_02452
OG0001105	Praj.g_00753	Prbk.g_02447
OG0001106	Praj.g_00934	Prbk.g_02336
OG0001107	Praj.g_00944	Prbk.g_02326
OG0001108	Praj.g_00948	Prbk.g_02319
OG0001109	Praj.g_00949	Prbk.g_02317
OG0001110	Praj.g_00951	Prbk.g_02315
OG0001111	Praj.g_00952	Prbk.g_02313
OG0001112	Praj.g_00953	Prbk.g_02311
OG0001113	Praj.g_00954	Prbk.g_02310
OG0001114	Praj.g_00955	Prbk.g_02309
OG0001115	Praj.g_00957	Prbk.g_02307
OG0001116	Praj.g_00958	Prbk.g_02306
OG0001117	Praj.g_00959	Prbk.g_02305
OG0001118	Praj.g_00960	Prbk.g_02304
