Orthogroup	Prai	Syal
OG0000587	Prai.g_00642	Syal.g_02728
OG0000588	Prai.g_00646	Syal.g_02717
OG0000589	Prai.g_00650	Syal.g_02714
OG0000590	Prai.g_00651	Syal.g_02713
OG0000591	Prai.g_00654	Syal.g_02707
OG0000592	Prai.g_00655	Syal.g_02706
OG0000593	Prai.g_00661	Syal.g_02640
OG0000594	Prai.g_00662	Syal.g_02639
OG0000595	Prai.g_00663	Syal.g_02638
OG0000596	Prai.g_00667	Syal.g_02633
OG0000597	Prai.g_00669	Syal.g_02630
OG0000598	Prai.g_00670	Syal.g_02629
OG0000599	Prai.g_00673	Syal.g_02622
OG0000600	Prai.g_00674	Syal.g_02621
OG0000601	Prai.g_00675	Syal.g_02620
OG0000602	Prai.g_00677	Syal.g_02615
OG0000603	Prai.g_00678	Syal.g_02614
OG0000604	Prai.g_00679	Syal.g_02612
OG0000605	Prai.g_00680	Syal.g_02516
OG0000606	Prai.g_00683	Syal.g_02174
OG0000607	Prai.g_00686	Syal.g_02177
OG0000608	Prai.g_00687	Syal.g_02178
OG0000609	Prai.g_00688	Syal.g_02180
OG0000610	Prai.g_00693	Syal.g_02198
OG0000611	Prai.g_00696	Syal.g_02201
OG0000612	Prai.g_00697	Syal.g_02202
OG0000613	Prai.g_00702	Syal.g_01325
OG0000614	Prai.g_00721	Syal.g_01794
OG0000615	Prai.g_00729	Syal.g_02256
OG0000616	Prai.g_00732	Syal.g_00079
OG0000617	Prai.g_00754	Syal.g_01866
OG0000618	Prai.g_00755	Syal.g_01867
OG0000619	Prai.g_00756	Syal.g_02417
OG0000620	Prai.g_00759	Syal.g_02422
OG0000621	Prai.g_00760	Syal.g_02423
OG0000622	Prai.g_00761	Syal.g_02424
OG0000623	Prai.g_00762	Syal.g_02425
OG0000624	Prai.g_00763	Syal.g_02427
OG0000625	Prai.g_00764	Syal.g_02428
OG0000626	Prai.g_00765	Syal.g_02429
OG0000627	Prai.g_00766	Syal.g_02048
OG0000628	Prai.g_00767	Syal.g_02047
OG0000629	Prai.g_00768	Syal.g_02044
OG0000630	Prai.g_00771	Syal.g_02040
OG0000631	Prai.g_00857	Syal.g_02031
OG0000632	Prai.g_00856	Syal.g_02030
OG0000633	Prai.g_00855	Syal.g_02029
OG0000634	Prai.g_00852	Syal.g_02410
OG0000635	Prai.g_00851	Syal.g_02411
OG0000636	Prai.g_00849	Syal.g_02413
OG0000637	Prai.g_00847	Syal.g_02415
OG0000638	Prai.g_00846	Syal.g_02416
OG0000639	Prai.g_00845	Syal.g_01868
OG0000640	Prai.g_00844	Syal.g_01869
OG0000641	Prai.g_00839	Syal.g_01873
OG0000642	Prai.g_00838	Syal.g_01874
OG0000643	Prai.g_00837	Syal.g_01875
OG0000644	Prai.g_00836	Syal.g_01876
OG0000645	Prai.g_00835	Syal.g_01878
OG0000646	Prai.g_00833	Syal.g_01881
OG0000647	Prai.g_00832	Syal.g_01883
OG0000648	Prai.g_00830	Syal.g_02438
OG0000649	Prai.g_00829	Syal.g_02439
OG0000650	Prai.g_00828	Syal.g_02440
OG0000651	Prai.g_00827	Syal.g_02441
OG0000652	Prai.g_00826	Syal.g_02442
OG0000653	Prai.g_00824	Syal.g_02444
OG0000654	Prai.g_00823	Syal.g_02445
OG0000655	Prai.g_00822	Syal.g_02446
OG0000656	Prai.g_00819	Syal.g_02449
OG0000657	Prai.g_00811	Syal.g_02460
OG0000658	Prai.g_00810	Syal.g_02465
OG0000659	Prai.g_00809	Syal.g_02466
OG0000660	Prai.g_00805	Syal.g_02470
OG0000661	Prai.g_00803	Syal.g_02472
OG0000662	Prai.g_00801	Syal.g_02474
OG0000663	Prai.g_00799	Syal.g_02477
OG0000664	Prai.g_00798	Syal.g_02478
OG0000665	Prai.g_00794	Syal.g_02593
OG0000666	Prai.g_00793	Syal.g_02605
OG0000667	Prai.g_00789	Syal.g_02192
OG0000668	Prai.g_01060	Syal.g_01920
OG0000669	Prai.g_01054	Syal.g_02295
OG0000670	Prai.g_01052	Syal.g_02956
OG0000671	Prai.g_01050	Syal.g_02291
OG0000672	Prai.g_01048	Syal.g_02288
OG0000673	Prai.g_01045	Syal.g_02285
OG0000674	Prai.g_01043	Syal.g_02283
OG0000675	Prai.g_01042	Syal.g_02282
OG0000676	Prai.g_01040	Syal.g_02272
OG0000677	Prai.g_01039	Syal.g_02271
OG0000678	Prai.g_01037	Syal.g_02264
OG0000679	Prai.g_01033	Syal.g_02252
OG0000680	Prai.g_01032	Syal.g_02251
OG0000681	Prai.g_01030	Syal.g_02248
OG0000682	Prai.g_01029	Syal.g_02247
OG0000683	Prai.g_01028	Syal.g_02246
OG0000684	Prai.g_01027	Syal.g_02242
OG0000685	Prai.g_01025	Syal.g_02240
OG0000686	Prai.g_01024	Syal.g_02239
OG0000687	Prai.g_01023	Syal.g_02237
OG0000688	Prai.g_01020	Syal.g_02225
OG0000689	Prai.g_01019	Syal.g_02223
OG0000690	Prai.g_01018	Syal.g_02222
OG0000691	Prai.g_01017	Syal.g_02221
OG0000692	Prai.g_01015	Syal.g_02220
OG0000693	Prai.g_01014	Syal.g_02218
OG0000694	Prai.g_01013	Syal.g_02217
OG0000695	Prai.g_01011	Syal.g_02027
OG0000696	Prai.g_01010	Syal.g_02026
OG0000697	Prai.g_01009	Syal.g_02025
OG0000698	Prai.g_01006	Syal.g_02022
OG0000699	Prai.g_01005	Syal.g_02021
OG0000700	Prai.g_01004	Syal.g_02020
OG0000701	Prai.g_01003	Syal.g_02019
OG0000702	Prai.g_01001	Syal.g_02011
OG0000703	Prai.g_01000	Syal.g_02010
OG0000704	Prai.g_00999	Syal.g_02008
OG0000705	Prai.g_00995	Syal.g_01999
OG0000706	Prai.g_00994	Syal.g_01998
OG0000707	Prai.g_00993	Syal.g_01997
OG0000708	Prai.g_00992	Syal.g_01994
OG0000709	Prai.g_00988	Syal.g_01986
OG0000710	Prai.g_00985	Syal.g_01982
OG0000711	Prai.g_00968	Syal.g_01954
OG0000712	Prai.g_00966	Syal.g_01952
OG0000713	Prai.g_00965	Syal.g_01951
OG0000714	Prai.g_00964	Syal.g_01948
OG0000715	Prai.g_00962	Syal.g_01934
OG0000716	Prai.g_00960	Syal.g_01930
OG0000717	Prai.g_00959	Syal.g_01929
OG0000718	Prai.g_00948	Syal.g_01925
OG0000719	Prai.g_00946	Syal.g_01922
OG0000720	Prai.g_00938	Syal.g_01908
OG0000721	Prai.g_00936	Syal.g_01906
OG0000722	Prai.g_00935	Syal.g_01905
OG0000723	Prai.g_00932	Syal.g_02433
OG0000724	Prai.g_00923	Syal.g_01829
OG0000725	Prai.g_00917	Syal.g_01820
OG0000726	Prai.g_00916	Syal.g_01819
OG0000727	Prai.g_00915	Syal.g_01818
OG0000728	Prai.g_00913	Syal.g_01816
OG0000729	Prai.g_01109	Syal.g_01510
OG0000730	Prai.g_01113	Syal.g_00345
OG0000731	Prai.g_01117	Syal.g_00356
OG0000732	Prai.g_01126	Syal.g_00149
OG0000733	Prai.g_01144	Syal.g_01105
OG0000734	Prai.g_01157	Syal.g_00828
OG0000735	Prai.g_01159	Syal.g_01627
OG0000736	Prai.g_01160	Syal.g_01628
OG0000737	Prai.g_01161	Syal.g_01629
OG0000738	Prai.g_01165	Syal.g_01634
OG0000739	Prai.g_01166	Syal.g_01645
OG0000740	Prai.g_01167	Syal.g_01646
OG0000741	Prai.g_01168	Syal.g_01649
OG0000742	Prai.g_01170	Syal.g_01652
OG0000743	Prai.g_01172	Syal.g_01654
OG0000744	Prai.g_01173	Syal.g_01655
OG0000745	Prai.g_01174	Syal.g_01657
OG0000746	Prai.g_01176	Syal.g_01659
OG0000747	Prai.g_01177	Syal.g_01660
OG0000748	Prai.g_01180	Syal.g_01674
OG0000749	Prai.g_01181	Syal.g_01675
OG0000750	Prai.g_01182	Syal.g_01676
OG0000751	Prai.g_01184	Syal.g_01688
OG0000752	Prai.g_01186	Syal.g_01690
OG0000753	Prai.g_01189	Syal.g_01693
OG0000754	Prai.g_01192	Syal.g_01698
OG0000755	Prai.g_01196	Syal.g_01707
OG0000756	Prai.g_01197	Syal.g_01708
OG0000757	Prai.g_01204	Syal.g_01715
OG0000758	Prai.g_01205	Syal.g_01716
OG0000759	Prai.g_01206	Syal.g_01717
OG0000760	Prai.g_01207	Syal.g_01718
OG0000761	Prai.g_01208	Syal.g_01719
OG0000762	Prai.g_01209	Syal.g_01721
OG0000763	Prai.g_01211	Syal.g_01723
OG0000764	Prai.g_01212	Syal.g_01724
OG0000765	Prai.g_01221	Syal.g_01768
OG0000766	Prai.g_01222	Syal.g_01767
OG0000767	Prai.g_01224	Syal.g_01765
OG0000768	Prai.g_01225	Syal.g_01764
OG0000769	Prai.g_01227	Syal.g_01762
OG0000770	Prai.g_01229	Syal.g_01758
OG0000771	Prai.g_01238	Syal.g_01835
OG0000772	Prai.g_01310	Syal.g_01641
OG0000773	Prai.g_01325	Syal.g_01618
OG0000774	Prai.g_01327	Syal.g_01610
OG0000775	Prai.g_01330	Syal.g_01608
OG0000776	Prai.g_01331	Syal.g_01607
OG0000777	Prai.g_01332	Syal.g_01606
OG0000778	Prai.g_01333	Syal.g_01605
OG0000779	Prai.g_01337	Syal.g_01599
OG0000780	Prai.g_01338	Syal.g_01594
OG0000781	Prai.g_01341	Syal.g_01590
OG0000782	Prai.g_01342	Syal.g_01589
OG0000783	Prai.g_01343	Syal.g_01588
OG0000784	Prai.g_01344	Syal.g_01587
OG0000785	Prai.g_01346	Syal.g_01585
OG0000786	Prai.g_01348	Syal.g_01579
OG0000787	Prai.g_01349	Syal.g_01578
OG0000788	Prai.g_01358	Syal.g_02619
OG0000789	Prai.g_01360	Syal.g_02598
OG0000790	Prai.g_01375	Syal.g_02883
OG0000791	Prai.g_01377	Syal.g_02882
OG0000792	Prai.g_01378	Syal.g_02881
OG0000793	Prai.g_01381	Syal.g_02876
OG0000794	Prai.g_01382	Syal.g_02875
OG0000795	Prai.g_01383	Syal.g_02874
OG0000796	Prai.g_01387	Syal.g_02870
OG0000797	Prai.g_01388	Syal.g_02869
OG0000798	Prai.g_01395	Syal.g_01372
OG0000799	Prai.g_01445	Syal.g_01547
OG0000800	Prai.g_01446	Syal.g_01542
OG0000801	Prai.g_01447	Syal.g_01541
OG0000802	Prai.g_01449	Syal.g_01536
OG0000803	Prai.g_01451	Syal.g_00040
OG0000804	Prai.g_01452	Syal.g_00036
OG0000805	Prai.g_01454	Syal.g_00030
OG0000806	Prai.g_01456	Syal.g_00028
OG0000807	Prai.g_01457	Syal.g_00026
OG0000808	Prai.g_01458	Syal.g_00025
OG0000809	Prai.g_01461	Syal.g_00022
OG0000810	Prai.g_01462	Syal.g_00021
OG0000811	Prai.g_01466	Syal.g_00380
OG0000812	Prai.g_01468	Syal.g_00382
OG0000813	Prai.g_01469	Syal.g_00383
OG0000814	Prai.g_01471	Syal.g_00385
OG0000815	Prai.g_01472	Syal.g_00391
OG0000816	Prai.g_01474	Syal.g_00393
OG0000817	Prai.g_01475	Syal.g_00394
OG0000818	Prai.g_01480	Syal.g_00401
OG0000819	Prai.g_01481	Syal.g_00402
OG0000820	Prai.g_01482	Syal.g_00403
OG0000821	Prai.g_01485	Syal.g_00409
OG0000822	Prai.g_01486	Syal.g_00411
OG0000823	Prai.g_01487	Syal.g_00412
OG0000824	Prai.g_01490	Syal.g_00417
OG0000825	Prai.g_01491	Syal.g_00418
OG0000826	Prai.g_01492	Syal.g_00419
OG0000827	Prai.g_01493	Syal.g_00420
OG0000828	Prai.g_01496	Syal.g_00423
OG0000829	Prai.g_01497	Syal.g_00424
OG0000830	Prai.g_01498	Syal.g_00425
OG0000831	Prai.g_01500	Syal.g_00427
OG0000832	Prai.g_01505	Syal.g_02967
OG0000833	Prai.g_01514	Syal.g_02976
OG0000834	Prai.g_01515	Syal.g_02979
OG0000835	Prai.g_01516	Syal.g_02980
OG0000836	Prai.g_01517	Syal.g_02983
OG0000837	Prai.g_01518	Syal.g_02984
OG0000838	Prai.g_01520	Syal.g_02988
OG0000839	Prai.g_01521	Syal.g_02989
OG0000840	Prai.g_01522	Syal.g_02990
OG0000841	Prai.g_01523	Syal.g_02991
OG0000842	Prai.g_01524	Syal.g_02992
OG0000843	Prai.g_01525	Syal.g_02993
OG0000844	Prai.g_01526	Syal.g_02995
OG0000845	Prai.g_01527	Syal.g_02996
OG0000846	Prai.g_01528	Syal.g_02997
OG0000847	Prai.g_01529	Syal.g_02998
OG0000848	Prai.g_01530	Syal.g_03000
OG0000849	Prai.g_01531	Syal.g_03001
OG0000850	Prai.g_01533	Syal.g_03008
OG0000851	Prai.g_01534	Syal.g_00561
OG0000852	Prai.g_01535	Syal.g_00562
OG0000853	Prai.g_01539	Syal.g_00566
OG0000854	Prai.g_01541	Syal.g_00568
OG0000855	Prai.g_01542	Syal.g_00569
OG0000856	Prai.g_01558	Syal.g_02704
OG0000857	Prai.g_01597	Syal.g_01882
OG0000858	Prai.g_01632	Syal.g_00576
OG0000859	Prai.g_01633	Syal.g_00577
OG0000860	Prai.g_01640	Syal.g_00589
OG0000861	Prai.g_01641	Syal.g_00590
OG0000862	Prai.g_01642	Syal.g_00591
OG0000863	Prai.g_01644	Syal.g_00594
OG0000864	Prai.g_01645	Syal.g_00595
OG0000865	Prai.g_01646	Syal.g_00596
OG0000866	Prai.g_01647	Syal.g_00597
OG0000867	Prai.g_01648	Syal.g_00598
OG0000868	Prai.g_01649	Syal.g_00604
OG0000869	Prai.g_01653	Syal.g_00609
OG0000870	Prai.g_01658	Syal.g_00614
OG0000871	Prai.g_01659	Syal.g_00615
OG0000872	Prai.g_01660	Syal.g_00621
OG0000873	Prai.g_01663	Syal.g_00624
OG0000874	Prai.g_01666	Syal.g_00627
OG0000875	Prai.g_01667	Syal.g_00629
OG0000876	Prai.g_01668	Syal.g_00631
OG0000877	Prai.g_01670	Syal.g_00633
OG0000878	Prai.g_01671	Syal.g_00634
OG0000879	Prai.g_01672	Syal.g_00635
OG0000880	Prai.g_01673	Syal.g_00636
OG0000881	Prai.g_01677	Syal.g_00641
OG0000882	Prai.g_01682	Syal.g_00646
OG0000883	Prai.g_01683	Syal.g_00648
OG0000884	Prai.g_01685	Syal.g_00650
OG0000885	Prai.g_01686	Syal.g_00651
OG0000886	Prai.g_01687	Syal.g_00652
OG0000887	Prai.g_01688	Syal.g_00653
OG0000888	Prai.g_01690	Syal.g_00655
OG0000889	Prai.g_01692	Syal.g_00657
OG0000890	Prai.g_01693	Syal.g_00663
OG0000891	Prai.g_01694	Syal.g_00664
OG0000892	Prai.g_01696	Syal.g_00668
OG0000893	Prai.g_01701	Syal.g_00193
OG0000894	Prai.g_01703	Syal.g_00196
OG0000895	Prai.g_01706	Syal.g_00200
OG0000896	Prai.g_01707	Syal.g_00201
OG0000897	Prai.g_01709	Syal.g_00203
OG0000898	Prai.g_01710	Syal.g_00204
OG0000899	Prai.g_01711	Syal.g_00205
OG0000900	Prai.g_01712	Syal.g_00206
OG0000901	Prai.g_01715	Syal.g_00211
OG0000902	Prai.g_01717	Syal.g_00213
OG0000903	Prai.g_01720	Syal.g_00227
OG0000904	Prai.g_01722	Syal.g_00222
OG0000905	Prai.g_01727	Syal.g_00217
OG0000906	Prai.g_01728	Syal.g_00215
OG0000907	Prai.g_01734	Syal.g_00229
OG0000908	Prai.g_01737	Syal.g_00232
OG0000909	Prai.g_01738	Syal.g_00233
OG0000910	Prai.g_01739	Syal.g_00234
OG0000911	Prai.g_01741	Syal.g_00237
OG0000912	Prai.g_01742	Syal.g_00238
OG0000913	Prai.g_01743	Syal.g_00239
OG0000914	Prai.g_01744	Syal.g_00240
OG0000915	Prai.g_01746	Syal.g_00241
OG0000916	Prai.g_01747	Syal.g_00242
OG0000917	Prai.g_01748	Syal.g_00243
OG0000918	Prai.g_01749	Syal.g_00244
OG0000919	Prai.g_01750	Syal.g_00245
OG0000920	Prai.g_01751	Syal.g_00246
OG0000921	Prai.g_01752	Syal.g_00247
OG0000922	Prai.g_01753	Syal.g_00248
OG0000923	Prai.g_01757	Syal.g_00252
OG0000924	Prai.g_01758	Syal.g_00253
OG0000925	Prai.g_01759	Syal.g_00254
OG0000926	Prai.g_01760	Syal.g_00255
OG0000927	Prai.g_01762	Syal.g_00257
OG0000928	Prai.g_01763	Syal.g_00258
OG0000929	Prai.g_01764	Syal.g_00259
OG0000930	Prai.g_01765	Syal.g_00260
OG0000931	Prai.g_01766	Syal.g_00261
OG0000932	Prai.g_01767	Syal.g_00262
OG0000933	Prai.g_01776	Syal.g_00268
OG0000934	Prai.g_01778	Syal.g_00270
OG0000935	Prai.g_01779	Syal.g_00271
OG0000936	Prai.g_01780	Syal.g_00272
OG0000937	Prai.g_01781	Syal.g_00273
OG0000938	Prai.g_01783	Syal.g_00276
OG0000939	Prai.g_01784	Syal.g_00277
OG0000940	Prai.g_01791	Syal.g_00285
OG0000941	Prai.g_01793	Syal.g_00287
OG0000942	Prai.g_01795	Syal.g_00289
OG0000943	Prai.g_01796	Syal.g_00290
OG0000944	Prai.g_01797	Syal.g_00292
OG0000945	Prai.g_01798	Syal.g_00294
OG0000946	Prai.g_01802	Syal.g_00301
OG0000947	Prai.g_01804	Syal.g_00304
OG0000948	Prai.g_01805	Syal.g_00305
OG0000949	Prai.g_01808	Syal.g_01341
OG0000950	Prai.g_01813	Syal.g_01348
OG0000951	Prai.g_01817	Syal.g_01353
OG0000952	Prai.g_01821	Syal.g_01363
OG0000953	Prai.g_01824	Syal.g_01435
OG0000954	Prai.g_01828	Syal.g_01443
OG0000955	Prai.g_01829	Syal.g_01444
OG0000956	Prai.g_01831	Syal.g_01446
OG0000957	Prai.g_01836	Syal.g_01457
OG0000958	Prai.g_01837	Syal.g_01458
OG0000959	Prai.g_01841	Syal.g_01482
OG0000960	Prai.g_01842	Syal.g_01483
OG0000961	Prai.g_01844	Syal.g_01507
OG0000962	Prai.g_01846	Syal.g_01509
OG0000963	Prai.g_01850	Syal.g_01514
OG0000964	Prai.g_01851	Syal.g_01515
OG0000965	Prai.g_01852	Syal.g_01516
OG0000966	Prai.g_01861	Syal.g_00176
OG0000967	Prai.g_01865	Syal.g_00171
OG0000968	Prai.g_01867	Syal.g_00169
OG0000969	Prai.g_01868	Syal.g_00167
OG0000970	Prai.g_01869	Syal.g_00166
OG0000971	Prai.g_01870	Syal.g_00164
OG0000972	Prai.g_01871	Syal.g_00163
OG0000973	Prai.g_01872	Syal.g_00162
OG0000974	Prai.g_01873	Syal.g_00161
OG0000975	Prai.g_01874	Syal.g_00160
OG0000976	Prai.g_01875	Syal.g_00159
OG0000977	Prai.g_01876	Syal.g_00157
OG0000978	Prai.g_01877	Syal.g_00156
OG0000979	Prai.g_01880	Syal.g_00153
OG0000980	Prai.g_01882	Syal.g_00150
OG0000981	Prai.g_01884	Syal.g_00147
OG0000982	Prai.g_01886	Syal.g_01068
OG0000983	Prai.g_01887	Syal.g_01069
OG0000984	Prai.g_01888	Syal.g_01070
OG0000985	Prai.g_01891	Syal.g_01074
OG0000986	Prai.g_01893	Syal.g_01076
OG0000987	Prai.g_01894	Syal.g_01080
OG0000988	Prai.g_01897	Syal.g_01086
OG0000989	Prai.g_01900	Syal.g_01098
OG0000990	Prai.g_01903	Syal.g_01118
OG0000991	Prai.g_01904	Syal.g_01120
OG0000992	Prai.g_01906	Syal.g_01122
OG0000993	Prai.g_01907	Syal.g_01123
OG0000994	Prai.g_01908	Syal.g_01127
OG0000995	Prai.g_01912	Syal.g_01132
OG0000996	Prai.g_01913	Syal.g_01162
OG0000997	Prai.g_01914	Syal.g_01171
OG0000998	Prai.g_01916	Syal.g_01173
OG0000999	Prai.g_01917	Syal.g_01174
OG0001000	Prai.g_01920	Syal.g_01177
OG0001001	Prai.g_01922	Syal.g_01182
OG0001002	Prai.g_01926	Syal.g_00082
OG0001003	Prai.g_01928	Syal.g_00084
OG0001004	Prai.g_01929	Syal.g_00085
OG0001005	Prai.g_01930	Syal.g_00087
OG0001006	Prai.g_01934	Syal.g_00094
OG0001007	Prai.g_01936	Syal.g_00096
OG0001008	Prai.g_00468	Syal.g_00524
OG0001009	Prai.g_00027	Syal.g_00129
OG0001010	Prai.g_00028	Syal.g_00130
OG0001011	Prai.g_00029	Syal.g_00131
OG0001012	Prai.g_00050	Syal.g_01064
OG0001013	Prai.g_00055	Syal.g_01026
OG0001014	Prai.g_00058	Syal.g_01022
OG0001015	Prai.g_00059	Syal.g_01021
OG0001016	Prai.g_00073	Syal.g_00756
OG0001017	Prai.g_00077	Syal.g_00762
OG0001018	Prai.g_00080	Syal.g_00764
OG0001019	Prai.g_00089	Syal.g_00785
OG0001020	Prai.g_00090	Syal.g_00796
OG0001021	Prai.g_00091	Syal.g_00800
OG0001022	Prai.g_00094	Syal.g_00805
OG0001023	Prai.g_00095	Syal.g_00806
OG0001024	Prai.g_00098	Syal.g_00810
OG0001025	Prai.g_00104	Syal.g_00817
OG0001026	Prai.g_00111	Syal.g_00830
OG0001027	Prai.g_00112	Syal.g_00834
OG0001028	Prai.g_00114	Syal.g_00836
OG0001029	Prai.g_00115	Syal.g_00838
OG0001030	Prai.g_00130	Syal.g_00860
OG0001031	Prai.g_00197	Syal.g_00936
OG0001032	Prai.g_00198	Syal.g_00938
OG0001033	Prai.g_00219	Syal.g_00972
OG0001034	Prai.g_00247	Syal.g_00684
OG0001035	Prai.g_00267	Syal.g_01226
OG0001036	Prai.g_00272	Syal.g_01231
OG0001037	Prai.g_00273	Syal.g_01233
OG0001038	Prai.g_00291	Syal.g_01261
OG0001039	Prai.g_00294	Syal.g_01264
OG0001040	Prai.g_00296	Syal.g_01267
OG0001041	Prai.g_00300	Syal.g_01272
OG0001042	Prai.g_00317	Syal.g_01300
OG0001043	Prai.g_00318	Syal.g_01304
OG0001045	Prai.g_00355	Syal.g_00359
OG0001046	Prai.g_00390	Syal.g_01967
OG0001047	Prai.g_00470	Syal.g_00522
OG0001048	Prai.g_00471	Syal.g_00521
OG0001049	Prai.g_00473	Syal.g_00518
OG0001050	Prai.g_00474	Syal.g_00517
OG0001051	Prai.g_00475	Syal.g_00516
OG0001052	Prai.g_00501	Syal.g_00467
OG0001053	Prai.g_00513	Syal.g_02900
OG0001054	Prai.g_00528	Syal.g_02919
OG0001055	Prai.g_00546	Syal.g_02940
OG0001056	Prai.g_00564	Syal.g_02833
OG0001057	Prai.g_00569	Syal.g_01574
OG0001058	Prai.g_00577	Syal.g_02812
OG0001059	Prai.g_00581	Syal.g_02808
OG0001060	Prai.g_00588	Syal.g_02801
OG0001061	Prai.g_00602	Syal.g_02783
OG0001062	Prai.g_00604	Syal.g_02781
OG0001063	Prai.g_00606	Syal.g_02776
OG0001064	Prai.g_00607	Syal.g_02775
OG0001065	Prai.g_00608	Syal.g_02774
OG0001066	Prai.g_00609	Syal.g_02773
OG0001067	Prai.g_00610	Syal.g_02772
OG0001068	Prai.g_00611	Syal.g_02771
OG0001069	Prai.g_00612	Syal.g_02770
OG0001070	Prai.g_00615	Syal.g_02766
OG0001071	Prai.g_00616	Syal.g_02765
OG0001072	Prai.g_00618	Syal.g_02761
OG0001073	Prai.g_00632	Syal.g_02746
OG0001074	Prai.g_00643	Syal.g_02575
OG0001075	Prai.g_00644	Syal.g_02726
OG0001076	Prai.g_00653	Syal.g_02712
OG0001077	Prai.g_00657	Syal.g_02702
OG0001078	Prai.g_00665	Syal.g_02635
OG0001079	Prai.g_00676	Syal.g_02618
OG0001080	Prai.g_00682	Syal.g_02514
OG0001081	Prai.g_00684	Syal.g_02175
OG0001082	Prai.g_00685	Syal.g_02176
OG0001083	Prai.g_00690	Syal.g_02184
OG0001084	Prai.g_00691	Syal.g_02187
OG0001085	Prai.g_00699	Syal.g_02206
OG0001086	Prai.g_00700	Syal.g_02208
OG0001087	Prai.g_00717	Syal.g_01782
OG0001088	Prai.g_00718	Syal.g_01785
OG0001089	Prai.g_00726	Syal.g_01811
OG0001090	Prai.g_00749	Syal.g_01859
OG0001091	Prai.g_00751	Syal.g_01862
OG0001092	Prai.g_00752	Syal.g_01864
OG0001093	Prai.g_00757	Syal.g_02419
OG0001094	Prai.g_00854	Syal.g_02216
OG0001095	Prai.g_00834	Syal.g_01879
OG0001096	Prai.g_00821	Syal.g_02447
OG0001097	Prai.g_00802	Syal.g_02473
OG0001098	Prai.g_00787	Syal.g_02083
OG0001099	Prai.g_01057	Syal.g_00837
OG0001100	Prai.g_01053	Syal.g_02293
OG0001101	Prai.g_01051	Syal.g_02292
OG0001102	Prai.g_01049	Syal.g_02289
OG0001103	Prai.g_01047	Syal.g_02287
OG0001104	Prai.g_01026	Syal.g_02241
OG0001105	Prai.g_01022	Syal.g_02236
OG0001106	Prai.g_00998	Syal.g_02007
OG0001107	Prai.g_00991	Syal.g_01993
OG0001108	Prai.g_00987	Syal.g_01985
OG0001109	Prai.g_00986	Syal.g_01983
OG0001110	Prai.g_00984	Syal.g_01981
OG0001111	Prai.g_00983	Syal.g_01979
OG0001112	Prai.g_00982	Syal.g_01977
OG0001113	Prai.g_00981	Syal.g_02244
OG0001114	Prai.g_00980	Syal.g_01976
OG0001115	Prai.g_00978	Syal.g_01972
OG0001116	Prai.g_00977	Syal.g_01970
OG0001117	Prai.g_00976	Syal.g_01969
OG0001118	Prai.g_00975	Syal.g_01968
OG0001119	Prai.g_00974	Syal.g_01966
OG0001120	Prai.g_00972	Syal.g_01962
OG0001121	Prai.g_01141, Prai.g_00969	Syal.g_02960
OG0001122	Prai.g_00945	Syal.g_01921
OG0001124	Prai.g_00940	Syal.g_01911
OG0001125	Prai.g_00939	Syal.g_01909
OG0001126	Prai.g_00929	Syal.g_01837
OG0001127	Prai.g_00928	Syal.g_01836
OG0001128	Prai.g_00926	Syal.g_01833
OG0001129	Prai.g_00925	Syal.g_01831
OG0001130	Prai.g_00924	Syal.g_01830
OG0001131	Prai.g_01088	Syal.g_02260
OG0001132	Prai.g_01098	Syal.g_02553
OG0001133	Prai.g_01130	Syal.g_02710
OG0001134	Prai.g_01143	Syal.g_02506
OG0001137	Prai.g_01179	Syal.g_01673
OG0001138	Prai.g_01198	Syal.g_01709
OG0001139	Prai.g_01200	Syal.g_01711
OG0001140	Prai.g_01201	Syal.g_01712
OG0001141	Prai.g_01202	Syal.g_01713
OG0001142	Prai.g_01203	Syal.g_01714
OG0001143	Prai.g_01210	Syal.g_01722
OG0001144	Prai.g_01215	Syal.g_01736
OG0001145	Prai.g_01326	Syal.g_01614
OG0001146	Prai.g_01339	Syal.g_01593
OG0001147	Prai.g_01357	Syal.g_00458
OG0001148	Prai.g_01372	Syal.g_02886
OG0001149	Prai.g_01373	Syal.g_02885
OG0001150	Prai.g_01374	Syal.g_02884
OG0001151	Prai.g_01385	Syal.g_02872
OG0001152	Prai.g_01386	Syal.g_02871
OG0001153	Prai.g_01494	Syal.g_00421
OG0001154	Prai.g_01495	Syal.g_00422
OG0001155	Prai.g_01507	Syal.g_02969
OG0001156	Prai.g_01510	Syal.g_02972
OG0001157	Prai.g_01511	Syal.g_02973
OG0001158	Prai.g_01512	Syal.g_02974
OG0001159	Prai.g_01513	Syal.g_02975
OG0001160	Prai.g_01537	Syal.g_00564
OG0001161	Prai.g_01550	Syal.g_01104
OG0001162	Prai.g_01563	Syal.g_01577
OG0001163	Prai.g_01630	Syal.g_00573
OG0001164	Prai.g_01634	Syal.g_00579
OG0001165	Prai.g_01637	Syal.g_00584
OG0001166	Prai.g_01657	Syal.g_00613
OG0001167	Prai.g_01674	Syal.g_00638
OG0001168	Prai.g_01676	Syal.g_00640
OG0001169	Prai.g_01678	Syal.g_00642
OG0001170	Prai.g_01680	Syal.g_00644
OG0001172	Prai.g_01704	Syal.g_00198
OG0001173	Prai.g_01705	Syal.g_00199
